Track,for,Emily,2011,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/1/2011,18:05:55,15.15,N,60.693,W
8/1/2011,18:07:55,15.15,N,60.695,W
8/1/2011,18:09:54,15.15,N,60.698,W
8/1/2011,18:11:54,15.15,N,60.7,W
8/1/2011,18:13:55,15.15,N,60.702,W
8/1/2011,18:15:55,15.15,N,60.705,W
8/1/2011,18:17:54,15.15,N,60.707,W
8/1/2011,18:19:54,15.151,N,60.71,W
8/1/2011,18:21:55,15.151,N,60.712,W
8/1/2011,18:23:54,15.151,N,60.715,W
8/1/2011,18:25:54,15.151,N,60.717,W
8/1/2011,18:27:55,15.151,N,60.719,W
8/1/2011,18:29:55,15.151,N,60.722,W
8/1/2011,18:31:54,15.152,N,60.725,W
8/1/2011,18:33:54,15.152,N,60.727,W
8/1/2011,18:35:55,15.152,N,60.73,W
8/1/2011,18:37:55,15.152,N,60.732,W
8/1/2011,18:39:54,15.152,N,60.735,W
8/1/2011,18:41:54,15.152,N,60.738,W
8/1/2011,18:43:55,15.153,N,60.741,W
8/1/2011,18:45:55,15.153,N,60.743,W
8/1/2011,18:47:54,15.153,N,60.746,W
8/1/2011,18:49:54,15.153,N,60.749,W
8/1/2011,18:51:55,15.153,N,60.752,W
8/1/2011,18:53:54,15.153,N,60.755,W
8/1/2011,18:55:54,15.154,N,60.759,W
8/1/2011,18:57:55,15.154,N,60.762,W
8/1/2011,18:59:55,15.154,N,60.765,W
8/1/2011,19:01:54,15.154,N,60.768,W
8/1/2011,19:03:54,15.154,N,60.772,W
8/1/2011,19:05:55,15.155,N,60.775,W
8/1/2011,19:07:55,15.155,N,60.779,W
8/1/2011,19:09:54,15.155,N,60.783,W
8/1/2011,19:11:54,15.155,N,60.786,W
8/1/2011,19:13:55,15.156,N,60.79,W
8/1/2011,19:15:55,15.156,N,60.794,W
8/1/2011,19:17:54,15.156,N,60.798,W
8/1/2011,19:19:54,15.156,N,60.803,W
8/1/2011,19:21:55,15.157,N,60.807,W
8/1/2011,19:23:54,15.157,N,60.811,W
8/1/2011,19:25:54,15.157,N,60.816,W
8/1/2011,19:27:55,15.157,N,60.821,W
8/1/2011,19:29:55,15.158,N,60.825,W
8/1/2011,19:31:54,15.158,N,60.83,W
8/1/2011,19:33:54,15.158,N,60.835,W
8/1/2011,19:35:55,15.159,N,60.84,W
8/1/2011,19:37:55,15.159,N,60.846,W
8/1/2011,19:39:54,15.159,N,60.851,W
8/1/2011,19:41:54,15.159,N,60.857,W
8/1/2011,19:43:55,15.16,N,60.862,W
8/1/2011,19:45:55,15.16,N,60.868,W
8/1/2011,19:47:54,15.161,N,60.874,W
8/1/2011,19:49:54,15.161,N,60.881,W
8/1/2011,19:51:55,15.161,N,60.887,W
8/1/2011,19:53:54,15.162,N,60.893,W
8/1/2011,19:55:54,15.162,N,60.9,W
8/1/2011,19:57:55,15.162,N,60.907,W
8/1/2011,19:59:55,15.163,N,60.914,W
8/1/2011,20:01:54,15.163,N,60.921,W
8/1/2011,20:03:54,15.164,N,60.928,W
8/1/2011,20:05:55,15.164,N,60.936,W
8/1/2011,20:07:55,15.165,N,60.944,W
8/1/2011,20:09:54,15.165,N,60.951,W
8/1/2011,20:11:54,15.165,N,60.96,W
8/1/2011,20:13:55,15.166,N,60.968,W
8/1/2011,20:15:55,15.166,N,60.976,W
8/1/2011,20:17:54,15.167,N,60.985,W
8/1/2011,20:19:54,15.167,N,60.994,W
8/1/2011,20:21:55,15.168,N,61.003,W
8/1/2011,20:23:54,15.169,N,61.012,W
8/1/2011,20:25:54,15.169,N,61.022,W
8/1/2011,20:27:55,15.17,N,61.031,W
8/1/2011,20:29:55,15.17,N,61.041,W
8/1/2011,20:31:54,15.171,N,61.051,W
8/1/2011,20:33:54,15.171,N,61.062,W
8/1/2011,20:35:55,15.172,N,61.072,W
8/1/2011,20:37:55,15.173,N,61.083,W
8/1/2011,20:39:07,15.173,N,61.09,W
8/1/2011,20:41:08,15.173,N,61.096,W
8/1/2011,20:43:08,15.174,N,61.103,W
8/1/2011,20:45:07,15.174,N,61.109,W
8/1/2011,20:47:07,15.175,N,61.115,W
8/1/2011,20:49:08,15.175,N,61.121,W
8/1/2011,20:51:08,15.176,N,61.127,W
8/1/2011,20:53:07,15.176,N,61.133,W
8/1/2011,20:55:07,15.177,N,61.139,W
8/1/2011,20:57:08,15.177,N,61.144,W
8/1/2011,20:59:08,15.178,N,61.15,W
8/1/2011,21:01:07,15.178,N,61.155,W
8/1/2011,21:03:07,15.179,N,61.161,W
8/1/2011,21:05:08,15.179,N,61.166,W
8/1/2011,21:07:07,15.18,N,61.171,W
8/1/2011,21:09:07,15.181,N,61.176,W
8/1/2011,21:11:08,15.181,N,61.181,W
8/1/2011,21:13:08,15.182,N,61.186,W
8/1/2011,21:15:07,15.182,N,61.191,W
8/1/2011,21:17:07,15.183,N,61.195,W
8/1/2011,21:19:08,15.183,N,61.2,W
8/1/2011,21:21:08,15.184,N,61.204,W
8/1/2011,21:23:07,15.184,N,61.208,W
8/1/2011,21:25:07,15.185,N,61.212,W
8/1/2011,21:27:08,15.185,N,61.216,W
8/1/2011,21:29:08,15.186,N,61.22,W
8/1/2011,21:31:07,15.187,N,61.223,W
8/1/2011,21:33:07,15.187,N,61.227,W
8/1/2011,21:35:08,15.188,N,61.23,W
8/1/2011,21:37:07,15.188,N,61.233,W
8/1/2011,21:39:07,15.189,N,61.236,W
8/1/2011,21:41:08,15.19,N,61.239,W
8/1/2011,21:43:08,15.19,N,61.242,W
8/1/2011,21:45:07,15.191,N,61.244,W
8/1/2011,21:47:07,15.191,N,61.247,W
8/1/2011,21:49:08,15.192,N,61.249,W
8/1/2011,21:51:08,15.193,N,61.251,W
8/1/2011,21:53:07,15.193,N,61.253,W
8/1/2011,21:55:07,15.194,N,61.255,W
8/1/2011,21:57:08,15.195,N,61.257,W
8/1/2011,21:59:08,15.195,N,61.258,W
8/1/2011,22:01:07,15.196,N,61.259,W
8/1/2011,22:03:07,15.197,N,61.26,W
8/1/2011,22:05:08,15.197,N,61.261,W
8/1/2011,22:07:07,15.198,N,61.262,W
8/1/2011,22:09:07,15.199,N,61.262,W
8/1/2011,22:11:08,15.199,N,61.263,W
8/1/2011,22:13:08,15.2,N,61.263,W
8/1/2011,22:15:07,15.201,N,61.263,W
8/1/2011,22:17:07,15.202,N,61.263,W
8/1/2011,22:19:08,15.202,N,61.262,W
8/1/2011,22:21:08,15.203,N,61.262,W
8/1/2011,22:23:07,15.204,N,61.261,W
8/1/2011,22:25:07,15.205,N,61.26,W
8/1/2011,22:27:08,15.205,N,61.259,W
8/1/2011,22:29:08,15.206,N,61.257,W
8/1/2011,22:31:07,15.207,N,61.256,W
8/1/2011,22:33:07,15.208,N,61.254,W
8/1/2011,22:35:08,15.208,N,61.252,W
8/1/2011,22:37:07,15.209,N,61.25,W
8/1/2011,22:39:07,15.21,N,61.247,W
8/1/2011,22:41:08,15.211,N,61.245,W
8/1/2011,22:43:08,15.212,N,61.242,W
8/1/2011,22:45:07,15.213,N,61.239,W
8/1/2011,22:47:07,15.213,N,61.235,W
8/1/2011,22:49:08,15.214,N,61.232,W
8/1/2011,22:51:08,15.215,N,61.228,W
8/1/2011,22:53:07,15.216,N,61.224,W
8/1/2011,22:55:07,15.217,N,61.22,W
8/1/2011,22:57:08,15.218,N,61.215,W
8/1/2011,22:59:08,15.219,N,61.21,W
8/1/2011,23:01:07,15.22,N,61.205,W
8/1/2011,23:03:07,15.22,N,61.2,W
8/1/2011,23:05:08,15.221,N,61.195,W
8/1/2011,23:07:07,15.222,N,61.189,W
8/1/2011,23:09:07,15.223,N,61.183,W
8/1/2011,23:11:08,15.224,N,61.177,W
8/1/2011,23:12:49,15.225,N,61.172,W
8/1/2011,23:14:48,15.225,N,61.174,W
8/1/2011,23:16:48,15.226,N,61.176,W
8/1/2011,23:18:49,15.226,N,61.178,W
8/1/2011,23:20:49,15.226,N,61.18,W
8/1/2011,23:22:48,15.226,N,61.182,W
8/1/2011,23:24:48,15.227,N,61.184,W
8/1/2011,23:26:49,15.227,N,61.186,W
8/1/2011,23:28:49,15.227,N,61.188,W
8/1/2011,23:30:48,15.227,N,61.19,W
8/1/2011,23:32:48,15.228,N,61.193,W
8/1/2011,23:34:49,15.228,N,61.195,W
8/1/2011,23:36:49,15.228,N,61.197,W
8/1/2011,23:38:48,15.228,N,61.199,W
8/1/2011,23:40:48,15.228,N,61.202,W
8/1/2011,23:42:49,15.228,N,61.204,W
8/1/2011,23:44:48,15.228,N,61.207,W
8/1/2011,23:46:48,15.229,N,61.209,W
8/1/2011,23:48:49,15.229,N,61.212,W
8/1/2011,23:50:49,15.229,N,61.214,W
8/1/2011,23:52:48,15.229,N,61.217,W
8/1/2011,23:54:48,15.229,N,61.219,W
8/1/2011,23:56:49,15.229,N,61.222,W
8/1/2011,23:58:49,15.229,N,61.225,W
8/2/2011,0:00:48,15.229,N,61.228,W
8/2/2011,0:02:48,15.229,N,61.23,W
8/2/2011,0:04:49,15.229,N,61.233,W
8/2/2011,0:06:49,15.228,N,61.236,W
8/2/2011,0:08:48,15.228,N,61.239,W
8/2/2011,0:10:48,15.228,N,61.242,W
8/2/2011,0:12:49,15.228,N,61.245,W
8/2/2011,0:14:48,15.228,N,61.248,W
8/2/2011,0:16:48,15.228,N,61.251,W
8/2/2011,0:18:49,15.228,N,61.254,W
8/2/2011,0:20:49,15.227,N,61.258,W
8/2/2011,0:22:48,15.227,N,61.261,W
8/2/2011,0:24:48,15.227,N,61.264,W
8/2/2011,0:26:49,15.227,N,61.267,W
8/2/2011,0:28:49,15.226,N,61.271,W
8/2/2011,0:30:48,15.226,N,61.274,W
8/2/2011,0:32:48,15.226,N,61.278,W
8/2/2011,0:34:49,15.225,N,61.281,W
8/2/2011,0:36:49,15.225,N,61.285,W
8/2/2011,0:38:48,15.224,N,61.289,W
8/2/2011,0:40:48,15.224,N,61.292,W
8/2/2011,0:42:49,15.224,N,61.296,W
8/2/2011,0:44:48,15.223,N,61.3,W
8/2/2011,0:46:48,15.223,N,61.304,W
8/2/2011,0:48:49,15.222,N,61.307,W
8/2/2011,0:50:49,15.222,N,61.311,W
8/2/2011,0:52:48,15.221,N,61.315,W
8/2/2011,0:54:48,15.22,N,61.319,W
8/2/2011,0:56:49,15.22,N,61.324,W
8/2/2011,0:58:49,15.219,N,61.328,W
8/2/2011,1:00:48,15.219,N,61.332,W
8/2/2011,1:02:48,15.218,N,61.336,W
8/2/2011,1:04:49,15.217,N,61.34,W
8/2/2011,1:06:49,15.217,N,61.345,W
8/2/2011,1:08:48,15.216,N,61.349,W
8/2/2011,1:10:48,15.215,N,61.354,W
8/2/2011,1:12:49,15.214,N,61.358,W
8/2/2011,1:14:48,15.213,N,61.363,W
8/2/2011,1:16:48,15.213,N,61.368,W
8/2/2011,1:18:49,15.212,N,61.372,W
8/2/2011,1:20:49,15.211,N,61.377,W
8/2/2011,1:22:48,15.21,N,61.382,W
8/2/2011,1:24:48,15.209,N,61.387,W
8/2/2011,1:26:49,15.208,N,61.392,W
8/2/2011,1:28:49,15.207,N,61.397,W
8/2/2011,1:30:48,15.206,N,61.402,W
8/2/2011,1:32:48,15.205,N,61.407,W
8/2/2011,1:34:49,15.204,N,61.412,W
8/2/2011,1:36:49,15.203,N,61.417,W
8/2/2011,1:38:48,15.202,N,61.423,W
8/2/2011,1:40:48,15.201,N,61.428,W
8/2/2011,1:42:49,15.2,N,61.434,W
8/2/2011,1:44:48,15.198,N,61.439,W
8/2/2011,1:46:48,15.197,N,61.445,W
8/2/2011,1:48:49,15.196,N,61.45,W
8/2/2011,1:50:49,15.195,N,61.456,W
8/2/2011,1:52:48,15.193,N,61.462,W
8/2/2011,1:54:48,15.192,N,61.467,W
8/2/2011,1:56:49,15.191,N,61.473,W
8/2/2011,1:58:49,15.189,N,61.479,W
8/2/2011,2:00:48,15.188,N,61.485,W
8/2/2011,2:02:48,15.187,N,61.491,W
8/2/2011,2:04:49,15.185,N,61.497,W
8/2/2011,2:06:49,15.184,N,61.503,W
8/2/2011,2:08:48,15.183,N,61.509,W
8/2/2011,2:10:48,15.181,N,61.515,W
8/2/2011,2:12:49,15.18,N,61.522,W
8/2/2011,2:14:48,15.178,N,61.528,W
8/2/2011,2:16:48,15.177,N,61.534,W
8/2/2011,2:18:49,15.175,N,61.541,W
8/2/2011,2:20:49,15.174,N,61.547,W
8/2/2011,2:22:48,15.172,N,61.554,W
8/2/2011,2:24:48,15.17,N,61.56,W
8/2/2011,2:26:49,15.169,N,61.567,W
8/2/2011,2:28:49,15.167,N,61.573,W
8/2/2011,2:30:48,15.166,N,61.58,W
8/2/2011,2:32:48,15.164,N,61.587,W
8/2/2011,2:34:49,15.162,N,61.593,W
8/2/2011,2:36:49,15.161,N,61.6,W
8/2/2011,2:38:48,15.159,N,61.607,W
8/2/2011,2:40:48,15.157,N,61.614,W
8/2/2011,2:42:49,15.156,N,61.621,W
8/2/2011,2:44:48,15.154,N,61.628,W
8/2/2011,2:46:48,15.152,N,61.635,W
8/2/2011,2:48:49,15.151,N,61.642,W
8/2/2011,2:50:49,15.149,N,61.649,W
8/2/2011,2:52:48,15.147,N,61.656,W
8/2/2011,2:54:48,15.145,N,61.663,W
8/2/2011,2:56:49,15.144,N,61.67,W
8/2/2011,2:58:49,15.142,N,61.678,W
8/2/2011,3:00:48,15.14,N,61.685,W
8/2/2011,3:02:48,15.138,N,61.692,W
8/2/2011,3:04:49,15.137,N,61.699,W
8/2/2011,3:06:49,15.135,N,61.707,W
8/2/2011,3:08:48,15.133,N,61.714,W
8/2/2011,3:10:48,15.131,N,61.722,W
8/2/2011,3:12:49,15.129,N,61.729,W
8/2/2011,3:14:48,15.128,N,61.736,W
8/2/2011,3:16:48,15.126,N,61.744,W
8/2/2011,3:18:49,15.124,N,61.751,W
8/2/2011,3:20:49,15.122,N,61.759,W
8/2/2011,3:22:48,15.12,N,61.767,W
8/2/2011,3:24:48,15.118,N,61.774,W
8/2/2011,3:26:49,15.117,N,61.782,W
8/2/2011,3:28:49,15.115,N,61.79,W
8/2/2011,3:30:48,15.113,N,61.797,W
8/2/2011,3:32:48,15.111,N,61.805,W
8/2/2011,3:34:49,15.109,N,61.813,W
8/2/2011,3:36:49,15.107,N,61.82,W
8/2/2011,3:38:48,15.106,N,61.828,W
8/2/2011,3:40:48,15.104,N,61.836,W
8/2/2011,3:42:49,15.102,N,61.844,W
8/2/2011,3:44:48,15.1,N,61.852,W
8/2/2011,3:46:48,15.098,N,61.86,W
8/2/2011,3:48:49,15.096,N,61.868,W
8/2/2011,3:50:49,15.094,N,61.876,W
8/2/2011,3:52:48,15.093,N,61.883,W
8/2/2011,3:54:48,15.091,N,61.891,W
8/2/2011,3:56:49,15.089,N,61.899,W
8/2/2011,3:58:49,15.087,N,61.907,W
8/2/2011,4:00:48,15.085,N,61.915,W
8/2/2011,4:02:48,15.084,N,61.923,W
8/2/2011,4:04:49,15.082,N,61.931,W
8/2/2011,4:06:49,15.08,N,61.94,W
8/2/2011,4:08:48,15.078,N,61.948,W
8/2/2011,4:10:48,15.076,N,61.956,W
8/2/2011,4:12:49,15.075,N,61.964,W
8/2/2011,4:14:48,15.073,N,61.972,W
8/2/2011,4:16:48,15.071,N,61.98,W
8/2/2011,4:18:49,15.069,N,61.988,W
8/2/2011,4:20:49,15.067,N,61.996,W
8/2/2011,4:22:48,15.066,N,62.004,W
8/2/2011,4:24:48,15.064,N,62.013,W
8/2/2011,4:26:49,15.062,N,62.021,W
8/2/2011,4:28:49,15.061,N,62.029,W
8/2/2011,4:30:48,15.059,N,62.037,W
8/2/2011,4:32:48,15.057,N,62.045,W
8/2/2011,4:34:49,15.055,N,62.053,W
8/2/2011,4:36:49,15.054,N,62.062,W
8/2/2011,4:38:48,15.052,N,62.07,W
8/2/2011,4:40:48,15.051,N,62.078,W
8/2/2011,4:42:49,15.049,N,62.086,W
8/2/2011,4:44:48,15.047,N,62.095,W
8/2/2011,4:46:48,15.046,N,62.103,W
8/2/2011,4:48:49,15.044,N,62.111,W
8/2/2011,4:50:49,15.042,N,62.119,W
8/2/2011,4:52:48,15.041,N,62.127,W
8/2/2011,4:54:48,15.039,N,62.136,W
8/2/2011,4:56:49,15.038,N,62.144,W
8/2/2011,4:58:49,15.036,N,62.152,W
8/2/2011,5:00:48,15.035,N,62.16,W
8/2/2011,5:02:48,15.033,N,62.169,W
8/2/2011,5:04:49,15.032,N,62.177,W
8/2/2011,5:06:49,15.03,N,62.185,W
8/2/2011,5:08:48,15.029,N,62.193,W
8/2/2011,5:10:48,15.028,N,62.201,W
8/2/2011,5:12:49,15.026,N,62.21,W
8/2/2011,5:14:48,15.025,N,62.218,W
8/2/2011,5:16:48,15.024,N,62.226,W
8/2/2011,5:18:49,15.022,N,62.234,W
8/2/2011,5:20:49,15.021,N,62.242,W
8/2/2011,5:22:48,15.02,N,62.251,W
8/2/2011,5:24:48,15.018,N,62.259,W
8/2/2011,5:26:49,15.017,N,62.267,W
8/2/2011,5:28:49,15.016,N,62.275,W
8/2/2011,5:30:48,15.015,N,62.283,W
8/2/2011,5:32:48,15.013,N,62.291,W
8/2/2011,5:34:49,15.012,N,62.299,W
8/2/2011,5:36:49,15.011,N,62.307,W
8/2/2011,5:38:48,15.01,N,62.315,W
8/2/2011,5:40:48,15.009,N,62.324,W
8/2/2011,5:42:49,15.008,N,62.332,W
8/2/2011,5:44:48,15.007,N,62.34,W
8/2/2011,5:46:48,15.006,N,62.348,W
8/2/2011,5:48:49,15.005,N,62.356,W
8/2/2011,5:50:49,15.004,N,62.364,W
8/2/2011,5:52:48,15.003,N,62.372,W
8/2/2011,5:54:48,15.002,N,62.379,W
8/2/2011,5:56:49,15.001,N,62.387,W
8/2/2011,5:58:49,15,N,62.395,W
8/2/2011,6:00:00,15,N,62.4,W
8/2/2011,6:01:59,14.999,N,62.408,W
8/2/2011,6:04:00,14.998,N,62.416,W
8/2/2011,6:06:00,14.997,N,62.424,W
8/2/2011,6:07:59,14.996,N,62.432,W
8/2/2011,6:09:59,14.995,N,62.44,W
8/2/2011,6:12:00,14.995,N,62.448,W
8/2/2011,6:14:00,14.994,N,62.457,W
8/2/2011,6:15:59,14.993,N,62.465,W
8/2/2011,6:17:59,14.992,N,62.473,W
8/2/2011,6:20:00,14.991,N,62.481,W
8/2/2011,6:22:00,14.991,N,62.489,W
8/2/2011,6:23:59,14.99,N,62.497,W
8/2/2011,6:25:59,14.989,N,62.505,W
8/2/2011,6:28:00,14.989,N,62.513,W
8/2/2011,6:30:00,14.988,N,62.521,W
8/2/2011,6:31:59,14.987,N,62.529,W
8/2/2011,6:34:00,14.987,N,62.537,W
8/2/2011,6:36:00,14.986,N,62.545,W
8/2/2011,6:37:59,14.985,N,62.553,W
8/2/2011,6:39:59,14.985,N,62.561,W
8/2/2011,6:42:00,14.984,N,62.568,W
8/2/2011,6:44:00,14.984,N,62.576,W
8/2/2011,6:45:59,14.983,N,62.584,W
8/2/2011,6:47:59,14.983,N,62.592,W
8/2/2011,6:50:00,14.982,N,62.6,W
8/2/2011,6:52:00,14.982,N,62.608,W
8/2/2011,6:53:59,14.981,N,62.616,W
8/2/2011,6:55:59,14.981,N,62.623,W
8/2/2011,6:58:00,14.981,N,62.631,W
8/2/2011,7:00:00,14.98,N,62.639,W
8/2/2011,7:01:59,14.98,N,62.647,W
8/2/2011,7:04:00,14.98,N,62.655,W
8/2/2011,7:06:00,14.98,N,62.662,W
8/2/2011,7:07:59,14.979,N,62.67,W
8/2/2011,7:09:59,14.979,N,62.678,W
8/2/2011,7:12:00,14.979,N,62.685,W
8/2/2011,7:14:00,14.979,N,62.693,W
8/2/2011,7:15:59,14.979,N,62.701,W
8/2/2011,7:17:59,14.979,N,62.708,W
8/2/2011,7:20:00,14.979,N,62.716,W
8/2/2011,7:22:00,14.979,N,62.723,W
8/2/2011,7:23:59,14.979,N,62.731,W
8/2/2011,7:25:59,14.979,N,62.738,W
8/2/2011,7:28:00,14.979,N,62.746,W
8/2/2011,7:30:00,14.979,N,62.753,W
8/2/2011,7:31:59,14.979,N,62.76,W
8/2/2011,7:34:00,14.979,N,62.768,W
8/2/2011,7:36:00,14.979,N,62.775,W
8/2/2011,7:37:59,14.979,N,62.782,W
8/2/2011,7:39:59,14.98,N,62.79,W
8/2/2011,7:42:00,14.98,N,62.797,W
8/2/2011,7:44:00,14.98,N,62.804,W
8/2/2011,7:45:59,14.981,N,62.811,W
8/2/2011,7:47:59,14.981,N,62.819,W
8/2/2011,7:50:00,14.981,N,62.826,W
8/2/2011,7:52:00,14.982,N,62.833,W
8/2/2011,7:53:59,14.982,N,62.84,W
8/2/2011,7:55:59,14.983,N,62.847,W
8/2/2011,7:58:00,14.983,N,62.854,W
8/2/2011,8:00:00,14.984,N,62.861,W
8/2/2011,8:01:59,14.985,N,62.868,W
8/2/2011,8:03:59,14.985,N,62.875,W
8/2/2011,8:05:59,14.986,N,62.881,W
8/2/2011,8:08:00,14.987,N,62.888,W
8/2/2011,8:10:00,14.987,N,62.895,W
8/2/2011,8:12:00,14.988,N,62.902,W
8/2/2011,8:14:00,14.989,N,62.908,W
8/2/2011,8:15:59,14.99,N,62.915,W
8/2/2011,8:17:59,14.991,N,62.922,W
8/2/2011,8:19:59,14.992,N,62.928,W
8/2/2011,8:21:59,14.993,N,62.935,W
8/2/2011,8:24:00,14.994,N,62.941,W
8/2/2011,8:26:00,14.995,N,62.948,W
8/2/2011,8:28:00,14.996,N,62.954,W
8/2/2011,8:30:00,14.997,N,62.961,W
8/2/2011,8:31:59,14.998,N,62.967,W
8/2/2011,8:33:59,14.999,N,62.973,W
8/2/2011,8:35:59,15,N,62.98,W
8/2/2011,8:38:00,15.002,N,62.986,W
8/2/2011,8:40:00,15.003,N,62.992,W
8/2/2011,8:42:00,15.004,N,62.998,W
8/2/2011,8:44:00,15.006,N,63.005,W
8/2/2011,8:45:59,15.007,N,63.011,W
8/2/2011,8:47:59,15.008,N,63.017,W
8/2/2011,8:49:59,15.01,N,63.023,W
8/2/2011,8:51:59,15.011,N,63.029,W
8/2/2011,8:54:00,15.013,N,63.035,W
8/2/2011,8:56:00,15.014,N,63.041,W
8/2/2011,8:58:00,15.016,N,63.047,W
8/2/2011,9:00:00,15.017,N,63.053,W
8/2/2011,9:01:59,15.019,N,63.059,W
8/2/2011,9:03:59,15.02,N,63.065,W
8/2/2011,9:05:59,15.022,N,63.071,W
8/2/2011,9:08:00,15.024,N,63.076,W
8/2/2011,9:10:00,15.025,N,63.082,W
8/2/2011,9:12:00,15.027,N,63.088,W
8/2/2011,9:14:00,15.029,N,63.094,W
8/2/2011,9:15:59,15.031,N,63.099,W
8/2/2011,9:17:59,15.033,N,63.105,W
8/2/2011,9:19:59,15.034,N,63.111,W
8/2/2011,9:21:59,15.036,N,63.116,W
8/2/2011,9:24:00,15.038,N,63.122,W
8/2/2011,9:26:00,15.04,N,63.127,W
8/2/2011,9:28:00,15.042,N,63.133,W
8/2/2011,9:30:00,15.044,N,63.139,W
8/2/2011,9:31:59,15.046,N,63.144,W
8/2/2011,9:33:59,15.048,N,63.149,W
8/2/2011,9:35:59,15.05,N,63.155,W
8/2/2011,9:38:00,15.052,N,63.16,W
8/2/2011,9:40:00,15.054,N,63.166,W
8/2/2011,9:42:00,15.056,N,63.171,W
8/2/2011,9:44:00,15.058,N,63.176,W
8/2/2011,9:45:59,15.061,N,63.182,W
8/2/2011,9:47:59,15.063,N,63.187,W
8/2/2011,9:49:59,15.065,N,63.192,W
8/2/2011,9:51:59,15.067,N,63.198,W
8/2/2011,9:54:00,15.069,N,63.203,W
8/2/2011,9:56:00,15.072,N,63.208,W
8/2/2011,9:58:00,15.074,N,63.213,W
8/2/2011,10:00:00,15.076,N,63.218,W
8/2/2011,10:01:59,15.079,N,63.223,W
8/2/2011,10:03:59,15.081,N,63.229,W
8/2/2011,10:05:59,15.083,N,63.234,W
8/2/2011,10:08:00,15.086,N,63.239,W
8/2/2011,10:10:00,15.088,N,63.244,W
8/2/2011,10:12:00,15.09,N,63.249,W
8/2/2011,10:14:00,15.093,N,63.254,W
8/2/2011,10:15:59,15.095,N,63.259,W
8/2/2011,10:17:59,15.098,N,63.264,W
8/2/2011,10:19:59,15.1,N,63.269,W
8/2/2011,10:21:59,15.103,N,63.274,W
8/2/2011,10:24:00,15.105,N,63.279,W
8/2/2011,10:26:00,15.108,N,63.284,W
8/2/2011,10:28:00,15.11,N,63.288,W
8/2/2011,10:30:00,15.113,N,63.293,W
8/2/2011,10:31:59,15.116,N,63.298,W
8/2/2011,10:33:59,15.118,N,63.303,W
8/2/2011,10:35:59,15.121,N,63.308,W
8/2/2011,10:38:00,15.124,N,63.313,W
8/2/2011,10:40:00,15.126,N,63.317,W
8/2/2011,10:42:00,15.129,N,63.322,W
8/2/2011,10:44:00,15.132,N,63.327,W
8/2/2011,10:45:59,15.134,N,63.332,W
8/2/2011,10:47:59,15.137,N,63.336,W
8/2/2011,10:49:59,15.14,N,63.341,W
8/2/2011,10:51:59,15.142,N,63.346,W
8/2/2011,10:54:00,15.145,N,63.351,W
8/2/2011,10:56:00,15.148,N,63.355,W
8/2/2011,10:58:00,15.151,N,63.36,W
8/2/2011,11:00:00,15.154,N,63.365,W
8/2/2011,11:01:59,15.156,N,63.369,W
8/2/2011,11:03:59,15.159,N,63.374,W
8/2/2011,11:05:59,15.162,N,63.378,W
8/2/2011,11:08:00,15.165,N,63.383,W
8/2/2011,11:10:00,15.168,N,63.388,W
8/2/2011,11:12:00,15.171,N,63.392,W
8/2/2011,11:14:00,15.173,N,63.397,W
8/2/2011,11:15:59,15.176,N,63.401,W
8/2/2011,11:17:59,15.179,N,63.406,W
8/2/2011,11:18:31,15.18,N,63.407,W
8/2/2011,11:20:32,15.183,N,63.411,W
8/2/2011,11:22:32,15.186,N,63.416,W
8/2/2011,11:24:32,15.189,N,63.42,W
8/2/2011,11:26:32,15.192,N,63.425,W
8/2/2011,11:28:31,15.195,N,63.429,W
8/2/2011,11:30:31,15.198,N,63.433,W
8/2/2011,11:32:31,15.201,N,63.438,W
8/2/2011,11:34:31,15.204,N,63.442,W
8/2/2011,11:36:32,15.207,N,63.447,W
8/2/2011,11:38:32,15.21,N,63.451,W
8/2/2011,11:40:32,15.213,N,63.456,W
8/2/2011,11:42:32,15.216,N,63.46,W
8/2/2011,11:44:31,15.219,N,63.464,W
8/2/2011,11:46:31,15.222,N,63.469,W
8/2/2011,11:48:31,15.225,N,63.473,W
8/2/2011,11:50:32,15.228,N,63.478,W
8/2/2011,11:52:32,15.231,N,63.482,W
8/2/2011,11:54:32,15.234,N,63.486,W
8/2/2011,11:56:32,15.237,N,63.491,W
8/2/2011,11:58:31,15.24,N,63.495,W
8/2/2011,12:00:31,15.243,N,63.5,W
8/2/2011,12:02:31,15.247,N,63.504,W
8/2/2011,12:04:31,15.25,N,63.508,W
8/2/2011,12:06:32,15.253,N,63.513,W
8/2/2011,12:08:32,15.256,N,63.517,W
8/2/2011,12:10:32,15.259,N,63.522,W
8/2/2011,12:12:32,15.262,N,63.526,W
8/2/2011,12:14:31,15.265,N,63.53,W
8/2/2011,12:16:31,15.268,N,63.535,W
8/2/2011,12:18:31,15.271,N,63.539,W
8/2/2011,12:20:32,15.274,N,63.544,W
8/2/2011,12:22:32,15.277,N,63.548,W
8/2/2011,12:24:32,15.28,N,63.553,W
8/2/2011,12:26:32,15.283,N,63.557,W
8/2/2011,12:28:31,15.286,N,63.561,W
8/2/2011,12:30:31,15.289,N,63.566,W
8/2/2011,12:30:39,15.289,N,63.566,W
8/2/2011,12:32:38,15.289,N,63.565,W
