Track,for,Ophelia,2011,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/28/2011,14:08:48,18.653,N,59.903,W
9/28/2011,14:10:49,18.659,N,59.904,W
9/28/2011,14:12:48,18.666,N,59.905,W
9/28/2011,14:14:49,18.672,N,59.906,W
9/28/2011,14:16:48,18.679,N,59.907,W
9/28/2011,14:18:49,18.685,N,59.908,W
9/28/2011,14:20:48,18.692,N,59.909,W
9/28/2011,14:22:49,18.698,N,59.91,W
9/28/2011,14:24:48,18.704,N,59.911,W
9/28/2011,14:26:49,18.711,N,59.912,W
9/28/2011,14:28:48,18.717,N,59.913,W
9/28/2011,14:30:48,18.723,N,59.915,W
9/28/2011,14:32:49,18.729,N,59.916,W
9/28/2011,14:34:48,18.736,N,59.917,W
9/28/2011,14:36:49,18.742,N,59.918,W
9/28/2011,14:38:48,18.748,N,59.919,W
9/28/2011,14:40:49,18.754,N,59.92,W
9/28/2011,14:42:48,18.76,N,59.921,W
9/28/2011,14:44:49,18.766,N,59.922,W
9/28/2011,14:46:48,18.772,N,59.923,W
9/28/2011,14:48:49,18.778,N,59.925,W
9/28/2011,14:50:48,18.784,N,59.926,W
9/28/2011,14:52:49,18.79,N,59.927,W
9/28/2011,14:54:48,18.796,N,59.928,W
9/28/2011,14:56:49,18.802,N,59.929,W
9/28/2011,14:58:48,18.808,N,59.93,W
9/28/2011,15:00:48,18.814,N,59.931,W
9/28/2011,15:02:49,18.819,N,59.933,W
9/28/2011,15:04:48,18.825,N,59.934,W
9/28/2011,15:06:49,18.831,N,59.935,W
9/28/2011,15:08:48,18.837,N,59.936,W
9/28/2011,15:10:49,18.842,N,59.937,W
9/28/2011,15:12:48,18.848,N,59.938,W
9/28/2011,15:14:49,18.853,N,59.94,W
9/28/2011,15:16:48,18.859,N,59.941,W
9/28/2011,15:18:49,18.864,N,59.942,W
9/28/2011,15:20:48,18.87,N,59.943,W
9/28/2011,15:22:49,18.875,N,59.944,W
9/28/2011,15:24:48,18.88,N,59.946,W
9/28/2011,15:26:49,18.885,N,59.947,W
9/28/2011,15:28:48,18.891,N,59.948,W
9/28/2011,15:30:48,18.896,N,59.949,W
9/28/2011,15:32:49,18.901,N,59.95,W
9/28/2011,15:34:48,18.906,N,59.952,W
9/28/2011,15:36:49,18.911,N,59.953,W
9/28/2011,15:38:48,18.916,N,59.954,W
9/28/2011,15:40:49,18.921,N,59.955,W
9/28/2011,15:42:48,18.926,N,59.957,W
9/28/2011,15:44:49,18.931,N,59.958,W
9/28/2011,15:46:48,18.935,N,59.959,W
9/28/2011,15:48:49,18.94,N,59.961,W
9/28/2011,15:50:48,18.945,N,59.962,W
9/28/2011,15:52:49,18.949,N,59.963,W
9/28/2011,15:54:48,18.954,N,59.964,W
9/28/2011,15:56:49,18.958,N,59.966,W
9/28/2011,15:58:48,18.963,N,59.967,W
9/28/2011,16:00:48,18.967,N,59.968,W
9/28/2011,16:02:49,18.971,N,59.97,W
9/28/2011,16:04:48,18.976,N,59.971,W
9/28/2011,16:06:49,18.98,N,59.972,W
9/28/2011,16:08:48,18.984,N,59.974,W
9/28/2011,16:10:49,18.988,N,59.975,W
9/28/2011,16:12:48,18.992,N,59.976,W
9/28/2011,16:14:49,18.996,N,59.978,W
9/28/2011,16:16:48,19,N,59.979,W
9/28/2011,16:18:49,19.004,N,59.981,W
9/28/2011,16:20:48,19.008,N,59.982,W
9/28/2011,16:22:49,19.011,N,59.983,W
9/28/2011,16:24:48,19.015,N,59.985,W
9/28/2011,16:26:49,19.019,N,59.986,W
9/28/2011,16:28:48,19.022,N,59.988,W
9/28/2011,16:30:48,19.026,N,59.989,W
9/28/2011,16:32:49,19.029,N,59.99,W
9/28/2011,16:34:48,19.032,N,59.992,W
9/28/2011,16:36:49,19.036,N,59.993,W
9/28/2011,16:38:48,19.039,N,59.995,W
9/28/2011,16:40:49,19.042,N,59.996,W
9/28/2011,16:42:48,19.045,N,59.998,W
9/28/2011,16:44:49,19.048,N,59.999,W
9/28/2011,16:46:48,19.051,N,60.001,W
9/28/2011,16:48:49,19.054,N,60.002,W
9/28/2011,16:50:48,19.056,N,60.004,W
9/28/2011,16:52:49,19.059,N,60.005,W
9/28/2011,16:54:48,19.062,N,60.007,W
9/28/2011,16:56:49,19.064,N,60.008,W
9/28/2011,16:58:48,19.067,N,60.01,W
9/28/2011,17:00:48,19.069,N,60.011,W
9/28/2011,17:02:49,19.071,N,60.013,W
9/28/2011,17:04:48,19.074,N,60.015,W
9/28/2011,17:06:49,19.076,N,60.016,W
9/28/2011,17:08:48,19.078,N,60.018,W
9/28/2011,17:10:49,19.08,N,60.019,W
9/28/2011,17:12:48,19.082,N,60.021,W
9/28/2011,17:14:49,19.084,N,60.022,W
9/28/2011,17:16:48,19.085,N,60.024,W
9/28/2011,17:18:49,19.087,N,60.026,W
9/28/2011,17:20:48,19.089,N,60.027,W
9/28/2011,17:22:49,19.09,N,60.029,W
9/28/2011,17:24:48,19.092,N,60.031,W
9/28/2011,17:26:49,19.093,N,60.032,W
9/28/2011,17:28:48,19.095,N,60.034,W
9/28/2011,17:30:48,19.096,N,60.036,W
9/28/2011,17:32:49,19.097,N,60.037,W
9/28/2011,17:34:48,19.099,N,60.039,W
9/28/2011,17:36:49,19.1,N,60.041,W
9/28/2011,17:38:48,19.101,N,60.043,W
9/28/2011,17:40:49,19.102,N,60.044,W
9/28/2011,17:42:48,19.103,N,60.046,W
9/28/2011,17:44:49,19.104,N,60.048,W
9/28/2011,17:46:48,19.105,N,60.05,W
9/28/2011,17:48:49,19.105,N,60.051,W
9/28/2011,17:50:48,19.106,N,60.053,W
9/28/2011,17:52:49,19.107,N,60.055,W
9/28/2011,17:54:48,19.108,N,60.057,W
9/28/2011,17:56:49,19.108,N,60.059,W
9/28/2011,17:58:48,19.109,N,60.06,W
9/28/2011,18:00:48,19.109,N,60.062,W
9/28/2011,18:02:49,19.11,N,60.064,W
9/28/2011,18:04:48,19.11,N,60.066,W
9/28/2011,18:06:49,19.11,N,60.068,W
9/28/2011,18:08:48,19.111,N,60.07,W
9/28/2011,18:10:49,19.111,N,60.072,W
9/28/2011,18:12:48,19.111,N,60.073,W
9/28/2011,18:14:49,19.111,N,60.075,W
9/28/2011,18:16:48,19.112,N,60.077,W
9/28/2011,18:18:49,19.112,N,60.079,W
9/28/2011,18:20:48,19.112,N,60.081,W
9/28/2011,18:22:49,19.112,N,60.083,W
9/28/2011,18:24:48,19.112,N,60.085,W
9/28/2011,18:26:49,19.112,N,60.087,W
9/28/2011,18:28:48,19.112,N,60.089,W
9/28/2011,18:30:48,19.112,N,60.091,W
9/28/2011,18:32:49,19.112,N,60.093,W
9/28/2011,18:34:48,19.111,N,60.095,W
9/28/2011,18:36:49,19.111,N,60.097,W
9/28/2011,18:38:48,19.111,N,60.099,W
9/28/2011,18:40:49,19.111,N,60.101,W
9/28/2011,18:42:48,19.11,N,60.103,W
9/28/2011,18:44:49,19.11,N,60.105,W
9/28/2011,18:46:48,19.11,N,60.107,W
9/28/2011,18:48:49,19.109,N,60.109,W
9/28/2011,18:50:48,19.109,N,60.111,W
9/28/2011,18:52:49,19.109,N,60.113,W
9/28/2011,18:54:48,19.108,N,60.116,W
9/28/2011,18:56:49,19.108,N,60.118,W
9/28/2011,18:58:48,19.107,N,60.12,W
9/28/2011,19:00:48,19.107,N,60.122,W
9/28/2011,19:02:49,19.106,N,60.124,W
9/28/2011,19:04:48,19.106,N,60.126,W
9/28/2011,19:06:49,19.105,N,60.128,W
9/28/2011,19:08:48,19.105,N,60.131,W
9/28/2011,19:10:49,19.104,N,60.133,W
9/28/2011,19:12:48,19.104,N,60.135,W
9/28/2011,19:14:49,19.103,N,60.137,W
9/28/2011,19:16:48,19.103,N,60.139,W
9/28/2011,19:18:49,19.102,N,60.142,W
9/28/2011,19:20:48,19.101,N,60.144,W
9/28/2011,19:22:49,19.101,N,60.146,W
9/28/2011,19:24:48,19.1,N,60.148,W
9/28/2011,19:26:49,19.099,N,60.151,W
9/28/2011,19:28:48,19.099,N,60.153,W
9/28/2011,19:30:48,19.098,N,60.155,W
9/28/2011,19:32:49,19.097,N,60.158,W
9/28/2011,19:34:48,19.097,N,60.16,W
9/28/2011,19:36:49,19.096,N,60.162,W
9/28/2011,19:38:48,19.095,N,60.165,W
9/28/2011,19:40:49,19.095,N,60.167,W
9/28/2011,19:42:48,19.094,N,60.169,W
9/28/2011,19:44:49,19.094,N,60.172,W
9/28/2011,19:46:48,19.093,N,60.174,W
9/28/2011,19:48:49,19.092,N,60.176,W
9/28/2011,19:50:48,19.092,N,60.179,W
9/28/2011,19:52:49,19.091,N,60.181,W
9/28/2011,19:54:48,19.09,N,60.184,W
9/28/2011,19:56:49,19.09,N,60.186,W
9/28/2011,19:58:48,19.089,N,60.189,W
9/28/2011,20:00:48,19.089,N,60.191,W
9/28/2011,20:02:49,19.088,N,60.194,W
9/28/2011,20:04:48,19.087,N,60.196,W
9/28/2011,20:06:49,19.087,N,60.199,W
9/28/2011,20:08:48,19.086,N,60.201,W
9/28/2011,20:10:49,19.086,N,60.204,W
9/28/2011,20:12:48,19.085,N,60.206,W
9/28/2011,20:14:49,19.085,N,60.209,W
9/28/2011,20:16:48,19.084,N,60.211,W
9/28/2011,20:18:49,19.084,N,60.214,W
9/28/2011,20:20:48,19.083,N,60.216,W
9/28/2011,20:22:49,19.083,N,60.219,W
9/28/2011,20:24:48,19.083,N,60.222,W
9/28/2011,20:26:49,19.082,N,60.224,W
9/28/2011,20:28:48,19.082,N,60.227,W
9/28/2011,20:30:48,19.082,N,60.23,W
9/28/2011,20:32:49,19.081,N,60.232,W
9/28/2011,20:34:48,19.081,N,60.235,W
9/28/2011,20:36:49,19.081,N,60.237,W
9/28/2011,20:38:48,19.081,N,60.24,W
9/28/2011,20:40:49,19.08,N,60.243,W
9/28/2011,20:42:48,19.08,N,60.246,W
9/28/2011,20:44:49,19.08,N,60.248,W
9/28/2011,20:46:48,19.08,N,60.251,W
9/28/2011,20:48:49,19.08,N,60.254,W
9/28/2011,20:50:48,19.08,N,60.257,W
9/28/2011,20:52:49,19.08,N,60.259,W
9/28/2011,20:54:48,19.08,N,60.262,W
9/28/2011,20:56:49,19.08,N,60.265,W
9/28/2011,20:58:48,19.08,N,60.268,W
9/28/2011,21:00:48,19.081,N,60.271,W
9/28/2011,21:02:49,19.081,N,60.273,W
9/28/2011,21:04:48,19.081,N,60.276,W
9/28/2011,21:06:49,19.081,N,60.279,W
9/28/2011,21:08:48,19.082,N,60.282,W
9/28/2011,21:10:49,19.082,N,60.285,W
9/28/2011,21:12:48,19.082,N,60.288,W
9/28/2011,21:14:49,19.083,N,60.291,W
9/28/2011,21:16:48,19.083,N,60.293,W
9/28/2011,21:18:49,19.084,N,60.296,W
9/28/2011,21:20:48,19.084,N,60.299,W
9/28/2011,21:22:49,19.085,N,60.302,W
9/28/2011,21:24:48,19.085,N,60.305,W
9/28/2011,21:26:49,19.086,N,60.308,W
9/28/2011,21:28:48,19.087,N,60.311,W
9/28/2011,21:30:48,19.087,N,60.314,W
9/28/2011,21:32:49,19.088,N,60.317,W
9/28/2011,21:34:48,19.089,N,60.32,W
9/28/2011,21:36:49,19.09,N,60.323,W
9/28/2011,21:38:48,19.09,N,60.326,W
9/28/2011,21:40:49,19.091,N,60.329,W
9/28/2011,21:42:48,19.092,N,60.332,W
9/28/2011,21:44:49,19.093,N,60.335,W
9/28/2011,21:46:48,19.094,N,60.338,W
9/28/2011,21:48:49,19.095,N,60.341,W
9/28/2011,21:50:48,19.096,N,60.344,W
9/28/2011,21:52:49,19.097,N,60.348,W
9/28/2011,21:54:48,19.098,N,60.351,W
9/28/2011,21:56:49,19.099,N,60.354,W
9/28/2011,21:58:48,19.1,N,60.357,W
9/28/2011,22:00:48,19.101,N,60.36,W
9/28/2011,22:02:49,19.102,N,60.363,W
9/28/2011,22:04:48,19.104,N,60.366,W
9/28/2011,22:06:49,19.105,N,60.369,W
9/28/2011,22:08:48,19.106,N,60.373,W
9/28/2011,22:10:49,19.107,N,60.376,W
9/28/2011,22:12:48,19.109,N,60.379,W
9/28/2011,22:14:49,19.11,N,60.382,W
9/28/2011,22:16:48,19.111,N,60.385,W
9/28/2011,22:18:49,19.113,N,60.388,W
9/28/2011,22:20:48,19.114,N,60.392,W
9/28/2011,22:22:49,19.115,N,60.395,W
9/28/2011,22:24:48,19.117,N,60.398,W
9/28/2011,22:26:49,19.118,N,60.401,W
9/28/2011,22:28:48,19.12,N,60.405,W
9/28/2011,22:30:48,19.121,N,60.408,W
9/28/2011,22:32:49,19.123,N,60.411,W
9/28/2011,22:34:48,19.124,N,60.414,W
9/28/2011,22:36:49,19.126,N,60.418,W
9/28/2011,22:38:48,19.127,N,60.421,W
9/28/2011,22:40:49,19.129,N,60.424,W
9/28/2011,22:42:48,19.131,N,60.427,W
9/28/2011,22:44:49,19.132,N,60.431,W
9/28/2011,22:46:48,19.134,N,60.434,W
9/28/2011,22:48:49,19.136,N,60.437,W
9/28/2011,22:50:48,19.137,N,60.441,W
9/28/2011,22:52:49,19.139,N,60.444,W
9/28/2011,22:54:48,19.141,N,60.447,W
9/28/2011,22:56:49,19.143,N,60.45,W
9/28/2011,22:58:48,19.144,N,60.454,W
9/28/2011,23:00:48,19.146,N,60.457,W
9/28/2011,23:02:49,19.148,N,60.46,W
9/28/2011,23:04:48,19.15,N,60.464,W
9/28/2011,23:06:49,19.152,N,60.467,W
9/28/2011,23:08:48,19.154,N,60.471,W
9/28/2011,23:10:49,19.155,N,60.474,W
9/28/2011,23:12:48,19.157,N,60.477,W
9/28/2011,23:14:49,19.159,N,60.481,W
9/28/2011,23:16:48,19.161,N,60.484,W
9/28/2011,23:18:49,19.163,N,60.487,W
9/28/2011,23:20:48,19.165,N,60.491,W
9/28/2011,23:22:49,19.167,N,60.494,W
9/28/2011,23:24:48,19.169,N,60.498,W
9/28/2011,23:26:49,19.171,N,60.501,W
9/28/2011,23:28:48,19.173,N,60.504,W
9/28/2011,23:30:48,19.175,N,60.508,W
9/28/2011,23:32:49,19.177,N,60.511,W
9/28/2011,23:34:48,19.179,N,60.515,W
9/28/2011,23:35:37,19.18,N,60.516,W
9/28/2011,23:37:38,19.182,N,60.519,W
9/28/2011,23:39:37,19.184,N,60.523,W
9/28/2011,23:41:38,19.187,N,60.526,W
9/28/2011,23:43:37,19.189,N,60.53,W
9/28/2011,23:45:38,19.191,N,60.533,W
9/28/2011,23:47:37,19.193,N,60.537,W
9/28/2011,23:49:38,19.195,N,60.54,W
9/28/2011,23:51:37,19.198,N,60.544,W
9/28/2011,23:53:38,19.2,N,60.547,W
9/28/2011,23:55:37,19.202,N,60.551,W
9/28/2011,23:57:38,19.204,N,60.554,W
9/28/2011,23:59:38,19.206,N,60.558,W
9/29/2011,0:01:37,19.209,N,60.561,W
9/29/2011,0:03:38,19.211,N,60.564,W
9/29/2011,0:05:37,19.213,N,60.568,W
9/29/2011,0:07:38,19.215,N,60.571,W
9/29/2011,0:09:37,19.217,N,60.575,W
9/29/2011,0:11:38,19.22,N,60.578,W
9/29/2011,0:13:37,19.222,N,60.582,W
9/29/2011,0:15:38,19.224,N,60.585,W
9/29/2011,0:17:37,19.226,N,60.589,W
9/29/2011,0:19:38,19.228,N,60.592,W
9/29/2011,0:21:37,19.231,N,60.596,W
9/29/2011,0:23:38,19.233,N,60.599,W
9/29/2011,0:25:37,19.235,N,60.603,W
9/29/2011,0:27:38,19.237,N,60.606,W
9/29/2011,0:29:38,19.239,N,60.61,W
9/29/2011,0:31:37,19.242,N,60.613,W
9/29/2011,0:33:38,19.244,N,60.616,W
9/29/2011,0:35:37,19.246,N,60.62,W
9/29/2011,0:37:38,19.248,N,60.623,W
9/29/2011,0:39:37,19.25,N,60.627,W
9/29/2011,0:41:38,19.253,N,60.63,W
9/29/2011,0:43:37,19.255,N,60.634,W
9/29/2011,0:45:38,19.257,N,60.637,W
9/29/2011,0:47:37,19.259,N,60.641,W
9/29/2011,0:48:23,19.26,N,60.642,W
9/29/2011,0:50:22,19.263,N,60.644,W
9/29/2011,0:52:23,19.266,N,60.646,W
9/29/2011,0:54:22,19.269,N,60.648,W
9/29/2011,0:56:23,19.272,N,60.649,W
9/29/2011,0:58:22,19.275,N,60.651,W
9/29/2011,1:00:23,19.278,N,60.652,W
9/29/2011,1:02:22,19.282,N,60.653,W
9/29/2011,1:04:23,19.285,N,60.654,W
9/29/2011,1:06:22,19.289,N,60.655,W
9/29/2011,1:08:23,19.292,N,60.656,W
9/29/2011,1:10:22,19.296,N,60.657,W
9/29/2011,1:12:23,19.299,N,60.657,W
9/29/2011,1:14:22,19.303,N,60.657,W
9/29/2011,1:16:23,19.307,N,60.658,W
9/29/2011,1:18:23,19.311,N,60.658,W
9/29/2011,1:20:22,19.315,N,60.657,W
9/29/2011,1:22:23,19.319,N,60.657,W
9/29/2011,1:22:54,19.32,N,60.657,W
9/29/2011,1:24:53,19.322,N,60.659,W
9/29/2011,1:26:54,19.323,N,60.66,W
9/29/2011,1:28:54,19.325,N,60.662,W
9/29/2011,1:30:53,19.327,N,60.663,W
9/29/2011,1:32:54,19.329,N,60.665,W
9/29/2011,1:34:53,19.33,N,60.666,W
9/29/2011,1:36:54,19.332,N,60.668,W
9/29/2011,1:38:53,19.334,N,60.669,W
9/29/2011,1:40:54,19.335,N,60.671,W
9/29/2011,1:42:53,19.337,N,60.672,W
9/29/2011,1:44:54,19.339,N,60.674,W
9/29/2011,1:46:53,19.341,N,60.675,W
9/29/2011,1:48:54,19.342,N,60.677,W
9/29/2011,1:50:53,19.344,N,60.678,W
9/29/2011,1:52:54,19.346,N,60.68,W
9/29/2011,1:54:53,19.347,N,60.681,W
9/29/2011,1:56:54,19.349,N,60.683,W
9/29/2011,1:58:54,19.351,N,60.684,W
9/29/2011,2:00:53,19.353,N,60.686,W
9/29/2011,2:02:54,19.354,N,60.687,W
9/29/2011,2:04:53,19.356,N,60.689,W
9/29/2011,2:06:54,19.358,N,60.691,W
9/29/2011,2:08:53,19.36,N,60.692,W
9/29/2011,2:10:54,19.361,N,60.694,W
9/29/2011,2:12:53,19.363,N,60.695,W
9/29/2011,2:14:54,19.365,N,60.697,W
9/29/2011,2:16:53,19.367,N,60.698,W
9/29/2011,2:18:54,19.368,N,60.7,W
9/29/2011,2:20:53,19.37,N,60.701,W
9/29/2011,2:22:54,19.372,N,60.703,W
9/29/2011,2:24:53,19.374,N,60.704,W
9/29/2011,2:26:54,19.376,N,60.706,W
9/29/2011,2:28:54,19.377,N,60.708,W
9/29/2011,2:30:53,19.379,N,60.709,W
9/29/2011,2:32:54,19.381,N,60.711,W
9/29/2011,2:34:53,19.383,N,60.712,W
9/29/2011,2:36:54,19.385,N,60.714,W
9/29/2011,2:38:53,19.386,N,60.715,W
9/29/2011,2:40:54,19.388,N,60.717,W
9/29/2011,2:42:53,19.39,N,60.719,W
9/29/2011,2:44:54,19.392,N,60.72,W
9/29/2011,2:46:53,19.394,N,60.722,W
9/29/2011,2:48:54,19.395,N,60.723,W
9/29/2011,2:50:53,19.397,N,60.725,W
9/29/2011,2:52:54,19.399,N,60.727,W
9/29/2011,2:54:53,19.401,N,60.728,W
9/29/2011,2:56:54,19.403,N,60.73,W
9/29/2011,2:58:54,19.405,N,60.732,W
9/29/2011,3:00:53,19.406,N,60.733,W
9/29/2011,3:02:54,19.408,N,60.735,W
9/29/2011,3:04:53,19.41,N,60.736,W
9/29/2011,3:06:54,19.412,N,60.738,W
9/29/2011,3:08:53,19.414,N,60.74,W
9/29/2011,3:10:54,19.416,N,60.741,W
9/29/2011,3:12:53,19.418,N,60.743,W
9/29/2011,3:14:54,19.42,N,60.745,W
9/29/2011,3:16:53,19.421,N,60.746,W
9/29/2011,3:18:54,19.423,N,60.748,W
9/29/2011,3:20:53,19.425,N,60.75,W
9/29/2011,3:22:54,19.427,N,60.751,W
9/29/2011,3:24:53,19.429,N,60.753,W
9/29/2011,3:26:54,19.431,N,60.755,W
9/29/2011,3:28:54,19.433,N,60.756,W
9/29/2011,3:30:53,19.435,N,60.758,W
9/29/2011,3:32:54,19.437,N,60.76,W
9/29/2011,3:34:53,19.439,N,60.761,W
9/29/2011,3:36:54,19.441,N,60.763,W
9/29/2011,3:38:53,19.443,N,60.765,W
9/29/2011,3:40:54,19.445,N,60.766,W
9/29/2011,3:42:53,19.446,N,60.768,W
9/29/2011,3:44:54,19.448,N,60.77,W
9/29/2011,3:46:53,19.45,N,60.772,W
9/29/2011,3:48:54,19.452,N,60.773,W
9/29/2011,3:50:53,19.454,N,60.775,W
9/29/2011,3:52:54,19.456,N,60.777,W
9/29/2011,3:54:53,19.458,N,60.778,W
9/29/2011,3:56:54,19.46,N,60.78,W
9/29/2011,3:58:54,19.462,N,60.782,W
9/29/2011,4:00:53,19.464,N,60.784,W
9/29/2011,4:02:54,19.467,N,60.785,W
9/29/2011,4:04:53,19.469,N,60.787,W
9/29/2011,4:06:54,19.471,N,60.789,W
9/29/2011,4:08:53,19.473,N,60.791,W
9/29/2011,4:10:54,19.475,N,60.793,W
9/29/2011,4:12:53,19.477,N,60.794,W
9/29/2011,4:14:54,19.479,N,60.796,W
9/29/2011,4:16:53,19.481,N,60.798,W
9/29/2011,4:18:54,19.483,N,60.8,W
9/29/2011,4:20:53,19.485,N,60.802,W
9/29/2011,4:22:54,19.487,N,60.803,W
9/29/2011,4:24:53,19.489,N,60.805,W
9/29/2011,4:26:54,19.491,N,60.807,W
9/29/2011,4:28:54,19.494,N,60.809,W
9/29/2011,4:30:53,19.496,N,60.811,W
9/29/2011,4:32:54,19.498,N,60.813,W
9/29/2011,4:34:53,19.5,N,60.814,W
9/29/2011,4:36:54,19.502,N,60.816,W
9/29/2011,4:38:53,19.504,N,60.818,W
9/29/2011,4:40:54,19.506,N,60.82,W
9/29/2011,4:42:53,19.509,N,60.822,W
9/29/2011,4:44:54,19.511,N,60.824,W
9/29/2011,4:46:53,19.513,N,60.826,W
9/29/2011,4:48:54,19.515,N,60.828,W
9/29/2011,4:50:53,19.518,N,60.83,W
9/29/2011,4:52:54,19.52,N,60.831,W
9/29/2011,4:54:53,19.522,N,60.833,W
9/29/2011,4:56:54,19.524,N,60.835,W
9/29/2011,4:58:54,19.526,N,60.837,W
9/29/2011,5:00:53,19.529,N,60.839,W
9/29/2011,5:02:54,19.531,N,60.841,W
9/29/2011,5:04:53,19.533,N,60.843,W
9/29/2011,5:06:54,19.536,N,60.845,W
9/29/2011,5:08:53,19.538,N,60.847,W
9/29/2011,5:10:54,19.54,N,60.849,W
9/29/2011,5:12:53,19.542,N,60.851,W
9/29/2011,5:14:54,19.545,N,60.853,W
9/29/2011,5:16:53,19.547,N,60.855,W
9/29/2011,5:18:54,19.55,N,60.857,W
9/29/2011,5:20:53,19.552,N,60.859,W
9/29/2011,5:22:54,19.554,N,60.861,W
9/29/2011,5:24:53,19.557,N,60.863,W
9/29/2011,5:26:54,19.559,N,60.865,W
9/29/2011,5:28:54,19.561,N,60.867,W
9/29/2011,5:30:53,19.564,N,60.869,W
9/29/2011,5:32:54,19.566,N,60.871,W
9/29/2011,5:34:53,19.569,N,60.873,W
9/29/2011,5:36:54,19.571,N,60.875,W
9/29/2011,5:38:53,19.574,N,60.877,W
9/29/2011,5:40:54,19.576,N,60.88,W
9/29/2011,5:42:53,19.578,N,60.882,W
9/29/2011,5:44:54,19.581,N,60.884,W
9/29/2011,5:46:53,19.583,N,60.886,W
9/29/2011,5:48:54,19.586,N,60.888,W
9/29/2011,5:50:53,19.588,N,60.89,W
9/29/2011,5:52:54,19.591,N,60.892,W
9/29/2011,5:54:53,19.593,N,60.894,W
9/29/2011,5:56:54,19.596,N,60.897,W
9/29/2011,5:58:54,19.599,N,60.899,W
9/29/2011,6:00:53,19.601,N,60.901,W
9/29/2011,6:02:54,19.604,N,60.903,W
9/29/2011,6:04:53,19.606,N,60.905,W
9/29/2011,6:06:54,19.609,N,60.908,W
9/29/2011,6:08:53,19.612,N,60.91,W
9/29/2011,6:10:54,19.614,N,60.912,W
9/29/2011,6:12:53,19.617,N,60.914,W
9/29/2011,6:14:54,19.619,N,60.916,W
9/29/2011,6:16:53,19.622,N,60.919,W
9/29/2011,6:18:54,19.625,N,60.921,W
9/29/2011,6:20:53,19.627,N,60.923,W
9/29/2011,6:22:54,19.63,N,60.926,W
9/29/2011,6:24:53,19.633,N,60.928,W
9/29/2011,6:26:54,19.636,N,60.93,W
9/29/2011,6:28:54,19.638,N,60.932,W
9/29/2011,6:30:53,19.641,N,60.935,W
9/29/2011,6:32:54,19.644,N,60.937,W
9/29/2011,6:34:53,19.647,N,60.939,W
9/29/2011,6:36:54,19.649,N,60.942,W
9/29/2011,6:38:53,19.652,N,60.944,W
9/29/2011,6:40:54,19.655,N,60.946,W
9/29/2011,6:42:53,19.658,N,60.949,W
9/29/2011,6:44:54,19.661,N,60.951,W
9/29/2011,6:46:53,19.663,N,60.954,W
9/29/2011,6:48:54,19.666,N,60.956,W
9/29/2011,6:50:53,19.669,N,60.958,W
9/29/2011,6:52:54,19.672,N,60.961,W
9/29/2011,6:54:53,19.675,N,60.963,W
9/29/2011,6:56:54,19.678,N,60.966,W
9/29/2011,6:58:54,19.681,N,60.968,W
9/29/2011,7:00:53,19.684,N,60.971,W
9/29/2011,7:02:54,19.686,N,60.973,W
9/29/2011,7:04:53,19.689,N,60.976,W
9/29/2011,7:06:54,19.692,N,60.978,W
9/29/2011,7:08:53,19.695,N,60.98,W
9/29/2011,7:10:54,19.698,N,60.983,W
9/29/2011,7:12:53,19.701,N,60.985,W
9/29/2011,7:14:54,19.704,N,60.988,W
9/29/2011,7:16:53,19.707,N,60.99,W
9/29/2011,7:18:54,19.71,N,60.993,W
9/29/2011,7:20:53,19.713,N,60.996,W
9/29/2011,7:22:54,19.716,N,60.998,W
9/29/2011,7:24:53,19.719,N,61.001,W
9/29/2011,7:26:54,19.722,N,61.003,W
9/29/2011,7:28:54,19.725,N,61.006,W
9/29/2011,7:30:53,19.728,N,61.008,W
9/29/2011,7:32:54,19.732,N,61.011,W
9/29/2011,7:34:53,19.735,N,61.013,W
9/29/2011,7:36:54,19.738,N,61.016,W
9/29/2011,7:38:53,19.741,N,61.019,W
9/29/2011,7:40:54,19.744,N,61.021,W
9/29/2011,7:42:53,19.747,N,61.024,W
9/29/2011,7:44:54,19.75,N,61.026,W
9/29/2011,7:46:53,19.753,N,61.029,W
9/29/2011,7:48:54,19.756,N,61.032,W
9/29/2011,7:50:53,19.76,N,61.034,W
9/29/2011,7:52:54,19.763,N,61.037,W
9/29/2011,7:54:53,19.766,N,61.04,W
9/29/2011,7:56:54,19.769,N,61.042,W
9/29/2011,7:58:54,19.772,N,61.045,W
9/29/2011,8:00:53,19.776,N,61.048,W
9/29/2011,8:02:54,19.779,N,61.05,W
9/29/2011,8:04:53,19.782,N,61.053,W
9/29/2011,8:06:54,19.785,N,61.056,W
9/29/2011,8:08:53,19.788,N,61.058,W
9/29/2011,8:10:54,19.792,N,61.061,W
9/29/2011,8:12:53,19.795,N,61.064,W
9/29/2011,8:14:54,19.798,N,61.067,W
9/29/2011,8:16:53,19.802,N,61.069,W
9/29/2011,8:18:54,19.805,N,61.072,W
9/29/2011,8:20:53,19.808,N,61.075,W
9/29/2011,8:22:54,19.811,N,61.078,W
9/29/2011,8:24:53,19.815,N,61.08,W
9/29/2011,8:26:54,19.818,N,61.083,W
9/29/2011,8:28:54,19.821,N,61.086,W
9/29/2011,8:30:53,19.825,N,61.089,W
9/29/2011,8:32:54,19.828,N,61.091,W
9/29/2011,8:34:53,19.831,N,61.094,W
9/29/2011,8:36:54,19.835,N,61.097,W
