Track,for,Nate,2011,,
9/8/2011,15:10:00,19.902,N,92.127,W
9/8/2011,15:11:59,19.902,N,92.127,W
9/8/2011,15:14:00,19.901,N,92.126,W
9/8/2011,15:15:59,19.9,N,92.125,W
9/8/2011,15:18:00,19.899,N,92.125,W
9/8/2011,15:19:59,19.898,N,92.124,W
9/8/2011,15:22:00,19.897,N,92.123,W
9/8/2011,15:23:59,19.896,N,92.123,W
9/8/2011,15:26:00,19.895,N,92.122,W
9/8/2011,15:27:59,19.894,N,92.122,W
9/8/2011,15:30:00,19.893,N,92.121,W
9/8/2011,15:32:00,19.891,N,92.121,W
9/8/2011,15:33:59,19.89,N,92.12,W
9/8/2011,15:36:00,19.889,N,92.12,W
9/8/2011,15:37:59,19.888,N,92.12,W
9/8/2011,15:40:00,19.887,N,92.119,W
9/8/2011,15:41:59,19.885,N,92.119,W
9/8/2011,15:44:00,19.884,N,92.119,W
9/8/2011,15:45:59,19.883,N,92.119,W
9/8/2011,15:48:00,19.881,N,92.119,W
9/8/2011,15:49:59,19.88,N,92.118,W
9/8/2011,15:52:00,19.878,N,92.118,W
9/8/2011,15:53:59,19.877,N,92.118,W
9/8/2011,15:56:00,19.875,N,92.118,W
9/8/2011,15:57:59,19.874,N,92.118,W
9/8/2011,16:00:00,19.872,N,92.119,W
9/8/2011,16:01:59,19.87,N,92.119,W
9/8/2011,16:04:00,19.869,N,92.119,W
9/8/2011,16:06:00,19.867,N,92.119,W
9/8/2011,16:07:59,19.865,N,92.119,W
9/8/2011,16:09:59,19.864,N,92.12,W
9/8/2011,16:12:00,19.862,N,92.12,W
9/8/2011,16:14:00,19.86,N,92.12,W
9/8/2011,16:15:59,19.858,N,92.121,W
9/8/2011,16:17:59,19.856,N,92.121,W
9/8/2011,16:20:00,19.854,N,92.122,W
9/8/2011,16:22:00,19.852,N,92.122,W
9/8/2011,16:23:59,19.85,N,92.123,W
9/8/2011,16:25:59,19.848,N,92.123,W
9/8/2011,16:28:00,19.846,N,92.124,W
9/8/2011,16:30:00,19.844,N,92.125,W
9/8/2011,16:31:59,19.842,N,92.125,W
9/8/2011,16:34:00,19.84,N,92.126,W
9/8/2011,16:36:00,19.838,N,92.127,W
9/8/2011,16:37:59,19.836,N,92.127,W
9/8/2011,16:39:59,19.834,N,92.128,W
9/8/2011,16:42:00,19.831,N,92.129,W
9/8/2011,16:44:00,19.829,N,92.13,W
9/8/2011,16:45:59,19.827,N,92.131,W
9/8/2011,16:47:59,19.825,N,92.132,W
9/8/2011,16:50:00,19.822,N,92.133,W
9/8/2011,16:52:00,19.82,N,92.134,W
9/8/2011,16:53:59,19.818,N,92.135,W
9/8/2011,16:55:59,19.815,N,92.136,W
9/8/2011,16:58:00,19.813,N,92.137,W
9/8/2011,17:00:00,19.81,N,92.138,W
9/8/2011,17:01:59,19.808,N,92.139,W
9/8/2011,17:04:00,19.805,N,92.14,W
9/8/2011,17:06:00,19.803,N,92.142,W
9/8/2011,17:07:59,19.8,N,92.143,W
9/8/2011,17:09:59,19.798,N,92.144,W
9/8/2011,17:12:00,19.795,N,92.145,W
9/8/2011,17:14:00,19.792,N,92.147,W
9/8/2011,17:15:59,19.79,N,92.148,W
9/8/2011,17:17:59,19.787,N,92.15,W
9/8/2011,17:20:00,19.784,N,92.151,W
9/8/2011,17:22:00,19.782,N,92.152,W
9/8/2011,17:23:59,19.779,N,92.154,W
9/8/2011,17:25:59,19.776,N,92.155,W
9/8/2011,17:28:00,19.773,N,92.157,W
9/8/2011,17:30:00,19.77,N,92.158,W
9/8/2011,17:31:59,19.768,N,92.16,W
9/8/2011,17:34:00,19.765,N,92.161,W
9/8/2011,17:36:00,19.762,N,92.163,W
9/8/2011,17:37:59,19.759,N,92.165,W
9/8/2011,17:39:59,19.756,N,92.166,W
9/8/2011,17:42:00,19.753,N,92.168,W
9/8/2011,17:44:00,19.75,N,92.17,W
9/8/2011,17:45:59,19.747,N,92.171,W
9/8/2011,17:47:59,19.744,N,92.173,W
9/8/2011,17:50:00,19.741,N,92.175,W
9/8/2011,17:52:00,19.738,N,92.177,W
9/8/2011,17:53:59,19.735,N,92.178,W
9/8/2011,17:55:59,19.732,N,92.18,W
9/8/2011,17:58:00,19.729,N,92.182,W
9/8/2011,18:00:00,19.726,N,92.184,W
9/8/2011,18:01:59,19.723,N,92.186,W
9/8/2011,18:04:00,19.72,N,92.188,W
9/8/2011,18:06:00,19.717,N,92.189,W
9/8/2011,18:07:59,19.714,N,92.191,W
9/8/2011,18:09:59,19.711,N,92.193,W
9/8/2011,18:12:00,19.707,N,92.195,W
9/8/2011,18:14:00,19.704,N,92.197,W
9/8/2011,18:15:59,19.701,N,92.199,W
9/8/2011,18:17:59,19.698,N,92.201,W
9/8/2011,18:20:00,19.695,N,92.203,W
9/8/2011,18:22:00,19.691,N,92.205,W
9/8/2011,18:23:59,19.688,N,92.207,W
9/8/2011,18:25:59,19.685,N,92.209,W
9/8/2011,18:28:00,19.682,N,92.211,W
9/8/2011,18:30:00,19.678,N,92.214,W
9/8/2011,18:31:59,19.675,N,92.216,W
9/8/2011,18:34:00,19.672,N,92.218,W
9/8/2011,18:36:00,19.668,N,92.22,W
9/8/2011,18:37:59,19.665,N,92.222,W
9/8/2011,18:39:59,19.662,N,92.224,W
9/8/2011,18:42:00,19.658,N,92.226,W
9/8/2011,18:44:00,19.655,N,92.229,W
9/8/2011,18:45:59,19.652,N,92.231,W
9/8/2011,18:47:59,19.648,N,92.233,W
9/8/2011,18:50:00,19.645,N,92.235,W
9/8/2011,18:52:00,19.641,N,92.237,W
9/8/2011,18:53:59,19.638,N,92.24,W
9/8/2011,18:55:59,19.635,N,92.242,W
9/8/2011,18:58:00,19.631,N,92.244,W
9/8/2011,18:58:44,19.63,N,92.245,W
9/8/2011,19:00:44,19.63,N,92.248,W
9/8/2011,19:02:43,19.63,N,92.252,W
9/8/2011,19:04:43,19.631,N,92.255,W
9/8/2011,19:06:44,19.632,N,92.258,W
9/8/2011,19:08:43,19.633,N,92.262,W
9/8/2011,19:10:43,19.635,N,92.265,W
9/8/2011,19:12:44,19.636,N,92.269,W
9/8/2011,19:14:44,19.638,N,92.272,W
9/8/2011,19:16:43,19.64,N,92.275,W
9/8/2011,19:18:43,19.642,N,92.278,W
9/8/2011,19:20:44,19.644,N,92.281,W
9/8/2011,19:22:44,19.646,N,92.284,W
9/8/2011,19:24:43,19.649,N,92.287,W
9/8/2011,19:26:43,19.651,N,92.29,W
9/8/2011,19:28:44,19.654,N,92.292,W
9/8/2011,19:30:44,19.656,N,92.294,W
9/8/2011,19:32:43,19.659,N,92.296,W
9/8/2011,19:34:43,19.662,N,92.298,W
9/8/2011,19:36:44,19.664,N,92.3,W
9/8/2011,19:38:43,19.667,N,92.301,W
9/8/2011,19:40:43,19.67,N,92.302,W
9/8/2011,19:42:44,19.672,N,92.302,W
9/8/2011,19:44:44,19.675,N,92.303,W
9/8/2011,19:46:43,19.677,N,92.303,W
9/8/2011,19:48:43,19.679,N,92.303,W
9/8/2011,19:50:44,19.682,N,92.302,W
9/8/2011,19:50:55,19.682,N,92.302,W
9/8/2011,19:52:55,19.684,N,92.301,W
9/8/2011,19:54:54,19.687,N,92.3,W
9/8/2011,19:56:54,19.689,N,92.299,W
9/8/2011,19:58:55,19.692,N,92.298,W
9/8/2011,20:00:55,19.694,N,92.297,W
9/8/2011,20:02:54,19.697,N,92.295,W
9/8/2011,20:04:54,19.699,N,92.293,W
9/8/2011,20:06:55,19.701,N,92.291,W
9/8/2011,20:08:54,19.703,N,92.289,W
9/8/2011,20:10:54,19.705,N,92.286,W
9/8/2011,20:12:55,19.708,N,92.284,W
9/8/2011,20:14:55,19.71,N,92.281,W
9/8/2011,20:16:54,19.711,N,92.278,W
9/8/2011,20:18:54,19.713,N,92.276,W
9/8/2011,20:20:55,19.715,N,92.273,W
9/8/2011,20:22:55,19.716,N,92.269,W
9/8/2011,20:24:54,19.718,N,92.266,W
9/8/2011,20:26:54,19.719,N,92.263,W
9/8/2011,20:28:39,19.72,N,92.26,W
9/8/2011,20:30:39,19.721,N,92.257,W
9/8/2011,20:32:40,19.723,N,92.254,W
9/8/2011,20:34:40,19.724,N,92.251,W
9/8/2011,20:36:39,19.725,N,92.248,W
9/8/2011,20:38:39,19.726,N,92.245,W
9/8/2011,20:40:40,19.727,N,92.242,W
9/8/2011,20:42:39,19.728,N,92.238,W
9/8/2011,20:44:39,19.728,N,92.235,W
9/8/2011,20:46:40,19.729,N,92.231,W
9/8/2011,20:48:40,19.729,N,92.227,W
9/8/2011,20:50:39,19.729,N,92.223,W
9/8/2011,20:52:39,19.73,N,92.219,W
9/8/2011,20:54:40,19.729,N,92.215,W
9/8/2011,20:56:40,19.729,N,92.21,W
9/8/2011,20:58:39,19.729,N,92.206,W
9/8/2011,21:00:39,19.728,N,92.201,W
9/8/2011,21:02:40,19.728,N,92.196,W
9/8/2011,21:04:40,19.727,N,92.191,W
9/8/2011,21:06:20,19.726,N,92.187,W
9/8/2011,21:08:20,19.726,N,92.183,W
9/8/2011,21:10:19,19.726,N,92.18,W
9/8/2011,21:12:19,19.727,N,92.176,W
9/8/2011,21:14:20,19.727,N,92.173,W
9/8/2011,21:16:20,19.727,N,92.169,W
9/8/2011,21:18:19,19.727,N,92.166,W
9/8/2011,21:20:19,19.727,N,92.163,W
9/8/2011,21:22:20,19.727,N,92.159,W
9/8/2011,21:24:20,19.727,N,92.156,W
9/8/2011,21:26:19,19.727,N,92.153,W
9/8/2011,21:28:19,19.727,N,92.15,W
9/8/2011,21:30:20,19.727,N,92.147,W
9/8/2011,21:32:20,19.727,N,92.144,W
9/8/2011,21:34:19,19.727,N,92.141,W
9/8/2011,21:36:20,19.727,N,92.138,W
9/8/2011,21:38:20,19.727,N,92.135,W
9/8/2011,21:40:19,19.727,N,92.132,W
9/8/2011,21:42:19,19.727,N,92.13,W
9/8/2011,21:44:20,19.727,N,92.127,W
9/8/2011,21:46:20,19.726,N,92.124,W
9/8/2011,21:48:19,19.726,N,92.122,W
9/8/2011,21:50:19,19.726,N,92.12,W
9/8/2011,21:52:20,19.725,N,92.117,W
9/8/2011,21:54:20,19.725,N,92.115,W
9/8/2011,21:56:19,19.725,N,92.113,W
9/8/2011,21:58:19,19.724,N,92.111,W
9/8/2011,22:00:20,19.724,N,92.109,W
9/8/2011,22:02:20,19.723,N,92.107,W
9/8/2011,22:04:19,19.723,N,92.106,W
9/8/2011,22:06:20,19.722,N,92.104,W
9/8/2011,22:08:20,19.721,N,92.102,W
9/8/2011,22:10:19,19.721,N,92.101,W
9/8/2011,22:12:19,19.72,N,92.1,W
9/8/2011,22:14:20,19.719,N,92.098,W
9/8/2011,22:16:20,19.719,N,92.097,W
9/8/2011,22:18:19,19.718,N,92.096,W
9/8/2011,22:20:19,19.717,N,92.095,W
9/8/2011,22:22:20,19.716,N,92.094,W
9/8/2011,22:24:20,19.715,N,92.094,W
9/8/2011,22:26:19,19.714,N,92.093,W
9/8/2011,22:28:19,19.713,N,92.093,W
9/8/2011,22:30:20,19.712,N,92.092,W
9/8/2011,22:32:20,19.711,N,92.092,W
9/8/2011,22:34:19,19.709,N,92.092,W
9/8/2011,22:36:20,19.708,N,92.092,W
9/8/2011,22:38:20,19.707,N,92.092,W
9/8/2011,22:40:19,19.705,N,92.093,W
9/8/2011,22:42:19,19.704,N,92.093,W
9/8/2011,22:44:20,19.702,N,92.094,W
9/8/2011,22:46:20,19.701,N,92.094,W
9/8/2011,22:48:19,19.699,N,92.095,W
9/8/2011,22:50:19,19.698,N,92.096,W
9/8/2011,22:52:20,19.696,N,92.097,W
9/8/2011,22:54:20,19.694,N,92.098,W
9/8/2011,22:56:19,19.693,N,92.1,W
9/8/2011,22:58:19,19.691,N,92.101,W
9/8/2011,23:00:20,19.689,N,92.102,W
9/8/2011,23:02:20,19.687,N,92.104,W
9/8/2011,23:04:19,19.685,N,92.106,W
9/8/2011,23:06:20,19.683,N,92.107,W
9/8/2011,23:08:20,19.681,N,92.109,W
9/8/2011,23:10:19,19.68,N,92.111,W
9/8/2011,23:12:19,19.678,N,92.113,W
9/8/2011,23:14:20,19.676,N,92.116,W
9/8/2011,23:16:20,19.674,N,92.118,W
9/8/2011,23:18:19,19.672,N,92.12,W
9/8/2011,23:20:19,19.669,N,92.122,W
9/8/2011,23:22:20,19.667,N,92.125,W
9/8/2011,23:24:20,19.665,N,92.127,W
9/8/2011,23:26:19,19.663,N,92.13,W
9/8/2011,23:28:19,19.661,N,92.133,W
9/8/2011,23:30:20,19.659,N,92.135,W
9/8/2011,23:32:20,19.657,N,92.138,W
9/8/2011,23:34:19,19.655,N,92.141,W
9/8/2011,23:36:20,19.653,N,92.144,W
9/8/2011,23:38:20,19.651,N,92.147,W
9/8/2011,23:40:19,19.649,N,92.15,W
9/8/2011,23:42:19,19.647,N,92.153,W
9/8/2011,23:44:20,19.645,N,92.156,W
9/8/2011,23:46:20,19.643,N,92.159,W
9/8/2011,23:48:19,19.641,N,92.162,W
9/8/2011,23:50:19,19.639,N,92.165,W
9/8/2011,23:52:20,19.637,N,92.168,W
9/8/2011,23:54:20,19.635,N,92.171,W
9/8/2011,23:56:19,19.634,N,92.174,W
9/8/2011,23:58:19,19.632,N,92.177,W
9/9/2011,0:00:20,19.63,N,92.181,W
9/9/2011,0:02:20,19.628,N,92.184,W
9/9/2011,0:04:19,19.627,N,92.187,W
9/9/2011,0:06:09,19.625,N,92.19,W
9/9/2011,0:08:09,19.625,N,92.191,W
9/9/2011,0:10:10,19.626,N,92.192,W
9/9/2011,0:12:10,19.626,N,92.193,W
9/9/2011,0:14:09,19.627,N,92.194,W
9/9/2011,0:16:09,19.627,N,92.195,W
9/9/2011,0:18:10,19.628,N,92.196,W
9/9/2011,0:20:09,19.628,N,92.198,W
9/9/2011,0:22:09,19.629,N,92.199,W
9/9/2011,0:24:10,19.63,N,92.2,W
9/9/2011,0:26:10,19.63,N,92.201,W
9/9/2011,0:28:09,19.631,N,92.202,W
9/9/2011,0:30:09,19.632,N,92.204,W
9/9/2011,0:32:10,19.633,N,92.205,W
9/9/2011,0:34:10,19.633,N,92.206,W
9/9/2011,0:36:09,19.634,N,92.207,W
9/9/2011,0:38:09,19.635,N,92.209,W
9/9/2011,0:40:10,19.636,N,92.21,W
9/9/2011,0:42:10,19.637,N,92.211,W
9/9/2011,0:44:09,19.638,N,92.213,W
9/9/2011,0:46:09,19.639,N,92.214,W
9/9/2011,0:48:10,19.64,N,92.216,W
9/9/2011,0:50:09,19.641,N,92.217,W
9/9/2011,0:52:09,19.642,N,92.218,W
9/9/2011,0:54:10,19.644,N,92.22,W
9/9/2011,0:56:10,19.645,N,92.221,W
9/9/2011,0:58:09,19.646,N,92.223,W
9/9/2011,1:00:09,19.647,N,92.224,W
9/9/2011,1:02:10,19.649,N,92.226,W
9/9/2011,1:04:10,19.65,N,92.227,W
9/9/2011,1:06:09,19.651,N,92.229,W
9/9/2011,1:08:09,19.652,N,92.23,W
9/9/2011,1:10:10,19.654,N,92.231,W
9/9/2011,1:12:10,19.655,N,92.233,W
9/9/2011,1:14:09,19.657,N,92.234,W
9/9/2011,1:16:09,19.658,N,92.236,W
9/9/2011,1:18:10,19.659,N,92.237,W
9/9/2011,1:20:09,19.661,N,92.239,W
9/9/2011,1:22:09,19.662,N,92.24,W
9/9/2011,1:24:10,19.664,N,92.242,W
9/9/2011,1:26:10,19.665,N,92.243,W
9/9/2011,1:28:09,19.667,N,92.245,W
9/9/2011,1:30:09,19.669,N,92.246,W
9/9/2011,1:32:10,19.67,N,92.248,W
9/9/2011,1:34:10,19.672,N,92.249,W
9/9/2011,1:36:09,19.673,N,92.25,W
9/9/2011,1:38:09,19.675,N,92.252,W
9/9/2011,1:40:10,19.677,N,92.253,W
9/9/2011,1:42:10,19.678,N,92.255,W
9/9/2011,1:44:09,19.68,N,92.256,W
9/9/2011,1:46:09,19.682,N,92.257,W
9/9/2011,1:48:10,19.683,N,92.259,W
9/9/2011,1:50:09,19.685,N,92.26,W
9/9/2011,1:52:09,19.687,N,92.262,W
9/9/2011,1:54:10,19.688,N,92.263,W
9/9/2011,1:56:10,19.69,N,92.264,W
9/9/2011,1:58:09,19.692,N,92.266,W
9/9/2011,2:00:09,19.693,N,92.267,W
9/9/2011,2:02:10,19.695,N,92.268,W
9/9/2011,2:04:10,19.697,N,92.269,W
9/9/2011,2:06:09,19.699,N,92.271,W
9/9/2011,2:08:09,19.7,N,92.272,W
9/9/2011,2:10:10,19.702,N,92.273,W
9/9/2011,2:12:10,19.704,N,92.274,W
9/9/2011,2:14:09,19.706,N,92.275,W
9/9/2011,2:16:09,19.707,N,92.276,W
9/9/2011,2:18:10,19.709,N,92.278,W
9/9/2011,2:20:09,19.711,N,92.279,W
9/9/2011,2:22:09,19.713,N,92.28,W
9/9/2011,2:24:10,19.715,N,92.281,W
9/9/2011,2:26:10,19.716,N,92.282,W
9/9/2011,2:28:09,19.718,N,92.283,W
9/9/2011,2:30:09,19.72,N,92.284,W
9/9/2011,2:32:10,19.722,N,92.285,W
9/9/2011,2:34:10,19.723,N,92.285,W
9/9/2011,2:36:09,19.725,N,92.286,W
9/9/2011,2:38:09,19.727,N,92.287,W
9/9/2011,2:40:10,19.728,N,92.288,W
9/9/2011,2:42:10,19.73,N,92.289,W
9/9/2011,2:44:09,19.732,N,92.289,W
9/9/2011,2:46:09,19.734,N,92.29,W
9/9/2011,2:48:10,19.735,N,92.291,W
9/9/2011,2:50:09,19.737,N,92.291,W
9/9/2011,2:52:09,19.739,N,92.292,W
9/9/2011,2:54:10,19.74,N,92.292,W
9/9/2011,2:56:10,19.742,N,92.293,W
9/9/2011,2:58:09,19.744,N,92.293,W
9/9/2011,3:00:09,19.745,N,92.294,W
9/9/2011,3:02:10,19.747,N,92.294,W
9/9/2011,3:04:10,19.748,N,92.295,W
9/9/2011,3:06:09,19.75,N,92.295,W
9/9/2011,3:08:09,19.754,N,92.298,W
9/9/2011,3:10:10,19.758,N,92.301,W
9/9/2011,3:12:10,19.762,N,92.304,W
9/9/2011,3:14:09,19.767,N,92.307,W
9/9/2011,3:16:09,19.771,N,92.31,W
9/9/2011,3:18:10,19.775,N,92.313,W
9/9/2011,3:20:09,19.779,N,92.316,W
9/9/2011,3:22:09,19.783,N,92.318,W
9/9/2011,3:24:10,19.787,N,92.321,W
9/9/2011,3:26:10,19.791,N,92.324,W
9/9/2011,3:28:09,19.794,N,92.326,W
9/9/2011,3:30:09,19.798,N,92.329,W
9/9/2011,3:32:10,19.802,N,92.331,W
9/9/2011,3:34:10,19.806,N,92.333,W
9/9/2011,3:36:09,19.809,N,92.335,W
9/9/2011,3:38:09,19.813,N,92.338,W
9/9/2011,3:40:10,19.817,N,92.34,W
9/9/2011,3:42:10,19.82,N,92.342,W
9/9/2011,3:44:09,19.823,N,92.344,W
9/9/2011,3:46:09,19.827,N,92.345,W
9/9/2011,3:48:10,19.83,N,92.347,W
9/9/2011,3:50:09,19.833,N,92.348,W
9/9/2011,3:52:09,19.836,N,92.35,W
9/9/2011,3:54:10,19.839,N,92.351,W
9/9/2011,3:56:10,19.842,N,92.352,W
9/9/2011,3:58:09,19.844,N,92.353,W
9/9/2011,4:00:09,19.847,N,92.354,W
9/9/2011,4:02:10,19.85,N,92.355,W
9/9/2011,4:04:10,19.852,N,92.356,W
9/9/2011,4:06:09,19.854,N,92.356,W
9/9/2011,4:08:09,19.856,N,92.356,W
9/9/2011,4:10:10,19.858,N,92.357,W
9/9/2011,4:12:10,19.86,N,92.357,W
9/9/2011,4:14:09,19.862,N,92.357,W
9/9/2011,4:16:09,19.864,N,92.356,W
9/9/2011,4:18:10,19.865,N,92.356,W
9/9/2011,4:20:09,19.867,N,92.356,W
9/9/2011,4:22:09,19.868,N,92.355,W
9/9/2011,4:24:10,19.869,N,92.354,W
9/9/2011,4:26:10,19.87,N,92.353,W
9/9/2011,4:28:09,19.871,N,92.352,W
9/9/2011,4:30:09,19.872,N,92.351,W
9/9/2011,4:32:10,19.873,N,92.35,W
9/9/2011,4:34:10,19.874,N,92.349,W
9/9/2011,4:36:09,19.875,N,92.347,W
9/9/2011,4:38:09,19.875,N,92.346,W
9/9/2011,4:40:10,19.876,N,92.344,W
9/9/2011,4:42:10,19.876,N,92.342,W
9/9/2011,4:44:09,19.876,N,92.34,W
9/9/2011,4:46:09,19.876,N,92.338,W
9/9/2011,4:48:10,19.876,N,92.336,W
9/9/2011,4:50:09,19.876,N,92.334,W
9/9/2011,4:52:09,19.876,N,92.332,W
9/9/2011,4:54:10,19.876,N,92.329,W
9/9/2011,4:56:10,19.876,N,92.327,W
9/9/2011,4:58:09,19.876,N,92.324,W
9/9/2011,5:00:09,19.875,N,92.322,W
9/9/2011,5:02:10,19.875,N,92.319,W
9/9/2011,5:04:10,19.875,N,92.316,W
9/9/2011,5:06:09,19.874,N,92.313,W
9/9/2011,5:08:09,19.873,N,92.31,W
9/9/2011,5:10:10,19.873,N,92.307,W
9/9/2011,5:12:10,19.872,N,92.304,W
9/9/2011,5:14:09,19.871,N,92.301,W
9/9/2011,5:16:09,19.87,N,92.298,W
9/9/2011,5:18:10,19.869,N,92.295,W
9/9/2011,5:20:09,19.868,N,92.291,W
9/9/2011,5:22:09,19.868,N,92.288,W
9/9/2011,5:24:10,19.866,N,92.284,W
9/9/2011,5:26:10,19.865,N,92.281,W
9/9/2011,5:28:09,19.864,N,92.277,W
9/9/2011,5:30:09,19.863,N,92.274,W
9/9/2011,5:32:10,19.862,N,92.27,W
9/9/2011,5:34:10,19.861,N,92.266,W
9/9/2011,5:36:09,19.859,N,92.263,W
9/9/2011,5:38:09,19.858,N,92.259,W
9/9/2011,5:40:10,19.857,N,92.255,W
9/9/2011,5:42:10,19.855,N,92.251,W
9/9/2011,5:42:49,19.855,N,92.25,W
9/9/2011,5:44:50,19.854,N,92.246,W
9/9/2011,5:46:50,19.852,N,92.242,W
9/9/2011,5:48:49,19.851,N,92.238,W
9/9/2011,5:50:49,19.849,N,92.234,W
9/9/2011,5:52:50,19.848,N,92.23,W
9/9/2011,5:54:50,19.846,N,92.226,W
9/9/2011,5:56:49,19.845,N,92.222,W
9/9/2011,5:58:50,19.843,N,92.218,W
9/9/2011,6:00:50,19.842,N,92.214,W
9/9/2011,6:02:49,19.84,N,92.21,W
9/9/2011,6:04:49,19.839,N,92.206,W
9/9/2011,6:06:03,19.838,N,92.204,W
9/9/2011,6:08:04,19.835,N,92.203,W
9/9/2011,6:10:04,19.833,N,92.204,W
9/9/2011,6:12:03,19.83,N,92.205,W
9/9/2011,6:14:03,19.826,N,92.207,W
9/9/2011,6:16:04,19.822,N,92.21,W
9/9/2011,6:18:04,19.818,N,92.215,W
