Track,for,Bonnie,2016,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
5/29/2016,3:51:44,31.175,N,79.592,W
5/29/2016,3:53:44,31.18,N,79.592,W
5/29/2016,3:55:44,31.184,N,79.592,W
5/29/2016,3:57:45,31.189,N,79.593,W
5/29/2016,3:59:45,31.193,N,79.593,W
5/29/2016,4:01:45,31.198,N,79.593,W
5/29/2016,4:03:45,31.203,N,79.593,W
5/29/2016,4:05:44,31.207,N,79.593,W
5/29/2016,4:07:44,31.212,N,79.593,W
5/29/2016,4:09:44,31.217,N,79.593,W
5/29/2016,4:11:45,31.222,N,79.593,W
5/29/2016,4:13:45,31.227,N,79.592,W
5/29/2016,4:15:45,31.232,N,79.592,W
5/29/2016,4:17:45,31.237,N,79.592,W
5/29/2016,4:19:44,31.242,N,79.592,W
5/29/2016,4:21:44,31.247,N,79.592,W
5/29/2016,4:23:44,31.252,N,79.591,W
5/29/2016,4:25:44,31.257,N,79.591,W
5/29/2016,4:27:45,31.263,N,79.59,W
5/29/2016,4:29:45,31.268,N,79.59,W
5/29/2016,4:31:45,31.273,N,79.589,W
5/29/2016,4:33:45,31.279,N,79.589,W
5/29/2016,4:35:44,31.284,N,79.588,W
5/29/2016,4:37:44,31.29,N,79.588,W
5/29/2016,4:39:44,31.296,N,79.587,W
5/29/2016,4:41:45,31.301,N,79.586,W
5/29/2016,4:43:45,31.307,N,79.586,W
5/29/2016,4:45:45,31.313,N,79.585,W
5/29/2016,4:47:45,31.318,N,79.584,W
5/29/2016,4:49:44,31.324,N,79.583,W
5/29/2016,4:51:44,31.33,N,79.583,W
5/29/2016,4:53:44,31.336,N,79.582,W
5/29/2016,4:55:44,31.342,N,79.581,W
5/29/2016,4:57:45,31.348,N,79.58,W
5/29/2016,4:59:45,31.354,N,79.579,W
5/29/2016,5:01:45,31.36,N,79.578,W
5/29/2016,5:03:45,31.366,N,79.577,W
5/29/2016,5:05:44,31.372,N,79.576,W
5/29/2016,5:07:44,31.379,N,79.575,W
5/29/2016,5:09:44,31.385,N,79.574,W
5/29/2016,5:11:45,31.391,N,79.573,W
5/29/2016,5:13:45,31.397,N,79.572,W
5/29/2016,5:15:45,31.404,N,79.571,W
5/29/2016,5:17:45,31.41,N,79.569,W
5/29/2016,5:19:44,31.417,N,79.568,W
5/29/2016,5:21:44,31.423,N,79.567,W
5/29/2016,5:23:44,31.43,N,79.566,W
5/29/2016,5:25:44,31.436,N,79.565,W
5/29/2016,5:27:45,31.443,N,79.563,W
5/29/2016,5:29:45,31.449,N,79.562,W
5/29/2016,5:31:45,31.456,N,79.561,W
5/29/2016,5:33:45,31.462,N,79.56,W
5/29/2016,5:35:44,31.469,N,79.558,W
5/29/2016,5:37:44,31.476,N,79.557,W
5/29/2016,5:39:44,31.483,N,79.556,W
5/29/2016,5:41:45,31.489,N,79.554,W
5/29/2016,5:43:45,31.496,N,79.553,W
5/29/2016,5:45:45,31.503,N,79.552,W
5/29/2016,5:47:45,31.51,N,79.55,W
5/29/2016,5:49:44,31.517,N,79.549,W
5/29/2016,5:51:44,31.524,N,79.548,W
5/29/2016,5:53:44,31.53,N,79.546,W
5/29/2016,5:55:44,31.537,N,79.545,W
5/29/2016,5:57:45,31.544,N,79.544,W
5/29/2016,5:59:45,31.551,N,79.542,W
5/29/2016,6:01:45,31.558,N,79.541,W
5/29/2016,6:03:45,31.565,N,79.54,W
5/29/2016,6:05:44,31.572,N,79.538,W
5/29/2016,6:07:44,31.579,N,79.537,W
5/29/2016,6:09:44,31.587,N,79.535,W
5/29/2016,6:11:45,31.594,N,79.534,W
5/29/2016,6:13:45,31.601,N,79.533,W
5/29/2016,6:15:45,31.608,N,79.531,W
5/29/2016,6:17:45,31.615,N,79.53,W
5/29/2016,6:19:44,31.622,N,79.529,W
5/29/2016,6:21:44,31.629,N,79.527,W
5/29/2016,6:23:44,31.636,N,79.526,W
5/29/2016,6:25:44,31.644,N,79.525,W
5/29/2016,6:27:45,31.651,N,79.523,W
5/29/2016,6:29:45,31.658,N,79.522,W
5/29/2016,6:31:45,31.665,N,79.521,W
5/29/2016,6:33:45,31.673,N,79.519,W
5/29/2016,6:35:44,31.68,N,79.518,W
5/29/2016,6:37:44,31.687,N,79.517,W
5/29/2016,6:39:44,31.694,N,79.516,W
5/29/2016,6:41:45,31.702,N,79.514,W
5/29/2016,6:43:45,31.709,N,79.513,W
5/29/2016,6:45:45,31.716,N,79.512,W
5/29/2016,6:47:45,31.723,N,79.511,W
5/29/2016,6:49:44,31.731,N,79.509,W
5/29/2016,6:51:44,31.738,N,79.508,W
5/29/2016,6:53:44,31.745,N,79.507,W
5/29/2016,6:55:44,31.753,N,79.506,W
5/29/2016,6:57:45,31.76,N,79.505,W
5/29/2016,6:59:45,31.767,N,79.504,W
5/29/2016,7:01:45,31.775,N,79.503,W
5/29/2016,7:03:45,31.782,N,79.502,W
5/29/2016,7:05:44,31.789,N,79.501,W
5/29/2016,7:07:44,31.796,N,79.5,W
5/29/2016,7:09:44,31.804,N,79.499,W
5/29/2016,7:11:45,31.811,N,79.498,W
5/29/2016,7:13:45,31.818,N,79.497,W
5/29/2016,7:15:45,31.826,N,79.496,W
5/29/2016,7:17:45,31.833,N,79.495,W
5/29/2016,7:19:44,31.84,N,79.494,W
5/29/2016,7:21:44,31.847,N,79.493,W
5/29/2016,7:23:44,31.855,N,79.493,W
5/29/2016,7:25:44,31.862,N,79.492,W
5/29/2016,7:27:45,31.869,N,79.491,W
5/29/2016,7:29:45,31.876,N,79.491,W
5/29/2016,7:31:45,31.884,N,79.49,W
5/29/2016,7:33:45,31.891,N,79.489,W
5/29/2016,7:35:44,31.898,N,79.489,W
5/29/2016,7:37:44,31.905,N,79.488,W
5/29/2016,7:39:44,31.912,N,79.488,W
5/29/2016,7:41:45,31.92,N,79.487,W
5/29/2016,7:43:45,31.927,N,79.487,W
5/29/2016,7:45:45,31.934,N,79.486,W
5/29/2016,7:47:45,31.941,N,79.486,W
5/29/2016,7:49:44,31.948,N,79.486,W
5/29/2016,7:51:44,31.955,N,79.485,W
5/29/2016,7:53:44,31.962,N,79.485,W
5/29/2016,7:55:44,31.969,N,79.485,W
5/29/2016,7:57:45,31.976,N,79.485,W
5/29/2016,7:59:45,31.983,N,79.485,W
5/29/2016,8:01:45,31.99,N,79.485,W
5/29/2016,8:03:45,31.997,N,79.485,W
5/29/2016,8:05:44,32.004,N,79.485,W
5/29/2016,8:07:44,32.011,N,79.485,W
5/29/2016,8:09:44,32.018,N,79.485,W
5/29/2016,8:11:45,32.025,N,79.485,W
5/29/2016,8:13:45,32.032,N,79.485,W
5/29/2016,8:15:45,32.039,N,79.486,W
5/29/2016,8:17:45,32.045,N,79.486,W
5/29/2016,8:19:44,32.052,N,79.486,W
5/29/2016,8:21:44,32.059,N,79.487,W
5/29/2016,8:23:44,32.066,N,79.487,W
5/29/2016,8:25:44,32.072,N,79.488,W
5/29/2016,8:27:45,32.079,N,79.489,W
5/29/2016,8:29:45,32.086,N,79.489,W
5/29/2016,8:31:45,32.092,N,79.49,W
5/29/2016,8:33:45,32.099,N,79.491,W
5/29/2016,8:35:44,32.105,N,79.491,W
5/29/2016,8:37:44,32.112,N,79.492,W
5/29/2016,8:39:44,32.118,N,79.493,W
5/29/2016,8:41:45,32.125,N,79.494,W
5/29/2016,8:43:45,32.131,N,79.495,W
5/29/2016,8:45:45,32.138,N,79.496,W
5/29/2016,8:47:45,32.144,N,79.497,W
5/29/2016,8:49:44,32.15,N,79.499,W
5/29/2016,8:51:44,32.157,N,79.5,W
5/29/2016,8:53:44,32.163,N,79.501,W
5/29/2016,8:55:44,32.169,N,79.502,W
5/29/2016,8:57:45,32.176,N,79.504,W
5/29/2016,8:59:45,32.182,N,79.505,W
5/29/2016,9:01:45,32.188,N,79.507,W
5/29/2016,9:03:45,32.194,N,79.508,W
5/29/2016,9:05:44,32.2,N,79.51,W
5/29/2016,9:07:44,32.207,N,79.511,W
5/29/2016,9:09:44,32.213,N,79.513,W
5/29/2016,9:11:45,32.219,N,79.515,W
5/29/2016,9:13:45,32.225,N,79.516,W
5/29/2016,9:15:45,32.231,N,79.518,W
5/29/2016,9:17:45,32.237,N,79.52,W
5/29/2016,9:19:44,32.243,N,79.522,W
5/29/2016,9:21:44,32.249,N,79.524,W
5/29/2016,9:23:44,32.255,N,79.526,W
5/29/2016,9:25:44,32.261,N,79.528,W
5/29/2016,9:27:45,32.267,N,79.53,W
5/29/2016,9:29:45,32.273,N,79.532,W
5/29/2016,9:31:45,32.279,N,79.534,W
5/29/2016,9:33:45,32.284,N,79.536,W
5/29/2016,9:35:44,32.29,N,79.538,W
5/29/2016,9:37:44,32.296,N,79.54,W
5/29/2016,9:39:44,32.302,N,79.543,W
5/29/2016,9:41:45,32.308,N,79.545,W
5/29/2016,9:43:45,32.313,N,79.547,W
5/29/2016,9:45:45,32.319,N,79.55,W
5/29/2016,9:47:45,32.325,N,79.552,W
5/29/2016,9:49:44,32.331,N,79.555,W
5/29/2016,9:51:44,32.336,N,79.557,W
5/29/2016,9:53:44,32.342,N,79.56,W
5/29/2016,9:55:44,32.348,N,79.562,W
5/29/2016,9:57:45,32.353,N,79.565,W
5/29/2016,9:59:45,32.359,N,79.567,W
5/29/2016,10:01:45,32.365,N,79.57,W
5/29/2016,10:03:45,32.37,N,79.573,W
5/29/2016,10:05:44,32.376,N,79.575,W
5/29/2016,10:07:44,32.381,N,79.578,W
5/29/2016,10:09:44,32.387,N,79.581,W
5/29/2016,10:11:45,32.392,N,79.584,W
5/29/2016,10:13:45,32.398,N,79.587,W
5/29/2016,10:15:45,32.403,N,79.589,W
5/29/2016,10:17:45,32.409,N,79.592,W
5/29/2016,10:19:44,32.414,N,79.595,W
5/29/2016,10:21:44,32.42,N,79.598,W
5/29/2016,10:23:44,32.425,N,79.601,W
5/29/2016,10:25:44,32.43,N,79.604,W
5/29/2016,10:27:45,32.436,N,79.607,W
5/29/2016,10:29:45,32.441,N,79.61,W
5/29/2016,10:31:45,32.447,N,79.613,W
5/29/2016,10:33:45,32.452,N,79.617,W
5/29/2016,10:35:44,32.457,N,79.62,W
5/29/2016,10:37:44,32.463,N,79.623,W
5/29/2016,10:39:44,32.468,N,79.626,W
5/29/2016,10:41:45,32.473,N,79.629,W
5/29/2016,10:43:45,32.479,N,79.633,W
5/29/2016,10:45:45,32.484,N,79.636,W
5/29/2016,10:47:45,32.489,N,79.639,W
5/29/2016,10:49:44,32.494,N,79.642,W
5/29/2016,10:51:44,32.5,N,79.646,W
5/29/2016,10:53:44,32.505,N,79.649,W
5/29/2016,10:55:44,32.51,N,79.652,W
5/29/2016,10:57:45,32.515,N,79.656,W
5/29/2016,10:59:45,32.52,N,79.659,W
5/29/2016,11:01:45,32.526,N,79.663,W
5/29/2016,11:01:53,32.526,N,79.663,W
5/29/2016,11:03:53,32.532,N,79.667,W
5/29/2016,11:05:53,32.537,N,79.671,W
5/29/2016,11:07:54,32.543,N,79.674,W
5/29/2016,11:09:54,32.549,N,79.678,W
5/29/2016,11:11:54,32.555,N,79.682,W
5/29/2016,11:13:53,32.56,N,79.686,W
5/29/2016,11:15:53,32.566,N,79.689,W
5/29/2016,11:17:53,32.571,N,79.693,W
5/29/2016,11:19:53,32.577,N,79.697,W
5/29/2016,11:21:54,32.582,N,79.701,W
5/29/2016,11:23:54,32.588,N,79.705,W
5/29/2016,11:25:54,32.593,N,79.708,W
5/29/2016,11:27:54,32.598,N,79.712,W
5/29/2016,11:29:53,32.604,N,79.716,W
5/29/2016,11:31:53,32.609,N,79.72,W
5/29/2016,11:33:53,32.614,N,79.723,W
5/29/2016,11:35:53,32.62,N,79.727,W
5/29/2016,11:37:54,32.625,N,79.731,W
5/29/2016,11:39:54,32.63,N,79.735,W
5/29/2016,11:41:54,32.635,N,79.738,W
5/29/2016,11:43:53,32.64,N,79.742,W
5/29/2016,11:45:53,32.645,N,79.746,W
5/29/2016,11:47:53,32.65,N,79.75,W
5/29/2016,11:49:53,32.655,N,79.753,W
5/29/2016,11:51:54,32.66,N,79.757,W
5/29/2016,11:53:54,32.665,N,79.761,W
5/29/2016,11:55:54,32.67,N,79.764,W
5/29/2016,11:57:54,32.675,N,79.768,W
5/29/2016,11:59:53,32.68,N,79.772,W
5/29/2016,12:01:53,32.684,N,79.775,W
5/29/2016,12:03:53,32.689,N,79.779,W
5/29/2016,12:05:53,32.694,N,79.783,W
5/29/2016,12:07:54,32.698,N,79.787,W
5/29/2016,12:09:54,32.703,N,79.79,W
5/29/2016,12:11:54,32.707,N,79.794,W
5/29/2016,12:13:53,32.712,N,79.797,W
5/29/2016,12:15:53,32.716,N,79.801,W
5/29/2016,12:17:53,32.721,N,79.805,W
5/29/2016,12:19:53,32.725,N,79.808,W
5/29/2016,12:21:54,32.729,N,79.812,W
5/29/2016,12:23:54,32.734,N,79.815,W
5/29/2016,12:25:54,32.738,N,79.819,W
5/29/2016,12:25:55,32.738,N,79.819,W
5/29/2016,12:27:56,32.743,N,79.823,W
5/29/2016,12:29:56,32.748,N,79.826,W
5/29/2016,12:31:56,32.752,N,79.83,W
5/29/2016,12:33:56,32.757,N,79.834,W
5/29/2016,12:35:55,32.762,N,79.837,W
5/29/2016,12:37:55,32.766,N,79.841,W
5/29/2016,12:39:55,32.771,N,79.844,W
5/29/2016,12:41:56,32.776,N,79.848,W
5/29/2016,12:43:56,32.78,N,79.852,W
5/29/2016,12:45:56,32.785,N,79.855,W
5/29/2016,12:47:56,32.789,N,79.859,W
5/29/2016,12:49:55,32.794,N,79.863,W
5/29/2016,12:51:55,32.798,N,79.866,W
5/29/2016,12:53:55,32.803,N,79.87,W
5/29/2016,12:55:55,32.807,N,79.873,W
5/29/2016,12:57:56,32.812,N,79.877,W
5/29/2016,12:59:56,32.816,N,79.88,W
5/29/2016,13:01:56,32.821,N,79.884,W
5/29/2016,13:03:56,32.825,N,79.888,W
5/29/2016,13:05:55,32.829,N,79.891,W
5/29/2016,13:07:55,32.833,N,79.895,W
5/29/2016,13:09:55,32.838,N,79.898,W
5/29/2016,13:11:56,32.842,N,79.902,W
5/29/2016,13:13:56,32.846,N,79.905,W
5/29/2016,13:15:56,32.85,N,79.909,W
5/29/2016,13:17:56,32.855,N,79.912,W
5/29/2016,13:19:55,32.859,N,79.916,W
5/29/2016,13:21:55,32.863,N,79.919,W
5/29/2016,13:23:55,32.867,N,79.923,W
5/29/2016,13:25:55,32.871,N,79.926,W
5/29/2016,13:27:56,32.875,N,79.93,W
5/29/2016,13:29:56,32.879,N,79.933,W
5/29/2016,13:31:56,32.883,N,79.937,W
5/29/2016,13:33:56,32.887,N,79.94,W
5/29/2016,13:35:55,32.89,N,79.944,W
5/29/2016,13:37:55,32.894,N,79.947,W
5/29/2016,13:39:55,32.898,N,79.951,W
5/29/2016,13:41:56,32.902,N,79.954,W
5/29/2016,13:43:56,32.905,N,79.958,W
5/29/2016,13:45:56,32.909,N,79.961,W
5/29/2016,13:47:56,32.913,N,79.964,W
5/29/2016,13:49:55,32.916,N,79.968,W
5/29/2016,13:51:55,32.92,N,79.971,W
5/29/2016,13:53:55,32.923,N,79.975,W
5/29/2016,13:55:55,32.927,N,79.978,W
5/29/2016,13:57:56,32.93,N,79.981,W
5/29/2016,13:59:56,32.934,N,79.985,W
5/29/2016,14:01:56,32.937,N,79.988,W
5/29/2016,14:03:56,32.94,N,79.991,W
5/29/2016,14:05:55,32.944,N,79.995,W
5/29/2016,14:07:55,32.947,N,79.998,W
5/29/2016,14:09:55,32.95,N,80.001,W
5/29/2016,14:11:56,32.953,N,80.005,W
5/29/2016,14:13:56,32.956,N,80.008,W
5/29/2016,14:15:56,32.96,N,80.011,W
5/29/2016,14:17:56,32.963,N,80.015,W
5/29/2016,14:19:55,32.966,N,80.018,W
5/29/2016,14:21:55,32.969,N,80.021,W
5/29/2016,14:23:55,32.971,N,80.024,W
5/29/2016,14:25:55,32.974,N,80.028,W
5/29/2016,14:27:56,32.977,N,80.031,W
5/29/2016,14:29:56,32.98,N,80.034,W
5/29/2016,14:31:56,32.983,N,80.037,W
5/29/2016,14:33:56,32.985,N,80.041,W
5/29/2016,14:35:55,32.988,N,80.044,W
5/29/2016,14:37:55,32.99,N,80.047,W
5/29/2016,14:39:55,32.993,N,80.05,W
5/29/2016,14:41:56,32.995,N,80.053,W
5/29/2016,14:43:56,32.998,N,80.056,W
5/29/2016,14:45:56,33,N,80.06,W
5/29/2016,14:47:56,33.002,N,80.063,W
5/29/2016,14:49:55,33.005,N,80.066,W
5/29/2016,14:51:55,33.007,N,80.069,W
5/29/2016,14:53:55,33.009,N,80.072,W
5/29/2016,14:55:55,33.011,N,80.075,W
5/29/2016,14:57:56,33.013,N,80.078,W
5/29/2016,14:59:56,33.015,N,80.081,W
5/29/2016,15:01:56,33.017,N,80.084,W
5/29/2016,15:03:56,33.019,N,80.087,W
5/29/2016,15:05:55,33.021,N,80.09,W
5/29/2016,15:07:55,33.023,N,80.094,W
5/29/2016,15:09:55,33.024,N,80.097,W
5/29/2016,15:11:56,33.026,N,80.1,W
5/29/2016,15:13:56,33.028,N,80.102,W
5/29/2016,15:15:56,33.029,N,80.105,W
5/29/2016,15:17:56,33.031,N,80.108,W
5/29/2016,15:19:55,33.032,N,80.111,W
5/29/2016,15:21:55,33.034,N,80.114,W
5/29/2016,15:23:55,33.035,N,80.117,W
5/29/2016,15:25:55,33.036,N,80.12,W
5/29/2016,15:27:56,33.037,N,80.123,W
5/29/2016,15:29:56,33.038,N,80.126,W
5/29/2016,15:31:56,33.04,N,80.129,W
5/29/2016,15:33:56,33.041,N,80.132,W
5/29/2016,15:35:55,33.042,N,80.135,W
5/29/2016,15:37:55,33.043,N,80.137,W
5/29/2016,15:39:55,33.043,N,80.14,W
5/29/2016,15:41:56,33.044,N,80.143,W
5/29/2016,15:43:56,33.045,N,80.146,W
5/29/2016,15:45:56,33.046,N,80.149,W
5/29/2016,15:47:56,33.046,N,80.151,W
5/29/2016,15:49:55,33.047,N,80.154,W
5/29/2016,15:51:55,33.048,N,80.157,W
5/29/2016,15:53:55,33.048,N,80.16,W
5/29/2016,15:55:55,33.049,N,80.162,W
5/29/2016,15:57:56,33.049,N,80.165,W
5/29/2016,15:59:56,33.049,N,80.168,W
5/29/2016,16:01:55,33.05,N,80.17,W
5/29/2016,16:03:55,33.05,N,80.173,W
5/29/2016,16:05:56,33.05,N,80.176,W
5/29/2016,16:07:56,33.05,N,80.178,W
5/29/2016,16:09:56,33.05,N,80.181,W
5/29/2016,16:11:56,33.05,N,80.184,W
5/29/2016,16:13:56,33.05,N,80.186,W
5/29/2016,16:15:56,33.05,N,80.189,W
5/29/2016,16:17:56,33.05,N,80.191,W
5/29/2016,16:19:55,33.05,N,80.194,W
5/29/2016,16:21:55,33.05,N,80.196,W
5/29/2016,16:23:55,33.05,N,80.199,W
5/29/2016,16:25:55,33.05,N,80.201,W
5/29/2016,16:27:55,33.049,N,80.204,W
5/29/2016,16:29:55,33.049,N,80.206,W
5/29/2016,16:31:55,33.049,N,80.209,W
5/29/2016,16:33:55,33.048,N,80.211,W
5/29/2016,16:35:56,33.048,N,80.214,W
5/29/2016,16:37:56,33.047,N,80.216,W
5/29/2016,16:39:56,33.047,N,80.218,W
5/29/2016,16:41:56,33.046,N,80.221,W
5/29/2016,16:43:56,33.046,N,80.223,W
5/29/2016,16:45:56,33.045,N,80.225,W
5/29/2016,16:47:56,33.044,N,80.228,W
5/29/2016,16:49:55,33.044,N,80.23,W
5/29/2016,16:51:55,33.043,N,80.232,W
5/29/2016,16:53:55,33.042,N,80.235,W
5/29/2016,16:55:55,33.041,N,80.237,W
5/29/2016,16:57:55,33.041,N,80.239,W
5/29/2016,16:59:55,33.04,N,80.241,W
5/29/2016,17:01:55,33.039,N,80.244,W
5/29/2016,17:03:55,33.038,N,80.246,W
5/29/2016,17:05:56,33.037,N,80.248,W
5/29/2016,17:07:56,33.036,N,80.25,W
5/29/2016,17:09:56,33.035,N,80.252,W
5/29/2016,17:11:56,33.034,N,80.254,W
5/29/2016,17:13:56,33.033,N,80.256,W
5/29/2016,17:15:56,33.031,N,80.259,W
5/29/2016,17:17:56,33.03,N,80.261,W
5/29/2016,17:19:55,33.029,N,80.263,W
5/29/2016,17:21:55,33.028,N,80.265,W
5/29/2016,17:23:55,33.027,N,80.267,W
5/29/2016,17:25:55,33.025,N,80.269,W
5/29/2016,17:27:55,33.024,N,80.271,W
5/29/2016,17:29:55,33.023,N,80.273,W
5/29/2016,17:31:55,33.021,N,80.275,W
5/29/2016,17:33:55,33.02,N,80.277,W
5/29/2016,17:35:56,33.019,N,80.278,W
5/29/2016,17:37:56,33.017,N,80.28,W
5/29/2016,17:39:56,33.016,N,80.282,W
5/29/2016,17:41:56,33.014,N,80.284,W
5/29/2016,17:43:56,33.013,N,80.286,W
5/29/2016,17:45:56,33.011,N,80.288,W
5/29/2016,17:47:56,33.01,N,80.29,W
5/29/2016,17:49:55,33.008,N,80.291,W
5/29/2016,17:51:55,33.007,N,80.293,W
5/29/2016,17:53:55,33.005,N,80.295,W
5/29/2016,17:55:55,33.003,N,80.297,W
5/29/2016,17:57:55,33.002,N,80.298,W
5/29/2016,17:59:55,33,N,80.3,W
5/29/2016,18:00:00,33,N,80.3,W
5/29/2016,18:01:59,33,N,80.302,W
5/29/2016,18:03:59,33.001,N,80.304,W
5/29/2016,18:05:59,33.001,N,80.306,W
5/29/2016,18:07:59,33.001,N,80.307,W
5/29/2016,18:09:59,33.002,N,80.309,W
5/29/2016,18:11:59,33.002,N,80.311,W
5/29/2016,18:13:59,33.002,N,80.313,W
5/29/2016,18:16:00,33.002,N,80.314,W
5/29/2016,18:18:00,33.003,N,80.316,W
5/29/2016,18:20:00,33.003,N,80.318,W
5/29/2016,18:22:00,33.003,N,80.32,W
5/29/2016,18:24:00,33.003,N,80.321,W
5/29/2016,18:26:00,33.003,N,80.323,W
5/29/2016,18:28:00,33.003,N,80.325,W
5/29/2016,18:30:00,33.003,N,80.326,W
5/29/2016,18:31:59,33.003,N,80.328,W
5/29/2016,18:33:59,33.003,N,80.329,W
5/29/2016,18:35:59,33.003,N,80.331,W
5/29/2016,18:37:59,33.003,N,80.332,W
5/29/2016,18:39:59,33.003,N,80.334,W
5/29/2016,18:41:59,33.003,N,80.335,W
5/29/2016,18:43:59,33.003,N,80.337,W
5/29/2016,18:46:00,33.003,N,80.338,W
5/29/2016,18:48:00,33.003,N,80.34,W
5/29/2016,18:50:00,33.003,N,80.341,W
5/29/2016,18:52:00,33.002,N,80.342,W
5/29/2016,18:54:00,33.002,N,80.344,W
5/29/2016,18:56:00,33.002,N,80.345,W
5/29/2016,18:58:00,33.002,N,80.347,W
5/29/2016,19:00:00,33.001,N,80.348,W
5/29/2016,19:01:59,33.001,N,80.349,W
5/29/2016,19:03:59,33.001,N,80.35,W
5/29/2016,19:05:59,33,N,80.352,W
5/29/2016,19:07:59,33,N,80.353,W
5/29/2016,19:09:59,32.999,N,80.354,W
5/29/2016,19:11:59,32.999,N,80.355,W
5/29/2016,19:13:59,32.998,N,80.356,W
5/29/2016,19:16:00,32.998,N,80.358,W
5/29/2016,19:18:00,32.997,N,80.359,W
5/29/2016,19:20:00,32.997,N,80.36,W
5/29/2016,19:22:00,32.996,N,80.361,W
5/29/2016,19:24:00,32.996,N,80.362,W
5/29/2016,19:26:00,32.995,N,80.363,W
5/29/2016,19:28:00,32.994,N,80.364,W
5/29/2016,19:30:00,32.994,N,80.365,W
5/29/2016,19:31:59,32.993,N,80.366,W
5/29/2016,19:33:59,32.992,N,80.367,W
5/29/2016,19:35:59,32.991,N,80.368,W
5/29/2016,19:37:59,32.991,N,80.369,W
5/29/2016,19:39:59,32.99,N,80.369,W
5/29/2016,19:41:59,32.989,N,80.37,W
5/29/2016,19:43:59,32.988,N,80.371,W
5/29/2016,19:46:00,32.987,N,80.372,W
5/29/2016,19:48:00,32.986,N,80.373,W
5/29/2016,19:50:00,32.985,N,80.373,W
5/29/2016,19:52:00,32.984,N,80.374,W
5/29/2016,19:54:00,32.983,N,80.375,W
5/29/2016,19:56:00,32.982,N,80.375,W
5/29/2016,19:58:00,32.981,N,80.376,W
5/29/2016,20:00:00,32.98,N,80.377,W
5/29/2016,20:01:59,32.979,N,80.377,W
5/29/2016,20:03:59,32.978,N,80.378,W
5/29/2016,20:05:59,32.976,N,80.378,W
5/29/2016,20:07:59,32.975,N,80.379,W
5/29/2016,20:09:59,32.974,N,80.379,W
5/29/2016,20:11:59,32.973,N,80.38,W
5/29/2016,20:13:59,32.971,N,80.38,W
5/29/2016,20:16:00,32.97,N,80.381,W
5/29/2016,20:18:00,32.969,N,80.381,W
5/29/2016,20:20:00,32.967,N,80.382,W
5/29/2016,20:22:00,32.966,N,80.382,W
5/29/2016,20:24:00,32.964,N,80.382,W
5/29/2016,20:26:00,32.963,N,80.383,W
5/29/2016,20:28:00,32.961,N,80.383,W
5/29/2016,20:30:00,32.96,N,80.383,W
5/29/2016,20:31:59,32.958,N,80.383,W
5/29/2016,20:33:59,32.957,N,80.383,W
5/29/2016,20:35:59,32.955,N,80.384,W
5/29/2016,20:37:59,32.953,N,80.384,W
5/29/2016,20:39:59,32.952,N,80.384,W
5/29/2016,20:41:59,32.95,N,80.384,W
5/29/2016,20:43:59,32.948,N,80.384,W
5/29/2016,20:46:00,32.946,N,80.384,W
5/29/2016,20:48:00,32.945,N,80.384,W
5/29/2016,20:50:00,32.943,N,80.384,W
5/29/2016,20:52:00,32.941,N,80.384,W
5/29/2016,20:54:00,32.939,N,80.384,W
5/29/2016,20:56:00,32.937,N,80.384,W
5/29/2016,20:58:00,32.935,N,80.384,W
5/29/2016,21:00:00,32.933,N,80.384,W
5/29/2016,21:01:59,32.931,N,80.384,W
5/29/2016,21:03:59,32.929,N,80.384,W
5/29/2016,21:05:59,32.927,N,80.384,W
5/29/2016,21:07:59,32.925,N,80.383,W
5/29/2016,21:09:59,32.923,N,80.383,W
5/29/2016,21:11:59,32.921,N,80.383,W
5/29/2016,21:13:59,32.919,N,80.383,W
5/29/2016,21:16:00,32.917,N,80.382,W
5/29/2016,21:18:00,32.915,N,80.382,W
5/29/2016,21:20:00,32.913,N,80.382,W
5/29/2016,21:22:00,32.91,N,80.381,W
5/29/2016,21:24:00,32.908,N,80.381,W
5/29/2016,21:26:00,32.906,N,80.381,W
5/29/2016,21:28:00,32.904,N,80.38,W
5/29/2016,21:30:00,32.902,N,80.38,W
5/29/2016,21:31:59,32.899,N,80.379,W
5/29/2016,21:33:59,32.897,N,80.379,W
5/29/2016,21:35:59,32.895,N,80.378,W
5/29/2016,21:37:59,32.892,N,80.378,W
5/29/2016,21:39:59,32.89,N,80.377,W
5/29/2016,21:41:59,32.888,N,80.377,W
5/29/2016,21:43:59,32.885,N,80.376,W
5/29/2016,21:46:00,32.883,N,80.376,W
5/29/2016,21:48:00,32.88,N,80.375,W
5/29/2016,21:50:00,32.878,N,80.374,W
5/29/2016,21:52:00,32.875,N,80.374,W
5/29/2016,21:54:00,32.873,N,80.373,W
5/29/2016,21:56:00,32.871,N,80.373,W
5/29/2016,21:58:00,32.868,N,80.372,W
5/29/2016,22:00:00,32.866,N,80.371,W
5/29/2016,22:01:59,32.863,N,80.37,W
5/29/2016,22:03:59,32.86,N,80.37,W
5/29/2016,22:05:59,32.858,N,80.369,W
5/29/2016,22:07:59,32.855,N,80.368,W
5/29/2016,22:09:59,32.853,N,80.367,W
5/29/2016,22:11:59,32.85,N,80.366,W
5/29/2016,22:13:59,32.848,N,80.366,W
5/29/2016,22:16:00,32.845,N,80.365,W
5/29/2016,22:18:00,32.842,N,80.364,W
