Track,for,Ernesto.set,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/4/2012,11:54:42,14.304,N,67.931,W
8/4/2012,11:56:41,14.309,N,67.943,W
8/4/2012,11:58:41,14.314,N,67.955,W
8/4/2012,12:00:41,14.319,N,67.968,W
8/4/2012,12:02:41,14.324,N,67.98,W
8/4/2012,12:04:42,14.329,N,67.992,W
8/4/2012,12:06:42,14.334,N,68.005,W
8/4/2012,12:08:42,14.34,N,68.017,W
8/4/2012,12:10:41,14.345,N,68.03,W
8/4/2012,12:12:41,14.35,N,68.042,W
8/4/2012,12:14:41,14.355,N,68.054,W
8/4/2012,12:16:41,14.36,N,68.067,W
8/4/2012,12:18:42,14.365,N,68.079,W
8/4/2012,12:20:42,14.37,N,68.092,W
8/4/2012,12:22:42,14.375,N,68.104,W
8/4/2012,12:24:42,14.38,N,68.116,W
8/4/2012,12:26:41,14.385,N,68.129,W
8/4/2012,12:28:41,14.39,N,68.141,W
8/4/2012,12:30:41,14.396,N,68.153,W
8/4/2012,12:31:15,14.397,N,68.157,W
8/4/2012,12:33:15,14.401,N,68.167,W
8/4/2012,12:35:15,14.406,N,68.177,W
8/4/2012,12:37:16,14.41,N,68.187,W
8/4/2012,12:39:16,14.414,N,68.197,W
8/4/2012,12:41:16,14.418,N,68.206,W
8/4/2012,12:43:16,14.423,N,68.215,W
8/4/2012,12:45:15,14.426,N,68.224,W
8/4/2012,12:47:15,14.43,N,68.233,W
8/4/2012,12:49:15,14.434,N,68.241,W
8/4/2012,12:51:15,14.438,N,68.249,W
8/4/2012,12:53:16,14.442,N,68.257,W
8/4/2012,12:55:16,14.445,N,68.265,W
8/4/2012,12:57:16,14.448,N,68.272,W
8/4/2012,12:59:15,14.452,N,68.278,W
8/4/2012,13:01:15,14.455,N,68.285,W
8/4/2012,13:03:15,14.458,N,68.291,W
8/4/2012,13:05:15,14.461,N,68.297,W
8/4/2012,13:07:16,14.464,N,68.302,W
8/4/2012,13:09:16,14.467,N,68.308,W
8/4/2012,13:11:16,14.47,N,68.313,W
8/4/2012,13:13:16,14.472,N,68.317,W
8/4/2012,13:15:15,14.475,N,68.322,W
8/4/2012,13:17:15,14.477,N,68.326,W
8/4/2012,13:19:15,14.479,N,68.33,W
8/4/2012,13:21:15,14.481,N,68.333,W
8/4/2012,13:23:16,14.484,N,68.337,W
8/4/2012,13:25:16,14.486,N,68.34,W
8/4/2012,13:27:16,14.487,N,68.343,W
8/4/2012,13:29:15,14.489,N,68.346,W
8/4/2012,13:31:15,14.491,N,68.349,W
8/4/2012,13:33:15,14.493,N,68.351,W
8/4/2012,13:35:15,14.494,N,68.354,W
8/4/2012,13:37:16,14.496,N,68.356,W
8/4/2012,13:39:16,14.497,N,68.358,W
8/4/2012,13:41:16,14.498,N,68.36,W
8/4/2012,13:43:16,14.499,N,68.362,W
8/4/2012,13:45:15,14.501,N,68.364,W
8/4/2012,13:47:15,14.502,N,68.366,W
8/4/2012,13:49:15,14.503,N,68.368,W
8/4/2012,13:51:15,14.503,N,68.37,W
8/4/2012,13:53:16,14.504,N,68.371,W
8/4/2012,13:55:16,14.505,N,68.373,W
8/4/2012,13:57:16,14.505,N,68.375,W
8/4/2012,13:59:15,14.506,N,68.377,W
8/4/2012,13:59:19,14.506,N,68.377,W
8/4/2012,14:01:19,14.508,N,68.382,W
8/4/2012,14:03:20,14.509,N,68.388,W
8/4/2012,14:05:20,14.51,N,68.393,W
8/4/2012,14:07:20,14.512,N,68.398,W
8/4/2012,14:09:20,14.513,N,68.403,W
8/4/2012,14:11:19,14.514,N,68.409,W
8/4/2012,14:13:19,14.515,N,68.414,W
8/4/2012,14:15:19,14.516,N,68.419,W
8/4/2012,14:17:19,14.517,N,68.425,W
8/4/2012,14:19:20,14.518,N,68.43,W
8/4/2012,14:21:20,14.519,N,68.436,W
8/4/2012,14:23:20,14.52,N,68.441,W
8/4/2012,14:25:19,14.52,N,68.447,W
8/4/2012,14:27:19,14.521,N,68.452,W
8/4/2012,14:29:19,14.522,N,68.457,W
8/4/2012,14:31:19,14.522,N,68.463,W
8/4/2012,14:33:20,14.522,N,68.469,W
8/4/2012,14:35:20,14.523,N,68.474,W
8/4/2012,14:37:20,14.523,N,68.48,W
8/4/2012,14:39:20,14.523,N,68.485,W
8/4/2012,14:41:19,14.523,N,68.491,W
8/4/2012,14:43:19,14.523,N,68.497,W
8/4/2012,14:45:19,14.522,N,68.502,W
8/4/2012,14:47:19,14.522,N,68.508,W
8/4/2012,14:49:20,14.522,N,68.514,W
8/4/2012,14:51:20,14.521,N,68.52,W
8/4/2012,14:53:20,14.521,N,68.525,W
8/4/2012,14:55:19,14.52,N,68.531,W
8/4/2012,14:57:19,14.519,N,68.537,W
8/4/2012,14:59:19,14.518,N,68.543,W
8/4/2012,15:01:19,14.517,N,68.549,W
8/4/2012,15:03:20,14.516,N,68.555,W
8/4/2012,15:05:20,14.515,N,68.561,W
8/4/2012,15:07:20,14.514,N,68.567,W
8/4/2012,15:09:20,14.512,N,68.573,W
8/4/2012,15:11:19,14.511,N,68.579,W
8/4/2012,15:13:19,14.509,N,68.585,W
8/4/2012,15:15:19,14.507,N,68.591,W
8/4/2012,15:17:19,14.505,N,68.597,W
8/4/2012,15:19:20,14.503,N,68.603,W
8/4/2012,15:21:20,14.501,N,68.609,W
8/4/2012,15:23:20,14.499,N,68.615,W
8/4/2012,15:25:19,14.496,N,68.622,W
8/4/2012,15:27:19,14.494,N,68.628,W
8/4/2012,15:29:19,14.491,N,68.634,W
8/4/2012,15:31:19,14.489,N,68.641,W
8/4/2012,15:33:20,14.486,N,68.647,W
8/4/2012,15:35:20,14.483,N,68.653,W
8/4/2012,15:37:20,14.48,N,68.66,W
8/4/2012,15:39:20,14.476,N,68.666,W
8/4/2012,15:41:19,14.473,N,68.673,W
8/4/2012,15:43:19,14.469,N,68.679,W
8/4/2012,15:45:19,14.466,N,68.686,W
8/4/2012,15:47:19,14.462,N,68.692,W
8/4/2012,15:49:20,14.458,N,68.699,W
8/4/2012,15:51:20,14.454,N,68.706,W
8/4/2012,15:53:20,14.45,N,68.713,W
8/4/2012,15:54:04,14.448,N,68.715,W
8/4/2012,15:56:03,14.447,N,68.722,W
8/4/2012,15:58:03,14.446,N,68.73,W
8/4/2012,16:00:04,14.445,N,68.737,W
8/4/2012,16:02:04,14.444,N,68.745,W
8/4/2012,16:04:04,14.443,N,68.753,W
8/4/2012,16:06:04,14.442,N,68.761,W
8/4/2012,16:08:04,14.442,N,68.768,W
8/4/2012,16:10:04,14.441,N,68.776,W
8/4/2012,16:12:03,14.44,N,68.784,W
8/4/2012,16:14:03,14.439,N,68.793,W
8/4/2012,16:16:03,14.438,N,68.801,W
8/4/2012,16:18:03,14.437,N,68.809,W
8/4/2012,16:20:03,14.436,N,68.818,W
8/4/2012,16:22:03,14.435,N,68.826,W
8/4/2012,16:24:03,14.434,N,68.835,W
8/4/2012,16:26:04,14.433,N,68.843,W
8/4/2012,16:28:04,14.433,N,68.852,W
8/4/2012,16:30:04,14.432,N,68.861,W
8/4/2012,16:32:04,14.431,N,68.87,W
8/4/2012,16:34:04,14.43,N,68.879,W
8/4/2012,16:36:04,14.429,N,68.888,W
8/4/2012,16:38:04,14.428,N,68.898,W
8/4/2012,16:40:04,14.427,N,68.907,W
8/4/2012,16:42:03,14.427,N,68.917,W
8/4/2012,16:44:03,14.426,N,68.926,W
8/4/2012,16:46:03,14.425,N,68.936,W
8/4/2012,16:48:03,14.424,N,68.946,W
8/4/2012,16:50:03,14.423,N,68.956,W
8/4/2012,16:52:03,14.423,N,68.966,W
8/4/2012,16:54:03,14.422,N,68.976,W
8/4/2012,16:56:04,14.421,N,68.987,W
8/4/2012,16:58:04,14.42,N,68.997,W
8/4/2012,17:00:04,14.419,N,69.007,W
8/4/2012,17:02:04,14.419,N,69.018,W
8/4/2012,17:04:04,14.418,N,69.029,W
8/4/2012,17:06:04,14.417,N,69.04,W
8/4/2012,17:08:04,14.416,N,69.051,W
8/4/2012,17:10:04,14.415,N,69.062,W
8/4/2012,17:12:03,14.415,N,69.073,W
8/4/2012,17:14:03,14.414,N,69.085,W
8/4/2012,17:16:03,14.413,N,69.096,W
8/4/2012,17:18:03,14.412,N,69.108,W
8/4/2012,17:20:03,14.412,N,69.12,W
8/4/2012,17:22:03,14.411,N,69.132,W
8/4/2012,17:24:03,14.41,N,69.144,W
8/4/2012,17:26:04,14.41,N,69.156,W
8/4/2012,17:28:04,14.409,N,69.168,W
8/4/2012,17:30:04,14.408,N,69.181,W
8/4/2012,17:32:04,14.408,N,69.194,W
8/4/2012,17:34:04,14.407,N,69.206,W
8/4/2012,17:36:04,14.406,N,69.219,W
8/4/2012,17:38:04,14.406,N,69.232,W
8/4/2012,17:40:04,14.405,N,69.246,W
8/4/2012,17:42:03,14.404,N,69.259,W
8/4/2012,17:44:03,14.404,N,69.273,W
8/4/2012,17:46:03,14.403,N,69.286,W
8/4/2012,17:48:03,14.402,N,69.3,W
8/4/2012,17:50:03,14.402,N,69.314,W
8/4/2012,17:52:03,14.401,N,69.328,W
8/4/2012,17:54:03,14.4,N,69.342,W
8/4/2012,17:56:04,14.4,N,69.357,W
8/4/2012,17:58:04,14.399,N,69.371,W
8/4/2012,18:00:04,14.399,N,69.386,W
8/4/2012,18:02:04,14.398,N,69.401,W
8/4/2012,18:04:04,14.397,N,69.416,W
8/4/2012,18:06:04,14.397,N,69.431,W
8/4/2012,18:08:04,14.396,N,69.447,W
8/4/2012,18:10:04,14.396,N,69.462,W
8/4/2012,18:12:03,14.395,N,69.478,W
8/4/2012,18:14:03,14.395,N,69.493,W
8/4/2012,18:16:03,14.394,N,69.509,W
8/4/2012,18:18:03,14.394,N,69.525,W
8/4/2012,18:20:03,14.393,N,69.541,W
8/4/2012,18:22:03,14.393,N,69.557,W
8/4/2012,18:24:03,14.392,N,69.574,W
8/4/2012,18:26:04,14.392,N,69.59,W
8/4/2012,18:28:04,14.392,N,69.607,W
8/4/2012,18:30:04,14.391,N,69.623,W
8/4/2012,18:32:04,14.391,N,69.64,W
8/4/2012,18:34:04,14.39,N,69.657,W
8/4/2012,18:36:04,14.39,N,69.674,W
8/4/2012,18:38:04,14.39,N,69.691,W
8/4/2012,18:40:04,14.39,N,69.708,W
8/4/2012,18:42:03,14.389,N,69.725,W
8/4/2012,18:44:03,14.389,N,69.743,W
8/4/2012,18:46:03,14.389,N,69.76,W
8/4/2012,18:48:03,14.388,N,69.777,W
8/4/2012,18:50:03,14.388,N,69.795,W
8/4/2012,18:52:03,14.388,N,69.813,W
8/4/2012,18:54:03,14.388,N,69.83,W
8/4/2012,18:56:04,14.388,N,69.848,W
8/4/2012,18:58:04,14.388,N,69.866,W
8/4/2012,19:00:04,14.388,N,69.884,W
8/4/2012,19:02:04,14.387,N,69.902,W
8/4/2012,19:04:04,14.387,N,69.92,W
8/4/2012,19:06:04,14.387,N,69.938,W
8/4/2012,19:08:04,14.387,N,69.957,W
8/4/2012,19:10:04,14.387,N,69.975,W
8/4/2012,19:12:03,14.387,N,69.993,W
8/4/2012,19:14:03,14.388,N,70.012,W
8/4/2012,19:16:03,14.388,N,70.03,W
8/4/2012,19:18:03,14.388,N,70.048,W
8/4/2012,19:20:03,14.388,N,70.067,W
8/4/2012,19:22:03,14.388,N,70.085,W
8/4/2012,19:24:03,14.388,N,70.104,W
8/4/2012,19:26:04,14.389,N,70.123,W
8/4/2012,19:28:04,14.389,N,70.141,W
8/4/2012,19:30:04,14.389,N,70.16,W
8/4/2012,19:32:04,14.39,N,70.179,W
8/4/2012,19:34:04,14.39,N,70.197,W
8/4/2012,19:36:04,14.39,N,70.216,W
8/4/2012,19:38:04,14.391,N,70.235,W
8/4/2012,19:40:04,14.391,N,70.254,W
8/4/2012,19:42:03,14.392,N,70.272,W
8/4/2012,19:44:03,14.392,N,70.291,W
8/4/2012,19:46:03,14.393,N,70.31,W
8/4/2012,19:48:03,14.393,N,70.329,W
8/4/2012,19:50:03,14.394,N,70.348,W
8/4/2012,19:52:03,14.395,N,70.366,W
8/4/2012,19:54:03,14.395,N,70.385,W
8/4/2012,19:56:04,14.396,N,70.404,W
8/4/2012,19:58:04,14.397,N,70.423,W
8/4/2012,20:00:04,14.398,N,70.442,W
8/4/2012,20:02:04,14.399,N,70.46,W
8/4/2012,20:04:04,14.4,N,70.479,W
8/4/2012,20:06:04,14.401,N,70.498,W
8/4/2012,20:08:04,14.402,N,70.517,W
8/4/2012,20:10:04,14.403,N,70.535,W
8/4/2012,20:12:03,14.404,N,70.554,W
8/4/2012,20:14:03,14.405,N,70.573,W
8/4/2012,20:16:03,14.406,N,70.591,W
8/4/2012,20:18:03,14.407,N,70.61,W
8/4/2012,20:20:03,14.408,N,70.628,W
8/4/2012,20:22:03,14.41,N,70.647,W
8/4/2012,20:24:03,14.411,N,70.665,W
8/4/2012,20:26:04,14.412,N,70.684,W
8/4/2012,20:28:04,14.414,N,70.702,W
8/4/2012,20:30:04,14.415,N,70.72,W
8/4/2012,20:32:04,14.417,N,70.738,W
8/4/2012,20:34:04,14.418,N,70.757,W
8/4/2012,20:36:04,14.42,N,70.775,W
8/4/2012,20:38:04,14.421,N,70.793,W
8/4/2012,20:40:04,14.423,N,70.811,W
8/4/2012,20:42:03,14.425,N,70.829,W
8/4/2012,20:44:03,14.427,N,70.847,W
8/4/2012,20:46:03,14.428,N,70.864,W
8/4/2012,20:48:03,14.43,N,70.882,W
8/4/2012,20:50:03,14.432,N,70.9,W
8/4/2012,20:52:03,14.434,N,70.917,W
8/4/2012,20:54:03,14.436,N,70.935,W
8/4/2012,20:56:04,14.438,N,70.952,W
8/4/2012,20:58:04,14.44,N,70.969,W
8/4/2012,21:00:04,14.443,N,70.987,W
8/4/2012,21:02:04,14.445,N,71.004,W
8/4/2012,21:04:04,14.447,N,71.021,W
8/4/2012,21:06:04,14.449,N,71.038,W
8/4/2012,21:08:04,14.452,N,71.055,W
8/4/2012,21:10:04,14.454,N,71.071,W
8/4/2012,21:12:03,14.457,N,71.088,W
8/4/2012,21:14:03,14.459,N,71.104,W
8/4/2012,21:16:03,14.462,N,71.121,W
8/4/2012,21:18:03,14.465,N,71.137,W
8/4/2012,21:20:03,14.467,N,71.153,W
8/4/2012,21:22:03,14.47,N,71.169,W
8/4/2012,21:24:03,14.473,N,71.185,W
8/4/2012,21:26:04,14.476,N,71.201,W
8/4/2012,21:28:04,14.479,N,71.217,W
8/4/2012,21:30:04,14.482,N,71.232,W
8/4/2012,21:32:04,14.485,N,71.247,W
8/4/2012,21:34:04,14.488,N,71.263,W
8/4/2012,21:36:04,14.491,N,71.278,W
8/4/2012,21:38:04,14.495,N,71.293,W
8/4/2012,21:40:04,14.498,N,71.308,W
8/4/2012,21:42:03,14.501,N,71.322,W
8/4/2012,21:44:03,14.505,N,71.337,W
8/4/2012,21:46:03,14.508,N,71.351,W
8/4/2012,21:48:03,14.512,N,71.366,W
8/4/2012,21:50:03,14.516,N,71.38,W
8/4/2012,21:52:03,14.519,N,71.393,W
8/4/2012,21:54:03,14.523,N,71.407,W
8/4/2012,21:56:04,14.527,N,71.421,W
8/4/2012,21:58:04,14.531,N,71.434,W
8/4/2012,22:00:04,14.535,N,71.448,W
8/4/2012,22:02:04,14.539,N,71.461,W
8/4/2012,22:04:04,14.543,N,71.474,W
8/4/2012,22:06:04,14.547,N,71.487,W
8/4/2012,22:08:04,14.551,N,71.5,W
8/4/2012,22:10:04,14.556,N,71.512,W
8/4/2012,22:12:03,14.56,N,71.525,W
8/4/2012,22:14:03,14.564,N,71.537,W
8/4/2012,22:16:03,14.569,N,71.549,W
8/4/2012,22:18:03,14.573,N,71.561,W
8/4/2012,22:20:03,14.578,N,71.573,W
8/4/2012,22:22:03,14.582,N,71.585,W
8/4/2012,22:24:03,14.587,N,71.597,W
8/4/2012,22:26:04,14.592,N,71.608,W
8/4/2012,22:28:04,14.596,N,71.62,W
8/4/2012,22:30:04,14.601,N,71.631,W
8/4/2012,22:32:04,14.606,N,71.642,W
8/4/2012,22:34:04,14.611,N,71.653,W
8/4/2012,22:36:04,14.616,N,71.664,W
8/4/2012,22:38:04,14.621,N,71.675,W
8/4/2012,22:40:04,14.626,N,71.685,W
8/4/2012,22:42:03,14.631,N,71.696,W
8/4/2012,22:44:03,14.636,N,71.706,W
8/4/2012,22:46:03,14.641,N,71.717,W
8/4/2012,22:48:03,14.647,N,71.727,W
8/4/2012,22:50:03,14.652,N,71.737,W
8/4/2012,22:52:03,14.657,N,71.747,W
8/4/2012,22:54:03,14.663,N,71.757,W
8/4/2012,22:56:04,14.668,N,71.767,W
8/4/2012,22:58:04,14.674,N,71.776,W
8/4/2012,23:00:04,14.679,N,71.786,W
8/4/2012,23:02:04,14.685,N,71.795,W
8/4/2012,23:04:04,14.69,N,71.804,W
8/4/2012,23:06:04,14.696,N,71.814,W
8/4/2012,23:08:04,14.702,N,71.823,W
8/4/2012,23:10:04,14.707,N,71.832,W
8/4/2012,23:12:03,14.713,N,71.841,W
8/4/2012,23:14:03,14.719,N,71.849,W
8/4/2012,23:16:03,14.725,N,71.858,W
8/4/2012,23:18:03,14.731,N,71.867,W
8/4/2012,23:20:03,14.737,N,71.875,W
8/4/2012,23:22:03,14.743,N,71.884,W
8/4/2012,23:24:03,14.749,N,71.892,W
8/4/2012,23:26:04,14.755,N,71.9,W
8/4/2012,23:28:04,14.761,N,71.909,W
8/4/2012,23:30:04,14.767,N,71.917,W
8/4/2012,23:32:04,14.773,N,71.925,W
8/4/2012,23:34:04,14.779,N,71.933,W
8/4/2012,23:36:04,14.786,N,71.94,W
8/4/2012,23:38:04,14.792,N,71.948,W
8/4/2012,23:40:04,14.798,N,71.956,W
8/4/2012,23:42:03,14.804,N,71.963,W
8/4/2012,23:44:03,14.811,N,71.971,W
8/4/2012,23:46:03,14.817,N,71.978,W
8/4/2012,23:48:03,14.824,N,71.986,W
8/4/2012,23:50:03,14.83,N,71.993,W
8/4/2012,23:52:03,14.837,N,72,W
8/4/2012,23:54:03,14.843,N,72.007,W
8/4/2012,23:56:04,14.85,N,72.014,W
8/4/2012,23:58:04,14.856,N,72.021,W
8/5/2012,0:00:04,14.863,N,72.028,W
8/5/2012,0:02:04,14.869,N,72.035,W
8/5/2012,0:04:04,14.876,N,72.042,W
8/5/2012,0:06:04,14.883,N,72.049,W
8/5/2012,0:06:26,14.884,N,72.05,W
8/5/2012,0:08:26,14.891,N,72.056,W
8/5/2012,0:10:26,14.898,N,72.061,W
8/5/2012,0:12:25,14.905,N,72.067,W
8/5/2012,0:14:25,14.912,N,72.073,W
8/5/2012,0:16:25,14.919,N,72.079,W
8/5/2012,0:18:25,14.927,N,72.084,W
8/5/2012,0:20:25,14.934,N,72.09,W
8/5/2012,0:22:25,14.941,N,72.096,W
8/5/2012,0:24:25,14.948,N,72.102,W
8/5/2012,0:26:25,14.955,N,72.107,W
8/5/2012,0:28:26,14.962,N,72.113,W
8/5/2012,0:30:26,14.969,N,72.119,W
8/5/2012,0:32:26,14.976,N,72.125,W
8/5/2012,0:34:26,14.983,N,72.13,W
8/5/2012,0:36:26,14.99,N,72.136,W
8/5/2012,0:38:26,14.997,N,72.142,W
8/5/2012,0:40:26,15.005,N,72.148,W
8/5/2012,0:42:25,15.012,N,72.153,W
8/5/2012,0:44:25,15.019,N,72.159,W
8/5/2012,0:46:25,15.026,N,72.165,W
8/5/2012,0:48:25,15.033,N,72.171,W
8/5/2012,0:50:25,15.04,N,72.176,W
8/5/2012,0:52:25,15.047,N,72.182,W
8/5/2012,0:54:25,15.054,N,72.188,W
8/5/2012,0:56:25,15.061,N,72.193,W
8/5/2012,0:58:26,15.068,N,72.199,W
8/5/2012,1:00:26,15.076,N,72.205,W
8/5/2012,1:02:26,15.083,N,72.211,W
8/5/2012,1:04:26,15.09,N,72.216,W
8/5/2012,1:06:26,15.097,N,72.222,W
8/5/2012,1:08:26,15.104,N,72.228,W
8/5/2012,1:10:26,15.111,N,72.234,W
8/5/2012,1:12:25,15.118,N,72.239,W
8/5/2012,1:14:25,15.125,N,72.245,W
8/5/2012,1:16:25,15.132,N,72.251,W
8/5/2012,1:18:25,15.139,N,72.257,W
8/5/2012,1:20:25,15.146,N,72.262,W
8/5/2012,1:22:25,15.154,N,72.268,W
8/5/2012,1:24:25,15.161,N,72.274,W
8/5/2012,1:26:25,15.168,N,72.28,W
8/5/2012,1:28:26,15.175,N,72.285,W
8/5/2012,1:30:26,15.182,N,72.291,W
8/5/2012,1:32:26,15.189,N,72.297,W
8/5/2012,1:34:26,15.196,N,72.303,W
8/5/2012,1:36:26,15.203,N,72.308,W
8/5/2012,1:38:26,15.21,N,72.314,W
8/5/2012,1:39:29,15.214,N,72.317,W
8/5/2012,1:41:29,15.21,N,72.331,W
8/5/2012,1:43:29,15.206,N,72.345,W
8/5/2012,1:45:29,15.203,N,72.359,W
8/5/2012,1:47:29,15.199,N,72.373,W
8/5/2012,1:49:29,15.195,N,72.388,W
8/5/2012,1:51:28,15.191,N,72.402,W
8/5/2012,1:53:28,15.188,N,72.416,W
8/5/2012,1:55:28,15.184,N,72.43,W
8/5/2012,1:57:28,15.18,N,72.444,W
8/5/2012,1:59:28,15.176,N,72.458,W
8/5/2012,2:01:28,15.173,N,72.472,W
8/5/2012,2:03:28,15.169,N,72.487,W
8/5/2012,2:05:29,15.165,N,72.501,W
8/5/2012,2:07:29,15.161,N,72.515,W
8/5/2012,2:09:29,15.158,N,72.529,W
8/5/2012,2:11:29,15.154,N,72.543,W
8/5/2012,2:13:29,15.15,N,72.557,W
8/5/2012,2:15:29,15.146,N,72.571,W
8/5/2012,2:17:29,15.142,N,72.585,W
8/5/2012,2:19:29,15.139,N,72.6,W
8/5/2012,2:21:28,15.135,N,72.614,W
8/5/2012,2:23:28,15.131,N,72.628,W
8/5/2012,2:25:28,15.127,N,72.642,W
8/5/2012,2:27:28,15.124,N,72.656,W
8/5/2012,2:29:28,15.12,N,72.67,W
8/5/2012,2:31:28,15.116,N,72.684,W
8/5/2012,2:33:28,15.112,N,72.698,W
8/5/2012,2:35:29,15.109,N,72.713,W
8/5/2012,2:37:29,15.105,N,72.727,W
8/5/2012,2:39:29,15.101,N,72.741,W
8/5/2012,2:41:29,15.097,N,72.755,W
8/5/2012,2:43:29,15.094,N,72.769,W
8/5/2012,2:45:29,15.09,N,72.783,W
8/5/2012,2:47:29,15.086,N,72.797,W
8/5/2012,2:49:29,15.082,N,72.812,W
8/5/2012,2:51:28,15.079,N,72.826,W
8/5/2012,2:53:28,15.075,N,72.84,W
8/5/2012,2:55:28,15.071,N,72.854,W
8/5/2012,2:57:28,15.067,N,72.868,W
8/5/2012,2:59:28,15.063,N,72.882,W
8/5/2012,3:01:28,15.06,N,72.896,W
8/5/2012,3:03:28,15.056,N,72.91,W
8/5/2012,3:05:29,15.052,N,72.925,W
8/5/2012,3:07:29,15.048,N,72.939,W
8/5/2012,3:09:29,15.045,N,72.953,W
8/5/2012,3:11:29,15.041,N,72.967,W
8/5/2012,3:13:29,15.037,N,72.981,W
8/5/2012,3:15:29,15.033,N,72.995,W
8/5/2012,3:17:29,15.03,N,73.009,W
8/5/2012,3:19:29,15.026,N,73.023,W
8/5/2012,3:21:28,15.022,N,73.038,W
8/5/2012,3:23:06,15.019,N,73.049,W
8/5/2012,3:25:06,15.015,N,73.063,W
8/5/2012,3:27:06,15.012,N,73.077,W
8/5/2012,3:29:06,15.008,N,73.091,W
8/5/2012,3:31:06,15.005,N,73.105,W
8/5/2012,3:33:05,15.002,N,73.119,W
8/5/2012,3:35:05,14.998,N,73.133,W
8/5/2012,3:37:05,14.995,N,73.147,W
8/5/2012,3:39:05,14.991,N,73.161,W
8/5/2012,3:41:05,14.988,N,73.174,W
8/5/2012,3:43:05,14.984,N,73.188,W
8/5/2012,3:45:05,14.981,N,73.202,W
8/5/2012,3:47:06,14.978,N,73.216,W
8/5/2012,3:49:06,14.974,N,73.23,W
8/5/2012,3:51:06,14.971,N,73.244,W
8/5/2012,3:53:06,14.968,N,73.258,W
8/5/2012,3:55:06,14.964,N,73.271,W
8/5/2012,3:57:06,14.961,N,73.285,W
8/5/2012,3:59:06,14.958,N,73.299,W
8/5/2012,4:01:06,14.955,N,73.313,W
8/5/2012,4:03:05,14.951,N,73.327,W
8/5/2012,4:05:05,14.948,N,73.34,W
8/5/2012,4:07:05,14.945,N,73.354,W
8/5/2012,4:09:05,14.942,N,73.368,W
8/5/2012,4:11:05,14.939,N,73.382,W
8/5/2012,4:13:05,14.936,N,73.395,W
8/5/2012,4:15:05,14.932,N,73.409,W
8/5/2012,4:17:06,14.929,N,73.423,W
8/5/2012,4:19:06,14.926,N,73.436,W
8/5/2012,4:21:06,14.923,N,73.45,W
8/5/2012,4:23:06,14.92,N,73.464,W
8/5/2012,4:25:06,14.917,N,73.477,W
8/5/2012,4:27:06,14.914,N,73.491,W
8/5/2012,4:29:06,14.911,N,73.505,W
8/5/2012,4:31:06,14.908,N,73.518,W
8/5/2012,4:33:05,14.905,N,73.532,W
8/5/2012,4:35:05,14.903,N,73.545,W
8/5/2012,4:37:05,14.9,N,73.559,W
8/5/2012,4:39:05,14.897,N,73.572,W
8/5/2012,4:41:05,14.894,N,73.586,W
8/5/2012,4:43:05,14.891,N,73.599,W
8/5/2012,4:45:05,14.888,N,73.613,W
8/5/2012,4:47:06,14.886,N,73.626,W
8/5/2012,4:49:06,14.883,N,73.64,W
8/5/2012,4:51:06,14.88,N,73.653,W
8/5/2012,4:53:06,14.878,N,73.667,W
8/5/2012,4:55:06,14.875,N,73.68,W
8/5/2012,4:57:06,14.872,N,73.693,W
8/5/2012,4:59:06,14.87,N,73.707,W
8/5/2012,5:01:06,14.867,N,73.72,W
8/5/2012,5:03:05,14.865,N,73.733,W
8/5/2012,5:05:05,14.862,N,73.747,W
8/5/2012,5:07:05,14.86,N,73.76,W
8/5/2012,5:09:05,14.857,N,73.773,W
8/5/2012,5:11:05,14.855,N,73.787,W
8/5/2012,5:13:05,14.852,N,73.8,W
8/5/2012,5:15:05,14.85,N,73.813,W
8/5/2012,5:17:06,14.848,N,73.826,W
8/5/2012,5:19:06,14.845,N,73.84,W
8/5/2012,5:21:06,14.843,N,73.853,W
8/5/2012,5:23:06,14.841,N,73.866,W
8/5/2012,5:25:06,14.838,N,73.879,W
8/5/2012,5:27:06,14.836,N,73.892,W
8/5/2012,5:29:06,14.834,N,73.905,W
8/5/2012,5:31:06,14.832,N,73.918,W
8/5/2012,5:33:05,14.83,N,73.931,W
8/5/2012,5:35:05,14.828,N,73.944,W
8/5/2012,5:37:05,14.826,N,73.957,W
8/5/2012,5:39:05,14.823,N,73.97,W
8/5/2012,5:41:05,14.821,N,73.983,W
8/5/2012,5:43:05,14.82,N,73.996,W
8/5/2012,5:45:05,14.818,N,74.009,W
8/5/2012,5:47:06,14.816,N,74.022,W
8/5/2012,5:49:06,14.814,N,74.035,W
8/5/2012,5:51:06,14.812,N,74.048,W
8/5/2012,5:53:06,14.81,N,74.061,W
8/5/2012,5:55:06,14.808,N,74.074,W
8/5/2012,5:57:06,14.807,N,74.087,W
8/5/2012,5:59:06,14.805,N,74.099,W
8/5/2012,6:01:06,14.803,N,74.112,W
8/5/2012,6:03:05,14.802,N,74.125,W
8/5/2012,6:05:05,14.8,N,74.138,W
8/5/2012,6:07:05,14.798,N,74.15,W
8/5/2012,6:09:05,14.797,N,74.163,W
8/5/2012,6:11:05,14.795,N,74.176,W
8/5/2012,6:13:05,14.794,N,74.188,W
8/5/2012,6:15:05,14.792,N,74.201,W
8/5/2012,6:17:06,14.791,N,74.214,W
8/5/2012,6:19:06,14.79,N,74.226,W
