Track,for,Ernesto.set,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/2/2012,18:04:11,12.829,N,55.47,W
8/2/2012,18:06:11,12.83,N,55.481,W
8/2/2012,18:08:10,12.831,N,55.491,W
8/2/2012,18:10:10,12.832,N,55.502,W
8/2/2012,18:12:11,12.833,N,55.513,W
8/2/2012,18:14:11,12.834,N,55.523,W
8/2/2012,18:16:10,12.835,N,55.534,W
8/2/2012,18:18:10,12.837,N,55.544,W
8/2/2012,18:20:11,12.838,N,55.555,W
8/2/2012,18:22:11,12.839,N,55.565,W
8/2/2012,18:24:10,12.84,N,55.575,W
8/2/2012,18:26:10,12.842,N,55.586,W
8/2/2012,18:28:11,12.843,N,55.596,W
8/2/2012,18:30:11,12.844,N,55.607,W
8/2/2012,18:32:10,12.846,N,55.617,W
8/2/2012,18:34:11,12.847,N,55.627,W
8/2/2012,18:36:11,12.849,N,55.638,W
8/2/2012,18:38:10,12.85,N,55.648,W
8/2/2012,18:40:10,12.852,N,55.658,W
8/2/2012,18:42:11,12.854,N,55.668,W
8/2/2012,18:44:11,12.856,N,55.678,W
8/2/2012,18:46:10,12.858,N,55.689,W
8/2/2012,18:48:10,12.86,N,55.699,W
8/2/2012,18:50:11,12.862,N,55.709,W
8/2/2012,18:52:11,12.864,N,55.718,W
8/2/2012,18:54:10,12.866,N,55.728,W
8/2/2012,18:56:10,12.869,N,55.738,W
8/2/2012,18:58:11,12.871,N,55.748,W
8/2/2012,19:00:11,12.874,N,55.757,W
8/2/2012,19:02:10,12.877,N,55.767,W
8/2/2012,19:04:11,12.88,N,55.776,W
8/2/2012,19:06:11,12.883,N,55.786,W
8/2/2012,19:08:10,12.886,N,55.795,W
8/2/2012,19:10:10,12.89,N,55.805,W
8/2/2012,19:12:11,12.893,N,55.814,W
8/2/2012,19:14:11,12.897,N,55.823,W
8/2/2012,19:16:10,12.901,N,55.832,W
8/2/2012,19:18:10,12.905,N,55.841,W
8/2/2012,19:20:11,12.909,N,55.849,W
8/2/2012,19:22:11,12.913,N,55.858,W
8/2/2012,19:24:10,12.918,N,55.867,W
8/2/2012,19:26:10,12.923,N,55.875,W
8/2/2012,19:28:11,12.928,N,55.883,W
8/2/2012,19:30:11,12.933,N,55.892,W
8/2/2012,19:32:10,12.938,N,55.9,W
8/2/2012,19:34:11,12.944,N,55.908,W
8/2/2012,19:36:11,12.95,N,55.916,W
8/2/2012,19:38:10,12.956,N,55.924,W
8/2/2012,19:40:10,12.962,N,55.931,W
8/2/2012,19:42:11,12.968,N,55.939,W
8/2/2012,19:44:11,12.975,N,55.946,W
8/2/2012,19:46:10,12.982,N,55.953,W
8/2/2012,19:48:10,12.989,N,55.96,W
8/2/2012,19:50:11,12.997,N,55.967,W
8/2/2012,19:52:11,13.004,N,55.974,W
8/2/2012,19:54:10,13.012,N,55.981,W
8/2/2012,19:56:10,13.021,N,55.987,W
8/2/2012,19:58:11,13.029,N,55.994,W
8/2/2012,20:00:11,13.038,N,56,W
8/2/2012,20:02:10,13.047,N,56.006,W
8/2/2012,20:04:11,13.056,N,56.012,W
8/2/2012,20:06:11,13.066,N,56.017,W
8/2/2012,20:08:10,13.076,N,56.023,W
8/2/2012,20:10:10,13.086,N,56.028,W
8/2/2012,20:12:11,13.097,N,56.034,W
8/2/2012,20:14:11,13.108,N,56.039,W
8/2/2012,20:16:10,13.119,N,56.043,W
8/2/2012,20:18:10,13.13,N,56.048,W
8/2/2012,20:20:11,13.142,N,56.052,W
8/2/2012,20:22:11,13.154,N,56.057,W
8/2/2012,20:24:10,13.167,N,56.061,W
8/2/2012,20:26:10,13.18,N,56.065,W
8/2/2012,20:28:11,13.193,N,56.068,W
8/2/2012,20:30:11,13.206,N,56.072,W
8/2/2012,20:32:10,13.22,N,56.075,W
8/2/2012,20:34:11,13.235,N,56.078,W
8/2/2012,20:36:11,13.249,N,56.081,W
8/2/2012,20:38:10,13.264,N,56.084,W
8/2/2012,20:40:10,13.28,N,56.086,W
8/2/2012,20:42:11,13.296,N,56.088,W
8/2/2012,20:44:11,13.312,N,56.09,W
8/2/2012,20:46:01,13.327,N,56.092,W
8/2/2012,20:48:00,13.335,N,56.099,W
8/2/2012,20:50:00,13.343,N,56.106,W
8/2/2012,20:52:01,13.351,N,56.113,W
8/2/2012,20:54:01,13.359,N,56.121,W
8/2/2012,20:56:00,13.367,N,56.128,W
8/2/2012,20:58:00,13.374,N,56.135,W
8/2/2012,21:00:01,13.382,N,56.143,W
8/2/2012,21:02:01,13.39,N,56.15,W
8/2/2012,21:04:00,13.397,N,56.158,W
8/2/2012,21:06:00,13.405,N,56.165,W
8/2/2012,21:08:01,13.413,N,56.173,W
8/2/2012,21:10:01,13.42,N,56.181,W
8/2/2012,21:12:00,13.428,N,56.188,W
8/2/2012,21:14:01,13.435,N,56.196,W
8/2/2012,21:16:01,13.442,N,56.204,W
8/2/2012,21:18:00,13.45,N,56.212,W
8/2/2012,21:20:00,13.457,N,56.22,W
8/2/2012,21:22:01,13.464,N,56.228,W
8/2/2012,21:24:01,13.471,N,56.236,W
8/2/2012,21:26:00,13.479,N,56.244,W
8/2/2012,21:28:00,13.486,N,56.253,W
8/2/2012,21:30:01,13.493,N,56.261,W
8/2/2012,21:32:01,13.5,N,56.269,W
8/2/2012,21:34:00,13.507,N,56.278,W
8/2/2012,21:36:00,13.513,N,56.286,W
8/2/2012,21:38:01,13.52,N,56.295,W
8/2/2012,21:40:01,13.527,N,56.303,W
8/2/2012,21:42:00,13.534,N,56.312,W
8/2/2012,21:44:01,13.54,N,56.321,W
8/2/2012,21:46:01,13.547,N,56.33,W
8/2/2012,21:48:00,13.553,N,56.339,W
8/2/2012,21:50:00,13.56,N,56.348,W
8/2/2012,21:52:01,13.566,N,56.357,W
8/2/2012,21:54:01,13.572,N,56.366,W
8/2/2012,21:56:00,13.579,N,56.375,W
8/2/2012,21:58:00,13.585,N,56.385,W
8/2/2012,22:00:01,13.591,N,56.394,W
8/2/2012,22:02:01,13.597,N,56.404,W
8/2/2012,22:04:00,13.603,N,56.413,W
8/2/2012,22:06:00,13.609,N,56.423,W
8/2/2012,22:08:01,13.615,N,56.433,W
8/2/2012,22:10:01,13.621,N,56.442,W
8/2/2012,22:12:00,13.626,N,56.452,W
8/2/2012,22:14:01,13.632,N,56.462,W
8/2/2012,22:16:01,13.638,N,56.472,W
8/2/2012,22:18:00,13.643,N,56.483,W
8/2/2012,22:20:00,13.649,N,56.493,W
8/2/2012,22:22:01,13.654,N,56.503,W
8/2/2012,22:24:01,13.659,N,56.514,W
8/2/2012,22:26:00,13.664,N,56.524,W
8/2/2012,22:28:00,13.67,N,56.535,W
8/2/2012,22:30:01,13.675,N,56.546,W
8/2/2012,22:32:01,13.68,N,56.556,W
8/2/2012,22:34:00,13.685,N,56.567,W
8/2/2012,22:36:00,13.689,N,56.578,W
8/2/2012,22:38:01,13.694,N,56.59,W
8/2/2012,22:40:01,13.699,N,56.601,W
8/2/2012,22:42:00,13.703,N,56.612,W
8/2/2012,22:44:01,13.708,N,56.624,W
8/2/2012,22:46:01,13.712,N,56.635,W
8/2/2012,22:48:00,13.717,N,56.647,W
8/2/2012,22:50:00,13.721,N,56.658,W
8/2/2012,22:52:01,13.725,N,56.67,W
8/2/2012,22:54:01,13.729,N,56.682,W
8/2/2012,22:56:00,13.733,N,56.694,W
8/2/2012,22:58:00,13.737,N,56.706,W
8/2/2012,23:00:01,13.741,N,56.719,W
8/2/2012,23:02:01,13.745,N,56.731,W
8/2/2012,23:04:00,13.749,N,56.743,W
8/2/2012,23:06:00,13.752,N,56.756,W
8/2/2012,23:08:01,13.756,N,56.769,W
8/2/2012,23:10:01,13.759,N,56.781,W
8/2/2012,23:12:00,13.762,N,56.794,W
8/2/2012,23:14:01,13.766,N,56.807,W
8/2/2012,23:16:01,13.769,N,56.821,W
8/2/2012,23:18:00,13.772,N,56.834,W
8/2/2012,23:20:00,13.775,N,56.847,W
8/2/2012,23:22:01,13.778,N,56.86,W
8/2/2012,23:24:01,13.781,N,56.874,W
8/2/2012,23:26:00,13.783,N,56.888,W
8/2/2012,23:28:00,13.786,N,56.901,W
8/2/2012,23:30:01,13.789,N,56.915,W
8/2/2012,23:32:01,13.791,N,56.929,W
8/2/2012,23:34:00,13.793,N,56.943,W
8/2/2012,23:36:00,13.796,N,56.957,W
8/2/2012,23:38:01,13.798,N,56.971,W
8/2/2012,23:40:01,13.8,N,56.986,W
8/2/2012,23:42:00,13.802,N,57,W
8/2/2012,23:44:01,13.804,N,57.014,W
8/2/2012,23:46:01,13.806,N,57.029,W
8/2/2012,23:48:00,13.808,N,57.043,W
8/2/2012,23:50:00,13.81,N,57.058,W
8/2/2012,23:52:01,13.812,N,57.073,W
8/2/2012,23:54:01,13.813,N,57.088,W
8/2/2012,23:56:00,13.815,N,57.103,W
8/2/2012,23:58:00,13.817,N,57.118,W
8/3/2012,0:00:01,13.818,N,57.133,W
8/3/2012,0:02:01,13.819,N,57.148,W
8/3/2012,0:04:00,13.821,N,57.163,W
8/3/2012,0:06:00,13.822,N,57.178,W
8/3/2012,0:08:01,13.823,N,57.193,W
8/3/2012,0:10:01,13.824,N,57.209,W
8/3/2012,0:12:00,13.825,N,57.224,W
8/3/2012,0:14:01,13.826,N,57.24,W
8/3/2012,0:16:01,13.827,N,57.255,W
8/3/2012,0:18:00,13.828,N,57.271,W
8/3/2012,0:20:00,13.829,N,57.287,W
8/3/2012,0:22:01,13.83,N,57.302,W
8/3/2012,0:24:01,13.831,N,57.318,W
8/3/2012,0:26:00,13.831,N,57.334,W
8/3/2012,0:28:00,13.832,N,57.35,W
8/3/2012,0:30:01,13.832,N,57.366,W
8/3/2012,0:32:01,13.833,N,57.382,W
8/3/2012,0:34:00,13.833,N,57.398,W
8/3/2012,0:36:00,13.834,N,57.414,W
8/3/2012,0:38:01,13.834,N,57.43,W
8/3/2012,0:40:01,13.834,N,57.446,W
8/3/2012,0:42:00,13.834,N,57.463,W
8/3/2012,0:44:01,13.835,N,57.479,W
8/3/2012,0:46:01,13.835,N,57.495,W
8/3/2012,0:48:00,13.835,N,57.511,W
8/3/2012,0:50:00,13.835,N,57.528,W
8/3/2012,0:52:01,13.835,N,57.544,W
8/3/2012,0:54:01,13.835,N,57.561,W
8/3/2012,0:56:00,13.834,N,57.577,W
8/3/2012,0:58:00,13.834,N,57.594,W
8/3/2012,1:00:01,13.834,N,57.61,W
8/3/2012,1:02:01,13.834,N,57.627,W
8/3/2012,1:04:00,13.834,N,57.643,W
8/3/2012,1:06:00,13.833,N,57.66,W
8/3/2012,1:08:01,13.833,N,57.676,W
8/3/2012,1:10:01,13.832,N,57.693,W
8/3/2012,1:12:00,13.832,N,57.71,W
8/3/2012,1:14:01,13.831,N,57.726,W
8/3/2012,1:16:01,13.831,N,57.743,W
8/3/2012,1:18:00,13.83,N,57.76,W
8/3/2012,1:20:00,13.83,N,57.776,W
8/3/2012,1:22:01,13.829,N,57.793,W
8/3/2012,1:24:01,13.828,N,57.81,W
8/3/2012,1:26:00,13.828,N,57.827,W
8/3/2012,1:28:00,13.827,N,57.843,W
8/3/2012,1:30:01,13.826,N,57.86,W
8/3/2012,1:32:01,13.825,N,57.877,W
8/3/2012,1:34:00,13.825,N,57.894,W
8/3/2012,1:36:00,13.824,N,57.91,W
8/3/2012,1:38:01,13.823,N,57.927,W
8/3/2012,1:40:01,13.822,N,57.944,W
8/3/2012,1:42:00,13.821,N,57.961,W
8/3/2012,1:44:01,13.82,N,57.977,W
8/3/2012,1:46:01,13.819,N,57.994,W
8/3/2012,1:48:00,13.818,N,58.011,W
8/3/2012,1:50:00,13.817,N,58.027,W
8/3/2012,1:52:01,13.816,N,58.044,W
8/3/2012,1:54:01,13.815,N,58.061,W
8/3/2012,1:56:00,13.814,N,58.078,W
8/3/2012,1:58:00,13.812,N,58.094,W
8/3/2012,2:00:01,13.811,N,58.111,W
8/3/2012,2:02:01,13.81,N,58.127,W
8/3/2012,2:04:00,13.809,N,58.144,W
8/3/2012,2:06:00,13.808,N,58.161,W
8/3/2012,2:08:01,13.806,N,58.177,W
8/3/2012,2:10:01,13.805,N,58.194,W
8/3/2012,2:12:00,13.804,N,58.21,W
8/3/2012,2:14:01,13.803,N,58.227,W
8/3/2012,2:16:01,13.801,N,58.243,W
8/3/2012,2:18:00,13.8,N,58.26,W
8/3/2012,2:20:00,13.799,N,58.276,W
8/3/2012,2:22:01,13.797,N,58.292,W
8/3/2012,2:24:01,13.796,N,58.309,W
8/3/2012,2:26:00,13.795,N,58.325,W
8/3/2012,2:28:00,13.793,N,58.341,W
8/3/2012,2:30:01,13.792,N,58.357,W
8/3/2012,2:32:01,13.791,N,58.374,W
8/3/2012,2:34:00,13.789,N,58.39,W
8/3/2012,2:36:00,13.788,N,58.406,W
8/3/2012,2:38:01,13.786,N,58.422,W
8/3/2012,2:40:01,13.785,N,58.438,W
8/3/2012,2:42:00,13.784,N,58.454,W
8/3/2012,2:44:01,13.782,N,58.47,W
8/3/2012,2:46:01,13.781,N,58.485,W
8/3/2012,2:48:00,13.779,N,58.501,W
8/3/2012,2:50:00,13.778,N,58.517,W
8/3/2012,2:52:01,13.777,N,58.533,W
8/3/2012,2:54:01,13.775,N,58.548,W
8/3/2012,2:56:00,13.774,N,58.564,W
8/3/2012,2:58:00,13.772,N,58.579,W
8/3/2012,3:00:01,13.771,N,58.595,W
8/3/2012,3:02:01,13.77,N,58.61,W
8/3/2012,3:04:00,13.768,N,58.625,W
8/3/2012,3:06:00,13.767,N,58.64,W
8/3/2012,3:08:01,13.765,N,58.656,W
8/3/2012,3:10:01,13.764,N,58.671,W
8/3/2012,3:12:00,13.763,N,58.686,W
8/3/2012,3:14:01,13.761,N,58.701,W
8/3/2012,3:16:01,13.76,N,58.716,W
8/3/2012,3:18:00,13.759,N,58.73,W
8/3/2012,3:20:00,13.757,N,58.745,W
8/3/2012,3:22:01,13.756,N,58.76,W
8/3/2012,3:24:01,13.755,N,58.774,W
8/3/2012,3:26:00,13.754,N,58.789,W
8/3/2012,3:28:00,13.752,N,58.804,W
8/3/2012,3:30:01,13.751,N,58.818,W
8/3/2012,3:32:01,13.75,N,58.832,W
8/3/2012,3:34:00,13.748,N,58.847,W
8/3/2012,3:36:00,13.747,N,58.861,W
8/3/2012,3:38:01,13.746,N,58.875,W
8/3/2012,3:40:01,13.745,N,58.889,W
8/3/2012,3:42:00,13.743,N,58.903,W
8/3/2012,3:44:01,13.742,N,58.917,W
8/3/2012,3:46:01,13.741,N,58.931,W
8/3/2012,3:48:00,13.74,N,58.945,W
8/3/2012,3:50:00,13.739,N,58.959,W
8/3/2012,3:52:01,13.737,N,58.972,W
8/3/2012,3:54:01,13.736,N,58.986,W
8/3/2012,3:56:00,13.735,N,59,W
8/3/2012,3:58:00,13.734,N,59.013,W
8/3/2012,4:00:01,13.733,N,59.027,W
8/3/2012,4:02:01,13.732,N,59.04,W
8/3/2012,4:04:00,13.73,N,59.054,W
8/3/2012,4:06:00,13.729,N,59.067,W
8/3/2012,4:08:01,13.728,N,59.08,W
8/3/2012,4:10:01,13.727,N,59.094,W
8/3/2012,4:12:00,13.726,N,59.107,W
8/3/2012,4:14:01,13.725,N,59.12,W
8/3/2012,4:16:01,13.724,N,59.133,W
8/3/2012,4:18:00,13.722,N,59.146,W
8/3/2012,4:20:00,13.721,N,59.159,W
8/3/2012,4:22:01,13.72,N,59.172,W
8/3/2012,4:24:01,13.719,N,59.185,W
8/3/2012,4:26:00,13.718,N,59.198,W
8/3/2012,4:28:00,13.717,N,59.211,W
8/3/2012,4:30:01,13.716,N,59.223,W
8/3/2012,4:32:01,13.715,N,59.236,W
8/3/2012,4:34:00,13.714,N,59.249,W
8/3/2012,4:36:00,13.713,N,59.261,W
8/3/2012,4:38:01,13.712,N,59.274,W
8/3/2012,4:40:01,13.711,N,59.286,W
8/3/2012,4:42:00,13.71,N,59.299,W
8/3/2012,4:44:01,13.709,N,59.311,W
8/3/2012,4:46:01,13.707,N,59.324,W
8/3/2012,4:48:00,13.706,N,59.336,W
8/3/2012,4:50:00,13.705,N,59.348,W
8/3/2012,4:52:01,13.704,N,59.361,W
8/3/2012,4:54:01,13.703,N,59.373,W
8/3/2012,4:56:00,13.702,N,59.385,W
8/3/2012,4:58:00,13.701,N,59.397,W
8/3/2012,5:00:01,13.7,N,59.409,W
8/3/2012,5:02:01,13.699,N,59.421,W
8/3/2012,5:04:00,13.698,N,59.433,W
8/3/2012,5:06:00,13.697,N,59.445,W
8/3/2012,5:08:01,13.696,N,59.457,W
8/3/2012,5:10:01,13.695,N,59.469,W
8/3/2012,5:12:00,13.694,N,59.481,W
8/3/2012,5:14:01,13.693,N,59.493,W
8/3/2012,5:16:01,13.693,N,59.505,W
8/3/2012,5:18:00,13.692,N,59.517,W
8/3/2012,5:20:00,13.691,N,59.528,W
8/3/2012,5:22:01,13.69,N,59.54,W
8/3/2012,5:24:01,13.689,N,59.552,W
8/3/2012,5:26:00,13.688,N,59.564,W
8/3/2012,5:28:00,13.687,N,59.575,W
8/3/2012,5:30:01,13.686,N,59.587,W
8/3/2012,5:32:01,13.685,N,59.598,W
8/3/2012,5:34:00,13.684,N,59.61,W
8/3/2012,5:36:00,13.683,N,59.621,W
8/3/2012,5:38:01,13.682,N,59.633,W
8/3/2012,5:40:01,13.681,N,59.644,W
8/3/2012,5:40:29,13.681,N,59.647,W
8/3/2012,5:42:28,13.682,N,59.659,W
8/3/2012,5:44:28,13.683,N,59.67,W
8/3/2012,5:46:29,13.684,N,59.682,W
8/3/2012,5:48:29,13.685,N,59.694,W
8/3/2012,5:50:28,13.686,N,59.705,W
8/3/2012,5:52:28,13.686,N,59.717,W
8/3/2012,5:54:29,13.687,N,59.728,W
8/3/2012,5:56:29,13.687,N,59.74,W
8/3/2012,5:58:28,13.687,N,59.751,W
8/3/2012,6:00:28,13.687,N,59.763,W
8/3/2012,6:02:29,13.688,N,59.774,W
8/3/2012,6:04:29,13.688,N,59.785,W
8/3/2012,6:06:28,13.687,N,59.797,W
8/3/2012,6:08:28,13.687,N,59.808,W
8/3/2012,6:10:29,13.687,N,59.819,W
8/3/2012,6:12:28,13.687,N,59.83,W
8/3/2012,6:14:28,13.686,N,59.841,W
8/3/2012,6:16:29,13.686,N,59.853,W
8/3/2012,6:18:29,13.685,N,59.864,W
8/3/2012,6:20:28,13.684,N,59.875,W
8/3/2012,6:22:28,13.683,N,59.886,W
8/3/2012,6:24:29,13.682,N,59.897,W
8/3/2012,6:26:29,13.681,N,59.908,W
8/3/2012,6:28:28,13.68,N,59.919,W
8/3/2012,6:30:28,13.679,N,59.93,W
8/3/2012,6:32:29,13.678,N,59.941,W
8/3/2012,6:34:29,13.677,N,59.952,W
8/3/2012,6:36:28,13.675,N,59.962,W
8/3/2012,6:38:28,13.674,N,59.973,W
8/3/2012,6:40:29,13.673,N,59.984,W
8/3/2012,6:42:28,13.671,N,59.995,W
8/3/2012,6:44:28,13.669,N,60.006,W
8/3/2012,6:46:29,13.668,N,60.016,W
8/3/2012,6:48:29,13.666,N,60.027,W
8/3/2012,6:50:28,13.664,N,60.038,W
8/3/2012,6:52:28,13.662,N,60.049,W
8/3/2012,6:54:29,13.66,N,60.059,W
8/3/2012,6:56:29,13.658,N,60.07,W
8/3/2012,6:58:28,13.656,N,60.081,W
8/3/2012,7:00:28,13.654,N,60.091,W
8/3/2012,7:02:29,13.652,N,60.102,W
8/3/2012,7:04:29,13.65,N,60.112,W
8/3/2012,7:06:28,13.648,N,60.123,W
8/3/2012,7:08:28,13.645,N,60.133,W
8/3/2012,7:10:29,13.643,N,60.144,W
8/3/2012,7:12:11,13.641,N,60.153,W
8/3/2012,7:14:11,13.638,N,60.164,W
8/3/2012,7:16:12,13.636,N,60.175,W
8/3/2012,7:18:11,13.633,N,60.185,W
8/3/2012,7:20:11,13.63,N,60.196,W
8/3/2012,7:22:12,13.627,N,60.207,W
8/3/2012,7:24:12,13.624,N,60.218,W
8/3/2012,7:26:11,13.622,N,60.228,W
8/3/2012,7:28:11,13.619,N,60.239,W
8/3/2012,7:30:12,13.616,N,60.25,W
8/3/2012,7:32:12,13.613,N,60.26,W
8/3/2012,7:34:11,13.61,N,60.271,W
8/3/2012,7:36:11,13.607,N,60.281,W
8/3/2012,7:38:12,13.604,N,60.292,W
8/3/2012,7:40:12,13.6,N,60.302,W
8/3/2012,7:42:11,13.597,N,60.313,W
8/3/2012,7:44:11,13.594,N,60.323,W
8/3/2012,7:46:12,13.591,N,60.333,W
8/3/2012,7:48:11,13.589,N,60.344,W
8/3/2012,7:50:11,13.586,N,60.354,W
8/3/2012,7:52:12,13.583,N,60.364,W
8/3/2012,7:54:12,13.58,N,60.374,W
8/3/2012,7:56:11,13.577,N,60.384,W
8/3/2012,7:58:11,13.574,N,60.394,W
8/3/2012,8:00:12,13.572,N,60.404,W
8/3/2012,8:02:12,13.569,N,60.414,W
8/3/2012,8:04:11,13.566,N,60.424,W
8/3/2012,8:06:11,13.564,N,60.434,W
8/3/2012,8:08:11,13.561,N,60.444,W
8/3/2012,8:10:11,13.559,N,60.454,W
8/3/2012,8:10:17,13.559,N,60.454,W
8/3/2012,8:12:18,13.557,N,60.464,W
8/3/2012,8:14:18,13.555,N,60.473,W
8/3/2012,8:16:18,13.553,N,60.483,W
8/3/2012,8:18:18,13.551,N,60.492,W
8/3/2012,8:20:17,13.549,N,60.502,W
8/3/2012,8:22:17,13.547,N,60.511,W
8/3/2012,8:24:17,13.546,N,60.521,W
8/3/2012,8:26:17,13.544,N,60.53,W
8/3/2012,8:28:18,13.543,N,60.539,W
8/3/2012,8:30:18,13.541,N,60.548,W
8/3/2012,8:32:18,13.54,N,60.557,W
8/3/2012,8:34:18,13.539,N,60.566,W
8/3/2012,8:36:17,13.538,N,60.575,W
8/3/2012,8:38:17,13.537,N,60.583,W
8/3/2012,8:40:17,13.536,N,60.592,W
8/3/2012,8:42:18,13.535,N,60.601,W
8/3/2012,8:44:18,13.534,N,60.609,W
8/3/2012,8:46:18,13.533,N,60.618,W
8/3/2012,8:48:18,13.533,N,60.626,W
8/3/2012,8:50:17,13.532,N,60.634,W
8/3/2012,8:52:17,13.532,N,60.643,W
8/3/2012,8:54:17,13.531,N,60.651,W
8/3/2012,8:56:17,13.531,N,60.659,W
8/3/2012,8:58:18,13.531,N,60.668,W
8/3/2012,9:00:18,13.53,N,60.676,W
8/3/2012,9:02:18,13.53,N,60.684,W
8/3/2012,9:04:18,13.53,N,60.692,W
8/3/2012,9:06:17,13.53,N,60.701,W
8/3/2012,9:08:17,13.53,N,60.709,W
8/3/2012,9:10:17,13.53,N,60.717,W
8/3/2012,9:12:18,13.53,N,60.725,W
8/3/2012,9:14:18,13.531,N,60.734,W
8/3/2012,9:16:18,13.531,N,60.742,W
8/3/2012,9:18:18,13.531,N,60.75,W
8/3/2012,9:20:17,13.531,N,60.759,W
8/3/2012,9:22:17,13.532,N,60.767,W
8/3/2012,9:24:17,13.532,N,60.776,W
8/3/2012,9:26:17,13.533,N,60.784,W
8/3/2012,9:28:18,13.533,N,60.793,W
8/3/2012,9:30:18,13.534,N,60.801,W
8/3/2012,9:32:18,13.534,N,60.81,W
8/3/2012,9:34:18,13.535,N,60.819,W
8/3/2012,9:36:17,13.536,N,60.827,W
8/3/2012,9:37:32,13.536,N,60.833,W
8/3/2012,9:39:33,13.537,N,60.844,W
8/3/2012,9:41:33,13.538,N,60.855,W
8/3/2012,9:43:33,13.539,N,60.866,W
8/3/2012,9:45:33,13.54,N,60.877,W
8/3/2012,9:47:32,13.541,N,60.887,W
8/3/2012,9:49:32,13.541,N,60.898,W
8/3/2012,9:51:32,13.542,N,60.909,W
8/3/2012,9:53:33,13.543,N,60.92,W
8/3/2012,9:55:33,13.544,N,60.931,W
8/3/2012,9:57:33,13.545,N,60.942,W
8/3/2012,9:59:33,13.546,N,60.953,W
8/3/2012,10:01:32,13.547,N,60.964,W
8/3/2012,10:03:32,13.548,N,60.975,W
8/3/2012,10:05:32,13.549,N,60.985,W
8/3/2012,10:07:32,13.55,N,60.996,W
8/3/2012,10:09:33,13.55,N,61.007,W
8/3/2012,10:11:33,13.551,N,61.018,W
8/3/2012,10:13:33,13.552,N,61.029,W
8/3/2012,10:15:33,13.553,N,61.04,W
8/3/2012,10:17:32,13.554,N,61.051,W
8/3/2012,10:19:32,13.555,N,61.062,W
8/3/2012,10:21:32,13.556,N,61.073,W
8/3/2012,10:23:33,13.557,N,61.083,W
8/3/2012,10:25:33,13.558,N,61.094,W
8/3/2012,10:27:33,13.559,N,61.105,W
8/3/2012,10:29:33,13.559,N,61.116,W
8/3/2012,10:31:32,13.56,N,61.127,W
8/3/2012,10:33:32,13.561,N,61.138,W
8/3/2012,10:35:32,13.562,N,61.149,W
8/3/2012,10:37:32,13.563,N,61.16,W
8/3/2012,10:39:33,13.564,N,61.171,W
8/3/2012,10:41:33,13.565,N,61.181,W
8/3/2012,10:43:33,13.566,N,61.192,W
8/3/2012,10:45:33,13.567,N,61.203,W
8/3/2012,10:47:32,13.568,N,61.214,W
8/3/2012,10:49:32,13.569,N,61.225,W
8/3/2012,10:51:32,13.569,N,61.236,W
8/3/2012,10:53:33,13.57,N,61.247,W
8/3/2012,10:55:33,13.571,N,61.258,W
8/3/2012,10:57:33,13.572,N,61.268,W
8/3/2012,10:59:33,13.573,N,61.279,W
8/3/2012,11:01:32,13.574,N,61.29,W
8/3/2012,11:03:32,13.575,N,61.301,W
8/3/2012,11:05:32,13.576,N,61.312,W
8/3/2012,11:07:32,13.577,N,61.323,W
8/3/2012,11:09:33,13.578,N,61.334,W
8/3/2012,11:10:29,13.578,N,61.339,W
8/3/2012,11:12:29,13.579,N,61.35,W
8/3/2012,11:14:29,13.58,N,61.361,W
8/3/2012,11:16:30,13.581,N,61.371,W
8/3/2012,11:18:30,13.581,N,61.382,W
8/3/2012,11:20:30,13.582,N,61.393,W
8/3/2012,11:22:30,13.583,N,61.404,W
8/3/2012,11:24:29,13.584,N,61.415,W
8/3/2012,11:26:29,13.585,N,61.425,W
8/3/2012,11:28:29,13.586,N,61.436,W
8/3/2012,11:30:30,13.587,N,61.447,W
8/3/2012,11:32:30,13.587,N,61.458,W
8/3/2012,11:34:30,13.588,N,61.468,W
8/3/2012,11:36:30,13.589,N,61.479,W
8/3/2012,11:38:29,13.59,N,61.49,W
8/3/2012,11:40:29,13.591,N,61.501,W
8/3/2012,11:42:29,13.592,N,61.511,W
8/3/2012,11:44:29,13.592,N,61.522,W
8/3/2012,11:46:30,13.593,N,61.533,W
8/3/2012,11:48:30,13.594,N,61.544,W
8/3/2012,11:50:30,13.595,N,61.554,W
8/3/2012,11:52:30,13.596,N,61.565,W
8/3/2012,11:54:29,13.596,N,61.576,W
8/3/2012,11:56:29,13.597,N,61.586,W
8/3/2012,11:58:29,13.598,N,61.597,W
8/3/2012,12:00:30,13.599,N,61.608,W
8/3/2012,12:02:30,13.6,N,61.618,W
8/3/2012,12:04:30,13.6,N,61.629,W
8/3/2012,12:06:30,13.601,N,61.64,W
8/3/2012,12:08:29,13.602,N,61.65,W
8/3/2012,12:10:29,13.603,N,61.661,W
8/3/2012,12:12:29,13.603,N,61.672,W
8/3/2012,12:14:29,13.604,N,61.682,W
8/3/2012,12:16:30,13.605,N,61.693,W
8/3/2012,12:18:30,13.606,N,61.704,W
8/3/2012,12:20:30,13.606,N,61.714,W
8/3/2012,12:22:30,13.607,N,61.725,W
8/3/2012,12:24:29,13.608,N,61.735,W
8/3/2012,12:26:29,13.609,N,61.746,W
8/3/2012,12:28:29,13.609,N,61.757,W
8/3/2012,12:30:30,13.61,N,61.767,W
