Track,for,Debby,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
6/25/2012,5:38:12,28.617,N,85.839,W
6/25/2012,5:40:12,28.618,N,85.84,W
6/25/2012,5:42:12,28.619,N,85.841,W
6/25/2012,5:44:13,28.62,N,85.843,W
6/25/2012,5:46:13,28.621,N,85.844,W
6/25/2012,5:48:13,28.622,N,85.846,W
6/25/2012,5:50:13,28.623,N,85.847,W
6/25/2012,5:52:12,28.624,N,85.849,W
6/25/2012,5:54:12,28.625,N,85.85,W
6/25/2012,5:56:12,28.625,N,85.851,W
6/25/2012,5:58:12,28.626,N,85.853,W
6/25/2012,6:00:13,28.626,N,85.854,W
6/25/2012,6:02:13,28.627,N,85.856,W
6/25/2012,6:04:13,28.627,N,85.857,W
6/25/2012,6:06:12,28.627,N,85.858,W
6/25/2012,6:08:12,28.628,N,85.86,W
6/25/2012,6:10:12,28.628,N,85.861,W
6/25/2012,6:12:12,28.628,N,85.862,W
6/25/2012,6:14:13,28.627,N,85.864,W
6/25/2012,6:16:13,28.627,N,85.865,W
6/25/2012,6:18:13,28.627,N,85.866,W
6/25/2012,6:20:13,28.626,N,85.868,W
6/25/2012,6:22:12,28.626,N,85.869,W
6/25/2012,6:24:12,28.625,N,85.87,W
6/25/2012,6:26:12,28.625,N,85.871,W
6/25/2012,6:28:12,28.624,N,85.873,W
6/25/2012,6:30:13,28.623,N,85.874,W
6/25/2012,6:32:13,28.622,N,85.875,W
6/25/2012,6:34:13,28.622,N,85.876,W
6/25/2012,6:36:12,28.621,N,85.877,W
6/25/2012,6:38:12,28.619,N,85.879,W
6/25/2012,6:40:12,28.618,N,85.88,W
6/25/2012,6:42:12,28.617,N,85.881,W
6/25/2012,6:44:13,28.616,N,85.882,W
6/25/2012,6:46:13,28.615,N,85.883,W
6/25/2012,6:48:13,28.613,N,85.884,W
6/25/2012,6:50:13,28.612,N,85.885,W
6/25/2012,6:52:12,28.61,N,85.886,W
6/25/2012,6:54:12,28.609,N,85.887,W
6/25/2012,6:56:12,28.607,N,85.888,W
6/25/2012,6:58:12,28.605,N,85.889,W
6/25/2012,7:00:13,28.604,N,85.89,W
6/25/2012,7:02:13,28.602,N,85.891,W
6/25/2012,7:04:13,28.6,N,85.892,W
6/25/2012,7:06:12,28.598,N,85.892,W
6/25/2012,7:08:12,28.596,N,85.893,W
6/25/2012,7:10:12,28.595,N,85.894,W
6/25/2012,7:12:12,28.593,N,85.895,W
6/25/2012,7:14:13,28.591,N,85.895,W
6/25/2012,7:16:13,28.589,N,85.896,W
6/25/2012,7:18:13,28.586,N,85.897,W
6/25/2012,7:20:13,28.584,N,85.897,W
6/25/2012,7:22:12,28.582,N,85.898,W
6/25/2012,7:24:12,28.58,N,85.898,W
6/25/2012,7:26:12,28.578,N,85.899,W
6/25/2012,7:28:12,28.576,N,85.899,W
6/25/2012,7:30:13,28.574,N,85.899,W
6/25/2012,7:32:13,28.571,N,85.9,W
6/25/2012,7:33:20,28.57,N,85.9,W
6/25/2012,7:35:20,28.57,N,85.9,W
6/25/2012,7:37:20,28.569,N,85.899,W
6/25/2012,7:39:20,28.569,N,85.899,W
6/25/2012,7:41:19,28.568,N,85.898,W
6/25/2012,7:43:19,28.568,N,85.898,W
6/25/2012,7:45:19,28.567,N,85.897,W
6/25/2012,7:47:19,28.567,N,85.897,W
6/25/2012,7:49:20,28.566,N,85.896,W
6/25/2012,7:51:20,28.566,N,85.895,W
6/25/2012,7:53:20,28.565,N,85.894,W
6/25/2012,7:55:19,28.564,N,85.893,W
6/25/2012,7:57:19,28.564,N,85.892,W
6/25/2012,7:59:19,28.563,N,85.891,W
6/25/2012,8:01:19,28.563,N,85.89,W
6/25/2012,8:03:20,28.562,N,85.889,W
6/25/2012,8:05:20,28.561,N,85.888,W
6/25/2012,8:07:20,28.561,N,85.886,W
6/25/2012,8:09:20,28.56,N,85.885,W
6/25/2012,8:11:19,28.56,N,85.883,W
6/25/2012,8:13:19,28.559,N,85.882,W
6/25/2012,8:15:19,28.558,N,85.88,W
6/25/2012,8:17:19,28.557,N,85.878,W
6/25/2012,8:19:20,28.557,N,85.877,W
6/25/2012,8:21:20,28.556,N,85.875,W
6/25/2012,8:23:20,28.555,N,85.873,W
6/25/2012,8:25:19,28.555,N,85.871,W
6/25/2012,8:27:19,28.554,N,85.869,W
6/25/2012,8:29:19,28.553,N,85.866,W
6/25/2012,8:31:19,28.552,N,85.864,W
6/25/2012,8:33:20,28.551,N,85.862,W
6/25/2012,8:35:20,28.551,N,85.859,W
6/25/2012,8:37:20,28.55,N,85.857,W
6/25/2012,8:39:20,28.549,N,85.854,W
6/25/2012,8:41:19,28.548,N,85.852,W
6/25/2012,8:43:19,28.547,N,85.849,W
6/25/2012,8:45:19,28.546,N,85.846,W
6/25/2012,8:47:19,28.545,N,85.843,W
6/25/2012,8:49:20,28.544,N,85.84,W
6/25/2012,8:51:20,28.543,N,85.837,W
6/25/2012,8:53:20,28.543,N,85.834,W
6/25/2012,8:55:19,28.542,N,85.831,W
6/25/2012,8:57:19,28.541,N,85.827,W
6/25/2012,8:59:19,28.54,N,85.824,W
6/25/2012,9:01:19,28.539,N,85.821,W
6/25/2012,9:03:20,28.538,N,85.817,W
6/25/2012,9:05:20,28.537,N,85.814,W
6/25/2012,9:07:20,28.536,N,85.81,W
6/25/2012,9:09:20,28.535,N,85.806,W
6/25/2012,9:11:19,28.534,N,85.803,W
6/25/2012,9:13:19,28.533,N,85.799,W
6/25/2012,9:15:19,28.532,N,85.795,W
6/25/2012,9:17:19,28.531,N,85.791,W
6/25/2012,9:19:20,28.53,N,85.787,W
6/25/2012,9:21:20,28.529,N,85.783,W
6/25/2012,9:23:20,28.528,N,85.779,W
6/25/2012,9:25:19,28.527,N,85.775,W
6/25/2012,9:27:19,28.526,N,85.771,W
6/25/2012,9:29:19,28.525,N,85.767,W
6/25/2012,9:31:19,28.524,N,85.763,W
6/25/2012,9:33:20,28.523,N,85.758,W
6/25/2012,9:35:20,28.522,N,85.754,W
6/25/2012,9:37:20,28.521,N,85.75,W
6/25/2012,9:39:20,28.52,N,85.745,W
6/25/2012,9:41:19,28.519,N,85.741,W
6/25/2012,9:43:19,28.518,N,85.736,W
6/25/2012,9:45:19,28.517,N,85.732,W
6/25/2012,9:47:19,28.516,N,85.727,W
6/25/2012,9:49:20,28.515,N,85.723,W
6/25/2012,9:51:20,28.514,N,85.718,W
6/25/2012,9:53:20,28.514,N,85.713,W
6/25/2012,9:55:19,28.513,N,85.709,W
6/25/2012,9:57:19,28.512,N,85.704,W
6/25/2012,9:59:19,28.511,N,85.699,W
6/25/2012,10:01:19,28.51,N,85.695,W
6/25/2012,10:03:20,28.509,N,85.69,W
6/25/2012,10:05:20,28.509,N,85.685,W
6/25/2012,10:07:20,28.508,N,85.68,W
6/25/2012,10:09:20,28.507,N,85.676,W
6/25/2012,10:11:19,28.506,N,85.671,W
6/25/2012,10:13:19,28.506,N,85.666,W
6/25/2012,10:15:19,28.505,N,85.661,W
6/25/2012,10:17:19,28.504,N,85.656,W
6/25/2012,10:19:20,28.504,N,85.652,W
6/25/2012,10:21:20,28.503,N,85.647,W
6/25/2012,10:23:20,28.503,N,85.642,W
6/25/2012,10:25:19,28.502,N,85.637,W
6/25/2012,10:27:19,28.502,N,85.632,W
6/25/2012,10:29:19,28.501,N,85.627,W
6/25/2012,10:31:19,28.501,N,85.623,W
6/25/2012,10:33:20,28.5,N,85.618,W
6/25/2012,10:35:20,28.5,N,85.613,W
6/25/2012,10:37:20,28.499,N,85.608,W
6/25/2012,10:39:20,28.499,N,85.603,W
6/25/2012,10:41:19,28.499,N,85.599,W
6/25/2012,10:43:19,28.498,N,85.594,W
6/25/2012,10:45:19,28.498,N,85.589,W
6/25/2012,10:47:19,28.498,N,85.584,W
6/25/2012,10:49:20,28.498,N,85.579,W
6/25/2012,10:51:20,28.498,N,85.575,W
6/25/2012,10:53:20,28.497,N,85.57,W
6/25/2012,10:55:19,28.497,N,85.565,W
6/25/2012,10:57:19,28.497,N,85.561,W
6/25/2012,10:59:19,28.497,N,85.556,W
6/25/2012,11:01:19,28.497,N,85.551,W
6/25/2012,11:03:20,28.497,N,85.547,W
6/25/2012,11:05:20,28.498,N,85.542,W
6/25/2012,11:07:20,28.498,N,85.538,W
6/25/2012,11:09:20,28.498,N,85.533,W
6/25/2012,11:11:19,28.498,N,85.529,W
6/25/2012,11:13:19,28.499,N,85.524,W
6/25/2012,11:15:19,28.499,N,85.52,W
6/25/2012,11:17:19,28.499,N,85.516,W
6/25/2012,11:19:20,28.5,N,85.511,W
6/25/2012,11:21:20,28.5,N,85.507,W
6/25/2012,11:23:20,28.501,N,85.503,W
6/25/2012,11:25:19,28.501,N,85.499,W
6/25/2012,11:27:19,28.502,N,85.495,W
6/25/2012,11:29:19,28.503,N,85.491,W
6/25/2012,11:31:19,28.503,N,85.486,W
6/25/2012,11:33:20,28.504,N,85.482,W
6/25/2012,11:35:20,28.505,N,85.479,W
6/25/2012,11:37:20,28.506,N,85.475,W
6/25/2012,11:39:20,28.507,N,85.471,W
6/25/2012,11:41:19,28.508,N,85.467,W
6/25/2012,11:43:19,28.509,N,85.463,W
6/25/2012,11:45:19,28.51,N,85.46,W
6/25/2012,11:47:19,28.511,N,85.456,W
6/25/2012,11:49:20,28.512,N,85.453,W
6/25/2012,11:51:20,28.514,N,85.449,W
6/25/2012,11:53:20,28.515,N,85.446,W
6/25/2012,11:55:19,28.516,N,85.442,W
6/25/2012,11:57:19,28.518,N,85.439,W
6/25/2012,11:59:19,28.519,N,85.436,W
6/25/2012,12:01:19,28.521,N,85.433,W
6/25/2012,12:03:20,28.523,N,85.43,W
6/25/2012,12:03:52,28.523,N,85.429,W
6/25/2012,12:05:52,28.527,N,85.428,W
6/25/2012,12:07:52,28.531,N,85.427,W
6/25/2012,12:09:51,28.535,N,85.427,W
6/25/2012,12:11:51,28.54,N,85.426,W
6/25/2012,12:13:51,28.544,N,85.425,W
6/25/2012,12:15:52,28.548,N,85.424,W
6/25/2012,12:17:52,28.552,N,85.424,W
6/25/2012,12:19:52,28.557,N,85.423,W
6/25/2012,12:21:52,28.561,N,85.423,W
6/25/2012,12:23:51,28.565,N,85.422,W
6/25/2012,12:25:51,28.57,N,85.421,W
6/25/2012,12:27:51,28.574,N,85.421,W
6/25/2012,12:29:51,28.579,N,85.42,W
6/25/2012,12:31:52,28.583,N,85.42,W
6/25/2012,12:33:52,28.588,N,85.42,W
6/25/2012,12:35:52,28.592,N,85.419,W
6/25/2012,12:37:52,28.597,N,85.419,W
6/25/2012,12:39:51,28.602,N,85.418,W
6/25/2012,12:41:51,28.606,N,85.418,W
6/25/2012,12:43:51,28.611,N,85.418,W
6/25/2012,12:45:52,28.616,N,85.418,W
6/25/2012,12:47:52,28.62,N,85.417,W
6/25/2012,12:49:52,28.625,N,85.417,W
6/25/2012,12:51:52,28.63,N,85.417,W
6/25/2012,12:53:51,28.635,N,85.417,W
6/25/2012,12:55:51,28.639,N,85.417,W
6/25/2012,12:57:51,28.644,N,85.416,W
6/25/2012,12:59:51,28.649,N,85.416,W
6/25/2012,13:01:52,28.654,N,85.416,W
6/25/2012,13:03:52,28.658,N,85.416,W
6/25/2012,13:05:52,28.663,N,85.416,W
6/25/2012,13:07:52,28.668,N,85.416,W
6/25/2012,13:09:51,28.673,N,85.416,W
6/25/2012,13:11:51,28.678,N,85.416,W
6/25/2012,13:13:51,28.683,N,85.416,W
6/25/2012,13:15:52,28.687,N,85.416,W
6/25/2012,13:17:52,28.692,N,85.416,W
6/25/2012,13:19:52,28.697,N,85.416,W
6/25/2012,13:21:52,28.702,N,85.416,W
6/25/2012,13:23:51,28.707,N,85.417,W
6/25/2012,13:25:51,28.711,N,85.417,W
6/25/2012,13:27:51,28.716,N,85.417,W
6/25/2012,13:29:51,28.721,N,85.417,W
6/25/2012,13:31:52,28.726,N,85.417,W
6/25/2012,13:33:52,28.73,N,85.417,W
6/25/2012,13:35:52,28.735,N,85.418,W
6/25/2012,13:37:52,28.74,N,85.418,W
6/25/2012,13:39:51,28.745,N,85.418,W
6/25/2012,13:41:51,28.749,N,85.418,W
6/25/2012,13:43:51,28.754,N,85.418,W
6/25/2012,13:45:52,28.759,N,85.419,W
6/25/2012,13:47:52,28.763,N,85.419,W
6/25/2012,13:49:52,28.768,N,85.419,W
6/25/2012,13:51:52,28.773,N,85.42,W
6/25/2012,13:53:51,28.777,N,85.42,W
6/25/2012,13:55:51,28.782,N,85.42,W
6/25/2012,13:57:51,28.786,N,85.421,W
6/25/2012,13:59:51,28.791,N,85.421,W
6/25/2012,14:01:52,28.795,N,85.421,W
6/25/2012,14:03:52,28.8,N,85.421,W
6/25/2012,14:05:52,28.804,N,85.422,W
6/25/2012,14:07:52,28.808,N,85.422,W
6/25/2012,14:09:51,28.813,N,85.423,W
6/25/2012,14:11:51,28.817,N,85.423,W
6/25/2012,14:13:51,28.822,N,85.423,W
6/25/2012,14:15:52,28.826,N,85.424,W
6/25/2012,14:17:52,28.83,N,85.424,W
6/25/2012,14:19:52,28.834,N,85.425,W
6/25/2012,14:21:52,28.839,N,85.425,W
6/25/2012,14:23:51,28.843,N,85.425,W
6/25/2012,14:25:51,28.847,N,85.426,W
6/25/2012,14:27:51,28.851,N,85.426,W
6/25/2012,14:29:51,28.855,N,85.427,W
6/25/2012,14:31:52,28.86,N,85.427,W
6/25/2012,14:33:52,28.864,N,85.428,W
6/25/2012,14:35:52,28.868,N,85.428,W
6/25/2012,14:37:52,28.872,N,85.429,W
6/25/2012,14:39:51,28.876,N,85.429,W
6/25/2012,14:41:51,28.88,N,85.429,W
6/25/2012,14:43:51,28.884,N,85.43,W
6/25/2012,14:45:52,28.888,N,85.43,W
6/25/2012,14:47:52,28.892,N,85.431,W
6/25/2012,14:49:52,28.896,N,85.431,W
6/25/2012,14:51:52,28.9,N,85.432,W
6/25/2012,14:53:51,28.904,N,85.432,W
6/25/2012,14:55:51,28.908,N,85.433,W
6/25/2012,14:57:51,28.912,N,85.434,W
6/25/2012,14:59:51,28.916,N,85.434,W
6/25/2012,15:01:52,28.92,N,85.435,W
6/25/2012,15:03:52,28.923,N,85.435,W
6/25/2012,15:05:52,28.927,N,85.436,W
6/25/2012,15:07:52,28.931,N,85.436,W
6/25/2012,15:09:51,28.935,N,85.437,W
6/25/2012,15:11:51,28.939,N,85.437,W
6/25/2012,15:13:51,28.942,N,85.438,W
6/25/2012,15:15:52,28.946,N,85.439,W
6/25/2012,15:17:52,28.95,N,85.439,W
6/25/2012,15:19:52,28.954,N,85.44,W
6/25/2012,15:21:52,28.957,N,85.44,W
6/25/2012,15:23:51,28.961,N,85.441,W
6/25/2012,15:25:51,28.965,N,85.442,W
6/25/2012,15:27:51,28.969,N,85.442,W
6/25/2012,15:29:51,28.972,N,85.443,W
6/25/2012,15:31:52,28.976,N,85.443,W
6/25/2012,15:33:52,28.98,N,85.444,W
6/25/2012,15:35:52,28.983,N,85.445,W
6/25/2012,15:37:52,28.987,N,85.445,W
6/25/2012,15:39:51,28.99,N,85.446,W
6/25/2012,15:41:51,28.994,N,85.447,W
6/25/2012,15:43:51,28.998,N,85.447,W
6/25/2012,15:45:52,29.001,N,85.448,W
6/25/2012,15:46:19,29.002,N,85.448,W
6/25/2012,15:48:20,29.008,N,85.448,W
6/25/2012,15:50:20,29.014,N,85.448,W
6/25/2012,15:52:20,29.019,N,85.449,W
6/25/2012,15:54:20,29.025,N,85.449,W
6/25/2012,15:56:19,29.03,N,85.449,W
6/25/2012,15:58:19,29.036,N,85.45,W
6/25/2012,16:00:19,29.041,N,85.45,W
6/25/2012,16:02:19,29.046,N,85.45,W
6/25/2012,16:04:19,29.051,N,85.451,W
6/25/2012,16:06:19,29.056,N,85.451,W
6/25/2012,16:08:19,29.061,N,85.452,W
6/25/2012,16:10:20,29.065,N,85.452,W
6/25/2012,16:12:20,29.07,N,85.452,W
6/25/2012,16:14:20,29.074,N,85.453,W
6/25/2012,16:16:20,29.079,N,85.454,W
6/25/2012,16:18:20,29.083,N,85.454,W
6/25/2012,16:20:20,29.087,N,85.455,W
6/25/2012,16:22:20,29.091,N,85.455,W
6/25/2012,16:24:20,29.094,N,85.456,W
6/25/2012,16:26:19,29.098,N,85.457,W
6/25/2012,16:28:19,29.101,N,85.457,W
6/25/2012,16:30:19,29.104,N,85.458,W
6/25/2012,16:32:19,29.107,N,85.459,W
6/25/2012,16:34:19,29.11,N,85.46,W
6/25/2012,16:36:19,29.113,N,85.461,W
6/25/2012,16:38:19,29.116,N,85.461,W
6/25/2012,16:40:20,29.118,N,85.462,W
6/25/2012,16:42:20,29.12,N,85.463,W
6/25/2012,16:44:20,29.122,N,85.464,W
6/25/2012,16:46:20,29.124,N,85.465,W
6/25/2012,16:48:20,29.126,N,85.466,W
6/25/2012,16:50:20,29.128,N,85.467,W
6/25/2012,16:52:20,29.129,N,85.468,W
6/25/2012,16:54:20,29.131,N,85.469,W
6/25/2012,16:56:19,29.132,N,85.47,W
6/25/2012,16:58:19,29.133,N,85.472,W
6/25/2012,17:00:19,29.134,N,85.473,W
6/25/2012,17:02:19,29.135,N,85.474,W
6/25/2012,17:04:14,29.136,N,85.475,W
6/25/2012,17:06:14,29.138,N,85.476,W
6/25/2012,17:08:14,29.14,N,85.477,W
6/25/2012,17:10:14,29.142,N,85.478,W
6/25/2012,17:12:15,29.144,N,85.479,W
6/25/2012,17:14:15,29.145,N,85.48,W
6/25/2012,17:16:15,29.147,N,85.481,W
6/25/2012,17:18:15,29.149,N,85.482,W
6/25/2012,17:20:15,29.15,N,85.483,W
6/25/2012,17:22:15,29.151,N,85.484,W
6/25/2012,17:24:15,29.152,N,85.485,W
6/25/2012,17:26:15,29.153,N,85.487,W
6/25/2012,17:28:14,29.154,N,85.488,W
6/25/2012,17:30:14,29.155,N,85.489,W
6/25/2012,17:32:14,29.155,N,85.49,W
6/25/2012,17:34:14,29.156,N,85.491,W
6/25/2012,17:36:14,29.156,N,85.493,W
6/25/2012,17:38:14,29.156,N,85.494,W
6/25/2012,17:40:14,29.156,N,85.495,W
6/25/2012,17:42:15,29.156,N,85.497,W
6/25/2012,17:44:15,29.156,N,85.498,W
6/25/2012,17:46:15,29.156,N,85.5,W
6/25/2012,17:48:15,29.155,N,85.501,W
6/25/2012,17:50:15,29.154,N,85.502,W
6/25/2012,17:52:15,29.153,N,85.504,W
6/25/2012,17:54:15,29.152,N,85.506,W
6/25/2012,17:56:15,29.151,N,85.507,W
6/25/2012,17:58:14,29.15,N,85.509,W
6/25/2012,18:00:14,29.148,N,85.51,W
6/25/2012,18:02:14,29.147,N,85.512,W
6/25/2012,18:04:14,29.145,N,85.514,W
6/25/2012,18:06:14,29.143,N,85.515,W
6/25/2012,18:08:14,29.14,N,85.517,W
6/25/2012,18:10:14,29.138,N,85.519,W
6/25/2012,18:12:15,29.136,N,85.521,W
6/25/2012,18:14:15,29.133,N,85.523,W
6/25/2012,18:16:15,29.13,N,85.525,W
6/25/2012,18:18:15,29.127,N,85.527,W
6/25/2012,18:20:15,29.123,N,85.529,W
6/25/2012,18:22:15,29.12,N,85.531,W
6/25/2012,18:24:15,29.116,N,85.533,W
6/25/2012,18:26:15,29.112,N,85.535,W
6/25/2012,18:28:14,29.108,N,85.537,W
6/25/2012,18:30:14,29.104,N,85.539,W
6/25/2012,18:32:14,29.099,N,85.541,W
6/25/2012,18:34:14,29.094,N,85.543,W
6/25/2012,18:36:14,29.09,N,85.546,W
6/25/2012,18:38:14,29.085,N,85.548,W
6/25/2012,18:39:59,29.08,N,85.55,W
6/25/2012,18:41:59,29.079,N,85.551,W
6/25/2012,18:43:59,29.078,N,85.552,W
6/25/2012,18:46:00,29.077,N,85.553,W
6/25/2012,18:48:00,29.077,N,85.554,W
6/25/2012,18:50:00,29.076,N,85.555,W
6/25/2012,18:52:00,29.075,N,85.555,W
6/25/2012,18:54:00,29.074,N,85.556,W
6/25/2012,18:56:00,29.073,N,85.557,W
6/25/2012,18:58:00,29.073,N,85.557,W
6/25/2012,19:00:00,29.072,N,85.558,W
6/25/2012,19:01:59,29.071,N,85.559,W
6/25/2012,19:03:59,29.071,N,85.559,W
6/25/2012,19:05:59,29.07,N,85.56,W
6/25/2012,19:07:59,29.069,N,85.56,W
6/25/2012,19:09:59,29.069,N,85.561,W
6/25/2012,19:11:59,29.068,N,85.561,W
6/25/2012,19:13:59,29.068,N,85.561,W
6/25/2012,19:16:00,29.067,N,85.561,W
6/25/2012,19:18:00,29.067,N,85.562,W
6/25/2012,19:20:00,29.066,N,85.562,W
6/25/2012,19:22:00,29.066,N,85.562,W
6/25/2012,19:24:00,29.065,N,85.562,W
6/25/2012,19:26:00,29.065,N,85.562,W
6/25/2012,19:28:00,29.064,N,85.562,W
6/25/2012,19:30:00,29.064,N,85.562,W
6/25/2012,19:31:59,29.064,N,85.562,W
6/25/2012,19:33:59,29.063,N,85.562,W
6/25/2012,19:35:59,29.063,N,85.561,W
6/25/2012,19:37:59,29.063,N,85.561,W
6/25/2012,19:39:59,29.063,N,85.561,W
6/25/2012,19:41:59,29.062,N,85.56,W
6/25/2012,19:43:59,29.062,N,85.56,W
6/25/2012,19:46:00,29.062,N,85.559,W
6/25/2012,19:48:00,29.062,N,85.558,W
6/25/2012,19:50:00,29.062,N,85.558,W
6/25/2012,19:52:00,29.062,N,85.557,W
6/25/2012,19:54:00,29.062,N,85.556,W
6/25/2012,19:56:00,29.062,N,85.555,W
6/25/2012,19:58:00,29.062,N,85.554,W
6/25/2012,20:00:00,29.062,N,85.553,W
6/25/2012,20:01:59,29.062,N,85.552,W
6/25/2012,20:03:59,29.062,N,85.551,W
6/25/2012,20:05:59,29.062,N,85.55,W
6/25/2012,20:07:59,29.063,N,85.549,W
6/25/2012,20:09:59,29.063,N,85.548,W
6/25/2012,20:11:59,29.063,N,85.546,W
6/25/2012,20:13:59,29.063,N,85.545,W
6/25/2012,20:16:00,29.064,N,85.543,W
6/25/2012,20:18:00,29.064,N,85.542,W
6/25/2012,20:20:00,29.064,N,85.54,W
6/25/2012,20:22:00,29.065,N,85.538,W
6/25/2012,20:24:00,29.065,N,85.536,W
6/25/2012,20:26:00,29.066,N,85.534,W
6/25/2012,20:28:00,29.066,N,85.532,W
6/25/2012,20:30:00,29.067,N,85.53,W
6/25/2012,20:31:59,29.068,N,85.528,W
6/25/2012,20:33:59,29.068,N,85.526,W
6/25/2012,20:35:59,29.069,N,85.524,W
6/25/2012,20:37:59,29.07,N,85.522,W
6/25/2012,20:39:59,29.07,N,85.519,W
6/25/2012,20:41:59,29.071,N,85.517,W
6/25/2012,20:43:59,29.072,N,85.514,W
6/25/2012,20:46:00,29.072,N,85.512,W
6/25/2012,20:48:00,29.073,N,85.509,W
6/25/2012,20:50:00,29.074,N,85.507,W
6/25/2012,20:52:00,29.075,N,85.504,W
6/25/2012,20:54:00,29.076,N,85.501,W
6/25/2012,20:56:00,29.077,N,85.499,W
6/25/2012,20:58:00,29.077,N,85.496,W
6/25/2012,21:00:00,29.078,N,85.493,W
6/25/2012,21:01:59,29.079,N,85.49,W
6/25/2012,21:03:59,29.08,N,85.487,W
6/25/2012,21:05:59,29.081,N,85.484,W
6/25/2012,21:07:59,29.082,N,85.481,W
6/25/2012,21:09:59,29.083,N,85.478,W
6/25/2012,21:11:59,29.084,N,85.474,W
6/25/2012,21:13:59,29.085,N,85.471,W
6/25/2012,21:16:00,29.086,N,85.468,W
6/25/2012,21:18:00,29.087,N,85.465,W
6/25/2012,21:20:00,29.087,N,85.461,W
6/25/2012,21:22:00,29.088,N,85.458,W
6/25/2012,21:24:00,29.089,N,85.454,W
6/25/2012,21:26:00,29.09,N,85.451,W
6/25/2012,21:28:00,29.091,N,85.447,W
6/25/2012,21:30:00,29.092,N,85.444,W
6/25/2012,21:31:59,29.093,N,85.44,W
6/25/2012,21:33:59,29.094,N,85.437,W
6/25/2012,21:35:59,29.095,N,85.433,W
6/25/2012,21:37:59,29.096,N,85.429,W
6/25/2012,21:39:59,29.097,N,85.426,W
6/25/2012,21:41:59,29.098,N,85.422,W
6/25/2012,21:43:59,29.099,N,85.418,W
6/25/2012,21:46:00,29.1,N,85.414,W
6/25/2012,21:48:00,29.1,N,85.41,W
6/25/2012,21:50:00,29.101,N,85.407,W
6/25/2012,21:52:00,29.102,N,85.403,W
6/25/2012,21:54:00,29.103,N,85.399,W
6/25/2012,21:56:00,29.104,N,85.395,W
6/25/2012,21:58:00,29.105,N,85.391,W
6/25/2012,22:00:00,29.105,N,85.387,W
6/25/2012,22:01:59,29.106,N,85.383,W
6/25/2012,22:03:59,29.107,N,85.379,W
6/25/2012,22:05:59,29.108,N,85.375,W
6/25/2012,22:07:59,29.108,N,85.371,W
6/25/2012,22:09:59,29.109,N,85.367,W
6/25/2012,22:11:59,29.11,N,85.363,W
6/25/2012,22:13:59,29.11,N,85.359,W
6/25/2012,22:16:00,29.111,N,85.355,W
6/25/2012,22:18:00,29.111,N,85.35,W
6/25/2012,22:20:00,29.112,N,85.346,W
6/25/2012,22:22:00,29.112,N,85.342,W
6/25/2012,22:24:00,29.113,N,85.338,W
6/25/2012,22:26:00,29.113,N,85.334,W
6/25/2012,22:28:00,29.114,N,85.33,W
6/25/2012,22:30:00,29.114,N,85.326,W
6/25/2012,22:31:59,29.115,N,85.321,W
6/25/2012,22:33:59,29.115,N,85.317,W
6/25/2012,22:35:59,29.115,N,85.313,W
6/25/2012,22:37:59,29.115,N,85.309,W
6/25/2012,22:39:59,29.115,N,85.305,W
6/25/2012,22:41:59,29.116,N,85.301,W
6/25/2012,22:43:59,29.116,N,85.296,W
6/25/2012,22:46:00,29.116,N,85.292,W
6/25/2012,22:48:00,29.116,N,85.288,W
6/25/2012,22:50:00,29.116,N,85.284,W
6/25/2012,22:52:00,29.116,N,85.28,W
6/25/2012,22:54:00,29.116,N,85.276,W
6/25/2012,22:56:00,29.115,N,85.271,W
6/25/2012,22:58:00,29.115,N,85.267,W
6/25/2012,23:00:00,29.115,N,85.263,W
6/25/2012,23:01:59,29.115,N,85.259,W
6/25/2012,23:03:59,29.114,N,85.255,W
6/25/2012,23:05:59,29.114,N,85.251,W
6/25/2012,23:07:59,29.113,N,85.247,W
6/25/2012,23:09:59,29.113,N,85.243,W
6/25/2012,23:11:59,29.112,N,85.239,W
6/25/2012,23:13:59,29.112,N,85.235,W
6/25/2012,23:16:00,29.111,N,85.231,W
6/25/2012,23:18:00,29.11,N,85.227,W
6/25/2012,23:20:00,29.109,N,85.223,W
6/25/2012,23:22:00,29.108,N,85.219,W
6/25/2012,23:24:00,29.107,N,85.215,W
6/25/2012,23:26:00,29.106,N,85.211,W
6/25/2012,23:28:00,29.105,N,85.207,W
6/25/2012,23:30:00,29.104,N,85.203,W
6/25/2012,23:31:59,29.103,N,85.199,W
6/25/2012,23:33:59,29.102,N,85.195,W
6/25/2012,23:35:59,29.1,N,85.192,W
6/25/2012,23:37:59,29.099,N,85.188,W
6/25/2012,23:39:59,29.097,N,85.184,W
6/25/2012,23:41:59,29.096,N,85.18,W
6/25/2012,23:43:59,29.094,N,85.177,W
6/25/2012,23:44:18,29.094,N,85.176,W
6/25/2012,23:46:18,29.083,N,85.171,W
6/25/2012,23:48:18,29.073,N,85.167,W
6/25/2012,23:50:18,29.063,N,85.162,W
6/25/2012,23:52:19,29.052,N,85.158,W
6/25/2012,23:54:19,29.042,N,85.153,W
6/25/2012,23:56:19,29.032,N,85.149,W
6/25/2012,23:58:19,29.022,N,85.144,W
6/26/2012,0:00:19,29.012,N,85.14,W
6/26/2012,0:02:19,29.002,N,85.135,W
6/26/2012,0:04:19,28.992,N,85.131,W
