Track,for,Rina,2011,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/27/2011,21:34:11,19.767,N,87.212,W,3
10/27/2011,21:36:11,19.768,N,87.212,W,3
10/27/2011,21:38:11,19.769,N,87.213,W,3
10/27/2011,21:40:11,19.77,N,87.213,W,3
10/27/2011,21:42:11,19.771,N,87.213,W,3
10/27/2011,21:44:11,19.772,N,87.213,W,3
10/27/2011,21:46:11,19.774,N,87.213,W,3
10/27/2011,21:48:12,19.775,N,87.213,W,3
10/27/2011,21:50:12,19.776,N,87.214,W,3
10/27/2011,21:52:12,19.778,N,87.214,W,3
10/27/2011,21:54:12,19.78,N,87.214,W,3
10/27/2011,21:56:12,19.782,N,87.214,W,3
10/27/2011,21:58:12,19.783,N,87.214,W,3
10/27/2011,22:00:12,19.785,N,87.214,W,3
10/27/2011,22:02:12,19.788,N,87.213,W,3
10/27/2011,22:04:11,19.79,N,87.213,W,3
10/27/2011,22:06:11,19.792,N,87.213,W,3
10/27/2011,22:08:11,19.795,N,87.213,W,3
10/27/2011,22:10:11,19.798,N,87.213,W,3
10/27/2011,22:12:11,19.801,N,87.213,W,3
10/27/2011,22:14:11,19.804,N,87.212,W,3
10/27/2011,22:16:11,19.807,N,87.212,W,3
10/27/2011,22:18:12,19.81,N,87.212,W,3
10/27/2011,22:20:12,19.814,N,87.212,W,3
10/27/2011,22:22:12,19.818,N,87.211,W,3
10/27/2011,22:24:12,19.822,N,87.211,W,3
10/27/2011,22:26:12,19.826,N,87.211,W,3
10/27/2011,22:28:12,19.831,N,87.21,W,3
10/27/2011,22:30:12,19.835,N,87.21,W,3
10/27/2011,22:32:12,19.84,N,87.209,W,3
10/27/2011,22:34:11,19.845,N,87.209,W,3
10/27/2011,22:36:11,19.85,N,87.208,W,3
10/27/2011,22:38:11,19.856,N,87.208,W,3
10/27/2011,22:40:11,19.862,N,87.207,W,3
10/27/2011,22:42:11,19.867,N,87.207,W,3
10/27/2011,22:44:11,19.873,N,87.206,W,3
10/27/2011,22:46:11,19.88,N,87.206,W,3
10/27/2011,22:48:12,19.886,N,87.205,W,3
10/27/2011,22:50:12,19.893,N,87.204,W,3
10/27/2011,22:52:12,19.899,N,87.204,W,3
10/27/2011,22:54:12,19.906,N,87.203,W,3
10/27/2011,22:56:12,19.913,N,87.202,W,3
10/27/2011,22:58:12,19.92,N,87.202,W,3
10/27/2011,23:00:12,19.928,N,87.201,W,3
10/27/2011,23:02:12,19.935,N,87.2,W,3
10/27/2011,23:04:11,19.943,N,87.199,W,3
10/27/2011,23:06:11,19.951,N,87.199,W,3
10/27/2011,23:08:11,19.959,N,87.198,W,3
10/27/2011,23:10:11,19.967,N,87.197,W,3
10/27/2011,23:12:11,19.975,N,87.196,W,3
10/27/2011,23:14:11,19.983,N,87.195,W,3
10/27/2011,23:16:11,19.992,N,87.195,W,3
10/27/2011,23:18:12,20,N,87.194,W,3
10/27/2011,23:20:12,20.009,N,87.193,W,3
10/27/2011,23:22:12,20.018,N,87.192,W,3
10/27/2011,23:24:12,20.027,N,87.191,W,3
10/27/2011,23:26:12,20.036,N,87.19,W,3
10/27/2011,23:28:12,20.045,N,87.189,W,3
10/27/2011,23:30:12,20.054,N,87.188,W,3
10/27/2011,23:32:12,20.063,N,87.188,W,3
10/27/2011,23:34:11,20.073,N,87.187,W,3
10/27/2011,23:36:11,20.082,N,87.186,W,3
10/27/2011,23:38:11,20.092,N,87.185,W,3
10/27/2011,23:39:44,20.099,N,87.184,W,3
10/27/2011,23:41:44,20.108,N,87.183,W,3
10/27/2011,23:43:44,20.118,N,87.182,W,3
10/27/2011,23:45:44,20.127,N,87.181,W,3
10/27/2011,23:47:44,20.137,N,87.18,W,3
10/27/2011,23:49:45,20.147,N,87.179,W,3
10/27/2011,23:51:45,20.156,N,87.179,W,3
10/27/2011,23:53:45,20.166,N,87.178,W,3
10/27/2011,23:55:45,20.176,N,87.177,W,3
10/27/2011,23:57:45,20.186,N,87.176,W,3
10/27/2011,23:59:45,20.196,N,87.175,W,3
10/28/2011,0:01:45,20.207,N,87.173,W,3
10/28/2011,0:03:45,20.217,N,87.172,W,3
10/28/2011,0:05:44,20.227,N,87.171,W,3
10/28/2011,0:07:44,20.237,N,87.17,W,3
10/28/2011,0:09:44,20.248,N,87.169,W,3
10/28/2011,0:11:44,20.258,N,87.168,W,3
10/28/2011,0:13:34,20.268,N,87.167,W,3
10/28/2011,0:15:34,20.272,N,87.167,W,3
10/28/2011,0:17:34,20.276,N,87.167,W,3
10/28/2011,0:19:34,20.28,N,87.166,W,3
10/28/2011,0:21:35,20.284,N,87.166,W,3
10/28/2011,0:23:35,20.287,N,87.166,W,3
10/28/2011,0:25:35,20.291,N,87.166,W,3
10/28/2011,0:27:35,20.295,N,87.166,W,3
10/28/2011,0:29:35,20.299,N,87.166,W,3
10/28/2011,0:31:35,20.303,N,87.165,W,3
10/28/2011,0:33:35,20.307,N,87.165,W,3
10/28/2011,0:35:35,20.311,N,87.165,W,3
10/28/2011,0:37:34,20.315,N,87.165,W,3
10/28/2011,0:39:34,20.319,N,87.165,W,3
10/28/2011,0:41:34,20.323,N,87.164,W,3
10/28/2011,0:43:34,20.326,N,87.164,W,3
10/28/2011,0:45:34,20.33,N,87.164,W,3
10/28/2011,0:47:34,20.334,N,87.164,W,3
10/28/2011,0:49:34,20.338,N,87.164,W,3
10/28/2011,0:51:35,20.342,N,87.164,W,3
10/28/2011,0:53:35,20.346,N,87.163,W,3
10/28/2011,0:55:35,20.35,N,87.163,W,3
10/28/2011,0:57:35,20.354,N,87.163,W,3
10/28/2011,0:59:35,20.357,N,87.163,W,3
10/28/2011,1:01:35,20.361,N,87.163,W,3
10/28/2011,1:03:35,20.365,N,87.162,W,3
10/28/2011,1:05:35,20.369,N,87.162,W,3
10/28/2011,1:07:34,20.373,N,87.162,W,3
10/28/2011,1:09:34,20.377,N,87.162,W,3
10/28/2011,1:11:34,20.381,N,87.162,W,3
10/28/2011,1:13:34,20.385,N,87.161,W,3
10/28/2011,1:15:34,20.388,N,87.161,W,3
10/28/2011,1:17:34,20.392,N,87.161,W,3
10/28/2011,1:19:34,20.396,N,87.161,W,3
10/28/2011,1:21:35,20.4,N,87.16,W,3
10/28/2011,1:23:35,20.404,N,87.16,W,3
10/28/2011,1:25:35,20.408,N,87.16,W,3
10/28/2011,1:27:35,20.412,N,87.16,W,3
10/28/2011,1:29:35,20.415,N,87.16,W,3
10/28/2011,1:31:35,20.419,N,87.159,W,3
10/28/2011,1:33:35,20.423,N,87.159,W,3
10/28/2011,1:35:35,20.427,N,87.159,W,3
10/28/2011,1:37:34,20.431,N,87.159,W,3
10/28/2011,1:39:34,20.435,N,87.158,W,3
10/28/2011,1:41:34,20.438,N,87.158,W,3
10/28/2011,1:43:34,20.442,N,87.158,W,3
10/28/2011,1:45:34,20.446,N,87.158,W,3
10/28/2011,1:47:34,20.45,N,87.158,W,3
10/28/2011,1:49:34,20.454,N,87.157,W,3
10/28/2011,1:51:35,20.458,N,87.157,W,3
10/28/2011,1:53:35,20.461,N,87.157,W,3
10/28/2011,1:55:35,20.465,N,87.157,W,3
10/28/2011,1:57:35,20.469,N,87.156,W,3
10/28/2011,1:59:35,20.473,N,87.156,W,3
10/28/2011,2:01:35,20.477,N,87.156,W,3
10/28/2011,2:03:35,20.481,N,87.156,W,3
10/28/2011,2:05:35,20.484,N,87.155,W,3
10/28/2011,2:07:34,20.488,N,87.155,W,3
10/28/2011,2:09:34,20.492,N,87.155,W,3
10/28/2011,2:11:34,20.496,N,87.155,W,3
10/28/2011,2:13:34,20.5,N,87.154,W,3
10/28/2011,2:15:34,20.503,N,87.154,W,3
10/28/2011,2:17:34,20.507,N,87.154,W,3
10/28/2011,2:19:34,20.511,N,87.153,W,3
10/28/2011,2:21:35,20.515,N,87.153,W,3
10/28/2011,2:23:35,20.518,N,87.153,W,3
10/28/2011,2:25:35,20.522,N,87.153,W,3
10/28/2011,2:27:35,20.526,N,87.152,W,3
10/28/2011,2:29:35,20.53,N,87.152,W,3
10/28/2011,2:31:35,20.534,N,87.152,W,3
10/28/2011,2:33:35,20.537,N,87.151,W,3
10/28/2011,2:35:35,20.541,N,87.151,W,3
10/28/2011,2:37:34,20.545,N,87.151,W,3
10/28/2011,2:39:34,20.549,N,87.151,W,3
10/28/2011,2:41:34,20.552,N,87.15,W,3
10/28/2011,2:43:34,20.556,N,87.15,W,3
10/28/2011,2:45:34,20.56,N,87.15,W,3
10/28/2011,2:47:34,20.564,N,87.149,W,3
10/28/2011,2:49:34,20.567,N,87.149,W,3
10/28/2011,2:51:35,20.571,N,87.149,W,3
10/28/2011,2:53:35,20.575,N,87.148,W,3
10/28/2011,2:55:35,20.578,N,87.148,W,3
10/28/2011,2:57:35,20.582,N,87.148,W,3
10/28/2011,2:59:35,20.586,N,87.147,W,3
10/28/2011,3:01:35,20.59,N,87.147,W,3
10/28/2011,3:03:35,20.593,N,87.147,W,3
10/28/2011,3:05:35,20.597,N,87.146,W,3
10/28/2011,3:07:34,20.601,N,87.146,W,3
10/28/2011,3:09:34,20.604,N,87.146,W,3
10/28/2011,3:11:34,20.608,N,87.145,W,3
10/28/2011,3:13:34,20.612,N,87.145,W,3
10/28/2011,3:15:34,20.615,N,87.145,W,3
10/28/2011,3:17:34,20.619,N,87.144,W,3
10/28/2011,3:19:34,20.623,N,87.144,W,3
10/28/2011,3:21:35,20.626,N,87.143,W,3
10/28/2011,3:23:35,20.63,N,87.143,W,3
10/28/2011,3:25:35,20.634,N,87.143,W,3
10/28/2011,3:27:35,20.637,N,87.142,W,3
10/28/2011,3:29:35,20.641,N,87.142,W,3
10/28/2011,3:31:35,20.645,N,87.142,W,3
10/28/2011,3:33:35,20.648,N,87.141,W,3
10/28/2011,3:35:35,20.652,N,87.141,W,3
10/28/2011,3:37:34,20.656,N,87.14,W,3
10/28/2011,3:39:34,20.659,N,87.14,W,3
10/28/2011,3:41:34,20.663,N,87.14,W,3
10/28/2011,3:43:34,20.666,N,87.139,W,3
10/28/2011,3:45:34,20.67,N,87.139,W,3
10/28/2011,3:47:34,20.674,N,87.138,W,3
10/28/2011,3:49:34,20.677,N,87.138,W,3
10/28/2011,3:51:35,20.681,N,87.137,W,3
10/28/2011,3:53:35,20.685,N,87.137,W,3
10/28/2011,3:55:35,20.688,N,87.137,W,3
10/28/2011,3:57:35,20.692,N,87.136,W,3
10/28/2011,3:59:35,20.695,N,87.136,W,3
10/28/2011,4:01:35,20.699,N,87.135,W,3
10/28/2011,4:03:35,20.702,N,87.135,W,3
10/28/2011,4:05:35,20.706,N,87.134,W,3
10/28/2011,4:07:34,20.71,N,87.134,W,3
10/28/2011,4:09:34,20.713,N,87.133,W,3
10/28/2011,4:11:34,20.717,N,87.133,W,3
10/28/2011,4:13:34,20.72,N,87.133,W,3
10/28/2011,4:15:34,20.724,N,87.132,W,3
10/28/2011,4:17:34,20.727,N,87.132,W,3
10/28/2011,4:19:34,20.731,N,87.131,W,3
10/28/2011,4:21:35,20.734,N,87.131,W,3
10/28/2011,4:23:35,20.738,N,87.13,W,3
10/28/2011,4:25:35,20.741,N,87.13,W,3
10/28/2011,4:27:35,20.745,N,87.129,W,3
10/28/2011,4:29:35,20.748,N,87.129,W,3
10/28/2011,4:31:35,20.752,N,87.128,W,3
10/28/2011,4:33:35,20.755,N,87.128,W,3
10/28/2011,4:35:35,20.759,N,87.127,W,3
10/28/2011,4:37:34,20.762,N,87.126,W,3
10/28/2011,4:39:34,20.766,N,87.126,W,3
10/28/2011,4:41:34,20.769,N,87.125,W,3
10/28/2011,4:43:34,20.773,N,87.125,W,3
10/28/2011,4:45:34,20.776,N,87.124,W,3
10/28/2011,4:47:34,20.78,N,87.124,W,3
10/28/2011,4:49:34,20.783,N,87.123,W,3
10/28/2011,4:51:35,20.786,N,87.123,W,3
10/28/2011,4:53:35,20.79,N,87.122,W,3
10/28/2011,4:55:35,20.793,N,87.121,W,3
10/28/2011,4:57:35,20.797,N,87.121,W,3
10/28/2011,4:59:35,20.8,N,87.12,W,3
10/28/2011,5:01:35,20.804,N,87.12,W,3
10/28/2011,5:03:35,20.807,N,87.119,W,3
10/28/2011,5:05:35,20.81,N,87.118,W,3
10/28/2011,5:07:34,20.814,N,87.118,W,3
10/28/2011,5:09:34,20.817,N,87.117,W,3
10/28/2011,5:11:34,20.82,N,87.117,W,3
10/28/2011,5:13:34,20.824,N,87.116,W,3
10/28/2011,5:15:34,20.827,N,87.115,W,3
10/28/2011,5:17:34,20.831,N,87.115,W,3
10/28/2011,5:19:34,20.834,N,87.114,W,3
10/28/2011,5:21:35,20.837,N,87.113,W,3
10/28/2011,5:23:35,20.841,N,87.113,W,3
10/28/2011,5:25:35,20.844,N,87.112,W,3
10/28/2011,5:27:35,20.847,N,87.112,W,3
10/28/2011,5:29:35,20.85,N,87.111,W,3
10/28/2011,5:31:35,20.854,N,87.11,W,3
10/28/2011,5:33:35,20.857,N,87.11,W,3
10/28/2011,5:35:35,20.86,N,87.109,W,3
10/28/2011,5:37:34,20.864,N,87.108,W,3
10/28/2011,5:39:34,20.867,N,87.107,W,3
10/28/2011,5:41:34,20.87,N,87.107,W,3
10/28/2011,5:43:34,20.873,N,87.106,W,3
10/28/2011,5:45:34,20.877,N,87.105,W,3
10/28/2011,5:47:34,20.88,N,87.105,W,3
10/28/2011,5:49:34,20.883,N,87.104,W,3
10/28/2011,5:51:35,20.886,N,87.103,W,3
10/28/2011,5:53:35,20.89,N,87.102,W,3
10/28/2011,5:55:35,20.893,N,87.102,W,3
10/28/2011,5:57:35,20.896,N,87.101,W,3
10/28/2011,5:59:35,20.899,N,87.1,W,3
10/28/2011,6:01:35,20.903,N,87.099,W,3
10/28/2011,6:03:35,20.906,N,87.099,W,3
10/28/2011,6:05:35,20.909,N,87.098,W,3
10/28/2011,6:07:34,20.912,N,87.097,W,3
10/28/2011,6:09:34,20.915,N,87.096,W,3
10/28/2011,6:11:34,20.918,N,87.096,W,3
10/28/2011,6:13:34,20.922,N,87.095,W,3
10/28/2011,6:15:34,20.925,N,87.094,W,3
10/28/2011,6:17:34,20.928,N,87.093,W,3
10/28/2011,6:19:34,20.931,N,87.092,W,3
10/28/2011,6:21:35,20.934,N,87.091,W,3
10/28/2011,6:23:35,20.937,N,87.091,W,3
10/28/2011,6:25:35,20.94,N,87.09,W,3
10/28/2011,6:27:35,20.943,N,87.089,W,3
10/28/2011,6:29:35,20.947,N,87.088,W,3
10/28/2011,6:31:35,20.95,N,87.087,W,3
10/28/2011,6:33:35,20.953,N,87.086,W,3
10/28/2011,6:35:35,20.956,N,87.086,W,3
10/28/2011,6:37:34,20.959,N,87.085,W,3
10/28/2011,6:39:34,20.962,N,87.084,W,3
10/28/2011,6:41:34,20.965,N,87.083,W,3
10/28/2011,6:43:34,20.968,N,87.082,W,3
10/28/2011,6:45:34,20.971,N,87.081,W,3
10/28/2011,6:47:34,20.974,N,87.08,W,3
10/28/2011,6:49:34,20.977,N,87.079,W,3
10/28/2011,6:51:35,20.98,N,87.079,W,3
10/28/2011,6:53:35,20.983,N,87.078,W,3
10/28/2011,6:55:35,20.986,N,87.077,W,3
10/28/2011,6:57:35,20.989,N,87.076,W,3
10/28/2011,6:59:35,20.992,N,87.075,W,3
10/28/2011,7:01:35,20.995,N,87.074,W,3
10/28/2011,7:03:35,20.998,N,87.073,W,3
10/28/2011,7:05:35,21.001,N,87.072,W,3
10/28/2011,7:07:34,21.004,N,87.071,W,3
10/28/2011,7:09:34,21.007,N,87.07,W,3
10/28/2011,7:11:34,21.01,N,87.069,W,3
10/28/2011,7:13:34,21.013,N,87.068,W,3
10/28/2011,7:15:34,21.016,N,87.067,W,3
10/28/2011,7:17:34,21.019,N,87.066,W,3
10/28/2011,7:19:34,21.022,N,87.065,W,3
10/28/2011,7:21:35,21.025,N,87.065,W,3
10/28/2011,7:23:35,21.028,N,87.064,W,3
10/28/2011,7:25:35,21.031,N,87.063,W,3
10/28/2011,7:27:35,21.034,N,87.062,W,3
10/28/2011,7:29:35,21.037,N,87.061,W,3
10/28/2011,7:31:35,21.04,N,87.06,W,3
10/28/2011,7:33:35,21.043,N,87.059,W,3
10/28/2011,7:35:35,21.046,N,87.058,W,3
10/28/2011,7:37:34,21.049,N,87.057,W,3
10/28/2011,7:39:34,21.051,N,87.056,W,3
10/28/2011,7:41:34,21.054,N,87.055,W,3
10/28/2011,7:43:34,21.057,N,87.054,W,3
10/28/2011,7:45:34,21.06,N,87.053,W,3
10/28/2011,7:47:34,21.063,N,87.052,W,3
10/28/2011,7:49:34,21.066,N,87.05,W,3
10/28/2011,7:51:35,21.069,N,87.049,W,3
10/28/2011,7:53:35,21.072,N,87.048,W,3
10/28/2011,7:55:35,21.074,N,87.047,W,3
10/28/2011,7:57:35,21.077,N,87.046,W,3
10/28/2011,7:59:35,21.08,N,87.045,W,3
10/28/2011,8:01:34,21.083,N,87.044,W,3
10/28/2011,8:03:35,21.086,N,87.043,W,3
10/28/2011,8:05:34,21.089,N,87.042,W,3
10/28/2011,8:07:34,21.092,N,87.041,W,3
10/28/2011,8:09:35,21.094,N,87.04,W,3
10/28/2011,8:11:34,21.097,N,87.039,W,3
10/28/2011,8:13:35,21.1,N,87.038,W,3
10/28/2011,8:15:34,21.103,N,87.037,W,3
10/28/2011,8:17:35,21.106,N,87.036,W,3
10/28/2011,8:19:34,21.108,N,87.035,W,3
10/28/2011,8:21:35,21.111,N,87.033,W,3
10/28/2011,8:23:34,21.114,N,87.032,W,3
10/28/2011,8:25:35,21.117,N,87.031,W,3
10/28/2011,8:27:34,21.12,N,87.03,W,3
10/28/2011,8:29:35,21.122,N,87.029,W,3
10/28/2011,8:31:34,21.125,N,87.028,W,3
10/28/2011,8:33:35,21.128,N,87.027,W,3
10/28/2011,8:35:34,21.131,N,87.026,W,3
10/28/2011,8:37:34,21.134,N,87.025,W,3
10/28/2011,8:39:35,21.136,N,87.023,W,3
10/28/2011,8:41:34,21.139,N,87.022,W,3
10/28/2011,8:43:35,21.142,N,87.021,W,3
10/28/2011,8:45:34,21.145,N,87.02,W,3
10/28/2011,8:47:35,21.147,N,87.019,W,3
10/28/2011,8:49:34,21.15,N,87.018,W,3
10/28/2011,8:51:35,21.153,N,87.017,W,3
10/28/2011,8:53:34,21.156,N,87.016,W,3
10/28/2011,8:55:35,21.158,N,87.014,W,3
10/28/2011,8:57:34,21.161,N,87.013,W,3
10/28/2011,8:59:35,21.164,N,87.012,W,3
10/28/2011,9:01:34,21.166,N,87.011,W,3
10/28/2011,9:03:35,21.169,N,87.01,W,3
10/28/2011,9:05:34,21.172,N,87.009,W,3
10/28/2011,9:07:34,21.175,N,87.007,W,3
10/28/2011,9:09:35,21.177,N,87.006,W,3
10/28/2011,9:11:34,21.18,N,87.005,W,3
10/28/2011,9:13:35,21.183,N,87.004,W,3
10/28/2011,9:15:34,21.185,N,87.003,W,3
10/28/2011,9:17:35,21.188,N,87.002,W,3
10/28/2011,9:19:34,21.191,N,87,W,3
10/28/2011,9:21:35,21.193,N,86.999,W,3
10/28/2011,9:23:34,21.196,N,86.998,W,3
10/28/2011,9:25:35,21.199,N,86.997,W,3
10/28/2011,9:27:34,21.202,N,86.996,W,3
10/28/2011,9:29:35,21.204,N,86.994,W,3
10/28/2011,9:31:34,21.207,N,86.993,W,3
10/28/2011,9:33:35,21.21,N,86.992,W,3
10/28/2011,9:35:34,21.212,N,86.991,W,3
10/28/2011,9:37:34,21.215,N,86.99,W,3
10/28/2011,9:39:35,21.218,N,86.988,W,3
10/28/2011,9:41:34,21.22,N,86.987,W,3
10/28/2011,9:43:35,21.223,N,86.986,W,3
10/28/2011,9:45:34,21.226,N,86.985,W,3
10/28/2011,9:47:35,21.228,N,86.984,W,3
10/28/2011,9:49:34,21.231,N,86.982,W,3
10/28/2011,9:51:35,21.233,N,86.981,W,3
10/28/2011,9:53:34,21.236,N,86.98,W,3
10/28/2011,9:55:35,21.239,N,86.979,W,3
10/28/2011,9:57:34,21.241,N,86.978,W,3
10/28/2011,9:59:35,21.244,N,86.976,W,3
10/28/2011,10:01:34,21.247,N,86.975,W,3
10/28/2011,10:03:35,21.249,N,86.974,W,3
10/28/2011,10:05:34,21.252,N,86.973,W,3
10/28/2011,10:07:34,21.255,N,86.971,W,3
10/28/2011,10:09:35,21.257,N,86.97,W,3
10/28/2011,10:11:34,21.26,N,86.969,W,3
10/28/2011,10:13:35,21.262,N,86.968,W,3
10/28/2011,10:15:34,21.265,N,86.966,W,3
10/28/2011,10:17:35,21.268,N,86.965,W,3
10/28/2011,10:19:34,21.27,N,86.964,W,3
10/28/2011,10:21:35,21.273,N,86.963,W,3
10/28/2011,10:23:34,21.276,N,86.961,W,3
10/28/2011,10:25:35,21.278,N,86.96,W,3
10/28/2011,10:27:34,21.281,N,86.959,W,3
10/28/2011,10:29:35,21.283,N,86.958,W,3
10/28/2011,10:31:34,21.286,N,86.956,W,3
10/28/2011,10:33:35,21.289,N,86.955,W,3
10/28/2011,10:35:34,21.291,N,86.954,W,3
10/28/2011,10:37:34,21.294,N,86.953,W,3
10/28/2011,10:39:35,21.296,N,86.951,W,3
10/28/2011,10:41:34,21.299,N,86.95,W,3
10/28/2011,10:43:35,21.302,N,86.949,W,3
10/28/2011,10:45:34,21.304,N,86.948,W,3
10/28/2011,10:47:35,21.307,N,86.946,W,3
10/28/2011,10:49:34,21.309,N,86.945,W,3
10/28/2011,10:51:35,21.312,N,86.944,W,3
10/28/2011,10:53:34,21.315,N,86.943,W,3
10/28/2011,10:55:35,21.317,N,86.941,W,3
10/28/2011,10:57:34,21.32,N,86.94,W,3
10/28/2011,10:59:35,21.322,N,86.939,W,3
10/28/2011,11:01:34,21.325,N,86.937,W,3
10/28/2011,11:03:35,21.327,N,86.936,W,3
10/28/2011,11:05:34,21.33,N,86.935,W,3
10/28/2011,11:07:34,21.333,N,86.934,W,3
10/28/2011,11:09:35,21.335,N,86.932,W,3
10/28/2011,11:11:34,21.338,N,86.931,W,3
10/28/2011,11:13:35,21.34,N,86.93,W,3
10/28/2011,11:15:34,21.343,N,86.929,W,3
10/28/2011,11:17:35,21.346,N,86.927,W,3
10/28/2011,11:19:34,21.348,N,86.926,W,3
10/28/2011,11:21:35,21.351,N,86.925,W,3
10/28/2011,11:23:34,21.353,N,86.923,W,3
10/28/2011,11:25:35,21.356,N,86.922,W,3
10/28/2011,11:27:34,21.358,N,86.921,W,3
10/28/2011,11:29:35,21.361,N,86.92,W,3
10/28/2011,11:31:34,21.364,N,86.918,W,3
10/28/2011,11:33:35,21.366,N,86.917,W,3
10/28/2011,11:35:34,21.369,N,86.916,W,3
10/28/2011,11:37:34,21.371,N,86.914,W,3
10/28/2011,11:39:35,21.374,N,86.913,W,3
10/28/2011,11:41:34,21.376,N,86.912,W,3
10/28/2011,11:43:35,21.379,N,86.911,W,3
10/28/2011,11:45:34,21.381,N,86.909,W,3
10/28/2011,11:47:35,21.384,N,86.908,W,3
10/28/2011,11:49:34,21.387,N,86.907,W,3
10/28/2011,11:51:35,21.389,N,86.905,W,3
10/28/2011,11:53:34,21.392,N,86.904,W,3
10/28/2011,11:55:35,21.394,N,86.903,W,3
10/28/2011,11:57:34,21.397,N,86.902,W,3
10/28/2011,11:59:35,21.399,N,86.9,W,3
10/28/2011,11:57:34,21.397,N,86.902,W,3
10/28/2011,12:00:35,21.399,N,86.9,W,3
