Track,for,TD#14,2002,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/16/2002,3:09:54,20.185,N,81.916,W,-1
10/16/2002,3:11:54,20.189,N,81.912,W,-1
10/16/2002,3:13:54,20.192,N,81.908,W,-1
10/16/2002,3:15:54,20.196,N,81.904,W,-1
10/16/2002,3:17:55,20.2,N,81.9,W,-1
10/16/2002,3:19:55,20.204,N,81.896,W,-1
10/16/2002,3:21:55,20.208,N,81.892,W,-1
10/16/2002,3:23:55,20.212,N,81.889,W,-1
10/16/2002,3:25:55,20.216,N,81.885,W,-1
10/16/2002,3:27:55,20.22,N,81.881,W,-1
10/16/2002,3:29:55,20.223,N,81.877,W,-1
10/16/2002,3:31:54,20.227,N,81.873,W,-1
10/16/2002,3:33:54,20.231,N,81.869,W,-1
10/16/2002,3:35:54,20.235,N,81.865,W,-1
10/16/2002,3:37:54,20.239,N,81.861,W,-1
10/16/2002,3:39:54,20.243,N,81.857,W,-1
10/16/2002,3:41:54,20.247,N,81.854,W,-1
10/16/2002,3:43:54,20.25,N,81.85,W,-1
10/16/2002,3:45:54,20.254,N,81.846,W,-1
10/16/2002,3:47:55,20.258,N,81.842,W,-1
10/16/2002,3:49:55,20.262,N,81.838,W,-1
10/16/2002,3:51:55,20.266,N,81.834,W,-1
10/16/2002,3:53:55,20.269,N,81.83,W,-1
10/16/2002,3:55:55,20.273,N,81.827,W,-1
10/16/2002,3:57:55,20.277,N,81.823,W,-1
10/16/2002,3:59:55,20.281,N,81.819,W,-1
10/16/2002,4:01:54,20.285,N,81.815,W,-1
10/16/2002,4:03:54,20.288,N,81.811,W,-1
10/16/2002,4:05:54,20.292,N,81.807,W,-1
10/16/2002,4:07:54,20.296,N,81.804,W,-1
10/16/2002,4:09:54,20.3,N,81.8,W,-1
10/16/2002,4:11:54,20.304,N,81.796,W,-1
10/16/2002,4:13:54,20.307,N,81.792,W,-1
10/16/2002,4:15:54,20.311,N,81.789,W,-1
10/16/2002,4:17:55,20.315,N,81.785,W,-1
10/16/2002,4:19:55,20.319,N,81.781,W,-1
10/16/2002,4:21:55,20.322,N,81.777,W,-1
10/16/2002,4:23:55,20.326,N,81.773,W,-1
10/16/2002,4:25:55,20.33,N,81.77,W,-1
10/16/2002,4:27:55,20.334,N,81.766,W,-1
10/16/2002,4:29:55,20.337,N,81.762,W,-1
10/16/2002,4:31:54,20.341,N,81.758,W,-1
10/16/2002,4:33:54,20.345,N,81.755,W,-1
10/16/2002,4:35:54,20.348,N,81.751,W,-1
10/16/2002,4:37:54,20.352,N,81.747,W,-1
10/16/2002,4:39:54,20.356,N,81.744,W,-1
10/16/2002,4:41:54,20.36,N,81.74,W,-1
10/16/2002,4:43:54,20.363,N,81.736,W,-1
10/16/2002,4:45:54,20.367,N,81.732,W,-1
10/16/2002,4:47:55,20.371,N,81.729,W,-1
10/16/2002,4:49:55,20.374,N,81.725,W,-1
10/16/2002,4:51:55,20.378,N,81.721,W,-1
10/16/2002,4:53:55,20.382,N,81.718,W,-1
10/16/2002,4:55:55,20.385,N,81.714,W,-1
10/16/2002,4:57:55,20.389,N,81.71,W,-1
10/16/2002,4:59:55,20.393,N,81.707,W,-1
10/16/2002,5:01:54,20.396,N,81.703,W,-1
10/16/2002,5:03:54,20.4,N,81.699,W,-1
10/16/2002,5:05:54,20.404,N,81.696,W,-1
10/16/2002,5:07:54,20.407,N,81.692,W,-1
10/16/2002,5:09:54,20.411,N,81.689,W,-1
10/16/2002,5:11:54,20.414,N,81.685,W,-1
10/16/2002,5:13:54,20.418,N,81.681,W,-1
10/16/2002,5:15:54,20.422,N,81.678,W,-1
10/16/2002,5:17:55,20.425,N,81.674,W,-1
10/16/2002,5:19:55,20.429,N,81.671,W,-1
10/16/2002,5:21:55,20.433,N,81.667,W,-1
10/16/2002,5:23:55,20.436,N,81.663,W,-1
10/16/2002,5:25:55,20.44,N,81.66,W,-1
10/16/2002,5:27:55,20.443,N,81.656,W,-1
10/16/2002,5:29:55,20.447,N,81.653,W,-1
10/16/2002,5:31:54,20.45,N,81.649,W,-1
10/16/2002,5:33:54,20.454,N,81.646,W,-1
10/16/2002,5:35:54,20.458,N,81.642,W,-1
10/16/2002,5:37:54,20.461,N,81.639,W,-1
10/16/2002,5:39:54,20.465,N,81.635,W,-1
10/16/2002,5:41:54,20.468,N,81.632,W,-1
10/16/2002,5:43:54,20.472,N,81.628,W,-1
10/16/2002,5:45:54,20.475,N,81.625,W,-1
10/16/2002,5:47:55,20.479,N,81.621,W,-1
10/16/2002,5:49:55,20.482,N,81.618,W,-1
10/16/2002,5:51:55,20.486,N,81.614,W,-1
10/16/2002,5:53:55,20.489,N,81.611,W,-1
10/16/2002,5:55:55,20.493,N,81.607,W,-1
10/16/2002,5:57:55,20.496,N,81.604,W,-1
10/16/2002,5:59:55,20.5,N,81.6,W,-1
10/16/2002,6:01:54,20.503,N,81.597,W,-1
10/16/2002,6:03:54,20.507,N,81.593,W,-1
10/16/2002,6:05:54,20.51,N,81.59,W,-1
10/16/2002,6:07:54,20.514,N,81.586,W,-1
10/16/2002,6:09:54,20.517,N,81.583,W,-1
10/16/2002,6:11:54,20.521,N,81.58,W,-1
10/16/2002,6:13:54,20.524,N,81.576,W,-1
10/16/2002,6:15:54,20.528,N,81.573,W,-1
10/16/2002,6:17:55,20.531,N,81.569,W,-1
10/16/2002,6:19:55,20.534,N,81.566,W,-1
10/16/2002,6:21:55,20.538,N,81.563,W,-1
10/16/2002,6:23:55,20.541,N,81.559,W,-1
10/16/2002,6:25:55,20.545,N,81.556,W,-1
10/16/2002,6:27:55,20.548,N,81.552,W,-1
10/16/2002,6:29:55,20.552,N,81.549,W,-1
10/16/2002,6:31:54,20.555,N,81.546,W,-1
10/16/2002,6:33:54,20.558,N,81.542,W,-1
10/16/2002,6:35:54,20.562,N,81.539,W,-1
10/16/2002,6:37:54,20.565,N,81.536,W,-1
10/16/2002,6:39:54,20.568,N,81.532,W,-1
10/16/2002,6:41:54,20.572,N,81.529,W,-1
10/16/2002,6:43:54,20.575,N,81.526,W,-1
10/16/2002,6:45:54,20.579,N,81.523,W,-1
10/16/2002,6:47:55,20.582,N,81.519,W,-1
10/16/2002,6:49:55,20.585,N,81.516,W,-1
10/16/2002,6:51:55,20.589,N,81.513,W,-1
10/16/2002,6:53:55,20.592,N,81.509,W,-1
10/16/2002,6:55:55,20.595,N,81.506,W,-1
10/16/2002,6:57:55,20.599,N,81.503,W,-1
10/16/2002,6:59:55,20.602,N,81.5,W,-1
10/16/2002,7:01:54,20.605,N,81.496,W,-1
10/16/2002,7:03:54,20.608,N,81.493,W,-1
10/16/2002,7:05:54,20.612,N,81.49,W,-1
10/16/2002,7:07:54,20.615,N,81.487,W,-1
10/16/2002,7:09:54,20.618,N,81.484,W,-1
10/16/2002,7:11:54,20.622,N,81.48,W,-1
10/16/2002,7:13:54,20.625,N,81.477,W,-1
10/16/2002,7:15:54,20.628,N,81.474,W,-1
10/16/2002,7:17:55,20.631,N,81.471,W,-1
10/16/2002,7:19:55,20.635,N,81.468,W,-1
10/16/2002,7:21:55,20.638,N,81.465,W,-1
10/16/2002,7:23:55,20.641,N,81.461,W,-1
10/16/2002,7:25:55,20.644,N,81.458,W,-1
10/16/2002,7:27:55,20.647,N,81.455,W,-1
10/16/2002,7:29:55,20.651,N,81.452,W,-1
10/16/2002,7:31:54,20.654,N,81.449,W,-1
10/16/2002,7:33:54,20.657,N,81.446,W,-1
10/16/2002,7:35:54,20.66,N,81.443,W,-1
10/16/2002,7:37:54,20.663,N,81.44,W,-1
10/16/2002,7:39:54,20.667,N,81.437,W,-1
10/16/2002,7:41:54,20.67,N,81.433,W,-1
10/16/2002,7:43:54,20.673,N,81.43,W,-1
10/16/2002,7:45:54,20.676,N,81.427,W,-1
10/16/2002,7:47:55,20.679,N,81.424,W,-1
10/16/2002,7:49:55,20.682,N,81.421,W,-1
10/16/2002,7:51:55,20.686,N,81.418,W,-1
10/16/2002,7:53:55,20.689,N,81.415,W,-1
10/16/2002,7:55:55,20.692,N,81.412,W,-1
10/16/2002,7:57:55,20.695,N,81.409,W,-1
10/16/2002,7:59:55,20.698,N,81.406,W,-1
10/16/2002,8:01:54,20.701,N,81.403,W,-1
10/16/2002,8:03:54,20.704,N,81.4,W,-1
10/16/2002,8:05:54,20.707,N,81.397,W,-1
10/16/2002,8:07:54,20.71,N,81.394,W,-1
10/16/2002,8:09:54,20.713,N,81.391,W,-1
10/16/2002,8:11:54,20.717,N,81.388,W,-1
10/16/2002,8:13:54,20.72,N,81.385,W,-1
10/16/2002,8:15:54,20.723,N,81.383,W,-1
10/16/2002,8:17:55,20.726,N,81.38,W,-1
10/16/2002,8:19:55,20.729,N,81.377,W,-1
10/16/2002,8:21:55,20.732,N,81.374,W,-1
10/16/2002,8:23:55,20.735,N,81.371,W,-1
10/16/2002,8:25:55,20.738,N,81.368,W,-1
10/16/2002,8:27:55,20.741,N,81.365,W,-1
10/16/2002,8:29:55,20.744,N,81.362,W,-1
10/16/2002,8:31:54,20.747,N,81.359,W,-1
10/16/2002,8:33:54,20.75,N,81.357,W,-1
10/16/2002,8:35:54,20.753,N,81.354,W,-1
10/16/2002,8:37:54,20.756,N,81.351,W,-1
10/16/2002,8:39:54,20.759,N,81.348,W,-1
10/16/2002,8:41:54,20.762,N,81.345,W,-1
10/16/2002,8:43:54,20.765,N,81.342,W,-1
10/16/2002,8:45:54,20.767,N,81.34,W,-1
10/16/2002,8:47:55,20.77,N,81.337,W,-1
10/16/2002,8:49:55,20.773,N,81.334,W,-1
10/16/2002,8:51:55,20.776,N,81.331,W,-1
10/16/2002,8:53:55,20.779,N,81.328,W,-1
10/16/2002,8:55:55,20.782,N,81.326,W,-1
10/16/2002,8:57:55,20.785,N,81.323,W,-1
10/16/2002,8:59:55,20.788,N,81.32,W,-1
10/16/2002,9:01:54,20.791,N,81.318,W,-1
10/16/2002,9:03:54,20.794,N,81.315,W,-1
10/16/2002,9:05:54,20.796,N,81.312,W,-1
10/16/2002,9:07:54,20.799,N,81.309,W,-1
10/16/2002,9:09:54,20.802,N,81.307,W,-1
10/16/2002,9:11:54,20.805,N,81.304,W,-1
10/16/2002,9:13:54,20.808,N,81.301,W,-1
10/16/2002,9:15:54,20.811,N,81.299,W,-1
10/16/2002,9:17:55,20.814,N,81.296,W,-1
10/16/2002,9:19:55,20.816,N,81.293,W,-1
10/16/2002,9:21:55,20.819,N,81.291,W,-1
10/16/2002,9:23:55,20.822,N,81.288,W,-1
10/16/2002,9:25:55,20.825,N,81.285,W,-1
10/16/2002,9:27:55,20.828,N,81.283,W,-1
10/16/2002,9:29:55,20.83,N,81.28,W,-1
10/16/2002,9:31:54,20.833,N,81.278,W,-1
10/16/2002,9:33:54,20.836,N,81.275,W,-1
10/16/2002,9:35:54,20.839,N,81.272,W,-1
10/16/2002,9:37:54,20.841,N,81.27,W,-1
10/16/2002,9:39:54,20.844,N,81.267,W,-1
10/16/2002,9:41:54,20.847,N,81.265,W,-1
10/16/2002,9:43:54,20.85,N,81.262,W,-1
10/16/2002,9:45:54,20.852,N,81.259,W,-1
10/16/2002,9:47:55,20.855,N,81.257,W,-1
10/16/2002,9:49:55,20.858,N,81.254,W,-1
10/16/2002,9:51:55,20.861,N,81.252,W,-1
10/16/2002,9:53:55,20.863,N,81.249,W,-1
10/16/2002,9:55:55,20.866,N,81.247,W,-1
10/16/2002,9:57:55,20.869,N,81.244,W,-1
10/16/2002,9:59:55,20.871,N,81.242,W,-1
10/16/2002,10:01:54,20.874,N,81.239,W,-1
10/16/2002,10:03:54,20.877,N,81.237,W,-1
10/16/2002,10:05:54,20.879,N,81.234,W,-1
10/16/2002,10:07:54,20.882,N,81.232,W,-1
10/16/2002,10:09:54,20.885,N,81.229,W,-1
10/16/2002,10:11:54,20.887,N,81.227,W,-1
10/16/2002,10:13:54,20.89,N,81.224,W,-1
10/16/2002,10:15:54,20.893,N,81.222,W,-1
10/16/2002,10:17:55,20.895,N,81.22,W,-1
10/16/2002,10:19:55,20.898,N,81.217,W,-1
10/16/2002,10:21:55,20.901,N,81.215,W,-1
10/16/2002,10:23:55,20.903,N,81.212,W,-1
10/16/2002,10:25:55,20.906,N,81.21,W,-1
10/16/2002,10:27:55,20.908,N,81.208,W,-1
10/16/2002,10:29:55,20.911,N,81.205,W,-1
10/16/2002,10:31:54,20.914,N,81.203,W,-1
10/16/2002,10:33:54,20.916,N,81.2,W,-1
10/16/2002,10:35:54,20.919,N,81.198,W,-1
10/16/2002,10:37:54,20.921,N,81.196,W,-1
10/16/2002,10:39:54,20.924,N,81.193,W,-1
10/16/2002,10:41:54,20.926,N,81.191,W,-1
10/16/2002,10:43:54,20.929,N,81.189,W,-1
10/16/2002,10:45:54,20.932,N,81.186,W,-1
10/16/2002,10:47:55,20.934,N,81.184,W,-1
10/16/2002,10:49:55,20.937,N,81.182,W,-1
10/16/2002,10:51:55,20.939,N,81.179,W,-1
10/16/2002,10:53:55,20.942,N,81.177,W,-1
10/16/2002,10:55:55,20.944,N,81.175,W,-1
10/16/2002,10:57:55,20.947,N,81.172,W,-1
10/16/2002,10:59:55,20.949,N,81.17,W,-1
10/16/2002,11:01:54,20.952,N,81.168,W,-1
10/16/2002,11:03:54,20.954,N,81.166,W,-1
10/16/2002,11:05:54,20.957,N,81.163,W,-1
10/16/2002,11:07:54,20.959,N,81.161,W,-1
10/16/2002,11:09:54,20.962,N,81.159,W,-1
10/16/2002,11:11:54,20.964,N,81.157,W,-1
10/16/2002,11:13:54,20.967,N,81.154,W,-1
10/16/2002,11:15:54,20.969,N,81.152,W,-1
10/16/2002,11:17:55,20.972,N,81.15,W,-1
10/16/2002,11:19:55,20.974,N,81.148,W,-1
10/16/2002,11:21:55,20.976,N,81.145,W,-1
10/16/2002,11:23:55,20.979,N,81.143,W,-1
10/16/2002,11:25:55,20.981,N,81.141,W,-1
10/16/2002,11:27:55,20.984,N,81.139,W,-1
10/16/2002,11:29:55,20.986,N,81.137,W,-1
10/16/2002,11:31:54,20.989,N,81.134,W,-1
10/16/2002,11:33:54,20.991,N,81.132,W,-1
10/16/2002,11:35:54,20.993,N,81.13,W,-1
10/16/2002,11:37:54,20.996,N,81.128,W,-1
10/16/2002,11:39:54,20.998,N,81.126,W,-1
10/16/2002,11:41:54,21.001,N,81.124,W,-1
10/16/2002,11:43:54,21.003,N,81.121,W,-1
10/16/2002,11:45:54,21.005,N,81.119,W,-1
10/16/2002,11:47:55,21.008,N,81.117,W,-1
10/16/2002,11:49:55,21.01,N,81.115,W,-1
10/16/2002,11:51:55,21.013,N,81.113,W,-1
10/16/2002,11:53:55,21.015,N,81.111,W,-1
10/16/2002,11:55:55,21.017,N,81.109,W,-1
10/16/2002,11:57:55,21.02,N,81.107,W,-1
10/16/2002,11:59:55,21.022,N,81.105,W,-1
10/16/2002,12:01:54,21.024,N,81.102,W,-1
10/16/2002,12:03:54,21.027,N,81.1,W,-1
10/16/2002,12:05:54,21.029,N,81.098,W,-1
10/16/2002,12:07:54,21.031,N,81.096,W,-1
10/16/2002,12:09:54,21.034,N,81.094,W,-1
10/16/2002,12:11:54,21.036,N,81.092,W,-1
10/16/2002,12:13:54,21.038,N,81.09,W,-1
10/16/2002,12:15:54,21.041,N,81.088,W,-1
10/16/2002,12:17:55,21.043,N,81.086,W,-1
10/16/2002,12:19:55,21.045,N,81.084,W,-1
10/16/2002,12:21:55,21.048,N,81.082,W,-1
10/16/2002,12:23:55,21.05,N,81.08,W,-1
10/16/2002,12:25:55,21.052,N,81.078,W,-1
10/16/2002,12:27:55,21.054,N,81.076,W,-1
10/16/2002,12:29:55,21.057,N,81.074,W,-1
10/16/2002,12:31:54,21.059,N,81.072,W,-1
10/16/2002,12:33:54,21.061,N,81.07,W,-1
10/16/2002,12:35:54,21.063,N,81.068,W,-1
10/16/2002,12:37:54,21.066,N,81.066,W,-1
10/16/2002,12:39:54,21.068,N,81.064,W,-1
10/16/2002,12:41:54,21.07,N,81.062,W,-1
10/16/2002,12:43:54,21.072,N,81.06,W,-1
10/16/2002,12:45:54,21.075,N,81.058,W,-1
10/16/2002,12:47:55,21.077,N,81.056,W,-1
10/16/2002,12:49:55,21.079,N,81.054,W,-1
10/16/2002,12:51:55,21.081,N,81.052,W,-1
10/16/2002,12:53:55,21.084,N,81.05,W,-1
10/16/2002,12:55:55,21.086,N,81.048,W,-1
10/16/2002,12:57:55,21.088,N,81.046,W,-1
10/16/2002,12:59:55,21.09,N,81.044,W,-1
10/16/2002,13:01:54,21.092,N,81.042,W,-1
10/16/2002,13:03:54,21.095,N,81.04,W,-1
10/16/2002,13:05:54,21.097,N,81.039,W,-1
10/16/2002,13:07:54,21.099,N,81.037,W,-1
10/16/2002,13:09:54,21.101,N,81.035,W,-1
10/16/2002,13:11:54,21.103,N,81.033,W,-1
10/16/2002,13:13:54,21.106,N,81.031,W,-1
10/16/2002,13:15:54,21.108,N,81.029,W,-1
10/16/2002,13:17:55,21.11,N,81.027,W,-1
10/16/2002,13:19:55,21.112,N,81.025,W,-1
10/16/2002,13:21:55,21.114,N,81.023,W,-1
10/16/2002,13:23:55,21.116,N,81.022,W,-1
10/16/2002,13:25:55,21.119,N,81.02,W,-1
10/16/2002,13:27:55,21.121,N,81.018,W,-1
10/16/2002,13:29:55,21.123,N,81.016,W,-1
10/16/2002,13:31:54,21.125,N,81.014,W,-1
10/16/2002,13:33:54,21.127,N,81.012,W,-1
10/16/2002,13:35:54,21.129,N,81.01,W,-1
10/16/2002,13:37:54,21.131,N,81.009,W,-1
10/16/2002,13:39:54,21.134,N,81.007,W,-1
10/16/2002,13:41:54,21.136,N,81.005,W,-1
10/16/2002,13:43:54,21.138,N,81.003,W,-1
10/16/2002,13:45:54,21.14,N,81.001,W,-1
10/16/2002,13:47:55,21.142,N,81,W,-1
10/16/2002,13:49:55,21.144,N,80.998,W,-1
10/16/2002,13:51:55,21.146,N,80.996,W,-1
10/16/2002,13:53:55,21.148,N,80.994,W,-1
10/16/2002,13:55:55,21.15,N,80.992,W,-1
10/16/2002,13:57:55,21.152,N,80.991,W,-1
10/16/2002,13:59:55,21.155,N,80.989,W,-1
10/16/2002,14:01:54,21.157,N,80.987,W,-1
10/16/2002,14:03:54,21.159,N,80.985,W,-1
10/16/2002,14:05:54,21.161,N,80.983,W,-1
10/16/2002,14:07:54,21.163,N,80.982,W,-1
10/16/2002,14:09:54,21.165,N,80.98,W,-1
10/16/2002,14:11:54,21.167,N,80.978,W,-1
10/16/2002,14:13:54,21.169,N,80.976,W,-1
10/16/2002,14:15:54,21.171,N,80.975,W,-1
10/16/2002,14:17:55,21.173,N,80.973,W,-1
10/16/2002,14:19:55,21.175,N,80.971,W,-1
10/16/2002,14:21:55,21.177,N,80.969,W,-1
10/16/2002,14:23:55,21.179,N,80.968,W,-1
10/16/2002,14:25:55,21.181,N,80.966,W,-1
10/16/2002,14:27:55,21.183,N,80.964,W,-1
10/16/2002,14:29:55,21.185,N,80.963,W,-1
10/16/2002,14:31:54,21.187,N,80.961,W,-1
10/16/2002,14:33:54,21.19,N,80.959,W,-1
10/16/2002,14:35:54,21.192,N,80.957,W,-1
10/16/2002,14:37:54,21.194,N,80.956,W,-1
10/16/2002,14:39:54,21.196,N,80.954,W,-1
10/16/2002,14:41:54,21.198,N,80.952,W,-1
10/16/2002,14:43:54,21.2,N,80.951,W,-1
10/16/2002,14:45:54,21.202,N,80.949,W,-1
10/16/2002,14:47:55,21.204,N,80.947,W,-1
10/16/2002,14:49:55,21.206,N,80.946,W,-1
10/16/2002,14:51:55,21.208,N,80.944,W,-1
10/16/2002,14:53:55,21.21,N,80.942,W,-1
10/16/2002,14:55:55,21.212,N,80.941,W,-1
10/16/2002,14:57:55,21.214,N,80.939,W,-1
10/16/2002,14:59:55,21.216,N,80.937,W,-1
10/16/2002,15:01:54,21.218,N,80.936,W,-1
10/16/2002,15:03:54,21.22,N,80.934,W,-1
10/16/2002,15:05:54,21.222,N,80.932,W,-1
10/16/2002,15:07:54,21.223,N,80.931,W,-1
10/16/2002,15:09:54,21.225,N,80.929,W,-1
10/16/2002,15:11:54,21.227,N,80.927,W,-1
10/16/2002,15:13:54,21.229,N,80.926,W,-1
10/16/2002,15:15:54,21.231,N,80.924,W,-1
10/16/2002,15:17:55,21.233,N,80.922,W,-1
10/16/2002,15:19:55,21.235,N,80.921,W,-1
10/16/2002,15:21:55,21.237,N,80.919,W,-1
10/16/2002,15:23:55,21.239,N,80.918,W,-1
10/16/2002,15:25:55,21.241,N,80.916,W,-1
10/16/2002,15:27:55,21.243,N,80.914,W,-1
10/16/2002,15:29:55,21.245,N,80.913,W,-1
10/16/2002,15:31:54,21.247,N,80.911,W,-1
10/16/2002,15:33:54,21.249,N,80.909,W,-1
10/16/2002,15:35:54,21.251,N,80.908,W,-1
10/16/2002,15:37:54,21.253,N,80.906,W,-1
10/16/2002,15:39:54,21.255,N,80.905,W,-1
10/16/2002,15:41:54,21.257,N,80.903,W,-1
10/16/2002,15:43:54,21.259,N,80.901,W,-1
10/16/2002,15:45:54,21.26,N,80.9,W,-1
10/16/2002,15:47:55,21.262,N,80.898,W,-1
10/16/2002,15:49:55,21.264,N,80.897,W,-1
10/16/2002,15:51:55,21.266,N,80.895,W,-1
10/16/2002,15:53:55,21.268,N,80.894,W,-1
10/16/2002,15:55:55,21.27,N,80.892,W,-1
10/16/2002,15:57:55,21.272,N,80.89,W,-1
10/16/2002,15:59:55,21.274,N,80.889,W,-1
10/16/2002,16:01:54,21.276,N,80.887,W,-1
10/16/2002,16:03:54,21.278,N,80.886,W,-1
10/16/2002,16:05:54,21.28,N,80.884,W,-1
10/16/2002,16:07:54,21.281,N,80.883,W,-1
10/16/2002,16:09:54,21.283,N,80.881,W,-1
10/16/2002,16:11:54,21.285,N,80.88,W,-1
10/16/2002,16:13:54,21.287,N,80.878,W,-1
10/16/2002,16:15:54,21.289,N,80.876,W,-1
10/16/2002,16:17:55,21.291,N,80.875,W,-1
10/16/2002,16:19:55,21.293,N,80.873,W,-1
10/16/2002,16:21:55,21.295,N,80.872,W,-1
10/16/2002,16:23:55,21.297,N,80.87,W,-1
10/16/2002,16:25:55,21.298,N,80.869,W,-1
10/16/2002,16:27:55,21.3,N,80.867,W,-1
10/16/2002,16:29:55,21.302,N,80.866,W,-1
10/16/2002,16:31:54,21.304,N,80.864,W,-1
10/16/2002,16:33:54,21.306,N,80.863,W,-1
10/16/2002,16:35:54,21.308,N,80.861,W,-1
10/16/2002,16:37:54,21.31,N,80.86,W,-1
10/16/2002,16:39:54,21.311,N,80.858,W,-1
10/16/2002,16:41:54,21.313,N,80.857,W,-1
10/16/2002,16:43:54,21.315,N,80.855,W,-1
10/16/2002,16:45:54,21.317,N,80.854,W,-1
10/16/2002,16:47:55,21.319,N,80.852,W,-1
10/16/2002,16:49:55,21.321,N,80.851,W,-1
10/16/2002,16:51:55,21.323,N,80.849,W,-1
10/16/2002,16:53:55,21.324,N,80.848,W,-1
10/16/2002,16:55:55,21.326,N,80.846,W,-1
10/16/2002,16:57:55,21.328,N,80.845,W,-1
10/16/2002,16:59:55,21.33,N,80.843,W,-1
10/16/2002,17:01:54,21.332,N,80.842,W,-1
10/16/2002,17:03:54,21.334,N,80.84,W,-1
10/16/2002,17:05:54,21.335,N,80.839,W,-1
10/16/2002,17:07:54,21.337,N,80.837,W,-1
10/16/2002,17:09:54,21.339,N,80.836,W,-1
10/16/2002,17:11:54,21.341,N,80.834,W,-1
10/16/2002,17:13:54,21.343,N,80.833,W,-1
10/16/2002,17:15:54,21.345,N,80.831,W,-1
10/16/2002,17:17:55,21.346,N,80.83,W,-1
10/16/2002,17:19:55,21.348,N,80.828,W,-1
10/16/2002,17:21:55,21.35,N,80.827,W,-1
10/16/2002,17:23:55,21.352,N,80.825,W,-1
10/16/2002,17:25:55,21.354,N,80.824,W,-1
10/16/2002,17:27:55,21.356,N,80.822,W,-1
10/16/2002,17:29:55,21.357,N,80.821,W,-1
10/16/2002,17:31:54,21.359,N,80.819,W,-1
10/16/2002,17:33:54,21.361,N,80.818,W,-1
10/16/2002,17:35:54,21.363,N,80.817,W,-1
10/16/2002,17:37:54,21.365,N,80.815,W,-1
10/16/2002,17:39:54,21.366,N,80.814,W,-1
10/16/2002,17:41:54,21.368,N,80.812,W,-1
10/16/2002,17:43:54,21.37,N,80.811,W,-1
10/16/2002,17:45:54,21.372,N,80.809,W,-1
10/16/2002,17:47:55,21.374,N,80.808,W,-1
10/16/2002,17:49:55,21.376,N,80.806,W,-1
10/16/2002,17:51:55,21.377,N,80.805,W,-1
10/16/2002,17:53:55,21.379,N,80.803,W,-1
10/16/2002,17:55:55,21.381,N,80.802,W,-1
10/16/2002,17:57:55,21.383,N,80.801,W,-1
10/16/2002,17:59:55,21.385,N,80.799,W,-1
10/16/2002,18:01:54,21.386,N,80.798,W,-1
10/16/2002,18:03:54,21.388,N,80.796,W,-1
10/16/2002,18:05:54,21.39,N,80.795,W,-1
10/16/2002,18:07:54,21.392,N,80.793,W,-1
10/16/2002,18:09:54,21.394,N,80.792,W,-1
10/16/2002,18:11:54,21.395,N,80.79,W,-1
10/16/2002,18:13:54,21.397,N,80.789,W,-1
10/16/2002,18:15:54,21.399,N,80.788,W,-1
10/16/2002,18:17:55,21.401,N,80.786,W,-1
10/16/2002,18:19:55,21.403,N,80.785,W,-1
10/16/2002,18:21:55,21.404,N,80.783,W,-1
10/16/2002,18:23:55,21.406,N,80.782,W,-1
10/16/2002,18:25:55,21.408,N,80.78,W,-1
10/16/2002,18:27:55,21.41,N,80.779,W,-1
10/16/2002,18:29:55,21.411,N,80.778,W,-1
10/16/2002,18:31:54,21.413,N,80.776,W,-1
10/16/2002,18:33:54,21.415,N,80.775,W,-1
10/16/2002,18:35:54,21.417,N,80.773,W,-1
10/16/2002,18:37:54,21.419,N,80.772,W,-1
10/16/2002,18:39:54,21.42,N,80.771,W,-1
10/16/2002,18:41:54,21.422,N,80.769,W,-1
10/16/2002,18:43:54,21.424,N,80.768,W,-1
10/16/2002,18:45:54,21.426,N,80.766,W,-1
10/16/2002,18:47:55,21.428,N,80.765,W,-1
10/16/2002,18:49:55,21.429,N,80.763,W,-1
10/16/2002,18:51:55,21.431,N,80.762,W,-1
10/16/2002,18:53:55,21.433,N,80.761,W,-1
10/16/2002,18:55:55,21.435,N,80.759,W,-1
10/16/2002,18:57:55,21.436,N,80.758,W,-1
10/16/2002,18:59:55,21.438,N,80.756,W,-1
10/16/2002,19:01:54,21.44,N,80.755,W,-1
10/16/2002,19:03:54,21.442,N,80.753,W,-1
10/16/2002,19:05:54,21.444,N,80.752,W,-1
10/16/2002,19:07:54,21.445,N,80.751,W,-1
10/16/2002,19:09:54,21.447,N,80.749,W,-1
10/16/2002,19:11:54,21.449,N,80.748,W,-1
10/16/2002,19:13:54,21.451,N,80.746,W,-1
10/16/2002,19:15:54,21.452,N,80.745,W,-1
10/16/2002,19:17:55,21.454,N,80.744,W,-1
10/16/2002,19:19:55,21.456,N,80.742,W,-1
10/16/2002,19:21:55,21.458,N,80.741,W,-1
10/16/2002,19:23:55,21.46,N,80.739,W,-1
10/16/2002,19:25:55,21.461,N,80.738,W,-1
10/16/2002,19:27:55,21.463,N,80.737,W,-1
10/16/2002,19:29:55,21.465,N,80.735,W,-1
10/16/2002,19:31:54,21.467,N,80.734,W,-1
10/16/2002,19:33:54,21.468,N,80.732,W,-1
