Track,for,TD#14,2002,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/13/2002,19:58:00,14.859,N,81.955,W,-1
10/13/2002,20:00:00,14.861,N,81.958,W,-1
10/13/2002,20:01:59,14.863,N,81.961,W,-1
10/13/2002,20:04:00,14.865,N,81.964,W,-1
10/13/2002,20:06:00,14.867,N,81.967,W,-1
10/13/2002,20:07:59,14.869,N,81.97,W,-1
10/13/2002,20:09:59,14.871,N,81.973,W,-1
10/13/2002,20:12:00,14.874,N,81.976,W,-1
10/13/2002,20:14:00,14.876,N,81.979,W,-1
10/13/2002,20:15:59,14.878,N,81.982,W,-1
10/13/2002,20:17:59,14.88,N,81.985,W,-1
10/13/2002,20:20:00,14.882,N,81.988,W,-1
10/13/2002,20:22:00,14.884,N,81.991,W,-1
10/13/2002,20:23:59,14.886,N,81.994,W,-1
10/13/2002,20:25:59,14.889,N,81.997,W,-1
10/13/2002,20:28:00,14.891,N,82,W,-1
10/13/2002,20:30:00,14.893,N,82.004,W,-1
10/13/2002,20:31:59,14.895,N,82.007,W,-1
10/13/2002,20:34:00,14.897,N,82.01,W,-1
10/13/2002,20:36:00,14.899,N,82.013,W,-1
10/13/2002,20:37:59,14.901,N,82.016,W,-1
10/13/2002,20:39:59,14.903,N,82.019,W,-1
10/13/2002,20:42:00,14.906,N,82.022,W,-1
10/13/2002,20:44:00,14.908,N,82.025,W,-1
10/13/2002,20:45:59,14.91,N,82.028,W,-1
10/13/2002,20:47:59,14.912,N,82.031,W,-1
10/13/2002,20:50:00,14.914,N,82.034,W,-1
10/13/2002,20:52:00,14.916,N,82.037,W,-1
10/13/2002,20:53:59,14.918,N,82.04,W,-1
10/13/2002,20:55:59,14.921,N,82.043,W,-1
10/13/2002,20:58:00,14.923,N,82.046,W,-1
10/13/2002,21:00:00,14.925,N,82.049,W,-1
10/13/2002,21:01:59,14.927,N,82.052,W,-1
10/13/2002,21:04:00,14.929,N,82.055,W,-1
10/13/2002,21:06:00,14.931,N,82.058,W,-1
10/13/2002,21:07:59,14.933,N,82.061,W,-1
10/13/2002,21:09:59,14.936,N,82.064,W,-1
10/13/2002,21:12:00,14.938,N,82.067,W,-1
10/13/2002,21:14:00,14.94,N,82.07,W,-1
10/13/2002,21:15:59,14.942,N,82.073,W,-1
10/13/2002,21:17:59,14.944,N,82.076,W,-1
10/13/2002,21:20:00,14.946,N,82.079,W,-1
10/13/2002,21:22:00,14.948,N,82.082,W,-1
10/13/2002,21:23:59,14.951,N,82.085,W,-1
10/13/2002,21:25:59,14.953,N,82.088,W,-1
10/13/2002,21:28:00,14.955,N,82.091,W,-1
10/13/2002,21:30:00,14.957,N,82.095,W,-1
10/13/2002,21:31:59,14.959,N,82.098,W,-1
10/13/2002,21:34:00,14.961,N,82.101,W,-1
10/13/2002,21:36:00,14.963,N,82.104,W,-1
10/13/2002,21:37:59,14.966,N,82.107,W,-1
10/13/2002,21:39:59,14.968,N,82.11,W,-1
10/13/2002,21:42:00,14.97,N,82.113,W,-1
10/13/2002,21:44:00,14.972,N,82.116,W,-1
10/13/2002,21:45:59,14.974,N,82.119,W,-1
10/13/2002,21:47:59,14.976,N,82.122,W,-1
10/13/2002,21:50:00,14.978,N,82.125,W,-1
10/13/2002,21:52:00,14.981,N,82.128,W,-1
10/13/2002,21:53:59,14.983,N,82.131,W,-1
10/13/2002,21:55:59,14.985,N,82.134,W,-1
10/13/2002,21:58:00,14.987,N,82.137,W,-1
10/13/2002,22:00:00,14.989,N,82.14,W,-1
10/13/2002,22:01:59,14.991,N,82.143,W,-1
10/13/2002,22:04:00,14.993,N,82.146,W,-1
10/13/2002,22:06:00,14.996,N,82.149,W,-1
10/13/2002,22:07:59,14.998,N,82.152,W,-1
10/13/2002,22:09:59,15,N,82.155,W,-1
10/13/2002,22:12:00,15.002,N,82.158,W,-1
10/13/2002,22:14:00,15.004,N,82.161,W,-1
10/13/2002,22:15:59,15.006,N,82.164,W,-1
10/13/2002,22:17:59,15.008,N,82.167,W,-1
10/13/2002,22:20:00,15.011,N,82.17,W,-1
10/13/2002,22:22:00,15.013,N,82.173,W,-1
10/13/2002,22:23:59,15.015,N,82.176,W,-1
10/13/2002,22:25:59,15.017,N,82.179,W,-1
10/13/2002,22:28:00,15.019,N,82.182,W,-1
10/13/2002,22:30:00,15.021,N,82.185,W,-1
10/13/2002,22:31:59,15.023,N,82.188,W,-1
10/13/2002,22:34:00,15.026,N,82.191,W,-1
10/13/2002,22:36:00,15.028,N,82.194,W,-1
10/13/2002,22:37:59,15.03,N,82.197,W,-1
10/13/2002,22:39:59,15.032,N,82.2,W,-1
10/13/2002,22:42:00,15.034,N,82.203,W,-1
10/13/2002,22:44:00,15.036,N,82.206,W,-1
10/13/2002,22:45:59,15.039,N,82.209,W,-1
10/13/2002,22:47:59,15.041,N,82.212,W,-1
10/13/2002,22:50:00,15.043,N,82.215,W,-1
10/13/2002,22:52:00,15.045,N,82.218,W,-1
10/13/2002,22:53:59,15.047,N,82.221,W,-1
10/13/2002,22:55:59,15.049,N,82.224,W,-1
10/13/2002,22:58:00,15.051,N,82.227,W,-1
10/13/2002,23:00:00,15.054,N,82.23,W,-1
10/13/2002,23:01:59,15.056,N,82.233,W,-1
10/13/2002,23:04:00,15.058,N,82.236,W,-1
10/13/2002,23:06:00,15.06,N,82.239,W,-1
10/13/2002,23:07:59,15.062,N,82.242,W,-1
10/13/2002,23:09:59,15.064,N,82.245,W,-1
10/13/2002,23:12:00,15.067,N,82.248,W,-1
10/13/2002,23:14:00,15.069,N,82.251,W,-1
10/13/2002,23:15:59,15.071,N,82.254,W,-1
10/13/2002,23:17:59,15.073,N,82.257,W,-1
10/13/2002,23:20:00,15.075,N,82.26,W,-1
10/13/2002,23:22:00,15.077,N,82.263,W,-1
10/13/2002,23:23:59,15.079,N,82.266,W,-1
10/13/2002,23:25:59,15.082,N,82.268,W,-1
10/13/2002,23:28:00,15.084,N,82.271,W,-1
10/13/2002,23:30:00,15.086,N,82.274,W,-1
10/13/2002,23:31:59,15.088,N,82.277,W,-1
10/13/2002,23:34:00,15.09,N,82.28,W,-1
10/13/2002,23:36:00,15.092,N,82.283,W,-1
10/13/2002,23:37:59,15.095,N,82.286,W,-1
10/13/2002,23:39:59,15.097,N,82.289,W,-1
10/13/2002,23:42:00,15.099,N,82.292,W,-1
10/13/2002,23:44:00,15.101,N,82.295,W,-1
10/13/2002,23:45:59,15.103,N,82.298,W,-1
10/13/2002,23:47:59,15.105,N,82.301,W,-1
10/13/2002,23:50:00,15.108,N,82.304,W,-1
10/13/2002,23:52:00,15.11,N,82.307,W,-1
10/13/2002,23:53:59,15.112,N,82.31,W,-1
10/13/2002,23:55:59,15.114,N,82.313,W,-1
10/13/2002,23:58:00,15.116,N,82.316,W,-1
10/14/2002,0:00:00,15.118,N,82.319,W,-1
10/14/2002,0:01:59,15.121,N,82.322,W,-1
10/14/2002,0:04:00,15.123,N,82.325,W,-1
10/14/2002,0:06:00,15.125,N,82.327,W,-1
10/14/2002,0:07:59,15.127,N,82.33,W,-1
10/14/2002,0:09:59,15.129,N,82.333,W,-1
10/14/2002,0:12:00,15.131,N,82.336,W,-1
10/14/2002,0:14:00,15.134,N,82.339,W,-1
10/14/2002,0:15:59,15.136,N,82.342,W,-1
10/14/2002,0:17:59,15.138,N,82.345,W,-1
10/14/2002,0:20:00,15.14,N,82.348,W,-1
10/14/2002,0:22:00,15.142,N,82.351,W,-1
10/14/2002,0:23:59,15.144,N,82.354,W,-1
10/14/2002,0:25:59,15.147,N,82.357,W,-1
10/14/2002,0:28:00,15.149,N,82.36,W,-1
10/14/2002,0:30:00,15.151,N,82.363,W,-1
10/14/2002,0:31:59,15.153,N,82.365,W,-1
10/14/2002,0:34:00,15.155,N,82.368,W,-1
10/14/2002,0:36:00,15.158,N,82.371,W,-1
10/14/2002,0:37:59,15.16,N,82.374,W,-1
10/14/2002,0:39:59,15.162,N,82.377,W,-1
10/14/2002,0:42:00,15.164,N,82.38,W,-1
10/14/2002,0:44:00,15.166,N,82.383,W,-1
10/14/2002,0:45:59,15.168,N,82.386,W,-1
10/14/2002,0:47:59,15.171,N,82.389,W,-1
10/14/2002,0:50:00,15.173,N,82.391,W,-1
10/14/2002,0:52:00,15.175,N,82.394,W,-1
10/14/2002,0:53:59,15.177,N,82.397,W,-1
10/14/2002,0:55:59,15.179,N,82.4,W,-1
10/14/2002,0:58:00,15.181,N,82.403,W,-1
10/14/2002,1:00:00,15.184,N,82.406,W,-1
10/14/2002,1:01:59,15.186,N,82.409,W,-1
10/14/2002,1:04:00,15.188,N,82.412,W,-1
10/14/2002,1:06:00,15.19,N,82.415,W,-1
10/14/2002,1:07:59,15.192,N,82.417,W,-1
10/14/2002,1:09:59,15.195,N,82.42,W,-1
10/14/2002,1:12:00,15.197,N,82.423,W,-1
10/14/2002,1:14:00,15.199,N,82.426,W,-1
10/14/2002,1:15:59,15.201,N,82.429,W,-1
10/14/2002,1:17:59,15.203,N,82.432,W,-1
10/14/2002,1:20:00,15.206,N,82.435,W,-1
10/14/2002,1:22:00,15.208,N,82.437,W,-1
10/14/2002,1:23:59,15.21,N,82.44,W,-1
10/14/2002,1:25:59,15.212,N,82.443,W,-1
10/14/2002,1:28:00,15.214,N,82.446,W,-1
10/14/2002,1:30:00,15.217,N,82.449,W,-1
10/14/2002,1:31:59,15.219,N,82.452,W,-1
10/14/2002,1:34:00,15.221,N,82.455,W,-1
10/14/2002,1:36:00,15.223,N,82.457,W,-1
10/14/2002,1:37:59,15.225,N,82.46,W,-1
10/14/2002,1:39:59,15.228,N,82.463,W,-1
10/14/2002,1:42:00,15.23,N,82.466,W,-1
10/14/2002,1:44:00,15.232,N,82.469,W,-1
10/14/2002,1:45:59,15.234,N,82.472,W,-1
10/14/2002,1:47:59,15.236,N,82.474,W,-1
10/14/2002,1:50:00,15.239,N,82.477,W,-1
10/14/2002,1:52:00,15.241,N,82.48,W,-1
10/14/2002,1:53:59,15.243,N,82.483,W,-1
10/14/2002,1:55:59,15.245,N,82.486,W,-1
10/14/2002,1:58:00,15.247,N,82.488,W,-1
10/14/2002,2:00:00,15.25,N,82.491,W,-1
10/14/2002,2:01:59,15.252,N,82.494,W,-1
10/14/2002,2:04:00,15.254,N,82.497,W,-1
10/14/2002,2:06:00,15.256,N,82.5,W,-1
10/14/2002,2:07:59,15.258,N,82.502,W,-1
10/14/2002,2:09:59,15.261,N,82.505,W,-1
10/14/2002,2:12:00,15.263,N,82.508,W,-1
10/14/2002,2:14:00,15.265,N,82.511,W,-1
10/14/2002,2:15:59,15.267,N,82.514,W,-1
10/14/2002,2:17:59,15.269,N,82.516,W,-1
10/14/2002,2:20:00,15.272,N,82.519,W,-1
10/14/2002,2:22:00,15.274,N,82.522,W,-1
10/14/2002,2:23:59,15.276,N,82.525,W,-1
10/14/2002,2:25:59,15.278,N,82.527,W,-1
10/14/2002,2:28:00,15.281,N,82.53,W,-1
10/14/2002,2:30:00,15.283,N,82.533,W,-1
10/14/2002,2:31:59,15.285,N,82.536,W,-1
10/14/2002,2:34:00,15.287,N,82.539,W,-1
10/14/2002,2:36:00,15.289,N,82.541,W,-1
10/14/2002,2:37:59,15.292,N,82.544,W,-1
10/14/2002,2:39:59,15.294,N,82.547,W,-1
10/14/2002,2:42:00,15.296,N,82.55,W,-1
10/14/2002,2:44:00,15.298,N,82.552,W,-1
10/14/2002,2:45:59,15.3,N,82.555,W,-1
10/14/2002,2:47:59,15.303,N,82.558,W,-1
10/14/2002,2:50:00,15.305,N,82.561,W,-1
10/14/2002,2:52:00,15.307,N,82.563,W,-1
10/14/2002,2:53:59,15.309,N,82.566,W,-1
10/14/2002,2:55:59,15.312,N,82.569,W,-1
10/14/2002,2:58:00,15.314,N,82.571,W,-1
10/14/2002,3:00:00,15.316,N,82.574,W,-1
10/14/2002,3:01:59,15.318,N,82.577,W,-1
10/14/2002,3:04:00,15.321,N,82.58,W,-1
10/14/2002,3:06:00,15.323,N,82.582,W,-1
10/14/2002,3:07:59,15.325,N,82.585,W,-1
10/14/2002,3:09:59,15.327,N,82.588,W,-1
10/14/2002,3:12:00,15.33,N,82.59,W,-1
10/14/2002,3:14:00,15.332,N,82.593,W,-1
10/14/2002,3:15:59,15.334,N,82.596,W,-1
10/14/2002,3:17:59,15.336,N,82.599,W,-1
10/14/2002,3:20:00,15.338,N,82.601,W,-1
10/14/2002,3:22:00,15.341,N,82.604,W,-1
10/14/2002,3:23:59,15.343,N,82.607,W,-1
10/14/2002,3:25:59,15.345,N,82.609,W,-1
10/14/2002,3:28:00,15.347,N,82.612,W,-1
10/14/2002,3:30:00,15.35,N,82.615,W,-1
10/14/2002,3:31:59,15.352,N,82.617,W,-1
10/14/2002,3:34:00,15.354,N,82.62,W,-1
10/14/2002,3:36:00,15.356,N,82.623,W,-1
10/14/2002,3:37:59,15.359,N,82.625,W,-1
10/14/2002,3:39:59,15.361,N,82.628,W,-1
10/14/2002,3:42:00,15.363,N,82.631,W,-1
10/14/2002,3:44:00,15.365,N,82.633,W,-1
10/14/2002,3:45:59,15.368,N,82.636,W,-1
10/14/2002,3:47:59,15.37,N,82.639,W,-1
10/14/2002,3:50:00,15.372,N,82.641,W,-1
10/14/2002,3:52:00,15.374,N,82.644,W,-1
10/14/2002,3:53:59,15.377,N,82.647,W,-1
10/14/2002,3:55:59,15.379,N,82.649,W,-1
10/14/2002,3:58:00,15.381,N,82.652,W,-1
10/14/2002,4:00:00,15.383,N,82.654,W,-1
10/14/2002,4:01:59,15.386,N,82.657,W,-1
10/14/2002,4:04:00,15.388,N,82.66,W,-1
10/14/2002,4:06:00,15.39,N,82.662,W,-1
10/14/2002,4:07:59,15.393,N,82.665,W,-1
10/14/2002,4:09:59,15.395,N,82.667,W,-1
10/14/2002,4:12:00,15.397,N,82.67,W,-1
10/14/2002,4:14:00,15.399,N,82.673,W,-1
10/14/2002,4:15:59,15.402,N,82.675,W,-1
10/14/2002,4:17:59,15.404,N,82.678,W,-1
10/14/2002,4:20:00,15.406,N,82.68,W,-1
10/14/2002,4:22:00,15.408,N,82.683,W,-1
10/14/2002,4:23:59,15.411,N,82.686,W,-1
10/14/2002,4:25:59,15.413,N,82.688,W,-1
10/14/2002,4:28:00,15.415,N,82.691,W,-1
10/14/2002,4:30:00,15.417,N,82.693,W,-1
10/14/2002,4:31:59,15.42,N,82.696,W,-1
10/14/2002,4:34:00,15.422,N,82.698,W,-1
10/14/2002,4:36:00,15.424,N,82.701,W,-1
10/14/2002,4:37:59,15.427,N,82.704,W,-1
10/14/2002,4:39:59,15.429,N,82.706,W,-1
10/14/2002,4:42:00,15.431,N,82.709,W,-1
10/14/2002,4:44:00,15.433,N,82.711,W,-1
10/14/2002,4:45:59,15.436,N,82.714,W,-1
10/14/2002,4:47:59,15.438,N,82.716,W,-1
10/14/2002,4:50:00,15.44,N,82.719,W,-1
10/14/2002,4:52:00,15.443,N,82.721,W,-1
10/14/2002,4:53:59,15.445,N,82.724,W,-1
10/14/2002,4:55:59,15.447,N,82.726,W,-1
10/14/2002,4:58:00,15.449,N,82.729,W,-1
10/14/2002,5:00:00,15.452,N,82.731,W,-1
10/14/2002,5:01:59,15.454,N,82.734,W,-1
10/14/2002,5:04:00,15.456,N,82.736,W,-1
10/14/2002,5:06:00,15.459,N,82.739,W,-1
10/14/2002,5:07:59,15.461,N,82.741,W,-1
10/14/2002,5:09:59,15.463,N,82.744,W,-1
10/14/2002,5:12:00,15.466,N,82.746,W,-1
10/14/2002,5:14:00,15.468,N,82.749,W,-1
10/14/2002,5:15:59,15.47,N,82.751,W,-1
10/14/2002,5:17:59,15.472,N,82.754,W,-1
10/14/2002,5:20:00,15.475,N,82.756,W,-1
10/14/2002,5:22:00,15.477,N,82.759,W,-1
10/14/2002,5:23:59,15.479,N,82.761,W,-1
10/14/2002,5:25:59,15.482,N,82.764,W,-1
10/14/2002,5:28:00,15.484,N,82.766,W,-1
10/14/2002,5:30:00,15.486,N,82.769,W,-1
10/14/2002,5:31:59,15.489,N,82.771,W,-1
10/14/2002,5:34:00,15.491,N,82.774,W,-1
10/14/2002,5:36:00,15.493,N,82.776,W,-1
10/14/2002,5:37:59,15.496,N,82.778,W,-1
10/14/2002,5:39:59,15.498,N,82.781,W,-1
10/14/2002,5:42:00,15.5,N,82.783,W,-1
10/14/2002,5:44:00,15.503,N,82.786,W,-1
10/14/2002,5:45:59,15.505,N,82.788,W,-1
10/14/2002,5:47:59,15.507,N,82.791,W,-1
10/14/2002,5:50:00,15.509,N,82.793,W,-1
10/14/2002,5:52:00,15.512,N,82.795,W,-1
10/14/2002,5:53:59,15.514,N,82.798,W,-1
10/14/2002,5:55:59,15.516,N,82.8,W,-1
10/14/2002,5:58:00,15.519,N,82.803,W,-1
10/14/2002,6:00:00,15.521,N,82.805,W,-1
10/14/2002,6:01:59,15.523,N,82.807,W,-1
10/14/2002,6:04:00,15.526,N,82.81,W,-1
10/14/2002,6:06:00,15.528,N,82.812,W,-1
10/14/2002,6:07:59,15.53,N,82.814,W,-1
10/14/2002,6:09:59,15.533,N,82.817,W,-1
10/14/2002,6:12:00,15.535,N,82.819,W,-1
10/14/2002,6:14:00,15.537,N,82.822,W,-1
10/14/2002,6:15:59,15.54,N,82.824,W,-1
10/14/2002,6:17:59,15.542,N,82.826,W,-1
10/14/2002,6:20:00,15.545,N,82.829,W,-1
10/14/2002,6:22:00,15.547,N,82.831,W,-1
10/14/2002,6:23:59,15.549,N,82.833,W,-1
10/14/2002,6:25:59,15.552,N,82.836,W,-1
10/14/2002,6:28:00,15.554,N,82.838,W,-1
10/14/2002,6:30:00,15.556,N,82.84,W,-1
10/14/2002,6:31:59,15.559,N,82.843,W,-1
10/14/2002,6:34:00,15.561,N,82.845,W,-1
10/14/2002,6:36:00,15.563,N,82.847,W,-1
10/14/2002,6:37:59,15.566,N,82.85,W,-1
10/14/2002,6:39:59,15.568,N,82.852,W,-1
10/14/2002,6:42:00,15.57,N,82.854,W,-1
10/14/2002,6:44:00,15.573,N,82.856,W,-1
10/14/2002,6:45:59,15.575,N,82.859,W,-1
10/14/2002,6:47:59,15.577,N,82.861,W,-1
10/14/2002,6:50:00,15.58,N,82.863,W,-1
10/14/2002,6:52:00,15.582,N,82.866,W,-1
10/14/2002,6:53:59,15.585,N,82.868,W,-1
10/14/2002,6:55:59,15.587,N,82.87,W,-1
10/14/2002,6:58:00,15.589,N,82.872,W,-1
10/14/2002,7:00:00,15.592,N,82.875,W,-1
10/14/2002,7:01:59,15.594,N,82.877,W,-1
10/14/2002,7:04:00,15.596,N,82.879,W,-1
10/14/2002,7:06:00,15.599,N,82.881,W,-1
10/14/2002,7:07:59,15.601,N,82.884,W,-1
10/14/2002,7:09:59,15.604,N,82.886,W,-1
10/14/2002,7:12:00,15.606,N,82.888,W,-1
10/14/2002,7:14:00,15.608,N,82.89,W,-1
10/14/2002,7:15:59,15.611,N,82.892,W,-1
10/14/2002,7:17:59,15.613,N,82.895,W,-1
10/14/2002,7:20:00,15.615,N,82.897,W,-1
10/14/2002,7:22:00,15.618,N,82.899,W,-1
10/14/2002,7:23:59,15.62,N,82.901,W,-1
10/14/2002,7:25:59,15.623,N,82.903,W,-1
10/14/2002,7:28:00,15.625,N,82.906,W,-1
10/14/2002,7:30:00,15.627,N,82.908,W,-1
10/14/2002,7:31:59,15.63,N,82.91,W,-1
10/14/2002,7:34:00,15.632,N,82.912,W,-1
10/14/2002,7:36:00,15.635,N,82.914,W,-1
10/14/2002,7:37:59,15.637,N,82.916,W,-1
10/14/2002,7:39:59,15.639,N,82.919,W,-1
10/14/2002,7:42:00,15.642,N,82.921,W,-1
10/14/2002,7:44:00,15.644,N,82.923,W,-1
10/14/2002,7:45:59,15.647,N,82.925,W,-1
10/14/2002,7:47:59,15.649,N,82.927,W,-1
10/14/2002,7:50:00,15.651,N,82.929,W,-1
10/14/2002,7:52:00,15.654,N,82.931,W,-1
10/14/2002,7:53:59,15.656,N,82.933,W,-1
10/14/2002,7:55:59,15.659,N,82.936,W,-1
10/14/2002,7:58:00,15.661,N,82.938,W,-1
10/14/2002,8:00:00,15.663,N,82.94,W,-1
10/14/2002,8:01:59,15.666,N,82.942,W,-1
10/14/2002,8:03:59,15.668,N,82.944,W,-1
10/14/2002,8:05:59,15.671,N,82.946,W,-1
10/14/2002,8:08:00,15.673,N,82.948,W,-1
10/14/2002,8:10:00,15.676,N,82.95,W,-1
10/14/2002,8:12:00,15.678,N,82.952,W,-1
10/14/2002,8:14:00,15.68,N,82.954,W,-1
10/14/2002,8:15:59,15.683,N,82.956,W,-1
10/14/2002,8:17:59,15.685,N,82.958,W,-1
10/14/2002,8:19:59,15.688,N,82.961,W,-1
10/14/2002,8:21:59,15.69,N,82.963,W,-1
10/14/2002,8:24:00,15.693,N,82.965,W,-1
10/14/2002,8:26:00,15.695,N,82.967,W,-1
10/14/2002,8:28:00,15.697,N,82.969,W,-1
10/14/2002,8:30:00,15.7,N,82.971,W,-1
10/14/2002,8:31:59,15.702,N,82.973,W,-1
10/14/2002,8:33:59,15.705,N,82.975,W,-1
10/14/2002,8:35:59,15.707,N,82.977,W,-1
10/14/2002,8:38:00,15.71,N,82.979,W,-1
10/14/2002,8:40:00,15.712,N,82.981,W,-1
10/14/2002,8:42:00,15.715,N,82.983,W,-1
10/14/2002,8:44:00,15.717,N,82.985,W,-1
10/14/2002,8:45:59,15.719,N,82.987,W,-1
10/14/2002,8:47:59,15.722,N,82.989,W,-1
10/14/2002,8:49:59,15.724,N,82.991,W,-1
10/14/2002,8:51:59,15.727,N,82.993,W,-1
10/14/2002,8:54:00,15.729,N,82.994,W,-1
10/14/2002,8:56:00,15.732,N,82.996,W,-1
10/14/2002,8:58:00,15.734,N,82.998,W,-1
10/14/2002,9:00:00,15.737,N,83,W,-1
10/14/2002,9:01:59,15.739,N,83.002,W,-1
10/14/2002,9:03:59,15.742,N,83.004,W,-1
10/14/2002,9:05:59,15.744,N,83.006,W,-1
10/14/2002,9:08:00,15.747,N,83.008,W,-1
10/14/2002,9:10:00,15.749,N,83.01,W,-1
10/14/2002,9:12:00,15.752,N,83.012,W,-1
10/14/2002,9:14:00,15.754,N,83.014,W,-1
10/14/2002,9:15:59,15.756,N,83.016,W,-1
10/14/2002,9:17:59,15.759,N,83.017,W,-1
10/14/2002,9:19:59,15.761,N,83.019,W,-1
10/14/2002,9:21:59,15.764,N,83.021,W,-1
10/14/2002,9:24:00,15.766,N,83.023,W,-1
10/14/2002,9:26:00,15.769,N,83.025,W,-1
10/14/2002,9:28:00,15.771,N,83.027,W,-1
10/14/2002,9:30:00,15.774,N,83.029,W,-1
10/14/2002,9:31:59,15.776,N,83.03,W,-1
10/14/2002,9:33:59,15.779,N,83.032,W,-1
10/14/2002,9:35:59,15.781,N,83.034,W,-1
10/14/2002,9:38:00,15.784,N,83.036,W,-1
10/14/2002,9:40:00,15.786,N,83.038,W,-1
10/14/2002,9:42:00,15.789,N,83.04,W,-1
10/14/2002,9:44:00,15.791,N,83.041,W,-1
10/14/2002,9:45:59,15.794,N,83.043,W,-1
10/14/2002,9:47:59,15.796,N,83.045,W,-1
10/14/2002,9:49:59,15.799,N,83.047,W,-1
10/14/2002,9:51:59,15.801,N,83.049,W,-1
10/14/2002,9:54:00,15.804,N,83.05,W,-1
10/14/2002,9:56:00,15.806,N,83.052,W,-1
10/14/2002,9:58:00,15.809,N,83.054,W,-1
10/14/2002,10:00:00,15.811,N,83.056,W,-1
10/14/2002,10:01:59,15.814,N,83.057,W,-1
10/14/2002,10:03:59,15.816,N,83.059,W,-1
10/14/2002,10:05:59,15.819,N,83.061,W,-1
10/14/2002,10:08:00,15.822,N,83.063,W,-1
10/14/2002,10:10:00,15.824,N,83.064,W,-1
10/14/2002,10:12:00,15.827,N,83.066,W,-1
10/14/2002,10:14:00,15.829,N,83.068,W,-1
10/14/2002,10:15:59,15.832,N,83.07,W,-1
10/14/2002,10:17:59,15.834,N,83.071,W,-1
10/14/2002,10:19:59,15.837,N,83.073,W,-1
10/14/2002,10:21:59,15.839,N,83.075,W,-1
10/14/2002,10:24:00,15.842,N,83.076,W,-1
10/14/2002,10:26:00,15.844,N,83.078,W,-1
10/14/2002,10:28:00,15.847,N,83.08,W,-1
10/14/2002,10:30:00,15.849,N,83.081,W,-1
10/14/2002,10:31:59,15.852,N,83.083,W,-1
10/14/2002,10:33:59,15.854,N,83.085,W,-1
10/14/2002,10:35:59,15.857,N,83.086,W,-1
10/14/2002,10:38:00,15.86,N,83.088,W,-1
10/14/2002,10:40:00,15.862,N,83.09,W,-1
10/14/2002,10:42:00,15.865,N,83.091,W,-1
10/14/2002,10:44:00,15.867,N,83.093,W,-1
10/14/2002,10:45:59,15.87,N,83.094,W,-1
10/14/2002,10:47:59,15.872,N,83.096,W,-1
10/14/2002,10:49:59,15.875,N,83.098,W,-1
10/14/2002,10:51:59,15.878,N,83.099,W,-1
10/14/2002,10:54:00,15.88,N,83.101,W,-1
10/14/2002,10:56:00,15.883,N,83.102,W,-1
10/14/2002,10:58:00,15.885,N,83.104,W,-1
10/14/2002,11:00:00,15.888,N,83.106,W,-1
10/14/2002,11:01:59,15.89,N,83.107,W,-1
10/14/2002,11:03:59,15.893,N,83.109,W,-1
10/14/2002,11:05:59,15.896,N,83.11,W,-1
10/14/2002,11:08:00,15.898,N,83.112,W,-1
10/14/2002,11:10:00,15.901,N,83.113,W,-1
10/14/2002,11:12:00,15.903,N,83.115,W,-1
10/14/2002,11:14:00,15.906,N,83.116,W,-1
10/14/2002,11:15:59,15.908,N,83.118,W,-1
10/14/2002,11:17:59,15.911,N,83.119,W,-1
10/14/2002,11:19:59,15.914,N,83.121,W,-1
10/14/2002,11:21:59,15.916,N,83.122,W,-1
10/14/2002,11:24:00,15.919,N,83.124,W,-1
10/14/2002,11:26:00,15.921,N,83.125,W,-1
10/14/2002,11:28:00,15.924,N,83.127,W,-1
10/14/2002,11:30:00,15.927,N,83.128,W,-1
10/14/2002,11:31:59,15.929,N,83.13,W,-1
10/14/2002,11:33:59,15.932,N,83.131,W,-1
10/14/2002,11:35:59,15.934,N,83.133,W,-1
10/14/2002,11:38:00,15.937,N,83.134,W,-1
10/14/2002,11:40:00,15.94,N,83.135,W,-1
10/14/2002,11:42:00,15.942,N,83.137,W,-1
10/14/2002,11:44:00,15.945,N,83.138,W,-1
10/14/2002,11:45:59,15.948,N,83.14,W,-1
10/14/2002,11:47:59,15.95,N,83.141,W,-1
10/14/2002,11:49:59,15.953,N,83.143,W,-1
10/14/2002,11:51:59,15.955,N,83.144,W,-1
10/14/2002,11:54:00,15.958,N,83.145,W,-1
10/14/2002,11:56:00,15.961,N,83.147,W,-1
10/14/2002,11:58:00,15.963,N,83.148,W,-1
10/14/2002,12:00:00,15.966,N,83.149,W,-1
10/14/2002,12:01:59,15.969,N,83.151,W,-1
10/14/2002,12:03:59,15.971,N,83.152,W,-1
10/14/2002,12:05:59,15.974,N,83.153,W,-1
10/14/2002,12:08:00,15.976,N,83.155,W,-1
10/14/2002,12:10:00,15.979,N,83.156,W,-1
10/14/2002,12:12:00,15.982,N,83.157,W,-1
10/14/2002,12:14:00,15.984,N,83.159,W,-1
10/14/2002,12:15:59,15.987,N,83.16,W,-1
10/14/2002,12:17:59,15.99,N,83.161,W,-1
10/14/2002,12:19:59,15.992,N,83.163,W,-1
10/14/2002,12:21:59,15.995,N,83.164,W,-1
10/14/2002,12:24:00,15.998,N,83.165,W,-1
10/14/2002,12:26:00,16,N,83.167,W,-1
10/14/2002,12:28:00,16.003,N,83.168,W,-1
10/14/2002,12:30:00,16.006,N,83.169,W,-1
