Track,for,Nicole,2010,,,
9/29/2010,10:14:53,23.204,N,81.936,W,0
9/29/2010,10:16:53,23.209,N,81.931,W,0
9/29/2010,10:18:53,23.213,N,81.927,W,0
9/29/2010,10:20:53,23.217,N,81.922,W,0
9/29/2010,10:22:54,23.221,N,81.918,W,0
9/29/2010,10:24:54,23.225,N,81.914,W,0
9/29/2010,10:26:54,23.229,N,81.909,W,0
9/29/2010,10:28:53,23.233,N,81.905,W,0
9/29/2010,10:30:53,23.237,N,81.9,W,0
9/29/2010,10:32:53,23.241,N,81.896,W,0
9/29/2010,10:34:53,23.245,N,81.891,W,0
9/29/2010,10:36:54,23.249,N,81.887,W,0
9/29/2010,10:38:54,23.253,N,81.882,W,0
9/29/2010,10:40:54,23.257,N,81.878,W,0
9/29/2010,10:42:54,23.26,N,81.873,W,0
9/29/2010,10:44:53,23.264,N,81.869,W,0
9/29/2010,10:46:53,23.268,N,81.864,W,0
9/29/2010,10:48:53,23.271,N,81.86,W,0
9/29/2010,10:50:53,23.275,N,81.855,W,0
9/29/2010,10:52:54,23.279,N,81.851,W,0
9/29/2010,10:54:54,23.282,N,81.846,W,0
9/29/2010,10:56:54,23.286,N,81.842,W,0
9/29/2010,10:58:53,23.289,N,81.837,W,0
9/29/2010,11:00:53,23.292,N,81.833,W,0
9/29/2010,11:02:53,23.296,N,81.828,W,0
9/29/2010,11:04:53,23.299,N,81.824,W,0
9/29/2010,11:06:54,23.302,N,81.819,W,0
9/29/2010,11:08:54,23.306,N,81.815,W,0
9/29/2010,11:10:26,23.308,N,81.811,W,0
9/29/2010,11:12:25,23.307,N,81.807,W,0
9/29/2010,11:14:25,23.306,N,81.803,W,0
9/29/2010,11:16:25,23.304,N,81.799,W,0
9/29/2010,11:18:25,23.303,N,81.795,W,0
9/29/2010,11:20:26,23.302,N,81.792,W,0
9/29/2010,11:22:26,23.301,N,81.788,W,0
9/29/2010,11:24:26,23.3,N,81.784,W,0
9/29/2010,11:26:26,23.298,N,81.78,W,0
9/29/2010,11:28:25,23.297,N,81.776,W,0
9/29/2010,11:30:25,23.296,N,81.772,W,0
9/29/2010,11:32:25,23.295,N,81.768,W,0
9/29/2010,11:34:26,23.294,N,81.764,W,0
9/29/2010,11:36:26,23.293,N,81.76,W,0
9/29/2010,11:38:26,23.292,N,81.756,W,0
9/29/2010,11:40:26,23.291,N,81.752,W,0
9/29/2010,11:42:25,23.29,N,81.748,W,0
9/29/2010,11:44:25,23.289,N,81.744,W,0
9/29/2010,11:46:25,23.288,N,81.74,W,0
9/29/2010,11:48:25,23.287,N,81.736,W,0
9/29/2010,11:50:26,23.286,N,81.731,W,0
9/29/2010,11:52:26,23.285,N,81.727,W,0
9/29/2010,11:54:26,23.284,N,81.723,W,0
9/29/2010,11:56:26,23.283,N,81.719,W,0
9/29/2010,11:58:25,23.282,N,81.715,W,0
9/29/2010,12:00:25,23.281,N,81.711,W,0
9/29/2010,12:02:25,23.28,N,81.707,W,0
9/29/2010,12:04:26,23.279,N,81.703,W,0
9/29/2010,12:06:26,23.278,N,81.698,W,0
9/29/2010,12:08:26,23.278,N,81.694,W,0
9/29/2010,12:10:26,23.277,N,81.69,W,0
9/29/2010,12:12:25,23.276,N,81.686,W,0
9/29/2010,12:14:25,23.275,N,81.682,W,0
9/29/2010,12:16:25,23.275,N,81.677,W,0
9/29/2010,12:18:25,23.274,N,81.673,W,0
9/29/2010,12:20:26,23.273,N,81.669,W,0
9/29/2010,12:22:26,23.272,N,81.665,W,0
9/29/2010,12:24:26,23.272,N,81.66,W,0
9/29/2010,12:26:26,23.271,N,81.656,W,0
9/29/2010,12:28:25,23.271,N,81.652,W,0
9/29/2010,12:30:25,23.27,N,81.647,W,0
9/29/2010,12:32:25,23.269,N,81.643,W,0
9/29/2010,12:34:26,23.269,N,81.639,W,0
9/29/2010,12:36:26,23.268,N,81.634,W,0
9/29/2010,12:38:26,23.268,N,81.63,W,0
9/29/2010,12:40:26,23.267,N,81.626,W,0
9/29/2010,12:42:25,23.267,N,81.621,W,0
9/29/2010,12:44:25,23.267,N,81.617,W,0
9/29/2010,12:46:25,23.266,N,81.613,W,0
9/29/2010,12:48:25,23.266,N,81.608,W,0
9/29/2010,12:50:26,23.265,N,81.604,W,0
9/29/2010,12:52:26,23.265,N,81.599,W,0
9/29/2010,12:54:26,23.265,N,81.595,W,0
9/29/2010,12:56:26,23.265,N,81.59,W,0
9/29/2010,12:58:25,23.264,N,81.586,W,0
9/29/2010,13:00:25,23.264,N,81.581,W,0
9/29/2010,13:02:25,23.264,N,81.577,W,0
9/29/2010,13:04:26,23.264,N,81.572,W,0
9/29/2010,13:06:26,23.264,N,81.568,W,0
9/29/2010,13:08:26,23.264,N,81.563,W,0
9/29/2010,13:10:26,23.263,N,81.559,W,0
9/29/2010,13:12:25,23.263,N,81.554,W,0
9/29/2010,13:14:25,23.263,N,81.55,W,0
9/29/2010,13:16:25,23.263,N,81.545,W,0
9/29/2010,13:18:25,23.263,N,81.541,W,0
9/29/2010,13:20:26,23.264,N,81.536,W,0
9/29/2010,13:22:26,23.264,N,81.531,W,0
9/29/2010,13:24:26,23.264,N,81.527,W,0
9/29/2010,13:26:26,23.264,N,81.522,W,0
9/29/2010,13:28:25,23.264,N,81.517,W,0
9/29/2010,13:30:25,23.264,N,81.513,W,0
9/29/2010,13:32:25,23.265,N,81.508,W,0
9/29/2010,13:34:26,23.265,N,81.503,W,0
9/29/2010,13:36:26,23.265,N,81.499,W,0
9/29/2010,13:38:26,23.266,N,81.494,W,0
9/29/2010,13:40:26,23.266,N,81.489,W,0
9/29/2010,13:42:25,23.266,N,81.485,W,0
9/29/2010,13:44:25,23.267,N,81.48,W,0
9/29/2010,13:46:25,23.267,N,81.475,W,0
9/29/2010,13:48:25,23.268,N,81.47,W,0
9/29/2010,13:50:26,23.269,N,81.466,W,0
9/29/2010,13:52:26,23.269,N,81.461,W,0
9/29/2010,13:54:26,23.27,N,81.456,W,0
9/29/2010,13:56:26,23.27,N,81.451,W,0
9/29/2010,13:58:25,23.271,N,81.446,W,0
9/29/2010,14:00:25,23.272,N,81.441,W,0
9/29/2010,14:02:25,23.273,N,81.437,W,0
9/29/2010,14:04:26,23.273,N,81.432,W,0
9/29/2010,14:06:26,23.274,N,81.427,W,0
9/29/2010,14:08:26,23.275,N,81.422,W,0
9/29/2010,14:10:26,23.276,N,81.417,W,0
9/29/2010,14:12:25,23.277,N,81.412,W,0
9/29/2010,14:14:25,23.278,N,81.407,W,0
9/29/2010,14:16:25,23.279,N,81.402,W,0
9/29/2010,14:18:25,23.28,N,81.397,W,0
9/29/2010,14:20:26,23.281,N,81.392,W,0
9/29/2010,14:22:26,23.283,N,81.387,W,0
9/29/2010,14:24:26,23.284,N,81.382,W,0
9/29/2010,14:26:26,23.285,N,81.377,W,0
9/29/2010,14:28:25,23.286,N,81.372,W,0
9/29/2010,14:30:25,23.288,N,81.367,W,0
9/29/2010,14:32:25,23.289,N,81.362,W,0
9/29/2010,14:34:26,23.29,N,81.357,W,0
9/29/2010,14:36:26,23.292,N,81.352,W,0
9/29/2010,14:38:26,23.293,N,81.347,W,0
9/29/2010,14:40:26,23.295,N,81.342,W,0
9/29/2010,14:42:25,23.296,N,81.337,W,0
9/29/2010,14:44:25,23.298,N,81.332,W,0
9/29/2010,14:46:25,23.299,N,81.327,W,0
9/29/2010,14:48:25,23.301,N,81.321,W,0
9/29/2010,14:50:26,23.303,N,81.316,W,0
9/29/2010,14:52:26,23.304,N,81.311,W,0
9/29/2010,14:54:26,23.306,N,81.306,W,0
9/29/2010,14:56:26,23.308,N,81.301,W,0
9/29/2010,14:58:25,23.31,N,81.296,W,0
9/29/2010,15:00:25,23.312,N,81.29,W,0
9/29/2010,15:02:25,23.314,N,81.285,W,0
9/29/2010,15:04:26,23.316,N,81.28,W,0
9/29/2010,15:06:26,23.318,N,81.275,W,0
9/29/2010,15:08:26,23.32,N,81.269,W,0
9/29/2010,15:10:26,23.322,N,81.264,W,0
9/29/2010,15:12:25,23.324,N,81.259,W,0
9/29/2010,15:14:25,23.326,N,81.254,W,0
9/29/2010,15:16:25,23.328,N,81.248,W,0
9/29/2010,15:18:25,23.33,N,81.243,W,0
9/29/2010,15:20:26,23.332,N,81.238,W,0
9/29/2010,15:22:26,23.335,N,81.232,W,0
9/29/2010,15:24:26,23.337,N,81.227,W,0
9/29/2010,15:26:26,23.339,N,81.222,W,0
9/29/2010,15:28:25,23.342,N,81.216,W,0
9/29/2010,15:30:25,23.344,N,81.211,W,0
9/29/2010,15:32:25,23.347,N,81.205,W,0
9/29/2010,15:34:26,23.349,N,81.2,W,0
9/29/2010,15:36:26,23.351,N,81.195,W,0
9/29/2010,15:38:26,23.354,N,81.189,W,0
9/29/2010,15:40:26,23.357,N,81.184,W,0
9/29/2010,15:42:25,23.359,N,81.178,W,0
9/29/2010,15:44:25,23.362,N,81.173,W,0
9/29/2010,15:46:25,23.365,N,81.167,W,0
9/29/2010,15:48:25,23.367,N,81.162,W,0
9/29/2010,15:50:26,23.37,N,81.156,W,0
9/29/2010,15:52:26,23.373,N,81.151,W,0
9/29/2010,15:54:26,23.376,N,81.145,W,0
9/29/2010,15:56:26,23.378,N,81.14,W,0
9/29/2010,15:58:25,23.381,N,81.134,W,0
9/29/2010,16:00:25,23.384,N,81.129,W,0
9/29/2010,16:02:25,23.387,N,81.123,W,0
9/29/2010,16:04:26,23.39,N,81.118,W,0
9/29/2010,16:06:26,23.393,N,81.112,W,0
9/29/2010,16:08:26,23.396,N,81.107,W,0
9/29/2010,16:10:26,23.399,N,81.101,W,0
9/29/2010,16:12:25,23.402,N,81.095,W,0
9/29/2010,16:14:25,23.405,N,81.09,W,0
9/29/2010,16:16:25,23.408,N,81.084,W,0
9/29/2010,16:18:25,23.412,N,81.078,W,0
9/29/2010,16:20:26,23.415,N,81.073,W,0
9/29/2010,16:22:26,23.418,N,81.067,W,0
9/29/2010,16:24:26,23.421,N,81.062,W,0
9/29/2010,16:26:26,23.425,N,81.056,W,0
9/29/2010,16:28:25,23.428,N,81.05,W,0
9/29/2010,16:30:25,23.431,N,81.044,W,0
9/29/2010,16:32:25,23.435,N,81.039,W,0
9/29/2010,16:34:26,23.438,N,81.033,W,0
9/29/2010,16:36:26,23.442,N,81.027,W,0
9/29/2010,16:38:26,23.445,N,81.022,W,0
9/29/2010,16:40:26,23.449,N,81.016,W,0
9/29/2010,16:42:25,23.452,N,81.01,W,0
9/29/2010,16:44:25,23.456,N,81.004,W,0
9/29/2010,16:46:25,23.459,N,80.999,W,0
9/29/2010,16:48:25,23.463,N,80.993,W,0
9/29/2010,16:50:26,23.467,N,80.987,W,0
9/29/2010,16:52:26,23.47,N,80.981,W,0
9/29/2010,16:54:26,23.474,N,80.975,W,0
9/29/2010,16:56:26,23.478,N,80.97,W,0
9/29/2010,16:58:25,23.482,N,80.964,W,0
9/29/2010,17:00:25,23.485,N,80.958,W,0
9/29/2010,17:02:25,23.489,N,80.952,W,0
9/29/2010,17:04:26,23.493,N,80.946,W,0
9/29/2010,17:05:53,23.496,N,80.942,W,0
9/29/2010,17:07:53,23.5,N,80.933,W,0
9/29/2010,17:09:53,23.505,N,80.925,W,0
9/29/2010,17:11:52,23.509,N,80.916,W,0
9/29/2010,17:13:52,23.514,N,80.908,W,0
9/29/2010,17:15:52,23.518,N,80.899,W,0
9/29/2010,17:17:52,23.523,N,80.89,W,0
9/29/2010,17:19:53,23.528,N,80.882,W,0
9/29/2010,17:21:53,23.532,N,80.873,W,0
9/29/2010,17:23:53,23.537,N,80.865,W,0
9/29/2010,17:25:52,23.541,N,80.856,W,0
9/29/2010,17:27:52,23.546,N,80.848,W,0
9/29/2010,17:29:52,23.55,N,80.84,W,0
9/29/2010,17:31:52,23.555,N,80.831,W,0
9/29/2010,17:33:53,23.56,N,80.823,W,0
9/29/2010,17:35:53,23.564,N,80.814,W,0
9/29/2010,17:37:53,23.569,N,80.806,W,0
9/29/2010,17:39:53,23.573,N,80.798,W,0
9/29/2010,17:41:52,23.578,N,80.789,W,0
9/29/2010,17:43:52,23.583,N,80.781,W,0
9/29/2010,17:45:52,23.587,N,80.773,W,0
9/29/2010,17:47:52,23.592,N,80.764,W,0
9/29/2010,17:49:53,23.597,N,80.756,W,0
9/29/2010,17:51:53,23.602,N,80.748,W,0
9/29/2010,17:53:53,23.606,N,80.739,W,0
9/29/2010,17:55:52,23.611,N,80.731,W,0
9/29/2010,17:57:52,23.616,N,80.723,W,0
9/29/2010,17:59:52,23.621,N,80.715,W,0
9/29/2010,18:01:52,23.625,N,80.707,W,0
9/29/2010,18:03:53,23.63,N,80.699,W,0
9/29/2010,18:05:53,23.635,N,80.69,W,0
9/29/2010,18:07:53,23.64,N,80.682,W,0
9/29/2010,18:09:53,23.644,N,80.674,W,0
9/29/2010,18:11:52,23.649,N,80.666,W,0
9/29/2010,18:13:52,23.654,N,80.658,W,0
9/29/2010,18:15:52,23.659,N,80.65,W,0
9/29/2010,18:17:52,23.664,N,80.642,W,0
9/29/2010,18:19:53,23.669,N,80.634,W,0
9/29/2010,18:21:53,23.674,N,80.626,W,0
9/29/2010,18:23:53,23.678,N,80.618,W,0
9/29/2010,18:25:52,23.683,N,80.61,W,0
9/29/2010,18:27:52,23.688,N,80.602,W,0
9/29/2010,18:29:52,23.693,N,80.594,W,0
9/29/2010,18:31:52,23.698,N,80.587,W,0
9/29/2010,18:33:53,23.703,N,80.579,W,0
9/29/2010,18:35:53,23.708,N,80.571,W,0
9/29/2010,18:37:53,23.713,N,80.563,W,0
9/29/2010,18:39:53,23.718,N,80.555,W,0
9/29/2010,18:41:52,23.723,N,80.548,W,0
9/29/2010,18:43:52,23.728,N,80.54,W,0
9/29/2010,18:45:52,23.733,N,80.532,W,0
9/29/2010,18:47:52,23.738,N,80.524,W,0
9/29/2010,18:49:53,23.743,N,80.517,W,0
9/29/2010,18:51:53,23.748,N,80.509,W,0
9/29/2010,18:53:53,23.753,N,80.501,W,0
9/29/2010,18:55:52,23.759,N,80.494,W,0
9/29/2010,18:57:52,23.764,N,80.486,W,0
9/29/2010,18:59:52,23.769,N,80.479,W,0
9/29/2010,19:01:52,23.774,N,80.471,W,0
9/29/2010,19:03:53,23.779,N,80.463,W,0
9/29/2010,19:05:53,23.784,N,80.456,W,0
9/29/2010,19:07:53,23.789,N,80.448,W,0
9/29/2010,19:09:53,23.795,N,80.441,W,0
9/29/2010,19:11:52,23.8,N,80.433,W,0
9/29/2010,19:13:52,23.805,N,80.426,W,0
9/29/2010,19:15:52,23.81,N,80.419,W,0
9/29/2010,19:17:52,23.816,N,80.411,W,0
9/29/2010,19:19:53,23.821,N,80.404,W,0
9/29/2010,19:21:53,23.826,N,80.396,W,0
9/29/2010,19:23:53,23.831,N,80.389,W,0
9/29/2010,19:25:52,23.837,N,80.382,W,0
9/29/2010,19:27:52,23.842,N,80.375,W,0
9/29/2010,19:29:52,23.847,N,80.367,W,0
9/29/2010,19:31:52,23.853,N,80.36,W,0
9/29/2010,19:33:53,23.858,N,80.353,W,0
9/29/2010,19:35:53,23.863,N,80.346,W,0
9/29/2010,19:37:53,23.869,N,80.339,W,0
9/29/2010,19:39:53,23.874,N,80.331,W,0
9/29/2010,19:41:52,23.88,N,80.324,W,0
9/29/2010,19:43:52,23.885,N,80.317,W,0
9/29/2010,19:45:52,23.89,N,80.31,W,0
9/29/2010,19:47:52,23.896,N,80.303,W,0
9/29/2010,19:49:53,23.901,N,80.296,W,0
9/29/2010,19:51:53,23.907,N,80.289,W,0
9/29/2010,19:53:53,23.912,N,80.282,W,0
9/29/2010,19:55:52,23.918,N,80.275,W,0
9/29/2010,19:57:52,23.923,N,80.268,W,0
9/29/2010,19:59:52,23.929,N,80.261,W,0
9/29/2010,20:01:52,23.935,N,80.254,W,0
9/29/2010,20:03:53,23.94,N,80.248,W,0
9/29/2010,20:05:53,23.946,N,80.241,W,0
9/29/2010,20:07:53,23.951,N,80.234,W,0
9/29/2010,20:09:53,23.957,N,80.227,W,0
9/29/2010,20:11:52,23.963,N,80.22,W,0
9/29/2010,20:13:52,23.968,N,80.214,W,0
9/29/2010,20:15:52,23.974,N,80.207,W,0
9/29/2010,20:17:52,23.98,N,80.2,W,0
9/29/2010,20:19:53,23.985,N,80.194,W,0
9/29/2010,20:21:53,23.991,N,80.187,W,0
9/29/2010,20:23:53,23.997,N,80.18,W,0
9/29/2010,20:25:52,24.003,N,80.174,W,0
9/29/2010,20:27:52,24.008,N,80.167,W,0
9/29/2010,20:29:52,24.014,N,80.161,W,0
9/29/2010,20:31:52,24.02,N,80.154,W,0
9/29/2010,20:33:53,24.026,N,80.148,W,0
9/29/2010,20:35:53,24.031,N,80.141,W,0
9/29/2010,20:37:53,24.037,N,80.135,W,0
9/29/2010,20:39:53,24.043,N,80.128,W,0
9/29/2010,20:41:52,24.049,N,80.122,W,0
9/29/2010,20:43:52,24.055,N,80.116,W,0
9/29/2010,20:45:52,24.061,N,80.109,W,0
9/29/2010,20:47:52,24.067,N,80.103,W,0
9/29/2010,20:49:53,24.073,N,80.097,W,0
9/29/2010,20:51:53,24.079,N,80.09,W,0
9/29/2010,20:53:53,24.085,N,80.084,W,0
9/29/2010,20:55:52,24.091,N,80.078,W,0
9/29/2010,20:57:52,24.097,N,80.072,W,0
9/29/2010,20:59:52,24.103,N,80.066,W,0
9/29/2010,21:01:52,24.109,N,80.059,W,0
9/29/2010,21:03:53,24.115,N,80.053,W,0
9/29/2010,21:05:53,24.121,N,80.047,W,0
9/29/2010,21:07:53,24.127,N,80.041,W,0
9/29/2010,21:09:53,24.133,N,80.035,W,0
9/29/2010,21:11:52,24.139,N,80.029,W,0
9/29/2010,21:13:52,24.145,N,80.023,W,0
9/29/2010,21:15:52,24.151,N,80.017,W,0
9/29/2010,21:17:52,24.157,N,80.011,W,0
9/29/2010,21:19:53,24.164,N,80.005,W,0
9/29/2010,21:21:53,24.17,N,79.999,W,0
9/29/2010,21:23:53,24.176,N,79.993,W,0
9/29/2010,21:25:52,24.182,N,79.988,W,0
9/29/2010,21:27:52,24.188,N,79.982,W,0
9/29/2010,21:29:52,24.195,N,79.976,W,0
9/29/2010,21:31:52,24.201,N,79.97,W,0
9/29/2010,21:33:53,24.207,N,79.964,W,0
9/29/2010,21:35:53,24.213,N,79.959,W,0
9/29/2010,21:37:53,24.22,N,79.953,W,0
9/29/2010,21:39:53,24.226,N,79.947,W,0
9/29/2010,21:41:52,24.232,N,79.942,W,0
9/29/2010,21:43:52,24.239,N,79.936,W,0
9/29/2010,21:45:52,24.245,N,79.93,W,0
9/29/2010,21:47:52,24.251,N,79.925,W,0
9/29/2010,21:49:53,24.258,N,79.919,W,0
9/29/2010,21:51:53,24.264,N,79.914,W,0
9/29/2010,21:53:53,24.271,N,79.908,W,0
9/29/2010,21:55:52,24.277,N,79.903,W,0
9/29/2010,21:57:52,24.283,N,79.897,W,0
9/29/2010,21:59:52,24.29,N,79.892,W,0
9/29/2010,22:01:52,24.296,N,79.886,W,0
9/29/2010,22:03:53,24.303,N,79.881,W,0
9/29/2010,22:05:53,24.309,N,79.875,W,0
9/29/2010,22:07:53,24.316,N,79.87,W,0
9/29/2010,22:09:53,24.322,N,79.865,W,0
9/29/2010,22:11:52,24.329,N,79.859,W,0
9/29/2010,22:13:52,24.335,N,79.854,W,0
9/29/2010,22:15:52,24.342,N,79.849,W,0
9/29/2010,22:17:52,24.349,N,79.843,W,0
9/29/2010,22:19:53,24.355,N,79.838,W,0
9/29/2010,22:21:53,24.362,N,79.833,W,0
9/29/2010,22:23:53,24.368,N,79.828,W,0
9/29/2010,22:25:52,24.375,N,79.823,W,0
9/29/2010,22:27:52,24.382,N,79.817,W,0
9/29/2010,22:29:52,24.388,N,79.812,W,0
9/29/2010,22:31:52,24.395,N,79.807,W,0
9/29/2010,22:33:53,24.402,N,79.802,W,0
9/29/2010,22:35:53,24.408,N,79.797,W,0
9/29/2010,22:37:53,24.415,N,79.792,W,0
9/29/2010,22:39:53,24.422,N,79.787,W,0
9/29/2010,22:41:52,24.428,N,79.782,W,0
9/29/2010,22:43:52,24.435,N,79.777,W,0
9/29/2010,22:45:52,24.442,N,79.772,W,0
9/29/2010,22:47:52,24.449,N,79.767,W,0
9/29/2010,22:49:53,24.455,N,79.762,W,0
9/29/2010,22:51:53,24.462,N,79.757,W,0
9/29/2010,22:53:53,24.469,N,79.752,W,0
9/29/2010,22:55:52,24.476,N,79.747,W,0
9/29/2010,22:57:52,24.483,N,79.742,W,0
9/29/2010,22:59:52,24.489,N,79.737,W,0
9/29/2010,23:01:52,24.496,N,79.733,W,0
9/29/2010,23:03:53,24.503,N,79.728,W,0
9/29/2010,23:05:53,24.51,N,79.723,W,0
9/29/2010,23:07:53,24.517,N,79.718,W,0
9/29/2010,23:09:53,24.524,N,79.713,W,0
9/29/2010,23:11:52,24.531,N,79.709,W,0
9/29/2010,23:13:52,24.538,N,79.704,W,0
9/29/2010,23:15:52,24.544,N,79.699,W,0
9/29/2010,23:17:52,24.551,N,79.695,W,0
9/29/2010,23:19:53,24.558,N,79.69,W,0
9/29/2010,23:21:53,24.565,N,79.685,W,0
9/29/2010,23:23:53,24.572,N,79.681,W,0
9/29/2010,23:25:52,24.579,N,79.676,W,0
9/29/2010,23:27:52,24.586,N,79.671,W,0
9/29/2010,23:29:52,24.593,N,79.667,W,0
9/29/2010,23:31:52,24.6,N,79.662,W,0
9/29/2010,23:33:53,24.607,N,79.658,W,0
9/29/2010,23:35:53,24.614,N,79.653,W,0
9/29/2010,23:37:53,24.621,N,79.649,W,0
9/29/2010,23:39:53,24.628,N,79.644,W,0
9/29/2010,23:41:52,24.635,N,79.64,W,0
9/29/2010,23:43:52,24.643,N,79.635,W,0
9/29/2010,23:45:52,24.65,N,79.631,W,0
9/29/2010,23:47:52,24.657,N,79.626,W,0
9/29/2010,23:49:53,24.664,N,79.622,W,0
9/29/2010,23:51:53,24.671,N,79.618,W,0
9/29/2010,23:53:53,24.678,N,79.613,W,0
9/29/2010,23:55:52,24.685,N,79.609,W,0
9/29/2010,23:57:52,24.692,N,79.605,W,0
9/29/2010,23:59:52,24.7,N,79.6,W,0
9/30/2010,0:01:52,24.707,N,79.596,W,0
9/30/2010,0:03:53,24.714,N,79.592,W,0
9/30/2010,0:05:53,24.721,N,79.587,W,0
9/30/2010,0:07:53,24.728,N,79.583,W,0
9/30/2010,0:09:53,24.736,N,79.579,W,0
9/30/2010,0:11:52,24.743,N,79.575,W,0
9/30/2010,0:13:52,24.75,N,79.57,W,0
9/30/2010,0:15:52,24.757,N,79.566,W,0
9/30/2010,0:17:52,24.764,N,79.562,W,0
9/30/2010,0:19:53,24.772,N,79.558,W,0
9/30/2010,0:21:53,24.779,N,79.554,W,0
9/30/2010,0:23:53,24.786,N,79.55,W,0
9/30/2010,0:25:52,24.794,N,79.546,W,0
9/30/2010,0:27:52,24.801,N,79.541,W,0
9/30/2010,0:29:52,24.808,N,79.537,W,0
9/30/2010,0:31:52,24.816,N,79.533,W,0
9/30/2010,0:33:53,24.823,N,79.529,W,0
9/30/2010,0:35:53,24.83,N,79.525,W,0
9/30/2010,0:37:53,24.838,N,79.521,W,0
9/30/2010,0:39:53,24.845,N,79.517,W,0
9/30/2010,0:41:52,24.852,N,79.513,W,0
9/30/2010,0:43:52,24.86,N,79.509,W,0
9/30/2010,0:45:52,24.867,N,79.505,W,0
9/30/2010,0:47:52,24.874,N,79.501,W,0
9/30/2010,0:49:53,24.882,N,79.497,W,0
9/30/2010,0:51:53,24.889,N,79.493,W,0
9/30/2010,0:53:53,24.897,N,79.489,W,0
9/30/2010,0:55:52,24.904,N,79.486,W,0
9/30/2010,0:57:52,24.911,N,79.482,W,0
9/30/2010,0:59:52,24.919,N,79.478,W,0
9/30/2010,1:01:52,24.926,N,79.474,W,0
9/30/2010,1:03:53,24.934,N,79.47,W,0
9/30/2010,1:05:53,24.941,N,79.466,W,0
9/30/2010,1:07:53,24.949,N,79.462,W,0
9/30/2010,1:09:53,24.956,N,79.459,W,0
9/30/2010,1:11:52,24.964,N,79.455,W,0
9/30/2010,1:13:52,24.971,N,79.451,W,0
9/30/2010,1:15:52,24.979,N,79.447,W,0
9/30/2010,1:17:52,24.986,N,79.444,W,0
9/30/2010,1:19:53,24.994,N,79.44,W,0
9/30/2010,1:21:53,25.001,N,79.436,W,0
9/30/2010,1:23:53,25.009,N,79.432,W,0
9/30/2010,1:25:52,25.016,N,79.429,W,0
9/30/2010,1:27:52,25.024,N,79.425,W,0
9/30/2010,1:29:52,25.032,N,79.421,W,0
9/30/2010,1:31:52,25.039,N,79.418,W,0
9/30/2010,1:33:53,25.047,N,79.414,W,0
9/30/2010,1:35:53,25.054,N,79.41,W,0
9/30/2010,1:37:53,25.062,N,79.407,W,0
9/30/2010,1:39:53,25.069,N,79.403,W,0
9/30/2010,1:41:52,25.077,N,79.399,W,0
9/30/2010,1:43:52,25.085,N,79.396,W,0
9/30/2010,1:45:52,25.092,N,79.392,W,0
9/30/2010,1:47:52,25.1,N,79.389,W,0
9/30/2010,1:49:53,25.108,N,79.385,W,0
9/30/2010,1:51:53,25.115,N,79.382,W,0
9/30/2010,1:53:53,25.123,N,79.378,W,0
9/30/2010,1:55:52,25.131,N,79.375,W,0
9/30/2010,1:57:52,25.138,N,79.371,W,0
9/30/2010,1:59:52,25.146,N,79.368,W,0
9/30/2010,2:01:52,25.154,N,79.364,W,0
9/30/2010,2:03:53,25.161,N,79.361,W,0
9/30/2010,2:05:53,25.169,N,79.357,W,0
9/30/2010,2:07:53,25.177,N,79.354,W,0
9/30/2010,2:09:53,25.184,N,79.35,W,0
9/30/2010,2:11:52,25.192,N,79.347,W,0
9/30/2010,2:13:52,25.2,N,79.343,W,0
9/30/2010,2:15:52,25.207,N,79.34,W,0
9/30/2010,2:17:52,25.215,N,79.337,W,0
9/30/2010,2:19:53,25.223,N,79.333,W,0
9/30/2010,2:21:53,25.231,N,79.33,W,0
9/30/2010,2:23:53,25.238,N,79.326,W,0
9/30/2010,2:25:52,25.246,N,79.323,W,0
9/30/2010,2:27:52,25.254,N,79.32,W,0
9/30/2010,2:29:52,25.262,N,79.316,W,0
9/30/2010,2:31:52,25.27,N,79.313,W,0
9/30/2010,2:33:53,25.277,N,79.31,W,0
9/30/2010,2:35:53,25.285,N,79.306,W,0
9/30/2010,2:37:53,25.293,N,79.303,W,0
9/30/2010,2:39:53,25.301,N,79.3,W,0
9/30/2010,2:41:52,25.308,N,79.296,W,0
9/30/2010,2:43:52,25.316,N,79.293,W,0
9/30/2010,2:45:52,25.324,N,79.29,W,0
9/30/2010,2:47:52,25.332,N,79.287,W,0
9/30/2010,2:49:53,25.34,N,79.283,W,0
9/30/2010,2:51:53,25.348,N,79.28,W,0
9/30/2010,2:53:53,25.355,N,79.277,W,0
9/30/2010,2:55:52,25.363,N,79.274,W,0
9/30/2010,2:57:52,25.371,N,79.27,W,0
9/30/2010,2:59:52,25.379,N,79.267,W,0
9/30/2010,3:01:52,25.387,N,79.264,W,0
9/30/2010,3:03:53,25.395,N,79.261,W,0
9/30/2010,3:05:53,25.403,N,79.258,W,0
9/30/2010,3:07:53,25.41,N,79.254,W,0
9/30/2010,3:09:53,25.418,N,79.251,W,0
9/30/2010,3:11:52,25.426,N,79.248,W,0
9/30/2010,3:13:52,25.434,N,79.245,W,0
9/30/2010,3:15:52,25.442,N,79.242,W,0
9/30/2010,3:17:52,25.45,N,79.239,W,0
9/30/2010,3:19:53,25.458,N,79.235,W,0
9/30/2010,3:21:53,25.466,N,79.232,W,0
9/30/2010,3:23:53,25.474,N,79.229,W,0
9/30/2010,3:25:52,25.481,N,79.226,W,0
