Track,for,Jerry,2001,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/8/2001,16:44:19,14.017,N,65.43,W
10/8/2001,16:46:19,14.014,N,65.445,W
10/8/2001,16:48:20,14.01,N,65.461,W
10/8/2001,16:50:20,14.006,N,65.476,W
10/8/2001,16:52:20,14.003,N,65.492,W
10/8/2001,16:54:20,13.999,N,65.507,W
10/8/2001,16:56:19,13.996,N,65.523,W
10/8/2001,16:58:19,13.992,N,65.538,W
10/8/2001,17:00:19,13.989,N,65.554,W
10/8/2001,17:02:19,13.985,N,65.57,W
10/8/2001,17:04:20,13.981,N,65.585,W
10/8/2001,17:06:20,13.978,N,65.601,W
10/8/2001,17:08:20,13.974,N,65.616,W
10/8/2001,17:10:19,13.971,N,65.632,W
10/8/2001,17:12:19,13.967,N,65.647,W
10/8/2001,17:14:19,13.963,N,65.663,W
10/8/2001,17:16:19,13.96,N,65.679,W
10/8/2001,17:18:20,13.956,N,65.694,W
10/8/2001,17:20:20,13.953,N,65.71,W
10/8/2001,17:22:20,13.949,N,65.725,W
10/8/2001,17:24:20,13.945,N,65.741,W
10/8/2001,17:26:19,13.942,N,65.756,W
10/8/2001,17:28:19,13.938,N,65.772,W
10/8/2001,17:30:19,13.935,N,65.788,W
10/8/2001,17:32:19,13.931,N,65.803,W
10/8/2001,17:34:20,13.927,N,65.819,W
10/8/2001,17:36:20,13.924,N,65.834,W
10/8/2001,17:38:20,13.92,N,65.85,W
10/8/2001,17:40:19,13.917,N,65.865,W
10/8/2001,17:42:19,13.913,N,65.881,W
10/8/2001,17:44:19,13.909,N,65.897,W
10/8/2001,17:46:19,13.906,N,65.912,W
10/8/2001,17:48:20,13.902,N,65.928,W
10/8/2001,17:50:20,13.899,N,65.943,W
