Track,for,Matthew,2010,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/24/2010,17:22:00,14.569,N,82.871,W
9/24/2010,17:24:00,14.572,N,82.879,W
9/24/2010,17:26:01,14.574,N,82.888,W
9/24/2010,17:28:01,14.577,N,82.897,W
9/24/2010,17:30:01,14.579,N,82.906,W
9/24/2010,17:32:01,14.582,N,82.914,W
9/24/2010,17:34:00,14.584,N,82.923,W
9/24/2010,17:36:00,14.587,N,82.932,W
9/24/2010,17:38:00,14.59,N,82.941,W
9/24/2010,17:40:00,14.592,N,82.95,W
9/24/2010,17:42:01,14.595,N,82.958,W
9/24/2010,17:44:01,14.597,N,82.967,W
9/24/2010,17:46:01,14.6,N,82.976,W
9/24/2010,17:48:00,14.602,N,82.985,W
9/24/2010,17:50:00,14.605,N,82.993,W
9/24/2010,17:52:00,14.608,N,83.002,W
9/24/2010,17:54:00,14.61,N,83.011,W
9/24/2010,17:56:01,14.613,N,83.02,W
9/24/2010,17:58:01,14.616,N,83.029,W
9/24/2010,18:00:01,14.618,N,83.037,W
9/24/2010,18:02:01,14.621,N,83.046,W
9/24/2010,18:04:00,14.623,N,83.055,W
9/24/2010,18:06:00,14.626,N,83.064,W
9/24/2010,18:08:00,14.629,N,83.072,W
9/24/2010,18:10:00,14.631,N,83.081,W
9/24/2010,18:12:01,14.634,N,83.09,W
9/24/2010,18:14:01,14.637,N,83.099,W
9/24/2010,18:16:01,14.639,N,83.108,W
9/24/2010,18:18:00,14.642,N,83.116,W
9/24/2010,18:20:00,14.645,N,83.125,W
9/24/2010,18:22:00,14.647,N,83.134,W
9/24/2010,18:24:00,14.65,N,83.143,W
9/24/2010,18:26:01,14.653,N,83.151,W
9/24/2010,18:28:01,14.656,N,83.16,W
9/24/2010,18:30:01,14.658,N,83.169,W
9/24/2010,18:32:01,14.661,N,83.178,W
9/24/2010,18:34:00,14.664,N,83.186,W
9/24/2010,18:36:00,14.667,N,83.195,W
9/24/2010,18:38:00,14.669,N,83.204,W
9/24/2010,18:40:00,14.672,N,83.213,W
9/24/2010,18:42:01,14.675,N,83.221,W
9/24/2010,18:44:01,14.678,N,83.23,W
9/24/2010,18:46:01,14.68,N,83.239,W
9/24/2010,18:48:00,14.683,N,83.248,W
9/24/2010,18:50:00,14.686,N,83.256,W
9/24/2010,18:52:00,14.689,N,83.265,W
9/24/2010,18:54:00,14.692,N,83.274,W
9/24/2010,18:56:01,14.694,N,83.283,W
9/24/2010,18:58:01,14.697,N,83.291,W
9/24/2010,19:00:01,14.7,N,83.3,W
9/24/2010,19:02:01,14.703,N,83.309,W
9/24/2010,19:04:00,14.706,N,83.318,W
9/24/2010,19:06:00,14.709,N,83.326,W
9/24/2010,19:08:00,14.711,N,83.335,W
9/24/2010,19:10:00,14.714,N,83.344,W
9/24/2010,19:12:01,14.717,N,83.353,W
9/24/2010,19:14:01,14.72,N,83.361,W
9/24/2010,19:16:01,14.723,N,83.37,W
9/24/2010,19:18:00,14.726,N,83.379,W
9/24/2010,19:20:00,14.729,N,83.387,W
9/24/2010,19:22:00,14.732,N,83.396,W
9/24/2010,19:24:00,14.735,N,83.405,W
9/24/2010,19:26:01,14.738,N,83.414,W
9/24/2010,19:28:01,14.741,N,83.422,W
9/24/2010,19:30:01,14.743,N,83.431,W
9/24/2010,19:32:01,14.746,N,83.44,W
9/24/2010,19:34:00,14.749,N,83.449,W
9/24/2010,19:36:00,14.752,N,83.457,W
9/24/2010,19:38:00,14.755,N,83.466,W
9/24/2010,19:40:00,14.758,N,83.475,W
9/24/2010,19:42:01,14.761,N,83.483,W
9/24/2010,19:44:01,14.764,N,83.492,W
9/24/2010,19:46:01,14.767,N,83.501,W
9/24/2010,19:48:00,14.77,N,83.51,W
9/24/2010,19:50:00,14.774,N,83.518,W
9/24/2010,19:52:00,14.777,N,83.527,W
9/24/2010,19:54:00,14.78,N,83.536,W
9/24/2010,19:56:01,14.783,N,83.544,W
9/24/2010,19:58:01,14.786,N,83.553,W
9/24/2010,20:00:01,14.789,N,83.562,W
9/24/2010,20:02:01,14.792,N,83.57,W
9/24/2010,20:04:00,14.795,N,83.579,W
9/24/2010,20:06:00,14.798,N,83.588,W
9/24/2010,20:08:00,14.801,N,83.597,W
9/24/2010,20:10:00,14.804,N,83.605,W
9/24/2010,20:12:01,14.808,N,83.614,W
9/24/2010,20:14:01,14.811,N,83.623,W
9/24/2010,20:16:01,14.814,N,83.631,W
9/24/2010,20:18:00,14.817,N,83.64,W
9/24/2010,20:20:00,14.82,N,83.649,W
9/24/2010,20:22:00,14.823,N,83.657,W
9/24/2010,20:24:00,14.827,N,83.666,W
9/24/2010,20:26:01,14.83,N,83.675,W
9/24/2010,20:28:01,14.833,N,83.683,W
9/24/2010,20:30:01,14.836,N,83.692,W
9/24/2010,20:32:01,14.839,N,83.701,W
9/24/2010,20:34:00,14.843,N,83.71,W
9/24/2010,20:36:00,14.846,N,83.718,W
9/24/2010,20:38:00,14.849,N,83.727,W
9/24/2010,20:40:00,14.852,N,83.736,W
9/24/2010,20:42:01,14.856,N,83.744,W
9/24/2010,20:44:01,14.859,N,83.753,W
9/24/2010,20:46:01,14.862,N,83.762,W
9/24/2010,20:48:00,14.865,N,83.77,W
9/24/2010,20:50:00,14.869,N,83.779,W
9/24/2010,20:52:00,14.872,N,83.788,W
9/24/2010,20:54:00,14.875,N,83.796,W
9/24/2010,20:56:01,14.878,N,83.805,W
9/24/2010,20:58:01,14.882,N,83.814,W
9/24/2010,21:00:01,14.885,N,83.822,W
9/24/2010,21:02:01,14.888,N,83.831,W
9/24/2010,21:04:00,14.892,N,83.84,W
9/24/2010,21:06:00,14.895,N,83.848,W
9/24/2010,21:08:00,14.898,N,83.857,W
9/24/2010,21:10:00,14.902,N,83.866,W
9/24/2010,21:12:01,14.905,N,83.874,W
9/24/2010,21:14:01,14.908,N,83.883,W
9/24/2010,21:16:01,14.912,N,83.892,W
9/24/2010,21:18:00,14.915,N,83.9,W
9/24/2010,21:20:00,14.919,N,83.909,W
9/24/2010,21:22:00,14.922,N,83.918,W
9/24/2010,21:24:00,14.925,N,83.926,W
9/24/2010,21:26:01,14.929,N,83.935,W
9/24/2010,21:28:01,14.932,N,83.944,W
9/24/2010,21:30:01,14.935,N,83.952,W
9/24/2010,21:32:01,14.939,N,83.961,W
9/24/2010,21:34:00,14.942,N,83.97,W
9/24/2010,21:36:00,14.946,N,83.978,W
9/24/2010,21:38:00,14.949,N,83.987,W
9/24/2010,21:40:00,14.952,N,83.996,W
9/24/2010,21:42:01,14.956,N,84.004,W
9/24/2010,21:44:01,14.959,N,84.013,W
9/24/2010,21:46:01,14.963,N,84.021,W
9/24/2010,21:48:00,14.966,N,84.03,W
9/24/2010,21:50:00,14.97,N,84.039,W
9/24/2010,21:52:00,14.973,N,84.047,W
9/24/2010,21:54:00,14.977,N,84.056,W
9/24/2010,21:56:01,14.98,N,84.065,W
9/24/2010,21:58:01,14.983,N,84.073,W
9/24/2010,22:00:01,14.987,N,84.082,W
9/24/2010,22:02:01,14.99,N,84.091,W
9/24/2010,22:04:00,14.994,N,84.099,W
9/24/2010,22:06:00,14.997,N,84.108,W
9/24/2010,22:08:00,15.001,N,84.117,W
9/24/2010,22:10:00,15.004,N,84.125,W
9/24/2010,22:12:01,15.008,N,84.134,W
9/24/2010,22:14:01,15.011,N,84.143,W
9/24/2010,22:16:01,15.015,N,84.151,W
9/24/2010,22:18:00,15.018,N,84.16,W
9/24/2010,22:20:00,15.022,N,84.168,W
9/24/2010,22:22:00,15.025,N,84.177,W
9/24/2010,22:24:00,15.029,N,84.186,W
9/24/2010,22:26:01,15.032,N,84.194,W
9/24/2010,22:28:01,15.036,N,84.203,W
9/24/2010,22:30:01,15.039,N,84.212,W
9/24/2010,22:32:01,15.043,N,84.22,W
9/24/2010,22:34:00,15.046,N,84.229,W
9/24/2010,22:36:00,15.05,N,84.238,W
9/24/2010,22:38:00,15.054,N,84.246,W
9/24/2010,22:40:00,15.057,N,84.255,W
9/24/2010,22:42:01,15.061,N,84.263,W
9/24/2010,22:44:01,15.064,N,84.272,W
9/24/2010,22:46:01,15.068,N,84.281,W
9/24/2010,22:48:00,15.071,N,84.289,W
9/24/2010,22:50:00,15.075,N,84.298,W
9/24/2010,22:52:00,15.078,N,84.307,W
9/24/2010,22:54:00,15.082,N,84.315,W
9/24/2010,22:56:01,15.085,N,84.324,W
9/24/2010,22:58:01,15.089,N,84.333,W
9/24/2010,23:00:01,15.093,N,84.341,W
9/24/2010,23:02:01,15.096,N,84.35,W
9/24/2010,23:04:00,15.1,N,84.358,W
9/24/2010,23:06:00,15.103,N,84.367,W
9/24/2010,23:08:00,15.107,N,84.376,W
9/24/2010,23:10:00,15.11,N,84.384,W
9/24/2010,23:12:01,15.114,N,84.393,W
9/24/2010,23:14:01,15.118,N,84.402,W
9/24/2010,23:16:01,15.121,N,84.41,W
9/24/2010,23:18:00,15.125,N,84.419,W
9/24/2010,23:20:00,15.128,N,84.428,W
9/24/2010,23:22:00,15.132,N,84.436,W
9/24/2010,23:24:00,15.135,N,84.445,W
9/24/2010,23:26:01,15.139,N,84.453,W
9/24/2010,23:28:01,15.143,N,84.462,W
9/24/2010,23:30:01,15.146,N,84.471,W
9/24/2010,23:32:01,15.15,N,84.479,W
9/24/2010,23:34:00,15.153,N,84.488,W
9/24/2010,23:36:00,15.157,N,84.497,W
9/24/2010,23:38:00,15.161,N,84.505,W
9/24/2010,23:40:00,15.164,N,84.514,W
9/24/2010,23:42:01,15.168,N,84.522,W
9/24/2010,23:44:01,15.171,N,84.531,W
9/24/2010,23:46:01,15.175,N,84.54,W
9/24/2010,23:48:00,15.178,N,84.548,W
9/24/2010,23:50:00,15.182,N,84.557,W
9/24/2010,23:52:00,15.186,N,84.566,W
9/24/2010,23:54:00,15.189,N,84.574,W
9/24/2010,23:56:01,15.193,N,84.583,W
9/24/2010,23:58:01,15.196,N,84.591,W
