Track,for,Igor,2010,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/17/2010,23:37:36,24.118,N,61.43,W
9/17/2010,23:39:35,24.123,N,61.435,W
9/17/2010,23:41:35,24.129,N,61.441,W
9/17/2010,23:43:35,24.135,N,61.447,W
9/17/2010,23:45:35,24.14,N,61.453,W
9/17/2010,23:47:36,24.146,N,61.458,W
9/17/2010,23:49:36,24.152,N,61.464,W
9/17/2010,23:51:36,24.157,N,61.47,W
9/17/2010,23:53:36,24.163,N,61.475,W
9/17/2010,23:55:35,24.169,N,61.481,W
9/17/2010,23:57:35,24.174,N,61.487,W
9/17/2010,23:59:35,24.18,N,61.493,W
9/18/2010,0:01:36,24.185,N,61.498,W
9/18/2010,0:03:36,24.191,N,61.504,W
9/18/2010,0:05:36,24.197,N,61.51,W
9/18/2010,0:07:36,24.202,N,61.516,W
9/18/2010,0:09:35,24.208,N,61.521,W
9/18/2010,0:11:35,24.213,N,61.527,W
9/18/2010,0:13:35,24.219,N,61.533,W
9/18/2010,0:15:35,24.224,N,61.539,W
9/18/2010,0:17:36,24.229,N,61.544,W
9/18/2010,0:19:36,24.235,N,61.55,W
9/18/2010,0:21:36,24.24,N,61.556,W
9/18/2010,0:23:36,24.246,N,61.562,W
9/18/2010,0:25:35,24.251,N,61.567,W
9/18/2010,0:27:35,24.256,N,61.573,W
9/18/2010,0:29:35,24.262,N,61.579,W
9/18/2010,0:31:36,24.267,N,61.585,W
9/18/2010,0:33:36,24.272,N,61.59,W
9/18/2010,0:35:36,24.277,N,61.596,W
9/18/2010,0:37:36,24.283,N,61.602,W
9/18/2010,0:39:35,24.288,N,61.608,W
9/18/2010,0:41:35,24.293,N,61.613,W
9/18/2010,0:43:35,24.298,N,61.619,W
9/18/2010,0:45:35,24.303,N,61.625,W
9/18/2010,0:47:36,24.308,N,61.63,W
9/18/2010,0:49:36,24.313,N,61.636,W
9/18/2010,0:51:36,24.318,N,61.642,W
9/18/2010,0:53:36,24.323,N,61.648,W
9/18/2010,0:55:35,24.328,N,61.653,W
9/18/2010,0:57:35,24.333,N,61.659,W
9/18/2010,0:59:35,24.338,N,61.665,W
9/18/2010,1:01:36,24.343,N,61.671,W
9/18/2010,1:03:36,24.348,N,61.676,W
9/18/2010,1:05:36,24.352,N,61.682,W
9/18/2010,1:07:36,24.357,N,61.688,W
9/18/2010,1:09:35,24.362,N,61.693,W
9/18/2010,1:11:35,24.367,N,61.699,W
9/18/2010,1:13:35,24.371,N,61.705,W
9/18/2010,1:15:35,24.376,N,61.711,W
9/18/2010,1:17:36,24.381,N,61.716,W
9/18/2010,1:19:36,24.385,N,61.722,W
9/18/2010,1:21:36,24.39,N,61.728,W
9/18/2010,1:23:36,24.394,N,61.733,W
9/18/2010,1:25:35,24.399,N,61.739,W
9/18/2010,1:27:35,24.403,N,61.745,W
9/18/2010,1:29:35,24.408,N,61.75,W
9/18/2010,1:31:36,24.412,N,61.756,W
9/18/2010,1:33:36,24.416,N,61.762,W
9/18/2010,1:35:36,24.421,N,61.767,W
9/18/2010,1:37:36,24.425,N,61.773,W
9/18/2010,1:39:35,24.429,N,61.779,W
9/18/2010,1:41:35,24.433,N,61.784,W
9/18/2010,1:43:35,24.438,N,61.79,W
9/18/2010,1:45:35,24.442,N,61.796,W
9/18/2010,1:47:36,24.446,N,61.801,W
9/18/2010,1:49:36,24.45,N,61.807,W
9/18/2010,1:51:36,24.454,N,61.813,W
9/18/2010,1:53:36,24.458,N,61.818,W
9/18/2010,1:55:35,24.462,N,61.824,W
9/18/2010,1:57:35,24.466,N,61.83,W
9/18/2010,1:59:35,24.47,N,61.835,W
9/18/2010,2:01:36,24.474,N,61.841,W
9/18/2010,2:03:36,24.478,N,61.846,W
9/18/2010,2:05:36,24.482,N,61.852,W
9/18/2010,2:07:36,24.486,N,61.858,W
9/18/2010,2:09:35,24.49,N,61.863,W
9/18/2010,2:11:35,24.493,N,61.869,W
9/18/2010,2:13:35,24.497,N,61.875,W
9/18/2010,2:15:35,24.501,N,61.88,W
9/18/2010,2:17:36,24.505,N,61.886,W
9/18/2010,2:19:36,24.508,N,61.891,W
9/18/2010,2:21:36,24.512,N,61.897,W
9/18/2010,2:23:36,24.516,N,61.903,W
9/18/2010,2:25:35,24.519,N,61.908,W
9/18/2010,2:27:35,24.523,N,61.914,W
9/18/2010,2:29:35,24.527,N,61.919,W
9/18/2010,2:31:36,24.53,N,61.925,W
9/18/2010,2:33:36,24.534,N,61.931,W
9/18/2010,2:35:36,24.537,N,61.936,W
9/18/2010,2:37:36,24.541,N,61.942,W
9/18/2010,2:39:35,24.544,N,61.947,W
9/18/2010,2:41:35,24.548,N,61.953,W
9/18/2010,2:43:35,24.551,N,61.958,W
9/18/2010,2:45:35,24.554,N,61.964,W
9/18/2010,2:47:36,24.558,N,61.97,W
9/18/2010,2:49:36,24.561,N,61.975,W
9/18/2010,2:51:36,24.564,N,61.981,W
9/18/2010,2:53:36,24.568,N,61.986,W
9/18/2010,2:55:35,24.571,N,61.992,W
9/18/2010,2:57:35,24.574,N,61.997,W
9/18/2010,2:59:35,24.578,N,62.003,W
9/18/2010,3:01:36,24.581,N,62.009,W
9/18/2010,3:03:36,24.584,N,62.014,W
9/18/2010,3:05:36,24.587,N,62.02,W
9/18/2010,3:07:36,24.59,N,62.025,W
9/18/2010,3:09:35,24.594,N,62.031,W
9/18/2010,3:11:35,24.597,N,62.036,W
9/18/2010,3:13:35,24.6,N,62.042,W
9/18/2010,3:15:35,24.603,N,62.047,W
9/18/2010,3:17:36,24.606,N,62.053,W
9/18/2010,3:19:36,24.609,N,62.058,W
9/18/2010,3:21:36,24.612,N,62.064,W
9/18/2010,3:23:36,24.615,N,62.07,W
9/18/2010,3:25:35,24.618,N,62.075,W
9/18/2010,3:27:35,24.621,N,62.081,W
9/18/2010,3:29:35,24.624,N,62.086,W
9/18/2010,3:31:36,24.627,N,62.092,W
9/18/2010,3:33:36,24.63,N,62.097,W
9/18/2010,3:35:36,24.633,N,62.103,W
9/18/2010,3:35:42,24.633,N,62.103,W
9/18/2010,3:37:43,24.636,N,62.109,W
9/18/2010,3:39:43,24.638,N,62.114,W
9/18/2010,3:41:43,24.641,N,62.12,W
9/18/2010,3:43:42,24.643,N,62.125,W
9/18/2010,3:45:42,24.646,N,62.131,W
9/18/2010,3:47:42,24.648,N,62.136,W
9/18/2010,3:49:42,24.651,N,62.142,W
9/18/2010,3:51:43,24.653,N,62.147,W
9/18/2010,3:53:43,24.656,N,62.153,W
9/18/2010,3:55:43,24.658,N,62.158,W
9/18/2010,3:57:43,24.66,N,62.164,W
9/18/2010,3:59:42,24.663,N,62.169,W
9/18/2010,4:01:42,24.665,N,62.175,W
9/18/2010,4:03:42,24.668,N,62.18,W
9/18/2010,4:05:42,24.67,N,62.186,W
9/18/2010,4:07:43,24.673,N,62.191,W
9/18/2010,4:09:43,24.675,N,62.197,W
9/18/2010,4:11:43,24.678,N,62.202,W
9/18/2010,4:13:42,24.68,N,62.208,W
9/18/2010,4:15:42,24.683,N,62.214,W
9/18/2010,4:17:42,24.685,N,62.219,W
9/18/2010,4:19:42,24.688,N,62.225,W
9/18/2010,4:21:43,24.69,N,62.23,W
9/18/2010,4:23:43,24.693,N,62.236,W
9/18/2010,4:25:43,24.695,N,62.241,W
9/18/2010,4:27:43,24.698,N,62.247,W
9/18/2010,4:29:42,24.7,N,62.252,W
9/18/2010,4:31:42,24.703,N,62.258,W
9/18/2010,4:33:42,24.705,N,62.263,W
9/18/2010,4:35:42,24.707,N,62.269,W
9/18/2010,4:37:43,24.71,N,62.274,W
9/18/2010,4:39:43,24.712,N,62.28,W
9/18/2010,4:41:43,24.715,N,62.285,W
9/18/2010,4:43:42,24.717,N,62.291,W
9/18/2010,4:45:42,24.72,N,62.296,W
9/18/2010,4:47:42,24.722,N,62.302,W
9/18/2010,4:49:42,24.725,N,62.307,W
9/18/2010,4:51:43,24.727,N,62.313,W
9/18/2010,4:53:43,24.73,N,62.318,W
9/18/2010,4:55:43,24.732,N,62.324,W
9/18/2010,4:57:43,24.735,N,62.329,W
9/18/2010,4:59:42,24.737,N,62.335,W
9/18/2010,5:01:42,24.74,N,62.34,W
9/18/2010,5:03:42,24.742,N,62.346,W
9/18/2010,5:05:42,24.745,N,62.351,W
9/18/2010,5:07:43,24.747,N,62.356,W
9/18/2010,5:09:43,24.75,N,62.362,W
9/18/2010,5:11:43,24.752,N,62.367,W
9/18/2010,5:13:42,24.755,N,62.373,W
9/18/2010,5:15:42,24.758,N,62.378,W
9/18/2010,5:17:42,24.76,N,62.384,W
9/18/2010,5:19:42,24.763,N,62.389,W
9/18/2010,5:21:43,24.765,N,62.395,W
9/18/2010,5:23:43,24.768,N,62.4,W
9/18/2010,5:25:43,24.77,N,62.406,W
9/18/2010,5:27:43,24.773,N,62.411,W
9/18/2010,5:29:42,24.775,N,62.416,W
9/18/2010,5:31:42,24.778,N,62.422,W
9/18/2010,5:33:42,24.781,N,62.427,W
9/18/2010,5:35:42,24.783,N,62.433,W
9/18/2010,5:37:43,24.786,N,62.438,W
9/18/2010,5:39:43,24.789,N,62.444,W
9/18/2010,5:41:43,24.791,N,62.449,W
9/18/2010,5:43:42,24.794,N,62.454,W
9/18/2010,5:45:42,24.796,N,62.46,W
9/18/2010,5:47:42,24.799,N,62.465,W
9/18/2010,5:49:42,24.802,N,62.471,W
9/18/2010,5:51:43,24.804,N,62.476,W
9/18/2010,5:53:43,24.807,N,62.481,W
9/18/2010,5:55:43,24.81,N,62.487,W
9/18/2010,5:55:50,24.81,N,62.487,W
9/18/2010,5:57:50,24.813,N,62.492,W
9/18/2010,5:59:50,24.816,N,62.498,W
9/18/2010,6:01:50,24.819,N,62.503,W
9/18/2010,6:03:49,24.822,N,62.509,W
9/18/2010,6:05:49,24.825,N,62.514,W
9/18/2010,6:07:49,24.828,N,62.519,W
9/18/2010,6:09:49,24.831,N,62.525,W
9/18/2010,6:11:50,24.834,N,62.53,W
9/18/2010,6:13:50,24.837,N,62.535,W
9/18/2010,6:15:50,24.84,N,62.541,W
9/18/2010,6:17:49,24.843,N,62.546,W
9/18/2010,6:19:49,24.846,N,62.551,W
9/18/2010,6:21:49,24.849,N,62.557,W
9/18/2010,6:23:49,24.853,N,62.562,W
9/18/2010,6:25:50,24.856,N,62.567,W
9/18/2010,6:27:50,24.859,N,62.573,W
9/18/2010,6:29:50,24.862,N,62.578,W
9/18/2010,6:31:50,24.865,N,62.583,W
9/18/2010,6:33:49,24.869,N,62.589,W
9/18/2010,6:35:49,24.872,N,62.594,W
9/18/2010,6:37:49,24.875,N,62.599,W
9/18/2010,6:39:49,24.878,N,62.605,W
9/18/2010,6:41:50,24.882,N,62.61,W
9/18/2010,6:43:50,24.885,N,62.615,W
9/18/2010,6:45:50,24.889,N,62.621,W
9/18/2010,6:47:49,24.892,N,62.626,W
9/18/2010,6:49:49,24.895,N,62.631,W
9/18/2010,6:51:49,24.899,N,62.636,W
9/18/2010,6:53:49,24.902,N,62.642,W
9/18/2010,6:55:50,24.906,N,62.647,W
9/18/2010,6:57:50,24.909,N,62.652,W
9/18/2010,6:59:50,24.913,N,62.657,W
9/18/2010,7:01:50,24.917,N,62.663,W
9/18/2010,7:03:49,24.92,N,62.668,W
9/18/2010,7:05:49,24.924,N,62.673,W
9/18/2010,7:07:49,24.927,N,62.678,W
9/18/2010,7:09:49,24.931,N,62.684,W
9/18/2010,7:11:50,24.935,N,62.689,W
9/18/2010,7:13:50,24.938,N,62.694,W
9/18/2010,7:15:50,24.942,N,62.699,W
9/18/2010,7:17:49,24.946,N,62.704,W
9/18/2010,7:19:49,24.95,N,62.71,W
9/18/2010,7:21:49,24.954,N,62.715,W
9/18/2010,7:23:49,24.957,N,62.72,W
9/18/2010,7:25:50,24.961,N,62.725,W
9/18/2010,7:27:50,24.965,N,62.73,W
9/18/2010,7:29:50,24.969,N,62.735,W
9/18/2010,7:31:50,24.973,N,62.741,W
9/18/2010,7:33:49,24.977,N,62.746,W
9/18/2010,7:35:49,24.981,N,62.751,W
9/18/2010,7:37:49,24.985,N,62.756,W
9/18/2010,7:39:49,24.989,N,62.761,W
9/18/2010,7:41:50,24.993,N,62.766,W
9/18/2010,7:43:50,24.998,N,62.771,W
9/18/2010,7:45:50,25.002,N,62.777,W
9/18/2010,7:47:49,25.006,N,62.782,W
9/18/2010,7:49:49,25.01,N,62.787,W
9/18/2010,7:51:49,25.014,N,62.792,W
9/18/2010,7:53:49,25.019,N,62.797,W
9/18/2010,7:55:50,25.023,N,62.802,W
9/18/2010,7:57:50,25.027,N,62.807,W
9/18/2010,7:59:50,25.032,N,62.812,W
9/18/2010,8:01:50,25.036,N,62.817,W
9/18/2010,8:03:49,25.041,N,62.822,W
9/18/2010,8:05:49,25.045,N,62.827,W
9/18/2010,8:07:49,25.05,N,62.832,W
9/18/2010,8:09:49,25.054,N,62.837,W
9/18/2010,8:11:50,25.059,N,62.842,W
9/18/2010,8:13:50,25.063,N,62.847,W
9/18/2010,8:15:50,25.068,N,62.852,W
9/18/2010,8:17:49,25.073,N,62.857,W
9/18/2010,8:19:49,25.077,N,62.862,W
9/18/2010,8:21:49,25.082,N,62.867,W
9/18/2010,8:23:49,25.087,N,62.872,W
9/18/2010,8:25:50,25.091,N,62.877,W
9/18/2010,8:27:50,25.096,N,62.882,W
9/18/2010,8:29:50,25.101,N,62.887,W
9/18/2010,8:31:50,25.106,N,62.892,W
9/18/2010,8:33:49,25.111,N,62.897,W
9/18/2010,8:35:49,25.116,N,62.902,W
9/18/2010,8:37:49,25.121,N,62.907,W
9/18/2010,8:39:49,25.126,N,62.912,W
9/18/2010,8:41:50,25.131,N,62.917,W
9/18/2010,8:43:50,25.136,N,62.922,W
9/18/2010,8:45:50,25.141,N,62.927,W
9/18/2010,8:47:49,25.146,N,62.931,W
9/18/2010,8:49:49,25.151,N,62.936,W
9/18/2010,8:51:49,25.156,N,62.941,W
9/18/2010,8:53:49,25.162,N,62.946,W
9/18/2010,8:55:50,25.167,N,62.951,W
9/18/2010,8:57:50,25.172,N,62.956,W
9/18/2010,8:59:50,25.177,N,62.961,W
9/18/2010,9:01:50,25.182,N,62.965,W
9/18/2010,9:03:49,25.188,N,62.97,W
9/18/2010,9:05:49,25.193,N,62.975,W
9/18/2010,9:07:49,25.198,N,62.98,W
9/18/2010,9:09:49,25.204,N,62.985,W
9/18/2010,9:11:50,25.209,N,62.989,W
9/18/2010,9:13:50,25.215,N,62.994,W
9/18/2010,9:15:50,25.22,N,62.999,W
9/18/2010,9:17:49,25.225,N,63.004,W
9/18/2010,9:19:49,25.231,N,63.009,W
9/18/2010,9:21:49,25.236,N,63.013,W
9/18/2010,9:23:49,25.242,N,63.018,W
9/18/2010,9:25:50,25.248,N,63.023,W
9/18/2010,9:27:50,25.253,N,63.028,W
9/18/2010,9:29:50,25.259,N,63.032,W
9/18/2010,9:31:50,25.264,N,63.037,W
9/18/2010,9:33:49,25.27,N,63.042,W
9/18/2010,9:35:49,25.275,N,63.046,W
9/18/2010,9:37:49,25.281,N,63.051,W
9/18/2010,9:39:49,25.287,N,63.056,W
9/18/2010,9:41:50,25.292,N,63.061,W
9/18/2010,9:43:50,25.298,N,63.065,W
9/18/2010,9:45:50,25.304,N,63.07,W
9/18/2010,9:47:49,25.31,N,63.075,W
9/18/2010,9:49:49,25.315,N,63.079,W
9/18/2010,9:51:49,25.321,N,63.084,W
9/18/2010,9:53:49,25.327,N,63.089,W
9/18/2010,9:55:50,25.333,N,63.093,W
9/18/2010,9:57:50,25.338,N,63.098,W
9/18/2010,9:59:50,25.344,N,63.102,W
9/18/2010,10:01:50,25.35,N,63.107,W
9/18/2010,10:03:49,25.356,N,63.112,W
9/18/2010,10:05:49,25.362,N,63.116,W
9/18/2010,10:07:49,25.368,N,63.121,W
9/18/2010,10:09:49,25.373,N,63.125,W
9/18/2010,10:11:50,25.379,N,63.13,W
9/18/2010,10:13:50,25.385,N,63.135,W
9/18/2010,10:15:50,25.391,N,63.139,W
9/18/2010,10:17:49,25.397,N,63.144,W
9/18/2010,10:19:49,25.403,N,63.148,W
9/18/2010,10:21:49,25.409,N,63.153,W
9/18/2010,10:23:49,25.415,N,63.157,W
9/18/2010,10:25:50,25.421,N,63.162,W
9/18/2010,10:27:50,25.427,N,63.166,W
9/18/2010,10:29:50,25.433,N,63.171,W
9/18/2010,10:31:50,25.439,N,63.175,W
9/18/2010,10:33:49,25.444,N,63.18,W
9/18/2010,10:35:49,25.45,N,63.184,W
9/18/2010,10:37:49,25.456,N,63.189,W
9/18/2010,10:39:49,25.462,N,63.193,W
9/18/2010,10:41:50,25.468,N,63.198,W
9/18/2010,10:43:50,25.474,N,63.202,W
9/18/2010,10:45:50,25.48,N,63.207,W
9/18/2010,10:47:49,25.486,N,63.211,W
9/18/2010,10:49:49,25.492,N,63.216,W
9/18/2010,10:51:49,25.498,N,63.22,W
9/18/2010,10:53:49,25.504,N,63.224,W
9/18/2010,10:55:50,25.51,N,63.229,W
9/18/2010,10:57:50,25.516,N,63.233,W
9/18/2010,10:59:50,25.523,N,63.238,W
9/18/2010,11:01:50,25.529,N,63.242,W
9/18/2010,11:03:49,25.535,N,63.246,W
9/18/2010,11:05:49,25.541,N,63.251,W
9/18/2010,11:07:49,25.547,N,63.255,W
9/18/2010,11:09:49,25.553,N,63.26,W
9/18/2010,11:11:50,25.559,N,63.264,W
9/18/2010,11:13:50,25.565,N,63.268,W
9/18/2010,11:15:50,25.571,N,63.273,W
9/18/2010,11:17:49,25.577,N,63.277,W
9/18/2010,11:19:49,25.583,N,63.281,W
9/18/2010,11:21:49,25.589,N,63.286,W
9/18/2010,11:23:49,25.595,N,63.29,W
9/18/2010,11:25:50,25.601,N,63.294,W
9/18/2010,11:27:50,25.607,N,63.298,W
9/18/2010,11:29:50,25.613,N,63.303,W
9/18/2010,11:31:50,25.619,N,63.307,W
9/18/2010,11:33:49,25.625,N,63.311,W
9/18/2010,11:35:49,25.631,N,63.316,W
9/18/2010,11:37:49,25.637,N,63.32,W
9/18/2010,11:39:49,25.643,N,63.324,W
9/18/2010,11:41:50,25.649,N,63.328,W
9/18/2010,11:43:50,25.655,N,63.333,W
9/18/2010,11:45:50,25.661,N,63.337,W
9/18/2010,11:47:49,25.667,N,63.341,W
9/18/2010,11:49:49,25.672,N,63.345,W
9/18/2010,11:51:49,25.678,N,63.349,W
9/18/2010,11:53:49,25.684,N,63.354,W
9/18/2010,11:55:50,25.69,N,63.358,W
9/18/2010,11:57:50,25.696,N,63.362,W
9/18/2010,11:59:50,25.702,N,63.366,W
9/18/2010,12:01:50,25.708,N,63.37,W
9/18/2010,12:03:49,25.714,N,63.375,W
9/18/2010,12:05:49,25.72,N,63.379,W
9/18/2010,12:07:49,25.726,N,63.383,W
9/18/2010,12:09:49,25.731,N,63.387,W
9/18/2010,12:11:50,25.737,N,63.391,W
9/18/2010,12:13:50,25.743,N,63.395,W
9/18/2010,12:15:50,25.749,N,63.399,W
9/18/2010,12:17:49,25.755,N,63.404,W
9/18/2010,12:19:49,25.76,N,63.408,W
9/18/2010,12:21:49,25.766,N,63.412,W
9/18/2010,12:23:49,25.772,N,63.416,W
9/18/2010,12:25:50,25.778,N,63.42,W
9/18/2010,12:27:50,25.783,N,63.424,W
9/18/2010,12:29:50,25.789,N,63.428,W
9/18/2010,12:31:50,25.795,N,63.432,W
9/18/2010,12:33:49,25.8,N,63.436,W
9/18/2010,12:35:49,25.806,N,63.44,W
9/18/2010,12:37:49,25.812,N,63.444,W
9/18/2010,12:39:49,25.817,N,63.448,W
9/18/2010,12:41:50,25.823,N,63.452,W
9/18/2010,12:43:50,25.829,N,63.456,W
9/18/2010,12:45:50,25.834,N,63.46,W
9/18/2010,12:47:49,25.84,N,63.464,W
9/18/2010,12:49:49,25.845,N,63.468,W
9/18/2010,12:51:49,25.851,N,63.472,W
9/18/2010,12:53:49,25.856,N,63.476,W
9/18/2010,12:55:50,25.862,N,63.48,W
9/18/2010,12:57:50,25.867,N,63.484,W
9/18/2010,12:59:50,25.873,N,63.488,W
9/18/2010,13:01:50,25.878,N,63.492,W
9/18/2010,13:03:49,25.883,N,63.496,W
9/18/2010,13:05:49,25.889,N,63.5,W
9/18/2010,13:07:49,25.894,N,63.504,W
9/18/2010,13:09:49,25.9,N,63.508,W
9/18/2010,13:11:50,25.905,N,63.512,W
9/18/2010,13:13:50,25.91,N,63.516,W
9/18/2010,13:15:50,25.915,N,63.52,W
9/18/2010,13:17:49,25.921,N,63.524,W
9/18/2010,13:19:49,25.926,N,63.527,W
9/18/2010,13:21:49,25.931,N,63.531,W
9/18/2010,13:23:49,25.936,N,63.535,W
9/18/2010,13:25:50,25.942,N,63.539,W
9/18/2010,13:27:50,25.947,N,63.543,W
9/18/2010,13:29:50,25.952,N,63.547,W
9/18/2010,13:31:50,25.957,N,63.551,W
9/18/2010,13:33:49,25.962,N,63.555,W
9/18/2010,13:35:49,25.967,N,63.558,W
9/18/2010,13:37:49,25.972,N,63.562,W
9/18/2010,13:39:49,25.978,N,63.566,W
9/18/2010,13:41:50,25.983,N,63.57,W
9/18/2010,13:43:50,25.988,N,63.574,W
9/18/2010,13:45:50,25.993,N,63.577,W
9/18/2010,13:47:49,25.998,N,63.581,W
9/18/2010,13:49:49,26.003,N,63.585,W
9/18/2010,13:51:49,26.008,N,63.589,W
9/18/2010,13:53:49,26.013,N,63.593,W
9/18/2010,13:55:50,26.018,N,63.596,W
9/18/2010,13:57:50,26.023,N,63.6,W
9/18/2010,13:59:50,26.028,N,63.604,W
9/18/2010,14:01:50,26.033,N,63.608,W
9/18/2010,14:03:49,26.037,N,63.612,W
9/18/2010,14:05:49,26.042,N,63.615,W
9/18/2010,14:07:49,26.047,N,63.619,W
9/18/2010,14:09:49,26.052,N,63.623,W
9/18/2010,14:11:50,26.057,N,63.627,W
9/18/2010,14:13:50,26.062,N,63.63,W
9/18/2010,14:15:50,26.067,N,63.634,W
9/18/2010,14:17:49,26.071,N,63.638,W
9/18/2010,14:19:49,26.076,N,63.641,W
9/18/2010,14:21:49,26.081,N,63.645,W
9/18/2010,14:23:49,26.086,N,63.649,W
9/18/2010,14:25:50,26.09,N,63.653,W
9/18/2010,14:27:50,26.095,N,63.656,W
9/18/2010,14:29:50,26.1,N,63.66,W
9/18/2010,14:31:50,26.105,N,63.664,W
9/18/2010,14:33:49,26.109,N,63.667,W
9/18/2010,14:35:49,26.114,N,63.671,W
9/18/2010,14:37:49,26.119,N,63.675,W
9/18/2010,14:39:49,26.123,N,63.678,W
9/18/2010,14:41:50,26.128,N,63.682,W
9/18/2010,14:43:50,26.133,N,63.686,W
9/18/2010,14:45:50,26.137,N,63.689,W
9/18/2010,14:47:49,26.142,N,63.693,W
9/18/2010,14:49:49,26.147,N,63.697,W
9/18/2010,14:51:49,26.151,N,63.7,W
9/18/2010,14:53:49,26.156,N,63.704,W
9/18/2010,14:55:50,26.16,N,63.708,W
9/18/2010,14:57:50,26.165,N,63.711,W
9/18/2010,14:59:50,26.169,N,63.715,W
9/18/2010,15:01:50,26.174,N,63.718,W
9/18/2010,15:03:49,26.179,N,63.722,W
9/18/2010,15:05:49,26.183,N,63.726,W
9/18/2010,15:07:49,26.188,N,63.729,W
9/18/2010,15:09:49,26.192,N,63.733,W
9/18/2010,15:11:50,26.197,N,63.737,W
9/18/2010,15:13:50,26.201,N,63.74,W
9/18/2010,15:15:50,26.206,N,63.744,W
9/18/2010,15:17:49,26.21,N,63.747,W
9/18/2010,15:19:49,26.214,N,63.751,W
9/18/2010,15:20:59,26.217,N,63.753,W
9/18/2010,15:22:59,26.221,N,63.757,W
9/18/2010,15:24:59,26.226,N,63.76,W
9/18/2010,15:26:59,26.23,N,63.764,W
9/18/2010,15:28:58,26.234,N,63.768,W
9/18/2010,15:30:58,26.238,N,63.771,W
9/18/2010,15:32:58,26.243,N,63.775,W
9/18/2010,15:34:59,26.247,N,63.778,W
9/18/2010,15:36:59,26.251,N,63.782,W
9/18/2010,15:38:59,26.256,N,63.786,W
9/18/2010,15:40:59,26.26,N,63.789,W
9/18/2010,15:42:58,26.264,N,63.793,W
9/18/2010,15:44:58,26.268,N,63.796,W
9/18/2010,15:46:58,26.273,N,63.8,W
9/18/2010,15:48:58,26.277,N,63.804,W
9/18/2010,15:50:59,26.281,N,63.807,W
9/18/2010,15:52:59,26.286,N,63.811,W
9/18/2010,15:54:59,26.29,N,63.814,W
9/18/2010,15:56:59,26.294,N,63.818,W
9/18/2010,15:58:58,26.298,N,63.822,W
9/18/2010,16:00:58,26.303,N,63.825,W
9/18/2010,16:02:58,26.307,N,63.829,W
9/18/2010,16:04:58,26.311,N,63.832,W
9/18/2010,16:06:58,26.315,N,63.836,W
9/18/2010,16:08:58,26.32,N,63.839,W
9/18/2010,16:10:58,26.324,N,63.843,W
9/18/2010,16:12:59,26.328,N,63.846,W
9/18/2010,16:14:59,26.332,N,63.85,W
9/18/2010,16:16:59,26.337,N,63.853,W
9/18/2010,16:18:59,26.341,N,63.857,W
9/18/2010,16:20:59,26.345,N,63.86,W
9/18/2010,16:22:59,26.349,N,63.864,W
9/18/2010,16:24:59,26.354,N,63.868,W
9/18/2010,16:26:59,26.358,N,63.871,W
9/18/2010,16:28:58,26.362,N,63.875,W
9/18/2010,16:30:58,26.366,N,63.878,W
9/18/2010,16:32:58,26.371,N,63.882,W
9/18/2010,16:34:58,26.375,N,63.885,W
9/18/2010,16:36:58,26.379,N,63.889,W
9/18/2010,16:38:58,26.383,N,63.892,W
9/18/2010,16:40:58,26.388,N,63.895,W
9/18/2010,16:42:59,26.392,N,63.899,W
9/18/2010,16:44:59,26.396,N,63.902,W
9/18/2010,16:46:59,26.4,N,63.906,W
9/18/2010,16:48:59,26.405,N,63.909,W
9/18/2010,16:50:59,26.409,N,63.913,W
9/18/2010,16:52:59,26.413,N,63.916,W
9/18/2010,16:54:59,26.417,N,63.92,W
9/18/2010,16:56:59,26.422,N,63.923,W
9/18/2010,16:58:58,26.426,N,63.927,W
9/18/2010,17:00:58,26.43,N,63.93,W
9/18/2010,17:02:58,26.434,N,63.934,W
9/18/2010,17:04:58,26.439,N,63.937,W
9/18/2010,17:06:58,26.443,N,63.94,W
9/18/2010,17:08:58,26.447,N,63.944,W
9/18/2010,17:10:58,26.451,N,63.947,W
9/18/2010,17:12:59,26.456,N,63.951,W
9/18/2010,17:14:59,26.46,N,63.954,W
9/18/2010,17:16:59,26.464,N,63.958,W
9/18/2010,17:18:59,26.468,N,63.961,W
9/18/2010,17:20:59,26.473,N,63.964,W
9/18/2010,17:22:59,26.477,N,63.968,W
9/18/2010,17:24:59,26.481,N,63.971,W
9/18/2010,17:26:59,26.485,N,63.975,W
9/18/2010,17:27:43,26.487,N,63.976,W
9/18/2010,17:29:43,26.491,N,63.98,W
9/18/2010,17:31:44,26.496,N,63.983,W
9/18/2010,17:33:44,26.5,N,63.987,W
9/18/2010,17:35:44,26.504,N,63.99,W
9/18/2010,17:37:44,26.509,N,63.994,W
9/18/2010,17:39:44,26.513,N,63.998,W
9/18/2010,17:41:44,26.517,N,64.001,W
9/18/2010,17:43:44,26.522,N,64.005,W
9/18/2010,17:45:44,26.526,N,64.008,W
9/18/2010,17:47:43,26.53,N,64.012,W
9/18/2010,17:49:43,26.535,N,64.016,W
9/18/2010,17:51:43,26.539,N,64.019,W
9/18/2010,17:53:43,26.544,N,64.023,W
9/18/2010,17:55:43,26.548,N,64.027,W
9/18/2010,17:57:43,26.552,N,64.03,W
9/18/2010,17:59:43,26.557,N,64.034,W
9/18/2010,18:01:44,26.561,N,64.038,W
9/18/2010,18:03:44,26.565,N,64.041,W
