Track,for,Earl,2010,,
8/31/2010,22:21:07,22.175,N,69.302,W
8/31/2010,22:23:08,22.181,N,69.308,W
8/31/2010,22:25:08,22.186,N,69.314,W
8/31/2010,22:27:08,22.192,N,69.32,W
8/31/2010,22:29:08,22.198,N,69.327,W
8/31/2010,22:31:08,22.204,N,69.333,W
8/31/2010,22:33:08,22.21,N,69.339,W
8/31/2010,22:35:08,22.216,N,69.345,W
8/31/2010,22:37:07,22.222,N,69.351,W
8/31/2010,22:39:07,22.228,N,69.358,W
8/31/2010,22:41:07,22.234,N,69.364,W
8/31/2010,22:43:07,22.239,N,69.37,W
8/31/2010,22:45:07,22.245,N,69.376,W
8/31/2010,22:47:07,22.251,N,69.382,W
8/31/2010,22:49:07,22.257,N,69.389,W
8/31/2010,22:51:07,22.263,N,69.395,W
8/31/2010,22:53:08,22.269,N,69.401,W
8/31/2010,22:55:08,22.275,N,69.407,W
8/31/2010,22:57:08,22.281,N,69.413,W
8/31/2010,22:59:08,22.287,N,69.42,W
8/31/2010,23:01:08,22.293,N,69.426,W
8/31/2010,23:03:08,22.299,N,69.432,W
8/31/2010,23:05:08,22.305,N,69.438,W
8/31/2010,23:07:07,22.311,N,69.444,W
8/31/2010,23:09:07,22.317,N,69.45,W
8/31/2010,23:11:07,22.323,N,69.456,W
8/31/2010,23:13:07,22.329,N,69.463,W
8/31/2010,23:15:07,22.335,N,69.469,W
8/31/2010,23:17:07,22.341,N,69.475,W
8/31/2010,23:19:07,22.347,N,69.481,W
8/31/2010,23:21:07,22.353,N,69.487,W
8/31/2010,23:23:08,22.359,N,69.493,W
8/31/2010,23:25:08,22.365,N,69.499,W
8/31/2010,23:27:08,22.371,N,69.506,W
8/31/2010,23:29:08,22.377,N,69.512,W
8/31/2010,23:31:08,22.383,N,69.518,W
8/31/2010,23:33:08,22.389,N,69.524,W
8/31/2010,23:35:08,22.395,N,69.53,W
8/31/2010,23:37:07,22.401,N,69.536,W
8/31/2010,23:39:07,22.407,N,69.542,W
8/31/2010,23:41:07,22.413,N,69.548,W
8/31/2010,23:43:07,22.419,N,69.554,W
8/31/2010,23:45:07,22.425,N,69.56,W
8/31/2010,23:47:07,22.431,N,69.566,W
8/31/2010,23:49:07,22.437,N,69.573,W
8/31/2010,23:51:07,22.443,N,69.579,W
8/31/2010,23:53:08,22.449,N,69.585,W
8/31/2010,23:55:08,22.455,N,69.591,W
8/31/2010,23:57:08,22.461,N,69.597,W
8/31/2010,23:59:08,22.467,N,69.603,W
9/1/2010,0:01:08,22.473,N,69.609,W
9/1/2010,0:03:08,22.479,N,69.615,W
9/1/2010,0:05:08,22.485,N,69.621,W
9/1/2010,0:07:07,22.491,N,69.627,W
9/1/2010,0:09:07,22.497,N,69.633,W
9/1/2010,0:11:07,22.503,N,69.639,W
9/1/2010,0:13:07,22.509,N,69.645,W
9/1/2010,0:15:07,22.515,N,69.651,W
9/1/2010,0:17:07,22.521,N,69.657,W
9/1/2010,0:19:07,22.527,N,69.663,W
9/1/2010,0:21:07,22.533,N,69.669,W
9/1/2010,0:23:08,22.539,N,69.675,W
9/1/2010,0:25:08,22.545,N,69.681,W
9/1/2010,0:27:08,22.552,N,69.687,W
9/1/2010,0:29:08,22.558,N,69.693,W
9/1/2010,0:31:08,22.564,N,69.699,W
9/1/2010,0:33:08,22.57,N,69.705,W
9/1/2010,0:35:08,22.576,N,69.711,W
9/1/2010,0:37:07,22.582,N,69.717,W
9/1/2010,0:39:07,22.588,N,69.723,W
9/1/2010,0:41:07,22.594,N,69.729,W
9/1/2010,0:43:07,22.6,N,69.735,W
9/1/2010,0:45:07,22.606,N,69.741,W
9/1/2010,0:47:07,22.612,N,69.747,W
9/1/2010,0:49:07,22.618,N,69.753,W
9/1/2010,0:51:07,22.624,N,69.759,W
9/1/2010,0:53:08,22.63,N,69.764,W
9/1/2010,0:55:08,22.636,N,69.77,W
9/1/2010,0:57:08,22.642,N,69.776,W
9/1/2010,0:59:08,22.648,N,69.782,W
9/1/2010,1:01:08,22.654,N,69.788,W
9/1/2010,1:03:08,22.66,N,69.794,W
9/1/2010,1:05:08,22.666,N,69.8,W
9/1/2010,1:07:07,22.672,N,69.806,W
9/1/2010,1:09:07,22.678,N,69.812,W
9/1/2010,1:11:07,22.684,N,69.817,W
9/1/2010,1:13:07,22.69,N,69.823,W
9/1/2010,1:15:07,22.696,N,69.829,W
9/1/2010,1:17:07,22.702,N,69.835,W
9/1/2010,1:19:07,22.708,N,69.841,W
9/1/2010,1:21:07,22.714,N,69.847,W
9/1/2010,1:23:08,22.72,N,69.853,W
9/1/2010,1:25:08,22.726,N,69.858,W
9/1/2010,1:27:08,22.731,N,69.864,W
9/1/2010,1:29:08,22.737,N,69.87,W
9/1/2010,1:31:08,22.743,N,69.876,W
9/1/2010,1:33:08,22.749,N,69.882,W
9/1/2010,1:35:08,22.755,N,69.887,W
9/1/2010,1:37:07,22.761,N,69.893,W
9/1/2010,1:39:07,22.767,N,69.899,W
9/1/2010,1:41:07,22.773,N,69.905,W
9/1/2010,1:43:07,22.779,N,69.91,W
9/1/2010,1:45:07,22.785,N,69.916,W
9/1/2010,1:47:07,22.791,N,69.922,W
9/1/2010,1:49:07,22.797,N,69.928,W
9/1/2010,1:51:07,22.802,N,69.934,W
9/1/2010,1:53:08,22.808,N,69.939,W
9/1/2010,1:55:08,22.814,N,69.945,W
9/1/2010,1:57:08,22.82,N,69.951,W
9/1/2010,1:59:08,22.826,N,69.956,W
9/1/2010,2:01:08,22.832,N,69.962,W
9/1/2010,2:03:08,22.838,N,69.968,W
9/1/2010,2:05:08,22.844,N,69.974,W
9/1/2010,2:07:07,22.849,N,69.979,W
9/1/2010,2:09:07,22.855,N,69.985,W
9/1/2010,2:11:07,22.861,N,69.991,W
9/1/2010,2:13:07,22.867,N,69.996,W
9/1/2010,2:15:07,22.873,N,70.002,W
9/1/2010,2:17:07,22.878,N,70.008,W
9/1/2010,2:19:07,22.884,N,70.013,W
9/1/2010,2:21:07,22.89,N,70.019,W
9/1/2010,2:23:08,22.896,N,70.025,W
9/1/2010,2:25:08,22.902,N,70.03,W
9/1/2010,2:27:08,22.907,N,70.036,W
9/1/2010,2:29:08,22.913,N,70.041,W
9/1/2010,2:31:08,22.919,N,70.047,W
9/1/2010,2:33:08,22.925,N,70.053,W
9/1/2010,2:35:08,22.93,N,70.058,W
9/1/2010,2:37:07,22.936,N,70.064,W
9/1/2010,2:39:07,22.942,N,70.069,W
9/1/2010,2:41:07,22.948,N,70.075,W
9/1/2010,2:43:07,22.953,N,70.081,W
9/1/2010,2:45:07,22.959,N,70.086,W
9/1/2010,2:47:07,22.965,N,70.092,W
9/1/2010,2:49:07,22.971,N,70.097,W
9/1/2010,2:51:07,22.976,N,70.103,W
9/1/2010,2:53:08,22.982,N,70.108,W
9/1/2010,2:55:08,22.988,N,70.114,W
9/1/2010,2:57:08,22.993,N,70.119,W
9/1/2010,2:59:08,22.999,N,70.125,W
9/1/2010,3:01:08,23.005,N,70.131,W
9/1/2010,3:03:08,23.01,N,70.136,W
9/1/2010,3:05:08,23.016,N,70.142,W
9/1/2010,3:07:07,23.022,N,70.147,W
9/1/2010,3:09:07,23.027,N,70.153,W
9/1/2010,3:11:07,23.033,N,70.158,W
9/1/2010,3:13:07,23.039,N,70.164,W
9/1/2010,3:15:07,23.044,N,70.169,W
9/1/2010,3:17:07,23.05,N,70.175,W
9/1/2010,3:19:07,23.056,N,70.18,W
9/1/2010,3:21:07,23.061,N,70.186,W
9/1/2010,3:23:08,23.067,N,70.191,W
9/1/2010,3:25:08,23.072,N,70.196,W
9/1/2010,3:27:08,23.078,N,70.202,W
9/1/2010,3:29:08,23.084,N,70.207,W
9/1/2010,3:31:08,23.089,N,70.213,W
9/1/2010,3:33:08,23.095,N,70.218,W
9/1/2010,3:35:08,23.1,N,70.224,W
9/1/2010,3:37:07,23.106,N,70.229,W
9/1/2010,3:39:07,23.112,N,70.235,W
9/1/2010,3:41:07,23.117,N,70.24,W
9/1/2010,3:43:07,23.123,N,70.245,W
9/1/2010,3:45:07,23.128,N,70.251,W
9/1/2010,3:47:07,23.134,N,70.256,W
9/1/2010,3:49:07,23.139,N,70.262,W
9/1/2010,3:51:07,23.145,N,70.267,W
9/1/2010,3:53:08,23.151,N,70.273,W
9/1/2010,3:55:08,23.156,N,70.278,W
9/1/2010,3:57:08,23.162,N,70.283,W
9/1/2010,3:59:08,23.167,N,70.289,W
9/1/2010,4:01:08,23.173,N,70.294,W
9/1/2010,4:03:08,23.178,N,70.299,W
9/1/2010,4:05:08,23.184,N,70.305,W
9/1/2010,4:07:07,23.189,N,70.31,W
9/1/2010,4:09:07,23.195,N,70.316,W
9/1/2010,4:11:07,23.2,N,70.321,W
9/1/2010,4:13:07,23.206,N,70.326,W
9/1/2010,4:15:07,23.211,N,70.332,W
9/1/2010,4:17:07,23.217,N,70.337,W
9/1/2010,4:19:07,23.222,N,70.342,W
9/1/2010,4:21:07,23.228,N,70.348,W
9/1/2010,4:23:08,23.233,N,70.353,W
9/1/2010,4:25:08,23.239,N,70.358,W
9/1/2010,4:27:08,23.244,N,70.364,W
9/1/2010,4:29:08,23.25,N,70.369,W
9/1/2010,4:31:08,23.255,N,70.374,W
9/1/2010,4:33:08,23.261,N,70.38,W
9/1/2010,4:35:08,23.266,N,70.385,W
9/1/2010,4:37:07,23.272,N,70.39,W
9/1/2010,4:39:07,23.277,N,70.396,W
9/1/2010,4:41:07,23.283,N,70.401,W
9/1/2010,4:43:07,23.288,N,70.406,W
9/1/2010,4:45:07,23.293,N,70.412,W
9/1/2010,4:47:07,23.299,N,70.417,W
9/1/2010,4:49:07,23.304,N,70.422,W
9/1/2010,4:51:07,23.31,N,70.427,W
9/1/2010,4:53:08,23.315,N,70.433,W
9/1/2010,4:55:08,23.321,N,70.438,W
9/1/2010,4:57:08,23.326,N,70.443,W
9/1/2010,4:59:08,23.332,N,70.449,W
9/1/2010,5:01:08,23.337,N,70.454,W
9/1/2010,5:03:08,23.342,N,70.459,W
9/1/2010,5:05:08,23.348,N,70.464,W
9/1/2010,5:07:07,23.353,N,70.47,W
9/1/2010,5:09:07,23.359,N,70.475,W
9/1/2010,5:11:07,23.364,N,70.48,W
9/1/2010,5:13:07,23.37,N,70.485,W
9/1/2010,5:15:07,23.375,N,70.491,W
9/1/2010,5:17:07,23.38,N,70.496,W
9/1/2010,5:19:07,23.386,N,70.501,W
9/1/2010,5:21:07,23.391,N,70.506,W
9/1/2010,5:23:08,23.397,N,70.512,W
9/1/2010,5:25:08,23.402,N,70.517,W
9/1/2010,5:27:08,23.407,N,70.522,W
9/1/2010,5:29:08,23.413,N,70.527,W
9/1/2010,5:31:08,23.418,N,70.533,W
9/1/2010,5:33:08,23.424,N,70.538,W
9/1/2010,5:35:08,23.429,N,70.543,W
9/1/2010,5:37:07,23.434,N,70.548,W
9/1/2010,5:38:31,23.438,N,70.552,W
9/1/2010,5:40:30,23.443,N,70.557,W
9/1/2010,5:42:30,23.448,N,70.561,W
9/1/2010,5:44:30,23.453,N,70.566,W
9/1/2010,5:46:30,23.458,N,70.57,W
9/1/2010,5:48:30,23.463,N,70.575,W
9/1/2010,5:50:30,23.468,N,70.579,W
9/1/2010,5:52:30,23.473,N,70.584,W
9/1/2010,5:54:30,23.478,N,70.589,W
9/1/2010,5:56:31,23.483,N,70.594,W
9/1/2010,5:58:31,23.488,N,70.598,W
9/1/2010,6:00:31,23.493,N,70.603,W
9/1/2010,6:02:31,23.498,N,70.608,W
9/1/2010,6:04:31,23.503,N,70.613,W
9/1/2010,6:06:31,23.508,N,70.618,W
9/1/2010,6:08:31,23.514,N,70.623,W
9/1/2010,6:10:30,23.519,N,70.627,W
9/1/2010,6:12:30,23.524,N,70.632,W
9/1/2010,6:14:30,23.529,N,70.637,W
9/1/2010,6:16:30,23.534,N,70.642,W
9/1/2010,6:18:30,23.54,N,70.647,W
9/1/2010,6:20:30,23.545,N,70.652,W
9/1/2010,6:22:30,23.55,N,70.658,W
9/1/2010,6:24:30,23.555,N,70.663,W
9/1/2010,6:26:31,23.561,N,70.668,W
9/1/2010,6:28:31,23.566,N,70.673,W
9/1/2010,6:30:31,23.571,N,70.678,W
9/1/2010,6:32:31,23.577,N,70.683,W
9/1/2010,6:34:31,23.582,N,70.689,W
9/1/2010,6:36:31,23.588,N,70.694,W
9/1/2010,6:38:31,23.593,N,70.699,W
9/1/2010,6:40:30,23.598,N,70.705,W
9/1/2010,6:42:30,23.604,N,70.71,W
9/1/2010,6:44:30,23.609,N,70.715,W
9/1/2010,6:46:30,23.615,N,70.721,W
9/1/2010,6:48:30,23.62,N,70.726,W
9/1/2010,6:50:30,23.626,N,70.732,W
9/1/2010,6:52:30,23.631,N,70.737,W
9/1/2010,6:54:30,23.637,N,70.743,W
9/1/2010,6:56:31,23.642,N,70.748,W
9/1/2010,6:58:31,23.648,N,70.754,W
9/1/2010,7:00:31,23.653,N,70.759,W
9/1/2010,7:02:31,23.659,N,70.765,W
9/1/2010,7:04:31,23.665,N,70.77,W
9/1/2010,7:06:31,23.67,N,70.776,W
9/1/2010,7:08:31,23.676,N,70.782,W
9/1/2010,7:10:30,23.682,N,70.787,W
9/1/2010,7:12:30,23.687,N,70.793,W
9/1/2010,7:14:30,23.693,N,70.799,W
9/1/2010,7:16:30,23.699,N,70.804,W
9/1/2010,7:18:30,23.704,N,70.81,W
9/1/2010,7:20:30,23.71,N,70.816,W
9/1/2010,7:22:30,23.716,N,70.822,W
9/1/2010,7:22:56,23.717,N,70.823,W
9/1/2010,7:24:56,23.723,N,70.829,W
9/1/2010,7:26:56,23.729,N,70.835,W
9/1/2010,7:28:56,23.735,N,70.84,W
9/1/2010,7:30:56,23.741,N,70.846,W
9/1/2010,7:32:56,23.747,N,70.852,W
9/1/2010,7:34:56,23.753,N,70.858,W
9/1/2010,7:36:57,23.759,N,70.864,W
9/1/2010,7:38:57,23.765,N,70.87,W
9/1/2010,7:40:57,23.771,N,70.876,W
9/1/2010,7:42:57,23.777,N,70.882,W
9/1/2010,7:44:57,23.784,N,70.888,W
9/1/2010,7:46:57,23.79,N,70.895,W
9/1/2010,7:48:57,23.796,N,70.901,W
9/1/2010,7:50:57,23.802,N,70.907,W
9/1/2010,7:52:56,23.809,N,70.913,W
9/1/2010,7:54:56,23.815,N,70.92,W
9/1/2010,7:56:56,23.822,N,70.926,W
9/1/2010,7:58:56,23.828,N,70.932,W
9/1/2010,8:00:56,23.835,N,70.939,W
9/1/2010,8:02:56,23.841,N,70.945,W
9/1/2010,8:04:56,23.848,N,70.952,W
9/1/2010,8:06:57,23.854,N,70.958,W
9/1/2010,8:08:57,23.861,N,70.965,W
9/1/2010,8:10:57,23.868,N,70.972,W
9/1/2010,8:12:57,23.874,N,70.978,W
9/1/2010,8:14:57,23.881,N,70.985,W
9/1/2010,8:16:57,23.888,N,70.992,W
9/1/2010,8:18:57,23.895,N,70.998,W
9/1/2010,8:20:57,23.901,N,71.005,W
9/1/2010,8:22:56,23.908,N,71.012,W
9/1/2010,8:24:56,23.915,N,71.019,W
9/1/2010,8:26:56,23.922,N,71.026,W
9/1/2010,8:28:56,23.929,N,71.032,W
9/1/2010,8:30:56,23.935,N,71.039,W
9/1/2010,8:32:56,23.942,N,71.046,W
9/1/2010,8:34:56,23.949,N,71.053,W
9/1/2010,8:36:57,23.956,N,71.06,W
9/1/2010,8:38:57,23.963,N,71.067,W
9/1/2010,8:40:57,23.97,N,71.074,W
9/1/2010,8:42:57,23.977,N,71.081,W
9/1/2010,8:44:57,23.984,N,71.088,W
9/1/2010,8:46:57,23.99,N,71.095,W
9/1/2010,8:48:57,23.997,N,71.102,W
9/1/2010,8:50:57,24.004,N,71.109,W
9/1/2010,8:52:56,24.011,N,71.116,W
9/1/2010,8:54:56,24.018,N,71.123,W
9/1/2010,8:56:56,24.025,N,71.13,W
9/1/2010,8:58:56,24.032,N,71.137,W
9/1/2010,9:00:56,24.039,N,71.144,W
9/1/2010,9:02:56,24.045,N,71.151,W
9/1/2010,9:04:56,24.052,N,71.158,W
9/1/2010,9:06:57,24.059,N,71.165,W
9/1/2010,9:08:57,24.066,N,71.172,W
9/1/2010,9:10:57,24.073,N,71.179,W
9/1/2010,9:12:57,24.079,N,71.186,W
9/1/2010,9:14:57,24.086,N,71.193,W
9/1/2010,9:16:57,24.093,N,71.2,W
9/1/2010,9:18:57,24.1,N,71.207,W
9/1/2010,9:20:57,24.106,N,71.214,W
9/1/2010,9:22:56,24.113,N,71.221,W
9/1/2010,9:24:56,24.12,N,71.228,W
9/1/2010,9:26:56,24.126,N,71.235,W
9/1/2010,9:28:56,24.133,N,71.242,W
9/1/2010,9:30:56,24.139,N,71.249,W
9/1/2010,9:32:56,24.146,N,71.256,W
9/1/2010,9:34:56,24.152,N,71.263,W
9/1/2010,9:36:57,24.159,N,71.27,W
9/1/2010,9:38:57,24.165,N,71.276,W
9/1/2010,9:40:57,24.172,N,71.283,W
9/1/2010,9:42:57,24.178,N,71.29,W
9/1/2010,9:44:57,24.184,N,71.297,W
9/1/2010,9:46:57,24.191,N,71.304,W
9/1/2010,9:48:57,24.197,N,71.31,W
9/1/2010,9:50:57,24.203,N,71.317,W
9/1/2010,9:52:56,24.209,N,71.324,W
9/1/2010,9:54:56,24.215,N,71.331,W
9/1/2010,9:56:56,24.221,N,71.337,W
9/1/2010,9:58:56,24.227,N,71.344,W
9/1/2010,10:00:56,24.233,N,71.35,W
9/1/2010,10:02:56,24.239,N,71.357,W
9/1/2010,10:04:56,24.245,N,71.363,W
9/1/2010,10:06:57,24.25,N,71.37,W
9/1/2010,10:08:57,24.256,N,71.376,W
9/1/2010,10:10:57,24.262,N,71.383,W
9/1/2010,10:12:57,24.267,N,71.389,W
9/1/2010,10:14:57,24.273,N,71.396,W
9/1/2010,10:16:57,24.279,N,71.402,W
9/1/2010,10:18:57,24.284,N,71.408,W
9/1/2010,10:20:57,24.289,N,71.415,W
9/1/2010,10:22:56,24.295,N,71.421,W
9/1/2010,10:24:56,24.3,N,71.427,W
9/1/2010,10:26:56,24.305,N,71.433,W
9/1/2010,10:28:56,24.311,N,71.439,W
9/1/2010,10:30:56,24.316,N,71.445,W
9/1/2010,10:32:56,24.321,N,71.452,W
9/1/2010,10:34:56,24.326,N,71.458,W
9/1/2010,10:36:57,24.331,N,71.464,W
9/1/2010,10:38:57,24.336,N,71.47,W
9/1/2010,10:40:57,24.341,N,71.476,W
9/1/2010,10:42:57,24.346,N,71.482,W
9/1/2010,10:44:57,24.351,N,71.488,W
9/1/2010,10:46:57,24.356,N,71.494,W
9/1/2010,10:48:57,24.36,N,71.499,W
9/1/2010,10:50:57,24.365,N,71.505,W
9/1/2010,10:52:56,24.37,N,71.511,W
9/1/2010,10:54:56,24.375,N,71.517,W
9/1/2010,10:55:58,24.377,N,71.52,W
9/1/2010,10:57:59,24.382,N,71.526,W
9/1/2010,10:59:59,24.387,N,71.532,W
9/1/2010,11:01:59,24.392,N,71.538,W
9/1/2010,11:03:59,24.397,N,71.544,W
9/1/2010,11:05:59,24.402,N,71.549,W
9/1/2010,11:07:59,24.406,N,71.555,W
9/1/2010,11:09:59,24.411,N,71.561,W
9/1/2010,11:11:59,24.416,N,71.567,W
9/1/2010,11:13:58,24.42,N,71.573,W
9/1/2010,11:15:58,24.425,N,71.578,W
9/1/2010,11:17:58,24.43,N,71.584,W
9/1/2010,11:19:58,24.434,N,71.59,W
9/1/2010,11:21:58,24.439,N,71.596,W
9/1/2010,11:23:58,24.443,N,71.601,W
9/1/2010,11:25:58,24.448,N,71.607,W
9/1/2010,11:27:59,24.452,N,71.613,W
9/1/2010,11:29:59,24.457,N,71.618,W
9/1/2010,11:31:59,24.461,N,71.624,W
9/1/2010,11:33:59,24.465,N,71.629,W
9/1/2010,11:35:59,24.469,N,71.635,W
9/1/2010,11:37:59,24.474,N,71.64,W
9/1/2010,11:39:59,24.478,N,71.646,W
9/1/2010,11:41:59,24.482,N,71.652,W
9/1/2010,11:43:58,24.486,N,71.657,W
9/1/2010,11:45:58,24.49,N,71.662,W
9/1/2010,11:47:58,24.494,N,71.668,W
9/1/2010,11:49:58,24.498,N,71.673,W
9/1/2010,11:51:58,24.502,N,71.679,W
9/1/2010,11:53:58,24.506,N,71.684,W
9/1/2010,11:55:58,24.51,N,71.689,W
9/1/2010,11:57:59,24.514,N,71.695,W
9/1/2010,11:59:59,24.517,N,71.7,W
9/1/2010,12:01:59,24.521,N,71.705,W
9/1/2010,12:03:59,24.525,N,71.711,W
9/1/2010,12:05:59,24.528,N,71.716,W
9/1/2010,12:07:59,24.532,N,71.721,W
9/1/2010,12:09:59,24.536,N,71.726,W
9/1/2010,12:11:59,24.539,N,71.731,W
9/1/2010,12:13:58,24.542,N,71.737,W
9/1/2010,12:15:58,24.546,N,71.742,W
9/1/2010,12:17:16,24.548,N,71.745,W
9/1/2010,12:19:16,24.552,N,71.75,W
9/1/2010,12:21:16,24.557,N,71.756,W
9/1/2010,12:23:16,24.561,N,71.762,W
9/1/2010,12:25:16,24.565,N,71.767,W
9/1/2010,12:27:16,24.57,N,71.772,W
9/1/2010,12:29:16,24.574,N,71.778,W
9/1/2010,12:31:16,24.578,N,71.783,W
9/1/2010,12:33:17,24.583,N,71.789,W
9/1/2010,12:35:17,24.587,N,71.794,W
9/1/2010,12:37:17,24.592,N,71.8,W
9/1/2010,12:39:17,24.596,N,71.805,W
9/1/2010,12:41:17,24.601,N,71.811,W
9/1/2010,12:43:17,24.605,N,71.816,W
9/1/2010,12:45:17,24.609,N,71.822,W
9/1/2010,12:47:16,24.614,N,71.827,W
9/1/2010,12:49:16,24.618,N,71.833,W
9/1/2010,12:51:16,24.623,N,71.838,W
9/1/2010,12:53:16,24.627,N,71.843,W
9/1/2010,12:55:16,24.632,N,71.849,W
9/1/2010,12:57:16,24.636,N,71.854,W
9/1/2010,12:59:16,24.641,N,71.86,W
9/1/2010,13:01:16,24.645,N,71.865,W
9/1/2010,13:03:17,24.65,N,71.871,W
9/1/2010,13:05:17,24.655,N,71.876,W
9/1/2010,13:07:17,24.659,N,71.881,W
9/1/2010,13:09:17,24.664,N,71.887,W
9/1/2010,13:11:17,24.668,N,71.892,W
9/1/2010,13:13:17,24.673,N,71.898,W
9/1/2010,13:15:17,24.678,N,71.903,W
9/1/2010,13:17:16,24.682,N,71.908,W
9/1/2010,13:19:16,24.687,N,71.914,W
9/1/2010,13:21:16,24.692,N,71.919,W
9/1/2010,13:23:16,24.696,N,71.925,W
9/1/2010,13:25:16,24.701,N,71.93,W
9/1/2010,13:27:16,24.706,N,71.935,W
9/1/2010,13:29:16,24.711,N,71.941,W
9/1/2010,13:31:16,24.715,N,71.946,W
9/1/2010,13:33:17,24.72,N,71.951,W
9/1/2010,13:35:17,24.725,N,71.957,W
9/1/2010,13:37:17,24.73,N,71.962,W
9/1/2010,13:39:17,24.735,N,71.967,W
9/1/2010,13:41:17,24.74,N,71.973,W
9/1/2010,13:43:17,24.744,N,71.978,W
9/1/2010,13:45:17,24.749,N,71.983,W
9/1/2010,13:47:16,24.754,N,71.989,W
9/1/2010,13:49:16,24.759,N,71.994,W
9/1/2010,13:51:16,24.764,N,71.999,W
9/1/2010,13:53:16,24.769,N,72.005,W
9/1/2010,13:55:16,24.774,N,72.01,W
9/1/2010,13:57:16,24.779,N,72.015,W
9/1/2010,13:59:16,24.784,N,72.021,W
9/1/2010,14:01:16,24.789,N,72.026,W
9/1/2010,14:03:17,24.794,N,72.031,W
9/1/2010,14:05:17,24.799,N,72.036,W
9/1/2010,14:07:17,24.804,N,72.042,W
9/1/2010,14:09:17,24.809,N,72.047,W
9/1/2010,14:11:17,24.815,N,72.052,W
9/1/2010,14:13:17,24.82,N,72.057,W
9/1/2010,14:15:17,24.825,N,72.063,W
9/1/2010,14:17:16,24.83,N,72.068,W
9/1/2010,14:19:16,24.835,N,72.073,W
9/1/2010,14:21:16,24.84,N,72.078,W
9/1/2010,14:23:16,24.846,N,72.083,W
9/1/2010,14:25:16,24.851,N,72.089,W
9/1/2010,14:27:16,24.856,N,72.094,W
9/1/2010,14:29:16,24.862,N,72.099,W
9/1/2010,14:31:16,24.867,N,72.104,W
9/1/2010,14:33:17,24.872,N,72.109,W
9/1/2010,14:35:17,24.878,N,72.115,W
9/1/2010,14:37:17,24.883,N,72.12,W
9/1/2010,14:39:17,24.889,N,72.125,W
9/1/2010,14:41:17,24.894,N,72.13,W
9/1/2010,14:43:17,24.9,N,72.135,W
9/1/2010,14:45:17,24.905,N,72.14,W
9/1/2010,14:47:16,24.911,N,72.145,W
9/1/2010,14:49:16,24.916,N,72.15,W
9/1/2010,14:51:16,24.922,N,72.156,W
9/1/2010,14:53:16,24.927,N,72.161,W
9/1/2010,14:55:16,24.933,N,72.166,W
9/1/2010,14:57:16,24.939,N,72.171,W
9/1/2010,14:59:16,24.944,N,72.176,W
9/1/2010,15:01:16,24.95,N,72.181,W
9/1/2010,15:03:17,24.956,N,72.186,W
9/1/2010,15:05:17,24.961,N,72.191,W
9/1/2010,15:07:17,24.967,N,72.196,W
9/1/2010,15:09:17,24.973,N,72.201,W
9/1/2010,15:11:17,24.979,N,72.206,W
9/1/2010,15:13:17,24.985,N,72.211,W
9/1/2010,15:15:17,24.991,N,72.216,W
9/1/2010,15:17:16,24.997,N,72.221,W
9/1/2010,15:19:16,25.002,N,72.226,W
9/1/2010,15:21:16,25.008,N,72.231,W
9/1/2010,15:23:16,25.014,N,72.236,W
9/1/2010,15:25:16,25.02,N,72.241,W
9/1/2010,15:27:16,25.027,N,72.246,W
9/1/2010,15:29:16,25.033,N,72.251,W
9/1/2010,15:31:16,25.039,N,72.256,W
9/1/2010,15:33:17,25.045,N,72.261,W
9/1/2010,15:35:17,25.051,N,72.266,W
9/1/2010,15:37:17,25.057,N,72.271,W
9/1/2010,15:39:17,25.063,N,72.276,W
9/1/2010,15:41:17,25.07,N,72.28,W
9/1/2010,15:43:17,25.076,N,72.285,W
9/1/2010,15:45:17,25.082,N,72.29,W
9/1/2010,15:47:16,25.089,N,72.295,W
9/1/2010,15:49:16,25.095,N,72.3,W
9/1/2010,15:51:16,25.101,N,72.305,W
9/1/2010,15:53:16,25.108,N,72.31,W
9/1/2010,15:55:16,25.114,N,72.314,W
9/1/2010,15:57:16,25.121,N,72.319,W
9/1/2010,15:59:16,25.127,N,72.324,W
9/1/2010,16:01:16,25.134,N,72.329,W
9/1/2010,16:03:17,25.14,N,72.334,W
9/1/2010,16:05:17,25.147,N,72.338,W
9/1/2010,16:07:17,25.154,N,72.343,W
9/1/2010,16:09:17,25.16,N,72.348,W
9/1/2010,16:11:17,25.167,N,72.353,W
9/1/2010,16:13:17,25.174,N,72.358,W
9/1/2010,16:15:17,25.18,N,72.362,W
9/1/2010,16:17:16,25.187,N,72.367,W
9/1/2010,16:19:16,25.194,N,72.372,W
9/1/2010,16:21:16,25.201,N,72.376,W
9/1/2010,16:23:16,25.208,N,72.381,W
9/1/2010,16:25:16,25.214,N,72.386,W
9/1/2010,16:27:16,25.221,N,72.391,W
9/1/2010,16:29:16,25.228,N,72.395,W
9/1/2010,16:31:16,25.235,N,72.4,W
9/1/2010,16:33:17,25.242,N,72.405,W
9/1/2010,16:35:17,25.249,N,72.409,W
9/1/2010,16:37:17,25.256,N,72.414,W
9/1/2010,16:39:17,25.263,N,72.419,W
9/1/2010,16:41:17,25.27,N,72.423,W
9/1/2010,16:43:17,25.277,N,72.428,W
9/1/2010,16:45:17,25.284,N,72.433,W
9/1/2010,16:47:16,25.291,N,72.437,W
9/1/2010,16:49:16,25.299,N,72.442,W
9/1/2010,16:51:16,25.306,N,72.446,W
9/1/2010,16:53:16,25.313,N,72.451,W
