Track,for,Otto,2010,,
10/6/2010,15:10:00,22.693,N,68.14,W
10/6/2010,15:11:59,22.694,N,68.142,W
10/6/2010,15:14:00,22.696,N,68.145,W
10/6/2010,15:15:59,22.697,N,68.148,W
10/6/2010,15:18:00,22.698,N,68.151,W
10/6/2010,15:19:59,22.699,N,68.153,W
10/6/2010,15:22:00,22.701,N,68.156,W
10/6/2010,15:23:59,22.702,N,68.159,W
10/6/2010,15:26:00,22.703,N,68.161,W
10/6/2010,15:27:59,22.705,N,68.164,W
10/6/2010,15:30:00,22.706,N,68.166,W
10/6/2010,15:32:00,22.707,N,68.169,W
10/6/2010,15:33:59,22.709,N,68.171,W
10/6/2010,15:36:00,22.71,N,68.174,W
10/6/2010,15:37:59,22.711,N,68.176,W
10/6/2010,15:40:00,22.713,N,68.179,W
10/6/2010,15:41:59,22.714,N,68.181,W
10/6/2010,15:44:00,22.716,N,68.183,W
10/6/2010,15:45:59,22.717,N,68.186,W
10/6/2010,15:48:00,22.718,N,68.188,W
10/6/2010,15:49:59,22.72,N,68.19,W
10/6/2010,15:52:00,22.721,N,68.193,W
10/6/2010,15:53:59,22.723,N,68.195,W
10/6/2010,15:56:00,22.724,N,68.197,W
10/6/2010,15:57:59,22.726,N,68.199,W
10/6/2010,16:00:00,22.727,N,68.201,W
10/6/2010,16:01:59,22.729,N,68.203,W
10/6/2010,16:04:00,22.73,N,68.205,W
10/6/2010,16:06:00,22.732,N,68.207,W
10/6/2010,16:07:59,22.733,N,68.209,W
10/6/2010,16:09:59,22.735,N,68.211,W
10/6/2010,16:12:00,22.736,N,68.213,W
10/6/2010,16:14:00,22.738,N,68.215,W
10/6/2010,16:15:59,22.74,N,68.217,W
10/6/2010,16:17:59,22.741,N,68.219,W
10/6/2010,16:20:00,22.743,N,68.221,W
10/6/2010,16:22:00,22.744,N,68.222,W
10/6/2010,16:23:59,22.746,N,68.224,W
10/6/2010,16:25:59,22.748,N,68.226,W
10/6/2010,16:28:00,22.749,N,68.227,W
10/6/2010,16:30:00,22.751,N,68.229,W
10/6/2010,16:31:59,22.753,N,68.231,W
10/6/2010,16:34:00,22.754,N,68.232,W
10/6/2010,16:36:00,22.756,N,68.234,W
10/6/2010,16:37:59,22.758,N,68.235,W
10/6/2010,16:39:59,22.759,N,68.237,W
10/6/2010,16:42:00,22.761,N,68.238,W
10/6/2010,16:44:00,22.763,N,68.239,W
10/6/2010,16:45:59,22.765,N,68.241,W
10/6/2010,16:47:59,22.766,N,68.242,W
10/6/2010,16:50:00,22.768,N,68.243,W
10/6/2010,16:52:00,22.77,N,68.244,W
10/6/2010,16:53:59,22.772,N,68.246,W
10/6/2010,16:55:59,22.774,N,68.247,W
10/6/2010,16:58:00,22.775,N,68.248,W
10/6/2010,17:00:00,22.777,N,68.249,W
10/6/2010,17:01:59,22.779,N,68.25,W
10/6/2010,17:04:00,22.781,N,68.251,W
10/6/2010,17:06:00,22.783,N,68.252,W
10/6/2010,17:07:59,22.785,N,68.253,W
10/6/2010,17:09:59,22.787,N,68.254,W
10/6/2010,17:12:00,22.789,N,68.255,W
10/6/2010,17:14:00,22.791,N,68.256,W
10/6/2010,17:15:59,22.793,N,68.256,W
10/6/2010,17:17:59,22.794,N,68.257,W
10/6/2010,17:20:00,22.796,N,68.258,W
10/6/2010,17:22:00,22.798,N,68.259,W
10/6/2010,17:23:59,22.8,N,68.259,W
10/6/2010,17:25:59,22.802,N,68.26,W
10/6/2010,17:28:00,22.804,N,68.261,W
10/6/2010,17:30:00,22.806,N,68.261,W
10/6/2010,17:31:59,22.808,N,68.262,W
10/6/2010,17:34:00,22.81,N,68.262,W
10/6/2010,17:36:00,22.813,N,68.263,W
10/6/2010,17:37:59,22.815,N,68.263,W
10/6/2010,17:39:59,22.817,N,68.264,W
10/6/2010,17:42:00,22.819,N,68.264,W
10/6/2010,17:44:00,22.821,N,68.265,W
10/6/2010,17:45:59,22.823,N,68.265,W
10/6/2010,17:47:59,22.825,N,68.265,W
10/6/2010,17:50:00,22.827,N,68.266,W
10/6/2010,17:52:00,22.829,N,68.266,W
10/6/2010,17:53:59,22.831,N,68.266,W
10/6/2010,17:55:59,22.834,N,68.267,W
10/6/2010,17:58:00,22.836,N,68.267,W
10/6/2010,18:00:00,22.838,N,68.267,W
10/6/2010,18:01:59,22.84,N,68.267,W
10/6/2010,18:04:00,22.842,N,68.267,W
10/6/2010,18:06:00,22.844,N,68.267,W
10/6/2010,18:07:59,22.847,N,68.267,W
10/6/2010,18:09:59,22.849,N,68.267,W
10/6/2010,18:12:00,22.851,N,68.267,W
10/6/2010,18:14:00,22.853,N,68.267,W
10/6/2010,18:15:59,22.855,N,68.267,W
10/6/2010,18:17:59,22.858,N,68.267,W
10/6/2010,18:20:00,22.86,N,68.267,W
10/6/2010,18:22:00,22.862,N,68.267,W
10/6/2010,18:23:59,22.865,N,68.267,W
10/6/2010,18:25:59,22.867,N,68.267,W
10/6/2010,18:28:00,22.869,N,68.267,W
10/6/2010,18:30:00,22.871,N,68.267,W
10/6/2010,18:31:59,22.874,N,68.266,W
10/6/2010,18:34:00,22.876,N,68.266,W
10/6/2010,18:36:00,22.878,N,68.266,W
10/6/2010,18:37:59,22.881,N,68.266,W
10/6/2010,18:39:59,22.883,N,68.265,W
10/6/2010,18:42:00,22.885,N,68.265,W
10/6/2010,18:44:00,22.888,N,68.265,W
10/6/2010,18:45:59,22.89,N,68.264,W
10/6/2010,18:47:59,22.892,N,68.264,W
10/6/2010,18:50:00,22.895,N,68.264,W
10/6/2010,18:52:00,22.897,N,68.263,W
10/6/2010,18:53:59,22.899,N,68.263,W
10/6/2010,18:55:59,22.902,N,68.262,W
10/6/2010,18:58:00,22.904,N,68.262,W
10/6/2010,19:00:00,22.907,N,68.261,W
10/6/2010,19:01:59,22.909,N,68.261,W
10/6/2010,19:04:00,22.911,N,68.26,W
10/6/2010,19:06:00,22.914,N,68.26,W
10/6/2010,19:07:59,22.916,N,68.259,W
10/6/2010,19:09:59,22.919,N,68.259,W
10/6/2010,19:12:00,22.921,N,68.258,W
10/6/2010,19:14:00,22.924,N,68.257,W
10/6/2010,19:15:59,22.926,N,68.257,W
10/6/2010,19:17:59,22.928,N,68.256,W
10/6/2010,19:20:00,22.931,N,68.255,W
10/6/2010,19:22:00,22.933,N,68.255,W
10/6/2010,19:23:59,22.936,N,68.254,W
10/6/2010,19:25:59,22.938,N,68.253,W
10/6/2010,19:28:00,22.941,N,68.253,W
10/6/2010,19:30:00,22.943,N,68.252,W
10/6/2010,19:31:59,22.946,N,68.251,W
10/6/2010,19:34:00,22.948,N,68.25,W
10/6/2010,19:36:00,22.951,N,68.25,W
10/6/2010,19:37:59,22.953,N,68.249,W
10/6/2010,19:39:59,22.956,N,68.248,W
10/6/2010,19:42:00,22.958,N,68.247,W
10/6/2010,19:44:00,22.961,N,68.246,W
10/6/2010,19:45:59,22.963,N,68.245,W
10/6/2010,19:47:59,22.966,N,68.245,W
10/6/2010,19:50:00,22.968,N,68.244,W
10/6/2010,19:52:00,22.971,N,68.243,W
10/6/2010,19:53:59,22.973,N,68.242,W
10/6/2010,19:55:59,22.976,N,68.241,W
10/6/2010,19:58:00,22.979,N,68.24,W
10/6/2010,20:00:00,22.981,N,68.239,W
10/6/2010,20:01:59,22.984,N,68.238,W
10/6/2010,20:04:00,22.986,N,68.237,W
10/6/2010,20:06:00,22.989,N,68.236,W
10/6/2010,20:07:59,22.991,N,68.235,W
10/6/2010,20:09:59,22.994,N,68.234,W
10/6/2010,20:10:48,22.995,N,68.234,W
10/6/2010,20:12:49,22.997,N,68.233,W
10/6/2010,20:14:48,22.999,N,68.231,W
10/6/2010,20:16:48,23.001,N,68.23,W
10/6/2010,20:18:49,23.002,N,68.228,W
10/6/2010,20:20:49,23.004,N,68.227,W
10/6/2010,20:22:48,23.006,N,68.225,W
10/6/2010,20:24:48,23.008,N,68.224,W
10/6/2010,20:26:49,23.01,N,68.222,W
10/6/2010,20:28:49,23.012,N,68.221,W
10/6/2010,20:30:48,23.013,N,68.219,W
10/6/2010,20:32:48,23.015,N,68.218,W
10/6/2010,20:34:49,23.017,N,68.216,W
10/6/2010,20:36:49,23.019,N,68.215,W
10/6/2010,20:38:48,23.021,N,68.213,W
10/6/2010,20:40:48,23.023,N,68.212,W
10/6/2010,20:42:49,23.024,N,68.21,W
10/6/2010,20:44:48,23.026,N,68.209,W
10/6/2010,20:46:48,23.028,N,68.207,W
10/6/2010,20:48:49,23.03,N,68.206,W
10/6/2010,20:50:49,23.032,N,68.204,W
10/6/2010,20:52:48,23.034,N,68.203,W
10/6/2010,20:54:48,23.035,N,68.201,W
10/6/2010,20:56:49,23.037,N,68.2,W
10/6/2010,20:58:49,23.039,N,68.198,W
10/6/2010,21:00:48,23.041,N,68.197,W
10/6/2010,21:02:48,23.043,N,68.195,W
10/6/2010,21:04:49,23.045,N,68.194,W
10/6/2010,21:06:49,23.046,N,68.192,W
10/6/2010,21:08:48,23.048,N,68.191,W
10/6/2010,21:10:48,23.05,N,68.189,W
10/6/2010,21:12:49,23.052,N,68.188,W
10/6/2010,21:14:48,23.054,N,68.186,W
10/6/2010,21:16:48,23.056,N,68.185,W
10/6/2010,21:18:49,23.057,N,68.183,W
10/6/2010,21:20:49,23.059,N,68.182,W
10/6/2010,21:22:48,23.061,N,68.18,W
10/6/2010,21:24:48,23.063,N,68.179,W
10/6/2010,21:26:49,23.065,N,68.177,W
10/6/2010,21:28:49,23.067,N,68.176,W
10/6/2010,21:30:48,23.068,N,68.174,W
10/6/2010,21:32:48,23.07,N,68.173,W
10/6/2010,21:34:49,23.072,N,68.171,W
10/6/2010,21:36:49,23.074,N,68.17,W
10/6/2010,21:38:48,23.076,N,68.168,W
10/6/2010,21:40:48,23.078,N,68.167,W
10/6/2010,21:42:49,23.079,N,68.165,W
10/6/2010,21:44:48,23.081,N,68.164,W
10/6/2010,21:46:48,23.083,N,68.162,W
10/6/2010,21:48:49,23.085,N,68.161,W
10/6/2010,21:50:49,23.087,N,68.159,W
10/6/2010,21:52:48,23.089,N,68.158,W
10/6/2010,21:54:48,23.09,N,68.156,W
10/6/2010,21:56:49,23.092,N,68.155,W
10/6/2010,21:58:49,23.094,N,68.153,W
10/6/2010,22:00:48,23.096,N,68.152,W
10/6/2010,22:02:48,23.098,N,68.15,W
10/6/2010,22:04:49,23.099,N,68.149,W
10/6/2010,22:06:49,23.101,N,68.147,W
10/6/2010,22:08:48,23.103,N,68.146,W
10/6/2010,22:10:48,23.105,N,68.144,W
10/6/2010,22:12:49,23.107,N,68.143,W
10/6/2010,22:14:48,23.109,N,68.141,W
10/6/2010,22:16:48,23.11,N,68.14,W
10/6/2010,22:18:49,23.112,N,68.138,W
10/6/2010,22:20:49,23.114,N,68.137,W
10/6/2010,22:22:48,23.116,N,68.135,W
10/6/2010,22:24:48,23.118,N,68.134,W
10/6/2010,22:26:49,23.119,N,68.132,W
10/6/2010,22:28:49,23.121,N,68.131,W
10/6/2010,22:30:48,23.123,N,68.129,W
10/6/2010,22:32:48,23.125,N,68.128,W
10/6/2010,22:34:49,23.127,N,68.126,W
10/6/2010,22:36:49,23.129,N,68.125,W
10/6/2010,22:38:48,23.13,N,68.123,W
10/6/2010,22:40:48,23.132,N,68.122,W
10/6/2010,22:42:49,23.134,N,68.12,W
10/6/2010,22:44:48,23.136,N,68.119,W
10/6/2010,22:46:48,23.138,N,68.117,W
10/6/2010,22:48:49,23.139,N,68.116,W
10/6/2010,22:50:49,23.141,N,68.114,W
10/6/2010,22:52:48,23.143,N,68.113,W
10/6/2010,22:54:48,23.145,N,68.111,W
10/6/2010,22:56:49,23.147,N,68.11,W
10/6/2010,22:58:49,23.148,N,68.108,W
10/6/2010,23:00:48,23.15,N,68.107,W
10/6/2010,23:02:48,23.152,N,68.105,W
10/6/2010,23:04:49,23.154,N,68.104,W
10/6/2010,23:06:49,23.156,N,68.102,W
10/6/2010,23:08:48,23.157,N,68.101,W
10/6/2010,23:10:48,23.159,N,68.099,W
10/6/2010,23:12:49,23.161,N,68.098,W
10/6/2010,23:14:48,23.163,N,68.096,W
10/6/2010,23:16:48,23.165,N,68.095,W
10/6/2010,23:18:49,23.166,N,68.093,W
10/6/2010,23:20:49,23.168,N,68.092,W
10/6/2010,23:22:48,23.17,N,68.09,W
10/6/2010,23:24:48,23.172,N,68.089,W
10/6/2010,23:26:49,23.174,N,68.087,W
10/6/2010,23:28:49,23.175,N,68.086,W
10/6/2010,23:30:48,23.177,N,68.084,W
10/6/2010,23:32:48,23.179,N,68.083,W
10/6/2010,23:34:49,23.181,N,68.081,W
10/6/2010,23:36:49,23.183,N,68.08,W
10/6/2010,23:38:48,23.184,N,68.078,W
10/6/2010,23:40:48,23.186,N,68.077,W
10/6/2010,23:42:49,23.188,N,68.075,W
10/6/2010,23:44:48,23.19,N,68.074,W
10/6/2010,23:46:48,23.191,N,68.072,W
10/6/2010,23:48:49,23.193,N,68.071,W
10/6/2010,23:50:49,23.195,N,68.069,W
10/6/2010,23:52:48,23.197,N,68.068,W
10/6/2010,23:54:48,23.199,N,68.066,W
10/6/2010,23:56:49,23.2,N,68.065,W
10/6/2010,23:58:49,23.202,N,68.063,W
10/7/2010,0:00:48,23.204,N,68.062,W
10/7/2010,0:02:48,23.206,N,68.06,W
10/7/2010,0:04:49,23.207,N,68.059,W
10/7/2010,0:06:49,23.209,N,68.057,W
10/7/2010,0:08:48,23.211,N,68.056,W
10/7/2010,0:10:48,23.213,N,68.054,W
10/7/2010,0:12:49,23.215,N,68.053,W
10/7/2010,0:14:48,23.216,N,68.051,W
10/7/2010,0:16:48,23.218,N,68.05,W
10/7/2010,0:18:49,23.22,N,68.048,W
10/7/2010,0:20:49,23.222,N,68.047,W
10/7/2010,0:22:48,23.223,N,68.045,W
10/7/2010,0:24:48,23.225,N,68.044,W
10/7/2010,0:26:49,23.227,N,68.042,W
10/7/2010,0:28:49,23.229,N,68.041,W
10/7/2010,0:30:48,23.231,N,68.039,W
10/7/2010,0:32:48,23.232,N,68.038,W
10/7/2010,0:34:49,23.234,N,68.036,W
10/7/2010,0:36:49,23.236,N,68.035,W
10/7/2010,0:38:48,23.238,N,68.033,W
10/7/2010,0:40:48,23.239,N,68.032,W
10/7/2010,0:42:49,23.241,N,68.03,W
10/7/2010,0:44:48,23.243,N,68.029,W
10/7/2010,0:46:48,23.245,N,68.027,W
10/7/2010,0:48:49,23.246,N,68.026,W
10/7/2010,0:50:49,23.248,N,68.024,W
10/7/2010,0:52:48,23.25,N,68.023,W
10/7/2010,0:54:48,23.252,N,68.021,W
10/7/2010,0:56:49,23.253,N,68.02,W
10/7/2010,0:58:49,23.255,N,68.018,W
10/7/2010,1:00:48,23.257,N,68.017,W
10/7/2010,1:02:48,23.259,N,68.015,W
10/7/2010,1:04:49,23.26,N,68.014,W
10/7/2010,1:06:49,23.262,N,68.012,W
10/7/2010,1:08:48,23.264,N,68.011,W
10/7/2010,1:10:48,23.266,N,68.009,W
10/7/2010,1:12:49,23.267,N,68.008,W
10/7/2010,1:14:48,23.269,N,68.006,W
10/7/2010,1:16:48,23.271,N,68.005,W
10/7/2010,1:18:49,23.273,N,68.003,W
10/7/2010,1:20:49,23.274,N,68.002,W
10/7/2010,1:22:48,23.276,N,68,W
10/7/2010,1:24:48,23.278,N,67.999,W
10/7/2010,1:26:49,23.279,N,67.997,W
10/7/2010,1:28:49,23.281,N,67.996,W
10/7/2010,1:30:48,23.283,N,67.995,W
10/7/2010,1:32:48,23.285,N,67.993,W
10/7/2010,1:34:49,23.286,N,67.992,W
10/7/2010,1:36:49,23.288,N,67.99,W
10/7/2010,1:38:48,23.29,N,67.989,W
10/7/2010,1:40:48,23.292,N,67.987,W
10/7/2010,1:42:49,23.293,N,67.986,W
10/7/2010,1:44:48,23.295,N,67.984,W
10/7/2010,1:46:48,23.297,N,67.983,W
10/7/2010,1:48:49,23.298,N,67.981,W
10/7/2010,1:50:49,23.3,N,67.98,W
10/7/2010,1:52:48,23.302,N,67.978,W
10/7/2010,1:54:48,23.304,N,67.977,W
10/7/2010,1:56:49,23.305,N,67.975,W
10/7/2010,1:58:49,23.307,N,67.974,W
10/7/2010,2:00:48,23.309,N,67.972,W
10/7/2010,2:02:48,23.31,N,67.971,W
10/7/2010,2:04:49,23.312,N,67.969,W
10/7/2010,2:06:49,23.314,N,67.968,W
10/7/2010,2:08:48,23.316,N,67.966,W
10/7/2010,2:10:48,23.317,N,67.965,W
10/7/2010,2:12:49,23.319,N,67.963,W
10/7/2010,2:14:48,23.321,N,67.962,W
10/7/2010,2:16:48,23.322,N,67.96,W
10/7/2010,2:18:49,23.324,N,67.959,W
10/7/2010,2:20:49,23.326,N,67.957,W
10/7/2010,2:22:48,23.327,N,67.956,W
10/7/2010,2:24:48,23.329,N,67.954,W
10/7/2010,2:26:49,23.331,N,67.953,W
10/7/2010,2:28:49,23.333,N,67.951,W
10/7/2010,2:30:48,23.334,N,67.95,W
10/7/2010,2:32:48,23.336,N,67.948,W
10/7/2010,2:34:49,23.338,N,67.947,W
10/7/2010,2:36:49,23.339,N,67.945,W
10/7/2010,2:38:48,23.341,N,67.944,W
10/7/2010,2:40:48,23.343,N,67.942,W
10/7/2010,2:42:49,23.344,N,67.941,W
10/7/2010,2:44:48,23.346,N,67.939,W
10/7/2010,2:46:48,23.348,N,67.938,W
10/7/2010,2:48:49,23.349,N,67.936,W
10/7/2010,2:50:49,23.351,N,67.935,W
10/7/2010,2:52:48,23.353,N,67.933,W
10/7/2010,2:54:48,23.354,N,67.932,W
10/7/2010,2:56:49,23.356,N,67.93,W
10/7/2010,2:58:49,23.358,N,67.929,W
10/7/2010,3:00:48,23.359,N,67.927,W
10/7/2010,3:02:48,23.361,N,67.926,W
10/7/2010,3:04:49,23.363,N,67.924,W
10/7/2010,3:06:49,23.364,N,67.923,W
10/7/2010,3:08:48,23.366,N,67.921,W
10/7/2010,3:10:48,23.368,N,67.92,W
10/7/2010,3:12:49,23.369,N,67.918,W
10/7/2010,3:14:48,23.371,N,67.917,W
10/7/2010,3:16:48,23.373,N,67.915,W
10/7/2010,3:18:49,23.374,N,67.914,W
10/7/2010,3:20:49,23.376,N,67.912,W
10/7/2010,3:22:48,23.378,N,67.911,W
10/7/2010,3:24:48,23.379,N,67.909,W
10/7/2010,3:26:49,23.381,N,67.908,W
10/7/2010,3:28:49,23.383,N,67.906,W
10/7/2010,3:30:48,23.384,N,67.905,W
10/7/2010,3:32:48,23.386,N,67.903,W
10/7/2010,3:34:49,23.388,N,67.902,W
10/7/2010,3:36:49,23.389,N,67.9,W
10/7/2010,3:38:48,23.391,N,67.899,W
10/7/2010,3:40:48,23.393,N,67.897,W
10/7/2010,3:42:49,23.394,N,67.896,W
10/7/2010,3:44:48,23.396,N,67.894,W
10/7/2010,3:46:48,23.397,N,67.893,W
10/7/2010,3:48:49,23.399,N,67.891,W
10/7/2010,3:50:49,23.401,N,67.89,W
10/7/2010,3:52:48,23.402,N,67.888,W
10/7/2010,3:54:48,23.404,N,67.887,W
10/7/2010,3:56:49,23.406,N,67.885,W
10/7/2010,3:58:49,23.407,N,67.884,W
10/7/2010,4:00:48,23.409,N,67.883,W
10/7/2010,4:02:48,23.41,N,67.881,W
10/7/2010,4:04:49,23.412,N,67.88,W
10/7/2010,4:06:49,23.414,N,67.878,W
10/7/2010,4:08:48,23.415,N,67.877,W
10/7/2010,4:10:48,23.417,N,67.875,W
10/7/2010,4:12:49,23.418,N,67.874,W
10/7/2010,4:14:48,23.42,N,67.872,W
10/7/2010,4:16:48,23.422,N,67.871,W
10/7/2010,4:18:49,23.423,N,67.869,W
10/7/2010,4:20:49,23.425,N,67.868,W
10/7/2010,4:22:48,23.426,N,67.866,W
10/7/2010,4:24:48,23.428,N,67.865,W
10/7/2010,4:26:49,23.43,N,67.863,W
10/7/2010,4:28:49,23.431,N,67.862,W
10/7/2010,4:30:48,23.433,N,67.86,W
10/7/2010,4:32:48,23.434,N,67.859,W
10/7/2010,4:34:49,23.436,N,67.857,W
10/7/2010,4:36:49,23.438,N,67.856,W
10/7/2010,4:38:48,23.439,N,67.854,W
10/7/2010,4:40:48,23.441,N,67.853,W
10/7/2010,4:42:49,23.442,N,67.851,W
10/7/2010,4:44:48,23.444,N,67.85,W
10/7/2010,4:46:48,23.446,N,67.848,W
10/7/2010,4:48:49,23.447,N,67.847,W
10/7/2010,4:50:49,23.449,N,67.845,W
10/7/2010,4:52:48,23.45,N,67.844,W
10/7/2010,4:54:48,23.452,N,67.842,W
10/7/2010,4:56:49,23.453,N,67.841,W
10/7/2010,4:58:49,23.455,N,67.839,W
10/7/2010,5:00:48,23.457,N,67.838,W
10/7/2010,5:02:48,23.458,N,67.836,W
10/7/2010,5:04:49,23.46,N,67.835,W
10/7/2010,5:06:49,23.461,N,67.833,W
10/7/2010,5:08:48,23.463,N,67.832,W
10/7/2010,5:10:48,23.464,N,67.83,W
10/7/2010,5:12:49,23.466,N,67.829,W
10/7/2010,5:14:48,23.467,N,67.827,W
10/7/2010,5:16:48,23.469,N,67.826,W
10/7/2010,5:18:49,23.471,N,67.824,W
10/7/2010,5:20:49,23.472,N,67.823,W
10/7/2010,5:22:48,23.474,N,67.821,W
10/7/2010,5:24:48,23.475,N,67.82,W
10/7/2010,5:26:49,23.477,N,67.818,W
10/7/2010,5:28:49,23.478,N,67.817,W
10/7/2010,5:30:48,23.48,N,67.815,W
10/7/2010,5:32:48,23.481,N,67.814,W
10/7/2010,5:34:49,23.483,N,67.812,W
10/7/2010,5:36:49,23.484,N,67.811,W
10/7/2010,5:38:48,23.486,N,67.81,W
10/7/2010,5:40:48,23.487,N,67.808,W
10/7/2010,5:42:49,23.489,N,67.807,W
10/7/2010,5:44:48,23.49,N,67.805,W
10/7/2010,5:46:48,23.492,N,67.804,W
10/7/2010,5:48:49,23.494,N,67.802,W
10/7/2010,5:50:49,23.495,N,67.801,W
10/7/2010,5:52:48,23.497,N,67.799,W
10/7/2010,5:54:48,23.498,N,67.798,W
10/7/2010,5:56:49,23.5,N,67.796,W
10/7/2010,5:58:49,23.501,N,67.795,W
10/7/2010,6:00:48,23.503,N,67.793,W
10/7/2010,6:02:48,23.504,N,67.792,W
10/7/2010,6:04:49,23.506,N,67.79,W
10/7/2010,6:06:49,23.507,N,67.789,W
10/7/2010,6:08:48,23.509,N,67.787,W
10/7/2010,6:10:48,23.51,N,67.786,W
10/7/2010,6:12:49,23.512,N,67.784,W
10/7/2010,6:14:48,23.513,N,67.783,W
10/7/2010,6:16:48,23.515,N,67.781,W
10/7/2010,6:18:49,23.516,N,67.78,W
10/7/2010,6:20:49,23.517,N,67.778,W
10/7/2010,6:22:48,23.519,N,67.777,W
10/7/2010,6:24:48,23.52,N,67.775,W
