Track,for,Karl,2010,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/15/2010,11:30:21,18.558,N,87.472,W
9/15/2010,11:32:21,18.558,N,87.48,W
9/15/2010,11:34:21,18.559,N,87.487,W
9/15/2010,11:36:21,18.56,N,87.495,W
9/15/2010,11:38:21,18.56,N,87.503,W
9/15/2010,11:40:21,18.561,N,87.51,W
9/15/2010,11:42:21,18.562,N,87.518,W
9/15/2010,11:44:20,18.562,N,87.525,W
9/15/2010,11:46:20,18.563,N,87.533,W
9/15/2010,11:48:20,18.564,N,87.54,W
9/15/2010,11:50:20,18.564,N,87.548,W
9/15/2010,11:52:20,18.565,N,87.556,W
9/15/2010,11:54:20,18.566,N,87.563,W
9/15/2010,11:56:20,18.566,N,87.571,W
9/15/2010,11:58:21,18.567,N,87.578,W
9/15/2010,12:00:21,18.568,N,87.586,W
9/15/2010,12:02:21,18.568,N,87.593,W
9/15/2010,12:04:21,18.569,N,87.601,W
9/15/2010,12:06:21,18.57,N,87.609,W
9/15/2010,12:08:21,18.57,N,87.616,W
9/15/2010,12:10:21,18.571,N,87.624,W
9/15/2010,12:12:21,18.572,N,87.631,W
9/15/2010,12:14:20,18.572,N,87.639,W
9/15/2010,12:16:20,18.573,N,87.646,W
9/15/2010,12:18:20,18.574,N,87.654,W
9/15/2010,12:20:20,18.575,N,87.661,W
9/15/2010,12:22:20,18.575,N,87.669,W
9/15/2010,12:24:20,18.576,N,87.677,W
9/15/2010,12:26:20,18.577,N,87.684,W
9/15/2010,12:28:21,18.577,N,87.692,W
9/15/2010,12:30:21,18.578,N,87.699,W
9/15/2010,12:32:21,18.579,N,87.707,W
9/15/2010,12:34:21,18.579,N,87.714,W
9/15/2010,12:36:21,18.58,N,87.722,W
9/15/2010,12:38:21,18.581,N,87.729,W
9/15/2010,12:40:21,18.582,N,87.737,W
9/15/2010,12:42:21,18.582,N,87.744,W
9/15/2010,12:44:20,18.583,N,87.752,W
9/15/2010,12:46:20,18.584,N,87.759,W
9/15/2010,12:48:20,18.584,N,87.767,W
9/15/2010,12:50:20,18.585,N,87.774,W
9/15/2010,12:52:20,18.586,N,87.782,W
9/15/2010,12:54:20,18.587,N,87.789,W
9/15/2010,12:56:20,18.587,N,87.797,W
9/15/2010,12:58:21,18.588,N,87.804,W
9/15/2010,13:00:21,18.589,N,87.812,W
9/15/2010,13:02:21,18.59,N,87.819,W
9/15/2010,13:04:21,18.59,N,87.826,W
9/15/2010,13:06:21,18.591,N,87.834,W
9/15/2010,13:08:21,18.592,N,87.841,W
9/15/2010,13:10:21,18.593,N,87.849,W
9/15/2010,13:12:21,18.593,N,87.856,W
9/15/2010,13:14:20,18.594,N,87.864,W
9/15/2010,13:16:20,18.595,N,87.871,W
9/15/2010,13:18:20,18.596,N,87.879,W
9/15/2010,13:20:20,18.596,N,87.886,W
9/15/2010,13:22:20,18.597,N,87.893,W
9/15/2010,13:24:20,18.598,N,87.901,W
9/15/2010,13:26:20,18.599,N,87.908,W
9/15/2010,13:28:21,18.599,N,87.916,W
9/15/2010,13:30:21,18.6,N,87.923,W
9/15/2010,13:32:21,18.601,N,87.93,W
9/15/2010,13:34:21,18.602,N,87.938,W
9/15/2010,13:36:21,18.602,N,87.945,W
9/15/2010,13:38:21,18.603,N,87.953,W
9/15/2010,13:40:21,18.604,N,87.96,W
9/15/2010,13:42:21,18.605,N,87.967,W
9/15/2010,13:44:20,18.606,N,87.975,W
9/15/2010,13:46:20,18.606,N,87.982,W
9/15/2010,13:48:20,18.607,N,87.989,W
9/15/2010,13:50:20,18.608,N,87.997,W
9/15/2010,13:52:20,18.609,N,88.004,W
9/15/2010,13:54:20,18.61,N,88.011,W
9/15/2010,13:56:20,18.61,N,88.019,W
9/15/2010,13:58:21,18.611,N,88.026,W
9/15/2010,14:00:21,18.612,N,88.033,W
9/15/2010,14:02:21,18.613,N,88.041,W
9/15/2010,14:04:21,18.614,N,88.048,W
9/15/2010,14:06:21,18.615,N,88.055,W
9/15/2010,14:08:21,18.615,N,88.063,W
9/15/2010,14:10:21,18.616,N,88.07,W
9/15/2010,14:12:21,18.617,N,88.077,W
9/15/2010,14:14:20,18.618,N,88.084,W
9/15/2010,14:16:20,18.619,N,88.092,W
9/15/2010,14:18:20,18.62,N,88.099,W
9/15/2010,14:20:20,18.62,N,88.106,W
9/15/2010,14:22:20,18.621,N,88.113,W
9/15/2010,14:24:20,18.622,N,88.121,W
9/15/2010,14:26:20,18.623,N,88.128,W
9/15/2010,14:28:21,18.624,N,88.135,W
9/15/2010,14:30:21,18.625,N,88.142,W
9/15/2010,14:32:21,18.626,N,88.15,W
9/15/2010,14:34:21,18.626,N,88.157,W
9/15/2010,14:36:21,18.627,N,88.164,W
9/15/2010,14:38:21,18.628,N,88.171,W
9/15/2010,14:40:21,18.629,N,88.178,W
9/15/2010,14:42:21,18.63,N,88.186,W
9/15/2010,14:44:20,18.631,N,88.193,W
9/15/2010,14:46:20,18.632,N,88.2,W
9/15/2010,14:48:20,18.633,N,88.207,W
9/15/2010,14:50:20,18.634,N,88.214,W
9/15/2010,14:52:20,18.634,N,88.221,W
9/15/2010,14:54:20,18.635,N,88.229,W
9/15/2010,14:56:20,18.636,N,88.236,W
9/15/2010,14:58:21,18.637,N,88.243,W
9/15/2010,15:00:21,18.638,N,88.25,W
9/15/2010,15:02:21,18.639,N,88.257,W
9/15/2010,15:04:21,18.64,N,88.264,W
9/15/2010,15:06:21,18.641,N,88.271,W
9/15/2010,15:08:21,18.642,N,88.278,W
9/15/2010,15:10:21,18.643,N,88.285,W
9/15/2010,15:12:21,18.644,N,88.292,W
9/15/2010,15:14:20,18.645,N,88.3,W
9/15/2010,15:16:20,18.646,N,88.307,W
9/15/2010,15:18:20,18.647,N,88.314,W
9/15/2010,15:20:20,18.648,N,88.321,W
9/15/2010,15:22:20,18.649,N,88.328,W
9/15/2010,15:24:20,18.65,N,88.335,W
9/15/2010,15:26:20,18.651,N,88.342,W
9/15/2010,15:28:21,18.652,N,88.349,W
9/15/2010,15:30:21,18.652,N,88.356,W
9/15/2010,15:32:21,18.653,N,88.363,W
9/15/2010,15:34:21,18.654,N,88.37,W
9/15/2010,15:36:21,18.655,N,88.377,W
9/15/2010,15:38:21,18.656,N,88.384,W
9/15/2010,15:40:21,18.657,N,88.391,W
9/15/2010,15:42:21,18.658,N,88.398,W
9/15/2010,15:44:20,18.66,N,88.405,W
9/15/2010,15:46:20,18.661,N,88.412,W
9/15/2010,15:48:20,18.662,N,88.419,W
9/15/2010,15:50:20,18.663,N,88.425,W
9/15/2010,15:52:20,18.664,N,88.432,W
9/15/2010,15:54:20,18.665,N,88.439,W
9/15/2010,15:56:20,18.666,N,88.446,W
9/15/2010,15:58:21,18.667,N,88.453,W
9/15/2010,16:00:21,18.668,N,88.46,W
9/15/2010,16:02:21,18.669,N,88.467,W
9/15/2010,16:04:21,18.67,N,88.474,W
9/15/2010,16:06:21,18.671,N,88.481,W
9/15/2010,16:08:21,18.672,N,88.487,W
9/15/2010,16:10:21,18.673,N,88.494,W
9/15/2010,16:12:21,18.674,N,88.501,W
9/15/2010,16:14:20,18.675,N,88.508,W
9/15/2010,16:16:20,18.676,N,88.515,W
9/15/2010,16:18:20,18.677,N,88.521,W
9/15/2010,16:20:20,18.679,N,88.528,W
9/15/2010,16:22:20,18.68,N,88.535,W
9/15/2010,16:24:20,18.681,N,88.542,W
9/15/2010,16:26:20,18.682,N,88.549,W
9/15/2010,16:28:21,18.683,N,88.555,W
9/15/2010,16:30:21,18.684,N,88.562,W
9/15/2010,16:32:21,18.685,N,88.569,W
9/15/2010,16:34:21,18.686,N,88.576,W
9/15/2010,16:36:21,18.688,N,88.582,W
9/15/2010,16:38:21,18.689,N,88.589,W
9/15/2010,16:40:21,18.69,N,88.596,W
9/15/2010,16:42:21,18.691,N,88.602,W
9/15/2010,16:44:20,18.692,N,88.609,W
9/15/2010,16:46:20,18.693,N,88.616,W
9/15/2010,16:48:20,18.695,N,88.622,W
9/15/2010,16:50:20,18.696,N,88.629,W
9/15/2010,16:52:20,18.697,N,88.636,W
9/15/2010,16:54:20,18.698,N,88.642,W
9/15/2010,16:56:20,18.699,N,88.649,W
9/15/2010,16:58:21,18.701,N,88.656,W
9/15/2010,17:00:21,18.702,N,88.662,W
9/15/2010,17:02:21,18.703,N,88.669,W
9/15/2010,17:04:21,18.704,N,88.675,W
9/15/2010,17:06:21,18.705,N,88.682,W
9/15/2010,17:08:21,18.707,N,88.688,W
9/15/2010,17:10:21,18.708,N,88.695,W
9/15/2010,17:12:21,18.709,N,88.702,W
9/15/2010,17:14:20,18.71,N,88.708,W
9/15/2010,17:16:20,18.712,N,88.715,W
9/15/2010,17:18:20,18.713,N,88.721,W
9/15/2010,17:20:20,18.714,N,88.728,W
9/15/2010,17:22:20,18.715,N,88.734,W
9/15/2010,17:24:20,18.717,N,88.741,W
9/15/2010,17:26:20,18.718,N,88.747,W
9/15/2010,17:28:21,18.719,N,88.753,W
9/15/2010,17:30:21,18.721,N,88.76,W
9/15/2010,17:32:21,18.722,N,88.766,W
9/15/2010,17:34:21,18.723,N,88.773,W
9/15/2010,17:36:21,18.724,N,88.779,W
9/15/2010,17:38:21,18.726,N,88.786,W
9/15/2010,17:40:21,18.727,N,88.792,W
9/15/2010,17:42:21,18.728,N,88.798,W
9/15/2010,17:44:20,18.73,N,88.805,W
9/15/2010,17:46:20,18.731,N,88.811,W
9/15/2010,17:48:20,18.732,N,88.817,W
9/15/2010,17:50:20,18.734,N,88.824,W
9/15/2010,17:52:20,18.735,N,88.83,W
9/15/2010,17:54:20,18.737,N,88.836,W
9/15/2010,17:56:20,18.738,N,88.843,W
9/15/2010,17:58:21,18.739,N,88.849,W
9/15/2010,18:00:21,18.741,N,88.855,W
9/15/2010,18:02:21,18.742,N,88.861,W
9/15/2010,18:04:21,18.743,N,88.868,W
9/15/2010,18:06:21,18.745,N,88.874,W
9/15/2010,18:08:21,18.746,N,88.88,W
9/15/2010,18:10:21,18.748,N,88.886,W
9/15/2010,18:12:21,18.749,N,88.893,W
9/15/2010,18:14:20,18.751,N,88.899,W
9/15/2010,18:16:20,18.752,N,88.905,W
9/15/2010,18:18:20,18.753,N,88.911,W
9/15/2010,18:20:20,18.755,N,88.917,W
9/15/2010,18:22:20,18.756,N,88.923,W
9/15/2010,18:24:20,18.758,N,88.929,W
9/15/2010,18:26:20,18.759,N,88.936,W
9/15/2010,18:28:21,18.761,N,88.942,W
9/15/2010,18:30:21,18.762,N,88.948,W
9/15/2010,18:32:21,18.764,N,88.954,W
9/15/2010,18:34:21,18.765,N,88.96,W
9/15/2010,18:36:21,18.767,N,88.966,W
9/15/2010,18:38:21,18.768,N,88.972,W
9/15/2010,18:40:21,18.77,N,88.978,W
9/15/2010,18:42:21,18.771,N,88.984,W
9/15/2010,18:44:20,18.773,N,88.99,W
9/15/2010,18:46:20,18.774,N,88.996,W
9/15/2010,18:48:20,18.776,N,89.002,W
9/15/2010,18:50:20,18.777,N,89.008,W
9/15/2010,18:52:20,18.779,N,89.014,W
9/15/2010,18:54:20,18.781,N,89.02,W
9/15/2010,18:56:20,18.782,N,89.026,W
9/15/2010,18:58:21,18.784,N,89.032,W
9/15/2010,19:00:21,18.785,N,89.038,W
9/15/2010,19:02:21,18.787,N,89.043,W
9/15/2010,19:04:21,18.789,N,89.049,W
9/15/2010,19:06:21,18.79,N,89.055,W
9/15/2010,19:08:21,18.792,N,89.061,W
9/15/2010,19:10:21,18.793,N,89.067,W
9/15/2010,19:12:21,18.795,N,89.073,W
9/15/2010,19:14:20,18.797,N,89.078,W
9/15/2010,19:16:20,18.798,N,89.084,W
9/15/2010,19:18:20,18.8,N,89.09,W
9/15/2010,19:20:20,18.802,N,89.096,W
9/15/2010,19:22:20,18.803,N,89.102,W
9/15/2010,19:24:20,18.805,N,89.107,W
9/15/2010,19:26:20,18.807,N,89.113,W
9/15/2010,19:28:21,18.808,N,89.119,W
9/15/2010,19:30:21,18.81,N,89.125,W
9/15/2010,19:32:21,18.812,N,89.13,W
9/15/2010,19:34:21,18.813,N,89.136,W
9/15/2010,19:36:21,18.815,N,89.142,W
9/15/2010,19:38:21,18.817,N,89.147,W
9/15/2010,19:40:21,18.819,N,89.153,W
9/15/2010,19:42:21,18.82,N,89.159,W
9/15/2010,19:44:20,18.822,N,89.164,W
9/15/2010,19:46:20,18.824,N,89.17,W
9/15/2010,19:48:20,18.826,N,89.175,W
9/15/2010,19:50:20,18.827,N,89.181,W
9/15/2010,19:52:20,18.829,N,89.187,W
9/15/2010,19:54:20,18.831,N,89.192,W
9/15/2010,19:56:20,18.833,N,89.198,W
9/15/2010,19:58:21,18.834,N,89.203,W
9/15/2010,20:00:21,18.836,N,89.209,W
9/15/2010,20:02:21,18.838,N,89.214,W
9/15/2010,20:04:21,18.84,N,89.22,W
9/15/2010,20:06:21,18.842,N,89.225,W
9/15/2010,20:08:21,18.843,N,89.231,W
9/15/2010,20:10:21,18.845,N,89.236,W
9/15/2010,20:12:21,18.847,N,89.242,W
9/15/2010,20:14:20,18.849,N,89.247,W
9/15/2010,20:16:20,18.851,N,89.253,W
9/15/2010,20:18:20,18.852,N,89.258,W
9/15/2010,20:20:20,18.854,N,89.264,W
9/15/2010,20:22:20,18.856,N,89.269,W
9/15/2010,20:24:20,18.858,N,89.275,W
9/15/2010,20:26:20,18.86,N,89.28,W
9/15/2010,20:28:21,18.862,N,89.286,W
9/15/2010,20:30:21,18.864,N,89.291,W
9/15/2010,20:32:21,18.865,N,89.296,W
9/15/2010,20:34:21,18.867,N,89.302,W
9/15/2010,20:36:21,18.869,N,89.307,W
9/15/2010,20:38:21,18.871,N,89.312,W
9/15/2010,20:40:21,18.873,N,89.318,W
9/15/2010,20:42:21,18.875,N,89.323,W
9/15/2010,20:44:20,18.877,N,89.329,W
9/15/2010,20:46:20,18.879,N,89.334,W
9/15/2010,20:48:20,18.88,N,89.339,W
9/15/2010,20:50:20,18.882,N,89.345,W
9/15/2010,20:52:20,18.884,N,89.35,W
9/15/2010,20:54:20,18.886,N,89.355,W
9/15/2010,20:56:20,18.888,N,89.36,W
9/15/2010,20:58:21,18.89,N,89.366,W
9/15/2010,21:00:21,18.892,N,89.371,W
9/15/2010,21:02:21,18.894,N,89.376,W
9/15/2010,21:04:21,18.896,N,89.382,W
9/15/2010,21:06:21,18.898,N,89.387,W
9/15/2010,21:08:21,18.9,N,89.392,W
9/15/2010,21:10:21,18.902,N,89.397,W
9/15/2010,21:12:21,18.904,N,89.403,W
9/15/2010,21:14:20,18.906,N,89.408,W
9/15/2010,21:16:20,18.908,N,89.413,W
9/15/2010,21:18:20,18.91,N,89.418,W
9/15/2010,21:20:20,18.912,N,89.424,W
9/15/2010,21:22:20,18.914,N,89.429,W
9/15/2010,21:24:20,18.916,N,89.434,W
9/15/2010,21:26:20,18.917,N,89.439,W
9/15/2010,21:28:21,18.919,N,89.444,W
9/15/2010,21:30:21,18.921,N,89.45,W
9/15/2010,21:32:21,18.923,N,89.455,W
9/15/2010,21:34:21,18.925,N,89.46,W
9/15/2010,21:36:21,18.927,N,89.465,W
9/15/2010,21:38:21,18.929,N,89.47,W
9/15/2010,21:40:21,18.931,N,89.476,W
9/15/2010,21:42:21,18.933,N,89.481,W
9/15/2010,21:44:20,18.935,N,89.486,W
9/15/2010,21:46:20,18.937,N,89.491,W
9/15/2010,21:48:20,18.94,N,89.496,W
9/15/2010,21:50:20,18.942,N,89.501,W
9/15/2010,21:52:20,18.944,N,89.506,W
9/15/2010,21:54:20,18.946,N,89.512,W
9/15/2010,21:56:20,18.948,N,89.517,W
9/15/2010,21:58:21,18.95,N,89.522,W
9/15/2010,22:00:21,18.952,N,89.527,W
9/15/2010,22:02:21,18.954,N,89.532,W
9/15/2010,22:04:21,18.956,N,89.537,W
9/15/2010,22:06:21,18.958,N,89.542,W
9/15/2010,22:08:21,18.96,N,89.547,W
9/15/2010,22:10:21,18.962,N,89.553,W
9/15/2010,22:12:21,18.964,N,89.558,W
9/15/2010,22:14:20,18.966,N,89.563,W
9/15/2010,22:16:20,18.968,N,89.568,W
9/15/2010,22:18:20,18.97,N,89.573,W
9/15/2010,22:20:20,18.972,N,89.578,W
9/15/2010,22:22:20,18.974,N,89.583,W
9/15/2010,22:24:20,18.976,N,89.588,W
9/15/2010,22:26:20,18.978,N,89.593,W
9/15/2010,22:28:21,18.98,N,89.598,W
9/15/2010,22:30:21,18.983,N,89.603,W
9/15/2010,22:32:21,18.985,N,89.609,W
9/15/2010,22:34:21,18.987,N,89.614,W
9/15/2010,22:36:21,18.989,N,89.619,W
9/15/2010,22:38:21,18.991,N,89.624,W
9/15/2010,22:40:21,18.993,N,89.629,W
9/15/2010,22:42:21,18.995,N,89.634,W
9/15/2010,22:44:20,18.997,N,89.639,W
9/15/2010,22:46:20,18.999,N,89.644,W
9/15/2010,22:48:20,19.001,N,89.649,W
9/15/2010,22:50:20,19.003,N,89.654,W
9/15/2010,22:52:20,19.005,N,89.659,W
9/15/2010,22:54:20,19.008,N,89.664,W
9/15/2010,22:56:20,19.01,N,89.669,W
9/15/2010,22:58:21,19.012,N,89.674,W
9/15/2010,23:00:21,19.014,N,89.679,W
9/15/2010,23:02:21,19.016,N,89.684,W
9/15/2010,23:04:21,19.018,N,89.689,W
9/15/2010,23:06:21,19.02,N,89.695,W
9/15/2010,23:08:21,19.022,N,89.7,W
9/15/2010,23:10:21,19.024,N,89.705,W
9/15/2010,23:12:21,19.026,N,89.71,W
9/15/2010,23:14:20,19.029,N,89.715,W
9/15/2010,23:16:20,19.031,N,89.72,W
9/15/2010,23:18:20,19.033,N,89.725,W
9/15/2010,23:20:20,19.035,N,89.73,W
9/15/2010,23:22:20,19.037,N,89.735,W
9/15/2010,23:24:20,19.039,N,89.74,W
9/15/2010,23:26:20,19.041,N,89.745,W
9/15/2010,23:28:21,19.043,N,89.75,W
9/15/2010,23:30:21,19.045,N,89.755,W
9/15/2010,23:32:21,19.047,N,89.76,W
9/15/2010,23:34:21,19.05,N,89.765,W
9/15/2010,23:36:21,19.052,N,89.77,W
9/15/2010,23:38:21,19.054,N,89.775,W
9/15/2010,23:40:21,19.056,N,89.78,W
9/15/2010,23:42:21,19.058,N,89.785,W
9/15/2010,23:44:20,19.06,N,89.79,W
9/15/2010,23:46:20,19.062,N,89.796,W
9/15/2010,23:48:20,19.064,N,89.801,W
9/15/2010,23:50:20,19.067,N,89.806,W
9/15/2010,23:52:20,19.069,N,89.811,W
9/15/2010,23:54:20,19.071,N,89.816,W
9/15/2010,23:56:20,19.073,N,89.821,W
9/15/2010,23:58:21,19.075,N,89.826,W
9/16/2010,0:00:21,19.077,N,89.831,W
9/16/2010,0:02:21,19.079,N,89.836,W
9/16/2010,0:04:21,19.081,N,89.841,W
9/16/2010,0:06:21,19.083,N,89.846,W
9/16/2010,0:08:21,19.086,N,89.851,W
9/16/2010,0:10:21,19.088,N,89.856,W
9/16/2010,0:12:21,19.09,N,89.861,W
9/16/2010,0:14:20,19.092,N,89.866,W
9/16/2010,0:16:20,19.094,N,89.872,W
9/16/2010,0:18:20,19.096,N,89.877,W
9/16/2010,0:20:20,19.098,N,89.882,W
9/16/2010,0:22:20,19.1,N,89.887,W
9/16/2010,0:24:20,19.102,N,89.892,W
9/16/2010,0:26:20,19.105,N,89.897,W
9/16/2010,0:28:21,19.107,N,89.902,W
9/16/2010,0:30:21,19.109,N,89.907,W
9/16/2010,0:32:21,19.111,N,89.912,W
9/16/2010,0:34:21,19.113,N,89.918,W
9/16/2010,0:36:21,19.115,N,89.923,W
9/16/2010,0:38:21,19.117,N,89.928,W
9/16/2010,0:40:21,19.119,N,89.933,W
9/16/2010,0:42:21,19.121,N,89.938,W
9/16/2010,0:44:20,19.123,N,89.943,W
9/16/2010,0:46:20,19.126,N,89.948,W
9/16/2010,0:48:20,19.128,N,89.953,W
9/16/2010,0:50:20,19.13,N,89.959,W
9/16/2010,0:52:20,19.132,N,89.964,W
9/16/2010,0:54:20,19.134,N,89.969,W
9/16/2010,0:56:20,19.136,N,89.974,W
9/16/2010,0:58:21,19.138,N,89.979,W
9/16/2010,1:00:21,19.14,N,89.984,W
9/16/2010,1:02:21,19.142,N,89.99,W
9/16/2010,1:04:21,19.144,N,89.995,W
9/16/2010,1:06:21,19.146,N,90,W
9/16/2010,1:08:21,19.148,N,90.005,W
9/16/2010,1:10:21,19.151,N,90.01,W
9/16/2010,1:12:21,19.153,N,90.016,W
9/16/2010,1:14:20,19.155,N,90.021,W
9/16/2010,1:16:20,19.157,N,90.026,W
9/16/2010,1:18:20,19.159,N,90.031,W
9/16/2010,1:20:20,19.161,N,90.037,W
9/16/2010,1:22:20,19.163,N,90.042,W
9/16/2010,1:24:20,19.165,N,90.047,W
9/16/2010,1:26:20,19.167,N,90.052,W
9/16/2010,1:28:21,19.169,N,90.058,W
9/16/2010,1:30:21,19.171,N,90.063,W
9/16/2010,1:32:21,19.173,N,90.068,W
9/16/2010,1:34:21,19.175,N,90.073,W
9/16/2010,1:36:21,19.177,N,90.079,W
9/16/2010,1:38:21,19.179,N,90.084,W
9/16/2010,1:40:21,19.181,N,90.089,W
9/16/2010,1:42:21,19.183,N,90.095,W
9/16/2010,1:44:20,19.186,N,90.1,W
9/16/2010,1:46:20,19.188,N,90.105,W
9/16/2010,1:48:20,19.19,N,90.111,W
9/16/2010,1:50:20,19.192,N,90.116,W
9/16/2010,1:52:20,19.194,N,90.121,W
9/16/2010,1:54:20,19.196,N,90.127,W
9/16/2010,1:56:20,19.198,N,90.132,W
9/16/2010,1:58:21,19.2,N,90.137,W
9/16/2010,2:00:21,19.202,N,90.143,W
9/16/2010,2:02:21,19.204,N,90.148,W
9/16/2010,2:04:21,19.206,N,90.154,W
9/16/2010,2:06:21,19.208,N,90.159,W
9/16/2010,2:08:21,19.21,N,90.164,W
9/16/2010,2:10:21,19.212,N,90.17,W
9/16/2010,2:12:21,19.214,N,90.175,W
9/16/2010,2:14:20,19.216,N,90.181,W
9/16/2010,2:16:20,19.218,N,90.186,W
9/16/2010,2:18:20,19.22,N,90.192,W
9/16/2010,2:20:20,19.222,N,90.197,W
9/16/2010,2:22:20,19.224,N,90.203,W
9/16/2010,2:24:20,19.226,N,90.208,W
9/16/2010,2:26:20,19.228,N,90.214,W
9/16/2010,2:28:21,19.23,N,90.219,W
9/16/2010,2:30:21,19.232,N,90.225,W
9/16/2010,2:32:21,19.233,N,90.23,W
9/16/2010,2:34:21,19.235,N,90.236,W
9/16/2010,2:36:21,19.237,N,90.241,W
9/16/2010,2:38:21,19.239,N,90.247,W
9/16/2010,2:40:21,19.241,N,90.252,W
9/16/2010,2:42:21,19.243,N,90.258,W
9/16/2010,2:44:20,19.245,N,90.263,W
9/16/2010,2:46:20,19.247,N,90.269,W
9/16/2010,2:48:20,19.249,N,90.275,W
9/16/2010,2:50:20,19.251,N,90.28,W
9/16/2010,2:52:20,19.253,N,90.286,W
9/16/2010,2:54:20,19.255,N,90.292,W
9/16/2010,2:56:20,19.257,N,90.297,W
9/16/2010,2:58:21,19.259,N,90.303,W
9/16/2010,3:00:21,19.26,N,90.309,W
9/16/2010,3:02:21,19.262,N,90.314,W
9/16/2010,3:04:21,19.264,N,90.32,W
9/16/2010,3:06:21,19.266,N,90.326,W
9/16/2010,3:08:21,19.268,N,90.331,W
9/16/2010,3:10:21,19.27,N,90.337,W
9/16/2010,3:12:21,19.272,N,90.343,W
9/16/2010,3:14:20,19.274,N,90.349,W
9/16/2010,3:16:20,19.275,N,90.354,W
9/16/2010,3:18:20,19.277,N,90.36,W
9/16/2010,3:20:20,19.279,N,90.366,W
9/16/2010,3:22:20,19.281,N,90.372,W
9/16/2010,3:24:20,19.283,N,90.378,W
9/16/2010,3:26:20,19.285,N,90.383,W
9/16/2010,3:28:21,19.286,N,90.389,W
9/16/2010,3:30:21,19.288,N,90.395,W
9/16/2010,3:32:21,19.29,N,90.401,W
9/16/2010,3:34:21,19.292,N,90.407,W
9/16/2010,3:36:21,19.294,N,90.413,W
9/16/2010,3:38:21,19.296,N,90.419,W
9/16/2010,3:40:21,19.297,N,90.425,W
9/16/2010,3:42:21,19.299,N,90.431,W
9/16/2010,3:44:20,19.301,N,90.436,W
9/16/2010,3:46:20,19.303,N,90.442,W
9/16/2010,3:48:20,19.304,N,90.448,W
9/16/2010,3:50:20,19.306,N,90.454,W
9/16/2010,3:52:20,19.308,N,90.46,W
9/16/2010,3:54:20,19.31,N,90.466,W
9/16/2010,3:56:20,19.312,N,90.472,W
9/16/2010,3:58:21,19.313,N,90.479,W
9/16/2010,4:00:21,19.315,N,90.485,W
9/16/2010,4:02:21,19.317,N,90.491,W
9/16/2010,4:04:21,19.318,N,90.497,W
9/16/2010,4:06:21,19.32,N,90.503,W
9/16/2010,4:08:21,19.322,N,90.509,W
9/16/2010,4:10:21,19.324,N,90.515,W
9/16/2010,4:12:21,19.325,N,90.521,W
9/16/2010,4:14:20,19.327,N,90.527,W
9/16/2010,4:16:20,19.329,N,90.534,W
9/16/2010,4:18:20,19.33,N,90.54,W
9/16/2010,4:20:20,19.332,N,90.546,W
9/16/2010,4:22:20,19.334,N,90.552,W
9/16/2010,4:24:20,19.335,N,90.558,W
9/16/2010,4:26:20,19.337,N,90.565,W
9/16/2010,4:28:21,19.339,N,90.571,W
9/16/2010,4:30:21,19.34,N,90.577,W
9/16/2010,4:32:21,19.342,N,90.583,W
9/16/2010,4:34:21,19.344,N,90.59,W
9/16/2010,4:36:21,19.345,N,90.596,W
9/16/2010,4:38:21,19.347,N,90.602,W
9/16/2010,4:40:21,19.349,N,90.609,W
9/16/2010,4:42:21,19.35,N,90.615,W
9/16/2010,4:44:20,19.352,N,90.621,W
9/16/2010,4:46:20,19.353,N,90.628,W
9/16/2010,4:48:20,19.355,N,90.634,W
9/16/2010,4:50:20,19.357,N,90.64,W
9/16/2010,4:52:20,19.358,N,90.647,W
9/16/2010,4:54:20,19.36,N,90.653,W
9/16/2010,4:56:20,19.361,N,90.66,W
9/16/2010,4:58:21,19.363,N,90.666,W
9/16/2010,5:00:21,19.365,N,90.673,W
9/16/2010,5:02:21,19.366,N,90.679,W
9/16/2010,5:04:21,19.368,N,90.685,W
9/16/2010,5:06:21,19.369,N,90.692,W
9/16/2010,5:08:21,19.371,N,90.698,W
9/16/2010,5:10:21,19.372,N,90.705,W
9/16/2010,5:12:21,19.374,N,90.711,W
9/16/2010,5:14:20,19.375,N,90.718,W
9/16/2010,5:16:20,19.377,N,90.725,W
9/16/2010,5:18:20,19.378,N,90.731,W
9/16/2010,5:20:20,19.38,N,90.738,W
9/16/2010,5:22:20,19.382,N,90.744,W
9/16/2010,5:24:20,19.383,N,90.751,W
9/16/2010,5:26:20,19.385,N,90.757,W
9/16/2010,5:28:21,19.386,N,90.764,W
9/16/2010,5:30:21,19.388,N,90.771,W
9/16/2010,5:32:21,19.389,N,90.777,W
9/16/2010,5:34:21,19.391,N,90.784,W
9/16/2010,5:36:21,19.392,N,90.791,W
9/16/2010,5:38:21,19.394,N,90.797,W
9/16/2010,5:40:21,19.395,N,90.804,W
9/16/2010,5:42:21,19.396,N,90.811,W
9/16/2010,5:44:20,19.398,N,90.817,W
9/16/2010,5:46:20,19.399,N,90.824,W
9/16/2010,5:48:20,19.401,N,90.831,W
9/16/2010,5:50:20,19.402,N,90.838,W
9/16/2010,5:52:20,19.404,N,90.844,W
9/16/2010,5:54:20,19.405,N,90.851,W
9/16/2010,5:56:20,19.407,N,90.858,W
9/16/2010,5:58:21,19.408,N,90.865,W
9/16/2010,6:00:21,19.409,N,90.871,W
9/16/2010,6:02:21,19.411,N,90.878,W
