Track,for,Kate,2015,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
11/10/2015,20:52:38,32.406,N,72.541,W
11/10/2015,20:54:38,32.42,N,72.526,W
11/10/2015,20:56:39,32.435,N,72.511,W
11/10/2015,20:58:39,32.449,N,72.496,W
11/10/2015,21:00:39,32.464,N,72.481,W
11/10/2015,21:02:38,32.479,N,72.466,W
11/10/2015,21:04:38,32.493,N,72.451,W
11/10/2015,21:06:38,32.508,N,72.436,W
11/10/2015,21:08:38,32.523,N,72.421,W
11/10/2015,21:09:09,32.527,N,72.417,W
11/10/2015,21:11:08,32.547,N,72.402,W
11/10/2015,21:13:08,32.566,N,72.387,W
11/10/2015,21:15:08,32.585,N,72.373,W
11/10/2015,21:17:08,32.604,N,72.358,W
11/10/2015,21:19:09,32.623,N,72.343,W
11/10/2015,21:21:09,32.641,N,72.328,W
11/10/2015,21:23:09,32.659,N,72.313,W
11/10/2015,21:25:08,32.676,N,72.298,W
11/10/2015,21:27:08,32.693,N,72.283,W
11/10/2015,21:29:08,32.71,N,72.267,W
11/10/2015,21:31:08,32.726,N,72.252,W
11/10/2015,21:33:09,32.743,N,72.237,W
11/10/2015,21:35:09,32.758,N,72.221,W
11/10/2015,21:37:09,32.774,N,72.206,W
11/10/2015,21:39:09,32.789,N,72.191,W
11/10/2015,21:41:08,32.804,N,72.175,W
11/10/2015,21:43:08,32.819,N,72.16,W
11/10/2015,21:45:08,32.833,N,72.144,W
11/10/2015,21:47:08,32.848,N,72.128,W
11/10/2015,21:49:09,32.862,N,72.113,W
11/10/2015,21:51:09,32.875,N,72.097,W
11/10/2015,21:53:09,32.889,N,72.081,W
11/10/2015,21:55:08,32.902,N,72.066,W
11/10/2015,21:57:08,32.915,N,72.05,W
11/10/2015,21:59:08,32.927,N,72.034,W
11/10/2015,22:01:08,32.94,N,72.018,W
11/10/2015,22:03:09,32.952,N,72.002,W
11/10/2015,22:05:09,32.964,N,71.986,W
11/10/2015,22:07:01,32.975,N,71.971,W
11/10/2015,22:09:01,32.984,N,71.955,W
11/10/2015,22:11:01,32.993,N,71.939,W
11/10/2015,22:13:02,33.002,N,71.922,W
11/10/2015,22:15:02,33.011,N,71.906,W
11/10/2015,22:17:02,33.02,N,71.89,W
11/10/2015,22:19:02,33.029,N,71.873,W
11/10/2015,22:21:01,33.038,N,71.857,W
11/10/2015,22:23:01,33.047,N,71.841,W
11/10/2015,22:25:01,33.056,N,71.825,W
11/10/2015,22:27:01,33.065,N,71.808,W
11/10/2015,22:29:02,33.074,N,71.792,W
11/10/2015,22:31:02,33.083,N,71.776,W
11/10/2015,22:33:02,33.092,N,71.759,W
11/10/2015,22:35:02,33.101,N,71.743,W
11/10/2015,22:37:01,33.11,N,71.726,W
11/10/2015,22:39:01,33.119,N,71.71,W
11/10/2015,22:41:01,33.128,N,71.694,W
11/10/2015,22:43:02,33.137,N,71.677,W
11/10/2015,22:45:02,33.146,N,71.661,W
11/10/2015,22:47:02,33.155,N,71.644,W
11/10/2015,22:49:02,33.164,N,71.628,W
11/10/2015,22:51:01,33.173,N,71.612,W
11/10/2015,22:53:01,33.182,N,71.595,W
11/10/2015,22:55:01,33.191,N,71.579,W
11/10/2015,22:57:01,33.2,N,71.562,W
11/10/2015,22:59:02,33.209,N,71.546,W
11/10/2015,23:01:02,33.218,N,71.529,W
11/10/2015,23:03:02,33.227,N,71.513,W
11/10/2015,23:05:02,33.236,N,71.496,W
11/10/2015,23:07:01,33.245,N,71.48,W
11/10/2015,23:09:01,33.254,N,71.463,W
11/10/2015,23:11:01,33.263,N,71.446,W
11/10/2015,23:13:02,33.272,N,71.43,W
11/10/2015,23:15:02,33.281,N,71.413,W
11/10/2015,23:17:02,33.29,N,71.397,W
11/10/2015,23:19:02,33.299,N,71.38,W
11/10/2015,23:21:01,33.308,N,71.363,W
11/10/2015,23:23:01,33.317,N,71.347,W
11/10/2015,23:25:01,33.326,N,71.33,W
11/10/2015,23:27:01,33.335,N,71.313,W
11/10/2015,23:29:02,33.344,N,71.297,W
11/10/2015,23:31:02,33.353,N,71.28,W
11/10/2015,23:33:02,33.362,N,71.263,W
11/10/2015,23:35:02,33.371,N,71.246,W
11/10/2015,23:37:01,33.38,N,71.23,W
11/10/2015,23:39:01,33.389,N,71.213,W
11/10/2015,23:41:01,33.398,N,71.196,W
11/10/2015,23:43:02,33.408,N,71.179,W
11/10/2015,23:45:02,33.417,N,71.162,W
11/10/2015,23:47:02,33.426,N,71.145,W
11/10/2015,23:49:02,33.435,N,71.129,W
11/10/2015,23:51:01,33.444,N,71.112,W
11/10/2015,23:53:01,33.453,N,71.095,W
11/10/2015,23:55:01,33.462,N,71.078,W
11/10/2015,23:57:01,33.471,N,71.061,W
11/10/2015,23:59:02,33.48,N,71.044,W
11/11/2015,0:01:02,33.489,N,71.027,W
11/11/2015,0:03:02,33.499,N,71.01,W
11/11/2015,0:05:02,33.508,N,70.993,W
11/11/2015,0:07:01,33.517,N,70.976,W
11/11/2015,0:09:01,33.526,N,70.959,W
11/11/2015,0:11:01,33.535,N,70.941,W
11/11/2015,0:13:02,33.544,N,70.924,W
11/11/2015,0:15:02,33.553,N,70.907,W
11/11/2015,0:17:02,33.562,N,70.89,W
11/11/2015,0:19:02,33.572,N,70.873,W
11/11/2015,0:21:01,33.581,N,70.856,W
11/11/2015,0:23:01,33.59,N,70.838,W
11/11/2015,0:25:01,33.599,N,70.821,W
11/11/2015,0:27:01,33.608,N,70.804,W
11/11/2015,0:29:02,33.617,N,70.786,W
11/11/2015,0:31:02,33.627,N,70.769,W
11/11/2015,0:33:02,33.636,N,70.752,W
11/11/2015,0:35:02,33.645,N,70.734,W
11/11/2015,0:37:01,33.654,N,70.717,W
11/11/2015,0:39:01,33.663,N,70.699,W
11/11/2015,0:41:01,33.673,N,70.682,W
11/11/2015,0:43:02,33.682,N,70.665,W
11/11/2015,0:45:02,33.691,N,70.647,W
11/11/2015,0:47:02,33.7,N,70.629,W
11/11/2015,0:49:02,33.709,N,70.612,W
11/11/2015,0:51:01,33.719,N,70.594,W
11/11/2015,0:53:01,33.728,N,70.577,W
11/11/2015,0:55:01,33.737,N,70.559,W
11/11/2015,0:57:01,33.746,N,70.541,W
11/11/2015,0:59:02,33.756,N,70.524,W
11/11/2015,1:01:02,33.765,N,70.506,W
11/11/2015,1:03:02,33.774,N,70.488,W
11/11/2015,1:05:02,33.783,N,70.47,W
11/11/2015,1:07:01,33.793,N,70.453,W
11/11/2015,1:09:01,33.802,N,70.435,W
11/11/2015,1:11:01,33.811,N,70.417,W
11/11/2015,1:13:02,33.821,N,70.399,W
11/11/2015,1:15:02,33.83,N,70.381,W
11/11/2015,1:17:02,33.839,N,70.363,W
11/11/2015,1:19:02,33.848,N,70.345,W
11/11/2015,1:21:01,33.858,N,70.327,W
11/11/2015,1:23:01,33.867,N,70.309,W
11/11/2015,1:25:01,33.876,N,70.291,W
11/11/2015,1:27:01,33.886,N,70.273,W
11/11/2015,1:29:02,33.895,N,70.255,W
11/11/2015,1:31:02,33.904,N,70.237,W
11/11/2015,1:33:02,33.914,N,70.218,W
11/11/2015,1:35:02,33.923,N,70.2,W
11/11/2015,1:37:01,33.933,N,70.182,W
11/11/2015,1:39:01,33.942,N,70.164,W
11/11/2015,1:41:01,33.951,N,70.145,W
11/11/2015,1:43:02,33.961,N,70.127,W
11/11/2015,1:45:02,33.97,N,70.109,W
11/11/2015,1:47:02,33.979,N,70.09,W
11/11/2015,1:49:02,33.989,N,70.072,W
11/11/2015,1:51:01,33.998,N,70.053,W
11/11/2015,1:53:01,34.008,N,70.035,W
11/11/2015,1:55:01,34.017,N,70.016,W
11/11/2015,1:57:01,34.027,N,69.998,W
11/11/2015,1:59:02,34.036,N,69.979,W
11/11/2015,2:01:02,34.045,N,69.961,W
11/11/2015,2:03:02,34.055,N,69.942,W
11/11/2015,2:05:02,34.064,N,69.923,W
11/11/2015,2:07:01,34.074,N,69.905,W
11/11/2015,2:09:01,34.083,N,69.886,W
11/11/2015,2:11:01,34.093,N,69.867,W
11/11/2015,2:13:02,34.102,N,69.848,W
11/11/2015,2:15:02,34.112,N,69.83,W
11/11/2015,2:17:02,34.121,N,69.811,W
11/11/2015,2:19:02,34.131,N,69.792,W
11/11/2015,2:21:01,34.14,N,69.773,W
11/11/2015,2:23:01,34.15,N,69.754,W
11/11/2015,2:25:01,34.159,N,69.735,W
11/11/2015,2:27:01,34.169,N,69.716,W
11/11/2015,2:29:02,34.178,N,69.697,W
11/11/2015,2:31:02,34.188,N,69.678,W
11/11/2015,2:33:02,34.197,N,69.659,W
11/11/2015,2:35:02,34.207,N,69.64,W
11/11/2015,2:37:01,34.216,N,69.621,W
11/11/2015,2:39:01,34.226,N,69.602,W
11/11/2015,2:41:01,34.235,N,69.583,W
11/11/2015,2:43:02,34.245,N,69.564,W
11/11/2015,2:45:02,34.254,N,69.544,W
11/11/2015,2:47:02,34.264,N,69.525,W
11/11/2015,2:49:02,34.273,N,69.506,W
11/11/2015,2:51:01,34.283,N,69.487,W
11/11/2015,2:53:01,34.293,N,69.467,W
11/11/2015,2:55:01,34.302,N,69.448,W
11/11/2015,2:57:01,34.312,N,69.429,W
11/11/2015,2:59:02,34.321,N,69.409,W
11/11/2015,3:01:02,34.331,N,69.39,W
11/11/2015,3:03:02,34.34,N,69.371,W
11/11/2015,3:05:02,34.35,N,69.351,W
11/11/2015,3:07:01,34.36,N,69.332,W
11/11/2015,3:09:01,34.369,N,69.312,W
11/11/2015,3:11:01,34.379,N,69.293,W
11/11/2015,3:13:02,34.388,N,69.273,W
11/11/2015,3:15:02,34.398,N,69.254,W
11/11/2015,3:17:02,34.408,N,69.234,W
11/11/2015,3:19:02,34.417,N,69.215,W
11/11/2015,3:21:01,34.427,N,69.195,W
11/11/2015,3:23:01,34.437,N,69.176,W
11/11/2015,3:25:01,34.446,N,69.156,W
11/11/2015,3:27:01,34.456,N,69.137,W
11/11/2015,3:29:02,34.465,N,69.117,W
11/11/2015,3:31:02,34.475,N,69.097,W
11/11/2015,3:33:02,34.485,N,69.078,W
11/11/2015,3:35:02,34.494,N,69.058,W
11/11/2015,3:37:01,34.504,N,69.038,W
11/11/2015,3:39:01,34.514,N,69.018,W
11/11/2015,3:41:01,34.523,N,68.999,W
11/11/2015,3:43:02,34.533,N,68.979,W
11/11/2015,3:45:02,34.543,N,68.959,W
11/11/2015,3:47:02,34.552,N,68.939,W
11/11/2015,3:49:02,34.562,N,68.92,W
11/11/2015,3:51:01,34.572,N,68.9,W
11/11/2015,3:53:01,34.581,N,68.88,W
11/11/2015,3:55:01,34.591,N,68.86,W
11/11/2015,3:57:01,34.601,N,68.84,W
11/11/2015,3:59:02,34.61,N,68.82,W
11/11/2015,4:01:02,34.62,N,68.8,W
11/11/2015,4:03:02,34.63,N,68.781,W
11/11/2015,4:05:02,34.64,N,68.761,W
11/11/2015,4:07:01,34.649,N,68.741,W
11/11/2015,4:09:01,34.659,N,68.721,W
11/11/2015,4:11:01,34.669,N,68.701,W
11/11/2015,4:13:02,34.678,N,68.681,W
11/11/2015,4:15:02,34.688,N,68.661,W
11/11/2015,4:17:02,34.698,N,68.641,W
11/11/2015,4:19:02,34.707,N,68.621,W
11/11/2015,4:21:01,34.717,N,68.601,W
11/11/2015,4:23:01,34.727,N,68.581,W
11/11/2015,4:25:01,34.737,N,68.561,W
11/11/2015,4:27:01,34.746,N,68.541,W
11/11/2015,4:29:02,34.756,N,68.521,W
11/11/2015,4:31:02,34.766,N,68.5,W
11/11/2015,4:33:02,34.776,N,68.48,W
11/11/2015,4:35:02,34.785,N,68.46,W
11/11/2015,4:37:01,34.795,N,68.44,W
11/11/2015,4:39:01,34.805,N,68.42,W
11/11/2015,4:41:01,34.814,N,68.4,W
11/11/2015,4:43:02,34.824,N,68.38,W
11/11/2015,4:45:02,34.834,N,68.36,W
11/11/2015,4:47:02,34.844,N,68.339,W
11/11/2015,4:49:02,34.853,N,68.319,W
11/11/2015,4:51:01,34.863,N,68.299,W
11/11/2015,4:53:01,34.873,N,68.279,W
11/11/2015,4:55:01,34.883,N,68.259,W
11/11/2015,4:57:01,34.892,N,68.239,W
11/11/2015,4:59:02,34.902,N,68.218,W
11/11/2015,5:01:02,34.912,N,68.198,W
11/11/2015,5:03:02,34.922,N,68.178,W
11/11/2015,5:05:02,34.931,N,68.158,W
11/11/2015,5:07:01,34.941,N,68.137,W
11/11/2015,5:09:01,34.951,N,68.117,W
11/11/2015,5:11:01,34.961,N,68.097,W
11/11/2015,5:13:02,34.971,N,68.077,W
11/11/2015,5:15:02,34.98,N,68.056,W
11/11/2015,5:17:02,34.99,N,68.036,W
11/11/2015,5:19:02,35,N,68.016,W
11/11/2015,5:21:01,35.01,N,67.996,W
11/11/2015,5:23:01,35.019,N,67.975,W
11/11/2015,5:25:01,35.029,N,67.955,W
11/11/2015,5:27:01,35.039,N,67.935,W
11/11/2015,5:29:02,35.049,N,67.914,W
11/11/2015,5:31:02,35.058,N,67.894,W
11/11/2015,5:33:02,35.068,N,67.874,W
11/11/2015,5:35:02,35.078,N,67.854,W
11/11/2015,5:37:01,35.088,N,67.833,W
11/11/2015,5:39:01,35.098,N,67.813,W
11/11/2015,5:41:01,35.107,N,67.793,W
11/11/2015,5:43:02,35.117,N,67.772,W
11/11/2015,5:45:02,35.127,N,67.752,W
11/11/2015,5:47:02,35.137,N,67.732,W
11/11/2015,5:49:02,35.146,N,67.711,W
11/11/2015,5:51:01,35.156,N,67.691,W
11/11/2015,5:53:01,35.166,N,67.671,W
11/11/2015,5:55:01,35.176,N,67.65,W
11/11/2015,5:57:01,35.186,N,67.63,W
11/11/2015,5:59:02,35.195,N,67.61,W
