Track,for,Kate,2015,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
11/9/2015,5:54:00,23.388,N,73.686,W
11/9/2015,5:56:00,23.392,N,73.691,W
11/9/2015,5:58:00,23.396,N,73.695,W
11/9/2015,6:00:00,23.4,N,73.7,W
11/9/2015,6:01:59,23.404,N,73.705,W
11/9/2015,6:03:59,23.408,N,73.709,W
11/9/2015,6:05:59,23.412,N,73.714,W
11/9/2015,6:07:59,23.416,N,73.719,W
11/9/2015,6:09:59,23.42,N,73.723,W
11/9/2015,6:11:59,23.424,N,73.728,W
11/9/2015,6:13:59,23.428,N,73.733,W
11/9/2015,6:16:00,23.432,N,73.737,W
11/9/2015,6:18:00,23.436,N,73.742,W
11/9/2015,6:20:00,23.44,N,73.747,W
11/9/2015,6:22:00,23.444,N,73.751,W
11/9/2015,6:24:00,23.448,N,73.756,W
11/9/2015,6:26:00,23.452,N,73.761,W
11/9/2015,6:28:00,23.456,N,73.765,W
11/9/2015,6:30:00,23.46,N,73.77,W
11/9/2015,6:31:59,23.464,N,73.775,W
11/9/2015,6:33:59,23.468,N,73.779,W
11/9/2015,6:35:59,23.472,N,73.784,W
11/9/2015,6:37:59,23.476,N,73.789,W
11/9/2015,6:39:59,23.48,N,73.793,W
11/9/2015,6:41:59,23.484,N,73.798,W
11/9/2015,6:43:59,23.488,N,73.803,W
11/9/2015,6:46:00,23.492,N,73.807,W
11/9/2015,6:48:00,23.496,N,73.812,W
11/9/2015,6:50:00,23.5,N,73.817,W
11/9/2015,6:52:00,23.504,N,73.821,W
11/9/2015,6:54:00,23.508,N,73.826,W
11/9/2015,6:56:00,23.512,N,73.831,W
11/9/2015,6:58:00,23.516,N,73.835,W
11/9/2015,7:00:00,23.52,N,73.84,W
11/9/2015,7:01:59,23.524,N,73.845,W
11/9/2015,7:03:59,23.528,N,73.85,W
11/9/2015,7:05:59,23.532,N,73.854,W
11/9/2015,7:07:59,23.536,N,73.859,W
11/9/2015,7:09:59,23.54,N,73.864,W
11/9/2015,7:11:59,23.544,N,73.868,W
11/9/2015,7:13:59,23.548,N,73.873,W
11/9/2015,7:16:00,23.552,N,73.878,W
11/9/2015,7:18:00,23.556,N,73.883,W
11/9/2015,7:20:00,23.56,N,73.887,W
11/9/2015,7:22:00,23.564,N,73.892,W
11/9/2015,7:24:00,23.568,N,73.897,W
11/9/2015,7:26:00,23.572,N,73.902,W
11/9/2015,7:28:00,23.576,N,73.906,W
11/9/2015,7:30:00,23.58,N,73.911,W
11/9/2015,7:31:59,23.584,N,73.916,W
11/9/2015,7:33:59,23.588,N,73.921,W
11/9/2015,7:35:59,23.592,N,73.926,W
11/9/2015,7:37:59,23.595,N,73.93,W
11/9/2015,7:39:59,23.599,N,73.935,W
11/9/2015,7:41:59,23.603,N,73.94,W
11/9/2015,7:43:59,23.607,N,73.945,W
11/9/2015,7:46:00,23.611,N,73.95,W
11/9/2015,7:48:00,23.615,N,73.954,W
11/9/2015,7:50:00,23.619,N,73.959,W
11/9/2015,7:52:00,23.623,N,73.964,W
11/9/2015,7:54:00,23.627,N,73.969,W
11/9/2015,7:56:00,23.631,N,73.974,W
11/9/2015,7:58:00,23.635,N,73.979,W
11/9/2015,8:00:00,23.639,N,73.984,W
11/9/2015,8:02:00,23.643,N,73.988,W
11/9/2015,8:03:59,23.647,N,73.993,W
11/9/2015,8:06:00,23.651,N,73.998,W
11/9/2015,8:07:59,23.655,N,74.003,W
11/9/2015,8:10:00,23.659,N,74.008,W
11/9/2015,8:11:59,23.663,N,74.013,W
11/9/2015,8:14:00,23.666,N,74.018,W
11/9/2015,8:15:59,23.67,N,74.023,W
11/9/2015,8:18:00,23.674,N,74.028,W
11/9/2015,8:19:59,23.678,N,74.033,W
11/9/2015,8:22:00,23.682,N,74.038,W
11/9/2015,8:23:59,23.686,N,74.043,W
11/9/2015,8:26:00,23.69,N,74.047,W
11/9/2015,8:27:59,23.694,N,74.052,W
11/9/2015,8:30:00,23.698,N,74.057,W
11/9/2015,8:32:00,23.702,N,74.062,W
11/9/2015,8:33:59,23.706,N,74.067,W
11/9/2015,8:36:00,23.709,N,74.072,W
11/9/2015,8:37:59,23.713,N,74.077,W
11/9/2015,8:40:00,23.717,N,74.082,W
11/9/2015,8:41:59,23.721,N,74.088,W
11/9/2015,8:44:00,23.725,N,74.093,W
11/9/2015,8:45:59,23.729,N,74.098,W
11/9/2015,8:48:00,23.733,N,74.103,W
11/9/2015,8:49:59,23.737,N,74.108,W
11/9/2015,8:52:00,23.74,N,74.113,W
11/9/2015,8:53:59,23.744,N,74.118,W
11/9/2015,8:56:00,23.748,N,74.123,W
11/9/2015,8:57:59,23.752,N,74.128,W
11/9/2015,9:00:00,23.756,N,74.133,W
11/9/2015,9:02:00,23.76,N,74.138,W
11/9/2015,9:03:59,23.764,N,74.144,W
11/9/2015,9:06:00,23.767,N,74.149,W
11/9/2015,9:07:59,23.771,N,74.154,W
11/9/2015,9:10:00,23.775,N,74.159,W
11/9/2015,9:11:59,23.779,N,74.164,W
11/9/2015,9:14:00,23.783,N,74.17,W
11/9/2015,9:15:59,23.787,N,74.175,W
11/9/2015,9:18:00,23.79,N,74.18,W
11/9/2015,9:19:59,23.794,N,74.185,W
11/9/2015,9:22:00,23.798,N,74.19,W
11/9/2015,9:23:59,23.802,N,74.196,W
11/9/2015,9:26:00,23.806,N,74.201,W
11/9/2015,9:27:59,23.81,N,74.206,W
11/9/2015,9:30:00,23.813,N,74.212,W
11/9/2015,9:32:00,23.817,N,74.217,W
11/9/2015,9:33:59,23.821,N,74.222,W
11/9/2015,9:36:00,23.825,N,74.228,W
11/9/2015,9:37:59,23.829,N,74.233,W
11/9/2015,9:40:00,23.832,N,74.238,W
11/9/2015,9:41:59,23.836,N,74.244,W
11/9/2015,9:44:00,23.84,N,74.249,W
11/9/2015,9:45:59,23.844,N,74.254,W
11/9/2015,9:48:00,23.847,N,74.26,W
11/9/2015,9:49:59,23.851,N,74.265,W
11/9/2015,9:52:00,23.855,N,74.271,W
11/9/2015,9:53:59,23.859,N,74.276,W
11/9/2015,9:56:00,23.862,N,74.282,W
11/9/2015,9:57:59,23.866,N,74.287,W
11/9/2015,10:00:00,23.87,N,74.293,W
11/9/2015,10:02:00,23.874,N,74.298,W
11/9/2015,10:03:59,23.877,N,74.304,W
11/9/2015,10:06:00,23.881,N,74.309,W
11/9/2015,10:07:59,23.885,N,74.315,W
11/9/2015,10:10:00,23.889,N,74.32,W
11/9/2015,10:11:59,23.892,N,74.326,W
11/9/2015,10:14:00,23.896,N,74.332,W
11/9/2015,10:15:59,23.9,N,74.337,W
11/9/2015,10:18:00,23.903,N,74.343,W
11/9/2015,10:19:59,23.907,N,74.348,W
11/9/2015,10:22:00,23.911,N,74.354,W
11/9/2015,10:23:59,23.914,N,74.36,W
11/9/2015,10:26:00,23.918,N,74.366,W
11/9/2015,10:27:59,23.922,N,74.371,W
11/9/2015,10:30:00,23.926,N,74.377,W
11/9/2015,10:32:00,23.929,N,74.383,W
11/9/2015,10:33:59,23.933,N,74.388,W
11/9/2015,10:36:00,23.937,N,74.394,W
11/9/2015,10:37:59,23.94,N,74.4,W
11/9/2015,10:40:00,23.944,N,74.406,W
11/9/2015,10:41:59,23.947,N,74.412,W
11/9/2015,10:44:00,23.951,N,74.417,W
11/9/2015,10:45:59,23.955,N,74.423,W
11/9/2015,10:48:00,23.958,N,74.429,W
11/9/2015,10:49:59,23.962,N,74.435,W
11/9/2015,10:52:00,23.966,N,74.441,W
11/9/2015,10:53:59,23.969,N,74.447,W
11/9/2015,10:56:00,23.973,N,74.453,W
11/9/2015,10:57:59,23.976,N,74.459,W
11/9/2015,11:00:00,23.98,N,74.465,W
11/9/2015,11:02:00,23.984,N,74.471,W
11/9/2015,11:03:59,23.987,N,74.476,W
11/9/2015,11:06:00,23.991,N,74.482,W
11/9/2015,11:07:59,23.994,N,74.488,W
11/9/2015,11:10:00,23.998,N,74.494,W
11/9/2015,11:11:59,24.002,N,74.5,W
11/9/2015,11:14:00,24.005,N,74.507,W
11/9/2015,11:15:59,24.009,N,74.513,W
11/9/2015,11:18:00,24.012,N,74.519,W
11/9/2015,11:19:59,24.016,N,74.525,W
11/9/2015,11:22:00,24.019,N,74.531,W
11/9/2015,11:23:59,24.023,N,74.537,W
11/9/2015,11:26:00,24.027,N,74.543,W
11/9/2015,11:27:59,24.03,N,74.549,W
11/9/2015,11:30:00,24.034,N,74.555,W
11/9/2015,11:32:00,24.037,N,74.561,W
11/9/2015,11:33:59,24.041,N,74.568,W
11/9/2015,11:36:00,24.044,N,74.574,W
11/9/2015,11:37:59,24.048,N,74.58,W
11/9/2015,11:40:00,24.051,N,74.586,W
11/9/2015,11:41:59,24.055,N,74.592,W
11/9/2015,11:44:00,24.058,N,74.598,W
11/9/2015,11:45:59,24.062,N,74.605,W
11/9/2015,11:48:00,24.065,N,74.611,W
11/9/2015,11:49:59,24.069,N,74.617,W
11/9/2015,11:52:00,24.072,N,74.623,W
11/9/2015,11:53:59,24.076,N,74.63,W
11/9/2015,11:56:00,24.079,N,74.636,W
11/9/2015,11:57:59,24.083,N,74.642,W
11/9/2015,12:00:00,24.086,N,74.648,W
11/9/2015,12:02:00,24.09,N,74.655,W
11/9/2015,12:03:59,24.093,N,74.661,W
11/9/2015,12:06:00,24.097,N,74.667,W
11/9/2015,12:07:59,24.1,N,74.674,W
11/9/2015,12:10:00,24.104,N,74.68,W
11/9/2015,12:11:59,24.107,N,74.686,W
11/9/2015,12:14:00,24.111,N,74.693,W
11/9/2015,12:15:59,24.114,N,74.699,W
11/9/2015,12:18:00,24.118,N,74.706,W
11/9/2015,12:19:59,24.121,N,74.712,W
11/9/2015,12:22:00,24.125,N,74.718,W
11/9/2015,12:23:59,24.128,N,74.725,W
11/9/2015,12:26:00,24.132,N,74.731,W
11/9/2015,12:27:59,24.135,N,74.738,W
11/9/2015,12:30:00,24.139,N,74.744,W
11/9/2015,12:32:00,24.142,N,74.75,W
11/9/2015,12:33:59,24.146,N,74.757,W
11/9/2015,12:36:00,24.149,N,74.763,W
11/9/2015,12:37:59,24.152,N,74.77,W
11/9/2015,12:40:00,24.156,N,74.776,W
11/9/2015,12:41:59,24.159,N,74.783,W
11/9/2015,12:44:00,24.163,N,74.789,W
11/9/2015,12:45:59,24.166,N,74.796,W
11/9/2015,12:48:00,24.17,N,74.802,W
11/9/2015,12:49:59,24.173,N,74.809,W
11/9/2015,12:52:00,24.176,N,74.815,W
11/9/2015,12:53:59,24.18,N,74.822,W
11/9/2015,12:56:00,24.183,N,74.828,W
11/9/2015,12:57:59,24.187,N,74.835,W
11/9/2015,13:00:00,24.19,N,74.841,W
11/9/2015,13:02:00,24.194,N,74.848,W
11/9/2015,13:03:59,24.197,N,74.854,W
11/9/2015,13:06:00,24.2,N,74.861,W
11/9/2015,13:07:59,24.204,N,74.867,W
11/9/2015,13:10:00,24.207,N,74.874,W
11/9/2015,13:11:59,24.211,N,74.881,W
11/9/2015,13:14:00,24.214,N,74.887,W
11/9/2015,13:15:59,24.217,N,74.894,W
11/9/2015,13:18:00,24.221,N,74.9,W
11/9/2015,13:19:59,24.224,N,74.907,W
11/9/2015,13:22:00,24.228,N,74.914,W
11/9/2015,13:23:59,24.231,N,74.92,W
11/9/2015,13:26:00,24.234,N,74.927,W
11/9/2015,13:27:59,24.238,N,74.933,W
11/9/2015,13:30:00,24.241,N,74.94,W
11/9/2015,13:32:00,24.245,N,74.947,W
11/9/2015,13:33:59,24.248,N,74.953,W
11/9/2015,13:36:00,24.251,N,74.96,W
11/9/2015,13:37:59,24.255,N,74.967,W
11/9/2015,13:40:00,24.258,N,74.973,W
11/9/2015,13:41:59,24.262,N,74.98,W
11/9/2015,13:44:00,24.265,N,74.986,W
11/9/2015,13:45:59,24.268,N,74.993,W
11/9/2015,13:48:00,24.272,N,75,W
11/9/2015,13:49:59,24.275,N,75.006,W
11/9/2015,13:52:00,24.279,N,75.013,W
11/9/2015,13:53:59,24.282,N,75.02,W
11/9/2015,13:56:00,24.285,N,75.026,W
11/9/2015,13:57:59,24.289,N,75.033,W
11/9/2015,14:00:00,24.292,N,75.04,W
11/9/2015,14:02:00,24.295,N,75.046,W
11/9/2015,14:03:59,24.299,N,75.053,W
11/9/2015,14:06:00,24.302,N,75.06,W
11/9/2015,14:07:59,24.306,N,75.066,W
11/9/2015,14:10:00,24.309,N,75.073,W
11/9/2015,14:11:59,24.312,N,75.08,W
11/9/2015,14:14:00,24.316,N,75.087,W
11/9/2015,14:15:59,24.319,N,75.093,W
11/9/2015,14:18:00,24.322,N,75.1,W
11/9/2015,14:19:30,24.325,N,75.105,W
11/9/2015,14:21:30,24.331,N,75.111,W
11/9/2015,14:23:31,24.337,N,75.117,W
11/9/2015,14:25:30,24.343,N,75.123,W
11/9/2015,14:27:31,24.349,N,75.13,W
11/9/2015,14:29:30,24.356,N,75.136,W
11/9/2015,14:31:31,24.363,N,75.142,W
11/9/2015,14:33:30,24.369,N,75.148,W
11/9/2015,14:35:31,24.376,N,75.154,W
11/9/2015,14:37:30,24.384,N,75.16,W
11/9/2015,14:39:31,24.391,N,75.166,W
11/9/2015,14:41:30,24.398,N,75.171,W
11/9/2015,14:43:31,24.406,N,75.177,W
11/9/2015,14:45:30,24.414,N,75.183,W
11/9/2015,14:46:49,24.419,N,75.187,W
11/9/2015,14:48:48,24.426,N,75.193,W
11/9/2015,14:50:49,24.433,N,75.199,W
11/9/2015,14:52:48,24.44,N,75.205,W
11/9/2015,14:54:49,24.447,N,75.211,W
11/9/2015,14:56:48,24.454,N,75.217,W
11/9/2015,14:58:49,24.461,N,75.223,W
11/9/2015,15:00:48,24.468,N,75.228,W
11/9/2015,15:02:49,24.474,N,75.234,W
11/9/2015,15:04:48,24.481,N,75.24,W
11/9/2015,15:06:49,24.488,N,75.246,W
11/9/2015,15:08:48,24.495,N,75.252,W
11/9/2015,15:10:49,24.502,N,75.258,W
11/9/2015,15:12:48,24.509,N,75.263,W
11/9/2015,15:14:48,24.516,N,75.269,W
11/9/2015,15:16:49,24.523,N,75.275,W
11/9/2015,15:18:48,24.53,N,75.281,W
11/9/2015,15:20:49,24.538,N,75.286,W
11/9/2015,15:22:48,24.545,N,75.292,W
11/9/2015,15:24:49,24.552,N,75.298,W
11/9/2015,15:26:48,24.559,N,75.303,W
11/9/2015,15:28:49,24.566,N,75.309,W
11/9/2015,15:30:48,24.573,N,75.314,W
11/9/2015,15:32:49,24.58,N,75.32,W
11/9/2015,15:34:48,24.587,N,75.326,W
11/9/2015,15:36:49,24.594,N,75.331,W
11/9/2015,15:38:48,24.601,N,75.337,W
11/9/2015,15:40:49,24.609,N,75.342,W
11/9/2015,15:42:48,24.616,N,75.347,W
11/9/2015,15:44:48,24.623,N,75.353,W
11/9/2015,15:46:49,24.63,N,75.358,W
11/9/2015,15:48:48,24.638,N,75.363,W
11/9/2015,15:50:49,24.645,N,75.369,W
11/9/2015,15:52:48,24.652,N,75.374,W
11/9/2015,15:54:49,24.659,N,75.379,W
11/9/2015,15:56:48,24.667,N,75.384,W
11/9/2015,15:58:49,24.674,N,75.389,W
11/9/2015,16:00:48,24.681,N,75.395,W
11/9/2015,16:02:48,24.689,N,75.4,W
11/9/2015,16:04:49,24.696,N,75.405,W
11/9/2015,16:06:49,24.703,N,75.41,W
11/9/2015,16:08:48,24.711,N,75.415,W
11/9/2015,16:10:48,24.718,N,75.419,W
11/9/2015,16:12:49,24.726,N,75.424,W
11/9/2015,16:14:48,24.733,N,75.429,W
11/9/2015,16:16:48,24.741,N,75.434,W
11/9/2015,16:18:49,24.748,N,75.439,W
11/9/2015,16:20:49,24.756,N,75.443,W
11/9/2015,16:22:48,24.763,N,75.448,W
11/9/2015,16:24:48,24.771,N,75.453,W
11/9/2015,16:26:49,24.779,N,75.457,W
11/9/2015,16:28:49,24.786,N,75.462,W
11/9/2015,16:30:48,24.794,N,75.466,W
11/9/2015,16:32:48,24.802,N,75.471,W
11/9/2015,16:34:49,24.809,N,75.475,W
11/9/2015,16:36:49,24.817,N,75.479,W
11/9/2015,16:38:48,24.825,N,75.484,W
11/9/2015,16:40:48,24.833,N,75.488,W
11/9/2015,16:42:49,24.84,N,75.492,W
11/9/2015,16:44:48,24.848,N,75.496,W
11/9/2015,16:46:48,24.856,N,75.5,W
11/9/2015,16:48:49,24.864,N,75.504,W
11/9/2015,16:50:49,24.872,N,75.508,W
11/9/2015,16:52:48,24.88,N,75.512,W
11/9/2015,16:54:48,24.888,N,75.516,W
11/9/2015,16:56:49,24.896,N,75.52,W
11/9/2015,16:58:49,24.904,N,75.523,W
11/9/2015,17:00:48,24.912,N,75.527,W
11/9/2015,17:02:48,24.92,N,75.531,W
11/9/2015,17:04:49,24.928,N,75.534,W
11/9/2015,17:06:49,24.936,N,75.538,W
11/9/2015,17:08:48,24.945,N,75.541,W
11/9/2015,17:10:48,24.953,N,75.545,W
11/9/2015,17:12:49,24.961,N,75.548,W
11/9/2015,17:14:48,24.969,N,75.551,W
11/9/2015,17:16:48,24.977,N,75.555,W
11/9/2015,17:18:49,24.986,N,75.558,W
11/9/2015,17:20:49,24.994,N,75.561,W
11/9/2015,17:22:48,25.002,N,75.564,W
11/9/2015,17:24:48,25.011,N,75.567,W
11/9/2015,17:26:49,25.019,N,75.57,W
11/9/2015,17:28:49,25.028,N,75.573,W
11/9/2015,17:30:48,25.036,N,75.576,W
11/9/2015,17:32:48,25.045,N,75.579,W
11/9/2015,17:34:49,25.053,N,75.582,W
11/9/2015,17:36:49,25.062,N,75.585,W
11/9/2015,17:38:48,25.07,N,75.588,W
11/9/2015,17:40:48,25.079,N,75.59,W
11/9/2015,17:42:49,25.087,N,75.593,W
11/9/2015,17:44:48,25.096,N,75.596,W
11/9/2015,17:46:48,25.104,N,75.599,W
11/9/2015,17:48:49,25.113,N,75.601,W
11/9/2015,17:50:49,25.122,N,75.604,W
11/9/2015,17:52:48,25.13,N,75.606,W
11/9/2015,17:54:48,25.139,N,75.609,W
11/9/2015,17:56:49,25.148,N,75.611,W
11/9/2015,17:58:49,25.156,N,75.614,W
11/9/2015,18:00:48,25.165,N,75.616,W
11/9/2015,18:02:48,25.174,N,75.619,W
11/9/2015,18:04:49,25.183,N,75.621,W
11/9/2015,18:06:49,25.192,N,75.624,W
11/9/2015,18:08:48,25.2,N,75.626,W
11/9/2015,18:10:48,25.209,N,75.628,W
11/9/2015,18:12:49,25.218,N,75.631,W
11/9/2015,18:14:48,25.227,N,75.633,W
11/9/2015,18:16:48,25.236,N,75.635,W
11/9/2015,18:18:49,25.245,N,75.638,W
11/9/2015,18:20:49,25.253,N,75.64,W
11/9/2015,18:22:48,25.262,N,75.642,W
11/9/2015,18:24:48,25.271,N,75.645,W
11/9/2015,18:26:49,25.28,N,75.647,W
11/9/2015,18:28:49,25.289,N,75.649,W
11/9/2015,18:30:48,25.298,N,75.651,W
11/9/2015,18:32:48,25.307,N,75.653,W
11/9/2015,18:34:49,25.316,N,75.656,W
11/9/2015,18:36:49,25.325,N,75.658,W
11/9/2015,18:38:48,25.334,N,75.66,W
11/9/2015,18:40:48,25.343,N,75.662,W
11/9/2015,18:42:49,25.352,N,75.664,W
11/9/2015,18:44:48,25.361,N,75.667,W
11/9/2015,18:46:48,25.37,N,75.669,W
11/9/2015,18:48:49,25.379,N,75.671,W
11/9/2015,18:50:49,25.388,N,75.673,W
11/9/2015,18:52:48,25.397,N,75.675,W
11/9/2015,18:54:48,25.406,N,75.677,W
11/9/2015,18:56:49,25.415,N,75.68,W
11/9/2015,18:58:49,25.424,N,75.682,W
11/9/2015,19:00:48,25.433,N,75.684,W
11/9/2015,19:02:48,25.442,N,75.686,W
11/9/2015,19:04:49,25.452,N,75.688,W
11/9/2015,19:06:49,25.461,N,75.691,W
11/9/2015,19:08:48,25.47,N,75.693,W
11/9/2015,19:10:48,25.479,N,75.695,W
11/9/2015,19:12:49,25.488,N,75.697,W
11/9/2015,19:14:48,25.497,N,75.7,W
11/9/2015,19:16:48,25.506,N,75.702,W
11/9/2015,19:18:49,25.515,N,75.704,W
11/9/2015,19:20:49,25.524,N,75.706,W
11/9/2015,19:22:48,25.533,N,75.709,W
11/9/2015,19:24:48,25.543,N,75.711,W
11/9/2015,19:26:49,25.552,N,75.713,W
11/9/2015,19:28:49,25.561,N,75.716,W
11/9/2015,19:30:48,25.57,N,75.718,W
11/9/2015,19:32:48,25.579,N,75.721,W
11/9/2015,19:34:49,25.588,N,75.723,W
11/9/2015,19:36:49,25.597,N,75.725,W
11/9/2015,19:38:48,25.606,N,75.728,W
11/9/2015,19:40:48,25.616,N,75.73,W
11/9/2015,19:42:49,25.625,N,75.733,W
11/9/2015,19:44:48,25.634,N,75.735,W
11/9/2015,19:46:48,25.643,N,75.738,W
11/9/2015,19:48:49,25.652,N,75.741,W
11/9/2015,19:50:49,25.661,N,75.743,W
11/9/2015,19:52:48,25.67,N,75.746,W
11/9/2015,19:54:48,25.679,N,75.748,W
11/9/2015,19:56:49,25.689,N,75.751,W
11/9/2015,19:58:49,25.698,N,75.754,W
11/9/2015,20:00:48,25.707,N,75.756,W
11/9/2015,20:02:48,25.716,N,75.759,W
11/9/2015,20:04:49,25.725,N,75.762,W
11/9/2015,20:06:49,25.734,N,75.764,W
11/9/2015,20:08:48,25.743,N,75.767,W
11/9/2015,20:10:48,25.752,N,75.77,W
11/9/2015,20:12:49,25.761,N,75.773,W
11/9/2015,20:14:48,25.771,N,75.775,W
11/9/2015,20:16:48,25.78,N,75.778,W
11/9/2015,20:18:49,25.789,N,75.781,W
11/9/2015,20:20:49,25.798,N,75.784,W
11/9/2015,20:22:48,25.807,N,75.787,W
11/9/2015,20:24:48,25.816,N,75.79,W
11/9/2015,20:26:49,25.825,N,75.792,W
11/9/2015,20:28:49,25.834,N,75.795,W
11/9/2015,20:30:48,25.844,N,75.798,W
11/9/2015,20:32:48,25.853,N,75.801,W
11/9/2015,20:34:49,25.862,N,75.804,W
11/9/2015,20:36:49,25.871,N,75.807,W
11/9/2015,20:38:48,25.88,N,75.81,W
11/9/2015,20:40:48,25.889,N,75.813,W
11/9/2015,20:42:49,25.898,N,75.816,W
11/9/2015,20:44:48,25.907,N,75.819,W
11/9/2015,20:46:48,25.917,N,75.822,W
11/9/2015,20:48:49,25.926,N,75.825,W
11/9/2015,20:50:49,25.935,N,75.828,W
11/9/2015,20:52:48,25.944,N,75.831,W
11/9/2015,20:54:48,25.953,N,75.834,W
11/9/2015,20:56:49,25.962,N,75.837,W
11/9/2015,20:58:49,25.971,N,75.84,W
11/9/2015,21:00:48,25.98,N,75.843,W
11/9/2015,21:02:48,25.989,N,75.846,W
11/9/2015,21:04:49,25.999,N,75.849,W
11/9/2015,21:06:49,26.008,N,75.852,W
11/9/2015,21:08:48,26.017,N,75.855,W
11/9/2015,21:10:48,26.026,N,75.858,W
11/9/2015,21:12:49,26.035,N,75.861,W
11/9/2015,21:13:14,26.037,N,75.862,W
11/9/2015,21:15:14,26.046,N,75.865,W
11/9/2015,21:17:13,26.055,N,75.868,W
11/9/2015,21:19:13,26.064,N,75.872,W
11/9/2015,21:21:14,26.073,N,75.875,W
11/9/2015,21:23:14,26.083,N,75.878,W
11/9/2015,21:25:13,26.092,N,75.881,W
11/9/2015,21:27:13,26.101,N,75.884,W
11/9/2015,21:29:14,26.11,N,75.887,W
11/9/2015,21:31:13,26.119,N,75.891,W
11/9/2015,21:33:13,26.128,N,75.894,W
11/9/2015,21:35:14,26.137,N,75.897,W
11/9/2015,21:37:14,26.146,N,75.9,W
11/9/2015,21:39:13,26.156,N,75.903,W
11/9/2015,21:41:13,26.165,N,75.906,W
11/9/2015,21:43:14,26.174,N,75.91,W
11/9/2015,21:45:14,26.183,N,75.913,W
11/9/2015,21:47:13,26.192,N,75.916,W
11/9/2015,21:49:13,26.201,N,75.919,W
11/9/2015,21:51:14,26.21,N,75.922,W
11/9/2015,21:53:14,26.219,N,75.925,W
11/9/2015,21:55:13,26.229,N,75.929,W
11/9/2015,21:57:13,26.238,N,75.932,W
11/9/2015,21:59:14,26.247,N,75.935,W
11/9/2015,22:01:13,26.256,N,75.938,W
11/9/2015,22:03:13,26.265,N,75.941,W
11/9/2015,22:05:14,26.274,N,75.944,W
11/9/2015,22:05:38,26.276,N,75.945,W
11/9/2015,22:07:37,26.282,N,75.953,W
11/9/2015,22:09:37,26.288,N,75.961,W
11/9/2015,22:11:38,26.295,N,75.969,W
11/9/2015,22:13:38,26.301,N,75.977,W
11/9/2015,22:15:37,26.307,N,75.985,W
11/9/2015,22:17:37,26.313,N,75.993,W
11/9/2015,22:19:38,26.32,N,76.001,W
11/9/2015,22:21:38,26.326,N,76.009,W
11/9/2015,22:23:37,26.332,N,76.017,W
11/9/2015,22:25:37,26.338,N,76.026,W
11/9/2015,22:27:38,26.345,N,76.034,W
11/9/2015,22:29:37,26.351,N,76.042,W
11/9/2015,22:31:37,26.357,N,76.05,W
11/9/2015,22:33:38,26.363,N,76.058,W
11/9/2015,22:35:38,26.37,N,76.066,W
11/9/2015,22:37:37,26.376,N,76.074,W
11/9/2015,22:39:37,26.382,N,76.082,W
11/9/2015,22:41:38,26.388,N,76.09,W
11/9/2015,22:43:38,26.395,N,76.098,W
11/9/2015,22:45:37,26.401,N,76.106,W
11/9/2015,22:47:37,26.407,N,76.114,W
11/9/2015,22:49:38,26.413,N,76.122,W
11/9/2015,22:51:38,26.419,N,76.13,W
11/9/2015,22:53:37,26.426,N,76.138,W
11/9/2015,22:55:37,26.432,N,76.146,W
11/9/2015,22:57:38,26.438,N,76.154,W
11/9/2015,22:59:37,26.444,N,76.162,W
11/9/2015,23:01:37,26.451,N,76.171,W
11/9/2015,23:03:38,26.457,N,76.179,W
11/9/2015,23:05:38,26.463,N,76.187,W
11/9/2015,23:06:14,26.465,N,76.189,W
11/9/2015,23:08:14,26.471,N,76.197,W
11/9/2015,23:10:13,26.478,N,76.205,W
11/9/2015,23:12:13,26.484,N,76.212,W
11/9/2015,23:14:14,26.49,N,76.22,W
11/9/2015,23:16:13,26.497,N,76.228,W
11/9/2015,23:18:13,26.503,N,76.235,W
11/9/2015,23:20:14,26.509,N,76.243,W
11/9/2015,23:22:14,26.516,N,76.251,W
11/9/2015,23:24:13,26.522,N,76.258,W
11/9/2015,23:26:13,26.529,N,76.266,W
11/9/2015,23:28:14,26.535,N,76.273,W
11/9/2015,23:30:14,26.542,N,76.281,W
11/9/2015,23:32:13,26.548,N,76.288,W
11/9/2015,23:34:13,26.554,N,76.295,W
11/9/2015,23:36:14,26.561,N,76.303,W
11/9/2015,23:38:14,26.567,N,76.31,W
11/9/2015,23:40:13,26.574,N,76.317,W
11/9/2015,23:42:13,26.58,N,76.325,W
11/9/2015,23:44:14,26.587,N,76.332,W
11/9/2015,23:46:13,26.593,N,76.339,W
11/9/2015,23:48:13,26.6,N,76.346,W
11/9/2015,23:50:14,26.606,N,76.353,W
11/9/2015,23:52:14,26.613,N,76.36,W
11/9/2015,23:54:13,26.62,N,76.367,W
11/9/2015,23:56:13,26.626,N,76.374,W
11/9/2015,23:58:14,26.633,N,76.381,W
11/10/2015,0:00:14,26.639,N,76.388,W
11/10/2015,0:02:13,26.646,N,76.395,W
11/10/2015,0:04:13,26.653,N,76.402,W
11/10/2015,0:06:14,26.659,N,76.408,W
11/10/2015,0:08:14,26.666,N,76.415,W
11/10/2015,0:10:13,26.673,N,76.421,W
11/10/2015,0:12:13,26.68,N,76.428,W
11/10/2015,0:14:14,26.686,N,76.435,W
11/10/2015,0:16:13,26.693,N,76.441,W
11/10/2015,0:18:13,26.7,N,76.447,W
11/10/2015,0:20:14,26.707,N,76.454,W
