Track,for,Jose,2017,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/8/2017,11:47:39,16.095,N,56.358,W
9/8/2017,11:49:40,16.097,N,56.366,W
9/8/2017,11:51:39,16.098,N,56.375,W
9/8/2017,11:53:40,16.1,N,56.383,W
9/8/2017,11:55:40,16.102,N,56.391,W
9/8/2017,11:57:39,16.103,N,56.4,W
9/8/2017,11:59:40,16.105,N,56.408,W
9/8/2017,12:01:39,16.106,N,56.416,W
9/8/2017,12:03:40,16.108,N,56.425,W
9/8/2017,12:05:39,16.11,N,56.433,W
9/8/2017,12:07:40,16.111,N,56.441,W
9/8/2017,12:09:39,16.113,N,56.45,W
9/8/2017,12:11:40,16.114,N,56.458,W
9/8/2017,12:13:39,16.116,N,56.466,W
9/8/2017,12:15:40,16.118,N,56.475,W
9/8/2017,12:17:39,16.119,N,56.483,W
9/8/2017,12:19:40,16.121,N,56.491,W
9/8/2017,12:21:39,16.122,N,56.5,W
9/8/2017,12:23:40,16.124,N,56.508,W
9/8/2017,12:25:40,16.126,N,56.516,W
9/8/2017,12:27:39,16.127,N,56.525,W
9/8/2017,12:29:40,16.129,N,56.533,W
9/8/2017,12:31:39,16.13,N,56.541,W
9/8/2017,12:33:40,16.132,N,56.55,W
9/8/2017,12:35:39,16.134,N,56.558,W
9/8/2017,12:37:40,16.135,N,56.566,W
9/8/2017,12:39:39,16.137,N,56.575,W
9/8/2017,12:41:40,16.138,N,56.583,W
9/8/2017,12:43:39,16.14,N,56.591,W
9/8/2017,12:45:40,16.142,N,56.6,W
9/8/2017,12:47:39,16.143,N,56.608,W
9/8/2017,12:49:40,16.145,N,56.616,W
9/8/2017,12:51:39,16.147,N,56.625,W
9/8/2017,12:53:40,16.148,N,56.633,W
9/8/2017,12:55:40,16.15,N,56.641,W
9/8/2017,12:57:39,16.151,N,56.649,W
9/8/2017,12:59:40,16.153,N,56.658,W
9/8/2017,13:01:39,16.155,N,56.666,W
9/8/2017,13:03:40,16.156,N,56.674,W
9/8/2017,13:05:39,16.158,N,56.683,W
9/8/2017,13:07:40,16.159,N,56.691,W
9/8/2017,13:09:39,16.161,N,56.699,W
9/8/2017,13:11:40,16.163,N,56.707,W
9/8/2017,13:13:39,16.164,N,56.716,W
9/8/2017,13:15:40,16.166,N,56.724,W
9/8/2017,13:17:39,16.167,N,56.732,W
9/8/2017,13:19:40,16.169,N,56.74,W
9/8/2017,13:21:39,16.171,N,56.749,W
9/8/2017,13:23:40,16.172,N,56.757,W
9/8/2017,13:25:40,16.174,N,56.765,W
9/8/2017,13:27:39,16.175,N,56.773,W
9/8/2017,13:29:40,16.177,N,56.782,W
9/8/2017,13:31:39,16.179,N,56.79,W
9/8/2017,13:33:40,16.18,N,56.798,W
9/8/2017,13:35:39,16.182,N,56.806,W
9/8/2017,13:37:40,16.183,N,56.815,W
9/8/2017,13:39:39,16.185,N,56.823,W
9/8/2017,13:41:40,16.187,N,56.831,W
9/8/2017,13:43:39,16.188,N,56.839,W
9/8/2017,13:45:40,16.19,N,56.847,W
9/8/2017,13:47:39,16.191,N,56.856,W
9/8/2017,13:49:40,16.193,N,56.864,W
9/8/2017,13:51:39,16.195,N,56.872,W
9/8/2017,13:53:40,16.196,N,56.88,W
9/8/2017,13:55:40,16.198,N,56.888,W
9/8/2017,13:57:39,16.199,N,56.897,W
9/8/2017,13:59:40,16.201,N,56.905,W
9/8/2017,14:01:39,16.203,N,56.913,W
9/8/2017,14:03:40,16.204,N,56.921,W
9/8/2017,14:05:39,16.206,N,56.929,W
9/8/2017,14:07:40,16.207,N,56.937,W
9/8/2017,14:09:39,16.209,N,56.946,W
9/8/2017,14:11:40,16.211,N,56.954,W
9/8/2017,14:13:39,16.212,N,56.962,W
9/8/2017,14:15:40,16.214,N,56.97,W
9/8/2017,14:17:39,16.215,N,56.978,W
9/8/2017,14:19:40,16.217,N,56.986,W
9/8/2017,14:21:39,16.218,N,56.994,W
9/8/2017,14:23:40,16.22,N,57.002,W
9/8/2017,14:25:40,16.222,N,57.01,W
9/8/2017,14:27:39,16.223,N,57.018,W
9/8/2017,14:29:40,16.225,N,57.027,W
9/8/2017,14:31:39,16.226,N,57.035,W
9/8/2017,14:33:40,16.228,N,57.043,W
9/8/2017,14:35:39,16.23,N,57.051,W
9/8/2017,14:37:40,16.231,N,57.059,W
9/8/2017,14:39:39,16.233,N,57.067,W
9/8/2017,14:41:40,16.234,N,57.075,W
9/8/2017,14:43:39,16.236,N,57.083,W
9/8/2017,14:45:40,16.238,N,57.091,W
9/8/2017,14:47:39,16.239,N,57.099,W
9/8/2017,14:49:40,16.241,N,57.107,W
9/8/2017,14:51:39,16.242,N,57.115,W
9/8/2017,14:53:40,16.244,N,57.123,W
9/8/2017,14:55:40,16.246,N,57.131,W
9/8/2017,14:57:39,16.247,N,57.139,W
9/8/2017,14:59:40,16.249,N,57.147,W
9/8/2017,15:01:39,16.25,N,57.155,W
9/8/2017,15:03:40,16.252,N,57.163,W
9/8/2017,15:05:39,16.254,N,57.171,W
9/8/2017,15:07:40,16.255,N,57.179,W
9/8/2017,15:09:39,16.257,N,57.186,W
9/8/2017,15:11:40,16.258,N,57.194,W
9/8/2017,15:13:39,16.26,N,57.202,W
9/8/2017,15:15:40,16.261,N,57.21,W
9/8/2017,15:17:39,16.263,N,57.218,W
9/8/2017,15:19:40,16.265,N,57.226,W
9/8/2017,15:21:39,16.266,N,57.234,W
9/8/2017,15:23:40,16.268,N,57.242,W
9/8/2017,15:25:40,16.269,N,57.25,W
9/8/2017,15:27:39,16.271,N,57.257,W
9/8/2017,15:29:40,16.273,N,57.265,W
9/8/2017,15:31:39,16.274,N,57.273,W
9/8/2017,15:33:40,16.276,N,57.281,W
9/8/2017,15:35:39,16.277,N,57.289,W
9/8/2017,15:37:40,16.279,N,57.296,W
9/8/2017,15:39:39,16.281,N,57.304,W
9/8/2017,15:41:40,16.282,N,57.312,W
9/8/2017,15:43:39,16.284,N,57.32,W
9/8/2017,15:45:40,16.285,N,57.327,W
9/8/2017,15:47:39,16.287,N,57.335,W
9/8/2017,15:49:40,16.288,N,57.343,W
9/8/2017,15:51:39,16.29,N,57.351,W
9/8/2017,15:53:40,16.292,N,57.358,W
9/8/2017,15:55:40,16.293,N,57.366,W
9/8/2017,15:57:39,16.295,N,57.374,W
9/8/2017,15:59:40,16.296,N,57.381,W
9/8/2017,16:01:40,16.298,N,57.389,W
9/8/2017,16:03:40,16.299,N,57.397,W
9/8/2017,16:05:39,16.301,N,57.404,W
9/8/2017,16:07:39,16.303,N,57.412,W
9/8/2017,16:09:40,16.304,N,57.42,W
9/8/2017,16:11:40,16.306,N,57.427,W
9/8/2017,16:13:39,16.307,N,57.435,W
9/8/2017,16:15:39,16.309,N,57.442,W
9/8/2017,16:17:40,16.311,N,57.45,W
9/8/2017,16:19:40,16.312,N,57.458,W
9/8/2017,16:21:39,16.314,N,57.465,W
9/8/2017,16:23:39,16.315,N,57.473,W
9/8/2017,16:25:40,16.317,N,57.48,W
9/8/2017,16:27:39,16.318,N,57.488,W
9/8/2017,16:29:39,16.32,N,57.495,W
9/8/2017,16:31:40,16.322,N,57.503,W
9/8/2017,16:33:40,16.323,N,57.51,W
9/8/2017,16:35:39,16.325,N,57.518,W
9/8/2017,16:37:39,16.326,N,57.525,W
9/8/2017,16:39:40,16.328,N,57.533,W
9/8/2017,16:41:40,16.329,N,57.54,W
9/8/2017,16:43:39,16.331,N,57.547,W
9/8/2017,16:45:39,16.333,N,57.555,W
9/8/2017,16:47:40,16.334,N,57.562,W
9/8/2017,16:49:40,16.336,N,57.57,W
9/8/2017,16:51:39,16.337,N,57.577,W
9/8/2017,16:53:39,16.339,N,57.584,W
9/8/2017,16:55:40,16.34,N,57.592,W
9/8/2017,16:57:39,16.342,N,57.599,W
9/8/2017,16:59:39,16.344,N,57.606,W
9/8/2017,17:01:40,16.345,N,57.614,W
9/8/2017,17:03:40,16.347,N,57.621,W
9/8/2017,17:05:39,16.348,N,57.628,W
9/8/2017,17:07:39,16.35,N,57.635,W
9/8/2017,17:09:40,16.351,N,57.643,W
9/8/2017,17:11:40,16.353,N,57.65,W
9/8/2017,17:13:39,16.354,N,57.657,W
9/8/2017,17:15:39,16.356,N,57.664,W
9/8/2017,17:17:40,16.358,N,57.671,W
9/8/2017,17:19:40,16.359,N,57.679,W
9/8/2017,17:21:39,16.361,N,57.686,W
9/8/2017,17:23:39,16.362,N,57.693,W
9/8/2017,17:25:40,16.364,N,57.7,W
9/8/2017,17:27:39,16.365,N,57.707,W
9/8/2017,17:29:39,16.367,N,57.714,W
9/8/2017,17:31:40,16.369,N,57.721,W
9/8/2017,17:33:40,16.37,N,57.728,W
9/8/2017,17:35:39,16.372,N,57.735,W
9/8/2017,17:37:39,16.373,N,57.742,W
9/8/2017,17:39:40,16.375,N,57.749,W
9/8/2017,17:41:40,16.376,N,57.756,W
9/8/2017,17:43:39,16.378,N,57.763,W
9/8/2017,17:45:39,16.379,N,57.77,W
9/8/2017,17:47:40,16.381,N,57.777,W
9/8/2017,17:49:40,16.383,N,57.784,W
9/8/2017,17:51:39,16.384,N,57.791,W
9/8/2017,17:53:39,16.386,N,57.798,W
9/8/2017,17:55:40,16.387,N,57.805,W
9/8/2017,17:57:39,16.389,N,57.812,W
9/8/2017,17:59:39,16.39,N,57.819,W
9/8/2017,18:01:40,16.392,N,57.826,W
9/8/2017,18:03:40,16.393,N,57.833,W
9/8/2017,18:05:39,16.395,N,57.839,W
9/8/2017,18:07:39,16.397,N,57.846,W
9/8/2017,18:09:40,16.398,N,57.853,W
9/8/2017,18:11:40,16.4,N,57.86,W
9/8/2017,18:13:39,16.401,N,57.866,W
9/8/2017,18:15:39,16.403,N,57.873,W
9/8/2017,18:17:40,16.404,N,57.88,W
9/8/2017,18:19:40,16.406,N,57.887,W
9/8/2017,18:21:39,16.407,N,57.893,W
9/8/2017,18:23:39,16.409,N,57.9,W
9/8/2017,18:25:40,16.41,N,57.907,W
9/8/2017,18:27:39,16.412,N,57.913,W
9/8/2017,18:29:39,16.414,N,57.92,W
9/8/2017,18:31:40,16.415,N,57.926,W
9/8/2017,18:33:40,16.417,N,57.933,W
9/8/2017,18:35:39,16.418,N,57.94,W
9/8/2017,18:37:39,16.42,N,57.946,W
9/8/2017,18:39:40,16.421,N,57.953,W
9/8/2017,18:41:40,16.423,N,57.959,W
9/8/2017,18:43:39,16.424,N,57.966,W
9/8/2017,18:45:39,16.426,N,57.972,W
9/8/2017,18:47:40,16.427,N,57.979,W
9/8/2017,18:49:40,16.429,N,57.985,W
9/8/2017,18:51:39,16.43,N,57.992,W
9/8/2017,18:53:39,16.432,N,57.998,W
9/8/2017,18:55:40,16.434,N,58.004,W
9/8/2017,18:57:39,16.435,N,58.011,W
9/8/2017,18:59:39,16.437,N,58.017,W
9/8/2017,19:01:40,16.438,N,58.024,W
9/8/2017,19:03:40,16.44,N,58.03,W
9/8/2017,19:05:39,16.441,N,58.036,W
9/8/2017,19:07:39,16.443,N,58.043,W
9/8/2017,19:09:40,16.444,N,58.049,W
9/8/2017,19:11:40,16.446,N,58.055,W
9/8/2017,19:13:39,16.447,N,58.062,W
9/8/2017,19:15:39,16.449,N,58.068,W
9/8/2017,19:17:40,16.45,N,58.074,W
9/8/2017,19:19:40,16.452,N,58.08,W
9/8/2017,19:21:39,16.453,N,58.087,W
9/8/2017,19:23:39,16.455,N,58.093,W
9/8/2017,19:25:40,16.456,N,58.099,W
9/8/2017,19:27:39,16.458,N,58.105,W
9/8/2017,19:29:39,16.46,N,58.111,W
9/8/2017,19:31:40,16.461,N,58.118,W
9/8/2017,19:33:40,16.463,N,58.124,W
9/8/2017,19:35:39,16.464,N,58.13,W
9/8/2017,19:37:39,16.466,N,58.136,W
9/8/2017,19:39:40,16.467,N,58.142,W
9/8/2017,19:41:40,16.469,N,58.148,W
9/8/2017,19:43:39,16.47,N,58.154,W
9/8/2017,19:45:39,16.472,N,58.16,W
9/8/2017,19:47:40,16.473,N,58.166,W
9/8/2017,19:49:40,16.475,N,58.173,W
9/8/2017,19:51:39,16.476,N,58.179,W
9/8/2017,19:53:39,16.478,N,58.185,W
9/8/2017,19:55:40,16.479,N,58.191,W
9/8/2017,19:57:39,16.481,N,58.197,W
9/8/2017,19:59:39,16.482,N,58.203,W
9/8/2017,20:01:40,16.484,N,58.209,W
9/8/2017,20:03:40,16.485,N,58.215,W
9/8/2017,20:05:39,16.487,N,58.221,W
9/8/2017,20:07:39,16.488,N,58.226,W
9/8/2017,20:09:40,16.49,N,58.232,W
9/8/2017,20:11:40,16.491,N,58.238,W
9/8/2017,20:13:39,16.493,N,58.244,W
9/8/2017,20:15:39,16.495,N,58.25,W
9/8/2017,20:17:40,16.496,N,58.256,W
9/8/2017,20:19:40,16.498,N,58.262,W
9/8/2017,20:21:39,16.499,N,58.268,W
9/8/2017,20:23:39,16.501,N,58.274,W
9/8/2017,20:25:40,16.502,N,58.279,W
9/8/2017,20:27:39,16.504,N,58.285,W
9/8/2017,20:29:39,16.505,N,58.291,W
9/8/2017,20:31:40,16.507,N,58.297,W
9/8/2017,20:33:40,16.508,N,58.303,W
9/8/2017,20:35:39,16.51,N,58.309,W
9/8/2017,20:37:39,16.511,N,58.314,W
9/8/2017,20:39:40,16.513,N,58.32,W
9/8/2017,20:41:40,16.514,N,58.326,W
9/8/2017,20:43:39,16.516,N,58.332,W
9/8/2017,20:45:39,16.517,N,58.337,W
9/8/2017,20:47:40,16.519,N,58.343,W
9/8/2017,20:49:40,16.52,N,58.349,W
9/8/2017,20:51:39,16.522,N,58.355,W
9/8/2017,20:53:39,16.523,N,58.36,W
9/8/2017,20:55:40,16.525,N,58.366,W
9/8/2017,20:57:39,16.526,N,58.372,W
9/8/2017,20:59:39,16.528,N,58.377,W
9/8/2017,21:01:40,16.529,N,58.383,W
9/8/2017,21:03:40,16.531,N,58.389,W
9/8/2017,21:05:39,16.532,N,58.394,W
9/8/2017,21:07:39,16.534,N,58.4,W
9/8/2017,21:09:40,16.535,N,58.406,W
9/8/2017,21:11:40,16.537,N,58.411,W
9/8/2017,21:13:39,16.538,N,58.417,W
9/8/2017,21:15:39,16.54,N,58.422,W
9/8/2017,21:17:40,16.541,N,58.428,W
9/8/2017,21:19:40,16.543,N,58.434,W
9/8/2017,21:21:39,16.544,N,58.439,W
9/8/2017,21:23:39,16.546,N,58.445,W
9/8/2017,21:25:40,16.547,N,58.45,W
9/8/2017,21:27:39,16.549,N,58.456,W
9/8/2017,21:29:39,16.55,N,58.461,W
9/8/2017,21:31:40,16.552,N,58.467,W
9/8/2017,21:33:40,16.553,N,58.472,W
9/8/2017,21:35:39,16.555,N,58.478,W
9/8/2017,21:37:39,16.556,N,58.483,W
9/8/2017,21:39:40,16.558,N,58.489,W
9/8/2017,21:41:40,16.559,N,58.494,W
9/8/2017,21:43:39,16.561,N,58.5,W
9/8/2017,21:45:39,16.562,N,58.505,W
9/8/2017,21:47:40,16.564,N,58.511,W
9/8/2017,21:49:40,16.565,N,58.516,W
9/8/2017,21:51:39,16.567,N,58.522,W
9/8/2017,21:53:39,16.568,N,58.527,W
9/8/2017,21:55:40,16.57,N,58.533,W
9/8/2017,21:57:39,16.571,N,58.538,W
9/8/2017,21:59:39,16.573,N,58.544,W
9/8/2017,22:01:40,16.574,N,58.549,W
9/8/2017,22:03:40,16.576,N,58.554,W
9/8/2017,22:05:39,16.577,N,58.56,W
9/8/2017,22:07:39,16.579,N,58.565,W
9/8/2017,22:09:40,16.58,N,58.571,W
9/8/2017,22:11:40,16.582,N,58.576,W
9/8/2017,22:13:39,16.583,N,58.581,W
9/8/2017,22:15:39,16.585,N,58.587,W
9/8/2017,22:17:40,16.586,N,58.592,W
9/8/2017,22:19:40,16.588,N,58.598,W
9/8/2017,22:21:39,16.589,N,58.603,W
9/8/2017,22:23:39,16.591,N,58.608,W
9/8/2017,22:25:40,16.592,N,58.614,W
9/8/2017,22:27:39,16.594,N,58.619,W
9/8/2017,22:29:39,16.595,N,58.624,W
9/8/2017,22:31:40,16.597,N,58.63,W
9/8/2017,22:33:40,16.598,N,58.635,W
9/8/2017,22:35:39,16.6,N,58.64,W
9/8/2017,22:37:39,16.601,N,58.646,W
9/8/2017,22:39:40,16.603,N,58.651,W
9/8/2017,22:41:40,16.604,N,58.656,W
9/8/2017,22:43:39,16.606,N,58.662,W
9/8/2017,22:45:39,16.607,N,58.667,W
9/8/2017,22:47:40,16.609,N,58.672,W
9/8/2017,22:49:40,16.61,N,58.678,W
9/8/2017,22:51:39,16.612,N,58.683,W
9/8/2017,22:53:39,16.613,N,58.688,W
9/8/2017,22:55:40,16.615,N,58.693,W
9/8/2017,22:57:39,16.616,N,58.699,W
9/8/2017,22:59:39,16.618,N,58.704,W
9/8/2017,23:01:40,16.619,N,58.709,W
9/8/2017,23:03:40,16.621,N,58.714,W
9/8/2017,23:05:39,16.622,N,58.72,W
9/8/2017,23:07:39,16.624,N,58.725,W
9/8/2017,23:09:40,16.625,N,58.73,W
9/8/2017,23:11:40,16.627,N,58.736,W
9/8/2017,23:13:39,16.628,N,58.741,W
9/8/2017,23:15:39,16.63,N,58.746,W
9/8/2017,23:17:40,16.631,N,58.751,W
9/8/2017,23:19:40,16.633,N,58.756,W
9/8/2017,23:21:39,16.634,N,58.762,W
9/8/2017,23:23:39,16.636,N,58.767,W
9/8/2017,23:25:40,16.637,N,58.772,W
9/8/2017,23:27:39,16.639,N,58.777,W
9/8/2017,23:29:39,16.64,N,58.783,W
9/8/2017,23:31:40,16.642,N,58.788,W
9/8/2017,23:33:40,16.643,N,58.793,W
9/8/2017,23:35:39,16.645,N,58.798,W
9/8/2017,23:37:39,16.646,N,58.804,W
9/8/2017,23:39:40,16.648,N,58.809,W
9/8/2017,23:41:40,16.649,N,58.814,W
9/8/2017,23:42:49,16.65,N,58.817,W
9/8/2017,23:44:50,16.651,N,58.822,W
9/8/2017,23:46:50,16.651,N,58.827,W
9/8/2017,23:48:49,16.652,N,58.832,W
9/8/2017,23:50:49,16.653,N,58.838,W
9/8/2017,23:52:50,16.653,N,58.843,W
9/8/2017,23:54:50,16.654,N,58.848,W
9/8/2017,23:56:49,16.655,N,58.853,W
9/8/2017,23:58:50,16.656,N,58.858,W
9/9/2017,0:00:50,16.656,N,58.863,W
9/9/2017,0:02:49,16.657,N,58.868,W
9/9/2017,0:04:49,16.658,N,58.873,W
9/9/2017,0:06:50,16.659,N,58.878,W
9/9/2017,0:08:50,16.659,N,58.883,W
9/9/2017,0:10:49,16.66,N,58.888,W
9/9/2017,0:12:49,16.661,N,58.894,W
9/9/2017,0:14:50,16.662,N,58.899,W
9/9/2017,0:16:50,16.662,N,58.904,W
9/9/2017,0:18:49,16.663,N,58.909,W
9/9/2017,0:20:49,16.664,N,58.914,W
9/9/2017,0:22:50,16.665,N,58.919,W
9/9/2017,0:24:50,16.666,N,58.924,W
9/9/2017,0:26:49,16.666,N,58.929,W
9/9/2017,0:28:30,16.667,N,58.933,W
9/9/2017,0:30:29,16.668,N,58.938,W
9/9/2017,0:32:29,16.669,N,58.943,W
9/9/2017,0:34:30,16.669,N,58.948,W
9/9/2017,0:36:30,16.67,N,58.953,W
9/9/2017,0:38:29,16.671,N,58.958,W
9/9/2017,0:40:29,16.672,N,58.963,W
9/9/2017,0:42:30,16.673,N,58.968,W
9/9/2017,0:44:30,16.673,N,58.974,W
9/9/2017,0:46:29,16.674,N,58.979,W
9/9/2017,0:48:29,16.675,N,58.984,W
9/9/2017,0:50:30,16.676,N,58.989,W
9/9/2017,0:52:30,16.677,N,58.994,W
9/9/2017,0:54:29,16.678,N,58.999,W
9/9/2017,0:56:30,16.678,N,59.004,W
9/9/2017,0:58:30,16.679,N,59.009,W
9/9/2017,1:00:29,16.68,N,59.014,W
9/9/2017,1:02:29,16.681,N,59.019,W
9/9/2017,1:04:30,16.682,N,59.024,W
9/9/2017,1:06:30,16.683,N,59.029,W
9/9/2017,1:08:29,16.684,N,59.034,W
9/9/2017,1:10:29,16.685,N,59.039,W
9/9/2017,1:12:30,16.686,N,59.044,W
9/9/2017,1:14:30,16.687,N,59.049,W
9/9/2017,1:16:29,16.688,N,59.054,W
9/9/2017,1:18:29,16.689,N,59.059,W
9/9/2017,1:20:30,16.69,N,59.064,W
9/9/2017,1:22:30,16.69,N,59.069,W
9/9/2017,1:24:29,16.691,N,59.074,W
9/9/2017,1:26:30,16.692,N,59.08,W
9/9/2017,1:28:30,16.693,N,59.085,W
9/9/2017,1:30:29,16.695,N,59.09,W
9/9/2017,1:32:29,16.696,N,59.095,W
9/9/2017,1:34:30,16.697,N,59.1,W
9/9/2017,1:36:30,16.698,N,59.105,W
9/9/2017,1:38:29,16.699,N,59.11,W
9/9/2017,1:40:29,16.7,N,59.115,W
9/9/2017,1:42:30,16.701,N,59.12,W
9/9/2017,1:44:30,16.702,N,59.125,W
9/9/2017,1:46:29,16.703,N,59.13,W
9/9/2017,1:48:29,16.704,N,59.135,W
9/9/2017,1:50:30,16.705,N,59.14,W
9/9/2017,1:52:30,16.707,N,59.145,W
9/9/2017,1:54:29,16.708,N,59.15,W
9/9/2017,1:56:30,16.709,N,59.155,W
9/9/2017,1:58:30,16.71,N,59.16,W
9/9/2017,2:00:29,16.711,N,59.165,W
9/9/2017,2:02:29,16.713,N,59.17,W
9/9/2017,2:04:30,16.714,N,59.175,W
9/9/2017,2:06:30,16.715,N,59.18,W
9/9/2017,2:08:29,16.716,N,59.185,W
9/9/2017,2:10:29,16.718,N,59.189,W
9/9/2017,2:12:30,16.719,N,59.194,W
9/9/2017,2:14:30,16.72,N,59.199,W
9/9/2017,2:16:29,16.722,N,59.204,W
9/9/2017,2:18:29,16.723,N,59.209,W
9/9/2017,2:20:30,16.724,N,59.214,W
9/9/2017,2:22:30,16.726,N,59.219,W
9/9/2017,2:24:29,16.727,N,59.224,W
9/9/2017,2:26:30,16.728,N,59.229,W
9/9/2017,2:28:30,16.73,N,59.234,W
9/9/2017,2:30:29,16.731,N,59.239,W
9/9/2017,2:32:29,16.733,N,59.244,W
9/9/2017,2:34:30,16.734,N,59.249,W
9/9/2017,2:36:30,16.736,N,59.254,W
9/9/2017,2:38:29,16.737,N,59.259,W
9/9/2017,2:40:29,16.739,N,59.264,W
9/9/2017,2:42:30,16.74,N,59.269,W
9/9/2017,2:44:30,16.742,N,59.273,W
9/9/2017,2:46:29,16.743,N,59.278,W
9/9/2017,2:48:29,16.745,N,59.283,W
9/9/2017,2:50:30,16.747,N,59.288,W
9/9/2017,2:52:30,16.748,N,59.293,W
9/9/2017,2:54:29,16.75,N,59.298,W
9/9/2017,2:56:30,16.752,N,59.303,W
9/9/2017,2:58:30,16.753,N,59.308,W
9/9/2017,3:00:29,16.755,N,59.313,W
9/9/2017,3:02:29,16.757,N,59.317,W
9/9/2017,3:04:30,16.759,N,59.322,W
9/9/2017,3:06:30,16.76,N,59.327,W
9/9/2017,3:08:29,16.762,N,59.332,W
9/9/2017,3:10:29,16.764,N,59.337,W
9/9/2017,3:12:30,16.766,N,59.342,W
9/9/2017,3:14:30,16.768,N,59.347,W
9/9/2017,3:16:29,16.77,N,59.351,W
9/9/2017,3:18:29,16.772,N,59.356,W
9/9/2017,3:20:30,16.774,N,59.361,W
9/9/2017,3:22:30,16.776,N,59.366,W
9/9/2017,3:24:29,16.778,N,59.371,W
9/9/2017,3:26:30,16.78,N,59.376,W
9/9/2017,3:28:30,16.782,N,59.38,W
9/9/2017,3:30:29,16.784,N,59.385,W
9/9/2017,3:32:29,16.786,N,59.39,W
9/9/2017,3:34:30,16.788,N,59.395,W
9/9/2017,3:36:30,16.79,N,59.4,W
9/9/2017,3:38:29,16.792,N,59.404,W
9/9/2017,3:40:29,16.794,N,59.409,W
9/9/2017,3:42:30,16.797,N,59.414,W
9/9/2017,3:44:30,16.799,N,59.419,W
9/9/2017,3:46:29,16.801,N,59.423,W
9/9/2017,3:48:29,16.803,N,59.428,W
9/9/2017,3:50:30,16.806,N,59.433,W
9/9/2017,3:52:30,16.808,N,59.438,W
9/9/2017,3:54:29,16.81,N,59.442,W
9/9/2017,3:56:30,16.813,N,59.447,W
9/9/2017,3:58:30,16.815,N,59.452,W
9/9/2017,4:00:29,16.818,N,59.457,W
9/9/2017,4:02:29,16.82,N,59.461,W
9/9/2017,4:04:30,16.822,N,59.466,W
9/9/2017,4:06:30,16.825,N,59.471,W
9/9/2017,4:08:29,16.828,N,59.476,W
9/9/2017,4:10:29,16.83,N,59.48,W
9/9/2017,4:12:30,16.833,N,59.485,W
9/9/2017,4:14:30,16.835,N,59.49,W
9/9/2017,4:16:29,16.838,N,59.494,W
9/9/2017,4:18:29,16.841,N,59.499,W
9/9/2017,4:20:30,16.843,N,59.504,W
9/9/2017,4:22:30,16.846,N,59.508,W
9/9/2017,4:24:29,16.849,N,59.513,W
9/9/2017,4:26:30,16.852,N,59.518,W
9/9/2017,4:28:30,16.854,N,59.522,W
9/9/2017,4:30:29,16.857,N,59.527,W
9/9/2017,4:32:29,16.86,N,59.532,W
9/9/2017,4:34:30,16.863,N,59.536,W
9/9/2017,4:36:30,16.866,N,59.541,W
9/9/2017,4:38:29,16.869,N,59.546,W
9/9/2017,4:40:29,16.872,N,59.55,W
9/9/2017,4:42:30,16.875,N,59.555,W
9/9/2017,4:44:30,16.878,N,59.56,W
9/9/2017,4:46:29,16.881,N,59.564,W
9/9/2017,4:48:29,16.884,N,59.569,W
9/9/2017,4:50:30,16.887,N,59.573,W
9/9/2017,4:52:30,16.89,N,59.578,W
9/9/2017,4:54:29,16.893,N,59.583,W
9/9/2017,4:56:30,16.896,N,59.587,W
9/9/2017,4:58:30,16.899,N,59.592,W
9/9/2017,5:00:29,16.902,N,59.597,W
9/9/2017,5:02:29,16.906,N,59.601,W
9/9/2017,5:04:30,16.909,N,59.606,W
9/9/2017,5:06:30,16.912,N,59.61,W
9/9/2017,5:08:29,16.915,N,59.615,W
9/9/2017,5:10:29,16.919,N,59.62,W
9/9/2017,5:12:30,16.922,N,59.624,W
9/9/2017,5:14:30,16.925,N,59.629,W
9/9/2017,5:16:29,16.929,N,59.634,W
9/9/2017,5:18:29,16.932,N,59.638,W
9/9/2017,5:20:30,16.936,N,59.643,W
9/9/2017,5:22:30,16.939,N,59.647,W
9/9/2017,5:24:29,16.943,N,59.652,W
9/9/2017,5:26:30,16.946,N,59.657,W
9/9/2017,5:28:30,16.95,N,59.661,W
9/9/2017,5:30:29,16.953,N,59.666,W
9/9/2017,5:32:29,16.957,N,59.671,W
9/9/2017,5:34:30,16.96,N,59.675,W
9/9/2017,5:36:30,16.964,N,59.68,W
9/9/2017,5:38:29,16.967,N,59.684,W
9/9/2017,5:40:29,16.971,N,59.689,W
9/9/2017,5:42:30,16.975,N,59.694,W
9/9/2017,5:44:30,16.978,N,59.698,W
9/9/2017,5:46:29,16.982,N,59.703,W
9/9/2017,5:48:29,16.986,N,59.708,W
9/9/2017,5:50:30,16.989,N,59.712,W
9/9/2017,5:52:30,16.993,N,59.717,W
9/9/2017,5:54:29,16.997,N,59.722,W
9/9/2017,5:56:30,17.001,N,59.726,W
9/9/2017,5:58:30,17.005,N,59.731,W
9/9/2017,6:00:29,17.008,N,59.736,W
9/9/2017,6:02:29,17.012,N,59.74,W
9/9/2017,6:04:30,17.016,N,59.745,W
9/9/2017,6:06:30,17.02,N,59.75,W
9/9/2017,6:08:29,17.024,N,59.754,W
9/9/2017,6:10:29,17.028,N,59.759,W
9/9/2017,6:12:30,17.032,N,59.764,W
9/9/2017,6:14:30,17.036,N,59.768,W
9/9/2017,6:16:29,17.04,N,59.773,W
9/9/2017,6:18:29,17.044,N,59.778,W
