Track,for,Jose,2017,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/11/2017,5:16:00,24.566,N,68.826,W
9/11/2017,5:18:00,24.571,N,68.83,W
9/11/2017,5:20:00,24.577,N,68.834,W
9/11/2017,5:22:00,24.582,N,68.838,W
9/11/2017,5:24:00,24.587,N,68.842,W
9/11/2017,5:26:00,24.593,N,68.845,W
9/11/2017,5:28:00,24.598,N,68.849,W
9/11/2017,5:30:00,24.603,N,68.853,W
9/11/2017,5:31:59,24.609,N,68.857,W
9/11/2017,5:33:59,24.614,N,68.861,W
9/11/2017,5:35:59,24.619,N,68.864,W
9/11/2017,5:37:59,24.625,N,68.868,W
9/11/2017,5:39:59,24.63,N,68.872,W
9/11/2017,5:41:59,24.636,N,68.875,W
9/11/2017,5:43:59,24.641,N,68.879,W
9/11/2017,5:46:00,24.646,N,68.883,W
9/11/2017,5:48:00,24.652,N,68.886,W
9/11/2017,5:50:00,24.657,N,68.89,W
9/11/2017,5:52:00,24.662,N,68.894,W
9/11/2017,5:54:00,24.668,N,68.897,W
9/11/2017,5:56:00,24.673,N,68.901,W
9/11/2017,5:58:00,24.678,N,68.905,W
9/11/2017,6:00:00,24.684,N,68.908,W
9/11/2017,6:01:59,24.689,N,68.912,W
9/11/2017,6:03:59,24.694,N,68.916,W
9/11/2017,6:05:59,24.7,N,68.919,W
9/11/2017,6:07:59,24.705,N,68.923,W
9/11/2017,6:09:59,24.71,N,68.926,W
9/11/2017,6:11:59,24.715,N,68.93,W
9/11/2017,6:13:59,24.721,N,68.933,W
9/11/2017,6:16:00,24.726,N,68.937,W
9/11/2017,6:18:00,24.731,N,68.94,W
9/11/2017,6:20:00,24.737,N,68.944,W
9/11/2017,6:22:00,24.742,N,68.947,W
9/11/2017,6:24:00,24.747,N,68.951,W
9/11/2017,6:26:00,24.753,N,68.954,W
9/11/2017,6:28:00,24.758,N,68.958,W
9/11/2017,6:30:00,24.763,N,68.961,W
9/11/2017,6:31:59,24.769,N,68.965,W
9/11/2017,6:33:59,24.774,N,68.968,W
9/11/2017,6:35:59,24.779,N,68.972,W
9/11/2017,6:37:59,24.784,N,68.975,W
9/11/2017,6:39:59,24.79,N,68.978,W
9/11/2017,6:41:59,24.795,N,68.982,W
9/11/2017,6:43:59,24.8,N,68.985,W
9/11/2017,6:46:00,24.806,N,68.989,W
9/11/2017,6:48:00,24.811,N,68.992,W
9/11/2017,6:50:00,24.816,N,68.995,W
9/11/2017,6:52:00,24.821,N,68.999,W
9/11/2017,6:54:00,24.827,N,69.002,W
9/11/2017,6:56:00,24.832,N,69.005,W
9/11/2017,6:58:00,24.837,N,69.009,W
9/11/2017,7:00:00,24.843,N,69.012,W
9/11/2017,7:01:59,24.848,N,69.015,W
9/11/2017,7:03:59,24.853,N,69.018,W
9/11/2017,7:05:59,24.858,N,69.022,W
9/11/2017,7:07:59,24.864,N,69.025,W
9/11/2017,7:09:59,24.869,N,69.028,W
9/11/2017,7:11:59,24.874,N,69.031,W
9/11/2017,7:13:59,24.88,N,69.035,W
9/11/2017,7:16:00,24.885,N,69.038,W
9/11/2017,7:18:00,24.89,N,69.041,W
9/11/2017,7:20:00,24.895,N,69.044,W
9/11/2017,7:22:00,24.901,N,69.047,W
9/11/2017,7:24:00,24.906,N,69.051,W
9/11/2017,7:26:00,24.911,N,69.054,W
9/11/2017,7:28:00,24.916,N,69.057,W
9/11/2017,7:30:00,24.922,N,69.06,W
9/11/2017,7:31:59,24.927,N,69.063,W
9/11/2017,7:33:59,24.932,N,69.066,W
9/11/2017,7:35:59,24.937,N,69.069,W
9/11/2017,7:37:59,24.943,N,69.072,W
9/11/2017,7:39:59,24.948,N,69.076,W
9/11/2017,7:41:59,24.953,N,69.079,W
9/11/2017,7:43:59,24.958,N,69.082,W
9/11/2017,7:46:00,24.963,N,69.085,W
9/11/2017,7:48:00,24.969,N,69.088,W
9/11/2017,7:50:00,24.974,N,69.091,W
9/11/2017,7:52:00,24.979,N,69.094,W
9/11/2017,7:54:00,24.984,N,69.097,W
9/11/2017,7:56:00,24.99,N,69.1,W
9/11/2017,7:58:00,24.995,N,69.103,W
9/11/2017,8:00:00,25,N,69.106,W
9/11/2017,8:01:59,25.005,N,69.109,W
9/11/2017,8:03:59,25.011,N,69.112,W
9/11/2017,8:05:59,25.016,N,69.115,W
9/11/2017,8:07:59,25.021,N,69.118,W
9/11/2017,8:09:59,25.026,N,69.121,W
9/11/2017,8:11:59,25.031,N,69.123,W
9/11/2017,8:13:59,25.037,N,69.126,W
9/11/2017,8:16:00,25.042,N,69.129,W
9/11/2017,8:18:00,25.047,N,69.132,W
9/11/2017,8:20:00,25.052,N,69.135,W
9/11/2017,8:22:00,25.057,N,69.138,W
9/11/2017,8:24:00,25.063,N,69.141,W
9/11/2017,8:26:00,25.068,N,69.144,W
9/11/2017,8:28:00,25.073,N,69.146,W
9/11/2017,8:30:00,25.078,N,69.149,W
9/11/2017,8:31:59,25.083,N,69.152,W
9/11/2017,8:33:59,25.089,N,69.155,W
9/11/2017,8:35:59,25.094,N,69.158,W
9/11/2017,8:37:59,25.099,N,69.16,W
9/11/2017,8:39:59,25.104,N,69.163,W
9/11/2017,8:41:59,25.109,N,69.166,W
9/11/2017,8:43:59,25.114,N,69.169,W
9/11/2017,8:46:00,25.12,N,69.171,W
9/11/2017,8:48:00,25.125,N,69.174,W
9/11/2017,8:50:00,25.13,N,69.177,W
9/11/2017,8:52:00,25.135,N,69.18,W
9/11/2017,8:54:00,25.14,N,69.182,W
9/11/2017,8:56:00,25.145,N,69.185,W
9/11/2017,8:58:00,25.151,N,69.188,W
9/11/2017,9:00:00,25.156,N,69.19,W
9/11/2017,9:01:59,25.161,N,69.193,W
9/11/2017,9:03:59,25.166,N,69.196,W
9/11/2017,9:05:59,25.171,N,69.198,W
9/11/2017,9:07:59,25.176,N,69.201,W
9/11/2017,9:09:59,25.181,N,69.204,W
9/11/2017,9:11:59,25.187,N,69.206,W
9/11/2017,9:13:59,25.192,N,69.209,W
9/11/2017,9:16:00,25.197,N,69.211,W
9/11/2017,9:18:00,25.202,N,69.214,W
9/11/2017,9:20:00,25.207,N,69.217,W
9/11/2017,9:22:00,25.212,N,69.219,W
9/11/2017,9:24:00,25.217,N,69.222,W
9/11/2017,9:26:00,25.223,N,69.224,W
9/11/2017,9:28:00,25.228,N,69.227,W
9/11/2017,9:30:00,25.233,N,69.229,W
9/11/2017,9:31:59,25.238,N,69.232,W
9/11/2017,9:33:59,25.243,N,69.234,W
9/11/2017,9:35:59,25.248,N,69.237,W
9/11/2017,9:37:59,25.253,N,69.239,W
9/11/2017,9:39:59,25.258,N,69.242,W
9/11/2017,9:41:59,25.263,N,69.244,W
9/11/2017,9:43:59,25.269,N,69.247,W
9/11/2017,9:46:00,25.274,N,69.249,W
9/11/2017,9:48:00,25.279,N,69.252,W
9/11/2017,9:50:00,25.284,N,69.254,W
9/11/2017,9:52:00,25.289,N,69.256,W
9/11/2017,9:54:00,25.294,N,69.259,W
9/11/2017,9:56:00,25.299,N,69.261,W
9/11/2017,9:58:00,25.304,N,69.264,W
9/11/2017,10:00:00,25.309,N,69.266,W
9/11/2017,10:01:59,25.314,N,69.268,W
9/11/2017,10:03:59,25.319,N,69.271,W
9/11/2017,10:05:59,25.324,N,69.273,W
9/11/2017,10:07:59,25.33,N,69.275,W
9/11/2017,10:09:59,25.335,N,69.278,W
9/11/2017,10:11:59,25.34,N,69.28,W
9/11/2017,10:13:59,25.345,N,69.282,W
9/11/2017,10:16:00,25.35,N,69.285,W
9/11/2017,10:18:00,25.355,N,69.287,W
9/11/2017,10:20:00,25.36,N,69.289,W
9/11/2017,10:22:00,25.365,N,69.291,W
9/11/2017,10:24:00,25.37,N,69.294,W
9/11/2017,10:26:00,25.375,N,69.296,W
9/11/2017,10:28:00,25.38,N,69.298,W
9/11/2017,10:30:00,25.385,N,69.3,W
9/11/2017,10:31:59,25.39,N,69.303,W
9/11/2017,10:33:59,25.395,N,69.305,W
9/11/2017,10:35:59,25.4,N,69.307,W
9/11/2017,10:37:59,25.405,N,69.309,W
9/11/2017,10:39:59,25.41,N,69.311,W
9/11/2017,10:41:59,25.415,N,69.314,W
9/11/2017,10:43:59,25.42,N,69.316,W
9/11/2017,10:46:00,25.425,N,69.318,W
9/11/2017,10:48:00,25.43,N,69.32,W
9/11/2017,10:50:00,25.435,N,69.322,W
9/11/2017,10:52:00,25.44,N,69.324,W
9/11/2017,10:54:00,25.445,N,69.326,W
9/11/2017,10:56:00,25.45,N,69.328,W
9/11/2017,10:58:00,25.455,N,69.331,W
9/11/2017,11:00:00,25.46,N,69.333,W
9/11/2017,11:01:59,25.465,N,69.335,W
9/11/2017,11:03:59,25.47,N,69.337,W
9/11/2017,11:05:59,25.475,N,69.339,W
9/11/2017,11:07:59,25.48,N,69.341,W
9/11/2017,11:09:59,25.485,N,69.343,W
9/11/2017,11:11:59,25.49,N,69.345,W
9/11/2017,11:13:59,25.495,N,69.347,W
9/11/2017,11:16:00,25.5,N,69.349,W
9/11/2017,11:18:00,25.505,N,69.351,W
9/11/2017,11:20:00,25.51,N,69.353,W
9/11/2017,11:22:00,25.515,N,69.355,W
9/11/2017,11:24:00,25.52,N,69.357,W
9/11/2017,11:26:00,25.525,N,69.359,W
9/11/2017,11:28:00,25.53,N,69.361,W
9/11/2017,11:30:00,25.535,N,69.363,W
9/11/2017,11:31:59,25.54,N,69.365,W
9/11/2017,11:33:59,25.545,N,69.367,W
9/11/2017,11:35:59,25.55,N,69.368,W
9/11/2017,11:37:59,25.555,N,69.37,W
9/11/2017,11:39:59,25.56,N,69.372,W
9/11/2017,11:41:59,25.565,N,69.374,W
9/11/2017,11:43:59,25.57,N,69.376,W
9/11/2017,11:46:00,25.575,N,69.378,W
9/11/2017,11:48:00,25.58,N,69.38,W
9/11/2017,11:50:00,25.584,N,69.382,W
9/11/2017,11:52:00,25.589,N,69.383,W
9/11/2017,11:54:00,25.594,N,69.385,W
9/11/2017,11:56:00,25.599,N,69.387,W
9/11/2017,11:58:00,25.604,N,69.389,W
9/11/2017,12:00:00,25.609,N,69.391,W
9/11/2017,12:01:59,25.614,N,69.392,W
9/11/2017,12:03:59,25.619,N,69.394,W
9/11/2017,12:05:59,25.624,N,69.396,W
9/11/2017,12:07:59,25.629,N,69.398,W
9/11/2017,12:09:59,25.634,N,69.399,W
9/11/2017,12:11:59,25.638,N,69.401,W
9/11/2017,12:13:59,25.643,N,69.403,W
9/11/2017,12:16:00,25.648,N,69.405,W
9/11/2017,12:18:00,25.653,N,69.406,W
9/11/2017,12:20:00,25.658,N,69.408,W
9/11/2017,12:22:00,25.663,N,69.41,W
9/11/2017,12:24:00,25.668,N,69.411,W
9/11/2017,12:26:00,25.673,N,69.413,W
9/11/2017,12:28:00,25.677,N,69.415,W
9/11/2017,12:30:00,25.682,N,69.417,W
9/11/2017,12:31:59,25.687,N,69.418,W
9/11/2017,12:33:59,25.692,N,69.42,W
9/11/2017,12:35:59,25.697,N,69.421,W
9/11/2017,12:37:59,25.702,N,69.423,W
9/11/2017,12:39:59,25.707,N,69.425,W
9/11/2017,12:41:59,25.711,N,69.426,W
9/11/2017,12:43:59,25.716,N,69.428,W
9/11/2017,12:46:00,25.721,N,69.429,W
9/11/2017,12:48:00,25.726,N,69.431,W
9/11/2017,12:50:00,25.731,N,69.433,W
9/11/2017,12:52:00,25.736,N,69.434,W
9/11/2017,12:54:00,25.74,N,69.436,W
9/11/2017,12:56:00,25.745,N,69.437,W
9/11/2017,12:58:00,25.75,N,69.439,W
9/11/2017,13:00:00,25.755,N,69.44,W
9/11/2017,13:01:59,25.76,N,69.442,W
9/11/2017,13:03:59,25.764,N,69.443,W
9/11/2017,13:05:59,25.769,N,69.445,W
9/11/2017,13:07:59,25.774,N,69.446,W
9/11/2017,13:09:59,25.779,N,69.448,W
9/11/2017,13:11:59,25.784,N,69.449,W
9/11/2017,13:13:59,25.788,N,69.451,W
9/11/2017,13:16:00,25.793,N,69.452,W
9/11/2017,13:18:00,25.798,N,69.454,W
9/11/2017,13:20:00,25.803,N,69.455,W
9/11/2017,13:22:00,25.807,N,69.456,W
9/11/2017,13:24:00,25.812,N,69.458,W
9/11/2017,13:26:00,25.817,N,69.459,W
9/11/2017,13:28:00,25.822,N,69.461,W
9/11/2017,13:30:00,25.827,N,69.462,W
9/11/2017,13:31:59,25.831,N,69.463,W
9/11/2017,13:33:59,25.836,N,69.465,W
9/11/2017,13:35:59,25.841,N,69.466,W
9/11/2017,13:37:59,25.846,N,69.468,W
9/11/2017,13:39:59,25.85,N,69.469,W
9/11/2017,13:41:59,25.855,N,69.47,W
9/11/2017,13:43:59,25.86,N,69.472,W
9/11/2017,13:46:00,25.864,N,69.473,W
9/11/2017,13:48:00,25.869,N,69.474,W
9/11/2017,13:50:00,25.874,N,69.475,W
9/11/2017,13:52:00,25.879,N,69.477,W
9/11/2017,13:54:00,25.883,N,69.478,W
9/11/2017,13:56:00,25.888,N,69.479,W
9/11/2017,13:58:00,25.893,N,69.481,W
9/11/2017,14:00:00,25.897,N,69.482,W
9/11/2017,14:01:59,25.902,N,69.483,W
9/11/2017,14:03:59,25.907,N,69.484,W
9/11/2017,14:05:59,25.912,N,69.486,W
9/11/2017,14:07:59,25.916,N,69.487,W
9/11/2017,14:09:59,25.921,N,69.488,W
9/11/2017,14:11:59,25.926,N,69.489,W
9/11/2017,14:13:59,25.93,N,69.49,W
9/11/2017,14:16:00,25.935,N,69.492,W
9/11/2017,14:18:00,25.94,N,69.493,W
9/11/2017,14:20:00,25.944,N,69.494,W
9/11/2017,14:22:00,25.949,N,69.495,W
9/11/2017,14:24:00,25.954,N,69.496,W
9/11/2017,14:26:00,25.958,N,69.497,W
9/11/2017,14:28:00,25.963,N,69.498,W
9/11/2017,14:30:00,25.968,N,69.5,W
9/11/2017,14:31:59,25.972,N,69.501,W
9/11/2017,14:33:59,25.977,N,69.502,W
9/11/2017,14:35:59,25.982,N,69.503,W
9/11/2017,14:37:59,25.986,N,69.504,W
9/11/2017,14:39:59,25.991,N,69.505,W
9/11/2017,14:41:59,25.995,N,69.506,W
9/11/2017,14:43:59,26,N,69.507,W
9/11/2017,14:46:00,26.005,N,69.508,W
9/11/2017,14:48:00,26.009,N,69.509,W
9/11/2017,14:50:00,26.014,N,69.51,W
9/11/2017,14:52:00,26.018,N,69.511,W
9/11/2017,14:54:00,26.023,N,69.512,W
9/11/2017,14:56:00,26.028,N,69.513,W
9/11/2017,14:58:00,26.032,N,69.514,W
9/11/2017,15:00:00,26.037,N,69.515,W
9/11/2017,15:01:59,26.041,N,69.516,W
9/11/2017,15:03:59,26.046,N,69.517,W
9/11/2017,15:05:59,26.051,N,69.518,W
9/11/2017,15:07:59,26.055,N,69.519,W
9/11/2017,15:09:59,26.06,N,69.52,W
9/11/2017,15:11:59,26.064,N,69.521,W
9/11/2017,15:13:59,26.069,N,69.522,W
9/11/2017,15:16:00,26.073,N,69.523,W
9/11/2017,15:18:00,26.078,N,69.524,W
9/11/2017,15:20:00,26.082,N,69.525,W
9/11/2017,15:22:00,26.087,N,69.526,W
9/11/2017,15:24:00,26.092,N,69.527,W
9/11/2017,15:26:00,26.096,N,69.528,W
9/11/2017,15:28:00,26.101,N,69.528,W
9/11/2017,15:30:00,26.105,N,69.529,W
9/11/2017,15:31:59,26.11,N,69.53,W
9/11/2017,15:33:59,26.114,N,69.531,W
9/11/2017,15:35:59,26.119,N,69.532,W
9/11/2017,15:37:59,26.123,N,69.533,W
9/11/2017,15:39:59,26.128,N,69.533,W
9/11/2017,15:41:59,26.132,N,69.534,W
9/11/2017,15:43:59,26.137,N,69.535,W
9/11/2017,15:46:00,26.141,N,69.536,W
9/11/2017,15:48:00,26.146,N,69.537,W
9/11/2017,15:50:00,26.15,N,69.537,W
9/11/2017,15:52:00,26.155,N,69.538,W
9/11/2017,15:54:00,26.159,N,69.539,W
9/11/2017,15:56:00,26.164,N,69.54,W
9/11/2017,15:58:00,26.168,N,69.541,W
9/11/2017,16:00:00,26.173,N,69.541,W
9/11/2017,16:01:59,26.177,N,69.542,W
9/11/2017,16:03:59,26.182,N,69.543,W
9/11/2017,16:05:59,26.186,N,69.543,W
9/11/2017,16:07:59,26.19,N,69.544,W
9/11/2017,16:09:59,26.195,N,69.545,W
9/11/2017,16:11:59,26.199,N,69.546,W
9/11/2017,16:13:59,26.204,N,69.546,W
9/11/2017,16:16:00,26.208,N,69.547,W
9/11/2017,16:18:00,26.213,N,69.548,W
9/11/2017,16:20:00,26.217,N,69.548,W
9/11/2017,16:22:00,26.221,N,69.549,W
9/11/2017,16:24:00,26.226,N,69.55,W
9/11/2017,16:26:00,26.23,N,69.55,W
9/11/2017,16:28:00,26.235,N,69.551,W
9/11/2017,16:30:00,26.239,N,69.551,W
9/11/2017,16:31:59,26.243,N,69.552,W
9/11/2017,16:33:59,26.248,N,69.553,W
9/11/2017,16:35:59,26.252,N,69.553,W
9/11/2017,16:37:59,26.257,N,69.554,W
9/11/2017,16:39:59,26.261,N,69.554,W
9/11/2017,16:41:59,26.265,N,69.555,W
9/11/2017,16:43:59,26.27,N,69.556,W
9/11/2017,16:46:00,26.274,N,69.556,W
9/11/2017,16:48:00,26.278,N,69.557,W
9/11/2017,16:50:00,26.283,N,69.557,W
9/11/2017,16:52:00,26.287,N,69.558,W
9/11/2017,16:54:00,26.292,N,69.558,W
9/11/2017,16:56:00,26.296,N,69.559,W
9/11/2017,16:58:00,26.3,N,69.559,W
9/11/2017,17:00:00,26.305,N,69.56,W
9/11/2017,17:01:59,26.309,N,69.56,W
9/11/2017,17:03:59,26.313,N,69.561,W
9/11/2017,17:05:59,26.317,N,69.561,W
9/11/2017,17:07:59,26.322,N,69.562,W
9/11/2017,17:09:59,26.326,N,69.562,W
9/11/2017,17:11:59,26.33,N,69.563,W
9/11/2017,17:13:59,26.335,N,69.563,W
9/11/2017,17:16:00,26.339,N,69.563,W
9/11/2017,17:18:00,26.343,N,69.564,W
9/11/2017,17:20:00,26.348,N,69.564,W
9/11/2017,17:22:00,26.352,N,69.565,W
9/11/2017,17:24:00,26.356,N,69.565,W
9/11/2017,17:26:00,26.36,N,69.565,W
9/11/2017,17:28:00,26.365,N,69.566,W
9/11/2017,17:30:00,26.369,N,69.566,W
9/11/2017,17:31:59,26.373,N,69.567,W
9/11/2017,17:33:59,26.377,N,69.567,W
9/11/2017,17:35:59,26.382,N,69.567,W
9/11/2017,17:37:59,26.386,N,69.568,W
9/11/2017,17:39:59,26.39,N,69.568,W
9/11/2017,17:41:59,26.394,N,69.568,W
9/11/2017,17:43:59,26.399,N,69.569,W
9/11/2017,17:46:00,26.403,N,69.569,W
9/11/2017,17:48:00,26.407,N,69.569,W
9/11/2017,17:50:00,26.411,N,69.57,W
9/11/2017,17:52:00,26.416,N,69.57,W
9/11/2017,17:54:00,26.42,N,69.57,W
9/11/2017,17:56:00,26.424,N,69.57,W
9/11/2017,17:58:00,26.428,N,69.571,W
9/11/2017,18:00:00,26.432,N,69.571,W
9/11/2017,18:01:59,26.437,N,69.571,W
9/11/2017,18:03:59,26.441,N,69.571,W
9/11/2017,18:05:59,26.445,N,69.572,W
9/11/2017,18:07:59,26.449,N,69.572,W
9/11/2017,18:09:59,26.453,N,69.572,W
9/11/2017,18:11:59,26.457,N,69.572,W
9/11/2017,18:13:59,26.462,N,69.573,W
9/11/2017,18:16:00,26.466,N,69.573,W
9/11/2017,18:18:00,26.47,N,69.573,W
9/11/2017,18:20:00,26.474,N,69.573,W
9/11/2017,18:22:00,26.478,N,69.573,W
9/11/2017,18:24:00,26.482,N,69.573,W
9/11/2017,18:26:00,26.486,N,69.574,W
9/11/2017,18:28:00,26.491,N,69.574,W
9/11/2017,18:30:00,26.495,N,69.574,W
9/11/2017,18:31:59,26.499,N,69.574,W
9/11/2017,18:33:59,26.503,N,69.574,W
9/11/2017,18:35:59,26.507,N,69.574,W
9/11/2017,18:37:59,26.511,N,69.574,W
9/11/2017,18:39:59,26.515,N,69.575,W
9/11/2017,18:41:59,26.519,N,69.575,W
9/11/2017,18:43:59,26.523,N,69.575,W
9/11/2017,18:46:00,26.527,N,69.575,W
9/11/2017,18:48:00,26.532,N,69.575,W
9/11/2017,18:50:00,26.536,N,69.575,W
9/11/2017,18:52:00,26.54,N,69.575,W
9/11/2017,18:54:00,26.544,N,69.575,W
9/11/2017,18:56:00,26.548,N,69.575,W
9/11/2017,18:58:00,26.552,N,69.575,W
9/11/2017,19:00:00,26.556,N,69.575,W
9/11/2017,19:01:59,26.56,N,69.575,W
9/11/2017,19:03:59,26.564,N,69.575,W
9/11/2017,19:05:59,26.568,N,69.575,W
9/11/2017,19:07:59,26.572,N,69.575,W
9/11/2017,19:09:59,26.576,N,69.575,W
9/11/2017,19:11:59,26.58,N,69.575,W
9/11/2017,19:13:59,26.584,N,69.575,W
9/11/2017,19:16:00,26.588,N,69.575,W
9/11/2017,19:18:00,26.592,N,69.575,W
9/11/2017,19:20:00,26.596,N,69.575,W
9/11/2017,19:22:00,26.6,N,69.575,W
9/11/2017,19:24:00,26.604,N,69.575,W
9/11/2017,19:26:00,26.608,N,69.575,W
9/11/2017,19:28:00,26.612,N,69.575,W
9/11/2017,19:30:00,26.616,N,69.575,W
9/11/2017,19:31:59,26.62,N,69.575,W
9/11/2017,19:33:59,26.624,N,69.575,W
9/11/2017,19:35:59,26.628,N,69.575,W
9/11/2017,19:37:59,26.632,N,69.574,W
9/11/2017,19:39:59,26.636,N,69.574,W
9/11/2017,19:41:59,26.64,N,69.574,W
9/11/2017,19:43:59,26.644,N,69.574,W
9/11/2017,19:46:00,26.648,N,69.574,W
9/11/2017,19:48:00,26.651,N,69.574,W
9/11/2017,19:50:00,26.655,N,69.574,W
9/11/2017,19:52:00,26.659,N,69.573,W
9/11/2017,19:54:00,26.663,N,69.573,W
9/11/2017,19:56:00,26.667,N,69.573,W
9/11/2017,19:58:00,26.671,N,69.573,W
9/11/2017,20:00:00,26.675,N,69.573,W
9/11/2017,20:01:59,26.679,N,69.573,W
9/11/2017,20:03:59,26.683,N,69.572,W
9/11/2017,20:05:59,26.687,N,69.572,W
9/11/2017,20:07:59,26.69,N,69.572,W
9/11/2017,20:09:59,26.694,N,69.572,W
9/11/2017,20:11:59,26.698,N,69.571,W
9/11/2017,20:13:59,26.702,N,69.571,W
9/11/2017,20:16:00,26.706,N,69.571,W
9/11/2017,20:18:00,26.71,N,69.571,W
9/11/2017,20:20:00,26.713,N,69.57,W
9/11/2017,20:22:00,26.717,N,69.57,W
9/11/2017,20:24:00,26.721,N,69.57,W
9/11/2017,20:26:00,26.725,N,69.57,W
9/11/2017,20:28:00,26.729,N,69.569,W
9/11/2017,20:30:00,26.733,N,69.569,W
9/11/2017,20:31:59,26.736,N,69.569,W
9/11/2017,20:33:59,26.74,N,69.568,W
9/11/2017,20:35:59,26.744,N,69.568,W
9/11/2017,20:37:59,26.748,N,69.568,W
9/11/2017,20:39:59,26.752,N,69.567,W
9/11/2017,20:41:59,26.755,N,69.567,W
9/11/2017,20:43:59,26.759,N,69.567,W
9/11/2017,20:46:00,26.763,N,69.566,W
9/11/2017,20:48:00,26.767,N,69.566,W
9/11/2017,20:50:00,26.77,N,69.566,W
9/11/2017,20:52:00,26.774,N,69.565,W
9/11/2017,20:54:00,26.778,N,69.565,W
9/11/2017,20:56:00,26.782,N,69.565,W
9/11/2017,20:58:00,26.785,N,69.564,W
9/11/2017,21:00:00,26.789,N,69.564,W
9/11/2017,21:01:59,26.793,N,69.563,W
9/11/2017,21:03:59,26.796,N,69.563,W
9/11/2017,21:05:59,26.8,N,69.562,W
9/11/2017,21:07:59,26.804,N,69.562,W
9/11/2017,21:09:59,26.808,N,69.562,W
9/11/2017,21:11:59,26.811,N,69.561,W
9/11/2017,21:13:59,26.815,N,69.561,W
9/11/2017,21:16:00,26.819,N,69.56,W
9/11/2017,21:18:00,26.822,N,69.56,W
9/11/2017,21:20:00,26.826,N,69.559,W
9/11/2017,21:22:00,26.83,N,69.559,W
9/11/2017,21:24:00,26.833,N,69.558,W
9/11/2017,21:26:00,26.837,N,69.558,W
9/11/2017,21:28:00,26.841,N,69.557,W
9/11/2017,21:30:00,26.844,N,69.557,W
9/11/2017,21:31:59,26.848,N,69.556,W
9/11/2017,21:33:59,26.851,N,69.556,W
9/11/2017,21:35:59,26.855,N,69.555,W
9/11/2017,21:37:59,26.859,N,69.555,W
9/11/2017,21:39:59,26.862,N,69.554,W
9/11/2017,21:41:59,26.866,N,69.554,W
9/11/2017,21:43:59,26.869,N,69.553,W
9/11/2017,21:46:00,26.873,N,69.553,W
9/11/2017,21:48:00,26.877,N,69.552,W
9/11/2017,21:50:00,26.88,N,69.551,W
9/11/2017,21:52:00,26.884,N,69.551,W
9/11/2017,21:54:00,26.887,N,69.55,W
9/11/2017,21:56:00,26.891,N,69.55,W
9/11/2017,21:58:00,26.895,N,69.549,W
9/11/2017,22:00:00,26.898,N,69.548,W
9/11/2017,22:01:59,26.902,N,69.548,W
9/11/2017,22:03:59,26.905,N,69.547,W
9/11/2017,22:05:59,26.909,N,69.547,W
9/11/2017,22:07:59,26.912,N,69.546,W
9/11/2017,22:09:59,26.916,N,69.545,W
9/11/2017,22:11:59,26.919,N,69.545,W
9/11/2017,22:13:59,26.923,N,69.544,W
9/11/2017,22:16:00,26.926,N,69.543,W
9/11/2017,22:18:00,26.93,N,69.543,W
9/11/2017,22:20:00,26.933,N,69.542,W
9/11/2017,22:22:00,26.937,N,69.541,W
9/11/2017,22:24:00,26.94,N,69.541,W
9/11/2017,22:26:00,26.944,N,69.54,W
9/11/2017,22:28:00,26.947,N,69.539,W
9/11/2017,22:30:00,26.951,N,69.539,W
9/11/2017,22:31:59,26.954,N,69.538,W
9/11/2017,22:33:59,26.958,N,69.537,W
9/11/2017,22:35:59,26.961,N,69.536,W
9/11/2017,22:37:59,26.964,N,69.536,W
9/11/2017,22:39:59,26.968,N,69.535,W
9/11/2017,22:41:59,26.971,N,69.534,W
9/11/2017,22:43:59,26.975,N,69.533,W
9/11/2017,22:46:00,26.978,N,69.533,W
9/11/2017,22:48:00,26.982,N,69.532,W
9/11/2017,22:50:00,26.985,N,69.531,W
9/11/2017,22:52:00,26.988,N,69.53,W
9/11/2017,22:54:00,26.992,N,69.53,W
9/11/2017,22:56:00,26.995,N,69.529,W
9/11/2017,22:58:00,26.998,N,69.528,W
9/11/2017,23:00:00,27.002,N,69.527,W
9/11/2017,23:01:59,27.005,N,69.526,W
9/11/2017,23:03:59,27.009,N,69.525,W
9/11/2017,23:05:59,27.012,N,69.525,W
9/11/2017,23:07:59,27.015,N,69.524,W
9/11/2017,23:09:59,27.019,N,69.523,W
9/11/2017,23:11:59,27.022,N,69.522,W
9/11/2017,23:13:59,27.025,N,69.521,W
9/11/2017,23:16:00,27.029,N,69.52,W
9/11/2017,23:18:00,27.032,N,69.52,W
9/11/2017,23:20:00,27.035,N,69.519,W
9/11/2017,23:22:00,27.038,N,69.518,W
9/11/2017,23:24:00,27.042,N,69.517,W
9/11/2017,23:26:00,27.045,N,69.516,W
9/11/2017,23:28:00,27.048,N,69.515,W
9/11/2017,23:30:00,27.052,N,69.514,W
9/11/2017,23:31:59,27.055,N,69.513,W
9/11/2017,23:33:59,27.058,N,69.512,W
9/11/2017,23:35:59,27.061,N,69.512,W
9/11/2017,23:37:59,27.065,N,69.511,W
9/11/2017,23:39:59,27.068,N,69.51,W
9/11/2017,23:41:59,27.071,N,69.509,W
9/11/2017,23:43:59,27.074,N,69.508,W
9/11/2017,23:46:00,27.078,N,69.507,W
9/11/2017,23:48:00,27.081,N,69.506,W
