Track,for,Katia,2017,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/8/2017,14:43:25,21.099,N,95.737,W
9/8/2017,14:45:25,21.1,N,95.738,W
9/8/2017,14:47:25,21.101,N,95.739,W
9/8/2017,14:49:26,21.101,N,95.741,W
9/8/2017,14:51:26,21.102,N,95.742,W
9/8/2017,14:53:26,21.103,N,95.743,W
9/8/2017,14:55:26,21.104,N,95.744,W
9/8/2017,14:57:25,21.105,N,95.746,W
9/8/2017,14:59:25,21.106,N,95.747,W
9/8/2017,15:01:25,21.107,N,95.748,W
9/8/2017,15:03:25,21.107,N,95.75,W
9/8/2017,15:05:26,21.108,N,95.751,W
9/8/2017,15:07:26,21.109,N,95.753,W
9/8/2017,15:09:26,21.11,N,95.754,W
9/8/2017,15:11:26,21.111,N,95.756,W
9/8/2017,15:13:25,21.111,N,95.757,W
9/8/2017,15:15:25,21.112,N,95.759,W
9/8/2017,15:17:25,21.113,N,95.761,W
9/8/2017,15:19:26,21.114,N,95.762,W
9/8/2017,15:21:26,21.115,N,95.764,W
9/8/2017,15:23:26,21.115,N,95.766,W
9/8/2017,15:25:26,21.116,N,95.768,W
9/8/2017,15:27:25,21.117,N,95.77,W
9/8/2017,15:29:25,21.118,N,95.772,W
9/8/2017,15:31:25,21.118,N,95.774,W
9/8/2017,15:33:25,21.119,N,95.776,W
9/8/2017,15:35:26,21.12,N,95.778,W
9/8/2017,15:37:26,21.121,N,95.78,W
9/8/2017,15:39:26,21.121,N,95.782,W
9/8/2017,15:41:26,21.122,N,95.784,W
9/8/2017,15:43:25,21.123,N,95.786,W
9/8/2017,15:45:25,21.124,N,95.789,W
9/8/2017,15:47:25,21.124,N,95.791,W
9/8/2017,15:49:26,21.125,N,95.794,W
9/8/2017,15:51:26,21.126,N,95.796,W
9/8/2017,15:53:26,21.126,N,95.798,W
9/8/2017,15:55:26,21.127,N,95.801,W
9/8/2017,15:57:25,21.128,N,95.804,W
9/8/2017,15:59:25,21.128,N,95.806,W
9/8/2017,16:01:25,21.129,N,95.809,W
9/8/2017,16:03:25,21.13,N,95.812,W
9/8/2017,16:05:25,21.13,N,95.815,W
9/8/2017,16:07:25,21.131,N,95.818,W
9/8/2017,16:09:25,21.132,N,95.82,W
9/8/2017,16:11:25,21.132,N,95.823,W
9/8/2017,16:13:26,21.133,N,95.827,W
9/8/2017,16:15:26,21.133,N,95.83,W
9/8/2017,16:17:26,21.134,N,95.833,W
9/8/2017,16:19:26,21.135,N,95.836,W
9/8/2017,16:21:26,21.135,N,95.839,W
9/8/2017,16:23:26,21.136,N,95.843,W
9/8/2017,16:25:26,21.136,N,95.846,W
9/8/2017,16:27:25,21.137,N,95.85,W
9/8/2017,16:29:25,21.137,N,95.853,W
9/8/2017,16:31:25,21.138,N,95.857,W
9/8/2017,16:33:25,21.138,N,95.86,W
9/8/2017,16:35:25,21.139,N,95.864,W
9/8/2017,16:37:25,21.139,N,95.868,W
9/8/2017,16:39:25,21.14,N,95.872,W
9/8/2017,16:41:25,21.14,N,95.876,W
9/8/2017,16:43:26,21.141,N,95.88,W
9/8/2017,16:45:26,21.141,N,95.884,W
9/8/2017,16:47:26,21.142,N,95.888,W
9/8/2017,16:49:26,21.142,N,95.892,W
9/8/2017,16:51:26,21.143,N,95.896,W
9/8/2017,16:53:26,21.143,N,95.901,W
9/8/2017,16:55:26,21.144,N,95.905,W
9/8/2017,16:57:25,21.144,N,95.909,W
9/8/2017,16:59:25,21.145,N,95.914,W
9/8/2017,17:01:25,21.145,N,95.919,W
9/8/2017,17:03:25,21.145,N,95.923,W
9/8/2017,17:05:25,21.146,N,95.928,W
9/8/2017,17:07:25,21.146,N,95.933,W
9/8/2017,17:09:25,21.146,N,95.938,W
9/8/2017,17:11:25,21.147,N,95.943,W
9/8/2017,17:13:26,21.147,N,95.948,W
9/8/2017,17:15:26,21.147,N,95.953,W
9/8/2017,17:17:26,21.148,N,95.958,W
9/8/2017,17:19:26,21.148,N,95.963,W
9/8/2017,17:21:26,21.148,N,95.969,W
9/8/2017,17:23:26,21.149,N,95.974,W
9/8/2017,17:25:26,21.149,N,95.979,W
9/8/2017,17:27:25,21.149,N,95.985,W
9/8/2017,17:29:25,21.15,N,95.99,W
9/8/2017,17:31:25,21.15,N,95.996,W
9/8/2017,17:33:25,21.15,N,96.002,W
9/8/2017,17:35:25,21.15,N,96.007,W
9/8/2017,17:37:25,21.15,N,96.013,W
9/8/2017,17:39:25,21.151,N,96.019,W
9/8/2017,17:41:25,21.151,N,96.025,W
9/8/2017,17:43:26,21.151,N,96.031,W
9/8/2017,17:45:26,21.151,N,96.037,W
9/8/2017,17:47:26,21.151,N,96.043,W
9/8/2017,17:49:26,21.151,N,96.049,W
9/8/2017,17:51:26,21.152,N,96.055,W
9/8/2017,17:53:26,21.152,N,96.062,W
9/8/2017,17:55:26,21.152,N,96.068,W
9/8/2017,17:57:25,21.152,N,96.074,W
9/8/2017,17:59:25,21.152,N,96.08,W
9/8/2017,18:01:25,21.152,N,96.087,W
9/8/2017,18:03:25,21.152,N,96.093,W
9/8/2017,18:05:25,21.152,N,96.1,W
9/8/2017,18:07:25,21.152,N,96.106,W
9/8/2017,18:09:25,21.152,N,96.113,W
9/8/2017,18:11:25,21.152,N,96.119,W
9/8/2017,18:13:26,21.152,N,96.126,W
9/8/2017,18:15:26,21.152,N,96.133,W
9/8/2017,18:17:26,21.152,N,96.139,W
9/8/2017,18:19:26,21.152,N,96.146,W
9/8/2017,18:21:26,21.152,N,96.153,W
9/8/2017,18:23:26,21.151,N,96.16,W
9/8/2017,18:25:26,21.151,N,96.166,W
9/8/2017,18:27:25,21.151,N,96.173,W
9/8/2017,18:29:25,21.151,N,96.18,W
9/8/2017,18:31:25,21.151,N,96.187,W
9/8/2017,18:33:25,21.151,N,96.194,W
9/8/2017,18:35:25,21.15,N,96.201,W
9/8/2017,18:37:25,21.15,N,96.208,W
9/8/2017,18:39:25,21.15,N,96.215,W
9/8/2017,18:41:25,21.15,N,96.222,W
9/8/2017,18:43:26,21.149,N,96.229,W
9/8/2017,18:45:26,21.149,N,96.236,W
9/8/2017,18:47:26,21.149,N,96.243,W
9/8/2017,18:49:26,21.148,N,96.25,W
9/8/2017,18:51:26,21.148,N,96.257,W
9/8/2017,18:53:26,21.147,N,96.264,W
9/8/2017,18:55:26,21.147,N,96.271,W
9/8/2017,18:57:25,21.147,N,96.278,W
9/8/2017,18:59:25,21.146,N,96.285,W
9/8/2017,19:01:25,21.146,N,96.292,W
9/8/2017,19:03:25,21.145,N,96.3,W
9/8/2017,19:05:25,21.145,N,96.307,W
9/8/2017,19:07:25,21.144,N,96.314,W
9/8/2017,19:09:25,21.144,N,96.321,W
9/8/2017,19:11:25,21.143,N,96.328,W
9/8/2017,19:13:26,21.142,N,96.335,W
9/8/2017,19:15:26,21.142,N,96.342,W
9/8/2017,19:17:26,21.141,N,96.35,W
9/8/2017,19:19:26,21.14,N,96.357,W
9/8/2017,19:21:26,21.14,N,96.364,W
9/8/2017,19:23:26,21.139,N,96.371,W
9/8/2017,19:25:26,21.138,N,96.378,W
9/8/2017,19:27:25,21.138,N,96.385,W
9/8/2017,19:29:25,21.137,N,96.392,W
9/8/2017,19:31:25,21.136,N,96.399,W
9/8/2017,19:33:25,21.135,N,96.406,W
9/8/2017,19:35:25,21.134,N,96.413,W
9/8/2017,19:37:25,21.134,N,96.421,W
9/8/2017,19:39:25,21.133,N,96.428,W
9/8/2017,19:41:25,21.132,N,96.435,W
9/8/2017,19:43:26,21.131,N,96.442,W
9/8/2017,19:45:26,21.13,N,96.449,W
9/8/2017,19:47:26,21.129,N,96.455,W
9/8/2017,19:49:26,21.128,N,96.462,W
9/8/2017,19:51:26,21.127,N,96.469,W
9/8/2017,19:53:26,21.126,N,96.476,W
9/8/2017,19:55:26,21.125,N,96.483,W
9/8/2017,19:57:25,21.124,N,96.49,W
9/8/2017,19:59:25,21.122,N,96.497,W
9/8/2017,20:01:25,21.121,N,96.504,W
9/8/2017,20:03:25,21.12,N,96.51,W
9/8/2017,20:05:25,21.119,N,96.517,W
9/8/2017,20:07:25,21.118,N,96.524,W
9/8/2017,20:09:25,21.116,N,96.53,W
9/8/2017,20:11:25,21.115,N,96.537,W
9/8/2017,20:13:26,21.114,N,96.544,W
9/8/2017,20:15:26,21.112,N,96.55,W
9/8/2017,20:17:26,21.111,N,96.557,W
9/8/2017,20:19:26,21.11,N,96.563,W
9/8/2017,20:21:26,21.108,N,96.57,W
9/8/2017,20:23:26,21.107,N,96.576,W
9/8/2017,20:25:26,21.105,N,96.582,W
9/8/2017,20:27:25,21.104,N,96.589,W
9/8/2017,20:29:25,21.102,N,96.595,W
9/8/2017,20:31:25,21.101,N,96.601,W
9/8/2017,20:33:25,21.099,N,96.607,W
9/8/2017,20:35:25,21.098,N,96.614,W
9/8/2017,20:37:25,21.096,N,96.62,W
9/8/2017,20:39:25,21.094,N,96.626,W
9/8/2017,20:41:25,21.093,N,96.632,W
9/8/2017,20:43:26,21.091,N,96.638,W
9/8/2017,20:45:26,21.089,N,96.643,W
9/8/2017,20:47:26,21.087,N,96.649,W
9/8/2017,20:49:26,21.085,N,96.655,W
9/8/2017,20:51:26,21.084,N,96.661,W
9/8/2017,20:53:26,21.082,N,96.666,W
9/8/2017,20:55:26,21.08,N,96.672,W
9/8/2017,20:57:25,21.078,N,96.677,W
9/8/2017,20:59:25,21.076,N,96.683,W
9/8/2017,21:01:25,21.074,N,96.688,W
9/8/2017,21:03:25,21.072,N,96.694,W
9/8/2017,21:05:25,21.07,N,96.699,W
9/8/2017,21:07:25,21.068,N,96.704,W
9/8/2017,21:09:25,21.066,N,96.709,W
9/8/2017,21:11:25,21.063,N,96.714,W
9/8/2017,21:13:26,21.061,N,96.719,W
9/8/2017,21:15:26,21.059,N,96.724,W
9/8/2017,21:17:26,21.057,N,96.729,W
9/8/2017,21:19:26,21.055,N,96.734,W
9/8/2017,21:21:26,21.052,N,96.738,W
9/8/2017,21:23:26,21.05,N,96.743,W
9/8/2017,21:25:26,21.047,N,96.748,W
9/8/2017,21:27:25,21.045,N,96.752,W
9/8/2017,21:29:25,21.043,N,96.757,W
9/8/2017,21:31:25,21.04,N,96.761,W
9/8/2017,21:33:25,21.038,N,96.765,W
9/8/2017,21:35:25,21.035,N,96.769,W
9/8/2017,21:37:25,21.033,N,96.774,W
9/8/2017,21:39:25,21.03,N,96.778,W
9/8/2017,21:41:25,21.027,N,96.782,W
9/8/2017,21:43:26,21.025,N,96.786,W
9/8/2017,21:45:26,21.022,N,96.789,W
9/8/2017,21:47:26,21.019,N,96.793,W
9/8/2017,21:49:26,21.017,N,96.797,W
9/8/2017,21:51:26,21.014,N,96.801,W
9/8/2017,21:53:26,21.011,N,96.804,W
9/8/2017,21:55:26,21.008,N,96.808,W
9/8/2017,21:57:25,21.005,N,96.811,W
9/8/2017,21:59:25,21.003,N,96.815,W
9/8/2017,22:01:25,21,N,96.818,W
9/8/2017,22:03:25,20.997,N,96.821,W
9/8/2017,22:05:25,20.994,N,96.825,W
9/8/2017,22:07:25,20.991,N,96.828,W
9/8/2017,22:09:25,20.988,N,96.831,W
9/8/2017,22:11:25,20.985,N,96.834,W
9/8/2017,22:13:26,20.982,N,96.837,W
9/8/2017,22:15:26,20.979,N,96.84,W
9/8/2017,22:17:26,20.976,N,96.843,W
9/8/2017,22:19:26,20.972,N,96.846,W
9/8/2017,22:21:26,20.969,N,96.849,W
9/8/2017,22:23:26,20.966,N,96.851,W
9/8/2017,22:25:26,20.963,N,96.854,W
9/8/2017,22:27:25,20.96,N,96.857,W
9/8/2017,22:29:25,20.956,N,96.859,W
9/8/2017,22:31:25,20.953,N,96.862,W
9/8/2017,22:33:25,20.95,N,96.864,W
9/8/2017,22:35:25,20.947,N,96.867,W
9/8/2017,22:37:25,20.943,N,96.869,W
9/8/2017,22:39:25,20.94,N,96.872,W
9/8/2017,22:41:25,20.936,N,96.874,W
9/8/2017,22:43:26,20.933,N,96.876,W
9/8/2017,22:45:26,20.93,N,96.878,W
9/8/2017,22:47:26,20.926,N,96.88,W
9/8/2017,22:49:26,20.923,N,96.883,W
9/8/2017,22:51:26,20.919,N,96.885,W
9/8/2017,22:53:26,20.916,N,96.887,W
9/8/2017,22:55:26,20.912,N,96.889,W
9/8/2017,22:57:25,20.909,N,96.891,W
9/8/2017,22:59:25,20.905,N,96.892,W
9/8/2017,23:01:25,20.902,N,96.894,W
9/8/2017,23:03:25,20.898,N,96.896,W
9/8/2017,23:05:25,20.894,N,96.898,W
9/8/2017,23:07:25,20.891,N,96.9,W
9/8/2017,23:09:25,20.887,N,96.901,W
9/8/2017,23:11:25,20.883,N,96.903,W
9/8/2017,23:13:26,20.88,N,96.904,W
9/8/2017,23:15:26,20.876,N,96.906,W
9/8/2017,23:17:26,20.872,N,96.907,W
9/8/2017,23:19:26,20.869,N,96.909,W
9/8/2017,23:21:26,20.865,N,96.91,W
9/8/2017,23:23:26,20.861,N,96.912,W
9/8/2017,23:25:26,20.857,N,96.913,W
9/8/2017,23:27:25,20.854,N,96.914,W
9/8/2017,23:29:25,20.85,N,96.916,W
9/8/2017,23:31:25,20.846,N,96.917,W
9/8/2017,23:33:25,20.842,N,96.918,W
9/8/2017,23:35:25,20.838,N,96.919,W
9/8/2017,23:37:25,20.834,N,96.921,W
9/8/2017,23:39:25,20.83,N,96.922,W
9/8/2017,23:41:25,20.827,N,96.923,W
9/8/2017,23:43:26,20.823,N,96.924,W
9/8/2017,23:45:26,20.819,N,96.925,W
9/8/2017,23:47:26,20.815,N,96.926,W
9/8/2017,23:49:26,20.811,N,96.927,W
9/8/2017,23:51:26,20.807,N,96.928,W
9/8/2017,23:53:26,20.803,N,96.929,W
9/8/2017,23:55:26,20.799,N,96.93,W
9/8/2017,23:57:25,20.795,N,96.931,W
9/8/2017,23:59:25,20.791,N,96.932,W
9/9/2017,0:01:25,20.787,N,96.932,W
9/9/2017,0:03:25,20.783,N,96.933,W
9/9/2017,0:05:25,20.779,N,96.934,W
9/9/2017,0:07:25,20.775,N,96.935,W
9/9/2017,0:09:25,20.771,N,96.935,W
9/9/2017,0:11:25,20.767,N,96.936,W
9/9/2017,0:13:26,20.763,N,96.937,W
9/9/2017,0:15:26,20.759,N,96.937,W
9/9/2017,0:17:26,20.754,N,96.938,W
9/9/2017,0:19:26,20.75,N,96.939,W
9/9/2017,0:21:26,20.746,N,96.939,W
9/9/2017,0:23:26,20.742,N,96.94,W
9/9/2017,0:25:26,20.738,N,96.94,W
9/9/2017,0:27:20,20.734,N,96.941,W
9/9/2017,0:29:20,20.727,N,96.94,W
9/9/2017,0:31:20,20.721,N,96.939,W
9/9/2017,0:33:20,20.715,N,96.938,W
9/9/2017,0:35:20,20.709,N,96.937,W
9/9/2017,0:37:20,20.703,N,96.936,W
9/9/2017,0:39:20,20.698,N,96.936,W
9/9/2017,0:41:19,20.692,N,96.935,W
9/9/2017,0:43:19,20.687,N,96.935,W
9/9/2017,0:45:19,20.682,N,96.935,W
9/9/2017,0:47:19,20.677,N,96.935,W
9/9/2017,0:49:19,20.672,N,96.935,W
9/9/2017,0:51:19,20.668,N,96.935,W
9/9/2017,0:53:19,20.663,N,96.935,W
9/9/2017,0:55:20,20.659,N,96.935,W
9/9/2017,0:57:20,20.655,N,96.936,W
9/9/2017,0:59:20,20.651,N,96.936,W
9/9/2017,1:01:20,20.647,N,96.937,W
9/9/2017,1:03:20,20.644,N,96.938,W
9/9/2017,1:05:20,20.64,N,96.939,W
9/9/2017,1:07:20,20.637,N,96.94,W
9/9/2017,1:09:20,20.633,N,96.941,W
9/9/2017,1:11:19,20.63,N,96.942,W
9/9/2017,1:13:19,20.627,N,96.943,W
9/9/2017,1:15:19,20.625,N,96.944,W
9/9/2017,1:17:19,20.622,N,96.946,W
9/9/2017,1:19:19,20.619,N,96.947,W
9/9/2017,1:21:19,20.617,N,96.949,W
9/9/2017,1:23:19,20.615,N,96.951,W
9/9/2017,1:25:20,20.612,N,96.953,W
9/9/2017,1:27:20,20.61,N,96.954,W
9/9/2017,1:29:20,20.608,N,96.956,W
9/9/2017,1:31:20,20.607,N,96.958,W
9/9/2017,1:33:20,20.605,N,96.96,W
9/9/2017,1:35:20,20.603,N,96.963,W
9/9/2017,1:37:20,20.602,N,96.965,W
9/9/2017,1:39:20,20.6,N,96.967,W
9/9/2017,1:41:19,20.599,N,96.97,W
9/9/2017,1:43:19,20.598,N,96.972,W
9/9/2017,1:45:19,20.597,N,96.975,W
9/9/2017,1:47:19,20.596,N,96.977,W
9/9/2017,1:49:19,20.595,N,96.98,W
9/9/2017,1:51:19,20.594,N,96.983,W
9/9/2017,1:53:19,20.593,N,96.985,W
9/9/2017,1:55:20,20.592,N,96.988,W
9/9/2017,1:57:20,20.592,N,96.991,W
9/9/2017,1:59:20,20.591,N,96.994,W
9/9/2017,2:01:20,20.591,N,96.997,W
9/9/2017,2:03:20,20.59,N,97,W
9/9/2017,2:05:20,20.59,N,97.003,W
9/9/2017,2:07:20,20.59,N,97.006,W
9/9/2017,2:09:20,20.59,N,97.009,W
9/9/2017,2:11:19,20.59,N,97.013,W
9/9/2017,2:13:19,20.59,N,97.016,W
9/9/2017,2:15:19,20.59,N,97.019,W
9/9/2017,2:17:19,20.59,N,97.023,W
9/9/2017,2:19:19,20.59,N,97.026,W
9/9/2017,2:21:19,20.59,N,97.029,W
9/9/2017,2:23:19,20.59,N,97.033,W
9/9/2017,2:25:20,20.591,N,97.036,W
9/9/2017,2:27:20,20.591,N,97.04,W
9/9/2017,2:29:20,20.591,N,97.043,W
9/9/2017,2:31:20,20.592,N,97.047,W
9/9/2017,2:33:20,20.592,N,97.051,W
9/9/2017,2:35:20,20.593,N,97.054,W
9/9/2017,2:37:20,20.593,N,97.058,W
9/9/2017,2:39:20,20.594,N,97.061,W
9/9/2017,2:41:19,20.594,N,97.065,W
9/9/2017,2:43:19,20.595,N,97.069,W
9/9/2017,2:45:19,20.595,N,97.073,W
9/9/2017,2:47:19,20.596,N,97.076,W
9/9/2017,2:49:19,20.596,N,97.08,W
9/9/2017,2:51:19,20.597,N,97.084,W
9/9/2017,2:53:19,20.598,N,97.087,W
9/9/2017,2:55:20,20.598,N,97.091,W
9/9/2017,2:57:20,20.599,N,97.095,W
9/9/2017,2:59:20,20.6,N,97.099,W
