Track,for,Katia,2017,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/6/2017,17:14:22,21.74,N,95.177,W
9/6/2017,17:16:23,21.742,N,95.175,W
9/6/2017,17:18:22,21.744,N,95.172,W
9/6/2017,17:20:22,21.746,N,95.17,W
9/6/2017,17:22:23,21.748,N,95.168,W
9/6/2017,17:24:23,21.75,N,95.165,W
9/6/2017,17:26:22,21.753,N,95.163,W
9/6/2017,17:28:22,21.755,N,95.16,W
9/6/2017,17:30:23,21.757,N,95.158,W
9/6/2017,17:32:23,21.759,N,95.156,W
9/6/2017,17:34:22,21.761,N,95.153,W
9/6/2017,17:36:22,21.763,N,95.151,W
9/6/2017,17:38:23,21.765,N,95.149,W
9/6/2017,17:40:23,21.768,N,95.146,W
9/6/2017,17:42:22,21.77,N,95.144,W
9/6/2017,17:44:22,21.772,N,95.141,W
9/6/2017,17:46:23,21.774,N,95.139,W
9/6/2017,17:48:22,21.776,N,95.137,W
9/6/2017,17:50:22,21.778,N,95.134,W
9/6/2017,17:52:23,21.781,N,95.132,W
9/6/2017,17:54:23,21.783,N,95.13,W
9/6/2017,17:56:22,21.785,N,95.127,W
9/6/2017,17:58:22,21.787,N,95.125,W
9/6/2017,18:00:23,21.789,N,95.122,W
9/6/2017,18:02:23,21.791,N,95.12,W
9/6/2017,18:04:22,21.794,N,95.118,W
9/6/2017,18:06:22,21.796,N,95.115,W
9/6/2017,18:08:23,21.798,N,95.113,W
9/6/2017,18:10:23,21.8,N,95.111,W
9/6/2017,18:12:22,21.802,N,95.108,W
9/6/2017,18:14:22,21.804,N,95.106,W
9/6/2017,18:16:23,21.806,N,95.104,W
9/6/2017,18:18:22,21.809,N,95.101,W
9/6/2017,18:20:22,21.811,N,95.099,W
9/6/2017,18:22:23,21.813,N,95.096,W
9/6/2017,18:24:23,21.815,N,95.094,W
9/6/2017,18:26:22,21.817,N,95.092,W
9/6/2017,18:28:22,21.819,N,95.089,W
9/6/2017,18:30:23,21.821,N,95.087,W
9/6/2017,18:32:23,21.823,N,95.085,W
9/6/2017,18:34:22,21.826,N,95.082,W
9/6/2017,18:36:22,21.828,N,95.08,W
9/6/2017,18:38:23,21.83,N,95.078,W
9/6/2017,18:40:23,21.832,N,95.075,W
9/6/2017,18:42:22,21.834,N,95.073,W
9/6/2017,18:44:22,21.836,N,95.071,W
9/6/2017,18:46:23,21.838,N,95.068,W
9/6/2017,18:48:22,21.84,N,95.066,W
9/6/2017,18:50:22,21.842,N,95.064,W
9/6/2017,18:52:23,21.845,N,95.061,W
9/6/2017,18:54:23,21.847,N,95.059,W
9/6/2017,18:56:22,21.849,N,95.056,W
9/6/2017,18:58:22,21.851,N,95.054,W
9/6/2017,19:00:23,21.853,N,95.052,W
9/6/2017,19:02:23,21.855,N,95.049,W
9/6/2017,19:04:22,21.857,N,95.047,W
9/6/2017,19:06:22,21.859,N,95.045,W
9/6/2017,19:08:23,21.861,N,95.042,W
9/6/2017,19:10:23,21.863,N,95.04,W
9/6/2017,19:12:22,21.865,N,95.038,W
9/6/2017,19:14:22,21.867,N,95.036,W
9/6/2017,19:16:23,21.869,N,95.033,W
9/6/2017,19:18:22,21.871,N,95.031,W
9/6/2017,19:20:22,21.873,N,95.029,W
9/6/2017,19:22:23,21.876,N,95.026,W
9/6/2017,19:24:23,21.878,N,95.024,W
9/6/2017,19:26:22,21.88,N,95.022,W
9/6/2017,19:28:22,21.882,N,95.019,W
9/6/2017,19:30:23,21.884,N,95.017,W
9/6/2017,19:32:23,21.886,N,95.015,W
9/6/2017,19:34:22,21.888,N,95.012,W
9/6/2017,19:36:22,21.89,N,95.01,W
9/6/2017,19:38:23,21.892,N,95.008,W
9/6/2017,19:40:23,21.894,N,95.006,W
9/6/2017,19:42:22,21.896,N,95.003,W
9/6/2017,19:44:22,21.898,N,95.001,W
9/6/2017,19:46:23,21.9,N,94.999,W
9/6/2017,19:48:22,21.902,N,94.996,W
9/6/2017,19:50:22,21.904,N,94.994,W
9/6/2017,19:52:23,21.906,N,94.992,W
9/6/2017,19:54:23,21.908,N,94.99,W
9/6/2017,19:56:22,21.91,N,94.987,W
9/6/2017,19:58:22,21.912,N,94.985,W
9/6/2017,20:00:23,21.913,N,94.983,W
9/6/2017,20:02:23,21.915,N,94.98,W
9/6/2017,20:04:22,21.917,N,94.978,W
9/6/2017,20:06:22,21.919,N,94.976,W
9/6/2017,20:08:23,21.921,N,94.974,W
9/6/2017,20:10:23,21.923,N,94.971,W
9/6/2017,20:12:22,21.925,N,94.969,W
9/6/2017,20:14:22,21.927,N,94.967,W
9/6/2017,20:16:23,21.929,N,94.965,W
9/6/2017,20:18:22,21.931,N,94.962,W
9/6/2017,20:20:22,21.933,N,94.96,W
9/6/2017,20:22:23,21.935,N,94.958,W
9/6/2017,20:24:23,21.936,N,94.956,W
9/6/2017,20:26:22,21.938,N,94.954,W
9/6/2017,20:28:22,21.94,N,94.951,W
9/6/2017,20:30:23,21.942,N,94.949,W
9/6/2017,20:32:23,21.944,N,94.947,W
9/6/2017,20:34:22,21.946,N,94.945,W
9/6/2017,20:36:22,21.948,N,94.942,W
9/6/2017,20:38:23,21.949,N,94.94,W
9/6/2017,20:40:23,21.951,N,94.938,W
9/6/2017,20:42:22,21.953,N,94.936,W
9/6/2017,20:44:22,21.955,N,94.934,W
9/6/2017,20:46:23,21.957,N,94.931,W
9/6/2017,20:48:22,21.959,N,94.929,W
9/6/2017,20:50:22,21.96,N,94.927,W
9/6/2017,20:52:23,21.962,N,94.925,W
9/6/2017,20:54:23,21.964,N,94.923,W
9/6/2017,20:56:22,21.966,N,94.92,W
9/6/2017,20:58:22,21.967,N,94.918,W
9/6/2017,21:00:23,21.969,N,94.916,W
9/6/2017,21:02:23,21.971,N,94.914,W
9/6/2017,21:04:22,21.973,N,94.912,W
9/6/2017,21:06:22,21.974,N,94.91,W
9/6/2017,21:08:23,21.976,N,94.908,W
9/6/2017,21:10:23,21.978,N,94.905,W
9/6/2017,21:12:22,21.98,N,94.903,W
9/6/2017,21:14:22,21.981,N,94.901,W
9/6/2017,21:16:23,21.983,N,94.899,W
9/6/2017,21:18:22,21.985,N,94.897,W
9/6/2017,21:20:22,21.986,N,94.895,W
9/6/2017,21:22:23,21.988,N,94.893,W
9/6/2017,21:24:23,21.99,N,94.89,W
9/6/2017,21:26:22,21.991,N,94.888,W
9/6/2017,21:28:22,21.993,N,94.886,W
9/6/2017,21:30:23,21.995,N,94.884,W
9/6/2017,21:32:23,21.996,N,94.882,W
9/6/2017,21:34:22,21.998,N,94.88,W
9/6/2017,21:36:22,22,N,94.878,W
9/6/2017,21:38:23,22.001,N,94.876,W
9/6/2017,21:40:23,22.003,N,94.874,W
9/6/2017,21:42:22,22.004,N,94.872,W
9/6/2017,21:44:22,22.006,N,94.869,W
9/6/2017,21:46:23,22.008,N,94.867,W
9/6/2017,21:48:22,22.009,N,94.865,W
9/6/2017,21:50:22,22.011,N,94.863,W
9/6/2017,21:52:23,22.012,N,94.861,W
9/6/2017,21:54:23,22.014,N,94.859,W
9/6/2017,21:56:22,22.015,N,94.857,W
9/6/2017,21:58:22,22.017,N,94.855,W
9/6/2017,22:00:23,22.018,N,94.853,W
9/6/2017,22:02:23,22.02,N,94.851,W
9/6/2017,22:04:22,22.021,N,94.849,W
9/6/2017,22:06:22,22.023,N,94.847,W
9/6/2017,22:08:23,22.024,N,94.845,W
9/6/2017,22:10:23,22.026,N,94.843,W
9/6/2017,22:12:22,22.027,N,94.841,W
9/6/2017,22:14:22,22.029,N,94.839,W
9/6/2017,22:16:23,22.03,N,94.837,W
9/6/2017,22:18:22,22.031,N,94.835,W
9/6/2017,22:20:22,22.033,N,94.833,W
9/6/2017,22:22:23,22.034,N,94.831,W
9/6/2017,22:24:23,22.036,N,94.829,W
9/6/2017,22:26:22,22.037,N,94.827,W
9/6/2017,22:28:22,22.038,N,94.825,W
9/6/2017,22:30:23,22.04,N,94.823,W
9/6/2017,22:32:23,22.041,N,94.821,W
9/6/2017,22:34:22,22.043,N,94.819,W
9/6/2017,22:36:22,22.044,N,94.817,W
9/6/2017,22:38:23,22.045,N,94.815,W
9/6/2017,22:40:23,22.046,N,94.813,W
9/6/2017,22:42:22,22.048,N,94.811,W
9/6/2017,22:44:22,22.049,N,94.809,W
9/6/2017,22:46:23,22.05,N,94.808,W
9/6/2017,22:48:22,22.052,N,94.806,W
9/6/2017,22:50:22,22.053,N,94.804,W
9/6/2017,22:52:23,22.054,N,94.802,W
9/6/2017,22:54:23,22.055,N,94.8,W
9/6/2017,22:56:22,22.057,N,94.798,W
9/6/2017,22:58:22,22.058,N,94.796,W
9/6/2017,23:00:23,22.059,N,94.794,W
9/6/2017,23:02:23,22.06,N,94.792,W
9/6/2017,23:04:22,22.061,N,94.79,W
9/6/2017,23:06:22,22.062,N,94.789,W
9/6/2017,23:08:23,22.064,N,94.787,W
9/6/2017,23:10:23,22.065,N,94.785,W
9/6/2017,23:12:22,22.066,N,94.783,W
9/6/2017,23:14:22,22.067,N,94.781,W
9/6/2017,23:16:23,22.068,N,94.779,W
9/6/2017,23:18:22,22.069,N,94.778,W
9/6/2017,23:20:22,22.07,N,94.776,W
9/6/2017,23:22:23,22.071,N,94.774,W
9/6/2017,23:24:23,22.072,N,94.772,W
9/6/2017,23:26:22,22.073,N,94.77,W
9/6/2017,23:28:22,22.074,N,94.769,W
9/6/2017,23:30:23,22.076,N,94.767,W
9/6/2017,23:32:23,22.077,N,94.765,W
9/6/2017,23:34:22,22.078,N,94.763,W
9/6/2017,23:36:22,22.079,N,94.761,W
9/6/2017,23:38:23,22.079,N,94.76,W
9/6/2017,23:40:23,22.08,N,94.758,W
9/6/2017,23:42:22,22.081,N,94.756,W
9/6/2017,23:44:22,22.082,N,94.754,W
9/6/2017,23:46:23,22.083,N,94.753,W
9/6/2017,23:48:22,22.084,N,94.751,W
9/6/2017,23:50:22,22.085,N,94.749,W
9/6/2017,23:52:23,22.086,N,94.748,W
9/6/2017,23:54:23,22.087,N,94.746,W
9/6/2017,23:56:22,22.088,N,94.744,W
9/6/2017,23:58:22,22.088,N,94.742,W
9/7/2017,0:00:23,22.089,N,94.741,W
9/7/2017,0:02:23,22.09,N,94.739,W
9/7/2017,0:04:22,22.091,N,94.737,W
9/7/2017,0:06:22,22.092,N,94.736,W
9/7/2017,0:08:23,22.092,N,94.734,W
9/7/2017,0:10:23,22.093,N,94.732,W
9/7/2017,0:12:22,22.094,N,94.731,W
9/7/2017,0:14:22,22.095,N,94.729,W
9/7/2017,0:16:23,22.095,N,94.728,W
9/7/2017,0:18:22,22.096,N,94.726,W
9/7/2017,0:20:22,22.097,N,94.724,W
9/7/2017,0:22:23,22.097,N,94.723,W
9/7/2017,0:24:23,22.098,N,94.721,W
9/7/2017,0:26:22,22.099,N,94.72,W
9/7/2017,0:28:22,22.099,N,94.718,W
9/7/2017,0:30:23,22.1,N,94.716,W
9/7/2017,0:32:23,22.101,N,94.715,W
9/7/2017,0:34:22,22.101,N,94.713,W
9/7/2017,0:36:22,22.102,N,94.712,W
9/7/2017,0:38:23,22.102,N,94.71,W
9/7/2017,0:40:23,22.103,N,94.709,W
9/7/2017,0:42:22,22.103,N,94.707,W
9/7/2017,0:44:22,22.104,N,94.706,W
9/7/2017,0:46:23,22.104,N,94.704,W
9/7/2017,0:48:22,22.105,N,94.703,W
9/7/2017,0:50:22,22.105,N,94.701,W
9/7/2017,0:52:23,22.106,N,94.7,W
9/7/2017,0:54:23,22.106,N,94.698,W
9/7/2017,0:56:22,22.107,N,94.697,W
9/7/2017,0:58:22,22.107,N,94.695,W
9/7/2017,1:00:23,22.107,N,94.694,W
9/7/2017,1:02:23,22.108,N,94.692,W
9/7/2017,1:04:22,22.108,N,94.691,W
9/7/2017,1:06:22,22.109,N,94.689,W
9/7/2017,1:08:23,22.109,N,94.688,W
9/7/2017,1:10:23,22.109,N,94.686,W
9/7/2017,1:12:22,22.11,N,94.685,W
9/7/2017,1:14:22,22.11,N,94.684,W
9/7/2017,1:16:23,22.11,N,94.682,W
9/7/2017,1:18:22,22.11,N,94.681,W
9/7/2017,1:20:22,22.111,N,94.679,W
9/7/2017,1:22:23,22.111,N,94.678,W
9/7/2017,1:24:23,22.111,N,94.677,W
9/7/2017,1:26:22,22.111,N,94.675,W
9/7/2017,1:28:22,22.111,N,94.674,W
9/7/2017,1:30:23,22.111,N,94.673,W
9/7/2017,1:32:23,22.112,N,94.671,W
9/7/2017,1:34:22,22.112,N,94.67,W
9/7/2017,1:36:22,22.112,N,94.669,W
9/7/2017,1:38:23,22.112,N,94.667,W
9/7/2017,1:40:23,22.112,N,94.666,W
9/7/2017,1:42:22,22.112,N,94.665,W
9/7/2017,1:44:22,22.112,N,94.664,W
9/7/2017,1:46:23,22.112,N,94.662,W
9/7/2017,1:48:22,22.112,N,94.661,W
9/7/2017,1:50:22,22.112,N,94.66,W
9/7/2017,1:52:23,22.112,N,94.659,W
9/7/2017,1:54:23,22.112,N,94.657,W
9/7/2017,1:56:22,22.112,N,94.656,W
9/7/2017,1:58:22,22.112,N,94.655,W
9/7/2017,2:00:23,22.112,N,94.654,W
9/7/2017,2:02:23,22.112,N,94.652,W
9/7/2017,2:04:22,22.112,N,94.651,W
9/7/2017,2:06:22,22.111,N,94.65,W
9/7/2017,2:08:23,22.111,N,94.649,W
9/7/2017,2:10:23,22.111,N,94.648,W
9/7/2017,2:12:22,22.111,N,94.647,W
9/7/2017,2:14:22,22.111,N,94.645,W
9/7/2017,2:16:23,22.11,N,94.644,W
9/7/2017,2:18:22,22.11,N,94.643,W
9/7/2017,2:20:22,22.11,N,94.642,W
9/7/2017,2:22:23,22.109,N,94.641,W
9/7/2017,2:24:23,22.109,N,94.64,W
9/7/2017,2:26:22,22.109,N,94.639,W
9/7/2017,2:28:22,22.108,N,94.638,W
9/7/2017,2:30:23,22.108,N,94.637,W
9/7/2017,2:32:23,22.108,N,94.636,W
9/7/2017,2:34:22,22.107,N,94.635,W
9/7/2017,2:36:22,22.107,N,94.633,W
9/7/2017,2:38:23,22.106,N,94.632,W
9/7/2017,2:40:23,22.106,N,94.631,W
9/7/2017,2:42:22,22.105,N,94.63,W
9/7/2017,2:44:22,22.105,N,94.629,W
9/7/2017,2:46:23,22.104,N,94.628,W
9/7/2017,2:48:22,22.104,N,94.627,W
9/7/2017,2:50:22,22.103,N,94.626,W
9/7/2017,2:52:23,22.103,N,94.626,W
9/7/2017,2:54:23,22.102,N,94.625,W
9/7/2017,2:56:22,22.102,N,94.624,W
9/7/2017,2:58:22,22.101,N,94.623,W
9/7/2017,3:00:23,22.1,N,94.622,W
9/7/2017,3:02:23,22.1,N,94.621,W
9/7/2017,3:04:22,22.099,N,94.62,W
9/7/2017,3:06:22,22.098,N,94.619,W
9/7/2017,3:08:23,22.098,N,94.618,W
9/7/2017,3:10:23,22.097,N,94.617,W
9/7/2017,3:12:22,22.096,N,94.616,W
9/7/2017,3:14:22,22.095,N,94.616,W
9/7/2017,3:16:23,22.095,N,94.615,W
9/7/2017,3:18:22,22.094,N,94.614,W
9/7/2017,3:20:22,22.093,N,94.613,W
9/7/2017,3:22:23,22.092,N,94.612,W
9/7/2017,3:24:23,22.091,N,94.611,W
9/7/2017,3:26:22,22.09,N,94.611,W
9/7/2017,3:28:22,22.09,N,94.61,W
9/7/2017,3:30:23,22.089,N,94.609,W
9/7/2017,3:32:23,22.088,N,94.608,W
9/7/2017,3:34:22,22.087,N,94.607,W
9/7/2017,3:36:22,22.086,N,94.607,W
9/7/2017,3:38:23,22.085,N,94.606,W
9/7/2017,3:40:23,22.084,N,94.605,W
9/7/2017,3:42:22,22.083,N,94.604,W
9/7/2017,3:44:22,22.082,N,94.604,W
9/7/2017,3:46:23,22.081,N,94.603,W
9/7/2017,3:48:22,22.08,N,94.602,W
9/7/2017,3:50:22,22.079,N,94.601,W
9/7/2017,3:52:23,22.078,N,94.601,W
9/7/2017,3:54:23,22.077,N,94.6,W
9/7/2017,3:56:22,22.076,N,94.599,W
9/7/2017,3:58:22,22.074,N,94.599,W
9/7/2017,4:00:23,22.073,N,94.598,W
9/7/2017,4:02:23,22.072,N,94.597,W
9/7/2017,4:04:22,22.071,N,94.597,W
9/7/2017,4:06:22,22.07,N,94.596,W
9/7/2017,4:08:23,22.069,N,94.595,W
9/7/2017,4:10:23,22.067,N,94.595,W
9/7/2017,4:12:22,22.066,N,94.594,W
9/7/2017,4:14:22,22.065,N,94.594,W
9/7/2017,4:16:23,22.064,N,94.593,W
9/7/2017,4:18:22,22.062,N,94.592,W
9/7/2017,4:20:22,22.061,N,94.592,W
9/7/2017,4:22:23,22.06,N,94.591,W
9/7/2017,4:24:23,22.058,N,94.591,W
9/7/2017,4:26:22,22.057,N,94.59,W
9/7/2017,4:28:22,22.056,N,94.589,W
9/7/2017,4:30:23,22.054,N,94.589,W
9/7/2017,4:32:23,22.053,N,94.588,W
9/7/2017,4:34:22,22.052,N,94.588,W
9/7/2017,4:36:22,22.05,N,94.587,W
9/7/2017,4:38:23,22.049,N,94.587,W
9/7/2017,4:40:23,22.047,N,94.586,W
9/7/2017,4:42:22,22.046,N,94.586,W
9/7/2017,4:44:22,22.044,N,94.585,W
9/7/2017,4:46:23,22.043,N,94.585,W
9/7/2017,4:48:22,22.041,N,94.584,W
9/7/2017,4:50:22,22.04,N,94.584,W
9/7/2017,4:52:23,22.038,N,94.583,W
9/7/2017,4:54:23,22.037,N,94.583,W
9/7/2017,4:56:22,22.035,N,94.582,W
9/7/2017,4:58:22,22.034,N,94.582,W
9/7/2017,5:00:23,22.032,N,94.581,W
9/7/2017,5:02:23,22.031,N,94.581,W
9/7/2017,5:04:22,22.029,N,94.581,W
9/7/2017,5:06:22,22.027,N,94.58,W
9/7/2017,5:08:23,22.026,N,94.58,W
9/7/2017,5:10:23,22.024,N,94.579,W
9/7/2017,5:12:22,22.022,N,94.579,W
9/7/2017,5:14:22,22.021,N,94.579,W
9/7/2017,5:16:23,22.019,N,94.578,W
9/7/2017,5:18:22,22.017,N,94.578,W
9/7/2017,5:20:22,22.016,N,94.577,W
9/7/2017,5:22:23,22.014,N,94.577,W
9/7/2017,5:24:23,22.012,N,94.577,W
9/7/2017,5:26:22,22.01,N,94.576,W
9/7/2017,5:28:22,22.009,N,94.576,W
9/7/2017,5:30:23,22.007,N,94.576,W
9/7/2017,5:32:23,22.005,N,94.575,W
9/7/2017,5:34:22,22.003,N,94.575,W
9/7/2017,5:36:22,22.002,N,94.575,W
9/7/2017,5:38:23,22,N,94.574,W
9/7/2017,5:40:23,21.998,N,94.574,W
9/7/2017,5:42:22,21.996,N,94.574,W
9/7/2017,5:44:22,21.994,N,94.573,W
9/7/2017,5:46:23,21.992,N,94.573,W
9/7/2017,5:48:22,21.99,N,94.573,W
9/7/2017,5:50:22,21.989,N,94.573,W
9/7/2017,5:52:23,21.987,N,94.572,W
9/7/2017,5:54:23,21.985,N,94.572,W
9/7/2017,5:56:22,21.983,N,94.572,W
9/7/2017,5:58:22,21.981,N,94.571,W
9/7/2017,6:00:23,21.979,N,94.571,W
9/7/2017,6:02:23,21.977,N,94.571,W
9/7/2017,6:04:22,21.975,N,94.571,W
9/7/2017,6:06:22,21.973,N,94.57,W
9/7/2017,6:08:23,21.971,N,94.57,W
9/7/2017,6:10:23,21.969,N,94.57,W
9/7/2017,6:12:22,21.967,N,94.57,W
9/7/2017,6:14:22,21.965,N,94.57,W
9/7/2017,6:16:23,21.963,N,94.569,W
9/7/2017,6:18:22,21.961,N,94.569,W
9/7/2017,6:20:22,21.959,N,94.569,W
9/7/2017,6:22:23,21.957,N,94.569,W
9/7/2017,6:24:23,21.955,N,94.569,W
9/7/2017,6:26:22,21.953,N,94.568,W
9/7/2017,6:28:22,21.95,N,94.568,W
9/7/2017,6:30:23,21.948,N,94.568,W
9/7/2017,6:32:23,21.946,N,94.568,W
9/7/2017,6:34:22,21.944,N,94.568,W
9/7/2017,6:36:22,21.942,N,94.568,W
9/7/2017,6:38:23,21.94,N,94.568,W
9/7/2017,6:40:23,21.938,N,94.567,W
9/7/2017,6:42:22,21.935,N,94.567,W
9/7/2017,6:44:22,21.933,N,94.567,W
9/7/2017,6:46:23,21.931,N,94.567,W
9/7/2017,6:48:22,21.929,N,94.567,W
9/7/2017,6:50:22,21.927,N,94.567,W
9/7/2017,6:52:23,21.924,N,94.567,W
9/7/2017,6:54:23,21.922,N,94.567,W
9/7/2017,6:56:22,21.92,N,94.566,W
9/7/2017,6:58:22,21.918,N,94.566,W
9/7/2017,7:00:23,21.915,N,94.566,W
9/7/2017,7:02:23,21.913,N,94.566,W
9/7/2017,7:04:22,21.911,N,94.566,W
9/7/2017,7:06:22,21.909,N,94.566,W
9/7/2017,7:08:23,21.906,N,94.566,W
9/7/2017,7:10:23,21.904,N,94.566,W
9/7/2017,7:12:22,21.902,N,94.566,W
9/7/2017,7:14:22,21.899,N,94.566,W
9/7/2017,7:16:23,21.897,N,94.566,W
9/7/2017,7:18:22,21.895,N,94.566,W
9/7/2017,7:20:22,21.892,N,94.566,W
9/7/2017,7:22:23,21.89,N,94.566,W
9/7/2017,7:24:23,21.887,N,94.566,W
9/7/2017,7:26:22,21.885,N,94.566,W
9/7/2017,7:28:22,21.883,N,94.566,W
9/7/2017,7:30:23,21.88,N,94.566,W
9/7/2017,7:32:23,21.878,N,94.566,W
9/7/2017,7:34:22,21.875,N,94.566,W
9/7/2017,7:36:22,21.873,N,94.566,W
9/7/2017,7:38:23,21.871,N,94.566,W
9/7/2017,7:40:23,21.868,N,94.566,W
9/7/2017,7:42:22,21.866,N,94.566,W
9/7/2017,7:44:22,21.863,N,94.566,W
9/7/2017,7:46:23,21.861,N,94.566,W
9/7/2017,7:48:22,21.858,N,94.566,W
9/7/2017,7:50:22,21.856,N,94.566,W
9/7/2017,7:52:23,21.853,N,94.566,W
9/7/2017,7:54:23,21.851,N,94.566,W
9/7/2017,7:56:22,21.848,N,94.566,W
9/7/2017,7:58:22,21.846,N,94.566,W
9/7/2017,8:00:23,21.843,N,94.566,W
9/7/2017,8:02:23,21.841,N,94.566,W
9/7/2017,8:04:22,21.838,N,94.566,W
9/7/2017,8:06:22,21.836,N,94.566,W
9/7/2017,8:08:22,21.833,N,94.566,W
9/7/2017,8:10:22,21.831,N,94.566,W
9/7/2017,8:12:23,21.828,N,94.566,W
9/7/2017,8:14:23,21.825,N,94.566,W
9/7/2017,8:16:23,21.823,N,94.566,W
9/7/2017,8:18:22,21.82,N,94.566,W
9/7/2017,8:20:22,21.818,N,94.566,W
9/7/2017,8:22:22,21.815,N,94.567,W
9/7/2017,8:24:22,21.812,N,94.567,W
9/7/2017,8:26:23,21.81,N,94.567,W
9/7/2017,8:28:23,21.807,N,94.567,W
9/7/2017,8:30:23,21.805,N,94.567,W
9/7/2017,8:32:23,21.802,N,94.567,W
9/7/2017,8:34:22,21.799,N,94.567,W
9/7/2017,8:36:22,21.797,N,94.567,W
9/7/2017,8:38:22,21.794,N,94.567,W
9/7/2017,8:40:22,21.791,N,94.567,W
9/7/2017,8:42:23,21.789,N,94.568,W
9/7/2017,8:44:23,21.786,N,94.568,W
9/7/2017,8:46:23,21.783,N,94.568,W
9/7/2017,8:48:22,21.781,N,94.568,W
9/7/2017,8:50:22,21.778,N,94.568,W
9/7/2017,8:52:22,21.775,N,94.568,W
9/7/2017,8:54:22,21.773,N,94.568,W
9/7/2017,8:56:23,21.77,N,94.568,W
9/7/2017,8:58:23,21.767,N,94.569,W
9/7/2017,9:00:23,21.764,N,94.569,W
9/7/2017,9:02:23,21.762,N,94.569,W
9/7/2017,9:04:22,21.759,N,94.569,W
9/7/2017,9:06:22,21.756,N,94.569,W
9/7/2017,9:08:22,21.754,N,94.569,W
9/7/2017,9:10:22,21.751,N,94.569,W
9/7/2017,9:12:23,21.748,N,94.57,W
9/7/2017,9:14:23,21.745,N,94.57,W
9/7/2017,9:16:23,21.743,N,94.57,W
9/7/2017,9:18:22,21.74,N,94.57,W
9/7/2017,9:20:22,21.737,N,94.57,W
9/7/2017,9:22:22,21.734,N,94.57,W
9/7/2017,9:24:22,21.732,N,94.571,W
9/7/2017,9:26:23,21.729,N,94.571,W
9/7/2017,9:28:23,21.726,N,94.571,W
9/7/2017,9:30:23,21.723,N,94.571,W
9/7/2017,9:32:23,21.72,N,94.571,W
9/7/2017,9:34:22,21.718,N,94.572,W
9/7/2017,9:36:22,21.715,N,94.572,W
9/7/2017,9:38:22,21.712,N,94.572,W
9/7/2017,9:40:22,21.709,N,94.572,W
9/7/2017,9:42:23,21.706,N,94.572,W
9/7/2017,9:44:23,21.704,N,94.573,W
9/7/2017,9:46:23,21.701,N,94.573,W
9/7/2017,9:48:22,21.698,N,94.573,W
9/7/2017,9:50:22,21.695,N,94.573,W
9/7/2017,9:52:22,21.692,N,94.573,W
9/7/2017,9:54:22,21.689,N,94.574,W
9/7/2017,9:56:23,21.687,N,94.574,W
9/7/2017,9:58:23,21.684,N,94.574,W
9/7/2017,10:00:23,21.681,N,94.574,W
9/7/2017,10:02:23,21.678,N,94.574,W
9/7/2017,10:04:22,21.675,N,94.575,W
9/7/2017,10:06:22,21.672,N,94.575,W
9/7/2017,10:08:22,21.669,N,94.575,W
9/7/2017,10:10:22,21.667,N,94.575,W
9/7/2017,10:12:23,21.664,N,94.576,W
9/7/2017,10:14:23,21.661,N,94.576,W
9/7/2017,10:16:23,21.658,N,94.576,W
9/7/2017,10:18:22,21.655,N,94.576,W
9/7/2017,10:20:22,21.652,N,94.576,W
9/7/2017,10:22:22,21.649,N,94.577,W
9/7/2017,10:24:22,21.646,N,94.577,W
9/7/2017,10:26:23,21.643,N,94.577,W
9/7/2017,10:28:23,21.641,N,94.577,W
9/7/2017,10:30:23,21.638,N,94.578,W
9/7/2017,10:32:23,21.635,N,94.578,W
9/7/2017,10:34:22,21.632,N,94.578,W
9/7/2017,10:36:22,21.629,N,94.578,W
9/7/2017,10:38:22,21.626,N,94.579,W
9/7/2017,10:40:22,21.623,N,94.579,W
9/7/2017,10:42:23,21.62,N,94.579,W
9/7/2017,10:44:23,21.617,N,94.579,W
9/7/2017,10:46:23,21.614,N,94.58,W
9/7/2017,10:48:22,21.612,N,94.58,W
9/7/2017,10:50:22,21.609,N,94.58,W
9/7/2017,10:52:22,21.606,N,94.58,W
9/7/2017,10:54:22,21.603,N,94.58,W
9/7/2017,10:56:23,21.6,N,94.581,W
9/7/2017,10:58:23,21.597,N,94.581,W
9/7/2017,11:00:23,21.594,N,94.581,W
9/7/2017,11:02:23,21.591,N,94.582,W
9/7/2017,11:04:22,21.588,N,94.582,W
9/7/2017,11:06:22,21.585,N,94.582,W
9/7/2017,11:08:22,21.582,N,94.582,W
9/7/2017,11:10:22,21.579,N,94.583,W
9/7/2017,11:12:23,21.577,N,94.583,W
9/7/2017,11:14:06,21.574,N,94.583,W
9/7/2017,11:16:06,21.574,N,94.585,W
9/7/2017,11:18:05,21.573,N,94.587,W
9/7/2017,11:20:05,21.573,N,94.589,W
9/7/2017,11:22:05,21.573,N,94.591,W
9/7/2017,11:24:06,21.573,N,94.593,W
9/7/2017,11:26:06,21.572,N,94.595,W
9/7/2017,11:28:06,21.572,N,94.597,W
9/7/2017,11:30:06,21.572,N,94.599,W
9/7/2017,11:32:05,21.571,N,94.601,W
9/7/2017,11:34:05,21.571,N,94.603,W
9/7/2017,11:36:05,21.571,N,94.605,W
9/7/2017,11:38:05,21.57,N,94.607,W
9/7/2017,11:40:06,21.57,N,94.608,W
9/7/2017,11:41:39,21.57,N,94.61,W
9/7/2017,11:43:40,21.57,N,94.611,W
9/7/2017,11:45:40,21.57,N,94.612,W
