Track,for,Hanna,2008,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/6/2008,13:20:18,36.185,N,77.839,W
9/6/2008,13:22:19,36.197,N,77.832,W
9/6/2008,13:24:18,36.208,N,77.825,W
9/6/2008,13:26:19,36.22,N,77.818,W
9/6/2008,13:28:18,36.232,N,77.811,W
9/6/2008,13:30:19,36.244,N,77.804,W
9/6/2008,13:32:18,36.256,N,77.796,W
9/6/2008,13:34:19,36.268,N,77.789,W
9/6/2008,13:36:18,36.28,N,77.782,W
9/6/2008,13:38:18,36.291,N,77.775,W
9/6/2008,13:40:19,36.303,N,77.768,W
9/6/2008,13:42:18,36.315,N,77.76,W
9/6/2008,13:44:19,36.327,N,77.753,W
9/6/2008,13:46:18,36.339,N,77.746,W
9/6/2008,13:48:19,36.351,N,77.738,W
9/6/2008,13:50:18,36.362,N,77.731,W
9/6/2008,13:52:19,36.374,N,77.724,W
9/6/2008,13:54:18,36.386,N,77.716,W
9/6/2008,13:56:19,36.398,N,77.709,W
9/6/2008,13:58:18,36.409,N,77.701,W
9/6/2008,14:00:19,36.421,N,77.694,W
9/6/2008,14:02:18,36.433,N,77.686,W
9/6/2008,14:04:19,36.445,N,77.679,W
9/6/2008,14:06:18,36.456,N,77.671,W
9/6/2008,14:08:18,36.468,N,77.664,W
9/6/2008,14:10:19,36.48,N,77.656,W
9/6/2008,14:12:18,36.492,N,77.649,W
9/6/2008,14:14:19,36.503,N,77.641,W
9/6/2008,14:16:18,36.515,N,77.634,W
9/6/2008,14:18:19,36.527,N,77.626,W
9/6/2008,14:20:18,36.539,N,77.618,W
9/6/2008,14:22:19,36.55,N,77.611,W
9/6/2008,14:24:18,36.562,N,77.603,W
9/6/2008,14:26:19,36.574,N,77.595,W
9/6/2008,14:28:18,36.585,N,77.587,W
9/6/2008,14:30:19,36.597,N,77.58,W
9/6/2008,14:32:18,36.609,N,77.572,W
9/6/2008,14:34:19,36.62,N,77.564,W
9/6/2008,14:36:18,36.632,N,77.556,W
9/6/2008,14:38:18,36.644,N,77.548,W
9/6/2008,14:40:19,36.655,N,77.541,W
9/6/2008,14:42:18,36.667,N,77.533,W
9/6/2008,14:44:19,36.679,N,77.525,W
9/6/2008,14:46:18,36.69,N,77.517,W
9/6/2008,14:48:19,36.702,N,77.509,W
9/6/2008,14:50:18,36.713,N,77.501,W
9/6/2008,14:52:19,36.725,N,77.493,W
9/6/2008,14:54:18,36.737,N,77.485,W
9/6/2008,14:56:19,36.748,N,77.477,W
9/6/2008,14:58:18,36.76,N,77.469,W
9/6/2008,15:00:19,36.771,N,77.461,W
9/6/2008,15:02:18,36.783,N,77.453,W
9/6/2008,15:04:19,36.795,N,77.445,W
9/6/2008,15:06:18,36.806,N,77.437,W
9/6/2008,15:08:18,36.818,N,77.429,W
9/6/2008,15:10:19,36.829,N,77.421,W
9/6/2008,15:12:18,36.841,N,77.413,W
9/6/2008,15:14:19,36.852,N,77.405,W
9/6/2008,15:16:18,36.864,N,77.397,W
9/6/2008,15:18:19,36.876,N,77.389,W
9/6/2008,15:20:18,36.887,N,77.38,W
9/6/2008,15:22:19,36.899,N,77.372,W
9/6/2008,15:24:18,36.91,N,77.364,W
9/6/2008,15:26:19,36.922,N,77.356,W
9/6/2008,15:28:18,36.933,N,77.348,W
9/6/2008,15:30:19,36.945,N,77.339,W
9/6/2008,15:32:18,36.956,N,77.331,W
9/6/2008,15:34:19,36.968,N,77.323,W
9/6/2008,15:36:18,36.979,N,77.315,W
9/6/2008,15:38:18,36.991,N,77.306,W
9/6/2008,15:40:19,37.002,N,77.298,W
9/6/2008,15:42:18,37.014,N,77.29,W
9/6/2008,15:44:19,37.025,N,77.282,W
9/6/2008,15:46:18,37.037,N,77.273,W
9/6/2008,15:48:19,37.048,N,77.265,W
9/6/2008,15:50:18,37.06,N,77.257,W
9/6/2008,15:52:19,37.071,N,77.248,W
9/6/2008,15:54:18,37.083,N,77.24,W
9/6/2008,15:56:19,37.094,N,77.232,W
9/6/2008,15:58:18,37.106,N,77.223,W
9/6/2008,16:00:19,37.117,N,77.215,W
9/6/2008,16:02:18,37.129,N,77.206,W
9/6/2008,16:04:19,37.14,N,77.198,W
9/6/2008,16:06:18,37.152,N,77.19,W
9/6/2008,16:08:18,37.163,N,77.181,W
9/6/2008,16:10:19,37.175,N,77.173,W
9/6/2008,16:12:18,37.186,N,77.164,W
9/6/2008,16:14:19,37.198,N,77.156,W
9/6/2008,16:16:18,37.209,N,77.147,W
9/6/2008,16:18:19,37.22,N,77.139,W
9/6/2008,16:20:18,37.232,N,77.13,W
9/6/2008,16:22:19,37.243,N,77.122,W
9/6/2008,16:24:18,37.255,N,77.113,W
9/6/2008,16:26:19,37.266,N,77.105,W
9/6/2008,16:28:18,37.278,N,77.096,W
9/6/2008,16:30:19,37.289,N,77.088,W
9/6/2008,16:32:18,37.3,N,77.079,W
9/6/2008,16:34:19,37.312,N,77.071,W
9/6/2008,16:36:18,37.323,N,77.062,W
9/6/2008,16:38:18,37.335,N,77.054,W
9/6/2008,16:40:19,37.346,N,77.045,W
9/6/2008,16:42:18,37.358,N,77.036,W
9/6/2008,16:44:19,37.369,N,77.028,W
9/6/2008,16:46:18,37.38,N,77.019,W
9/6/2008,16:48:19,37.392,N,77.011,W
9/6/2008,16:50:18,37.403,N,77.002,W
9/6/2008,16:52:19,37.415,N,76.993,W
9/6/2008,16:54:18,37.426,N,76.985,W
9/6/2008,16:56:19,37.437,N,76.976,W
9/6/2008,16:58:18,37.449,N,76.968,W
9/6/2008,17:00:19,37.46,N,76.959,W
9/6/2008,17:02:18,37.472,N,76.95,W
9/6/2008,17:04:19,37.483,N,76.942,W
9/6/2008,17:06:18,37.494,N,76.933,W
9/6/2008,17:08:18,37.506,N,76.924,W
9/6/2008,17:10:19,37.517,N,76.916,W
9/6/2008,17:12:18,37.529,N,76.907,W
9/6/2008,17:14:19,37.54,N,76.898,W
9/6/2008,17:16:18,37.551,N,76.89,W
9/6/2008,17:18:19,37.563,N,76.881,W
9/6/2008,17:20:18,37.574,N,76.873,W
9/6/2008,17:22:19,37.586,N,76.864,W
9/6/2008,17:24:18,37.597,N,76.855,W
9/6/2008,17:26:19,37.608,N,76.846,W
9/6/2008,17:28:18,37.62,N,76.838,W
9/6/2008,17:30:19,37.631,N,76.829,W
9/6/2008,17:32:18,37.643,N,76.82,W
9/6/2008,17:34:19,37.654,N,76.812,W
9/6/2008,17:36:18,37.665,N,76.803,W
9/6/2008,17:38:18,37.677,N,76.794,W
9/6/2008,17:40:19,37.688,N,76.786,W
9/6/2008,17:42:18,37.699,N,76.777,W
9/6/2008,17:44:19,37.711,N,76.768,W
9/6/2008,17:46:18,37.722,N,76.76,W
9/6/2008,17:48:19,37.734,N,76.751,W
9/6/2008,17:50:18,37.745,N,76.742,W
9/6/2008,17:52:19,37.756,N,76.733,W
9/6/2008,17:54:18,37.768,N,76.725,W
9/6/2008,17:56:19,37.779,N,76.716,W
9/6/2008,17:58:18,37.79,N,76.707,W
9/6/2008,17:58:18,37.79,N,76.707,W
