Track,for,Hanna,2008,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/1/2008,0:26:38,23.308,N,71.733,W
9/1/2008,0:28:39,23.307,N,71.737,W
9/1/2008,0:30:39,23.306,N,71.74,W
9/1/2008,0:32:38,23.305,N,71.743,W
9/1/2008,0:34:38,23.304,N,71.747,W
9/1/2008,0:36:39,23.303,N,71.75,W
9/1/2008,0:38:39,23.303,N,71.753,W
9/1/2008,0:40:38,23.302,N,71.757,W
9/1/2008,0:42:38,23.301,N,71.76,W
9/1/2008,0:44:39,23.3,N,71.763,W
9/1/2008,0:46:39,23.299,N,71.767,W
9/1/2008,0:48:38,23.298,N,71.77,W
9/1/2008,0:50:38,23.297,N,71.773,W
9/1/2008,0:52:39,23.297,N,71.776,W
9/1/2008,0:54:39,23.296,N,71.78,W
9/1/2008,0:56:38,23.295,N,71.783,W
9/1/2008,0:58:39,23.294,N,71.786,W
9/1/2008,1:00:39,23.293,N,71.79,W
9/1/2008,1:02:38,23.293,N,71.793,W
9/1/2008,1:04:38,23.292,N,71.796,W
9/1/2008,1:06:39,23.291,N,71.799,W
9/1/2008,1:08:39,23.29,N,71.803,W
9/1/2008,1:10:38,23.289,N,71.806,W
9/1/2008,1:12:38,23.289,N,71.809,W
9/1/2008,1:14:39,23.288,N,71.812,W
9/1/2008,1:16:39,23.287,N,71.816,W
9/1/2008,1:18:38,23.286,N,71.819,W
9/1/2008,1:20:38,23.286,N,71.822,W
9/1/2008,1:22:39,23.285,N,71.825,W
9/1/2008,1:24:39,23.284,N,71.828,W
9/1/2008,1:26:38,23.283,N,71.832,W
9/1/2008,1:28:39,23.283,N,71.835,W
9/1/2008,1:30:39,23.282,N,71.838,W
9/1/2008,1:32:38,23.281,N,71.841,W
9/1/2008,1:34:38,23.28,N,71.844,W
9/1/2008,1:36:39,23.28,N,71.847,W
9/1/2008,1:38:39,23.279,N,71.851,W
9/1/2008,1:40:38,23.278,N,71.854,W
9/1/2008,1:42:38,23.277,N,71.857,W
9/1/2008,1:44:39,23.277,N,71.86,W
9/1/2008,1:46:39,23.276,N,71.863,W
9/1/2008,1:48:38,23.275,N,71.866,W
9/1/2008,1:50:38,23.275,N,71.869,W
9/1/2008,1:52:39,23.274,N,71.872,W
9/1/2008,1:54:39,23.273,N,71.875,W
9/1/2008,1:56:38,23.272,N,71.879,W
9/1/2008,1:58:39,23.272,N,71.882,W
9/1/2008,2:00:39,23.271,N,71.885,W
9/1/2008,2:02:38,23.27,N,71.888,W
9/1/2008,2:04:38,23.27,N,71.891,W
9/1/2008,2:06:39,23.269,N,71.894,W
9/1/2008,2:08:39,23.268,N,71.897,W
9/1/2008,2:10:38,23.268,N,71.9,W
9/1/2008,2:12:38,23.267,N,71.903,W
9/1/2008,2:14:39,23.266,N,71.906,W
9/1/2008,2:16:39,23.265,N,71.909,W
9/1/2008,2:18:38,23.265,N,71.912,W
9/1/2008,2:20:38,23.264,N,71.915,W
9/1/2008,2:22:39,23.263,N,71.918,W
9/1/2008,2:24:39,23.263,N,71.921,W
9/1/2008,2:26:38,23.262,N,71.924,W
9/1/2008,2:28:39,23.261,N,71.927,W
9/1/2008,2:30:39,23.261,N,71.93,W
9/1/2008,2:32:38,23.26,N,71.933,W
9/1/2008,2:34:38,23.259,N,71.936,W
9/1/2008,2:36:39,23.259,N,71.939,W
9/1/2008,2:38:39,23.258,N,71.942,W
9/1/2008,2:40:38,23.257,N,71.945,W
9/1/2008,2:42:38,23.257,N,71.948,W
9/1/2008,2:44:39,23.256,N,71.951,W
9/1/2008,2:46:39,23.255,N,71.954,W
9/1/2008,2:48:38,23.255,N,71.957,W
9/1/2008,2:50:38,23.254,N,71.96,W
9/1/2008,2:52:39,23.253,N,71.962,W
9/1/2008,2:54:39,23.253,N,71.965,W
9/1/2008,2:56:38,23.252,N,71.968,W
9/1/2008,2:58:39,23.251,N,71.971,W
9/1/2008,3:00:39,23.251,N,71.974,W
9/1/2008,3:02:38,23.25,N,71.977,W
9/1/2008,3:04:38,23.249,N,71.98,W
9/1/2008,3:06:39,23.249,N,71.983,W
9/1/2008,3:08:39,23.248,N,71.985,W
9/1/2008,3:10:38,23.247,N,71.988,W
9/1/2008,3:12:38,23.247,N,71.991,W
9/1/2008,3:14:39,23.246,N,71.994,W
9/1/2008,3:16:39,23.245,N,71.997,W
9/1/2008,3:18:38,23.245,N,71.999,W
9/1/2008,3:20:38,23.244,N,72.002,W
9/1/2008,3:22:39,23.243,N,72.005,W
9/1/2008,3:24:39,23.243,N,72.008,W
9/1/2008,3:26:38,23.242,N,72.011,W
9/1/2008,3:28:39,23.241,N,72.013,W
9/1/2008,3:30:39,23.241,N,72.016,W
9/1/2008,3:32:38,23.24,N,72.019,W
9/1/2008,3:34:38,23.239,N,72.022,W
9/1/2008,3:36:39,23.239,N,72.024,W
9/1/2008,3:38:39,23.238,N,72.027,W
9/1/2008,3:40:38,23.237,N,72.03,W
9/1/2008,3:42:38,23.237,N,72.033,W
9/1/2008,3:44:39,23.236,N,72.035,W
9/1/2008,3:46:39,23.235,N,72.038,W
9/1/2008,3:48:38,23.235,N,72.041,W
9/1/2008,3:50:38,23.234,N,72.043,W
9/1/2008,3:52:39,23.233,N,72.046,W
9/1/2008,3:54:39,23.233,N,72.049,W
9/1/2008,3:56:38,23.232,N,72.051,W
9/1/2008,3:58:39,23.231,N,72.054,W
9/1/2008,4:00:39,23.231,N,72.057,W
9/1/2008,4:02:38,23.23,N,72.059,W
9/1/2008,4:04:38,23.229,N,72.062,W
9/1/2008,4:06:39,23.229,N,72.064,W
9/1/2008,4:08:39,23.228,N,72.067,W
9/1/2008,4:10:38,23.227,N,72.07,W
9/1/2008,4:12:38,23.227,N,72.072,W
9/1/2008,4:14:39,23.226,N,72.075,W
9/1/2008,4:16:39,23.225,N,72.077,W
9/1/2008,4:18:38,23.224,N,72.08,W
9/1/2008,4:20:38,23.224,N,72.083,W
9/1/2008,4:22:39,23.223,N,72.085,W
9/1/2008,4:24:39,23.222,N,72.088,W
9/1/2008,4:26:38,23.222,N,72.09,W
9/1/2008,4:28:39,23.221,N,72.093,W
9/1/2008,4:30:39,23.22,N,72.095,W
9/1/2008,4:32:38,23.219,N,72.098,W
9/1/2008,4:34:38,23.219,N,72.1,W
9/1/2008,4:36:39,23.218,N,72.103,W
9/1/2008,4:38:39,23.217,N,72.105,W
9/1/2008,4:40:38,23.217,N,72.108,W
9/1/2008,4:42:38,23.216,N,72.11,W
9/1/2008,4:44:39,23.215,N,72.113,W
9/1/2008,4:46:39,23.214,N,72.115,W
9/1/2008,4:48:38,23.214,N,72.118,W
9/1/2008,4:50:38,23.213,N,72.12,W
9/1/2008,4:52:39,23.212,N,72.122,W
9/1/2008,4:54:39,23.211,N,72.125,W
9/1/2008,4:56:38,23.211,N,72.127,W
9/1/2008,4:58:39,23.21,N,72.13,W
9/1/2008,5:00:39,23.209,N,72.132,W
9/1/2008,5:02:38,23.208,N,72.134,W
9/1/2008,5:04:38,23.208,N,72.137,W
9/1/2008,5:06:39,23.207,N,72.139,W
9/1/2008,5:08:39,23.206,N,72.142,W
9/1/2008,5:10:38,23.205,N,72.144,W
9/1/2008,5:12:38,23.205,N,72.146,W
9/1/2008,5:14:39,23.204,N,72.149,W
9/1/2008,5:16:39,23.203,N,72.151,W
9/1/2008,5:18:38,23.202,N,72.153,W
9/1/2008,5:20:38,23.201,N,72.156,W
9/1/2008,5:22:39,23.201,N,72.158,W
9/1/2008,5:24:39,23.2,N,72.16,W
9/1/2008,5:26:38,23.199,N,72.162,W
9/1/2008,5:28:39,23.198,N,72.165,W
9/1/2008,5:30:39,23.197,N,72.167,W
9/1/2008,5:32:38,23.196,N,72.169,W
9/1/2008,5:34:38,23.196,N,72.171,W
9/1/2008,5:36:39,23.195,N,72.174,W
9/1/2008,5:38:39,23.194,N,72.176,W
9/1/2008,5:40:38,23.193,N,72.178,W
9/1/2008,5:42:38,23.192,N,72.18,W
9/1/2008,5:44:39,23.191,N,72.183,W
9/1/2008,5:46:39,23.19,N,72.185,W
9/1/2008,5:48:38,23.19,N,72.187,W
9/1/2008,5:50:38,23.189,N,72.189,W
9/1/2008,5:52:39,23.188,N,72.191,W
9/1/2008,5:54:39,23.187,N,72.193,W
9/1/2008,5:56:38,23.186,N,72.195,W
9/1/2008,5:58:39,23.185,N,72.198,W
9/1/2008,6:00:39,23.184,N,72.2,W
9/1/2008,6:02:38,23.183,N,72.202,W
9/1/2008,6:04:38,23.182,N,72.204,W
9/1/2008,6:06:39,23.182,N,72.206,W
9/1/2008,6:08:39,23.181,N,72.208,W
9/1/2008,6:10:38,23.18,N,72.21,W
9/1/2008,6:12:38,23.179,N,72.212,W
9/1/2008,6:14:39,23.178,N,72.214,W
9/1/2008,6:16:39,23.177,N,72.216,W
9/1/2008,6:18:38,23.176,N,72.218,W
9/1/2008,6:20:38,23.175,N,72.22,W
9/1/2008,6:22:39,23.174,N,72.223,W
9/1/2008,6:24:39,23.173,N,72.225,W
9/1/2008,6:26:38,23.172,N,72.227,W
9/1/2008,6:28:39,23.171,N,72.229,W
9/1/2008,6:30:39,23.17,N,72.23,W
9/1/2008,6:32:38,23.169,N,72.232,W
9/1/2008,6:34:38,23.168,N,72.234,W
9/1/2008,6:36:39,23.167,N,72.236,W
9/1/2008,6:38:39,23.166,N,72.238,W
9/1/2008,6:40:38,23.165,N,72.24,W
9/1/2008,6:42:38,23.164,N,72.242,W
9/1/2008,6:44:39,23.163,N,72.244,W
9/1/2008,6:46:39,23.162,N,72.246,W
9/1/2008,6:48:38,23.161,N,72.248,W
9/1/2008,6:50:38,23.16,N,72.25,W
9/1/2008,6:52:39,23.159,N,72.252,W
9/1/2008,6:54:39,23.158,N,72.254,W
9/1/2008,6:56:38,23.156,N,72.255,W
9/1/2008,6:58:39,23.155,N,72.257,W
9/1/2008,7:00:39,23.154,N,72.259,W
9/1/2008,7:02:38,23.153,N,72.261,W
9/1/2008,7:04:38,23.152,N,72.263,W
9/1/2008,7:06:39,23.151,N,72.265,W
9/1/2008,7:08:39,23.15,N,72.266,W
9/1/2008,7:10:38,23.149,N,72.268,W
9/1/2008,7:12:38,23.147,N,72.27,W
9/1/2008,7:14:39,23.146,N,72.272,W
9/1/2008,7:16:39,23.145,N,72.273,W
9/1/2008,7:18:38,23.144,N,72.275,W
9/1/2008,7:20:38,23.143,N,72.277,W
9/1/2008,7:22:39,23.142,N,72.279,W
9/1/2008,7:24:39,23.14,N,72.28,W
9/1/2008,7:26:38,23.139,N,72.282,W
9/1/2008,7:28:39,23.138,N,72.284,W
9/1/2008,7:30:39,23.137,N,72.285,W
9/1/2008,7:32:38,23.136,N,72.287,W
9/1/2008,7:34:38,23.134,N,72.289,W
9/1/2008,7:36:39,23.133,N,72.29,W
9/1/2008,7:38:39,23.132,N,72.292,W
9/1/2008,7:40:38,23.13,N,72.294,W
9/1/2008,7:42:38,23.129,N,72.295,W
9/1/2008,7:44:39,23.128,N,72.297,W
9/1/2008,7:46:39,23.127,N,72.298,W
9/1/2008,7:48:38,23.125,N,72.3,W
9/1/2008,7:50:38,23.124,N,72.302,W
9/1/2008,7:52:39,23.123,N,72.303,W
9/1/2008,7:54:39,23.121,N,72.305,W
9/1/2008,7:56:38,23.12,N,72.306,W
9/1/2008,7:58:39,23.119,N,72.308,W
9/1/2008,8:00:39,23.117,N,72.309,W
9/1/2008,8:02:38,23.116,N,72.311,W
9/1/2008,8:04:38,23.114,N,72.312,W
9/1/2008,8:06:38,23.113,N,72.314,W
9/1/2008,8:08:38,23.112,N,72.315,W
9/1/2008,8:10:39,23.11,N,72.317,W
9/1/2008,8:12:39,23.109,N,72.318,W
9/1/2008,8:14:39,23.107,N,72.32,W
9/1/2008,8:16:39,23.106,N,72.321,W
9/1/2008,8:18:38,23.105,N,72.323,W
9/1/2008,8:20:38,23.103,N,72.324,W
9/1/2008,8:22:38,23.102,N,72.325,W
9/1/2008,8:24:38,23.1,N,72.327,W
9/1/2008,8:26:39,23.099,N,72.328,W
9/1/2008,8:28:39,23.097,N,72.33,W
9/1/2008,8:30:39,23.096,N,72.331,W
9/1/2008,8:32:38,23.094,N,72.332,W
9/1/2008,8:34:38,23.092,N,72.334,W
9/1/2008,8:36:38,23.091,N,72.335,W
9/1/2008,8:38:38,23.089,N,72.336,W
9/1/2008,8:40:39,23.088,N,72.338,W
9/1/2008,8:42:39,23.086,N,72.339,W
9/1/2008,8:44:39,23.085,N,72.34,W
9/1/2008,8:46:39,23.083,N,72.341,W
9/1/2008,8:48:38,23.081,N,72.343,W
9/1/2008,8:50:38,23.08,N,72.344,W
9/1/2008,8:52:38,23.078,N,72.345,W
9/1/2008,8:54:38,23.076,N,72.346,W
9/1/2008,8:56:39,23.075,N,72.348,W
9/1/2008,8:58:39,23.073,N,72.349,W
9/1/2008,9:00:39,23.071,N,72.35,W
9/1/2008,9:02:38,23.07,N,72.351,W
9/1/2008,9:04:38,23.068,N,72.352,W
9/1/2008,9:06:38,23.066,N,72.354,W
9/1/2008,9:08:38,23.065,N,72.355,W
9/1/2008,9:10:39,23.063,N,72.356,W
9/1/2008,9:12:39,23.061,N,72.357,W
9/1/2008,9:14:39,23.059,N,72.358,W
9/1/2008,9:16:39,23.058,N,72.359,W
9/1/2008,9:18:38,23.056,N,72.36,W
9/1/2008,9:20:38,23.054,N,72.361,W
9/1/2008,9:22:38,23.052,N,72.363,W
9/1/2008,9:24:38,23.05,N,72.364,W
9/1/2008,9:26:39,23.049,N,72.365,W
9/1/2008,9:28:39,23.047,N,72.366,W
9/1/2008,9:30:39,23.045,N,72.367,W
9/1/2008,9:32:38,23.043,N,72.368,W
9/1/2008,9:34:38,23.041,N,72.369,W
9/1/2008,9:36:38,23.039,N,72.37,W
9/1/2008,9:38:38,23.037,N,72.371,W
9/1/2008,9:40:39,23.036,N,72.372,W
9/1/2008,9:42:39,23.034,N,72.373,W
9/1/2008,9:44:39,23.032,N,72.374,W
9/1/2008,9:46:39,23.03,N,72.375,W
9/1/2008,9:48:38,23.028,N,72.376,W
9/1/2008,9:50:38,23.026,N,72.377,W
9/1/2008,9:52:38,23.024,N,72.378,W
9/1/2008,9:54:38,23.022,N,72.378,W
9/1/2008,9:56:39,23.02,N,72.379,W
9/1/2008,9:58:39,23.018,N,72.38,W
9/1/2008,10:00:39,23.016,N,72.381,W
9/1/2008,10:02:38,23.014,N,72.382,W
9/1/2008,10:04:38,23.012,N,72.383,W
9/1/2008,10:06:38,23.01,N,72.384,W
9/1/2008,10:08:38,23.008,N,72.385,W
9/1/2008,10:10:39,23.006,N,72.386,W
9/1/2008,10:12:39,23.004,N,72.386,W
9/1/2008,10:14:39,23.002,N,72.387,W
9/1/2008,10:16:39,23,N,72.388,W
9/1/2008,10:18:38,22.998,N,72.389,W
9/1/2008,10:20:38,22.996,N,72.39,W
9/1/2008,10:22:38,22.994,N,72.39,W
9/1/2008,10:24:38,22.991,N,72.391,W
9/1/2008,10:26:39,22.989,N,72.392,W
9/1/2008,10:28:39,22.987,N,72.393,W
9/1/2008,10:30:39,22.985,N,72.393,W
9/1/2008,10:32:38,22.983,N,72.394,W
9/1/2008,10:34:38,22.981,N,72.395,W
9/1/2008,10:36:38,22.979,N,72.396,W
9/1/2008,10:38:38,22.976,N,72.396,W
9/1/2008,10:40:39,22.974,N,72.397,W
9/1/2008,10:42:39,22.972,N,72.398,W
9/1/2008,10:44:39,22.97,N,72.399,W
9/1/2008,10:46:39,22.968,N,72.399,W
9/1/2008,10:48:38,22.965,N,72.4,W
9/1/2008,10:50:38,22.963,N,72.401,W
9/1/2008,10:52:38,22.961,N,72.401,W
9/1/2008,10:54:38,22.959,N,72.402,W
9/1/2008,10:56:39,22.957,N,72.403,W
9/1/2008,10:58:39,22.954,N,72.403,W
9/1/2008,11:00:39,22.952,N,72.404,W
9/1/2008,11:02:38,22.95,N,72.404,W
9/1/2008,11:04:38,22.948,N,72.405,W
9/1/2008,11:06:38,22.945,N,72.406,W
9/1/2008,11:08:38,22.943,N,72.406,W
9/1/2008,11:10:39,22.941,N,72.407,W
9/1/2008,11:12:39,22.938,N,72.407,W
9/1/2008,11:14:39,22.936,N,72.408,W
9/1/2008,11:16:39,22.934,N,72.409,W
9/1/2008,11:18:38,22.931,N,72.409,W
9/1/2008,11:20:38,22.929,N,72.41,W
9/1/2008,11:22:38,22.927,N,72.41,W
9/1/2008,11:24:38,22.924,N,72.411,W
9/1/2008,11:26:39,22.922,N,72.411,W
9/1/2008,11:28:39,22.92,N,72.412,W
9/1/2008,11:30:39,22.917,N,72.412,W
9/1/2008,11:32:38,22.915,N,72.413,W
9/1/2008,11:34:38,22.912,N,72.413,W
9/1/2008,11:36:38,22.91,N,72.414,W
9/1/2008,11:38:38,22.908,N,72.414,W
9/1/2008,11:40:39,22.905,N,72.415,W
9/1/2008,11:42:39,22.903,N,72.415,W
9/1/2008,11:44:39,22.9,N,72.416,W
9/1/2008,11:46:39,22.898,N,72.416,W
9/1/2008,11:48:38,22.896,N,72.417,W
9/1/2008,11:50:38,22.893,N,72.417,W
9/1/2008,11:52:38,22.891,N,72.417,W
9/1/2008,11:54:38,22.888,N,72.418,W
9/1/2008,11:56:39,22.886,N,72.418,W
9/1/2008,11:58:39,22.883,N,72.419,W
9/1/2008,12:00:39,22.881,N,72.419,W
9/1/2008,12:02:38,22.878,N,72.419,W
9/1/2008,12:04:38,22.876,N,72.42,W
9/1/2008,12:06:38,22.873,N,72.42,W
9/1/2008,12:08:38,22.871,N,72.421,W
9/1/2008,12:10:39,22.868,N,72.421,W
9/1/2008,12:12:39,22.866,N,72.421,W
9/1/2008,12:14:39,22.863,N,72.422,W
9/1/2008,12:16:39,22.861,N,72.422,W
9/1/2008,12:18:38,22.858,N,72.422,W
9/1/2008,12:20:38,22.856,N,72.423,W
9/1/2008,12:22:38,22.853,N,72.423,W
9/1/2008,12:24:38,22.85,N,72.423,W
9/1/2008,12:26:39,22.848,N,72.424,W
9/1/2008,12:28:39,22.845,N,72.424,W
9/1/2008,12:30:39,22.843,N,72.424,W
9/1/2008,12:32:38,22.84,N,72.425,W
9/1/2008,12:34:38,22.837,N,72.425,W
9/1/2008,12:36:38,22.835,N,72.425,W
9/1/2008,12:38:38,22.832,N,72.425,W
9/1/2008,12:40:39,22.83,N,72.426,W
9/1/2008,12:42:39,22.827,N,72.426,W
9/1/2008,12:44:39,22.824,N,72.426,W
9/1/2008,12:46:39,22.822,N,72.427,W
9/1/2008,12:48:38,22.819,N,72.427,W
9/1/2008,12:50:38,22.816,N,72.427,W
9/1/2008,12:52:38,22.814,N,72.427,W
9/1/2008,12:54:38,22.811,N,72.427,W
9/1/2008,12:56:39,22.809,N,72.428,W
9/1/2008,12:58:39,22.806,N,72.428,W
9/1/2008,13:00:39,22.803,N,72.428,W
9/1/2008,13:02:38,22.801,N,72.428,W
9/1/2008,13:04:38,22.798,N,72.429,W
9/1/2008,13:06:38,22.795,N,72.429,W
9/1/2008,13:08:38,22.792,N,72.429,W
9/1/2008,13:10:39,22.79,N,72.429,W
9/1/2008,13:12:39,22.787,N,72.429,W
9/1/2008,13:14:39,22.784,N,72.43,W
9/1/2008,13:16:39,22.782,N,72.43,W
9/1/2008,13:18:38,22.779,N,72.43,W
9/1/2008,13:20:38,22.776,N,72.43,W
9/1/2008,13:22:38,22.773,N,72.43,W
9/1/2008,13:24:38,22.771,N,72.43,W
9/1/2008,13:26:39,22.768,N,72.431,W
9/1/2008,13:28:39,22.765,N,72.431,W
9/1/2008,13:30:39,22.762,N,72.431,W
9/1/2008,13:32:38,22.76,N,72.431,W
9/1/2008,13:34:38,22.757,N,72.431,W
9/1/2008,13:36:38,22.754,N,72.431,W
9/1/2008,13:38:38,22.751,N,72.431,W
9/1/2008,13:40:39,22.749,N,72.431,W
9/1/2008,13:42:39,22.746,N,72.432,W
9/1/2008,13:44:39,22.743,N,72.432,W
9/1/2008,13:46:39,22.74,N,72.432,W
9/1/2008,13:48:38,22.737,N,72.432,W
9/1/2008,13:50:38,22.735,N,72.432,W
9/1/2008,13:52:38,22.732,N,72.432,W
9/1/2008,13:54:38,22.729,N,72.432,W
9/1/2008,13:56:39,22.726,N,72.432,W
9/1/2008,13:58:39,22.723,N,72.432,W
9/1/2008,14:00:39,22.721,N,72.432,W
9/1/2008,14:02:38,22.718,N,72.432,W
9/1/2008,14:04:38,22.715,N,72.432,W
9/1/2008,14:06:38,22.712,N,72.433,W
9/1/2008,14:08:38,22.709,N,72.433,W
9/1/2008,14:10:39,22.706,N,72.433,W
9/1/2008,14:12:39,22.704,N,72.433,W
9/1/2008,14:14:39,22.701,N,72.433,W
9/1/2008,14:16:39,22.698,N,72.433,W
9/1/2008,14:18:38,22.695,N,72.433,W
9/1/2008,14:20:38,22.692,N,72.433,W
9/1/2008,14:22:38,22.689,N,72.433,W
9/1/2008,14:24:38,22.686,N,72.433,W
9/1/2008,14:26:39,22.684,N,72.433,W
9/1/2008,14:28:39,22.681,N,72.433,W
9/1/2008,14:30:39,22.678,N,72.433,W
9/1/2008,14:32:38,22.675,N,72.433,W
9/1/2008,14:34:38,22.672,N,72.433,W
9/1/2008,14:36:38,22.669,N,72.433,W
9/1/2008,14:38:38,22.666,N,72.433,W
9/1/2008,14:40:39,22.663,N,72.433,W
9/1/2008,14:42:39,22.661,N,72.433,W
9/1/2008,14:44:39,22.658,N,72.433,W
9/1/2008,14:46:39,22.655,N,72.433,W
9/1/2008,14:48:38,22.652,N,72.433,W
9/1/2008,14:50:38,22.649,N,72.433,W
9/1/2008,14:52:38,22.646,N,72.433,W
9/1/2008,14:54:38,22.643,N,72.433,W
9/1/2008,14:56:39,22.64,N,72.433,W
9/1/2008,14:58:39,22.637,N,72.433,W
9/1/2008,15:00:39,22.634,N,72.433,W
9/1/2008,15:02:38,22.631,N,72.433,W
9/1/2008,15:04:38,22.628,N,72.433,W
9/1/2008,15:06:38,22.625,N,72.433,W
9/1/2008,15:08:38,22.623,N,72.433,W
9/1/2008,15:10:39,22.62,N,72.432,W
9/1/2008,15:12:39,22.617,N,72.432,W
9/1/2008,15:14:39,22.614,N,72.432,W
9/1/2008,15:16:39,22.611,N,72.432,W
9/1/2008,15:18:38,22.608,N,72.432,W
9/1/2008,15:20:38,22.605,N,72.432,W
9/1/2008,15:22:38,22.602,N,72.432,W
9/1/2008,15:24:38,22.599,N,72.432,W
9/1/2008,15:25:17,22.598,N,72.432,W
9/1/2008,15:27:17,22.595,N,72.432,W
9/1/2008,15:29:17,22.592,N,72.432,W
9/1/2008,15:31:17,22.589,N,72.432,W
9/1/2008,15:33:16,22.586,N,72.432,W
9/1/2008,15:35:16,22.583,N,72.431,W
9/1/2008,15:37:16,22.58,N,72.431,W
9/1/2008,15:39:17,22.577,N,72.431,W
9/1/2008,15:41:17,22.574,N,72.431,W
9/1/2008,15:43:17,22.571,N,72.431,W
9/1/2008,15:45:17,22.568,N,72.431,W
9/1/2008,15:47:16,22.565,N,72.431,W
9/1/2008,15:49:16,22.562,N,72.431,W
9/1/2008,15:51:16,22.559,N,72.431,W
9/1/2008,15:53:16,22.556,N,72.43,W
9/1/2008,15:55:17,22.553,N,72.43,W
9/1/2008,15:57:17,22.55,N,72.43,W
9/1/2008,15:59:17,22.547,N,72.43,W
9/1/2008,16:01:17,22.544,N,72.43,W
9/1/2008,16:03:16,22.541,N,72.43,W
9/1/2008,16:05:16,22.538,N,72.43,W
9/1/2008,16:07:16,22.535,N,72.43,W
9/1/2008,16:09:17,22.532,N,72.43,W
9/1/2008,16:11:17,22.529,N,72.429,W
9/1/2008,16:13:17,22.526,N,72.429,W
9/1/2008,16:15:17,22.523,N,72.429,W
9/1/2008,16:17:16,22.52,N,72.429,W
9/1/2008,16:19:16,22.517,N,72.429,W
9/1/2008,16:21:16,22.514,N,72.429,W
9/1/2008,16:23:16,22.511,N,72.429,W
9/1/2008,16:25:17,22.508,N,72.429,W
9/1/2008,16:27:17,22.505,N,72.429,W
9/1/2008,16:29:17,22.502,N,72.428,W
9/1/2008,16:31:17,22.499,N,72.428,W
9/1/2008,16:33:16,22.496,N,72.428,W
9/1/2008,16:35:16,22.493,N,72.428,W
9/1/2008,16:37:16,22.49,N,72.428,W
9/1/2008,16:39:17,22.487,N,72.428,W
9/1/2008,16:41:17,22.484,N,72.428,W
9/1/2008,16:43:17,22.481,N,72.428,W
9/1/2008,16:45:17,22.478,N,72.428,W
9/1/2008,16:47:16,22.475,N,72.427,W
9/1/2008,16:49:16,22.472,N,72.427,W
9/1/2008,16:51:16,22.469,N,72.427,W
9/1/2008,16:53:16,22.466,N,72.427,W
9/1/2008,16:55:17,22.463,N,72.427,W
9/1/2008,16:57:17,22.46,N,72.427,W
9/1/2008,16:59:17,22.457,N,72.427,W
9/1/2008,17:01:17,22.454,N,72.427,W
9/1/2008,17:03:16,22.451,N,72.427,W
9/1/2008,17:05:16,22.448,N,72.426,W
9/1/2008,17:07:16,22.445,N,72.426,W
9/1/2008,17:09:17,22.442,N,72.426,W
9/1/2008,17:11:17,22.439,N,72.426,W
9/1/2008,17:12:29,22.437,N,72.426,W
9/1/2008,17:14:29,22.433,N,72.423,W
9/1/2008,17:16:30,22.428,N,72.421,W
9/1/2008,17:18:30,22.424,N,72.418,W
9/1/2008,17:20:30,22.419,N,72.415,W
9/1/2008,17:22:30,22.415,N,72.412,W
9/1/2008,17:24:29,22.41,N,72.409,W
9/1/2008,17:26:29,22.406,N,72.407,W
9/1/2008,17:28:29,22.402,N,72.404,W
9/1/2008,17:30:30,22.397,N,72.401,W
9/1/2008,17:32:30,22.393,N,72.398,W
9/1/2008,17:34:30,22.388,N,72.395,W
9/1/2008,17:36:30,22.384,N,72.393,W
9/1/2008,17:38:29,22.38,N,72.39,W
9/1/2008,17:40:29,22.375,N,72.387,W
9/1/2008,17:42:29,22.371,N,72.385,W
9/1/2008,17:44:29,22.367,N,72.382,W
9/1/2008,17:46:30,22.363,N,72.38,W
9/1/2008,17:48:30,22.359,N,72.378,W
9/1/2008,17:50:30,22.354,N,72.376,W
9/1/2008,17:52:30,22.35,N,72.373,W
9/1/2008,17:54:29,22.346,N,72.371,W
9/1/2008,17:56:29,22.343,N,72.369,W
9/1/2008,17:58:29,22.339,N,72.368,W
9/1/2008,18:00:30,22.335,N,72.366,W
9/1/2008,18:02:30,22.331,N,72.364,W
9/1/2008,18:04:30,22.328,N,72.363,W
9/1/2008,18:06:30,22.324,N,72.362,W
9/1/2008,18:08:29,22.321,N,72.36,W
9/1/2008,18:10:29,22.317,N,72.359,W
9/1/2008,18:12:29,22.314,N,72.358,W
9/1/2008,18:14:29,22.31,N,72.357,W
9/1/2008,18:16:30,22.307,N,72.357,W
9/1/2008,18:18:30,22.304,N,72.356,W
9/1/2008,18:20:30,22.301,N,72.355,W
9/1/2008,18:22:30,22.298,N,72.355,W
9/1/2008,18:24:29,22.295,N,72.355,W
9/1/2008,18:26:29,22.292,N,72.354,W
9/1/2008,18:28:29,22.289,N,72.354,W
9/1/2008,18:30:30,22.286,N,72.354,W
9/1/2008,18:32:30,22.283,N,72.354,W
9/1/2008,18:34:30,22.281,N,72.354,W
9/1/2008,18:35:37,22.279,N,72.354,W
9/1/2008,18:37:38,22.276,N,72.356,W
9/1/2008,18:39:38,22.274,N,72.358,W
9/1/2008,18:41:38,22.272,N,72.36,W
9/1/2008,18:43:38,22.269,N,72.362,W
9/1/2008,18:45:37,22.267,N,72.364,W
9/1/2008,18:47:37,22.264,N,72.366,W
9/1/2008,18:49:37,22.262,N,72.368,W
9/1/2008,18:51:37,22.259,N,72.369,W
9/1/2008,18:53:38,22.257,N,72.37,W
9/1/2008,18:55:38,22.255,N,72.372,W
