Track,for,Erika,2003,,
8/14/2003,22:21:41,26.547,N,84.793,W
8/14/2003,22:23:40,26.548,N,84.807,W
8/14/2003,22:25:40,26.549,N,84.821,W
8/14/2003,22:27:41,26.55,N,84.835,W
8/14/2003,22:29:41,26.551,N,84.85,W
8/14/2003,22:31:40,26.552,N,84.864,W
8/14/2003,22:33:40,26.553,N,84.879,W
8/14/2003,22:35:41,26.554,N,84.894,W
8/14/2003,22:37:41,26.554,N,84.909,W
8/14/2003,22:39:40,26.555,N,84.924,W
8/14/2003,22:41:41,26.556,N,84.939,W
8/14/2003,22:43:41,26.556,N,84.955,W
8/14/2003,22:45:40,26.557,N,84.97,W
8/14/2003,22:47:35,26.557,N,84.985,W
8/14/2003,22:49:35,26.558,N,85,W
8/14/2003,22:51:34,26.559,N,85.014,W
8/14/2003,22:53:34,26.559,N,85.029,W
8/14/2003,22:55:35,26.56,N,85.045,W
8/14/2003,22:57:35,26.561,N,85.06,W
8/14/2003,22:59:34,26.561,N,85.075,W
8/14/2003,23:01:34,26.562,N,85.091,W
8/14/2003,23:03:35,26.562,N,85.106,W
8/14/2003,23:05:35,26.563,N,85.122,W
8/14/2003,23:07:34,26.563,N,85.138,W
8/14/2003,23:09:34,26.563,N,85.154,W
8/14/2003,23:11:35,26.563,N,85.17,W
8/14/2003,23:13:35,26.563,N,85.187,W
8/14/2003,23:15:34,26.563,N,85.203,W
8/14/2003,23:17:35,26.563,N,85.22,W
8/14/2003,23:19:35,26.563,N,85.237,W
8/14/2003,23:21:34,26.562,N,85.254,W
8/14/2003,23:23:34,26.562,N,85.271,W
8/14/2003,23:25:35,26.562,N,85.288,W
8/14/2003,23:27:35,26.561,N,85.306,W
8/14/2003,23:29:34,26.56,N,85.323,W
8/14/2003,23:31:34,26.56,N,85.341,W
8/14/2003,23:33:35,26.559,N,85.359,W
8/14/2003,23:35:35,26.558,N,85.377,W
8/14/2003,23:37:34,26.557,N,85.396,W
8/14/2003,23:39:15,26.556,N,85.411,W
8/14/2003,23:41:15,26.556,N,85.427,W
8/14/2003,23:43:14,26.556,N,85.444,W
8/14/2003,23:45:15,26.556,N,85.46,W
8/14/2003,23:47:15,26.556,N,85.477,W
8/14/2003,23:49:14,26.555,N,85.493,W
8/14/2003,23:51:14,26.555,N,85.51,W
8/14/2003,23:53:15,26.555,N,85.526,W
8/14/2003,23:55:15,26.555,N,85.543,W
8/14/2003,23:57:14,26.555,N,85.559,W
8/14/2003,23:59:14,26.555,N,85.575,W
8/15/2003,0:01:15,26.555,N,85.592,W
8/15/2003,0:03:15,26.555,N,85.608,W
8/15/2003,0:05:14,26.554,N,85.625,W
8/15/2003,0:07:14,26.554,N,85.641,W
8/15/2003,0:09:15,26.554,N,85.658,W
8/15/2003,0:11:15,26.554,N,85.674,W
8/15/2003,0:13:14,26.554,N,85.69,W
8/15/2003,0:15:15,26.553,N,85.707,W
8/15/2003,0:17:15,26.553,N,85.723,W
8/15/2003,0:19:14,26.553,N,85.74,W
8/15/2003,0:21:14,26.553,N,85.756,W
8/15/2003,0:23:15,26.552,N,85.772,W
8/15/2003,0:25:15,26.552,N,85.789,W
8/15/2003,0:27:14,26.552,N,85.805,W
8/15/2003,0:29:14,26.552,N,85.821,W
8/15/2003,0:31:15,26.551,N,85.838,W
8/15/2003,0:33:15,26.551,N,85.854,W
8/15/2003,0:35:14,26.551,N,85.87,W
8/15/2003,0:37:14,26.55,N,85.887,W
8/15/2003,0:39:15,26.55,N,85.903,W
8/15/2003,0:41:15,26.55,N,85.919,W
8/15/2003,0:43:14,26.549,N,85.936,W
8/15/2003,0:45:15,26.549,N,85.952,W
8/15/2003,0:47:15,26.548,N,85.968,W
8/15/2003,0:49:14,26.548,N,85.985,W
8/15/2003,0:51:14,26.548,N,86.001,W
8/15/2003,0:53:15,26.547,N,86.017,W
8/15/2003,0:55:15,26.547,N,86.033,W
8/15/2003,0:57:14,26.546,N,86.05,W
8/15/2003,0:59:14,26.546,N,86.066,W
8/15/2003,1:01:15,26.545,N,86.082,W
8/15/2003,1:03:15,26.545,N,86.098,W
8/15/2003,1:05:14,26.544,N,86.115,W
8/15/2003,1:07:14,26.544,N,86.131,W
8/15/2003,1:09:15,26.543,N,86.147,W
8/15/2003,1:11:15,26.543,N,86.163,W
8/15/2003,1:13:14,26.542,N,86.18,W
8/15/2003,1:15:15,26.542,N,86.196,W
8/15/2003,1:17:15,26.541,N,86.212,W
8/15/2003,1:19:14,26.54,N,86.228,W
8/15/2003,1:21:14,26.54,N,86.244,W
8/15/2003,1:23:15,26.539,N,86.26,W
8/15/2003,1:25:15,26.538,N,86.277,W
8/15/2003,1:27:14,26.538,N,86.293,W
8/15/2003,1:29:14,26.537,N,86.309,W
8/15/2003,1:31:15,26.536,N,86.325,W
8/15/2003,1:33:15,26.536,N,86.341,W
8/15/2003,1:35:14,26.535,N,86.357,W
8/15/2003,1:37:14,26.534,N,86.373,W
8/15/2003,1:39:15,26.533,N,86.389,W
8/15/2003,1:41:15,26.532,N,86.406,W
8/15/2003,1:43:14,26.532,N,86.422,W
8/15/2003,1:45:15,26.531,N,86.438,W
8/15/2003,1:47:15,26.53,N,86.454,W
8/15/2003,1:49:14,26.529,N,86.47,W
8/15/2003,1:51:14,26.528,N,86.486,W
8/15/2003,1:53:15,26.527,N,86.502,W
8/15/2003,1:55:15,26.526,N,86.518,W
8/15/2003,1:57:14,26.525,N,86.534,W
8/15/2003,1:59:14,26.524,N,86.55,W
8/15/2003,2:01:15,26.523,N,86.566,W
8/15/2003,2:03:15,26.522,N,86.582,W
8/15/2003,2:05:14,26.521,N,86.598,W
8/15/2003,2:07:14,26.52,N,86.613,W
8/15/2003,2:09:15,26.519,N,86.629,W
8/15/2003,2:11:15,26.518,N,86.645,W
8/15/2003,2:13:14,26.517,N,86.661,W
8/15/2003,2:15:15,26.516,N,86.677,W
8/15/2003,2:17:15,26.515,N,86.693,W
8/15/2003,2:19:14,26.514,N,86.709,W
8/15/2003,2:21:14,26.513,N,86.725,W
8/15/2003,2:23:15,26.511,N,86.74,W
8/15/2003,2:25:15,26.51,N,86.756,W
8/15/2003,2:27:14,26.509,N,86.772,W
8/15/2003,2:29:14,26.508,N,86.788,W
8/15/2003,2:31:15,26.507,N,86.803,W
8/15/2003,2:33:15,26.505,N,86.819,W
8/15/2003,2:35:14,26.504,N,86.835,W
8/15/2003,2:37:14,26.503,N,86.85,W
8/15/2003,2:39:15,26.502,N,86.866,W
8/15/2003,2:41:15,26.5,N,86.882,W
8/15/2003,2:43:14,26.499,N,86.897,W
8/15/2003,2:45:15,26.498,N,86.913,W
8/15/2003,2:47:15,26.496,N,86.928,W
8/15/2003,2:49:14,26.495,N,86.944,W
8/15/2003,2:51:14,26.494,N,86.959,W
8/15/2003,2:53:15,26.492,N,86.975,W
8/15/2003,2:55:15,26.491,N,86.99,W
8/15/2003,2:57:14,26.489,N,87.006,W
8/15/2003,2:59:14,26.488,N,87.021,W
8/15/2003,3:01:15,26.487,N,87.037,W
8/15/2003,3:03:15,26.485,N,87.052,W
8/15/2003,3:05:14,26.484,N,87.067,W
8/15/2003,3:07:14,26.482,N,87.083,W
8/15/2003,3:09:15,26.481,N,87.098,W
8/15/2003,3:11:15,26.479,N,87.113,W
8/15/2003,3:13:14,26.478,N,87.129,W
8/15/2003,3:15:15,26.477,N,87.144,W
8/15/2003,3:17:15,26.475,N,87.159,W
8/15/2003,3:19:14,26.474,N,87.174,W
8/15/2003,3:21:14,26.472,N,87.189,W
8/15/2003,3:23:15,26.47,N,87.204,W
8/15/2003,3:25:15,26.469,N,87.22,W
8/15/2003,3:27:14,26.467,N,87.235,W
8/15/2003,3:29:14,26.466,N,87.25,W
8/15/2003,3:31:15,26.464,N,87.265,W
8/15/2003,3:33:15,26.463,N,87.28,W
8/15/2003,3:35:14,26.461,N,87.295,W
8/15/2003,3:37:14,26.46,N,87.309,W
8/15/2003,3:39:15,26.458,N,87.324,W
8/15/2003,3:41:15,26.456,N,87.339,W
8/15/2003,3:43:14,26.455,N,87.354,W
8/15/2003,3:45:15,26.453,N,87.369,W
8/15/2003,3:47:15,26.452,N,87.384,W
8/15/2003,3:49:14,26.45,N,87.398,W
8/15/2003,3:51:14,26.448,N,87.413,W
8/15/2003,3:53:15,26.447,N,87.428,W
8/15/2003,3:55:15,26.445,N,87.442,W
8/15/2003,3:57:14,26.444,N,87.457,W
8/15/2003,3:59:14,26.442,N,87.471,W
8/15/2003,4:01:15,26.44,N,87.486,W
8/15/2003,4:03:15,26.439,N,87.5,W
8/15/2003,4:05:14,26.437,N,87.515,W
8/15/2003,4:07:14,26.435,N,87.529,W
8/15/2003,4:09:15,26.434,N,87.544,W
8/15/2003,4:11:15,26.432,N,87.558,W
8/15/2003,4:13:14,26.43,N,87.572,W
8/15/2003,4:15:15,26.429,N,87.586,W
8/15/2003,4:17:15,26.427,N,87.601,W
8/15/2003,4:19:14,26.425,N,87.615,W
8/15/2003,4:21:14,26.424,N,87.629,W
8/15/2003,4:23:15,26.422,N,87.643,W
8/15/2003,4:25:15,26.42,N,87.657,W
8/15/2003,4:27:14,26.419,N,87.671,W
8/15/2003,4:29:14,26.417,N,87.685,W
8/15/2003,4:31:15,26.415,N,87.699,W
8/15/2003,4:33:15,26.414,N,87.713,W
8/15/2003,4:35:14,26.412,N,87.727,W
8/15/2003,4:37:14,26.41,N,87.741,W
8/15/2003,4:39:15,26.408,N,87.754,W
8/15/2003,4:41:15,26.407,N,87.768,W
8/15/2003,4:43:14,26.405,N,87.782,W
8/15/2003,4:45:15,26.403,N,87.796,W
8/15/2003,4:47:15,26.402,N,87.809,W
8/15/2003,4:49:14,26.4,N,87.823,W
8/15/2003,4:51:14,26.398,N,87.836,W
8/15/2003,4:53:15,26.397,N,87.85,W
8/15/2003,4:55:15,26.395,N,87.863,W
8/15/2003,4:57:14,26.393,N,87.877,W
8/15/2003,4:59:14,26.392,N,87.89,W
8/15/2003,5:01:15,26.39,N,87.903,W
8/15/2003,5:03:15,26.388,N,87.916,W
8/15/2003,5:05:14,26.386,N,87.93,W
8/15/2003,5:07:14,26.385,N,87.943,W
8/15/2003,5:09:15,26.383,N,87.956,W
8/15/2003,5:11:15,26.381,N,87.969,W
8/15/2003,5:13:14,26.38,N,87.982,W
8/15/2003,5:15:15,26.378,N,87.995,W
8/15/2003,5:17:15,26.376,N,88.008,W
8/15/2003,5:19:14,26.375,N,88.021,W
8/15/2003,5:21:14,26.373,N,88.034,W
8/15/2003,5:23:15,26.371,N,88.047,W
8/15/2003,5:25:15,26.369,N,88.06,W
8/15/2003,5:27:14,26.368,N,88.073,W
8/15/2003,5:29:14,26.366,N,88.086,W
8/15/2003,5:31:15,26.364,N,88.099,W
8/15/2003,5:33:15,26.363,N,88.112,W
8/15/2003,5:35:14,26.361,N,88.124,W
8/15/2003,5:37:14,26.359,N,88.137,W
8/15/2003,5:39:15,26.358,N,88.15,W
8/15/2003,5:41:15,26.356,N,88.162,W
8/15/2003,5:43:14,26.354,N,88.175,W
8/15/2003,5:45:15,26.352,N,88.187,W
8/15/2003,5:47:15,26.351,N,88.2,W
8/15/2003,5:49:14,26.349,N,88.213,W
8/15/2003,5:51:14,26.347,N,88.225,W
8/15/2003,5:52:50,26.346,N,88.235,W
8/15/2003,5:54:50,26.347,N,88.245,W
8/15/2003,5:56:49,26.347,N,88.254,W
8/15/2003,5:58:50,26.348,N,88.264,W
8/15/2003,6:00:50,26.348,N,88.274,W
8/15/2003,6:02:49,26.349,N,88.284,W
8/15/2003,6:04:49,26.349,N,88.294,W
8/15/2003,6:06:50,26.349,N,88.305,W
8/15/2003,6:08:50,26.349,N,88.315,W
8/15/2003,6:10:49,26.349,N,88.325,W
8/15/2003,6:12:49,26.349,N,88.336,W
8/15/2003,6:14:50,26.349,N,88.347,W
8/15/2003,6:16:50,26.348,N,88.357,W
8/15/2003,6:18:49,26.348,N,88.368,W
8/15/2003,6:20:49,26.347,N,88.379,W
8/15/2003,6:22:50,26.346,N,88.39,W
8/15/2003,6:24:50,26.346,N,88.402,W
8/15/2003,6:26:49,26.345,N,88.413,W
8/15/2003,6:28:50,26.344,N,88.424,W
8/15/2003,6:30:50,26.342,N,88.436,W
8/15/2003,6:32:49,26.341,N,88.447,W
8/15/2003,6:34:49,26.34,N,88.459,W
8/15/2003,6:36:50,26.339,N,88.47,W
8/15/2003,6:38:50,26.337,N,88.482,W
8/15/2003,6:40:49,26.335,N,88.494,W
8/15/2003,6:42:49,26.334,N,88.506,W
8/15/2003,6:44:50,26.332,N,88.518,W
8/15/2003,6:46:50,26.33,N,88.53,W
8/15/2003,6:48:49,26.328,N,88.543,W
8/15/2003,6:50:49,26.326,N,88.555,W
8/15/2003,6:52:50,26.324,N,88.567,W
8/15/2003,6:54:50,26.322,N,88.58,W
8/15/2003,6:56:49,26.32,N,88.593,W
8/15/2003,6:58:50,26.317,N,88.605,W
8/15/2003,7:00:50,26.315,N,88.618,W
8/15/2003,7:02:49,26.312,N,88.631,W
8/15/2003,7:04:49,26.31,N,88.644,W
8/15/2003,7:06:50,26.307,N,88.657,W
8/15/2003,7:08:50,26.304,N,88.67,W
8/15/2003,7:10:49,26.302,N,88.683,W
8/15/2003,7:12:49,26.299,N,88.696,W
8/15/2003,7:14:50,26.296,N,88.709,W
8/15/2003,7:16:50,26.293,N,88.722,W
8/15/2003,7:18:49,26.29,N,88.736,W
8/15/2003,7:20:49,26.287,N,88.749,W
8/15/2003,7:22:50,26.283,N,88.763,W
8/15/2003,7:24:50,26.28,N,88.776,W
8/15/2003,7:26:49,26.277,N,88.79,W
8/15/2003,7:28:50,26.273,N,88.804,W
8/15/2003,7:30:50,26.27,N,88.817,W
8/15/2003,7:32:49,26.266,N,88.831,W
8/15/2003,7:34:49,26.263,N,88.845,W
8/15/2003,7:36:50,26.259,N,88.859,W
8/15/2003,7:38:25,26.256,N,88.87,W
8/15/2003,7:40:24,26.252,N,88.884,W
8/15/2003,7:42:24,26.248,N,88.898,W
8/15/2003,7:44:25,26.244,N,88.912,W
8/15/2003,7:46:24,26.24,N,88.926,W
8/15/2003,7:48:24,26.235,N,88.941,W
8/15/2003,7:50:25,26.231,N,88.955,W
8/15/2003,7:52:25,26.226,N,88.969,W
8/15/2003,7:54:24,26.222,N,88.984,W
8/15/2003,7:56:24,26.217,N,88.999,W
8/15/2003,7:58:25,26.212,N,89.013,W
8/15/2003,8:00:24,26.207,N,89.028,W
8/15/2003,8:02:25,26.202,N,89.043,W
8/15/2003,8:04:25,26.197,N,89.058,W
8/15/2003,8:06:25,26.192,N,89.073,W
8/15/2003,8:08:25,26.187,N,89.088,W
8/15/2003,8:10:24,26.182,N,89.103,W
8/15/2003,8:12:24,26.177,N,89.118,W
8/15/2003,8:14:24,26.172,N,89.133,W
8/15/2003,8:16:25,26.166,N,89.148,W
8/15/2003,8:18:25,26.161,N,89.164,W
8/15/2003,8:20:25,26.156,N,89.179,W
8/15/2003,8:22:25,26.15,N,89.194,W
8/15/2003,8:24:24,26.145,N,89.21,W
8/15/2003,8:26:24,26.14,N,89.225,W
8/15/2003,8:28:24,26.135,N,89.24,W
8/15/2003,8:30:24,26.129,N,89.256,W
8/15/2003,8:32:25,26.124,N,89.271,W
8/15/2003,8:34:25,26.119,N,89.286,W
8/15/2003,8:36:25,26.114,N,89.302,W
8/15/2003,8:38:25,26.109,N,89.317,W
8/15/2003,8:40:24,26.104,N,89.332,W
8/15/2003,8:42:24,26.098,N,89.348,W
8/15/2003,8:44:24,26.094,N,89.363,W
8/15/2003,8:46:25,26.089,N,89.378,W
8/15/2003,8:48:25,26.084,N,89.393,W
8/15/2003,8:50:25,26.079,N,89.408,W
8/15/2003,8:52:25,26.074,N,89.424,W
8/15/2003,8:54:24,26.07,N,89.439,W
8/15/2003,8:56:24,26.065,N,89.454,W
8/15/2003,8:58:24,26.061,N,89.469,W
8/15/2003,9:00:24,26.057,N,89.484,W
8/15/2003,9:02:25,26.052,N,89.498,W
8/15/2003,9:04:25,26.048,N,89.513,W
8/15/2003,9:06:25,26.044,N,89.528,W
8/15/2003,9:08:25,26.041,N,89.543,W
8/15/2003,9:10:24,26.037,N,89.557,W
8/15/2003,9:12:24,26.033,N,89.572,W
8/15/2003,9:14:24,26.03,N,89.586,W
8/15/2003,9:16:25,26.027,N,89.6,W
8/15/2003,9:16:54,26.026,N,89.604,W
8/15/2003,9:18:54,26.023,N,89.618,W
8/15/2003,9:20:54,26.02,N,89.632,W
8/15/2003,9:22:54,26.017,N,89.646,W
8/15/2003,9:24:55,26.015,N,89.659,W
8/15/2003,9:26:55,26.012,N,89.673,W
8/15/2003,9:28:55,26.01,N,89.687,W
8/15/2003,9:30:55,26.008,N,89.7,W
8/15/2003,9:32:54,26.005,N,89.714,W
8/15/2003,9:34:54,26.003,N,89.727,W
8/15/2003,9:36:54,26.001,N,89.741,W
8/15/2003,9:38:55,25.999,N,89.754,W
8/15/2003,9:40:55,25.998,N,89.767,W
8/15/2003,9:42:55,25.996,N,89.78,W
8/15/2003,9:44:55,25.995,N,89.793,W
8/15/2003,9:46:54,25.993,N,89.807,W
8/15/2003,9:48:54,25.992,N,89.819,W
8/15/2003,9:50:54,25.991,N,89.832,W
8/15/2003,9:52:54,25.99,N,89.845,W
8/15/2003,9:54:55,25.989,N,89.858,W
8/15/2003,9:56:55,25.989,N,89.871,W
8/15/2003,9:58:55,25.988,N,89.883,W
8/15/2003,10:00:55,25.988,N,89.896,W
8/15/2003,10:02:54,25.988,N,89.908,W
8/15/2003,10:04:54,25.988,N,89.92,W
8/15/2003,10:06:54,25.988,N,89.933,W
8/15/2003,10:08:55,25.988,N,89.945,W
8/15/2003,10:10:55,25.988,N,89.957,W
8/15/2003,10:12:55,25.989,N,89.969,W
8/15/2003,10:14:55,25.99,N,89.981,W
8/15/2003,10:16:54,25.99,N,89.992,W
8/15/2003,10:18:54,25.992,N,90.004,W
8/15/2003,10:20:54,25.993,N,90.016,W
8/15/2003,10:22:54,25.994,N,90.027,W
8/15/2003,10:24:55,25.996,N,90.039,W
8/15/2003,10:26:55,25.997,N,90.05,W
8/15/2003,10:28:55,25.999,N,90.061,W
8/15/2003,10:30:55,26.001,N,90.072,W
8/15/2003,10:32:54,26.003,N,90.083,W
8/15/2003,10:34:54,26.006,N,90.094,W
8/15/2003,10:36:54,26.008,N,90.105,W
8/15/2003,10:38:55,26.011,N,90.116,W
8/15/2003,10:40:55,26.014,N,90.127,W
8/15/2003,10:42:55,26.017,N,90.137,W
8/15/2003,10:44:55,26.021,N,90.147,W
8/15/2003,10:46:54,26.024,N,90.158,W
8/15/2003,10:48:54,26.028,N,90.168,W
8/15/2003,10:50:54,26.032,N,90.178,W
8/15/2003,10:52:54,26.036,N,90.188,W
8/15/2003,10:54:55,26.04,N,90.198,W
8/15/2003,10:56:55,26.045,N,90.208,W
8/15/2003,10:58:55,26.049,N,90.217,W
8/15/2003,11:00:55,26.054,N,90.227,W
8/15/2003,11:02:54,26.059,N,90.236,W
8/15/2003,11:04:54,26.064,N,90.246,W
8/15/2003,11:06:54,26.07,N,90.255,W
8/15/2003,11:08:55,26.075,N,90.264,W
8/15/2003,11:10:55,26.081,N,90.273,W
8/15/2003,11:12:55,26.087,N,90.282,W
8/15/2003,11:14:55,26.093,N,90.291,W
8/15/2003,11:16:54,26.099,N,90.3,W
8/15/2003,11:18:41,26.104,N,90.308,W
8/15/2003,11:20:41,26.105,N,90.32,W
8/15/2003,11:22:41,26.105,N,90.331,W
8/15/2003,11:24:40,26.106,N,90.343,W
8/15/2003,11:26:40,26.106,N,90.355,W
8/15/2003,11:28:40,26.107,N,90.366,W
8/15/2003,11:30:41,26.107,N,90.378,W
8/15/2003,11:32:41,26.108,N,90.389,W
8/15/2003,11:34:41,26.108,N,90.401,W
8/15/2003,11:36:41,26.109,N,90.413,W
8/15/2003,11:38:40,26.109,N,90.424,W
8/15/2003,11:40:40,26.109,N,90.436,W
8/15/2003,11:42:40,26.109,N,90.448,W
8/15/2003,11:44:40,26.11,N,90.459,W
8/15/2003,11:46:41,26.11,N,90.471,W
8/15/2003,11:48:41,26.11,N,90.483,W
8/15/2003,11:50:41,26.11,N,90.494,W
8/15/2003,11:52:41,26.11,N,90.506,W
8/15/2003,11:54:40,26.11,N,90.518,W
8/15/2003,11:56:40,26.11,N,90.529,W
8/15/2003,11:58:40,26.11,N,90.541,W
8/15/2003,12:00:41,26.11,N,90.553,W
8/15/2003,12:02:41,26.11,N,90.565,W
8/15/2003,12:04:41,26.11,N,90.576,W
8/15/2003,12:06:41,26.11,N,90.588,W
8/15/2003,12:08:40,26.109,N,90.6,W
8/15/2003,12:10:40,26.109,N,90.611,W
8/15/2003,12:12:40,26.109,N,90.623,W
8/15/2003,12:14:40,26.108,N,90.635,W
8/15/2003,12:16:41,26.108,N,90.647,W
8/15/2003,12:18:41,26.107,N,90.658,W
8/15/2003,12:20:41,26.107,N,90.67,W
8/15/2003,12:22:41,26.106,N,90.682,W
8/15/2003,12:24:40,26.106,N,90.694,W
8/15/2003,12:26:40,26.105,N,90.705,W
8/15/2003,12:28:40,26.104,N,90.717,W
8/15/2003,12:30:41,26.103,N,90.729,W
8/15/2003,12:32:41,26.103,N,90.741,W
8/15/2003,12:34:41,26.102,N,90.752,W
8/15/2003,12:36:41,26.101,N,90.764,W
8/15/2003,12:38:40,26.1,N,90.776,W
8/15/2003,12:40:40,26.099,N,90.788,W
8/15/2003,12:42:40,26.098,N,90.799,W
8/15/2003,12:44:40,26.097,N,90.811,W
8/15/2003,12:46:41,26.096,N,90.823,W
8/15/2003,12:48:41,26.095,N,90.835,W
8/15/2003,12:50:41,26.094,N,90.846,W
8/15/2003,12:52:41,26.093,N,90.858,W
8/15/2003,12:54:40,26.091,N,90.87,W
8/15/2003,12:56:40,26.09,N,90.882,W
8/15/2003,12:58:40,26.089,N,90.894,W
8/15/2003,13:00:41,26.088,N,90.905,W
8/15/2003,13:02:41,26.086,N,90.917,W
8/15/2003,13:04:41,26.085,N,90.929,W
8/15/2003,13:06:41,26.084,N,90.941,W
8/15/2003,13:08:40,26.082,N,90.953,W
8/15/2003,13:10:40,26.081,N,90.964,W
8/15/2003,13:12:40,26.079,N,90.976,W
8/15/2003,13:14:40,26.078,N,90.988,W
8/15/2003,13:16:41,26.076,N,91,W
8/15/2003,13:18:41,26.075,N,91.011,W
8/15/2003,13:20:41,26.073,N,91.023,W
8/15/2003,13:22:41,26.072,N,91.035,W
8/15/2003,13:24:40,26.07,N,91.047,W
8/15/2003,13:26:40,26.068,N,91.058,W
8/15/2003,13:28:40,26.067,N,91.07,W
8/15/2003,13:30:41,26.065,N,91.082,W
8/15/2003,13:32:41,26.064,N,91.094,W
8/15/2003,13:34:41,26.062,N,91.105,W
