Track,for,Fay,2014,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/11/2014,8:56:00,26.779,N,65.246,W
10/11/2014,8:58:00,26.784,N,65.248,W
10/11/2014,9:00:00,26.789,N,65.25,W
10/11/2014,9:01:59,26.793,N,65.252,W
10/11/2014,9:03:59,26.798,N,65.254,W
10/11/2014,9:05:59,26.803,N,65.257,W
10/11/2014,9:08:00,26.807,N,65.259,W
10/11/2014,9:10:00,26.812,N,65.261,W
10/11/2014,9:12:00,26.817,N,65.263,W
10/11/2014,9:14:00,26.821,N,65.265,W
10/11/2014,9:15:59,26.826,N,65.267,W
10/11/2014,9:17:59,26.83,N,65.269,W
10/11/2014,9:19:59,26.835,N,65.272,W
10/11/2014,9:21:59,26.84,N,65.274,W
10/11/2014,9:24:00,26.844,N,65.276,W
10/11/2014,9:26:00,26.849,N,65.278,W
10/11/2014,9:28:00,26.854,N,65.28,W
10/11/2014,9:30:00,26.858,N,65.282,W
10/11/2014,9:31:59,26.863,N,65.285,W
10/11/2014,9:33:59,26.868,N,65.287,W
10/11/2014,9:35:59,26.872,N,65.289,W
10/11/2014,9:38:00,26.877,N,65.291,W
10/11/2014,9:40:00,26.881,N,65.293,W
10/11/2014,9:42:00,26.886,N,65.295,W
10/11/2014,9:44:00,26.891,N,65.297,W
10/11/2014,9:45:59,26.895,N,65.299,W
10/11/2014,9:47:59,26.9,N,65.302,W
10/11/2014,9:49:59,26.905,N,65.304,W
10/11/2014,9:51:59,26.909,N,65.306,W
10/11/2014,9:54:00,26.914,N,65.308,W
10/11/2014,9:56:00,26.919,N,65.31,W
10/11/2014,9:58:00,26.923,N,65.312,W
10/11/2014,10:00:00,26.928,N,65.314,W
10/11/2014,10:01:59,26.932,N,65.316,W
10/11/2014,10:03:59,26.937,N,65.319,W
10/11/2014,10:05:59,26.942,N,65.321,W
10/11/2014,10:08:00,26.946,N,65.323,W
10/11/2014,10:10:00,26.951,N,65.325,W
10/11/2014,10:12:00,26.955,N,65.327,W
10/11/2014,10:14:00,26.96,N,65.329,W
10/11/2014,10:15:59,26.965,N,65.331,W
10/11/2014,10:17:59,26.969,N,65.333,W
10/11/2014,10:19:59,26.974,N,65.335,W
10/11/2014,10:21:59,26.979,N,65.338,W
10/11/2014,10:24:00,26.983,N,65.34,W
10/11/2014,10:26:00,26.988,N,65.342,W
10/11/2014,10:28:00,26.992,N,65.344,W
10/11/2014,10:30:00,26.997,N,65.346,W
10/11/2014,10:31:59,27.002,N,65.348,W
10/11/2014,10:33:59,27.006,N,65.35,W
10/11/2014,10:35:59,27.011,N,65.352,W
10/11/2014,10:38:00,27.015,N,65.354,W
10/11/2014,10:40:00,27.02,N,65.356,W
10/11/2014,10:42:00,27.025,N,65.359,W
10/11/2014,10:44:00,27.029,N,65.361,W
10/11/2014,10:45:59,27.034,N,65.363,W
10/11/2014,10:47:59,27.038,N,65.365,W
10/11/2014,10:49:59,27.043,N,65.367,W
10/11/2014,10:51:59,27.048,N,65.369,W
10/11/2014,10:54:00,27.052,N,65.371,W
10/11/2014,10:56:00,27.057,N,65.373,W
10/11/2014,10:58:00,27.062,N,65.375,W
10/11/2014,11:00:00,27.066,N,65.377,W
10/11/2014,11:01:59,27.071,N,65.379,W
10/11/2014,11:03:59,27.075,N,65.382,W
10/11/2014,11:05:59,27.08,N,65.384,W
10/11/2014,11:08:00,27.085,N,65.386,W
10/11/2014,11:10:00,27.089,N,65.388,W
10/11/2014,11:12:00,27.094,N,65.39,W
10/11/2014,11:14:00,27.098,N,65.392,W
10/11/2014,11:15:59,27.103,N,65.394,W
10/11/2014,11:17:59,27.108,N,65.396,W
10/11/2014,11:19:59,27.112,N,65.398,W
10/11/2014,11:21:59,27.117,N,65.4,W
10/11/2014,11:24:00,27.121,N,65.402,W
10/11/2014,11:26:00,27.126,N,65.404,W
10/11/2014,11:28:00,27.13,N,65.407,W
10/11/2014,11:30:00,27.135,N,65.409,W
10/11/2014,11:31:59,27.14,N,65.411,W
10/11/2014,11:33:59,27.144,N,65.413,W
10/11/2014,11:35:59,27.149,N,65.415,W
10/11/2014,11:38:00,27.153,N,65.417,W
10/11/2014,11:40:00,27.158,N,65.419,W
10/11/2014,11:42:00,27.163,N,65.421,W
10/11/2014,11:44:00,27.167,N,65.423,W
10/11/2014,11:45:59,27.172,N,65.425,W
10/11/2014,11:47:59,27.176,N,65.427,W
10/11/2014,11:49:59,27.181,N,65.429,W
10/11/2014,11:51:59,27.186,N,65.431,W
10/11/2014,11:54:00,27.19,N,65.433,W
10/11/2014,11:56:00,27.195,N,65.435,W
10/11/2014,11:58:00,27.199,N,65.438,W
10/11/2014,12:00:00,27.204,N,65.44,W
10/11/2014,12:01:19,27.207,N,65.441,W
10/11/2014,12:03:20,27.215,N,65.443,W
10/11/2014,12:05:20,27.224,N,65.446,W
10/11/2014,12:07:20,27.232,N,65.448,W
10/11/2014,12:09:20,27.241,N,65.45,W
10/11/2014,12:11:19,27.249,N,65.453,W
10/11/2014,12:13:19,27.257,N,65.455,W
10/11/2014,12:15:19,27.266,N,65.457,W
10/11/2014,12:17:19,27.274,N,65.46,W
10/11/2014,12:19:20,27.283,N,65.462,W
10/11/2014,12:21:20,27.291,N,65.464,W
10/11/2014,12:23:20,27.3,N,65.466,W
10/11/2014,12:25:19,27.308,N,65.469,W
10/11/2014,12:27:19,27.317,N,65.471,W
10/11/2014,12:29:19,27.325,N,65.473,W
10/11/2014,12:31:19,27.334,N,65.475,W
10/11/2014,12:33:20,27.342,N,65.477,W
10/11/2014,12:35:20,27.35,N,65.479,W
10/11/2014,12:37:20,27.359,N,65.482,W
10/11/2014,12:39:20,27.367,N,65.484,W
10/11/2014,12:41:19,27.376,N,65.486,W
10/11/2014,12:43:19,27.384,N,65.488,W
10/11/2014,12:45:19,27.393,N,65.49,W
10/11/2014,12:47:19,27.401,N,65.492,W
10/11/2014,12:49:20,27.41,N,65.494,W
10/11/2014,12:51:20,27.418,N,65.496,W
10/11/2014,12:53:20,27.427,N,65.498,W
10/11/2014,12:55:19,27.435,N,65.5,W
10/11/2014,12:57:19,27.444,N,65.502,W
10/11/2014,12:59:19,27.452,N,65.504,W
10/11/2014,13:01:19,27.461,N,65.506,W
10/11/2014,13:03:20,27.47,N,65.508,W
10/11/2014,13:05:20,27.478,N,65.51,W
10/11/2014,13:07:20,27.487,N,65.511,W
10/11/2014,13:09:20,27.495,N,65.513,W
10/11/2014,13:11:19,27.504,N,65.515,W
10/11/2014,13:13:19,27.512,N,65.517,W
10/11/2014,13:15:19,27.521,N,65.519,W
10/11/2014,13:17:19,27.529,N,65.521,W
10/11/2014,13:19:20,27.538,N,65.522,W
10/11/2014,13:21:20,27.546,N,65.524,W
10/11/2014,13:23:20,27.555,N,65.526,W
10/11/2014,13:25:19,27.563,N,65.528,W
10/11/2014,13:27:19,27.572,N,65.529,W
10/11/2014,13:29:19,27.581,N,65.531,W
10/11/2014,13:31:19,27.589,N,65.533,W
10/11/2014,13:33:20,27.598,N,65.534,W
10/11/2014,13:35:20,27.606,N,65.536,W
10/11/2014,13:37:20,27.615,N,65.538,W
10/11/2014,13:39:20,27.623,N,65.539,W
10/11/2014,13:41:19,27.632,N,65.541,W
10/11/2014,13:43:19,27.64,N,65.542,W
10/11/2014,13:45:19,27.649,N,65.544,W
10/11/2014,13:47:19,27.657,N,65.545,W
10/11/2014,13:48:09,27.661,N,65.546,W
10/11/2014,13:50:10,27.67,N,65.548,W
10/11/2014,13:52:10,27.678,N,65.549,W
10/11/2014,13:54:10,27.687,N,65.551,W
10/11/2014,13:56:10,27.696,N,65.553,W
10/11/2014,13:58:09,27.705,N,65.555,W
10/11/2014,14:00:09,27.713,N,65.556,W
10/11/2014,14:02:09,27.722,N,65.558,W
10/11/2014,14:04:09,27.731,N,65.56,W
10/11/2014,14:06:10,27.74,N,65.561,W
10/11/2014,14:08:10,27.748,N,65.563,W
10/11/2014,14:10:10,27.757,N,65.565,W
10/11/2014,14:12:10,27.766,N,65.566,W
10/11/2014,14:14:09,27.775,N,65.568,W
10/11/2014,14:16:09,27.784,N,65.569,W
10/11/2014,14:18:09,27.792,N,65.571,W
10/11/2014,14:20:10,27.801,N,65.573,W
10/11/2014,14:22:10,27.81,N,65.574,W
10/11/2014,14:24:10,27.819,N,65.576,W
10/11/2014,14:26:10,27.828,N,65.577,W
10/11/2014,14:28:09,27.837,N,65.579,W
10/11/2014,14:30:09,27.846,N,65.58,W
10/11/2014,14:32:09,27.855,N,65.582,W
10/11/2014,14:34:09,27.864,N,65.583,W
10/11/2014,14:36:10,27.873,N,65.584,W
10/11/2014,14:38:10,27.882,N,65.586,W
10/11/2014,14:40:10,27.891,N,65.587,W
10/11/2014,14:42:10,27.9,N,65.589,W
10/11/2014,14:44:09,27.909,N,65.59,W
10/11/2014,14:46:09,27.918,N,65.591,W
10/11/2014,14:48:09,27.927,N,65.593,W
10/11/2014,14:50:10,27.936,N,65.594,W
10/11/2014,14:52:10,27.945,N,65.595,W
10/11/2014,14:54:10,27.954,N,65.596,W
10/11/2014,14:56:10,27.963,N,65.598,W
10/11/2014,14:58:09,27.972,N,65.599,W
10/11/2014,15:00:09,27.982,N,65.6,W
10/11/2014,15:02:09,27.991,N,65.601,W
10/11/2014,15:04:09,28,N,65.603,W
10/11/2014,15:06:10,28.009,N,65.604,W
10/11/2014,15:08:10,28.018,N,65.605,W
10/11/2014,15:10:10,28.028,N,65.606,W
10/11/2014,15:12:10,28.037,N,65.607,W
10/11/2014,15:14:09,28.046,N,65.608,W
10/11/2014,15:16:09,28.055,N,65.609,W
10/11/2014,15:18:09,28.065,N,65.61,W
10/11/2014,15:20:10,28.074,N,65.611,W
10/11/2014,15:22:10,28.084,N,65.612,W
10/11/2014,15:24:10,28.093,N,65.613,W
10/11/2014,15:26:10,28.102,N,65.614,W
10/11/2014,15:28:09,28.112,N,65.615,W
10/11/2014,15:30:09,28.121,N,65.616,W
10/11/2014,15:32:09,28.131,N,65.617,W
10/11/2014,15:34:09,28.14,N,65.618,W
10/11/2014,15:36:10,28.15,N,65.618,W
10/11/2014,15:38:10,28.159,N,65.619,W
10/11/2014,15:40:10,28.169,N,65.62,W
10/11/2014,15:42:10,28.178,N,65.621,W
10/11/2014,15:44:09,28.188,N,65.622,W
10/11/2014,15:46:09,28.197,N,65.622,W
10/11/2014,15:48:09,28.207,N,65.623,W
10/11/2014,15:50:10,28.217,N,65.624,W
10/11/2014,15:52:10,28.226,N,65.624,W
10/11/2014,15:54:10,28.236,N,65.625,W
10/11/2014,15:56:10,28.246,N,65.626,W
10/11/2014,15:58:09,28.255,N,65.626,W
10/11/2014,16:00:09,28.265,N,65.627,W
10/11/2014,16:02:09,28.275,N,65.627,W
10/11/2014,16:04:09,28.285,N,65.628,W
10/11/2014,16:06:10,28.294,N,65.628,W
10/11/2014,16:08:10,28.304,N,65.629,W
10/11/2014,16:10:10,28.314,N,65.629,W
10/11/2014,16:12:10,28.324,N,65.63,W
10/11/2014,16:14:09,28.333,N,65.63,W
10/11/2014,16:16:09,28.343,N,65.63,W
10/11/2014,16:18:09,28.353,N,65.631,W
10/11/2014,16:20:10,28.363,N,65.631,W
10/11/2014,16:22:10,28.373,N,65.631,W
10/11/2014,16:24:10,28.383,N,65.632,W
10/11/2014,16:26:10,28.393,N,65.632,W
10/11/2014,16:28:09,28.402,N,65.632,W
10/11/2014,16:30:09,28.412,N,65.632,W
10/11/2014,16:32:09,28.422,N,65.633,W
10/11/2014,16:34:09,28.432,N,65.633,W
10/11/2014,16:36:10,28.442,N,65.633,W
10/11/2014,16:38:10,28.452,N,65.633,W
10/11/2014,16:40:10,28.462,N,65.633,W
10/11/2014,16:42:10,28.472,N,65.633,W
10/11/2014,16:44:09,28.482,N,65.633,W
10/11/2014,16:46:09,28.492,N,65.633,W
10/11/2014,16:48:09,28.502,N,65.634,W
10/11/2014,16:50:10,28.511,N,65.634,W
10/11/2014,16:52:10,28.521,N,65.634,W
10/11/2014,16:54:10,28.531,N,65.634,W
10/11/2014,16:56:10,28.541,N,65.633,W
10/11/2014,16:58:09,28.551,N,65.633,W
10/11/2014,17:00:09,28.561,N,65.633,W
10/11/2014,17:02:09,28.571,N,65.633,W
10/11/2014,17:04:09,28.581,N,65.633,W
10/11/2014,17:06:10,28.591,N,65.633,W
10/11/2014,17:08:10,28.601,N,65.633,W
10/11/2014,17:10:10,28.611,N,65.633,W
10/11/2014,17:12:10,28.621,N,65.633,W
10/11/2014,17:14:09,28.63,N,65.632,W
10/11/2014,17:16:09,28.64,N,65.632,W
10/11/2014,17:18:09,28.65,N,65.632,W
10/11/2014,17:20:10,28.66,N,65.632,W
10/11/2014,17:22:10,28.67,N,65.631,W
10/11/2014,17:24:10,28.68,N,65.631,W
10/11/2014,17:26:10,28.69,N,65.631,W
10/11/2014,17:28:09,28.7,N,65.63,W
10/11/2014,17:30:09,28.709,N,65.63,W
10/11/2014,17:32:09,28.719,N,65.63,W
10/11/2014,17:34:09,28.729,N,65.629,W
10/11/2014,17:36:10,28.739,N,65.629,W
10/11/2014,17:38:10,28.749,N,65.629,W
10/11/2014,17:40:10,28.758,N,65.628,W
10/11/2014,17:42:10,28.768,N,65.628,W
10/11/2014,17:44:09,28.778,N,65.627,W
10/11/2014,17:46:09,28.788,N,65.627,W
10/11/2014,17:48:09,28.797,N,65.626,W
10/11/2014,17:50:10,28.807,N,65.626,W
10/11/2014,17:52:10,28.817,N,65.625,W
10/11/2014,17:54:10,28.826,N,65.625,W
10/11/2014,17:56:10,28.836,N,65.624,W
10/11/2014,17:58:09,28.846,N,65.624,W
10/11/2014,18:00:09,28.855,N,65.623,W
10/11/2014,18:02:09,28.865,N,65.622,W
10/11/2014,18:04:09,28.874,N,65.622,W
10/11/2014,18:06:10,28.884,N,65.621,W
10/11/2014,18:08:10,28.894,N,65.62,W
10/11/2014,18:10:10,28.903,N,65.62,W
10/11/2014,18:12:10,28.913,N,65.619,W
10/11/2014,18:14:09,28.922,N,65.618,W
10/11/2014,18:16:09,28.931,N,65.618,W
10/11/2014,18:18:09,28.941,N,65.617,W
10/11/2014,18:20:10,28.95,N,65.616,W
10/11/2014,18:22:10,28.96,N,65.615,W
10/11/2014,18:24:10,28.969,N,65.615,W
10/11/2014,18:26:10,28.978,N,65.614,W
10/11/2014,18:28:09,28.988,N,65.613,W
10/11/2014,18:30:09,28.997,N,65.612,W
10/11/2014,18:32:09,29.006,N,65.611,W
10/11/2014,18:34:09,29.015,N,65.611,W
10/11/2014,18:36:10,29.025,N,65.61,W
10/11/2014,18:38:10,29.034,N,65.609,W
10/11/2014,18:40:10,29.043,N,65.608,W
10/11/2014,18:42:10,29.052,N,65.607,W
10/11/2014,18:44:09,29.061,N,65.606,W
10/11/2014,18:46:09,29.07,N,65.605,W
10/11/2014,18:48:09,29.079,N,65.604,W
10/11/2014,18:50:10,29.088,N,65.603,W
10/11/2014,18:52:10,29.097,N,65.602,W
10/11/2014,18:54:10,29.106,N,65.601,W
10/11/2014,18:56:10,29.115,N,65.6,W
10/11/2014,18:58:09,29.124,N,65.599,W
10/11/2014,19:00:09,29.132,N,65.598,W
10/11/2014,19:02:09,29.141,N,65.597,W
10/11/2014,19:04:09,29.15,N,65.596,W
10/11/2014,19:06:10,29.159,N,65.595,W
10/11/2014,19:08:10,29.167,N,65.594,W
10/11/2014,19:10:10,29.176,N,65.593,W
10/11/2014,19:12:10,29.184,N,65.592,W
10/11/2014,19:14:09,29.193,N,65.591,W
10/11/2014,19:16:09,29.201,N,65.59,W
10/11/2014,19:18:09,29.21,N,65.589,W
10/11/2014,19:20:10,29.218,N,65.588,W
10/11/2014,19:22:10,29.227,N,65.586,W
10/11/2014,19:24:10,29.235,N,65.585,W
10/11/2014,19:26:10,29.243,N,65.584,W
10/11/2014,19:28:09,29.252,N,65.583,W
10/11/2014,19:30:09,29.26,N,65.582,W
10/11/2014,19:32:09,29.268,N,65.581,W
10/11/2014,19:34:09,29.276,N,65.579,W
10/11/2014,19:36:10,29.284,N,65.578,W
10/11/2014,19:38:10,29.292,N,65.577,W
10/11/2014,19:40:10,29.3,N,65.576,W
10/11/2014,19:42:10,29.308,N,65.574,W
10/11/2014,19:44:09,29.316,N,65.573,W
10/11/2014,19:46:09,29.324,N,65.572,W
10/11/2014,19:48:09,29.332,N,65.571,W
10/11/2014,19:50:10,29.34,N,65.569,W
10/11/2014,19:52:10,29.348,N,65.568,W
10/11/2014,19:54:10,29.355,N,65.567,W
10/11/2014,19:56:10,29.363,N,65.565,W
10/11/2014,19:58:09,29.371,N,65.564,W
10/11/2014,20:00:09,29.379,N,65.563,W
10/11/2014,20:02:09,29.386,N,65.561,W
10/11/2014,20:04:09,29.394,N,65.56,W
10/11/2014,20:06:10,29.401,N,65.559,W
10/11/2014,20:08:10,29.409,N,65.557,W
10/11/2014,20:10:10,29.416,N,65.556,W
10/11/2014,20:12:10,29.424,N,65.554,W
10/11/2014,20:14:09,29.431,N,65.553,W
10/11/2014,20:16:09,29.439,N,65.552,W
10/11/2014,20:18:09,29.446,N,65.55,W
10/11/2014,20:20:10,29.454,N,65.549,W
10/11/2014,20:22:10,29.461,N,65.547,W
10/11/2014,20:24:10,29.468,N,65.546,W
10/11/2014,20:26:10,29.475,N,65.545,W
10/11/2014,20:28:09,29.483,N,65.543,W
10/11/2014,20:30:09,29.49,N,65.542,W
10/11/2014,20:32:09,29.497,N,65.54,W
10/11/2014,20:34:09,29.504,N,65.539,W
10/11/2014,20:36:10,29.511,N,65.537,W
10/11/2014,20:38:10,29.519,N,65.536,W
10/11/2014,20:40:10,29.526,N,65.534,W
10/11/2014,20:42:10,29.533,N,65.533,W
10/11/2014,20:44:09,29.54,N,65.531,W
10/11/2014,20:46:09,29.547,N,65.53,W
10/11/2014,20:48:09,29.554,N,65.528,W
10/11/2014,20:50:10,29.561,N,65.527,W
10/11/2014,20:52:10,29.568,N,65.525,W
10/11/2014,20:54:10,29.575,N,65.523,W
10/11/2014,20:56:10,29.581,N,65.522,W
10/11/2014,20:58:09,29.588,N,65.52,W
10/11/2014,21:00:09,29.595,N,65.519,W
10/11/2014,21:02:09,29.602,N,65.517,W
10/11/2014,21:04:09,29.609,N,65.516,W
10/11/2014,21:06:10,29.616,N,65.514,W
10/11/2014,21:08:10,29.622,N,65.512,W
10/11/2014,21:10:10,29.629,N,65.511,W
10/11/2014,21:12:10,29.636,N,65.509,W
10/11/2014,21:14:09,29.642,N,65.508,W
10/11/2014,21:16:09,29.649,N,65.506,W
10/11/2014,21:18:09,29.656,N,65.504,W
10/11/2014,21:20:10,29.662,N,65.503,W
10/11/2014,21:22:10,29.669,N,65.501,W
10/11/2014,21:24:10,29.676,N,65.5,W
10/11/2014,21:26:10,29.682,N,65.498,W
10/11/2014,21:28:09,29.689,N,65.496,W
10/11/2014,21:30:09,29.695,N,65.495,W
10/11/2014,21:32:09,29.702,N,65.493,W
10/11/2014,21:34:09,29.708,N,65.491,W
10/11/2014,21:36:10,29.715,N,65.49,W
10/11/2014,21:38:10,29.721,N,65.488,W
10/11/2014,21:40:10,29.728,N,65.486,W
10/11/2014,21:42:10,29.734,N,65.485,W
10/11/2014,21:44:09,29.741,N,65.483,W
10/11/2014,21:46:09,29.747,N,65.481,W
10/11/2014,21:48:09,29.754,N,65.48,W
10/11/2014,21:50:10,29.76,N,65.478,W
10/11/2014,21:52:10,29.767,N,65.476,W
10/11/2014,21:54:10,29.773,N,65.475,W
10/11/2014,21:56:10,29.779,N,65.473,W
10/11/2014,21:58:09,29.786,N,65.471,W
10/11/2014,22:00:09,29.792,N,65.469,W
10/11/2014,22:02:09,29.798,N,65.468,W
10/11/2014,22:04:09,29.805,N,65.466,W
10/11/2014,22:06:10,29.811,N,65.464,W
10/11/2014,22:08:10,29.817,N,65.463,W
10/11/2014,22:10:10,29.824,N,65.461,W
10/11/2014,22:12:10,29.83,N,65.459,W
10/11/2014,22:14:09,29.836,N,65.457,W
10/11/2014,22:16:09,29.843,N,65.456,W
10/11/2014,22:18:09,29.849,N,65.454,W
10/11/2014,22:20:10,29.855,N,65.452,W
10/11/2014,22:22:10,29.861,N,65.451,W
10/11/2014,22:24:10,29.868,N,65.449,W
10/11/2014,22:26:10,29.874,N,65.447,W
10/11/2014,22:28:09,29.88,N,65.445,W
10/11/2014,22:30:09,29.886,N,65.444,W
10/11/2014,22:32:09,29.893,N,65.442,W
10/11/2014,22:34:09,29.899,N,65.44,W
10/11/2014,22:36:10,29.905,N,65.438,W
10/11/2014,22:38:10,29.911,N,65.437,W
10/11/2014,22:40:10,29.917,N,65.435,W
10/11/2014,22:42:10,29.924,N,65.433,W
10/11/2014,22:44:09,29.93,N,65.431,W
10/11/2014,22:46:09,29.936,N,65.43,W
10/11/2014,22:48:04,29.942,N,65.428,W
10/11/2014,22:50:04,29.948,N,65.426,W
10/11/2014,22:52:05,29.954,N,65.425,W
10/11/2014,22:54:05,29.961,N,65.423,W
10/11/2014,22:56:05,29.967,N,65.421,W
10/11/2014,22:56:08,29.967,N,65.421,W
10/11/2014,22:58:08,29.974,N,65.417,W
10/11/2014,23:00:08,29.98,N,65.413,W
10/11/2014,23:02:08,29.987,N,65.409,W
10/11/2014,23:04:09,29.993,N,65.405,W
10/11/2014,23:06:09,30,N,65.401,W
10/11/2014,23:08:09,30.007,N,65.398,W
10/11/2014,23:10:08,30.013,N,65.394,W
10/11/2014,23:12:08,30.02,N,65.39,W
10/11/2014,23:14:08,30.026,N,65.386,W
10/11/2014,23:16:08,30.033,N,65.382,W
10/11/2014,23:18:09,30.039,N,65.378,W
10/11/2014,23:20:09,30.046,N,65.374,W
10/11/2014,23:22:09,30.053,N,65.37,W
10/11/2014,23:24:09,30.059,N,65.366,W
10/11/2014,23:26:08,30.066,N,65.363,W
10/11/2014,23:28:08,30.073,N,65.359,W
10/11/2014,23:30:08,30.079,N,65.355,W
10/11/2014,23:32:08,30.086,N,65.351,W
10/11/2014,23:34:09,30.093,N,65.347,W
10/11/2014,23:36:09,30.099,N,65.343,W
10/11/2014,23:38:09,30.106,N,65.339,W
10/11/2014,23:40:08,30.112,N,65.336,W
10/11/2014,23:42:08,30.119,N,65.332,W
10/11/2014,23:44:08,30.126,N,65.328,W
10/11/2014,23:46:08,30.133,N,65.324,W
10/11/2014,23:48:09,30.139,N,65.32,W
10/11/2014,23:50:09,30.146,N,65.316,W
10/11/2014,23:52:09,30.153,N,65.313,W
10/11/2014,23:54:09,30.159,N,65.309,W
10/11/2014,23:56:08,30.166,N,65.305,W
10/11/2014,23:58:08,30.173,N,65.301,W
10/12/2014,0:00:08,30.18,N,65.298,W
10/12/2014,0:02:08,30.186,N,65.294,W
10/12/2014,0:04:09,30.193,N,65.29,W
10/12/2014,0:06:09,30.2,N,65.286,W
10/12/2014,0:08:09,30.207,N,65.283,W
10/12/2014,0:10:08,30.213,N,65.279,W
10/12/2014,0:12:08,30.22,N,65.275,W
10/12/2014,0:14:08,30.227,N,65.272,W
10/12/2014,0:16:08,30.234,N,65.268,W
10/12/2014,0:18:09,30.241,N,65.264,W
10/12/2014,0:20:09,30.248,N,65.261,W
10/12/2014,0:22:09,30.254,N,65.257,W
10/12/2014,0:24:09,30.261,N,65.253,W
10/12/2014,0:26:08,30.268,N,65.25,W
10/12/2014,0:28:08,30.275,N,65.246,W
10/12/2014,0:30:08,30.282,N,65.242,W
10/12/2014,0:32:08,30.289,N,65.239,W
10/12/2014,0:34:09,30.296,N,65.235,W
10/12/2014,0:36:09,30.303,N,65.232,W
10/12/2014,0:38:09,30.31,N,65.228,W
10/12/2014,0:40:08,30.317,N,65.225,W
10/12/2014,0:42:08,30.324,N,65.221,W
10/12/2014,0:44:08,30.331,N,65.218,W
10/12/2014,0:46:08,30.338,N,65.214,W
10/12/2014,0:48:09,30.345,N,65.211,W
10/12/2014,0:50:09,30.352,N,65.207,W
10/12/2014,0:52:09,30.359,N,65.204,W
10/12/2014,0:54:09,30.366,N,65.2,W
10/12/2014,0:56:08,30.373,N,65.197,W
10/12/2014,0:58:08,30.381,N,65.193,W
10/12/2014,1:00:08,30.388,N,65.19,W
10/12/2014,1:02:08,30.395,N,65.187,W
10/12/2014,1:04:09,30.402,N,65.183,W
10/12/2014,1:06:09,30.409,N,65.18,W
10/12/2014,1:08:09,30.416,N,65.177,W
10/12/2014,1:10:08,30.424,N,65.173,W
10/12/2014,1:12:08,30.431,N,65.17,W
10/12/2014,1:14:08,30.438,N,65.167,W
10/12/2014,1:16:08,30.446,N,65.163,W
10/12/2014,1:18:09,30.453,N,65.16,W
10/12/2014,1:20:09,30.46,N,65.157,W
10/12/2014,1:22:09,30.468,N,65.154,W
10/12/2014,1:24:09,30.475,N,65.151,W
10/12/2014,1:26:08,30.482,N,65.147,W
10/12/2014,1:28:08,30.49,N,65.144,W
10/12/2014,1:30:08,30.497,N,65.141,W
10/12/2014,1:32:08,30.505,N,65.138,W
10/12/2014,1:34:09,30.512,N,65.135,W
10/12/2014,1:36:09,30.52,N,65.132,W
10/12/2014,1:38:09,30.527,N,65.129,W
10/12/2014,1:40:08,30.535,N,65.126,W
10/12/2014,1:42:08,30.542,N,65.123,W
10/12/2014,1:44:08,30.55,N,65.12,W
10/12/2014,1:46:08,30.558,N,65.117,W
10/12/2014,1:48:09,30.565,N,65.114,W
10/12/2014,1:50:09,30.573,N,65.111,W
10/12/2014,1:52:09,30.581,N,65.108,W
10/12/2014,1:54:09,30.588,N,65.105,W
10/12/2014,1:56:08,30.596,N,65.103,W
10/12/2014,1:58:08,30.604,N,65.1,W
10/12/2014,2:00:08,30.612,N,65.097,W
10/12/2014,2:02:08,30.62,N,65.094,W
10/12/2014,2:04:09,30.627,N,65.091,W
10/12/2014,2:06:09,30.635,N,65.089,W
10/12/2014,2:08:09,30.643,N,65.086,W
10/12/2014,2:10:08,30.651,N,65.083,W
10/12/2014,2:12:08,30.659,N,65.081,W
10/12/2014,2:14:08,30.667,N,65.078,W
10/12/2014,2:16:08,30.675,N,65.075,W
10/12/2014,2:18:09,30.683,N,65.073,W
10/12/2014,2:20:09,30.691,N,65.07,W
10/12/2014,2:22:09,30.699,N,65.068,W
10/12/2014,2:24:09,30.708,N,65.065,W
10/12/2014,2:26:08,30.716,N,65.063,W
10/12/2014,2:28:08,30.724,N,65.06,W
10/12/2014,2:30:08,30.732,N,65.058,W
10/12/2014,2:32:08,30.74,N,65.056,W
10/12/2014,2:34:09,30.749,N,65.053,W
10/12/2014,2:36:09,30.757,N,65.051,W
10/12/2014,2:38:09,30.765,N,65.049,W
10/12/2014,2:40:08,30.774,N,65.046,W
10/12/2014,2:42:08,30.782,N,65.044,W
10/12/2014,2:44:08,30.79,N,65.042,W
10/12/2014,2:46:08,30.799,N,65.04,W
10/12/2014,2:48:09,30.807,N,65.037,W
10/12/2014,2:50:09,30.816,N,65.035,W
10/12/2014,2:52:09,30.824,N,65.033,W
10/12/2014,2:54:09,30.833,N,65.031,W
10/12/2014,2:56:08,30.841,N,65.029,W
10/12/2014,2:58:08,30.85,N,65.027,W
10/12/2014,3:00:08,30.859,N,65.025,W
10/12/2014,3:02:08,30.867,N,65.023,W
10/12/2014,3:04:09,30.876,N,65.021,W
10/12/2014,3:06:09,30.885,N,65.019,W
10/12/2014,3:08:09,30.893,N,65.017,W
10/12/2014,3:10:08,30.902,N,65.015,W
10/12/2014,3:12:08,30.911,N,65.013,W
10/12/2014,3:14:08,30.92,N,65.011,W
10/12/2014,3:16:08,30.928,N,65.009,W
10/12/2014,3:18:09,30.937,N,65.007,W
10/12/2014,3:20:09,30.946,N,65.005,W
10/12/2014,3:22:09,30.955,N,65.003,W
10/12/2014,3:24:09,30.964,N,65.002,W
