Track,for,Cristobal,2014,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/27/2014,16:17:01,31.95,N,72.189,W
8/27/2014,16:19:00,31.954,N,72.184,W
8/27/2014,16:21:01,31.958,N,72.18,W
8/27/2014,16:23:00,31.962,N,72.175,W
8/27/2014,16:25:01,31.967,N,72.17,W
8/27/2014,16:27:00,31.971,N,72.165,W
8/27/2014,16:29:01,31.975,N,72.16,W
8/27/2014,16:31:00,31.979,N,72.155,W
8/27/2014,16:33:00,31.983,N,72.149,W
8/27/2014,16:35:01,31.987,N,72.144,W
8/27/2014,16:37:00,31.991,N,72.139,W
8/27/2014,16:39:01,31.995,N,72.134,W
8/27/2014,16:41:00,31.999,N,72.128,W
8/27/2014,16:43:01,32.003,N,72.123,W
8/27/2014,16:45:00,32.007,N,72.118,W
8/27/2014,16:47:01,32.011,N,72.112,W
8/27/2014,16:49:00,32.015,N,72.107,W
8/27/2014,16:51:01,32.019,N,72.101,W
8/27/2014,16:53:00,32.023,N,72.096,W
8/27/2014,16:55:01,32.028,N,72.09,W
8/27/2014,16:57:00,32.032,N,72.084,W
8/27/2014,16:59:01,32.036,N,72.079,W
8/27/2014,17:01:00,32.04,N,72.073,W
8/27/2014,17:03:00,32.044,N,72.067,W
8/27/2014,17:05:01,32.048,N,72.062,W
8/27/2014,17:07:00,32.052,N,72.056,W
8/27/2014,17:09:01,32.056,N,72.05,W
8/27/2014,17:11:00,32.06,N,72.044,W
8/27/2014,17:13:01,32.065,N,72.038,W
8/27/2014,17:15:00,32.069,N,72.032,W
8/27/2014,17:17:01,32.073,N,72.026,W
8/27/2014,17:18:05,32.075,N,72.023,W
8/27/2014,17:20:06,32.079,N,72.017,W
8/27/2014,17:22:05,32.083,N,72.01,W
8/27/2014,17:24:06,32.087,N,72.004,W
8/27/2014,17:26:05,32.092,N,71.997,W
8/27/2014,17:28:06,32.096,N,71.991,W
8/27/2014,17:30:05,32.1,N,71.985,W
8/27/2014,17:32:06,32.104,N,71.978,W
8/27/2014,17:34:05,32.108,N,71.972,W
8/27/2014,17:36:06,32.112,N,71.965,W
8/27/2014,17:38:05,32.117,N,71.959,W
8/27/2014,17:40:06,32.121,N,71.952,W
8/27/2014,17:42:05,32.125,N,71.946,W
8/27/2014,17:44:06,32.129,N,71.94,W
8/27/2014,17:46:05,32.133,N,71.933,W
8/27/2014,17:48:05,32.137,N,71.927,W
8/27/2014,17:50:06,32.141,N,71.92,W
8/27/2014,17:52:05,32.146,N,71.914,W
8/27/2014,17:54:06,32.15,N,71.908,W
8/27/2014,17:56:05,32.154,N,71.901,W
8/27/2014,17:58:06,32.158,N,71.895,W
8/27/2014,18:00:05,32.162,N,71.888,W
8/27/2014,18:02:06,32.166,N,71.882,W
8/27/2014,18:04:05,32.17,N,71.875,W
8/27/2014,18:06:06,32.175,N,71.869,W
8/27/2014,18:08:05,32.179,N,71.863,W
8/27/2014,18:10:06,32.183,N,71.856,W
8/27/2014,18:12:05,32.187,N,71.85,W
8/27/2014,18:14:06,32.191,N,71.843,W
8/27/2014,18:16:05,32.195,N,71.837,W
8/27/2014,18:18:05,32.199,N,71.831,W
8/27/2014,18:20:06,32.204,N,71.824,W
8/27/2014,18:22:05,32.208,N,71.818,W
8/27/2014,18:24:06,32.212,N,71.811,W
8/27/2014,18:26:05,32.216,N,71.805,W
8/27/2014,18:28:06,32.22,N,71.798,W
8/27/2014,18:30:05,32.224,N,71.792,W
8/27/2014,18:32:06,32.229,N,71.786,W
8/27/2014,18:34:05,32.233,N,71.779,W
8/27/2014,18:36:06,32.237,N,71.773,W
8/27/2014,18:38:05,32.241,N,71.766,W
8/27/2014,18:40:06,32.245,N,71.76,W
8/27/2014,18:41:58,32.249,N,71.754,W
8/27/2014,18:43:57,32.26,N,71.75,W
8/27/2014,18:45:58,32.27,N,71.747,W
8/27/2014,18:47:57,32.281,N,71.743,W
8/27/2014,18:49:58,32.291,N,71.74,W
8/27/2014,18:51:57,32.301,N,71.737,W
8/27/2014,18:53:58,32.311,N,71.733,W
8/27/2014,18:55:58,32.32,N,71.73,W
8/27/2014,18:57:57,32.33,N,71.727,W
8/27/2014,18:59:58,32.338,N,71.723,W
8/27/2014,19:01:57,32.347,N,71.72,W
8/27/2014,19:03:58,32.354,N,71.717,W
8/27/2014,19:05:57,32.362,N,71.714,W
8/27/2014,19:07:58,32.369,N,71.711,W
8/27/2014,19:09:57,32.375,N,71.708,W
8/27/2014,19:11:05,32.379,N,71.706,W
8/27/2014,19:13:04,32.386,N,71.703,W
8/27/2014,19:15:04,32.392,N,71.7,W
8/27/2014,19:17:05,32.398,N,71.697,W
8/27/2014,19:19:04,32.404,N,71.694,W
8/27/2014,19:21:05,32.409,N,71.691,W
8/27/2014,19:23:04,32.414,N,71.689,W
8/27/2014,19:25:05,32.418,N,71.686,W
8/27/2014,19:27:04,32.422,N,71.683,W
8/27/2014,19:29:05,32.425,N,71.681,W
8/27/2014,19:31:04,32.428,N,71.678,W
8/27/2014,19:33:05,32.431,N,71.675,W
8/27/2014,19:35:04,32.434,N,71.673,W
8/27/2014,19:37:05,32.436,N,71.67,W
8/27/2014,19:39:04,32.439,N,71.667,W
8/27/2014,19:41:05,32.441,N,71.664,W
8/27/2014,19:43:04,32.444,N,71.661,W
8/27/2014,19:45:04,32.446,N,71.658,W
8/27/2014,19:47:05,32.449,N,71.655,W
8/27/2014,19:49:04,32.451,N,71.652,W
8/27/2014,19:51:05,32.454,N,71.648,W
8/27/2014,19:52:05,32.456,N,71.646,W
8/27/2014,19:54:04,32.461,N,71.641,W
8/27/2014,19:56:05,32.467,N,71.636,W
8/27/2014,19:58:04,32.473,N,71.631,W
8/27/2014,20:00:04,32.479,N,71.626,W
8/27/2014,20:02:05,32.485,N,71.62,W
8/27/2014,20:04:04,32.492,N,71.614,W
8/27/2014,20:06:05,32.499,N,71.608,W
8/27/2014,20:08:04,32.506,N,71.602,W
8/27/2014,20:10:05,32.513,N,71.596,W
8/27/2014,20:12:04,32.52,N,71.589,W
8/27/2014,20:14:05,32.527,N,71.583,W
8/27/2014,20:16:04,32.535,N,71.576,W
8/27/2014,20:18:05,32.542,N,71.569,W
8/27/2014,20:20:04,32.549,N,71.562,W
8/27/2014,20:22:05,32.557,N,71.555,W
8/27/2014,20:24:04,32.564,N,71.548,W
8/27/2014,20:26:05,32.571,N,71.542,W
8/27/2014,20:28:04,32.579,N,71.535,W
8/27/2014,20:30:04,32.586,N,71.528,W
8/27/2014,20:32:05,32.593,N,71.521,W
8/27/2014,20:34:04,32.6,N,71.515,W
8/27/2014,20:36:05,32.607,N,71.508,W
8/27/2014,20:37:55,32.613,N,71.502,W
8/27/2014,20:39:56,32.617,N,71.5,W
8/27/2014,20:41:55,32.621,N,71.498,W
8/27/2014,20:43:56,32.625,N,71.496,W
8/27/2014,20:45:55,32.629,N,71.494,W
8/27/2014,20:47:56,32.632,N,71.493,W
8/27/2014,20:49:56,32.636,N,71.491,W
8/27/2014,20:51:55,32.639,N,71.49,W
8/27/2014,20:53:56,32.642,N,71.488,W
8/27/2014,20:55:55,32.646,N,71.486,W
8/27/2014,20:57:56,32.649,N,71.484,W
8/27/2014,20:59:55,32.652,N,71.482,W
8/27/2014,21:01:56,32.656,N,71.48,W
8/27/2014,21:03:55,32.66,N,71.477,W
8/27/2014,21:05:56,32.663,N,71.473,W
8/27/2014,21:07:55,32.667,N,71.469,W
8/27/2014,21:09:56,32.671,N,71.464,W
8/27/2014,21:11:55,32.676,N,71.459,W
8/27/2014,21:13:56,32.681,N,71.453,W
8/27/2014,21:15:55,32.685,N,71.446,W
8/27/2014,21:17:56,32.691,N,71.439,W
8/27/2014,21:19:56,32.696,N,71.431,W
8/27/2014,21:21:55,32.702,N,71.422,W
8/27/2014,21:23:56,32.708,N,71.412,W
8/27/2014,21:25:55,32.714,N,71.402,W
8/27/2014,21:27:56,32.721,N,71.391,W
8/27/2014,21:29:11,32.725,N,71.384,W
8/27/2014,21:31:11,32.734,N,71.369,W
8/27/2014,21:33:10,32.743,N,71.353,W
8/27/2014,21:35:11,32.753,N,71.337,W
8/27/2014,21:37:10,32.762,N,71.322,W
8/27/2014,21:39:11,32.77,N,71.306,W
8/27/2014,21:41:10,32.779,N,71.291,W
8/27/2014,21:43:11,32.787,N,71.277,W
8/27/2014,21:45:10,32.795,N,71.263,W
8/27/2014,21:47:11,32.802,N,71.249,W
8/27/2014,21:49:10,32.808,N,71.237,W
8/27/2014,21:51:11,32.814,N,71.225,W
8/27/2014,21:53:10,32.82,N,71.215,W
8/27/2014,21:55:11,32.825,N,71.205,W
8/27/2014,21:55:46,32.826,N,71.202,W
8/27/2014,21:57:47,32.828,N,71.196,W
8/27/2014,21:59:46,32.83,N,71.191,W
8/27/2014,22:01:47,32.833,N,71.185,W
8/27/2014,22:03:46,32.835,N,71.179,W
8/27/2014,22:05:47,32.837,N,71.174,W
8/27/2014,22:07:46,32.839,N,71.168,W
8/27/2014,22:09:46,32.841,N,71.162,W
8/27/2014,22:11:47,32.844,N,71.156,W
8/27/2014,22:13:46,32.846,N,71.151,W
8/27/2014,22:15:47,32.848,N,71.145,W
8/27/2014,22:17:46,32.85,N,71.139,W
8/27/2014,22:19:47,32.852,N,71.134,W
8/27/2014,22:21:46,32.855,N,71.128,W
8/27/2014,22:23:47,32.857,N,71.122,W
8/27/2014,22:23:52,32.857,N,71.122,W
8/27/2014,22:25:51,32.871,N,71.113,W
8/27/2014,22:27:52,32.884,N,71.104,W
8/27/2014,22:29:51,32.898,N,71.096,W
8/27/2014,22:31:52,32.911,N,71.087,W
8/27/2014,22:33:51,32.925,N,71.078,W
8/27/2014,22:35:52,32.938,N,71.069,W
8/27/2014,22:37:51,32.952,N,71.061,W
8/27/2014,22:39:51,32.965,N,71.052,W
8/27/2014,22:41:52,32.979,N,71.043,W
8/27/2014,22:43:51,32.992,N,71.034,W
8/27/2014,22:45:52,33.006,N,71.026,W
8/27/2014,22:47:51,33.019,N,71.017,W
8/27/2014,22:49:52,33.033,N,71.008,W
8/27/2014,22:51:51,33.046,N,70.999,W
8/27/2014,22:53:52,33.06,N,70.991,W
8/27/2014,22:55:51,33.073,N,70.982,W
8/27/2014,22:57:52,33.087,N,70.973,W
8/27/2014,22:59:51,33.1,N,70.964,W
8/27/2014,23:01:52,33.113,N,70.956,W
8/27/2014,23:03:51,33.127,N,70.947,W
8/27/2014,23:05:52,33.14,N,70.938,W
8/27/2014,23:07:51,33.154,N,70.929,W
8/27/2014,23:09:51,33.167,N,70.921,W
8/27/2014,23:11:52,33.18,N,70.912,W
8/27/2014,23:13:51,33.194,N,70.903,W
8/27/2014,23:15:52,33.207,N,70.894,W
8/27/2014,23:17:51,33.221,N,70.885,W
8/27/2014,23:19:52,33.234,N,70.877,W
8/27/2014,23:21:51,33.247,N,70.868,W
8/27/2014,23:23:52,33.261,N,70.859,W
8/27/2014,23:25:51,33.274,N,70.85,W
8/27/2014,23:27:52,33.287,N,70.842,W
8/27/2014,23:29:51,33.301,N,70.833,W
8/27/2014,23:31:52,33.314,N,70.824,W
8/27/2014,23:33:51,33.327,N,70.815,W
8/27/2014,23:35:52,33.341,N,70.806,W
8/27/2014,23:37:51,33.354,N,70.798,W
8/27/2014,23:39:51,33.367,N,70.789,W
8/27/2014,23:41:52,33.38,N,70.78,W
8/27/2014,23:43:51,33.394,N,70.771,W
8/27/2014,23:45:52,33.407,N,70.762,W
8/27/2014,23:47:51,33.42,N,70.754,W
8/27/2014,23:49:52,33.433,N,70.745,W
8/27/2014,23:51:51,33.446,N,70.736,W
8/27/2014,23:53:52,33.46,N,70.727,W
8/27/2014,23:55:51,33.473,N,70.718,W
8/27/2014,23:57:52,33.486,N,70.709,W
8/27/2014,23:59:51,33.499,N,70.701,W
8/28/2014,0:01:52,33.512,N,70.692,W
8/28/2014,0:03:51,33.525,N,70.683,W
8/28/2014,0:05:52,33.538,N,70.674,W
8/28/2014,0:07:51,33.552,N,70.665,W
8/28/2014,0:09:51,33.565,N,70.656,W
8/28/2014,0:11:52,33.578,N,70.648,W
8/28/2014,0:13:51,33.591,N,70.639,W
8/28/2014,0:15:52,33.604,N,70.63,W
8/28/2014,0:17:51,33.617,N,70.621,W
8/28/2014,0:19:52,33.63,N,70.612,W
8/28/2014,0:21:51,33.643,N,70.603,W
8/28/2014,0:23:52,33.656,N,70.594,W
8/28/2014,0:25:51,33.669,N,70.586,W
8/28/2014,0:27:52,33.682,N,70.577,W
8/28/2014,0:29:51,33.694,N,70.568,W
8/28/2014,0:31:52,33.707,N,70.559,W
8/28/2014,0:33:51,33.72,N,70.55,W
8/28/2014,0:35:52,33.733,N,70.541,W
8/28/2014,0:37:51,33.746,N,70.532,W
8/28/2014,0:39:51,33.759,N,70.523,W
8/28/2014,0:41:52,33.772,N,70.514,W
8/28/2014,0:43:51,33.784,N,70.505,W
8/28/2014,0:45:52,33.797,N,70.497,W
8/28/2014,0:47:51,33.81,N,70.488,W
8/28/2014,0:49:52,33.823,N,70.479,W
8/28/2014,0:51:51,33.835,N,70.47,W
8/28/2014,0:53:52,33.848,N,70.461,W
8/28/2014,0:55:51,33.861,N,70.452,W
8/28/2014,0:57:52,33.873,N,70.443,W
8/28/2014,0:59:51,33.886,N,70.434,W
8/28/2014,1:01:52,33.898,N,70.425,W
8/28/2014,1:03:51,33.911,N,70.416,W
8/28/2014,1:05:52,33.924,N,70.407,W
8/28/2014,1:07:51,33.936,N,70.398,W
8/28/2014,1:09:51,33.949,N,70.389,W
8/28/2014,1:11:52,33.961,N,70.38,W
8/28/2014,1:13:51,33.974,N,70.371,W
8/28/2014,1:15:52,33.986,N,70.362,W
8/28/2014,1:17:51,33.999,N,70.353,W
8/28/2014,1:19:52,34.011,N,70.344,W
8/28/2014,1:21:51,34.023,N,70.335,W
8/28/2014,1:23:52,34.036,N,70.326,W
8/28/2014,1:25:51,34.048,N,70.317,W
8/28/2014,1:27:52,34.06,N,70.308,W
8/28/2014,1:29:51,34.073,N,70.299,W
8/28/2014,1:31:52,34.085,N,70.29,W
8/28/2014,1:33:51,34.097,N,70.281,W
8/28/2014,1:35:52,34.109,N,70.272,W
8/28/2014,1:37:51,34.122,N,70.263,W
8/28/2014,1:39:51,34.134,N,70.254,W
8/28/2014,1:41:52,34.146,N,70.245,W
8/28/2014,1:43:51,34.158,N,70.236,W
8/28/2014,1:45:52,34.17,N,70.227,W
8/28/2014,1:47:51,34.182,N,70.218,W
8/28/2014,1:49:52,34.194,N,70.209,W
8/28/2014,1:51:51,34.206,N,70.2,W
8/28/2014,1:53:52,34.218,N,70.191,W
8/28/2014,1:55:51,34.23,N,70.182,W
8/28/2014,1:57:52,34.242,N,70.173,W
8/28/2014,1:59:51,34.254,N,70.164,W
8/28/2014,2:01:52,34.266,N,70.154,W
8/28/2014,2:03:51,34.278,N,70.145,W
8/28/2014,2:05:52,34.29,N,70.136,W
8/28/2014,2:07:51,34.302,N,70.127,W
8/28/2014,2:09:51,34.313,N,70.118,W
8/28/2014,2:11:52,34.325,N,70.109,W
8/28/2014,2:13:51,34.337,N,70.1,W
8/28/2014,2:15:52,34.349,N,70.091,W
8/28/2014,2:17:51,34.36,N,70.081,W
8/28/2014,2:19:52,34.372,N,70.072,W
8/28/2014,2:21:51,34.383,N,70.063,W
8/28/2014,2:23:52,34.395,N,70.054,W
8/28/2014,2:25:51,34.407,N,70.045,W
8/28/2014,2:27:52,34.418,N,70.036,W
8/28/2014,2:29:51,34.43,N,70.026,W
8/28/2014,2:31:52,34.441,N,70.017,W
8/28/2014,2:33:51,34.452,N,70.008,W
8/28/2014,2:35:52,34.464,N,69.999,W
8/28/2014,2:37:51,34.475,N,69.989,W
8/28/2014,2:39:51,34.487,N,69.98,W
8/28/2014,2:41:52,34.498,N,69.971,W
8/28/2014,2:43:51,34.509,N,69.962,W
8/28/2014,2:45:52,34.52,N,69.953,W
8/28/2014,2:47:51,34.532,N,69.943,W
8/28/2014,2:49:52,34.543,N,69.934,W
8/28/2014,2:51:51,34.554,N,69.925,W
8/28/2014,2:53:52,34.565,N,69.916,W
8/28/2014,2:55:51,34.576,N,69.906,W
8/28/2014,2:57:52,34.587,N,69.897,W
8/28/2014,2:59:51,34.598,N,69.888,W
8/28/2014,3:01:52,34.609,N,69.878,W
8/28/2014,3:03:51,34.62,N,69.869,W
8/28/2014,3:05:52,34.631,N,69.86,W
8/28/2014,3:07:51,34.642,N,69.85,W
8/28/2014,3:09:51,34.653,N,69.841,W
8/28/2014,3:11:52,34.663,N,69.832,W
8/28/2014,3:13:51,34.674,N,69.822,W
8/28/2014,3:15:52,34.685,N,69.813,W
8/28/2014,3:17:51,34.696,N,69.804,W
8/28/2014,3:19:52,34.706,N,69.794,W
8/28/2014,3:21:51,34.717,N,69.785,W
8/28/2014,3:23:52,34.728,N,69.776,W
8/28/2014,3:25:51,34.738,N,69.766,W
8/28/2014,3:27:52,34.749,N,69.757,W
8/28/2014,3:29:51,34.759,N,69.747,W
8/28/2014,3:31:52,34.769,N,69.738,W
8/28/2014,3:33:51,34.78,N,69.728,W
8/28/2014,3:35:52,34.79,N,69.719,W
8/28/2014,3:37:51,34.801,N,69.71,W
8/28/2014,3:39:51,34.811,N,69.7,W
8/28/2014,3:41:52,34.821,N,69.691,W
8/28/2014,3:43:51,34.831,N,69.681,W
8/28/2014,3:45:52,34.841,N,69.672,W
8/28/2014,3:47:51,34.852,N,69.662,W
8/28/2014,3:49:52,34.862,N,69.653,W
8/28/2014,3:51:51,34.872,N,69.643,W
8/28/2014,3:53:52,34.882,N,69.634,W
8/28/2014,3:55:51,34.892,N,69.624,W
8/28/2014,3:57:52,34.902,N,69.615,W
8/28/2014,3:59:51,34.912,N,69.605,W
8/28/2014,4:01:52,34.921,N,69.596,W
8/28/2014,4:03:51,34.931,N,69.586,W
8/28/2014,4:05:52,34.941,N,69.576,W
8/28/2014,4:07:51,34.951,N,69.567,W
8/28/2014,4:09:51,34.96,N,69.557,W
8/28/2014,4:11:52,34.97,N,69.548,W
8/28/2014,4:13:51,34.98,N,69.538,W
8/28/2014,4:15:52,34.989,N,69.528,W
8/28/2014,4:17:51,34.999,N,69.519,W
8/28/2014,4:19:52,35.008,N,69.509,W
8/28/2014,4:21:51,35.018,N,69.5,W
8/28/2014,4:23:52,35.027,N,69.49,W
8/28/2014,4:25:51,35.036,N,69.48,W
8/28/2014,4:27:52,35.046,N,69.471,W
8/28/2014,4:29:51,35.055,N,69.461,W
8/28/2014,4:31:52,35.064,N,69.451,W
8/28/2014,4:33:51,35.073,N,69.442,W
8/28/2014,4:35:52,35.083,N,69.432,W
8/28/2014,4:37:51,35.092,N,69.422,W
8/28/2014,4:39:51,35.101,N,69.412,W
8/28/2014,4:41:52,35.11,N,69.403,W
8/28/2014,4:43:51,35.119,N,69.393,W
8/28/2014,4:45:52,35.128,N,69.383,W
8/28/2014,4:47:51,35.136,N,69.373,W
8/28/2014,4:49:52,35.145,N,69.364,W
8/28/2014,4:51:51,35.154,N,69.354,W
8/28/2014,4:53:52,35.163,N,69.344,W
8/28/2014,4:55:51,35.171,N,69.334,W
8/28/2014,4:57:52,35.18,N,69.324,W
8/28/2014,4:59:51,35.189,N,69.315,W
8/28/2014,5:01:52,35.197,N,69.305,W
8/28/2014,5:03:51,35.206,N,69.295,W
8/28/2014,5:05:52,35.214,N,69.285,W
8/28/2014,5:07:51,35.223,N,69.275,W
8/28/2014,5:09:51,35.231,N,69.265,W
8/28/2014,5:11:52,35.239,N,69.255,W
8/28/2014,5:13:51,35.247,N,69.246,W
8/28/2014,5:15:52,35.256,N,69.236,W
8/28/2014,5:17:51,35.264,N,69.226,W
8/28/2014,5:19:52,35.272,N,69.216,W
8/28/2014,5:21:51,35.28,N,69.206,W
8/28/2014,5:23:52,35.288,N,69.196,W
8/28/2014,5:25:51,35.296,N,69.186,W
8/28/2014,5:27:52,35.304,N,69.176,W
8/28/2014,5:29:51,35.312,N,69.166,W
8/28/2014,5:31:52,35.32,N,69.156,W
8/28/2014,5:33:51,35.328,N,69.146,W
8/28/2014,5:35:52,35.335,N,69.136,W
8/28/2014,5:37:51,35.343,N,69.126,W
8/28/2014,5:39:51,35.351,N,69.116,W
8/28/2014,5:41:52,35.358,N,69.106,W
8/28/2014,5:43:51,35.366,N,69.096,W
8/28/2014,5:45:52,35.374,N,69.086,W
8/28/2014,5:47:51,35.381,N,69.076,W
8/28/2014,5:49:52,35.389,N,69.066,W
8/28/2014,5:51:51,35.396,N,69.056,W
8/28/2014,5:53:52,35.404,N,69.046,W
8/28/2014,5:55:51,35.411,N,69.036,W
8/28/2014,5:57:52,35.418,N,69.026,W
8/28/2014,5:59:51,35.425,N,69.015,W
8/28/2014,6:01:52,35.433,N,69.005,W
8/28/2014,6:03:51,35.44,N,68.995,W
8/28/2014,6:05:52,35.447,N,68.985,W
8/28/2014,6:07:51,35.454,N,68.975,W
8/28/2014,6:09:51,35.461,N,68.965,W
8/28/2014,6:11:52,35.468,N,68.955,W
8/28/2014,6:13:51,35.475,N,68.944,W
8/28/2014,6:15:52,35.482,N,68.934,W
8/28/2014,6:17:51,35.489,N,68.924,W
8/28/2014,6:19:52,35.496,N,68.914,W
8/28/2014,6:21:51,35.503,N,68.904,W
8/28/2014,6:23:52,35.51,N,68.893,W
8/28/2014,6:25:51,35.517,N,68.883,W
8/28/2014,6:27:52,35.523,N,68.873,W
8/28/2014,6:29:51,35.53,N,68.863,W
8/28/2014,6:31:52,35.537,N,68.853,W
8/28/2014,6:33:51,35.543,N,68.842,W
8/28/2014,6:35:52,35.55,N,68.832,W
8/28/2014,6:37:51,35.556,N,68.822,W
8/28/2014,6:39:51,35.563,N,68.811,W
8/28/2014,6:41:52,35.569,N,68.801,W
8/28/2014,6:43:51,35.576,N,68.791,W
8/28/2014,6:45:52,35.582,N,68.781,W
8/28/2014,6:47:51,35.589,N,68.77,W
8/28/2014,6:49:52,35.595,N,68.76,W
8/28/2014,6:51:51,35.601,N,68.75,W
8/28/2014,6:53:52,35.608,N,68.739,W
8/28/2014,6:55:51,35.614,N,68.729,W
8/28/2014,6:57:52,35.62,N,68.719,W
8/28/2014,6:59:51,35.626,N,68.708,W
8/28/2014,7:01:52,35.632,N,68.698,W
8/28/2014,7:03:51,35.639,N,68.688,W
8/28/2014,7:05:52,35.645,N,68.677,W
8/28/2014,7:07:51,35.651,N,68.667,W
8/28/2014,7:09:51,35.657,N,68.656,W
8/28/2014,7:11:52,35.663,N,68.646,W
8/28/2014,7:13:51,35.669,N,68.636,W
8/28/2014,7:15:52,35.674,N,68.625,W
8/28/2014,7:17:51,35.68,N,68.615,W
8/28/2014,7:19:52,35.686,N,68.604,W
8/28/2014,7:21:51,35.692,N,68.594,W
8/28/2014,7:23:52,35.698,N,68.584,W
8/28/2014,7:25:51,35.704,N,68.573,W
8/28/2014,7:27:52,35.709,N,68.563,W
8/28/2014,7:29:51,35.715,N,68.552,W
8/28/2014,7:31:52,35.721,N,68.542,W
8/28/2014,7:33:51,35.726,N,68.531,W
8/28/2014,7:35:52,35.732,N,68.521,W
8/28/2014,7:37:51,35.738,N,68.51,W
8/28/2014,7:39:51,35.743,N,68.5,W
8/28/2014,7:41:52,35.749,N,68.489,W
8/28/2014,7:43:51,35.754,N,68.479,W
8/28/2014,7:45:52,35.76,N,68.468,W
8/28/2014,7:47:51,35.765,N,68.458,W
8/28/2014,7:49:52,35.77,N,68.447,W
8/28/2014,7:51:51,35.776,N,68.437,W
8/28/2014,7:53:52,35.781,N,68.426,W
8/28/2014,7:55:51,35.786,N,68.416,W
8/28/2014,7:57:52,35.792,N,68.405,W
8/28/2014,7:59:51,35.797,N,68.395,W
8/28/2014,8:01:52,35.802,N,68.384,W
8/28/2014,8:03:51,35.807,N,68.374,W
8/28/2014,8:05:52,35.813,N,68.363,W
8/28/2014,8:07:51,35.818,N,68.352,W
8/28/2014,8:09:51,35.823,N,68.342,W
8/28/2014,8:11:52,35.828,N,68.331,W
8/28/2014,8:13:51,35.833,N,68.321,W
8/28/2014,8:15:52,35.838,N,68.31,W
8/28/2014,8:17:51,35.843,N,68.299,W
8/28/2014,8:19:52,35.848,N,68.289,W
8/28/2014,8:21:51,35.853,N,68.278,W
8/28/2014,8:23:52,35.858,N,68.268,W
8/28/2014,8:25:51,35.863,N,68.257,W
8/28/2014,8:27:52,35.868,N,68.246,W
8/28/2014,8:29:51,35.873,N,68.236,W
8/28/2014,8:31:52,35.878,N,68.225,W
8/28/2014,8:33:51,35.883,N,68.215,W
8/28/2014,8:35:52,35.888,N,68.204,W
8/28/2014,8:37:51,35.892,N,68.193,W
8/28/2014,8:39:51,35.897,N,68.183,W
8/28/2014,8:41:52,35.902,N,68.172,W
8/28/2014,8:43:51,35.907,N,68.161,W
8/28/2014,8:45:52,35.911,N,68.151,W
8/28/2014,8:47:51,35.916,N,68.14,W
8/28/2014,8:49:52,35.921,N,68.129,W
8/28/2014,8:51:51,35.925,N,68.119,W
8/28/2014,8:53:52,35.93,N,68.108,W
8/28/2014,8:55:51,35.935,N,68.097,W
8/28/2014,8:57:52,35.939,N,68.086,W
8/28/2014,8:59:51,35.944,N,68.076,W
8/28/2014,9:01:52,35.948,N,68.065,W
8/28/2014,9:03:51,35.953,N,68.054,W
8/28/2014,9:05:52,35.957,N,68.044,W
8/28/2014,9:07:51,35.962,N,68.033,W
8/28/2014,9:09:51,35.966,N,68.022,W
8/28/2014,9:11:52,35.971,N,68.011,W
8/28/2014,9:13:51,35.975,N,68.001,W
8/28/2014,9:15:52,35.98,N,67.99,W
8/28/2014,9:17:51,35.984,N,67.979,W
8/28/2014,9:19:52,35.988,N,67.969,W
8/28/2014,9:21:51,35.993,N,67.958,W
8/28/2014,9:23:52,35.997,N,67.947,W
8/28/2014,9:25:51,36.001,N,67.936,W
8/28/2014,9:27:52,36.006,N,67.926,W
8/28/2014,9:29:51,36.01,N,67.915,W
8/28/2014,9:31:52,36.014,N,67.904,W
8/28/2014,9:33:51,36.018,N,67.893,W
8/28/2014,9:35:52,36.023,N,67.882,W
8/28/2014,9:37:51,36.027,N,67.872,W
8/28/2014,9:39:51,36.031,N,67.861,W
8/28/2014,9:41:52,36.035,N,67.85,W
8/28/2014,9:43:51,36.04,N,67.839,W
8/28/2014,9:45:52,36.044,N,67.829,W
8/28/2014,9:47:51,36.048,N,67.818,W
8/28/2014,9:49:52,36.052,N,67.807,W
8/28/2014,9:51:51,36.056,N,67.796,W
8/28/2014,9:53:52,36.06,N,67.785,W
8/28/2014,9:55:51,36.064,N,67.775,W
8/28/2014,9:57:52,36.068,N,67.764,W
8/28/2014,9:59:51,36.072,N,67.753,W
8/28/2014,10:01:52,36.076,N,67.742,W
8/28/2014,10:03:51,36.081,N,67.731,W
8/28/2014,10:05:52,36.085,N,67.72,W
8/28/2014,10:07:51,36.089,N,67.71,W
8/28/2014,10:09:51,36.093,N,67.699,W
8/28/2014,10:11:52,36.097,N,67.688,W
8/28/2014,10:13:51,36.101,N,67.677,W
8/28/2014,10:15:52,36.104,N,67.666,W
8/28/2014,10:17:51,36.108,N,67.656,W
8/28/2014,10:19:52,36.112,N,67.645,W
8/28/2014,10:21:51,36.116,N,67.634,W
8/28/2014,10:23:52,36.12,N,67.623,W
8/28/2014,10:25:51,36.124,N,67.612,W
8/28/2014,10:27:52,36.128,N,67.601,W
8/28/2014,10:29:51,36.132,N,67.59,W
8/28/2014,10:31:52,36.136,N,67.58,W
8/28/2014,10:33:51,36.14,N,67.569,W
8/28/2014,10:35:52,36.143,N,67.558,W
8/28/2014,10:37:51,36.147,N,67.547,W
8/28/2014,10:39:51,36.151,N,67.536,W
8/28/2014,10:41:52,36.155,N,67.525,W
