Track,for,Arthur,2014,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
7/3/2014,11:13:46,31.657,N,78.765,W
7/3/2014,11:15:46,31.667,N,78.763,W
7/3/2014,11:17:46,31.676,N,78.762,W
7/3/2014,11:19:46,31.685,N,78.761,W
7/3/2014,11:21:46,31.695,N,78.759,W
7/3/2014,11:23:46,31.704,N,78.758,W
7/3/2014,11:25:47,31.713,N,78.756,W
7/3/2014,11:27:47,31.722,N,78.755,W
7/3/2014,11:29:47,31.731,N,78.753,W
7/3/2014,11:31:44,31.739,N,78.752,W
7/3/2014,11:33:44,31.748,N,78.751,W
7/3/2014,11:35:44,31.757,N,78.749,W
7/3/2014,11:37:44,31.765,N,78.748,W
7/3/2014,11:39:44,31.774,N,78.746,W
7/3/2014,11:41:44,31.782,N,78.744,W
7/3/2014,11:43:44,31.791,N,78.743,W
7/3/2014,11:45:44,31.799,N,78.741,W
7/3/2014,11:47:43,31.807,N,78.74,W
7/3/2014,11:49:43,31.815,N,78.738,W
7/3/2014,11:51:43,31.823,N,78.737,W
7/3/2014,11:53:43,31.83,N,78.735,W
7/3/2014,11:55:43,31.838,N,78.733,W
7/3/2014,11:57:43,31.845,N,78.732,W
7/3/2014,11:59:43,31.853,N,78.73,W
7/3/2014,12:01:44,31.86,N,78.728,W
7/3/2014,12:03:44,31.867,N,78.727,W
7/3/2014,12:05:44,31.873,N,78.725,W
7/3/2014,12:07:44,31.88,N,78.723,W
7/3/2014,12:09:44,31.886,N,78.721,W
7/3/2014,12:11:44,31.893,N,78.72,W
7/3/2014,12:13:44,31.899,N,78.718,W
7/3/2014,12:15:44,31.904,N,78.716,W
7/3/2014,12:17:43,31.91,N,78.714,W
7/3/2014,12:19:43,31.916,N,78.712,W
7/3/2014,12:21:43,31.921,N,78.71,W
7/3/2014,12:23:43,31.926,N,78.708,W
7/3/2014,12:25:43,31.93,N,78.707,W
7/3/2014,12:27:43,31.935,N,78.704,W
7/3/2014,12:29:43,31.939,N,78.702,W
7/3/2014,12:31:44,31.943,N,78.7,W
7/3/2014,12:33:44,31.947,N,78.698,W
7/3/2014,12:35:44,31.951,N,78.696,W
7/3/2014,12:37:44,31.955,N,78.694,W
7/3/2014,12:39:44,31.958,N,78.692,W
7/3/2014,12:41:44,31.962,N,78.69,W
7/3/2014,12:43:44,31.965,N,78.688,W
7/3/2014,12:43:44,31.965,N,78.688,W
7/3/2014,12:45:44,31.972,N,78.687,W
7/3/2014,12:47:43,31.978,N,78.686,W
7/3/2014,12:49:43,31.985,N,78.685,W
7/3/2014,12:51:43,31.992,N,78.684,W
7/3/2014,12:53:43,31.999,N,78.683,W
7/3/2014,12:55:43,32.006,N,78.682,W
7/3/2014,12:57:43,32.013,N,78.681,W
7/3/2014,12:59:43,32.02,N,78.68,W
7/3/2014,13:01:44,32.027,N,78.679,W
7/3/2014,13:03:44,32.034,N,78.678,W
7/3/2014,13:05:44,32.041,N,78.678,W
7/3/2014,13:07:44,32.048,N,78.677,W
7/3/2014,13:09:44,32.055,N,78.677,W
7/3/2014,13:11:44,32.062,N,78.676,W
7/3/2014,13:13:44,32.069,N,78.676,W
7/3/2014,13:15:44,32.077,N,78.675,W
7/3/2014,13:17:43,32.084,N,78.675,W
7/3/2014,13:19:43,32.091,N,78.675,W
7/3/2014,13:21:43,32.099,N,78.675,W
7/3/2014,13:23:43,32.106,N,78.674,W
7/3/2014,13:25:43,32.113,N,78.674,W
7/3/2014,13:27:43,32.121,N,78.674,W
7/3/2014,13:29:43,32.128,N,78.674,W
7/3/2014,13:31:44,32.136,N,78.674,W
7/3/2014,13:33:44,32.143,N,78.674,W
7/3/2014,13:35:44,32.151,N,78.674,W
7/3/2014,13:37:44,32.158,N,78.674,W
7/3/2014,13:39:44,32.166,N,78.673,W
7/3/2014,13:41:44,32.173,N,78.673,W
7/3/2014,13:43:44,32.181,N,78.673,W
7/3/2014,13:45:44,32.189,N,78.673,W
7/3/2014,13:47:43,32.196,N,78.673,W
7/3/2014,13:49:43,32.204,N,78.673,W
7/3/2014,13:51:43,32.211,N,78.673,W
7/3/2014,13:53:43,32.219,N,78.673,W
7/3/2014,13:55:43,32.226,N,78.673,W
7/3/2014,13:57:43,32.234,N,78.672,W
7/3/2014,13:59:43,32.241,N,78.672,W
7/3/2014,14:01:44,32.249,N,78.672,W
7/3/2014,14:03:44,32.256,N,78.672,W
7/3/2014,14:05:44,32.263,N,78.671,W
7/3/2014,14:07:44,32.271,N,78.671,W
7/3/2014,14:09:44,32.278,N,78.67,W
7/3/2014,14:11:44,32.286,N,78.67,W
7/3/2014,14:13:44,32.293,N,78.669,W
7/3/2014,14:15:44,32.3,N,78.669,W
7/3/2014,14:17:43,32.307,N,78.668,W
7/3/2014,14:19:43,32.315,N,78.667,W
7/3/2014,14:21:43,32.322,N,78.666,W
7/3/2014,14:23:43,32.329,N,78.665,W
7/3/2014,14:25:43,32.336,N,78.664,W
7/3/2014,14:27:43,32.343,N,78.663,W
7/3/2014,14:29:43,32.35,N,78.662,W
7/3/2014,14:31:44,32.357,N,78.661,W
7/3/2014,14:33:44,32.364,N,78.66,W
7/3/2014,14:35:44,32.371,N,78.658,W
7/3/2014,14:37:44,32.377,N,78.656,W
7/3/2014,14:39:44,32.384,N,78.655,W
7/3/2014,14:41:44,32.391,N,78.653,W
7/3/2014,14:43:44,32.397,N,78.651,W
7/3/2014,14:45:44,32.404,N,78.649,W
7/3/2014,14:47:43,32.41,N,78.647,W
7/3/2014,14:49:43,32.416,N,78.645,W
7/3/2014,14:51:43,32.423,N,78.642,W
7/3/2014,14:53:43,32.429,N,78.64,W
7/3/2014,14:55:43,32.435,N,78.637,W
7/3/2014,14:57:43,32.441,N,78.634,W
7/3/2014,14:59:43,32.447,N,78.632,W
7/3/2014,15:01:44,32.453,N,78.629,W
7/3/2014,15:03:37,32.459,N,78.626,W
7/3/2014,15:05:37,32.467,N,78.622,W
7/3/2014,15:07:37,32.476,N,78.619,W
7/3/2014,15:09:37,32.484,N,78.615,W
7/3/2014,15:11:37,32.492,N,78.611,W
7/3/2014,15:13:37,32.5,N,78.607,W
7/3/2014,15:15:38,32.508,N,78.604,W
7/3/2014,15:17:38,32.516,N,78.6,W
7/3/2014,15:19:38,32.523,N,78.596,W
7/3/2014,15:21:38,32.53,N,78.592,W
7/3/2014,15:23:38,32.538,N,78.588,W
7/3/2014,15:25:38,32.545,N,78.584,W
7/3/2014,15:27:38,32.551,N,78.58,W
7/3/2014,15:29:37,32.558,N,78.576,W
7/3/2014,15:31:37,32.564,N,78.572,W
7/3/2014,15:33:37,32.57,N,78.567,W
7/3/2014,15:35:37,32.576,N,78.563,W
7/3/2014,15:37:37,32.582,N,78.559,W
7/3/2014,15:39:37,32.587,N,78.555,W
7/3/2014,15:41:37,32.593,N,78.551,W
7/3/2014,15:43:37,32.598,N,78.546,W
7/3/2014,15:45:38,32.602,N,78.542,W
7/3/2014,15:47:38,32.607,N,78.538,W
7/3/2014,15:49:38,32.611,N,78.534,W
7/3/2014,15:51:38,32.616,N,78.529,W
7/3/2014,15:53:38,32.62,N,78.525,W
7/3/2014,15:55:38,32.623,N,78.521,W
7/3/2014,15:57:38,32.627,N,78.517,W
7/3/2014,15:59:37,32.631,N,78.512,W
7/3/2014,16:01:37,32.634,N,78.508,W
7/3/2014,16:03:37,32.637,N,78.503,W
7/3/2014,16:05:37,32.64,N,78.499,W
7/3/2014,16:07:37,32.643,N,78.495,W
7/3/2014,16:09:37,32.645,N,78.49,W
7/3/2014,16:11:37,32.648,N,78.486,W
7/3/2014,16:13:37,32.65,N,78.481,W
7/3/2014,16:15:38,32.653,N,78.477,W
7/3/2014,16:17:38,32.655,N,78.473,W
7/3/2014,16:17:53,32.655,N,78.472,W
7/3/2014,16:19:53,32.657,N,78.468,W
7/3/2014,16:21:53,32.659,N,78.463,W
7/3/2014,16:23:53,32.661,N,78.458,W
7/3/2014,16:25:52,32.663,N,78.454,W
7/3/2014,16:27:52,32.665,N,78.449,W
7/3/2014,16:29:52,32.666,N,78.445,W
7/3/2014,16:31:52,32.667,N,78.44,W
7/3/2014,16:33:52,32.668,N,78.436,W
7/3/2014,16:35:52,32.669,N,78.431,W
7/3/2014,16:37:52,32.67,N,78.426,W
7/3/2014,16:39:52,32.671,N,78.422,W
7/3/2014,16:41:53,32.672,N,78.417,W
7/3/2014,16:43:53,32.673,N,78.413,W
7/3/2014,16:45:53,32.674,N,78.408,W
7/3/2014,16:47:53,32.675,N,78.404,W
7/3/2014,16:49:53,32.676,N,78.399,W
7/3/2014,16:51:53,32.676,N,78.395,W
7/3/2014,16:53:53,32.677,N,78.39,W
7/3/2014,16:55:52,32.678,N,78.386,W
7/3/2014,16:57:52,32.679,N,78.381,W
7/3/2014,16:59:52,32.68,N,78.377,W
7/3/2014,17:00:48,32.681,N,78.375,W
7/3/2014,17:02:48,32.683,N,78.371,W
7/3/2014,17:04:48,32.686,N,78.367,W
7/3/2014,17:06:48,32.688,N,78.363,W
7/3/2014,17:08:48,32.691,N,78.359,W
7/3/2014,17:10:48,32.694,N,78.355,W
7/3/2014,17:12:48,32.697,N,78.351,W
7/3/2014,17:14:49,32.7,N,78.347,W
7/3/2014,17:16:49,32.703,N,78.343,W
7/3/2014,17:18:49,32.707,N,78.339,W
7/3/2014,17:20:49,32.711,N,78.335,W
7/3/2014,17:22:49,32.714,N,78.332,W
7/3/2014,17:24:49,32.719,N,78.328,W
7/3/2014,17:26:49,32.723,N,78.325,W
7/3/2014,17:28:49,32.728,N,78.321,W
7/3/2014,17:30:48,32.732,N,78.318,W
7/3/2014,17:32:48,32.737,N,78.315,W
7/3/2014,17:34:48,32.743,N,78.311,W
7/3/2014,17:36:48,32.748,N,78.308,W
7/3/2014,17:38:48,32.754,N,78.305,W
7/3/2014,17:40:48,32.76,N,78.302,W
7/3/2014,17:42:48,32.766,N,78.299,W
7/3/2014,17:44:49,32.773,N,78.296,W
7/3/2014,17:46:49,32.779,N,78.294,W
7/3/2014,17:48:49,32.786,N,78.291,W
7/3/2014,17:50:49,32.793,N,78.288,W
7/3/2014,17:52:49,32.801,N,78.286,W
7/3/2014,17:54:49,32.808,N,78.283,W
7/3/2014,17:56:49,32.816,N,78.281,W
7/3/2014,17:58:49,32.824,N,78.278,W
7/3/2014,18:00:48,32.832,N,78.276,W
7/3/2014,18:02:48,32.84,N,78.274,W
7/3/2014,18:04:48,32.849,N,78.272,W
7/3/2014,18:06:48,32.857,N,78.269,W
7/3/2014,18:08:48,32.866,N,78.267,W
7/3/2014,18:10:48,32.875,N,78.265,W
7/3/2014,18:12:48,32.884,N,78.263,W
7/3/2014,18:14:49,32.893,N,78.261,W
7/3/2014,18:16:49,32.902,N,78.258,W
7/3/2014,18:18:49,32.911,N,78.256,W
7/3/2014,18:20:49,32.92,N,78.254,W
7/3/2014,18:22:49,32.929,N,78.252,W
7/3/2014,18:24:49,32.938,N,78.25,W
7/3/2014,18:26:49,32.948,N,78.248,W
7/3/2014,18:28:49,32.957,N,78.246,W
7/3/2014,18:30:48,32.966,N,78.244,W
7/3/2014,18:32:48,32.976,N,78.241,W
7/3/2014,18:34:48,32.985,N,78.239,W
7/3/2014,18:36:48,32.994,N,78.237,W
7/3/2014,18:38:48,33.004,N,78.235,W
7/3/2014,18:40:48,33.013,N,78.233,W
7/3/2014,18:42:09,33.019,N,78.231,W
7/3/2014,18:44:10,33.029,N,78.232,W
7/3/2014,18:46:10,33.038,N,78.233,W
7/3/2014,18:48:10,33.048,N,78.234,W
7/3/2014,18:50:10,33.058,N,78.235,W
7/3/2014,18:52:10,33.068,N,78.236,W
7/3/2014,18:54:10,33.077,N,78.237,W
7/3/2014,18:56:10,33.087,N,78.238,W
7/3/2014,18:58:09,33.096,N,78.238,W
7/3/2014,19:00:09,33.106,N,78.239,W
7/3/2014,19:02:09,33.115,N,78.239,W
7/3/2014,19:04:09,33.124,N,78.239,W
7/3/2014,19:06:09,33.133,N,78.239,W
7/3/2014,19:08:09,33.142,N,78.239,W
7/3/2014,19:10:09,33.151,N,78.238,W
7/3/2014,19:12:09,33.159,N,78.237,W
7/3/2014,19:14:10,33.167,N,78.236,W
7/3/2014,19:16:10,33.176,N,78.235,W
7/3/2014,19:18:10,33.184,N,78.233,W
7/3/2014,19:20:10,33.191,N,78.231,W
7/3/2014,19:22:10,33.199,N,78.229,W
7/3/2014,19:24:10,33.206,N,78.227,W
7/3/2014,19:26:10,33.213,N,78.224,W
7/3/2014,19:28:09,33.22,N,78.221,W
7/3/2014,19:30:09,33.227,N,78.217,W
7/3/2014,19:32:09,33.233,N,78.213,W
7/3/2014,19:34:09,33.239,N,78.209,W
7/3/2014,19:36:09,33.245,N,78.205,W
7/3/2014,19:38:09,33.251,N,78.2,W
7/3/2014,19:40:09,33.257,N,78.195,W
7/3/2014,19:42:09,33.262,N,78.19,W
7/3/2014,19:44:10,33.267,N,78.184,W
7/3/2014,19:46:10,33.272,N,78.179,W
7/3/2014,19:48:10,33.277,N,78.173,W
7/3/2014,19:50:10,33.282,N,78.167,W
7/3/2014,19:52:10,33.287,N,78.16,W
7/3/2014,19:54:10,33.291,N,78.154,W
7/3/2014,19:56:10,33.296,N,78.147,W
7/3/2014,19:58:09,33.3,N,78.14,W
7/3/2014,20:00:09,33.304,N,78.133,W
7/3/2014,20:02:09,33.308,N,78.126,W
7/3/2014,20:04:09,33.312,N,78.119,W
7/3/2014,20:06:09,33.316,N,78.111,W
7/3/2014,20:08:09,33.32,N,78.104,W
7/3/2014,20:10:09,33.323,N,78.096,W
7/3/2014,20:12:09,33.327,N,78.088,W
7/3/2014,20:14:10,33.331,N,78.08,W
7/3/2014,20:16:10,33.334,N,78.072,W
7/3/2014,20:18:10,33.338,N,78.064,W
7/3/2014,20:20:10,33.341,N,78.056,W
7/3/2014,20:22:10,33.344,N,78.048,W
7/3/2014,20:24:10,33.348,N,78.04,W
7/3/2014,20:25:01,33.349,N,78.036,W
7/3/2014,20:27:01,33.352,N,78.027,W
7/3/2014,20:29:01,33.355,N,78.019,W
7/3/2014,20:31:01,33.359,N,78.011,W
7/3/2014,20:31:45,33.36,N,78.008,W
7/3/2014,20:33:45,33.363,N,78,W
7/3/2014,20:35:45,33.367,N,77.992,W
7/3/2014,20:37:46,33.37,N,77.984,W
7/3/2014,20:39:46,33.374,N,77.976,W
7/3/2014,20:41:46,33.377,N,77.968,W
7/3/2014,20:43:46,33.381,N,77.96,W
7/3/2014,20:45:46,33.385,N,77.952,W
7/3/2014,20:47:46,33.389,N,77.945,W
7/3/2014,20:49:46,33.393,N,77.937,W
7/3/2014,20:51:45,33.398,N,77.93,W
7/3/2014,20:53:45,33.402,N,77.923,W
7/3/2014,20:55:45,33.407,N,77.916,W
7/3/2014,20:57:45,33.412,N,77.909,W
7/3/2014,20:59:45,33.417,N,77.902,W
7/3/2014,21:01:45,33.423,N,77.895,W
7/3/2014,21:03:45,33.428,N,77.889,W
7/3/2014,21:05:45,33.434,N,77.883,W
7/3/2014,21:07:46,33.441,N,77.877,W
7/3/2014,21:09:46,33.447,N,77.871,W
7/3/2014,21:11:46,33.454,N,77.866,W
7/3/2014,21:13:46,33.461,N,77.861,W
7/3/2014,21:15:46,33.469,N,77.856,W
7/3/2014,21:17:46,33.477,N,77.851,W
7/3/2014,21:17:51,33.477,N,77.851,W
7/3/2014,21:19:51,33.482,N,77.844,W
7/3/2014,21:21:51,33.488,N,77.837,W
7/3/2014,21:23:52,33.493,N,77.831,W
7/3/2014,21:25:52,33.499,N,77.824,W
7/3/2014,21:27:52,33.504,N,77.817,W
7/3/2014,21:29:52,33.51,N,77.81,W
7/3/2014,21:31:52,33.515,N,77.804,W
7/3/2014,21:33:52,33.521,N,77.797,W
7/3/2014,21:35:52,33.527,N,77.79,W
7/3/2014,21:37:52,33.533,N,77.783,W
7/3/2014,21:39:51,33.538,N,77.777,W
7/3/2014,21:41:51,33.544,N,77.77,W
7/3/2014,21:43:51,33.55,N,77.763,W
7/3/2014,21:45:51,33.556,N,77.756,W
7/3/2014,21:47:51,33.562,N,77.75,W
7/3/2014,21:49:51,33.568,N,77.743,W
7/3/2014,21:51:51,33.574,N,77.736,W
7/3/2014,21:53:52,33.581,N,77.73,W
7/3/2014,21:55:52,33.587,N,77.723,W
7/3/2014,21:57:52,33.593,N,77.716,W
7/3/2014,21:59:52,33.6,N,77.709,W
7/3/2014,22:01:52,33.606,N,77.703,W
7/3/2014,22:03:52,33.613,N,77.696,W
7/3/2014,22:05:52,33.619,N,77.689,W
7/3/2014,22:07:52,33.626,N,77.683,W
7/3/2014,22:09:51,33.633,N,77.676,W
7/3/2014,22:11:51,33.64,N,77.669,W
7/3/2014,22:13:51,33.647,N,77.663,W
7/3/2014,22:15:51,33.654,N,77.656,W
7/3/2014,22:17:51,33.661,N,77.65,W
7/3/2014,22:19:51,33.668,N,77.643,W
7/3/2014,22:21:51,33.675,N,77.636,W
7/3/2014,22:23:52,33.683,N,77.63,W
7/3/2014,22:25:52,33.69,N,77.623,W
7/3/2014,22:27:52,33.697,N,77.617,W
7/3/2014,22:29:52,33.705,N,77.61,W
7/3/2014,22:31:52,33.712,N,77.603,W
7/3/2014,22:33:52,33.72,N,77.597,W
7/3/2014,22:35:52,33.728,N,77.59,W
7/3/2014,22:37:52,33.735,N,77.584,W
7/3/2014,22:39:51,33.743,N,77.577,W
7/3/2014,22:41:51,33.751,N,77.571,W
7/3/2014,22:43:51,33.759,N,77.564,W
7/3/2014,22:45:51,33.767,N,77.557,W
7/3/2014,22:47:51,33.775,N,77.551,W
7/3/2014,22:49:51,33.782,N,77.544,W
7/3/2014,22:51:51,33.79,N,77.538,W
7/3/2014,22:53:52,33.798,N,77.531,W
7/3/2014,22:55:52,33.806,N,77.525,W
7/3/2014,22:57:52,33.814,N,77.518,W
7/3/2014,22:59:52,33.822,N,77.512,W
7/3/2014,23:01:52,33.83,N,77.505,W
7/3/2014,23:03:52,33.838,N,77.499,W
7/3/2014,23:05:52,33.846,N,77.492,W
7/3/2014,23:07:52,33.854,N,77.486,W
7/3/2014,23:09:51,33.862,N,77.479,W
7/3/2014,23:11:51,33.87,N,77.473,W
7/3/2014,23:13:51,33.878,N,77.466,W
7/3/2014,23:15:51,33.886,N,77.459,W
7/3/2014,23:17:51,33.894,N,77.453,W
7/3/2014,23:19:51,33.902,N,77.446,W
7/3/2014,23:21:51,33.91,N,77.44,W
7/3/2014,23:23:52,33.918,N,77.433,W
7/3/2014,23:25:52,33.926,N,77.427,W
7/3/2014,23:27:52,33.934,N,77.42,W
7/3/2014,23:29:52,33.941,N,77.414,W
7/3/2014,23:31:52,33.949,N,77.407,W
7/3/2014,23:33:52,33.957,N,77.401,W
7/3/2014,23:35:52,33.964,N,77.394,W
7/3/2014,23:37:52,33.972,N,77.388,W
7/3/2014,23:39:51,33.98,N,77.381,W
7/3/2014,23:41:51,33.987,N,77.374,W
7/3/2014,23:43:51,33.994,N,77.368,W
7/3/2014,23:45:51,34.002,N,77.361,W
7/3/2014,23:47:51,34.009,N,77.355,W
7/3/2014,23:49:51,34.016,N,77.348,W
7/3/2014,23:51:51,34.023,N,77.342,W
7/3/2014,23:53:52,34.03,N,77.335,W
7/3/2014,23:55:52,34.037,N,77.328,W
7/3/2014,23:57:52,34.044,N,77.322,W
7/3/2014,23:59:52,34.051,N,77.315,W
7/4/2014,0:01:52,34.058,N,77.309,W
7/4/2014,0:03:52,34.064,N,77.302,W
7/4/2014,0:05:52,34.071,N,77.295,W
7/4/2014,0:07:52,34.077,N,77.289,W
7/4/2014,0:08:24,34.079,N,77.287,W
7/4/2014,0:10:25,34.083,N,77.281,W
7/4/2014,0:12:25,34.088,N,77.274,W
7/4/2014,0:14:25,34.092,N,77.268,W
7/4/2014,0:16:25,34.096,N,77.261,W
7/4/2014,0:18:25,34.101,N,77.255,W
7/4/2014,0:20:25,34.105,N,77.249,W
7/4/2014,0:22:25,34.109,N,77.242,W
7/4/2014,0:24:24,34.114,N,77.236,W
7/4/2014,0:26:24,34.118,N,77.229,W
7/4/2014,0:28:24,34.122,N,77.223,W
7/4/2014,0:30:24,34.127,N,77.216,W
7/4/2014,0:32:24,34.131,N,77.21,W
7/4/2014,0:34:24,34.136,N,77.203,W
7/4/2014,0:36:24,34.14,N,77.197,W
7/4/2014,0:38:24,34.144,N,77.19,W
7/4/2014,0:40:25,34.149,N,77.184,W
7/4/2014,0:42:25,34.153,N,77.177,W
7/4/2014,0:44:25,34.158,N,77.171,W
7/4/2014,0:46:25,34.162,N,77.164,W
7/4/2014,0:48:25,34.167,N,77.158,W
7/4/2014,0:50:25,34.172,N,77.151,W
7/4/2014,0:52:25,34.176,N,77.144,W
7/4/2014,0:54:24,34.181,N,77.138,W
7/4/2014,0:56:24,34.186,N,77.131,W
7/4/2014,0:58:24,34.191,N,77.124,W
7/4/2014,1:00:24,34.196,N,77.118,W
7/4/2014,1:02:24,34.201,N,77.111,W
7/4/2014,1:04:24,34.206,N,77.104,W
7/4/2014,1:06:24,34.211,N,77.097,W
7/4/2014,1:08:24,34.216,N,77.091,W
7/4/2014,1:10:25,34.221,N,77.084,W
7/4/2014,1:12:25,34.227,N,77.077,W
7/4/2014,1:14:25,34.232,N,77.07,W
7/4/2014,1:16:25,34.238,N,77.063,W
7/4/2014,1:18:25,34.243,N,77.056,W
7/4/2014,1:20:25,34.249,N,77.049,W
7/4/2014,1:22:25,34.255,N,77.042,W
7/4/2014,1:24:24,34.261,N,77.035,W
7/4/2014,1:26:24,34.267,N,77.028,W
7/4/2014,1:28:24,34.273,N,77.021,W
7/4/2014,1:30:24,34.279,N,77.014,W
7/4/2014,1:32:24,34.285,N,77.007,W
7/4/2014,1:34:24,34.292,N,77,W
7/4/2014,1:36:24,34.298,N,76.993,W
7/4/2014,1:38:24,34.304,N,76.986,W
7/4/2014,1:40:25,34.311,N,76.979,W
7/4/2014,1:42:25,34.318,N,76.971,W
7/4/2014,1:42:30,34.318,N,76.971,W
7/4/2014,1:44:30,34.324,N,76.964,W
7/4/2014,1:46:30,34.331,N,76.957,W
7/4/2014,1:48:30,34.337,N,76.949,W
7/4/2014,1:50:30,34.344,N,76.942,W
7/4/2014,1:52:30,34.351,N,76.935,W
7/4/2014,1:54:30,34.358,N,76.927,W
7/4/2014,1:56:31,34.365,N,76.92,W
7/4/2014,1:58:31,34.372,N,76.912,W
7/4/2014,2:00:31,34.379,N,76.905,W
7/4/2014,2:02:31,34.386,N,76.898,W
7/4/2014,2:04:31,34.393,N,76.89,W
7/4/2014,2:06:31,34.4,N,76.883,W
7/4/2014,2:08:31,34.408,N,76.875,W
7/4/2014,2:10:30,34.415,N,76.867,W
7/4/2014,2:12:30,34.423,N,76.86,W
7/4/2014,2:14:30,34.43,N,76.852,W
7/4/2014,2:16:30,34.438,N,76.845,W
7/4/2014,2:18:30,34.446,N,76.837,W
7/4/2014,2:20:30,34.453,N,76.829,W
7/4/2014,2:22:30,34.461,N,76.822,W
7/4/2014,2:24:30,34.469,N,76.814,W
7/4/2014,2:26:31,34.477,N,76.806,W
7/4/2014,2:28:31,34.485,N,76.799,W
7/4/2014,2:30:31,34.493,N,76.791,W
7/4/2014,2:32:31,34.501,N,76.783,W
7/4/2014,2:34:31,34.509,N,76.776,W
7/4/2014,2:36:31,34.518,N,76.768,W
7/4/2014,2:38:31,34.526,N,76.76,W
7/4/2014,2:40:30,34.534,N,76.753,W
7/4/2014,2:42:30,34.542,N,76.745,W
7/4/2014,2:44:30,34.551,N,76.737,W
7/4/2014,2:46:30,34.559,N,76.73,W
7/4/2014,2:48:30,34.567,N,76.722,W
7/4/2014,2:50:30,34.576,N,76.714,W
7/4/2014,2:52:30,34.584,N,76.707,W
7/4/2014,2:54:30,34.593,N,76.699,W
7/4/2014,2:56:31,34.601,N,76.691,W
7/4/2014,2:58:31,34.61,N,76.684,W
7/4/2014,3:00:31,34.618,N,76.676,W
7/4/2014,3:02:31,34.627,N,76.669,W
7/4/2014,3:04:31,34.635,N,76.661,W
7/4/2014,3:06:31,34.644,N,76.654,W
7/4/2014,3:08:31,34.653,N,76.646,W
7/4/2014,3:10:30,34.661,N,76.639,W
7/4/2014,3:12:30,34.67,N,76.631,W
7/4/2014,3:14:30,34.679,N,76.624,W
7/4/2014,3:16:30,34.687,N,76.616,W
7/4/2014,3:18:30,34.696,N,76.609,W
7/4/2014,3:18:47,34.697,N,76.608,W
7/4/2014,3:20:47,34.705,N,76.601,W
7/4/2014,3:22:47,34.713,N,76.594,W
7/4/2014,3:24:46,34.721,N,76.586,W
7/4/2014,3:26:46,34.729,N,76.579,W
7/4/2014,3:28:46,34.737,N,76.572,W
7/4/2014,3:30:46,34.745,N,76.565,W
7/4/2014,3:32:46,34.753,N,76.558,W
7/4/2014,3:34:46,34.762,N,76.551,W
7/4/2014,3:36:46,34.77,N,76.544,W
7/4/2014,3:38:46,34.778,N,76.537,W
7/4/2014,3:40:47,34.786,N,76.53,W
7/4/2014,3:42:47,34.794,N,76.523,W
7/4/2014,3:44:47,34.802,N,76.516,W
7/4/2014,3:46:47,34.81,N,76.509,W
7/4/2014,3:48:47,34.819,N,76.502,W
7/4/2014,3:50:47,34.827,N,76.495,W
7/4/2014,3:52:47,34.835,N,76.488,W
7/4/2014,3:54:46,34.843,N,76.481,W
7/4/2014,3:56:46,34.852,N,76.474,W
7/4/2014,3:58:46,34.86,N,76.468,W
7/4/2014,4:00:46,34.868,N,76.461,W
7/4/2014,4:02:46,34.876,N,76.454,W
7/4/2014,4:04:46,34.885,N,76.447,W
7/4/2014,4:06:46,34.893,N,76.441,W
7/4/2014,4:08:46,34.901,N,76.434,W
7/4/2014,4:10:47,34.91,N,76.427,W
7/4/2014,4:12:47,34.918,N,76.421,W
7/4/2014,4:14:47,34.926,N,76.414,W
7/4/2014,4:16:47,34.935,N,76.408,W
7/4/2014,4:18:47,34.943,N,76.401,W
7/4/2014,4:20:47,34.952,N,76.395,W
7/4/2014,4:22:47,34.96,N,76.388,W
7/4/2014,4:24:46,34.968,N,76.382,W
7/4/2014,4:26:46,34.977,N,76.375,W
7/4/2014,4:28:46,34.985,N,76.369,W
7/4/2014,4:30:46,34.994,N,76.363,W
7/4/2014,4:32:46,35.002,N,76.356,W
7/4/2014,4:34:46,35.011,N,76.35,W
7/4/2014,4:36:46,35.019,N,76.344,W
7/4/2014,4:38:46,35.028,N,76.338,W
7/4/2014,4:40:47,35.037,N,76.332,W
7/4/2014,4:42:47,35.045,N,76.325,W
7/4/2014,4:44:47,35.054,N,76.319,W
7/4/2014,4:46:47,35.062,N,76.313,W
7/4/2014,4:48:47,35.071,N,76.307,W
7/4/2014,4:50:47,35.08,N,76.301,W
7/4/2014,4:52:47,35.089,N,76.295,W
7/4/2014,4:54:46,35.097,N,76.29,W
7/4/2014,4:56:46,35.106,N,76.284,W
7/4/2014,4:58:46,35.115,N,76.278,W
7/4/2014,5:00:46,35.123,N,76.272,W
7/4/2014,5:02:46,35.132,N,76.266,W
7/4/2014,5:04:46,35.141,N,76.26,W
7/4/2014,5:06:46,35.15,N,76.255,W
7/4/2014,5:08:46,35.159,N,76.249,W
7/4/2014,5:10:47,35.167,N,76.243,W
7/4/2014,5:12:47,35.176,N,76.238,W
7/4/2014,5:13:22,35.179,N,76.236,W
7/4/2014,5:15:22,35.187,N,76.229,W
7/4/2014,5:17:22,35.195,N,76.223,W
7/4/2014,5:19:23,35.203,N,76.216,W
7/4/2014,5:21:23,35.212,N,76.209,W
7/4/2014,5:23:23,35.22,N,76.203,W
7/4/2014,5:25:23,35.228,N,76.196,W
7/4/2014,5:27:23,35.236,N,76.189,W
7/4/2014,5:29:23,35.244,N,76.182,W
