Track,for,Edouard,2014,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/16/2014,19:39:29,31.973,N,57.661,W
9/16/2014,19:41:29,31.98,N,57.658,W
9/16/2014,19:43:29,31.987,N,57.655,W
9/16/2014,19:45:29,31.993,N,57.652,W
9/16/2014,19:46:23,31.996,N,57.651,W
9/16/2014,19:48:22,32.002,N,57.649,W
9/16/2014,19:50:22,32.007,N,57.647,W
9/16/2014,19:52:22,32.012,N,57.646,W
9/16/2014,19:54:22,32.016,N,57.645,W
9/16/2014,19:56:22,32.02,N,57.644,W
9/16/2014,19:58:22,32.024,N,57.643,W
9/16/2014,20:00:22,32.028,N,57.642,W
9/16/2014,20:02:22,32.032,N,57.641,W
9/16/2014,20:04:23,32.035,N,57.64,W
9/16/2014,20:06:23,32.038,N,57.638,W
9/16/2014,20:08:23,32.042,N,57.636,W
9/16/2014,20:10:23,32.045,N,57.633,W
9/16/2014,20:10:43,32.046,N,57.633,W
9/16/2014,20:12:43,32.05,N,57.628,W
9/16/2014,20:14:43,32.054,N,57.622,W
9/16/2014,20:16:44,32.058,N,57.615,W
9/16/2014,20:18:44,32.062,N,57.609,W
9/16/2014,20:20:44,32.066,N,57.601,W
9/16/2014,20:22:44,32.071,N,57.594,W
9/16/2014,20:24:44,32.075,N,57.587,W
9/16/2014,20:26:44,32.08,N,57.579,W
9/16/2014,20:28:44,32.084,N,57.572,W
9/16/2014,20:30:44,32.089,N,57.566,W
9/16/2014,20:32:43,32.094,N,57.56,W
9/16/2014,20:34:43,32.099,N,57.554,W
9/16/2014,20:36:43,32.105,N,57.549,W
9/16/2014,20:37:27,32.107,N,57.548,W
9/16/2014,20:39:27,32.113,N,57.546,W
9/16/2014,20:41:27,32.119,N,57.545,W
9/16/2014,20:43:27,32.126,N,57.545,W
9/16/2014,20:45:26,32.133,N,57.545,W
9/16/2014,20:47:26,32.14,N,57.545,W
9/16/2014,20:49:26,32.147,N,57.545,W
9/16/2014,20:51:26,32.154,N,57.545,W
9/16/2014,20:53:26,32.161,N,57.545,W
9/16/2014,20:55:26,32.168,N,57.544,W
9/16/2014,20:57:26,32.175,N,57.543,W
9/16/2014,20:59:27,32.181,N,57.541,W
9/16/2014,21:00:31,32.185,N,57.54,W
9/16/2014,21:02:31,32.191,N,57.535,W
9/16/2014,21:04:31,32.197,N,57.529,W
9/16/2014,21:06:31,32.203,N,57.523,W
9/16/2014,21:08:31,32.209,N,57.516,W
9/16/2014,21:10:30,32.215,N,57.508,W
9/16/2014,21:12:30,32.221,N,57.501,W
9/16/2014,21:14:30,32.227,N,57.492,W
9/16/2014,21:16:30,32.233,N,57.484,W
9/16/2014,21:18:30,32.238,N,57.476,W
9/16/2014,21:20:30,32.244,N,57.468,W
9/16/2014,21:22:30,32.25,N,57.46,W
9/16/2014,21:24:30,32.256,N,57.453,W
9/16/2014,21:26:31,32.262,N,57.446,W
9/16/2014,21:26:44,32.263,N,57.445,W
9/16/2014,21:28:44,32.269,N,57.442,W
9/16/2014,21:30:44,32.276,N,57.439,W
9/16/2014,21:32:43,32.282,N,57.435,W
9/16/2014,21:34:43,32.288,N,57.431,W
9/16/2014,21:36:43,32.295,N,57.425,W
9/16/2014,21:38:43,32.301,N,57.419,W
9/16/2014,21:40:43,32.308,N,57.412,W
9/16/2014,21:42:43,32.314,N,57.405,W
9/16/2014,21:44:43,32.321,N,57.397,W
9/16/2014,21:46:13,32.326,N,57.391,W
9/16/2014,21:48:13,32.333,N,57.383,W
9/16/2014,21:50:13,32.339,N,57.374,W
9/16/2014,21:50:44,32.341,N,57.372,W
9/16/2014,21:52:44,32.348,N,57.364,W
9/16/2014,21:54:44,32.355,N,57.355,W
9/16/2014,21:56:44,32.361,N,57.347,W
9/16/2014,21:58:44,32.368,N,57.339,W
9/16/2014,22:00:44,32.375,N,57.33,W
9/16/2014,22:02:44,32.381,N,57.322,W
9/16/2014,22:04:45,32.388,N,57.314,W
9/16/2014,22:06:45,32.395,N,57.305,W
9/16/2014,22:08:45,32.402,N,57.297,W
9/16/2014,22:10:45,32.408,N,57.289,W
9/16/2014,22:12:45,32.415,N,57.28,W
9/16/2014,22:14:45,32.422,N,57.272,W
9/16/2014,22:16:45,32.429,N,57.264,W
9/16/2014,22:18:45,32.435,N,57.255,W
9/16/2014,22:20:44,32.442,N,57.247,W
9/16/2014,22:22:44,32.449,N,57.239,W
9/16/2014,22:24:44,32.456,N,57.23,W
9/16/2014,22:26:44,32.462,N,57.222,W
9/16/2014,22:28:44,32.469,N,57.214,W
9/16/2014,22:30:44,32.476,N,57.205,W
9/16/2014,22:32:44,32.483,N,57.197,W
9/16/2014,22:34:45,32.489,N,57.189,W
9/16/2014,22:36:45,32.496,N,57.18,W
9/16/2014,22:38:45,32.503,N,57.172,W
9/16/2014,22:40:45,32.51,N,57.164,W
9/16/2014,22:42:45,32.516,N,57.155,W
9/16/2014,22:44:45,32.523,N,57.147,W
9/16/2014,22:46:45,32.53,N,57.139,W
9/16/2014,22:48:45,32.537,N,57.131,W
9/16/2014,22:50:44,32.543,N,57.122,W
9/16/2014,22:52:44,32.55,N,57.114,W
9/16/2014,22:54:44,32.557,N,57.106,W
9/16/2014,22:56:44,32.564,N,57.097,W
9/16/2014,22:58:44,32.571,N,57.089,W
9/16/2014,23:00:44,32.577,N,57.081,W
9/16/2014,23:02:44,32.584,N,57.073,W
9/16/2014,23:04:45,32.591,N,57.064,W
9/16/2014,23:06:45,32.598,N,57.056,W
9/16/2014,23:08:45,32.604,N,57.048,W
9/16/2014,23:10:45,32.611,N,57.04,W
9/16/2014,23:12:45,32.618,N,57.031,W
9/16/2014,23:14:45,32.625,N,57.023,W
9/16/2014,23:16:45,32.632,N,57.015,W
9/16/2014,23:18:45,32.639,N,57.007,W
9/16/2014,23:20:44,32.645,N,56.999,W
9/16/2014,23:22:44,32.652,N,56.99,W
9/16/2014,23:24:44,32.659,N,56.982,W
9/16/2014,23:26:44,32.666,N,56.974,W
9/16/2014,23:28:44,32.673,N,56.966,W
9/16/2014,23:30:44,32.68,N,56.958,W
9/16/2014,23:32:44,32.686,N,56.949,W
9/16/2014,23:34:45,32.693,N,56.941,W
9/16/2014,23:36:45,32.7,N,56.933,W
9/16/2014,23:38:45,32.707,N,56.925,W
9/16/2014,23:40:45,32.714,N,56.917,W
9/16/2014,23:42:45,32.721,N,56.909,W
9/16/2014,23:44:45,32.728,N,56.9,W
9/16/2014,23:46:45,32.734,N,56.892,W
9/16/2014,23:48:45,32.741,N,56.884,W
9/16/2014,23:50:44,32.748,N,56.876,W
9/16/2014,23:52:44,32.755,N,56.868,W
9/16/2014,23:54:44,32.762,N,56.86,W
9/16/2014,23:56:44,32.769,N,56.852,W
9/16/2014,23:58:44,32.776,N,56.844,W
9/17/2014,0:00:44,32.783,N,56.836,W
9/17/2014,0:02:44,32.79,N,56.828,W
9/17/2014,0:04:45,32.797,N,56.82,W
9/17/2014,0:06:45,32.803,N,56.811,W
9/17/2014,0:08:45,32.81,N,56.803,W
9/17/2014,0:10:45,32.817,N,56.795,W
9/17/2014,0:12:45,32.824,N,56.787,W
9/17/2014,0:14:45,32.831,N,56.779,W
9/17/2014,0:16:45,32.838,N,56.771,W
9/17/2014,0:18:45,32.845,N,56.763,W
9/17/2014,0:20:44,32.852,N,56.755,W
9/17/2014,0:22:44,32.859,N,56.747,W
9/17/2014,0:24:44,32.866,N,56.739,W
9/17/2014,0:26:44,32.873,N,56.731,W
9/17/2014,0:28:44,32.88,N,56.724,W
9/17/2014,0:30:44,32.887,N,56.716,W
9/17/2014,0:32:44,32.894,N,56.708,W
9/17/2014,0:34:45,32.901,N,56.7,W
9/17/2014,0:36:45,32.908,N,56.692,W
9/17/2014,0:38:45,32.915,N,56.684,W
9/17/2014,0:40:45,32.922,N,56.676,W
9/17/2014,0:42:45,32.929,N,56.668,W
9/17/2014,0:44:45,32.936,N,56.66,W
9/17/2014,0:46:45,32.943,N,56.652,W
9/17/2014,0:48:45,32.95,N,56.645,W
9/17/2014,0:50:44,32.958,N,56.637,W
9/17/2014,0:52:44,32.965,N,56.629,W
9/17/2014,0:54:44,32.972,N,56.621,W
9/17/2014,0:56:44,32.979,N,56.613,W
9/17/2014,0:58:44,32.986,N,56.606,W
9/17/2014,1:00:44,32.993,N,56.598,W
9/17/2014,1:02:44,33,N,56.59,W
9/17/2014,1:04:45,33.007,N,56.582,W
9/17/2014,1:06:45,33.014,N,56.574,W
9/17/2014,1:08:45,33.022,N,56.567,W
9/17/2014,1:10:45,33.029,N,56.559,W
9/17/2014,1:12:45,33.036,N,56.551,W
9/17/2014,1:14:45,33.043,N,56.544,W
9/17/2014,1:16:45,33.05,N,56.536,W
9/17/2014,1:18:45,33.058,N,56.528,W
9/17/2014,1:20:44,33.065,N,56.521,W
9/17/2014,1:22:44,33.072,N,56.513,W
9/17/2014,1:24:44,33.079,N,56.505,W
9/17/2014,1:26:44,33.086,N,56.498,W
9/17/2014,1:28:44,33.094,N,56.49,W
9/17/2014,1:30:44,33.101,N,56.483,W
9/17/2014,1:32:44,33.108,N,56.475,W
9/17/2014,1:34:45,33.115,N,56.467,W
9/17/2014,1:36:45,33.123,N,56.46,W
9/17/2014,1:38:45,33.13,N,56.452,W
9/17/2014,1:40:45,33.137,N,56.445,W
9/17/2014,1:42:45,33.145,N,56.437,W
9/17/2014,1:44:45,33.152,N,56.43,W
9/17/2014,1:46:45,33.159,N,56.422,W
9/17/2014,1:48:45,33.167,N,56.415,W
9/17/2014,1:50:44,33.174,N,56.407,W
9/17/2014,1:52:44,33.181,N,56.4,W
9/17/2014,1:54:44,33.189,N,56.393,W
9/17/2014,1:56:44,33.196,N,56.385,W
9/17/2014,1:58:44,33.203,N,56.378,W
9/17/2014,2:00:44,33.211,N,56.37,W
9/17/2014,2:02:44,33.218,N,56.363,W
9/17/2014,2:04:45,33.226,N,56.356,W
9/17/2014,2:06:45,33.233,N,56.348,W
9/17/2014,2:08:45,33.24,N,56.341,W
9/17/2014,2:10:45,33.248,N,56.334,W
9/17/2014,2:12:45,33.255,N,56.327,W
9/17/2014,2:14:45,33.263,N,56.319,W
9/17/2014,2:16:45,33.27,N,56.312,W
9/17/2014,2:18:45,33.278,N,56.305,W
9/17/2014,2:20:44,33.285,N,56.298,W
9/17/2014,2:22:44,33.293,N,56.29,W
9/17/2014,2:24:44,33.3,N,56.283,W
9/17/2014,2:26:44,33.308,N,56.276,W
9/17/2014,2:28:44,33.315,N,56.269,W
9/17/2014,2:30:44,33.323,N,56.262,W
9/17/2014,2:32:44,33.331,N,56.255,W
9/17/2014,2:34:45,33.338,N,56.248,W
9/17/2014,2:36:45,33.346,N,56.241,W
9/17/2014,2:38:45,33.353,N,56.234,W
9/17/2014,2:40:45,33.361,N,56.226,W
9/17/2014,2:42:45,33.369,N,56.219,W
9/17/2014,2:44:45,33.376,N,56.212,W
9/17/2014,2:46:45,33.384,N,56.205,W
9/17/2014,2:48:45,33.392,N,56.199,W
9/17/2014,2:50:44,33.399,N,56.192,W
9/17/2014,2:52:44,33.407,N,56.185,W
9/17/2014,2:54:44,33.415,N,56.178,W
9/17/2014,2:56:44,33.422,N,56.171,W
9/17/2014,2:58:44,33.43,N,56.164,W
9/17/2014,3:00:44,33.438,N,56.157,W
9/17/2014,3:02:44,33.446,N,56.15,W
9/17/2014,3:04:45,33.453,N,56.143,W
9/17/2014,3:06:45,33.461,N,56.137,W
9/17/2014,3:08:45,33.469,N,56.13,W
9/17/2014,3:10:45,33.477,N,56.123,W
9/17/2014,3:12:45,33.485,N,56.116,W
9/17/2014,3:14:45,33.493,N,56.11,W
9/17/2014,3:16:45,33.5,N,56.103,W
9/17/2014,3:18:45,33.508,N,56.096,W
9/17/2014,3:20:44,33.516,N,56.09,W
9/17/2014,3:22:44,33.524,N,56.083,W
9/17/2014,3:24:44,33.532,N,56.076,W
9/17/2014,3:26:44,33.54,N,56.07,W
9/17/2014,3:28:44,33.548,N,56.063,W
9/17/2014,3:30:44,33.556,N,56.057,W
9/17/2014,3:32:44,33.564,N,56.05,W
9/17/2014,3:34:45,33.572,N,56.044,W
9/17/2014,3:36:45,33.58,N,56.037,W
9/17/2014,3:38:45,33.588,N,56.031,W
9/17/2014,3:40:45,33.596,N,56.024,W
9/17/2014,3:42:45,33.604,N,56.018,W
9/17/2014,3:44:45,33.612,N,56.011,W
9/17/2014,3:46:45,33.62,N,56.005,W
9/17/2014,3:48:45,33.628,N,55.999,W
9/17/2014,3:50:44,33.636,N,55.992,W
9/17/2014,3:52:44,33.644,N,55.986,W
9/17/2014,3:54:44,33.652,N,55.98,W
9/17/2014,3:56:44,33.661,N,55.973,W
9/17/2014,3:58:44,33.669,N,55.967,W
9/17/2014,4:00:44,33.677,N,55.961,W
9/17/2014,4:02:44,33.685,N,55.955,W
9/17/2014,4:04:45,33.693,N,55.949,W
9/17/2014,4:06:45,33.702,N,55.942,W
9/17/2014,4:08:45,33.71,N,55.936,W
9/17/2014,4:10:45,33.718,N,55.93,W
9/17/2014,4:12:45,33.726,N,55.924,W
9/17/2014,4:14:45,33.735,N,55.918,W
9/17/2014,4:16:45,33.743,N,55.912,W
9/17/2014,4:18:45,33.751,N,55.906,W
9/17/2014,4:20:44,33.76,N,55.9,W
9/17/2014,4:22:44,33.768,N,55.894,W
9/17/2014,4:24:44,33.776,N,55.888,W
9/17/2014,4:26:44,33.785,N,55.882,W
9/17/2014,4:28:44,33.793,N,55.876,W
9/17/2014,4:30:44,33.801,N,55.87,W
9/17/2014,4:32:44,33.81,N,55.864,W
9/17/2014,4:34:45,33.818,N,55.859,W
9/17/2014,4:36:45,33.827,N,55.853,W
9/17/2014,4:38:45,33.835,N,55.847,W
9/17/2014,4:40:45,33.844,N,55.841,W
9/17/2014,4:42:45,33.852,N,55.835,W
9/17/2014,4:44:45,33.861,N,55.829,W
9/17/2014,4:46:45,33.869,N,55.824,W
9/17/2014,4:48:45,33.878,N,55.818,W
9/17/2014,4:50:44,33.886,N,55.812,W
9/17/2014,4:52:44,33.895,N,55.806,W
9/17/2014,4:54:44,33.903,N,55.801,W
9/17/2014,4:56:44,33.912,N,55.795,W
9/17/2014,4:58:44,33.92,N,55.789,W
9/17/2014,5:00:44,33.929,N,55.784,W
9/17/2014,5:02:44,33.938,N,55.778,W
9/17/2014,5:04:45,33.946,N,55.772,W
9/17/2014,5:06:45,33.955,N,55.767,W
9/17/2014,5:08:45,33.964,N,55.761,W
9/17/2014,5:10:45,33.972,N,55.756,W
9/17/2014,5:12:45,33.981,N,55.75,W
9/17/2014,5:14:45,33.99,N,55.744,W
9/17/2014,5:16:45,33.998,N,55.739,W
9/17/2014,5:18:45,34.007,N,55.733,W
9/17/2014,5:20:44,34.016,N,55.728,W
9/17/2014,5:22:44,34.024,N,55.722,W
9/17/2014,5:24:44,34.033,N,55.717,W
9/17/2014,5:26:44,34.042,N,55.711,W
9/17/2014,5:28:44,34.051,N,55.706,W
9/17/2014,5:30:44,34.059,N,55.7,W
9/17/2014,5:32:44,34.068,N,55.695,W
9/17/2014,5:34:45,34.077,N,55.689,W
9/17/2014,5:36:45,34.086,N,55.684,W
9/17/2014,5:38:45,34.094,N,55.678,W
9/17/2014,5:40:45,34.103,N,55.673,W
9/17/2014,5:42:45,34.112,N,55.667,W
9/17/2014,5:44:45,34.121,N,55.662,W
9/17/2014,5:46:45,34.13,N,55.656,W
9/17/2014,5:48:45,34.139,N,55.651,W
9/17/2014,5:50:44,34.147,N,55.645,W
9/17/2014,5:52:44,34.156,N,55.64,W
9/17/2014,5:54:44,34.165,N,55.635,W
9/17/2014,5:56:44,34.174,N,55.629,W
9/17/2014,5:58:44,34.183,N,55.624,W
9/17/2014,6:00:44,34.192,N,55.618,W
9/17/2014,6:02:44,34.201,N,55.613,W
9/17/2014,6:04:45,34.21,N,55.608,W
9/17/2014,6:06:45,34.219,N,55.602,W
9/17/2014,6:08:45,34.227,N,55.597,W
9/17/2014,6:10:45,34.236,N,55.591,W
9/17/2014,6:12:45,34.245,N,55.586,W
9/17/2014,6:14:45,34.254,N,55.581,W
9/17/2014,6:16:45,34.263,N,55.575,W
9/17/2014,6:18:45,34.272,N,55.57,W
9/17/2014,6:20:44,34.281,N,55.564,W
9/17/2014,6:22:44,34.29,N,55.559,W
9/17/2014,6:24:44,34.299,N,55.554,W
9/17/2014,6:26:44,34.308,N,55.548,W
9/17/2014,6:28:44,34.317,N,55.543,W
9/17/2014,6:30:44,34.326,N,55.537,W
9/17/2014,6:32:44,34.335,N,55.532,W
9/17/2014,6:34:45,34.344,N,55.527,W
9/17/2014,6:36:45,34.353,N,55.521,W
9/17/2014,6:38:45,34.362,N,55.516,W
9/17/2014,6:40:45,34.371,N,55.51,W
9/17/2014,6:42:45,34.38,N,55.505,W
9/17/2014,6:44:45,34.389,N,55.5,W
9/17/2014,6:46:45,34.398,N,55.494,W
9/17/2014,6:48:45,34.407,N,55.489,W
9/17/2014,6:50:44,34.416,N,55.483,W
9/17/2014,6:52:44,34.425,N,55.478,W
9/17/2014,6:54:44,34.435,N,55.472,W
9/17/2014,6:56:44,34.444,N,55.467,W
9/17/2014,6:58:44,34.453,N,55.461,W
9/17/2014,7:00:44,34.462,N,55.456,W
9/17/2014,7:02:44,34.471,N,55.451,W
9/17/2014,7:04:45,34.48,N,55.445,W
9/17/2014,7:06:45,34.489,N,55.44,W
9/17/2014,7:08:45,34.498,N,55.434,W
9/17/2014,7:10:45,34.507,N,55.429,W
9/17/2014,7:12:45,34.516,N,55.423,W
9/17/2014,7:14:45,34.525,N,55.418,W
9/17/2014,7:16:45,34.534,N,55.412,W
9/17/2014,7:18:45,34.544,N,55.407,W
9/17/2014,7:20:44,34.553,N,55.401,W
9/17/2014,7:22:44,34.562,N,55.395,W
9/17/2014,7:24:44,34.571,N,55.39,W
9/17/2014,7:26:44,34.58,N,55.384,W
9/17/2014,7:28:44,34.589,N,55.379,W
9/17/2014,7:30:44,34.598,N,55.373,W
9/17/2014,7:32:44,34.607,N,55.368,W
9/17/2014,7:34:45,34.617,N,55.362,W
9/17/2014,7:36:45,34.626,N,55.356,W
9/17/2014,7:38:45,34.635,N,55.351,W
9/17/2014,7:40:45,34.644,N,55.345,W
9/17/2014,7:42:45,34.653,N,55.339,W
9/17/2014,7:44:45,34.662,N,55.334,W
9/17/2014,7:46:45,34.671,N,55.328,W
9/17/2014,7:48:45,34.68,N,55.322,W
9/17/2014,7:50:44,34.69,N,55.316,W
9/17/2014,7:52:44,34.699,N,55.311,W
9/17/2014,7:54:44,34.708,N,55.305,W
9/17/2014,7:56:44,34.717,N,55.299,W
9/17/2014,7:58:44,34.726,N,55.293,W
9/17/2014,8:00:44,34.735,N,55.288,W
9/17/2014,8:02:44,34.744,N,55.282,W
9/17/2014,8:04:45,34.753,N,55.276,W
9/17/2014,8:06:45,34.763,N,55.27,W
9/17/2014,8:08:45,34.772,N,55.264,W
9/17/2014,8:10:45,34.781,N,55.258,W
9/17/2014,8:12:45,34.79,N,55.252,W
9/17/2014,8:14:45,34.799,N,55.246,W
9/17/2014,8:16:45,34.808,N,55.241,W
9/17/2014,8:18:45,34.817,N,55.235,W
9/17/2014,8:20:44,34.827,N,55.229,W
9/17/2014,8:22:44,34.836,N,55.223,W
9/17/2014,8:24:44,34.845,N,55.217,W
9/17/2014,8:26:44,34.854,N,55.21,W
9/17/2014,8:28:44,34.863,N,55.204,W
9/17/2014,8:30:44,34.872,N,55.198,W
9/17/2014,8:32:44,34.881,N,55.192,W
9/17/2014,8:34:45,34.89,N,55.186,W
9/17/2014,8:36:45,34.899,N,55.18,W
9/17/2014,8:38:45,34.909,N,55.174,W
9/17/2014,8:40:45,34.918,N,55.168,W
9/17/2014,8:42:45,34.927,N,55.161,W
9/17/2014,8:44:45,34.936,N,55.155,W
9/17/2014,8:46:45,34.945,N,55.149,W
9/17/2014,8:48:45,34.954,N,55.142,W
9/17/2014,8:50:44,34.963,N,55.136,W
9/17/2014,8:52:44,34.972,N,55.13,W
9/17/2014,8:54:44,34.981,N,55.123,W
9/17/2014,8:56:44,34.99,N,55.117,W
9/17/2014,8:58:44,35,N,55.111,W
9/17/2014,9:00:44,35.009,N,55.104,W
9/17/2014,9:02:44,35.018,N,55.098,W
9/17/2014,9:04:45,35.027,N,55.091,W
9/17/2014,9:06:45,35.036,N,55.085,W
9/17/2014,9:08:45,35.045,N,55.078,W
9/17/2014,9:10:45,35.054,N,55.071,W
9/17/2014,9:12:45,35.063,N,55.065,W
9/17/2014,9:14:45,35.072,N,55.058,W
9/17/2014,9:16:45,35.081,N,55.051,W
9/17/2014,9:18:45,35.09,N,55.045,W
9/17/2014,9:20:44,35.099,N,55.038,W
9/17/2014,9:22:44,35.108,N,55.031,W
9/17/2014,9:24:44,35.117,N,55.024,W
9/17/2014,9:26:44,35.126,N,55.018,W
9/17/2014,9:28:44,35.135,N,55.011,W
9/17/2014,9:30:44,35.144,N,55.004,W
9/17/2014,9:32:44,35.153,N,54.997,W
9/17/2014,9:34:45,35.162,N,54.99,W
9/17/2014,9:36:45,35.171,N,54.983,W
9/17/2014,9:38:45,35.18,N,54.976,W
9/17/2014,9:40:45,35.189,N,54.969,W
9/17/2014,9:42:45,35.198,N,54.962,W
9/17/2014,9:44:45,35.207,N,54.955,W
9/17/2014,9:46:45,35.216,N,54.948,W
9/17/2014,9:48:45,35.225,N,54.94,W
9/17/2014,9:50:44,35.234,N,54.933,W
9/17/2014,9:52:44,35.243,N,54.926,W
9/17/2014,9:54:44,35.252,N,54.919,W
9/17/2014,9:56:44,35.261,N,54.911,W
9/17/2014,9:58:44,35.269,N,54.904,W
9/17/2014,10:00:44,35.278,N,54.896,W
9/17/2014,10:02:44,35.287,N,54.889,W
9/17/2014,10:04:45,35.296,N,54.882,W
9/17/2014,10:06:45,35.305,N,54.874,W
9/17/2014,10:08:45,35.314,N,54.866,W
9/17/2014,10:10:45,35.323,N,54.859,W
9/17/2014,10:12:45,35.331,N,54.851,W
9/17/2014,10:14:45,35.34,N,54.844,W
9/17/2014,10:16:45,35.349,N,54.836,W
9/17/2014,10:18:45,35.358,N,54.828,W
9/17/2014,10:20:44,35.367,N,54.82,W
9/17/2014,10:22:44,35.376,N,54.812,W
9/17/2014,10:24:44,35.384,N,54.805,W
9/17/2014,10:26:44,35.393,N,54.797,W
9/17/2014,10:28:44,35.402,N,54.789,W
9/17/2014,10:30:44,35.411,N,54.781,W
9/17/2014,10:32:44,35.419,N,54.773,W
9/17/2014,10:34:45,35.428,N,54.765,W
9/17/2014,10:36:45,35.437,N,54.757,W
9/17/2014,10:38:45,35.446,N,54.748,W
9/17/2014,10:40:45,35.454,N,54.74,W
9/17/2014,10:42:45,35.463,N,54.732,W
9/17/2014,10:44:45,35.472,N,54.724,W
9/17/2014,10:46:45,35.48,N,54.715,W
9/17/2014,10:48:45,35.489,N,54.707,W
9/17/2014,10:50:44,35.498,N,54.699,W
9/17/2014,10:52:44,35.506,N,54.69,W
9/17/2014,10:54:44,35.515,N,54.682,W
9/17/2014,10:56:44,35.524,N,54.673,W
9/17/2014,10:58:44,35.532,N,54.665,W
9/17/2014,11:00:44,35.541,N,54.656,W
9/17/2014,11:02:44,35.55,N,54.648,W
9/17/2014,11:04:45,35.558,N,54.639,W
9/17/2014,11:06:45,35.567,N,54.63,W
9/17/2014,11:08:45,35.575,N,54.622,W
9/17/2014,11:10:45,35.584,N,54.613,W
9/17/2014,11:12:45,35.593,N,54.604,W
9/17/2014,11:14:45,35.601,N,54.595,W
9/17/2014,11:16:45,35.61,N,54.587,W
9/17/2014,11:18:45,35.618,N,54.578,W
9/17/2014,11:20:44,35.627,N,54.569,W
9/17/2014,11:22:44,35.635,N,54.56,W
9/17/2014,11:24:44,35.644,N,54.551,W
9/17/2014,11:26:44,35.652,N,54.542,W
9/17/2014,11:28:44,35.661,N,54.533,W
9/17/2014,11:30:44,35.669,N,54.524,W
9/17/2014,11:32:44,35.678,N,54.515,W
9/17/2014,11:34:45,35.686,N,54.506,W
9/17/2014,11:36:45,35.695,N,54.496,W
9/17/2014,11:38:45,35.703,N,54.487,W
9/17/2014,11:40:45,35.712,N,54.478,W
9/17/2014,11:42:45,35.72,N,54.469,W
9/17/2014,11:44:45,35.729,N,54.459,W
9/17/2014,11:46:45,35.737,N,54.45,W
9/17/2014,11:48:45,35.746,N,54.441,W
9/17/2014,11:50:44,35.754,N,54.431,W
9/17/2014,11:52:44,35.763,N,54.422,W
9/17/2014,11:54:44,35.771,N,54.412,W
9/17/2014,11:56:44,35.779,N,54.403,W
9/17/2014,11:58:44,35.788,N,54.393,W
9/17/2014,12:00:44,35.796,N,54.384,W
9/17/2014,12:02:44,35.805,N,54.374,W
9/17/2014,12:04:45,35.813,N,54.365,W
9/17/2014,12:06:45,35.821,N,54.355,W
9/17/2014,12:08:45,35.83,N,54.345,W
9/17/2014,12:10:45,35.838,N,54.336,W
9/17/2014,12:12:45,35.846,N,54.326,W
9/17/2014,12:14:45,35.855,N,54.316,W
9/17/2014,12:16:45,35.863,N,54.306,W
9/17/2014,12:18:45,35.871,N,54.297,W
9/17/2014,12:20:44,35.88,N,54.287,W
9/17/2014,12:22:44,35.888,N,54.277,W
9/17/2014,12:24:44,35.896,N,54.267,W
9/17/2014,12:26:44,35.905,N,54.257,W
9/17/2014,12:28:44,35.913,N,54.247,W
9/17/2014,12:30:44,35.921,N,54.237,W
9/17/2014,12:32:44,35.93,N,54.227,W
9/17/2014,12:34:45,35.938,N,54.217,W
9/17/2014,12:36:45,35.946,N,54.207,W
9/17/2014,12:38:45,35.955,N,54.197,W
9/17/2014,12:40:45,35.963,N,54.187,W
9/17/2014,12:42:45,35.971,N,54.177,W
9/17/2014,12:44:45,35.979,N,54.167,W
9/17/2014,12:46:45,35.988,N,54.157,W
9/17/2014,12:48:45,35.996,N,54.146,W
9/17/2014,12:50:44,36.004,N,54.136,W
9/17/2014,12:52:44,36.012,N,54.126,W
9/17/2014,12:54:44,36.021,N,54.116,W
9/17/2014,12:56:44,36.029,N,54.105,W
9/17/2014,12:58:44,36.037,N,54.095,W
9/17/2014,13:00:44,36.045,N,54.085,W
9/17/2014,13:02:44,36.053,N,54.074,W
9/17/2014,13:04:45,36.062,N,54.064,W
9/17/2014,13:06:45,36.07,N,54.054,W
9/17/2014,13:08:45,36.078,N,54.043,W
9/17/2014,13:10:45,36.086,N,54.033,W
9/17/2014,13:12:45,36.094,N,54.022,W
9/17/2014,13:14:45,36.103,N,54.012,W
9/17/2014,13:15:51,36.107,N,54.006,W
9/17/2014,13:17:51,36.116,N,53.995,W
9/17/2014,13:19:51,36.126,N,53.984,W
9/17/2014,13:21:50,36.135,N,53.973,W
9/17/2014,13:23:50,36.144,N,53.962,W
9/17/2014,13:25:50,36.153,N,53.951,W
9/17/2014,13:27:50,36.162,N,53.94,W
9/17/2014,13:29:50,36.172,N,53.929,W
9/17/2014,13:31:50,36.181,N,53.918,W
9/17/2014,13:33:50,36.19,N,53.907,W
9/17/2014,13:35:51,36.199,N,53.896,W
9/17/2014,13:37:51,36.208,N,53.885,W
9/17/2014,13:39:51,36.217,N,53.874,W
9/17/2014,13:41:51,36.226,N,53.863,W
9/17/2014,13:43:51,36.235,N,53.852,W
9/17/2014,13:45:51,36.243,N,53.84,W
9/17/2014,13:47:51,36.252,N,53.829,W
9/17/2014,13:49:51,36.261,N,53.818,W
9/17/2014,13:51:50,36.27,N,53.807,W
9/17/2014,13:53:50,36.279,N,53.796,W
9/17/2014,13:55:50,36.287,N,53.785,W
9/17/2014,13:57:50,36.296,N,53.774,W
9/17/2014,13:59:50,36.305,N,53.763,W
9/17/2014,14:01:50,36.313,N,53.752,W
