Track,for,Kirk,2018,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/28/2018,11:10:39,13.532,N,62.83,W
9/28/2018,11:12:40,13.534,N,62.837,W
9/28/2018,11:14:40,13.535,N,62.845,W
9/28/2018,11:16:40,13.537,N,62.853,W
9/28/2018,11:18:40,13.539,N,62.861,W
9/28/2018,11:20:39,13.54,N,62.869,W
9/28/2018,11:22:39,13.542,N,62.877,W
9/28/2018,11:24:39,13.544,N,62.885,W
9/28/2018,11:26:39,13.545,N,62.894,W
9/28/2018,11:28:40,13.547,N,62.902,W
9/28/2018,11:30:40,13.548,N,62.91,W
9/28/2018,11:32:40,13.55,N,62.918,W
9/28/2018,11:34:40,13.551,N,62.926,W
9/28/2018,11:36:39,13.553,N,62.935,W
9/28/2018,11:36:59,13.553,N,62.936,W
9/28/2018,11:38:59,13.546,N,62.946,W
9/28/2018,11:40:59,13.54,N,62.956,W
9/28/2018,11:42:58,13.534,N,62.966,W
9/28/2018,11:44:58,13.529,N,62.975,W
9/28/2018,11:46:58,13.523,N,62.985,W
9/28/2018,11:48:58,13.518,N,62.995,W
9/28/2018,11:50:59,13.514,N,63.004,W
9/28/2018,11:52:59,13.509,N,63.014,W
9/28/2018,11:54:59,13.505,N,63.023,W
9/28/2018,11:56:59,13.501,N,63.033,W
9/28/2018,11:58:58,13.498,N,63.042,W
9/28/2018,12:00:58,13.495,N,63.052,W
9/28/2018,12:02:58,13.492,N,63.061,W
9/28/2018,12:04:59,13.489,N,63.071,W
9/28/2018,12:06:59,13.487,N,63.08,W
9/28/2018,12:08:59,13.485,N,63.089,W
9/28/2018,12:10:59,13.483,N,63.098,W
9/28/2018,12:12:58,13.481,N,63.108,W
9/28/2018,12:14:58,13.48,N,63.117,W
9/28/2018,12:16:58,13.479,N,63.126,W
9/28/2018,12:18:58,13.479,N,63.135,W
9/28/2018,12:20:59,13.478,N,63.144,W
9/28/2018,12:22:59,13.478,N,63.153,W
9/28/2018,12:24:59,13.478,N,63.162,W
9/28/2018,12:26:59,13.478,N,63.171,W
9/28/2018,12:28:58,13.479,N,63.18,W
9/28/2018,12:30:58,13.48,N,63.189,W
9/28/2018,12:32:58,13.481,N,63.198,W
9/28/2018,12:34:59,13.482,N,63.206,W
9/28/2018,12:36:59,13.483,N,63.215,W
9/28/2018,12:38:59,13.485,N,63.224,W
9/28/2018,12:40:59,13.487,N,63.233,W
9/28/2018,12:42:58,13.489,N,63.241,W
9/28/2018,12:44:58,13.492,N,63.25,W
9/28/2018,12:46:58,13.495,N,63.259,W
9/28/2018,12:48:58,13.497,N,63.267,W
9/28/2018,12:50:59,13.501,N,63.276,W
9/28/2018,12:52:59,13.504,N,63.284,W
9/28/2018,12:54:59,13.507,N,63.293,W
9/28/2018,12:56:59,13.511,N,63.301,W
9/28/2018,12:58:58,13.515,N,63.31,W
9/28/2018,13:00:58,13.519,N,63.318,W
9/28/2018,13:02:58,13.524,N,63.327,W
9/28/2018,13:04:59,13.528,N,63.335,W
9/28/2018,13:06:59,13.533,N,63.343,W
9/28/2018,13:08:59,13.538,N,63.352,W
9/28/2018,13:10:59,13.543,N,63.36,W
9/28/2018,13:12:58,13.548,N,63.368,W
9/28/2018,13:14:58,13.554,N,63.377,W
9/28/2018,13:16:58,13.559,N,63.385,W
9/28/2018,13:18:58,13.565,N,63.393,W
9/28/2018,13:20:59,13.571,N,63.401,W
9/28/2018,13:22:59,13.577,N,63.409,W
9/28/2018,13:24:59,13.584,N,63.417,W
9/28/2018,13:26:59,13.59,N,63.426,W
9/28/2018,13:28:58,13.597,N,63.434,W
9/28/2018,13:30:58,13.603,N,63.442,W
9/28/2018,13:32:16,13.608,N,63.447,W
9/28/2018,13:34:16,13.621,N,63.457,W
9/28/2018,13:36:16,13.634,N,63.467,W
9/28/2018,13:38:16,13.647,N,63.477,W
9/28/2018,13:40:17,13.659,N,63.487,W
9/28/2018,13:42:17,13.672,N,63.497,W
9/28/2018,13:44:17,13.684,N,63.507,W
9/28/2018,13:46:17,13.696,N,63.517,W
9/28/2018,13:48:16,13.708,N,63.526,W
9/28/2018,13:50:16,13.72,N,63.536,W
9/28/2018,13:52:16,13.732,N,63.545,W
9/28/2018,13:54:17,13.744,N,63.554,W
9/28/2018,13:56:17,13.755,N,63.563,W
9/28/2018,13:58:17,13.766,N,63.572,W
9/28/2018,14:00:17,13.778,N,63.581,W
9/28/2018,14:02:16,13.789,N,63.59,W
9/28/2018,14:04:16,13.799,N,63.599,W
9/28/2018,14:06:16,13.81,N,63.607,W
9/28/2018,14:08:16,13.821,N,63.616,W
9/28/2018,14:10:17,13.831,N,63.624,W
9/28/2018,14:12:17,13.841,N,63.632,W
9/28/2018,14:14:17,13.851,N,63.64,W
9/28/2018,14:16:17,13.861,N,63.648,W
9/28/2018,14:18:16,13.871,N,63.656,W
9/28/2018,14:20:16,13.881,N,63.664,W
9/28/2018,14:22:16,13.89,N,63.672,W
9/28/2018,14:24:17,13.899,N,63.679,W
9/28/2018,14:26:17,13.908,N,63.687,W
9/28/2018,14:28:17,13.917,N,63.694,W
9/28/2018,14:30:17,13.926,N,63.701,W
9/28/2018,14:32:16,13.935,N,63.709,W
9/28/2018,14:34:16,13.944,N,63.716,W
9/28/2018,14:36:16,13.952,N,63.723,W
9/28/2018,14:38:16,13.96,N,63.729,W
9/28/2018,14:40:17,13.969,N,63.736,W
9/28/2018,14:42:17,13.977,N,63.743,W
9/28/2018,14:44:17,13.985,N,63.749,W
9/28/2018,14:46:17,13.992,N,63.756,W
9/28/2018,14:48:16,14,N,63.762,W
9/28/2018,14:50:16,14.008,N,63.769,W
9/28/2018,14:52:16,14.015,N,63.775,W
9/28/2018,14:54:17,14.023,N,63.781,W
9/28/2018,14:56:17,14.03,N,63.787,W
9/28/2018,14:58:17,14.037,N,63.793,W
9/28/2018,15:00:17,14.044,N,63.799,W
9/28/2018,15:02:16,14.051,N,63.805,W
9/28/2018,15:04:16,14.058,N,63.811,W
9/28/2018,15:06:16,14.064,N,63.816,W
9/28/2018,15:08:16,14.071,N,63.822,W
9/28/2018,15:10:17,14.077,N,63.827,W
9/28/2018,15:12:17,14.084,N,63.833,W
9/28/2018,15:14:17,14.09,N,63.838,W
9/28/2018,15:16:17,14.096,N,63.844,W
9/28/2018,15:18:16,14.102,N,63.849,W
9/28/2018,15:20:16,14.108,N,63.854,W
9/28/2018,15:22:16,14.114,N,63.859,W
9/28/2018,15:24:17,14.12,N,63.864,W
9/28/2018,15:26:17,14.126,N,63.869,W
9/28/2018,15:28:17,14.132,N,63.874,W
9/28/2018,15:30:17,14.137,N,63.879,W
9/28/2018,15:32:16,14.143,N,63.884,W
9/28/2018,15:34:16,14.148,N,63.889,W
9/28/2018,15:36:16,14.154,N,63.894,W
9/28/2018,15:38:16,14.159,N,63.898,W
9/28/2018,15:40:17,14.164,N,63.903,W
9/28/2018,15:42:17,14.17,N,63.908,W
9/28/2018,15:44:17,14.175,N,63.912,W
9/28/2018,15:46:17,14.18,N,63.917,W
9/28/2018,15:48:16,14.185,N,63.921,W
9/28/2018,15:50:16,14.19,N,63.926,W
9/28/2018,15:52:16,14.195,N,63.93,W
9/28/2018,15:54:17,14.2,N,63.934,W
9/28/2018,15:56:17,14.204,N,63.939,W
9/28/2018,15:58:17,14.209,N,63.943,W
9/28/2018,16:00:17,14.214,N,63.947,W
9/28/2018,16:02:16,14.219,N,63.952,W
9/28/2018,16:04:16,14.223,N,63.956,W
9/28/2018,16:06:16,14.228,N,63.96,W
9/28/2018,16:08:16,14.232,N,63.964,W
9/28/2018,16:10:16,14.237,N,63.968,W
9/28/2018,16:12:16,14.241,N,63.972,W
9/28/2018,16:14:16,14.246,N,63.976,W
9/28/2018,16:16:16,14.25,N,63.981,W
9/28/2018,16:18:17,14.255,N,63.985,W
9/28/2018,16:20:17,14.259,N,63.989,W
9/28/2018,16:22:17,14.264,N,63.993,W
9/28/2018,16:24:17,14.268,N,63.997,W
9/28/2018,16:26:17,14.272,N,64.001,W
9/28/2018,16:28:17,14.277,N,64.005,W
9/28/2018,16:30:17,14.281,N,64.009,W
9/28/2018,16:32:16,14.285,N,64.013,W
9/28/2018,16:34:16,14.29,N,64.017,W
9/28/2018,16:36:16,14.294,N,64.02,W
9/28/2018,16:38:16,14.298,N,64.024,W
