Track,for,Kirk,2018,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/27/2018,16:42:08,14.061,N,59.479,W
9/27/2018,16:44:08,14.065,N,59.484,W
9/27/2018,16:46:08,14.069,N,59.488,W
9/27/2018,16:48:09,14.073,N,59.493,W
9/27/2018,16:50:09,14.076,N,59.498,W
9/27/2018,16:52:09,14.08,N,59.503,W
9/27/2018,16:54:09,14.083,N,59.507,W
9/27/2018,16:56:08,14.087,N,59.512,W
9/27/2018,16:58:08,14.09,N,59.517,W
9/27/2018,17:00:08,14.094,N,59.521,W
9/27/2018,17:02:08,14.097,N,59.526,W
9/27/2018,17:04:09,14.101,N,59.531,W
9/27/2018,17:06:09,14.104,N,59.535,W
9/27/2018,17:08:09,14.107,N,59.54,W
9/27/2018,17:10:08,14.111,N,59.544,W
9/27/2018,17:12:08,14.114,N,59.549,W
9/27/2018,17:14:08,14.117,N,59.553,W
9/27/2018,17:16:08,14.12,N,59.558,W
9/27/2018,17:18:09,14.123,N,59.562,W
9/27/2018,17:20:09,14.126,N,59.567,W
9/27/2018,17:22:09,14.129,N,59.571,W
9/27/2018,17:24:09,14.132,N,59.576,W
9/27/2018,17:26:08,14.135,N,59.58,W
9/27/2018,17:28:08,14.138,N,59.585,W
9/27/2018,17:30:08,14.141,N,59.589,W
9/27/2018,17:32:08,14.144,N,59.593,W
9/27/2018,17:34:09,14.146,N,59.598,W
9/27/2018,17:36:09,14.149,N,59.602,W
9/27/2018,17:38:09,14.152,N,59.606,W
9/27/2018,17:40:08,14.154,N,59.611,W
9/27/2018,17:42:08,14.157,N,59.615,W
9/27/2018,17:44:08,14.159,N,59.619,W
9/27/2018,17:46:08,14.162,N,59.623,W
9/27/2018,17:48:09,14.164,N,59.628,W
9/27/2018,17:50:09,14.166,N,59.632,W
9/27/2018,17:52:09,14.168,N,59.636,W
9/27/2018,17:54:09,14.171,N,59.64,W
9/27/2018,17:56:08,14.173,N,59.644,W
9/27/2018,17:58:08,14.175,N,59.648,W
9/27/2018,18:00:08,14.177,N,59.652,W
9/27/2018,18:02:08,14.179,N,59.657,W
9/27/2018,18:04:09,14.18,N,59.661,W
9/27/2018,18:06:09,14.182,N,59.665,W
9/27/2018,18:08:09,14.184,N,59.669,W
9/27/2018,18:10:08,14.186,N,59.672,W
9/27/2018,18:12:08,14.187,N,59.676,W
9/27/2018,18:14:08,14.189,N,59.68,W
9/27/2018,18:16:08,14.19,N,59.684,W
9/27/2018,18:18:09,14.191,N,59.688,W
9/27/2018,18:20:09,14.193,N,59.692,W
9/27/2018,18:22:09,14.194,N,59.696,W
9/27/2018,18:24:09,14.195,N,59.699,W
9/27/2018,18:26:08,14.196,N,59.703,W
9/27/2018,18:28:08,14.197,N,59.707,W
9/27/2018,18:30:08,14.198,N,59.711,W
9/27/2018,18:32:08,14.199,N,59.714,W
9/27/2018,18:34:09,14.2,N,59.718,W
9/27/2018,18:36:09,14.201,N,59.721,W
9/27/2018,18:38:09,14.201,N,59.725,W
9/27/2018,18:40:08,14.202,N,59.729,W
9/27/2018,18:42:08,14.202,N,59.732,W
9/27/2018,18:44:08,14.203,N,59.736,W
9/27/2018,18:46:08,14.203,N,59.739,W
9/27/2018,18:48:09,14.204,N,59.743,W
9/27/2018,18:50:09,14.204,N,59.746,W
9/27/2018,18:52:09,14.204,N,59.749,W
9/27/2018,18:54:09,14.204,N,59.753,W
9/27/2018,18:56:08,14.204,N,59.756,W
9/27/2018,18:58:08,14.204,N,59.759,W
9/27/2018,19:00:08,14.204,N,59.763,W
9/27/2018,19:02:08,14.203,N,59.766,W
9/27/2018,19:04:09,14.203,N,59.769,W
9/27/2018,19:06:09,14.203,N,59.773,W
9/27/2018,19:08:09,14.202,N,59.776,W
9/27/2018,19:10:08,14.202,N,59.779,W
9/27/2018,19:12:08,14.201,N,59.782,W
9/27/2018,19:14:08,14.201,N,59.785,W
9/27/2018,19:16:08,14.2,N,59.789,W
9/27/2018,19:18:09,14.199,N,59.792,W
9/27/2018,19:20:09,14.199,N,59.795,W
9/27/2018,19:22:09,14.198,N,59.798,W
9/27/2018,19:24:09,14.197,N,59.801,W
9/27/2018,19:26:08,14.196,N,59.805,W
9/27/2018,19:28:08,14.195,N,59.808,W
9/27/2018,19:30:08,14.194,N,59.811,W
9/27/2018,19:32:08,14.192,N,59.814,W
9/27/2018,19:34:09,14.191,N,59.817,W
9/27/2018,19:36:09,14.19,N,59.82,W
9/27/2018,19:38:09,14.189,N,59.824,W
9/27/2018,19:40:08,14.187,N,59.827,W
9/27/2018,19:42:08,14.186,N,59.83,W
9/27/2018,19:44:08,14.184,N,59.833,W
9/27/2018,19:46:08,14.183,N,59.836,W
9/27/2018,19:48:09,14.181,N,59.839,W
9/27/2018,19:50:09,14.18,N,59.843,W
9/27/2018,19:52:09,14.178,N,59.846,W
9/27/2018,19:54:09,14.176,N,59.849,W
9/27/2018,19:56:08,14.174,N,59.852,W
9/27/2018,19:58:08,14.173,N,59.856,W
9/27/2018,20:00:08,14.171,N,59.859,W
9/27/2018,20:02:08,14.169,N,59.862,W
9/27/2018,20:04:09,14.167,N,59.866,W
9/27/2018,20:06:09,14.165,N,59.869,W
9/27/2018,20:08:09,14.163,N,59.872,W
9/27/2018,20:10:08,14.161,N,59.876,W
9/27/2018,20:12:08,14.159,N,59.879,W
9/27/2018,20:14:08,14.156,N,59.882,W
9/27/2018,20:16:08,14.154,N,59.886,W
9/27/2018,20:18:09,14.152,N,59.889,W
9/27/2018,20:20:09,14.15,N,59.893,W
9/27/2018,20:22:09,14.147,N,59.896,W
9/27/2018,20:24:09,14.145,N,59.9,W
9/27/2018,20:26:08,14.143,N,59.903,W
9/27/2018,20:28:08,14.14,N,59.907,W
9/27/2018,20:30:08,14.138,N,59.911,W
9/27/2018,20:32:08,14.135,N,59.914,W
9/27/2018,20:34:09,14.133,N,59.918,W
9/27/2018,20:36:09,14.13,N,59.922,W
9/27/2018,20:38:09,14.127,N,59.926,W
9/27/2018,20:40:08,14.125,N,59.929,W
9/27/2018,20:42:08,14.122,N,59.933,W
9/27/2018,20:44:08,14.119,N,59.937,W
9/27/2018,20:46:08,14.117,N,59.941,W
9/27/2018,20:48:09,14.114,N,59.945,W
9/27/2018,20:50:09,14.111,N,59.949,W
9/27/2018,20:52:09,14.108,N,59.953,W
9/27/2018,20:54:09,14.106,N,59.957,W
9/27/2018,20:56:08,14.103,N,59.962,W
9/27/2018,20:58:08,14.1,N,59.966,W
9/27/2018,21:00:08,14.097,N,59.97,W
9/27/2018,21:02:08,14.094,N,59.974,W
9/27/2018,21:04:09,14.091,N,59.979,W
9/27/2018,21:06:09,14.088,N,59.983,W
9/27/2018,21:08:09,14.085,N,59.988,W
9/27/2018,21:10:08,14.082,N,59.992,W
9/27/2018,21:12:08,14.079,N,59.997,W
9/27/2018,21:14:08,14.076,N,60.002,W
9/27/2018,21:16:08,14.073,N,60.006,W
9/27/2018,21:18:09,14.07,N,60.011,W
9/27/2018,21:20:09,14.067,N,60.016,W
9/27/2018,21:22:09,14.064,N,60.021,W
9/27/2018,21:24:09,14.061,N,60.026,W
9/27/2018,21:26:08,14.058,N,60.031,W
9/27/2018,21:28:08,14.055,N,60.036,W
9/27/2018,21:30:08,14.052,N,60.041,W
9/27/2018,21:32:08,14.049,N,60.046,W
9/27/2018,21:34:09,14.046,N,60.052,W
9/27/2018,21:36:09,14.042,N,60.057,W
9/27/2018,21:38:09,14.039,N,60.062,W
9/27/2018,21:40:08,14.036,N,60.068,W
9/27/2018,21:42:08,14.033,N,60.073,W
9/27/2018,21:44:08,14.03,N,60.079,W
9/27/2018,21:46:08,14.027,N,60.085,W
9/27/2018,21:48:09,14.023,N,60.091,W
9/27/2018,21:50:09,14.02,N,60.097,W
9/27/2018,21:52:09,14.017,N,60.103,W
9/27/2018,21:54:09,14.014,N,60.109,W
9/27/2018,21:56:08,14.011,N,60.115,W
9/27/2018,21:58:08,14.008,N,60.121,W
9/27/2018,22:00:08,14.004,N,60.127,W
9/27/2018,22:02:08,14.001,N,60.134,W
9/27/2018,22:04:09,13.998,N,60.14,W
9/27/2018,22:06:09,13.995,N,60.147,W
9/27/2018,22:08:09,13.992,N,60.153,W
9/27/2018,22:10:08,13.989,N,60.16,W
9/27/2018,22:12:08,13.986,N,60.167,W
9/27/2018,22:14:08,13.982,N,60.174,W
9/27/2018,22:16:08,13.979,N,60.181,W
9/27/2018,22:18:09,13.976,N,60.188,W
9/27/2018,22:20:09,13.973,N,60.195,W
9/27/2018,22:22:09,13.97,N,60.202,W
9/27/2018,22:24:09,13.967,N,60.21,W
9/27/2018,22:26:08,13.964,N,60.217,W
9/27/2018,22:28:08,13.961,N,60.224,W
9/27/2018,22:30:08,13.957,N,60.232,W
9/27/2018,22:32:08,13.954,N,60.24,W
9/27/2018,22:34:09,13.951,N,60.247,W
9/27/2018,22:36:09,13.948,N,60.255,W
9/27/2018,22:38:09,13.945,N,60.263,W
9/27/2018,22:40:08,13.942,N,60.271,W
9/27/2018,22:42:08,13.939,N,60.279,W
9/27/2018,22:44:08,13.936,N,60.287,W
9/27/2018,22:46:08,13.933,N,60.295,W
9/27/2018,22:48:09,13.93,N,60.303,W
9/27/2018,22:50:09,13.927,N,60.311,W
9/27/2018,22:52:09,13.923,N,60.32,W
9/27/2018,22:54:09,13.92,N,60.328,W
9/27/2018,22:56:08,13.917,N,60.337,W
9/27/2018,22:58:08,13.914,N,60.345,W
9/27/2018,23:00:08,13.911,N,60.354,W
9/27/2018,23:02:08,13.908,N,60.362,W
9/27/2018,23:04:09,13.905,N,60.371,W
9/27/2018,23:06:09,13.902,N,60.38,W
9/27/2018,23:08:09,13.899,N,60.389,W
9/27/2018,23:10:08,13.896,N,60.398,W
9/27/2018,23:12:08,13.893,N,60.406,W
9/27/2018,23:14:08,13.89,N,60.415,W
9/27/2018,23:16:08,13.887,N,60.425,W
9/27/2018,23:18:09,13.884,N,60.434,W
9/27/2018,23:20:09,13.881,N,60.443,W
9/27/2018,23:22:09,13.878,N,60.452,W
9/27/2018,23:24:09,13.875,N,60.461,W
9/27/2018,23:26:08,13.872,N,60.471,W
9/27/2018,23:28:08,13.869,N,60.48,W
9/27/2018,23:30:08,13.866,N,60.49,W
9/27/2018,23:32:08,13.863,N,60.499,W
9/27/2018,23:34:09,13.86,N,60.509,W
9/27/2018,23:36:09,13.857,N,60.518,W
9/27/2018,23:36:32,13.856,N,60.52,W
9/27/2018,23:38:32,13.855,N,60.531,W
9/27/2018,23:40:32,13.854,N,60.541,W
9/27/2018,23:42:32,13.853,N,60.552,W
9/27/2018,23:44:31,13.852,N,60.563,W
9/27/2018,23:46:31,13.85,N,60.573,W
9/27/2018,23:48:31,13.849,N,60.584,W
9/27/2018,23:50:32,13.847,N,60.595,W
9/27/2018,23:52:32,13.846,N,60.605,W
9/27/2018,23:54:32,13.844,N,60.616,W
9/27/2018,23:56:32,13.842,N,60.627,W
9/27/2018,23:58:31,13.84,N,60.637,W
9/28/2018,0:00:31,13.838,N,60.648,W
9/28/2018,0:02:31,13.836,N,60.658,W
9/28/2018,0:04:31,13.834,N,60.669,W
9/28/2018,0:06:32,13.832,N,60.68,W
9/28/2018,0:08:32,13.83,N,60.69,W
9/28/2018,0:10:32,13.828,N,60.701,W
9/28/2018,0:12:32,13.825,N,60.711,W
9/28/2018,0:14:31,13.823,N,60.722,W
9/28/2018,0:16:31,13.82,N,60.732,W
9/28/2018,0:18:31,13.818,N,60.743,W
9/28/2018,0:20:32,13.815,N,60.753,W
9/28/2018,0:22:32,13.812,N,60.764,W
9/28/2018,0:24:32,13.809,N,60.774,W
9/28/2018,0:26:32,13.807,N,60.785,W
9/28/2018,0:28:31,13.804,N,60.795,W
9/28/2018,0:30:31,13.801,N,60.806,W
9/28/2018,0:32:31,13.797,N,60.816,W
9/28/2018,0:34:31,13.794,N,60.827,W
9/28/2018,0:36:32,13.791,N,60.837,W
9/28/2018,0:38:32,13.788,N,60.848,W
9/28/2018,0:40:32,13.785,N,60.858,W
9/28/2018,0:42:32,13.781,N,60.869,W
9/28/2018,0:44:31,13.778,N,60.879,W
9/28/2018,0:46:31,13.774,N,60.89,W
9/28/2018,0:48:31,13.771,N,60.9,W
9/28/2018,0:50:32,13.767,N,60.91,W
9/28/2018,0:52:32,13.763,N,60.921,W
9/28/2018,0:54:32,13.76,N,60.931,W
9/28/2018,0:56:32,13.756,N,60.942,W
9/28/2018,0:58:31,13.752,N,60.952,W
9/28/2018,1:00:31,13.748,N,60.962,W
9/28/2018,1:02:31,13.744,N,60.973,W
9/28/2018,1:04:31,13.74,N,60.983,W
9/28/2018,1:06:32,13.736,N,60.994,W
9/28/2018,1:08:32,13.732,N,61.004,W
9/28/2018,1:10:32,13.728,N,61.014,W
9/28/2018,1:12:32,13.723,N,61.025,W
9/28/2018,1:14:31,13.719,N,61.035,W
9/28/2018,1:16:31,13.715,N,61.045,W
9/28/2018,1:18:31,13.711,N,61.056,W
9/28/2018,1:20:32,13.706,N,61.066,W
9/28/2018,1:22:32,13.702,N,61.076,W
9/28/2018,1:24:32,13.697,N,61.087,W
9/28/2018,1:26:32,13.693,N,61.097,W
9/28/2018,1:26:55,13.692,N,61.099,W
9/28/2018,1:28:55,13.688,N,61.11,W
9/28/2018,1:30:55,13.683,N,61.121,W
9/28/2018,1:32:54,13.679,N,61.133,W
9/28/2018,1:34:54,13.674,N,61.144,W
9/28/2018,1:36:54,13.669,N,61.155,W
9/28/2018,1:38:55,13.665,N,61.166,W
9/28/2018,1:40:55,13.66,N,61.177,W
9/28/2018,1:42:55,13.655,N,61.188,W
9/28/2018,1:44:55,13.65,N,61.199,W
9/28/2018,1:46:54,13.645,N,61.211,W
9/28/2018,1:48:54,13.64,N,61.222,W
9/28/2018,1:50:54,13.635,N,61.233,W
9/28/2018,1:52:54,13.63,N,61.244,W
9/28/2018,1:54:55,13.625,N,61.255,W
9/28/2018,1:56:55,13.62,N,61.266,W
9/28/2018,1:58:55,13.615,N,61.277,W
9/28/2018,2:00:55,13.61,N,61.287,W
9/28/2018,2:02:54,13.605,N,61.298,W
9/28/2018,2:04:54,13.6,N,61.309,W
9/28/2018,2:06:54,13.595,N,61.32,W
9/28/2018,2:08:55,13.589,N,61.33,W
9/28/2018,2:10:55,13.584,N,61.341,W
9/28/2018,2:12:55,13.579,N,61.351,W
9/28/2018,2:14:55,13.574,N,61.362,W
9/28/2018,2:16:54,13.568,N,61.372,W
9/28/2018,2:18:54,13.563,N,61.382,W
9/28/2018,2:20:54,13.558,N,61.392,W
9/28/2018,2:22:54,13.552,N,61.402,W
9/28/2018,2:24:55,13.547,N,61.412,W
9/28/2018,2:26:55,13.542,N,61.422,W
9/28/2018,2:28:55,13.536,N,61.432,W
9/28/2018,2:30:55,13.531,N,61.442,W
9/28/2018,2:32:54,13.526,N,61.451,W
9/28/2018,2:34:54,13.52,N,61.46,W
9/28/2018,2:36:54,13.515,N,61.47,W
9/28/2018,2:38:55,13.51,N,61.479,W
9/28/2018,2:40:55,13.505,N,61.488,W
9/28/2018,2:42:55,13.499,N,61.497,W
9/28/2018,2:44:55,13.494,N,61.506,W
9/28/2018,2:46:54,13.489,N,61.514,W
9/28/2018,2:48:54,13.484,N,61.523,W
9/28/2018,2:50:54,13.478,N,61.531,W
9/28/2018,2:51:52,13.476,N,61.535,W
9/28/2018,2:53:51,13.471,N,61.544,W
9/28/2018,2:55:51,13.466,N,61.553,W
9/28/2018,2:57:51,13.461,N,61.561,W
9/28/2018,2:59:51,13.456,N,61.57,W
9/28/2018,3:01:52,13.451,N,61.578,W
9/28/2018,3:03:52,13.446,N,61.586,W
9/28/2018,3:05:52,13.441,N,61.595,W
9/28/2018,3:07:52,13.437,N,61.603,W
9/28/2018,3:09:51,13.432,N,61.611,W
9/28/2018,3:11:51,13.427,N,61.619,W
9/28/2018,3:13:51,13.422,N,61.626,W
9/28/2018,3:15:52,13.417,N,61.634,W
9/28/2018,3:17:52,13.412,N,61.641,W
9/28/2018,3:19:52,13.407,N,61.649,W
9/28/2018,3:21:52,13.403,N,61.656,W
9/28/2018,3:23:51,13.398,N,61.663,W
9/28/2018,3:25:51,13.393,N,61.67,W
9/28/2018,3:27:51,13.388,N,61.677,W
9/28/2018,3:29:51,13.383,N,61.683,W
9/28/2018,3:31:52,13.379,N,61.69,W
9/28/2018,3:33:52,13.374,N,61.696,W
9/28/2018,3:35:52,13.369,N,61.703,W
9/28/2018,3:37:52,13.364,N,61.709,W
9/28/2018,3:39:51,13.36,N,61.715,W
9/28/2018,3:41:51,13.355,N,61.72,W
9/28/2018,3:43:51,13.35,N,61.726,W
9/28/2018,3:45:52,13.346,N,61.732,W
9/28/2018,3:47:52,13.341,N,61.737,W
9/28/2018,3:49:52,13.336,N,61.742,W
9/28/2018,3:51:52,13.332,N,61.747,W
9/28/2018,3:53:51,13.327,N,61.752,W
9/28/2018,3:55:51,13.322,N,61.756,W
9/28/2018,3:57:51,13.318,N,61.761,W
9/28/2018,3:59:51,13.313,N,61.765,W
9/28/2018,4:01:52,13.309,N,61.769,W
9/28/2018,4:03:52,13.304,N,61.773,W
9/28/2018,4:05:52,13.299,N,61.777,W
9/28/2018,4:07:52,13.295,N,61.781,W
9/28/2018,4:09:51,13.29,N,61.784,W
9/28/2018,4:11:51,13.286,N,61.787,W
9/28/2018,4:13:51,13.282,N,61.79,W
9/28/2018,4:15:52,13.277,N,61.793,W
9/28/2018,4:17:52,13.273,N,61.796,W
9/28/2018,4:19:52,13.268,N,61.798,W
9/28/2018,4:21:52,13.264,N,61.801,W
9/28/2018,4:23:51,13.259,N,61.803,W
9/28/2018,4:25:51,13.255,N,61.804,W
9/28/2018,4:27:51,13.251,N,61.806,W
9/28/2018,4:29:51,13.246,N,61.807,W
9/28/2018,4:31:52,13.242,N,61.809,W
9/28/2018,4:33:52,13.238,N,61.81,W
9/28/2018,4:34:40,13.236,N,61.81,W
9/28/2018,4:36:39,13.232,N,61.815,W
9/28/2018,4:38:39,13.228,N,61.82,W
9/28/2018,4:40:39,13.225,N,61.826,W
9/28/2018,4:42:40,13.221,N,61.831,W
9/28/2018,4:44:40,13.217,N,61.836,W
9/28/2018,4:46:40,13.214,N,61.841,W
9/28/2018,4:48:40,13.21,N,61.846,W
9/28/2018,4:50:39,13.207,N,61.851,W
9/28/2018,4:52:39,13.203,N,61.856,W
9/28/2018,4:54:39,13.2,N,61.861,W
9/28/2018,4:56:39,13.197,N,61.866,W
9/28/2018,4:58:40,13.194,N,61.872,W
9/28/2018,5:00:40,13.19,N,61.877,W
9/28/2018,5:02:40,13.187,N,61.882,W
9/28/2018,5:04:40,13.184,N,61.887,W
9/28/2018,5:06:39,13.181,N,61.892,W
9/28/2018,5:08:39,13.178,N,61.897,W
9/28/2018,5:10:39,13.176,N,61.902,W
9/28/2018,5:12:40,13.173,N,61.907,W
9/28/2018,5:14:40,13.17,N,61.912,W
9/28/2018,5:16:40,13.167,N,61.917,W
9/28/2018,5:18:40,13.165,N,61.921,W
9/28/2018,5:20:39,13.162,N,61.926,W
9/28/2018,5:22:39,13.16,N,61.931,W
9/28/2018,5:24:39,13.157,N,61.936,W
9/28/2018,5:26:39,13.155,N,61.941,W
9/28/2018,5:28:40,13.153,N,61.946,W
9/28/2018,5:30:40,13.151,N,61.951,W
9/28/2018,5:32:40,13.149,N,61.956,W
9/28/2018,5:34:40,13.147,N,61.961,W
9/28/2018,5:36:39,13.145,N,61.965,W
9/28/2018,5:38:39,13.143,N,61.97,W
9/28/2018,5:40:39,13.141,N,61.975,W
9/28/2018,5:42:40,13.139,N,61.98,W
9/28/2018,5:44:40,13.138,N,61.984,W
9/28/2018,5:46:40,13.136,N,61.989,W
9/28/2018,5:48:40,13.135,N,61.994,W
9/28/2018,5:50:39,13.133,N,61.999,W
9/28/2018,5:52:39,13.132,N,62.003,W
9/28/2018,5:54:39,13.131,N,62.008,W
9/28/2018,5:56:39,13.13,N,62.013,W
9/28/2018,5:58:40,13.129,N,62.017,W
9/28/2018,6:00:40,13.128,N,62.022,W
9/28/2018,6:02:40,13.127,N,62.026,W
9/28/2018,6:04:40,13.126,N,62.031,W
9/28/2018,6:06:39,13.125,N,62.036,W
9/28/2018,6:08:39,13.125,N,62.04,W
9/28/2018,6:10:39,13.124,N,62.045,W
9/28/2018,6:12:40,13.124,N,62.049,W
9/28/2018,6:14:40,13.124,N,62.054,W
9/28/2018,6:16:40,13.123,N,62.058,W
9/28/2018,6:18:40,13.123,N,62.063,W
9/28/2018,6:20:39,13.123,N,62.067,W
9/28/2018,6:22:39,13.123,N,62.072,W
9/28/2018,6:24:39,13.124,N,62.076,W
9/28/2018,6:26:39,13.124,N,62.08,W
9/28/2018,6:28:40,13.124,N,62.085,W
9/28/2018,6:30:40,13.125,N,62.089,W
9/28/2018,6:32:40,13.125,N,62.093,W
9/28/2018,6:34:40,13.126,N,62.098,W
9/28/2018,6:36:39,13.127,N,62.102,W
9/28/2018,6:38:39,13.127,N,62.106,W
9/28/2018,6:40:39,13.128,N,62.11,W
9/28/2018,6:42:40,13.129,N,62.115,W
9/28/2018,6:44:40,13.131,N,62.119,W
9/28/2018,6:46:40,13.132,N,62.123,W
9/28/2018,6:48:40,13.133,N,62.127,W
9/28/2018,6:50:39,13.134,N,62.132,W
9/28/2018,6:52:39,13.136,N,62.136,W
9/28/2018,6:54:39,13.137,N,62.14,W
9/28/2018,6:56:39,13.139,N,62.144,W
9/28/2018,6:58:40,13.141,N,62.148,W
9/28/2018,7:00:40,13.143,N,62.152,W
9/28/2018,7:02:40,13.144,N,62.157,W
9/28/2018,7:04:40,13.146,N,62.161,W
9/28/2018,7:06:39,13.148,N,62.165,W
9/28/2018,7:08:39,13.15,N,62.169,W
9/28/2018,7:10:39,13.153,N,62.173,W
9/28/2018,7:12:40,13.155,N,62.177,W
9/28/2018,7:14:40,13.157,N,62.181,W
9/28/2018,7:16:40,13.159,N,62.185,W
9/28/2018,7:18:40,13.162,N,62.189,W
9/28/2018,7:20:39,13.164,N,62.194,W
9/28/2018,7:22:39,13.167,N,62.198,W
9/28/2018,7:24:39,13.169,N,62.202,W
9/28/2018,7:26:39,13.172,N,62.206,W
9/28/2018,7:28:40,13.175,N,62.21,W
9/28/2018,7:30:40,13.178,N,62.214,W
9/28/2018,7:32:40,13.18,N,62.218,W
9/28/2018,7:34:40,13.183,N,62.222,W
9/28/2018,7:36:39,13.186,N,62.226,W
9/28/2018,7:38:39,13.189,N,62.231,W
9/28/2018,7:40:39,13.192,N,62.235,W
9/28/2018,7:42:40,13.195,N,62.239,W
9/28/2018,7:44:40,13.198,N,62.243,W
9/28/2018,7:46:40,13.202,N,62.247,W
9/28/2018,7:48:40,13.205,N,62.251,W
9/28/2018,7:50:39,13.208,N,62.256,W
9/28/2018,7:52:39,13.211,N,62.26,W
9/28/2018,7:54:39,13.215,N,62.264,W
9/28/2018,7:56:39,13.218,N,62.268,W
9/28/2018,7:58:40,13.222,N,62.272,W
9/28/2018,8:00:40,13.225,N,62.277,W
9/28/2018,8:02:40,13.229,N,62.281,W
9/28/2018,8:04:40,13.232,N,62.285,W
9/28/2018,8:06:39,13.236,N,62.289,W
9/28/2018,8:08:39,13.239,N,62.294,W
9/28/2018,8:10:39,13.243,N,62.298,W
9/28/2018,8:12:40,13.247,N,62.302,W
9/28/2018,8:14:40,13.25,N,62.307,W
9/28/2018,8:16:40,13.254,N,62.311,W
9/28/2018,8:18:40,13.258,N,62.315,W
9/28/2018,8:20:39,13.261,N,62.32,W
9/28/2018,8:22:39,13.265,N,62.324,W
9/28/2018,8:24:39,13.269,N,62.329,W
9/28/2018,8:26:39,13.273,N,62.333,W
9/28/2018,8:28:40,13.277,N,62.337,W
9/28/2018,8:30:40,13.28,N,62.342,W
9/28/2018,8:32:40,13.284,N,62.347,W
9/28/2018,8:34:40,13.288,N,62.351,W
9/28/2018,8:36:39,13.292,N,62.356,W
9/28/2018,8:38:39,13.296,N,62.36,W
9/28/2018,8:40:39,13.3,N,62.365,W
9/28/2018,8:42:40,13.304,N,62.37,W
9/28/2018,8:44:40,13.308,N,62.374,W
9/28/2018,8:46:40,13.312,N,62.379,W
9/28/2018,8:48:40,13.315,N,62.384,W
9/28/2018,8:50:39,13.319,N,62.388,W
9/28/2018,8:52:39,13.323,N,62.393,W
9/28/2018,8:54:39,13.327,N,62.398,W
9/28/2018,8:56:39,13.331,N,62.403,W
9/28/2018,8:58:40,13.335,N,62.408,W
9/28/2018,9:00:40,13.339,N,62.413,W
9/28/2018,9:02:40,13.343,N,62.418,W
9/28/2018,9:04:40,13.347,N,62.423,W
9/28/2018,9:06:39,13.351,N,62.428,W
9/28/2018,9:08:39,13.355,N,62.433,W
9/28/2018,9:10:39,13.358,N,62.438,W
9/28/2018,9:12:40,13.362,N,62.443,W
9/28/2018,9:14:40,13.366,N,62.448,W
9/28/2018,9:16:40,13.37,N,62.454,W
9/28/2018,9:18:40,13.374,N,62.459,W
9/28/2018,9:20:39,13.378,N,62.464,W
9/28/2018,9:22:39,13.381,N,62.47,W
9/28/2018,9:24:39,13.385,N,62.475,W
9/28/2018,9:26:39,13.389,N,62.48,W
9/28/2018,9:28:40,13.393,N,62.486,W
9/28/2018,9:30:40,13.396,N,62.491,W
9/28/2018,9:32:40,13.4,N,62.497,W
9/28/2018,9:34:40,13.404,N,62.503,W
9/28/2018,9:36:39,13.407,N,62.508,W
9/28/2018,9:38:39,13.411,N,62.514,W
9/28/2018,9:40:39,13.414,N,62.52,W
9/28/2018,9:42:40,13.418,N,62.525,W
9/28/2018,9:44:40,13.421,N,62.531,W
9/28/2018,9:46:40,13.425,N,62.537,W
9/28/2018,9:48:40,13.428,N,62.543,W
9/28/2018,9:50:39,13.431,N,62.549,W
9/28/2018,9:52:39,13.435,N,62.555,W
9/28/2018,9:54:39,13.438,N,62.561,W
9/28/2018,9:56:39,13.441,N,62.567,W
9/28/2018,9:58:40,13.444,N,62.574,W
9/28/2018,10:00:40,13.448,N,62.58,W
9/28/2018,10:02:40,13.451,N,62.586,W
9/28/2018,10:04:40,13.454,N,62.593,W
9/28/2018,10:06:39,13.457,N,62.599,W
9/28/2018,10:08:39,13.46,N,62.605,W
9/28/2018,10:10:39,13.463,N,62.612,W
9/28/2018,10:12:40,13.465,N,62.619,W
9/28/2018,10:14:40,13.468,N,62.625,W
9/28/2018,10:16:40,13.471,N,62.632,W
9/28/2018,10:18:40,13.474,N,62.639,W
9/28/2018,10:20:39,13.476,N,62.645,W
9/28/2018,10:22:39,13.479,N,62.652,W
9/28/2018,10:24:39,13.482,N,62.659,W
9/28/2018,10:26:39,13.484,N,62.666,W
9/28/2018,10:28:40,13.487,N,62.673,W
9/28/2018,10:30:40,13.489,N,62.68,W
9/28/2018,10:32:40,13.492,N,62.687,W
9/28/2018,10:34:40,13.494,N,62.694,W
9/28/2018,10:36:39,13.497,N,62.701,W
9/28/2018,10:38:39,13.499,N,62.709,W
9/28/2018,10:40:39,13.501,N,62.716,W
9/28/2018,10:42:40,13.504,N,62.723,W
9/28/2018,10:44:40,13.506,N,62.73,W
9/28/2018,10:46:40,13.508,N,62.738,W
9/28/2018,10:48:40,13.51,N,62.745,W
9/28/2018,10:50:39,13.512,N,62.753,W
9/28/2018,10:52:39,13.514,N,62.76,W
9/28/2018,10:54:39,13.517,N,62.768,W
9/28/2018,10:56:39,13.519,N,62.775,W
9/28/2018,10:58:40,13.521,N,62.783,W
9/28/2018,11:00:40,13.523,N,62.791,W
9/28/2018,11:02:40,13.524,N,62.798,W
9/28/2018,11:04:40,13.526,N,62.806,W
9/28/2018,11:06:39,13.528,N,62.814,W
9/28/2018,11:08:39,13.53,N,62.822,W
