Track,for,Sandy,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/24/2012,14:56:49,17.087,N,76.792,W
10/24/2012,14:58:49,17.097,N,76.792,W
10/24/2012,15:00:48,17.107,N,76.792,W
10/24/2012,15:02:48,17.118,N,76.792,W
10/24/2012,15:04:48,17.128,N,76.793,W
10/24/2012,15:06:48,17.138,N,76.793,W
10/24/2012,15:08:49,17.147,N,76.793,W
10/24/2012,15:10:49,17.157,N,76.793,W
10/24/2012,15:12:49,17.166,N,76.793,W
10/24/2012,15:14:48,17.176,N,76.793,W
10/24/2012,15:16:48,17.185,N,76.794,W
10/24/2012,15:18:48,17.193,N,76.794,W
10/24/2012,15:20:48,17.202,N,76.794,W
10/24/2012,15:22:49,17.21,N,76.794,W
10/24/2012,15:24:49,17.218,N,76.794,W
10/24/2012,15:26:49,17.225,N,76.794,W
10/24/2012,15:28:49,17.232,N,76.794,W
10/24/2012,15:30:48,17.239,N,76.794,W
10/24/2012,15:32:48,17.245,N,76.794,W
10/24/2012,15:34:48,17.251,N,76.794,W
10/24/2012,15:36:48,17.257,N,76.794,W
10/24/2012,15:38:49,17.262,N,76.794,W
10/24/2012,15:40:33,17.266,N,76.794,W
10/24/2012,15:42:33,17.268,N,76.794,W
10/24/2012,15:44:33,17.27,N,76.793,W
10/24/2012,15:46:32,17.272,N,76.793,W
10/24/2012,15:48:32,17.274,N,76.793,W
10/24/2012,15:50:32,17.276,N,76.793,W
10/24/2012,15:52:32,17.278,N,76.792,W
10/24/2012,15:54:33,17.28,N,76.792,W
10/24/2012,15:56:33,17.282,N,76.792,W
10/24/2012,15:58:33,17.283,N,76.791,W
10/24/2012,16:00:32,17.285,N,76.791,W
10/24/2012,16:02:33,17.287,N,76.791,W
10/24/2012,16:04:33,17.289,N,76.791,W
10/24/2012,16:06:33,17.291,N,76.79,W
10/24/2012,16:08:33,17.293,N,76.79,W
10/24/2012,16:10:33,17.295,N,76.79,W
10/24/2012,16:12:33,17.297,N,76.789,W
10/24/2012,16:14:33,17.299,N,76.789,W
10/24/2012,16:16:32,17.301,N,76.789,W
10/24/2012,16:18:32,17.303,N,76.788,W
10/24/2012,16:20:32,17.305,N,76.788,W
10/24/2012,16:22:32,17.307,N,76.788,W
10/24/2012,16:24:32,17.309,N,76.788,W
10/24/2012,16:26:32,17.311,N,76.787,W
10/24/2012,16:28:32,17.312,N,76.787,W
10/24/2012,16:29:03,17.313,N,76.787,W
10/24/2012,16:31:03,17.315,N,76.787,W
10/24/2012,16:33:03,17.317,N,76.786,W
10/24/2012,16:35:03,17.319,N,76.786,W
10/24/2012,16:37:03,17.322,N,76.786,W
10/24/2012,16:39:03,17.324,N,76.785,W
10/24/2012,16:41:04,17.326,N,76.785,W
10/24/2012,16:43:04,17.328,N,76.785,W
10/24/2012,16:45:04,17.331,N,76.784,W
10/24/2012,16:47:04,17.333,N,76.784,W
10/24/2012,16:49:04,17.335,N,76.783,W
10/24/2012,16:51:04,17.338,N,76.783,W
10/24/2012,16:53:04,17.34,N,76.783,W
10/24/2012,16:55:04,17.343,N,76.782,W
10/24/2012,16:57:03,17.345,N,76.782,W
10/24/2012,16:59:03,17.348,N,76.781,W
10/24/2012,17:01:03,17.35,N,76.781,W
10/24/2012,17:03:03,17.353,N,76.78,W
10/24/2012,17:05:03,17.356,N,76.78,W
10/24/2012,17:07:03,17.358,N,76.779,W
10/24/2012,17:09:03,17.361,N,76.779,W
10/24/2012,17:11:04,17.364,N,76.778,W
10/24/2012,17:13:04,17.366,N,76.778,W
10/24/2012,17:15:04,17.369,N,76.777,W
10/24/2012,17:17:04,17.372,N,76.777,W
10/24/2012,17:19:04,17.375,N,76.776,W
10/24/2012,17:21:04,17.378,N,76.776,W
10/24/2012,17:23:04,17.381,N,76.775,W
10/24/2012,17:25:04,17.384,N,76.775,W
10/24/2012,17:27:03,17.387,N,76.774,W
10/24/2012,17:29:03,17.39,N,76.773,W
10/24/2012,17:31:03,17.394,N,76.773,W
10/24/2012,17:33:03,17.397,N,76.772,W
10/24/2012,17:35:03,17.4,N,76.772,W
10/24/2012,17:37:03,17.404,N,76.771,W
10/24/2012,17:39:03,17.407,N,76.77,W
10/24/2012,17:41:04,17.411,N,76.77,W
10/24/2012,17:43:04,17.414,N,76.769,W
10/24/2012,17:45:04,17.418,N,76.768,W
10/24/2012,17:47:04,17.421,N,76.767,W
10/24/2012,17:49:04,17.425,N,76.767,W
10/24/2012,17:51:04,17.429,N,76.766,W
10/24/2012,17:53:04,17.433,N,76.765,W
10/24/2012,17:55:04,17.436,N,76.764,W
10/24/2012,17:57:03,17.44,N,76.764,W
10/24/2012,17:59:03,17.444,N,76.763,W
10/24/2012,18:01:03,17.448,N,76.762,W
10/24/2012,18:03:03,17.453,N,76.761,W
10/24/2012,18:05:03,17.457,N,76.76,W
10/24/2012,18:07:03,17.461,N,76.759,W
10/24/2012,18:09:03,17.465,N,76.759,W
10/24/2012,18:11:04,17.47,N,76.758,W
10/24/2012,18:13:04,17.474,N,76.757,W
10/24/2012,18:15:04,17.479,N,76.756,W
10/24/2012,18:17:04,17.483,N,76.755,W
10/24/2012,18:19:04,17.488,N,76.754,W
10/24/2012,18:21:04,17.493,N,76.753,W
10/24/2012,18:23:04,17.497,N,76.752,W
10/24/2012,18:25:04,17.502,N,76.751,W
10/24/2012,18:27:03,17.507,N,76.75,W
10/24/2012,18:29:03,17.512,N,76.749,W
10/24/2012,18:31:03,17.517,N,76.748,W
10/24/2012,18:33:03,17.523,N,76.747,W
10/24/2012,18:35:03,17.528,N,76.745,W
10/24/2012,18:37:03,17.533,N,76.744,W
10/24/2012,18:39:03,17.539,N,76.743,W
10/24/2012,18:41:04,17.544,N,76.742,W
10/24/2012,18:43:04,17.55,N,76.741,W
10/24/2012,18:45:04,17.555,N,76.739,W
10/24/2012,18:47:04,17.561,N,76.738,W
10/24/2012,18:49:04,17.567,N,76.737,W
10/24/2012,18:51:04,17.573,N,76.736,W
10/24/2012,18:53:04,17.579,N,76.734,W
10/24/2012,18:55:04,17.585,N,76.733,W
10/24/2012,18:57:03,17.591,N,76.732,W
10/24/2012,18:59:03,17.598,N,76.73,W
10/24/2012,19:01:03,17.604,N,76.729,W
10/24/2012,19:03:03,17.61,N,76.727,W
10/24/2012,19:05:03,17.617,N,76.726,W
10/24/2012,19:07:03,17.624,N,76.725,W
10/24/2012,19:09:03,17.63,N,76.723,W
10/24/2012,19:11:04,17.637,N,76.722,W
10/24/2012,19:13:04,17.644,N,76.72,W
10/24/2012,19:15:04,17.651,N,76.718,W
10/24/2012,19:17:04,17.658,N,76.717,W
10/24/2012,19:19:04,17.665,N,76.715,W
10/24/2012,19:21:04,17.673,N,76.714,W
10/24/2012,19:23:04,17.68,N,76.712,W
10/24/2012,19:25:04,17.687,N,76.71,W
10/24/2012,19:27:03,17.695,N,76.709,W
10/24/2012,19:29:03,17.702,N,76.707,W
10/24/2012,19:31:03,17.71,N,76.705,W
10/24/2012,19:33:03,17.717,N,76.703,W
10/24/2012,19:35:03,17.725,N,76.702,W
10/24/2012,19:37:03,17.733,N,76.7,W
10/24/2012,19:39:03,17.741,N,76.698,W
10/24/2012,19:41:04,17.749,N,76.696,W
10/24/2012,19:43:04,17.757,N,76.695,W
10/24/2012,19:45:04,17.765,N,76.693,W
10/24/2012,19:47:04,17.773,N,76.691,W
10/24/2012,19:49:04,17.781,N,76.689,W
10/24/2012,19:51:04,17.789,N,76.687,W
10/24/2012,19:53:04,17.798,N,76.685,W
10/24/2012,19:55:04,17.806,N,76.683,W
10/24/2012,19:57:03,17.814,N,76.681,W
10/24/2012,19:59:03,17.823,N,76.68,W
10/24/2012,20:01:03,17.831,N,76.678,W
10/24/2012,20:03:03,17.84,N,76.676,W
10/24/2012,20:05:03,17.848,N,76.674,W
10/24/2012,20:07:03,17.857,N,76.672,W
10/24/2012,20:09:03,17.866,N,76.67,W
10/24/2012,20:11:04,17.874,N,76.668,W
10/24/2012,20:13:04,17.883,N,76.666,W
10/24/2012,20:15:04,17.892,N,76.664,W
10/24/2012,20:17:04,17.901,N,76.662,W
10/24/2012,20:19:04,17.909,N,76.66,W
10/24/2012,20:21:04,17.918,N,76.658,W
10/24/2012,20:23:04,17.927,N,76.655,W
10/24/2012,20:25:04,17.936,N,76.653,W
10/24/2012,20:27:03,17.945,N,76.651,W
10/24/2012,20:29:03,17.954,N,76.649,W
10/24/2012,20:31:03,17.963,N,76.647,W
10/24/2012,20:33:03,17.972,N,76.645,W
10/24/2012,20:35:03,17.981,N,76.643,W
10/24/2012,20:37:03,17.99,N,76.641,W
10/24/2012,20:39:03,17.999,N,76.639,W
10/24/2012,20:41:04,18.008,N,76.637,W
10/24/2012,20:43:04,18.018,N,76.634,W
10/24/2012,20:45:04,18.027,N,76.632,W
10/24/2012,20:47:04,18.036,N,76.63,W
10/24/2012,20:49:04,18.045,N,76.628,W
10/24/2012,20:51:04,18.054,N,76.626,W
10/24/2012,20:53:04,18.063,N,76.624,W
10/24/2012,20:55:04,18.073,N,76.622,W
10/24/2012,20:57:03,18.082,N,76.619,W
10/24/2012,20:59:03,18.091,N,76.617,W
10/24/2012,21:01:03,18.1,N,76.615,W
10/24/2012,21:03:03,18.109,N,76.613,W
10/24/2012,21:05:03,18.118,N,76.611,W
10/24/2012,21:07:03,18.128,N,76.609,W
10/24/2012,21:09:03,18.137,N,76.606,W
10/24/2012,21:11:04,18.146,N,76.604,W
10/24/2012,21:13:04,18.155,N,76.602,W
10/24/2012,21:15:04,18.164,N,76.6,W
10/24/2012,21:17:04,18.173,N,76.598,W
10/24/2012,21:19:04,18.183,N,76.596,W
10/24/2012,21:21:04,18.192,N,76.593,W
10/24/2012,21:23:04,18.201,N,76.591,W
10/24/2012,21:25:04,18.21,N,76.589,W
10/24/2012,21:27:03,18.219,N,76.587,W
10/24/2012,21:29:03,18.228,N,76.585,W
10/24/2012,21:31:03,18.237,N,76.583,W
10/24/2012,21:33:03,18.246,N,76.581,W
10/24/2012,21:35:03,18.255,N,76.578,W
10/24/2012,21:37:03,18.264,N,76.576,W
10/24/2012,21:39:03,18.273,N,76.574,W
10/24/2012,21:41:04,18.282,N,76.572,W
10/24/2012,21:43:04,18.291,N,76.57,W
10/24/2012,21:45:04,18.299,N,76.568,W
10/24/2012,21:47:04,18.308,N,76.566,W
10/24/2012,21:49:04,18.317,N,76.564,W
10/24/2012,21:51:04,18.326,N,76.561,W
10/24/2012,21:53:04,18.334,N,76.559,W
10/24/2012,21:55:04,18.343,N,76.557,W
10/24/2012,21:57:03,18.351,N,76.555,W
10/24/2012,21:59:03,18.36,N,76.553,W
10/24/2012,22:01:03,18.369,N,76.551,W
10/24/2012,22:03:03,18.377,N,76.549,W
10/24/2012,22:05:03,18.385,N,76.547,W
10/24/2012,22:07:03,18.394,N,76.545,W
10/24/2012,22:09:03,18.402,N,76.543,W
10/24/2012,22:11:04,18.41,N,76.541,W
10/24/2012,22:13:04,18.418,N,76.539,W
10/24/2012,22:15:04,18.427,N,76.537,W
10/24/2012,22:17:04,18.435,N,76.535,W
10/24/2012,22:19:04,18.443,N,76.533,W
10/24/2012,22:21:04,18.451,N,76.531,W
10/24/2012,22:23:04,18.459,N,76.529,W
10/24/2012,22:25:04,18.466,N,76.527,W
10/24/2012,22:27:03,18.474,N,76.525,W
10/24/2012,22:29:03,18.482,N,76.523,W
10/24/2012,22:31:03,18.489,N,76.522,W
10/24/2012,22:33:03,18.497,N,76.52,W
10/24/2012,22:35:03,18.505,N,76.518,W
10/24/2012,22:37:03,18.512,N,76.516,W
10/24/2012,22:39:03,18.519,N,76.514,W
10/24/2012,22:41:04,18.527,N,76.512,W
10/24/2012,22:43:04,18.534,N,76.511,W
10/24/2012,22:45:04,18.541,N,76.509,W
10/24/2012,22:47:04,18.548,N,76.507,W
10/24/2012,22:49:04,18.555,N,76.505,W
10/24/2012,22:51:04,18.562,N,76.504,W
10/24/2012,22:53:04,18.569,N,76.502,W
10/24/2012,22:55:04,18.576,N,76.5,W
10/24/2012,22:57:03,18.583,N,76.498,W
10/24/2012,22:59:03,18.59,N,76.497,W
10/24/2012,23:01:03,18.597,N,76.495,W
10/24/2012,23:03:03,18.603,N,76.493,W
10/24/2012,23:05:03,18.61,N,76.492,W
10/24/2012,23:07:03,18.617,N,76.49,W
10/24/2012,23:09:03,18.623,N,76.488,W
10/24/2012,23:11:04,18.63,N,76.487,W
10/24/2012,23:13:04,18.636,N,76.485,W
10/24/2012,23:15:04,18.643,N,76.483,W
10/24/2012,23:17:04,18.649,N,76.482,W
10/24/2012,23:19:04,18.655,N,76.48,W
10/24/2012,23:21:04,18.661,N,76.479,W
10/24/2012,23:23:04,18.668,N,76.477,W
10/24/2012,23:25:04,18.674,N,76.475,W
10/24/2012,23:27:03,18.68,N,76.474,W
10/24/2012,23:29:03,18.686,N,76.472,W
10/24/2012,23:31:03,18.692,N,76.471,W
10/24/2012,23:33:03,18.698,N,76.469,W
10/24/2012,23:35:03,18.704,N,76.468,W
10/24/2012,23:37:03,18.71,N,76.466,W
10/24/2012,23:39:03,18.716,N,76.465,W
10/24/2012,23:41:04,18.721,N,76.463,W
10/24/2012,23:43:04,18.727,N,76.462,W
10/24/2012,23:45:04,18.733,N,76.46,W
10/24/2012,23:47:04,18.739,N,76.459,W
10/24/2012,23:49:04,18.744,N,76.457,W
10/24/2012,23:51:04,18.75,N,76.456,W
10/24/2012,23:53:04,18.755,N,76.454,W
10/24/2012,23:55:04,18.761,N,76.453,W
10/24/2012,23:57:03,18.767,N,76.451,W
10/24/2012,23:59:03,18.772,N,76.45,W
10/25/2012,0:01:03,18.777,N,76.448,W
10/25/2012,0:03:03,18.783,N,76.447,W
10/25/2012,0:05:03,18.788,N,76.446,W
10/25/2012,0:07:03,18.793,N,76.444,W
10/25/2012,0:09:03,18.799,N,76.443,W
10/25/2012,0:10:16,18.802,N,76.442,W
10/25/2012,0:12:16,18.807,N,76.441,W
10/25/2012,0:14:16,18.812,N,76.439,W
10/25/2012,0:16:16,18.816,N,76.438,W
10/25/2012,0:18:17,18.821,N,76.437,W
10/25/2012,0:20:17,18.826,N,76.436,W
10/25/2012,0:22:17,18.831,N,76.434,W
10/25/2012,0:24:17,18.835,N,76.433,W
10/25/2012,0:26:17,18.84,N,76.432,W
10/25/2012,0:28:17,18.845,N,76.43,W
10/25/2012,0:30:17,18.85,N,76.429,W
10/25/2012,0:32:16,18.854,N,76.428,W
10/25/2012,0:34:16,18.859,N,76.427,W
10/25/2012,0:36:16,18.864,N,76.425,W
10/25/2012,0:38:16,18.869,N,76.424,W
10/25/2012,0:40:16,18.873,N,76.423,W
10/25/2012,0:42:16,18.878,N,76.421,W
10/25/2012,0:44:16,18.883,N,76.42,W
10/25/2012,0:46:16,18.888,N,76.419,W
10/25/2012,0:48:17,18.893,N,76.417,W
10/25/2012,0:50:17,18.897,N,76.416,W
10/25/2012,0:52:17,18.902,N,76.415,W
10/25/2012,0:54:17,18.907,N,76.414,W
10/25/2012,0:56:17,18.912,N,76.412,W
10/25/2012,0:58:17,18.916,N,76.411,W
10/25/2012,1:00:17,18.921,N,76.41,W
10/25/2012,1:02:16,18.926,N,76.408,W
10/25/2012,1:04:16,18.931,N,76.407,W
10/25/2012,1:06:16,18.935,N,76.406,W
10/25/2012,1:08:16,18.94,N,76.405,W
10/25/2012,1:10:16,18.945,N,76.403,W
10/25/2012,1:12:16,18.95,N,76.402,W
10/25/2012,1:14:16,18.954,N,76.401,W
10/25/2012,1:16:16,18.959,N,76.399,W
10/25/2012,1:18:17,18.964,N,76.398,W
10/25/2012,1:20:17,18.969,N,76.397,W
10/25/2012,1:22:17,18.974,N,76.396,W
10/25/2012,1:24:17,18.978,N,76.394,W
10/25/2012,1:26:17,18.983,N,76.393,W
10/25/2012,1:28:17,18.988,N,76.392,W
10/25/2012,1:30:17,18.993,N,76.39,W
10/25/2012,1:32:16,18.997,N,76.389,W
10/25/2012,1:34:16,19.002,N,76.388,W
10/25/2012,1:36:16,19.007,N,76.387,W
10/25/2012,1:38:16,19.012,N,76.385,W
10/25/2012,1:40:16,19.016,N,76.384,W
10/25/2012,1:42:16,19.021,N,76.383,W
10/25/2012,1:44:16,19.026,N,76.381,W
10/25/2012,1:46:16,19.031,N,76.38,W
10/25/2012,1:46:25,19.031,N,76.38,W
10/25/2012,1:48:25,19.039,N,76.376,W
10/25/2012,1:50:25,19.047,N,76.373,W
10/25/2012,1:52:25,19.055,N,76.369,W
10/25/2012,1:54:24,19.064,N,76.365,W
10/25/2012,1:56:24,19.072,N,76.362,W
10/25/2012,1:58:24,19.081,N,76.358,W
10/25/2012,2:00:24,19.09,N,76.354,W
10/25/2012,2:02:24,19.098,N,76.35,W
10/25/2012,2:04:24,19.107,N,76.346,W
10/25/2012,2:06:24,19.116,N,76.342,W
10/25/2012,2:08:24,19.125,N,76.337,W
10/25/2012,2:10:25,19.134,N,76.333,W
10/25/2012,2:12:25,19.143,N,76.329,W
10/25/2012,2:14:25,19.152,N,76.325,W
10/25/2012,2:16:25,19.161,N,76.321,W
10/25/2012,2:18:25,19.17,N,76.317,W
10/25/2012,2:20:25,19.179,N,76.312,W
10/25/2012,2:22:25,19.188,N,76.308,W
10/25/2012,2:24:24,19.197,N,76.304,W
10/25/2012,2:26:24,19.206,N,76.3,W
10/25/2012,2:28:24,19.215,N,76.296,W
10/25/2012,2:30:24,19.224,N,76.292,W
10/25/2012,2:32:24,19.233,N,76.288,W
10/25/2012,2:34:24,19.242,N,76.284,W
10/25/2012,2:35:47,19.248,N,76.281,W
10/25/2012,2:37:47,19.256,N,76.278,W
10/25/2012,2:39:47,19.263,N,76.274,W
10/25/2012,2:41:47,19.271,N,76.271,W
10/25/2012,2:43:48,19.278,N,76.268,W
10/25/2012,2:45:48,19.286,N,76.265,W
10/25/2012,2:47:48,19.293,N,76.262,W
10/25/2012,2:49:48,19.3,N,76.259,W
10/25/2012,2:51:48,19.307,N,76.256,W
10/25/2012,2:53:48,19.313,N,76.253,W
10/25/2012,2:55:48,19.32,N,76.25,W
10/25/2012,2:57:47,19.326,N,76.248,W
10/25/2012,2:59:47,19.332,N,76.245,W
10/25/2012,3:01:47,19.338,N,76.243,W
10/25/2012,3:03:47,19.345,N,76.24,W
10/25/2012,3:05:47,19.35,N,76.238,W
10/25/2012,3:07:47,19.356,N,76.236,W
10/25/2012,3:09:47,19.362,N,76.234,W
10/25/2012,3:11:47,19.368,N,76.232,W
10/25/2012,3:13:48,19.373,N,76.23,W
10/25/2012,3:15:48,19.379,N,76.227,W
10/25/2012,3:17:48,19.385,N,76.226,W
10/25/2012,3:19:48,19.39,N,76.224,W
10/25/2012,3:21:48,19.396,N,76.222,W
10/25/2012,3:23:48,19.401,N,76.22,W
10/25/2012,3:25:48,19.407,N,76.218,W
10/25/2012,3:27:47,19.412,N,76.216,W
10/25/2012,3:29:47,19.418,N,76.214,W
10/25/2012,3:31:47,19.424,N,76.213,W
10/25/2012,3:33:47,19.429,N,76.211,W
10/25/2012,3:35:47,19.435,N,76.209,W
10/25/2012,3:37:47,19.441,N,76.207,W
10/25/2012,3:39:47,19.447,N,76.205,W
10/25/2012,3:41:47,19.453,N,76.204,W
10/25/2012,3:43:48,19.459,N,76.202,W
10/25/2012,3:45:48,19.466,N,76.2,W
10/25/2012,3:47:48,19.472,N,76.198,W
10/25/2012,3:49:48,19.478,N,76.196,W
10/25/2012,3:51:48,19.485,N,76.195,W
10/25/2012,3:53:48,19.492,N,76.193,W
10/25/2012,3:55:48,19.499,N,76.191,W
10/25/2012,3:57:47,19.506,N,76.189,W
10/25/2012,3:59:47,19.514,N,76.187,W
10/25/2012,4:01:47,19.521,N,76.185,W
10/25/2012,4:03:47,19.529,N,76.183,W
10/25/2012,4:05:47,19.537,N,76.181,W
10/25/2012,4:07:47,19.545,N,76.178,W
10/25/2012,4:09:47,19.554,N,76.176,W
10/25/2012,4:11:47,19.562,N,76.174,W
10/25/2012,4:13:48,19.571,N,76.172,W
10/25/2012,4:15:09,19.577,N,76.17,W
10/25/2012,4:17:09,19.586,N,76.168,W
10/25/2012,4:19:09,19.594,N,76.165,W
10/25/2012,4:21:09,19.603,N,76.163,W
10/25/2012,4:23:09,19.612,N,76.16,W
10/25/2012,4:25:09,19.621,N,76.158,W
10/25/2012,4:27:09,19.63,N,76.155,W
10/25/2012,4:29:10,19.639,N,76.153,W
10/25/2012,4:31:10,19.649,N,76.15,W
10/25/2012,4:33:10,19.658,N,76.148,W
10/25/2012,4:35:10,19.668,N,76.145,W
10/25/2012,4:37:10,19.678,N,76.142,W
10/25/2012,4:39:10,19.688,N,76.14,W
10/25/2012,4:41:10,19.698,N,76.137,W
10/25/2012,4:43:09,19.708,N,76.135,W
10/25/2012,4:45:09,19.719,N,76.132,W
10/25/2012,4:47:09,19.729,N,76.129,W
10/25/2012,4:49:09,19.74,N,76.127,W
10/25/2012,4:51:09,19.751,N,76.124,W
10/25/2012,4:53:09,19.762,N,76.121,W
10/25/2012,4:55:09,19.773,N,76.118,W
10/25/2012,4:57:09,19.784,N,76.116,W
10/25/2012,4:59:10,19.796,N,76.113,W
10/25/2012,5:01:10,19.807,N,76.11,W
10/25/2012,5:03:10,19.819,N,76.107,W
10/25/2012,5:05:10,19.831,N,76.104,W
10/25/2012,5:05:27,19.833,N,76.104,W
10/25/2012,5:07:27,19.843,N,76.101,W
10/25/2012,5:09:27,19.853,N,76.099,W
10/25/2012,5:11:27,19.863,N,76.096,W
10/25/2012,5:13:27,19.873,N,76.093,W
10/25/2012,5:15:27,19.883,N,76.091,W
10/25/2012,5:17:28,19.893,N,76.088,W
10/25/2012,5:19:28,19.903,N,76.085,W
10/25/2012,5:21:28,19.913,N,76.082,W
10/25/2012,5:23:28,19.923,N,76.08,W
10/25/2012,5:25:28,19.933,N,76.077,W
10/25/2012,5:27:28,19.943,N,76.074,W
10/25/2012,5:29:28,19.953,N,76.071,W
10/25/2012,5:31:28,19.963,N,76.069,W
10/25/2012,5:33:27,19.973,N,76.066,W
10/25/2012,5:35:27,19.983,N,76.063,W
10/25/2012,5:37:27,19.993,N,76.06,W
10/25/2012,5:39:27,20.003,N,76.058,W
10/25/2012,5:41:27,20.013,N,76.055,W
10/25/2012,5:43:27,20.023,N,76.052,W
10/25/2012,5:45:27,20.032,N,76.049,W
10/25/2012,5:47:28,20.042,N,76.046,W
10/25/2012,5:49:28,20.052,N,76.043,W
10/25/2012,5:51:28,20.062,N,76.041,W
10/25/2012,5:53:28,20.072,N,76.038,W
10/25/2012,5:55:28,20.081,N,76.035,W
10/25/2012,5:57:28,20.091,N,76.032,W
10/25/2012,5:59:28,20.101,N,76.029,W
10/25/2012,6:01:28,20.111,N,76.026,W
10/25/2012,6:03:27,20.12,N,76.023,W
10/25/2012,6:05:27,20.13,N,76.02,W
10/25/2012,6:07:27,20.139,N,76.017,W
10/25/2012,6:09:27,20.149,N,76.014,W
10/25/2012,6:11:27,20.159,N,76.011,W
10/25/2012,6:13:27,20.168,N,76.008,W
10/25/2012,6:15:27,20.178,N,76.005,W
10/25/2012,6:17:28,20.187,N,76.002,W
10/25/2012,6:19:28,20.197,N,75.999,W
10/25/2012,6:21:28,20.206,N,75.996,W
10/25/2012,6:23:28,20.216,N,75.993,W
10/25/2012,6:25:28,20.225,N,75.99,W
10/25/2012,6:27:28,20.234,N,75.987,W
10/25/2012,6:29:28,20.244,N,75.984,W
10/25/2012,6:31:28,20.253,N,75.981,W
10/25/2012,6:33:27,20.262,N,75.978,W
10/25/2012,6:35:27,20.272,N,75.975,W
10/25/2012,6:37:27,20.281,N,75.971,W
10/25/2012,6:39:27,20.29,N,75.968,W
10/25/2012,6:41:27,20.299,N,75.965,W
10/25/2012,6:43:27,20.309,N,75.962,W
10/25/2012,6:45:27,20.318,N,75.959,W
10/25/2012,6:47:28,20.327,N,75.955,W
10/25/2012,6:49:28,20.336,N,75.952,W
10/25/2012,6:51:28,20.345,N,75.949,W
10/25/2012,6:53:28,20.354,N,75.945,W
10/25/2012,6:55:28,20.363,N,75.942,W
10/25/2012,6:57:28,20.372,N,75.939,W
10/25/2012,6:59:28,20.381,N,75.935,W
10/25/2012,7:01:28,20.39,N,75.932,W
10/25/2012,7:03:27,20.399,N,75.929,W
10/25/2012,7:05:27,20.407,N,75.925,W
10/25/2012,7:07:27,20.416,N,75.922,W
10/25/2012,7:09:27,20.425,N,75.918,W
10/25/2012,7:11:27,20.434,N,75.915,W
10/25/2012,7:13:27,20.442,N,75.911,W
10/25/2012,7:15:27,20.451,N,75.908,W
10/25/2012,7:17:28,20.46,N,75.904,W
10/25/2012,7:19:28,20.468,N,75.901,W
10/25/2012,7:21:28,20.477,N,75.897,W
10/25/2012,7:23:28,20.485,N,75.894,W
10/25/2012,7:25:28,20.494,N,75.89,W
10/25/2012,7:27:28,20.502,N,75.886,W
10/25/2012,7:29:28,20.511,N,75.883,W
10/25/2012,7:31:28,20.519,N,75.879,W
10/25/2012,7:33:27,20.528,N,75.875,W
10/25/2012,7:35:27,20.536,N,75.872,W
10/25/2012,7:37:27,20.544,N,75.868,W
10/25/2012,7:39:27,20.552,N,75.864,W
10/25/2012,7:41:27,20.561,N,75.861,W
10/25/2012,7:43:27,20.569,N,75.857,W
10/25/2012,7:45:27,20.577,N,75.853,W
10/25/2012,7:47:28,20.585,N,75.849,W
10/25/2012,7:49:28,20.593,N,75.845,W
10/25/2012,7:51:28,20.602,N,75.842,W
10/25/2012,7:53:28,20.61,N,75.838,W
10/25/2012,7:55:28,20.618,N,75.834,W
10/25/2012,7:57:28,20.626,N,75.83,W
10/25/2012,7:59:28,20.634,N,75.826,W
10/25/2012,8:01:28,20.642,N,75.822,W
10/25/2012,8:03:27,20.65,N,75.819,W
10/25/2012,8:05:27,20.658,N,75.815,W
10/25/2012,8:07:27,20.666,N,75.811,W
10/25/2012,8:09:27,20.674,N,75.807,W
10/25/2012,8:11:27,20.682,N,75.803,W
10/25/2012,8:13:27,20.69,N,75.799,W
10/25/2012,8:15:27,20.697,N,75.795,W
10/25/2012,8:17:28,20.705,N,75.792,W
10/25/2012,8:19:28,20.713,N,75.788,W
10/25/2012,8:21:28,20.721,N,75.784,W
10/25/2012,8:23:28,20.729,N,75.78,W
10/25/2012,8:25:28,20.737,N,75.776,W
10/25/2012,8:27:28,20.745,N,75.772,W
10/25/2012,8:29:28,20.752,N,75.768,W
10/25/2012,8:31:28,20.76,N,75.765,W
10/25/2012,8:33:27,20.768,N,75.761,W
10/25/2012,8:35:27,20.776,N,75.757,W
10/25/2012,8:37:27,20.784,N,75.753,W
10/25/2012,8:39:27,20.791,N,75.749,W
10/25/2012,8:41:27,20.799,N,75.745,W
10/25/2012,8:43:27,20.807,N,75.742,W
10/25/2012,8:45:27,20.815,N,75.738,W
10/25/2012,8:47:28,20.823,N,75.734,W
10/25/2012,8:49:28,20.83,N,75.73,W
10/25/2012,8:51:28,20.838,N,75.726,W
10/25/2012,8:53:28,20.846,N,75.723,W
10/25/2012,8:55:28,20.854,N,75.719,W
10/25/2012,8:57:28,20.861,N,75.715,W
10/25/2012,8:59:28,20.869,N,75.711,W
10/25/2012,9:01:28,20.877,N,75.708,W
10/25/2012,9:03:27,20.885,N,75.704,W
10/25/2012,9:05:27,20.893,N,75.7,W
10/25/2012,9:07:27,20.9,N,75.697,W
10/25/2012,9:09:27,20.908,N,75.693,W
10/25/2012,9:11:27,20.916,N,75.69,W
10/25/2012,9:13:27,20.924,N,75.686,W
10/25/2012,9:15:27,20.932,N,75.682,W
10/25/2012,9:17:28,20.94,N,75.679,W
10/25/2012,9:19:28,20.947,N,75.675,W
10/25/2012,9:21:28,20.955,N,75.672,W
