Track,for,Sandy,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/22/2012,19:50:52,12.271,N,78.364,W
10/22/2012,19:52:53,12.276,N,78.356,W
10/22/2012,19:54:53,12.282,N,78.349,W
10/22/2012,19:56:52,12.287,N,78.341,W
10/22/2012,19:58:52,12.292,N,78.333,W
10/22/2012,20:00:53,12.298,N,78.326,W
10/22/2012,20:02:53,12.303,N,78.318,W
10/22/2012,20:04:52,12.309,N,78.311,W
10/22/2012,20:06:52,12.314,N,78.303,W
10/22/2012,20:08:53,12.32,N,78.296,W
10/22/2012,20:10:52,12.325,N,78.288,W
10/22/2012,20:12:52,12.331,N,78.281,W
10/22/2012,20:14:53,12.336,N,78.273,W
10/22/2012,20:16:53,12.342,N,78.265,W
10/22/2012,20:18:52,12.347,N,78.258,W
10/22/2012,20:20:52,12.352,N,78.25,W
10/22/2012,20:22:53,12.358,N,78.243,W
10/22/2012,20:24:53,12.363,N,78.235,W
10/22/2012,20:26:52,12.369,N,78.228,W
10/22/2012,20:28:52,12.374,N,78.221,W
10/22/2012,20:30:53,12.379,N,78.213,W
10/22/2012,20:32:53,12.385,N,78.206,W
10/22/2012,20:34:52,12.39,N,78.198,W
10/22/2012,20:36:52,12.395,N,78.191,W
10/22/2012,20:38:53,12.401,N,78.184,W
10/22/2012,20:40:52,12.406,N,78.176,W
10/22/2012,20:42:52,12.411,N,78.169,W
10/22/2012,20:44:53,12.417,N,78.162,W
10/22/2012,20:46:53,12.422,N,78.154,W
10/22/2012,20:48:52,12.427,N,78.147,W
10/22/2012,20:50:52,12.432,N,78.14,W
10/22/2012,20:52:53,12.438,N,78.133,W
10/22/2012,20:54:53,12.443,N,78.125,W
10/22/2012,20:56:52,12.448,N,78.118,W
10/22/2012,20:58:52,12.453,N,78.111,W
10/22/2012,21:00:53,12.458,N,78.104,W
10/22/2012,21:02:53,12.463,N,78.097,W
10/22/2012,21:04:52,12.468,N,78.09,W
10/22/2012,21:06:52,12.473,N,78.083,W
10/22/2012,21:08:53,12.478,N,78.076,W
10/22/2012,21:10:52,12.483,N,78.069,W
10/22/2012,21:12:52,12.488,N,78.062,W
10/22/2012,21:14:53,12.493,N,78.055,W
10/22/2012,21:16:53,12.498,N,78.049,W
10/22/2012,21:18:52,12.503,N,78.042,W
10/22/2012,21:20:52,12.508,N,78.035,W
10/22/2012,21:22:53,12.513,N,78.028,W
10/22/2012,21:24:53,12.517,N,78.022,W
10/22/2012,21:26:52,12.522,N,78.015,W
10/22/2012,21:28:52,12.527,N,78.009,W
10/22/2012,21:30:53,12.532,N,78.002,W
10/22/2012,21:32:53,12.536,N,77.996,W
10/22/2012,21:34:52,12.541,N,77.989,W
10/22/2012,21:36:52,12.546,N,77.983,W
10/22/2012,21:38:53,12.55,N,77.977,W
10/22/2012,21:40:52,12.555,N,77.97,W
10/22/2012,21:42:52,12.559,N,77.964,W
10/22/2012,21:44:53,12.563,N,77.958,W
10/22/2012,21:46:53,12.568,N,77.952,W
10/22/2012,21:48:52,12.572,N,77.946,W
10/22/2012,21:50:52,12.577,N,77.94,W
10/22/2012,21:52:53,12.581,N,77.934,W
10/22/2012,21:54:53,12.585,N,77.928,W
10/22/2012,21:56:52,12.589,N,77.922,W
10/22/2012,21:58:52,12.593,N,77.916,W
10/22/2012,22:00:53,12.598,N,77.91,W
10/22/2012,22:02:53,12.602,N,77.905,W
10/22/2012,22:04:52,12.606,N,77.899,W
10/22/2012,22:06:52,12.61,N,77.894,W
10/22/2012,22:08:53,12.614,N,77.888,W
10/22/2012,22:10:52,12.617,N,77.883,W
10/22/2012,22:12:52,12.621,N,77.877,W
10/22/2012,22:14:53,12.625,N,77.872,W
10/22/2012,22:16:53,12.629,N,77.867,W
10/22/2012,22:18:52,12.632,N,77.862,W
10/22/2012,22:20:52,12.636,N,77.857,W
10/22/2012,22:22:53,12.64,N,77.852,W
10/22/2012,22:24:53,12.643,N,77.847,W
10/22/2012,22:26:52,12.647,N,77.842,W
10/22/2012,22:28:52,12.65,N,77.837,W
10/22/2012,22:30:53,12.653,N,77.833,W
10/22/2012,22:32:53,12.657,N,77.828,W
10/22/2012,22:34:52,12.66,N,77.823,W
10/22/2012,22:36:52,12.663,N,77.819,W
10/22/2012,22:38:53,12.666,N,77.814,W
10/22/2012,22:40:52,12.669,N,77.81,W
10/22/2012,22:42:52,12.672,N,77.806,W
10/22/2012,22:44:53,12.675,N,77.802,W
10/22/2012,22:46:53,12.678,N,77.798,W
10/22/2012,22:48:52,12.681,N,77.794,W
10/22/2012,22:50:52,12.684,N,77.79,W
10/22/2012,22:52:53,12.687,N,77.786,W
10/22/2012,22:54:53,12.689,N,77.782,W
10/22/2012,22:56:52,12.692,N,77.779,W
10/22/2012,22:58:52,12.694,N,77.775,W
10/22/2012,23:00:53,12.697,N,77.771,W
10/22/2012,23:02:53,12.699,N,77.768,W
10/22/2012,23:04:52,12.701,N,77.765,W
10/22/2012,23:06:52,12.704,N,77.762,W
10/22/2012,23:08:53,12.706,N,77.758,W
10/22/2012,23:10:52,12.708,N,77.755,W
10/22/2012,23:12:52,12.71,N,77.753,W
10/22/2012,23:14:53,12.712,N,77.75,W
10/22/2012,23:16:53,12.714,N,77.747,W
10/22/2012,23:18:52,12.716,N,77.744,W
10/22/2012,23:20:52,12.717,N,77.742,W
10/22/2012,23:22:53,12.719,N,77.739,W
10/22/2012,23:24:53,12.721,N,77.737,W
10/22/2012,23:26:52,12.722,N,77.735,W
10/22/2012,23:28:52,12.724,N,77.733,W
10/22/2012,23:30:53,12.725,N,77.731,W
10/22/2012,23:32:53,12.726,N,77.729,W
10/22/2012,23:34:52,12.728,N,77.727,W
10/22/2012,23:36:52,12.729,N,77.725,W
10/22/2012,23:38:53,12.73,N,77.724,W
10/22/2012,23:40:52,12.731,N,77.722,W
10/22/2012,23:42:52,12.732,N,77.721,W
10/22/2012,23:44:53,12.733,N,77.72,W
10/22/2012,23:46:53,12.733,N,77.718,W
10/22/2012,23:48:52,12.734,N,77.717,W
10/22/2012,23:50:52,12.735,N,77.716,W
10/22/2012,23:52:53,12.735,N,77.716,W
10/22/2012,23:54:53,12.736,N,77.715,W
10/22/2012,23:56:52,12.736,N,77.714,W
10/22/2012,23:58:52,12.736,N,77.714,W
10/23/2012,0:00:53,12.736,N,77.713,W
10/23/2012,0:02:53,12.736,N,77.713,W
10/23/2012,0:04:52,12.736,N,77.713,W
10/23/2012,0:06:52,12.736,N,77.713,W
10/23/2012,0:08:53,12.736,N,77.713,W
10/23/2012,0:10:52,12.736,N,77.714,W
10/23/2012,0:12:52,12.735,N,77.714,W
10/23/2012,0:14:53,12.735,N,77.714,W
10/23/2012,0:16:53,12.734,N,77.715,W
10/23/2012,0:18:52,12.734,N,77.716,W
10/23/2012,0:20:52,12.733,N,77.717,W
10/23/2012,0:22:53,12.732,N,77.718,W
10/23/2012,0:24:53,12.731,N,77.719,W
10/23/2012,0:26:40,12.73,N,77.72,W
10/23/2012,0:28:39,12.732,N,77.717,W
10/23/2012,0:30:39,12.735,N,77.714,W
10/23/2012,0:32:40,12.737,N,77.71,W
10/23/2012,0:34:40,12.74,N,77.707,W
10/23/2012,0:36:39,12.742,N,77.704,W
10/23/2012,0:38:39,12.745,N,77.701,W
10/23/2012,0:40:40,12.747,N,77.698,W
10/23/2012,0:42:39,12.75,N,77.695,W
10/23/2012,0:44:39,12.752,N,77.692,W
10/23/2012,0:46:40,12.755,N,77.689,W
10/23/2012,0:48:40,12.757,N,77.686,W
10/23/2012,0:50:39,12.759,N,77.683,W
10/23/2012,0:52:39,12.762,N,77.68,W
10/23/2012,0:54:40,12.764,N,77.677,W
10/23/2012,0:56:40,12.766,N,77.674,W
10/23/2012,0:58:39,12.769,N,77.671,W
10/23/2012,1:00:39,12.771,N,77.669,W
10/23/2012,1:02:40,12.773,N,77.666,W
10/23/2012,1:04:40,12.776,N,77.663,W
10/23/2012,1:06:39,12.778,N,77.66,W
10/23/2012,1:08:39,12.78,N,77.658,W
10/23/2012,1:10:40,12.782,N,77.655,W
10/23/2012,1:12:39,12.785,N,77.652,W
10/23/2012,1:14:39,12.787,N,77.65,W
10/23/2012,1:16:40,12.789,N,77.647,W
10/23/2012,1:18:40,12.791,N,77.644,W
10/23/2012,1:20:39,12.794,N,77.642,W
10/23/2012,1:22:39,12.796,N,77.639,W
10/23/2012,1:24:40,12.798,N,77.637,W
10/23/2012,1:26:40,12.8,N,77.634,W
10/23/2012,1:28:39,12.802,N,77.632,W
10/23/2012,1:30:39,12.804,N,77.629,W
10/23/2012,1:32:40,12.806,N,77.627,W
10/23/2012,1:34:40,12.809,N,77.625,W
10/23/2012,1:36:39,12.811,N,77.622,W
10/23/2012,1:38:39,12.813,N,77.62,W
10/23/2012,1:40:40,12.815,N,77.618,W
10/23/2012,1:42:39,12.817,N,77.616,W
10/23/2012,1:44:39,12.819,N,77.613,W
10/23/2012,1:46:40,12.821,N,77.611,W
10/23/2012,1:48:40,12.823,N,77.609,W
10/23/2012,1:50:39,12.825,N,77.607,W
10/23/2012,1:52:39,12.827,N,77.605,W
10/23/2012,1:54:40,12.829,N,77.603,W
10/23/2012,1:56:40,12.831,N,77.601,W
10/23/2012,1:58:39,12.833,N,77.599,W
10/23/2012,2:00:39,12.835,N,77.597,W
10/23/2012,2:02:40,12.837,N,77.595,W
10/23/2012,2:04:40,12.839,N,77.593,W
10/23/2012,2:06:39,12.84,N,77.591,W
10/23/2012,2:08:39,12.842,N,77.589,W
10/23/2012,2:10:40,12.844,N,77.587,W
10/23/2012,2:12:39,12.846,N,77.586,W
10/23/2012,2:14:39,12.848,N,77.584,W
10/23/2012,2:16:40,12.85,N,77.582,W
10/23/2012,2:18:40,12.852,N,77.58,W
10/23/2012,2:20:39,12.853,N,77.579,W
10/23/2012,2:22:39,12.855,N,77.577,W
10/23/2012,2:24:40,12.857,N,77.575,W
10/23/2012,2:26:40,12.859,N,77.574,W
10/23/2012,2:28:39,12.861,N,77.572,W
10/23/2012,2:30:39,12.862,N,77.571,W
10/23/2012,2:32:40,12.864,N,77.569,W
10/23/2012,2:34:40,12.866,N,77.568,W
10/23/2012,2:36:39,12.867,N,77.566,W
10/23/2012,2:38:39,12.869,N,77.565,W
10/23/2012,2:40:40,12.871,N,77.563,W
10/23/2012,2:42:39,12.873,N,77.562,W
10/23/2012,2:44:39,12.874,N,77.561,W
10/23/2012,2:46:40,12.876,N,77.559,W
10/23/2012,2:48:40,12.878,N,77.558,W
10/23/2012,2:50:39,12.879,N,77.557,W
10/23/2012,2:52:39,12.881,N,77.555,W
10/23/2012,2:54:40,12.883,N,77.554,W
10/23/2012,2:56:40,12.884,N,77.553,W
10/23/2012,2:58:39,12.886,N,77.552,W
10/23/2012,3:00:39,12.888,N,77.551,W
10/23/2012,3:02:40,12.889,N,77.55,W
10/23/2012,3:04:40,12.891,N,77.549,W
10/23/2012,3:06:39,12.892,N,77.547,W
10/23/2012,3:08:39,12.894,N,77.546,W
10/23/2012,3:10:40,12.896,N,77.545,W
10/23/2012,3:12:39,12.897,N,77.544,W
10/23/2012,3:14:39,12.899,N,77.543,W
10/23/2012,3:16:40,12.9,N,77.543,W
10/23/2012,3:18:40,12.902,N,77.542,W
10/23/2012,3:20:39,12.903,N,77.541,W
10/23/2012,3:22:39,12.905,N,77.54,W
10/23/2012,3:24:40,12.906,N,77.539,W
10/23/2012,3:26:40,12.908,N,77.538,W
10/23/2012,3:28:39,12.909,N,77.537,W
10/23/2012,3:30:39,12.911,N,77.537,W
10/23/2012,3:32:40,12.912,N,77.536,W
10/23/2012,3:34:40,12.914,N,77.535,W
10/23/2012,3:36:39,12.915,N,77.535,W
10/23/2012,3:38:39,12.917,N,77.534,W
10/23/2012,3:40:40,12.918,N,77.533,W
10/23/2012,3:42:39,12.92,N,77.533,W
10/23/2012,3:44:39,12.921,N,77.532,W
10/23/2012,3:46:40,12.923,N,77.532,W
10/23/2012,3:48:40,12.924,N,77.531,W
10/23/2012,3:50:39,12.926,N,77.531,W
10/23/2012,3:52:39,12.927,N,77.53,W
10/23/2012,3:54:40,12.929,N,77.53,W
10/23/2012,3:56:40,12.93,N,77.529,W
10/23/2012,3:58:39,12.932,N,77.529,W
10/23/2012,4:00:39,12.933,N,77.528,W
10/23/2012,4:02:40,12.935,N,77.528,W
10/23/2012,4:04:40,12.936,N,77.528,W
10/23/2012,4:06:39,12.937,N,77.527,W
10/23/2012,4:08:39,12.939,N,77.527,W
10/23/2012,4:10:40,12.94,N,77.527,W
10/23/2012,4:12:39,12.942,N,77.526,W
10/23/2012,4:14:39,12.943,N,77.526,W
10/23/2012,4:16:40,12.945,N,77.526,W
10/23/2012,4:18:40,12.946,N,77.526,W
10/23/2012,4:20:39,12.947,N,77.526,W
10/23/2012,4:22:39,12.949,N,77.526,W
10/23/2012,4:24:40,12.95,N,77.525,W
10/23/2012,4:26:40,12.952,N,77.525,W
10/23/2012,4:28:39,12.953,N,77.525,W
10/23/2012,4:30:39,12.954,N,77.525,W
10/23/2012,4:32:40,12.956,N,77.525,W
10/23/2012,4:34:40,12.957,N,77.525,W
10/23/2012,4:36:39,12.959,N,77.525,W
10/23/2012,4:38:39,12.96,N,77.525,W
10/23/2012,4:40:40,12.961,N,77.525,W
10/23/2012,4:42:39,12.963,N,77.525,W
10/23/2012,4:44:39,12.964,N,77.525,W
10/23/2012,4:46:40,12.966,N,77.526,W
10/23/2012,4:48:40,12.967,N,77.526,W
10/23/2012,4:50:39,12.968,N,77.526,W
10/23/2012,4:52:39,12.97,N,77.526,W
10/23/2012,4:54:40,12.971,N,77.526,W
10/23/2012,4:56:40,12.973,N,77.526,W
10/23/2012,4:58:39,12.974,N,77.527,W
10/23/2012,5:00:39,12.975,N,77.527,W
10/23/2012,5:02:40,12.977,N,77.527,W
10/23/2012,5:04:40,12.978,N,77.528,W
10/23/2012,5:06:39,12.98,N,77.528,W
10/23/2012,5:08:39,12.981,N,77.528,W
10/23/2012,5:10:40,12.982,N,77.529,W
10/23/2012,5:12:39,12.984,N,77.529,W
10/23/2012,5:14:39,12.985,N,77.529,W
10/23/2012,5:16:40,12.987,N,77.53,W
10/23/2012,5:18:40,12.988,N,77.53,W
10/23/2012,5:20:39,12.989,N,77.531,W
10/23/2012,5:22:39,12.991,N,77.531,W
10/23/2012,5:24:40,12.992,N,77.532,W
10/23/2012,5:26:40,12.994,N,77.532,W
10/23/2012,5:28:39,12.995,N,77.533,W
10/23/2012,5:30:39,12.996,N,77.533,W
10/23/2012,5:32:40,12.998,N,77.534,W
10/23/2012,5:34:40,12.999,N,77.535,W
10/23/2012,5:36:39,13.001,N,77.535,W
10/23/2012,5:38:39,13.002,N,77.536,W
10/23/2012,5:40:40,13.004,N,77.536,W
10/23/2012,5:42:39,13.005,N,77.537,W
10/23/2012,5:44:39,13.006,N,77.538,W
10/23/2012,5:46:40,13.008,N,77.539,W
10/23/2012,5:48:40,13.009,N,77.539,W
10/23/2012,5:50:39,13.011,N,77.54,W
10/23/2012,5:52:39,13.012,N,77.541,W
10/23/2012,5:54:40,13.014,N,77.542,W
10/23/2012,5:56:40,13.015,N,77.542,W
10/23/2012,5:58:39,13.017,N,77.543,W
10/23/2012,6:00:39,13.018,N,77.544,W
10/23/2012,6:02:40,13.02,N,77.545,W
10/23/2012,6:04:40,13.021,N,77.546,W
10/23/2012,6:06:39,13.023,N,77.547,W
10/23/2012,6:08:39,13.024,N,77.548,W
10/23/2012,6:10:40,13.026,N,77.549,W
10/23/2012,6:12:39,13.027,N,77.549,W
10/23/2012,6:14:39,13.029,N,77.55,W
10/23/2012,6:16:40,13.03,N,77.551,W
10/23/2012,6:18:40,13.032,N,77.552,W
10/23/2012,6:20:39,13.033,N,77.553,W
10/23/2012,6:22:39,13.035,N,77.554,W
10/23/2012,6:24:40,13.036,N,77.555,W
10/23/2012,6:26:40,13.038,N,77.557,W
10/23/2012,6:28:39,13.039,N,77.558,W
10/23/2012,6:30:39,13.041,N,77.559,W
10/23/2012,6:32:40,13.043,N,77.56,W
10/23/2012,6:34:40,13.044,N,77.561,W
10/23/2012,6:36:39,13.046,N,77.562,W
10/23/2012,6:38:39,13.047,N,77.563,W
10/23/2012,6:40:40,13.049,N,77.564,W
10/23/2012,6:42:39,13.051,N,77.566,W
10/23/2012,6:44:39,13.052,N,77.567,W
10/23/2012,6:46:40,13.054,N,77.568,W
10/23/2012,6:48:40,13.055,N,77.569,W
10/23/2012,6:50:39,13.057,N,77.571,W
10/23/2012,6:52:39,13.059,N,77.572,W
10/23/2012,6:54:40,13.06,N,77.573,W
10/23/2012,6:56:40,13.062,N,77.574,W
10/23/2012,6:58:39,13.064,N,77.576,W
10/23/2012,7:00:39,13.065,N,77.577,W
10/23/2012,7:02:40,13.067,N,77.578,W
10/23/2012,7:04:40,13.069,N,77.58,W
10/23/2012,7:06:39,13.071,N,77.581,W
10/23/2012,7:08:39,13.072,N,77.582,W
10/23/2012,7:10:40,13.074,N,77.584,W
10/23/2012,7:12:39,13.076,N,77.585,W
10/23/2012,7:14:39,13.078,N,77.587,W
10/23/2012,7:16:40,13.079,N,77.588,W
10/23/2012,7:18:40,13.081,N,77.59,W
10/23/2012,7:20:39,13.083,N,77.591,W
10/23/2012,7:22:39,13.085,N,77.593,W
10/23/2012,7:24:40,13.086,N,77.594,W
10/23/2012,7:26:40,13.088,N,77.596,W
10/23/2012,7:28:39,13.09,N,77.597,W
10/23/2012,7:30:39,13.092,N,77.599,W
10/23/2012,7:32:40,13.094,N,77.6,W
10/23/2012,7:34:40,13.095,N,77.602,W
10/23/2012,7:36:39,13.097,N,77.603,W
10/23/2012,7:38:39,13.099,N,77.605,W
10/23/2012,7:40:40,13.101,N,77.607,W
10/23/2012,7:42:39,13.103,N,77.608,W
10/23/2012,7:44:39,13.105,N,77.61,W
10/23/2012,7:46:40,13.106,N,77.611,W
10/23/2012,7:48:40,13.108,N,77.613,W
10/23/2012,7:50:39,13.11,N,77.615,W
10/23/2012,7:52:39,13.112,N,77.616,W
10/23/2012,7:54:40,13.114,N,77.618,W
10/23/2012,7:56:40,13.116,N,77.62,W
10/23/2012,7:58:39,13.118,N,77.622,W
10/23/2012,8:00:40,13.12,N,77.623,W
10/23/2012,8:02:40,13.122,N,77.625,W
10/23/2012,8:04:40,13.124,N,77.627,W
10/23/2012,8:06:39,13.125,N,77.628,W
10/23/2012,8:08:39,13.127,N,77.63,W
10/23/2012,8:10:39,13.129,N,77.632,W
10/23/2012,8:12:40,13.131,N,77.634,W
10/23/2012,8:14:40,13.133,N,77.636,W
10/23/2012,8:16:40,13.135,N,77.637,W
10/23/2012,8:18:40,13.137,N,77.639,W
10/23/2012,8:20:39,13.139,N,77.641,W
10/23/2012,8:22:39,13.141,N,77.643,W
10/23/2012,8:24:39,13.143,N,77.645,W
10/23/2012,8:26:39,13.145,N,77.647,W
10/23/2012,8:28:40,13.147,N,77.649,W
10/23/2012,8:30:40,13.149,N,77.65,W
10/23/2012,8:32:40,13.151,N,77.652,W
10/23/2012,8:34:40,13.153,N,77.654,W
10/23/2012,8:36:39,13.155,N,77.656,W
10/23/2012,8:38:39,13.157,N,77.658,W
10/23/2012,8:40:39,13.159,N,77.66,W
10/23/2012,8:42:40,13.161,N,77.662,W
10/23/2012,8:44:40,13.163,N,77.664,W
10/23/2012,8:46:40,13.165,N,77.666,W
10/23/2012,8:48:40,13.167,N,77.668,W
10/23/2012,8:50:39,13.169,N,77.67,W
10/23/2012,8:52:39,13.171,N,77.672,W
10/23/2012,8:54:39,13.173,N,77.674,W
10/23/2012,8:56:39,13.176,N,77.676,W
10/23/2012,8:58:40,13.178,N,77.678,W
10/23/2012,9:00:40,13.18,N,77.68,W
10/23/2012,9:02:40,13.182,N,77.682,W
10/23/2012,9:04:40,13.184,N,77.684,W
10/23/2012,9:06:39,13.186,N,77.686,W
10/23/2012,9:08:39,13.188,N,77.688,W
10/23/2012,9:10:39,13.19,N,77.69,W
10/23/2012,9:12:40,13.192,N,77.692,W
10/23/2012,9:14:40,13.194,N,77.694,W
10/23/2012,9:16:40,13.196,N,77.696,W
10/23/2012,9:18:40,13.199,N,77.699,W
10/23/2012,9:19:59,13.2,N,77.7,W
10/23/2012,9:21:59,13.2,N,77.706,W
10/23/2012,9:24:00,13.201,N,77.712,W
10/23/2012,9:26:00,13.201,N,77.717,W
10/23/2012,9:28:00,13.201,N,77.723,W
10/23/2012,9:30:00,13.202,N,77.728,W
10/23/2012,9:31:59,13.202,N,77.734,W
10/23/2012,9:33:59,13.203,N,77.739,W
10/23/2012,9:35:59,13.204,N,77.744,W
10/23/2012,9:38:00,13.204,N,77.749,W
10/23/2012,9:40:00,13.205,N,77.754,W
10/23/2012,9:42:00,13.206,N,77.759,W
10/23/2012,9:44:00,13.207,N,77.763,W
10/23/2012,9:45:59,13.208,N,77.768,W
10/23/2012,9:47:59,13.209,N,77.772,W
10/23/2012,9:49:59,13.21,N,77.776,W
10/23/2012,9:51:59,13.211,N,77.781,W
10/23/2012,9:54:00,13.213,N,77.785,W
10/23/2012,9:56:00,13.214,N,77.789,W
10/23/2012,9:58:00,13.215,N,77.793,W
10/23/2012,10:00:00,13.217,N,77.797,W
10/23/2012,10:01:59,13.218,N,77.8,W
10/23/2012,10:03:59,13.22,N,77.804,W
10/23/2012,10:05:59,13.221,N,77.807,W
10/23/2012,10:08:00,13.223,N,77.811,W
10/23/2012,10:10:00,13.224,N,77.814,W
10/23/2012,10:12:00,13.226,N,77.817,W
10/23/2012,10:14:00,13.228,N,77.82,W
10/23/2012,10:15:59,13.23,N,77.823,W
10/23/2012,10:17:59,13.232,N,77.826,W
10/23/2012,10:19:59,13.234,N,77.829,W
10/23/2012,10:21:59,13.236,N,77.832,W
10/23/2012,10:24:00,13.238,N,77.835,W
10/23/2012,10:26:00,13.24,N,77.837,W
10/23/2012,10:28:00,13.242,N,77.84,W
10/23/2012,10:30:00,13.244,N,77.842,W
10/23/2012,10:31:59,13.246,N,77.844,W
10/23/2012,10:33:59,13.249,N,77.847,W
10/23/2012,10:35:59,13.251,N,77.849,W
10/23/2012,10:38:00,13.253,N,77.851,W
10/23/2012,10:40:00,13.256,N,77.853,W
10/23/2012,10:42:00,13.258,N,77.855,W
10/23/2012,10:44:00,13.261,N,77.856,W
10/23/2012,10:45:59,13.263,N,77.858,W
10/23/2012,10:47:59,13.266,N,77.86,W
10/23/2012,10:49:59,13.268,N,77.861,W
10/23/2012,10:51:59,13.271,N,77.863,W
10/23/2012,10:54:00,13.274,N,77.864,W
10/23/2012,10:56:00,13.277,N,77.865,W
10/23/2012,10:58:00,13.279,N,77.867,W
10/23/2012,11:00:00,13.282,N,77.868,W
10/23/2012,11:01:59,13.285,N,77.869,W
10/23/2012,11:03:59,13.288,N,77.87,W
10/23/2012,11:05:59,13.291,N,77.871,W
10/23/2012,11:08:00,13.294,N,77.872,W
10/23/2012,11:10:00,13.297,N,77.873,W
10/23/2012,11:12:00,13.3,N,77.873,W
10/23/2012,11:14:00,13.303,N,77.874,W
10/23/2012,11:15:59,13.307,N,77.875,W
10/23/2012,11:17:59,13.31,N,77.875,W
10/23/2012,11:19:59,13.313,N,77.876,W
10/23/2012,11:21:59,13.316,N,77.876,W
10/23/2012,11:24:00,13.32,N,77.876,W
10/23/2012,11:26:00,13.323,N,77.877,W
10/23/2012,11:28:00,13.326,N,77.877,W
10/23/2012,11:30:00,13.33,N,77.877,W
10/23/2012,11:31:59,13.333,N,77.877,W
10/23/2012,11:33:59,13.337,N,77.877,W
10/23/2012,11:35:59,13.34,N,77.877,W
10/23/2012,11:38:00,13.344,N,77.877,W
10/23/2012,11:40:00,13.348,N,77.877,W
10/23/2012,11:42:00,13.351,N,77.877,W
10/23/2012,11:44:00,13.355,N,77.876,W
10/23/2012,11:45:59,13.358,N,77.876,W
10/23/2012,11:47:59,13.362,N,77.876,W
10/23/2012,11:49:59,13.366,N,77.875,W
10/23/2012,11:51:38,13.369,N,77.875,W
10/23/2012,11:53:38,13.372,N,77.877,W
10/23/2012,11:55:39,13.375,N,77.88,W
10/23/2012,11:57:39,13.377,N,77.882,W
10/23/2012,11:59:39,13.38,N,77.884,W
10/23/2012,12:01:39,13.383,N,77.886,W
10/23/2012,12:03:38,13.386,N,77.888,W
10/23/2012,12:05:38,13.389,N,77.89,W
10/23/2012,12:07:38,13.392,N,77.892,W
10/23/2012,12:09:38,13.396,N,77.894,W
10/23/2012,12:11:39,13.399,N,77.895,W
10/23/2012,12:13:39,13.402,N,77.897,W
10/23/2012,12:15:39,13.405,N,77.898,W
10/23/2012,12:17:38,13.409,N,77.899,W
10/23/2012,12:19:38,13.412,N,77.9,W
10/23/2012,12:21:38,13.415,N,77.901,W
10/23/2012,12:23:38,13.419,N,77.901,W
10/23/2012,12:25:39,13.423,N,77.902,W
10/23/2012,12:27:39,13.426,N,77.902,W
10/23/2012,12:29:39,13.43,N,77.903,W
10/23/2012,12:31:39,13.434,N,77.903,W
10/23/2012,12:33:38,13.438,N,77.903,W
10/23/2012,12:35:38,13.441,N,77.902,W
10/23/2012,12:37:38,13.445,N,77.902,W
10/23/2012,12:39:38,13.449,N,77.901,W
10/23/2012,12:41:39,13.454,N,77.9,W
10/23/2012,12:43:39,13.458,N,77.899,W
10/23/2012,12:45:39,13.462,N,77.898,W
10/23/2012,12:47:38,13.466,N,77.896,W
10/23/2012,12:49:38,13.471,N,77.895,W
10/23/2012,12:51:38,13.475,N,77.893,W
10/23/2012,12:53:38,13.48,N,77.891,W
10/23/2012,12:55:39,13.484,N,77.889,W
10/23/2012,12:57:39,13.489,N,77.887,W
10/23/2012,12:59:39,13.494,N,77.884,W
10/23/2012,13:01:39,13.498,N,77.881,W
10/23/2012,13:03:38,13.503,N,77.879,W
10/23/2012,13:05:38,13.508,N,77.876,W
10/23/2012,13:07:38,13.513,N,77.873,W
10/23/2012,13:09:38,13.518,N,77.869,W
10/23/2012,13:11:39,13.523,N,77.866,W
10/23/2012,13:13:39,13.528,N,77.862,W
10/23/2012,13:15:39,13.533,N,77.859,W
10/23/2012,13:17:38,13.539,N,77.855,W
10/23/2012,13:19:38,13.544,N,77.851,W
10/23/2012,13:21:38,13.549,N,77.847,W
10/23/2012,13:23:38,13.554,N,77.843,W
10/23/2012,13:25:39,13.56,N,77.839,W
10/23/2012,13:27:39,13.565,N,77.834,W
10/23/2012,13:29:39,13.571,N,77.83,W
10/23/2012,13:31:39,13.576,N,77.825,W
10/23/2012,13:33:38,13.582,N,77.821,W
10/23/2012,13:35:38,13.587,N,77.816,W
10/23/2012,13:37:38,13.593,N,77.811,W
10/23/2012,13:39:38,13.598,N,77.806,W
10/23/2012,13:41:39,13.604,N,77.801,W
10/23/2012,13:43:39,13.61,N,77.796,W
10/23/2012,13:44:30,13.612,N,77.794,W
10/23/2012,13:46:30,13.618,N,77.788,W
10/23/2012,13:48:31,13.624,N,77.783,W
10/23/2012,13:50:31,13.63,N,77.777,W
10/23/2012,13:52:31,13.635,N,77.772,W
10/23/2012,13:54:31,13.641,N,77.766,W
10/23/2012,13:56:30,13.647,N,77.761,W
10/23/2012,13:58:30,13.653,N,77.755,W
10/23/2012,14:00:30,13.659,N,77.749,W
10/23/2012,14:02:30,13.665,N,77.744,W
10/23/2012,14:04:31,13.67,N,77.738,W
10/23/2012,14:06:31,13.676,N,77.733,W
10/23/2012,14:08:31,13.682,N,77.727,W
10/23/2012,14:10:30,13.688,N,77.722,W
10/23/2012,14:12:30,13.694,N,77.716,W
10/23/2012,14:14:30,13.7,N,77.71,W
10/23/2012,14:16:30,13.706,N,77.705,W
10/23/2012,14:18:31,13.711,N,77.699,W
10/23/2012,14:20:31,13.717,N,77.694,W
