Track ,for,Andrew,,,,,
Time(sec),Time,,,Latitude,,Longitude,
336600,2130Z,22,AUG,25.601,N,70.536,W
337200,2140Z,22,AUG,25.604,N,70.571,W
337800,2150Z,22,AUG,25.606,N,70.605,W
338400,2200Z,22,AUG,25.609,N,70.64,W
339000,2210Z,22,AUG,25.612,N,70.675,W
339600,2220Z,22,AUG,25.615,N,70.71,W
340200,2230Z,22,AUG,25.618,N,70.745,W
340800,2240Z,22,AUG,25.621,N,70.78,W
341400,2250Z,22,AUG,25.624,N,70.815,W
342000,2300Z,22,AUG,25.627,N,70.85,W
342600,2310Z,22,AUG,25.63,N,70.885,W
343200,2320Z,22,AUG,25.633,N,70.921,W
343800,2330Z,22,AUG,25.635,N,70.956,W
344400,2340Z,22,AUG,25.638,N,70.992,W
345000,2350Z,22,AUG,25.641,N,71.027,W
345600,0000Z,23,AUG,25.644,N,71.063,W
346200,0010Z,23,AUG,25.646,N,71.099,W
346800,0020Z,23,AUG,25.649,N,71.136,W
347400,0030Z,23,AUG,25.651,N,71.172,W
348000,0040Z,23,AUG,25.653,N,71.209,W
348600,0050Z,23,AUG,25.656,N,71.245,W
349200,0100Z,23,AUG,25.658,N,71.282,W
349800,0110Z,23,AUG,25.659,N,71.32,W
350400,0120Z,23,AUG,25.661,N,71.357,W
351000,0130Z,23,AUG,25.662,N,71.394,W
351600,0140Z,23,AUG,25.664,N,71.432,W
352200,0150Z,23,AUG,25.665,N,71.47,W
352800,0200Z,23,AUG,25.665,N,71.509,W
353400,0210Z,23,AUG,25.666,N,71.547,W
354000,0220Z,23,AUG,25.666,N,71.586,W
354600,0230Z,23,AUG,25.666,N,71.625,W
355200,0240Z,23,AUG,25.666,N,71.665,W
355800,0250Z,23,AUG,25.665,N,71.704,W
356400,0300Z,23,AUG,25.665,N,71.744,W
357000,0310Z,23,AUG,25.663,N,71.784,W
357600,0320Z,23,AUG,25.662,N,71.825,W
358200,0330Z,23,AUG,25.661,N,71.865,W
358800,0340Z,23,AUG,25.659,N,71.906,W
359400,0350Z,23,AUG,25.657,N,71.947,W
360000,0400Z,23,AUG,25.655,N,71.989,W
360600,0410Z,23,AUG,25.652,N,72.031,W
361200,0420Z,23,AUG,25.649,N,72.072,W
361800,0430Z,23,AUG,25.646,N,72.114,W
362400,0440Z,23,AUG,25.643,N,72.157,W
363000,0450Z,23,AUG,25.64,N,72.199,W
363600,0500Z,23,AUG,25.637,N,72.242,W
364200,0510Z,23,AUG,25.633,N,72.285,W
364800,0520Z,23,AUG,25.629,N,72.328,W
365400,0530Z,23,AUG,25.626,N,72.371,W
366000,0540Z,23,AUG,25.621,N,72.415,W
366600,0550Z,23,AUG,25.617,N,72.458,W
367200,0600Z,23,AUG,25.613,N,72.502,W
367800,0610Z,23,AUG,25.608,N,72.546,W
368400,0620Z,23,AUG,25.604,N,72.59,W
369000,0630Z,23,AUG,25.599,N,72.635,W
369600,0640Z,23,AUG,25.594,N,72.679,W
370200,0650Z,23,AUG,25.59,N,72.724,W
370800,0700Z,23,AUG,25.585,N,72.768,W
371400,0710Z,23,AUG,25.579,N,72.813,W
372000,0720Z,23,AUG,25.574,N,72.858,W
372600,0730Z,23,AUG,25.569,N,72.903,W
373200,0740Z,23,AUG,25.564,N,72.949,W
373800,0750Z,23,AUG,25.559,N,72.994,W
374400,0800Z,23,AUG,25.553,N,73.04,W
375000,0810Z,23,AUG,25.548,N,73.085,W
375600,0820Z,23,AUG,25.542,N,73.131,W
376200,0830Z,23,AUG,25.537,N,73.176,W
376800,0840Z,23,AUG,25.531,N,73.222,W
377400,0850Z,23,AUG,25.526,N,73.268,W
378000,0900Z,23,AUG,25.52,N,73.314,W
378600,0910Z,23,AUG,25.515,N,73.36,W
379200,0920Z,23,AUG,25.509,N,73.406,W
379800,0930Z,23,AUG,25.504,N,73.453,W
380400,0940Z,23,AUG,25.499,N,73.499,W
381000,0950Z,23,AUG,25.493,N,73.545,W
381600,1000Z,23,AUG,25.488,N,73.591,W
382200,1010Z,23,AUG,25.483,N,73.638,W
382800,1020Z,23,AUG,25.477,N,73.684,W
383400,1030Z,23,AUG,25.472,N,73.731,W
384000,1040Z,23,AUG,25.467,N,73.777,W
384600,1050Z,23,AUG,25.462,N,73.823,W
385200,1100Z,23,AUG,25.457,N,73.87,W
385800,1110Z,23,AUG,25.452,N,73.916,W
386400,1120Z,23,AUG,25.447,N,73.963,W
387000,1130Z,23,AUG,25.443,N,74.009,W
387600,1140Z,23,AUG,25.438,N,74.056,W
388200,1150Z,23,AUG,25.434,N,74.102,W
388800,1200Z,23,AUG,25.43,N,74.149,W
389400,1210Z,23,AUG,25.425,N,74.195,W
390000,1220Z,23,AUG,25.421,N,74.241,W
390600,1230Z,23,AUG,25.418,N,74.288,W
391200,1240Z,23,AUG,25.414,N,74.334,W
391800,1250Z,23,AUG,25.41,N,74.38,W
392400,1300Z,23,AUG,25.407,N,74.426,W
393000,1310Z,23,AUG,25.404,N,74.473,W
393600,1320Z,23,AUG,25.401,N,74.519,W
394200,1330Z,23,AUG,25.398,N,74.565,W
394800,1340Z,23,AUG,25.396,N,74.61,W
395400,1350Z,23,AUG,25.393,N,74.656,W
396000,1400Z,23,AUG,25.391,N,74.702,W
396600,1410Z,23,AUG,25.389,N,74.748,W
397200,1420Z,23,AUG,25.387,N,74.793,W
397800,1430Z,23,AUG,25.385,N,74.839,W
398400,1440Z,23,AUG,25.384,N,74.885,W
399000,1450Z,23,AUG,25.383,N,74.93,W
399600,1500Z,23,AUG,25.381,N,74.976,W
400200,1510Z,23,AUG,25.38,N,75.021,W
400800,1520Z,23,AUG,25.38,N,75.066,W
401400,1530Z,23,AUG,25.379,N,75.112,W
402000,1540Z,23,AUG,25.378,N,75.157,W
402600,1550Z,23,AUG,25.378,N,75.202,W
403200,1600Z,23,AUG,25.378,N,75.248,W
403800,1610Z,23,AUG,25.377,N,75.293,W
404400,1620Z,23,AUG,25.377,N,75.338,W
405000,1630Z,23,AUG,25.378,N,75.384,W
405600,1640Z,23,AUG,25.378,N,75.429,W
406200,1650Z,23,AUG,25.378,N,75.474,W
406800,1700Z,23,AUG,25.379,N,75.519,W
407400,1710Z,23,AUG,25.379,N,75.565,W
408000,1720Z,23,AUG,25.38,N,75.61,W
408600,1730Z,23,AUG,25.381,N,75.655,W
409200,1740Z,23,AUG,25.381,N,75.701,W
409800,1750Z,23,AUG,25.382,N,75.746,W
410400,1800Z,23,AUG,25.383,N,75.791,W
411000,1810Z,23,AUG,25.385,N,75.837,W
411600,1820Z,23,AUG,25.386,N,75.882,W
412200,1830Z,23,AUG,25.387,N,75.928,W
412800,1840Z,23,AUG,25.388,N,75.973,W
413400,1850Z,23,AUG,25.39,N,76.019,W
414000,1900Z,23,AUG,25.391,N,76.065,W
414600,1910Z,23,AUG,25.393,N,76.11,W
415200,1920Z,23,AUG,25.394,N,76.156,W
415800,1930Z,23,AUG,25.396,N,76.202,W
416400,1940Z,23,AUG,25.398,N,76.248,W
417000,1950Z,23,AUG,25.399,N,76.294,W
417600,2000Z,23,AUG,25.401,N,76.34,W
418200,2010Z,23,AUG,25.403,N,76.386,W
418800,2020Z,23,AUG,25.405,N,76.432,W
419400,2030Z,23,AUG,25.406,N,76.479,W
420000,2040Z,23,AUG,25.408,N,76.525,W
420600,2050Z,23,AUG,25.41,N,76.572,W
421200,2100Z,23,AUG,25.412,N,76.618,W
421800,2110Z,23,AUG,25.414,N,76.665,W
422400,2120Z,23,AUG,25.416,N,76.712,W
423000,2130Z,23,AUG,25.418,N,76.759,W
423600,2140Z,23,AUG,25.419,N,76.806,W
424200,2150Z,23,AUG,25.421,N,76.853,W
424800,2200Z,23,AUG,25.423,N,76.9,W
425400,2210Z,23,AUG,25.425,N,76.948,W
426000,2220Z,23,AUG,25.427,N,76.995,W
426600,2230Z,23,AUG,25.428,N,77.043,W
427200,2240Z,23,AUG,25.43,N,77.091,W
427800,2250Z,23,AUG,25.432,N,77.139,W
428400,2300Z,23,AUG,25.433,N,77.187,W
429000,2310Z,23,AUG,25.435,N,77.235,W
429600,2320Z,23,AUG,25.436,N,77.283,W
430200,2330Z,23,AUG,25.438,N,77.332,W
430800,2340Z,23,AUG,25.439,N,77.381,W
431400,2350Z,23,AUG,25.44,N,77.43,W
432000,0000Z,24,AUG,25.442,N,77.479,W
432600,0010Z,24,AUG,25.443,N,77.528,W
433200,0020Z,24,AUG,25.444,N,77.577,W
433800,0030Z,24,AUG,25.445,N,77.627,W
434400,0040Z,24,AUG,25.446,N,77.677,W
435000,0050Z,24,AUG,25.447,N,77.727,W
435600,0100Z,24,AUG,25.448,N,77.777,W
436200,0110Z,24,AUG,25.448,N,77.827,W
436800,0120Z,24,AUG,25.449,N,77.878,W
437400,0130Z,24,AUG,25.45,N,77.928,W
438000,0140Z,24,AUG,25.45,N,77.979,W
438600,0150Z,24,AUG,25.451,N,78.03,W
439200,0200Z,24,AUG,25.451,N,78.081,W
439800,0210Z,24,AUG,25.451,N,78.132,W
440400,0220Z,24,AUG,25.452,N,78.184,W
441000,0230Z,24,AUG,25.452,N,78.235,W
441600,0240Z,24,AUG,25.452,N,78.287,W
442200,0250Z,24,AUG,25.452,N,78.339,W
442800,0300Z,24,AUG,25.453,N,78.391,W
443400,0310Z,24,AUG,25.453,N,78.443,W
444000,0320Z,24,AUG,25.453,N,78.495,W
444600,0330Z,24,AUG,25.453,N,78.547,W
445200,0340Z,24,AUG,25.453,N,78.6,W
445800,0350Z,24,AUG,25.453,N,78.652,W
446400,0400Z,24,AUG,25.453,N,78.705,W
447000,0410Z,24,AUG,25.453,N,78.757,W
447600,0420Z,24,AUG,25.454,N,78.81,W
448200,0430Z,24,AUG,25.454,N,78.863,W
448800,0440Z,24,AUG,25.454,N,78.916,W
449400,0450Z,24,AUG,25.454,N,78.969,W
450000,0500Z,24,AUG,25.454,N,79.022,W
450600,0510Z,24,AUG,25.454,N,79.076,W
451200,0520Z,24,AUG,25.454,N,79.129,W
451800,0530Z,24,AUG,25.455,N,79.182,W
452400,0540Z,24,AUG,25.455,N,79.236,W
453000,0550Z,24,AUG,25.455,N,79.289,W
453600,0600Z,24,AUG,25.455,N,79.343,W
454200,0610Z,24,AUG,25.456,N,79.396,W
454800,0620Z,24,AUG,25.456,N,79.45,W
455400,0630Z,24,AUG,25.457,N,79.504,W
456000,0640Z,24,AUG,25.457,N,79.557,W
456600,0650Z,24,AUG,25.458,N,79.611,W
457200,0700Z,24,AUG,25.458,N,79.665,W
457800,0710Z,24,AUG,25.459,N,79.719,W
458400,0720Z,24,AUG,25.46,N,79.773,W
459000,0730Z,24,AUG,25.461,N,79.827,W
459600,0740Z,24,AUG,25.462,N,79.881,W
460200,0750Z,24,AUG,25.463,N,79.934,W
460800,0800Z,24,AUG,25.464,N,79.988,W
461400,0810Z,24,AUG,25.465,N,80.042,W
462000,0820Z,24,AUG,25.466,N,80.096,W
462600,0830Z,24,AUG,25.467,N,80.15,W
463200,0840Z,24,AUG,25.469,N,80.204,W
463800,0850Z,24,AUG,25.471,N,80.258,W
464400,0900Z,24,AUG,25.472,N,80.312,W
465000,0910Z,24,AUG,25.474,N,80.366,W
465600,0920Z,24,AUG,25.476,N,80.42,W
466200,0930Z,24,AUG,25.478,N,80.474,W
466800,0940Z,24,AUG,25.48,N,80.528,W
467400,0950Z,24,AUG,25.482,N,80.581,W
468000,1000Z,24,AUG,25.485,N,80.635,W
468600,1010Z,24,AUG,25.487,N,80.689,W
469200,1020Z,24,AUG,25.49,N,80.742,W
469800,1030Z,24,AUG,25.493,N,80.796,W
470400,1040Z,24,AUG,25.496,N,80.85,W
471000,1050Z,24,AUG,25.499,N,80.903,W
471600,1100Z,24,AUG,25.502,N,80.957,W
472200,1110Z,24,AUG,25.506,N,81.01,W
472800,1120Z,24,AUG,25.509,N,81.063,W
473400,1130Z,24,AUG,25.513,N,81.117,W
474000,1140Z,24,AUG,25.517,N,81.17,W
474600,1150Z,24,AUG,25.521,N,81.223,W
475200,1200Z,24,AUG,25.525,N,81.276,W
475800,1210Z,24,AUG,25.53,N,81.329,W
476400,1220Z,24,AUG,25.534,N,81.382,W
477000,1230Z,24,AUG,25.539,N,81.435,W
477600,1240Z,24,AUG,25.544,N,81.488,W
478200,1250Z,24,AUG,25.549,N,81.54,W
478800,1300Z,24,AUG,25.554,N,81.593,W
479400,1310Z,24,AUG,25.559,N,81.646,W
480000,1320Z,24,AUG,25.565,N,81.698,W
480600,1330Z,24,AUG,25.57,N,81.751,W
481200,1340Z,24,AUG,25.576,N,81.803,W
481800,1350Z,24,AUG,25.582,N,81.856,W
482400,1400Z,24,AUG,25.588,N,81.908,W
483000,1410Z,24,AUG,25.594,N,81.96,W
483600,1420Z,24,AUG,25.601,N,82.013,W
484200,1430Z,24,AUG,25.607,N,82.065,W
484800,1440Z,24,AUG,25.614,N,82.117,W
485400,1450Z,24,AUG,25.621,N,82.169,W
486000,1500Z,24,AUG,25.628,N,82.221,W
486600,1510Z,24,AUG,25.635,N,82.273,W
487200,1520Z,24,AUG,25.642,N,82.325,W
487800,1530Z,24,AUG,25.649,N,82.377,W
488400,1540Z,24,AUG,25.657,N,82.429,W
489000,1550Z,24,AUG,25.665,N,82.481,W
489600,1600Z,24,AUG,25.672,N,82.533,W
490200,1610Z,24,AUG,25.68,N,82.585,W
490800,1620Z,24,AUG,25.688,N,82.637,W
491400,1630Z,24,AUG,25.696,N,82.689,W
492000,1640Z,24,AUG,25.705,N,82.74,W
492600,1650Z,24,AUG,25.713,N,82.792,W
493200,1700Z,24,AUG,25.722,N,82.844,W
493800,1710Z,24,AUG,25.73,N,82.896,W
494400,1720Z,24,AUG,25.739,N,82.947,W
495000,1730Z,24,AUG,25.748,N,82.999,W
495600,1740Z,24,AUG,25.757,N,83.051,W
496200,1750Z,24,AUG,25.766,N,83.102,W
496800,1800Z,24,AUG,25.775,N,83.154,W
497400,1810Z,24,AUG,25.785,N,83.205,W
498000,1820Z,24,AUG,25.794,N,83.257,W
498600,1830Z,24,AUG,25.804,N,83.309,W
499200,1840Z,24,AUG,25.813,N,83.36,W
499800,1850Z,24,AUG,25.823,N,83.412,W
500400,1900Z,24,AUG,25.833,N,83.463,W
501000,1910Z,24,AUG,25.843,N,83.515,W
501600,1920Z,24,AUG,25.853,N,83.566,W
502200,1930Z,24,AUG,25.864,N,83.618,W
502800,1940Z,24,AUG,25.874,N,83.669,W
503400,1950Z,24,AUG,25.885,N,83.721,W
504000,2000Z,24,AUG,25.895,N,83.773,W
504600,2010Z,24,AUG,25.906,N,83.824,W
505200,2020Z,24,AUG,25.917,N,83.876,W
505800,2030Z,24,AUG,25.927,N,83.927,W
506400,2040Z,24,AUG,25.938,N,83.979,W
507000,2050Z,24,AUG,25.949,N,84.031,W
507600,2100Z,24,AUG,25.961,N,84.082,W
508200,2110Z,24,AUG,25.972,N,84.134,W
508800,2120Z,24,AUG,25.983,N,84.185,W
509400,2130Z,24,AUG,25.995,N,84.237,W
510000,2140Z,24,AUG,26.006,N,84.289,W
510600,2150Z,24,AUG,26.018,N,84.341,W
511200,2200Z,24,AUG,26.029,N,84.392,W
511800,2210Z,24,AUG,26.041,N,84.444,W
512400,2220Z,24,AUG,26.053,N,84.496,W
513000,2230Z,24,AUG,26.065,N,84.548,W
513600,2240Z,24,AUG,26.077,N,84.599,W
514200,2250Z,24,AUG,26.089,N,84.651,W
514800,2300Z,24,AUG,26.101,N,84.703,W
515400,2310Z,24,AUG,26.114,N,84.755,W
516000,2320Z,24,AUG,26.126,N,84.807,W
516600,2330Z,24,AUG,26.139,N,84.859,W
517200,2340Z,24,AUG,26.151,N,84.911,W
517800,2350Z,24,AUG,26.164,N,84.962,W
518400,0000Z,25,AUG,26.176,N,85.014,W
519000,0010Z,25,AUG,26.189,N,85.066,W
519600,0020Z,25,AUG,26.202,N,85.118,W
520200,0030Z,25,AUG,26.215,N,85.17,W
520800,0040Z,25,AUG,26.228,N,85.221,W
521400,0050Z,25,AUG,26.241,N,85.273,W
522000,0100Z,25,AUG,26.254,N,85.325,W
522600,0110Z,25,AUG,26.267,N,85.376,W
523200,0120Z,25,AUG,26.281,N,85.428,W
523800,0130Z,25,AUG,26.294,N,85.479,W
524400,0140Z,25,AUG,26.307,N,85.531,W
525000,0150Z,25,AUG,26.321,N,85.582,W
525600,0200Z,25,AUG,26.335,N,85.633,W
526200,0210Z,25,AUG,26.348,N,85.685,W
526800,0220Z,25,AUG,26.362,N,85.736,W
527400,0230Z,25,AUG,26.376,N,85.787,W
528000,0240Z,25,AUG,26.39,N,85.838,W
528600,0250Z,25,AUG,26.403,N,85.889,W
529200,0300Z,25,AUG,26.417,N,85.94,W
529800,0310Z,25,AUG,26.431,N,85.99,W
530400,0320Z,25,AUG,26.446,N,86.041,W
531000,0330Z,25,AUG,26.46,N,86.091,W
531600,0340Z,25,AUG,26.474,N,86.142,W
532200,0350Z,25,AUG,26.488,N,86.192,W
532800,0400Z,25,AUG,26.503,N,86.242,W
533400,0410Z,25,AUG,26.517,N,86.292,W
534000,0420Z,25,AUG,26.531,N,86.342,W
534600,0430Z,25,AUG,26.546,N,86.392,W
535200,0440Z,25,AUG,26.561,N,86.441,W
535800,0450Z,25,AUG,26.575,N,86.491,W
536400,0500Z,25,AUG,26.59,N,86.54,W
537000,0510Z,25,AUG,26.605,N,86.589,W
537600,0520Z,25,AUG,26.619,N,86.638,W
538200,0530Z,25,AUG,26.634,N,86.687,W
538800,0540Z,25,AUG,26.649,N,86.736,W
539400,0550Z,25,AUG,26.664,N,86.784,W
540000,0600Z,25,AUG,26.679,N,86.832,W
540600,0610Z,25,AUG,26.694,N,86.881,W
541200,0620Z,25,AUG,26.709,N,86.929,W
541800,0630Z,25,AUG,26.725,N,86.976,W
542400,0640Z,25,AUG,26.74,N,87.024,W
543000,0650Z,25,AUG,26.755,N,87.071,W
543600,0700Z,25,AUG,26.77,N,87.118,W
544200,0710Z,25,AUG,26.786,N,87.165,W
544800,0720Z,25,AUG,26.801,N,87.212,W
545400,0730Z,25,AUG,26.817,N,87.259,W
546000,0740Z,25,AUG,26.832,N,87.305,W
546600,0750Z,25,AUG,26.848,N,87.351,W
547200,0800Z,25,AUG,26.863,N,87.397,W
547800,0810Z,25,AUG,26.879,N,87.442,W
548400,0820Z,25,AUG,26.895,N,87.488,W
549000,0830Z,25,AUG,26.91,N,87.533,W
549600,0840Z,25,AUG,26.926,N,87.578,W
550200,0850Z,25,AUG,26.942,N,87.622,W
550800,0900Z,25,AUG,26.958,N,87.667,W
551400,0910Z,25,AUG,26.973,N,87.711,W
552000,0920Z,25,AUG,26.989,N,87.755,W
552600,0930Z,25,AUG,27.005,N,87.798,W
553200,0940Z,25,AUG,27.021,N,87.841,W
553800,0950Z,25,AUG,27.037,N,87.884,W
554400,1000Z,25,AUG,27.053,N,87.927,W
555000,1010Z,25,AUG,27.069,N,87.97,W
555600,1020Z,25,AUG,27.086,N,88.012,W
556200,1030Z,25,AUG,27.102,N,88.054,W
556800,1040Z,25,AUG,27.118,N,88.096,W
557400,1050Z,25,AUG,27.134,N,88.137,W
558000,1100Z,25,AUG,27.15,N,88.178,W
558600,1110Z,25,AUG,27.167,N,88.219,W
559200,1120Z,25,AUG,27.183,N,88.26,W
559800,1130Z,25,AUG,27.199,N,88.3,W
560400,1140Z,25,AUG,27.216,N,88.34,W
561000,1150Z,25,AUG,27.232,N,88.38,W
561600,1200Z,25,AUG,27.249,N,88.42,W
562200,1210Z,25,AUG,27.265,N,88.459,W
562800,1220Z,25,AUG,27.282,N,88.498,W
563400,1230Z,25,AUG,27.298,N,88.537,W
564000,1240Z,25,AUG,27.315,N,88.576,W
564600,1250Z,25,AUG,27.331,N,88.614,W
565200,1300Z,25,AUG,27.348,N,88.652,W
565800,1310Z,25,AUG,27.365,N,88.69,W
566400,1320Z,25,AUG,27.381,N,88.728,W
567000,1330Z,25,AUG,27.398,N,88.765,W
567600,1340Z,25,AUG,27.415,N,88.802,W
568200,1350Z,25,AUG,27.431,N,88.839,W
568800,1400Z,25,AUG,27.448,N,88.876,W
569400,1410Z,25,AUG,27.465,N,88.912,W
570000,1420Z,25,AUG,27.482,N,88.949,W
570600,1430Z,25,AUG,27.499,N,88.985,W
571200,1440Z,25,AUG,27.516,N,89.02,W
571800,1450Z,25,AUG,27.532,N,89.056,W
572400,1500Z,25,AUG,27.549,N,89.091,W
573000,1510Z,25,AUG,27.566,N,89.126,W
573600,1520Z,25,AUG,27.583,N,89.161,W
574200,1530Z,25,AUG,27.6,N,89.195,W
574800,1540Z,25,AUG,27.617,N,89.229,W
575400,1550Z,25,AUG,27.634,N,89.263,W
576000,1600Z,25,AUG,27.651,N,89.297,W
576600,1610Z,25,AUG,27.668,N,89.331,W
577200,1620Z,25,AUG,27.685,N,89.364,W
577800,1630Z,25,AUG,27.702,N,89.397,W
578400,1640Z,25,AUG,27.72,N,89.43,W
579000,1650Z,25,AUG,27.737,N,89.463,W
579600,1700Z,25,AUG,27.754,N,89.495,W
580200,1710Z,25,AUG,27.771,N,89.528,W
580800,1720Z,25,AUG,27.788,N,89.56,W
581400,1730Z,25,AUG,27.805,N,89.591,W
582000,1740Z,25,AUG,27.823,N,89.623,W
582600,1750Z,25,AUG,27.84,N,89.654,W
583200,1800Z,25,AUG,27.857,N,89.686,W
583800,1810Z,25,AUG,27.874,N,89.716,W
584400,1820Z,25,AUG,27.891,N,89.747,W
585000,1830Z,25,AUG,27.909,N,89.778,W
585600,1840Z,25,AUG,27.926,N,89.808,W
586200,1850Z,25,AUG,27.943,N,89.838,W
586800,1900Z,25,AUG,27.961,N,89.868,W
587400,1910Z,25,AUG,27.978,N,89.897,W
588000,1920Z,25,AUG,27.995,N,89.927,W
588600,1930Z,25,AUG,28.013,N,89.956,W
589200,1940Z,25,AUG,28.03,N,89.985,W
589800,1950Z,25,AUG,28.047,N,90.014,W
590400,2000Z,25,AUG,28.065,N,90.042,W
591000,2010Z,25,AUG,28.082,N,90.071,W
591600,2020Z,25,AUG,28.099,N,90.099,W
592200,2030Z,25,AUG,28.117,N,90.127,W
592800,2040Z,25,AUG,28.134,N,90.155,W
593400,2050Z,25,AUG,28.151,N,90.182,W
594000,2100Z,25,AUG,28.169,N,90.21,W
594600,2110Z,25,AUG,28.186,N,90.237,W
595200,2120Z,25,AUG,28.204,N,90.264,W
595800,2130Z,25,AUG,28.221,N,90.29,W
596400,2140Z,25,AUG,28.239,N,90.317,W
597000,2150Z,25,AUG,28.256,N,90.343,W
597600,2200Z,25,AUG,28.274,N,90.369,W
598200,2210Z,25,AUG,28.291,N,90.395,W
598800,2220Z,25,AUG,28.309,N,90.421,W
599400,2230Z,25,AUG,28.327,N,90.446,W
600000,2240Z,25,AUG,28.344,N,90.471,W
600600,2250Z,25,AUG,28.362,N,90.496,W
601200,2300Z,25,AUG,28.38,N,90.521,W
601800,2310Z,25,AUG,28.397,N,90.545,W
602400,2320Z,25,AUG,28.415,N,90.569,W
603000,2330Z,25,AUG,28.433,N,90.593,W
603600,2340Z,25,AUG,28.451,N,90.617,W
604200,2350Z,25,AUG,28.469,N,90.641,W
604800,0000Z,26,AUG,28.487,N,90.664,W
605400,0010Z,26,AUG,28.505,N,90.687,W
606000,0020Z,26,AUG,28.523,N,90.71,W
606600,0030Z,26,AUG,28.541,N,90.732,W
607200,0040Z,26,AUG,28.56,N,90.754,W
607800,0050Z,26,AUG,28.578,N,90.776,W
608400,0100Z,26,AUG,28.596,N,90.798,W
609000,0110Z,26,AUG,28.615,N,90.82,W
609600,0120Z,26,AUG,28.633,N,90.841,W
610200,0130Z,26,AUG,28.652,N,90.862,W
610800,0140Z,26,AUG,28.67,N,90.883,W
611400,0150Z,26,AUG,28.689,N,90.903,W
612000,0200Z,26,AUG,28.708,N,90.923,W
612600,0210Z,26,AUG,28.727,N,90.943,W
613200,0220Z,26,AUG,28.746,N,90.963,W
613800,0230Z,26,AUG,28.765,N,90.982,W
614400,0240Z,26,AUG,28.784,N,91.001,W
615000,0250Z,26,AUG,28.803,N,91.02,W
615600,0300Z,26,AUG,28.822,N,91.039,W
616200,0310Z,26,AUG,28.842,N,91.057,W
616800,0320Z,26,AUG,28.861,N,91.075,W
617400,0330Z,26,AUG,28.881,N,91.093,W
618000,0340Z,26,AUG,28.901,N,91.11,W
618600,0350Z,26,AUG,28.92,N,91.127,W
619200,0400Z,26,AUG,28.94,N,91.144,W
619800,0410Z,26,AUG,28.96,N,91.161,W
620400,0420Z,26,AUG,28.98,N,91.177,W
621000,0430Z,26,AUG,29,N,91.193,W
621600,0440Z,26,AUG,29.021,N,91.209,W
622200,0450Z,26,AUG,29.041,N,91.224,W
622800,0500Z,26,AUG,29.062,N,91.24,W
623400,0510Z,26,AUG,29.082,N,91.254,W
624000,0520Z,26,AUG,29.103,N,91.269,W
624600,0530Z,26,AUG,29.124,N,91.283,W
625200,0540Z,26,AUG,29.145,N,91.297,W
625800,0550Z,26,AUG,29.166,N,91.311,W
626400,0600Z,26,AUG,29.187,N,91.324,W
627000,0610Z,26,AUG,29.208,N,91.337,W
627600,0620Z,26,AUG,29.23,N,91.35,W
628200,0630Z,26,AUG,29.251,N,91.362,W
628800,0640Z,26,AUG,29.273,N,91.374,W
629400,0650Z,26,AUG,29.295,N,91.386,W
630000,0700Z,26,AUG,29.317,N,91.397,W
630600,0710Z,26,AUG,29.339,N,91.409,W
631200,0720Z,26,AUG,29.362,N,91.419,W
631800,0730Z,26,AUG,29.384,N,91.43,W
632400,0740Z,26,AUG,29.407,N,91.44,W
633000,0750Z,26,AUG,29.429,N,91.45,W
633600,0800Z,26,AUG,29.452,N,91.459,W
634200,0810Z,26,AUG,29.475,N,91.469,W
634800,0820Z,26,AUG,29.498,N,91.478,W
635400,0830Z,26,AUG,29.521,N,91.486,W
636000,0840Z,26,AUG,29.545,N,91.495,W
636600,0850Z,26,AUG,29.568,N,91.503,W
637200,0900Z,26,AUG,29.592,N,91.511,W
637800,0910Z,26,AUG,29.616,N,91.518,W
638400,0920Z,26,AUG,29.639,N,91.526,W
639000,0930Z,26,AUG,29.663,N,91.533,W
639600,0940Z,26,AUG,29.687,N,91.54,W
640200,0950Z,26,AUG,29.712,N,91.546,W
640800,1000Z,26,AUG,29.736,N,91.552,W
641400,1010Z,26,AUG,29.76,N,91.558,W
642000,1020Z,26,AUG,29.785,N,91.564,W
642600,1030Z,26,AUG,29.809,N,91.57,W
643200,1040Z,26,AUG,29.834,N,91.575,W
643800,1050Z,26,AUG,29.859,N,91.58,W
644400,1100Z,26,AUG,29.884,N,91.585,W
645000,1110Z,26,AUG,29.909,N,91.59,W
645600,1120Z,26,AUG,29.934,N,91.595,W
646200,1130Z,26,AUG,29.959,N,91.599,W
646800,1140Z,26,AUG,29.984,N,91.603,W
647400,1150Z,26,AUG,30.01,N,91.607,W
648000,1200Z,26,AUG,30.035,N,91.611,W
648600,1210Z,26,AUG,30.06,N,91.614,W
649200,1220Z,26,AUG,30.086,N,91.618,W
649800,1230Z,26,AUG,30.112,N,91.621,W
650400,1240Z,26,AUG,30.137,N,91.624,W
651000,1250Z,26,AUG,30.163,N,91.627,W
651600,1300Z,26,AUG,30.189,N,91.63,W
652200,1310Z,26,AUG,30.215,N,91.632,W
652800,1320Z,26,AUG,30.241,N,91.635,W
653400,1330Z,26,AUG,30.267,N,91.637,W
654000,1340Z,26,AUG,30.293,N,91.639,W
654600,1350Z,26,AUG,30.319,N,91.641,W
655200,1400Z,26,AUG,30.345,N,91.643,W
655800,1410Z,26,AUG,30.372,N,91.645,W
656400,1420Z,26,AUG,30.398,N,91.647,W
657000,1430Z,26,AUG,30.424,N,91.648,W
657600,1440Z,26,AUG,30.451,N,91.65,W
658200,1450Z,26,AUG,30.477,N,91.651,W
