Track,for,Joaquin,2015,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/30/2015,5:19:59,25.334,N,71.401,W,4
9/30/2015,5:21:59,25.332,N,71.405,W,4
9/30/2015,5:24:00,25.329,N,71.408,W,4
9/30/2015,5:26:00,25.327,N,71.412,W,4
9/30/2015,5:28:00,25.324,N,71.416,W,4
9/30/2015,5:30:00,25.322,N,71.42,W,4
9/30/2015,5:31:59,25.319,N,71.424,W,4
9/30/2015,5:33:59,25.317,N,71.428,W,4
9/30/2015,5:35:59,25.314,N,71.432,W,4
9/30/2015,5:38:00,25.312,N,71.436,W,4
9/30/2015,5:40:00,25.309,N,71.439,W,4
9/30/2015,5:42:00,25.307,N,71.443,W,4
9/30/2015,5:44:00,25.304,N,71.447,W,4
9/30/2015,5:45:59,25.302,N,71.451,W,4
9/30/2015,5:47:59,25.299,N,71.455,W,4
9/30/2015,5:49:59,25.297,N,71.459,W,4
9/30/2015,5:51:59,25.294,N,71.463,W,4
9/30/2015,5:54:00,25.291,N,71.467,W,4
9/30/2015,5:56:00,25.289,N,71.471,W,4
9/30/2015,5:58:00,25.286,N,71.475,W,4
9/30/2015,6:00:00,25.284,N,71.479,W,4
9/30/2015,6:01:59,25.281,N,71.483,W,4
9/30/2015,6:03:59,25.279,N,71.487,W,4
9/30/2015,6:05:59,25.276,N,71.491,W,4
9/30/2015,6:08:00,25.274,N,71.495,W,4
9/30/2015,6:10:00,25.271,N,71.499,W,4
9/30/2015,6:12:00,25.269,N,71.503,W,4
9/30/2015,6:14:00,25.266,N,71.507,W,4
9/30/2015,6:15:59,25.264,N,71.511,W,4
9/30/2015,6:17:59,25.261,N,71.515,W,4
9/30/2015,6:19:59,25.259,N,71.519,W,4
9/30/2015,6:21:59,25.256,N,71.523,W,4
9/30/2015,6:24:00,25.254,N,71.527,W,4
9/30/2015,6:26:00,25.251,N,71.531,W,4
9/30/2015,6:28:00,25.249,N,71.535,W,4
9/30/2015,6:30:00,25.246,N,71.539,W,4
9/30/2015,6:31:59,25.243,N,71.543,W,4
9/30/2015,6:33:59,25.241,N,71.547,W,4
9/30/2015,6:35:59,25.238,N,71.551,W,4
9/30/2015,6:38:00,25.236,N,71.555,W,4
9/30/2015,6:40:00,25.233,N,71.56,W,4
9/30/2015,6:42:00,25.231,N,71.564,W,4
9/30/2015,6:44:00,25.228,N,71.568,W,4
9/30/2015,6:45:59,25.226,N,71.572,W,4
9/30/2015,6:47:59,25.223,N,71.576,W,4
9/30/2015,6:49:59,25.221,N,71.58,W,4
9/30/2015,6:51:59,25.218,N,71.584,W,4
9/30/2015,6:54:00,25.215,N,71.588,W,4
9/30/2015,6:56:00,25.213,N,71.593,W,4
9/30/2015,6:58:00,25.21,N,71.597,W,4
9/30/2015,7:00:00,25.208,N,71.601,W,4
9/30/2015,7:01:59,25.205,N,71.605,W,4
9/30/2015,7:03:59,25.203,N,71.609,W,4
9/30/2015,7:05:59,25.2,N,71.613,W,4
9/30/2015,7:08:00,25.198,N,71.618,W,4
9/30/2015,7:10:00,25.195,N,71.622,W,4
9/30/2015,7:12:00,25.192,N,71.626,W,4
9/30/2015,7:14:00,25.19,N,71.63,W,4
9/30/2015,7:15:59,25.187,N,71.634,W,4
9/30/2015,7:17:59,25.185,N,71.639,W,4
9/30/2015,7:19:59,25.182,N,71.643,W,4
9/30/2015,7:21:59,25.18,N,71.647,W,4
9/30/2015,7:24:00,25.177,N,71.651,W,4
9/30/2015,7:26:00,25.174,N,71.656,W,4
9/30/2015,7:28:00,25.172,N,71.66,W,4
9/30/2015,7:30:00,25.169,N,71.664,W,4
9/30/2015,7:31:59,25.167,N,71.668,W,4
9/30/2015,7:33:59,25.164,N,71.673,W,4
9/30/2015,7:35:59,25.162,N,71.677,W,4
9/30/2015,7:38:00,25.159,N,71.681,W,4
9/30/2015,7:40:00,25.156,N,71.685,W,4
9/30/2015,7:42:00,25.154,N,71.69,W,4
9/30/2015,7:44:00,25.151,N,71.694,W,4
9/30/2015,7:45:59,25.149,N,71.698,W,4
9/30/2015,7:47:59,25.146,N,71.702,W,4
9/30/2015,7:49:59,25.144,N,71.707,W,4
9/30/2015,7:51:59,25.141,N,71.711,W,4
9/30/2015,7:54:00,25.138,N,71.715,W,4
9/30/2015,7:56:00,25.136,N,71.72,W,4
9/30/2015,7:58:00,25.133,N,71.724,W,4
9/30/2015,8:00:00,25.131,N,71.728,W,4
9/30/2015,8:01:59,25.128,N,71.733,W,4
9/30/2015,8:03:59,25.125,N,71.737,W,4
9/30/2015,8:05:59,25.123,N,71.741,W,4
9/30/2015,8:08:00,25.12,N,71.746,W,4
9/30/2015,8:10:00,25.118,N,71.75,W,4
9/30/2015,8:12:00,25.115,N,71.754,W,4
9/30/2015,8:14:00,25.112,N,71.759,W,4
9/30/2015,8:15:59,25.11,N,71.763,W,4
9/30/2015,8:17:59,25.107,N,71.767,W,4
9/30/2015,8:19:59,25.105,N,71.772,W,4
9/30/2015,8:21:59,25.102,N,71.776,W,4
9/30/2015,8:24:00,25.099,N,71.781,W,4
9/30/2015,8:26:00,25.097,N,71.785,W,4
9/30/2015,8:28:00,25.094,N,71.789,W,4
9/30/2015,8:30:00,25.092,N,71.794,W,4
9/30/2015,8:31:59,25.089,N,71.798,W,4
9/30/2015,8:33:59,25.086,N,71.802,W,4
9/30/2015,8:35:59,25.084,N,71.807,W,4
9/30/2015,8:38:00,25.081,N,71.811,W,4
9/30/2015,8:40:00,25.079,N,71.816,W,4
9/30/2015,8:42:00,25.076,N,71.82,W,4
9/30/2015,8:44:00,25.073,N,71.825,W,4
9/30/2015,8:45:59,25.071,N,71.829,W,4
9/30/2015,8:47:59,25.068,N,71.833,W,4
9/30/2015,8:49:59,25.066,N,71.838,W,4
9/30/2015,8:51:59,25.063,N,71.842,W,4
9/30/2015,8:54:00,25.06,N,71.847,W,4
9/30/2015,8:56:00,25.058,N,71.851,W,4
9/30/2015,8:58:00,25.055,N,71.856,W,4
9/30/2015,9:00:00,25.053,N,71.86,W,4
9/30/2015,9:01:59,25.05,N,71.864,W,4
9/30/2015,9:03:59,25.047,N,71.869,W,4
9/30/2015,9:05:59,25.045,N,71.873,W,4
9/30/2015,9:08:00,25.042,N,71.878,W,4
9/30/2015,9:10:00,25.039,N,71.882,W,4
9/30/2015,9:12:00,25.037,N,71.887,W,4
9/30/2015,9:14:00,25.034,N,71.891,W,4
9/30/2015,9:15:59,25.032,N,71.896,W,4
9/30/2015,9:17:59,25.029,N,71.9,W,4
9/30/2015,9:19:59,25.026,N,71.905,W,4
9/30/2015,9:21:59,25.024,N,71.909,W,4
9/30/2015,9:24:00,25.021,N,71.914,W,4
9/30/2015,9:26:00,25.019,N,71.918,W,4
9/30/2015,9:28:00,25.016,N,71.923,W,4
9/30/2015,9:30:00,25.013,N,71.927,W,4
9/30/2015,9:31:59,25.011,N,71.932,W,4
9/30/2015,9:33:59,25.008,N,71.936,W,4
9/30/2015,9:35:59,25.005,N,71.941,W,4
9/30/2015,9:38:00,25.003,N,71.945,W,4
9/30/2015,9:40:00,25,N,71.95,W,4
9/30/2015,9:42:00,24.998,N,71.954,W,4
9/30/2015,9:44:00,24.995,N,71.959,W,4
9/30/2015,9:45:59,24.992,N,71.963,W,4
9/30/2015,9:47:59,24.99,N,71.968,W,4
9/30/2015,9:49:59,24.987,N,71.972,W,4
9/30/2015,9:51:59,24.984,N,71.977,W,4
9/30/2015,9:54:00,24.982,N,71.981,W,4
9/30/2015,9:56:00,24.979,N,71.986,W,4
9/30/2015,9:58:00,24.977,N,71.991,W,4
9/30/2015,10:00:00,24.974,N,71.995,W,4
9/30/2015,10:01:59,24.971,N,72,W,4
9/30/2015,10:03:59,24.969,N,72.004,W,4
9/30/2015,10:05:59,24.966,N,72.009,W,4
9/30/2015,10:08:00,24.963,N,72.013,W,4
9/30/2015,10:10:00,24.961,N,72.018,W,4
9/30/2015,10:12:00,24.958,N,72.022,W,4
9/30/2015,10:14:00,24.955,N,72.027,W,4
9/30/2015,10:15:59,24.953,N,72.032,W,4
9/30/2015,10:17:59,24.95,N,72.036,W,4
9/30/2015,10:19:59,24.948,N,72.041,W,4
9/30/2015,10:21:59,24.945,N,72.045,W,4
9/30/2015,10:24:00,24.942,N,72.05,W,4
9/30/2015,10:26:00,24.94,N,72.054,W,4
9/30/2015,10:28:00,24.937,N,72.059,W,4
9/30/2015,10:30:00,24.934,N,72.064,W,4
9/30/2015,10:31:59,24.932,N,72.068,W,4
9/30/2015,10:33:59,24.929,N,72.073,W,4
9/30/2015,10:35:59,24.926,N,72.077,W,4
9/30/2015,10:38:00,24.924,N,72.082,W,4
9/30/2015,10:40:00,24.921,N,72.087,W,4
9/30/2015,10:42:00,24.919,N,72.091,W,4
9/30/2015,10:44:00,24.916,N,72.096,W,4
9/30/2015,10:45:59,24.913,N,72.1,W,4
9/30/2015,10:47:59,24.911,N,72.105,W,4
9/30/2015,10:48:26,24.91,N,72.106,W,4
9/30/2015,10:50:26,24.907,N,72.111,W,4
9/30/2015,10:52:27,24.905,N,72.116,W,4
9/30/2015,10:54:27,24.902,N,72.121,W,4
9/30/2015,10:56:27,24.899,N,72.125,W,4
9/30/2015,10:58:27,24.897,N,72.13,W,4
9/30/2015,11:00:26,24.894,N,72.135,W,4
9/30/2015,11:02:26,24.891,N,72.14,W,4
9/30/2015,11:04:26,24.889,N,72.145,W,4
9/30/2015,11:06:26,24.886,N,72.15,W,4
9/30/2015,11:08:27,24.884,N,72.154,W,4
9/30/2015,11:10:27,24.881,N,72.159,W,4
9/30/2015,11:12:27,24.878,N,72.164,W,4
9/30/2015,11:14:26,24.876,N,72.169,W,4
9/30/2015,11:16:26,24.873,N,72.173,W,4
9/30/2015,11:18:26,24.87,N,72.178,W,4
9/30/2015,11:20:26,24.868,N,72.183,W,4
9/30/2015,11:22:27,24.865,N,72.188,W,4
9/30/2015,11:24:27,24.862,N,72.192,W,4
9/30/2015,11:26:27,24.86,N,72.197,W,4
9/30/2015,11:28:27,24.857,N,72.202,W,4
9/30/2015,11:30:26,24.854,N,72.207,W,4
9/30/2015,11:32:26,24.852,N,72.211,W,4
9/30/2015,11:34:26,24.849,N,72.216,W,4
9/30/2015,11:36:26,24.846,N,72.221,W,4
9/30/2015,11:38:27,24.844,N,72.225,W,4
9/30/2015,11:40:27,24.841,N,72.23,W,4
9/30/2015,11:42:27,24.839,N,72.234,W,4
9/30/2015,11:44:26,24.836,N,72.239,W,4
9/30/2015,11:46:26,24.833,N,72.244,W,4
9/30/2015,11:48:26,24.831,N,72.248,W,4
9/30/2015,11:50:26,24.828,N,72.253,W,4
9/30/2015,11:52:27,24.825,N,72.257,W,4
9/30/2015,11:54:27,24.823,N,72.262,W,4
9/30/2015,11:56:27,24.82,N,72.266,W,4
9/30/2015,11:58:27,24.817,N,72.271,W,4
9/30/2015,12:00:26,24.815,N,72.276,W,4
9/30/2015,12:02:26,24.812,N,72.28,W,4
9/30/2015,12:04:26,24.809,N,72.285,W,4
9/30/2015,12:06:26,24.807,N,72.289,W,4
9/30/2015,12:08:27,24.804,N,72.293,W,4
9/30/2015,12:10:27,24.801,N,72.298,W,4
9/30/2015,12:12:27,24.799,N,72.302,W,4
9/30/2015,12:14:26,24.796,N,72.307,W,4
9/30/2015,12:16:26,24.793,N,72.311,W,4
9/30/2015,12:18:26,24.791,N,72.316,W,4
9/30/2015,12:20:26,24.788,N,72.32,W,4
9/30/2015,12:22:27,24.786,N,72.324,W,4
9/30/2015,12:24:27,24.783,N,72.329,W,4
9/30/2015,12:26:27,24.78,N,72.333,W,4
9/30/2015,12:27:22,24.779,N,72.335,W,4
9/30/2015,12:29:22,24.776,N,72.339,W,4
9/30/2015,12:31:21,24.774,N,72.344,W,4
9/30/2015,12:33:21,24.771,N,72.348,W,4
9/30/2015,12:35:21,24.768,N,72.353,W,4
9/30/2015,12:37:21,24.766,N,72.357,W,4
9/30/2015,12:39:22,24.763,N,72.361,W,4
9/30/2015,12:41:22,24.761,N,72.366,W,4
9/30/2015,12:43:22,24.758,N,72.37,W,4
9/30/2015,12:45:22,24.755,N,72.374,W,4
9/30/2015,12:47:21,24.753,N,72.379,W,4
9/30/2015,12:49:21,24.75,N,72.383,W,4
9/30/2015,12:51:21,24.747,N,72.387,W,4
9/30/2015,12:53:22,24.745,N,72.392,W,4
9/30/2015,12:55:22,24.742,N,72.396,W,4
9/30/2015,12:57:22,24.739,N,72.4,W,4
9/30/2015,12:59:22,24.737,N,72.404,W,4
9/30/2015,13:01:21,24.734,N,72.409,W,4
9/30/2015,13:03:21,24.732,N,72.413,W,4
9/30/2015,13:05:21,24.729,N,72.417,W,4
9/30/2015,13:07:21,24.726,N,72.421,W,4
9/30/2015,13:09:22,24.724,N,72.425,W,4
9/30/2015,13:11:22,24.721,N,72.429,W,4
9/30/2015,13:13:22,24.718,N,72.433,W,4
9/30/2015,13:15:22,24.716,N,72.438,W,4
9/30/2015,13:17:21,24.713,N,72.442,W,4
9/30/2015,13:19:21,24.711,N,72.446,W,4
9/30/2015,13:21:21,24.708,N,72.45,W,4
9/30/2015,13:23:22,24.705,N,72.454,W,4
9/30/2015,13:25:22,24.703,N,72.458,W,4
9/30/2015,13:27:22,24.7,N,72.462,W,4
9/30/2015,13:29:22,24.698,N,72.466,W,4
9/30/2015,13:31:21,24.695,N,72.47,W,4
9/30/2015,13:33:21,24.692,N,72.474,W,4
9/30/2015,13:35:21,24.69,N,72.477,W,4
9/30/2015,13:37:21,24.687,N,72.481,W,4
9/30/2015,13:39:22,24.684,N,72.485,W,4
9/30/2015,13:41:22,24.682,N,72.489,W,4
9/30/2015,13:43:22,24.679,N,72.493,W,4
9/30/2015,13:45:22,24.677,N,72.497,W,4
9/30/2015,13:47:21,24.674,N,72.5,W,4
9/30/2015,13:49:21,24.671,N,72.504,W,4
9/30/2015,13:51:21,24.669,N,72.508,W,4
9/30/2015,13:53:22,24.666,N,72.512,W,4
9/30/2015,13:55:22,24.664,N,72.515,W,4
9/30/2015,13:57:22,24.661,N,72.519,W,4
9/30/2015,13:59:22,24.658,N,72.523,W,4
9/30/2015,14:01:21,24.656,N,72.526,W,4
9/30/2015,14:03:21,24.653,N,72.53,W,4
9/30/2015,14:05:21,24.651,N,72.534,W,4
9/30/2015,14:07:21,24.648,N,72.537,W,4
9/30/2015,14:09:22,24.645,N,72.541,W,4
9/30/2015,14:11:22,24.643,N,72.544,W,4
9/30/2015,14:13:22,24.64,N,72.548,W,4
9/30/2015,14:15:22,24.638,N,72.551,W,4
9/30/2015,14:17:21,24.635,N,72.555,W,4
9/30/2015,14:19:21,24.632,N,72.558,W,4
9/30/2015,14:21:21,24.63,N,72.561,W,4
9/30/2015,14:23:22,24.627,N,72.565,W,4
9/30/2015,14:25:22,24.625,N,72.568,W,4
9/30/2015,14:27:22,24.622,N,72.571,W,4
9/30/2015,14:29:22,24.62,N,72.575,W,4
9/30/2015,14:31:21,24.617,N,72.578,W,4
9/30/2015,14:33:21,24.614,N,72.581,W,4
9/30/2015,14:35:21,24.612,N,72.584,W,4
9/30/2015,14:37:21,24.609,N,72.588,W,4
9/30/2015,14:39:22,24.607,N,72.591,W,4
9/30/2015,14:41:22,24.604,N,72.594,W,4
9/30/2015,14:43:22,24.601,N,72.597,W,4
9/30/2015,14:45:22,24.599,N,72.6,W,4
9/30/2015,14:47:21,24.596,N,72.603,W,4
9/30/2015,14:49:21,24.594,N,72.606,W,4
9/30/2015,14:51:21,24.591,N,72.609,W,4
9/30/2015,14:53:22,24.589,N,72.612,W,4
9/30/2015,14:55:22,24.586,N,72.615,W,4
9/30/2015,14:57:22,24.583,N,72.618,W,4
9/30/2015,14:59:22,24.581,N,72.621,W,4
9/30/2015,15:01:21,24.578,N,72.624,W,4
9/30/2015,15:03:21,24.576,N,72.626,W,4
9/30/2015,15:05:21,24.573,N,72.629,W,4
9/30/2015,15:07:21,24.571,N,72.632,W,4
9/30/2015,15:09:22,24.568,N,72.635,W,4
9/30/2015,15:11:22,24.566,N,72.637,W,4
9/30/2015,15:13:22,24.563,N,72.64,W,4
9/30/2015,15:15:22,24.56,N,72.643,W,4
9/30/2015,15:17:21,24.558,N,72.645,W,4
9/30/2015,15:19:21,24.555,N,72.648,W,4
9/30/2015,15:21:21,24.553,N,72.65,W,4
9/30/2015,15:23:22,24.55,N,72.653,W,4
9/30/2015,15:25:22,24.548,N,72.655,W,4
9/30/2015,15:27:22,24.545,N,72.658,W,4
9/30/2015,15:29:22,24.543,N,72.66,W,4
9/30/2015,15:31:21,24.54,N,72.662,W,4
9/30/2015,15:33:21,24.538,N,72.665,W,4
9/30/2015,15:35:21,24.535,N,72.667,W,4
9/30/2015,15:37:21,24.533,N,72.669,W,4
9/30/2015,15:39:22,24.53,N,72.671,W,4
9/30/2015,15:41:22,24.527,N,72.674,W,4
9/30/2015,15:43:22,24.525,N,72.676,W,4
9/30/2015,15:45:22,24.522,N,72.678,W,4
9/30/2015,15:47:21,24.52,N,72.68,W,4
9/30/2015,15:49:21,24.517,N,72.682,W,4
9/30/2015,15:51:21,24.515,N,72.684,W,4
9/30/2015,15:53:22,24.512,N,72.686,W,4
9/30/2015,15:55:22,24.51,N,72.688,W,4
9/30/2015,15:57:22,24.507,N,72.69,W,4
9/30/2015,15:59:22,24.505,N,72.692,W,4
9/30/2015,16:01:22,24.502,N,72.694,W,4
9/30/2015,16:03:22,24.5,N,72.695,W,4
9/30/2015,16:05:22,24.497,N,72.697,W,4
9/30/2015,16:07:22,24.495,N,72.699,W,4
9/30/2015,16:09:22,24.492,N,72.701,W,4
9/30/2015,16:11:22,24.49,N,72.702,W,4
9/30/2015,16:13:22,24.487,N,72.704,W,4
9/30/2015,16:15:22,24.485,N,72.706,W,4
9/30/2015,16:17:21,24.482,N,72.707,W,4
9/30/2015,16:19:21,24.48,N,72.709,W,4
9/30/2015,16:21:21,24.477,N,72.711,W,4
9/30/2015,16:23:21,24.475,N,72.712,W,4
9/30/2015,16:25:21,24.472,N,72.714,W,4
9/30/2015,16:27:21,24.47,N,72.715,W,4
9/30/2015,16:29:21,24.467,N,72.717,W,4
9/30/2015,16:31:22,24.465,N,72.718,W,4
9/30/2015,16:33:22,24.462,N,72.719,W,4
9/30/2015,16:35:22,24.46,N,72.721,W,4
9/30/2015,16:37:22,24.457,N,72.722,W,4
9/30/2015,16:39:22,24.455,N,72.723,W,4
9/30/2015,16:41:22,24.452,N,72.725,W,4
9/30/2015,16:43:22,24.45,N,72.726,W,4
9/30/2015,16:45:22,24.447,N,72.727,W,4
9/30/2015,16:47:21,24.445,N,72.728,W,4
9/30/2015,16:49:21,24.442,N,72.73,W,4
9/30/2015,16:51:21,24.44,N,72.731,W,4
9/30/2015,16:53:21,24.437,N,72.732,W,4
9/30/2015,16:55:21,24.435,N,72.733,W,4
9/30/2015,16:57:21,24.432,N,72.734,W,4
9/30/2015,16:59:21,24.43,N,72.735,W,4
9/30/2015,17:01:22,24.427,N,72.736,W,4
9/30/2015,17:03:22,24.425,N,72.737,W,4
9/30/2015,17:05:22,24.422,N,72.738,W,4
9/30/2015,17:07:22,24.42,N,72.739,W,4
9/30/2015,17:09:22,24.417,N,72.74,W,4
9/30/2015,17:11:22,24.415,N,72.741,W,4
9/30/2015,17:13:22,24.412,N,72.742,W,4
9/30/2015,17:15:22,24.41,N,72.743,W,4
9/30/2015,17:17:21,24.407,N,72.744,W,4
9/30/2015,17:19:21,24.405,N,72.745,W,4
9/30/2015,17:21:21,24.402,N,72.746,W,4
9/30/2015,17:23:21,24.4,N,72.747,W,4
9/30/2015,17:25:21,24.397,N,72.748,W,4
9/30/2015,17:27:21,24.395,N,72.748,W,4
9/30/2015,17:29:21,24.393,N,72.749,W,4
9/30/2015,17:31:22,24.39,N,72.75,W,4
9/30/2015,17:33:22,24.388,N,72.751,W,4
9/30/2015,17:35:22,24.385,N,72.752,W,4
9/30/2015,17:37:22,24.383,N,72.752,W,4
9/30/2015,17:39:22,24.38,N,72.753,W,4
9/30/2015,17:41:22,24.378,N,72.754,W,4
9/30/2015,17:43:22,24.375,N,72.754,W,4
9/30/2015,17:45:22,24.373,N,72.755,W,4
9/30/2015,17:47:21,24.37,N,72.756,W,4
9/30/2015,17:49:21,24.368,N,72.756,W,4
9/30/2015,17:51:21,24.365,N,72.757,W,4
9/30/2015,17:53:21,24.363,N,72.758,W,4
9/30/2015,17:55:21,24.36,N,72.758,W,4
9/30/2015,17:57:21,24.358,N,72.759,W,4
9/30/2015,17:59:21,24.355,N,72.76,W,4
9/30/2015,18:01:22,24.353,N,72.76,W,4
9/30/2015,18:03:22,24.35,N,72.761,W,4
9/30/2015,18:05:22,24.348,N,72.761,W,4
9/30/2015,18:07:22,24.345,N,72.762,W,4
9/30/2015,18:09:22,24.343,N,72.762,W,4
9/30/2015,18:11:22,24.34,N,72.763,W,4
9/30/2015,18:13:22,24.338,N,72.763,W,4
9/30/2015,18:15:22,24.335,N,72.764,W,4
9/30/2015,18:17:21,24.333,N,72.764,W,4
9/30/2015,18:19:21,24.33,N,72.765,W,4
9/30/2015,18:21:21,24.328,N,72.766,W,4
9/30/2015,18:23:21,24.325,N,72.766,W,4
9/30/2015,18:25:21,24.323,N,72.766,W,4
9/30/2015,18:27:21,24.32,N,72.767,W,4
9/30/2015,18:29:21,24.318,N,72.767,W,4
9/30/2015,18:31:22,24.315,N,72.768,W,4
9/30/2015,18:33:22,24.313,N,72.768,W,4
9/30/2015,18:35:22,24.31,N,72.769,W,4
9/30/2015,18:37:22,24.308,N,72.769,W,4
9/30/2015,18:39:22,24.305,N,72.77,W,4
9/30/2015,18:41:22,24.303,N,72.77,W,4
9/30/2015,18:43:22,24.3,N,72.771,W,4
9/30/2015,18:45:22,24.298,N,72.771,W,4
9/30/2015,18:47:21,24.295,N,72.772,W,4
9/30/2015,18:49:21,24.293,N,72.772,W,4
9/30/2015,18:51:21,24.29,N,72.772,W,4
9/30/2015,18:53:21,24.288,N,72.773,W,4
9/30/2015,18:55:21,24.285,N,72.773,W,4
9/30/2015,18:57:21,24.283,N,72.774,W,4
9/30/2015,18:59:21,24.28,N,72.774,W,4
9/30/2015,19:01:22,24.278,N,72.775,W,4
9/30/2015,19:03:22,24.275,N,72.775,W,4
9/30/2015,19:05:22,24.273,N,72.775,W,4
9/30/2015,19:07:22,24.27,N,72.776,W,4
9/30/2015,19:09:22,24.268,N,72.776,W,4
9/30/2015,19:11:22,24.265,N,72.777,W,4
9/30/2015,19:13:22,24.263,N,72.777,W,4
9/30/2015,19:15:22,24.26,N,72.778,W,4
9/30/2015,19:17:21,24.258,N,72.778,W,4
9/30/2015,19:19:21,24.255,N,72.778,W,4
9/30/2015,19:21:21,24.253,N,72.779,W,4
9/30/2015,19:23:21,24.25,N,72.779,W,4
9/30/2015,19:25:21,24.248,N,72.78,W,4
9/30/2015,19:27:21,24.245,N,72.78,W,4
9/30/2015,19:29:21,24.242,N,72.781,W,4
9/30/2015,19:31:22,24.24,N,72.781,W,4
9/30/2015,19:33:22,24.237,N,72.782,W,4
9/30/2015,19:35:22,24.235,N,72.782,W,4
9/30/2015,19:37:22,24.232,N,72.783,W,4
9/30/2015,19:39:22,24.23,N,72.783,W,4
9/30/2015,19:41:22,24.227,N,72.784,W,4
9/30/2015,19:43:22,24.225,N,72.784,W,4
9/30/2015,19:45:22,24.222,N,72.785,W,4
9/30/2015,19:47:21,24.22,N,72.785,W,4
9/30/2015,19:49:21,24.217,N,72.786,W,4
9/30/2015,19:51:21,24.214,N,72.786,W,4
9/30/2015,19:53:21,24.212,N,72.787,W,4
9/30/2015,19:55:21,24.209,N,72.787,W,4
9/30/2015,19:57:21,24.207,N,72.788,W,4
9/30/2015,19:59:21,24.204,N,72.788,W,4
9/30/2015,20:01:22,24.202,N,72.789,W,4
9/30/2015,20:03:22,24.199,N,72.789,W,4
9/30/2015,20:05:22,24.196,N,72.79,W,4
9/30/2015,20:07:22,24.194,N,72.791,W,4
9/30/2015,20:09:22,24.191,N,72.791,W,4
9/30/2015,20:11:22,24.189,N,72.792,W,4
9/30/2015,20:13:22,24.186,N,72.793,W,4
9/30/2015,20:15:22,24.183,N,72.793,W,4
9/30/2015,20:17:21,24.181,N,72.794,W,4
9/30/2015,20:19:21,24.178,N,72.795,W,4
9/30/2015,20:21:21,24.176,N,72.795,W,4
9/30/2015,20:23:21,24.173,N,72.796,W,4
9/30/2015,20:25:21,24.17,N,72.797,W,4
9/30/2015,20:27:21,24.168,N,72.798,W,4
9/30/2015,20:29:21,24.165,N,72.798,W,4
9/30/2015,20:31:22,24.163,N,72.799,W,4
9/30/2015,20:33:22,24.16,N,72.8,W,4
9/30/2015,20:35:22,24.157,N,72.801,W,4
9/30/2015,20:37:22,24.155,N,72.801,W,4
9/30/2015,20:39:22,24.152,N,72.802,W,4
9/30/2015,20:41:22,24.15,N,72.803,W,4
9/30/2015,20:43:22,24.147,N,72.804,W,4
9/30/2015,20:45:22,24.144,N,72.805,W,4
9/30/2015,20:47:21,24.142,N,72.806,W,4
9/30/2015,20:49:21,24.139,N,72.807,W,4
9/30/2015,20:51:21,24.136,N,72.808,W,4
9/30/2015,20:53:21,24.134,N,72.809,W,4
9/30/2015,20:55:21,24.131,N,72.81,W,4
9/30/2015,20:57:21,24.128,N,72.811,W,4
9/30/2015,20:59:21,24.126,N,72.812,W,4
9/30/2015,21:01:22,24.123,N,72.813,W,4
9/30/2015,21:03:22,24.121,N,72.814,W,4
9/30/2015,21:05:22,24.118,N,72.815,W,4
9/30/2015,21:07:22,24.115,N,72.816,W,4
9/30/2015,21:09:22,24.113,N,72.817,W,4
9/30/2015,21:11:22,24.11,N,72.818,W,4
9/30/2015,21:13:22,24.107,N,72.819,W,4
9/30/2015,21:15:22,24.105,N,72.82,W,4
9/30/2015,21:17:21,24.102,N,72.821,W,4
9/30/2015,21:19:21,24.099,N,72.822,W,4
9/30/2015,21:21:21,24.097,N,72.823,W,4
9/30/2015,21:23:21,24.094,N,72.825,W,4
9/30/2015,21:25:21,24.091,N,72.826,W,4
9/30/2015,21:27:21,24.088,N,72.827,W,4
9/30/2015,21:29:21,24.086,N,72.828,W,4
9/30/2015,21:31:22,24.083,N,72.829,W,4
9/30/2015,21:33:22,24.08,N,72.831,W,4
9/30/2015,21:35:22,24.078,N,72.832,W,4
9/30/2015,21:37:22,24.075,N,72.833,W,4
9/30/2015,21:39:22,24.072,N,72.834,W,4
9/30/2015,21:41:22,24.07,N,72.836,W,4
9/30/2015,21:43:22,24.067,N,72.837,W,4
9/30/2015,21:45:22,24.064,N,72.838,W,4
9/30/2015,21:47:21,24.061,N,72.84,W,4
9/30/2015,21:49:21,24.059,N,72.841,W,4
9/30/2015,21:51:21,24.056,N,72.842,W,4
9/30/2015,21:53:21,24.053,N,72.844,W,4
9/30/2015,21:55:21,24.051,N,72.845,W,4
9/30/2015,21:57:21,24.048,N,72.846,W,4
9/30/2015,21:59:21,24.045,N,72.848,W,4
9/30/2015,22:01:22,24.042,N,72.849,W,4
9/30/2015,22:03:22,24.04,N,72.85,W,4
9/30/2015,22:05:22,24.037,N,72.852,W,4
9/30/2015,22:07:22,24.034,N,72.853,W,4
9/30/2015,22:09:22,24.032,N,72.855,W,4
9/30/2015,22:11:22,24.029,N,72.856,W,4
9/30/2015,22:13:22,24.026,N,72.858,W,4
9/30/2015,22:15:22,24.023,N,72.859,W,4
9/30/2015,22:17:21,24.021,N,72.861,W,4
9/30/2015,22:19:21,24.018,N,72.862,W,4
9/30/2015,22:21:21,24.015,N,72.864,W,4
9/30/2015,22:23:21,24.012,N,72.865,W,4
9/30/2015,22:25:21,24.01,N,72.867,W,4
9/30/2015,22:27:21,24.007,N,72.868,W,4
