Track,for,Joaquin,2015,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/1/2015,21:53:57,22.895,N,74.368,W,4
10/1/2015,21:55:57,22.894,N,74.368,W,4
10/1/2015,21:57:57,22.894,N,74.368,W,4
10/1/2015,21:59:57,22.894,N,74.368,W,4
10/1/2015,22:01:57,22.893,N,74.368,W,4
10/1/2015,22:03:57,22.893,N,74.369,W,4
10/1/2015,22:05:57,22.892,N,74.369,W,4
10/1/2015,22:07:56,22.892,N,74.369,W,4
10/1/2015,22:09:56,22.891,N,74.369,W,4
10/1/2015,22:11:56,22.891,N,74.37,W,4
10/1/2015,22:13:56,22.891,N,74.37,W,4
10/1/2015,22:15:56,22.89,N,74.37,W,4
10/1/2015,22:17:56,22.89,N,74.37,W,4
10/1/2015,22:19:56,22.889,N,74.371,W,4
10/1/2015,22:21:57,22.889,N,74.371,W,4
10/1/2015,22:23:57,22.888,N,74.372,W,4
10/1/2015,22:25:57,22.888,N,74.372,W,4
10/1/2015,22:27:57,22.888,N,74.372,W,4
10/1/2015,22:29:57,22.887,N,74.373,W,4
10/1/2015,22:31:57,22.887,N,74.373,W,4
10/1/2015,22:33:57,22.886,N,74.374,W,4
10/1/2015,22:35:57,22.886,N,74.374,W,4
10/1/2015,22:37:56,22.885,N,74.375,W,4
10/1/2015,22:39:56,22.885,N,74.375,W,4
10/1/2015,22:41:56,22.885,N,74.376,W,4
10/1/2015,22:43:56,22.884,N,74.376,W,4
10/1/2015,22:45:56,22.884,N,74.377,W,4
10/1/2015,22:47:56,22.883,N,74.377,W,4
10/1/2015,22:49:56,22.883,N,74.378,W,4
10/1/2015,22:51:57,22.883,N,74.379,W,4
10/1/2015,22:53:57,22.882,N,74.379,W,4
10/1/2015,22:55:57,22.882,N,74.38,W,4
10/1/2015,22:57:57,22.881,N,74.381,W,4
10/1/2015,22:59:57,22.881,N,74.381,W,4
10/1/2015,23:01:57,22.88,N,74.382,W,4
10/1/2015,23:03:57,22.88,N,74.383,W,4
10/1/2015,23:05:57,22.88,N,74.383,W,4
10/1/2015,23:07:56,22.879,N,74.384,W,4
10/1/2015,23:09:56,22.879,N,74.385,W,4
10/1/2015,23:11:56,22.878,N,74.386,W,4
10/1/2015,23:13:05,22.878,N,74.386,W,4
10/1/2015,23:15:04,22.877,N,74.386,W,4
10/1/2015,23:17:04,22.876,N,74.387,W,4
10/1/2015,23:19:04,22.876,N,74.387,W,4
10/1/2015,23:21:04,22.875,N,74.388,W,4
10/1/2015,23:23:04,22.874,N,74.388,W,4
10/1/2015,23:25:04,22.874,N,74.389,W,4
10/1/2015,23:27:04,22.873,N,74.389,W,4
10/1/2015,23:29:05,22.872,N,74.39,W,4
10/1/2015,23:31:05,22.872,N,74.391,W,4
10/1/2015,23:33:05,22.871,N,74.391,W,4
10/1/2015,23:35:05,22.87,N,74.392,W,4
10/1/2015,23:37:05,22.87,N,74.393,W,4
10/1/2015,23:39:05,22.869,N,74.393,W,4
10/1/2015,23:41:05,22.868,N,74.394,W,4
10/1/2015,23:43:05,22.868,N,74.395,W,4
10/1/2015,23:45:04,22.867,N,74.395,W,4
10/1/2015,23:47:04,22.867,N,74.396,W,4
10/1/2015,23:49:04,22.866,N,74.397,W,4
10/1/2015,23:51:04,22.866,N,74.398,W,4
10/1/2015,23:53:04,22.865,N,74.399,W,4
10/1/2015,23:55:04,22.865,N,74.4,W,4
10/1/2015,23:57:04,22.864,N,74.4,W,4
10/1/2015,23:59:05,22.864,N,74.401,W,4
10/2/2015,0:01:05,22.863,N,74.402,W,4
10/2/2015,0:03:05,22.863,N,74.403,W,4
10/2/2015,0:05:05,22.862,N,74.404,W,4
10/2/2015,0:07:05,22.862,N,74.405,W,4
10/2/2015,0:09:05,22.861,N,74.406,W,4
10/2/2015,0:11:05,22.861,N,74.407,W,4
10/2/2015,0:13:05,22.861,N,74.408,W,4
10/2/2015,0:15:04,22.86,N,74.409,W,4
10/2/2015,0:17:04,22.86,N,74.41,W,4
10/2/2015,0:19:04,22.859,N,74.412,W,4
10/2/2015,0:21:04,22.859,N,74.413,W,4
10/2/2015,0:23:04,22.859,N,74.414,W,4
10/2/2015,0:25:04,22.858,N,74.415,W,4
10/2/2015,0:27:04,22.858,N,74.416,W,4
10/2/2015,0:29:05,22.858,N,74.417,W,4
10/2/2015,0:31:05,22.857,N,74.419,W,4
10/2/2015,0:33:05,22.857,N,74.42,W,4
10/2/2015,0:35:05,22.857,N,74.421,W,4
10/2/2015,0:37:05,22.856,N,74.422,W,4
10/2/2015,0:39:05,22.856,N,74.424,W,4
10/2/2015,0:41:05,22.856,N,74.425,W,4
10/2/2015,0:43:05,22.856,N,74.426,W,4
10/2/2015,0:45:04,22.855,N,74.428,W,4
10/2/2015,0:47:04,22.855,N,74.429,W,4
10/2/2015,0:49:04,22.855,N,74.43,W,4
10/2/2015,0:51:04,22.855,N,74.432,W,4
10/2/2015,0:53:04,22.854,N,74.433,W,4
10/2/2015,0:55:04,22.854,N,74.434,W,4
10/2/2015,0:57:04,22.854,N,74.436,W,4
10/2/2015,0:59:05,22.854,N,74.437,W,4
10/2/2015,1:01:05,22.854,N,74.439,W,4
10/2/2015,1:03:05,22.854,N,74.44,W,4
10/2/2015,1:05:05,22.853,N,74.442,W,4
10/2/2015,1:07:05,22.853,N,74.443,W,4
10/2/2015,1:09:05,22.853,N,74.445,W,4
10/2/2015,1:09:29,22.853,N,74.445,W,4
10/2/2015,1:11:29,22.853,N,74.446,W,4
10/2/2015,1:13:29,22.852,N,74.448,W,4
10/2/2015,1:15:29,22.852,N,74.449,W,4
10/2/2015,1:17:29,22.851,N,74.45,W,4
10/2/2015,1:19:29,22.851,N,74.452,W,4
10/2/2015,1:21:28,22.85,N,74.453,W,4
10/2/2015,1:23:28,22.85,N,74.455,W,4
10/2/2015,1:25:28,22.85,N,74.456,W,4
10/2/2015,1:27:28,22.849,N,74.457,W,4
10/2/2015,1:29:28,22.849,N,74.459,W,4
10/2/2015,1:31:28,22.849,N,74.46,W,4
10/2/2015,1:33:28,22.848,N,74.462,W,4
10/2/2015,1:35:29,22.848,N,74.463,W,4
10/2/2015,1:37:29,22.847,N,74.465,W,4
10/2/2015,1:39:29,22.847,N,74.466,W,4
10/2/2015,1:41:29,22.847,N,74.468,W,4
10/2/2015,1:43:29,22.846,N,74.47,W,4
10/2/2015,1:45:29,22.846,N,74.471,W,4
10/2/2015,1:47:29,22.846,N,74.473,W,4
10/2/2015,1:49:29,22.846,N,74.474,W,4
10/2/2015,1:51:28,22.845,N,74.476,W,4
10/2/2015,1:53:28,22.845,N,74.478,W,4
10/2/2015,1:55:28,22.845,N,74.479,W,4
10/2/2015,1:57:28,22.845,N,74.481,W,4
10/2/2015,1:59:28,22.845,N,74.483,W,4
10/2/2015,2:01:28,22.844,N,74.484,W,4
10/2/2015,2:03:28,22.844,N,74.486,W,4
10/2/2015,2:05:29,22.844,N,74.488,W,4
10/2/2015,2:07:29,22.844,N,74.49,W,4
10/2/2015,2:09:29,22.844,N,74.491,W,4
10/2/2015,2:11:29,22.844,N,74.493,W,4
10/2/2015,2:13:29,22.844,N,74.495,W,4
10/2/2015,2:15:29,22.844,N,74.497,W,4
10/2/2015,2:17:29,22.844,N,74.499,W,4
10/2/2015,2:19:29,22.844,N,74.5,W,4
10/2/2015,2:21:28,22.844,N,74.502,W,4
10/2/2015,2:23:28,22.844,N,74.504,W,4
10/2/2015,2:25:28,22.844,N,74.506,W,4
10/2/2015,2:27:28,22.845,N,74.508,W,4
10/2/2015,2:29:28,22.845,N,74.51,W,4
10/2/2015,2:31:28,22.845,N,74.512,W,4
10/2/2015,2:33:28,22.845,N,74.514,W,4
10/2/2015,2:35:29,22.846,N,74.516,W,4
10/2/2015,2:37:29,22.846,N,74.518,W,4
10/2/2015,2:39:29,22.846,N,74.52,W,4
10/2/2015,2:41:29,22.847,N,74.522,W,4
10/2/2015,2:43:29,22.847,N,74.524,W,4
10/2/2015,2:45:29,22.848,N,74.526,W,4
10/2/2015,2:47:29,22.848,N,74.528,W,4
10/2/2015,2:49:29,22.849,N,74.53,W,4
10/2/2015,2:51:28,22.849,N,74.532,W,4
10/2/2015,2:53:28,22.85,N,74.534,W,4
10/2/2015,2:55:28,22.851,N,74.537,W,4
10/2/2015,2:57:28,22.851,N,74.539,W,4
10/2/2015,2:59:28,22.852,N,74.541,W,4
10/2/2015,2:59:32,22.852,N,74.541,W,4
10/2/2015,3:01:32,22.852,N,74.543,W,4
10/2/2015,3:03:32,22.853,N,74.545,W,4
10/2/2015,3:05:32,22.854,N,74.547,W,4
10/2/2015,3:07:32,22.854,N,74.549,W,4
10/2/2015,3:09:32,22.855,N,74.551,W,4
10/2/2015,3:11:32,22.855,N,74.553,W,4
10/2/2015,3:13:31,22.856,N,74.555,W,4
10/2/2015,3:15:31,22.857,N,74.557,W,4
10/2/2015,3:17:31,22.857,N,74.56,W,4
10/2/2015,3:19:31,22.858,N,74.562,W,4
10/2/2015,3:21:31,22.859,N,74.564,W,4
10/2/2015,3:23:31,22.86,N,74.566,W,4
10/2/2015,3:25:31,22.861,N,74.568,W,4
10/2/2015,3:27:31,22.861,N,74.57,W,4
10/2/2015,3:29:32,22.862,N,74.573,W,4
10/2/2015,3:31:32,22.863,N,74.575,W,4
10/2/2015,3:33:32,22.864,N,74.577,W,4
10/2/2015,3:35:32,22.865,N,74.58,W,4
10/2/2015,3:37:32,22.866,N,74.582,W,4
10/2/2015,3:39:32,22.867,N,74.584,W,4
10/2/2015,3:41:32,22.869,N,74.586,W,4
10/2/2015,3:43:31,22.87,N,74.589,W,4
10/2/2015,3:45:31,22.871,N,74.591,W,4
10/2/2015,3:47:31,22.872,N,74.594,W,4
10/2/2015,3:49:31,22.873,N,74.596,W,4
10/2/2015,3:51:31,22.875,N,74.598,W,4
10/2/2015,3:53:31,22.876,N,74.601,W,4
10/2/2015,3:55:31,22.878,N,74.603,W,4
10/2/2015,3:57:31,22.879,N,74.606,W,4
10/2/2015,3:59:32,22.88,N,74.608,W,4
10/2/2015,4:01:32,22.882,N,74.611,W,4
10/2/2015,4:03:32,22.884,N,74.614,W,4
10/2/2015,4:05:32,22.885,N,74.616,W,4
10/2/2015,4:07:32,22.887,N,74.619,W,4
10/2/2015,4:09:32,22.888,N,74.621,W,4
10/2/2015,4:11:32,22.89,N,74.624,W,4
10/2/2015,4:13:31,22.892,N,74.627,W,4
10/2/2015,4:15:31,22.894,N,74.629,W,4
10/2/2015,4:17:31,22.896,N,74.632,W,4
10/2/2015,4:19:31,22.898,N,74.635,W,4
10/2/2015,4:21:31,22.9,N,74.638,W,4
10/2/2015,4:23:31,22.902,N,74.64,W,4
10/2/2015,4:25:31,22.904,N,74.643,W,4
10/2/2015,4:27:31,22.906,N,74.646,W,4
10/2/2015,4:29:32,22.908,N,74.649,W,4
10/2/2015,4:31:32,22.91,N,74.652,W,4
10/2/2015,4:33:32,22.912,N,74.655,W,4
10/2/2015,4:35:32,22.915,N,74.658,W,4
10/2/2015,4:37:32,22.917,N,74.661,W,4
10/2/2015,4:39:32,22.919,N,74.664,W,4
10/2/2015,4:41:32,22.922,N,74.667,W,4
10/2/2015,4:41:41,22.922,N,74.667,W,4
10/2/2015,4:43:41,22.923,N,74.669,W,4
10/2/2015,4:45:41,22.925,N,74.671,W,4
10/2/2015,4:47:41,22.926,N,74.673,W,4
10/2/2015,4:49:41,22.927,N,74.676,W,4
10/2/2015,4:51:41,22.929,N,74.678,W,4
10/2/2015,4:53:41,22.93,N,74.68,W,4
10/2/2015,4:55:42,22.932,N,74.682,W,4
10/2/2015,4:57:42,22.933,N,74.684,W,4
10/2/2015,4:59:42,22.934,N,74.686,W,4
10/2/2015,5:01:42,22.936,N,74.688,W,4
10/2/2015,5:03:42,22.937,N,74.69,W,4
10/2/2015,5:05:42,22.938,N,74.692,W,4
10/2/2015,5:07:42,22.94,N,74.694,W,4
10/2/2015,5:09:42,22.941,N,74.695,W,4
10/2/2015,5:11:41,22.943,N,74.697,W,4
10/2/2015,5:13:41,22.944,N,74.699,W,4
10/2/2015,5:15:41,22.945,N,74.701,W,4
10/2/2015,5:17:41,22.947,N,74.703,W,4
10/2/2015,5:19:41,22.948,N,74.705,W,4
10/2/2015,5:21:41,22.949,N,74.706,W,4
10/2/2015,5:23:41,22.951,N,74.708,W,4
10/2/2015,5:25:42,22.952,N,74.71,W,4
10/2/2015,5:27:42,22.954,N,74.711,W,4
10/2/2015,5:29:42,22.955,N,74.713,W,4
10/2/2015,5:31:42,22.956,N,74.715,W,4
10/2/2015,5:33:42,22.958,N,74.716,W,4
10/2/2015,5:35:42,22.959,N,74.718,W,4
10/2/2015,5:37:42,22.96,N,74.719,W,4
10/2/2015,5:39:42,22.962,N,74.721,W,4
10/2/2015,5:41:41,22.963,N,74.722,W,4
10/2/2015,5:43:41,22.965,N,74.724,W,4
10/2/2015,5:45:41,22.966,N,74.725,W,4
10/2/2015,5:47:41,22.967,N,74.727,W,4
10/2/2015,5:49:41,22.969,N,74.728,W,4
10/2/2015,5:51:41,22.97,N,74.73,W,4
10/2/2015,5:53:41,22.972,N,74.731,W,4
10/2/2015,5:55:42,22.973,N,74.732,W,4
10/2/2015,5:57:42,22.974,N,74.733,W,4
10/2/2015,5:59:42,22.976,N,74.735,W,4
10/2/2015,6:01:42,22.977,N,74.736,W,4
10/2/2015,6:03:42,22.978,N,74.737,W,4
10/2/2015,6:05:42,22.98,N,74.738,W,4
10/2/2015,6:07:42,22.981,N,74.739,W,4
10/2/2015,6:09:42,22.983,N,74.74,W,4
10/2/2015,6:11:41,22.984,N,74.741,W,4
10/2/2015,6:13:41,22.985,N,74.742,W,4
10/2/2015,6:15:41,22.987,N,74.743,W,4
10/2/2015,6:17:41,22.988,N,74.744,W,4
10/2/2015,6:19:41,22.989,N,74.745,W,4
10/2/2015,6:21:41,22.991,N,74.746,W,4
10/2/2015,6:23:41,22.992,N,74.747,W,4
10/2/2015,6:25:42,22.994,N,74.748,W,4
10/2/2015,6:27:42,22.995,N,74.748,W,4
10/2/2015,6:29:42,22.996,N,74.749,W,4
10/2/2015,6:31:42,22.998,N,74.75,W,4
10/2/2015,6:33:42,22.999,N,74.75,W,4
10/2/2015,6:35:42,23.001,N,74.751,W,4
10/2/2015,6:37:42,23.002,N,74.752,W,4
10/2/2015,6:39:42,23.003,N,74.752,W,4
10/2/2015,6:41:41,23.005,N,74.753,W,4
10/2/2015,6:43:41,23.006,N,74.753,W,4
10/2/2015,6:45:41,23.007,N,74.754,W,4
10/2/2015,6:47:41,23.009,N,74.754,W,4
10/2/2015,6:49:41,23.01,N,74.755,W,4
10/2/2015,6:51:41,23.012,N,74.755,W,4
10/2/2015,6:53:41,23.013,N,74.755,W,4
10/2/2015,6:55:42,23.014,N,74.756,W,4
10/2/2015,6:57:42,23.016,N,74.756,W,4
10/2/2015,6:59:42,23.017,N,74.756,W,4
10/2/2015,7:01:42,23.019,N,74.757,W,4
10/2/2015,7:03:42,23.02,N,74.757,W,4
10/2/2015,7:05:42,23.022,N,74.757,W,4
10/2/2015,7:07:42,23.023,N,74.757,W,4
10/2/2015,7:09:42,23.024,N,74.757,W,4
10/2/2015,7:11:41,23.026,N,74.758,W,4
10/2/2015,7:13:41,23.027,N,74.758,W,4
10/2/2015,7:15:41,23.029,N,74.758,W,4
10/2/2015,7:17:41,23.03,N,74.758,W,4
10/2/2015,7:19:41,23.031,N,74.758,W,4
10/2/2015,7:21:41,23.033,N,74.758,W,4
10/2/2015,7:23:41,23.034,N,74.758,W,4
10/2/2015,7:25:42,23.036,N,74.758,W,4
10/2/2015,7:27:42,23.037,N,74.758,W,4
10/2/2015,7:29:42,23.039,N,74.758,W,4
10/2/2015,7:31:42,23.04,N,74.758,W,4
10/2/2015,7:33:42,23.042,N,74.758,W,4
10/2/2015,7:35:42,23.043,N,74.758,W,4
10/2/2015,7:37:42,23.044,N,74.757,W,4
10/2/2015,7:39:42,23.046,N,74.757,W,4
10/2/2015,7:41:41,23.047,N,74.757,W,4
10/2/2015,7:43:41,23.049,N,74.757,W,4
10/2/2015,7:45:41,23.05,N,74.757,W,4
10/2/2015,7:47:41,23.052,N,74.757,W,4
10/2/2015,7:49:41,23.053,N,74.756,W,4
10/2/2015,7:51:41,23.055,N,74.756,W,4
10/2/2015,7:53:41,23.056,N,74.756,W,4
10/2/2015,7:55:42,23.058,N,74.756,W,4
10/2/2015,7:57:42,23.059,N,74.755,W,4
10/2/2015,7:59:42,23.061,N,74.755,W,4
10/2/2015,8:01:42,23.062,N,74.755,W,4
10/2/2015,8:03:42,23.064,N,74.755,W,4
10/2/2015,8:05:42,23.065,N,74.754,W,4
10/2/2015,8:07:42,23.067,N,74.754,W,4
10/2/2015,8:09:42,23.069,N,74.754,W,4
10/2/2015,8:11:41,23.07,N,74.753,W,4
10/2/2015,8:13:41,23.072,N,74.753,W,4
10/2/2015,8:15:41,23.073,N,74.753,W,4
10/2/2015,8:17:41,23.075,N,74.752,W,4
10/2/2015,8:19:41,23.076,N,74.752,W,4
10/2/2015,8:21:41,23.078,N,74.752,W,4
10/2/2015,8:23:41,23.079,N,74.751,W,4
10/2/2015,8:25:42,23.081,N,74.751,W,4
10/2/2015,8:27:42,23.083,N,74.75,W,4
10/2/2015,8:29:42,23.084,N,74.75,W,4
10/2/2015,8:31:42,23.086,N,74.75,W,4
10/2/2015,8:33:42,23.087,N,74.749,W,4
10/2/2015,8:35:42,23.089,N,74.749,W,4
10/2/2015,8:37:42,23.091,N,74.748,W,4
10/2/2015,8:39:42,23.092,N,74.748,W,4
10/2/2015,8:41:41,23.094,N,74.748,W,4
10/2/2015,8:43:41,23.096,N,74.747,W,4
10/2/2015,8:45:41,23.097,N,74.747,W,4
10/2/2015,8:47:41,23.099,N,74.746,W,4
10/2/2015,8:49:41,23.101,N,74.746,W,4
10/2/2015,8:51:41,23.102,N,74.746,W,4
10/2/2015,8:53:41,23.104,N,74.745,W,4
10/2/2015,8:55:42,23.106,N,74.745,W,4
10/2/2015,8:57:42,23.107,N,74.744,W,4
10/2/2015,8:59:42,23.109,N,74.744,W,4
10/2/2015,9:01:42,23.111,N,74.744,W,4
10/2/2015,9:03:42,23.112,N,74.743,W,4
10/2/2015,9:05:42,23.114,N,74.743,W,4
10/2/2015,9:07:42,23.116,N,74.742,W,4
10/2/2015,9:09:42,23.118,N,74.742,W,4
10/2/2015,9:11:41,23.119,N,74.742,W,4
10/2/2015,9:13:41,23.121,N,74.741,W,4
10/2/2015,9:15:41,23.123,N,74.741,W,4
10/2/2015,9:17:41,23.125,N,74.741,W,4
10/2/2015,9:19:41,23.127,N,74.74,W,4
10/2/2015,9:21:41,23.128,N,74.74,W,4
10/2/2015,9:23:41,23.13,N,74.74,W,4
10/2/2015,9:25:42,23.132,N,74.739,W,4
10/2/2015,9:27:42,23.134,N,74.739,W,4
10/2/2015,9:29:42,23.136,N,74.739,W,4
10/2/2015,9:31:42,23.138,N,74.738,W,4
10/2/2015,9:33:42,23.139,N,74.738,W,4
10/2/2015,9:35:42,23.141,N,74.738,W,4
10/2/2015,9:37:42,23.143,N,74.738,W,4
10/2/2015,9:39:42,23.145,N,74.737,W,4
10/2/2015,9:41:41,23.147,N,74.737,W,4
10/2/2015,9:43:41,23.149,N,74.737,W,4
10/2/2015,9:45:41,23.151,N,74.737,W,4
10/2/2015,9:47:41,23.153,N,74.736,W,4
10/2/2015,9:49:41,23.155,N,74.736,W,4
10/2/2015,9:51:41,23.157,N,74.736,W,4
10/2/2015,9:53:41,23.159,N,74.736,W,4
10/2/2015,9:55:42,23.16,N,74.736,W,4
10/2/2015,9:57:42,23.162,N,74.736,W,4
10/2/2015,9:59:42,23.164,N,74.736,W,4
10/2/2015,10:01:42,23.166,N,74.736,W,4
10/2/2015,10:03:42,23.168,N,74.735,W,4
10/2/2015,10:05:42,23.17,N,74.735,W,4
10/2/2015,10:07:42,23.172,N,74.735,W,4
10/2/2015,10:09:42,23.175,N,74.735,W,4
10/2/2015,10:11:41,23.177,N,74.735,W,4
10/2/2015,10:13:41,23.179,N,74.735,W,4
10/2/2015,10:15:41,23.181,N,74.735,W,4
10/2/2015,10:17:41,23.183,N,74.735,W,4
10/2/2015,10:19:41,23.185,N,74.735,W,4
10/2/2015,10:21:41,23.187,N,74.735,W,4
10/2/2015,10:23:41,23.189,N,74.735,W,4
10/2/2015,10:25:42,23.191,N,74.735,W,4
10/2/2015,10:27:42,23.193,N,74.735,W,4
10/2/2015,10:29:42,23.195,N,74.735,W,4
10/2/2015,10:31:42,23.197,N,74.735,W,4
10/2/2015,10:33:42,23.2,N,74.736,W,4
10/2/2015,10:35:42,23.202,N,74.736,W,4
10/2/2015,10:37:42,23.204,N,74.736,W,4
10/2/2015,10:39:42,23.206,N,74.736,W,4
10/2/2015,10:41:41,23.208,N,74.736,W,4
10/2/2015,10:43:41,23.21,N,74.736,W,4
10/2/2015,10:45:41,23.212,N,74.736,W,4
10/2/2015,10:47:41,23.215,N,74.736,W,4
10/2/2015,10:49:41,23.217,N,74.737,W,4
10/2/2015,10:51:41,23.219,N,74.737,W,4
10/2/2015,10:53:41,23.221,N,74.737,W,4
10/2/2015,10:55:42,23.223,N,74.737,W,4
10/2/2015,10:57:42,23.226,N,74.737,W,4
10/2/2015,10:59:42,23.228,N,74.738,W,4
10/2/2015,11:01:42,23.23,N,74.738,W,4
10/2/2015,11:03:42,23.232,N,74.738,W,4
10/2/2015,11:05:42,23.235,N,74.738,W,4
10/2/2015,11:07:42,23.237,N,74.739,W,4
10/2/2015,11:09:42,23.239,N,74.739,W,4
10/2/2015,11:11:41,23.241,N,74.739,W,4
10/2/2015,11:13:41,23.244,N,74.739,W,4
10/2/2015,11:15:41,23.246,N,74.74,W,4
10/2/2015,11:17:41,23.248,N,74.74,W,4
10/2/2015,11:19:41,23.25,N,74.74,W,4
10/2/2015,11:21:41,23.253,N,74.74,W,4
10/2/2015,11:23:41,23.255,N,74.741,W,4
10/2/2015,11:25:23,23.257,N,74.741,W,4
10/2/2015,11:27:23,23.26,N,74.741,W,4
10/2/2015,11:29:23,23.262,N,74.741,W,4
10/2/2015,11:31:23,23.265,N,74.741,W,4
10/2/2015,11:33:23,23.267,N,74.741,W,4
10/2/2015,11:35:23,23.27,N,74.741,W,4
10/2/2015,11:37:24,23.272,N,74.741,W,4
10/2/2015,11:39:24,23.274,N,74.742,W,4
10/2/2015,11:41:24,23.277,N,74.742,W,4
10/2/2015,11:43:24,23.279,N,74.742,W,4
10/2/2015,11:45:24,23.282,N,74.742,W,4
10/2/2015,11:47:24,23.284,N,74.742,W,4
10/2/2015,11:49:24,23.287,N,74.743,W,4
10/2/2015,11:51:23,23.289,N,74.743,W,4
10/2/2015,11:53:23,23.292,N,74.743,W,4
10/2/2015,11:55:23,23.294,N,74.743,W,4
10/2/2015,11:57:23,23.297,N,74.744,W,4
10/2/2015,11:59:23,23.299,N,74.744,W,4
10/2/2015,12:01:23,23.301,N,74.744,W,4
10/2/2015,12:03:23,23.304,N,74.745,W,4
10/2/2015,12:05:23,23.306,N,74.745,W,4
10/2/2015,12:07:24,23.309,N,74.745,W,4
10/2/2015,12:09:24,23.311,N,74.746,W,4
10/2/2015,12:11:24,23.313,N,74.746,W,4
10/2/2015,12:13:24,23.316,N,74.747,W,4
10/2/2015,12:15:24,23.318,N,74.747,W,4
10/2/2015,12:17:24,23.32,N,74.748,W,4
10/2/2015,12:19:24,23.323,N,74.748,W,4
10/2/2015,12:21:23,23.325,N,74.748,W,4
10/2/2015,12:23:23,23.328,N,74.749,W,4
10/2/2015,12:25:23,23.33,N,74.749,W,4
10/2/2015,12:27:23,23.332,N,74.75,W,4
10/2/2015,12:29:23,23.335,N,74.751,W,4
10/2/2015,12:31:23,23.337,N,74.751,W,4
10/2/2015,12:33:23,23.339,N,74.752,W,4
10/2/2015,12:35:23,23.342,N,74.752,W,4
10/2/2015,12:37:24,23.344,N,74.753,W,4
10/2/2015,12:39:24,23.346,N,74.753,W,4
10/2/2015,12:41:24,23.349,N,74.754,W,4
10/2/2015,12:43:24,23.351,N,74.755,W,4
10/2/2015,12:45:24,23.353,N,74.755,W,4
10/2/2015,12:47:24,23.355,N,74.756,W,4
10/2/2015,12:49:24,23.358,N,74.757,W,4
10/2/2015,12:51:23,23.36,N,74.757,W,4
10/2/2015,12:53:23,23.362,N,74.758,W,4
10/2/2015,12:55:23,23.365,N,74.759,W,4
10/2/2015,12:57:23,23.367,N,74.759,W,4
10/2/2015,12:59:23,23.369,N,74.76,W,4
10/2/2015,13:01:23,23.371,N,74.761,W,4
10/2/2015,13:03:23,23.374,N,74.762,W,4
10/2/2015,13:04:29,23.375,N,74.762,W,4
10/2/2015,13:06:29,23.377,N,74.763,W,4
10/2/2015,13:08:30,23.379,N,74.764,W,4
10/2/2015,13:10:30,23.381,N,74.765,W,4
10/2/2015,13:12:30,23.383,N,74.766,W,4
10/2/2015,13:14:30,23.385,N,74.766,W,4
10/2/2015,13:16:30,23.387,N,74.767,W,4
10/2/2015,13:18:30,23.389,N,74.768,W,4
10/2/2015,13:20:30,23.391,N,74.769,W,4
10/2/2015,13:22:30,23.393,N,74.77,W,4
10/2/2015,13:24:29,23.395,N,74.771,W,4
10/2/2015,13:26:29,23.397,N,74.772,W,4
10/2/2015,13:28:29,23.399,N,74.773,W,4
10/2/2015,13:30:29,23.401,N,74.774,W,4
10/2/2015,13:32:29,23.403,N,74.775,W,4
10/2/2015,13:34:29,23.405,N,74.776,W,4
10/2/2015,13:36:29,23.407,N,74.777,W,4
10/2/2015,13:38:30,23.409,N,74.778,W,4
10/2/2015,13:40:30,23.411,N,74.779,W,4
10/2/2015,13:42:30,23.413,N,74.78,W,4
10/2/2015,13:44:30,23.415,N,74.781,W,4
10/2/2015,13:46:30,23.417,N,74.781,W,4
10/2/2015,13:48:30,23.419,N,74.782,W,4
10/2/2015,13:50:30,23.421,N,74.783,W,4
10/2/2015,13:52:30,23.424,N,74.784,W,4
10/2/2015,13:54:29,23.426,N,74.785,W,4
10/2/2015,13:56:29,23.428,N,74.786,W,4
10/2/2015,13:58:29,23.43,N,74.787,W,4
10/2/2015,14:00:29,23.433,N,74.788,W,4
10/2/2015,14:02:29,23.435,N,74.789,W,4
10/2/2015,14:04:29,23.438,N,74.789,W,4
10/2/2015,14:06:29,23.44,N,74.79,W,4
10/2/2015,14:08:30,23.443,N,74.791,W,4
10/2/2015,14:10:30,23.445,N,74.792,W,4
10/2/2015,14:12:30,23.448,N,74.793,W,4
10/2/2015,14:14:30,23.45,N,74.793,W,4
10/2/2015,14:16:30,23.453,N,74.794,W,4
10/2/2015,14:18:30,23.456,N,74.795,W,4
10/2/2015,14:20:30,23.458,N,74.795,W,4
10/2/2015,14:22:30,23.461,N,74.796,W,4
10/2/2015,14:24:29,23.464,N,74.797,W,4
10/2/2015,14:25:16,23.465,N,74.797,W,4
10/2/2015,14:27:16,23.468,N,74.798,W,4
10/2/2015,14:29:15,23.471,N,74.799,W,4
10/2/2015,14:31:15,23.474,N,74.799,W,4
10/2/2015,14:33:15,23.477,N,74.8,W,4
10/2/2015,14:35:15,23.48,N,74.801,W,4
10/2/2015,14:37:15,23.484,N,74.802,W,4
10/2/2015,14:39:15,23.487,N,74.803,W,4
10/2/2015,14:41:15,23.49,N,74.803,W,4
10/2/2015,14:43:15,23.493,N,74.804,W,4
10/2/2015,14:45:16,23.497,N,74.805,W,4
10/2/2015,14:47:16,23.5,N,74.806,W,4
10/2/2015,14:49:16,23.503,N,74.806,W,4
10/2/2015,14:51:16,23.506,N,74.807,W,4
10/2/2015,14:53:16,23.51,N,74.808,W,4
