Track,for,Erin,2007,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/16/2007,4:44:33,26.716,N,95.836,W,0
8/16/2007,4:46:32,26.727,N,95.844,W,0
8/16/2007,4:48:32,26.738,N,95.853,W,0
8/16/2007,4:50:32,26.749,N,95.862,W,0
8/16/2007,4:52:32,26.76,N,95.871,W,0
8/16/2007,4:54:33,26.772,N,95.88,W,0
8/16/2007,4:56:33,26.783,N,95.89,W,0
8/16/2007,4:58:33,26.795,N,95.899,W,0
8/16/2007,5:00:33,26.807,N,95.908,W,0
8/16/2007,5:02:32,26.819,N,95.917,W,0
8/16/2007,5:04:32,26.831,N,95.927,W,0
8/16/2007,5:06:32,26.843,N,95.936,W,0
8/16/2007,5:08:33,26.855,N,95.946,W,0
8/16/2007,5:10:33,26.868,N,95.955,W,0
8/16/2007,5:12:33,26.88,N,95.965,W,0
8/16/2007,5:14:33,26.893,N,95.974,W,0
8/16/2007,5:16:32,26.906,N,95.984,W,0
8/16/2007,5:18:32,26.918,N,95.993,W,0
8/16/2007,5:20:32,26.931,N,96.003,W,0
8/16/2007,5:22:32,26.944,N,96.013,W,0
8/16/2007,5:24:33,26.957,N,96.023,W,0
8/16/2007,5:26:33,26.971,N,96.032,W,0
8/16/2007,5:28:33,26.984,N,96.042,W,0
8/16/2007,5:30:33,26.997,N,96.052,W,0
8/16/2007,5:32:32,27.01,N,96.062,W,0
8/16/2007,5:34:32,27.024,N,96.072,W,0
8/16/2007,5:36:32,27.037,N,96.082,W,0
8/16/2007,5:38:33,27.051,N,96.092,W,0
8/16/2007,5:40:33,27.065,N,96.102,W,0
8/16/2007,5:42:33,27.078,N,96.112,W,0
8/16/2007,5:44:33,27.092,N,96.122,W,0
8/16/2007,5:46:32,27.106,N,96.132,W,0
8/16/2007,5:48:32,27.12,N,96.142,W,0
8/16/2007,5:50:32,27.134,N,96.152,W,0
8/16/2007,5:52:32,27.148,N,96.162,W,0
8/16/2007,5:54:33,27.162,N,96.172,W,0
8/16/2007,5:56:33,27.176,N,96.183,W,0
8/16/2007,5:58:33,27.19,N,96.193,W,0
8/16/2007,6:00:00,27.2,N,96.2,W,0
8/16/2007,6:01:59,27.206,N,96.206,W,0
8/16/2007,6:03:59,27.211,N,96.211,W,0
8/16/2007,6:05:59,27.217,N,96.217,W,0
8/16/2007,6:08:00,27.222,N,96.222,W,0
8/16/2007,6:10:00,27.228,N,96.228,W,0
8/16/2007,6:12:00,27.233,N,96.233,W,0
8/16/2007,6:14:00,27.239,N,96.239,W,0
8/16/2007,6:15:59,27.244,N,96.244,W,0
8/16/2007,6:17:59,27.25,N,96.25,W,0
8/16/2007,6:19:59,27.255,N,96.255,W,0
8/16/2007,6:21:59,27.261,N,96.261,W,0
8/16/2007,6:24:00,27.266,N,96.266,W,0
8/16/2007,6:26:00,27.272,N,96.272,W,0
8/16/2007,6:28:00,27.277,N,96.277,W,0
8/16/2007,6:30:00,27.283,N,96.283,W,0
8/16/2007,6:31:59,27.288,N,96.288,W,0
8/16/2007,6:33:59,27.294,N,96.294,W,0
8/16/2007,6:35:59,27.299,N,96.299,W,0
8/16/2007,6:38:00,27.305,N,96.305,W,0
8/16/2007,6:40:00,27.31,N,96.31,W,0
8/16/2007,6:42:00,27.315,N,96.315,W,0
8/16/2007,6:44:00,27.321,N,96.321,W,0
8/16/2007,6:45:59,27.326,N,96.326,W,0
8/16/2007,6:47:59,27.332,N,96.332,W,0
8/16/2007,6:49:59,27.337,N,96.337,W,0
8/16/2007,6:51:59,27.343,N,96.343,W,0
8/16/2007,6:54:00,27.348,N,96.348,W,0
8/16/2007,6:56:00,27.353,N,96.353,W,0
8/16/2007,6:58:00,27.359,N,96.359,W,0
8/16/2007,7:00:00,27.364,N,96.364,W,0
8/16/2007,7:01:59,27.37,N,96.37,W,0
8/16/2007,7:03:59,27.375,N,96.375,W,0
8/16/2007,7:05:59,27.381,N,96.381,W,0
8/16/2007,7:08:00,27.386,N,96.386,W,0
8/16/2007,7:10:00,27.391,N,96.391,W,0
8/16/2007,7:12:00,27.397,N,96.397,W,0
8/16/2007,7:14:00,27.402,N,96.402,W,0
8/16/2007,7:15:59,27.407,N,96.407,W,0
8/16/2007,7:17:59,27.413,N,96.413,W,0
8/16/2007,7:19:59,27.418,N,96.418,W,0
8/16/2007,7:21:59,27.424,N,96.424,W,0
8/16/2007,7:24:00,27.429,N,96.429,W,0
8/16/2007,7:26:00,27.434,N,96.434,W,0
8/16/2007,7:28:00,27.44,N,96.44,W,0
8/16/2007,7:30:00,27.445,N,96.445,W,0
8/16/2007,7:31:59,27.45,N,96.45,W,0
8/16/2007,7:33:59,27.456,N,96.456,W,0
8/16/2007,7:35:59,27.461,N,96.461,W,0
8/16/2007,7:38:00,27.466,N,96.466,W,0
8/16/2007,7:40:00,27.471,N,96.471,W,0
8/16/2007,7:42:00,27.477,N,96.477,W,0
8/16/2007,7:44:00,27.482,N,96.482,W,0
8/16/2007,7:45:59,27.487,N,96.487,W,0
8/16/2007,7:47:59,27.493,N,96.493,W,0
8/16/2007,7:49:59,27.498,N,96.498,W,0
8/16/2007,7:51:59,27.503,N,96.503,W,0
8/16/2007,7:54:00,27.508,N,96.508,W,0
8/16/2007,7:56:00,27.514,N,96.514,W,0
8/16/2007,7:58:00,27.519,N,96.519,W,0
8/16/2007,8:00:00,27.524,N,96.524,W,0
8/16/2007,8:01:59,27.529,N,96.529,W,0
8/16/2007,8:03:59,27.535,N,96.535,W,0
8/16/2007,8:05:59,27.54,N,96.54,W,0
8/16/2007,8:08:00,27.545,N,96.545,W,0
8/16/2007,8:10:00,27.55,N,96.55,W,0
8/16/2007,8:12:00,27.556,N,96.556,W,0
8/16/2007,8:14:00,27.561,N,96.561,W,0
8/16/2007,8:15:59,27.566,N,96.566,W,0
8/16/2007,8:17:59,27.571,N,96.571,W,0
8/16/2007,8:19:59,27.576,N,96.576,W,0
8/16/2007,8:21:59,27.582,N,96.582,W,0
8/16/2007,8:24:00,27.587,N,96.587,W,0
8/16/2007,8:26:00,27.592,N,96.592,W,0
8/16/2007,8:28:00,27.597,N,96.597,W,0
8/16/2007,8:30:00,27.602,N,96.602,W,0
8/16/2007,8:31:59,27.607,N,96.607,W,0
8/16/2007,8:33:59,27.613,N,96.613,W,0
8/16/2007,8:35:59,27.618,N,96.618,W,0
8/16/2007,8:38:00,27.623,N,96.623,W,0
8/16/2007,8:40:00,27.628,N,96.628,W,0
8/16/2007,8:42:00,27.633,N,96.633,W,0
8/16/2007,8:44:00,27.638,N,96.638,W,0
8/16/2007,8:45:59,27.643,N,96.643,W,0
8/16/2007,8:47:59,27.648,N,96.648,W,0
8/16/2007,8:49:59,27.653,N,96.653,W,0
8/16/2007,8:51:59,27.658,N,96.658,W,0
8/16/2007,8:54:00,27.664,N,96.664,W,0
8/16/2007,8:56:00,27.669,N,96.669,W,0
8/16/2007,8:58:00,27.674,N,96.674,W,0
8/16/2007,9:00:00,27.679,N,96.679,W,0
8/16/2007,9:01:59,27.684,N,96.684,W,0
8/16/2007,9:03:59,27.689,N,96.689,W,0
8/16/2007,9:05:59,27.694,N,96.694,W,0
8/16/2007,9:08:00,27.699,N,96.699,W,0
8/16/2007,9:10:00,27.704,N,96.704,W,0
8/16/2007,9:12:00,27.709,N,96.709,W,0
8/16/2007,9:14:00,27.714,N,96.714,W,0
8/16/2007,9:15:59,27.719,N,96.719,W,0
8/16/2007,9:17:59,27.724,N,96.724,W,0
8/16/2007,9:19:59,27.729,N,96.729,W,0
8/16/2007,9:21:59,27.734,N,96.734,W,0
8/16/2007,9:24:00,27.739,N,96.739,W,0
8/16/2007,9:26:00,27.744,N,96.744,W,0
8/16/2007,9:28:00,27.749,N,96.749,W,0
8/16/2007,9:30:00,27.754,N,96.754,W,0
8/16/2007,9:31:59,27.759,N,96.758,W,0
8/16/2007,9:33:59,27.763,N,96.763,W,0
8/16/2007,9:35:59,27.768,N,96.768,W,0
8/16/2007,9:38:00,27.773,N,96.773,W,0
8/16/2007,9:40:00,27.778,N,96.778,W,0
8/16/2007,9:42:00,27.783,N,96.783,W,0
8/16/2007,9:44:00,27.788,N,96.788,W,0
8/16/2007,9:45:59,27.793,N,96.793,W,0
8/16/2007,9:47:59,27.798,N,96.798,W,0
8/16/2007,9:49:59,27.803,N,96.803,W,0
8/16/2007,9:51:59,27.807,N,96.807,W,0
8/16/2007,9:54:00,27.812,N,96.812,W,0
8/16/2007,9:56:00,27.817,N,96.817,W,0
8/16/2007,9:58:00,27.822,N,96.822,W,0
8/16/2007,10:00:00,27.827,N,96.827,W,0
8/16/2007,10:01:59,27.831,N,96.831,W,0
8/16/2007,10:03:59,27.836,N,96.836,W,0
8/16/2007,10:05:59,27.841,N,96.841,W,0
8/16/2007,10:08:00,27.846,N,96.846,W,0
8/16/2007,10:10:00,27.851,N,96.851,W,0
8/16/2007,10:12:00,27.855,N,96.855,W,0
8/16/2007,10:14:00,27.86,N,96.86,W,0
8/16/2007,10:15:59,27.865,N,96.865,W,0
8/16/2007,10:17:59,27.87,N,96.87,W,0
8/16/2007,10:19:59,27.874,N,96.874,W,0
8/16/2007,10:21:59,27.879,N,96.879,W,0
8/16/2007,10:24:00,27.884,N,96.884,W,0
8/16/2007,10:26:00,27.888,N,96.888,W,0
8/16/2007,10:28:00,27.893,N,96.893,W,0
8/16/2007,10:30:00,27.898,N,96.898,W,0
8/16/2007,10:31:59,27.903,N,96.903,W,0
8/16/2007,10:33:59,27.907,N,96.907,W,0
8/16/2007,10:35:59,27.912,N,96.912,W,0
8/16/2007,10:38:00,27.917,N,96.917,W,0
8/16/2007,10:40:00,27.921,N,96.921,W,0
8/16/2007,10:42:00,27.926,N,96.926,W,0
8/16/2007,10:44:00,27.93,N,96.93,W,0
8/16/2007,10:45:59,27.935,N,96.935,W,0
8/16/2007,10:47:59,27.94,N,96.94,W,0
8/16/2007,10:49:59,27.944,N,96.944,W,0
8/16/2007,10:51:59,27.949,N,96.949,W,0
8/16/2007,10:54:00,27.953,N,96.953,W,0
8/16/2007,10:56:00,27.958,N,96.958,W,0
8/16/2007,10:58:00,27.963,N,96.963,W,0
8/16/2007,11:00:00,27.967,N,96.967,W,0
8/16/2007,11:01:59,27.972,N,96.972,W,0
8/16/2007,11:03:59,27.976,N,96.976,W,0
8/16/2007,11:05:59,27.981,N,96.981,W,0
8/16/2007,11:08:00,27.985,N,96.985,W,0
8/16/2007,11:10:00,27.99,N,96.99,W,0
8/16/2007,11:12:00,27.994,N,96.994,W,0
8/16/2007,11:14:00,27.999,N,96.999,W,0
8/16/2007,11:15:59,28.003,N,97.003,W,0
8/16/2007,11:17:59,28.008,N,97.008,W,0
8/16/2007,11:19:59,28.012,N,97.012,W,0
8/16/2007,11:21:59,28.017,N,97.017,W,0
8/16/2007,11:24:00,28.021,N,97.021,W,0
8/16/2007,11:26:00,28.026,N,97.026,W,0
8/16/2007,11:28:00,28.03,N,97.03,W,0
8/16/2007,11:30:00,28.034,N,97.034,W,0
8/16/2007,11:31:59,28.039,N,97.039,W,0
8/16/2007,11:33:59,28.043,N,97.043,W,0
8/16/2007,11:35:59,28.048,N,97.048,W,0
8/16/2007,11:38:00,28.052,N,97.052,W,0
8/16/2007,11:40:00,28.056,N,97.056,W,0
8/16/2007,11:42:00,28.061,N,97.061,W,0
8/16/2007,11:44:00,28.065,N,97.065,W,0
8/16/2007,11:45:59,28.07,N,97.07,W,0
8/16/2007,11:47:59,28.074,N,97.074,W,0
8/16/2007,11:49:59,28.078,N,97.078,W,0
8/16/2007,11:51:59,28.083,N,97.083,W,0
8/16/2007,11:54:00,28.087,N,97.087,W,0
8/16/2007,11:56:00,28.091,N,97.091,W,0
8/16/2007,11:58:00,28.096,N,97.096,W,0
8/16/2007,12:00:00,28.1,N,97.1,W,0
8/16/2007,12:01:59,28.104,N,97.104,W,0
8/16/2007,12:03:59,28.109,N,97.109,W,0
8/16/2007,12:05:59,28.113,N,97.113,W,0
8/16/2007,12:08:00,28.117,N,97.117,W,0
8/16/2007,12:10:00,28.121,N,97.121,W,0
8/16/2007,12:12:00,28.126,N,97.126,W,0
8/16/2007,12:14:00,28.13,N,97.13,W,0
8/16/2007,12:15:59,28.134,N,97.134,W,0
8/16/2007,12:17:59,28.139,N,97.139,W,0
8/16/2007,12:19:59,28.143,N,97.143,W,0
8/16/2007,12:21:59,28.147,N,97.147,W,0
8/16/2007,12:24:00,28.151,N,97.151,W,0
8/16/2007,12:26:00,28.156,N,97.156,W,0
8/16/2007,12:28:00,28.16,N,97.16,W,0
8/16/2007,12:30:00,28.164,N,97.164,W,0
8/16/2007,12:31:59,28.168,N,97.168,W,0
8/16/2007,12:33:59,28.172,N,97.172,W,0
8/16/2007,12:35:59,28.177,N,97.177,W,0
8/16/2007,12:38:00,28.181,N,97.181,W,0
8/16/2007,12:40:00,28.185,N,97.185,W,0
8/16/2007,12:42:00,28.189,N,97.189,W,0
8/16/2007,12:44:00,28.193,N,97.193,W,0
8/16/2007,12:45:59,28.197,N,97.197,W,0
8/16/2007,12:47:59,28.202,N,97.202,W,0
8/16/2007,12:49:59,28.206,N,97.206,W,0
8/16/2007,12:51:59,28.21,N,97.21,W,0
8/16/2007,12:54:00,28.214,N,97.214,W,0
8/16/2007,12:56:00,28.218,N,97.218,W,0
8/16/2007,12:58:00,28.222,N,97.222,W,0
8/16/2007,13:00:00,28.226,N,97.226,W,0
8/16/2007,13:01:59,28.231,N,97.231,W,0
8/16/2007,13:03:59,28.235,N,97.235,W,0
8/16/2007,13:05:59,28.239,N,97.239,W,0
8/16/2007,13:08:00,28.243,N,97.243,W,0
8/16/2007,13:10:00,28.247,N,97.247,W,0
8/16/2007,13:12:00,28.251,N,97.251,W,0
8/16/2007,13:14:00,28.255,N,97.255,W,0
8/16/2007,13:15:59,28.259,N,97.259,W,0
8/16/2007,13:17:59,28.263,N,97.263,W,0
8/16/2007,13:19:59,28.267,N,97.267,W,0
8/16/2007,13:21:59,28.271,N,97.271,W,0
8/16/2007,13:24:00,28.276,N,97.276,W,0
8/16/2007,13:26:00,28.28,N,97.28,W,0
8/16/2007,13:28:00,28.284,N,97.284,W,0
8/16/2007,13:30:00,28.288,N,97.288,W,0
8/16/2007,13:31:59,28.292,N,97.292,W,0
8/16/2007,13:33:59,28.296,N,97.296,W,0
8/16/2007,13:35:59,28.3,N,97.3,W,0
8/16/2007,13:38:00,28.304,N,97.304,W,0
8/16/2007,13:40:00,28.308,N,97.308,W,0
8/16/2007,13:42:00,28.312,N,97.312,W,0
8/16/2007,13:44:00,28.316,N,97.316,W,0
8/16/2007,13:45:59,28.32,N,97.32,W,0
8/16/2007,13:47:59,28.324,N,97.324,W,0
8/16/2007,13:49:59,28.328,N,97.328,W,0
8/16/2007,13:51:59,28.332,N,97.332,W,0
8/16/2007,13:54:00,28.336,N,97.336,W,0
8/16/2007,13:56:00,28.34,N,97.34,W,0
8/16/2007,13:58:00,28.344,N,97.344,W,0
8/16/2007,14:00:00,28.348,N,97.348,W,0
8/16/2007,14:01:59,28.352,N,97.352,W,0
8/16/2007,14:03:59,28.356,N,97.356,W,0
8/16/2007,14:05:59,28.359,N,97.359,W,0
8/16/2007,14:08:00,28.363,N,97.363,W,0
8/16/2007,14:10:00,28.367,N,97.367,W,0
8/16/2007,14:12:00,28.371,N,97.371,W,0
8/16/2007,14:14:00,28.375,N,97.375,W,0
8/16/2007,14:15:59,28.379,N,97.379,W,0
8/16/2007,14:17:59,28.383,N,97.383,W,0
8/16/2007,14:19:59,28.387,N,97.387,W,0
8/16/2007,14:21:59,28.391,N,97.391,W,0
8/16/2007,14:24:00,28.395,N,97.395,W,0
8/16/2007,14:26:00,28.399,N,97.399,W,0
8/16/2007,14:28:00,28.403,N,97.403,W,0
8/16/2007,14:30:00,28.407,N,97.407,W,0
8/16/2007,14:31:59,28.41,N,97.41,W,0
8/16/2007,14:33:59,28.414,N,97.414,W,0
8/16/2007,14:35:59,28.418,N,97.418,W,0
8/16/2007,14:38:00,28.422,N,97.422,W,0
8/16/2007,14:40:00,28.426,N,97.426,W,0
8/16/2007,14:42:00,28.43,N,97.43,W,0
8/16/2007,14:44:00,28.434,N,97.434,W,0
8/16/2007,14:45:59,28.438,N,97.438,W,0
8/16/2007,14:47:59,28.441,N,97.441,W,0
8/16/2007,14:49:59,28.445,N,97.445,W,0
8/16/2007,14:51:59,28.449,N,97.449,W,0
8/16/2007,14:54:00,28.453,N,97.453,W,0
8/16/2007,14:56:00,28.457,N,97.457,W,0
8/16/2007,14:58:00,28.461,N,97.461,W,0
8/16/2007,15:00:00,28.464,N,97.464,W,0
8/16/2007,15:01:59,28.468,N,97.468,W,0
8/16/2007,15:03:59,28.472,N,97.472,W,0
8/16/2007,15:05:59,28.476,N,97.476,W,0
8/16/2007,15:08:00,28.48,N,97.48,W,0
8/16/2007,15:10:00,28.484,N,97.484,W,0
8/16/2007,15:12:00,28.487,N,97.487,W,0
8/16/2007,15:14:00,28.491,N,97.491,W,0
8/16/2007,15:15:59,28.495,N,97.495,W,0
8/16/2007,15:17:59,28.499,N,97.499,W,0
8/16/2007,15:19:59,28.503,N,97.503,W,0
8/16/2007,15:21:59,28.506,N,97.506,W,0
8/16/2007,15:24:00,28.51,N,97.51,W,0
8/16/2007,15:26:00,28.514,N,97.514,W,0
8/16/2007,15:28:00,28.518,N,97.518,W,0
8/16/2007,15:30:00,28.522,N,97.522,W,0
8/16/2007,15:31:59,28.525,N,97.525,W,0
8/16/2007,15:33:59,28.529,N,97.529,W,0
8/16/2007,15:35:59,28.533,N,97.533,W,0
8/16/2007,15:38:00,28.537,N,97.537,W,0
8/16/2007,15:40:00,28.541,N,97.541,W,0
8/16/2007,15:42:00,28.544,N,97.544,W,0
8/16/2007,15:44:00,28.548,N,97.548,W,0
8/16/2007,15:45:59,28.552,N,97.552,W,0
8/16/2007,15:47:59,28.556,N,97.556,W,0
8/16/2007,15:49:59,28.559,N,97.559,W,0
8/16/2007,15:51:59,28.563,N,97.563,W,0
8/16/2007,15:54:00,28.567,N,97.567,W,0
8/16/2007,15:56:00,28.571,N,97.571,W,0
8/16/2007,15:58:00,28.574,N,97.574,W,0
8/16/2007,16:00:00,28.578,N,97.578,W,0
8/16/2007,16:01:59,28.582,N,97.582,W,0
8/16/2007,16:03:59,28.586,N,97.586,W,0
8/16/2007,16:05:59,28.589,N,97.589,W,0
8/16/2007,16:07:59,28.593,N,97.593,W,0
8/16/2007,16:09:59,28.597,N,97.597,W,0
8/16/2007,16:11:59,28.601,N,97.601,W,0
8/16/2007,16:13:59,28.604,N,97.604,W,0
8/16/2007,16:16:00,28.608,N,97.608,W,0
8/16/2007,16:18:00,28.612,N,97.612,W,0
8/16/2007,16:20:00,28.615,N,97.615,W,0
8/16/2007,16:22:00,28.619,N,97.619,W,0
8/16/2007,16:24:00,28.623,N,97.623,W,0
8/16/2007,16:26:00,28.627,N,97.627,W,0
8/16/2007,16:28:00,28.63,N,97.63,W,0
8/16/2007,16:30:00,28.634,N,97.634,W,0
8/16/2007,16:31:59,28.638,N,97.638,W,0
8/16/2007,16:33:59,28.641,N,97.641,W,0
8/16/2007,16:35:59,28.645,N,97.645,W,0
8/16/2007,16:37:59,28.649,N,97.649,W,0
8/16/2007,16:39:59,28.653,N,97.653,W,0
8/16/2007,16:41:59,28.656,N,97.656,W,0
8/16/2007,16:43:59,28.66,N,97.66,W,0
8/16/2007,16:46:00,28.664,N,97.664,W,0
8/16/2007,16:48:00,28.667,N,97.667,W,0
8/16/2007,16:50:00,28.671,N,97.671,W,0
8/16/2007,16:52:00,28.675,N,97.675,W,0
8/16/2007,16:54:00,28.679,N,97.679,W,0
8/16/2007,16:56:00,28.682,N,97.682,W,0
8/16/2007,16:58:00,28.686,N,97.686,W,0
8/16/2007,17:00:00,28.69,N,97.69,W,0
8/16/2007,17:01:59,28.693,N,97.693,W,0
8/16/2007,17:03:59,28.697,N,97.697,W,0
8/16/2007,17:05:59,28.701,N,97.701,W,0
8/16/2007,17:07:59,28.704,N,97.704,W,0
8/16/2007,17:09:59,28.708,N,97.708,W,0
8/16/2007,17:11:59,28.712,N,97.712,W,0
8/16/2007,17:13:59,28.715,N,97.715,W,0
8/16/2007,17:16:00,28.719,N,97.719,W,0
8/16/2007,17:18:00,28.723,N,97.723,W,0
8/16/2007,17:20:00,28.726,N,97.726,W,0
8/16/2007,17:22:00,28.73,N,97.73,W,0
8/16/2007,17:24:00,28.734,N,97.734,W,0
8/16/2007,17:26:00,28.738,N,97.738,W,0
8/16/2007,17:28:00,28.741,N,97.741,W,0
8/16/2007,17:30:00,28.745,N,97.745,W,0
8/16/2007,17:31:59,28.749,N,97.749,W,0
8/16/2007,17:33:59,28.752,N,97.752,W,0
8/16/2007,17:35:59,28.756,N,97.756,W,0
8/16/2007,17:37:59,28.76,N,97.76,W,0
8/16/2007,17:39:59,28.763,N,97.763,W,0
8/16/2007,17:41:59,28.767,N,97.767,W,0
8/16/2007,17:43:59,28.771,N,97.771,W,0
8/16/2007,17:46:00,28.774,N,97.774,W,0
8/16/2007,17:48:00,28.778,N,97.778,W,0
8/16/2007,17:50:00,28.782,N,97.782,W,0
8/16/2007,17:52:00,28.785,N,97.785,W,0
8/16/2007,17:54:00,28.789,N,97.789,W,0
8/16/2007,17:56:00,28.793,N,97.793,W,0
8/16/2007,17:58:00,28.796,N,97.796,W,0
8/16/2007,18:00:00,28.8,N,97.8,W,0
