Track,for,Erin,2001,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/7/2001,20:03:00,25.531,N,58.019,W
9/7/2001,20:04:01,25.533,N,58.019,W
9/7/2001,20:06:01,25.537,N,58.019,W
9/7/2001,20:08:01,25.541,N,58.019,W
9/7/2001,20:10:01,25.545,N,58.02,W
9/7/2001,20:12:01,25.549,N,58.02,W
9/7/2001,20:14:01,25.552,N,58.02,W
9/7/2001,20:16:01,25.556,N,58.02,W
9/7/2001,20:18:00,25.56,N,58.021,W
9/7/2001,20:20:00,25.564,N,58.021,W
9/7/2001,20:22:00,25.568,N,58.021,W
9/7/2001,20:24:00,25.572,N,58.021,W
9/7/2001,20:26:00,25.575,N,58.022,W
9/7/2001,20:28:00,25.579,N,58.022,W
9/7/2001,20:30:00,25.583,N,58.023,W
9/7/2001,20:32:00,25.587,N,58.023,W
9/7/2001,20:34:01,25.591,N,58.023,W
9/7/2001,20:36:01,25.594,N,58.024,W
9/7/2001,20:38:01,25.598,N,58.024,W
9/7/2001,20:40:01,25.602,N,58.025,W
9/7/2001,20:42:01,25.606,N,58.025,W
9/7/2001,20:44:01,25.609,N,58.026,W
9/7/2001,20:46:01,25.613,N,58.027,W
9/7/2001,20:48:00,25.617,N,58.027,W
9/7/2001,20:50:00,25.621,N,58.028,W
9/7/2001,20:52:00,25.624,N,58.028,W
9/7/2001,20:54:00,25.628,N,58.029,W
9/7/2001,20:56:00,25.632,N,58.03,W
9/7/2001,20:58:00,25.635,N,58.031,W
9/7/2001,21:00:00,25.639,N,58.031,W
9/7/2001,21:02:00,25.643,N,58.032,W
9/7/2001,21:04:01,25.646,N,58.033,W
9/7/2001,21:06:01,25.65,N,58.034,W
9/7/2001,21:08:01,25.654,N,58.035,W
9/7/2001,21:10:01,25.657,N,58.036,W
9/7/2001,21:12:01,25.661,N,58.036,W
9/7/2001,21:14:01,25.664,N,58.037,W
9/7/2001,21:16:01,25.668,N,58.038,W
9/7/2001,21:18:00,25.672,N,58.039,W
9/7/2001,21:20:00,25.675,N,58.04,W
9/7/2001,21:22:00,25.679,N,58.042,W
9/7/2001,21:24:00,25.682,N,58.043,W
9/7/2001,21:26:00,25.686,N,58.044,W
9/7/2001,21:28:00,25.689,N,58.045,W
9/7/2001,21:30:00,25.693,N,58.046,W
9/7/2001,21:32:00,25.696,N,58.047,W
9/7/2001,21:34:01,25.7,N,58.049,W
9/7/2001,21:36:01,25.703,N,58.05,W
9/7/2001,21:38:01,25.707,N,58.051,W
9/7/2001,21:40:01,25.71,N,58.053,W
9/7/2001,21:42:01,25.714,N,58.054,W
9/7/2001,21:44:01,25.717,N,58.055,W
9/7/2001,21:46:01,25.72,N,58.057,W
9/7/2001,21:48:00,25.724,N,58.058,W
9/7/2001,21:50:00,25.727,N,58.06,W
9/7/2001,21:52:00,25.731,N,58.061,W
9/7/2001,21:54:00,25.734,N,58.063,W
9/7/2001,21:56:00,25.737,N,58.065,W
9/7/2001,21:58:00,25.741,N,58.066,W
9/7/2001,22:00:00,25.744,N,58.068,W
9/7/2001,22:02:00,25.747,N,58.07,W
9/7/2001,22:04:01,25.751,N,58.072,W
9/7/2001,22:06:01,25.754,N,58.073,W
9/7/2001,22:08:01,25.757,N,58.075,W
9/7/2001,22:10:01,25.76,N,58.077,W
9/7/2001,22:12:01,25.764,N,58.079,W
9/7/2001,22:14:01,25.767,N,58.081,W
9/7/2001,22:16:01,25.77,N,58.083,W
9/7/2001,22:18:00,25.773,N,58.085,W
9/7/2001,22:20:00,25.776,N,58.087,W
9/7/2001,22:22:00,25.78,N,58.089,W
9/7/2001,22:24:00,25.783,N,58.091,W
9/7/2001,22:26:00,25.786,N,58.094,W
9/7/2001,22:28:00,25.789,N,58.096,W
9/7/2001,22:30:00,25.792,N,58.098,W
9/7/2001,22:32:00,25.795,N,58.1,W
9/7/2001,22:34:01,25.798,N,58.103,W
9/7/2001,22:36:01,25.801,N,58.105,W
9/7/2001,22:38:01,25.804,N,58.108,W
9/7/2001,22:40:01,25.807,N,58.11,W
9/7/2001,22:42:01,25.81,N,58.113,W
9/7/2001,22:44:01,25.813,N,58.115,W
9/7/2001,22:46:01,25.816,N,58.118,W
9/7/2001,22:48:00,25.819,N,58.121,W
9/7/2001,22:50:00,25.822,N,58.123,W
9/7/2001,22:52:00,25.825,N,58.126,W
9/7/2001,22:54:00,25.828,N,58.129,W
9/7/2001,22:56:00,25.831,N,58.132,W
9/7/2001,22:58:00,25.834,N,58.134,W
9/7/2001,23:00:00,25.837,N,58.137,W
9/7/2001,23:02:00,25.84,N,58.14,W
9/7/2001,23:04:01,25.843,N,58.143,W
9/7/2001,23:06:01,25.845,N,58.146,W
9/7/2001,23:08:01,25.848,N,58.149,W
9/7/2001,23:10:01,25.851,N,58.152,W
9/7/2001,23:12:01,25.854,N,58.156,W
9/7/2001,23:14:01,25.857,N,58.159,W
9/7/2001,23:16:01,25.859,N,58.162,W
9/7/2001,23:18:00,25.862,N,58.165,W
9/7/2001,23:20:00,25.865,N,58.168,W
9/7/2001,23:22:00,25.868,N,58.172,W
9/7/2001,23:24:00,25.87,N,58.175,W
9/7/2001,23:26:00,25.873,N,58.178,W
9/7/2001,23:28:00,25.876,N,58.182,W
9/7/2001,23:30:00,25.878,N,58.185,W
9/7/2001,23:32:00,25.881,N,58.189,W
9/7/2001,23:34:01,25.884,N,58.192,W
9/7/2001,23:36:01,25.886,N,58.196,W
9/7/2001,23:38:01,25.889,N,58.199,W
9/7/2001,23:40:01,25.892,N,58.203,W
9/7/2001,23:42:01,25.894,N,58.206,W
9/7/2001,23:44:01,25.897,N,58.21,W
9/7/2001,23:46:01,25.9,N,58.214,W
9/7/2001,23:48:00,25.902,N,58.217,W
9/7/2001,23:50:00,25.905,N,58.221,W
9/7/2001,23:52:00,25.907,N,58.225,W
9/7/2001,23:54:00,25.91,N,58.229,W
9/7/2001,23:56:00,25.913,N,58.232,W
9/7/2001,23:58:00,25.915,N,58.236,W
9/8/2001,0:00:00,25.918,N,58.24,W
9/8/2001,0:02:00,25.92,N,58.244,W
9/8/2001,0:04:01,25.923,N,58.248,W
9/8/2001,0:06:01,25.925,N,58.252,W
9/8/2001,0:08:01,25.928,N,58.256,W
9/8/2001,0:10:01,25.93,N,58.259,W
9/8/2001,0:12:01,25.933,N,58.263,W
9/8/2001,0:14:01,25.935,N,58.267,W
9/8/2001,0:16:01,25.938,N,58.271,W
9/8/2001,0:18:00,25.94,N,58.275,W
9/8/2001,0:20:00,25.943,N,58.279,W
9/8/2001,0:22:00,25.945,N,58.283,W
9/8/2001,0:24:00,25.948,N,58.288,W
9/8/2001,0:26:00,25.95,N,58.292,W
9/8/2001,0:28:00,25.953,N,58.296,W
9/8/2001,0:30:00,25.955,N,58.3,W
9/8/2001,0:32:00,25.958,N,58.304,W
9/8/2001,0:34:01,25.96,N,58.308,W
9/8/2001,0:36:01,25.963,N,58.312,W
9/8/2001,0:38:01,25.965,N,58.316,W
9/8/2001,0:40:01,25.967,N,58.32,W
9/8/2001,0:42:01,25.97,N,58.325,W
9/8/2001,0:44:01,25.972,N,58.329,W
9/8/2001,0:46:01,25.975,N,58.333,W
9/8/2001,0:48:00,25.977,N,58.337,W
9/8/2001,0:50:00,25.98,N,58.341,W
9/8/2001,0:52:00,25.982,N,58.346,W
9/8/2001,0:54:00,25.985,N,58.35,W
9/8/2001,0:56:00,25.987,N,58.354,W
9/8/2001,0:58:00,25.989,N,58.358,W
9/8/2001,1:00:00,25.992,N,58.363,W
9/8/2001,1:02:00,25.994,N,58.367,W
9/8/2001,1:04:01,25.997,N,58.371,W
9/8/2001,1:06:01,25.999,N,58.376,W
9/8/2001,1:08:01,26.002,N,58.38,W
9/8/2001,1:10:01,26.004,N,58.384,W
9/8/2001,1:12:01,26.006,N,58.388,W
9/8/2001,1:14:01,26.009,N,58.393,W
9/8/2001,1:16:01,26.011,N,58.397,W
9/8/2001,1:18:00,26.014,N,58.401,W
9/8/2001,1:20:00,26.016,N,58.405,W
9/8/2001,1:22:00,26.019,N,58.41,W
9/8/2001,1:24:00,26.021,N,58.414,W
9/8/2001,1:26:00,26.024,N,58.418,W
9/8/2001,1:28:00,26.026,N,58.423,W
9/8/2001,1:30:00,26.028,N,58.427,W
9/8/2001,1:32:00,26.031,N,58.431,W
9/8/2001,1:34:01,26.033,N,58.436,W
9/8/2001,1:36:01,26.036,N,58.44,W
9/8/2001,1:38:01,26.038,N,58.444,W
9/8/2001,1:40:01,26.041,N,58.448,W
9/8/2001,1:42:01,26.043,N,58.453,W
9/8/2001,1:44:01,26.046,N,58.457,W
9/8/2001,1:46:01,26.048,N,58.461,W
9/8/2001,1:48:00,26.051,N,58.465,W
9/8/2001,1:50:00,26.053,N,58.47,W
9/8/2001,1:52:00,26.056,N,58.474,W
9/8/2001,1:54:00,26.058,N,58.478,W
9/8/2001,1:56:00,26.061,N,58.482,W
9/8/2001,1:58:00,26.063,N,58.486,W
9/8/2001,2:00:00,26.066,N,58.491,W
9/8/2001,2:02:00,26.068,N,58.495,W
9/8/2001,2:04:01,26.071,N,58.499,W
9/8/2001,2:06:01,26.073,N,58.503,W
9/8/2001,2:08:01,26.076,N,58.507,W
9/8/2001,2:10:01,26.078,N,58.511,W
9/8/2001,2:12:01,26.081,N,58.516,W
9/8/2001,2:14:01,26.083,N,58.52,W
9/8/2001,2:16:01,26.086,N,58.524,W
9/8/2001,2:18:00,26.089,N,58.528,W
9/8/2001,2:20:00,26.091,N,58.532,W
9/8/2001,2:22:00,26.094,N,58.536,W
9/8/2001,2:24:00,26.096,N,58.54,W
9/8/2001,2:26:00,26.099,N,58.544,W
9/8/2001,2:28:00,26.102,N,58.548,W
9/8/2001,2:30:00,26.104,N,58.552,W
9/8/2001,2:32:00,26.107,N,58.556,W
9/8/2001,2:34:01,26.109,N,58.56,W
9/8/2001,2:36:01,26.112,N,58.564,W
9/8/2001,2:38:01,26.115,N,58.568,W
9/8/2001,2:40:01,26.117,N,58.572,W
9/8/2001,2:42:01,26.12,N,58.575,W
9/8/2001,2:44:01,26.123,N,58.579,W
9/8/2001,2:46:01,26.126,N,58.583,W
9/8/2001,2:48:00,26.128,N,58.587,W
9/8/2001,2:50:00,26.131,N,58.591,W
9/8/2001,2:52:00,26.134,N,58.594,W
9/8/2001,2:54:00,26.137,N,58.598,W
9/8/2001,2:56:00,26.139,N,58.602,W
9/8/2001,2:58:00,26.142,N,58.605,W
9/8/2001,3:00:00,26.145,N,58.609,W
9/8/2001,3:02:00,26.148,N,58.613,W
9/8/2001,3:04:01,26.151,N,58.616,W
9/8/2001,3:06:01,26.153,N,58.62,W
9/8/2001,3:08:01,26.156,N,58.623,W
9/8/2001,3:10:01,26.159,N,58.627,W
9/8/2001,3:12:01,26.162,N,58.63,W
9/8/2001,3:14:01,26.165,N,58.634,W
9/8/2001,3:16:01,26.168,N,58.637,W
9/8/2001,3:18:00,26.171,N,58.641,W
9/8/2001,3:20:00,26.174,N,58.644,W
9/8/2001,3:22:00,26.177,N,58.647,W
9/8/2001,3:24:00,26.18,N,58.651,W
9/8/2001,3:26:00,26.183,N,58.654,W
9/8/2001,3:28:00,26.186,N,58.657,W
9/8/2001,3:30:00,26.189,N,58.66,W
9/8/2001,3:32:00,26.192,N,58.663,W
9/8/2001,3:34:01,26.195,N,58.667,W
9/8/2001,3:36:01,26.198,N,58.67,W
9/8/2001,3:38:01,26.201,N,58.673,W
9/8/2001,3:40:01,26.204,N,58.676,W
9/8/2001,3:42:01,26.207,N,58.679,W
9/8/2001,3:44:01,26.21,N,58.682,W
9/8/2001,3:46:01,26.213,N,58.685,W
9/8/2001,3:48:00,26.216,N,58.688,W
9/8/2001,3:50:00,26.219,N,58.691,W
9/8/2001,3:52:00,26.223,N,58.694,W
9/8/2001,3:54:00,26.226,N,58.697,W
9/8/2001,3:56:00,26.229,N,58.699,W
9/8/2001,3:58:00,26.232,N,58.702,W
9/8/2001,4:00:00,26.235,N,58.705,W
9/8/2001,4:02:00,26.238,N,58.708,W
9/8/2001,4:04:01,26.242,N,58.711,W
9/8/2001,4:06:01,26.245,N,58.713,W
9/8/2001,4:08:01,26.248,N,58.716,W
9/8/2001,4:10:01,26.251,N,58.719,W
9/8/2001,4:12:01,26.255,N,58.721,W
9/8/2001,4:14:01,26.258,N,58.724,W
9/8/2001,4:16:01,26.261,N,58.727,W
9/8/2001,4:18:00,26.265,N,58.729,W
9/8/2001,4:20:00,26.268,N,58.732,W
9/8/2001,4:22:00,26.271,N,58.734,W
9/8/2001,4:24:00,26.275,N,58.737,W
9/8/2001,4:26:00,26.278,N,58.739,W
9/8/2001,4:28:00,26.281,N,58.742,W
9/8/2001,4:30:00,26.285,N,58.744,W
9/8/2001,4:32:00,26.288,N,58.747,W
9/8/2001,4:34:01,26.291,N,58.749,W
9/8/2001,4:36:01,26.295,N,58.751,W
9/8/2001,4:38:01,26.298,N,58.754,W
9/8/2001,4:40:01,26.302,N,58.756,W
9/8/2001,4:42:01,26.305,N,58.758,W
9/8/2001,4:44:01,26.309,N,58.761,W
9/8/2001,4:46:01,26.312,N,58.763,W
9/8/2001,4:48:00,26.315,N,58.765,W
9/8/2001,4:50:00,26.319,N,58.768,W
9/8/2001,4:52:00,26.322,N,58.77,W
9/8/2001,4:54:00,26.326,N,58.772,W
9/8/2001,4:56:00,26.329,N,58.774,W
9/8/2001,4:58:00,26.333,N,58.776,W
9/8/2001,5:00:00,26.336,N,58.778,W
9/8/2001,5:02:00,26.34,N,58.781,W
9/8/2001,5:04:01,26.343,N,58.783,W
9/8/2001,5:06:01,26.347,N,58.785,W
9/8/2001,5:08:01,26.351,N,58.787,W
9/8/2001,5:10:01,26.354,N,58.789,W
9/8/2001,5:12:01,26.358,N,58.791,W
9/8/2001,5:14:01,26.361,N,58.793,W
9/8/2001,5:16:01,26.365,N,58.795,W
9/8/2001,5:18:00,26.368,N,58.797,W
9/8/2001,5:20:00,26.372,N,58.799,W
9/8/2001,5:22:00,26.376,N,58.801,W
9/8/2001,5:24:00,26.379,N,58.803,W
9/8/2001,5:26:00,26.383,N,58.805,W
9/8/2001,5:28:00,26.386,N,58.807,W
9/8/2001,5:30:00,26.39,N,58.809,W
9/8/2001,5:32:00,26.394,N,58.81,W
9/8/2001,5:34:01,26.397,N,58.812,W
9/8/2001,5:36:01,26.401,N,58.814,W
9/8/2001,5:38:01,26.405,N,58.816,W
9/8/2001,5:40:01,26.408,N,58.818,W
9/8/2001,5:42:01,26.412,N,58.82,W
9/8/2001,5:44:01,26.416,N,58.821,W
9/8/2001,5:46:01,26.419,N,58.823,W
9/8/2001,5:47:58,26.423,N,58.825,W
9/8/2001,5:49:58,26.427,N,58.827,W
9/8/2001,5:51:58,26.43,N,58.828,W
9/8/2001,5:53:58,26.434,N,58.83,W
9/8/2001,5:55:58,26.437,N,58.831,W
9/8/2001,5:57:59,26.441,N,58.833,W
9/8/2001,5:59:59,26.445,N,58.834,W
9/8/2001,6:01:59,26.448,N,58.836,W
9/8/2001,6:03:59,26.452,N,58.837,W
9/8/2001,6:05:59,26.455,N,58.839,W
9/8/2001,6:07:59,26.459,N,58.84,W
9/8/2001,6:09:59,26.463,N,58.842,W
9/8/2001,6:11:59,26.466,N,58.843,W
9/8/2001,6:13:58,26.47,N,58.845,W
9/8/2001,6:15:58,26.474,N,58.846,W
9/8/2001,6:17:58,26.477,N,58.848,W
9/8/2001,6:19:58,26.481,N,58.849,W
9/8/2001,6:21:58,26.485,N,58.851,W
9/8/2001,6:23:58,26.488,N,58.852,W
9/8/2001,6:25:58,26.492,N,58.854,W
9/8/2001,6:27:59,26.496,N,58.855,W
9/8/2001,6:29:59,26.5,N,58.857,W
9/8/2001,6:31:59,26.503,N,58.858,W
9/8/2001,6:33:59,26.507,N,58.86,W
9/8/2001,6:35:59,26.511,N,58.861,W
9/8/2001,6:37:59,26.515,N,58.863,W
9/8/2001,6:39:59,26.518,N,58.864,W
9/8/2001,6:41:59,26.522,N,58.866,W
9/8/2001,6:43:58,26.526,N,58.867,W
9/8/2001,6:45:58,26.53,N,58.869,W
9/8/2001,6:47:58,26.534,N,58.87,W
9/8/2001,6:49:58,26.537,N,58.872,W
9/8/2001,6:51:58,26.541,N,58.873,W
9/8/2001,6:53:58,26.545,N,58.875,W
9/8/2001,6:55:58,26.549,N,58.876,W
9/8/2001,6:57:59,26.553,N,58.878,W
9/8/2001,6:59:59,26.557,N,58.879,W
9/8/2001,7:01:59,26.56,N,58.881,W
9/8/2001,7:03:59,26.564,N,58.882,W
9/8/2001,7:05:59,26.568,N,58.884,W
9/8/2001,7:07:59,26.572,N,58.885,W
9/8/2001,7:09:59,26.576,N,58.887,W
9/8/2001,7:11:59,26.58,N,58.888,W
9/8/2001,7:13:58,26.584,N,58.89,W
9/8/2001,7:15:58,26.588,N,58.891,W
9/8/2001,7:17:58,26.592,N,58.893,W
9/8/2001,7:19:58,26.596,N,58.894,W
9/8/2001,7:21:58,26.6,N,58.896,W
9/8/2001,7:23:58,26.604,N,58.897,W
9/8/2001,7:25:58,26.608,N,58.899,W
9/8/2001,7:27:59,26.612,N,58.901,W
9/8/2001,7:29:59,26.616,N,58.902,W
9/8/2001,7:31:59,26.62,N,58.904,W
9/8/2001,7:33:59,26.624,N,58.905,W
9/8/2001,7:35:59,26.628,N,58.907,W
9/8/2001,7:37:59,26.632,N,58.908,W
9/8/2001,7:39:59,26.636,N,58.91,W
9/8/2001,7:41:59,26.64,N,58.911,W
9/8/2001,7:42:50,26.642,N,58.912,W
9/8/2001,7:44:50,26.646,N,58.914,W
9/8/2001,7:46:50,26.65,N,58.915,W
9/8/2001,7:48:49,26.654,N,58.917,W
9/8/2001,7:50:49,26.658,N,58.919,W
9/8/2001,7:52:49,26.662,N,58.921,W
9/8/2001,7:54:49,26.666,N,58.923,W
9/8/2001,7:56:49,26.67,N,58.924,W
9/8/2001,7:58:49,26.674,N,58.926,W
9/8/2001,8:00:49,26.679,N,58.928,W
9/8/2001,8:02:50,26.683,N,58.93,W
9/8/2001,8:04:50,26.687,N,58.932,W
9/8/2001,8:06:50,26.691,N,58.933,W
9/8/2001,8:08:50,26.695,N,58.935,W
9/8/2001,8:10:50,26.699,N,58.937,W
9/8/2001,8:12:50,26.703,N,58.939,W
9/8/2001,8:14:50,26.708,N,58.941,W
9/8/2001,8:16:50,26.712,N,58.943,W
9/8/2001,8:18:49,26.716,N,58.945,W
9/8/2001,8:20:49,26.72,N,58.947,W
9/8/2001,8:22:49,26.724,N,58.949,W
9/8/2001,8:24:49,26.729,N,58.951,W
9/8/2001,8:26:49,26.733,N,58.953,W
9/8/2001,8:28:49,26.737,N,58.955,W
9/8/2001,8:30:49,26.742,N,58.957,W
9/8/2001,8:32:50,26.746,N,58.959,W
9/8/2001,8:34:50,26.75,N,58.961,W
9/8/2001,8:36:50,26.755,N,58.963,W
9/8/2001,8:38:50,26.759,N,58.965,W
9/8/2001,8:40:50,26.763,N,58.967,W
9/8/2001,8:42:50,26.768,N,58.969,W
9/8/2001,8:44:50,26.772,N,58.971,W
9/8/2001,8:46:50,26.777,N,58.973,W
9/8/2001,8:48:49,26.781,N,58.976,W
9/8/2001,8:50:49,26.785,N,58.978,W
9/8/2001,8:52:49,26.79,N,58.98,W
9/8/2001,8:54:49,26.794,N,58.982,W
9/8/2001,8:56:49,26.799,N,58.984,W
9/8/2001,8:58:49,26.803,N,58.987,W
9/8/2001,9:00:49,26.808,N,58.989,W
9/8/2001,9:02:50,26.812,N,58.991,W
9/8/2001,9:04:50,26.817,N,58.994,W
9/8/2001,9:06:50,26.822,N,58.996,W
9/8/2001,9:08:50,26.826,N,58.998,W
9/8/2001,9:10:50,26.831,N,59.001,W
9/8/2001,9:12:50,26.835,N,59.003,W
9/8/2001,9:14:50,26.84,N,59.005,W
9/8/2001,9:16:50,26.845,N,59.008,W
9/8/2001,9:18:49,26.85,N,59.01,W
9/8/2001,9:20:49,26.854,N,59.013,W
9/8/2001,9:22:49,26.859,N,59.015,W
9/8/2001,9:24:49,26.864,N,59.018,W
9/8/2001,9:26:49,26.868,N,59.02,W
9/8/2001,9:28:49,26.873,N,59.023,W
9/8/2001,9:30:49,26.878,N,59.025,W
9/8/2001,9:32:50,26.883,N,59.028,W
9/8/2001,9:34:50,26.888,N,59.03,W
9/8/2001,9:36:50,26.893,N,59.033,W
9/8/2001,9:38:50,26.898,N,59.036,W
9/8/2001,9:40:50,26.902,N,59.038,W
9/8/2001,9:42:50,26.907,N,59.041,W
9/8/2001,9:44:50,26.912,N,59.044,W
9/8/2001,9:46:50,26.917,N,59.046,W
9/8/2001,9:48:49,26.922,N,59.049,W
9/8/2001,9:50:49,26.927,N,59.052,W
9/8/2001,9:52:49,26.932,N,59.055,W
9/8/2001,9:54:49,26.937,N,59.058,W
9/8/2001,9:56:49,26.943,N,59.06,W
9/8/2001,9:58:49,26.948,N,59.063,W
9/8/2001,10:00:49,26.953,N,59.066,W
9/8/2001,10:02:50,26.958,N,59.069,W
9/8/2001,10:04:50,26.963,N,59.072,W
9/8/2001,10:06:50,26.968,N,59.075,W
9/8/2001,10:08:50,26.973,N,59.078,W
9/8/2001,10:10:50,26.979,N,59.081,W
9/8/2001,10:12:50,26.984,N,59.084,W
9/8/2001,10:14:50,26.989,N,59.087,W
9/8/2001,10:16:50,26.995,N,59.09,W
9/8/2001,10:18:49,27,N,59.093,W
9/8/2001,10:20:49,27.005,N,59.096,W
9/8/2001,10:22:49,27.011,N,59.099,W
9/8/2001,10:24:49,27.016,N,59.103,W
9/8/2001,10:26:49,27.022,N,59.106,W
9/8/2001,10:28:49,27.027,N,59.109,W
9/8/2001,10:30:49,27.032,N,59.112,W
9/8/2001,10:32:50,27.038,N,59.116,W
9/8/2001,10:34:50,27.043,N,59.119,W
9/8/2001,10:36:50,27.049,N,59.122,W
9/8/2001,10:38:50,27.055,N,59.126,W
9/8/2001,10:40:50,27.06,N,59.129,W
9/8/2001,10:42:50,27.066,N,59.132,W
9/8/2001,10:44:50,27.071,N,59.136,W
9/8/2001,10:46:50,27.077,N,59.139,W
9/8/2001,10:48:49,27.083,N,59.143,W
9/8/2001,10:50:49,27.089,N,59.146,W
9/8/2001,10:52:49,27.094,N,59.15,W
9/8/2001,10:54:49,27.1,N,59.153,W
9/8/2001,10:56:49,27.106,N,59.157,W
9/8/2001,10:58:49,27.112,N,59.16,W
9/8/2001,11:00:49,27.117,N,59.164,W
9/8/2001,11:02:50,27.123,N,59.167,W
9/8/2001,11:04:50,27.129,N,59.171,W
9/8/2001,11:06:50,27.135,N,59.175,W
9/8/2001,11:08:50,27.141,N,59.178,W
9/8/2001,11:10:50,27.147,N,59.182,W
9/8/2001,11:12:50,27.153,N,59.186,W
9/8/2001,11:14:50,27.159,N,59.189,W
9/8/2001,11:16:50,27.165,N,59.193,W
9/8/2001,11:18:49,27.171,N,59.197,W
9/8/2001,11:20:49,27.177,N,59.2,W
9/8/2001,11:22:49,27.183,N,59.204,W
9/8/2001,11:24:49,27.189,N,59.208,W
9/8/2001,11:26:49,27.195,N,59.212,W
9/8/2001,11:28:49,27.201,N,59.215,W
9/8/2001,11:30:49,27.207,N,59.219,W
9/8/2001,11:32:50,27.213,N,59.223,W
9/8/2001,11:34:50,27.219,N,59.227,W
9/8/2001,11:36:50,27.225,N,59.231,W
9/8/2001,11:38:50,27.231,N,59.235,W
9/8/2001,11:40:50,27.237,N,59.238,W
9/8/2001,11:42:50,27.244,N,59.242,W
9/8/2001,11:44:50,27.25,N,59.246,W
9/8/2001,11:46:50,27.256,N,59.25,W
9/8/2001,11:48:49,27.262,N,59.254,W
9/8/2001,11:50:49,27.269,N,59.258,W
9/8/2001,11:52:49,27.275,N,59.262,W
9/8/2001,11:54:49,27.281,N,59.266,W
9/8/2001,11:56:49,27.287,N,59.27,W
9/8/2001,11:58:49,27.294,N,59.274,W
9/8/2001,12:00:49,27.3,N,59.278,W
9/8/2001,12:02:50,27.306,N,59.281,W
9/8/2001,12:04:50,27.313,N,59.285,W
9/8/2001,12:06:50,27.319,N,59.289,W
9/8/2001,12:08:50,27.325,N,59.293,W
9/8/2001,12:10:50,27.332,N,59.297,W
9/8/2001,12:12:50,27.338,N,59.301,W
9/8/2001,12:14:50,27.344,N,59.305,W
9/8/2001,12:16:50,27.351,N,59.309,W
9/8/2001,12:18:49,27.357,N,59.313,W
9/8/2001,12:20:49,27.364,N,59.317,W
9/8/2001,12:22:49,27.37,N,59.321,W
9/8/2001,12:24:49,27.377,N,59.325,W
9/8/2001,12:26:49,27.383,N,59.329,W
9/8/2001,12:28:49,27.39,N,59.333,W
9/8/2001,12:30:49,27.396,N,59.337,W
9/8/2001,12:32:50,27.403,N,59.341,W
9/8/2001,12:34:50,27.409,N,59.345,W
9/8/2001,12:36:50,27.416,N,59.349,W
9/8/2001,12:38:50,27.422,N,59.353,W
9/8/2001,12:40:50,27.429,N,59.357,W
9/8/2001,12:42:50,27.435,N,59.361,W
9/8/2001,12:44:50,27.442,N,59.365,W
9/8/2001,12:46:50,27.448,N,59.369,W
9/8/2001,12:48:49,27.455,N,59.373,W
9/8/2001,12:50:49,27.461,N,59.377,W
9/8/2001,12:52:49,27.468,N,59.381,W
9/8/2001,12:54:49,27.475,N,59.385,W
9/8/2001,12:56:49,27.481,N,59.389,W
9/8/2001,12:58:49,27.488,N,59.393,W
9/8/2001,13:00:49,27.494,N,59.397,W
9/8/2001,13:02:50,27.501,N,59.401,W
9/8/2001,13:04:50,27.508,N,59.405,W
9/8/2001,13:06:50,27.514,N,59.409,W
9/8/2001,13:08:50,27.521,N,59.413,W
9/8/2001,13:10:50,27.528,N,59.417,W
9/8/2001,13:12:50,27.534,N,59.421,W
9/8/2001,13:14:50,27.541,N,59.425,W
9/8/2001,13:16:50,27.548,N,59.429,W
9/8/2001,13:18:49,27.554,N,59.433,W
9/8/2001,13:20:49,27.561,N,59.437,W
9/8/2001,13:22:49,27.568,N,59.441,W
9/8/2001,13:24:49,27.574,N,59.445,W
9/8/2001,13:26:49,27.581,N,59.449,W
9/8/2001,13:28:49,27.588,N,59.452,W
9/8/2001,13:30:49,27.594,N,59.456,W
9/8/2001,13:32:50,27.601,N,59.46,W
9/8/2001,13:34:50,27.608,N,59.464,W
9/8/2001,13:36:50,27.614,N,59.468,W
9/8/2001,13:38:50,27.621,N,59.472,W
9/8/2001,13:40:50,27.628,N,59.475,W
9/8/2001,13:42:50,27.635,N,59.479,W
9/8/2001,13:44:50,27.641,N,59.483,W
9/8/2001,13:46:50,27.648,N,59.487,W
9/8/2001,13:48:49,27.655,N,59.491,W
9/8/2001,13:50:49,27.661,N,59.494,W
9/8/2001,13:52:49,27.668,N,59.498,W
9/8/2001,13:54:49,27.675,N,59.502,W
9/8/2001,13:56:49,27.681,N,59.506,W
9/8/2001,13:58:49,27.688,N,59.509,W
9/8/2001,14:00:49,27.695,N,59.513,W
9/8/2001,14:02:50,27.702,N,59.517,W
9/8/2001,14:04:50,27.708,N,59.52,W
9/8/2001,14:06:50,27.715,N,59.524,W
9/8/2001,14:08:50,27.722,N,59.527,W
9/8/2001,14:10:50,27.728,N,59.531,W
9/8/2001,14:12:50,27.735,N,59.535,W
9/8/2001,14:14:50,27.742,N,59.538,W
9/8/2001,14:16:50,27.749,N,59.542,W
9/8/2001,14:18:49,27.755,N,59.545,W
9/8/2001,14:20:49,27.762,N,59.549,W
9/8/2001,14:22:49,27.769,N,59.552,W
9/8/2001,14:24:49,27.775,N,59.556,W
9/8/2001,14:26:49,27.782,N,59.559,W
9/8/2001,14:28:49,27.789,N,59.562,W
9/8/2001,14:30:49,27.795,N,59.566,W
9/8/2001,14:32:50,27.802,N,59.569,W
