Track,for,Erin,2001,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/7/2001,1:32:10,23.922,N,58.193,W
9/7/2001,1:34:10,23.925,N,58.186,W
9/7/2001,1:36:10,23.929,N,58.18,W
9/7/2001,1:38:11,23.933,N,58.173,W
9/7/2001,1:40:11,23.936,N,58.167,W
9/7/2001,1:42:11,23.94,N,58.16,W
9/7/2001,1:44:11,23.943,N,58.154,W
9/7/2001,1:46:10,23.947,N,58.147,W
9/7/2001,1:48:10,23.951,N,58.141,W
9/7/2001,1:50:10,23.954,N,58.134,W
9/7/2001,1:52:10,23.958,N,58.127,W
9/7/2001,1:54:11,23.961,N,58.121,W
9/7/2001,1:56:11,23.965,N,58.114,W
9/7/2001,1:58:11,23.968,N,58.107,W
9/7/2001,2:00:11,23.972,N,58.1,W
9/7/2001,2:02:10,23.976,N,58.094,W
9/7/2001,2:04:10,23.979,N,58.087,W
9/7/2001,2:06:10,23.983,N,58.08,W
9/7/2001,2:08:11,23.986,N,58.073,W
9/7/2001,2:10:11,23.99,N,58.066,W
9/7/2001,2:12:11,23.994,N,58.059,W
9/7/2001,2:14:11,23.997,N,58.053,W
9/7/2001,2:16:10,24.001,N,58.046,W
9/7/2001,2:18:10,24.004,N,58.039,W
9/7/2001,2:20:10,24.008,N,58.032,W
9/7/2001,2:22:10,24.012,N,58.025,W
9/7/2001,2:24:11,24.015,N,58.018,W
9/7/2001,2:26:11,24.019,N,58.011,W
9/7/2001,2:28:11,24.022,N,58.004,W
9/7/2001,2:30:11,24.026,N,57.998,W
9/7/2001,2:32:10,24.03,N,57.991,W
9/7/2001,2:34:10,24.033,N,57.984,W
9/7/2001,2:36:10,24.037,N,57.977,W
9/7/2001,2:38:11,24.04,N,57.97,W
9/7/2001,2:40:11,24.044,N,57.963,W
9/7/2001,2:42:11,24.048,N,57.956,W
9/7/2001,2:44:11,24.051,N,57.95,W
9/7/2001,2:46:10,24.055,N,57.943,W
9/7/2001,2:48:10,24.058,N,57.936,W
9/7/2001,2:50:10,24.062,N,57.929,W
9/7/2001,2:52:10,24.066,N,57.923,W
9/7/2001,2:54:11,24.069,N,57.916,W
9/7/2001,2:56:11,24.073,N,57.909,W
9/7/2001,2:58:11,24.077,N,57.903,W
9/7/2001,3:00:11,24.08,N,57.896,W
9/7/2001,3:02:10,24.084,N,57.89,W
9/7/2001,3:04:10,24.087,N,57.883,W
9/7/2001,3:06:10,24.091,N,57.876,W
9/7/2001,3:08:11,24.095,N,57.87,W
9/7/2001,3:10:11,24.098,N,57.864,W
9/7/2001,3:12:11,24.102,N,57.857,W
9/7/2001,3:14:11,24.106,N,57.851,W
9/7/2001,3:16:10,24.109,N,57.845,W
9/7/2001,3:18:10,24.113,N,57.838,W
9/7/2001,3:20:10,24.117,N,57.832,W
9/7/2001,3:22:10,24.12,N,57.826,W
9/7/2001,3:24:11,24.124,N,57.82,W
9/7/2001,3:26:11,24.127,N,57.814,W
9/7/2001,3:28:11,24.131,N,57.808,W
9/7/2001,3:30:11,24.135,N,57.802,W
9/7/2001,3:32:10,24.138,N,57.796,W
9/7/2001,3:34:10,24.142,N,57.79,W
9/7/2001,3:36:10,24.146,N,57.785,W
9/7/2001,3:38:11,24.149,N,57.779,W
9/7/2001,3:40:11,24.153,N,57.773,W
9/7/2001,3:42:11,24.157,N,57.768,W
9/7/2001,3:44:11,24.161,N,57.762,W
9/7/2001,3:46:10,24.164,N,57.757,W
9/7/2001,3:48:10,24.168,N,57.751,W
9/7/2001,3:50:10,24.172,N,57.746,W
9/7/2001,3:52:10,24.175,N,57.741,W
9/7/2001,3:54:11,24.179,N,57.736,W
9/7/2001,3:56:11,24.183,N,57.731,W
9/7/2001,3:58:11,24.186,N,57.726,W
9/7/2001,4:00:11,24.19,N,57.721,W
9/7/2001,4:02:10,24.194,N,57.716,W
9/7/2001,4:04:10,24.197,N,57.712,W
9/7/2001,4:06:10,24.201,N,57.707,W
9/7/2001,4:08:11,24.205,N,57.703,W
9/7/2001,4:10:11,24.209,N,57.698,W
9/7/2001,4:12:11,24.212,N,57.694,W
9/7/2001,4:14:11,24.216,N,57.69,W
9/7/2001,4:16:10,24.22,N,57.685,W
9/7/2001,4:18:10,24.224,N,57.681,W
9/7/2001,4:20:10,24.227,N,57.677,W
9/7/2001,4:22:10,24.231,N,57.674,W
9/7/2001,4:24:11,24.235,N,57.67,W
9/7/2001,4:26:11,24.239,N,57.666,W
9/7/2001,4:28:11,24.242,N,57.663,W
9/7/2001,4:30:11,24.246,N,57.659,W
9/7/2001,4:32:10,24.25,N,57.656,W
9/7/2001,4:34:10,24.254,N,57.653,W
9/7/2001,4:36:10,24.257,N,57.65,W
9/7/2001,4:38:11,24.261,N,57.647,W
9/7/2001,4:40:11,24.265,N,57.644,W
9/7/2001,4:42:11,24.269,N,57.641,W
9/7/2001,4:44:11,24.272,N,57.639,W
9/7/2001,4:46:10,24.276,N,57.636,W
9/7/2001,4:48:10,24.28,N,57.634,W
9/7/2001,4:50:10,24.284,N,57.631,W
9/7/2001,4:52:10,24.288,N,57.629,W
9/7/2001,4:54:11,24.291,N,57.627,W
9/7/2001,4:56:11,24.295,N,57.625,W
9/7/2001,4:58:11,24.299,N,57.623,W
9/7/2001,5:00:11,24.303,N,57.621,W
9/7/2001,5:02:10,24.307,N,57.619,W
9/7/2001,5:04:10,24.31,N,57.617,W
9/7/2001,5:06:10,24.314,N,57.616,W
9/7/2001,5:08:11,24.318,N,57.614,W
9/7/2001,5:10:11,24.322,N,57.613,W
9/7/2001,5:12:11,24.326,N,57.612,W
9/7/2001,5:14:11,24.33,N,57.611,W
9/7/2001,5:16:10,24.333,N,57.609,W
9/7/2001,5:18:10,24.337,N,57.608,W
9/7/2001,5:20:10,24.341,N,57.607,W
9/7/2001,5:22:10,24.345,N,57.607,W
9/7/2001,5:24:11,24.349,N,57.606,W
9/7/2001,5:26:11,24.353,N,57.605,W
9/7/2001,5:28:11,24.357,N,57.604,W
9/7/2001,5:30:11,24.36,N,57.604,W
9/7/2001,5:32:10,24.364,N,57.604,W
9/7/2001,5:34:10,24.368,N,57.603,W
9/7/2001,5:36:10,24.372,N,57.603,W
9/7/2001,5:38:11,24.376,N,57.603,W
9/7/2001,5:40:11,24.38,N,57.603,W
9/7/2001,5:42:11,24.384,N,57.602,W
9/7/2001,5:44:11,24.388,N,57.603,W
9/7/2001,5:46:10,24.391,N,57.603,W
9/7/2001,5:48:10,24.395,N,57.603,W
9/7/2001,5:50:10,24.399,N,57.603,W
9/7/2001,5:52:10,24.403,N,57.603,W
9/7/2001,5:54:11,24.407,N,57.604,W
9/7/2001,5:56:11,24.411,N,57.604,W
9/7/2001,5:58:11,24.415,N,57.605,W
9/7/2001,6:00:11,24.419,N,57.605,W
9/7/2001,6:02:10,24.423,N,57.606,W
9/7/2001,6:04:10,24.426,N,57.607,W
9/7/2001,6:06:10,24.43,N,57.608,W
9/7/2001,6:08:11,24.434,N,57.608,W
9/7/2001,6:10:11,24.438,N,57.609,W
9/7/2001,6:12:11,24.442,N,57.61,W
9/7/2001,6:14:11,24.446,N,57.611,W
9/7/2001,6:16:10,24.45,N,57.613,W
9/7/2001,6:18:10,24.454,N,57.614,W
9/7/2001,6:20:10,24.458,N,57.615,W
9/7/2001,6:20:16,24.458,N,57.615,W
9/7/2001,6:22:16,24.462,N,57.617,W
9/7/2001,6:24:17,24.466,N,57.619,W
9/7/2001,6:26:17,24.47,N,57.62,W
9/7/2001,6:28:17,24.474,N,57.622,W
9/7/2001,6:30:17,24.478,N,57.624,W
9/7/2001,6:32:16,24.482,N,57.626,W
9/7/2001,6:34:16,24.486,N,57.628,W
9/7/2001,6:36:16,24.49,N,57.63,W
9/7/2001,6:38:16,24.495,N,57.632,W
9/7/2001,6:40:17,24.499,N,57.634,W
9/7/2001,6:42:17,24.503,N,57.636,W
9/7/2001,6:44:17,24.507,N,57.638,W
9/7/2001,6:46:17,24.511,N,57.64,W
9/7/2001,6:48:16,24.515,N,57.642,W
9/7/2001,6:50:16,24.519,N,57.644,W
9/7/2001,6:52:16,24.523,N,57.647,W
9/7/2001,6:54:17,24.527,N,57.649,W
9/7/2001,6:56:17,24.531,N,57.651,W
9/7/2001,6:58:17,24.535,N,57.653,W
9/7/2001,7:00:17,24.539,N,57.656,W
9/7/2001,7:02:16,24.543,N,57.658,W
9/7/2001,7:04:16,24.547,N,57.66,W
9/7/2001,7:06:16,24.551,N,57.663,W
9/7/2001,7:08:16,24.555,N,57.665,W
9/7/2001,7:10:17,24.559,N,57.667,W
9/7/2001,7:12:17,24.563,N,57.67,W
9/7/2001,7:14:17,24.567,N,57.672,W
9/7/2001,7:16:17,24.571,N,57.675,W
9/7/2001,7:18:16,24.575,N,57.677,W
9/7/2001,7:20:16,24.579,N,57.68,W
9/7/2001,7:22:16,24.583,N,57.682,W
9/7/2001,7:24:17,24.587,N,57.685,W
9/7/2001,7:26:17,24.591,N,57.687,W
9/7/2001,7:28:17,24.595,N,57.69,W
9/7/2001,7:30:17,24.599,N,57.692,W
9/7/2001,7:32:16,24.603,N,57.695,W
9/7/2001,7:34:16,24.607,N,57.698,W
9/7/2001,7:36:16,24.611,N,57.7,W
9/7/2001,7:38:16,24.615,N,57.703,W
9/7/2001,7:40:17,24.619,N,57.706,W
9/7/2001,7:42:17,24.623,N,57.708,W
9/7/2001,7:44:17,24.627,N,57.711,W
9/7/2001,7:46:17,24.63,N,57.714,W
9/7/2001,7:48:16,24.634,N,57.716,W
9/7/2001,7:50:16,24.638,N,57.719,W
9/7/2001,7:52:16,24.642,N,57.722,W
9/7/2001,7:54:17,24.646,N,57.725,W
9/7/2001,7:56:17,24.65,N,57.728,W
9/7/2001,7:58:17,24.654,N,57.73,W
9/7/2001,8:00:17,24.658,N,57.733,W
9/7/2001,8:02:16,24.662,N,57.736,W
9/7/2001,8:04:16,24.666,N,57.739,W
9/7/2001,8:06:16,24.669,N,57.742,W
9/7/2001,8:08:16,24.673,N,57.744,W
9/7/2001,8:10:17,24.677,N,57.747,W
9/7/2001,8:12:17,24.681,N,57.75,W
9/7/2001,8:14:17,24.685,N,57.753,W
9/7/2001,8:16:17,24.689,N,57.756,W
9/7/2001,8:18:16,24.692,N,57.759,W
9/7/2001,8:20:16,24.696,N,57.762,W
9/7/2001,8:22:16,24.7,N,57.765,W
9/7/2001,8:23:49,24.703,N,57.767,W
9/7/2001,8:25:49,24.707,N,57.769,W
9/7/2001,8:27:49,24.71,N,57.772,W
9/7/2001,8:29:48,24.714,N,57.774,W
9/7/2001,8:31:48,24.718,N,57.776,W
9/7/2001,8:33:48,24.721,N,57.779,W
9/7/2001,8:35:48,24.725,N,57.781,W
9/7/2001,8:37:49,24.728,N,57.783,W
9/7/2001,8:39:49,24.732,N,57.785,W
9/7/2001,8:41:49,24.735,N,57.788,W
9/7/2001,8:43:49,24.739,N,57.79,W
9/7/2001,8:45:48,24.742,N,57.792,W
9/7/2001,8:47:48,24.746,N,57.794,W
9/7/2001,8:49:48,24.749,N,57.797,W
9/7/2001,8:51:48,24.753,N,57.799,W
9/7/2001,8:53:49,24.756,N,57.801,W
9/7/2001,8:55:49,24.759,N,57.803,W
9/7/2001,8:57:49,24.763,N,57.806,W
9/7/2001,8:59:48,24.766,N,57.808,W
9/7/2001,9:01:48,24.77,N,57.81,W
9/7/2001,9:03:48,24.773,N,57.812,W
9/7/2001,9:05:48,24.776,N,57.814,W
9/7/2001,9:07:49,24.779,N,57.817,W
9/7/2001,9:09:49,24.783,N,57.819,W
9/7/2001,9:11:49,24.786,N,57.821,W
9/7/2001,9:13:49,24.789,N,57.823,W
9/7/2001,9:15:48,24.792,N,57.825,W
9/7/2001,9:17:48,24.796,N,57.827,W
9/7/2001,9:19:48,24.799,N,57.829,W
9/7/2001,9:21:48,24.802,N,57.832,W
9/7/2001,9:23:49,24.805,N,57.834,W
9/7/2001,9:25:49,24.808,N,57.836,W
9/7/2001,9:27:49,24.811,N,57.838,W
9/7/2001,9:29:48,24.814,N,57.84,W
9/7/2001,9:31:48,24.817,N,57.842,W
9/7/2001,9:33:48,24.82,N,57.844,W
9/7/2001,9:35:48,24.823,N,57.846,W
9/7/2001,9:37:49,24.826,N,57.848,W
9/7/2001,9:39:49,24.829,N,57.85,W
9/7/2001,9:41:49,24.832,N,57.852,W
9/7/2001,9:43:49,24.835,N,57.854,W
9/7/2001,9:45:48,24.838,N,57.856,W
9/7/2001,9:47:48,24.841,N,57.858,W
9/7/2001,9:49:48,24.843,N,57.86,W
9/7/2001,9:51:48,24.846,N,57.862,W
9/7/2001,9:53:49,24.849,N,57.864,W
9/7/2001,9:55:49,24.852,N,57.866,W
9/7/2001,9:57:49,24.854,N,57.868,W
9/7/2001,9:59:48,24.857,N,57.87,W
9/7/2001,10:01:48,24.86,N,57.872,W
9/7/2001,10:03:48,24.862,N,57.874,W
9/7/2001,10:05:48,24.865,N,57.876,W
9/7/2001,10:07:49,24.867,N,57.877,W
9/7/2001,10:09:49,24.87,N,57.879,W
9/7/2001,10:11:49,24.873,N,57.881,W
9/7/2001,10:13:49,24.875,N,57.883,W
9/7/2001,10:15:48,24.877,N,57.885,W
9/7/2001,10:17:48,24.88,N,57.887,W
9/7/2001,10:19:48,24.882,N,57.888,W
9/7/2001,10:21:48,24.885,N,57.89,W
9/7/2001,10:23:49,24.887,N,57.892,W
9/7/2001,10:25:49,24.889,N,57.894,W
9/7/2001,10:27:49,24.892,N,57.896,W
9/7/2001,10:29:48,24.894,N,57.897,W
9/7/2001,10:31:48,24.896,N,57.899,W
9/7/2001,10:33:48,24.898,N,57.901,W
9/7/2001,10:35:48,24.9,N,57.903,W
9/7/2001,10:37:49,24.903,N,57.904,W
9/7/2001,10:39:49,24.905,N,57.906,W
9/7/2001,10:41:49,24.907,N,57.908,W
9/7/2001,10:43:49,24.909,N,57.909,W
9/7/2001,10:45:48,24.911,N,57.911,W
9/7/2001,10:47:48,24.913,N,57.912,W
9/7/2001,10:49:48,24.915,N,57.914,W
9/7/2001,10:51:48,24.917,N,57.916,W
9/7/2001,10:53:49,24.919,N,57.917,W
9/7/2001,10:55:49,24.92,N,57.919,W
9/7/2001,10:57:49,24.922,N,57.92,W
9/7/2001,10:59:48,24.924,N,57.922,W
9/7/2001,11:01:48,24.926,N,57.923,W
9/7/2001,11:03:48,24.927,N,57.925,W
9/7/2001,11:05:48,24.929,N,57.927,W
9/7/2001,11:07:49,24.931,N,57.928,W
9/7/2001,11:09:49,24.932,N,57.929,W
9/7/2001,11:11:49,24.934,N,57.931,W
9/7/2001,11:13:49,24.936,N,57.932,W
9/7/2001,11:15:48,24.937,N,57.934,W
9/7/2001,11:17:48,24.939,N,57.935,W
9/7/2001,11:19:48,24.94,N,57.937,W
9/7/2001,11:21:48,24.942,N,57.938,W
9/7/2001,11:23:49,24.943,N,57.939,W
9/7/2001,11:25:49,24.944,N,57.941,W
9/7/2001,11:27:49,24.946,N,57.942,W
9/7/2001,11:29:48,24.947,N,57.944,W
9/7/2001,11:31:48,24.948,N,57.945,W
9/7/2001,11:33:48,24.95,N,57.946,W
9/7/2001,11:35:48,24.951,N,57.947,W
9/7/2001,11:37:49,24.952,N,57.949,W
9/7/2001,11:39:49,24.953,N,57.95,W
9/7/2001,11:41:49,24.955,N,57.951,W
9/7/2001,11:43:49,24.956,N,57.953,W
9/7/2001,11:45:48,24.957,N,57.954,W
9/7/2001,11:47:48,24.958,N,57.955,W
9/7/2001,11:49:48,24.959,N,57.956,W
9/7/2001,11:51:48,24.96,N,57.957,W
9/7/2001,11:53:49,24.962,N,57.959,W
9/7/2001,11:55:49,24.963,N,57.96,W
9/7/2001,11:57:49,24.964,N,57.961,W
9/7/2001,11:59:48,24.965,N,57.962,W
9/7/2001,12:01:48,24.966,N,57.963,W
9/7/2001,12:03:48,24.967,N,57.964,W
9/7/2001,12:05:48,24.968,N,57.966,W
9/7/2001,12:07:49,24.969,N,57.967,W
9/7/2001,12:09:49,24.97,N,57.968,W
9/7/2001,12:11:49,24.971,N,57.969,W
9/7/2001,12:13:49,24.971,N,57.97,W
9/7/2001,12:15:48,24.972,N,57.971,W
9/7/2001,12:17:48,24.973,N,57.972,W
9/7/2001,12:19:48,24.974,N,57.973,W
9/7/2001,12:21:48,24.975,N,57.974,W
9/7/2001,12:23:49,24.976,N,57.975,W
9/7/2001,12:25:49,24.977,N,57.976,W
9/7/2001,12:27:49,24.977,N,57.977,W
9/7/2001,12:29:48,24.978,N,57.978,W
9/7/2001,12:31:48,24.979,N,57.979,W
9/7/2001,12:33:48,24.98,N,57.98,W
9/7/2001,12:35:48,24.981,N,57.981,W
9/7/2001,12:37:49,24.982,N,57.982,W
9/7/2001,12:39:49,24.982,N,57.983,W
9/7/2001,12:41:49,24.983,N,57.984,W
9/7/2001,12:43:49,24.984,N,57.985,W
9/7/2001,12:45:48,24.985,N,57.986,W
9/7/2001,12:47:48,24.985,N,57.987,W
9/7/2001,12:49:48,24.986,N,57.987,W
9/7/2001,12:51:48,24.987,N,57.988,W
9/7/2001,12:53:49,24.988,N,57.989,W
9/7/2001,12:55:49,24.988,N,57.99,W
9/7/2001,12:57:49,24.989,N,57.991,W
9/7/2001,12:59:48,24.99,N,57.992,W
9/7/2001,13:01:48,24.99,N,57.992,W
9/7/2001,13:03:48,24.991,N,57.993,W
9/7/2001,13:05:48,24.992,N,57.994,W
9/7/2001,13:07:49,24.993,N,57.995,W
9/7/2001,13:09:49,24.993,N,57.996,W
9/7/2001,13:11:49,24.994,N,57.996,W
9/7/2001,13:13:49,24.995,N,57.997,W
9/7/2001,13:15:48,24.995,N,57.998,W
9/7/2001,13:17:48,24.996,N,57.999,W
9/7/2001,13:19:48,24.997,N,57.999,W
9/7/2001,13:21:48,24.998,N,58,W
9/7/2001,13:23:49,24.998,N,58.001,W
9/7/2001,13:25:49,24.999,N,58.001,W
9/7/2001,13:27:49,25,N,58.002,W
9/7/2001,13:29:48,25,N,58.003,W
9/7/2001,13:31:48,25.001,N,58.003,W
9/7/2001,13:33:48,25.002,N,58.004,W
9/7/2001,13:35:48,25.003,N,58.005,W
9/7/2001,13:37:49,25.003,N,58.005,W
9/7/2001,13:39:49,25.004,N,58.006,W
9/7/2001,13:41:49,25.005,N,58.007,W
9/7/2001,13:43:49,25.006,N,58.007,W
9/7/2001,13:45:48,25.006,N,58.008,W
9/7/2001,13:47:48,25.007,N,58.008,W
9/7/2001,13:49:48,25.008,N,58.009,W
9/7/2001,13:51:48,25.009,N,58.01,W
9/7/2001,13:53:49,25.01,N,58.01,W
9/7/2001,13:55:49,25.01,N,58.011,W
9/7/2001,13:57:49,25.011,N,58.011,W
9/7/2001,13:59:48,25.012,N,58.012,W
9/7/2001,14:01:48,25.013,N,58.012,W
9/7/2001,14:03:48,25.014,N,58.013,W
9/7/2001,14:05:48,25.015,N,58.013,W
9/7/2001,14:07:49,25.016,N,58.014,W
9/7/2001,14:09:49,25.016,N,58.014,W
9/7/2001,14:11:49,25.017,N,58.015,W
9/7/2001,14:13:49,25.018,N,58.015,W
9/7/2001,14:15:48,25.019,N,58.016,W
9/7/2001,14:17:48,25.02,N,58.016,W
9/7/2001,14:19:48,25.021,N,58.017,W
9/7/2001,14:21:48,25.022,N,58.017,W
9/7/2001,14:23:49,25.023,N,58.018,W
9/7/2001,14:25:49,25.024,N,58.018,W
9/7/2001,14:27:49,25.025,N,58.018,W
9/7/2001,14:29:48,25.026,N,58.019,W
9/7/2001,14:31:48,25.027,N,58.019,W
9/7/2001,14:33:48,25.029,N,58.02,W
9/7/2001,14:35:48,25.03,N,58.02,W
9/7/2001,14:37:49,25.031,N,58.02,W
9/7/2001,14:39:49,25.032,N,58.021,W
9/7/2001,14:41:49,25.033,N,58.021,W
9/7/2001,14:43:49,25.034,N,58.022,W
9/7/2001,14:45:48,25.036,N,58.022,W
9/7/2001,14:47:48,25.037,N,58.022,W
9/7/2001,14:49:48,25.038,N,58.023,W
9/7/2001,14:51:48,25.039,N,58.023,W
9/7/2001,14:53:49,25.041,N,58.023,W
9/7/2001,14:55:49,25.042,N,58.024,W
9/7/2001,14:57:49,25.044,N,58.024,W
9/7/2001,14:59:48,25.045,N,58.024,W
9/7/2001,15:01:48,25.046,N,58.025,W
9/7/2001,15:03:48,25.048,N,58.025,W
9/7/2001,15:05:48,25.049,N,58.025,W
9/7/2001,15:07:49,25.051,N,58.025,W
9/7/2001,15:09:49,25.052,N,58.026,W
9/7/2001,15:11:49,25.054,N,58.026,W
9/7/2001,15:13:49,25.056,N,58.026,W
9/7/2001,15:15:48,25.057,N,58.026,W
9/7/2001,15:17:48,25.059,N,58.027,W
9/7/2001,15:19:48,25.06,N,58.027,W
9/7/2001,15:21:48,25.062,N,58.027,W
9/7/2001,15:23:49,25.064,N,58.027,W
9/7/2001,15:25:49,25.066,N,58.028,W
9/7/2001,15:27:49,25.068,N,58.028,W
9/7/2001,15:29:48,25.069,N,58.028,W
9/7/2001,15:31:48,25.071,N,58.028,W
9/7/2001,15:33:48,25.073,N,58.028,W
9/7/2001,15:35:48,25.075,N,58.029,W
9/7/2001,15:37:49,25.077,N,58.029,W
9/7/2001,15:39:49,25.079,N,58.029,W
9/7/2001,15:41:49,25.081,N,58.029,W
9/7/2001,15:43:49,25.083,N,58.029,W
9/7/2001,15:45:48,25.085,N,58.03,W
9/7/2001,15:47:48,25.087,N,58.03,W
9/7/2001,15:49:48,25.09,N,58.03,W
9/7/2001,15:51:48,25.092,N,58.03,W
9/7/2001,15:53:49,25.094,N,58.03,W
9/7/2001,15:55:49,25.096,N,58.03,W
9/7/2001,15:57:49,25.099,N,58.03,W
9/7/2001,15:59:48,25.101,N,58.031,W
9/7/2001,16:01:49,25.103,N,58.031,W
9/7/2001,16:03:49,25.106,N,58.031,W
9/7/2001,16:05:49,25.108,N,58.031,W
9/7/2001,16:07:49,25.11,N,58.031,W
9/7/2001,16:09:49,25.113,N,58.031,W
9/7/2001,16:11:49,25.115,N,58.031,W
9/7/2001,16:13:49,25.118,N,58.031,W
9/7/2001,16:15:48,25.12,N,58.031,W
9/7/2001,16:17:48,25.123,N,58.031,W
9/7/2001,16:19:48,25.126,N,58.031,W
9/7/2001,16:21:48,25.128,N,58.032,W
9/7/2001,16:23:48,25.131,N,58.032,W
9/7/2001,16:25:48,25.134,N,58.032,W
9/7/2001,16:27:48,25.136,N,58.032,W
9/7/2001,16:29:49,25.139,N,58.032,W
9/7/2001,16:31:49,25.142,N,58.032,W
9/7/2001,16:33:49,25.145,N,58.032,W
9/7/2001,16:35:49,25.147,N,58.032,W
9/7/2001,16:37:49,25.15,N,58.032,W
9/7/2001,16:39:49,25.153,N,58.032,W
9/7/2001,16:41:49,25.156,N,58.032,W
9/7/2001,16:43:49,25.159,N,58.032,W
9/7/2001,16:45:48,25.162,N,58.032,W
9/7/2001,16:47:48,25.165,N,58.032,W
9/7/2001,16:49:48,25.168,N,58.032,W
9/7/2001,16:51:48,25.171,N,58.032,W
9/7/2001,16:53:48,25.174,N,58.032,W
9/7/2001,16:55:48,25.177,N,58.032,W
9/7/2001,16:57:48,25.18,N,58.032,W
9/7/2001,16:59:49,25.183,N,58.032,W
9/7/2001,17:01:49,25.186,N,58.032,W
9/7/2001,17:03:49,25.189,N,58.032,W
9/7/2001,17:05:49,25.193,N,58.032,W
9/7/2001,17:07:49,25.196,N,58.032,W
9/7/2001,17:09:49,25.199,N,58.032,W
9/7/2001,17:11:49,25.202,N,58.032,W
9/7/2001,17:13:49,25.205,N,58.032,W
9/7/2001,17:15:48,25.209,N,58.032,W
9/7/2001,17:17:48,25.212,N,58.032,W
9/7/2001,17:19:48,25.215,N,58.032,W
9/7/2001,17:21:48,25.219,N,58.032,W
9/7/2001,17:23:48,25.222,N,58.031,W
9/7/2001,17:25:48,25.225,N,58.031,W
9/7/2001,17:27:48,25.229,N,58.031,W
9/7/2001,17:29:49,25.232,N,58.031,W
9/7/2001,17:31:49,25.236,N,58.031,W
9/7/2001,17:33:49,25.239,N,58.031,W
9/7/2001,17:35:49,25.243,N,58.031,W
9/7/2001,17:37:49,25.246,N,58.031,W
9/7/2001,17:39:49,25.25,N,58.031,W
9/7/2001,17:41:49,25.253,N,58.031,W
9/7/2001,17:43:49,25.257,N,58.031,W
9/7/2001,17:45:48,25.26,N,58.031,W
9/7/2001,17:47:48,25.264,N,58.03,W
9/7/2001,17:49:48,25.267,N,58.03,W
9/7/2001,17:51:48,25.271,N,58.03,W
9/7/2001,17:53:48,25.275,N,58.03,W
9/7/2001,17:55:48,25.278,N,58.03,W
9/7/2001,17:57:48,25.282,N,58.03,W
9/7/2001,17:59:49,25.285,N,58.03,W
9/7/2001,18:01:49,25.289,N,58.03,W
9/7/2001,18:03:49,25.293,N,58.03,W
9/7/2001,18:05:49,25.297,N,58.029,W
9/7/2001,18:07:49,25.3,N,58.029,W
9/7/2001,18:09:49,25.304,N,58.029,W
9/7/2001,18:11:49,25.308,N,58.029,W
9/7/2001,18:13:00,25.31,N,58.029,W
9/7/2001,18:15:00,25.314,N,58.029,W
9/7/2001,18:16:59,25.318,N,58.028,W
9/7/2001,18:18:59,25.322,N,58.028,W
9/7/2001,18:20:59,25.326,N,58.028,W
9/7/2001,18:22:59,25.33,N,58.027,W
9/7/2001,18:24:59,25.333,N,58.027,W
9/7/2001,18:26:59,25.337,N,58.027,W
9/7/2001,18:28:59,25.341,N,58.027,W
9/7/2001,18:31:00,25.345,N,58.026,W
9/7/2001,18:33:00,25.349,N,58.026,W
9/7/2001,18:35:00,25.353,N,58.026,W
9/7/2001,18:37:00,25.357,N,58.025,W
9/7/2001,18:39:00,25.361,N,58.025,W
9/7/2001,18:41:00,25.365,N,58.025,W
9/7/2001,18:43:00,25.369,N,58.025,W
9/7/2001,18:45:00,25.373,N,58.024,W
9/7/2001,18:46:59,25.377,N,58.024,W
9/7/2001,18:48:59,25.381,N,58.024,W
9/7/2001,18:50:59,25.385,N,58.024,W
9/7/2001,18:52:59,25.389,N,58.023,W
9/7/2001,18:54:59,25.393,N,58.023,W
9/7/2001,18:56:59,25.397,N,58.023,W
9/7/2001,18:58:59,25.401,N,58.023,W
9/7/2001,19:01:00,25.405,N,58.022,W
9/7/2001,19:03:00,25.409,N,58.022,W
9/7/2001,19:05:00,25.413,N,58.022,W
9/7/2001,19:07:00,25.417,N,58.022,W
9/7/2001,19:09:00,25.421,N,58.021,W
9/7/2001,19:11:00,25.425,N,58.021,W
9/7/2001,19:13:00,25.429,N,58.021,W
9/7/2001,19:15:00,25.433,N,58.021,W
9/7/2001,19:16:59,25.437,N,58.021,W
9/7/2001,19:18:59,25.441,N,58.021,W
9/7/2001,19:20:59,25.446,N,58.02,W
9/7/2001,19:22:59,25.45,N,58.02,W
9/7/2001,19:24:59,25.454,N,58.02,W
9/7/2001,19:26:59,25.458,N,58.02,W
9/7/2001,19:28:59,25.462,N,58.02,W
9/7/2001,19:31:00,25.466,N,58.02,W
9/7/2001,19:33:00,25.47,N,58.02,W
9/7/2001,19:35:00,25.474,N,58.019,W
9/7/2001,19:37:00,25.478,N,58.019,W
9/7/2001,19:39:00,25.482,N,58.019,W
9/7/2001,19:41:00,25.486,N,58.019,W
9/7/2001,19:43:00,25.49,N,58.019,W
9/7/2001,19:45:00,25.494,N,58.019,W
9/7/2001,19:46:59,25.498,N,58.019,W
9/7/2001,19:48:59,25.502,N,58.019,W
9/7/2001,19:50:59,25.507,N,58.019,W
9/7/2001,19:52:59,25.511,N,58.019,W
9/7/2001,19:54:59,25.515,N,58.019,W
9/7/2001,19:56:59,25.519,N,58.019,W
9/7/2001,19:58:59,25.523,N,58.019,W
9/7/2001,20:01:00,25.527,N,58.019,W
