Track,for,Ingrid,2007,,
9/13/2007,15:10:00,14.27,N,47.832,W
9/13/2007,15:11:59,14.271,N,47.836,W
9/13/2007,15:14:00,14.273,N,47.839,W
9/13/2007,15:15:59,14.275,N,47.843,W
9/13/2007,15:18:00,14.276,N,47.846,W
9/13/2007,15:19:59,14.278,N,47.849,W
9/13/2007,15:22:00,14.28,N,47.853,W
9/13/2007,15:23:59,14.281,N,47.856,W
9/13/2007,15:26:00,14.283,N,47.859,W
9/13/2007,15:27:59,14.285,N,47.863,W
9/13/2007,15:30:00,14.287,N,47.866,W
9/13/2007,15:32:00,14.288,N,47.869,W
9/13/2007,15:33:59,14.29,N,47.873,W
9/13/2007,15:36:00,14.291,N,47.876,W
9/13/2007,15:37:59,14.293,N,47.879,W
9/13/2007,15:40:00,14.295,N,47.883,W
9/13/2007,15:41:59,14.296,N,47.886,W
9/13/2007,15:44:00,14.298,N,47.889,W
9/13/2007,15:45:59,14.3,N,47.892,W
9/13/2007,15:48:00,14.301,N,47.896,W
9/13/2007,15:49:59,14.303,N,47.899,W
9/13/2007,15:52:00,14.305,N,47.902,W
9/13/2007,15:53:59,14.306,N,47.906,W
9/13/2007,15:56:00,14.308,N,47.909,W
9/13/2007,15:57:59,14.309,N,47.912,W
9/13/2007,16:00:00,14.311,N,47.915,W
9/13/2007,16:01:59,14.313,N,47.919,W
9/13/2007,16:04:00,14.314,N,47.922,W
9/13/2007,16:06:00,14.316,N,47.925,W
9/13/2007,16:07:59,14.317,N,47.928,W
9/13/2007,16:09:59,14.319,N,47.932,W
9/13/2007,16:12:00,14.321,N,47.935,W
9/13/2007,16:14:00,14.322,N,47.938,W
9/13/2007,16:15:59,14.324,N,47.941,W
9/13/2007,16:17:59,14.325,N,47.944,W
9/13/2007,16:20:00,14.327,N,47.948,W
9/13/2007,16:22:00,14.329,N,47.951,W
9/13/2007,16:23:59,14.33,N,47.954,W
9/13/2007,16:25:59,14.332,N,47.957,W
9/13/2007,16:28:00,14.333,N,47.96,W
9/13/2007,16:30:00,14.335,N,47.964,W
9/13/2007,16:31:59,14.336,N,47.967,W
9/13/2007,16:34:00,14.338,N,47.97,W
9/13/2007,16:36:00,14.339,N,47.973,W
9/13/2007,16:37:59,14.341,N,47.976,W
9/13/2007,16:39:59,14.343,N,47.979,W
9/13/2007,16:42:00,14.344,N,47.983,W
9/13/2007,16:44:00,14.346,N,47.986,W
9/13/2007,16:45:59,14.347,N,47.989,W
9/13/2007,16:47:59,14.349,N,47.992,W
9/13/2007,16:50:00,14.35,N,47.995,W
9/13/2007,16:52:00,14.352,N,47.998,W
9/13/2007,16:53:59,14.353,N,48.001,W
9/13/2007,16:55:59,14.355,N,48.004,W
9/13/2007,16:58:00,14.356,N,48.007,W
9/13/2007,17:00:00,14.358,N,48.011,W
9/13/2007,17:01:59,14.359,N,48.014,W
9/13/2007,17:04:00,14.361,N,48.017,W
9/13/2007,17:06:00,14.362,N,48.02,W
9/13/2007,17:07:59,14.364,N,48.023,W
9/13/2007,17:09:59,14.365,N,48.026,W
9/13/2007,17:12:00,14.366,N,48.029,W
9/13/2007,17:14:00,14.368,N,48.032,W
9/13/2007,17:15:59,14.369,N,48.035,W
9/13/2007,17:17:59,14.371,N,48.038,W
9/13/2007,17:20:00,14.372,N,48.041,W
9/13/2007,17:22:00,14.374,N,48.044,W
9/13/2007,17:23:59,14.375,N,48.047,W
9/13/2007,17:25:59,14.377,N,48.05,W
9/13/2007,17:28:00,14.378,N,48.053,W
9/13/2007,17:30:00,14.379,N,48.056,W
9/13/2007,17:31:59,14.381,N,48.059,W
9/13/2007,17:34:00,14.382,N,48.062,W
9/13/2007,17:36:00,14.384,N,48.065,W
9/13/2007,17:37:59,14.385,N,48.068,W
9/13/2007,17:39:59,14.386,N,48.071,W
9/13/2007,17:42:00,14.388,N,48.074,W
9/13/2007,17:44:00,14.389,N,48.077,W
9/13/2007,17:45:59,14.391,N,48.08,W
9/13/2007,17:47:59,14.392,N,48.083,W
9/13/2007,17:50:00,14.393,N,48.086,W
9/13/2007,17:52:00,14.395,N,48.088,W
9/13/2007,17:53:59,14.396,N,48.091,W
9/13/2007,17:55:59,14.397,N,48.094,W
9/13/2007,17:58:00,14.399,N,48.097,W
9/13/2007,18:00:00,14.4,N,48.1,W
9/13/2007,18:01:59,14.401,N,48.103,W
9/13/2007,18:04:00,14.403,N,48.106,W
9/13/2007,18:06:00,14.404,N,48.109,W
9/13/2007,18:07:59,14.405,N,48.111,W
9/13/2007,18:09:59,14.407,N,48.114,W
9/13/2007,18:12:00,14.408,N,48.117,W
9/13/2007,18:14:00,14.409,N,48.12,W
9/13/2007,18:15:59,14.41,N,48.123,W
9/13/2007,18:17:59,14.412,N,48.126,W
9/13/2007,18:20:00,14.413,N,48.128,W
9/13/2007,18:22:00,14.414,N,48.131,W
9/13/2007,18:23:59,14.416,N,48.134,W
9/13/2007,18:25:59,14.417,N,48.137,W
9/13/2007,18:28:00,14.418,N,48.139,W
9/13/2007,18:30:00,14.419,N,48.142,W
9/13/2007,18:31:59,14.421,N,48.145,W
9/13/2007,18:34:00,14.422,N,48.148,W
9/13/2007,18:36:00,14.423,N,48.15,W
9/13/2007,18:37:59,14.424,N,48.153,W
9/13/2007,18:39:59,14.426,N,48.156,W
9/13/2007,18:42:00,14.427,N,48.159,W
9/13/2007,18:44:00,14.428,N,48.161,W
9/13/2007,18:45:59,14.429,N,48.164,W
9/13/2007,18:47:59,14.43,N,48.167,W
9/13/2007,18:50:00,14.432,N,48.169,W
9/13/2007,18:52:00,14.433,N,48.172,W
9/13/2007,18:53:59,14.434,N,48.175,W
9/13/2007,18:55:59,14.435,N,48.177,W
9/13/2007,18:58:00,14.436,N,48.18,W
9/13/2007,19:00:00,14.437,N,48.183,W
9/13/2007,19:01:59,14.439,N,48.185,W
9/13/2007,19:04:00,14.44,N,48.188,W
9/13/2007,19:06:00,14.441,N,48.19,W
9/13/2007,19:07:59,14.442,N,48.193,W
9/13/2007,19:09:59,14.443,N,48.196,W
9/13/2007,19:12:00,14.444,N,48.198,W
9/13/2007,19:14:00,14.445,N,48.201,W
9/13/2007,19:15:59,14.447,N,48.203,W
9/13/2007,19:17:59,14.448,N,48.206,W
9/13/2007,19:20:00,14.449,N,48.208,W
9/13/2007,19:22:00,14.45,N,48.211,W
9/13/2007,19:23:59,14.451,N,48.214,W
9/13/2007,19:25:59,14.452,N,48.216,W
9/13/2007,19:28:00,14.453,N,48.219,W
9/13/2007,19:30:00,14.454,N,48.221,W
9/13/2007,19:31:59,14.455,N,48.224,W
9/13/2007,19:34:00,14.456,N,48.226,W
9/13/2007,19:36:00,14.457,N,48.229,W
9/13/2007,19:37:59,14.459,N,48.231,W
9/13/2007,19:39:59,14.46,N,48.234,W
9/13/2007,19:42:00,14.461,N,48.236,W
9/13/2007,19:44:00,14.462,N,48.239,W
9/13/2007,19:45:59,14.463,N,48.241,W
9/13/2007,19:47:59,14.464,N,48.244,W
9/13/2007,19:50:00,14.465,N,48.246,W
9/13/2007,19:52:00,14.466,N,48.248,W
9/13/2007,19:53:59,14.467,N,48.251,W
9/13/2007,19:55:59,14.468,N,48.253,W
9/13/2007,19:58:00,14.469,N,48.256,W
9/13/2007,20:00:00,14.47,N,48.258,W
9/13/2007,20:01:59,14.471,N,48.261,W
9/13/2007,20:04:00,14.472,N,48.263,W
9/13/2007,20:06:00,14.473,N,48.265,W
9/13/2007,20:07:59,14.474,N,48.268,W
9/13/2007,20:09:59,14.475,N,48.27,W
9/13/2007,20:12:00,14.476,N,48.273,W
9/13/2007,20:14:00,14.477,N,48.275,W
9/13/2007,20:15:59,14.478,N,48.277,W
9/13/2007,20:17:59,14.479,N,48.28,W
9/13/2007,20:20:00,14.48,N,48.282,W
9/13/2007,20:22:00,14.481,N,48.284,W
9/13/2007,20:23:59,14.482,N,48.287,W
9/13/2007,20:25:59,14.483,N,48.289,W
9/13/2007,20:28:00,14.484,N,48.291,W
9/13/2007,20:30:00,14.484,N,48.294,W
9/13/2007,20:31:59,14.485,N,48.296,W
9/13/2007,20:34:00,14.486,N,48.298,W
9/13/2007,20:36:00,14.487,N,48.301,W
9/13/2007,20:37:59,14.488,N,48.303,W
9/13/2007,20:39:59,14.489,N,48.305,W
9/13/2007,20:42:00,14.49,N,48.308,W
9/13/2007,20:44:00,14.491,N,48.31,W
9/13/2007,20:45:59,14.492,N,48.312,W
9/13/2007,20:47:59,14.493,N,48.314,W
9/13/2007,20:50:00,14.494,N,48.317,W
9/13/2007,20:52:00,14.495,N,48.319,W
9/13/2007,20:53:59,14.495,N,48.321,W
9/13/2007,20:55:59,14.496,N,48.323,W
9/13/2007,20:58:00,14.497,N,48.326,W
9/13/2007,21:00:00,14.498,N,48.328,W
9/13/2007,21:01:59,14.499,N,48.33,W
9/13/2007,21:04:00,14.5,N,48.332,W
9/13/2007,21:06:00,14.501,N,48.335,W
9/13/2007,21:07:59,14.502,N,48.337,W
9/13/2007,21:09:59,14.502,N,48.339,W
9/13/2007,21:12:00,14.503,N,48.341,W
9/13/2007,21:14:00,14.504,N,48.343,W
9/13/2007,21:15:59,14.505,N,48.346,W
9/13/2007,21:17:59,14.506,N,48.348,W
9/13/2007,21:20:00,14.507,N,48.35,W
9/13/2007,21:22:00,14.508,N,48.352,W
9/13/2007,21:23:59,14.508,N,48.354,W
9/13/2007,21:25:59,14.509,N,48.357,W
9/13/2007,21:28:00,14.51,N,48.359,W
9/13/2007,21:30:00,14.511,N,48.361,W
9/13/2007,21:31:59,14.512,N,48.363,W
9/13/2007,21:34:00,14.513,N,48.365,W
9/13/2007,21:36:00,14.513,N,48.367,W
9/13/2007,21:37:59,14.514,N,48.37,W
9/13/2007,21:39:59,14.515,N,48.372,W
9/13/2007,21:42:00,14.516,N,48.374,W
9/13/2007,21:44:00,14.517,N,48.376,W
9/13/2007,21:45:59,14.517,N,48.378,W
9/13/2007,21:47:59,14.518,N,48.38,W
9/13/2007,21:50:00,14.519,N,48.382,W
9/13/2007,21:52:00,14.52,N,48.385,W
9/13/2007,21:53:59,14.521,N,48.387,W
9/13/2007,21:55:59,14.521,N,48.389,W
9/13/2007,21:58:00,14.522,N,48.391,W
9/13/2007,22:00:00,14.523,N,48.393,W
9/13/2007,22:01:59,14.524,N,48.395,W
9/13/2007,22:04:00,14.525,N,48.397,W
9/13/2007,22:06:00,14.525,N,48.399,W
9/13/2007,22:07:59,14.526,N,48.401,W
9/13/2007,22:09:59,14.527,N,48.403,W
9/13/2007,22:12:00,14.528,N,48.406,W
9/13/2007,22:14:00,14.528,N,48.408,W
9/13/2007,22:15:59,14.529,N,48.41,W
9/13/2007,22:17:59,14.53,N,48.412,W
9/13/2007,22:20:00,14.531,N,48.414,W
9/13/2007,22:22:00,14.531,N,48.416,W
9/13/2007,22:23:59,14.532,N,48.418,W
9/13/2007,22:25:59,14.533,N,48.42,W
9/13/2007,22:28:00,14.534,N,48.422,W
9/13/2007,22:30:00,14.534,N,48.424,W
9/13/2007,22:31:59,14.535,N,48.426,W
9/13/2007,22:34:00,14.536,N,48.428,W
9/13/2007,22:36:00,14.537,N,48.43,W
9/13/2007,22:37:59,14.537,N,48.432,W
9/13/2007,22:39:59,14.538,N,48.434,W
9/13/2007,22:42:00,14.539,N,48.436,W
9/13/2007,22:44:00,14.54,N,48.438,W
9/13/2007,22:45:59,14.54,N,48.44,W
9/13/2007,22:47:59,14.541,N,48.442,W
9/13/2007,22:50:00,14.542,N,48.444,W
9/13/2007,22:52:00,14.542,N,48.446,W
9/13/2007,22:53:59,14.543,N,48.448,W
9/13/2007,22:55:59,14.544,N,48.451,W
9/13/2007,22:58:00,14.545,N,48.453,W
9/13/2007,23:00:00,14.545,N,48.455,W
9/13/2007,23:01:59,14.546,N,48.457,W
9/13/2007,23:04:00,14.547,N,48.459,W
9/13/2007,23:06:00,14.547,N,48.461,W
9/13/2007,23:07:59,14.548,N,48.463,W
9/13/2007,23:09:59,14.549,N,48.465,W
9/13/2007,23:12:00,14.55,N,48.467,W
9/13/2007,23:14:00,14.55,N,48.468,W
9/13/2007,23:15:59,14.551,N,48.47,W
9/13/2007,23:17:59,14.552,N,48.472,W
9/13/2007,23:20:00,14.552,N,48.474,W
9/13/2007,23:22:00,14.553,N,48.476,W
9/13/2007,23:23:59,14.554,N,48.478,W
9/13/2007,23:25:59,14.554,N,48.48,W
9/13/2007,23:28:00,14.555,N,48.482,W
9/13/2007,23:30:00,14.556,N,48.484,W
9/13/2007,23:31:59,14.557,N,48.486,W
9/13/2007,23:34:00,14.557,N,48.488,W
9/13/2007,23:36:00,14.558,N,48.49,W
9/13/2007,23:37:59,14.559,N,48.492,W
9/13/2007,23:39:59,14.559,N,48.494,W
9/13/2007,23:42:00,14.56,N,48.496,W
9/13/2007,23:44:00,14.561,N,48.498,W
9/13/2007,23:45:59,14.561,N,48.5,W
9/13/2007,23:47:59,14.562,N,48.502,W
9/13/2007,23:50:00,14.563,N,48.504,W
9/13/2007,23:52:00,14.563,N,48.506,W
9/13/2007,23:53:59,14.564,N,48.508,W
9/13/2007,23:55:59,14.565,N,48.51,W
9/13/2007,23:58:00,14.565,N,48.512,W
9/14/2007,0:00:00,14.566,N,48.514,W
9/14/2007,0:01:59,14.567,N,48.516,W
9/14/2007,0:04:00,14.567,N,48.518,W
9/14/2007,0:06:00,14.568,N,48.52,W
9/14/2007,0:07:59,14.569,N,48.521,W
9/14/2007,0:09:59,14.569,N,48.523,W
9/14/2007,0:12:00,14.57,N,48.525,W
9/14/2007,0:14:00,14.571,N,48.527,W
9/14/2007,0:15:59,14.571,N,48.529,W
9/14/2007,0:17:59,14.572,N,48.531,W
9/14/2007,0:20:00,14.573,N,48.533,W
9/14/2007,0:22:00,14.573,N,48.535,W
9/14/2007,0:23:59,14.574,N,48.537,W
9/14/2007,0:25:59,14.575,N,48.539,W
9/14/2007,0:27:08,14.575,N,48.54,W
9/14/2007,0:29:09,14.575,N,48.541,W
9/14/2007,0:31:09,14.574,N,48.543,W
9/14/2007,0:33:08,14.574,N,48.544,W
9/14/2007,0:35:08,14.574,N,48.546,W
9/14/2007,0:37:09,14.573,N,48.547,W
9/14/2007,0:39:09,14.573,N,48.549,W
9/14/2007,0:41:08,14.573,N,48.55,W
9/14/2007,0:43:08,14.572,N,48.552,W
9/14/2007,0:45:09,14.572,N,48.553,W
9/14/2007,0:47:09,14.571,N,48.554,W
9/14/2007,0:49:08,14.571,N,48.556,W
9/14/2007,0:51:09,14.571,N,48.557,W
9/14/2007,0:53:09,14.57,N,48.559,W
9/14/2007,0:55:08,14.57,N,48.56,W
9/14/2007,0:57:08,14.569,N,48.562,W
9/14/2007,0:59:09,14.569,N,48.563,W
9/14/2007,1:01:09,14.568,N,48.564,W
9/14/2007,1:03:08,14.568,N,48.566,W
9/14/2007,1:03:22,14.568,N,48.566,W
9/14/2007,1:05:22,14.568,N,48.567,W
9/14/2007,1:07:23,14.567,N,48.569,W
9/14/2007,1:09:23,14.567,N,48.57,W
9/14/2007,1:11:22,14.567,N,48.572,W
9/14/2007,1:13:22,14.566,N,48.573,W
9/14/2007,1:15:23,14.566,N,48.575,W
9/14/2007,1:17:23,14.566,N,48.576,W
9/14/2007,1:19:22,14.566,N,48.578,W
9/14/2007,1:21:22,14.565,N,48.58,W
9/14/2007,1:23:23,14.565,N,48.581,W
9/14/2007,1:25:23,14.565,N,48.583,W
9/14/2007,1:27:22,14.565,N,48.584,W
9/14/2007,1:29:22,14.565,N,48.586,W
9/14/2007,1:31:23,14.564,N,48.587,W
9/14/2007,1:33:22,14.564,N,48.589,W
9/14/2007,1:35:22,14.564,N,48.591,W
9/14/2007,1:37:23,14.564,N,48.592,W
9/14/2007,1:39:23,14.564,N,48.594,W
9/14/2007,1:41:22,14.564,N,48.596,W
9/14/2007,1:43:22,14.564,N,48.597,W
9/14/2007,1:45:23,14.564,N,48.599,W
9/14/2007,1:47:23,14.563,N,48.601,W
9/14/2007,1:49:22,14.563,N,48.602,W
9/14/2007,1:51:22,14.563,N,48.604,W
9/14/2007,1:53:23,14.563,N,48.606,W
9/14/2007,1:55:23,14.563,N,48.608,W
9/14/2007,1:57:22,14.564,N,48.609,W
9/14/2007,1:59:22,14.564,N,48.611,W
9/14/2007,2:01:23,14.564,N,48.613,W
9/14/2007,2:03:22,14.564,N,48.615,W
9/14/2007,2:05:22,14.564,N,48.617,W
9/14/2007,2:07:23,14.564,N,48.619,W
9/14/2007,2:09:23,14.564,N,48.62,W
9/14/2007,2:11:22,14.565,N,48.622,W
9/14/2007,2:13:22,14.565,N,48.624,W
9/14/2007,2:15:23,14.565,N,48.626,W
9/14/2007,2:17:23,14.565,N,48.628,W
9/14/2007,2:19:22,14.566,N,48.63,W
9/14/2007,2:21:22,14.566,N,48.632,W
9/14/2007,2:23:23,14.566,N,48.634,W
9/14/2007,2:25:23,14.567,N,48.636,W
9/14/2007,2:27:22,14.567,N,48.638,W
9/14/2007,2:29:22,14.568,N,48.64,W
9/14/2007,2:31:23,14.568,N,48.642,W
9/14/2007,2:33:22,14.569,N,48.645,W
9/14/2007,2:35:22,14.569,N,48.647,W
9/14/2007,2:37:23,14.57,N,48.649,W
9/14/2007,2:39:23,14.57,N,48.651,W
9/14/2007,2:41:22,14.571,N,48.653,W
9/14/2007,2:43:22,14.571,N,48.656,W
9/14/2007,2:45:23,14.572,N,48.658,W
9/14/2007,2:47:23,14.573,N,48.66,W
9/14/2007,2:49:22,14.574,N,48.662,W
9/14/2007,2:51:22,14.574,N,48.665,W
9/14/2007,2:53:23,14.575,N,48.667,W
9/14/2007,2:55:23,14.576,N,48.67,W
9/14/2007,2:57:22,14.577,N,48.672,W
9/14/2007,2:59:22,14.578,N,48.674,W
9/14/2007,3:01:23,14.579,N,48.677,W
9/14/2007,3:03:22,14.58,N,48.679,W
9/14/2007,3:05:22,14.581,N,48.682,W
9/14/2007,3:07:23,14.582,N,48.685,W
9/14/2007,3:09:23,14.583,N,48.687,W
9/14/2007,3:11:22,14.584,N,48.69,W
9/14/2007,3:13:22,14.585,N,48.692,W
9/14/2007,3:15:23,14.587,N,48.695,W
9/14/2007,3:17:23,14.588,N,48.698,W
9/14/2007,3:19:22,14.589,N,48.701,W
9/14/2007,3:21:22,14.59,N,48.703,W
9/14/2007,3:23:23,14.592,N,48.706,W
9/14/2007,3:25:23,14.593,N,48.709,W
9/14/2007,3:27:22,14.595,N,48.712,W
9/14/2007,3:29:22,14.596,N,48.715,W
9/14/2007,3:31:23,14.598,N,48.718,W
9/14/2007,3:33:22,14.599,N,48.721,W
9/14/2007,3:35:22,14.601,N,48.724,W
9/14/2007,3:37:23,14.603,N,48.727,W
9/14/2007,3:39:23,14.604,N,48.73,W
9/14/2007,3:41:22,14.606,N,48.733,W
9/14/2007,3:43:22,14.608,N,48.736,W
9/14/2007,3:45:23,14.61,N,48.739,W
9/14/2007,3:47:23,14.612,N,48.742,W
9/14/2007,3:49:22,14.614,N,48.746,W
9/14/2007,3:51:22,14.616,N,48.749,W
9/14/2007,3:53:23,14.618,N,48.752,W
9/14/2007,3:55:23,14.62,N,48.756,W
9/14/2007,3:57:22,14.622,N,48.759,W
9/14/2007,3:59:22,14.624,N,48.763,W
9/14/2007,4:01:23,14.626,N,48.766,W
9/14/2007,4:03:22,14.629,N,48.77,W
9/14/2007,4:05:22,14.631,N,48.773,W
9/14/2007,4:07:23,14.633,N,48.777,W
9/14/2007,4:09:23,14.636,N,48.78,W
9/14/2007,4:11:22,14.638,N,48.784,W
9/14/2007,4:13:22,14.641,N,48.788,W
9/14/2007,4:15:23,14.643,N,48.792,W
9/14/2007,4:17:23,14.646,N,48.795,W
9/14/2007,4:19:22,14.649,N,48.799,W
9/14/2007,4:21:22,14.652,N,48.803,W
9/14/2007,4:23:23,14.654,N,48.807,W
9/14/2007,4:25:23,14.657,N,48.811,W
9/14/2007,4:27:22,14.66,N,48.815,W
9/14/2007,4:29:22,14.663,N,48.819,W
9/14/2007,4:31:23,14.666,N,48.823,W
9/14/2007,4:33:22,14.669,N,48.827,W
9/14/2007,4:35:22,14.672,N,48.831,W
9/14/2007,4:37:23,14.675,N,48.835,W
9/14/2007,4:39:23,14.678,N,48.839,W
9/14/2007,4:41:22,14.681,N,48.844,W
9/14/2007,4:43:22,14.684,N,48.848,W
9/14/2007,4:45:23,14.688,N,48.852,W
9/14/2007,4:47:23,14.691,N,48.856,W
9/14/2007,4:49:22,14.694,N,48.861,W
9/14/2007,4:51:22,14.698,N,48.865,W
9/14/2007,4:53:23,14.701,N,48.87,W
9/14/2007,4:55:23,14.704,N,48.874,W
9/14/2007,4:57:22,14.708,N,48.878,W
9/14/2007,4:59:22,14.711,N,48.883,W
9/14/2007,5:01:23,14.715,N,48.887,W
9/14/2007,5:03:22,14.718,N,48.892,W
9/14/2007,5:05:22,14.722,N,48.896,W
9/14/2007,5:07:23,14.725,N,48.901,W
9/14/2007,5:09:23,14.729,N,48.906,W
9/14/2007,5:11:22,14.732,N,48.91,W
9/14/2007,5:13:22,14.736,N,48.915,W
9/14/2007,5:15:23,14.74,N,48.919,W
9/14/2007,5:17:23,14.743,N,48.924,W
9/14/2007,5:19:22,14.747,N,48.929,W
9/14/2007,5:21:22,14.751,N,48.934,W
9/14/2007,5:23:23,14.755,N,48.938,W
9/14/2007,5:25:23,14.758,N,48.943,W
9/14/2007,5:27:22,14.762,N,48.948,W
9/14/2007,5:29:22,14.766,N,48.953,W
9/14/2007,5:31:23,14.77,N,48.957,W
9/14/2007,5:33:22,14.773,N,48.962,W
9/14/2007,5:35:22,14.777,N,48.967,W
9/14/2007,5:37:23,14.781,N,48.972,W
9/14/2007,5:39:23,14.785,N,48.977,W
9/14/2007,5:41:22,14.789,N,48.982,W
9/14/2007,5:43:22,14.793,N,48.986,W
9/14/2007,5:45:23,14.796,N,48.991,W
9/14/2007,5:47:23,14.8,N,48.996,W
9/14/2007,5:49:22,14.804,N,49.001,W
9/14/2007,5:51:22,14.808,N,49.006,W
9/14/2007,5:53:23,14.812,N,49.011,W
9/14/2007,5:55:23,14.816,N,49.016,W
9/14/2007,5:57:22,14.82,N,49.021,W
9/14/2007,5:59:22,14.824,N,49.026,W
9/14/2007,6:01:23,14.828,N,49.031,W
9/14/2007,6:03:22,14.831,N,49.036,W
9/14/2007,6:05:22,14.835,N,49.041,W
9/14/2007,6:07:23,14.839,N,49.046,W
9/14/2007,6:09:23,14.843,N,49.051,W
9/14/2007,6:11:22,14.847,N,49.056,W
9/14/2007,6:13:22,14.851,N,49.061,W
9/14/2007,6:15:23,14.855,N,49.066,W
9/14/2007,6:17:23,14.859,N,49.071,W
9/14/2007,6:19:22,14.863,N,49.076,W
9/14/2007,6:21:22,14.866,N,49.081,W
