Track,for,Cindy,2017,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
6/20/2017,16:17:59,25.818,N,90.642,W,0
6/20/2017,16:19:59,25.814,N,90.646,W,0
6/20/2017,16:21:59,25.809,N,90.65,W,0
6/20/2017,16:24:00,25.803,N,90.653,W,0
6/20/2017,16:26:00,25.797,N,90.657,W,0
6/20/2017,16:28:00,25.79,N,90.66,W,0
6/20/2017,16:30:00,25.782,N,90.663,W,0
6/20/2017,16:31:59,25.773,N,90.665,W,0
6/20/2017,16:33:59,25.765,N,90.668,W,0
6/20/2017,16:35:59,25.756,N,90.67,W,0
6/20/2017,16:38:00,25.746,N,90.672,W,0
6/20/2017,16:40:00,25.736,N,90.674,W,0
6/20/2017,16:42:00,25.727,N,90.675,W,0
6/20/2017,16:44:00,25.717,N,90.676,W,0
6/20/2017,16:45:59,25.707,N,90.677,W,0
6/20/2017,16:47:19,25.701,N,90.678,W,0
6/20/2017,16:49:19,25.698,N,90.675,W,0
6/20/2017,16:51:19,25.696,N,90.673,W,0
6/20/2017,16:53:18,25.693,N,90.67,W,0
6/20/2017,16:55:18,25.691,N,90.668,W,0
6/20/2017,16:57:18,25.688,N,90.665,W,0
6/20/2017,16:59:18,25.686,N,90.662,W,0
6/20/2017,17:01:19,25.683,N,90.66,W,0
6/20/2017,17:03:19,25.681,N,90.657,W,0
6/20/2017,17:05:19,25.678,N,90.655,W,0
6/20/2017,17:07:18,25.675,N,90.652,W,0
6/20/2017,17:09:18,25.673,N,90.65,W,0
6/20/2017,17:11:18,25.67,N,90.647,W,0
6/20/2017,17:13:18,25.668,N,90.644,W,0
6/20/2017,17:15:19,25.665,N,90.642,W,0
6/20/2017,17:17:19,25.663,N,90.639,W,0
6/20/2017,17:19:19,25.66,N,90.637,W,0
6/20/2017,17:21:19,25.658,N,90.634,W,0
6/20/2017,17:23:18,25.655,N,90.631,W,0
6/20/2017,17:25:18,25.652,N,90.629,W,0
6/20/2017,17:27:18,25.65,N,90.626,W,0
6/20/2017,17:29:18,25.647,N,90.624,W,0
6/20/2017,17:31:19,25.645,N,90.621,W,0
6/20/2017,17:33:19,25.642,N,90.618,W,0
6/20/2017,17:35:19,25.64,N,90.616,W,0
6/20/2017,17:37:18,25.637,N,90.613,W,0
6/20/2017,17:39:18,25.635,N,90.611,W,0
6/20/2017,17:41:18,25.632,N,90.608,W,0
6/20/2017,17:43:18,25.629,N,90.605,W,0
6/20/2017,17:45:13,25.627,N,90.603,W,0
6/20/2017,17:47:14,25.625,N,90.601,W,0
6/20/2017,17:49:14,25.622,N,90.598,W,0
6/20/2017,17:51:14,25.62,N,90.596,W,0
6/20/2017,17:53:14,25.618,N,90.593,W,0
6/20/2017,17:55:13,25.616,N,90.591,W,0
6/20/2017,17:57:13,25.614,N,90.588,W,0
6/20/2017,17:59:13,25.612,N,90.586,W,0
6/20/2017,18:01:14,25.61,N,90.583,W,0
6/20/2017,18:03:14,25.608,N,90.581,W,0
6/20/2017,18:05:14,25.606,N,90.578,W,0
6/20/2017,18:07:14,25.604,N,90.576,W,0
6/20/2017,18:09:13,25.602,N,90.574,W,0
6/20/2017,18:11:13,25.6,N,90.571,W,0
6/20/2017,18:13:13,25.598,N,90.569,W,0
6/20/2017,18:15:13,25.596,N,90.567,W,0
6/20/2017,18:17:14,25.594,N,90.564,W,0
6/20/2017,18:19:14,25.593,N,90.562,W,0
6/20/2017,18:21:14,25.591,N,90.56,W,0
6/20/2017,18:23:14,25.589,N,90.557,W,0
6/20/2017,18:25:13,25.588,N,90.555,W,0
6/20/2017,18:27:13,25.586,N,90.553,W,0
6/20/2017,18:29:13,25.585,N,90.551,W,0
6/20/2017,18:31:14,25.583,N,90.548,W,0
6/20/2017,18:33:14,25.582,N,90.546,W,0
6/20/2017,18:35:14,25.581,N,90.544,W,0
6/20/2017,18:37:14,25.579,N,90.542,W,0
6/20/2017,18:39:13,25.578,N,90.54,W,0
6/20/2017,18:41:13,25.577,N,90.538,W,0
6/20/2017,18:43:13,25.576,N,90.535,W,0
6/20/2017,18:45:13,25.575,N,90.533,W,0
6/20/2017,18:47:14,25.574,N,90.531,W,0
6/20/2017,18:49:14,25.573,N,90.529,W,0
6/20/2017,18:51:14,25.572,N,90.527,W,0
6/20/2017,18:53:14,25.571,N,90.525,W,0
6/20/2017,18:55:13,25.57,N,90.523,W,0
6/20/2017,18:57:13,25.569,N,90.521,W,0
6/20/2017,18:59:13,25.569,N,90.519,W,0
6/20/2017,19:01:14,25.568,N,90.517,W,0
6/20/2017,19:03:14,25.568,N,90.515,W,0
6/20/2017,19:05:14,25.567,N,90.513,W,0
6/20/2017,19:07:14,25.567,N,90.512,W,0
6/20/2017,19:09:13,25.566,N,90.51,W,0
6/20/2017,19:11:13,25.566,N,90.508,W,0
6/20/2017,19:13:13,25.566,N,90.506,W,0
6/20/2017,19:15:13,25.566,N,90.504,W,0
6/20/2017,19:17:14,25.566,N,90.502,W,0
6/20/2017,19:19:14,25.566,N,90.501,W,0
6/20/2017,19:21:14,25.566,N,90.499,W,0
6/20/2017,19:23:14,25.566,N,90.497,W,0
6/20/2017,19:25:13,25.566,N,90.496,W,0
6/20/2017,19:27:13,25.566,N,90.494,W,0
6/20/2017,19:29:13,25.567,N,90.492,W,0
6/20/2017,19:31:14,25.567,N,90.491,W,0
6/20/2017,19:33:14,25.568,N,90.489,W,0
6/20/2017,19:35:14,25.568,N,90.488,W,0
6/20/2017,19:37:14,25.569,N,90.486,W,0
6/20/2017,19:39:13,25.569,N,90.485,W,0
6/20/2017,19:41:13,25.57,N,90.483,W,0
6/20/2017,19:43:13,25.571,N,90.482,W,0
6/20/2017,19:45:13,25.572,N,90.48,W,0
6/20/2017,19:47:14,25.573,N,90.479,W,0
6/20/2017,19:49:14,25.574,N,90.478,W,0
6/20/2017,19:51:14,25.575,N,90.476,W,0
6/20/2017,19:53:14,25.576,N,90.475,W,0
6/20/2017,19:55:13,25.578,N,90.474,W,0
6/20/2017,19:57:13,25.579,N,90.473,W,0
6/20/2017,19:59:13,25.58,N,90.471,W,0
6/20/2017,20:01:14,25.582,N,90.47,W,0
6/20/2017,20:03:14,25.583,N,90.469,W,0
6/20/2017,20:05:14,25.585,N,90.468,W,0
6/20/2017,20:07:14,25.587,N,90.467,W,0
6/20/2017,20:09:13,25.588,N,90.466,W,0
6/20/2017,20:11:13,25.59,N,90.465,W,0
6/20/2017,20:13:13,25.592,N,90.464,W,0
6/20/2017,20:15:13,25.594,N,90.464,W,0
6/20/2017,20:17:14,25.596,N,90.463,W,0
6/20/2017,20:19:14,25.597,N,90.462,W,0
6/20/2017,20:21:14,25.599,N,90.461,W,0
6/20/2017,20:23:14,25.601,N,90.461,W,0
6/20/2017,20:25:13,25.604,N,90.46,W,0
6/20/2017,20:27:13,25.606,N,90.459,W,0
6/20/2017,20:29:13,25.608,N,90.459,W,0
6/20/2017,20:31:14,25.61,N,90.458,W,0
6/20/2017,20:33:14,25.612,N,90.458,W,0
6/20/2017,20:35:14,25.615,N,90.458,W,0
6/20/2017,20:37:14,25.617,N,90.457,W,0
6/20/2017,20:39:13,25.619,N,90.457,W,0
6/20/2017,20:41:13,25.622,N,90.457,W,0
6/20/2017,20:43:13,25.624,N,90.457,W,0
6/20/2017,20:45:13,25.627,N,90.457,W,0
6/20/2017,20:47:14,25.629,N,90.457,W,0
6/20/2017,20:49:14,25.632,N,90.457,W,0
6/20/2017,20:51:14,25.634,N,90.457,W,0
6/20/2017,20:53:14,25.637,N,90.457,W,0
6/20/2017,20:55:13,25.64,N,90.457,W,0
6/20/2017,20:57:13,25.642,N,90.457,W,0
6/20/2017,20:59:13,25.645,N,90.457,W,0
6/20/2017,21:01:14,25.648,N,90.458,W,0
6/20/2017,21:03:14,25.651,N,90.458,W,0
6/20/2017,21:05:14,25.653,N,90.459,W,0
6/20/2017,21:07:14,25.656,N,90.459,W,0
6/20/2017,21:09:13,25.659,N,90.46,W,0
6/20/2017,21:11:13,25.662,N,90.461,W,0
6/20/2017,21:13:13,25.665,N,90.461,W,0
6/20/2017,21:15:13,25.668,N,90.462,W,0
6/20/2017,21:17:14,25.671,N,90.463,W,0
6/20/2017,21:19:14,25.674,N,90.464,W,0
6/20/2017,21:21:14,25.677,N,90.465,W,0
6/20/2017,21:23:14,25.68,N,90.466,W,0
6/20/2017,21:25:13,25.683,N,90.467,W,0
6/20/2017,21:27:13,25.686,N,90.469,W,0
6/20/2017,21:29:13,25.689,N,90.47,W,0
6/20/2017,21:31:14,25.692,N,90.471,W,0
6/20/2017,21:33:14,25.695,N,90.473,W,0
6/20/2017,21:35:14,25.698,N,90.474,W,0
6/20/2017,21:37:14,25.701,N,90.476,W,0
6/20/2017,21:39:13,25.704,N,90.478,W,0
6/20/2017,21:41:13,25.707,N,90.479,W,0
6/20/2017,21:43:13,25.71,N,90.481,W,0
6/20/2017,21:45:13,25.713,N,90.483,W,0
6/20/2017,21:47:14,25.716,N,90.485,W,0
6/20/2017,21:49:14,25.719,N,90.487,W,0
6/20/2017,21:51:14,25.722,N,90.49,W,0
6/20/2017,21:53:14,25.726,N,90.492,W,0
6/20/2017,21:55:13,25.729,N,90.494,W,0
6/20/2017,21:57:13,25.732,N,90.497,W,0
6/20/2017,21:59:13,25.735,N,90.499,W,0
6/20/2017,22:01:14,25.738,N,90.502,W,0
6/20/2017,22:03:14,25.741,N,90.504,W,0
6/20/2017,22:05:14,25.744,N,90.507,W,0
6/20/2017,22:07:14,25.747,N,90.51,W,0
6/20/2017,22:09:13,25.75,N,90.513,W,0
6/20/2017,22:11:13,25.753,N,90.516,W,0
6/20/2017,22:13:13,25.756,N,90.519,W,0
6/20/2017,22:15:13,25.759,N,90.522,W,0
6/20/2017,22:17:14,25.762,N,90.526,W,0
6/20/2017,22:19:14,25.765,N,90.529,W,0
6/20/2017,22:21:14,25.768,N,90.532,W,0
6/20/2017,22:23:14,25.771,N,90.536,W,0
6/20/2017,22:25:13,25.774,N,90.54,W,0
6/20/2017,22:27:13,25.777,N,90.543,W,0
6/20/2017,22:29:13,25.78,N,90.547,W,0
6/20/2017,22:31:14,25.783,N,90.551,W,0
6/20/2017,22:33:14,25.786,N,90.555,W,0
6/20/2017,22:35:14,25.789,N,90.559,W,0
6/20/2017,22:37:14,25.792,N,90.563,W,0
6/20/2017,22:39:13,25.794,N,90.567,W,0
6/20/2017,22:41:13,25.797,N,90.572,W,0
6/20/2017,22:43:13,25.8,N,90.576,W,0
6/20/2017,22:45:13,25.803,N,90.581,W,0
6/20/2017,22:47:14,25.806,N,90.585,W,0
6/20/2017,22:49:14,25.809,N,90.59,W,0
6/20/2017,22:51:14,25.812,N,90.594,W,0
6/20/2017,22:53:14,25.814,N,90.599,W,0
6/20/2017,22:55:13,25.817,N,90.604,W,0
6/20/2017,22:57:13,25.82,N,90.609,W,0
6/20/2017,22:59:13,25.823,N,90.614,W,0
6/20/2017,23:01:14,25.826,N,90.618,W,0
6/20/2017,23:03:14,25.828,N,90.624,W,0
6/20/2017,23:05:14,25.831,N,90.629,W,0
6/20/2017,23:07:14,25.834,N,90.634,W,0
6/20/2017,23:09:13,25.837,N,90.639,W,0
6/20/2017,23:11:13,25.839,N,90.644,W,0
6/20/2017,23:13:13,25.842,N,90.65,W,0
6/20/2017,23:15:13,25.845,N,90.655,W,0
6/20/2017,23:17:14,25.848,N,90.66,W,0
6/20/2017,23:19:14,25.85,N,90.666,W,0
6/20/2017,23:21:14,25.853,N,90.672,W,0
6/20/2017,23:23:14,25.856,N,90.677,W,0
6/20/2017,23:25:13,25.858,N,90.683,W,0
6/20/2017,23:27:13,25.861,N,90.689,W,0
6/20/2017,23:29:13,25.864,N,90.694,W,0
6/20/2017,23:31:14,25.867,N,90.7,W,0
6/20/2017,23:33:14,25.869,N,90.706,W,0
6/20/2017,23:35:14,25.872,N,90.712,W,0
6/20/2017,23:37:14,25.875,N,90.718,W,0
6/20/2017,23:39:13,25.877,N,90.724,W,0
6/20/2017,23:41:13,25.88,N,90.73,W,0
6/20/2017,23:43:13,25.882,N,90.736,W,0
6/20/2017,23:45:13,25.885,N,90.742,W,0
6/20/2017,23:47:14,25.888,N,90.748,W,0
6/20/2017,23:49:14,25.89,N,90.754,W,0
6/20/2017,23:51:14,25.893,N,90.761,W,0
6/20/2017,23:53:14,25.896,N,90.767,W,0
6/20/2017,23:55:13,25.898,N,90.773,W,0
6/20/2017,23:57:13,25.901,N,90.779,W,0
6/20/2017,23:59:13,25.903,N,90.786,W,0
6/20/2017,23:59:36,25.904,N,90.787,W,0
6/21/2017,0:01:36,25.907,N,90.794,W,0
6/21/2017,0:03:36,25.909,N,90.8,W,0
6/21/2017,0:05:37,25.912,N,90.807,W,0
6/21/2017,0:07:37,25.914,N,90.814,W,0
6/21/2017,0:09:37,25.917,N,90.82,W,0
6/21/2017,0:11:37,25.919,N,90.827,W,0
6/21/2017,0:13:36,25.922,N,90.834,W,0
6/21/2017,0:15:36,25.925,N,90.84,W,0
6/21/2017,0:17:36,25.927,N,90.847,W,0
6/21/2017,0:19:37,25.93,N,90.854,W,0
6/21/2017,0:21:37,25.932,N,90.86,W,0
6/21/2017,0:23:37,25.935,N,90.867,W,0
6/21/2017,0:25:37,25.937,N,90.873,W,0
6/21/2017,0:27:36,25.94,N,90.88,W,0
6/21/2017,0:29:36,25.943,N,90.887,W,0
6/21/2017,0:31:36,25.945,N,90.893,W,0
6/21/2017,0:33:36,25.948,N,90.9,W,0
6/21/2017,0:35:37,25.95,N,90.907,W,0
6/21/2017,0:37:37,25.953,N,90.913,W,0
6/21/2017,0:39:37,25.955,N,90.92,W,0
6/21/2017,0:41:37,25.958,N,90.927,W,0
6/21/2017,0:43:36,25.961,N,90.933,W,0
6/21/2017,0:45:36,25.963,N,90.94,W,0
6/21/2017,0:47:36,25.966,N,90.947,W,0
6/21/2017,0:49:37,25.968,N,90.953,W,0
6/21/2017,0:51:37,25.971,N,90.96,W,0
6/21/2017,0:53:37,25.973,N,90.967,W,0
6/21/2017,0:54:01,25.974,N,90.968,W,0
6/21/2017,0:56:01,25.979,N,90.974,W,0
6/21/2017,0:58:02,25.984,N,90.98,W,0
6/21/2017,1:00:02,25.989,N,90.985,W,0
6/21/2017,1:02:02,25.995,N,90.991,W,0
6/21/2017,1:04:02,26.001,N,90.996,W,0
6/21/2017,1:06:01,26.007,N,91.002,W,0
6/21/2017,1:08:01,26.013,N,91.007,W,0
6/21/2017,1:10:01,26.02,N,91.012,W,0
6/21/2017,1:12:01,26.027,N,91.017,W,0
6/21/2017,1:14:02,26.034,N,91.022,W,0
6/21/2017,1:16:02,26.042,N,91.027,W,0
6/21/2017,1:18:02,26.05,N,91.031,W,0
6/21/2017,1:20:02,26.058,N,91.036,W,0
6/21/2017,1:22:01,26.066,N,91.04,W,0
6/21/2017,1:24:01,26.075,N,91.045,W,0
6/21/2017,1:26:01,26.085,N,91.049,W,0
6/21/2017,1:28:02,26.095,N,91.053,W,0
6/21/2017,1:30:02,26.105,N,91.057,W,0
6/21/2017,1:32:02,26.115,N,91.06,W,0
6/21/2017,1:34:02,26.126,N,91.064,W,0
6/21/2017,1:36:01,26.137,N,91.067,W,0
6/21/2017,1:38:01,26.149,N,91.071,W,0
6/21/2017,1:40:01,26.161,N,91.074,W,0
6/21/2017,1:42:01,26.174,N,91.077,W,0
6/21/2017,1:44:02,26.187,N,91.08,W,0
6/21/2017,1:46:02,26.2,N,91.082,W,0
6/21/2017,1:48:02,26.214,N,91.085,W,0
6/21/2017,1:50:02,26.228,N,91.087,W,0
6/21/2017,1:52:01,26.243,N,91.089,W,0
6/21/2017,1:54:01,26.258,N,91.091,W,0
6/21/2017,1:56:01,26.274,N,91.093,W,0
6/21/2017,1:58:02,26.291,N,91.095,W,0
6/21/2017,2:00:02,26.307,N,91.096,W,0
6/21/2017,2:02:02,26.325,N,91.097,W,0
6/21/2017,2:04:02,26.343,N,91.098,W,0
6/21/2017,2:06:01,26.361,N,91.099,W,0
6/21/2017,2:08:01,26.38,N,91.1,W,0
6/21/2017,2:10:01,26.399,N,91.1,W,0
6/21/2017,2:12:01,26.418,N,91.101,W,0
6/21/2017,2:14:02,26.438,N,91.101,W,0
6/21/2017,2:16:02,26.459,N,91.101,W,0
6/21/2017,2:18:02,26.479,N,91.101,W,0
6/21/2017,2:20:02,26.5,N,91.101,W,0
6/21/2017,2:22:01,26.522,N,91.101,W,0
6/21/2017,2:24:01,26.543,N,91.1,W,0
6/21/2017,2:26:01,26.565,N,91.1,W,0
6/21/2017,2:28:02,26.587,N,91.099,W,0
6/21/2017,2:30:02,26.61,N,91.099,W,0
6/21/2017,2:32:02,26.632,N,91.098,W,0
6/21/2017,2:32:58,26.643,N,91.098,W,0
6/21/2017,2:34:59,26.655,N,91.101,W,0
6/21/2017,2:36:59,26.668,N,91.105,W,0
6/21/2017,2:38:59,26.68,N,91.108,W,0
6/21/2017,2:40:59,26.692,N,91.112,W,0
6/21/2017,2:42:58,26.704,N,91.116,W,0
6/21/2017,2:44:58,26.716,N,91.119,W,0
6/21/2017,2:46:58,26.728,N,91.123,W,0
6/21/2017,2:48:58,26.74,N,91.127,W,0
6/21/2017,2:50:59,26.751,N,91.13,W,0
6/21/2017,2:52:59,26.763,N,91.134,W,0
6/21/2017,2:54:59,26.775,N,91.138,W,0
6/21/2017,2:56:59,26.786,N,91.142,W,0
6/21/2017,2:58:58,26.797,N,91.146,W,0
6/21/2017,3:00:58,26.809,N,91.15,W,0
6/21/2017,3:02:58,26.82,N,91.155,W,0
6/21/2017,3:04:59,26.831,N,91.159,W,0
6/21/2017,3:06:59,26.842,N,91.163,W,0
6/21/2017,3:08:59,26.853,N,91.167,W,0
6/21/2017,3:10:59,26.864,N,91.172,W,0
6/21/2017,3:12:58,26.875,N,91.176,W,0
6/21/2017,3:14:58,26.885,N,91.181,W,0
6/21/2017,3:16:58,26.896,N,91.185,W,0
6/21/2017,3:18:58,26.906,N,91.19,W,0
6/21/2017,3:20:59,26.916,N,91.195,W,0
6/21/2017,3:22:59,26.927,N,91.2,W,0
6/21/2017,3:24:59,26.937,N,91.204,W,0
6/21/2017,3:26:59,26.947,N,91.209,W,0
6/21/2017,3:28:58,26.957,N,91.214,W,0
6/21/2017,3:30:58,26.967,N,91.219,W,0
6/21/2017,3:32:58,26.976,N,91.225,W,0
6/21/2017,3:34:59,26.986,N,91.23,W,0
6/21/2017,3:36:59,26.995,N,91.235,W,0
6/21/2017,3:38:59,27.005,N,91.241,W,0
6/21/2017,3:40:59,27.014,N,91.246,W,0
6/21/2017,3:42:58,27.023,N,91.252,W,0
6/21/2017,3:44:58,27.032,N,91.257,W,0
6/21/2017,3:46:58,27.041,N,91.263,W,0
6/21/2017,3:48:58,27.05,N,91.269,W,0
6/21/2017,3:50:59,27.058,N,91.275,W,0
6/21/2017,3:52:59,27.067,N,91.28,W,0
6/21/2017,3:54:59,27.075,N,91.287,W,0
6/21/2017,3:56:59,27.083,N,91.293,W,0
6/21/2017,3:58:58,27.092,N,91.299,W,0
6/21/2017,4:00:58,27.1,N,91.305,W,0
6/21/2017,4:02:58,27.107,N,91.311,W,0
6/21/2017,4:04:59,27.115,N,91.318,W,0
6/21/2017,4:06:59,27.123,N,91.324,W,0
6/21/2017,4:08:59,27.13,N,91.331,W,0
6/21/2017,4:10:59,27.138,N,91.338,W,0
6/21/2017,4:12:58,27.145,N,91.345,W,0
6/21/2017,4:14:58,27.152,N,91.352,W,0
6/21/2017,4:16:58,27.159,N,91.359,W,0
6/21/2017,4:18:58,27.165,N,91.366,W,0
6/21/2017,4:20:59,27.172,N,91.373,W,0
6/21/2017,4:22:59,27.178,N,91.38,W,0
6/21/2017,4:24:59,27.185,N,91.388,W,0
6/21/2017,4:26:59,27.191,N,91.395,W,0
6/21/2017,4:28:58,27.197,N,91.403,W,0
6/21/2017,4:30:58,27.203,N,91.41,W,0
6/21/2017,4:32:58,27.209,N,91.418,W,0
6/21/2017,4:34:59,27.214,N,91.426,W,0
6/21/2017,4:36:59,27.22,N,91.434,W,0
6/21/2017,4:38:59,27.225,N,91.442,W,0
6/21/2017,4:40:59,27.23,N,91.45,W,0
6/21/2017,4:42:58,27.236,N,91.458,W,0
6/21/2017,4:44:58,27.241,N,91.466,W,0
6/21/2017,4:46:58,27.245,N,91.474,W,0
6/21/2017,4:48:58,27.25,N,91.482,W,0
6/21/2017,4:50:59,27.255,N,91.491,W,0
6/21/2017,4:52:59,27.259,N,91.499,W,0
6/21/2017,4:54:59,27.264,N,91.508,W,0
6/21/2017,4:56:59,27.268,N,91.516,W,0
6/21/2017,4:58:58,27.272,N,91.525,W,0
6/21/2017,5:00:58,27.276,N,91.533,W,0
6/21/2017,5:02:58,27.28,N,91.542,W,0
6/21/2017,5:04:59,27.284,N,91.551,W,0
6/21/2017,5:06:59,27.287,N,91.56,W,0
6/21/2017,5:08:59,27.291,N,91.568,W,0
6/21/2017,5:10:59,27.294,N,91.577,W,0
6/21/2017,5:12:58,27.298,N,91.586,W,0
6/21/2017,5:14:58,27.301,N,91.595,W,0
6/21/2017,5:16:58,27.304,N,91.604,W,0
6/21/2017,5:18:58,27.307,N,91.613,W,0
6/21/2017,5:20:59,27.31,N,91.622,W,0
6/21/2017,5:22:59,27.313,N,91.631,W,0
6/21/2017,5:24:59,27.316,N,91.64,W,0
6/21/2017,5:26:59,27.319,N,91.649,W,0
6/21/2017,5:28:58,27.321,N,91.658,W,0
6/21/2017,5:30:58,27.324,N,91.667,W,0
6/21/2017,5:32:58,27.326,N,91.677,W,0
6/21/2017,5:34:59,27.328,N,91.686,W,0
6/21/2017,5:36:59,27.33,N,91.695,W,0
6/21/2017,5:38:59,27.333,N,91.704,W,0
6/21/2017,5:40:59,27.335,N,91.713,W,0
6/21/2017,5:42:58,27.337,N,91.722,W,0
6/21/2017,5:44:58,27.338,N,91.731,W,0
6/21/2017,5:46:58,27.34,N,91.741,W,0
6/21/2017,5:48:58,27.342,N,91.75,W,0
6/21/2017,5:50:59,27.344,N,91.759,W,0
6/21/2017,5:52:59,27.345,N,91.768,W,0
6/21/2017,5:54:59,27.347,N,91.777,W,0
6/21/2017,5:56:59,27.348,N,91.786,W,0
6/21/2017,5:58:58,27.349,N,91.795,W,0
6/21/2017,6:00:00,27.35,N,91.8,W,0
6/21/2017,6:01:59,27.352,N,91.8,W,0
6/21/2017,6:03:59,27.354,N,91.8,W,0
6/21/2017,6:05:59,27.356,N,91.8,W,0
6/21/2017,6:08:00,27.358,N,91.8,W,0
6/21/2017,6:10:00,27.36,N,91.8,W,0
6/21/2017,6:12:00,27.361,N,91.8,W,0
6/21/2017,6:14:00,27.363,N,91.799,W,0
6/21/2017,6:15:59,27.364,N,91.799,W,0
6/21/2017,6:17:59,27.366,N,91.798,W,0
6/21/2017,6:19:59,27.367,N,91.797,W,0
6/21/2017,6:21:59,27.368,N,91.796,W,0
6/21/2017,6:24:00,27.369,N,91.795,W,0
6/21/2017,6:26:00,27.37,N,91.794,W,0
6/21/2017,6:28:00,27.371,N,91.793,W,0
6/21/2017,6:30:00,27.372,N,91.792,W,0
6/21/2017,6:31:59,27.372,N,91.79,W,0
6/21/2017,6:33:59,27.373,N,91.789,W,0
6/21/2017,6:35:59,27.373,N,91.787,W,0
6/21/2017,6:38:00,27.374,N,91.786,W,0
6/21/2017,6:40:00,27.374,N,91.784,W,0
6/21/2017,6:42:00,27.375,N,91.782,W,0
6/21/2017,6:44:00,27.375,N,91.78,W,0
6/21/2017,6:45:59,27.375,N,91.778,W,0
6/21/2017,6:47:59,27.375,N,91.776,W,0
6/21/2017,6:49:59,27.375,N,91.774,W,0
6/21/2017,6:51:59,27.375,N,91.772,W,0
6/21/2017,6:54:00,27.375,N,91.77,W,0
6/21/2017,6:56:00,27.375,N,91.768,W,0
6/21/2017,6:58:00,27.375,N,91.766,W,0
6/21/2017,7:00:00,27.374,N,91.764,W,0
6/21/2017,7:01:59,27.374,N,91.762,W,0
6/21/2017,7:03:59,27.373,N,91.759,W,0
6/21/2017,7:05:59,27.373,N,91.757,W,0
6/21/2017,7:08:00,27.373,N,91.755,W,0
6/21/2017,7:10:00,27.372,N,91.753,W,0
6/21/2017,7:12:00,27.371,N,91.75,W,0
6/21/2017,7:14:00,27.371,N,91.748,W,0
6/21/2017,7:15:59,27.37,N,91.746,W,0
6/21/2017,7:17:59,27.369,N,91.743,W,0
6/21/2017,7:19:59,27.368,N,91.741,W,0
6/21/2017,7:21:59,27.368,N,91.739,W,0
6/21/2017,7:24:00,27.367,N,91.737,W,0
6/21/2017,7:26:00,27.366,N,91.734,W,0
6/21/2017,7:28:00,27.365,N,91.732,W,0
6/21/2017,7:30:00,27.364,N,91.73,W,0
6/21/2017,7:31:59,27.363,N,91.728,W,0
6/21/2017,7:33:59,27.362,N,91.726,W,0
6/21/2017,7:35:59,27.361,N,91.724,W,0
6/21/2017,7:38:00,27.36,N,91.722,W,0
6/21/2017,7:40:00,27.359,N,91.72,W,0
6/21/2017,7:42:00,27.358,N,91.718,W,0
6/21/2017,7:44:00,27.356,N,91.716,W,0
6/21/2017,7:45:59,27.355,N,91.714,W,0
6/21/2017,7:47:59,27.354,N,91.712,W,0
6/21/2017,7:49:59,27.353,N,91.71,W,0
6/21/2017,7:51:59,27.352,N,91.709,W,0
6/21/2017,7:54:00,27.35,N,91.707,W,0
6/21/2017,7:56:00,27.349,N,91.706,W,0
6/21/2017,7:58:00,27.348,N,91.704,W,0
6/21/2017,8:00:00,27.347,N,91.703,W,0
6/21/2017,8:01:59,27.346,N,91.702,W,0
6/21/2017,8:03:59,27.344,N,91.701,W,0
6/21/2017,8:05:59,27.343,N,91.7,W,0
6/21/2017,8:08:00,27.342,N,91.699,W,0
6/21/2017,8:10:00,27.341,N,91.698,W,0
6/21/2017,8:12:00,27.339,N,91.697,W,0
6/21/2017,8:14:00,27.338,N,91.696,W,0
6/21/2017,8:15:59,27.337,N,91.696,W,0
6/21/2017,8:17:59,27.336,N,91.695,W,0
6/21/2017,8:19:59,27.334,N,91.695,W,0
6/21/2017,8:21:59,27.333,N,91.695,W,0
6/21/2017,8:24:00,27.332,N,91.695,W,0
6/21/2017,8:26:00,27.331,N,91.695,W,0
6/21/2017,8:28:00,27.33,N,91.695,W,0
6/21/2017,8:30:00,27.329,N,91.696,W,0
6/21/2017,8:31:59,27.328,N,91.696,W,0
6/21/2017,8:33:59,27.327,N,91.697,W,0
6/21/2017,8:35:59,27.326,N,91.698,W,0
6/21/2017,8:38:00,27.325,N,91.699,W,0
6/21/2017,8:40:00,27.324,N,91.7,W,0
6/21/2017,8:42:00,27.323,N,91.702,W,0
6/21/2017,8:44:00,27.322,N,91.703,W,0
6/21/2017,8:45:59,27.321,N,91.705,W,0
6/21/2017,8:47:59,27.32,N,91.707,W,0
6/21/2017,8:49:59,27.319,N,91.709,W,0
6/21/2017,8:51:59,27.318,N,91.711,W,0
6/21/2017,8:54:00,27.318,N,91.713,W,0
6/21/2017,8:56:00,27.317,N,91.716,W,0
6/21/2017,8:58:00,27.316,N,91.719,W,0
6/21/2017,9:00:00,27.316,N,91.722,W,0
6/21/2017,9:01:59,27.315,N,91.725,W,0
6/21/2017,9:03:59,27.315,N,91.728,W,0
6/21/2017,9:05:59,27.314,N,91.732,W,0
6/21/2017,9:08:00,27.314,N,91.736,W,0
6/21/2017,9:10:00,27.314,N,91.74,W,0
6/21/2017,9:12:00,27.313,N,91.744,W,0
6/21/2017,9:14:00,27.313,N,91.748,W,0
6/21/2017,9:15:59,27.313,N,91.752,W,0
6/21/2017,9:17:59,27.313,N,91.757,W,0
6/21/2017,9:19:59,27.312,N,91.762,W,0
