Track,for,Gustav,2002,,,
9/10/2002,3:44:47,31.89,N,75.222,W,2
9/10/2002,3:46:47,31.898,N,75.221,W,2
9/10/2002,3:48:47,31.907,N,75.22,W,2
9/10/2002,3:50:48,31.917,N,75.22,W,2
9/10/2002,3:52:48,31.927,N,75.22,W,2
9/10/2002,3:54:48,31.937,N,75.22,W,2
9/10/2002,3:56:48,31.948,N,75.221,W,2
9/10/2002,3:58:47,31.96,N,75.223,W,2
9/10/2002,4:00:47,31.972,N,75.225,W,2
9/10/2002,4:02:47,31.984,N,75.227,W,2
9/10/2002,4:04:48,31.997,N,75.23,W,2
9/10/2002,4:06:48,32.01,N,75.234,W,2
9/10/2002,4:08:48,32.024,N,75.238,W,2
9/10/2002,4:10:48,32.038,N,75.242,W,2
9/10/2002,4:12:47,32.053,N,75.247,W,2
9/10/2002,4:14:47,32.068,N,75.253,W,2
9/10/2002,4:16:47,32.084,N,75.258,W,2
9/10/2002,4:18:47,32.1,N,75.265,W,2
9/10/2002,4:20:48,32.116,N,75.271,W,2
9/10/2002,4:22:48,32.133,N,75.278,W,2
9/10/2002,4:24:48,32.15,N,75.286,W,2
9/10/2002,4:26:48,32.168,N,75.293,W,2
9/10/2002,4:28:47,32.186,N,75.301,W,2
9/10/2002,4:30:47,32.204,N,75.31,W,2
9/10/2002,4:32:47,32.223,N,75.318,W,2
9/10/2002,4:34:48,32.242,N,75.327,W,2
9/10/2002,4:36:48,32.261,N,75.337,W,2
9/10/2002,4:38:48,32.28,N,75.346,W,2
9/10/2002,4:40:48,32.3,N,75.356,W,2
9/10/2002,4:42:47,32.32,N,75.366,W,2
9/10/2002,4:44:47,32.34,N,75.376,W,2
9/10/2002,4:46:47,32.36,N,75.387,W,2
9/10/2002,4:48:47,32.381,N,75.397,W,2
9/10/2002,4:50:48,32.402,N,75.408,W,2
9/10/2002,4:52:48,32.422,N,75.419,W,2
9/10/2002,4:54:48,32.444,N,75.43,W,2
9/10/2002,4:56:48,32.465,N,75.442,W,2
9/10/2002,4:58:47,32.486,N,75.453,W,2
9/10/2002,5:00:47,32.507,N,75.465,W,2
9/10/2002,5:02:47,32.529,N,75.476,W,2
9/10/2002,5:04:48,32.55,N,75.488,W,2
9/10/2002,5:06:48,32.572,N,75.499,W,2
9/10/2002,5:08:48,32.594,N,75.511,W,2
9/10/2002,5:10:48,32.615,N,75.523,W,2
9/10/2002,5:12:47,32.637,N,75.535,W,2
9/10/2002,5:14:47,32.659,N,75.546,W,2
9/10/2002,5:16:47,32.681,N,75.558,W,2
9/10/2002,5:18:47,32.702,N,75.57,W,2
9/10/2002,5:20:48,32.724,N,75.582,W,2
9/10/2002,5:22:48,32.746,N,75.593,W,2
9/10/2002,5:24:48,32.767,N,75.605,W,2
9/10/2002,5:26:48,32.789,N,75.616,W,2
9/10/2002,5:28:47,32.81,N,75.627,W,2
9/10/2002,5:30:47,32.831,N,75.639,W,2
9/10/2002,5:32:47,32.852,N,75.65,W,2
9/10/2002,5:34:48,32.873,N,75.661,W,2
9/10/2002,5:36:48,32.894,N,75.671,W,2
9/10/2002,5:38:48,32.915,N,75.682,W,2
9/10/2002,5:40:48,32.935,N,75.692,W,2
9/10/2002,5:42:47,32.955,N,75.702,W,2
9/10/2002,5:44:47,32.975,N,75.712,W,2
9/10/2002,5:46:47,32.995,N,75.722,W,2
9/10/2002,5:48:47,33.015,N,75.731,W,2
9/10/2002,5:50:48,33.034,N,75.741,W,2
9/10/2002,5:52:48,33.053,N,75.749,W,2
9/10/2002,5:54:48,33.072,N,75.758,W,2
9/10/2002,5:56:48,33.09,N,75.766,W,2
9/10/2002,5:58:47,33.108,N,75.774,W,2
9/10/2002,6:00:47,33.126,N,75.781,W,2
9/10/2002,6:02:47,33.143,N,75.789,W,2
9/10/2002,6:04:48,33.161,N,75.795,W,2
9/10/2002,6:06:48,33.177,N,75.802,W,2
9/10/2002,6:08:48,33.193,N,75.808,W,2
9/10/2002,6:08:51,33.194,N,75.808,W,2
9/10/2002,6:10:51,33.204,N,75.803,W,2
9/10/2002,6:12:51,33.214,N,75.799,W,2
9/10/2002,6:14:51,33.224,N,75.794,W,2
9/10/2002,6:16:52,33.233,N,75.788,W,2
9/10/2002,6:18:52,33.242,N,75.783,W,2
9/10/2002,6:20:52,33.251,N,75.777,W,2
9/10/2002,6:22:52,33.26,N,75.771,W,2
9/10/2002,6:24:51,33.269,N,75.764,W,2
9/10/2002,6:26:51,33.277,N,75.758,W,2
9/10/2002,6:28:51,33.285,N,75.751,W,2
9/10/2002,6:30:52,33.293,N,75.744,W,2
9/10/2002,6:32:52,33.301,N,75.737,W,2
9/10/2002,6:34:52,33.308,N,75.73,W,2
9/10/2002,6:36:52,33.316,N,75.722,W,2
9/10/2002,6:38:51,33.323,N,75.715,W,2
9/10/2002,6:40:51,33.33,N,75.707,W,2
9/10/2002,6:42:51,33.337,N,75.699,W,2
9/10/2002,6:44:51,33.344,N,75.691,W,2
9/10/2002,6:46:52,33.35,N,75.683,W,2
9/10/2002,6:48:52,33.357,N,75.675,W,2
9/10/2002,6:50:52,33.363,N,75.667,W,2
9/10/2002,6:52:52,33.369,N,75.658,W,2
9/10/2002,6:54:51,33.375,N,75.65,W,2
9/10/2002,6:56:51,33.381,N,75.641,W,2
9/10/2002,6:58:51,33.386,N,75.633,W,2
9/10/2002,7:00:52,33.392,N,75.625,W,2
9/10/2002,7:02:52,33.397,N,75.616,W,2
9/10/2002,7:04:52,33.402,N,75.608,W,2
9/10/2002,7:06:52,33.407,N,75.599,W,2
9/10/2002,7:08:51,33.412,N,75.591,W,2
9/10/2002,7:10:51,33.417,N,75.583,W,2
9/10/2002,7:12:51,33.422,N,75.574,W,2
9/10/2002,7:14:51,33.426,N,75.566,W,2
9/10/2002,7:16:52,33.431,N,75.558,W,2
9/10/2002,7:18:52,33.435,N,75.55,W,2
9/10/2002,7:20:52,33.439,N,75.542,W,2
9/10/2002,7:22:52,33.443,N,75.534,W,2
9/10/2002,7:24:51,33.447,N,75.527,W,2
9/10/2002,7:26:51,33.451,N,75.519,W,2
9/10/2002,7:28:51,33.455,N,75.512,W,2
9/10/2002,7:30:52,33.458,N,75.504,W,2
9/10/2002,7:32:52,33.462,N,75.497,W,2
9/10/2002,7:34:52,33.465,N,75.49,W,2
9/10/2002,7:36:52,33.469,N,75.484,W,2
9/10/2002,7:38:51,33.472,N,75.477,W,2
9/10/2002,7:40:51,33.475,N,75.471,W,2
9/10/2002,7:42:51,33.478,N,75.465,W,2
9/10/2002,7:44:51,33.482,N,75.459,W,2
9/10/2002,7:46:52,33.485,N,75.454,W,2
9/10/2002,7:48:52,33.487,N,75.448,W,2
9/10/2002,7:50:52,33.49,N,75.443,W,2
9/10/2002,7:52:52,33.493,N,75.439,W,2
9/10/2002,7:54:51,33.496,N,75.434,W,2
9/10/2002,7:56:51,33.499,N,75.43,W,2
9/10/2002,7:58:51,33.501,N,75.427,W,2
9/10/2002,8:00:52,33.504,N,75.423,W,2
9/10/2002,8:02:52,33.506,N,75.42,W,2
9/10/2002,8:04:52,33.509,N,75.417,W,2
9/10/2002,8:06:52,33.511,N,75.415,W,2
9/10/2002,8:08:51,33.514,N,75.413,W,2
9/10/2002,8:10:51,33.516,N,75.411,W,2
9/10/2002,8:12:51,33.519,N,75.409,W,2
9/10/2002,8:14:51,33.521,N,75.408,W,2
9/10/2002,8:16:52,33.523,N,75.407,W,2
9/10/2002,8:18:52,33.525,N,75.406,W,2
9/10/2002,8:20:52,33.527,N,75.406,W,2
9/10/2002,8:22:52,33.529,N,75.405,W,2
9/10/2002,8:24:51,33.532,N,75.406,W,2
9/10/2002,8:26:51,33.534,N,75.406,W,2
9/10/2002,8:27:18,33.534,N,75.406,W,2
9/10/2002,8:29:18,33.536,N,75.41,W,2
9/10/2002,8:31:18,33.538,N,75.415,W,2
9/10/2002,8:33:18,33.54,N,75.419,W,2
9/10/2002,8:35:17,33.542,N,75.424,W,2
9/10/2002,8:37:17,33.544,N,75.429,W,2
9/10/2002,8:39:17,33.546,N,75.434,W,2
9/10/2002,8:41:17,33.548,N,75.439,W,2
9/10/2002,8:43:18,33.55,N,75.445,W,2
9/10/2002,8:45:18,33.552,N,75.45,W,2
9/10/2002,8:47:18,33.553,N,75.456,W,2
9/10/2002,8:49:18,33.555,N,75.462,W,2
9/10/2002,8:51:17,33.556,N,75.468,W,2
9/10/2002,8:53:17,33.558,N,75.474,W,2
9/10/2002,8:55:17,33.559,N,75.48,W,2
9/10/2002,8:57:18,33.561,N,75.486,W,2
9/10/2002,8:59:18,33.562,N,75.493,W,2
9/10/2002,9:01:18,33.564,N,75.499,W,2
9/10/2002,9:03:18,33.565,N,75.505,W,2
9/10/2002,9:05:17,33.566,N,75.512,W,2
9/10/2002,9:07:17,33.567,N,75.518,W,2
9/10/2002,9:09:17,33.569,N,75.524,W,2
9/10/2002,9:11:17,33.57,N,75.531,W,2
9/10/2002,9:13:18,33.571,N,75.537,W,2
9/10/2002,9:15:18,33.572,N,75.543,W,2
9/10/2002,9:17:18,33.573,N,75.549,W,2
9/10/2002,9:19:18,33.574,N,75.555,W,2
9/10/2002,9:21:17,33.575,N,75.561,W,2
9/10/2002,9:23:17,33.576,N,75.567,W,2
9/10/2002,9:25:17,33.578,N,75.573,W,2
9/10/2002,9:27:18,33.579,N,75.579,W,2
9/10/2002,9:29:18,33.58,N,75.584,W,2
9/10/2002,9:31:18,33.581,N,75.59,W,2
9/10/2002,9:33:18,33.582,N,75.595,W,2
9/10/2002,9:35:17,33.583,N,75.6,W,2
9/10/2002,9:37:17,33.584,N,75.605,W,2
9/10/2002,9:39:17,33.585,N,75.609,W,2
9/10/2002,9:41:17,33.586,N,75.614,W,2
9/10/2002,9:43:18,33.587,N,75.618,W,2
9/10/2002,9:45:18,33.588,N,75.622,W,2
9/10/2002,9:47:18,33.589,N,75.625,W,2
9/10/2002,9:49:18,33.59,N,75.629,W,2
9/10/2002,9:51:17,33.592,N,75.632,W,2
9/10/2002,9:53:17,33.593,N,75.635,W,2
9/10/2002,9:55:17,33.594,N,75.637,W,2
9/10/2002,9:57:18,33.595,N,75.639,W,2
9/10/2002,9:59:18,33.596,N,75.641,W,2
9/10/2002,10:01:18,33.598,N,75.643,W,2
9/10/2002,10:03:18,33.599,N,75.644,W,2
9/10/2002,10:05:17,33.6,N,75.645,W,2
9/10/2002,10:07:17,33.602,N,75.646,W,2
9/10/2002,10:07:43,33.602,N,75.646,W,2
9/10/2002,10:09:43,33.603,N,75.646,W,2
9/10/2002,10:11:43,33.604,N,75.646,W,2
9/10/2002,10:13:42,33.605,N,75.645,W,2
9/10/2002,10:15:42,33.605,N,75.645,W,2
9/10/2002,10:17:42,33.606,N,75.643,W,2
9/10/2002,10:19:42,33.607,N,75.642,W,2
9/10/2002,10:21:43,33.608,N,75.64,W,2
9/10/2002,10:23:43,33.608,N,75.638,W,2
9/10/2002,10:25:43,33.609,N,75.636,W,2
9/10/2002,10:27:43,33.61,N,75.634,W,2
9/10/2002,10:29:42,33.611,N,75.631,W,2
9/10/2002,10:31:42,33.611,N,75.628,W,2
9/10/2002,10:33:42,33.612,N,75.625,W,2
9/10/2002,10:35:42,33.613,N,75.622,W,2
9/10/2002,10:37:43,33.614,N,75.618,W,2
9/10/2002,10:39:43,33.614,N,75.614,W,2
9/10/2002,10:41:43,33.615,N,75.61,W,2
9/10/2002,10:43:42,33.616,N,75.606,W,2
9/10/2002,10:45:42,33.617,N,75.602,W,2
9/10/2002,10:47:42,33.618,N,75.597,W,2
9/10/2002,10:49:42,33.619,N,75.593,W,2
9/10/2002,10:51:43,33.62,N,75.588,W,2
9/10/2002,10:53:43,33.621,N,75.583,W,2
9/10/2002,10:55:43,33.622,N,75.578,W,2
9/10/2002,10:57:43,33.623,N,75.572,W,2
9/10/2002,10:59:42,33.625,N,75.567,W,2
9/10/2002,11:01:42,33.626,N,75.561,W,2
9/10/2002,11:03:42,33.628,N,75.556,W,2
9/10/2002,11:05:42,33.629,N,75.55,W,2
9/10/2002,11:07:43,33.631,N,75.544,W,2
9/10/2002,11:09:43,33.632,N,75.539,W,2
9/10/2002,11:11:43,33.634,N,75.533,W,2
9/10/2002,11:13:42,33.636,N,75.527,W,2
9/10/2002,11:15:42,33.638,N,75.521,W,2
9/10/2002,11:17:42,33.64,N,75.515,W,2
9/10/2002,11:19:42,33.643,N,75.508,W,2
9/10/2002,11:21:43,33.645,N,75.502,W,2
9/10/2002,11:23:43,33.648,N,75.496,W,2
9/10/2002,11:25:43,33.65,N,75.49,W,2
9/10/2002,11:27:43,33.653,N,75.484,W,2
9/10/2002,11:29:42,33.656,N,75.478,W,2
9/10/2002,11:31:42,33.659,N,75.472,W,2
9/10/2002,11:33:42,33.663,N,75.465,W,2
9/10/2002,11:35:42,33.666,N,75.459,W,2
9/10/2002,11:37:43,33.67,N,75.453,W,2
9/10/2002,11:39:43,33.673,N,75.447,W,2
9/10/2002,11:41:43,33.677,N,75.441,W,2
9/10/2002,11:43:42,33.681,N,75.435,W,2
9/10/2002,11:45:42,33.686,N,75.43,W,2
9/10/2002,11:47:42,33.69,N,75.424,W,2
9/10/2002,11:49:42,33.695,N,75.418,W,2
9/10/2002,11:49:47,33.695,N,75.418,W,2
9/10/2002,11:51:47,33.703,N,75.412,W,2
9/10/2002,11:53:47,33.711,N,75.405,W,2
9/10/2002,11:55:46,33.719,N,75.399,W,2
9/10/2002,11:57:46,33.728,N,75.393,W,2
9/10/2002,11:59:46,33.737,N,75.386,W,2
9/10/2002,12:01:47,33.746,N,75.38,W,2
9/10/2002,12:03:47,33.756,N,75.373,W,2
9/10/2002,12:05:47,33.765,N,75.367,W,2
9/10/2002,12:07:47,33.775,N,75.36,W,2
9/10/2002,12:09:46,33.785,N,75.354,W,2
9/10/2002,12:11:46,33.795,N,75.348,W,2
9/10/2002,12:13:46,33.805,N,75.341,W,2
9/10/2002,12:15:46,33.816,N,75.335,W,2
9/10/2002,12:17:47,33.826,N,75.329,W,2
9/10/2002,12:19:47,33.837,N,75.323,W,2
9/10/2002,12:21:47,33.848,N,75.317,W,2
9/10/2002,12:23:47,33.859,N,75.311,W,2
9/10/2002,12:25:46,33.87,N,75.305,W,2
9/10/2002,12:27:46,33.881,N,75.299,W,2
9/10/2002,12:29:46,33.892,N,75.294,W,2
9/10/2002,12:31:47,33.904,N,75.288,W,2
9/10/2002,12:33:47,33.915,N,75.283,W,2
9/10/2002,12:35:47,33.926,N,75.278,W,2
9/10/2002,12:37:47,33.938,N,75.273,W,2
9/10/2002,12:39:46,33.949,N,75.268,W,2
9/10/2002,12:41:46,33.961,N,75.264,W,2
9/10/2002,12:43:46,33.972,N,75.259,W,2
9/10/2002,12:45:46,33.984,N,75.255,W,2
9/10/2002,12:47:47,33.995,N,75.251,W,2
9/10/2002,12:49:47,34.007,N,75.247,W,2
9/10/2002,12:51:47,34.018,N,75.244,W,2
9/10/2002,12:53:47,34.029,N,75.241,W,2
9/10/2002,12:55:46,34.041,N,75.238,W,2
9/10/2002,12:57:46,34.052,N,75.235,W,2
9/10/2002,12:59:46,34.063,N,75.232,W,2
9/10/2002,13:01:47,34.074,N,75.23,W,2
9/10/2002,13:03:47,34.085,N,75.228,W,2
9/10/2002,13:05:47,34.096,N,75.227,W,2
9/10/2002,13:07:47,34.106,N,75.226,W,2
9/10/2002,13:09:46,34.117,N,75.225,W,2
9/10/2002,13:11:46,34.127,N,75.224,W,2
9/10/2002,13:13:46,34.138,N,75.224,W,2
9/10/2002,13:15:46,34.148,N,75.224,W,2
9/10/2002,13:17:47,34.158,N,75.224,W,2
9/10/2002,13:19:47,34.167,N,75.225,W,2
9/10/2002,13:21:47,34.177,N,75.226,W,2
9/10/2002,13:23:47,34.186,N,75.228,W,2
9/10/2002,13:25:46,34.195,N,75.23,W,2
9/10/2002,13:27:46,34.204,N,75.232,W,2
9/10/2002,13:29:46,34.213,N,75.235,W,2
9/10/2002,13:31:47,34.222,N,75.237,W,2
9/10/2002,13:33:47,34.231,N,75.24,W,2
9/10/2002,13:35:47,34.239,N,75.244,W,2
9/10/2002,13:37:47,34.248,N,75.248,W,2
9/10/2002,13:39:46,34.256,N,75.252,W,2
9/10/2002,13:41:46,34.264,N,75.256,W,2
9/10/2002,13:43:46,34.272,N,75.26,W,2
9/10/2002,13:45:46,34.279,N,75.265,W,2
9/10/2002,13:47:47,34.287,N,75.27,W,2
9/10/2002,13:49:47,34.295,N,75.275,W,2
9/10/2002,13:51:47,34.302,N,75.281,W,2
9/10/2002,13:52:32,34.305,N,75.283,W,2
9/10/2002,13:54:33,34.313,N,75.291,W,2
9/10/2002,13:56:33,34.321,N,75.299,W,2
9/10/2002,13:58:33,34.329,N,75.308,W,2
9/10/2002,14:00:33,34.336,N,75.316,W,2
9/10/2002,14:02:32,34.344,N,75.325,W,2
9/10/2002,14:04:32,34.351,N,75.334,W,2
9/10/2002,14:06:32,34.359,N,75.343,W,2
9/10/2002,14:08:33,34.366,N,75.351,W,2
9/10/2002,14:10:33,34.373,N,75.36,W,2
9/10/2002,14:12:33,34.38,N,75.369,W,2
9/10/2002,14:14:33,34.387,N,75.378,W,2
9/10/2002,14:16:32,34.394,N,75.387,W,2
9/10/2002,14:18:32,34.4,N,75.395,W,2
9/10/2002,14:20:32,34.407,N,75.404,W,2
9/10/2002,14:22:32,34.413,N,75.412,W,2
9/10/2002,14:24:33,34.419,N,75.421,W,2
9/10/2002,14:26:33,34.425,N,75.429,W,2
9/10/2002,14:28:33,34.431,N,75.437,W,2
9/10/2002,14:30:33,34.437,N,75.445,W,2
9/10/2002,14:32:32,34.443,N,75.452,W,2
9/10/2002,14:34:32,34.448,N,75.46,W,2
9/10/2002,14:36:32,34.454,N,75.467,W,2
9/10/2002,14:38:33,34.459,N,75.474,W,2
9/10/2002,14:40:33,34.464,N,75.48,W,2
9/10/2002,14:42:33,34.469,N,75.486,W,2
9/10/2002,14:44:33,34.474,N,75.492,W,2
9/10/2002,14:46:32,34.478,N,75.498,W,2
9/10/2002,14:48:32,34.483,N,75.503,W,2
9/10/2002,14:49:30,34.485,N,75.505,W,2
9/10/2002,14:51:30,34.49,N,75.51,W,2
9/10/2002,14:53:29,34.494,N,75.514,W,2
9/10/2002,14:55:29,34.499,N,75.518,W,2
9/10/2002,14:57:29,34.503,N,75.522,W,2
9/10/2002,14:59:29,34.507,N,75.525,W,2
9/10/2002,15:01:30,34.511,N,75.528,W,2
9/10/2002,15:03:30,34.515,N,75.53,W,2
9/10/2002,15:05:30,34.519,N,75.532,W,2
9/10/2002,15:07:30,34.522,N,75.534,W,2
9/10/2002,15:09:29,34.526,N,75.535,W,2
9/10/2002,15:11:29,34.529,N,75.536,W,2
9/10/2002,15:13:29,34.531,N,75.537,W,2
9/10/2002,15:15:30,34.534,N,75.536,W,2
9/10/2002,15:17:30,34.536,N,75.536,W,2
9/10/2002,15:19:30,34.538,N,75.535,W,2
9/10/2002,15:21:30,34.54,N,75.534,W,2
9/10/2002,15:23:29,34.542,N,75.532,W,2
9/10/2002,15:25:29,34.544,N,75.53,W,2
9/10/2002,15:27:29,34.545,N,75.527,W,2
9/10/2002,15:29:29,34.546,N,75.524,W,2
9/10/2002,15:31:30,34.547,N,75.521,W,2
9/10/2002,15:33:30,34.548,N,75.517,W,2
9/10/2002,15:35:30,34.549,N,75.513,W,2
9/10/2002,15:37:30,34.55,N,75.509,W,2
9/10/2002,15:39:29,34.55,N,75.505,W,2
9/10/2002,15:41:29,34.551,N,75.5,W,2
9/10/2002,15:43:29,34.551,N,75.495,W,2
9/10/2002,15:45:30,34.552,N,75.49,W,2
9/10/2002,15:47:30,34.552,N,75.485,W,2
9/10/2002,15:49:30,34.552,N,75.479,W,2
9/10/2002,15:51:30,34.552,N,75.474,W,2
9/10/2002,15:53:29,34.553,N,75.468,W,2
9/10/2002,15:55:29,34.553,N,75.462,W,2
9/10/2002,15:57:29,34.553,N,75.456,W,2
9/10/2002,15:59:29,34.553,N,75.45,W,2
9/10/2002,16:01:30,34.553,N,75.444,W,2
9/10/2002,16:03:30,34.553,N,75.438,W,2
9/10/2002,16:05:30,34.554,N,75.433,W,2
9/10/2002,16:07:30,34.554,N,75.427,W,2
9/10/2002,16:09:29,34.554,N,75.421,W,2
9/10/2002,16:11:29,34.555,N,75.415,W,2
9/10/2002,16:13:29,34.555,N,75.409,W,2
9/10/2002,16:15:29,34.556,N,75.404,W,2
9/10/2002,16:17:29,34.556,N,75.398,W,2
9/10/2002,16:19:29,34.557,N,75.393,W,2
9/10/2002,16:21:29,34.558,N,75.388,W,2
9/10/2002,16:23:30,34.559,N,75.383,W,2
9/10/2002,16:24:39,34.56,N,75.38,W,2
9/10/2002,16:26:39,34.563,N,75.38,W,2
9/10/2002,16:28:39,34.567,N,75.38,W,2
9/10/2002,16:30:39,34.57,N,75.38,W,2
9/10/2002,16:32:39,34.574,N,75.38,W,2
9/10/2002,16:34:39,34.578,N,75.38,W,2
9/10/2002,16:36:40,34.582,N,75.381,W,2
9/10/2002,16:38:40,34.586,N,75.382,W,2
9/10/2002,16:40:40,34.59,N,75.382,W,2
9/10/2002,16:42:40,34.595,N,75.384,W,2
9/10/2002,16:44:40,34.599,N,75.385,W,2
9/10/2002,16:46:40,34.604,N,75.386,W,2
9/10/2002,16:48:40,34.608,N,75.388,W,2
9/10/2002,16:50:39,34.613,N,75.389,W,2
9/10/2002,16:52:39,34.618,N,75.391,W,2
9/10/2002,16:54:39,34.623,N,75.393,W,2
9/10/2002,16:56:39,34.628,N,75.395,W,2
9/10/2002,16:58:39,34.634,N,75.397,W,2
9/10/2002,17:00:39,34.639,N,75.399,W,2
9/10/2002,17:02:39,34.644,N,75.401,W,2
9/10/2002,17:04:39,34.65,N,75.404,W,2
9/10/2002,17:06:40,34.656,N,75.406,W,2
9/10/2002,17:08:40,34.661,N,75.409,W,2
9/10/2002,17:10:40,34.667,N,75.412,W,2
9/10/2002,17:12:40,34.673,N,75.414,W,2
9/10/2002,17:14:40,34.679,N,75.417,W,2
9/10/2002,17:16:40,34.685,N,75.42,W,2
9/10/2002,17:18:40,34.691,N,75.423,W,2
9/10/2002,17:20:39,34.698,N,75.426,W,2
9/10/2002,17:22:39,34.704,N,75.429,W,2
9/10/2002,17:24:39,34.71,N,75.432,W,2
9/10/2002,17:26:39,34.717,N,75.435,W,2
9/10/2002,17:28:39,34.723,N,75.438,W,2
9/10/2002,17:30:39,34.73,N,75.441,W,2
9/10/2002,17:32:39,34.736,N,75.444,W,2
9/10/2002,17:34:39,34.743,N,75.447,W,2
9/10/2002,17:36:40,34.75,N,75.45,W,2
9/10/2002,17:38:40,34.756,N,75.453,W,2
9/10/2002,17:40:40,34.763,N,75.456,W,2
9/10/2002,17:42:40,34.77,N,75.459,W,2
9/10/2002,17:44:40,34.777,N,75.462,W,2
9/10/2002,17:46:40,34.784,N,75.465,W,2
9/10/2002,17:48:40,34.791,N,75.468,W,2
9/10/2002,17:50:39,34.798,N,75.471,W,2
9/10/2002,17:52:39,34.805,N,75.474,W,2
9/10/2002,17:54:39,34.812,N,75.477,W,2
9/10/2002,17:56:39,34.819,N,75.479,W,2
9/10/2002,17:58:39,34.826,N,75.482,W,2
9/10/2002,18:00:39,34.833,N,75.484,W,2
9/10/2002,18:02:39,34.84,N,75.487,W,2
9/10/2002,18:04:39,34.848,N,75.489,W,2
9/10/2002,18:05:20,34.85,N,75.49,W,2
9/10/2002,18:07:20,34.856,N,75.491,W,2
9/10/2002,18:09:20,34.862,N,75.492,W,2
9/10/2002,18:11:19,34.868,N,75.493,W,2
9/10/2002,18:13:19,34.874,N,75.494,W,2
9/10/2002,18:15:19,34.88,N,75.495,W,2
9/10/2002,18:17:19,34.887,N,75.496,W,2
9/10/2002,18:19:19,34.893,N,75.496,W,2
9/10/2002,18:21:19,34.899,N,75.497,W,2
9/10/2002,18:23:19,34.905,N,75.498,W,2
9/10/2002,18:25:20,34.911,N,75.498,W,2
9/10/2002,18:27:20,34.918,N,75.499,W,2
9/10/2002,18:29:20,34.924,N,75.499,W,2
9/10/2002,18:31:20,34.93,N,75.499,W,2
9/10/2002,18:33:20,34.936,N,75.499,W,2
9/10/2002,18:35:20,34.943,N,75.5,W,2
9/10/2002,18:37:20,34.949,N,75.5,W,2
9/10/2002,18:39:20,34.956,N,75.5,W,2
9/10/2002,18:41:19,34.962,N,75.499,W,2
9/10/2002,18:43:19,34.968,N,75.499,W,2
9/10/2002,18:45:19,34.975,N,75.499,W,2
9/10/2002,18:47:19,34.981,N,75.498,W,2
9/10/2002,18:49:19,34.988,N,75.498,W,2
9/10/2002,18:51:19,34.994,N,75.497,W,2
9/10/2002,18:53:19,35.001,N,75.497,W,2
9/10/2002,18:55:20,35.007,N,75.496,W,2
9/10/2002,18:57:20,35.014,N,75.495,W,2
9/10/2002,18:59:20,35.021,N,75.494,W,2
9/10/2002,19:01:20,35.027,N,75.493,W,2
9/10/2002,19:03:20,35.034,N,75.492,W,2
9/10/2002,19:05:20,35.041,N,75.491,W,2
9/10/2002,19:07:20,35.047,N,75.49,W,2
9/10/2002,19:09:20,35.054,N,75.488,W,2
9/10/2002,19:11:19,35.061,N,75.487,W,2
9/10/2002,19:13:19,35.068,N,75.485,W,2
9/10/2002,19:15:19,35.075,N,75.483,W,2
9/10/2002,19:17:19,35.081,N,75.482,W,2
9/10/2002,19:19:19,35.088,N,75.48,W,2
9/10/2002,19:21:19,35.095,N,75.478,W,2
9/10/2002,19:23:19,35.102,N,75.475,W,2
9/10/2002,19:25:20,35.109,N,75.473,W,2
9/10/2002,19:27:20,35.116,N,75.471,W,2
9/10/2002,19:29:20,35.123,N,75.468,W,2
9/10/2002,19:31:20,35.13,N,75.466,W,2
9/10/2002,19:33:20,35.137,N,75.463,W,2
9/10/2002,19:35:20,35.145,N,75.46,W,2
9/10/2002,19:37:20,35.152,N,75.457,W,2
9/10/2002,19:39:20,35.159,N,75.454,W,2
9/10/2002,19:41:19,35.166,N,75.451,W,2
9/10/2002,19:43:19,35.173,N,75.448,W,2
9/10/2002,19:45:19,35.181,N,75.444,W,2
9/10/2002,19:47:19,35.188,N,75.441,W,2
9/10/2002,19:49:19,35.195,N,75.437,W,2
9/10/2002,19:51:19,35.203,N,75.433,W,2
9/10/2002,19:53:19,35.21,N,75.429,W,2
9/10/2002,19:55:20,35.218,N,75.425,W,2
9/10/2002,19:57:20,35.225,N,75.421,W,2
9/10/2002,19:59:20,35.233,N,75.417,W,2
9/10/2002,20:01:20,35.24,N,75.412,W,2
9/10/2002,20:03:20,35.248,N,75.408,W,2
9/10/2002,20:05:20,35.256,N,75.403,W,2
9/10/2002,20:07:20,35.263,N,75.398,W,2
9/10/2002,20:09:20,35.271,N,75.393,W,2
9/10/2002,20:11:19,35.279,N,75.388,W,2
9/10/2002,20:13:19,35.287,N,75.383,W,2
9/10/2002,20:15:19,35.295,N,75.377,W,2
9/10/2002,20:17:19,35.303,N,75.372,W,2
9/10/2002,20:17:56,35.305,N,75.37,W,2
9/10/2002,20:19:56,35.312,N,75.368,W,2
9/10/2002,20:21:57,35.319,N,75.366,W,2
9/10/2002,20:23:57,35.325,N,75.364,W,2
9/10/2002,20:25:57,35.332,N,75.361,W,2
9/10/2002,20:27:57,35.339,N,75.359,W,2
9/10/2002,20:29:57,35.345,N,75.357,W,2
9/10/2002,20:31:57,35.352,N,75.355,W,2
9/10/2002,20:33:57,35.359,N,75.352,W,2
9/10/2002,20:35:57,35.366,N,75.35,W,2
9/10/2002,20:37:56,35.372,N,75.348,W,2
9/10/2002,20:39:56,35.379,N,75.346,W,2
9/10/2002,20:41:56,35.386,N,75.343,W,2
9/10/2002,20:43:56,35.392,N,75.341,W,2
