Track,for,Bonnie,2010,,
7/22/2010,21:14:45,22.605,N,75.475,W
7/22/2010,21:16:45,22.609,N,75.481,W
7/22/2010,21:18:46,22.613,N,75.487,W
7/22/2010,21:20:46,22.616,N,75.493,W
7/22/2010,21:22:45,22.62,N,75.498,W
7/22/2010,21:24:45,22.623,N,75.504,W
7/22/2010,21:26:46,22.627,N,75.509,W
7/22/2010,21:28:46,22.631,N,75.515,W
7/22/2010,21:30:45,22.635,N,75.52,W
7/22/2010,21:32:46,22.638,N,75.526,W
7/22/2010,21:34:46,22.642,N,75.531,W
7/22/2010,21:36:45,22.646,N,75.537,W
7/22/2010,21:38:45,22.65,N,75.542,W
7/22/2010,21:40:46,22.653,N,75.547,W
7/22/2010,21:42:46,22.657,N,75.552,W
7/22/2010,21:44:45,22.661,N,75.557,W
7/22/2010,21:46:45,22.665,N,75.562,W
7/22/2010,21:48:46,22.669,N,75.567,W
7/22/2010,21:50:46,22.673,N,75.572,W
7/22/2010,21:52:45,22.677,N,75.577,W
7/22/2010,21:54:45,22.681,N,75.582,W
7/22/2010,21:56:46,22.684,N,75.586,W
7/22/2010,21:58:46,22.688,N,75.591,W
7/22/2010,22:00:45,22.692,N,75.595,W
7/22/2010,22:02:46,22.696,N,75.6,W
7/22/2010,22:04:46,22.7,N,75.604,W
7/22/2010,22:06:45,22.704,N,75.609,W
7/22/2010,22:08:45,22.708,N,75.613,W
7/22/2010,22:10:46,22.713,N,75.617,W
7/22/2010,22:12:46,22.717,N,75.622,W
7/22/2010,22:14:45,22.721,N,75.626,W
7/22/2010,22:16:45,22.725,N,75.63,W
7/22/2010,22:18:46,22.729,N,75.634,W
7/22/2010,22:20:46,22.733,N,75.638,W
7/22/2010,22:22:45,22.737,N,75.641,W
7/22/2010,22:24:45,22.742,N,75.645,W
7/22/2010,22:26:46,22.746,N,75.649,W
7/22/2010,22:26:49,22.746,N,75.649,W
7/22/2010,22:28:50,22.749,N,75.656,W
7/22/2010,22:30:50,22.753,N,75.662,W
7/22/2010,22:32:49,22.756,N,75.669,W
7/22/2010,22:34:49,22.759,N,75.676,W
7/22/2010,22:36:50,22.763,N,75.682,W
7/22/2010,22:38:50,22.766,N,75.689,W
7/22/2010,22:40:49,22.769,N,75.696,W
7/22/2010,22:42:49,22.773,N,75.702,W
7/22/2010,22:44:50,22.776,N,75.709,W
7/22/2010,22:46:50,22.779,N,75.716,W
7/22/2010,22:48:49,22.783,N,75.723,W
7/22/2010,22:50:49,22.786,N,75.73,W
7/22/2010,22:52:50,22.789,N,75.736,W
7/22/2010,22:54:50,22.793,N,75.743,W
7/22/2010,22:56:49,22.796,N,75.75,W
7/22/2010,22:58:50,22.799,N,75.757,W
7/22/2010,23:00:50,22.802,N,75.764,W
7/22/2010,23:02:49,22.806,N,75.771,W
7/22/2010,23:04:49,22.809,N,75.778,W
7/22/2010,23:06:50,22.812,N,75.785,W
7/22/2010,23:08:50,22.815,N,75.792,W
7/22/2010,23:10:49,22.819,N,75.799,W
7/22/2010,23:12:49,22.822,N,75.806,W
7/22/2010,23:14:50,22.825,N,75.813,W
7/22/2010,23:16:50,22.828,N,75.82,W
7/22/2010,23:18:49,22.832,N,75.827,W
7/22/2010,23:20:49,22.835,N,75.834,W
7/22/2010,23:22:50,22.838,N,75.841,W
7/22/2010,23:24:50,22.841,N,75.849,W
7/22/2010,23:26:49,22.844,N,75.856,W
7/22/2010,23:28:50,22.847,N,75.863,W
7/22/2010,23:30:50,22.851,N,75.87,W
7/22/2010,23:32:49,22.854,N,75.878,W
7/22/2010,23:34:49,22.857,N,75.885,W
7/22/2010,23:36:50,22.86,N,75.892,W
7/22/2010,23:38:50,22.863,N,75.899,W
7/22/2010,23:40:49,22.866,N,75.907,W
7/22/2010,23:42:49,22.87,N,75.914,W
7/22/2010,23:44:50,22.873,N,75.922,W
7/22/2010,23:46:50,22.876,N,75.929,W
7/22/2010,23:48:49,22.879,N,75.936,W
7/22/2010,23:50:49,22.882,N,75.944,W
7/22/2010,23:52:50,22.885,N,75.951,W
7/22/2010,23:54:50,22.888,N,75.959,W
7/22/2010,23:56:49,22.891,N,75.966,W
7/22/2010,23:58:50,22.894,N,75.974,W
7/23/2010,0:00:50,22.897,N,75.982,W
7/23/2010,0:02:49,22.9,N,75.989,W
7/23/2010,0:04:49,22.903,N,75.997,W
7/23/2010,0:06:50,22.906,N,76.004,W
7/23/2010,0:08:50,22.909,N,76.012,W
7/23/2010,0:10:49,22.912,N,76.02,W
7/23/2010,0:12:49,22.915,N,76.028,W
7/23/2010,0:14:50,22.918,N,76.035,W
7/23/2010,0:16:50,22.921,N,76.043,W
7/23/2010,0:18:49,22.924,N,76.051,W
7/23/2010,0:20:49,22.927,N,76.059,W
7/23/2010,0:22:50,22.93,N,76.067,W
7/23/2010,0:24:50,22.933,N,76.075,W
7/23/2010,0:26:49,22.936,N,76.082,W
7/23/2010,0:28:50,22.939,N,76.09,W
7/23/2010,0:30:50,22.942,N,76.098,W
7/23/2010,0:32:49,22.945,N,76.106,W
7/23/2010,0:34:49,22.948,N,76.114,W
7/23/2010,0:36:50,22.951,N,76.122,W
7/23/2010,0:38:50,22.954,N,76.13,W
7/23/2010,0:40:49,22.957,N,76.139,W
7/23/2010,0:42:49,22.96,N,76.147,W
7/23/2010,0:44:50,22.963,N,76.155,W
7/23/2010,0:46:50,22.966,N,76.163,W
7/23/2010,0:48:49,22.969,N,76.171,W
7/23/2010,0:50:49,22.972,N,76.179,W
7/23/2010,0:52:50,22.975,N,76.188,W
7/23/2010,0:54:50,22.978,N,76.196,W
7/23/2010,0:56:49,22.981,N,76.204,W
7/23/2010,0:58:50,22.983,N,76.212,W
7/23/2010,1:00:50,22.986,N,76.221,W
7/23/2010,1:02:49,22.989,N,76.229,W
7/23/2010,1:04:49,22.992,N,76.238,W
7/23/2010,1:06:50,22.995,N,76.246,W
7/23/2010,1:08:50,22.998,N,76.254,W
7/23/2010,1:10:49,23.001,N,76.263,W
7/23/2010,1:12:49,23.004,N,76.271,W
7/23/2010,1:14:50,23.007,N,76.28,W
7/23/2010,1:16:50,23.01,N,76.288,W
7/23/2010,1:18:49,23.013,N,76.297,W
7/23/2010,1:20:49,23.016,N,76.305,W
7/23/2010,1:22:50,23.019,N,76.314,W
7/23/2010,1:24:50,23.022,N,76.323,W
7/23/2010,1:26:49,23.025,N,76.331,W
7/23/2010,1:28:50,23.028,N,76.34,W
7/23/2010,1:30:50,23.031,N,76.349,W
7/23/2010,1:32:49,23.034,N,76.357,W
7/23/2010,1:34:49,23.036,N,76.366,W
7/23/2010,1:36:50,23.039,N,76.375,W
7/23/2010,1:38:50,23.042,N,76.384,W
7/23/2010,1:40:49,23.045,N,76.392,W
7/23/2010,1:42:49,23.048,N,76.401,W
7/23/2010,1:44:50,23.051,N,76.41,W
7/23/2010,1:46:50,23.054,N,76.419,W
7/23/2010,1:48:49,23.057,N,76.428,W
7/23/2010,1:50:49,23.06,N,76.437,W
7/23/2010,1:52:50,23.063,N,76.446,W
7/23/2010,1:54:50,23.066,N,76.455,W
7/23/2010,1:56:49,23.069,N,76.464,W
7/23/2010,1:58:50,23.073,N,76.473,W
7/23/2010,2:00:50,23.076,N,76.482,W
7/23/2010,2:02:49,23.079,N,76.491,W
7/23/2010,2:04:49,23.082,N,76.5,W
7/23/2010,2:06:50,23.085,N,76.509,W
7/23/2010,2:08:50,23.088,N,76.518,W
7/23/2010,2:10:49,23.091,N,76.528,W
7/23/2010,2:12:49,23.094,N,76.537,W
7/23/2010,2:14:50,23.097,N,76.546,W
7/23/2010,2:16:50,23.1,N,76.555,W
7/23/2010,2:18:49,23.103,N,76.564,W
7/23/2010,2:20:49,23.106,N,76.574,W
7/23/2010,2:22:50,23.11,N,76.583,W
7/23/2010,2:24:50,23.113,N,76.592,W
7/23/2010,2:26:49,23.116,N,76.602,W
7/23/2010,2:28:50,23.119,N,76.611,W
7/23/2010,2:30:50,23.122,N,76.621,W
7/23/2010,2:32:49,23.126,N,76.63,W
7/23/2010,2:34:49,23.129,N,76.639,W
7/23/2010,2:36:50,23.132,N,76.649,W
7/23/2010,2:38:50,23.135,N,76.658,W
7/23/2010,2:40:49,23.138,N,76.668,W
7/23/2010,2:42:49,23.142,N,76.677,W
7/23/2010,2:44:50,23.145,N,76.687,W
7/23/2010,2:46:50,23.148,N,76.697,W
7/23/2010,2:48:49,23.152,N,76.706,W
7/23/2010,2:50:49,23.155,N,76.716,W
7/23/2010,2:52:50,23.158,N,76.726,W
7/23/2010,2:54:50,23.162,N,76.735,W
7/23/2010,2:56:49,23.165,N,76.745,W
7/23/2010,2:58:50,23.168,N,76.755,W
7/23/2010,3:00:50,23.172,N,76.764,W
7/23/2010,3:02:49,23.175,N,76.774,W
7/23/2010,3:04:49,23.178,N,76.784,W
7/23/2010,3:06:50,23.182,N,76.794,W
7/23/2010,3:08:50,23.185,N,76.804,W
7/23/2010,3:10:49,23.189,N,76.814,W
7/23/2010,3:12:49,23.192,N,76.823,W
7/23/2010,3:14:50,23.196,N,76.833,W
7/23/2010,3:16:50,23.199,N,76.843,W
7/23/2010,3:18:49,23.203,N,76.853,W
7/23/2010,3:20:49,23.206,N,76.863,W
7/23/2010,3:22:50,23.21,N,76.873,W
7/23/2010,3:24:50,23.214,N,76.883,W
7/23/2010,3:26:49,23.217,N,76.893,W
7/23/2010,3:28:50,23.221,N,76.903,W
7/23/2010,3:30:50,23.225,N,76.914,W
7/23/2010,3:32:49,23.228,N,76.924,W
7/23/2010,3:34:49,23.232,N,76.934,W
7/23/2010,3:36:50,23.236,N,76.944,W
7/23/2010,3:38:50,23.239,N,76.954,W
7/23/2010,3:40:49,23.243,N,76.964,W
7/23/2010,3:42:49,23.247,N,76.975,W
7/23/2010,3:44:50,23.251,N,76.985,W
7/23/2010,3:46:50,23.254,N,76.995,W
7/23/2010,3:48:49,23.258,N,77.006,W
7/23/2010,3:50:49,23.262,N,77.016,W
7/23/2010,3:52:50,23.266,N,77.026,W
7/23/2010,3:54:50,23.27,N,77.037,W
7/23/2010,3:56:49,23.274,N,77.047,W
7/23/2010,3:58:50,23.278,N,77.057,W
7/23/2010,4:00:50,23.282,N,77.068,W
7/23/2010,4:02:49,23.286,N,77.078,W
7/23/2010,4:04:49,23.29,N,77.089,W
7/23/2010,4:06:50,23.294,N,77.099,W
7/23/2010,4:08:50,23.298,N,77.11,W
7/23/2010,4:10:49,23.302,N,77.12,W
7/23/2010,4:12:49,23.306,N,77.131,W
7/23/2010,4:14:50,23.31,N,77.142,W
7/23/2010,4:16:50,23.314,N,77.152,W
7/23/2010,4:18:49,23.318,N,77.163,W
7/23/2010,4:20:49,23.323,N,77.174,W
7/23/2010,4:22:50,23.327,N,77.184,W
7/23/2010,4:24:50,23.331,N,77.195,W
7/23/2010,4:26:49,23.335,N,77.206,W
7/23/2010,4:28:50,23.34,N,77.216,W
7/23/2010,4:30:50,23.344,N,77.227,W
7/23/2010,4:32:49,23.348,N,77.238,W
7/23/2010,4:34:49,23.353,N,77.249,W
7/23/2010,4:36:50,23.357,N,77.26,W
7/23/2010,4:38:50,23.362,N,77.271,W
7/23/2010,4:40:49,23.366,N,77.281,W
7/23/2010,4:42:49,23.371,N,77.292,W
7/23/2010,4:44:50,23.375,N,77.303,W
7/23/2010,4:46:50,23.38,N,77.314,W
7/23/2010,4:48:49,23.384,N,77.325,W
7/23/2010,4:50:49,23.389,N,77.336,W
7/23/2010,4:52:50,23.394,N,77.347,W
7/23/2010,4:54:50,23.398,N,77.358,W
7/23/2010,4:56:49,23.403,N,77.369,W
7/23/2010,4:58:50,23.408,N,77.38,W
7/23/2010,5:00:50,23.412,N,77.392,W
7/23/2010,5:02:49,23.417,N,77.403,W
7/23/2010,5:04:49,23.422,N,77.414,W
7/23/2010,5:06:50,23.427,N,77.425,W
7/23/2010,5:08:50,23.432,N,77.436,W
7/23/2010,5:10:49,23.436,N,77.447,W
7/23/2010,5:12:49,23.441,N,77.459,W
7/23/2010,5:14:50,23.446,N,77.47,W
7/23/2010,5:16:50,23.451,N,77.481,W
7/23/2010,5:18:49,23.456,N,77.492,W
7/23/2010,5:20:49,23.461,N,77.504,W
7/23/2010,5:22:50,23.466,N,77.515,W
7/23/2010,5:24:50,23.471,N,77.526,W
7/23/2010,5:26:49,23.476,N,77.538,W
7/23/2010,5:28:50,23.481,N,77.549,W
7/23/2010,5:30:50,23.486,N,77.56,W
7/23/2010,5:32:49,23.491,N,77.572,W
7/23/2010,5:34:49,23.496,N,77.583,W
7/23/2010,5:36:50,23.502,N,77.595,W
7/23/2010,5:38:50,23.507,N,77.606,W
7/23/2010,5:40:49,23.512,N,77.618,W
7/23/2010,5:42:49,23.517,N,77.629,W
7/23/2010,5:44:50,23.522,N,77.641,W
7/23/2010,5:46:50,23.528,N,77.652,W
7/23/2010,5:48:49,23.533,N,77.664,W
7/23/2010,5:50:49,23.538,N,77.675,W
7/23/2010,5:52:50,23.544,N,77.687,W
7/23/2010,5:54:50,23.549,N,77.698,W
7/23/2010,5:56:49,23.554,N,77.71,W
7/23/2010,5:58:50,23.56,N,77.722,W
7/23/2010,6:00:26,23.564,N,77.731,W
7/23/2010,6:02:26,23.57,N,77.743,W
7/23/2010,6:04:27,23.576,N,77.755,W
7/23/2010,6:06:27,23.582,N,77.767,W
7/23/2010,6:08:26,23.588,N,77.78,W
7/23/2010,6:10:26,23.594,N,77.792,W
7/23/2010,6:12:27,23.6,N,77.804,W
7/23/2010,6:14:26,23.606,N,77.816,W
7/23/2010,6:16:26,23.612,N,77.828,W
7/23/2010,6:18:27,23.618,N,77.84,W
7/23/2010,6:20:27,23.624,N,77.852,W
7/23/2010,6:22:26,23.63,N,77.864,W
7/23/2010,6:24:26,23.636,N,77.877,W
7/23/2010,6:26:27,23.642,N,77.889,W
7/23/2010,6:28:27,23.648,N,77.901,W
7/23/2010,6:30:26,23.654,N,77.913,W
7/23/2010,6:32:26,23.66,N,77.925,W
7/23/2010,6:34:27,23.666,N,77.937,W
7/23/2010,6:36:27,23.672,N,77.949,W
7/23/2010,6:38:26,23.678,N,77.961,W
7/23/2010,6:40:26,23.684,N,77.974,W
7/23/2010,6:42:27,23.69,N,77.986,W
7/23/2010,6:44:26,23.696,N,77.998,W
7/23/2010,6:46:26,23.702,N,78.01,W
7/23/2010,6:48:27,23.708,N,78.022,W
7/23/2010,6:50:27,23.714,N,78.034,W
7/23/2010,6:52:26,23.72,N,78.046,W
7/23/2010,6:54:26,23.726,N,78.059,W
7/23/2010,6:56:27,23.732,N,78.071,W
7/23/2010,6:58:27,23.738,N,78.083,W
7/23/2010,7:00:26,23.744,N,78.095,W
7/23/2010,7:02:26,23.75,N,78.107,W
7/23/2010,7:04:27,23.756,N,78.119,W
7/23/2010,7:06:27,23.762,N,78.131,W
7/23/2010,7:08:26,23.768,N,78.143,W
7/23/2010,7:10:26,23.774,N,78.156,W
7/23/2010,7:12:27,23.78,N,78.168,W
7/23/2010,7:14:26,23.786,N,78.18,W
7/23/2010,7:16:26,23.792,N,78.192,W
7/23/2010,7:18:27,23.798,N,78.204,W
7/23/2010,7:20:27,23.804,N,78.216,W
7/23/2010,7:22:26,23.81,N,78.228,W
7/23/2010,7:24:26,23.816,N,78.24,W
7/23/2010,7:26:27,23.822,N,78.253,W
7/23/2010,7:28:27,23.828,N,78.265,W
7/23/2010,7:30:26,23.834,N,78.277,W
7/23/2010,7:32:26,23.84,N,78.289,W
7/23/2010,7:34:27,23.846,N,78.301,W
7/23/2010,7:36:27,23.852,N,78.313,W
7/23/2010,7:38:26,23.858,N,78.325,W
7/23/2010,7:40:26,23.864,N,78.338,W
7/23/2010,7:42:27,23.87,N,78.35,W
7/23/2010,7:44:26,23.876,N,78.362,W
7/23/2010,7:46:26,23.882,N,78.374,W
7/23/2010,7:48:27,23.888,N,78.386,W
7/23/2010,7:50:27,23.894,N,78.398,W
7/23/2010,7:52:26,23.9,N,78.41,W
7/23/2010,7:54:26,23.906,N,78.422,W
7/23/2010,7:56:27,23.912,N,78.435,W
7/23/2010,7:58:27,23.918,N,78.447,W
7/23/2010,8:00:26,23.924,N,78.459,W
7/23/2010,8:02:26,23.93,N,78.471,W
7/23/2010,8:04:26,23.936,N,78.483,W
7/23/2010,8:06:26,23.942,N,78.495,W
7/23/2010,8:08:27,23.948,N,78.507,W
7/23/2010,8:10:27,23.954,N,78.519,W
7/23/2010,8:12:27,23.96,N,78.532,W
7/23/2010,8:14:26,23.966,N,78.544,W
7/23/2010,8:16:26,23.972,N,78.556,W
7/23/2010,8:18:26,23.978,N,78.568,W
7/23/2010,8:20:26,23.984,N,78.58,W
7/23/2010,8:22:27,23.99,N,78.592,W
7/23/2010,8:24:27,23.996,N,78.604,W
7/23/2010,8:26:27,24.002,N,78.617,W
7/23/2010,8:28:27,24.008,N,78.629,W
7/23/2010,8:30:26,24.014,N,78.641,W
7/23/2010,8:32:26,24.02,N,78.653,W
7/23/2010,8:34:26,24.026,N,78.665,W
7/23/2010,8:36:26,24.032,N,78.677,W
7/23/2010,8:38:27,24.038,N,78.689,W
7/23/2010,8:40:27,24.044,N,78.701,W
7/23/2010,8:42:27,24.05,N,78.714,W
7/23/2010,8:44:26,24.056,N,78.726,W
7/23/2010,8:46:26,24.062,N,78.738,W
7/23/2010,8:48:26,24.068,N,78.75,W
7/23/2010,8:50:26,24.074,N,78.762,W
7/23/2010,8:52:27,24.08,N,78.774,W
7/23/2010,8:54:27,24.086,N,78.786,W
7/23/2010,8:56:27,24.092,N,78.798,W
7/23/2010,8:58:27,24.098,N,78.811,W
7/23/2010,9:00:26,24.104,N,78.823,W
7/23/2010,9:02:26,24.11,N,78.835,W
7/23/2010,9:04:26,24.116,N,78.847,W
7/23/2010,9:06:26,24.122,N,78.859,W
7/23/2010,9:08:27,24.128,N,78.871,W
7/23/2010,9:10:27,24.134,N,78.883,W
7/23/2010,9:11:23,24.137,N,78.889,W
7/23/2010,9:13:23,24.15,N,78.906,W
7/23/2010,9:15:23,24.162,N,78.922,W
7/23/2010,9:17:23,24.175,N,78.938,W
7/23/2010,9:19:22,24.188,N,78.954,W
7/23/2010,9:21:22,24.2,N,78.97,W
7/23/2010,9:23:22,24.213,N,78.985,W
7/23/2010,9:25:22,24.225,N,79,W
7/23/2010,9:27:23,24.238,N,79.014,W
7/23/2010,9:29:23,24.25,N,79.028,W
7/23/2010,9:31:23,24.262,N,79.041,W
7/23/2010,9:32:32,24.269,N,79.049,W
7/23/2010,9:34:32,24.28,N,79.056,W
7/23/2010,9:36:32,24.291,N,79.063,W
7/23/2010,9:38:33,24.301,N,79.069,W
7/23/2010,9:40:33,24.312,N,79.076,W
7/23/2010,9:42:33,24.323,N,79.083,W
7/23/2010,9:44:33,24.334,N,79.09,W
7/23/2010,9:46:32,24.345,N,79.096,W
7/23/2010,9:48:32,24.355,N,79.103,W
7/23/2010,9:50:32,24.366,N,79.11,W
7/23/2010,9:52:32,24.377,N,79.117,W
7/23/2010,9:54:33,24.388,N,79.123,W
7/23/2010,9:56:33,24.399,N,79.13,W
7/23/2010,9:58:33,24.409,N,79.137,W
7/23/2010,10:00:33,24.42,N,79.144,W
7/23/2010,10:02:32,24.431,N,79.151,W
7/23/2010,10:04:32,24.442,N,79.157,W
7/23/2010,10:06:32,24.453,N,79.164,W
7/23/2010,10:08:33,24.463,N,79.171,W
7/23/2010,10:10:33,24.474,N,79.178,W
7/23/2010,10:12:33,24.485,N,79.184,W
7/23/2010,10:14:33,24.496,N,79.191,W
7/23/2010,10:16:32,24.507,N,79.198,W
7/23/2010,10:18:32,24.517,N,79.205,W
7/23/2010,10:20:32,24.528,N,79.211,W
7/23/2010,10:22:32,24.539,N,79.218,W
7/23/2010,10:24:33,24.55,N,79.225,W
7/23/2010,10:26:33,24.561,N,79.232,W
7/23/2010,10:28:33,24.571,N,79.238,W
7/23/2010,10:30:33,24.582,N,79.245,W
7/23/2010,10:32:32,24.593,N,79.252,W
7/23/2010,10:34:32,24.604,N,79.259,W
7/23/2010,10:36:32,24.615,N,79.266,W
7/23/2010,10:38:33,24.625,N,79.272,W
7/23/2010,10:40:33,24.636,N,79.279,W
7/23/2010,10:42:33,24.647,N,79.286,W
7/23/2010,10:44:33,24.658,N,79.293,W
7/23/2010,10:46:32,24.669,N,79.299,W
7/23/2010,10:48:32,24.679,N,79.306,W
7/23/2010,10:50:32,24.69,N,79.313,W
7/23/2010,10:52:32,24.701,N,79.32,W
7/23/2010,10:54:33,24.712,N,79.326,W
7/23/2010,10:56:33,24.723,N,79.333,W
7/23/2010,10:58:33,24.733,N,79.34,W
7/23/2010,11:00:33,24.744,N,79.347,W
7/23/2010,11:02:32,24.755,N,79.354,W
7/23/2010,11:04:32,24.766,N,79.36,W
7/23/2010,11:06:32,24.777,N,79.367,W
7/23/2010,11:08:33,24.787,N,79.374,W
7/23/2010,11:09:46,24.794,N,79.378,W
7/23/2010,11:11:46,24.804,N,79.385,W
7/23/2010,11:13:46,24.814,N,79.393,W
7/23/2010,11:15:46,24.824,N,79.401,W
7/23/2010,11:17:47,24.834,N,79.408,W
7/23/2010,11:19:47,24.844,N,79.416,W
7/23/2010,11:21:47,24.854,N,79.424,W
7/23/2010,11:23:47,24.864,N,79.431,W
7/23/2010,11:25:46,24.874,N,79.439,W
7/23/2010,11:27:46,24.884,N,79.447,W
7/23/2010,11:29:46,24.894,N,79.455,W
7/23/2010,11:31:47,24.904,N,79.463,W
7/23/2010,11:33:47,24.913,N,79.471,W
7/23/2010,11:35:47,24.923,N,79.479,W
7/23/2010,11:37:47,24.933,N,79.487,W
7/23/2010,11:39:46,24.942,N,79.495,W
7/23/2010,11:41:46,24.952,N,79.504,W
7/23/2010,11:43:46,24.961,N,79.512,W
7/23/2010,11:45:46,24.971,N,79.52,W
7/23/2010,11:47:47,24.98,N,79.529,W
7/23/2010,11:49:47,24.989,N,79.537,W
7/23/2010,11:51:47,24.999,N,79.546,W
7/23/2010,11:53:47,25.008,N,79.554,W
7/23/2010,11:55:46,25.017,N,79.563,W
7/23/2010,11:57:46,25.026,N,79.571,W
7/23/2010,11:59:46,25.035,N,79.58,W
7/23/2010,12:01:47,25.044,N,79.589,W
7/23/2010,12:03:47,25.053,N,79.597,W
7/23/2010,12:05:47,25.062,N,79.606,W
7/23/2010,12:07:47,25.07,N,79.615,W
7/23/2010,12:09:46,25.079,N,79.624,W
7/23/2010,12:11:46,25.088,N,79.633,W
7/23/2010,12:13:46,25.096,N,79.641,W
7/23/2010,12:15:46,25.105,N,79.65,W
7/23/2010,12:17:47,25.113,N,79.659,W
7/23/2010,12:19:47,25.122,N,79.668,W
7/23/2010,12:21:47,25.13,N,79.677,W
7/23/2010,12:23:47,25.138,N,79.686,W
