Track,for,Iris,2001,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/5/2001,20:34:59,15.67,N,66.678,W,4
10/5/2001,20:36:59,15.672,N,66.689,W,4
10/5/2001,20:39:00,15.674,N,66.7,W,4
10/5/2001,20:41:00,15.677,N,66.711,W,4
10/5/2001,20:43:00,15.679,N,66.722,W,4
10/5/2001,20:45:00,15.681,N,66.733,W,4
10/5/2001,20:46:59,15.684,N,66.744,W,4
10/5/2001,20:48:59,15.686,N,66.755,W,4
10/5/2001,20:50:59,15.688,N,66.766,W,4
10/5/2001,20:53:00,15.69,N,66.776,W,4
10/5/2001,20:55:00,15.692,N,66.787,W,4
10/5/2001,20:57:00,15.694,N,66.798,W,4
10/5/2001,20:59:00,15.696,N,66.808,W,4
10/5/2001,21:00:59,15.698,N,66.819,W,4
10/5/2001,21:02:59,15.7,N,66.83,W,4
10/5/2001,21:04:59,15.701,N,66.84,W,4
10/5/2001,21:06:59,15.703,N,66.851,W,4
10/5/2001,21:09:00,15.705,N,66.861,W,4
10/5/2001,21:11:00,15.706,N,66.872,W,4
10/5/2001,21:13:00,15.708,N,66.882,W,4
10/5/2001,21:15:00,15.709,N,66.892,W,4
10/5/2001,21:16:59,15.711,N,66.903,W,4
10/5/2001,21:18:59,15.712,N,66.913,W,4
10/5/2001,21:20:59,15.713,N,66.923,W,4
10/5/2001,21:23:00,15.715,N,66.934,W,4
10/5/2001,21:25:00,15.716,N,66.944,W,4
10/5/2001,21:27:00,15.717,N,66.954,W,4
10/5/2001,21:29:00,15.718,N,66.964,W,4
10/5/2001,21:30:59,15.719,N,66.975,W,4
10/5/2001,21:32:59,15.72,N,66.985,W,4
10/5/2001,21:34:59,15.721,N,66.995,W,4
10/5/2001,21:36:59,15.722,N,67.005,W,4
10/5/2001,21:39:00,15.723,N,67.015,W,4
10/5/2001,21:41:00,15.724,N,67.025,W,4
10/5/2001,21:43:00,15.725,N,67.035,W,4
10/5/2001,21:45:00,15.726,N,67.045,W,4
10/5/2001,21:46:59,15.727,N,67.055,W,4
10/5/2001,21:48:59,15.727,N,67.065,W,4
10/5/2001,21:50:59,15.728,N,67.075,W,4
10/5/2001,21:53:00,15.729,N,67.085,W,4
10/5/2001,21:55:00,15.729,N,67.095,W,4
10/5/2001,21:57:00,15.73,N,67.105,W,4
10/5/2001,21:59:00,15.73,N,67.115,W,4
10/5/2001,22:00:59,15.731,N,67.125,W,4
10/5/2001,22:02:59,15.731,N,67.135,W,4
10/5/2001,22:04:59,15.732,N,67.145,W,4
10/5/2001,22:06:59,15.732,N,67.155,W,4
10/5/2001,22:09:00,15.732,N,67.165,W,4
10/5/2001,22:11:00,15.732,N,67.175,W,4
10/5/2001,22:13:00,15.733,N,67.185,W,4
10/5/2001,22:15:00,15.733,N,67.195,W,4
10/5/2001,22:15:59,15.733,N,67.2,W,4
10/5/2001,22:17:59,15.734,N,67.21,W,4
10/5/2001,22:19:59,15.734,N,67.22,W,4
10/5/2001,22:21:59,15.735,N,67.231,W,4
10/5/2001,22:24:00,15.735,N,67.241,W,4
10/5/2001,22:26:00,15.736,N,67.251,W,4
10/5/2001,22:28:00,15.736,N,67.261,W,4
10/5/2001,22:30:00,15.737,N,67.271,W,4
10/5/2001,22:31:59,15.737,N,67.281,W,4
10/5/2001,22:33:59,15.738,N,67.292,W,4
10/5/2001,22:35:59,15.738,N,67.302,W,4
10/5/2001,22:38:00,15.738,N,67.312,W,4
10/5/2001,22:40:00,15.738,N,67.322,W,4
10/5/2001,22:42:00,15.738,N,67.332,W,4
10/5/2001,22:44:00,15.739,N,67.342,W,4
10/5/2001,22:45:59,15.739,N,67.352,W,4
10/5/2001,22:47:59,15.739,N,67.362,W,4
10/5/2001,22:49:59,15.739,N,67.373,W,4
10/5/2001,22:51:59,15.739,N,67.383,W,4
10/5/2001,22:54:00,15.739,N,67.393,W,4
10/5/2001,22:56:00,15.738,N,67.403,W,4
10/5/2001,22:58:00,15.738,N,67.413,W,4
10/5/2001,23:00:00,15.738,N,67.423,W,4
10/5/2001,23:01:59,15.738,N,67.433,W,4
10/5/2001,23:03:59,15.737,N,67.443,W,4
10/5/2001,23:05:59,15.737,N,67.453,W,4
10/5/2001,23:08:00,15.736,N,67.463,W,4
10/5/2001,23:10:00,15.736,N,67.473,W,4
10/5/2001,23:12:00,15.735,N,67.483,W,4
10/5/2001,23:14:00,15.735,N,67.493,W,4
10/5/2001,23:15:59,15.734,N,67.503,W,4
10/5/2001,23:17:59,15.733,N,67.512,W,4
10/5/2001,23:19:59,15.733,N,67.522,W,4
10/5/2001,23:21:59,15.732,N,67.532,W,4
10/5/2001,23:24:00,15.731,N,67.542,W,4
10/5/2001,23:26:00,15.73,N,67.552,W,4
10/5/2001,23:28:00,15.729,N,67.562,W,4
10/5/2001,23:30:00,15.728,N,67.572,W,4
10/5/2001,23:31:59,15.727,N,67.582,W,4
10/5/2001,23:33:59,15.725,N,67.591,W,4
10/5/2001,23:35:59,15.724,N,67.601,W,4
10/5/2001,23:38:00,15.723,N,67.611,W,4
10/5/2001,23:40:00,15.721,N,67.621,W,4
10/5/2001,23:42:00,15.72,N,67.631,W,4
10/5/2001,23:44:00,15.719,N,67.64,W,4
10/5/2001,23:45:59,15.717,N,67.65,W,4
10/5/2001,23:45:59,15.717,N,67.65,W,4
10/5/2001,23:47:59,15.717,N,67.66,W,4
10/5/2001,23:49:59,15.717,N,67.669,W,4
10/5/2001,23:51:59,15.717,N,67.678,W,4
10/5/2001,23:54:00,15.716,N,67.688,W,4
10/5/2001,23:56:00,15.716,N,67.697,W,4
10/5/2001,23:58:00,15.716,N,67.707,W,4
10/6/2001,0:00:00,15.716,N,67.716,W,4
10/6/2001,0:01:59,15.716,N,67.725,W,4
10/6/2001,0:03:59,15.716,N,67.734,W,4
10/6/2001,0:05:59,15.716,N,67.744,W,4
10/6/2001,0:08:00,15.716,N,67.753,W,4
10/6/2001,0:10:00,15.716,N,67.762,W,4
10/6/2001,0:12:00,15.716,N,67.771,W,4
10/6/2001,0:14:00,15.716,N,67.78,W,4
10/6/2001,0:15:59,15.716,N,67.789,W,4
10/6/2001,0:17:59,15.716,N,67.798,W,4
10/6/2001,0:19:59,15.716,N,67.807,W,4
10/6/2001,0:21:59,15.716,N,67.816,W,4
10/6/2001,0:24:00,15.716,N,67.824,W,4
10/6/2001,0:26:00,15.716,N,67.833,W,4
10/6/2001,0:28:00,15.716,N,67.842,W,4
10/6/2001,0:30:00,15.717,N,67.851,W,4
10/6/2001,0:31:59,15.717,N,67.859,W,4
10/6/2001,0:33:59,15.717,N,67.868,W,4
10/6/2001,0:35:59,15.717,N,67.876,W,4
10/6/2001,0:38:00,15.717,N,67.885,W,4
10/6/2001,0:40:00,15.718,N,67.893,W,4
10/6/2001,0:42:00,15.718,N,67.902,W,4
10/6/2001,0:44:00,15.718,N,67.91,W,4
10/6/2001,0:45:59,15.719,N,67.918,W,4
10/6/2001,0:47:59,15.719,N,67.927,W,4
10/6/2001,0:49:59,15.719,N,67.935,W,4
10/6/2001,0:51:59,15.72,N,67.943,W,4
10/6/2001,0:54:00,15.72,N,67.951,W,4
10/6/2001,0:56:00,15.72,N,67.959,W,4
10/6/2001,0:58:00,15.721,N,67.967,W,4
10/6/2001,1:00:00,15.721,N,67.975,W,4
10/6/2001,1:01:59,15.722,N,67.983,W,4
10/6/2001,1:03:59,15.722,N,67.99,W,4
10/6/2001,1:05:59,15.723,N,67.998,W,4
10/6/2001,1:08:00,15.723,N,68.006,W,4
10/6/2001,1:10:00,15.724,N,68.013,W,4
10/6/2001,1:12:00,15.724,N,68.021,W,4
10/6/2001,1:14:00,15.725,N,68.029,W,4
10/6/2001,1:15:59,15.726,N,68.036,W,4
10/6/2001,1:17:59,15.726,N,68.043,W,4
10/6/2001,1:19:59,15.727,N,68.051,W,4
10/6/2001,1:21:59,15.728,N,68.058,W,4
10/6/2001,1:24:00,15.728,N,68.065,W,4
10/6/2001,1:26:00,15.729,N,68.072,W,4
10/6/2001,1:28:00,15.73,N,68.079,W,4
10/6/2001,1:30:00,15.731,N,68.086,W,4
10/6/2001,1:31:59,15.732,N,68.093,W,4
10/6/2001,1:33:59,15.732,N,68.1,W,4
10/6/2001,1:35:59,15.733,N,68.107,W,4
10/6/2001,1:38:00,15.734,N,68.114,W,4
10/6/2001,1:40:00,15.735,N,68.121,W,4
10/6/2001,1:42:00,15.736,N,68.127,W,4
10/6/2001,1:44:00,15.737,N,68.134,W,4
10/6/2001,1:45:59,15.738,N,68.141,W,4
10/6/2001,1:47:59,15.739,N,68.147,W,4
10/6/2001,1:49:59,15.74,N,68.154,W,4
10/6/2001,1:51:59,15.741,N,68.16,W,4
10/6/2001,1:54:00,15.742,N,68.167,W,4
10/6/2001,1:56:00,15.743,N,68.173,W,4
10/6/2001,1:58:00,15.745,N,68.179,W,4
10/6/2001,2:00:00,15.746,N,68.186,W,4
10/6/2001,2:01:59,15.747,N,68.192,W,4
10/6/2001,2:03:59,15.748,N,68.198,W,4
10/6/2001,2:05:59,15.749,N,68.205,W,4
10/6/2001,2:08:00,15.751,N,68.211,W,4
10/6/2001,2:10:00,15.752,N,68.217,W,4
10/6/2001,2:12:00,15.753,N,68.223,W,4
10/6/2001,2:14:00,15.755,N,68.229,W,4
10/6/2001,2:15:59,15.756,N,68.235,W,4
10/6/2001,2:17:59,15.757,N,68.241,W,4
10/6/2001,2:19:59,15.759,N,68.247,W,4
10/6/2001,2:21:59,15.76,N,68.253,W,4
10/6/2001,2:24:00,15.762,N,68.259,W,4
10/6/2001,2:26:00,15.763,N,68.265,W,4
10/6/2001,2:28:00,15.765,N,68.271,W,4
10/6/2001,2:30:00,15.766,N,68.277,W,4
10/6/2001,2:31:59,15.768,N,68.283,W,4
10/6/2001,2:33:59,15.769,N,68.289,W,4
10/6/2001,2:35:59,15.771,N,68.295,W,4
10/6/2001,2:38:00,15.772,N,68.301,W,4
10/6/2001,2:40:00,15.774,N,68.307,W,4
10/6/2001,2:42:00,15.776,N,68.313,W,4
10/6/2001,2:44:00,15.777,N,68.319,W,4
10/6/2001,2:45:59,15.779,N,68.324,W,4
10/6/2001,2:47:59,15.781,N,68.33,W,4
10/6/2001,2:49:59,15.783,N,68.336,W,4
10/6/2001,2:51:59,15.784,N,68.342,W,4
10/6/2001,2:54:00,15.786,N,68.348,W,4
10/6/2001,2:56:00,15.788,N,68.353,W,4
10/6/2001,2:58:00,15.79,N,68.359,W,4
10/6/2001,3:00:00,15.792,N,68.365,W,4
10/6/2001,3:01:59,15.794,N,68.371,W,4
10/6/2001,3:03:59,15.796,N,68.377,W,4
10/6/2001,3:05:59,15.798,N,68.383,W,4
10/6/2001,3:08:00,15.799,N,68.388,W,4
10/6/2001,3:10:00,15.801,N,68.394,W,4
10/6/2001,3:12:00,15.804,N,68.4,W,4
10/6/2001,3:14:00,15.806,N,68.406,W,4
10/6/2001,3:15:59,15.808,N,68.412,W,4
10/6/2001,3:17:59,15.81,N,68.418,W,4
10/6/2001,3:19:59,15.812,N,68.423,W,4
10/6/2001,3:21:59,15.814,N,68.429,W,4
10/6/2001,3:24:00,15.816,N,68.435,W,4
10/6/2001,3:26:00,15.818,N,68.441,W,4
10/6/2001,3:28:00,15.82,N,68.447,W,4
10/6/2001,3:30:00,15.823,N,68.453,W,4
10/6/2001,3:31:59,15.825,N,68.459,W,4
10/6/2001,3:33:59,15.827,N,68.465,W,4
10/6/2001,3:35:59,15.83,N,68.471,W,4
10/6/2001,3:38:00,15.832,N,68.477,W,4
10/6/2001,3:40:00,15.834,N,68.483,W,4
10/6/2001,3:42:00,15.837,N,68.489,W,4
10/6/2001,3:44:00,15.839,N,68.495,W,4
10/6/2001,3:45:59,15.841,N,68.501,W,4
10/6/2001,3:47:59,15.844,N,68.508,W,4
10/6/2001,3:49:59,15.846,N,68.514,W,4
10/6/2001,3:51:59,15.849,N,68.52,W,4
10/6/2001,3:54:00,15.851,N,68.526,W,4
10/6/2001,3:56:00,15.854,N,68.532,W,4
10/6/2001,3:58:00,15.856,N,68.539,W,4
10/6/2001,4:00:00,15.859,N,68.545,W,4
10/6/2001,4:01:59,15.861,N,68.552,W,4
10/6/2001,4:03:59,15.864,N,68.558,W,4
10/6/2001,4:05:59,15.867,N,68.564,W,4
10/6/2001,4:08:00,15.869,N,68.571,W,4
10/6/2001,4:10:00,15.872,N,68.577,W,4
10/6/2001,4:12:00,15.875,N,68.584,W,4
10/6/2001,4:14:00,15.878,N,68.591,W,4
10/6/2001,4:15:59,15.88,N,68.597,W,4
10/6/2001,4:17:59,15.883,N,68.604,W,4
10/6/2001,4:19:59,15.886,N,68.611,W,4
10/6/2001,4:21:59,15.889,N,68.618,W,4
10/6/2001,4:24:00,15.892,N,68.625,W,4
10/6/2001,4:26:00,15.894,N,68.631,W,4
10/6/2001,4:28:00,15.897,N,68.638,W,4
10/6/2001,4:30:00,15.9,N,68.645,W,4
10/6/2001,4:31:59,15.903,N,68.652,W,4
10/6/2001,4:33:59,15.906,N,68.659,W,4
10/6/2001,4:35:59,15.909,N,68.666,W,4
10/6/2001,4:38:00,15.912,N,68.674,W,4
10/6/2001,4:40:00,15.915,N,68.681,W,4
10/6/2001,4:42:00,15.918,N,68.688,W,4
10/6/2001,4:44:00,15.921,N,68.695,W,4
10/6/2001,4:45:59,15.924,N,68.702,W,4
10/6/2001,4:47:59,15.927,N,68.71,W,4
10/6/2001,4:49:59,15.93,N,68.717,W,4
10/6/2001,4:51:59,15.934,N,68.725,W,4
10/6/2001,4:54:00,15.937,N,68.732,W,4
10/6/2001,4:56:00,15.94,N,68.739,W,4
10/6/2001,4:58:00,15.943,N,68.747,W,4
10/6/2001,5:00:00,15.946,N,68.754,W,4
10/6/2001,5:01:59,15.949,N,68.762,W,4
10/6/2001,5:03:59,15.953,N,68.769,W,4
10/6/2001,5:05:59,15.956,N,68.777,W,4
10/6/2001,5:08:00,15.959,N,68.785,W,4
10/6/2001,5:10:00,15.962,N,68.792,W,4
10/6/2001,5:12:00,15.966,N,68.8,W,4
10/6/2001,5:14:00,15.969,N,68.808,W,4
10/6/2001,5:15:59,15.972,N,68.816,W,4
10/6/2001,5:17:59,15.976,N,68.823,W,4
10/6/2001,5:19:59,15.979,N,68.831,W,4
10/6/2001,5:21:59,15.982,N,68.839,W,4
10/6/2001,5:23:31,15.985,N,68.845,W,4
10/6/2001,5:25:30,15.989,N,68.854,W,4
10/6/2001,5:27:30,15.994,N,68.862,W,4
10/6/2001,5:29:30,15.998,N,68.871,W,4
10/6/2001,5:31:30,16.003,N,68.879,W,4
10/6/2001,5:33:31,16.007,N,68.888,W,4
10/6/2001,5:35:31,16.011,N,68.896,W,4
10/6/2001,5:37:31,16.016,N,68.905,W,4
10/6/2001,5:39:31,16.02,N,68.913,W,4
10/6/2001,5:41:30,16.024,N,68.922,W,4
10/6/2001,5:43:30,16.029,N,68.93,W,4
10/6/2001,5:45:30,16.033,N,68.939,W,4
10/6/2001,5:47:30,16.037,N,68.947,W,4
10/6/2001,5:49:31,16.041,N,68.955,W,4
10/6/2001,5:51:31,16.045,N,68.964,W,4
10/6/2001,5:53:31,16.049,N,68.972,W,4
10/6/2001,5:55:30,16.053,N,68.981,W,4
10/6/2001,5:57:30,16.057,N,68.989,W,4
10/6/2001,5:59:30,16.061,N,68.998,W,4
10/6/2001,6:01:30,16.065,N,69.006,W,4
10/6/2001,6:03:31,16.069,N,69.015,W,4
10/6/2001,6:05:31,16.073,N,69.023,W,4
10/6/2001,6:07:31,16.077,N,69.031,W,4
10/6/2001,6:09:31,16.081,N,69.04,W,4
10/6/2001,6:11:30,16.084,N,69.048,W,4
10/6/2001,6:13:30,16.088,N,69.056,W,4
10/6/2001,6:15:30,16.092,N,69.065,W,4
10/6/2001,6:17:30,16.095,N,69.073,W,4
10/6/2001,6:19:31,16.099,N,69.082,W,4
10/6/2001,6:21:31,16.103,N,69.09,W,4
10/6/2001,6:23:31,16.106,N,69.098,W,4
10/6/2001,6:25:30,16.11,N,69.106,W,4
10/6/2001,6:27:30,16.113,N,69.115,W,4
10/6/2001,6:29:30,16.116,N,69.123,W,4
10/6/2001,6:31:30,16.12,N,69.131,W,4
10/6/2001,6:33:31,16.123,N,69.14,W,4
10/6/2001,6:35:31,16.126,N,69.148,W,4
10/6/2001,6:37:31,16.13,N,69.156,W,4
10/6/2001,6:39:31,16.133,N,69.164,W,4
10/6/2001,6:41:30,16.136,N,69.173,W,4
10/6/2001,6:43:30,16.139,N,69.181,W,4
10/6/2001,6:45:30,16.142,N,69.189,W,4
10/6/2001,6:47:30,16.146,N,69.197,W,4
10/6/2001,6:49:31,16.149,N,69.206,W,4
10/6/2001,6:51:31,16.152,N,69.214,W,4
10/6/2001,6:53:31,16.155,N,69.222,W,4
10/6/2001,6:55:30,16.158,N,69.23,W,4
10/6/2001,6:57:30,16.161,N,69.238,W,4
10/6/2001,6:59:30,16.164,N,69.247,W,4
10/6/2001,7:01:30,16.166,N,69.255,W,4
10/6/2001,7:03:31,16.169,N,69.263,W,4
10/6/2001,7:05:31,16.172,N,69.271,W,4
10/6/2001,7:07:31,16.175,N,69.279,W,4
10/6/2001,7:09:31,16.178,N,69.287,W,4
10/6/2001,7:10:23,16.179,N,69.291,W,4
10/6/2001,7:12:23,16.182,N,69.299,W,4
10/6/2001,7:14:24,16.185,N,69.307,W,4
10/6/2001,7:16:24,16.188,N,69.315,W,4
10/6/2001,7:18:24,16.191,N,69.323,W,4
10/6/2001,7:20:24,16.194,N,69.332,W,4
10/6/2001,7:22:23,16.197,N,69.34,W,4
10/6/2001,7:24:23,16.2,N,69.348,W,4
10/6/2001,7:26:23,16.203,N,69.356,W,4
10/6/2001,7:28:23,16.205,N,69.364,W,4
10/6/2001,7:30:24,16.208,N,69.372,W,4
10/6/2001,7:32:24,16.211,N,69.38,W,4
10/6/2001,7:34:24,16.213,N,69.388,W,4
10/6/2001,7:36:23,16.216,N,69.396,W,4
10/6/2001,7:38:23,16.219,N,69.404,W,4
10/6/2001,7:40:23,16.221,N,69.412,W,4
10/6/2001,7:42:23,16.224,N,69.42,W,4
10/6/2001,7:44:24,16.226,N,69.428,W,4
10/6/2001,7:46:24,16.229,N,69.435,W,4
10/6/2001,7:48:24,16.231,N,69.443,W,4
10/6/2001,7:50:24,16.234,N,69.451,W,4
10/6/2001,7:52:23,16.236,N,69.459,W,4
10/6/2001,7:54:23,16.239,N,69.467,W,4
10/6/2001,7:56:23,16.241,N,69.475,W,4
10/6/2001,7:58:23,16.243,N,69.483,W,4
10/6/2001,8:00:24,16.246,N,69.491,W,4
10/6/2001,8:02:24,16.248,N,69.499,W,4
10/6/2001,8:04:24,16.25,N,69.507,W,4
10/6/2001,8:06:23,16.253,N,69.515,W,4
10/6/2001,8:08:23,16.255,N,69.523,W,4
10/6/2001,8:10:23,16.257,N,69.531,W,4
10/6/2001,8:12:23,16.259,N,69.539,W,4
10/6/2001,8:14:24,16.261,N,69.546,W,4
10/6/2001,8:16:24,16.263,N,69.554,W,4
10/6/2001,8:18:24,16.265,N,69.562,W,4
10/6/2001,8:20:24,16.268,N,69.57,W,4
10/6/2001,8:22:23,16.27,N,69.578,W,4
10/6/2001,8:24:23,16.272,N,69.586,W,4
10/6/2001,8:26:23,16.274,N,69.594,W,4
10/6/2001,8:28:23,16.276,N,69.602,W,4
10/6/2001,8:30:24,16.278,N,69.61,W,4
10/6/2001,8:32:24,16.28,N,69.618,W,4
10/6/2001,8:34:24,16.281,N,69.626,W,4
10/6/2001,8:36:23,16.283,N,69.634,W,4
10/6/2001,8:38:23,16.285,N,69.642,W,4
10/6/2001,8:40:23,16.287,N,69.65,W,4
10/6/2001,8:42:23,16.289,N,69.658,W,4
10/6/2001,8:44:24,16.291,N,69.666,W,4
10/6/2001,8:46:24,16.293,N,69.674,W,4
10/6/2001,8:48:24,16.295,N,69.682,W,4
10/6/2001,8:50:24,16.296,N,69.69,W,4
10/6/2001,8:52:23,16.298,N,69.699,W,4
10/6/2001,8:54:23,16.3,N,69.707,W,4
10/6/2001,8:56:23,16.302,N,69.715,W,4
10/6/2001,8:58:23,16.303,N,69.723,W,4
10/6/2001,9:00:24,16.305,N,69.731,W,4
10/6/2001,9:02:24,16.307,N,69.739,W,4
10/6/2001,9:04:24,16.309,N,69.747,W,4
10/6/2001,9:06:23,16.31,N,69.756,W,4
10/6/2001,9:08:23,16.312,N,69.764,W,4
10/6/2001,9:10:23,16.314,N,69.772,W,4
10/6/2001,9:10:50,16.314,N,69.774,W,4
10/6/2001,9:12:51,16.316,N,69.782,W,4
10/6/2001,9:14:51,16.318,N,69.791,W,4
10/6/2001,9:16:51,16.32,N,69.799,W,4
10/6/2001,9:18:51,16.322,N,69.807,W,4
10/6/2001,9:20:50,16.324,N,69.815,W,4
10/6/2001,9:22:50,16.326,N,69.824,W,4
10/6/2001,9:24:50,16.328,N,69.832,W,4
10/6/2001,9:26:50,16.329,N,69.84,W,4
10/6/2001,9:28:51,16.331,N,69.849,W,4
10/6/2001,9:30:51,16.333,N,69.857,W,4
10/6/2001,9:32:51,16.335,N,69.866,W,4
10/6/2001,9:34:51,16.337,N,69.874,W,4
10/6/2001,9:36:50,16.339,N,69.883,W,4
10/6/2001,9:38:50,16.34,N,69.891,W,4
10/6/2001,9:40:50,16.342,N,69.899,W,4
10/6/2001,9:42:51,16.344,N,69.908,W,4
10/6/2001,9:44:51,16.346,N,69.916,W,4
10/6/2001,9:46:51,16.348,N,69.925,W,4
10/6/2001,9:48:51,16.349,N,69.933,W,4
10/6/2001,9:50:50,16.351,N,69.942,W,4
10/6/2001,9:52:50,16.353,N,69.95,W,4
10/6/2001,9:54:50,16.354,N,69.959,W,4
10/6/2001,9:56:50,16.356,N,69.968,W,4
10/6/2001,9:58:51,16.358,N,69.976,W,4
10/6/2001,10:00:51,16.359,N,69.985,W,4
10/6/2001,10:02:51,16.361,N,69.994,W,4
10/6/2001,10:04:51,16.362,N,70.002,W,4
10/6/2001,10:06:50,16.364,N,70.011,W,4
10/6/2001,10:08:50,16.365,N,70.02,W,4
10/6/2001,10:10:50,16.367,N,70.028,W,4
10/6/2001,10:12:51,16.369,N,70.037,W,4
10/6/2001,10:14:51,16.37,N,70.046,W,4
10/6/2001,10:16:51,16.371,N,70.054,W,4
10/6/2001,10:18:51,16.373,N,70.063,W,4
10/6/2001,10:20:50,16.374,N,70.072,W,4
10/6/2001,10:22:50,16.376,N,70.081,W,4
10/6/2001,10:24:50,16.377,N,70.09,W,4
10/6/2001,10:26:50,16.378,N,70.099,W,4
10/6/2001,10:28:51,16.38,N,70.107,W,4
10/6/2001,10:30:51,16.381,N,70.116,W,4
10/6/2001,10:32:51,16.382,N,70.125,W,4
10/6/2001,10:34:51,16.384,N,70.134,W,4
10/6/2001,10:36:50,16.385,N,70.143,W,4
10/6/2001,10:38:50,16.386,N,70.152,W,4
10/6/2001,10:40:50,16.387,N,70.161,W,4
10/6/2001,10:42:51,16.389,N,70.17,W,4
10/6/2001,10:44:51,16.39,N,70.179,W,4
10/6/2001,10:46:51,16.391,N,70.188,W,4
10/6/2001,10:48:51,16.392,N,70.197,W,4
10/6/2001,10:50:50,16.393,N,70.206,W,4
10/6/2001,10:52:50,16.394,N,70.216,W,4
10/6/2001,10:54:50,16.395,N,70.225,W,4
10/6/2001,10:56:50,16.396,N,70.234,W,4
10/6/2001,10:58:51,16.397,N,70.243,W,4
10/6/2001,11:00:51,16.398,N,70.252,W,4
10/6/2001,11:02:51,16.399,N,70.262,W,4
10/6/2001,11:04:51,16.4,N,70.271,W,4
10/6/2001,11:06:50,16.401,N,70.28,W,4
10/6/2001,11:08:50,16.402,N,70.289,W,4
10/6/2001,11:10:50,16.403,N,70.299,W,4
10/6/2001,11:12:51,16.404,N,70.308,W,4
10/6/2001,11:14:34,16.405,N,70.316,W,4
10/6/2001,11:16:34,16.407,N,70.325,W,4
10/6/2001,11:18:33,16.409,N,70.334,W,4
10/6/2001,11:20:33,16.411,N,70.343,W,4
10/6/2001,11:22:33,16.413,N,70.352,W,4
10/6/2001,11:24:33,16.414,N,70.361,W,4
10/6/2001,11:26:34,16.416,N,70.37,W,4
10/6/2001,11:28:34,16.418,N,70.379,W,4
10/6/2001,11:30:34,16.42,N,70.388,W,4
10/6/2001,11:32:34,16.422,N,70.397,W,4
10/6/2001,11:34:33,16.424,N,70.407,W,4
10/6/2001,11:36:33,16.427,N,70.416,W,4
10/6/2001,11:38:33,16.429,N,70.425,W,4
10/6/2001,11:40:33,16.431,N,70.434,W,4
10/6/2001,11:42:34,16.433,N,70.443,W,4
10/6/2001,11:44:34,16.435,N,70.452,W,4
10/6/2001,11:46:34,16.437,N,70.462,W,4
10/6/2001,11:48:33,16.439,N,70.471,W,4
10/6/2001,11:50:33,16.442,N,70.48,W,4
10/6/2001,11:52:33,16.444,N,70.489,W,4
10/6/2001,11:54:33,16.446,N,70.498,W,4
10/6/2001,11:56:34,16.448,N,70.508,W,4
10/6/2001,11:58:34,16.451,N,70.517,W,4
10/6/2001,12:00:34,16.453,N,70.526,W,4
10/6/2001,12:02:34,16.455,N,70.536,W,4
10/6/2001,12:04:33,16.458,N,70.545,W,4
10/6/2001,12:06:33,16.46,N,70.554,W,4
10/6/2001,12:08:33,16.463,N,70.564,W,4
10/6/2001,12:10:33,16.465,N,70.573,W,4
10/6/2001,12:12:34,16.468,N,70.582,W,4
10/6/2001,12:14:34,16.47,N,70.592,W,4
10/6/2001,12:16:34,16.473,N,70.601,W,4
10/6/2001,12:18:33,16.475,N,70.611,W,4
10/6/2001,12:20:33,16.478,N,70.62,W,4
10/6/2001,12:22:33,16.48,N,70.63,W,4
10/6/2001,12:24:33,16.483,N,70.639,W,4
10/6/2001,12:26:34,16.486,N,70.649,W,4
10/6/2001,12:28:34,16.489,N,70.658,W,4
10/6/2001,12:30:34,16.491,N,70.668,W,4
10/6/2001,12:32:34,16.494,N,70.677,W,4
10/6/2001,12:34:33,16.497,N,70.687,W,4
10/6/2001,12:36:33,16.5,N,70.697,W,4
10/6/2001,12:38:33,16.503,N,70.706,W,4
10/6/2001,12:40:33,16.505,N,70.716,W,4
10/6/2001,12:42:34,16.508,N,70.725,W,4
10/6/2001,12:44:34,16.511,N,70.735,W,4
10/6/2001,12:46:34,16.514,N,70.745,W,4
10/6/2001,12:48:33,16.517,N,70.755,W,4
10/6/2001,12:50:33,16.52,N,70.764,W,4
10/6/2001,12:52:33,16.523,N,70.774,W,4
10/6/2001,12:54:33,16.527,N,70.784,W,4
10/6/2001,12:56:34,16.53,N,70.794,W,4
10/6/2001,12:58:34,16.533,N,70.803,W,4
10/6/2001,13:00:34,16.536,N,70.813,W,4
10/6/2001,13:02:34,16.539,N,70.823,W,4
10/6/2001,13:04:33,16.542,N,70.833,W,4
10/6/2001,13:06:33,16.546,N,70.843,W,4
10/6/2001,13:08:33,16.549,N,70.853,W,4
10/6/2001,13:10:33,16.552,N,70.863,W,4
10/6/2001,13:12:34,16.556,N,70.872,W,4
10/6/2001,13:14:34,16.559,N,70.882,W,4
10/6/2001,13:16:34,16.562,N,70.892,W,4
10/6/2001,13:18:33,16.566,N,70.902,W,4
10/6/2001,13:20:33,16.569,N,70.912,W,4
10/6/2001,13:22:33,16.572,N,70.922,W,4
10/6/2001,13:24:33,16.576,N,70.932,W,4
10/6/2001,13:26:34,16.579,N,70.942,W,4
10/6/2001,13:28:34,16.583,N,70.952,W,4
10/6/2001,13:30:34,16.586,N,70.962,W,4
10/6/2001,13:32:34,16.589,N,70.972,W,4
10/6/2001,13:34:33,16.593,N,70.982,W,4
10/6/2001,13:36:33,16.596,N,70.992,W,4
