Track,for,Philippe,2017,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/28/2017,20:38:00,21.798,N,81.533,W
10/28/2017,20:40:00,21.806,N,81.525,W
10/28/2017,20:42:00,21.813,N,81.517,W
10/28/2017,20:44:00,21.821,N,81.509,W
10/28/2017,20:45:59,21.828,N,81.502,W
10/28/2017,20:47:59,21.835,N,81.494,W
10/28/2017,20:49:59,21.843,N,81.487,W
10/28/2017,20:51:59,21.85,N,81.479,W
10/28/2017,20:54:00,21.858,N,81.472,W
10/28/2017,20:56:00,21.866,N,81.465,W
10/28/2017,20:58:00,21.873,N,81.457,W
10/28/2017,21:00:00,21.881,N,81.45,W
10/28/2017,21:01:59,21.888,N,81.443,W
10/28/2017,21:03:59,21.896,N,81.436,W
10/28/2017,21:05:59,21.904,N,81.43,W
10/28/2017,21:08:00,21.912,N,81.423,W
10/28/2017,21:10:00,21.919,N,81.416,W
10/28/2017,21:12:00,21.927,N,81.41,W
10/28/2017,21:14:00,21.935,N,81.403,W
10/28/2017,21:15:59,21.943,N,81.397,W
10/28/2017,21:17:59,21.951,N,81.391,W
10/28/2017,21:19:59,21.959,N,81.385,W
10/28/2017,21:21:59,21.967,N,81.379,W
10/28/2017,21:24:00,21.975,N,81.373,W
10/28/2017,21:26:00,21.983,N,81.367,W
10/28/2017,21:28:00,21.991,N,81.361,W
10/28/2017,21:30:00,21.999,N,81.356,W
10/28/2017,21:31:59,22.007,N,81.35,W
10/28/2017,21:33:59,22.016,N,81.344,W
10/28/2017,21:35:59,22.024,N,81.339,W
10/28/2017,21:38:00,22.032,N,81.334,W
10/28/2017,21:40:00,22.04,N,81.329,W
10/28/2017,21:42:00,22.049,N,81.324,W
10/28/2017,21:44:00,22.057,N,81.319,W
10/28/2017,21:45:59,22.065,N,81.314,W
10/28/2017,21:47:59,22.074,N,81.309,W
10/28/2017,21:49:59,22.082,N,81.304,W
10/28/2017,21:51:59,22.091,N,81.3,W
10/28/2017,21:54:00,22.099,N,81.296,W
10/28/2017,21:56:00,22.108,N,81.291,W
10/28/2017,21:58:00,22.117,N,81.287,W
10/28/2017,22:00:00,22.125,N,81.283,W
10/28/2017,22:01:59,22.134,N,81.279,W
10/28/2017,22:03:59,22.143,N,81.275,W
10/28/2017,22:05:59,22.151,N,81.271,W
10/28/2017,22:08:00,22.16,N,81.267,W
10/28/2017,22:10:00,22.169,N,81.264,W
10/28/2017,22:12:00,22.178,N,81.26,W
10/28/2017,22:14:00,22.187,N,81.257,W
10/28/2017,22:15:59,22.195,N,81.253,W
10/28/2017,22:17:59,22.204,N,81.25,W
10/28/2017,22:19:59,22.213,N,81.247,W
10/28/2017,22:21:59,22.222,N,81.244,W
10/28/2017,22:24:00,22.231,N,81.241,W
10/28/2017,22:26:00,22.24,N,81.238,W
10/28/2017,22:28:00,22.25,N,81.235,W
10/28/2017,22:30:00,22.259,N,81.232,W
10/28/2017,22:31:59,22.268,N,81.23,W
10/28/2017,22:33:59,22.277,N,81.227,W
10/28/2017,22:35:59,22.286,N,81.225,W
10/28/2017,22:38:00,22.296,N,81.222,W
10/28/2017,22:40:00,22.305,N,81.22,W
10/28/2017,22:42:00,22.314,N,81.218,W
10/28/2017,22:44:00,22.324,N,81.216,W
10/28/2017,22:45:59,22.333,N,81.214,W
10/28/2017,22:47:59,22.342,N,81.212,W
10/28/2017,22:49:59,22.352,N,81.21,W
10/28/2017,22:51:59,22.361,N,81.209,W
10/28/2017,22:54:00,22.371,N,81.207,W
10/28/2017,22:56:00,22.38,N,81.205,W
10/28/2017,22:58:00,22.39,N,81.204,W
10/28/2017,23:00:00,22.399,N,81.203,W
10/28/2017,23:01:59,22.409,N,81.201,W
10/28/2017,23:03:59,22.419,N,81.2,W
10/28/2017,23:05:59,22.428,N,81.199,W
10/28/2017,23:08:00,22.438,N,81.198,W
10/28/2017,23:10:00,22.448,N,81.197,W
10/28/2017,23:12:00,22.458,N,81.196,W
10/28/2017,23:14:00,22.467,N,81.196,W
10/28/2017,23:15:59,22.477,N,81.195,W
10/28/2017,23:17:59,22.487,N,81.194,W
10/28/2017,23:19:59,22.497,N,81.194,W
10/28/2017,23:21:59,22.507,N,81.193,W
10/28/2017,23:24:00,22.517,N,81.193,W
10/28/2017,23:26:00,22.527,N,81.193,W
10/28/2017,23:28:00,22.537,N,81.193,W
10/28/2017,23:30:00,22.547,N,81.192,W
10/28/2017,23:31:59,22.557,N,81.192,W
10/28/2017,23:33:59,22.567,N,81.192,W
10/28/2017,23:35:59,22.577,N,81.193,W
10/28/2017,23:38:00,22.587,N,81.193,W
10/28/2017,23:40:00,22.597,N,81.193,W
10/28/2017,23:42:00,22.607,N,81.193,W
10/28/2017,23:44:00,22.617,N,81.194,W
10/28/2017,23:45:59,22.628,N,81.194,W
10/28/2017,23:47:59,22.638,N,81.195,W
10/28/2017,23:49:59,22.648,N,81.196,W
10/28/2017,23:51:59,22.659,N,81.196,W
10/28/2017,23:54:00,22.669,N,81.197,W
10/28/2017,23:56:00,22.679,N,81.198,W
10/28/2017,23:58:00,22.69,N,81.199,W
10/29/2017,0:00:00,22.7,N,81.2,W
10/29/2017,0:01:59,22.71,N,81.201,W
10/29/2017,0:03:59,22.721,N,81.202,W
10/29/2017,0:05:59,22.731,N,81.204,W
10/29/2017,0:08:00,22.742,N,81.205,W
10/29/2017,0:10:00,22.752,N,81.206,W
10/29/2017,0:12:00,22.763,N,81.208,W
10/29/2017,0:14:00,22.774,N,81.209,W
10/29/2017,0:15:59,22.784,N,81.211,W
10/29/2017,0:17:59,22.795,N,81.212,W
10/29/2017,0:19:59,22.805,N,81.214,W
10/29/2017,0:21:59,22.816,N,81.216,W
10/29/2017,0:24:00,22.827,N,81.218,W
10/29/2017,0:26:00,22.837,N,81.22,W
10/29/2017,0:28:00,22.848,N,81.222,W
10/29/2017,0:30:00,22.859,N,81.224,W
10/29/2017,0:31:59,22.87,N,81.226,W
10/29/2017,0:33:59,22.881,N,81.228,W
10/29/2017,0:35:59,22.891,N,81.231,W
10/29/2017,0:38:00,22.902,N,81.233,W
10/29/2017,0:40:00,22.913,N,81.235,W
10/29/2017,0:42:00,22.924,N,81.238,W
10/29/2017,0:44:00,22.935,N,81.24,W
10/29/2017,0:45:59,22.946,N,81.243,W
10/29/2017,0:47:59,22.957,N,81.245,W
10/29/2017,0:49:59,22.968,N,81.248,W
10/29/2017,0:51:59,22.979,N,81.251,W
10/29/2017,0:54:00,22.99,N,81.254,W
10/29/2017,0:56:00,23.001,N,81.257,W
10/29/2017,0:58:00,23.012,N,81.26,W
10/29/2017,1:00:00,23.023,N,81.263,W
10/29/2017,1:01:59,23.034,N,81.266,W
10/29/2017,1:03:59,23.045,N,81.269,W
10/29/2017,1:05:59,23.056,N,81.272,W
10/29/2017,1:08:00,23.067,N,81.275,W
10/29/2017,1:10:00,23.079,N,81.279,W
10/29/2017,1:12:00,23.09,N,81.282,W
10/29/2017,1:14:00,23.101,N,81.285,W
10/29/2017,1:15:59,23.112,N,81.289,W
10/29/2017,1:17:59,23.123,N,81.292,W
10/29/2017,1:19:59,23.135,N,81.296,W
10/29/2017,1:21:59,23.146,N,81.3,W
10/29/2017,1:24:00,23.157,N,81.303,W
10/29/2017,1:26:00,23.169,N,81.307,W
10/29/2017,1:28:00,23.18,N,81.311,W
10/29/2017,1:30:00,23.191,N,81.315,W
10/29/2017,1:31:59,23.203,N,81.319,W
10/29/2017,1:33:59,23.214,N,81.323,W
10/29/2017,1:35:59,23.226,N,81.327,W
10/29/2017,1:38:00,23.237,N,81.331,W
10/29/2017,1:40:00,23.248,N,81.335,W
10/29/2017,1:42:00,23.26,N,81.339,W
10/29/2017,1:44:00,23.271,N,81.343,W
10/29/2017,1:45:59,23.283,N,81.347,W
10/29/2017,1:47:59,23.294,N,81.352,W
10/29/2017,1:49:59,23.306,N,81.356,W
10/29/2017,1:51:59,23.318,N,81.36,W
10/29/2017,1:54:00,23.329,N,81.365,W
10/29/2017,1:56:00,23.341,N,81.369,W
10/29/2017,1:58:00,23.352,N,81.374,W
10/29/2017,2:00:00,23.364,N,81.379,W
10/29/2017,2:01:59,23.376,N,81.383,W
10/29/2017,2:03:59,23.387,N,81.388,W
10/29/2017,2:05:59,23.399,N,81.393,W
10/29/2017,2:08:00,23.411,N,81.397,W
10/29/2017,2:10:00,23.422,N,81.402,W
10/29/2017,2:12:00,23.434,N,81.407,W
10/29/2017,2:14:00,23.446,N,81.412,W
10/29/2017,2:15:59,23.457,N,81.417,W
10/29/2017,2:17:59,23.469,N,81.422,W
10/29/2017,2:19:59,23.481,N,81.427,W
10/29/2017,2:21:59,23.493,N,81.432,W
10/29/2017,2:24:00,23.505,N,81.437,W
10/29/2017,2:26:00,23.516,N,81.442,W
10/29/2017,2:28:00,23.528,N,81.447,W
10/29/2017,2:30:00,23.54,N,81.453,W
10/29/2017,2:31:59,23.552,N,81.458,W
10/29/2017,2:33:59,23.564,N,81.463,W
10/29/2017,2:35:59,23.576,N,81.469,W
10/29/2017,2:38:00,23.587,N,81.474,W
10/29/2017,2:40:00,23.599,N,81.479,W
10/29/2017,2:42:00,23.611,N,81.485,W
10/29/2017,2:44:00,23.623,N,81.49,W
10/29/2017,2:45:59,23.635,N,81.496,W
10/29/2017,2:47:59,23.647,N,81.502,W
10/29/2017,2:49:59,23.659,N,81.507,W
10/29/2017,2:51:59,23.671,N,81.513,W
10/29/2017,2:54:00,23.683,N,81.518,W
10/29/2017,2:56:00,23.695,N,81.524,W
10/29/2017,2:58:00,23.707,N,81.53,W
10/29/2017,3:00:00,23.719,N,81.536,W
10/29/2017,3:01:59,23.731,N,81.541,W
10/29/2017,3:03:59,23.743,N,81.547,W
10/29/2017,3:05:59,23.755,N,81.553,W
10/29/2017,3:08:00,23.767,N,81.559,W
10/29/2017,3:10:00,23.779,N,81.565,W
10/29/2017,3:12:00,23.791,N,81.571,W
10/29/2017,3:14:00,23.803,N,81.577,W
10/29/2017,3:15:59,23.816,N,81.583,W
10/29/2017,3:17:59,23.828,N,81.589,W
10/29/2017,3:19:59,23.84,N,81.595,W
10/29/2017,3:21:59,23.852,N,81.601,W
10/29/2017,3:24:00,23.864,N,81.607,W
10/29/2017,3:26:00,23.876,N,81.613,W
10/29/2017,3:28:00,23.888,N,81.62,W
10/29/2017,3:30:00,23.901,N,81.626,W
10/29/2017,3:31:59,23.913,N,81.632,W
10/29/2017,3:33:59,23.925,N,81.638,W
10/29/2017,3:35:59,23.937,N,81.645,W
10/29/2017,3:38:00,23.949,N,81.651,W
10/29/2017,3:40:00,23.962,N,81.657,W
10/29/2017,3:42:00,23.974,N,81.664,W
10/29/2017,3:44:00,23.986,N,81.67,W
10/29/2017,3:45:59,23.998,N,81.676,W
10/29/2017,3:47:59,24.01,N,81.683,W
10/29/2017,3:49:59,24.023,N,81.689,W
10/29/2017,3:51:59,24.035,N,81.696,W
10/29/2017,3:54:00,24.047,N,81.702,W
10/29/2017,3:56:00,24.06,N,81.709,W
10/29/2017,3:58:00,24.072,N,81.715,W
10/29/2017,4:00:00,24.084,N,81.722,W
10/29/2017,4:01:59,24.096,N,81.728,W
10/29/2017,4:03:59,24.109,N,81.735,W
10/29/2017,4:05:59,24.121,N,81.742,W
10/29/2017,4:08:00,24.133,N,81.748,W
10/29/2017,4:10:00,24.146,N,81.755,W
10/29/2017,4:12:00,24.158,N,81.762,W
10/29/2017,4:14:00,24.17,N,81.768,W
10/29/2017,4:15:59,24.183,N,81.775,W
10/29/2017,4:17:59,24.195,N,81.782,W
10/29/2017,4:19:59,24.207,N,81.788,W
10/29/2017,4:21:59,24.22,N,81.795,W
10/29/2017,4:24:00,24.232,N,81.802,W
10/29/2017,4:26:00,24.244,N,81.809,W
10/29/2017,4:28:00,24.257,N,81.815,W
10/29/2017,4:30:00,24.269,N,81.822,W
10/29/2017,4:31:59,24.281,N,81.829,W
10/29/2017,4:33:59,24.294,N,81.836,W
10/29/2017,4:35:59,24.306,N,81.843,W
10/29/2017,4:38:00,24.319,N,81.849,W
10/29/2017,4:40:00,24.331,N,81.856,W
10/29/2017,4:42:00,24.343,N,81.863,W
10/29/2017,4:44:00,24.356,N,81.87,W
10/29/2017,4:45:59,24.368,N,81.877,W
10/29/2017,4:47:59,24.38,N,81.884,W
10/29/2017,4:49:59,24.393,N,81.891,W
10/29/2017,4:51:59,24.405,N,81.898,W
10/29/2017,4:54:00,24.418,N,81.904,W
10/29/2017,4:56:00,24.43,N,81.911,W
10/29/2017,4:58:00,24.443,N,81.918,W
10/29/2017,5:00:00,24.455,N,81.925,W
10/29/2017,5:01:59,24.467,N,81.932,W
10/29/2017,5:03:59,24.48,N,81.939,W
10/29/2017,5:05:59,24.492,N,81.946,W
10/29/2017,5:08:00,24.505,N,81.953,W
10/29/2017,5:10:00,24.517,N,81.96,W
10/29/2017,5:12:00,24.529,N,81.967,W
10/29/2017,5:14:00,24.542,N,81.974,W
10/29/2017,5:15:59,24.554,N,81.981,W
10/29/2017,5:17:59,24.567,N,81.988,W
10/29/2017,5:19:59,24.579,N,81.995,W
10/29/2017,5:21:59,24.592,N,82.002,W
10/29/2017,5:24:00,24.604,N,82.009,W
