Track,for,Bonnie,2004,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/3/2004,23:53:59,13.498,N,57.366,W
8/3/2004,23:55:59,13.499,N,57.377,W
8/3/2004,23:58:00,13.499,N,57.389,W
8/4/2004,0:00:00,13.5,N,57.4,W
8/4/2004,0:02:00,13.501,N,57.411,W
8/4/2004,0:04:00,13.501,N,57.423,W
8/4/2004,0:06:00,13.502,N,57.434,W
8/4/2004,0:08:00,13.502,N,57.445,W
8/4/2004,0:10:00,13.503,N,57.456,W
8/4/2004,0:12:00,13.504,N,57.468,W
8/4/2004,0:14:00,13.504,N,57.479,W
8/4/2004,0:16:00,13.505,N,57.49,W
8/4/2004,0:18:00,13.506,N,57.502,W
8/4/2004,0:20:00,13.506,N,57.513,W
8/4/2004,0:22:00,13.507,N,57.524,W
8/4/2004,0:24:00,13.507,N,57.535,W
8/4/2004,0:26:00,13.508,N,57.547,W
8/4/2004,0:28:00,13.509,N,57.558,W
8/4/2004,0:30:00,13.509,N,57.569,W
8/4/2004,0:32:00,13.51,N,57.581,W
8/4/2004,0:34:00,13.511,N,57.592,W
8/4/2004,0:36:00,13.511,N,57.603,W
8/4/2004,0:38:00,13.512,N,57.615,W
8/4/2004,0:40:00,13.512,N,57.626,W
8/4/2004,0:42:00,13.513,N,57.637,W
8/4/2004,0:44:00,13.514,N,57.648,W
8/4/2004,0:46:00,13.514,N,57.66,W
8/4/2004,0:48:00,13.515,N,57.671,W
8/4/2004,0:50:00,13.516,N,57.682,W
8/4/2004,0:52:00,13.516,N,57.694,W
8/4/2004,0:54:00,13.517,N,57.705,W
8/4/2004,0:56:00,13.517,N,57.716,W
8/4/2004,0:58:00,13.518,N,57.728,W
8/4/2004,1:00:00,13.519,N,57.739,W
8/4/2004,1:01:59,13.519,N,57.75,W
8/4/2004,1:04:00,13.52,N,57.762,W
8/4/2004,1:06:00,13.52,N,57.773,W
8/4/2004,1:07:59,13.521,N,57.784,W
8/4/2004,1:09:59,13.522,N,57.796,W
8/4/2004,1:12:00,13.522,N,57.807,W
8/4/2004,1:14:00,13.523,N,57.818,W
8/4/2004,1:15:59,13.524,N,57.83,W
8/4/2004,1:17:59,13.524,N,57.841,W
8/4/2004,1:20:00,13.525,N,57.852,W
8/4/2004,1:22:00,13.525,N,57.864,W
8/4/2004,1:23:59,13.526,N,57.875,W
8/4/2004,1:25:59,13.527,N,57.886,W
8/4/2004,1:28:00,13.527,N,57.898,W
8/4/2004,1:30:00,13.528,N,57.909,W
8/4/2004,1:31:59,13.528,N,57.92,W
8/4/2004,1:34:00,13.529,N,57.932,W
8/4/2004,1:36:00,13.53,N,57.943,W
8/4/2004,1:38:00,13.53,N,57.954,W
8/4/2004,1:39:59,13.531,N,57.966,W
8/4/2004,1:42:00,13.531,N,57.977,W
8/4/2004,1:44:00,13.532,N,57.989,W
8/4/2004,1:46:00,13.533,N,58,W
8/4/2004,1:47:59,13.533,N,58.011,W
8/4/2004,1:50:00,13.534,N,58.023,W
8/4/2004,1:52:00,13.534,N,58.034,W
8/4/2004,1:54:00,13.535,N,58.046,W
8/4/2004,1:55:59,13.536,N,58.057,W
8/4/2004,1:58:00,13.536,N,58.068,W
8/4/2004,2:00:00,13.537,N,58.08,W
8/4/2004,2:01:59,13.537,N,58.091,W
8/4/2004,2:03:59,13.538,N,58.103,W
8/4/2004,2:05:59,13.539,N,58.114,W
8/4/2004,2:08:00,13.539,N,58.125,W
8/4/2004,2:10:00,13.54,N,58.137,W
8/4/2004,2:12:00,13.54,N,58.148,W
8/4/2004,2:14:00,13.541,N,58.16,W
8/4/2004,2:15:59,13.542,N,58.171,W
8/4/2004,2:17:59,13.542,N,58.183,W
8/4/2004,2:19:59,13.543,N,58.194,W
8/4/2004,2:21:59,13.543,N,58.206,W
8/4/2004,2:24:00,13.544,N,58.217,W
8/4/2004,2:26:00,13.545,N,58.229,W
8/4/2004,2:28:00,13.545,N,58.24,W
8/4/2004,2:30:00,13.546,N,58.251,W
8/4/2004,2:31:59,13.546,N,58.263,W
8/4/2004,2:33:59,13.547,N,58.274,W
8/4/2004,2:35:59,13.548,N,58.286,W
8/4/2004,2:38:00,13.548,N,58.297,W
8/4/2004,2:40:00,13.549,N,58.309,W
8/4/2004,2:42:00,13.549,N,58.32,W
8/4/2004,2:44:00,13.55,N,58.332,W
8/4/2004,2:46:00,13.55,N,58.344,W
8/4/2004,2:47:59,13.551,N,58.355,W
8/4/2004,2:49:59,13.552,N,58.367,W
8/4/2004,2:51:59,13.552,N,58.378,W
8/4/2004,2:54:00,13.553,N,58.39,W
8/4/2004,2:56:00,13.553,N,58.401,W
8/4/2004,2:58:00,13.554,N,58.413,W
8/4/2004,3:00:00,13.554,N,58.424,W
8/4/2004,3:01:59,13.555,N,58.436,W
8/4/2004,3:03:59,13.556,N,58.448,W
8/4/2004,3:05:59,13.556,N,58.459,W
8/4/2004,3:08:00,13.557,N,58.471,W
8/4/2004,3:10:00,13.557,N,58.482,W
8/4/2004,3:12:00,13.558,N,58.494,W
8/4/2004,3:14:00,13.558,N,58.506,W
8/4/2004,3:15:59,13.559,N,58.517,W
8/4/2004,3:17:59,13.56,N,58.529,W
8/4/2004,3:19:59,13.56,N,58.54,W
8/4/2004,3:21:59,13.561,N,58.552,W
8/4/2004,3:24:00,13.561,N,58.564,W
8/4/2004,3:26:00,13.562,N,58.575,W
8/4/2004,3:28:00,13.562,N,58.587,W
8/4/2004,3:30:00,13.563,N,58.599,W
8/4/2004,3:31:59,13.563,N,58.61,W
8/4/2004,3:33:59,13.564,N,58.622,W
8/4/2004,3:35:59,13.565,N,58.634,W
8/4/2004,3:38:00,13.565,N,58.645,W
8/4/2004,3:40:00,13.566,N,58.657,W
8/4/2004,3:42:00,13.566,N,58.669,W
8/4/2004,3:44:00,13.567,N,58.681,W
8/4/2004,3:46:00,13.567,N,58.692,W
8/4/2004,3:47:59,13.568,N,58.704,W
8/4/2004,3:49:59,13.568,N,58.716,W
8/4/2004,3:51:59,13.569,N,58.728,W
8/4/2004,3:54:00,13.569,N,58.739,W
8/4/2004,3:56:00,13.57,N,58.751,W
8/4/2004,3:58:00,13.571,N,58.763,W
8/4/2004,4:00:00,13.571,N,58.775,W
8/4/2004,4:01:59,13.572,N,58.786,W
8/4/2004,4:03:59,13.572,N,58.798,W
8/4/2004,4:05:59,13.573,N,58.81,W
8/4/2004,4:07:59,13.573,N,58.822,W
8/4/2004,4:09:59,13.574,N,58.834,W
8/4/2004,4:11:59,13.574,N,58.846,W
8/4/2004,4:13:59,13.575,N,58.857,W
8/4/2004,4:16:00,13.575,N,58.869,W
8/4/2004,4:18:00,13.576,N,58.881,W
8/4/2004,4:20:00,13.576,N,58.893,W
8/4/2004,4:22:00,13.577,N,58.905,W
8/4/2004,4:24:00,13.577,N,58.917,W
8/4/2004,4:26:00,13.578,N,58.929,W
8/4/2004,4:28:00,13.578,N,58.941,W
8/4/2004,4:30:00,13.579,N,58.953,W
8/4/2004,4:31:59,13.579,N,58.965,W
8/4/2004,4:33:59,13.58,N,58.976,W
8/4/2004,4:35:59,13.58,N,58.988,W
8/4/2004,4:37:59,13.581,N,59,W
8/4/2004,4:39:59,13.581,N,59.012,W
8/4/2004,4:41:59,13.582,N,59.024,W
8/4/2004,4:43:59,13.582,N,59.036,W
8/4/2004,4:46:00,13.583,N,59.048,W
8/4/2004,4:48:00,13.583,N,59.06,W
8/4/2004,4:50:00,13.584,N,59.072,W
8/4/2004,4:52:00,13.584,N,59.084,W
8/4/2004,4:54:00,13.585,N,59.096,W
8/4/2004,4:56:00,13.585,N,59.108,W
8/4/2004,4:58:00,13.586,N,59.121,W
8/4/2004,5:00:00,13.586,N,59.133,W
8/4/2004,5:01:59,13.587,N,59.145,W
8/4/2004,5:03:59,13.587,N,59.157,W
8/4/2004,5:05:59,13.588,N,59.169,W
8/4/2004,5:07:59,13.588,N,59.181,W
8/4/2004,5:09:59,13.589,N,59.193,W
8/4/2004,5:11:59,13.589,N,59.205,W
8/4/2004,5:13:59,13.59,N,59.217,W
8/4/2004,5:16:00,13.59,N,59.23,W
8/4/2004,5:18:00,13.591,N,59.242,W
8/4/2004,5:20:00,13.591,N,59.254,W
8/4/2004,5:22:00,13.592,N,59.266,W
8/4/2004,5:24:00,13.592,N,59.278,W
8/4/2004,5:26:00,13.592,N,59.291,W
8/4/2004,5:28:00,13.593,N,59.303,W
8/4/2004,5:30:00,13.593,N,59.315,W
8/4/2004,5:31:59,13.594,N,59.327,W
8/4/2004,5:33:59,13.594,N,59.34,W
8/4/2004,5:35:59,13.595,N,59.352,W
8/4/2004,5:37:59,13.595,N,59.364,W
8/4/2004,5:39:59,13.596,N,59.376,W
8/4/2004,5:41:59,13.596,N,59.389,W
8/4/2004,5:43:59,13.597,N,59.401,W
8/4/2004,5:46:00,13.597,N,59.413,W
8/4/2004,5:48:00,13.597,N,59.426,W
8/4/2004,5:50:00,13.598,N,59.438,W
8/4/2004,5:52:00,13.598,N,59.45,W
8/4/2004,5:54:00,13.599,N,59.463,W
8/4/2004,5:56:00,13.599,N,59.475,W
8/4/2004,5:58:00,13.6,N,59.488,W
8/4/2004,6:00:00,13.6,N,59.5,W
8/4/2004,6:01:59,13.6,N,59.512,W
8/4/2004,6:03:59,13.601,N,59.525,W
8/4/2004,6:05:59,13.601,N,59.537,W
8/4/2004,6:07:59,13.602,N,59.55,W
8/4/2004,6:09:59,13.602,N,59.562,W
8/4/2004,6:11:59,13.602,N,59.575,W
8/4/2004,6:13:59,13.603,N,59.587,W
8/4/2004,6:16:00,13.603,N,59.6,W
8/4/2004,6:18:00,13.604,N,59.612,W
8/4/2004,6:20:00,13.604,N,59.625,W
8/4/2004,6:22:00,13.605,N,59.637,W
8/4/2004,6:24:00,13.605,N,59.65,W
8/4/2004,6:26:00,13.605,N,59.663,W
8/4/2004,6:28:00,13.606,N,59.675,W
8/4/2004,6:30:00,13.606,N,59.688,W
8/4/2004,6:31:59,13.606,N,59.7,W
8/4/2004,6:33:59,13.607,N,59.713,W
8/4/2004,6:35:59,13.607,N,59.726,W
8/4/2004,6:37:59,13.608,N,59.738,W
8/4/2004,6:39:59,13.608,N,59.751,W
8/4/2004,6:41:59,13.608,N,59.764,W
8/4/2004,6:43:59,13.609,N,59.777,W
8/4/2004,6:46:00,13.609,N,59.789,W
8/4/2004,6:48:00,13.609,N,59.802,W
8/4/2004,6:50:00,13.61,N,59.815,W
8/4/2004,6:52:00,13.61,N,59.828,W
8/4/2004,6:54:00,13.611,N,59.84,W
8/4/2004,6:56:00,13.611,N,59.853,W
8/4/2004,6:58:00,13.611,N,59.866,W
8/4/2004,7:00:00,13.612,N,59.879,W
8/4/2004,7:01:59,13.612,N,59.892,W
8/4/2004,7:03:59,13.612,N,59.904,W
8/4/2004,7:05:59,13.613,N,59.917,W
8/4/2004,7:07:59,13.613,N,59.93,W
8/4/2004,7:09:59,13.613,N,59.943,W
8/4/2004,7:11:59,13.614,N,59.956,W
8/4/2004,7:13:59,13.614,N,59.969,W
8/4/2004,7:16:00,13.614,N,59.982,W
8/4/2004,7:18:00,13.615,N,59.995,W
8/4/2004,7:20:00,13.615,N,60.008,W
8/4/2004,7:22:00,13.615,N,60.021,W
8/4/2004,7:24:00,13.616,N,60.034,W
8/4/2004,7:26:00,13.616,N,60.047,W
8/4/2004,7:28:00,13.616,N,60.06,W
8/4/2004,7:30:00,13.617,N,60.073,W
8/4/2004,7:31:59,13.617,N,60.086,W
8/4/2004,7:33:59,13.617,N,60.099,W
8/4/2004,7:35:59,13.618,N,60.112,W
8/4/2004,7:37:59,13.618,N,60.125,W
8/4/2004,7:39:59,13.618,N,60.138,W
8/4/2004,7:41:59,13.619,N,60.151,W
8/4/2004,7:43:59,13.619,N,60.164,W
8/4/2004,7:46:00,13.619,N,60.178,W
8/4/2004,7:48:00,13.619,N,60.191,W
8/4/2004,7:50:00,13.62,N,60.204,W
8/4/2004,7:52:00,13.62,N,60.217,W
8/4/2004,7:54:00,13.62,N,60.23,W
8/4/2004,7:56:00,13.621,N,60.243,W
8/4/2004,7:58:00,13.621,N,60.257,W
8/4/2004,8:00:00,13.621,N,60.27,W
8/4/2004,8:02:00,13.621,N,60.283,W
8/4/2004,8:03:59,13.622,N,60.296,W
8/4/2004,8:06:00,13.622,N,60.31,W
8/4/2004,8:07:59,13.622,N,60.323,W
8/4/2004,8:10:00,13.623,N,60.336,W
8/4/2004,8:11:59,13.623,N,60.349,W
8/4/2004,8:14:00,13.623,N,60.363,W
8/4/2004,8:15:59,13.623,N,60.376,W
8/4/2004,8:18:00,13.624,N,60.389,W
8/4/2004,8:19:59,13.624,N,60.403,W
8/4/2004,8:22:00,13.624,N,60.416,W
8/4/2004,8:23:59,13.624,N,60.429,W
8/4/2004,8:26:00,13.625,N,60.443,W
8/4/2004,8:27:59,13.625,N,60.456,W
8/4/2004,8:30:00,13.625,N,60.469,W
8/4/2004,8:32:00,13.625,N,60.483,W
8/4/2004,8:33:59,13.626,N,60.496,W
8/4/2004,8:36:00,13.626,N,60.51,W
8/4/2004,8:37:59,13.626,N,60.523,W
8/4/2004,8:40:00,13.626,N,60.537,W
8/4/2004,8:41:59,13.627,N,60.55,W
8/4/2004,8:44:00,13.627,N,60.564,W
8/4/2004,8:45:59,13.627,N,60.577,W
8/4/2004,8:48:00,13.627,N,60.59,W
8/4/2004,8:49:59,13.628,N,60.604,W
8/4/2004,8:52:00,13.628,N,60.617,W
8/4/2004,8:53:59,13.628,N,60.631,W
8/4/2004,8:56:00,13.628,N,60.645,W
8/4/2004,8:57:59,13.629,N,60.658,W
8/4/2004,9:00:00,13.629,N,60.672,W
8/4/2004,9:02:00,13.629,N,60.685,W
8/4/2004,9:03:59,13.629,N,60.699,W
8/4/2004,9:06:00,13.629,N,60.712,W
8/4/2004,9:07:59,13.63,N,60.726,W
8/4/2004,9:10:00,13.63,N,60.739,W
8/4/2004,9:11:59,13.63,N,60.753,W
8/4/2004,9:14:00,13.63,N,60.767,W
8/4/2004,9:15:59,13.631,N,60.78,W
8/4/2004,9:18:00,13.631,N,60.794,W
8/4/2004,9:19:59,13.631,N,60.808,W
8/4/2004,9:22:00,13.631,N,60.821,W
8/4/2004,9:23:59,13.631,N,60.835,W
8/4/2004,9:26:00,13.632,N,60.849,W
8/4/2004,9:27:59,13.632,N,60.862,W
8/4/2004,9:30:00,13.632,N,60.876,W
8/4/2004,9:32:00,13.632,N,60.89,W
8/4/2004,9:33:59,13.632,N,60.903,W
8/4/2004,9:36:00,13.633,N,60.917,W
8/4/2004,9:37:59,13.633,N,60.931,W
8/4/2004,9:40:00,13.633,N,60.944,W
8/4/2004,9:41:59,13.633,N,60.958,W
8/4/2004,9:44:00,13.633,N,60.972,W
8/4/2004,9:45:59,13.634,N,60.986,W
8/4/2004,9:48:00,13.634,N,60.999,W
8/4/2004,9:49:59,13.634,N,61.013,W
8/4/2004,9:52:00,13.634,N,61.027,W
8/4/2004,9:53:59,13.634,N,61.041,W
8/4/2004,9:56:00,13.635,N,61.055,W
8/4/2004,9:57:59,13.635,N,61.068,W
8/4/2004,10:00:00,13.635,N,61.082,W
8/4/2004,10:02:00,13.635,N,61.096,W
8/4/2004,10:03:59,13.635,N,61.11,W
8/4/2004,10:06:00,13.635,N,61.124,W
8/4/2004,10:07:59,13.636,N,61.138,W
8/4/2004,10:10:00,13.636,N,61.151,W
8/4/2004,10:11:59,13.636,N,61.165,W
8/4/2004,10:14:00,13.636,N,61.179,W
8/4/2004,10:15:59,13.636,N,61.193,W
8/4/2004,10:18:00,13.636,N,61.207,W
8/4/2004,10:19:59,13.637,N,61.221,W
8/4/2004,10:22:00,13.637,N,61.235,W
8/4/2004,10:23:59,13.637,N,61.248,W
8/4/2004,10:26:00,13.637,N,61.262,W
8/4/2004,10:27:59,13.637,N,61.276,W
8/4/2004,10:30:00,13.637,N,61.29,W
8/4/2004,10:32:00,13.638,N,61.304,W
8/4/2004,10:33:59,13.638,N,61.318,W
8/4/2004,10:36:00,13.638,N,61.332,W
8/4/2004,10:37:59,13.638,N,61.346,W
8/4/2004,10:40:00,13.638,N,61.36,W
8/4/2004,10:41:59,13.638,N,61.374,W
8/4/2004,10:44:00,13.639,N,61.388,W
8/4/2004,10:45:59,13.639,N,61.402,W
8/4/2004,10:48:00,13.639,N,61.416,W
8/4/2004,10:49:59,13.639,N,61.43,W
8/4/2004,10:52:00,13.639,N,61.444,W
8/4/2004,10:53:59,13.639,N,61.458,W
8/4/2004,10:56:00,13.639,N,61.472,W
8/4/2004,10:57:59,13.64,N,61.486,W
8/4/2004,11:00:00,13.64,N,61.5,W
8/4/2004,11:02:00,13.64,N,61.514,W
8/4/2004,11:03:59,13.64,N,61.528,W
8/4/2004,11:06:00,13.64,N,61.542,W
8/4/2004,11:07:59,13.64,N,61.556,W
8/4/2004,11:10:00,13.64,N,61.57,W
8/4/2004,11:11:59,13.641,N,61.584,W
8/4/2004,11:14:00,13.641,N,61.598,W
8/4/2004,11:15:59,13.641,N,61.612,W
8/4/2004,11:18:00,13.641,N,61.626,W
8/4/2004,11:19:59,13.641,N,61.64,W
8/4/2004,11:22:00,13.641,N,61.654,W
8/4/2004,11:23:59,13.641,N,61.668,W
8/4/2004,11:26:00,13.642,N,61.682,W
8/4/2004,11:27:59,13.642,N,61.696,W
8/4/2004,11:30:00,13.642,N,61.711,W
8/4/2004,11:32:00,13.642,N,61.725,W
8/4/2004,11:32:28,13.642,N,61.728,W
8/4/2004,11:34:29,13.64,N,61.741,W
8/4/2004,11:36:28,13.639,N,61.754,W
8/4/2004,11:38:29,13.637,N,61.767,W
8/4/2004,11:40:29,13.635,N,61.779,W
8/4/2004,11:42:28,13.634,N,61.792,W
8/4/2004,11:44:29,13.632,N,61.805,W
8/4/2004,11:46:28,13.63,N,61.818,W
8/4/2004,11:48:29,13.628,N,61.831,W
8/4/2004,11:50:28,13.626,N,61.843,W
8/4/2004,11:52:29,13.624,N,61.856,W
8/4/2004,11:54:28,13.622,N,61.869,W
8/4/2004,11:56:29,13.62,N,61.882,W
8/4/2004,11:58:28,13.618,N,61.894,W
8/4/2004,12:00:29,13.616,N,61.907,W
8/4/2004,12:02:28,13.614,N,61.92,W
8/4/2004,12:04:29,13.612,N,61.933,W
8/4/2004,12:06:28,13.61,N,61.945,W
8/4/2004,12:08:29,13.608,N,61.958,W
8/4/2004,12:10:29,13.605,N,61.971,W
8/4/2004,12:12:28,13.603,N,61.983,W
8/4/2004,12:14:29,13.601,N,61.996,W
8/4/2004,12:16:28,13.598,N,62.009,W
8/4/2004,12:18:29,13.596,N,62.021,W
8/4/2004,12:20:28,13.594,N,62.034,W
8/4/2004,12:22:29,13.591,N,62.046,W
8/4/2004,12:24:28,13.589,N,62.059,W
8/4/2004,12:26:29,13.586,N,62.072,W
8/4/2004,12:28:28,13.584,N,62.084,W
8/4/2004,12:30:29,13.581,N,62.097,W
8/4/2004,12:32:28,13.579,N,62.109,W
8/4/2004,12:34:29,13.576,N,62.122,W
8/4/2004,12:36:28,13.573,N,62.134,W
8/4/2004,12:38:29,13.571,N,62.147,W
8/4/2004,12:40:29,13.568,N,62.16,W
8/4/2004,12:42:28,13.565,N,62.172,W
8/4/2004,12:44:29,13.563,N,62.185,W
8/4/2004,12:46:28,13.56,N,62.197,W
8/4/2004,12:48:29,13.557,N,62.209,W
8/4/2004,12:50:28,13.554,N,62.222,W
8/4/2004,12:52:29,13.552,N,62.234,W
8/4/2004,12:54:28,13.549,N,62.247,W
8/4/2004,12:56:29,13.546,N,62.259,W
8/4/2004,12:58:28,13.543,N,62.272,W
8/4/2004,13:00:29,13.54,N,62.284,W
8/4/2004,13:02:28,13.537,N,62.296,W
8/4/2004,13:04:29,13.534,N,62.309,W
8/4/2004,13:06:28,13.531,N,62.321,W
8/4/2004,13:08:29,13.528,N,62.334,W
8/4/2004,13:10:29,13.525,N,62.346,W
8/4/2004,13:12:28,13.522,N,62.358,W
8/4/2004,13:14:29,13.519,N,62.371,W
8/4/2004,13:16:28,13.516,N,62.383,W
8/4/2004,13:18:29,13.513,N,62.395,W
8/4/2004,13:20:28,13.51,N,62.407,W
8/4/2004,13:22:29,13.507,N,62.42,W
8/4/2004,13:24:28,13.504,N,62.432,W
8/4/2004,13:26:29,13.501,N,62.444,W
8/4/2004,13:28:28,13.498,N,62.457,W
8/4/2004,13:30:29,13.495,N,62.469,W
8/4/2004,13:32:28,13.491,N,62.481,W
8/4/2004,13:34:29,13.488,N,62.493,W
8/4/2004,13:36:28,13.485,N,62.505,W
8/4/2004,13:38:29,13.482,N,62.518,W
8/4/2004,13:39:02,13.481,N,62.521,W
8/4/2004,13:41:03,13.479,N,62.533,W
8/4/2004,13:43:02,13.476,N,62.546,W
8/4/2004,13:45:03,13.474,N,62.558,W
8/4/2004,13:47:02,13.472,N,62.571,W
8/4/2004,13:49:03,13.469,N,62.583,W
8/4/2004,13:51:02,13.467,N,62.595,W
8/4/2004,13:53:03,13.465,N,62.608,W
8/4/2004,13:55:02,13.463,N,62.62,W
8/4/2004,13:57:02,13.46,N,62.633,W
8/4/2004,13:59:03,13.458,N,62.645,W
8/4/2004,14:01:02,13.456,N,62.657,W
8/4/2004,14:03:03,13.454,N,62.67,W
8/4/2004,14:05:02,13.451,N,62.682,W
8/4/2004,14:07:03,13.449,N,62.694,W
8/4/2004,14:09:02,13.447,N,62.707,W
8/4/2004,14:11:03,13.445,N,62.719,W
8/4/2004,14:13:02,13.443,N,62.731,W
8/4/2004,14:15:03,13.441,N,62.744,W
8/4/2004,14:17:02,13.439,N,62.756,W
8/4/2004,14:19:03,13.436,N,62.768,W
8/4/2004,14:21:02,13.434,N,62.78,W
8/4/2004,14:23:03,13.432,N,62.793,W
8/4/2004,14:25:02,13.43,N,62.805,W
8/4/2004,14:27:02,13.428,N,62.817,W
8/4/2004,14:29:03,13.426,N,62.83,W
8/4/2004,14:31:02,13.424,N,62.842,W
8/4/2004,14:33:03,13.422,N,62.854,W
8/4/2004,14:35:02,13.42,N,62.866,W
8/4/2004,14:37:03,13.418,N,62.879,W
8/4/2004,14:39:02,13.416,N,62.891,W
8/4/2004,14:41:03,13.414,N,62.903,W
8/4/2004,14:43:02,13.412,N,62.915,W
8/4/2004,14:45:03,13.41,N,62.927,W
8/4/2004,14:47:02,13.408,N,62.94,W
8/4/2004,14:49:03,13.406,N,62.952,W
8/4/2004,14:51:02,13.404,N,62.964,W
8/4/2004,14:53:03,13.403,N,62.976,W
8/4/2004,14:55:02,13.401,N,62.988,W
8/4/2004,14:57:02,13.399,N,63,W
8/4/2004,14:59:03,13.397,N,63.013,W
8/4/2004,15:01:02,13.395,N,63.025,W
8/4/2004,15:03:03,13.393,N,63.037,W
8/4/2004,15:05:02,13.392,N,63.049,W
8/4/2004,15:07:03,13.39,N,63.061,W
8/4/2004,15:09:02,13.388,N,63.073,W
8/4/2004,15:11:03,13.386,N,63.085,W
8/4/2004,15:13:02,13.385,N,63.097,W
8/4/2004,15:15:03,13.383,N,63.109,W
8/4/2004,15:17:02,13.381,N,63.121,W
8/4/2004,15:19:03,13.38,N,63.133,W
8/4/2004,15:21:02,13.378,N,63.145,W
8/4/2004,15:23:03,13.376,N,63.158,W
8/4/2004,15:25:02,13.375,N,63.17,W
8/4/2004,15:27:02,13.373,N,63.182,W
8/4/2004,15:29:03,13.372,N,63.194,W
8/4/2004,15:31:02,13.37,N,63.206,W
8/4/2004,15:33:03,13.368,N,63.218,W
8/4/2004,15:35:02,13.367,N,63.23,W
8/4/2004,15:37:03,13.365,N,63.241,W
8/4/2004,15:39:02,13.364,N,63.253,W
8/4/2004,15:41:03,13.363,N,63.265,W
8/4/2004,15:43:02,13.361,N,63.277,W
8/4/2004,15:45:03,13.36,N,63.289,W
8/4/2004,15:47:02,13.358,N,63.301,W
8/4/2004,15:49:03,13.357,N,63.313,W
8/4/2004,15:51:02,13.355,N,63.325,W
8/4/2004,15:53:03,13.354,N,63.337,W
8/4/2004,15:55:02,13.353,N,63.349,W
8/4/2004,15:57:02,13.352,N,63.36,W
8/4/2004,15:59:03,13.35,N,63.372,W
8/4/2004,16:01:02,13.349,N,63.384,W
8/4/2004,16:03:02,13.348,N,63.396,W
8/4/2004,16:05:03,13.347,N,63.408,W
8/4/2004,16:07:03,13.345,N,63.42,W
8/4/2004,16:09:02,13.344,N,63.431,W
8/4/2004,16:11:02,13.343,N,63.443,W
8/4/2004,16:13:03,13.342,N,63.455,W
8/4/2004,16:15:03,13.341,N,63.467,W
8/4/2004,16:17:02,13.34,N,63.478,W
8/4/2004,16:19:02,13.339,N,63.49,W
8/4/2004,16:21:03,13.338,N,63.502,W
8/4/2004,16:23:03,13.337,N,63.514,W
8/4/2004,16:25:02,13.336,N,63.525,W
8/4/2004,16:27:03,13.335,N,63.537,W
8/4/2004,16:29:03,13.334,N,63.549,W
8/4/2004,16:31:02,13.333,N,63.56,W
8/4/2004,16:33:02,13.332,N,63.572,W
8/4/2004,16:35:03,13.331,N,63.584,W
8/4/2004,16:37:03,13.33,N,63.595,W
8/4/2004,16:39:02,13.329,N,63.607,W
8/4/2004,16:41:02,13.328,N,63.618,W
8/4/2004,16:43:03,13.328,N,63.63,W
8/4/2004,16:45:03,13.327,N,63.641,W
8/4/2004,16:47:02,13.326,N,63.653,W
8/4/2004,16:49:02,13.325,N,63.665,W
8/4/2004,16:51:03,13.325,N,63.676,W
8/4/2004,16:53:03,13.324,N,63.688,W
8/4/2004,16:55:02,13.323,N,63.699,W
8/4/2004,16:57:03,13.323,N,63.711,W
8/4/2004,16:59:03,13.322,N,63.722,W
8/4/2004,17:01:02,13.321,N,63.734,W
8/4/2004,17:03:02,13.321,N,63.745,W
8/4/2004,17:05:03,13.32,N,63.756,W
8/4/2004,17:07:03,13.32,N,63.768,W
8/4/2004,17:09:02,13.319,N,63.779,W
8/4/2004,17:11:02,13.319,N,63.791,W
8/4/2004,17:13:03,13.319,N,63.802,W
8/4/2004,17:15:03,13.318,N,63.813,W
8/4/2004,17:17:02,13.318,N,63.825,W
8/4/2004,17:19:02,13.318,N,63.836,W
8/4/2004,17:21:03,13.317,N,63.847,W
8/4/2004,17:23:03,13.317,N,63.859,W
8/4/2004,17:25:02,13.317,N,63.87,W
8/4/2004,17:27:03,13.316,N,63.881,W
8/4/2004,17:29:03,13.316,N,63.892,W
8/4/2004,17:31:02,13.316,N,63.904,W
8/4/2004,17:33:02,13.316,N,63.915,W
8/4/2004,17:35:03,13.316,N,63.926,W
8/4/2004,17:37:03,13.316,N,63.937,W
8/4/2004,17:39:02,13.316,N,63.949,W
8/4/2004,17:41:02,13.316,N,63.96,W
8/4/2004,17:43:03,13.316,N,63.971,W
8/4/2004,17:45:03,13.316,N,63.982,W
8/4/2004,17:47:02,13.316,N,63.993,W
8/4/2004,17:49:02,13.316,N,64.004,W
8/4/2004,17:51:03,13.316,N,64.015,W
8/4/2004,17:53:03,13.316,N,64.026,W
8/4/2004,17:55:02,13.316,N,64.037,W
8/4/2004,17:57:03,13.316,N,64.048,W
8/4/2004,17:59:03,13.317,N,64.059,W
8/4/2004,18:01:02,13.317,N,64.07,W
8/4/2004,18:03:02,13.317,N,64.081,W
8/4/2004,18:05:03,13.318,N,64.092,W
8/4/2004,18:07:03,13.318,N,64.103,W
8/4/2004,18:09:02,13.318,N,64.114,W
8/4/2004,18:11:02,13.319,N,64.125,W
8/4/2004,18:13:03,13.319,N,64.136,W
8/4/2004,18:15:03,13.32,N,64.147,W
8/4/2004,18:17:02,13.32,N,64.158,W
8/4/2004,18:19:02,13.321,N,64.169,W
8/4/2004,18:21:03,13.321,N,64.18,W
8/4/2004,18:23:03,13.322,N,64.19,W
