Track,for,Cristobal,2002,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/7/2002,9:55:02,29.972,N,75.572,W,0
8/7/2002,9:57:02,29.971,N,75.572,W,0
8/7/2002,9:59:02,29.97,N,75.572,W,0
8/7/2002,10:01:03,29.969,N,75.572,W,0
8/7/2002,10:03:03,29.968,N,75.572,W,0
8/7/2002,10:05:03,29.966,N,75.572,W,0
8/7/2002,10:07:03,29.965,N,75.572,W,0
8/7/2002,10:09:02,29.964,N,75.572,W,0
8/7/2002,10:11:02,29.963,N,75.572,W,0
8/7/2002,10:13:02,29.962,N,75.572,W,0
8/7/2002,10:15:02,29.96,N,75.572,W,0
8/7/2002,10:17:03,29.959,N,75.572,W,0
8/7/2002,10:19:03,29.958,N,75.572,W,0
8/7/2002,10:21:03,29.957,N,75.572,W,0
8/7/2002,10:23:03,29.956,N,75.572,W,0
8/7/2002,10:25:02,29.954,N,75.573,W,0
8/7/2002,10:27:02,29.953,N,75.573,W,0
8/7/2002,10:29:02,29.952,N,75.573,W,0
8/7/2002,10:31:03,29.951,N,75.573,W,0
8/7/2002,10:33:03,29.95,N,75.573,W,0
8/7/2002,10:35:03,29.948,N,75.573,W,0
8/7/2002,10:37:03,29.947,N,75.573,W,0
8/7/2002,10:39:02,29.946,N,75.574,W,0
8/7/2002,10:41:02,29.945,N,75.574,W,0
8/7/2002,10:43:02,29.944,N,75.574,W,0
8/7/2002,10:45:02,29.942,N,75.574,W,0
8/7/2002,10:47:03,29.941,N,75.574,W,0
8/7/2002,10:49:03,29.94,N,75.575,W,0
8/7/2002,10:51:03,29.939,N,75.575,W,0
8/7/2002,10:53:03,29.937,N,75.575,W,0
8/7/2002,10:55:02,29.936,N,75.575,W,0
8/7/2002,10:57:02,29.935,N,75.576,W,0
8/7/2002,10:59:02,29.934,N,75.576,W,0
8/7/2002,11:01:03,29.933,N,75.576,W,0
8/7/2002,11:03:03,29.931,N,75.576,W,0
8/7/2002,11:05:03,29.93,N,75.577,W,0
8/7/2002,11:07:03,29.929,N,75.577,W,0
8/7/2002,11:09:02,29.928,N,75.577,W,0
8/7/2002,11:11:02,29.926,N,75.578,W,0
8/7/2002,11:13:02,29.925,N,75.578,W,0
8/7/2002,11:15:02,29.924,N,75.578,W,0
8/7/2002,11:17:03,29.923,N,75.579,W,0
8/7/2002,11:19:03,29.921,N,75.579,W,0
8/7/2002,11:21:03,29.92,N,75.579,W,0
8/7/2002,11:23:03,29.919,N,75.58,W,0
8/7/2002,11:25:02,29.918,N,75.58,W,0
8/7/2002,11:27:02,29.916,N,75.58,W,0
8/7/2002,11:29:02,29.915,N,75.581,W,0
8/7/2002,11:31:03,29.914,N,75.581,W,0
8/7/2002,11:33:03,29.913,N,75.582,W,0
8/7/2002,11:35:03,29.911,N,75.582,W,0
8/7/2002,11:37:03,29.91,N,75.582,W,0
8/7/2002,11:39:02,29.909,N,75.583,W,0
8/7/2002,11:41:02,29.908,N,75.583,W,0
8/7/2002,11:43:02,29.906,N,75.584,W,0
8/7/2002,11:45:02,29.905,N,75.584,W,0
8/7/2002,11:47:03,29.904,N,75.584,W,0
8/7/2002,11:49:03,29.903,N,75.585,W,0
8/7/2002,11:51:03,29.901,N,75.585,W,0
8/7/2002,11:53:03,29.9,N,75.586,W,0
8/7/2002,11:55:02,29.899,N,75.586,W,0
8/7/2002,11:57:02,29.898,N,75.587,W,0
8/7/2002,11:59:02,29.896,N,75.587,W,0
8/7/2002,12:01:03,29.895,N,75.588,W,0
8/7/2002,12:03:03,29.894,N,75.588,W,0
8/7/2002,12:05:03,29.893,N,75.589,W,0
8/7/2002,12:07:03,29.891,N,75.589,W,0
8/7/2002,12:09:02,29.89,N,75.59,W,0
8/7/2002,12:11:02,29.889,N,75.59,W,0
8/7/2002,12:13:02,29.888,N,75.591,W,0
8/7/2002,12:15:02,29.886,N,75.591,W,0
8/7/2002,12:17:03,29.885,N,75.592,W,0
8/7/2002,12:19:03,29.884,N,75.593,W,0
8/7/2002,12:21:03,29.883,N,75.593,W,0
8/7/2002,12:23:03,29.881,N,75.594,W,0
8/7/2002,12:25:02,29.88,N,75.594,W,0
8/7/2002,12:27:02,29.879,N,75.595,W,0
8/7/2002,12:29:02,29.878,N,75.595,W,0
8/7/2002,12:31:03,29.876,N,75.596,W,0
8/7/2002,12:33:03,29.875,N,75.597,W,0
8/7/2002,12:35:03,29.874,N,75.597,W,0
8/7/2002,12:37:03,29.872,N,75.598,W,0
8/7/2002,12:39:02,29.871,N,75.599,W,0
8/7/2002,12:41:02,29.87,N,75.599,W,0
8/7/2002,12:43:02,29.869,N,75.6,W,0
8/7/2002,12:45:02,29.867,N,75.6,W,0
8/7/2002,12:47:03,29.866,N,75.601,W,0
8/7/2002,12:49:03,29.865,N,75.602,W,0
8/7/2002,12:51:03,29.864,N,75.602,W,0
8/7/2002,12:53:03,29.862,N,75.603,W,0
8/7/2002,12:55:02,29.861,N,75.604,W,0
8/7/2002,12:57:02,29.86,N,75.604,W,0
8/7/2002,12:59:02,29.858,N,75.605,W,0
8/7/2002,13:01:03,29.857,N,75.606,W,0
8/7/2002,13:03:03,29.856,N,75.606,W,0
8/7/2002,13:05:03,29.855,N,75.607,W,0
8/7/2002,13:07:03,29.853,N,75.608,W,0
8/7/2002,13:09:02,29.852,N,75.609,W,0
8/7/2002,13:11:02,29.851,N,75.609,W,0
8/7/2002,13:13:02,29.849,N,75.61,W,0
8/7/2002,13:15:02,29.848,N,75.611,W,0
8/7/2002,13:17:03,29.847,N,75.611,W,0
8/7/2002,13:19:03,29.846,N,75.612,W,0
8/7/2002,13:21:03,29.844,N,75.613,W,0
8/7/2002,13:23:03,29.843,N,75.614,W,0
8/7/2002,13:25:02,29.842,N,75.614,W,0
8/7/2002,13:27:02,29.84,N,75.615,W,0
8/7/2002,13:29:02,29.839,N,75.616,W,0
8/7/2002,13:31:03,29.838,N,75.617,W,0
8/7/2002,13:33:03,29.837,N,75.618,W,0
8/7/2002,13:35:03,29.835,N,75.618,W,0
8/7/2002,13:37:03,29.834,N,75.619,W,0
8/7/2002,13:39:02,29.833,N,75.62,W,0
8/7/2002,13:41:02,29.831,N,75.621,W,0
8/7/2002,13:43:02,29.83,N,75.622,W,0
8/7/2002,13:45:02,29.829,N,75.622,W,0
8/7/2002,13:47:03,29.827,N,75.623,W,0
8/7/2002,13:49:03,29.826,N,75.624,W,0
8/7/2002,13:51:03,29.825,N,75.625,W,0
8/7/2002,13:53:03,29.824,N,75.626,W,0
8/7/2002,13:55:02,29.822,N,75.627,W,0
8/7/2002,13:57:02,29.821,N,75.627,W,0
8/7/2002,13:59:02,29.82,N,75.628,W,0
8/7/2002,14:01:03,29.818,N,75.629,W,0
8/7/2002,14:03:03,29.817,N,75.63,W,0
8/7/2002,14:05:03,29.816,N,75.631,W,0
8/7/2002,14:07:03,29.814,N,75.632,W,0
8/7/2002,14:09:02,29.813,N,75.633,W,0
8/7/2002,14:11:02,29.812,N,75.633,W,0
8/7/2002,14:13:02,29.81,N,75.634,W,0
8/7/2002,14:15:02,29.809,N,75.635,W,0
8/7/2002,14:17:03,29.808,N,75.636,W,0
8/7/2002,14:19:03,29.807,N,75.637,W,0
8/7/2002,14:21:03,29.805,N,75.638,W,0
8/7/2002,14:23:03,29.804,N,75.639,W,0
8/7/2002,14:25:02,29.803,N,75.64,W,0
8/7/2002,14:27:02,29.801,N,75.641,W,0
8/7/2002,14:29:02,29.8,N,75.642,W,0
8/7/2002,14:31:03,29.799,N,75.642,W,0
8/7/2002,14:33:03,29.797,N,75.643,W,0
8/7/2002,14:35:03,29.796,N,75.644,W,0
8/7/2002,14:37:03,29.795,N,75.645,W,0
8/7/2002,14:39:02,29.793,N,75.646,W,0
8/7/2002,14:41:02,29.792,N,75.647,W,0
8/7/2002,14:43:02,29.791,N,75.648,W,0
8/7/2002,14:45:02,29.789,N,75.649,W,0
8/7/2002,14:47:03,29.788,N,75.65,W,0
8/7/2002,14:49:03,29.787,N,75.651,W,0
8/7/2002,14:51:03,29.786,N,75.652,W,0
8/7/2002,14:53:03,29.784,N,75.653,W,0
8/7/2002,14:55:02,29.783,N,75.654,W,0
8/7/2002,14:57:02,29.782,N,75.655,W,0
8/7/2002,14:59:02,29.78,N,75.656,W,0
8/7/2002,15:01:03,29.779,N,75.657,W,0
8/7/2002,15:03:03,29.778,N,75.658,W,0
8/7/2002,15:05:03,29.776,N,75.659,W,0
8/7/2002,15:07:03,29.775,N,75.66,W,0
8/7/2002,15:09:02,29.774,N,75.661,W,0
8/7/2002,15:11:02,29.772,N,75.662,W,0
8/7/2002,15:13:02,29.771,N,75.663,W,0
8/7/2002,15:15:02,29.77,N,75.664,W,0
8/7/2002,15:17:03,29.768,N,75.665,W,0
8/7/2002,15:19:03,29.767,N,75.666,W,0
8/7/2002,15:21:03,29.766,N,75.667,W,0
8/7/2002,15:23:03,29.764,N,75.668,W,0
8/7/2002,15:25:02,29.763,N,75.669,W,0
8/7/2002,15:27:02,29.762,N,75.67,W,0
8/7/2002,15:29:02,29.76,N,75.671,W,0
8/7/2002,15:31:03,29.759,N,75.672,W,0
8/7/2002,15:33:03,29.758,N,75.673,W,0
8/7/2002,15:35:03,29.756,N,75.674,W,0
8/7/2002,15:37:03,29.755,N,75.675,W,0
8/7/2002,15:39:02,29.754,N,75.676,W,0
8/7/2002,15:41:02,29.752,N,75.678,W,0
8/7/2002,15:43:02,29.751,N,75.679,W,0
8/7/2002,15:45:02,29.75,N,75.68,W,0
8/7/2002,15:47:03,29.748,N,75.681,W,0
8/7/2002,15:49:03,29.747,N,75.682,W,0
8/7/2002,15:51:03,29.746,N,75.683,W,0
8/7/2002,15:53:03,29.744,N,75.684,W,0
8/7/2002,15:55:02,29.743,N,75.685,W,0
8/7/2002,15:57:02,29.742,N,75.686,W,0
8/7/2002,15:59:02,29.74,N,75.687,W,0
8/7/2002,16:01:03,29.739,N,75.688,W,0
8/7/2002,16:03:03,29.738,N,75.689,W,0
8/7/2002,16:05:03,29.736,N,75.691,W,0
8/7/2002,16:07:03,29.735,N,75.692,W,0
8/7/2002,16:09:02,29.734,N,75.693,W,0
8/7/2002,16:11:02,29.732,N,75.694,W,0
8/7/2002,16:13:02,29.731,N,75.695,W,0
8/7/2002,16:15:02,29.73,N,75.696,W,0
8/7/2002,16:17:03,29.728,N,75.697,W,0
8/7/2002,16:19:03,29.727,N,75.698,W,0
8/7/2002,16:21:03,29.726,N,75.699,W,0
8/7/2002,16:23:03,29.724,N,75.701,W,0
8/7/2002,16:25:02,29.723,N,75.702,W,0
8/7/2002,16:27:02,29.722,N,75.703,W,0
8/7/2002,16:29:02,29.72,N,75.704,W,0
8/7/2002,16:31:03,29.719,N,75.705,W,0
8/7/2002,16:33:03,29.718,N,75.706,W,0
8/7/2002,16:35:03,29.716,N,75.707,W,0
8/7/2002,16:37:03,29.715,N,75.709,W,0
8/7/2002,16:39:02,29.714,N,75.71,W,0
8/7/2002,16:41:02,29.712,N,75.711,W,0
8/7/2002,16:43:02,29.711,N,75.712,W,0
8/7/2002,16:45:02,29.71,N,75.713,W,0
8/7/2002,16:47:03,29.708,N,75.714,W,0
8/7/2002,16:49:03,29.707,N,75.716,W,0
8/7/2002,16:51:03,29.706,N,75.717,W,0
8/7/2002,16:53:03,29.704,N,75.718,W,0
8/7/2002,16:55:02,29.703,N,75.719,W,0
8/7/2002,16:57:02,29.702,N,75.72,W,0
8/7/2002,16:59:02,29.7,N,75.721,W,0
8/7/2002,17:01:03,29.699,N,75.723,W,0
8/7/2002,17:03:03,29.697,N,75.724,W,0
8/7/2002,17:05:03,29.696,N,75.725,W,0
8/7/2002,17:05:15,29.696,N,75.725,W,0
8/7/2002,17:07:15,29.695,N,75.726,W,0
8/7/2002,17:09:15,29.693,N,75.728,W,0
8/7/2002,17:11:15,29.692,N,75.729,W,0
8/7/2002,17:13:14,29.69,N,75.731,W,0
8/7/2002,17:15:14,29.689,N,75.732,W,0
8/7/2002,17:17:14,29.687,N,75.734,W,0
8/7/2002,17:19:15,29.686,N,75.735,W,0
8/7/2002,17:21:15,29.684,N,75.736,W,0
8/7/2002,17:23:15,29.683,N,75.738,W,0
8/7/2002,17:25:15,29.681,N,75.739,W,0
8/7/2002,17:27:14,29.68,N,75.741,W,0
8/7/2002,17:29:14,29.679,N,75.742,W,0
8/7/2002,17:31:14,29.677,N,75.743,W,0
8/7/2002,17:33:14,29.676,N,75.745,W,0
8/7/2002,17:35:15,29.674,N,75.746,W,0
8/7/2002,17:37:15,29.673,N,75.747,W,0
8/7/2002,17:39:15,29.671,N,75.749,W,0
8/7/2002,17:41:15,29.67,N,75.75,W,0
8/7/2002,17:43:14,29.669,N,75.751,W,0
8/7/2002,17:45:14,29.667,N,75.753,W,0
8/7/2002,17:47:14,29.666,N,75.754,W,0
8/7/2002,17:49:15,29.664,N,75.755,W,0
8/7/2002,17:51:15,29.663,N,75.757,W,0
8/7/2002,17:53:15,29.662,N,75.758,W,0
8/7/2002,17:55:15,29.66,N,75.759,W,0
8/7/2002,17:57:14,29.659,N,75.761,W,0
8/7/2002,17:59:14,29.658,N,75.762,W,0
8/7/2002,18:01:14,29.656,N,75.763,W,0
8/7/2002,18:03:14,29.655,N,75.764,W,0
8/7/2002,18:05:15,29.653,N,75.766,W,0
8/7/2002,18:07:15,29.652,N,75.767,W,0
8/7/2002,18:09:15,29.651,N,75.768,W,0
8/7/2002,18:11:15,29.649,N,75.769,W,0
8/7/2002,18:13:14,29.648,N,75.771,W,0
8/7/2002,18:15:14,29.647,N,75.772,W,0
8/7/2002,18:17:14,29.645,N,75.773,W,0
8/7/2002,18:19:15,29.644,N,75.774,W,0
8/7/2002,18:21:15,29.643,N,75.775,W,0
8/7/2002,18:23:15,29.641,N,75.776,W,0
8/7/2002,18:25:15,29.64,N,75.778,W,0
8/7/2002,18:27:14,29.639,N,75.779,W,0
8/7/2002,18:29:14,29.637,N,75.78,W,0
8/7/2002,18:31:14,29.636,N,75.781,W,0
8/7/2002,18:33:14,29.635,N,75.782,W,0
8/7/2002,18:35:15,29.634,N,75.783,W,0
8/7/2002,18:37:15,29.632,N,75.784,W,0
8/7/2002,18:39:15,29.631,N,75.785,W,0
8/7/2002,18:41:15,29.63,N,75.787,W,0
8/7/2002,18:43:14,29.628,N,75.788,W,0
8/7/2002,18:45:14,29.627,N,75.789,W,0
8/7/2002,18:47:14,29.626,N,75.79,W,0
8/7/2002,18:49:15,29.625,N,75.791,W,0
8/7/2002,18:51:15,29.623,N,75.792,W,0
8/7/2002,18:53:15,29.622,N,75.793,W,0
8/7/2002,18:55:15,29.621,N,75.794,W,0
8/7/2002,18:57:14,29.62,N,75.795,W,0
8/7/2002,18:59:14,29.618,N,75.796,W,0
8/7/2002,19:01:14,29.617,N,75.797,W,0
8/7/2002,19:03:14,29.616,N,75.798,W,0
8/7/2002,19:05:15,29.615,N,75.799,W,0
8/7/2002,19:07:15,29.613,N,75.8,W,0
8/7/2002,19:08:04,29.613,N,75.8,W,0
8/7/2002,19:10:04,29.612,N,75.801,W,0
8/7/2002,19:12:03,29.61,N,75.802,W,0
8/7/2002,19:14:03,29.609,N,75.803,W,0
8/7/2002,19:16:03,29.608,N,75.804,W,0
8/7/2002,19:18:03,29.606,N,75.805,W,0
8/7/2002,19:20:04,29.605,N,75.807,W,0
8/7/2002,19:22:04,29.604,N,75.808,W,0
8/7/2002,19:24:04,29.602,N,75.809,W,0
8/7/2002,19:26:03,29.601,N,75.81,W,0
8/7/2002,19:28:03,29.6,N,75.811,W,0
8/7/2002,19:30:03,29.599,N,75.812,W,0
8/7/2002,19:32:03,29.597,N,75.813,W,0
8/7/2002,19:34:04,29.596,N,75.814,W,0
8/7/2002,19:36:04,29.595,N,75.815,W,0
8/7/2002,19:38:04,29.593,N,75.816,W,0
8/7/2002,19:40:04,29.592,N,75.817,W,0
8/7/2002,19:42:03,29.591,N,75.818,W,0
8/7/2002,19:44:03,29.589,N,75.819,W,0
8/7/2002,19:46:03,29.588,N,75.82,W,0
8/7/2002,19:48:03,29.587,N,75.821,W,0
8/7/2002,19:50:04,29.586,N,75.822,W,0
8/7/2002,19:52:04,29.584,N,75.823,W,0
8/7/2002,19:54:04,29.583,N,75.824,W,0
8/7/2002,19:56:03,29.582,N,75.825,W,0
8/7/2002,19:58:03,29.58,N,75.826,W,0
8/7/2002,20:00:03,29.579,N,75.827,W,0
8/7/2002,20:02:03,29.578,N,75.828,W,0
8/7/2002,20:04:04,29.577,N,75.829,W,0
8/7/2002,20:06:04,29.575,N,75.83,W,0
8/7/2002,20:08:04,29.574,N,75.831,W,0
8/7/2002,20:10:04,29.573,N,75.831,W,0
8/7/2002,20:12:03,29.572,N,75.832,W,0
8/7/2002,20:14:03,29.57,N,75.833,W,0
8/7/2002,20:16:03,29.569,N,75.834,W,0
8/7/2002,20:18:03,29.568,N,75.835,W,0
8/7/2002,20:20:04,29.566,N,75.836,W,0
8/7/2002,20:22:04,29.565,N,75.837,W,0
8/7/2002,20:24:04,29.564,N,75.838,W,0
8/7/2002,20:26:03,29.563,N,75.838,W,0
8/7/2002,20:28:03,29.561,N,75.839,W,0
8/7/2002,20:30:03,29.56,N,75.84,W,0
8/7/2002,20:32:03,29.559,N,75.841,W,0
8/7/2002,20:34:04,29.558,N,75.842,W,0
8/7/2002,20:36:04,29.556,N,75.842,W,0
8/7/2002,20:38:04,29.555,N,75.843,W,0
8/7/2002,20:40:04,29.554,N,75.844,W,0
8/7/2002,20:42:03,29.553,N,75.845,W,0
8/7/2002,20:44:03,29.552,N,75.846,W,0
8/7/2002,20:46:03,29.55,N,75.846,W,0
8/7/2002,20:48:03,29.549,N,75.847,W,0
8/7/2002,20:50:04,29.548,N,75.848,W,0
8/7/2002,20:52:04,29.547,N,75.848,W,0
8/7/2002,20:54:04,29.545,N,75.849,W,0
8/7/2002,20:56:03,29.544,N,75.85,W,0
8/7/2002,20:58:03,29.543,N,75.851,W,0
8/7/2002,21:00:03,29.542,N,75.851,W,0
8/7/2002,21:02:03,29.541,N,75.852,W,0
8/7/2002,21:04:04,29.539,N,75.853,W,0
8/7/2002,21:06:04,29.538,N,75.853,W,0
8/7/2002,21:08:04,29.537,N,75.854,W,0
8/7/2002,21:10:04,29.536,N,75.854,W,0
8/7/2002,21:12:03,29.535,N,75.855,W,0
8/7/2002,21:14:03,29.533,N,75.856,W,0
8/7/2002,21:16:03,29.532,N,75.856,W,0
8/7/2002,21:18:03,29.531,N,75.857,W,0
8/7/2002,21:20:04,29.53,N,75.857,W,0
8/7/2002,21:22:04,29.529,N,75.858,W,0
8/7/2002,21:24:04,29.527,N,75.859,W,0
8/7/2002,21:26:03,29.526,N,75.859,W,0
8/7/2002,21:28:03,29.525,N,75.86,W,0
8/7/2002,21:30:03,29.524,N,75.86,W,0
8/7/2002,21:32:03,29.523,N,75.861,W,0
8/7/2002,21:34:04,29.522,N,75.861,W,0
8/7/2002,21:36:04,29.52,N,75.862,W,0
8/7/2002,21:38:04,29.519,N,75.862,W,0
8/7/2002,21:40:04,29.518,N,75.862,W,0
8/7/2002,21:42:03,29.517,N,75.863,W,0
8/7/2002,21:44:03,29.516,N,75.863,W,0
8/7/2002,21:46:03,29.515,N,75.864,W,0
8/7/2002,21:48:03,29.514,N,75.864,W,0
8/7/2002,21:50:04,29.512,N,75.865,W,0
8/7/2002,21:52:04,29.511,N,75.865,W,0
8/7/2002,21:54:04,29.51,N,75.865,W,0
8/7/2002,21:56:03,29.509,N,75.866,W,0
8/7/2002,21:58:03,29.508,N,75.866,W,0
8/7/2002,22:00:03,29.507,N,75.866,W,0
8/7/2002,22:02:03,29.506,N,75.867,W,0
8/7/2002,22:04:04,29.505,N,75.867,W,0
8/7/2002,22:06:04,29.503,N,75.867,W,0
8/7/2002,22:08:04,29.502,N,75.868,W,0
8/7/2002,22:10:04,29.501,N,75.868,W,0
8/7/2002,22:12:03,29.5,N,75.868,W,0
8/7/2002,22:14:03,29.499,N,75.868,W,0
8/7/2002,22:16:03,29.498,N,75.868,W,0
8/7/2002,22:18:03,29.497,N,75.869,W,0
8/7/2002,22:20:04,29.496,N,75.869,W,0
8/7/2002,22:22:04,29.495,N,75.869,W,0
8/7/2002,22:24:04,29.494,N,75.869,W,0
8/7/2002,22:26:03,29.492,N,75.869,W,0
8/7/2002,22:28:03,29.491,N,75.87,W,0
8/7/2002,22:30:03,29.49,N,75.87,W,0
8/7/2002,22:32:03,29.489,N,75.87,W,0
8/7/2002,22:34:04,29.488,N,75.87,W,0
8/7/2002,22:36:04,29.487,N,75.87,W,0
8/7/2002,22:38:04,29.486,N,75.87,W,0
8/7/2002,22:40:04,29.485,N,75.87,W,0
8/7/2002,22:42:03,29.484,N,75.87,W,0
8/7/2002,22:44:03,29.483,N,75.87,W,0
8/7/2002,22:46:03,29.482,N,75.87,W,0
8/7/2002,22:48:03,29.481,N,75.87,W,0
8/7/2002,22:50:04,29.48,N,75.87,W,0
8/7/2002,22:52:04,29.479,N,75.87,W,0
8/7/2002,22:54:04,29.478,N,75.87,W,0
8/7/2002,22:56:03,29.477,N,75.87,W,0
8/7/2002,22:58:03,29.476,N,75.87,W,0
8/7/2002,23:00:03,29.475,N,75.87,W,0
8/7/2002,23:02:03,29.474,N,75.87,W,0
8/7/2002,23:04:04,29.473,N,75.87,W,0
8/7/2002,23:06:04,29.472,N,75.869,W,0
8/7/2002,23:08:04,29.471,N,75.869,W,0
8/7/2002,23:10:04,29.47,N,75.869,W,0
8/7/2002,23:12:03,29.469,N,75.869,W,0
8/7/2002,23:14:03,29.468,N,75.869,W,0
8/7/2002,23:16:03,29.467,N,75.868,W,0
8/7/2002,23:18:03,29.466,N,75.868,W,0
8/7/2002,23:20:04,29.465,N,75.868,W,0
8/7/2002,23:22:04,29.464,N,75.868,W,0
8/7/2002,23:24:04,29.463,N,75.867,W,0
8/7/2002,23:26:03,29.462,N,75.867,W,0
8/7/2002,23:28:03,29.461,N,75.867,W,0
8/7/2002,23:30:03,29.46,N,75.866,W,0
8/7/2002,23:32:03,29.459,N,75.866,W,0
8/7/2002,23:34:04,29.458,N,75.866,W,0
8/7/2002,23:36:04,29.457,N,75.865,W,0
8/7/2002,23:38:04,29.456,N,75.865,W,0
8/7/2002,23:40:04,29.455,N,75.865,W,0
8/7/2002,23:42:03,29.454,N,75.864,W,0
8/7/2002,23:44:03,29.454,N,75.864,W,0
8/7/2002,23:46:03,29.453,N,75.863,W,0
8/7/2002,23:48:03,29.452,N,75.863,W,0
8/7/2002,23:50:04,29.451,N,75.862,W,0
8/7/2002,23:52:04,29.45,N,75.862,W,0
8/7/2002,23:54:04,29.449,N,75.861,W,0
8/7/2002,23:56:03,29.448,N,75.86,W,0
8/7/2002,23:58:03,29.447,N,75.86,W,0
8/8/2002,0:00:03,29.446,N,75.859,W,0
8/8/2002,0:02:03,29.446,N,75.859,W,0
8/8/2002,0:04:04,29.445,N,75.858,W,0
8/8/2002,0:06:04,29.444,N,75.857,W,0
8/8/2002,0:08:04,29.443,N,75.857,W,0
8/8/2002,0:10:04,29.442,N,75.856,W,0
8/8/2002,0:12:03,29.441,N,75.855,W,0
8/8/2002,0:14:03,29.44,N,75.855,W,0
8/8/2002,0:16:03,29.44,N,75.854,W,0
8/8/2002,0:18:03,29.439,N,75.853,W,0
8/8/2002,0:20:04,29.438,N,75.852,W,0
8/8/2002,0:22:04,29.437,N,75.851,W,0
8/8/2002,0:24:04,29.436,N,75.851,W,0
8/8/2002,0:26:03,29.435,N,75.85,W,0
8/8/2002,0:28:03,29.435,N,75.849,W,0
8/8/2002,0:30:03,29.434,N,75.848,W,0
8/8/2002,0:32:03,29.433,N,75.847,W,0
8/8/2002,0:34:04,29.432,N,75.846,W,0
8/8/2002,0:36:04,29.431,N,75.845,W,0
8/8/2002,0:38:04,29.431,N,75.844,W,0
8/8/2002,0:40:04,29.43,N,75.843,W,0
8/8/2002,0:42:03,29.429,N,75.842,W,0
8/8/2002,0:44:03,29.428,N,75.841,W,0
8/8/2002,0:46:03,29.427,N,75.84,W,0
8/8/2002,0:48:03,29.427,N,75.839,W,0
8/8/2002,0:50:04,29.426,N,75.838,W,0
8/8/2002,0:52:04,29.425,N,75.837,W,0
8/8/2002,0:54:04,29.424,N,75.836,W,0
8/8/2002,0:56:03,29.424,N,75.835,W,0
8/8/2002,0:58:03,29.423,N,75.834,W,0
8/8/2002,1:00:03,29.422,N,75.832,W,0
8/8/2002,1:02:03,29.422,N,75.831,W,0
8/8/2002,1:04:04,29.421,N,75.83,W,0
8/8/2002,1:06:04,29.42,N,75.829,W,0
8/8/2002,1:08:04,29.419,N,75.827,W,0
8/8/2002,1:10:04,29.419,N,75.826,W,0
8/8/2002,1:12:03,29.418,N,75.825,W,0
8/8/2002,1:14:03,29.417,N,75.824,W,0
8/8/2002,1:16:03,29.417,N,75.822,W,0
8/8/2002,1:18:03,29.416,N,75.821,W,0
8/8/2002,1:20:04,29.415,N,75.819,W,0
8/8/2002,1:22:04,29.415,N,75.818,W,0
8/8/2002,1:24:04,29.414,N,75.817,W,0
8/8/2002,1:26:03,29.413,N,75.815,W,0
8/8/2002,1:28:03,29.413,N,75.814,W,0
8/8/2002,1:30:03,29.412,N,75.812,W,0
8/8/2002,1:32:03,29.411,N,75.811,W,0
8/8/2002,1:34:04,29.411,N,75.809,W,0
8/8/2002,1:36:04,29.41,N,75.807,W,0
8/8/2002,1:38:04,29.409,N,75.806,W,0
8/8/2002,1:40:04,29.409,N,75.804,W,0
8/8/2002,1:42:03,29.408,N,75.803,W,0
8/8/2002,1:44:03,29.408,N,75.801,W,0
8/8/2002,1:46:03,29.407,N,75.799,W,0
8/8/2002,1:48:03,29.407,N,75.798,W,0
8/8/2002,1:50:04,29.406,N,75.796,W,0
8/8/2002,1:52:04,29.405,N,75.794,W,0
8/8/2002,1:54:04,29.405,N,75.792,W,0
8/8/2002,1:56:03,29.404,N,75.791,W,0
8/8/2002,1:58:03,29.404,N,75.789,W,0
8/8/2002,2:00:03,29.403,N,75.787,W,0
8/8/2002,2:02:03,29.403,N,75.785,W,0
8/8/2002,2:04:04,29.402,N,75.783,W,0
8/8/2002,2:06:04,29.402,N,75.781,W,0
8/8/2002,2:08:04,29.401,N,75.779,W,0
8/8/2002,2:10:04,29.401,N,75.777,W,0
8/8/2002,2:12:03,29.4,N,75.775,W,0
8/8/2002,2:14:03,29.4,N,75.773,W,0
8/8/2002,2:16:03,29.399,N,75.771,W,0
8/8/2002,2:18:03,29.399,N,75.769,W,0
8/8/2002,2:20:04,29.398,N,75.767,W,0
8/8/2002,2:22:04,29.398,N,75.765,W,0
8/8/2002,2:24:04,29.397,N,75.763,W,0
8/8/2002,2:26:03,29.397,N,75.761,W,0
8/8/2002,2:28:03,29.397,N,75.759,W,0
8/8/2002,2:30:03,29.396,N,75.757,W,0
8/8/2002,2:32:03,29.396,N,75.754,W,0
8/8/2002,2:34:04,29.395,N,75.752,W,0
8/8/2002,2:36:04,29.395,N,75.75,W,0
8/8/2002,2:38:04,29.395,N,75.748,W,0
8/8/2002,2:40:04,29.394,N,75.745,W,0
8/8/2002,2:42:03,29.394,N,75.743,W,0
8/8/2002,2:44:03,29.393,N,75.741,W,0
8/8/2002,2:46:03,29.393,N,75.738,W,0
8/8/2002,2:48:03,29.393,N,75.736,W,0
8/8/2002,2:50:04,29.392,N,75.734,W,0
8/8/2002,2:52:04,29.392,N,75.731,W,0
8/8/2002,2:54:04,29.392,N,75.729,W,0
8/8/2002,2:56:03,29.392,N,75.726,W,0
8/8/2002,2:58:03,29.391,N,75.724,W,0
8/8/2002,3:00:03,29.391,N,75.721,W,0
