Track,for,Kyle,2008,,
9/24/2008,15:59:22,20.648,N,69.573,W
9/24/2008,16:01:21,20.651,N,69.571,W
9/24/2008,16:03:21,20.653,N,69.57,W
9/24/2008,16:05:21,20.656,N,69.568,W
9/24/2008,16:07:21,20.659,N,69.567,W
9/24/2008,16:09:22,20.661,N,69.565,W
9/24/2008,16:11:22,20.664,N,69.564,W
9/24/2008,16:13:22,20.667,N,69.562,W
9/24/2008,16:15:22,20.67,N,69.561,W
9/24/2008,16:17:21,20.672,N,69.559,W
9/24/2008,16:19:21,20.675,N,69.558,W
9/24/2008,16:21:21,20.678,N,69.556,W
9/24/2008,16:23:22,20.68,N,69.555,W
9/24/2008,16:25:22,20.683,N,69.553,W
9/24/2008,16:27:22,20.686,N,69.552,W
9/24/2008,16:29:22,20.689,N,69.55,W
9/24/2008,16:31:21,20.691,N,69.549,W
9/24/2008,16:33:21,20.694,N,69.548,W
9/24/2008,16:35:21,20.697,N,69.546,W
9/24/2008,16:37:21,20.699,N,69.545,W
9/24/2008,16:39:22,20.702,N,69.543,W
9/24/2008,16:41:22,20.705,N,69.542,W
9/24/2008,16:43:22,20.707,N,69.54,W
9/24/2008,16:45:22,20.71,N,69.539,W
9/24/2008,16:47:21,20.713,N,69.537,W
9/24/2008,16:49:21,20.716,N,69.536,W
9/24/2008,16:51:21,20.718,N,69.534,W
9/24/2008,16:53:22,20.721,N,69.533,W
9/24/2008,16:55:22,20.724,N,69.531,W
9/24/2008,16:57:22,20.726,N,69.53,W
9/24/2008,16:59:22,20.729,N,69.528,W
9/24/2008,17:01:21,20.732,N,69.527,W
9/24/2008,17:03:21,20.735,N,69.525,W
9/24/2008,17:05:21,20.737,N,69.524,W
9/24/2008,17:07:21,20.74,N,69.523,W
9/24/2008,17:09:22,20.743,N,69.521,W
9/24/2008,17:11:22,20.745,N,69.52,W
9/24/2008,17:13:22,20.748,N,69.518,W
9/24/2008,17:15:22,20.751,N,69.517,W
9/24/2008,17:17:21,20.753,N,69.515,W
9/24/2008,17:19:21,20.756,N,69.514,W
9/24/2008,17:21:21,20.759,N,69.512,W
9/24/2008,17:23:22,20.761,N,69.511,W
9/24/2008,17:25:22,20.764,N,69.509,W
9/24/2008,17:27:22,20.767,N,69.508,W
9/24/2008,17:29:22,20.77,N,69.506,W
9/24/2008,17:31:21,20.772,N,69.505,W
9/24/2008,17:33:21,20.775,N,69.503,W
9/24/2008,17:35:21,20.778,N,69.502,W
9/24/2008,17:37:21,20.78,N,69.501,W
9/24/2008,17:39:22,20.783,N,69.499,W
9/24/2008,17:41:22,20.786,N,69.498,W
9/24/2008,17:43:22,20.788,N,69.496,W
9/24/2008,17:45:22,20.791,N,69.495,W
9/24/2008,17:47:21,20.794,N,69.493,W
9/24/2008,17:49:21,20.796,N,69.492,W
9/24/2008,17:51:21,20.799,N,69.49,W
9/24/2008,17:53:22,20.802,N,69.489,W
9/24/2008,17:55:22,20.805,N,69.487,W
9/24/2008,17:57:22,20.807,N,69.486,W
9/24/2008,17:59:22,20.81,N,69.484,W
9/24/2008,18:01:21,20.813,N,69.483,W
9/24/2008,18:03:21,20.815,N,69.481,W
9/24/2008,18:05:21,20.818,N,69.48,W
9/24/2008,18:07:21,20.821,N,69.479,W
9/24/2008,18:09:22,20.823,N,69.477,W
9/24/2008,18:11:22,20.826,N,69.476,W
9/24/2008,18:13:22,20.829,N,69.474,W
9/24/2008,18:15:22,20.831,N,69.473,W
9/24/2008,18:17:21,20.834,N,69.471,W
9/24/2008,18:19:21,20.837,N,69.47,W
9/24/2008,18:21:21,20.839,N,69.468,W
9/24/2008,18:23:22,20.842,N,69.467,W
9/24/2008,18:25:22,20.845,N,69.465,W
9/24/2008,18:27:22,20.847,N,69.464,W
9/24/2008,18:29:22,20.85,N,69.462,W
9/24/2008,18:30:00,20.851,N,69.462,W
9/24/2008,18:31:59,20.857,N,69.457,W
9/24/2008,18:33:59,20.863,N,69.451,W
9/24/2008,18:35:59,20.869,N,69.446,W
9/24/2008,18:38:00,20.875,N,69.441,W
9/24/2008,18:40:00,20.881,N,69.435,W
9/24/2008,18:42:00,20.887,N,69.43,W
9/24/2008,18:44:00,20.893,N,69.425,W
9/24/2008,18:45:59,20.899,N,69.42,W
9/24/2008,18:47:59,20.905,N,69.414,W
9/24/2008,18:49:59,20.911,N,69.409,W
9/24/2008,18:51:59,20.917,N,69.404,W
9/24/2008,18:54:00,20.923,N,69.398,W
9/24/2008,18:56:00,20.929,N,69.393,W
9/24/2008,18:58:00,20.935,N,69.388,W
9/24/2008,19:00:00,20.941,N,69.383,W
9/24/2008,19:01:59,20.947,N,69.378,W
9/24/2008,19:03:59,20.953,N,69.372,W
9/24/2008,19:05:59,20.958,N,69.367,W
9/24/2008,19:08:00,20.964,N,69.362,W
9/24/2008,19:10:00,20.97,N,69.357,W
9/24/2008,19:12:00,20.976,N,69.352,W
9/24/2008,19:14:00,20.982,N,69.347,W
9/24/2008,19:15:59,20.987,N,69.342,W
9/24/2008,19:17:59,20.993,N,69.337,W
9/24/2008,19:19:59,20.999,N,69.332,W
9/24/2008,19:21:59,21.005,N,69.327,W
9/24/2008,19:24:00,21.01,N,69.322,W
9/24/2008,19:26:00,21.016,N,69.317,W
9/24/2008,19:28:00,21.021,N,69.312,W
9/24/2008,19:30:00,21.027,N,69.308,W
9/24/2008,19:31:59,21.033,N,69.303,W
9/24/2008,19:33:59,21.038,N,69.298,W
9/24/2008,19:35:59,21.043,N,69.293,W
9/24/2008,19:38:00,21.049,N,69.289,W
9/24/2008,19:40:00,21.054,N,69.284,W
9/24/2008,19:42:00,21.06,N,69.28,W
9/24/2008,19:44:00,21.065,N,69.275,W
9/24/2008,19:45:59,21.07,N,69.271,W
9/24/2008,19:47:59,21.075,N,69.266,W
9/24/2008,19:49:59,21.08,N,69.262,W
9/24/2008,19:51:59,21.085,N,69.258,W
9/24/2008,19:54:00,21.091,N,69.254,W
9/24/2008,19:56:00,21.096,N,69.25,W
9/24/2008,19:58:00,21.101,N,69.245,W
9/24/2008,20:00:00,21.105,N,69.241,W
9/24/2008,20:01:59,21.11,N,69.237,W
9/24/2008,20:03:59,21.115,N,69.234,W
9/24/2008,20:05:59,21.12,N,69.23,W
9/24/2008,20:08:00,21.124,N,69.226,W
9/24/2008,20:10:00,21.129,N,69.222,W
9/24/2008,20:12:00,21.134,N,69.219,W
9/24/2008,20:14:00,21.138,N,69.215,W
9/24/2008,20:15:59,21.143,N,69.211,W
9/24/2008,20:17:59,21.147,N,69.208,W
9/24/2008,20:19:59,21.151,N,69.205,W
9/24/2008,20:21:59,21.155,N,69.201,W
9/24/2008,20:24:00,21.16,N,69.198,W
9/24/2008,20:26:00,21.164,N,69.195,W
9/24/2008,20:28:00,21.168,N,69.192,W
9/24/2008,20:30:00,21.172,N,69.189,W
9/24/2008,20:31:59,21.176,N,69.186,W
9/24/2008,20:33:59,21.179,N,69.183,W
9/24/2008,20:35:59,21.183,N,69.181,W
9/24/2008,20:38:00,21.187,N,69.178,W
9/24/2008,20:40:00,21.19,N,69.176,W
9/24/2008,20:42:00,21.194,N,69.173,W
9/24/2008,20:44:00,21.197,N,69.171,W
9/24/2008,20:45:59,21.201,N,69.169,W
9/24/2008,20:47:59,21.204,N,69.166,W
9/24/2008,20:49:59,21.207,N,69.164,W
9/24/2008,20:51:59,21.21,N,69.162,W
9/24/2008,20:54:00,21.213,N,69.16,W
9/24/2008,20:56:00,21.216,N,69.158,W
9/24/2008,20:58:00,21.219,N,69.157,W
9/24/2008,21:00:00,21.222,N,69.155,W
9/24/2008,21:01:59,21.225,N,69.153,W
9/24/2008,21:03:59,21.228,N,69.152,W
9/24/2008,21:05:59,21.23,N,69.15,W
9/24/2008,21:08:00,21.233,N,69.149,W
9/24/2008,21:10:00,21.236,N,69.147,W
9/24/2008,21:12:00,21.238,N,69.146,W
9/24/2008,21:14:00,21.241,N,69.145,W
9/24/2008,21:15:59,21.243,N,69.144,W
9/24/2008,21:17:59,21.245,N,69.143,W
9/24/2008,21:19:59,21.247,N,69.142,W
9/24/2008,21:21:59,21.25,N,69.141,W
9/24/2008,21:24:00,21.252,N,69.14,W
9/24/2008,21:26:00,21.254,N,69.139,W
9/24/2008,21:28:00,21.256,N,69.138,W
9/24/2008,21:30:00,21.258,N,69.138,W
9/24/2008,21:31:59,21.26,N,69.137,W
9/24/2008,21:33:59,21.262,N,69.137,W
9/24/2008,21:35:59,21.263,N,69.136,W
9/24/2008,21:38:00,21.265,N,69.136,W
9/24/2008,21:40:00,21.267,N,69.135,W
9/24/2008,21:42:00,21.268,N,69.135,W
9/24/2008,21:44:00,21.27,N,69.135,W
9/24/2008,21:45:59,21.272,N,69.135,W
9/24/2008,21:47:59,21.273,N,69.135,W
9/24/2008,21:49:59,21.274,N,69.135,W
9/24/2008,21:51:59,21.276,N,69.135,W
9/24/2008,21:54:00,21.277,N,69.135,W
9/24/2008,21:56:00,21.278,N,69.135,W
9/24/2008,21:58:00,21.28,N,69.135,W
9/24/2008,22:00:00,21.281,N,69.135,W
9/24/2008,22:01:59,21.282,N,69.135,W
9/24/2008,22:03:59,21.283,N,69.136,W
9/24/2008,22:05:59,21.284,N,69.136,W
9/24/2008,22:08:00,21.285,N,69.137,W
9/24/2008,22:10:00,21.286,N,69.137,W
9/24/2008,22:12:00,21.287,N,69.138,W
9/24/2008,22:14:00,21.288,N,69.138,W
9/24/2008,22:15:59,21.289,N,69.139,W
9/24/2008,22:17:59,21.29,N,69.139,W
9/24/2008,22:19:59,21.29,N,69.14,W
9/24/2008,22:21:59,21.291,N,69.141,W
9/24/2008,22:24:00,21.292,N,69.142,W
9/24/2008,22:26:00,21.292,N,69.143,W
9/24/2008,22:28:00,21.293,N,69.144,W
9/24/2008,22:30:00,21.294,N,69.144,W
9/24/2008,22:31:59,21.294,N,69.145,W
9/24/2008,22:33:59,21.295,N,69.146,W
9/24/2008,22:35:59,21.295,N,69.148,W
9/24/2008,22:38:00,21.295,N,69.149,W
9/24/2008,22:40:00,21.296,N,69.15,W
9/24/2008,22:42:00,21.296,N,69.151,W
9/24/2008,22:44:00,21.296,N,69.152,W
9/24/2008,22:45:59,21.297,N,69.153,W
9/24/2008,22:47:59,21.297,N,69.155,W
9/24/2008,22:49:59,21.297,N,69.156,W
9/24/2008,22:51:59,21.297,N,69.157,W
9/24/2008,22:54:00,21.298,N,69.159,W
9/24/2008,22:56:00,21.298,N,69.16,W
9/24/2008,22:58:00,21.298,N,69.162,W
9/24/2008,23:00:00,21.298,N,69.163,W
9/24/2008,23:01:59,21.298,N,69.165,W
9/24/2008,23:03:59,21.298,N,69.166,W
9/24/2008,23:05:59,21.298,N,69.168,W
9/24/2008,23:08:00,21.298,N,69.169,W
9/24/2008,23:10:00,21.298,N,69.171,W
9/24/2008,23:12:00,21.298,N,69.173,W
9/24/2008,23:14:00,21.298,N,69.174,W
9/24/2008,23:15:59,21.298,N,69.176,W
9/24/2008,23:17:59,21.298,N,69.178,W
9/24/2008,23:19:59,21.298,N,69.18,W
9/24/2008,23:21:59,21.297,N,69.181,W
9/24/2008,23:24:00,21.297,N,69.183,W
9/24/2008,23:26:00,21.297,N,69.185,W
9/24/2008,23:28:00,21.297,N,69.187,W
9/24/2008,23:30:00,21.296,N,69.189,W
9/24/2008,23:31:59,21.296,N,69.191,W
9/24/2008,23:33:59,21.296,N,69.192,W
9/24/2008,23:35:59,21.296,N,69.194,W
9/24/2008,23:38:00,21.295,N,69.196,W
9/24/2008,23:40:00,21.295,N,69.198,W
9/24/2008,23:42:00,21.295,N,69.2,W
9/24/2008,23:44:00,21.294,N,69.202,W
9/24/2008,23:45:59,21.294,N,69.204,W
9/24/2008,23:47:59,21.294,N,69.206,W
9/24/2008,23:49:59,21.293,N,69.208,W
9/24/2008,23:51:59,21.293,N,69.21,W
9/24/2008,23:54:00,21.293,N,69.212,W
9/24/2008,23:56:00,21.292,N,69.214,W
9/24/2008,23:58:00,21.292,N,69.216,W
9/25/2008,0:00:00,21.291,N,69.218,W
9/25/2008,0:01:26,21.291,N,69.22,W
9/25/2008,0:03:26,21.291,N,69.222,W
9/25/2008,0:05:26,21.29,N,69.224,W
9/25/2008,0:07:27,21.29,N,69.226,W
9/25/2008,0:09:27,21.29,N,69.228,W
9/25/2008,0:11:27,21.289,N,69.23,W
9/25/2008,0:13:27,21.289,N,69.232,W
9/25/2008,0:15:26,21.288,N,69.234,W
9/25/2008,0:17:26,21.288,N,69.237,W
9/25/2008,0:19:26,21.287,N,69.239,W
9/25/2008,0:19:36,21.287,N,69.239,W
9/25/2008,0:21:36,21.287,N,69.241,W
9/25/2008,0:23:36,21.286,N,69.243,W
9/25/2008,0:25:35,21.286,N,69.245,W
9/25/2008,0:27:35,21.285,N,69.247,W
9/25/2008,0:29:35,21.285,N,69.249,W
9/25/2008,0:31:36,21.285,N,69.251,W
9/25/2008,0:33:36,21.284,N,69.253,W
9/25/2008,0:35:36,21.284,N,69.255,W
9/25/2008,0:37:36,21.283,N,69.257,W
9/25/2008,0:39:35,21.283,N,69.259,W
9/25/2008,0:41:35,21.283,N,69.261,W
9/25/2008,0:43:35,21.282,N,69.263,W
9/25/2008,0:45:35,21.282,N,69.265,W
9/25/2008,0:47:36,21.282,N,69.267,W
9/25/2008,0:49:36,21.282,N,69.269,W
9/25/2008,0:51:36,21.281,N,69.271,W
9/25/2008,0:53:36,21.281,N,69.273,W
9/25/2008,0:55:35,21.281,N,69.275,W
9/25/2008,0:57:35,21.281,N,69.277,W
9/25/2008,0:59:35,21.28,N,69.279,W
9/25/2008,1:01:36,21.28,N,69.281,W
9/25/2008,1:03:36,21.28,N,69.282,W
9/25/2008,1:05:36,21.28,N,69.284,W
9/25/2008,1:07:36,21.28,N,69.286,W
9/25/2008,1:09:35,21.28,N,69.288,W
9/25/2008,1:11:35,21.28,N,69.29,W
9/25/2008,1:13:35,21.28,N,69.291,W
9/25/2008,1:15:35,21.28,N,69.293,W
9/25/2008,1:17:36,21.28,N,69.295,W
9/25/2008,1:19:36,21.28,N,69.297,W
9/25/2008,1:21:36,21.28,N,69.298,W
9/25/2008,1:23:36,21.28,N,69.3,W
9/25/2008,1:25:35,21.28,N,69.301,W
9/25/2008,1:27:35,21.28,N,69.303,W
9/25/2008,1:29:35,21.28,N,69.305,W
9/25/2008,1:31:36,21.28,N,69.306,W
9/25/2008,1:33:36,21.28,N,69.308,W
9/25/2008,1:35:36,21.281,N,69.309,W
9/25/2008,1:37:36,21.281,N,69.311,W
9/25/2008,1:39:35,21.281,N,69.312,W
9/25/2008,1:41:35,21.281,N,69.313,W
9/25/2008,1:43:35,21.282,N,69.315,W
9/25/2008,1:45:35,21.282,N,69.316,W
9/25/2008,1:47:36,21.283,N,69.318,W
9/25/2008,1:49:36,21.283,N,69.319,W
9/25/2008,1:51:36,21.283,N,69.32,W
9/25/2008,1:53:36,21.284,N,69.321,W
9/25/2008,1:55:35,21.284,N,69.323,W
9/25/2008,1:57:35,21.285,N,69.324,W
9/25/2008,1:59:35,21.286,N,69.325,W
9/25/2008,2:01:36,21.286,N,69.326,W
9/25/2008,2:03:36,21.287,N,69.327,W
9/25/2008,2:05:36,21.288,N,69.328,W
9/25/2008,2:07:36,21.288,N,69.329,W
9/25/2008,2:09:35,21.289,N,69.33,W
9/25/2008,2:11:35,21.29,N,69.331,W
9/25/2008,2:13:35,21.291,N,69.332,W
9/25/2008,2:15:35,21.292,N,69.333,W
9/25/2008,2:17:36,21.293,N,69.334,W
9/25/2008,2:19:36,21.294,N,69.334,W
9/25/2008,2:21:36,21.295,N,69.335,W
9/25/2008,2:23:36,21.296,N,69.336,W
9/25/2008,2:25:35,21.297,N,69.337,W
9/25/2008,2:27:35,21.298,N,69.337,W
9/25/2008,2:29:35,21.3,N,69.338,W
9/25/2008,2:31:36,21.301,N,69.338,W
9/25/2008,2:33:36,21.302,N,69.339,W
9/25/2008,2:35:36,21.304,N,69.339,W
9/25/2008,2:37:36,21.305,N,69.34,W
9/25/2008,2:39:35,21.306,N,69.34,W
9/25/2008,2:41:35,21.308,N,69.34,W
9/25/2008,2:43:35,21.309,N,69.341,W
9/25/2008,2:45:35,21.311,N,69.341,W
9/25/2008,2:47:36,21.313,N,69.341,W
9/25/2008,2:49:36,21.314,N,69.341,W
9/25/2008,2:51:36,21.316,N,69.341,W
9/25/2008,2:53:36,21.318,N,69.341,W
9/25/2008,2:55:35,21.32,N,69.341,W
9/25/2008,2:57:35,21.322,N,69.341,W
9/25/2008,2:59:35,21.324,N,69.341,W
9/25/2008,3:01:36,21.326,N,69.341,W
9/25/2008,3:03:36,21.328,N,69.341,W
9/25/2008,3:05:36,21.33,N,69.341,W
9/25/2008,3:07:36,21.332,N,69.34,W
9/25/2008,3:09:35,21.335,N,69.34,W
9/25/2008,3:11:35,21.337,N,69.34,W
9/25/2008,3:13:35,21.339,N,69.339,W
9/25/2008,3:15:35,21.342,N,69.339,W
9/25/2008,3:17:36,21.344,N,69.338,W
9/25/2008,3:19:36,21.347,N,69.338,W
9/25/2008,3:21:36,21.349,N,69.337,W
9/25/2008,3:23:36,21.352,N,69.336,W
9/25/2008,3:25:35,21.355,N,69.335,W
9/25/2008,3:27:35,21.358,N,69.335,W
9/25/2008,3:29:35,21.36,N,69.334,W
9/25/2008,3:31:36,21.363,N,69.333,W
9/25/2008,3:33:36,21.366,N,69.332,W
9/25/2008,3:35:36,21.369,N,69.331,W
9/25/2008,3:37:36,21.373,N,69.33,W
9/25/2008,3:39:35,21.376,N,69.328,W
9/25/2008,3:41:35,21.379,N,69.327,W
9/25/2008,3:43:35,21.382,N,69.326,W
9/25/2008,3:45:35,21.386,N,69.324,W
9/25/2008,3:47:36,21.389,N,69.323,W
9/25/2008,3:49:36,21.393,N,69.321,W
9/25/2008,3:51:36,21.396,N,69.32,W
9/25/2008,3:53:36,21.4,N,69.318,W
9/25/2008,3:55:35,21.404,N,69.317,W
9/25/2008,3:57:35,21.408,N,69.315,W
9/25/2008,3:59:35,21.412,N,69.313,W
9/25/2008,4:01:36,21.416,N,69.311,W
9/25/2008,4:03:36,21.42,N,69.309,W
9/25/2008,4:05:36,21.424,N,69.307,W
9/25/2008,4:07:36,21.428,N,69.305,W
9/25/2008,4:09:35,21.432,N,69.303,W
9/25/2008,4:11:35,21.436,N,69.301,W
9/25/2008,4:13:35,21.441,N,69.298,W
9/25/2008,4:15:35,21.445,N,69.296,W
9/25/2008,4:17:36,21.45,N,69.294,W
9/25/2008,4:19:36,21.454,N,69.291,W
9/25/2008,4:21:36,21.459,N,69.289,W
9/25/2008,4:23:36,21.463,N,69.286,W
9/25/2008,4:25:35,21.468,N,69.284,W
9/25/2008,4:27:35,21.473,N,69.281,W
9/25/2008,4:29:35,21.478,N,69.278,W
9/25/2008,4:31:36,21.483,N,69.276,W
9/25/2008,4:33:36,21.488,N,69.273,W
9/25/2008,4:35:36,21.493,N,69.27,W
9/25/2008,4:37:36,21.498,N,69.267,W
9/25/2008,4:39:35,21.503,N,69.264,W
9/25/2008,4:41:35,21.508,N,69.261,W
9/25/2008,4:43:35,21.513,N,69.258,W
9/25/2008,4:45:35,21.518,N,69.255,W
9/25/2008,4:47:36,21.523,N,69.252,W
9/25/2008,4:49:36,21.529,N,69.249,W
9/25/2008,4:51:36,21.534,N,69.245,W
9/25/2008,4:53:36,21.539,N,69.242,W
9/25/2008,4:55:35,21.545,N,69.239,W
9/25/2008,4:57:35,21.55,N,69.235,W
9/25/2008,4:59:35,21.556,N,69.232,W
9/25/2008,5:01:36,21.561,N,69.229,W
9/25/2008,5:03:36,21.567,N,69.225,W
9/25/2008,5:05:36,21.572,N,69.222,W
9/25/2008,5:07:36,21.578,N,69.218,W
9/25/2008,5:09:35,21.584,N,69.214,W
9/25/2008,5:11:35,21.589,N,69.211,W
9/25/2008,5:13:35,21.595,N,69.207,W
9/25/2008,5:15:35,21.601,N,69.203,W
9/25/2008,5:17:36,21.607,N,69.2,W
9/25/2008,5:19:36,21.612,N,69.196,W
9/25/2008,5:21:36,21.618,N,69.192,W
9/25/2008,5:23:36,21.624,N,69.188,W
9/25/2008,5:25:35,21.63,N,69.184,W
9/25/2008,5:27:35,21.636,N,69.18,W
9/25/2008,5:29:35,21.642,N,69.176,W
9/25/2008,5:31:36,21.648,N,69.172,W
9/25/2008,5:33:36,21.654,N,69.168,W
9/25/2008,5:35:36,21.66,N,69.164,W
9/25/2008,5:37:36,21.666,N,69.16,W
9/25/2008,5:39:35,21.671,N,69.156,W
9/25/2008,5:41:35,21.677,N,69.152,W
9/25/2008,5:43:35,21.683,N,69.148,W
9/25/2008,5:45:35,21.689,N,69.144,W
9/25/2008,5:47:36,21.696,N,69.139,W
9/25/2008,5:49:36,21.702,N,69.135,W
9/25/2008,5:51:36,21.708,N,69.131,W
9/25/2008,5:53:36,21.714,N,69.127,W
9/25/2008,5:55:35,21.72,N,69.122,W
9/25/2008,5:57:35,21.726,N,69.118,W
9/25/2008,5:59:35,21.732,N,69.114,W
9/25/2008,6:01:36,21.738,N,69.109,W
9/25/2008,6:03:36,21.744,N,69.105,W
9/25/2008,6:05:36,21.75,N,69.101,W
9/25/2008,6:07:36,21.756,N,69.096,W
9/25/2008,6:09:35,21.762,N,69.092,W
9/25/2008,6:11:35,21.768,N,69.087,W
9/25/2008,6:13:35,21.774,N,69.083,W
9/25/2008,6:15:35,21.78,N,69.078,W
9/25/2008,6:17:36,21.786,N,69.074,W
9/25/2008,6:19:36,21.792,N,69.069,W
9/25/2008,6:21:36,21.798,N,69.065,W
9/25/2008,6:23:36,21.804,N,69.06,W
9/25/2008,6:25:35,21.81,N,69.056,W
9/25/2008,6:27:35,21.816,N,69.051,W
9/25/2008,6:29:35,21.822,N,69.047,W
9/25/2008,6:31:36,21.828,N,69.042,W
9/25/2008,6:33:36,21.834,N,69.037,W
9/25/2008,6:35:36,21.84,N,69.033,W
9/25/2008,6:37:36,21.846,N,69.028,W
9/25/2008,6:39:35,21.852,N,69.024,W
9/25/2008,6:41:35,21.857,N,69.019,W
9/25/2008,6:43:35,21.863,N,69.014,W
9/25/2008,6:45:35,21.869,N,69.01,W
9/25/2008,6:47:36,21.875,N,69.005,W
9/25/2008,6:49:36,21.881,N,69.001,W
9/25/2008,6:51:36,21.886,N,68.996,W
9/25/2008,6:53:36,21.892,N,68.991,W
9/25/2008,6:55:35,21.898,N,68.987,W
9/25/2008,6:57:35,21.903,N,68.982,W
9/25/2008,6:59:35,21.909,N,68.977,W
9/25/2008,7:01:36,21.914,N,68.973,W
9/25/2008,7:03:36,21.92,N,68.968,W
9/25/2008,7:05:36,21.925,N,68.964,W
9/25/2008,7:07:36,21.931,N,68.959,W
9/25/2008,7:09:35,21.936,N,68.954,W
9/25/2008,7:11:35,21.942,N,68.95,W
9/25/2008,7:13:35,21.947,N,68.945,W
9/25/2008,7:15:35,21.952,N,68.941,W
9/25/2008,7:17:36,21.958,N,68.936,W
9/25/2008,7:19:36,21.963,N,68.931,W
9/25/2008,7:21:36,21.968,N,68.927,W
9/25/2008,7:23:36,21.973,N,68.922,W
9/25/2008,7:25:35,21.978,N,68.918,W
9/25/2008,7:27:35,21.983,N,68.913,W
9/25/2008,7:29:35,21.988,N,68.909,W
9/25/2008,7:31:36,21.993,N,68.904,W
9/25/2008,7:33:36,21.998,N,68.9,W
9/25/2008,7:35:36,22.003,N,68.895,W
9/25/2008,7:37:36,22.007,N,68.891,W
9/25/2008,7:39:35,22.012,N,68.886,W
9/25/2008,7:41:35,22.017,N,68.882,W
9/25/2008,7:43:35,22.021,N,68.878,W
9/25/2008,7:45:35,22.026,N,68.873,W
9/25/2008,7:47:36,22.03,N,68.869,W
9/25/2008,7:49:36,22.035,N,68.864,W
9/25/2008,7:51:36,22.039,N,68.86,W
9/25/2008,7:53:36,22.044,N,68.856,W
9/25/2008,7:55:35,22.048,N,68.851,W
9/25/2008,7:57:35,22.052,N,68.847,W
9/25/2008,7:59:35,22.056,N,68.843,W
9/25/2008,8:01:36,22.06,N,68.839,W
9/25/2008,8:03:36,22.064,N,68.834,W
9/25/2008,8:05:36,22.068,N,68.83,W
9/25/2008,8:07:36,22.072,N,68.826,W
9/25/2008,8:09:35,22.076,N,68.822,W
9/25/2008,8:11:35,22.08,N,68.818,W
9/25/2008,8:13:35,22.083,N,68.814,W
9/25/2008,8:15:35,22.087,N,68.81,W
9/25/2008,8:17:36,22.091,N,68.805,W
9/25/2008,8:19:36,22.094,N,68.801,W
9/25/2008,8:21:36,22.098,N,68.797,W
9/25/2008,8:23:36,22.101,N,68.793,W
9/25/2008,8:25:35,22.105,N,68.789,W
9/25/2008,8:27:35,22.108,N,68.785,W
9/25/2008,8:29:35,22.111,N,68.781,W
9/25/2008,8:31:36,22.115,N,68.777,W
9/25/2008,8:33:36,22.118,N,68.773,W
9/25/2008,8:35:36,22.121,N,68.769,W
9/25/2008,8:37:36,22.124,N,68.765,W
9/25/2008,8:39:35,22.127,N,68.761,W
9/25/2008,8:41:35,22.13,N,68.758,W
9/25/2008,8:43:35,22.133,N,68.754,W
9/25/2008,8:45:35,22.136,N,68.75,W
9/25/2008,8:47:36,22.139,N,68.746,W
9/25/2008,8:49:36,22.142,N,68.742,W
9/25/2008,8:51:36,22.145,N,68.738,W
9/25/2008,8:53:36,22.147,N,68.734,W
9/25/2008,8:55:35,22.15,N,68.731,W
9/25/2008,8:57:35,22.153,N,68.727,W
9/25/2008,8:59:35,22.155,N,68.723,W
9/25/2008,9:01:36,22.158,N,68.719,W
9/25/2008,9:03:36,22.161,N,68.716,W
9/25/2008,9:05:36,22.163,N,68.712,W
9/25/2008,9:07:36,22.166,N,68.708,W
9/25/2008,9:09:35,22.168,N,68.704,W
9/25/2008,9:11:35,22.17,N,68.701,W
9/25/2008,9:13:35,22.173,N,68.697,W
9/25/2008,9:15:35,22.175,N,68.693,W
9/25/2008,9:17:36,22.177,N,68.69,W
9/25/2008,9:19:36,22.179,N,68.686,W
9/25/2008,9:21:36,22.182,N,68.682,W
9/25/2008,9:23:36,22.184,N,68.679,W
9/25/2008,9:25:35,22.186,N,68.675,W
9/25/2008,9:27:35,22.188,N,68.672,W
9/25/2008,9:29:35,22.19,N,68.668,W
9/25/2008,9:31:36,22.192,N,68.664,W
9/25/2008,9:33:36,22.194,N,68.661,W
9/25/2008,9:35:36,22.196,N,68.657,W
9/25/2008,9:37:36,22.198,N,68.654,W
9/25/2008,9:39:35,22.2,N,68.65,W
9/25/2008,9:41:35,22.202,N,68.647,W
9/25/2008,9:43:35,22.203,N,68.643,W
9/25/2008,9:45:35,22.205,N,68.64,W
9/25/2008,9:47:36,22.207,N,68.636,W
9/25/2008,9:49:36,22.209,N,68.633,W
9/25/2008,9:51:36,22.21,N,68.629,W
9/25/2008,9:53:36,22.212,N,68.626,W
9/25/2008,9:55:35,22.214,N,68.622,W
9/25/2008,9:57:35,22.215,N,68.619,W
9/25/2008,9:59:35,22.217,N,68.616,W
9/25/2008,10:01:36,22.218,N,68.612,W
9/25/2008,10:03:36,22.22,N,68.609,W
9/25/2008,10:05:36,22.221,N,68.605,W
9/25/2008,10:07:36,22.223,N,68.602,W
9/25/2008,10:09:35,22.224,N,68.598,W
9/25/2008,10:11:35,22.226,N,68.595,W
9/25/2008,10:13:35,22.227,N,68.592,W
9/25/2008,10:15:35,22.229,N,68.588,W
9/25/2008,10:17:36,22.23,N,68.585,W
9/25/2008,10:19:36,22.231,N,68.582,W
9/25/2008,10:21:36,22.233,N,68.578,W
9/25/2008,10:23:36,22.234,N,68.575,W
9/25/2008,10:25:35,22.235,N,68.572,W
9/25/2008,10:27:35,22.237,N,68.568,W
9/25/2008,10:29:35,22.238,N,68.565,W
9/25/2008,10:31:36,22.239,N,68.562,W
