Track,for,Beryl,2012,,,
5/26/2012,22:27:32,31.195,N,76.754,W,0
5/26/2012,22:29:31,31.192,N,76.758,W,0
5/26/2012,22:31:31,31.189,N,76.763,W,0
5/26/2012,22:33:32,31.187,N,76.767,W,0
5/26/2012,22:35:31,31.184,N,76.772,W,0
5/26/2012,22:37:31,31.181,N,76.776,W,0
5/26/2012,22:39:32,31.178,N,76.78,W,0
5/26/2012,22:41:32,31.176,N,76.785,W,0
5/26/2012,22:43:31,31.173,N,76.789,W,0
5/26/2012,22:45:31,31.17,N,76.794,W,0
5/26/2012,22:47:32,31.168,N,76.798,W,0
5/26/2012,22:49:32,31.165,N,76.803,W,0
5/26/2012,22:51:31,31.162,N,76.807,W,0
5/26/2012,22:53:31,31.159,N,76.811,W,0
5/26/2012,22:55:32,31.157,N,76.816,W,0
5/26/2012,22:57:32,31.154,N,76.82,W,0
5/26/2012,22:59:31,31.151,N,76.825,W,0
5/26/2012,23:01:31,31.149,N,76.829,W,0
5/26/2012,23:03:32,31.146,N,76.834,W,0
5/26/2012,23:05:31,31.143,N,76.838,W,0
5/26/2012,23:07:31,31.141,N,76.842,W,0
5/26/2012,23:09:32,31.138,N,76.847,W,0
5/26/2012,23:11:32,31.135,N,76.851,W,0
5/26/2012,23:13:31,31.132,N,76.856,W,0
5/26/2012,23:15:31,31.13,N,76.86,W,0
5/26/2012,23:17:32,31.127,N,76.865,W,0
5/26/2012,23:19:32,31.124,N,76.869,W,0
5/26/2012,23:21:31,31.122,N,76.873,W,0
5/26/2012,23:23:31,31.119,N,76.878,W,0
5/26/2012,23:25:32,31.116,N,76.882,W,0
5/26/2012,23:27:32,31.114,N,76.887,W,0
5/26/2012,23:29:31,31.111,N,76.891,W,0
5/26/2012,23:31:31,31.108,N,76.896,W,0
5/26/2012,23:33:32,31.106,N,76.9,W,0
5/26/2012,23:35:31,31.103,N,76.905,W,0
5/26/2012,23:37:31,31.1,N,76.909,W,0
5/26/2012,23:39:32,31.098,N,76.914,W,0
5/26/2012,23:41:32,31.095,N,76.918,W,0
5/26/2012,23:43:31,31.092,N,76.923,W,0
5/26/2012,23:45:31,31.089,N,76.927,W,0
5/26/2012,23:47:32,31.087,N,76.932,W,0
5/26/2012,23:49:32,31.084,N,76.936,W,0
5/26/2012,23:51:31,31.081,N,76.94,W,0
5/26/2012,23:53:31,31.079,N,76.945,W,0
5/26/2012,23:55:32,31.076,N,76.949,W,0
5/26/2012,23:57:32,31.073,N,76.954,W,0
5/26/2012,23:59:31,31.071,N,76.958,W,0
5/27/2012,0:01:31,31.068,N,76.963,W,0
5/27/2012,0:03:32,31.065,N,76.967,W,0
5/27/2012,0:05:31,31.063,N,76.972,W,0
5/27/2012,0:07:31,31.06,N,76.976,W,0
5/27/2012,0:09:32,31.057,N,76.981,W,0
5/27/2012,0:11:32,31.055,N,76.985,W,0
5/27/2012,0:13:31,31.052,N,76.99,W,0
5/27/2012,0:15:31,31.049,N,76.995,W,0
5/27/2012,0:17:32,31.047,N,76.999,W,0
5/27/2012,0:19:32,31.044,N,77.004,W,0
5/27/2012,0:21:31,31.041,N,77.008,W,0
5/27/2012,0:23:31,31.039,N,77.013,W,0
5/27/2012,0:25:32,31.036,N,77.017,W,0
5/27/2012,0:27:32,31.033,N,77.022,W,0
5/27/2012,0:29:31,31.031,N,77.026,W,0
5/27/2012,0:31:31,31.028,N,77.031,W,0
5/27/2012,0:33:32,31.025,N,77.035,W,0
5/27/2012,0:35:31,31.023,N,77.04,W,0
5/27/2012,0:37:31,31.02,N,77.044,W,0
5/27/2012,0:39:32,31.018,N,77.049,W,0
5/27/2012,0:41:32,31.015,N,77.053,W,0
5/27/2012,0:43:31,31.012,N,77.058,W,0
5/27/2012,0:45:31,31.01,N,77.063,W,0
5/27/2012,0:47:32,31.007,N,77.067,W,0
5/27/2012,0:49:32,31.004,N,77.072,W,0
5/27/2012,0:51:31,31.002,N,77.076,W,0
5/27/2012,0:53:31,30.999,N,77.081,W,0
5/27/2012,0:55:32,30.996,N,77.085,W,0
5/27/2012,0:57:32,30.994,N,77.09,W,0
5/27/2012,0:59:31,30.991,N,77.095,W,0
5/27/2012,1:01:31,30.988,N,77.099,W,0
5/27/2012,1:03:32,30.986,N,77.104,W,0
5/27/2012,1:05:31,30.983,N,77.108,W,0
5/27/2012,1:07:31,30.981,N,77.113,W,0
5/27/2012,1:09:32,30.978,N,77.118,W,0
5/27/2012,1:11:32,30.975,N,77.122,W,0
5/27/2012,1:13:31,30.973,N,77.127,W,0
5/27/2012,1:15:31,30.97,N,77.131,W,0
5/27/2012,1:17:32,30.967,N,77.136,W,0
5/27/2012,1:19:32,30.965,N,77.141,W,0
5/27/2012,1:21:31,30.962,N,77.145,W,0
5/27/2012,1:23:31,30.96,N,77.15,W,0
5/27/2012,1:25:32,30.957,N,77.155,W,0
5/27/2012,1:27:32,30.954,N,77.159,W,0
5/27/2012,1:29:31,30.952,N,77.164,W,0
5/27/2012,1:31:31,30.949,N,77.168,W,0
5/27/2012,1:33:32,30.947,N,77.173,W,0
5/27/2012,1:35:31,30.944,N,77.178,W,0
5/27/2012,1:37:31,30.941,N,77.182,W,0
5/27/2012,1:39:32,30.939,N,77.187,W,0
5/27/2012,1:41:32,30.936,N,77.192,W,0
5/27/2012,1:43:31,30.934,N,77.196,W,0
5/27/2012,1:45:31,30.931,N,77.201,W,0
5/27/2012,1:47:32,30.928,N,77.206,W,0
5/27/2012,1:49:32,30.926,N,77.21,W,0
5/27/2012,1:51:31,30.923,N,77.215,W,0
5/27/2012,1:53:31,30.921,N,77.22,W,0
5/27/2012,1:55:32,30.918,N,77.224,W,0
5/27/2012,1:57:32,30.915,N,77.229,W,0
5/27/2012,1:59:31,30.913,N,77.234,W,0
5/27/2012,2:01:31,30.91,N,77.239,W,0
5/27/2012,2:03:32,30.908,N,77.243,W,0
5/27/2012,2:05:31,30.905,N,77.248,W,0
5/27/2012,2:07:31,30.902,N,77.253,W,0
5/27/2012,2:09:32,30.9,N,77.257,W,0
5/27/2012,2:11:32,30.897,N,77.262,W,0
5/27/2012,2:13:31,30.895,N,77.267,W,0
5/27/2012,2:15:31,30.892,N,77.272,W,0
5/27/2012,2:17:32,30.89,N,77.276,W,0
5/27/2012,2:19:32,30.887,N,77.281,W,0
5/27/2012,2:21:31,30.884,N,77.286,W,0
5/27/2012,2:23:31,30.882,N,77.291,W,0
5/27/2012,2:25:32,30.879,N,77.295,W,0
5/27/2012,2:27:32,30.877,N,77.3,W,0
5/27/2012,2:29:31,30.874,N,77.305,W,0
5/27/2012,2:31:31,30.872,N,77.31,W,0
5/27/2012,2:33:32,30.869,N,77.314,W,0
5/27/2012,2:35:31,30.867,N,77.319,W,0
5/27/2012,2:37:31,30.864,N,77.324,W,0
5/27/2012,2:39:32,30.861,N,77.329,W,0
5/27/2012,2:41:32,30.859,N,77.334,W,0
5/27/2012,2:43:31,30.856,N,77.338,W,0
5/27/2012,2:45:31,30.854,N,77.343,W,0
5/27/2012,2:47:32,30.851,N,77.348,W,0
5/27/2012,2:49:32,30.849,N,77.353,W,0
5/27/2012,2:51:31,30.846,N,77.358,W,0
5/27/2012,2:53:31,30.844,N,77.362,W,0
5/27/2012,2:55:32,30.841,N,77.367,W,0
5/27/2012,2:57:32,30.839,N,77.372,W,0
5/27/2012,2:59:31,30.836,N,77.377,W,0
5/27/2012,3:01:31,30.834,N,77.382,W,0
5/27/2012,3:03:32,30.831,N,77.387,W,0
5/27/2012,3:05:31,30.828,N,77.391,W,0
5/27/2012,3:07:31,30.826,N,77.396,W,0
5/27/2012,3:09:32,30.823,N,77.401,W,0
5/27/2012,3:11:32,30.821,N,77.406,W,0
5/27/2012,3:13:31,30.818,N,77.411,W,0
5/27/2012,3:15:31,30.816,N,77.416,W,0
5/27/2012,3:17:32,30.813,N,77.421,W,0
5/27/2012,3:19:32,30.811,N,77.425,W,0
5/27/2012,3:21:31,30.808,N,77.43,W,0
5/27/2012,3:23:31,30.806,N,77.435,W,0
5/27/2012,3:25:32,30.803,N,77.44,W,0
5/27/2012,3:27:32,30.801,N,77.445,W,0
5/27/2012,3:29:31,30.798,N,77.45,W,0
5/27/2012,3:31:31,30.796,N,77.455,W,0
5/27/2012,3:33:32,30.793,N,77.46,W,0
5/27/2012,3:35:31,30.791,N,77.465,W,0
5/27/2012,3:37:31,30.788,N,77.47,W,0
5/27/2012,3:39:32,30.786,N,77.475,W,0
5/27/2012,3:41:32,30.783,N,77.48,W,0
5/27/2012,3:43:31,30.781,N,77.485,W,0
5/27/2012,3:45:31,30.778,N,77.49,W,0
5/27/2012,3:47:32,30.776,N,77.494,W,0
5/27/2012,3:49:32,30.774,N,77.499,W,0
5/27/2012,3:51:31,30.771,N,77.504,W,0
5/27/2012,3:53:31,30.769,N,77.509,W,0
5/27/2012,3:55:32,30.766,N,77.514,W,0
5/27/2012,3:57:32,30.764,N,77.519,W,0
5/27/2012,3:59:31,30.761,N,77.524,W,0
5/27/2012,4:01:31,30.759,N,77.529,W,0
5/27/2012,4:03:32,30.756,N,77.534,W,0
5/27/2012,4:05:31,30.754,N,77.539,W,0
5/27/2012,4:07:31,30.751,N,77.544,W,0
5/27/2012,4:09:32,30.749,N,77.549,W,0
5/27/2012,4:11:32,30.746,N,77.554,W,0
5/27/2012,4:13:31,30.744,N,77.56,W,0
5/27/2012,4:15:31,30.742,N,77.565,W,0
5/27/2012,4:17:32,30.739,N,77.57,W,0
5/27/2012,4:19:32,30.737,N,77.575,W,0
5/27/2012,4:21:31,30.734,N,77.58,W,0
5/27/2012,4:23:31,30.732,N,77.585,W,0
5/27/2012,4:25:32,30.729,N,77.59,W,0
5/27/2012,4:27:32,30.727,N,77.595,W,0
5/27/2012,4:29:31,30.725,N,77.6,W,0
5/27/2012,4:31:31,30.722,N,77.605,W,0
5/27/2012,4:33:32,30.72,N,77.61,W,0
5/27/2012,4:35:31,30.717,N,77.615,W,0
5/27/2012,4:37:31,30.715,N,77.62,W,0
5/27/2012,4:39:32,30.713,N,77.626,W,0
5/27/2012,4:41:32,30.71,N,77.631,W,0
5/27/2012,4:43:31,30.708,N,77.636,W,0
5/27/2012,4:45:31,30.705,N,77.641,W,0
5/27/2012,4:47:32,30.703,N,77.646,W,0
5/27/2012,4:49:32,30.701,N,77.651,W,0
5/27/2012,4:51:31,30.698,N,77.656,W,0
5/27/2012,4:53:31,30.696,N,77.662,W,0
5/27/2012,4:55:32,30.693,N,77.667,W,0
5/27/2012,4:57:32,30.691,N,77.672,W,0
5/27/2012,4:59:31,30.689,N,77.677,W,0
5/27/2012,5:01:31,30.686,N,77.682,W,0
5/27/2012,5:03:32,30.684,N,77.688,W,0
5/27/2012,5:05:31,30.681,N,77.693,W,0
5/27/2012,5:07:31,30.679,N,77.698,W,0
5/27/2012,5:09:32,30.677,N,77.703,W,0
5/27/2012,5:11:32,30.674,N,77.708,W,0
5/27/2012,5:13:31,30.672,N,77.714,W,0
5/27/2012,5:15:31,30.67,N,77.719,W,0
5/27/2012,5:17:32,30.667,N,77.724,W,0
5/27/2012,5:19:32,30.665,N,77.729,W,0
5/27/2012,5:21:31,30.663,N,77.735,W,0
5/27/2012,5:23:31,30.66,N,77.74,W,0
5/27/2012,5:25:32,30.658,N,77.745,W,0
5/27/2012,5:27:32,30.656,N,77.75,W,0
5/27/2012,5:29:31,30.653,N,77.756,W,0
5/27/2012,5:31:31,30.651,N,77.761,W,0
5/27/2012,5:33:32,30.649,N,77.766,W,0
5/27/2012,5:35:31,30.646,N,77.772,W,0
5/27/2012,5:37:31,30.644,N,77.777,W,0
5/27/2012,5:39:32,30.642,N,77.782,W,0
5/27/2012,5:41:32,30.639,N,77.787,W,0
5/27/2012,5:43:31,30.637,N,77.793,W,0
5/27/2012,5:45:31,30.635,N,77.798,W,0
5/27/2012,5:47:32,30.632,N,77.803,W,0
5/27/2012,5:49:32,30.63,N,77.809,W,0
5/27/2012,5:51:31,30.628,N,77.814,W,0
5/27/2012,5:53:31,30.625,N,77.82,W,0
5/27/2012,5:55:32,30.623,N,77.825,W,0
5/27/2012,5:57:32,30.621,N,77.83,W,0
5/27/2012,5:59:31,30.618,N,77.836,W,0
5/27/2012,6:01:31,30.616,N,77.841,W,0
5/27/2012,6:03:32,30.614,N,77.846,W,0
5/27/2012,6:05:31,30.612,N,77.852,W,0
5/27/2012,6:07:31,30.609,N,77.857,W,0
5/27/2012,6:09:32,30.607,N,77.863,W,0
5/27/2012,6:11:32,30.605,N,77.868,W,0
5/27/2012,6:13:31,30.602,N,77.873,W,0
5/27/2012,6:15:31,30.6,N,77.879,W,0
5/27/2012,6:17:32,30.598,N,77.884,W,0
5/27/2012,6:19:32,30.596,N,77.89,W,0
5/27/2012,6:21:31,30.593,N,77.895,W,0
5/27/2012,6:23:31,30.591,N,77.901,W,0
5/27/2012,6:25:32,30.589,N,77.906,W,0
5/27/2012,6:27:32,30.586,N,77.911,W,0
5/27/2012,6:29:31,30.584,N,77.917,W,0
5/27/2012,6:31:31,30.582,N,77.922,W,0
5/27/2012,6:33:32,30.58,N,77.928,W,0
5/27/2012,6:35:31,30.577,N,77.933,W,0
5/27/2012,6:37:31,30.575,N,77.939,W,0
5/27/2012,6:39:32,30.573,N,77.944,W,0
5/27/2012,6:41:32,30.571,N,77.95,W,0
5/27/2012,6:43:31,30.568,N,77.955,W,0
5/27/2012,6:45:31,30.566,N,77.961,W,0
5/27/2012,6:47:32,30.564,N,77.966,W,0
5/27/2012,6:49:32,30.562,N,77.972,W,0
5/27/2012,6:51:31,30.559,N,77.977,W,0
5/27/2012,6:53:31,30.557,N,77.983,W,0
5/27/2012,6:55:32,30.555,N,77.988,W,0
5/27/2012,6:57:32,30.553,N,77.994,W,0
5/27/2012,6:59:31,30.55,N,77.999,W,0
5/27/2012,7:01:31,30.548,N,78.005,W,0
5/27/2012,7:03:32,30.546,N,78.011,W,0
5/27/2012,7:05:31,30.544,N,78.016,W,0
5/27/2012,7:07:31,30.542,N,78.022,W,0
5/27/2012,7:09:32,30.539,N,78.027,W,0
5/27/2012,7:11:32,30.537,N,78.033,W,0
5/27/2012,7:13:31,30.535,N,78.038,W,0
5/27/2012,7:15:31,30.533,N,78.044,W,0
5/27/2012,7:17:32,30.531,N,78.05,W,0
5/27/2012,7:19:32,30.528,N,78.055,W,0
5/27/2012,7:21:31,30.526,N,78.061,W,0
5/27/2012,7:23:31,30.524,N,78.066,W,0
5/27/2012,7:25:32,30.522,N,78.072,W,0
5/27/2012,7:27:32,30.519,N,78.078,W,0
5/27/2012,7:29:31,30.517,N,78.083,W,0
5/27/2012,7:31:31,30.515,N,78.089,W,0
5/27/2012,7:33:32,30.513,N,78.094,W,0
5/27/2012,7:35:31,30.511,N,78.1,W,0
5/27/2012,7:37:31,30.509,N,78.106,W,0
5/27/2012,7:39:32,30.506,N,78.111,W,0
5/27/2012,7:41:32,30.504,N,78.117,W,0
5/27/2012,7:43:31,30.502,N,78.123,W,0
5/27/2012,7:45:31,30.5,N,78.128,W,0
5/27/2012,7:47:32,30.498,N,78.134,W,0
5/27/2012,7:49:32,30.495,N,78.14,W,0
5/27/2012,7:51:31,30.493,N,78.145,W,0
5/27/2012,7:53:31,30.491,N,78.151,W,0
5/27/2012,7:55:32,30.489,N,78.157,W,0
5/27/2012,7:57:32,30.487,N,78.162,W,0
5/27/2012,7:59:31,30.485,N,78.168,W,0
5/27/2012,8:01:31,30.482,N,78.174,W,0
5/27/2012,8:03:31,30.48,N,78.179,W,0
5/27/2012,8:05:32,30.478,N,78.185,W,0
5/27/2012,8:07:32,30.476,N,78.191,W,0
5/27/2012,8:09:32,30.474,N,78.196,W,0
5/27/2012,8:11:32,30.472,N,78.202,W,0
5/27/2012,8:13:31,30.469,N,78.208,W,0
5/27/2012,8:15:31,30.467,N,78.214,W,0
5/27/2012,8:17:31,30.465,N,78.219,W,0
5/27/2012,8:19:31,30.463,N,78.225,W,0
5/27/2012,8:21:32,30.461,N,78.231,W,0
5/27/2012,8:23:32,30.459,N,78.236,W,0
5/27/2012,8:25:32,30.456,N,78.242,W,0
5/27/2012,8:27:32,30.454,N,78.248,W,0
5/27/2012,8:29:31,30.452,N,78.254,W,0
5/27/2012,8:31:31,30.45,N,78.259,W,0
5/27/2012,8:33:31,30.448,N,78.265,W,0
5/27/2012,8:35:32,30.446,N,78.271,W,0
5/27/2012,8:37:32,30.444,N,78.277,W,0
5/27/2012,8:39:32,30.442,N,78.282,W,0
5/27/2012,8:41:32,30.439,N,78.288,W,0
5/27/2012,8:43:31,30.437,N,78.294,W,0
5/27/2012,8:45:31,30.435,N,78.3,W,0
5/27/2012,8:47:31,30.433,N,78.306,W,0
5/27/2012,8:49:31,30.431,N,78.311,W,0
5/27/2012,8:51:32,30.429,N,78.317,W,0
5/27/2012,8:53:32,30.427,N,78.323,W,0
5/27/2012,8:55:32,30.424,N,78.329,W,0
5/27/2012,8:57:32,30.422,N,78.335,W,0
5/27/2012,8:59:31,30.42,N,78.34,W,0
5/27/2012,9:01:31,30.418,N,78.346,W,0
5/27/2012,9:03:31,30.416,N,78.352,W,0
5/27/2012,9:05:32,30.414,N,78.358,W,0
5/27/2012,9:07:32,30.412,N,78.364,W,0
5/27/2012,9:09:32,30.41,N,78.369,W,0
5/27/2012,9:11:32,30.408,N,78.375,W,0
5/27/2012,9:13:31,30.405,N,78.381,W,0
5/27/2012,9:15:31,30.403,N,78.387,W,0
5/27/2012,9:17:31,30.401,N,78.393,W,0
5/27/2012,9:19:31,30.399,N,78.399,W,0
5/27/2012,9:21:32,30.397,N,78.404,W,0
5/27/2012,9:23:32,30.395,N,78.41,W,0
5/27/2012,9:25:32,30.393,N,78.416,W,0
5/27/2012,9:27:32,30.391,N,78.422,W,0
5/27/2012,9:29:31,30.389,N,78.428,W,0
5/27/2012,9:31:31,30.387,N,78.434,W,0
5/27/2012,9:33:31,30.384,N,78.439,W,0
5/27/2012,9:35:32,30.382,N,78.445,W,0
5/27/2012,9:37:32,30.38,N,78.451,W,0
5/27/2012,9:39:32,30.378,N,78.457,W,0
5/27/2012,9:41:32,30.376,N,78.463,W,0
5/27/2012,9:43:31,30.374,N,78.469,W,0
5/27/2012,9:45:31,30.372,N,78.475,W,0
5/27/2012,9:47:31,30.37,N,78.481,W,0
5/27/2012,9:49:31,30.368,N,78.486,W,0
5/27/2012,9:51:32,30.366,N,78.492,W,0
5/27/2012,9:53:32,30.364,N,78.498,W,0
5/27/2012,9:55:32,30.361,N,78.504,W,0
5/27/2012,9:57:32,30.359,N,78.51,W,0
5/27/2012,9:59:31,30.357,N,78.516,W,0
5/27/2012,10:01:31,30.355,N,78.522,W,0
5/27/2012,10:03:31,30.353,N,78.528,W,0
5/27/2012,10:05:32,30.351,N,78.534,W,0
5/27/2012,10:07:32,30.349,N,78.54,W,0
5/27/2012,10:09:32,30.347,N,78.545,W,0
5/27/2012,10:11:32,30.345,N,78.551,W,0
5/27/2012,10:13:31,30.343,N,78.557,W,0
5/27/2012,10:15:31,30.341,N,78.563,W,0
5/27/2012,10:17:31,30.339,N,78.569,W,0
5/27/2012,10:19:31,30.337,N,78.575,W,0
5/27/2012,10:21:32,30.335,N,78.581,W,0
5/27/2012,10:23:32,30.332,N,78.587,W,0
5/27/2012,10:25:32,30.33,N,78.593,W,0
5/27/2012,10:27:32,30.328,N,78.599,W,0
5/27/2012,10:29:31,30.326,N,78.605,W,0
5/27/2012,10:31:31,30.324,N,78.611,W,0
5/27/2012,10:33:31,30.322,N,78.617,W,0
5/27/2012,10:35:32,30.32,N,78.623,W,0
5/27/2012,10:37:32,30.318,N,78.628,W,0
5/27/2012,10:39:32,30.316,N,78.634,W,0
5/27/2012,10:41:32,30.314,N,78.64,W,0
5/27/2012,10:43:31,30.312,N,78.646,W,0
5/27/2012,10:45:31,30.31,N,78.652,W,0
5/27/2012,10:47:31,30.308,N,78.658,W,0
5/27/2012,10:49:31,30.306,N,78.664,W,0
5/27/2012,10:51:32,30.304,N,78.67,W,0
5/27/2012,10:53:32,30.302,N,78.676,W,0
5/27/2012,10:55:32,30.3,N,78.682,W,0
5/27/2012,10:57:32,30.297,N,78.688,W,0
5/27/2012,10:59:31,30.295,N,78.694,W,0
5/27/2012,11:01:31,30.293,N,78.7,W,0
5/27/2012,11:03:31,30.291,N,78.706,W,0
5/27/2012,11:05:32,30.289,N,78.712,W,0
5/27/2012,11:07:32,30.287,N,78.718,W,0
5/27/2012,11:09:32,30.285,N,78.724,W,0
5/27/2012,11:11:32,30.283,N,78.73,W,0
5/27/2012,11:13:31,30.281,N,78.736,W,0
5/27/2012,11:15:31,30.279,N,78.742,W,0
5/27/2012,11:17:31,30.277,N,78.748,W,0
5/27/2012,11:19:31,30.275,N,78.754,W,0
5/27/2012,11:21:32,30.273,N,78.76,W,0
5/27/2012,11:23:32,30.271,N,78.766,W,0
5/27/2012,11:25:32,30.269,N,78.772,W,0
5/27/2012,11:27:32,30.267,N,78.778,W,0
5/27/2012,11:29:31,30.265,N,78.784,W,0
5/27/2012,11:31:17,30.263,N,78.789,W,0
5/27/2012,11:33:16,30.26,N,78.8,W,0
5/27/2012,11:35:16,30.256,N,78.81,W,0
5/27/2012,11:37:16,30.253,N,78.821,W,0
5/27/2012,11:39:17,30.25,N,78.831,W,0
5/27/2012,11:41:17,30.247,N,78.842,W,0
5/27/2012,11:43:17,30.243,N,78.852,W,0
5/27/2012,11:45:17,30.24,N,78.863,W,0
5/27/2012,11:47:16,30.237,N,78.873,W,0
5/27/2012,11:49:16,30.234,N,78.884,W,0
5/27/2012,11:51:16,30.231,N,78.894,W,0
5/27/2012,11:53:16,30.228,N,78.904,W,0
5/27/2012,11:55:17,30.225,N,78.915,W,0
5/27/2012,11:57:17,30.221,N,78.925,W,0
5/27/2012,11:59:17,30.218,N,78.935,W,0
5/27/2012,12:01:17,30.215,N,78.946,W,0
5/27/2012,12:03:16,30.212,N,78.956,W,0
5/27/2012,12:05:16,30.209,N,78.966,W,0
5/27/2012,12:07:16,30.206,N,78.976,W,0
5/27/2012,12:09:17,30.203,N,78.986,W,0
5/27/2012,12:11:17,30.2,N,78.996,W,0
5/27/2012,12:13:17,30.197,N,79.006,W,0
5/27/2012,12:15:17,30.194,N,79.016,W,0
5/27/2012,12:17:16,30.191,N,79.026,W,0
5/27/2012,12:19:16,30.188,N,79.036,W,0
5/27/2012,12:21:16,30.185,N,79.046,W,0
5/27/2012,12:23:16,30.182,N,79.056,W,0
5/27/2012,12:25:17,30.18,N,79.066,W,0
5/27/2012,12:27:17,30.177,N,79.076,W,0
5/27/2012,12:29:17,30.174,N,79.085,W,0
5/27/2012,12:31:17,30.171,N,79.095,W,0
5/27/2012,12:33:16,30.168,N,79.105,W,0
5/27/2012,12:35:16,30.166,N,79.114,W,0
5/27/2012,12:37:16,30.163,N,79.124,W,0
5/27/2012,12:39:17,30.16,N,79.133,W,0
5/27/2012,12:41:17,30.157,N,79.143,W,0
5/27/2012,12:43:17,30.155,N,79.152,W,0
5/27/2012,12:45:17,30.152,N,79.162,W,0
5/27/2012,12:47:16,30.149,N,79.171,W,0
5/27/2012,12:49:16,30.147,N,79.181,W,0
5/27/2012,12:51:16,30.144,N,79.19,W,0
5/27/2012,12:53:16,30.141,N,79.199,W,0
5/27/2012,12:55:17,30.139,N,79.208,W,0
5/27/2012,12:57:17,30.136,N,79.218,W,0
5/27/2012,12:59:17,30.134,N,79.227,W,0
5/27/2012,13:01:17,30.131,N,79.236,W,0
5/27/2012,13:03:16,30.129,N,79.245,W,0
5/27/2012,13:05:16,30.126,N,79.254,W,0
5/27/2012,13:07:16,30.124,N,79.263,W,0
5/27/2012,13:09:17,30.121,N,79.271,W,0
5/27/2012,13:11:17,30.119,N,79.28,W,0
5/27/2012,13:13:17,30.117,N,79.289,W,0
5/27/2012,13:15:17,30.114,N,79.298,W,0
5/27/2012,13:17:16,30.112,N,79.306,W,0
5/27/2012,13:19:16,30.11,N,79.315,W,0
5/27/2012,13:21:16,30.107,N,79.324,W,0
5/27/2012,13:23:16,30.105,N,79.332,W,0
5/27/2012,13:25:17,30.103,N,79.341,W,0
5/27/2012,13:27:17,30.101,N,79.349,W,0
5/27/2012,13:27:58,30.1,N,79.352,W,0
5/27/2012,13:29:58,30.097,N,79.361,W,0
5/27/2012,13:31:58,30.095,N,79.369,W,0
5/27/2012,13:33:58,30.092,N,79.378,W,0
5/27/2012,13:35:59,30.09,N,79.387,W,0
5/27/2012,13:37:59,30.087,N,79.395,W,0
5/27/2012,13:39:59,30.085,N,79.404,W,0
5/27/2012,13:41:59,30.082,N,79.412,W,0
