Track,for,Karl,2016,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/23/2016,5:22:59,27.291,N,64.231,W,0
9/23/2016,5:24:59,27.294,N,64.236,W,0
9/23/2016,5:26:59,27.297,N,64.241,W,0
9/23/2016,5:28:59,27.301,N,64.245,W,0
9/23/2016,5:31:00,27.304,N,64.25,W,0
9/23/2016,5:33:00,27.307,N,64.255,W,0
9/23/2016,5:35:00,27.311,N,64.26,W,0
9/23/2016,5:37:00,27.315,N,64.266,W,0
9/23/2016,5:39:00,27.319,N,64.271,W,0
9/23/2016,5:41:00,27.323,N,64.276,W,0
9/23/2016,5:43:00,27.327,N,64.282,W,0
9/23/2016,5:45:00,27.331,N,64.288,W,0
9/23/2016,5:46:59,27.336,N,64.293,W,0
9/23/2016,5:48:59,27.34,N,64.299,W,0
9/23/2016,5:50:59,27.345,N,64.305,W,0
9/23/2016,5:52:59,27.35,N,64.311,W,0
9/23/2016,5:54:59,27.354,N,64.317,W,0
9/23/2016,5:56:59,27.359,N,64.324,W,0
9/23/2016,5:58:59,27.365,N,64.33,W,0
9/23/2016,6:01:00,27.37,N,64.336,W,0
9/23/2016,6:03:00,27.375,N,64.343,W,0
9/23/2016,6:05:00,27.381,N,64.349,W,0
9/23/2016,6:07:00,27.386,N,64.356,W,0
9/23/2016,6:09:00,27.392,N,64.363,W,0
9/23/2016,6:11:00,27.398,N,64.37,W,0
9/23/2016,6:13:00,27.404,N,64.376,W,0
9/23/2016,6:15:00,27.41,N,64.383,W,0
9/23/2016,6:16:59,27.416,N,64.391,W,0
9/23/2016,6:18:59,27.422,N,64.398,W,0
9/23/2016,6:20:59,27.429,N,64.405,W,0
9/23/2016,6:22:59,27.435,N,64.412,W,0
9/23/2016,6:24:59,27.442,N,64.42,W,0
9/23/2016,6:26:59,27.448,N,64.427,W,0
9/23/2016,6:28:59,27.455,N,64.435,W,0
9/23/2016,6:31:00,27.462,N,64.442,W,0
9/23/2016,6:33:00,27.469,N,64.45,W,0
9/23/2016,6:35:00,27.476,N,64.458,W,0
9/23/2016,6:37:00,27.483,N,64.466,W,0
9/23/2016,6:39:00,27.49,N,64.473,W,0
9/23/2016,6:41:00,27.498,N,64.481,W,0
9/23/2016,6:43:00,27.505,N,64.489,W,0
9/23/2016,6:45:00,27.512,N,64.498,W,0
9/23/2016,6:46:59,27.52,N,64.506,W,0
9/23/2016,6:47:48,27.523,N,64.509,W,0
9/23/2016,6:49:48,27.535,N,64.519,W,0
9/23/2016,6:51:48,27.547,N,64.529,W,0
9/23/2016,6:53:48,27.56,N,64.539,W,0
9/23/2016,6:55:48,27.572,N,64.55,W,0
9/23/2016,6:57:47,27.585,N,64.56,W,0
9/23/2016,6:59:47,27.598,N,64.571,W,0
9/23/2016,7:01:47,27.611,N,64.581,W,0
9/23/2016,7:03:47,27.624,N,64.592,W,0
9/23/2016,7:05:47,27.637,N,64.603,W,0
9/23/2016,7:07:47,27.65,N,64.613,W,0
9/23/2016,7:09:47,27.663,N,64.624,W,0
9/23/2016,7:11:47,27.676,N,64.635,W,0
9/23/2016,7:13:48,27.689,N,64.646,W,0
9/23/2016,7:15:48,27.702,N,64.657,W,0
9/23/2016,7:17:48,27.716,N,64.668,W,0
9/23/2016,7:19:48,27.728,N,64.679,W,0
9/23/2016,7:21:48,27.741,N,64.689,W,0
9/23/2016,7:23:48,27.754,N,64.7,W,0
9/23/2016,7:25:48,27.767,N,64.711,W,0
9/23/2016,7:27:47,27.779,N,64.722,W,0
9/23/2016,7:29:47,27.792,N,64.732,W,0
9/23/2016,7:31:47,27.804,N,64.743,W,0
9/23/2016,7:33:47,27.816,N,64.754,W,0
9/23/2016,7:35:47,27.827,N,64.764,W,0
9/23/2016,7:37:47,27.839,N,64.774,W,0
9/23/2016,7:39:47,27.85,N,64.785,W,0
9/23/2016,7:41:47,27.861,N,64.795,W,0
9/23/2016,7:43:48,27.871,N,64.805,W,0
9/23/2016,7:45:48,27.882,N,64.815,W,0
9/23/2016,7:47:48,27.892,N,64.825,W,0
9/23/2016,7:49:48,27.901,N,64.834,W,0
9/23/2016,7:51:48,27.91,N,64.844,W,0
9/23/2016,7:53:48,27.919,N,64.853,W,0
9/23/2016,7:55:48,27.927,N,64.863,W,0
9/23/2016,7:57:47,27.935,N,64.872,W,0
9/23/2016,7:59:47,27.943,N,64.88,W,0
9/23/2016,8:01:47,27.95,N,64.889,W,0
9/23/2016,8:03:47,27.956,N,64.897,W,0
9/23/2016,8:05:47,27.962,N,64.906,W,0
9/23/2016,8:07:47,27.968,N,64.914,W,0
9/23/2016,8:09:47,27.973,N,64.921,W,0
9/23/2016,8:11:47,27.977,N,64.929,W,0
9/23/2016,8:13:48,27.982,N,64.936,W,0
9/23/2016,8:15:48,27.985,N,64.944,W,0
9/23/2016,8:17:48,27.988,N,64.951,W,0
9/23/2016,8:19:48,27.991,N,64.958,W,0
9/23/2016,8:21:48,27.994,N,64.964,W,0
9/23/2016,8:23:48,27.996,N,64.971,W,0
9/23/2016,8:25:48,27.997,N,64.977,W,0
9/23/2016,8:27:47,27.998,N,64.984,W,0
9/23/2016,8:29:47,27.999,N,64.99,W,0
9/23/2016,8:31:47,28,N,64.996,W,0
9/23/2016,8:33:20,28,N,65,W,0
9/23/2016,8:35:20,27.998,N,65.008,W,0
9/23/2016,8:37:20,27.996,N,65.016,W,0
9/23/2016,8:39:20,27.993,N,65.024,W,0
9/23/2016,8:41:19,27.991,N,65.032,W,0
9/23/2016,8:43:19,27.988,N,65.04,W,0
9/23/2016,8:45:19,27.984,N,65.047,W,0
9/23/2016,8:47:19,27.981,N,65.054,W,0
9/23/2016,8:49:19,27.978,N,65.061,W,0
9/23/2016,8:51:19,27.974,N,65.068,W,0
9/23/2016,8:53:19,27.97,N,65.075,W,0
9/23/2016,8:55:20,27.966,N,65.081,W,0
9/23/2016,8:57:20,27.962,N,65.087,W,0
9/23/2016,8:59:20,27.958,N,65.092,W,0
9/23/2016,9:01:20,27.954,N,65.098,W,0
9/23/2016,9:03:20,27.95,N,65.103,W,0
9/23/2016,9:05:20,27.946,N,65.107,W,0
9/23/2016,9:07:20,27.942,N,65.112,W,0
9/23/2016,9:09:20,27.938,N,65.116,W,0
9/23/2016,9:11:19,27.934,N,65.119,W,0
9/23/2016,9:13:19,27.93,N,65.122,W,0
9/23/2016,9:15:19,27.926,N,65.125,W,0
9/23/2016,9:17:19,27.922,N,65.128,W,0
9/23/2016,9:19:19,27.918,N,65.13,W,0
9/23/2016,9:21:19,27.915,N,65.132,W,0
9/23/2016,9:23:19,27.912,N,65.133,W,0
9/23/2016,9:25:20,27.909,N,65.134,W,0
9/23/2016,9:27:20,27.906,N,65.134,W,0
9/23/2016,9:29:20,27.903,N,65.134,W,0
9/23/2016,9:31:20,27.901,N,65.134,W,0
9/23/2016,9:33:20,27.898,N,65.133,W,0
9/23/2016,9:34:34,27.897,N,65.132,W,0
9/23/2016,9:36:35,27.894,N,65.131,W,0
9/23/2016,9:38:35,27.892,N,65.129,W,0
9/23/2016,9:40:35,27.889,N,65.126,W,0
9/23/2016,9:42:35,27.887,N,65.123,W,0
9/23/2016,9:44:35,27.884,N,65.12,W,0
9/23/2016,9:46:35,27.882,N,65.116,W,0
9/23/2016,9:48:35,27.88,N,65.112,W,0
9/23/2016,9:50:35,27.878,N,65.107,W,0
9/23/2016,9:52:34,27.876,N,65.103,W,0
9/23/2016,9:54:34,27.874,N,65.097,W,0
9/23/2016,9:56:34,27.872,N,65.092,W,0
9/23/2016,9:58:34,27.871,N,65.086,W,0
9/23/2016,10:00:34,27.869,N,65.08,W,0
9/23/2016,10:02:34,27.868,N,65.074,W,0
9/23/2016,10:04:34,27.867,N,65.068,W,0
9/23/2016,10:06:35,27.866,N,65.061,W,0
9/23/2016,10:08:35,27.866,N,65.055,W,0
9/23/2016,10:10:35,27.865,N,65.048,W,0
9/23/2016,10:12:35,27.865,N,65.041,W,0
9/23/2016,10:14:35,27.865,N,65.034,W,0
9/23/2016,10:16:35,27.865,N,65.027,W,0
9/23/2016,10:18:35,27.866,N,65.02,W,0
9/23/2016,10:20:35,27.867,N,65.013,W,0
9/23/2016,10:22:34,27.868,N,65.006,W,0
9/23/2016,10:24:34,27.869,N,64.999,W,0
9/23/2016,10:26:34,27.871,N,64.992,W,0
9/23/2016,10:28:34,27.872,N,64.985,W,0
9/23/2016,10:30:34,27.875,N,64.978,W,0
9/23/2016,10:32:34,27.877,N,64.972,W,0
9/23/2016,10:34:34,27.88,N,64.965,W,0
9/23/2016,10:36:35,27.883,N,64.959,W,0
9/23/2016,10:38:35,27.886,N,64.953,W,0
9/23/2016,10:40:35,27.89,N,64.947,W,0
9/23/2016,10:42:13,27.893,N,64.942,W,0
9/23/2016,10:44:13,27.896,N,64.937,W,0
9/23/2016,10:46:13,27.899,N,64.932,W,0
9/23/2016,10:48:13,27.902,N,64.927,W,0
9/23/2016,10:50:13,27.905,N,64.922,W,0
9/23/2016,10:52:13,27.909,N,64.917,W,0
9/23/2016,10:54:14,27.913,N,64.912,W,0
9/23/2016,10:56:14,27.917,N,64.907,W,0
9/23/2016,10:58:14,27.921,N,64.903,W,0
9/23/2016,11:00:14,27.926,N,64.898,W,0
9/23/2016,11:02:14,27.931,N,64.894,W,0
9/23/2016,11:04:14,27.937,N,64.889,W,0
9/23/2016,11:06:14,27.942,N,64.884,W,0
9/23/2016,11:08:14,27.948,N,64.88,W,0
9/23/2016,11:10:13,27.955,N,64.876,W,0
9/23/2016,11:12:13,27.961,N,64.871,W,0
9/23/2016,11:14:13,27.968,N,64.867,W,0
9/23/2016,11:16:13,27.976,N,64.863,W,0
9/23/2016,11:18:13,27.983,N,64.859,W,0
9/23/2016,11:20:13,27.991,N,64.855,W,0
9/23/2016,11:22:13,28,N,64.851,W,0
9/23/2016,11:24:14,28.009,N,64.847,W,0
9/23/2016,11:26:14,28.018,N,64.843,W,0
9/23/2016,11:28:14,28.027,N,64.84,W,0
9/23/2016,11:30:14,28.037,N,64.836,W,0
9/23/2016,11:32:14,28.048,N,64.832,W,0
9/23/2016,11:34:14,28.059,N,64.829,W,0
9/23/2016,11:34:41,28.061,N,64.828,W,0
9/23/2016,11:36:41,28.067,N,64.824,W,0
9/23/2016,11:38:40,28.074,N,64.82,W,0
9/23/2016,11:40:40,28.08,N,64.817,W,0
9/23/2016,11:42:40,28.086,N,64.813,W,0
9/23/2016,11:44:40,28.092,N,64.81,W,0
9/23/2016,11:46:40,28.099,N,64.806,W,0
9/23/2016,11:48:40,28.105,N,64.803,W,0
9/23/2016,11:50:40,28.111,N,64.799,W,0
9/23/2016,11:52:40,28.117,N,64.796,W,0
9/23/2016,11:54:41,28.123,N,64.793,W,0
9/23/2016,11:56:41,28.129,N,64.79,W,0
9/23/2016,11:58:41,28.136,N,64.787,W,0
9/23/2016,12:00:41,28.142,N,64.784,W,0
9/23/2016,12:02:41,28.148,N,64.781,W,0
9/23/2016,12:04:41,28.154,N,64.778,W,0
9/23/2016,12:06:41,28.16,N,64.775,W,0
9/23/2016,12:08:40,28.166,N,64.773,W,0
9/23/2016,12:10:40,28.172,N,64.77,W,0
9/23/2016,12:12:40,28.178,N,64.768,W,0
9/23/2016,12:14:40,28.184,N,64.766,W,0
9/23/2016,12:16:40,28.19,N,64.763,W,0
9/23/2016,12:18:40,28.196,N,64.761,W,0
9/23/2016,12:20:40,28.202,N,64.759,W,0
9/23/2016,12:22:40,28.207,N,64.757,W,0
9/23/2016,12:24:41,28.213,N,64.756,W,0
9/23/2016,12:26:41,28.219,N,64.754,W,0
9/23/2016,12:28:41,28.225,N,64.752,W,0
9/23/2016,12:30:41,28.231,N,64.751,W,0
9/23/2016,12:32:41,28.236,N,64.75,W,0
9/23/2016,12:34:41,28.242,N,64.749,W,0
9/23/2016,12:36:41,28.248,N,64.747,W,0
9/23/2016,12:38:40,28.254,N,64.747,W,0
9/23/2016,12:40:40,28.259,N,64.746,W,0
9/23/2016,12:42:40,28.265,N,64.745,W,0
9/23/2016,12:44:40,28.27,N,64.745,W,0
9/23/2016,12:46:40,28.276,N,64.744,W,0
9/23/2016,12:48:40,28.281,N,64.744,W,0
9/23/2016,12:50:40,28.287,N,64.744,W,0
9/23/2016,12:52:40,28.292,N,64.744,W,0
9/23/2016,12:54:41,28.298,N,64.744,W,0
9/23/2016,12:56:41,28.303,N,64.744,W,0
9/23/2016,12:58:41,28.309,N,64.745,W,0
9/23/2016,13:00:41,28.314,N,64.745,W,0
9/23/2016,13:02:41,28.319,N,64.746,W,0
9/23/2016,13:04:41,28.324,N,64.747,W,0
9/23/2016,13:06:41,28.33,N,64.748,W,0
9/23/2016,13:08:40,28.335,N,64.749,W,0
9/23/2016,13:10:40,28.34,N,64.75,W,0
9/23/2016,13:12:40,28.345,N,64.752,W,0
9/23/2016,13:14:40,28.35,N,64.754,W,0
9/23/2016,13:16:40,28.355,N,64.756,W,0
9/23/2016,13:18:40,28.36,N,64.758,W,0
9/23/2016,13:20:40,28.365,N,64.76,W,0
9/23/2016,13:22:40,28.37,N,64.762,W,0
9/23/2016,13:24:41,28.375,N,64.765,W,0
9/23/2016,13:26:41,28.38,N,64.767,W,0
9/23/2016,13:28:41,28.385,N,64.77,W,0
9/23/2016,13:30:41,28.39,N,64.773,W,0
9/23/2016,13:32:41,28.394,N,64.777,W,0
9/23/2016,13:34:41,28.399,N,64.78,W,0
9/23/2016,13:36:41,28.404,N,64.784,W,0
9/23/2016,13:38:40,28.409,N,64.788,W,0
9/23/2016,13:40:40,28.413,N,64.792,W,0
9/23/2016,13:42:40,28.418,N,64.796,W,0
9/23/2016,13:44:40,28.422,N,64.8,W,0
9/23/2016,13:46:40,28.427,N,64.804,W,0
9/23/2016,13:48:40,28.431,N,64.809,W,0
9/23/2016,13:50:40,28.436,N,64.814,W,0
9/23/2016,13:52:40,28.44,N,64.818,W,0
9/23/2016,13:54:41,28.445,N,64.823,W,0
9/23/2016,13:56:41,28.449,N,64.829,W,0
9/23/2016,13:58:41,28.454,N,64.834,W,0
9/23/2016,14:00:41,28.458,N,64.839,W,0
9/23/2016,14:02:41,28.462,N,64.845,W,0
9/23/2016,14:04:41,28.467,N,64.85,W,0
9/23/2016,14:06:41,28.471,N,64.856,W,0
9/23/2016,14:08:40,28.475,N,64.862,W,0
9/23/2016,14:10:40,28.48,N,64.867,W,0
9/23/2016,14:12:40,28.484,N,64.873,W,0
9/23/2016,14:14:40,28.488,N,64.88,W,0
9/23/2016,14:16:40,28.493,N,64.886,W,0
9/23/2016,14:18:40,28.497,N,64.892,W,0
9/23/2016,14:20:40,28.501,N,64.898,W,0
9/23/2016,14:22:40,28.506,N,64.905,W,0
9/23/2016,14:24:41,28.51,N,64.911,W,0
9/23/2016,14:26:41,28.514,N,64.918,W,0
9/23/2016,14:28:41,28.519,N,64.924,W,0
9/23/2016,14:30:41,28.523,N,64.931,W,0
9/23/2016,14:32:41,28.527,N,64.937,W,0
9/23/2016,14:34:41,28.532,N,64.944,W,0
9/23/2016,14:36:41,28.536,N,64.951,W,0
9/23/2016,14:38:40,28.541,N,64.958,W,0
9/23/2016,14:40:40,28.545,N,64.965,W,0
9/23/2016,14:42:40,28.549,N,64.971,W,0
9/23/2016,14:44:40,28.554,N,64.978,W,0
9/23/2016,14:46:40,28.558,N,64.985,W,0
9/23/2016,14:48:40,28.563,N,64.992,W,0
9/23/2016,14:50:40,28.567,N,64.999,W,0
9/23/2016,14:52:40,28.572,N,65.006,W,0
9/23/2016,14:54:41,28.577,N,65.013,W,0
9/23/2016,14:56:41,28.581,N,65.02,W,0
9/23/2016,14:58:41,28.586,N,65.027,W,0
9/23/2016,15:00:41,28.591,N,65.034,W,0
9/23/2016,15:02:41,28.595,N,65.041,W,0
9/23/2016,15:04:41,28.6,N,65.048,W,0
9/23/2016,15:06:41,28.605,N,65.055,W,0
9/23/2016,15:08:40,28.61,N,65.061,W,0
9/23/2016,15:10:40,28.615,N,65.068,W,0
9/23/2016,15:12:40,28.62,N,65.075,W,0
9/23/2016,15:14:40,28.625,N,65.082,W,0
9/23/2016,15:16:40,28.63,N,65.089,W,0
9/23/2016,15:18:40,28.635,N,65.095,W,0
9/23/2016,15:20:40,28.64,N,65.102,W,0
9/23/2016,15:22:40,28.645,N,65.108,W,0
9/23/2016,15:24:41,28.65,N,65.115,W,0
9/23/2016,15:26:41,28.655,N,65.121,W,0
9/23/2016,15:28:41,28.661,N,65.128,W,0
9/23/2016,15:30:41,28.666,N,65.134,W,0
9/23/2016,15:32:41,28.672,N,65.14,W,0
9/23/2016,15:34:41,28.677,N,65.146,W,0
9/23/2016,15:36:41,28.683,N,65.152,W,0
9/23/2016,15:38:40,28.688,N,65.158,W,0
9/23/2016,15:40:40,28.694,N,65.164,W,0
9/23/2016,15:42:40,28.7,N,65.17,W,0
9/23/2016,15:44:40,28.706,N,65.176,W,0
9/23/2016,15:46:40,28.712,N,65.181,W,0
9/23/2016,15:48:40,28.718,N,65.187,W,0
9/23/2016,15:50:40,28.724,N,65.192,W,0
9/23/2016,15:52:40,28.73,N,65.197,W,0
9/23/2016,15:54:41,28.736,N,65.202,W,0
9/23/2016,15:56:41,28.742,N,65.207,W,0
9/23/2016,15:58:41,28.749,N,65.212,W,0
9/23/2016,16:00:41,28.755,N,65.217,W,0
9/23/2016,16:02:41,28.762,N,65.221,W,0
9/23/2016,16:04:41,28.769,N,65.226,W,0
9/23/2016,16:06:41,28.775,N,65.23,W,0
9/23/2016,16:08:40,28.782,N,65.234,W,0
9/23/2016,16:10:40,28.789,N,65.238,W,0
9/23/2016,16:12:40,28.796,N,65.242,W,0
9/23/2016,16:14:40,28.803,N,65.246,W,0
9/23/2016,16:16:40,28.81,N,65.249,W,0
9/23/2016,16:18:40,28.818,N,65.252,W,0
9/23/2016,16:20:40,28.825,N,65.255,W,0
9/23/2016,16:22:40,28.832,N,65.258,W,0
9/23/2016,16:24:41,28.84,N,65.261,W,0
9/23/2016,16:26:41,28.848,N,65.264,W,0
9/23/2016,16:28:41,28.855,N,65.266,W,0
9/23/2016,16:30:41,28.863,N,65.268,W,0
9/23/2016,16:32:41,28.871,N,65.271,W,0
9/23/2016,16:34:41,28.879,N,65.273,W,0
9/23/2016,16:36:41,28.887,N,65.274,W,0
9/23/2016,16:38:40,28.896,N,65.276,W,0
9/23/2016,16:40:40,28.904,N,65.278,W,0
9/23/2016,16:42:40,28.912,N,65.279,W,0
9/23/2016,16:44:40,28.921,N,65.28,W,0
9/23/2016,16:46:40,28.929,N,65.281,W,0
9/23/2016,16:48:40,28.938,N,65.282,W,0
9/23/2016,16:50:40,28.947,N,65.283,W,0
9/23/2016,16:52:40,28.955,N,65.284,W,0
9/23/2016,16:54:41,28.964,N,65.284,W,0
9/23/2016,16:56:41,28.973,N,65.285,W,0
9/23/2016,16:58:41,28.982,N,65.285,W,0
9/23/2016,17:00:41,28.991,N,65.285,W,0
9/23/2016,17:02:41,29,N,65.285,W,0
9/23/2016,17:04:41,29.009,N,65.285,W,0
9/23/2016,17:06:41,29.019,N,65.285,W,0
9/23/2016,17:08:40,29.028,N,65.284,W,0
9/23/2016,17:10:40,29.037,N,65.284,W,0
9/23/2016,17:12:40,29.047,N,65.283,W,0
9/23/2016,17:13:19,29.05,N,65.283,W,0
9/23/2016,17:15:19,29.064,N,65.27,W,0
9/23/2016,17:17:19,29.078,N,65.257,W,0
9/23/2016,17:19:19,29.091,N,65.245,W,0
9/23/2016,17:21:19,29.105,N,65.233,W,0
9/23/2016,17:23:19,29.118,N,65.222,W,0
9/23/2016,17:25:20,29.131,N,65.211,W,0
9/23/2016,17:27:20,29.144,N,65.2,W,0
9/23/2016,17:29:20,29.157,N,65.19,W,0
9/23/2016,17:31:20,29.17,N,65.181,W,0
9/23/2016,17:33:20,29.182,N,65.171,W,0
9/23/2016,17:35:20,29.195,N,65.163,W,0
9/23/2016,17:37:20,29.207,N,65.155,W,0
9/23/2016,17:39:20,29.219,N,65.147,W,0
9/23/2016,17:41:19,29.231,N,65.139,W,0
9/23/2016,17:43:19,29.243,N,65.132,W,0
9/23/2016,17:45:19,29.255,N,65.126,W,0
9/23/2016,17:47:19,29.267,N,65.12,W,0
9/23/2016,17:49:19,29.279,N,65.114,W,0
9/23/2016,17:51:19,29.29,N,65.109,W,0
9/23/2016,17:53:19,29.301,N,65.104,W,0
9/23/2016,17:55:20,29.313,N,65.099,W,0
9/23/2016,17:57:20,29.324,N,65.095,W,0
9/23/2016,17:59:20,29.335,N,65.091,W,0
9/23/2016,18:01:20,29.346,N,65.088,W,0
9/23/2016,18:03:20,29.356,N,65.085,W,0
9/23/2016,18:05:20,29.367,N,65.082,W,0
9/23/2016,18:07:20,29.378,N,65.08,W,0
9/23/2016,18:09:20,29.388,N,65.078,W,0
9/23/2016,18:11:19,29.398,N,65.076,W,0
9/23/2016,18:13:19,29.409,N,65.075,W,0
9/23/2016,18:15:19,29.419,N,65.074,W,0
9/23/2016,18:17:19,29.429,N,65.073,W,0
9/23/2016,18:19:19,29.439,N,65.073,W,0
9/23/2016,18:21:19,29.449,N,65.073,W,0
9/23/2016,18:23:19,29.458,N,65.073,W,0
9/23/2016,18:25:20,29.468,N,65.074,W,0
9/23/2016,18:27:20,29.478,N,65.074,W,0
9/23/2016,18:29:20,29.487,N,65.076,W,0
9/23/2016,18:31:20,29.497,N,65.077,W,0
9/23/2016,18:33:20,29.506,N,65.079,W,0
9/23/2016,18:35:20,29.515,N,65.081,W,0
9/23/2016,18:37:20,29.524,N,65.083,W,0
9/23/2016,18:39:20,29.533,N,65.086,W,0
9/23/2016,18:41:19,29.542,N,65.089,W,0
9/23/2016,18:43:19,29.551,N,65.092,W,0
9/23/2016,18:45:19,29.56,N,65.095,W,0
9/23/2016,18:47:19,29.569,N,65.099,W,0
9/23/2016,18:49:19,29.577,N,65.102,W,0
9/23/2016,18:51:19,29.586,N,65.106,W,0
9/23/2016,18:53:19,29.595,N,65.111,W,0
9/23/2016,18:55:20,29.603,N,65.115,W,0
9/23/2016,18:57:20,29.612,N,65.12,W,0
9/23/2016,18:59:20,29.62,N,65.125,W,0
9/23/2016,19:01:20,29.628,N,65.13,W,0
9/23/2016,19:02:29,29.633,N,65.133,W,0
9/23/2016,19:04:29,29.642,N,65.138,W,0
9/23/2016,19:06:29,29.651,N,65.143,W,0
9/23/2016,19:08:30,29.66,N,65.148,W,0
9/23/2016,19:10:30,29.669,N,65.154,W,0
9/23/2016,19:12:30,29.677,N,65.16,W,0
9/23/2016,19:14:30,29.686,N,65.166,W,0
9/23/2016,19:16:30,29.694,N,65.172,W,0
9/23/2016,19:18:30,29.703,N,65.179,W,0
9/23/2016,19:20:30,29.711,N,65.186,W,0
9/23/2016,19:22:30,29.719,N,65.193,W,0
9/23/2016,19:24:29,29.728,N,65.2,W,0
9/23/2016,19:26:29,29.736,N,65.208,W,0
9/23/2016,19:28:29,29.744,N,65.216,W,0
9/23/2016,19:30:29,29.752,N,65.224,W,0
9/23/2016,19:32:29,29.759,N,65.232,W,0
9/23/2016,19:34:29,29.767,N,65.24,W,0
9/23/2016,19:36:29,29.775,N,65.248,W,0
9/23/2016,19:38:30,29.782,N,65.256,W,0
9/23/2016,19:40:30,29.79,N,65.265,W,0
9/23/2016,19:42:30,29.797,N,65.273,W,0
9/23/2016,19:44:30,29.805,N,65.282,W,0
9/23/2016,19:46:30,29.812,N,65.291,W,0
9/23/2016,19:48:30,29.819,N,65.299,W,0
9/23/2016,19:50:30,29.826,N,65.308,W,0
9/23/2016,19:52:30,29.833,N,65.317,W,0
9/23/2016,19:54:29,29.84,N,65.326,W,0
9/23/2016,19:56:29,29.847,N,65.335,W,0
9/23/2016,19:58:29,29.853,N,65.343,W,0
9/23/2016,20:00:29,29.86,N,65.352,W,0
9/23/2016,20:02:29,29.866,N,65.361,W,0
9/23/2016,20:04:29,29.873,N,65.37,W,0
9/23/2016,20:06:29,29.879,N,65.378,W,0
9/23/2016,20:08:30,29.885,N,65.387,W,0
9/23/2016,20:10:30,29.891,N,65.395,W,0
9/23/2016,20:12:30,29.897,N,65.403,W,0
9/23/2016,20:14:30,29.903,N,65.412,W,0
9/23/2016,20:15:04,29.905,N,65.414,W,0
9/23/2016,20:17:04,29.911,N,65.421,W,0
9/23/2016,20:19:04,29.917,N,65.428,W,0
9/23/2016,20:21:04,29.923,N,65.434,W,0
9/23/2016,20:23:04,29.929,N,65.441,W,0
9/23/2016,20:25:04,29.935,N,65.447,W,0
9/23/2016,20:27:04,29.941,N,65.454,W,0
9/23/2016,20:29:05,29.947,N,65.46,W,0
9/23/2016,20:31:05,29.952,N,65.467,W,0
9/23/2016,20:33:05,29.957,N,65.473,W,0
9/23/2016,20:35:05,29.963,N,65.479,W,0
9/23/2016,20:37:05,29.968,N,65.485,W,0
9/23/2016,20:39:05,29.973,N,65.491,W,0
9/23/2016,20:41:05,29.978,N,65.497,W,0
9/23/2016,20:43:05,29.982,N,65.502,W,0
9/23/2016,20:45:04,29.987,N,65.508,W,0
9/23/2016,20:47:04,29.992,N,65.513,W,0
9/23/2016,20:49:04,29.996,N,65.519,W,0
9/23/2016,20:51:04,30,N,65.524,W,0
9/23/2016,20:53:04,30.005,N,65.529,W,0
9/23/2016,20:55:04,30.009,N,65.534,W,0
9/23/2016,20:57:04,30.013,N,65.539,W,0
9/23/2016,20:59:05,30.017,N,65.544,W,0
9/23/2016,21:01:05,30.02,N,65.548,W,0
9/23/2016,21:03:05,30.024,N,65.553,W,0
9/23/2016,21:05:05,30.028,N,65.557,W,0
9/23/2016,21:07:05,30.032,N,65.561,W,0
9/23/2016,21:09:05,30.035,N,65.565,W,0
9/23/2016,21:11:05,30.039,N,65.569,W,0
9/23/2016,21:13:05,30.042,N,65.573,W,0
9/23/2016,21:15:04,30.045,N,65.576,W,0
9/23/2016,21:17:04,30.048,N,65.58,W,0
9/23/2016,21:19:04,30.052,N,65.583,W,0
9/23/2016,21:21:04,30.055,N,65.586,W,0
9/23/2016,21:23:04,30.058,N,65.588,W,0
9/23/2016,21:25:04,30.061,N,65.591,W,0
9/23/2016,21:27:04,30.064,N,65.593,W,0
9/23/2016,21:29:05,30.067,N,65.596,W,0
9/23/2016,21:31:05,30.069,N,65.598,W,0
9/23/2016,21:33:05,30.072,N,65.599,W,0
9/23/2016,21:35:05,30.075,N,65.601,W,0
9/23/2016,21:37:05,30.078,N,65.602,W,0
9/23/2016,21:39:05,30.08,N,65.603,W,0
9/23/2016,21:41:05,30.083,N,65.604,W,0
9/23/2016,21:43:05,30.086,N,65.605,W,0
9/23/2016,21:45:04,30.088,N,65.605,W,0
9/23/2016,21:47:04,30.091,N,65.606,W,0
9/23/2016,21:49:04,30.093,N,65.606,W,0
9/23/2016,21:51:04,30.096,N,65.605,W,0
9/23/2016,21:53:04,30.098,N,65.605,W,0
9/23/2016,21:55:04,30.101,N,65.604,W,0
9/23/2016,21:57:04,30.103,N,65.603,W,0
9/23/2016,21:59:05,30.106,N,65.602,W,0
9/23/2016,22:01:05,30.108,N,65.6,W,0
9/23/2016,22:03:05,30.111,N,65.598,W,0
9/23/2016,22:05:05,30.113,N,65.596,W,0
9/23/2016,22:07:05,30.116,N,65.594,W,0
9/23/2016,22:09:05,30.118,N,65.591,W,0
9/23/2016,22:11:05,30.121,N,65.588,W,0
9/23/2016,22:13:05,30.123,N,65.585,W,0
9/23/2016,22:15:04,30.126,N,65.581,W,0
9/23/2016,22:15:19,30.126,N,65.581,W,0
9/23/2016,22:17:19,30.129,N,65.579,W,0
9/23/2016,22:19:19,30.132,N,65.577,W,0
9/23/2016,22:21:19,30.135,N,65.575,W,0
9/23/2016,22:23:19,30.138,N,65.573,W,0
