Track,for,Cristobal,2008,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
7/20/2008,18:08:21,34.483,N,76.193,W
7/20/2008,18:10:21,34.483,N,76.19,W
7/20/2008,18:12:21,34.484,N,76.186,W
7/20/2008,18:14:20,34.484,N,76.182,W
7/20/2008,18:16:20,34.485,N,76.178,W
7/20/2008,18:18:20,34.486,N,76.174,W
7/20/2008,18:20:21,34.486,N,76.17,W
7/20/2008,18:22:21,34.487,N,76.166,W
7/20/2008,18:24:21,34.488,N,76.161,W
7/20/2008,18:26:21,34.489,N,76.157,W
7/20/2008,18:28:20,34.49,N,76.152,W
7/20/2008,18:30:20,34.491,N,76.148,W
7/20/2008,18:32:20,34.493,N,76.143,W
7/20/2008,18:34:20,34.494,N,76.138,W
7/20/2008,18:36:21,34.495,N,76.133,W
7/20/2008,18:38:21,34.497,N,76.127,W
7/20/2008,18:40:21,34.499,N,76.122,W
7/20/2008,18:42:21,34.5,N,76.117,W
7/20/2008,18:44:20,34.502,N,76.111,W
7/20/2008,18:46:20,34.504,N,76.106,W
7/20/2008,18:48:20,34.506,N,76.1,W
7/20/2008,18:48:41,34.506,N,76.099,W
7/20/2008,18:50:41,34.508,N,76.093,W
7/20/2008,18:52:41,34.509,N,76.088,W
7/20/2008,18:54:40,34.511,N,76.082,W
7/20/2008,18:56:40,34.513,N,76.076,W
7/20/2008,18:58:40,34.515,N,76.07,W
7/20/2008,19:00:41,34.518,N,76.064,W
7/20/2008,19:02:41,34.52,N,76.057,W
7/20/2008,19:04:41,34.522,N,76.051,W
7/20/2008,19:06:41,34.525,N,76.044,W
7/20/2008,19:08:40,34.527,N,76.037,W
7/20/2008,19:10:40,34.53,N,76.03,W
7/20/2008,19:12:40,34.533,N,76.023,W
7/20/2008,19:14:40,34.536,N,76.016,W
7/20/2008,19:16:41,34.538,N,76.009,W
7/20/2008,19:18:41,34.541,N,76.002,W
7/20/2008,19:20:41,34.544,N,75.994,W
7/20/2008,19:22:41,34.547,N,75.987,W
7/20/2008,19:24:40,34.55,N,75.98,W
7/20/2008,19:26:40,34.553,N,75.972,W
7/20/2008,19:28:40,34.557,N,75.965,W
7/20/2008,19:30:41,34.56,N,75.957,W
7/20/2008,19:32:41,34.563,N,75.949,W
7/20/2008,19:34:41,34.566,N,75.942,W
7/20/2008,19:36:41,34.57,N,75.934,W
7/20/2008,19:38:40,34.573,N,75.926,W
7/20/2008,19:40:40,34.576,N,75.919,W
7/20/2008,19:42:40,34.58,N,75.911,W
7/20/2008,19:44:40,34.583,N,75.903,W
7/20/2008,19:46:41,34.586,N,75.896,W
7/20/2008,19:48:41,34.59,N,75.888,W
7/20/2008,19:50:41,34.593,N,75.88,W
7/20/2008,19:52:41,34.596,N,75.873,W
7/20/2008,19:54:40,34.6,N,75.865,W
7/20/2008,19:56:40,34.603,N,75.858,W
7/20/2008,19:58:40,34.606,N,75.85,W
7/20/2008,20:00:41,34.61,N,75.843,W
7/20/2008,20:02:41,34.613,N,75.835,W
7/20/2008,20:04:41,34.616,N,75.828,W
7/20/2008,20:06:41,34.619,N,75.821,W
7/20/2008,20:08:40,34.623,N,75.814,W
7/20/2008,20:10:40,34.626,N,75.807,W
7/20/2008,20:12:40,34.629,N,75.8,W
7/20/2008,20:14:40,34.632,N,75.793,W
7/20/2008,20:16:12,34.634,N,75.788,W
7/20/2008,20:18:11,34.636,N,75.782,W
7/20/2008,20:20:11,34.638,N,75.776,W
7/20/2008,20:22:11,34.64,N,75.771,W
7/20/2008,20:24:11,34.642,N,75.765,W
7/20/2008,20:26:12,34.644,N,75.759,W
7/20/2008,20:28:12,34.646,N,75.754,W
7/20/2008,20:30:12,34.648,N,75.749,W
7/20/2008,20:32:12,34.65,N,75.743,W
7/20/2008,20:34:11,34.652,N,75.738,W
7/20/2008,20:36:11,34.654,N,75.733,W
7/20/2008,20:38:11,34.656,N,75.727,W
7/20/2008,20:40:11,34.657,N,75.722,W
7/20/2008,20:42:12,34.659,N,75.717,W
7/20/2008,20:44:12,34.661,N,75.712,W
7/20/2008,20:46:12,34.663,N,75.707,W
7/20/2008,20:48:11,34.665,N,75.702,W
7/20/2008,20:50:11,34.666,N,75.697,W
7/20/2008,20:52:11,34.668,N,75.692,W
7/20/2008,20:54:11,34.67,N,75.687,W
7/20/2008,20:56:12,34.672,N,75.683,W
7/20/2008,20:58:12,34.674,N,75.678,W
7/20/2008,21:00:12,34.676,N,75.673,W
7/20/2008,21:02:12,34.677,N,75.668,W
7/20/2008,21:04:11,34.679,N,75.663,W
7/20/2008,21:06:11,34.681,N,75.659,W
7/20/2008,21:08:11,34.683,N,75.654,W
7/20/2008,21:10:11,34.685,N,75.649,W
7/20/2008,21:12:12,34.687,N,75.645,W
7/20/2008,21:14:12,34.689,N,75.64,W
7/20/2008,21:16:12,34.691,N,75.635,W
7/20/2008,21:18:11,34.694,N,75.631,W
7/20/2008,21:20:11,34.696,N,75.626,W
7/20/2008,21:22:11,34.698,N,75.622,W
7/20/2008,21:24:11,34.7,N,75.617,W
7/20/2008,21:26:12,34.703,N,75.612,W
7/20/2008,21:28:12,34.705,N,75.608,W
7/20/2008,21:30:12,34.708,N,75.603,W
7/20/2008,21:32:12,34.71,N,75.598,W
7/20/2008,21:34:11,34.713,N,75.593,W
7/20/2008,21:36:11,34.715,N,75.589,W
7/20/2008,21:38:11,34.718,N,75.584,W
7/20/2008,21:40:11,34.721,N,75.579,W
7/20/2008,21:42:12,34.724,N,75.575,W
7/20/2008,21:42:50,34.725,N,75.573,W
7/20/2008,21:44:50,34.728,N,75.568,W
7/20/2008,21:46:50,34.731,N,75.563,W
7/20/2008,21:48:49,34.734,N,75.558,W
7/20/2008,21:50:49,34.737,N,75.553,W
7/20/2008,21:52:49,34.74,N,75.548,W
7/20/2008,21:54:49,34.743,N,75.543,W
7/20/2008,21:56:50,34.746,N,75.538,W
7/20/2008,21:58:50,34.749,N,75.533,W
7/20/2008,22:00:50,34.752,N,75.528,W
7/20/2008,22:02:49,34.755,N,75.523,W
7/20/2008,22:04:49,34.759,N,75.518,W
7/20/2008,22:06:49,34.762,N,75.513,W
7/20/2008,22:08:49,34.766,N,75.507,W
7/20/2008,22:10:50,34.769,N,75.502,W
7/20/2008,22:12:50,34.773,N,75.497,W
7/20/2008,22:14:50,34.776,N,75.492,W
7/20/2008,22:16:50,34.78,N,75.487,W
7/20/2008,22:18:49,34.784,N,75.482,W
7/20/2008,22:20:49,34.788,N,75.477,W
7/20/2008,22:22:49,34.792,N,75.472,W
7/20/2008,22:24:49,34.796,N,75.467,W
7/20/2008,22:26:50,34.8,N,75.462,W
7/20/2008,22:28:50,34.804,N,75.457,W
7/20/2008,22:30:50,34.808,N,75.451,W
7/20/2008,22:32:49,34.812,N,75.446,W
7/20/2008,22:34:49,34.817,N,75.441,W
7/20/2008,22:36:49,34.821,N,75.436,W
7/20/2008,22:38:49,34.826,N,75.431,W
7/20/2008,22:40:50,34.83,N,75.426,W
7/20/2008,22:42:50,34.835,N,75.421,W
7/20/2008,22:44:50,34.84,N,75.415,W
7/20/2008,22:46:50,34.844,N,75.41,W
7/20/2008,22:48:49,34.849,N,75.405,W
7/20/2008,22:50:49,34.854,N,75.4,W
7/20/2008,22:52:49,34.859,N,75.395,W
7/20/2008,22:54:49,34.864,N,75.39,W
7/20/2008,22:56:50,34.869,N,75.385,W
7/20/2008,22:58:50,34.874,N,75.379,W
7/20/2008,23:00:50,34.88,N,75.374,W
7/20/2008,23:02:49,34.885,N,75.369,W
7/20/2008,23:03:38,34.887,N,75.367,W
7/20/2008,23:05:38,34.89,N,75.362,W
7/20/2008,23:07:38,34.894,N,75.358,W
7/20/2008,23:09:38,34.897,N,75.354,W
7/20/2008,23:11:39,34.901,N,75.349,W
7/20/2008,23:13:39,34.904,N,75.345,W
7/20/2008,23:15:39,34.907,N,75.341,W
7/20/2008,23:17:38,34.911,N,75.336,W
7/20/2008,23:19:38,34.914,N,75.332,W
7/20/2008,23:21:38,34.917,N,75.328,W
7/20/2008,23:23:38,34.92,N,75.324,W
7/20/2008,23:25:39,34.923,N,75.32,W
7/20/2008,23:27:39,34.926,N,75.316,W
7/20/2008,23:29:39,34.929,N,75.312,W
7/20/2008,23:31:39,34.932,N,75.308,W
7/20/2008,23:33:38,34.935,N,75.304,W
7/20/2008,23:35:38,34.938,N,75.3,W
7/20/2008,23:37:38,34.94,N,75.297,W
7/20/2008,23:39:38,34.943,N,75.293,W
7/20/2008,23:41:39,34.946,N,75.29,W
7/20/2008,23:43:39,34.948,N,75.286,W
7/20/2008,23:45:39,34.951,N,75.283,W
7/20/2008,23:47:38,34.953,N,75.279,W
7/20/2008,23:49:38,34.956,N,75.276,W
7/20/2008,23:51:38,34.958,N,75.273,W
7/20/2008,23:53:38,34.96,N,75.269,W
7/20/2008,23:55:39,34.963,N,75.266,W
7/20/2008,23:57:39,34.965,N,75.263,W
7/20/2008,23:59:39,34.967,N,75.26,W
7/21/2008,0:01:39,34.969,N,75.257,W
7/21/2008,0:03:38,34.971,N,75.254,W
7/21/2008,0:05:38,34.973,N,75.252,W
7/21/2008,0:07:38,34.975,N,75.249,W
7/21/2008,0:09:38,34.977,N,75.246,W
7/21/2008,0:11:39,34.978,N,75.244,W
7/21/2008,0:13:39,34.98,N,75.241,W
7/21/2008,0:15:39,34.982,N,75.239,W
7/21/2008,0:17:38,34.983,N,75.236,W
7/21/2008,0:19:38,34.985,N,75.234,W
7/21/2008,0:21:38,34.986,N,75.232,W
7/21/2008,0:23:38,34.987,N,75.23,W
7/21/2008,0:25:39,34.989,N,75.228,W
7/21/2008,0:27:39,34.99,N,75.226,W
7/21/2008,0:29:39,34.991,N,75.224,W
7/21/2008,0:31:39,34.992,N,75.222,W
7/21/2008,0:33:38,34.993,N,75.22,W
7/21/2008,0:35:38,34.995,N,75.218,W
7/21/2008,0:37:38,34.996,N,75.216,W
7/21/2008,0:39:38,34.997,N,75.214,W
7/21/2008,0:41:39,34.998,N,75.213,W
7/21/2008,0:43:39,34.999,N,75.211,W
7/21/2008,0:45:39,34.999,N,75.209,W
7/21/2008,0:47:38,35,N,75.208,W
7/21/2008,0:49:38,35.001,N,75.206,W
7/21/2008,0:51:38,35.002,N,75.205,W
7/21/2008,0:53:38,35.003,N,75.203,W
7/21/2008,0:55:39,35.004,N,75.202,W
7/21/2008,0:57:39,35.004,N,75.2,W
7/21/2008,0:59:39,35.005,N,75.199,W
7/21/2008,1:01:39,35.006,N,75.197,W
7/21/2008,1:03:38,35.007,N,75.196,W
7/21/2008,1:05:38,35.007,N,75.194,W
7/21/2008,1:07:38,35.008,N,75.193,W
7/21/2008,1:09:38,35.009,N,75.191,W
7/21/2008,1:11:39,35.01,N,75.19,W
7/21/2008,1:13:39,35.01,N,75.189,W
7/21/2008,1:15:39,35.011,N,75.187,W
7/21/2008,1:17:38,35.012,N,75.186,W
7/21/2008,1:19:38,35.013,N,75.184,W
7/21/2008,1:21:38,35.013,N,75.183,W
7/21/2008,1:23:38,35.014,N,75.182,W
7/21/2008,1:25:39,35.015,N,75.18,W
7/21/2008,1:27:39,35.016,N,75.179,W
7/21/2008,1:29:39,35.016,N,75.177,W
7/21/2008,1:31:39,35.017,N,75.176,W
7/21/2008,1:33:38,35.018,N,75.174,W
7/21/2008,1:35:38,35.019,N,75.173,W
7/21/2008,1:37:38,35.02,N,75.171,W
7/21/2008,1:39:38,35.021,N,75.17,W
7/21/2008,1:41:39,35.022,N,75.168,W
7/21/2008,1:43:39,35.023,N,75.166,W
7/21/2008,1:45:39,35.024,N,75.165,W
7/21/2008,1:47:38,35.025,N,75.163,W
7/21/2008,1:49:38,35.026,N,75.161,W
7/21/2008,1:51:38,35.027,N,75.159,W
7/21/2008,1:53:38,35.028,N,75.157,W
7/21/2008,1:55:39,35.03,N,75.156,W
7/21/2008,1:57:39,35.031,N,75.154,W
7/21/2008,1:59:39,35.032,N,75.152,W
7/21/2008,2:01:39,35.034,N,75.15,W
7/21/2008,2:03:38,35.035,N,75.147,W
7/21/2008,2:05:38,35.037,N,75.145,W
7/21/2008,2:07:38,35.038,N,75.143,W
7/21/2008,2:09:38,35.04,N,75.141,W
7/21/2008,2:11:39,35.042,N,75.138,W
7/21/2008,2:13:39,35.043,N,75.136,W
7/21/2008,2:15:39,35.045,N,75.133,W
7/21/2008,2:17:38,35.047,N,75.131,W
7/21/2008,2:19:38,35.049,N,75.128,W
7/21/2008,2:21:38,35.051,N,75.126,W
7/21/2008,2:23:38,35.053,N,75.123,W
7/21/2008,2:25:39,35.056,N,75.12,W
7/21/2008,2:27:39,35.058,N,75.117,W
7/21/2008,2:29:39,35.06,N,75.114,W
7/21/2008,2:31:39,35.063,N,75.111,W
7/21/2008,2:33:38,35.065,N,75.108,W
7/21/2008,2:35:38,35.068,N,75.104,W
7/21/2008,2:37:38,35.071,N,75.101,W
7/21/2008,2:39:38,35.073,N,75.097,W
7/21/2008,2:41:39,35.076,N,75.094,W
7/21/2008,2:43:39,35.079,N,75.09,W
7/21/2008,2:45:39,35.082,N,75.086,W
7/21/2008,2:47:38,35.086,N,75.082,W
7/21/2008,2:49:38,35.089,N,75.078,W
7/21/2008,2:51:38,35.092,N,75.074,W
7/21/2008,2:53:38,35.096,N,75.07,W
7/21/2008,2:55:39,35.099,N,75.066,W
7/21/2008,2:57:39,35.103,N,75.062,W
7/21/2008,2:59:39,35.106,N,75.057,W
7/21/2008,3:01:39,35.11,N,75.053,W
7/21/2008,3:03:38,35.114,N,75.048,W
7/21/2008,3:05:38,35.118,N,75.044,W
7/21/2008,3:07:38,35.122,N,75.039,W
7/21/2008,3:09:38,35.126,N,75.034,W
7/21/2008,3:11:39,35.13,N,75.03,W
7/21/2008,3:13:39,35.134,N,75.025,W
7/21/2008,3:15:39,35.138,N,75.02,W
7/21/2008,3:17:38,35.142,N,75.015,W
7/21/2008,3:19:38,35.147,N,75.01,W
7/21/2008,3:21:38,35.151,N,75.004,W
7/21/2008,3:23:20,35.155,N,75,W
7/21/2008,3:25:19,35.16,N,74.994,W
7/21/2008,3:27:19,35.166,N,74.987,W
7/21/2008,3:29:19,35.171,N,74.981,W
7/21/2008,3:31:19,35.177,N,74.975,W
7/21/2008,3:33:20,35.182,N,74.969,W
7/21/2008,3:35:20,35.188,N,74.962,W
7/21/2008,3:37:20,35.193,N,74.956,W
7/21/2008,3:39:20,35.199,N,74.95,W
7/21/2008,3:41:19,35.204,N,74.944,W
7/21/2008,3:43:19,35.21,N,74.937,W
7/21/2008,3:45:19,35.215,N,74.931,W
7/21/2008,3:47:19,35.221,N,74.925,W
7/21/2008,3:49:20,35.226,N,74.918,W
7/21/2008,3:51:20,35.232,N,74.912,W
7/21/2008,3:53:20,35.237,N,74.906,W
7/21/2008,3:55:19,35.243,N,74.9,W
7/21/2008,3:57:19,35.248,N,74.893,W
7/21/2008,3:59:19,35.254,N,74.887,W
7/21/2008,4:01:19,35.259,N,74.881,W
7/21/2008,4:03:20,35.265,N,74.874,W
7/21/2008,4:05:20,35.27,N,74.868,W
7/21/2008,4:07:20,35.276,N,74.862,W
7/21/2008,4:09:20,35.281,N,74.856,W
7/21/2008,4:11:19,35.287,N,74.849,W
7/21/2008,4:13:19,35.292,N,74.843,W
7/21/2008,4:15:19,35.298,N,74.837,W
7/21/2008,4:17:19,35.303,N,74.831,W
7/21/2008,4:19:20,35.309,N,74.824,W
7/21/2008,4:21:20,35.314,N,74.818,W
7/21/2008,4:23:20,35.32,N,74.812,W
7/21/2008,4:25:19,35.325,N,74.805,W
7/21/2008,4:27:19,35.331,N,74.799,W
7/21/2008,4:29:19,35.336,N,74.793,W
7/21/2008,4:31:19,35.342,N,74.787,W
7/21/2008,4:33:20,35.347,N,74.78,W
7/21/2008,4:35:20,35.353,N,74.774,W
7/21/2008,4:37:20,35.358,N,74.768,W
7/21/2008,4:39:20,35.364,N,74.761,W
7/21/2008,4:41:19,35.369,N,74.755,W
7/21/2008,4:43:19,35.375,N,74.749,W
7/21/2008,4:45:19,35.38,N,74.743,W
7/21/2008,4:47:19,35.386,N,74.736,W
7/21/2008,4:49:20,35.391,N,74.73,W
7/21/2008,4:51:20,35.397,N,74.724,W
7/21/2008,4:53:20,35.402,N,74.718,W
7/21/2008,4:55:19,35.408,N,74.711,W
7/21/2008,4:57:19,35.413,N,74.705,W
7/21/2008,4:59:19,35.419,N,74.699,W
7/21/2008,5:00:50,35.423,N,74.694,W
7/21/2008,5:02:49,35.438,N,74.683,W
7/21/2008,5:04:49,35.454,N,74.673,W
7/21/2008,5:06:49,35.469,N,74.662,W
7/21/2008,5:08:49,35.484,N,74.651,W
7/21/2008,5:09:57,35.493,N,74.645,W
7/21/2008,5:11:57,35.508,N,74.634,W
7/21/2008,5:13:57,35.523,N,74.624,W
7/21/2008,5:15:57,35.538,N,74.613,W
7/21/2008,5:17:58,35.552,N,74.603,W
7/21/2008,5:19:58,35.567,N,74.592,W
7/21/2008,5:21:58,35.581,N,74.582,W
7/21/2008,5:23:58,35.595,N,74.572,W
7/21/2008,5:25:57,35.608,N,74.561,W
7/21/2008,5:27:57,35.622,N,74.551,W
7/21/2008,5:29:57,35.635,N,74.541,W
7/21/2008,5:31:57,35.647,N,74.532,W
7/21/2008,5:33:58,35.659,N,74.522,W
7/21/2008,5:35:58,35.671,N,74.512,W
7/21/2008,5:37:58,35.683,N,74.503,W
7/21/2008,5:39:57,35.693,N,74.494,W
7/21/2008,5:41:57,35.704,N,74.485,W
7/21/2008,5:43:57,35.714,N,74.476,W
7/21/2008,5:45:57,35.723,N,74.467,W
7/21/2008,5:47:58,35.732,N,74.458,W
7/21/2008,5:49:58,35.74,N,74.45,W
7/21/2008,5:51:58,35.748,N,74.442,W
7/21/2008,5:53:58,35.755,N,74.434,W
7/21/2008,5:55:57,35.761,N,74.426,W
7/21/2008,5:57:57,35.767,N,74.418,W
7/21/2008,5:59:57,35.771,N,74.411,W
7/21/2008,6:01:57,35.776,N,74.404,W
7/21/2008,6:03:58,35.779,N,74.397,W
7/21/2008,6:05:58,35.782,N,74.391,W
7/21/2008,6:07:58,35.784,N,74.384,W
7/21/2008,6:09:57,35.785,N,74.378,W
7/21/2008,6:11:57,35.785,N,74.372,W
7/21/2008,6:13:57,35.785,N,74.367,W
7/21/2008,6:15:57,35.784,N,74.361,W
7/21/2008,6:17:58,35.783,N,74.356,W
7/21/2008,6:19:58,35.781,N,74.351,W
7/21/2008,6:21:58,35.779,N,74.346,W
7/21/2008,6:23:58,35.776,N,74.341,W
7/21/2008,6:25:57,35.773,N,74.336,W
7/21/2008,6:27:57,35.77,N,74.331,W
7/21/2008,6:29:57,35.766,N,74.326,W
7/21/2008,6:31:57,35.762,N,74.322,W
7/21/2008,6:33:58,35.757,N,74.317,W
7/21/2008,6:35:58,35.753,N,74.313,W
7/21/2008,6:37:10,35.75,N,74.31,W
7/21/2008,6:39:11,35.748,N,74.303,W
7/21/2008,6:41:11,35.746,N,74.295,W
7/21/2008,6:43:11,35.744,N,74.288,W
7/21/2008,6:45:11,35.742,N,74.28,W
7/21/2008,6:47:10,35.74,N,74.273,W
7/21/2008,6:49:10,35.738,N,74.265,W
7/21/2008,6:51:10,35.736,N,74.258,W
7/21/2008,6:53:11,35.734,N,74.251,W
7/21/2008,6:55:11,35.733,N,74.243,W
7/21/2008,6:57:11,35.731,N,74.236,W
7/21/2008,6:59:11,35.729,N,74.228,W
7/21/2008,7:01:10,35.728,N,74.221,W
7/21/2008,7:03:10,35.726,N,74.214,W
7/21/2008,7:05:10,35.724,N,74.206,W
7/21/2008,7:07:10,35.723,N,74.199,W
7/21/2008,7:09:11,35.722,N,74.191,W
7/21/2008,7:11:11,35.72,N,74.184,W
7/21/2008,7:13:11,35.719,N,74.177,W
7/21/2008,7:15:11,35.718,N,74.169,W
7/21/2008,7:17:10,35.716,N,74.162,W
7/21/2008,7:19:10,35.715,N,74.155,W
7/21/2008,7:21:10,35.714,N,74.147,W
7/21/2008,7:23:11,35.713,N,74.14,W
7/21/2008,7:25:11,35.712,N,74.133,W
7/21/2008,7:27:11,35.711,N,74.125,W
7/21/2008,7:29:11,35.71,N,74.118,W
7/21/2008,7:31:10,35.71,N,74.111,W
7/21/2008,7:33:10,35.709,N,74.103,W
7/21/2008,7:35:10,35.708,N,74.096,W
7/21/2008,7:37:10,35.707,N,74.089,W
7/21/2008,7:39:11,35.707,N,74.082,W
7/21/2008,7:41:11,35.706,N,74.074,W
7/21/2008,7:43:11,35.706,N,74.067,W
7/21/2008,7:45:11,35.706,N,74.06,W
7/21/2008,7:47:10,35.705,N,74.053,W
7/21/2008,7:49:10,35.705,N,74.045,W
7/21/2008,7:51:10,35.705,N,74.038,W
7/21/2008,7:53:11,35.705,N,74.031,W
7/21/2008,7:55:11,35.705,N,74.024,W
7/21/2008,7:57:11,35.705,N,74.017,W
7/21/2008,7:59:11,35.705,N,74.009,W
7/21/2008,8:01:10,35.705,N,74.002,W
7/21/2008,8:03:10,35.706,N,73.995,W
7/21/2008,8:05:10,35.706,N,73.988,W
7/21/2008,8:07:10,35.706,N,73.981,W
7/21/2008,8:09:11,35.707,N,73.974,W
7/21/2008,8:11:11,35.707,N,73.966,W
7/21/2008,8:13:11,35.708,N,73.959,W
7/21/2008,8:15:11,35.709,N,73.952,W
7/21/2008,8:17:10,35.71,N,73.945,W
7/21/2008,8:19:10,35.711,N,73.938,W
7/21/2008,8:21:10,35.712,N,73.931,W
7/21/2008,8:23:11,35.713,N,73.924,W
7/21/2008,8:25:11,35.714,N,73.917,W
7/21/2008,8:27:11,35.715,N,73.91,W
7/21/2008,8:29:11,35.716,N,73.903,W
7/21/2008,8:31:10,35.718,N,73.896,W
7/21/2008,8:33:10,35.719,N,73.889,W
7/21/2008,8:35:10,35.721,N,73.882,W
7/21/2008,8:37:10,35.723,N,73.875,W
7/21/2008,8:39:11,35.724,N,73.868,W
7/21/2008,8:41:11,35.726,N,73.861,W
7/21/2008,8:43:11,35.728,N,73.854,W
7/21/2008,8:45:11,35.73,N,73.847,W
7/21/2008,8:47:10,35.732,N,73.84,W
7/21/2008,8:49:10,35.735,N,73.833,W
7/21/2008,8:51:10,35.737,N,73.826,W
7/21/2008,8:53:11,35.739,N,73.819,W
7/21/2008,8:55:11,35.742,N,73.812,W
7/21/2008,8:57:11,35.744,N,73.805,W
7/21/2008,8:59:11,35.747,N,73.798,W
7/21/2008,9:01:10,35.749,N,73.791,W
7/21/2008,9:03:10,35.752,N,73.784,W
7/21/2008,9:05:10,35.755,N,73.777,W
7/21/2008,9:07:10,35.758,N,73.771,W
7/21/2008,9:09:11,35.761,N,73.764,W
7/21/2008,9:11:11,35.764,N,73.757,W
7/21/2008,9:13:11,35.767,N,73.75,W
7/21/2008,9:15:11,35.77,N,73.743,W
7/21/2008,9:17:10,35.774,N,73.736,W
7/21/2008,9:19:10,35.777,N,73.73,W
7/21/2008,9:21:10,35.78,N,73.723,W
7/21/2008,9:23:11,35.784,N,73.716,W
7/21/2008,9:25:11,35.787,N,73.709,W
7/21/2008,9:27:11,35.791,N,73.702,W
7/21/2008,9:29:11,35.795,N,73.696,W
7/21/2008,9:31:10,35.799,N,73.689,W
7/21/2008,9:33:10,35.802,N,73.682,W
7/21/2008,9:35:10,35.806,N,73.675,W
7/21/2008,9:37:10,35.81,N,73.669,W
7/21/2008,9:39:11,35.814,N,73.662,W
7/21/2008,9:41:11,35.818,N,73.655,W
7/21/2008,9:43:11,35.822,N,73.649,W
7/21/2008,9:45:11,35.827,N,73.642,W
7/21/2008,9:47:10,35.831,N,73.635,W
7/21/2008,9:49:10,35.835,N,73.628,W
7/21/2008,9:51:10,35.839,N,73.622,W
7/21/2008,9:53:11,35.844,N,73.615,W
7/21/2008,9:55:11,35.848,N,73.608,W
7/21/2008,9:57:11,35.853,N,73.602,W
7/21/2008,9:59:11,35.858,N,73.595,W
7/21/2008,10:01:10,35.862,N,73.588,W
7/21/2008,10:03:10,35.867,N,73.582,W
7/21/2008,10:05:10,35.872,N,73.575,W
7/21/2008,10:07:10,35.876,N,73.568,W
7/21/2008,10:09:11,35.881,N,73.562,W
7/21/2008,10:11:11,35.886,N,73.555,W
7/21/2008,10:13:11,35.891,N,73.549,W
7/21/2008,10:15:11,35.896,N,73.542,W
7/21/2008,10:17:10,35.901,N,73.535,W
7/21/2008,10:19:10,35.906,N,73.529,W
7/21/2008,10:21:10,35.911,N,73.522,W
7/21/2008,10:23:11,35.916,N,73.515,W
7/21/2008,10:25:11,35.922,N,73.509,W
7/21/2008,10:27:11,35.927,N,73.502,W
7/21/2008,10:29:11,35.932,N,73.496,W
7/21/2008,10:31:10,35.937,N,73.489,W
7/21/2008,10:33:10,35.943,N,73.483,W
7/21/2008,10:35:10,35.948,N,73.476,W
7/21/2008,10:37:10,35.954,N,73.469,W
7/21/2008,10:39:11,35.959,N,73.463,W
7/21/2008,10:41:11,35.965,N,73.456,W
7/21/2008,10:43:11,35.97,N,73.45,W
7/21/2008,10:45:11,35.976,N,73.443,W
7/21/2008,10:47:10,35.981,N,73.437,W
7/21/2008,10:49:10,35.987,N,73.43,W
7/21/2008,10:51:10,35.993,N,73.424,W
7/21/2008,10:53:11,35.998,N,73.417,W
7/21/2008,10:55:11,36.004,N,73.41,W
7/21/2008,10:57:11,36.01,N,73.404,W
7/21/2008,10:59:11,36.016,N,73.397,W
7/21/2008,11:01:10,36.021,N,73.391,W
7/21/2008,11:03:10,36.027,N,73.384,W
7/21/2008,11:05:10,36.033,N,73.378,W
7/21/2008,11:07:10,36.039,N,73.371,W
7/21/2008,11:09:11,36.045,N,73.365,W
7/21/2008,11:11:11,36.051,N,73.358,W
7/21/2008,11:13:11,36.057,N,73.352,W
7/21/2008,11:15:11,36.063,N,73.345,W
7/21/2008,11:17:10,36.069,N,73.339,W
7/21/2008,11:19:10,36.075,N,73.332,W
7/21/2008,11:21:10,36.081,N,73.326,W
7/21/2008,11:23:11,36.087,N,73.319,W
7/21/2008,11:25:11,36.093,N,73.313,W
7/21/2008,11:27:11,36.099,N,73.306,W
7/21/2008,11:29:11,36.105,N,73.3,W
7/21/2008,11:31:10,36.111,N,73.293,W
7/21/2008,11:33:10,36.117,N,73.287,W
7/21/2008,11:35:10,36.123,N,73.28,W
7/21/2008,11:37:10,36.129,N,73.274,W
7/21/2008,11:39:11,36.136,N,73.267,W
7/21/2008,11:41:11,36.142,N,73.261,W
7/21/2008,11:43:11,36.148,N,73.254,W
7/21/2008,11:45:11,36.154,N,73.248,W
7/21/2008,11:47:10,36.16,N,73.242,W
7/21/2008,11:49:10,36.167,N,73.235,W
7/21/2008,11:51:10,36.173,N,73.229,W
7/21/2008,11:53:11,36.179,N,73.222,W
7/21/2008,11:55:11,36.185,N,73.216,W
7/21/2008,11:57:11,36.191,N,73.209,W
7/21/2008,11:59:11,36.197,N,73.203,W
