Track,for,Michael,2018,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/9/2018,18:50:17,25.706,N,86.335,W,5
10/9/2018,18:52:17,25.713,N,86.336,W,5
10/9/2018,18:54:17,25.72,N,86.338,W,5
10/9/2018,18:56:17,25.727,N,86.339,W,5
10/9/2018,18:58:17,25.734,N,86.34,W,5
10/9/2018,19:00:17,25.741,N,86.341,W,5
10/9/2018,19:02:17,25.748,N,86.342,W,5
10/9/2018,19:04:17,25.754,N,86.343,W,5
10/9/2018,19:06:18,25.761,N,86.345,W,5
10/9/2018,19:08:18,25.768,N,86.346,W,5
10/9/2018,19:10:18,25.774,N,86.347,W,5
10/9/2018,19:12:18,25.781,N,86.349,W,5
10/9/2018,19:14:18,25.788,N,86.35,W,5
10/9/2018,19:16:18,25.794,N,86.351,W,5
10/9/2018,19:18:18,25.801,N,86.353,W,5
10/9/2018,19:20:17,25.807,N,86.354,W,5
10/9/2018,19:22:17,25.813,N,86.355,W,5
10/9/2018,19:24:17,25.82,N,86.357,W,5
10/9/2018,19:26:17,25.826,N,86.358,W,5
10/9/2018,19:28:17,25.832,N,86.36,W,5
10/9/2018,19:30:17,25.839,N,86.361,W,5
10/9/2018,19:32:17,25.845,N,86.363,W,5
10/9/2018,19:34:17,25.851,N,86.364,W,5
10/9/2018,19:36:18,25.857,N,86.366,W,5
10/9/2018,19:38:18,25.863,N,86.367,W,5
10/9/2018,19:40:18,25.869,N,86.369,W,5
10/9/2018,19:42:18,25.875,N,86.371,W,5
10/9/2018,19:44:18,25.881,N,86.372,W,5
10/9/2018,19:46:18,25.887,N,86.374,W,5
10/9/2018,19:48:18,25.893,N,86.375,W,5
10/9/2018,19:50:17,25.899,N,86.377,W,5
10/9/2018,19:52:17,25.905,N,86.379,W,5
10/9/2018,19:54:17,25.911,N,86.381,W,5
10/9/2018,19:56:17,25.917,N,86.382,W,5
10/9/2018,19:58:17,25.922,N,86.384,W,5
10/9/2018,20:00:17,25.928,N,86.386,W,5
10/9/2018,20:02:17,25.934,N,86.387,W,5
10/9/2018,20:04:17,25.94,N,86.389,W,5
10/9/2018,20:06:18,25.945,N,86.391,W,5
10/9/2018,20:08:18,25.951,N,86.393,W,5
10/9/2018,20:10:18,25.957,N,86.395,W,5
10/9/2018,20:12:18,25.962,N,86.396,W,5
10/9/2018,20:14:18,25.968,N,86.398,W,5
10/9/2018,20:16:18,25.973,N,86.4,W,5
10/9/2018,20:18:18,25.979,N,86.402,W,5
10/9/2018,20:20:17,25.984,N,86.404,W,5
10/9/2018,20:22:17,25.99,N,86.406,W,5
10/9/2018,20:24:17,25.995,N,86.408,W,5
10/9/2018,20:26:17,26.001,N,86.409,W,5
10/9/2018,20:28:17,26.006,N,86.411,W,5
10/9/2018,20:30:02,26.011,N,86.413,W,5
10/9/2018,20:32:02,26.013,N,86.417,W,5
10/9/2018,20:34:02,26.016,N,86.421,W,5
10/9/2018,20:36:01,26.019,N,86.424,W,5
10/9/2018,20:38:01,26.022,N,86.427,W,5
10/9/2018,20:40:01,26.025,N,86.431,W,5
10/9/2018,20:42:01,26.029,N,86.434,W,5
10/9/2018,20:44:01,26.033,N,86.437,W,5
10/9/2018,20:46:01,26.037,N,86.439,W,5
10/9/2018,20:48:01,26.041,N,86.442,W,5
10/9/2018,20:50:01,26.045,N,86.445,W,5
10/9/2018,20:52:02,26.05,N,86.447,W,5
10/9/2018,20:54:02,26.055,N,86.449,W,5
10/9/2018,20:56:02,26.06,N,86.451,W,5
10/9/2018,20:58:02,26.065,N,86.453,W,5
10/9/2018,21:00:02,26.07,N,86.455,W,5
10/9/2018,21:02:02,26.076,N,86.457,W,5
10/9/2018,21:04:02,26.082,N,86.459,W,5
10/9/2018,21:06:01,26.088,N,86.46,W,5
10/9/2018,21:08:01,26.094,N,86.462,W,5
10/9/2018,21:10:01,26.1,N,86.463,W,5
10/9/2018,21:12:01,26.106,N,86.465,W,5
10/9/2018,21:14:01,26.113,N,86.466,W,5
10/9/2018,21:16:01,26.119,N,86.467,W,5
10/9/2018,21:18:01,26.126,N,86.468,W,5
10/9/2018,21:20:01,26.133,N,86.469,W,5
10/9/2018,21:22:02,26.14,N,86.47,W,5
10/9/2018,21:24:02,26.147,N,86.47,W,5
10/9/2018,21:26:02,26.155,N,86.471,W,5
10/9/2018,21:28:02,26.162,N,86.472,W,5
10/9/2018,21:28:49,26.165,N,86.472,W,5
10/9/2018,21:30:48,26.173,N,86.473,W,5
10/9/2018,21:32:48,26.18,N,86.473,W,5
10/9/2018,21:34:48,26.188,N,86.474,W,5
10/9/2018,21:36:48,26.196,N,86.474,W,5
10/9/2018,21:38:48,26.204,N,86.475,W,5
10/9/2018,21:40:48,26.213,N,86.475,W,5
10/9/2018,21:42:48,26.221,N,86.475,W,5
10/9/2018,21:44:49,26.229,N,86.475,W,5
10/9/2018,21:46:49,26.238,N,86.475,W,5
10/9/2018,21:48:49,26.246,N,86.475,W,5
10/9/2018,21:50:49,26.255,N,86.475,W,5
10/9/2018,21:52:49,26.263,N,86.475,W,5
10/9/2018,21:54:49,26.272,N,86.475,W,5
10/9/2018,21:56:49,26.28,N,86.475,W,5
10/9/2018,21:58:49,26.289,N,86.475,W,5
10/9/2018,22:00:48,26.297,N,86.475,W,5
10/9/2018,22:02:48,26.306,N,86.475,W,5
10/9/2018,22:04:48,26.314,N,86.474,W,5
10/9/2018,22:06:48,26.322,N,86.474,W,5
10/9/2018,22:08:48,26.33,N,86.474,W,5
10/9/2018,22:10:48,26.338,N,86.474,W,5
10/9/2018,22:10:50,26.338,N,86.474,W,5
10/9/2018,22:12:50,26.345,N,86.474,W,5
10/9/2018,22:14:50,26.353,N,86.473,W,5
10/9/2018,22:16:50,26.36,N,86.473,W,5
10/9/2018,22:18:50,26.367,N,86.472,W,5
10/9/2018,22:20:51,26.374,N,86.472,W,5
10/9/2018,22:22:51,26.38,N,86.471,W,5
10/9/2018,22:24:51,26.387,N,86.471,W,5
10/9/2018,22:26:51,26.394,N,86.47,W,5
10/9/2018,22:28:51,26.4,N,86.47,W,5
10/9/2018,22:30:51,26.407,N,86.47,W,5
10/9/2018,22:32:51,26.413,N,86.469,W,5
10/9/2018,22:34:51,26.419,N,86.469,W,5
10/9/2018,22:36:50,26.425,N,86.469,W,5
10/9/2018,22:38:50,26.432,N,86.469,W,5
10/9/2018,22:40:50,26.438,N,86.469,W,5
10/9/2018,22:42:50,26.444,N,86.469,W,5
10/9/2018,22:44:50,26.449,N,86.469,W,5
10/9/2018,22:46:50,26.455,N,86.469,W,5
10/9/2018,22:48:50,26.461,N,86.47,W,5
10/9/2018,22:50:51,26.467,N,86.47,W,5
10/9/2018,22:52:51,26.472,N,86.471,W,5
10/9/2018,22:54:51,26.478,N,86.472,W,5
10/9/2018,22:56:51,26.484,N,86.473,W,5
10/9/2018,22:58:51,26.489,N,86.474,W,5
10/9/2018,23:00:51,26.495,N,86.476,W,5
10/9/2018,23:02:51,26.5,N,86.477,W,5
10/9/2018,23:04:51,26.505,N,86.479,W,5
10/9/2018,23:06:50,26.511,N,86.481,W,5
10/9/2018,23:07:22,26.512,N,86.481,W,5
10/9/2018,23:09:22,26.517,N,86.484,W,5
10/9/2018,23:11:22,26.522,N,86.486,W,5
10/9/2018,23:13:22,26.528,N,86.489,W,5
10/9/2018,23:15:22,26.533,N,86.492,W,5
10/9/2018,23:17:21,26.538,N,86.494,W,5
10/9/2018,23:19:21,26.543,N,86.497,W,5
10/9/2018,23:21:21,26.548,N,86.5,W,5
10/9/2018,23:23:21,26.553,N,86.502,W,5
10/9/2018,23:25:21,26.558,N,86.505,W,5
10/9/2018,23:27:21,26.563,N,86.507,W,5
10/9/2018,23:29:21,26.569,N,86.509,W,5
10/9/2018,23:31:22,26.574,N,86.511,W,5
10/9/2018,23:33:22,26.579,N,86.513,W,5
10/9/2018,23:35:22,26.584,N,86.515,W,5
10/9/2018,23:35:47,26.585,N,86.515,W,5
10/9/2018,23:37:47,26.59,N,86.517,W,5
10/9/2018,23:39:46,26.595,N,86.518,W,5
10/9/2018,23:41:46,26.601,N,86.52,W,5
10/9/2018,23:43:46,26.606,N,86.521,W,5
10/9/2018,23:45:46,26.611,N,86.523,W,5
10/9/2018,23:47:46,26.616,N,86.524,W,5
10/9/2018,23:49:46,26.621,N,86.525,W,5
10/9/2018,23:51:46,26.627,N,86.525,W,5
10/9/2018,23:53:46,26.632,N,86.526,W,5
10/9/2018,23:55:47,26.637,N,86.526,W,5
10/9/2018,23:57:47,26.643,N,86.526,W,5
10/9/2018,23:59:47,26.648,N,86.526,W,5
10/10/2018,0:01:47,26.653,N,86.526,W,5
10/10/2018,0:03:47,26.659,N,86.526,W,5
10/10/2018,0:05:47,26.664,N,86.525,W,5
10/10/2018,0:07:47,26.669,N,86.524,W,5
10/10/2018,0:09:46,26.675,N,86.523,W,5
10/10/2018,0:11:46,26.68,N,86.521,W,5
10/10/2018,0:13:46,26.685,N,86.52,W,5
10/10/2018,0:15:26,26.69,N,86.518,W,5
10/10/2018,0:17:26,26.695,N,86.518,W,5
10/10/2018,0:19:26,26.701,N,86.518,W,5
10/10/2018,0:21:26,26.707,N,86.518,W,5
10/10/2018,0:23:26,26.712,N,86.518,W,5
10/10/2018,0:25:26,26.718,N,86.519,W,5
10/10/2018,0:27:26,26.723,N,86.519,W,5
10/10/2018,0:29:27,26.729,N,86.519,W,5
10/10/2018,0:31:27,26.735,N,86.519,W,5
10/10/2018,0:33:27,26.74,N,86.519,W,5
10/10/2018,0:35:27,26.746,N,86.519,W,5
10/10/2018,0:37:27,26.752,N,86.519,W,5
10/10/2018,0:39:27,26.758,N,86.519,W,5
10/10/2018,0:41:27,26.764,N,86.519,W,5
10/10/2018,0:43:27,26.77,N,86.519,W,5
10/10/2018,0:45:26,26.776,N,86.519,W,5
10/10/2018,0:47:26,26.782,N,86.519,W,5
10/10/2018,0:49:26,26.788,N,86.519,W,5
10/10/2018,0:51:26,26.794,N,86.519,W,5
10/10/2018,0:53:26,26.8,N,86.519,W,5
10/10/2018,0:55:26,26.806,N,86.519,W,5
10/10/2018,0:57:26,26.812,N,86.519,W,5
10/10/2018,0:59:27,26.819,N,86.519,W,5
10/10/2018,1:01:27,26.825,N,86.519,W,5
10/10/2018,1:03:27,26.831,N,86.519,W,5
10/10/2018,1:05:27,26.838,N,86.519,W,5
10/10/2018,1:07:27,26.844,N,86.519,W,5
10/10/2018,1:09:27,26.851,N,86.519,W,5
10/10/2018,1:11:27,26.857,N,86.519,W,5
10/10/2018,1:13:27,26.864,N,86.519,W,5
10/10/2018,1:15:26,26.871,N,86.519,W,5
10/10/2018,1:17:26,26.877,N,86.519,W,5
10/10/2018,1:19:26,26.884,N,86.519,W,5
10/10/2018,1:21:26,26.891,N,86.519,W,5
10/10/2018,1:23:26,26.897,N,86.519,W,5
10/10/2018,1:25:26,26.904,N,86.519,W,5
10/10/2018,1:27:26,26.911,N,86.519,W,5
10/10/2018,1:29:27,26.918,N,86.519,W,5
10/10/2018,1:31:27,26.924,N,86.519,W,5
10/10/2018,1:33:27,26.931,N,86.519,W,5
10/10/2018,1:35:27,26.938,N,86.519,W,5
10/10/2018,1:37:27,26.945,N,86.519,W,5
10/10/2018,1:39:27,26.952,N,86.519,W,5
10/10/2018,1:41:27,26.958,N,86.519,W,5
10/10/2018,1:43:27,26.965,N,86.519,W,5
10/10/2018,1:45:26,26.972,N,86.52,W,5
10/10/2018,1:47:26,26.979,N,86.52,W,5
10/10/2018,1:49:26,26.985,N,86.52,W,5
10/10/2018,1:51:26,26.992,N,86.52,W,5
10/10/2018,1:53:26,26.999,N,86.521,W,5
10/10/2018,1:55:26,27.005,N,86.521,W,5
10/10/2018,1:57:26,27.012,N,86.521,W,5
10/10/2018,1:59:27,27.018,N,86.522,W,5
10/10/2018,2:01:27,27.025,N,86.522,W,5
10/10/2018,2:03:27,27.032,N,86.523,W,5
10/10/2018,2:05:27,27.038,N,86.523,W,5
10/10/2018,2:07:27,27.044,N,86.524,W,5
10/10/2018,2:09:27,27.051,N,86.525,W,5
10/10/2018,2:10:28,27.054,N,86.525,W,5
10/10/2018,2:12:28,27.05,N,86.531,W,5
10/10/2018,2:14:28,27.046,N,86.538,W,5
10/10/2018,2:16:28,27.042,N,86.544,W,5
10/10/2018,2:18:27,27.039,N,86.55,W,5
10/10/2018,2:20:27,27.036,N,86.556,W,5
10/10/2018,2:22:27,27.032,N,86.562,W,5
10/10/2018,2:24:27,27.03,N,86.568,W,5
10/10/2018,2:26:27,27.027,N,86.574,W,5
10/10/2018,2:28:27,27.025,N,86.58,W,5
10/10/2018,2:30:27,27.023,N,86.585,W,5
10/10/2018,2:32:28,27.021,N,86.59,W,5
10/10/2018,2:34:28,27.021,N,86.595,W,5
10/10/2018,2:36:28,27.02,N,86.6,W,5
10/10/2018,2:38:28,27.02,N,86.604,W,5
10/10/2018,2:40:28,27.021,N,86.609,W,5
10/10/2018,2:42:28,27.022,N,86.612,W,5
10/10/2018,2:44:28,27.024,N,86.616,W,5
10/10/2018,2:46:28,27.026,N,86.619,W,5
10/10/2018,2:48:27,27.029,N,86.622,W,5
10/10/2018,2:50:27,27.033,N,86.624,W,5
10/10/2018,2:52:27,27.037,N,86.627,W,5
10/10/2018,2:54:27,27.042,N,86.628,W,5
10/10/2018,2:56:27,27.048,N,86.63,W,5
10/10/2018,2:58:27,27.054,N,86.631,W,5
10/10/2018,3:00:27,27.06,N,86.632,W,5
10/10/2018,3:02:28,27.067,N,86.633,W,5
10/10/2018,3:04:28,27.075,N,86.634,W,5
10/10/2018,3:06:28,27.083,N,86.634,W,5
10/10/2018,3:08:28,27.091,N,86.634,W,5
10/10/2018,3:10:28,27.1,N,86.634,W,5
10/10/2018,3:12:28,27.11,N,86.633,W,5
10/10/2018,3:14:28,27.12,N,86.632,W,5
10/10/2018,3:16:28,27.13,N,86.632,W,5
10/10/2018,3:18:27,27.14,N,86.63,W,5
10/10/2018,3:20:27,27.151,N,86.629,W,5
10/10/2018,3:22:27,27.162,N,86.628,W,5
10/10/2018,3:24:27,27.174,N,86.626,W,5
10/10/2018,3:26:27,27.186,N,86.624,W,5
10/10/2018,3:28:27,27.198,N,86.623,W,5
10/10/2018,3:30:27,27.21,N,86.62,W,5
10/10/2018,3:32:28,27.223,N,86.618,W,5
10/10/2018,3:34:28,27.236,N,86.616,W,5
10/10/2018,3:36:28,27.249,N,86.614,W,5
10/10/2018,3:38:28,27.262,N,86.611,W,5
10/10/2018,3:40:28,27.275,N,86.609,W,5
10/10/2018,3:42:28,27.289,N,86.606,W,5
10/10/2018,3:43:48,27.298,N,86.604,W,5
10/10/2018,3:45:48,27.312,N,86.601,W,5
10/10/2018,3:47:48,27.326,N,86.598,W,5
10/10/2018,3:49:48,27.34,N,86.596,W,5
10/10/2018,3:51:48,27.354,N,86.593,W,5
10/10/2018,3:53:48,27.368,N,86.59,W,5
10/10/2018,3:55:48,27.382,N,86.587,W,5
10/10/2018,3:57:47,27.396,N,86.584,W,5
10/10/2018,3:58:10,27.399,N,86.583,W,5
10/10/2018,4:00:10,27.413,N,86.58,W,5
10/10/2018,4:02:11,27.426,N,86.577,W,5
10/10/2018,4:04:11,27.44,N,86.575,W,5
10/10/2018,4:06:11,27.453,N,86.572,W,5
10/10/2018,4:08:11,27.466,N,86.57,W,5
10/10/2018,4:10:11,27.48,N,86.567,W,5
10/10/2018,4:12:11,27.492,N,86.565,W,5
10/10/2018,4:14:11,27.505,N,86.562,W,5
10/10/2018,4:16:10,27.517,N,86.56,W,5
10/10/2018,4:18:10,27.53,N,86.558,W,5
10/10/2018,4:20:10,27.542,N,86.556,W,5
10/10/2018,4:22:10,27.553,N,86.554,W,5
10/10/2018,4:24:10,27.565,N,86.552,W,5
10/10/2018,4:26:10,27.576,N,86.55,W,5
10/10/2018,4:28:10,27.587,N,86.549,W,5
10/10/2018,4:30:10,27.597,N,86.547,W,5
10/10/2018,4:32:11,27.608,N,86.546,W,5
10/10/2018,4:34:11,27.618,N,86.545,W,5
10/10/2018,4:36:11,27.627,N,86.544,W,5
10/10/2018,4:38:11,27.636,N,86.543,W,5
10/10/2018,4:40:11,27.645,N,86.542,W,5
10/10/2018,4:42:11,27.654,N,86.541,W,5
10/10/2018,4:44:11,27.661,N,86.541,W,5
10/10/2018,4:46:10,27.669,N,86.541,W,5
10/10/2018,4:48:10,27.676,N,86.541,W,5
10/10/2018,4:50:10,27.683,N,86.541,W,5
10/10/2018,4:52:10,27.689,N,86.541,W,5
10/10/2018,4:54:10,27.695,N,86.542,W,5
10/10/2018,4:56:10,27.7,N,86.543,W,5
10/10/2018,4:58:10,27.705,N,86.544,W,5
10/10/2018,5:00:10,27.709,N,86.545,W,5
10/10/2018,5:02:11,27.713,N,86.546,W,5
10/10/2018,5:04:11,27.716,N,86.548,W,5
10/10/2018,5:06:11,27.719,N,86.549,W,5
10/10/2018,5:08:11,27.721,N,86.551,W,5
10/10/2018,5:10:11,27.724,N,86.553,W,5
10/10/2018,5:12:11,27.725,N,86.556,W,5
10/10/2018,5:14:11,27.727,N,86.558,W,5
10/10/2018,5:16:10,27.728,N,86.56,W,5
10/10/2018,5:18:10,27.729,N,86.563,W,5
10/10/2018,5:20:10,27.729,N,86.566,W,5
10/10/2018,5:22:10,27.73,N,86.568,W,5
10/10/2018,5:24:10,27.73,N,86.571,W,5
10/10/2018,5:26:10,27.73,N,86.574,W,5
10/10/2018,5:28:10,27.729,N,86.577,W,5
10/10/2018,5:30:10,27.729,N,86.58,W,5
10/10/2018,5:32:11,27.729,N,86.583,W,5
10/10/2018,5:34:11,27.728,N,86.586,W,5
10/10/2018,5:36:11,27.728,N,86.589,W,5
10/10/2018,5:38:11,27.727,N,86.591,W,5
10/10/2018,5:39:56,27.727,N,86.594,W,5
10/10/2018,5:41:56,27.733,N,86.593,W,5
10/10/2018,5:43:56,27.74,N,86.593,W,5
10/10/2018,5:45:56,27.746,N,86.592,W,5
10/10/2018,5:47:56,27.752,N,86.592,W,5
10/10/2018,5:49:55,27.759,N,86.591,W,5
10/10/2018,5:51:55,27.765,N,86.59,W,5
10/10/2018,5:53:55,27.771,N,86.59,W,5
10/10/2018,5:55:55,27.777,N,86.589,W,5
10/10/2018,5:57:55,27.784,N,86.588,W,5
10/10/2018,5:59:55,27.79,N,86.587,W,5
10/10/2018,6:01:55,27.796,N,86.586,W,5
10/10/2018,6:03:55,27.803,N,86.585,W,5
10/10/2018,6:05:56,27.809,N,86.584,W,5
10/10/2018,6:07:56,27.815,N,86.583,W,5
10/10/2018,6:09:56,27.822,N,86.582,W,5
10/10/2018,6:11:56,27.828,N,86.581,W,5
10/10/2018,6:13:56,27.834,N,86.58,W,5
10/10/2018,6:15:56,27.841,N,86.579,W,5
10/10/2018,6:17:56,27.847,N,86.578,W,5
10/10/2018,6:19:55,27.853,N,86.577,W,5
10/10/2018,6:21:55,27.86,N,86.576,W,5
10/10/2018,6:23:55,27.866,N,86.575,W,5
10/10/2018,6:25:55,27.872,N,86.574,W,5
10/10/2018,6:27:55,27.879,N,86.573,W,5
10/10/2018,6:29:55,27.885,N,86.571,W,5
10/10/2018,6:31:55,27.892,N,86.57,W,5
10/10/2018,6:33:55,27.898,N,86.569,W,5
10/10/2018,6:35:56,27.905,N,86.568,W,5
10/10/2018,6:37:56,27.911,N,86.567,W,5
10/10/2018,6:39:56,27.918,N,86.566,W,5
10/10/2018,6:41:56,27.924,N,86.564,W,5
10/10/2018,6:43:56,27.931,N,86.563,W,5
10/10/2018,6:45:56,27.937,N,86.562,W,5
10/10/2018,6:47:56,27.944,N,86.561,W,5
10/10/2018,6:49:55,27.95,N,86.56,W,5
10/10/2018,6:51:55,27.957,N,86.558,W,5
10/10/2018,6:53:55,27.964,N,86.557,W,5
10/10/2018,6:55:55,27.97,N,86.556,W,5
10/10/2018,6:57:55,27.977,N,86.555,W,5
10/10/2018,6:59:55,27.984,N,86.554,W,5
10/10/2018,7:01:55,27.991,N,86.553,W,5
10/10/2018,7:03:55,27.997,N,86.551,W,5
10/10/2018,7:05:56,28.004,N,86.55,W,5
10/10/2018,7:07:56,28.011,N,86.549,W,5
10/10/2018,7:09:56,28.018,N,86.548,W,5
10/10/2018,7:11:56,28.025,N,86.547,W,5
10/10/2018,7:13:56,28.032,N,86.546,W,5
10/10/2018,7:15:56,28.039,N,86.545,W,5
10/10/2018,7:17:56,28.046,N,86.544,W,5
10/10/2018,7:19:55,28.053,N,86.543,W,5
10/10/2018,7:21:55,28.06,N,86.542,W,5
10/10/2018,7:23:55,28.067,N,86.541,W,5
10/10/2018,7:25:35,28.073,N,86.54,W,5
10/10/2018,7:27:35,28.082,N,86.54,W,5
10/10/2018,7:29:35,28.091,N,86.54,W,5
10/10/2018,7:31:35,28.099,N,86.54,W,5
10/10/2018,7:33:35,28.108,N,86.54,W,5
10/10/2018,7:35:35,28.117,N,86.54,W,5
10/10/2018,7:37:34,28.126,N,86.54,W,5
10/10/2018,7:39:34,28.135,N,86.54,W,5
10/10/2018,7:41:34,28.144,N,86.541,W,5
10/10/2018,7:43:34,28.153,N,86.541,W,5
10/10/2018,7:45:34,28.162,N,86.541,W,5
10/10/2018,7:47:34,28.171,N,86.541,W,5
10/10/2018,7:49:34,28.18,N,86.541,W,5
10/10/2018,7:51:35,28.189,N,86.541,W,5
10/10/2018,7:53:35,28.197,N,86.541,W,5
10/10/2018,7:55:35,28.206,N,86.541,W,5
10/10/2018,7:57:35,28.215,N,86.541,W,5
10/10/2018,7:59:35,28.224,N,86.541,W,5
10/10/2018,8:01:35,28.233,N,86.541,W,5
10/10/2018,8:03:35,28.241,N,86.541,W,5
10/10/2018,8:05:35,28.25,N,86.541,W,5
10/10/2018,8:07:34,28.258,N,86.54,W,5
10/10/2018,8:09:34,28.267,N,86.54,W,5
10/10/2018,8:11:34,28.275,N,86.54,W,5
10/10/2018,8:13:34,28.283,N,86.54,W,5
10/10/2018,8:15:34,28.292,N,86.539,W,5
10/10/2018,8:17:34,28.3,N,86.539,W,5
10/10/2018,8:19:34,28.308,N,86.538,W,5
10/10/2018,8:21:35,28.316,N,86.538,W,5
10/10/2018,8:23:35,28.323,N,86.537,W,5
10/10/2018,8:25:35,28.331,N,86.537,W,5
10/10/2018,8:27:35,28.339,N,86.536,W,5
10/10/2018,8:29:35,28.346,N,86.535,W,5
10/10/2018,8:31:35,28.353,N,86.534,W,5
10/10/2018,8:33:35,28.361,N,86.533,W,5
10/10/2018,8:35:35,28.368,N,86.532,W,5
10/10/2018,8:37:34,28.375,N,86.531,W,5
10/10/2018,8:39:34,28.381,N,86.53,W,5
10/10/2018,8:41:34,28.388,N,86.529,W,5
10/10/2018,8:43:34,28.395,N,86.528,W,5
10/10/2018,8:45:34,28.401,N,86.526,W,5
10/10/2018,8:47:34,28.408,N,86.525,W,5
10/10/2018,8:49:34,28.414,N,86.524,W,5
10/10/2018,8:51:35,28.42,N,86.522,W,5
10/10/2018,8:53:35,28.426,N,86.521,W,5
10/10/2018,8:55:35,28.432,N,86.519,W,5
10/10/2018,8:57:35,28.438,N,86.518,W,5
10/10/2018,8:59:35,28.444,N,86.516,W,5
10/10/2018,9:01:35,28.45,N,86.514,W,5
10/10/2018,9:03:35,28.456,N,86.513,W,5
10/10/2018,9:04:19,28.458,N,86.512,W,5
10/10/2018,9:06:19,28.464,N,86.51,W,5
10/10/2018,9:08:18,28.469,N,86.509,W,5
10/10/2018,9:10:18,28.475,N,86.507,W,5
10/10/2018,9:12:18,28.48,N,86.505,W,5
10/10/2018,9:14:18,28.485,N,86.503,W,5
10/10/2018,9:16:18,28.491,N,86.502,W,5
10/10/2018,9:18:18,28.496,N,86.5,W,5
10/10/2018,9:20:18,28.501,N,86.498,W,5
10/10/2018,9:22:19,28.506,N,86.496,W,5
10/10/2018,9:24:19,28.512,N,86.494,W,5
10/10/2018,9:26:19,28.517,N,86.492,W,5
10/10/2018,9:28:19,28.522,N,86.49,W,5
10/10/2018,9:30:19,28.527,N,86.488,W,5
10/10/2018,9:32:19,28.532,N,86.486,W,5
10/10/2018,9:34:19,28.537,N,86.483,W,5
10/10/2018,9:36:19,28.542,N,86.481,W,5
10/10/2018,9:38:18,28.547,N,86.479,W,5
10/10/2018,9:40:18,28.552,N,86.477,W,5
10/10/2018,9:42:18,28.557,N,86.475,W,5
10/10/2018,9:44:18,28.562,N,86.472,W,5
10/10/2018,9:46:18,28.567,N,86.47,W,5
10/10/2018,9:48:18,28.572,N,86.468,W,5
10/10/2018,9:49:06,28.574,N,86.467,W,5
10/10/2018,9:51:06,28.579,N,86.465,W,5
10/10/2018,9:53:06,28.585,N,86.463,W,5
10/10/2018,9:55:06,28.59,N,86.46,W,5
10/10/2018,9:57:06,28.596,N,86.458,W,5
10/10/2018,9:59:06,28.601,N,86.456,W,5
10/10/2018,10:01:06,28.606,N,86.454,W,5
10/10/2018,10:03:05,28.612,N,86.451,W,5
10/10/2018,10:05:05,28.618,N,86.449,W,5
10/10/2018,10:07:05,28.623,N,86.446,W,5
10/10/2018,10:09:05,28.629,N,86.444,W,5
10/10/2018,10:11:05,28.634,N,86.442,W,5
10/10/2018,10:13:05,28.64,N,86.439,W,5
10/10/2018,10:15:05,28.646,N,86.437,W,5
10/10/2018,10:17:06,28.651,N,86.434,W,5
10/10/2018,10:19:06,28.657,N,86.431,W,5
10/10/2018,10:21:06,28.663,N,86.429,W,5
10/10/2018,10:23:06,28.669,N,86.426,W,5
10/10/2018,10:25:06,28.675,N,86.424,W,5
10/10/2018,10:27:06,28.68,N,86.421,W,5
10/10/2018,10:29:06,28.686,N,86.418,W,5
10/10/2018,10:31:06,28.692,N,86.416,W,5
10/10/2018,10:33:05,28.698,N,86.413,W,5
10/10/2018,10:35:05,28.704,N,86.41,W,5
10/10/2018,10:37:05,28.71,N,86.408,W,5
10/10/2018,10:39:05,28.716,N,86.405,W,5
10/10/2018,10:41:05,28.722,N,86.402,W,5
10/10/2018,10:43:05,28.728,N,86.4,W,5
10/10/2018,10:45:05,28.733,N,86.397,W,5
10/10/2018,10:47:06,28.739,N,86.394,W,5
10/10/2018,10:49:06,28.745,N,86.392,W,5
10/10/2018,10:51:06,28.751,N,86.389,W,5
10/10/2018,10:53:06,28.757,N,86.386,W,5
10/10/2018,10:55:06,28.763,N,86.384,W,5
10/10/2018,10:57:06,28.769,N,86.381,W,5
10/10/2018,10:59:06,28.775,N,86.379,W,5
10/10/2018,11:01:06,28.781,N,86.376,W,5
10/10/2018,11:03:05,28.787,N,86.373,W,5
10/10/2018,11:05:05,28.793,N,86.371,W,5
10/10/2018,11:07:05,28.798,N,86.368,W,5
10/10/2018,11:09:05,28.804,N,86.366,W,5
10/10/2018,11:11:05,28.81,N,86.364,W,5
10/10/2018,11:13:05,28.816,N,86.361,W,5
10/10/2018,11:15:05,28.822,N,86.359,W,5
10/10/2018,11:16:37,28.826,N,86.357,W,5
10/10/2018,11:18:37,28.811,N,86.348,W,5
10/10/2018,11:20:37,28.796,N,86.34,W,5
10/10/2018,11:22:37,28.783,N,86.331,W,5
10/10/2018,11:24:37,28.77,N,86.323,W,5
10/10/2018,11:26:37,28.758,N,86.316,W,5
10/10/2018,11:28:37,28.747,N,86.309,W,5
10/10/2018,11:30:38,28.738,N,86.302,W,5
10/10/2018,11:32:38,28.73,N,86.295,W,5
10/10/2018,11:34:38,28.723,N,86.29,W,5
10/10/2018,11:36:38,28.719,N,86.284,W,5
10/10/2018,11:38:38,28.716,N,86.28,W,5
10/10/2018,11:40:38,28.715,N,86.276,W,5
10/10/2018,11:42:38,28.716,N,86.273,W,5
10/10/2018,11:44:37,28.719,N,86.27,W,5
