Track,for,Karen,2013,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/3/2013,21:43:16,23.415,N,88.604,W,0
10/3/2013,21:45:15,23.418,N,88.609,W,0
10/3/2013,21:47:15,23.422,N,88.614,W,0
10/3/2013,21:49:15,23.425,N,88.62,W,0
10/3/2013,21:51:15,23.428,N,88.625,W,0
10/3/2013,21:53:16,23.431,N,88.63,W,0
10/3/2013,21:55:16,23.434,N,88.636,W,0
10/3/2013,21:57:16,23.436,N,88.642,W,0
10/3/2013,21:59:15,23.439,N,88.647,W,0
10/3/2013,22:01:15,23.442,N,88.653,W,0
10/3/2013,22:03:15,23.445,N,88.659,W,0
10/3/2013,22:05:15,23.448,N,88.664,W,0
10/3/2013,22:07:16,23.451,N,88.67,W,0
10/3/2013,22:09:16,23.454,N,88.676,W,0
10/3/2013,22:11:16,23.457,N,88.681,W,0
10/3/2013,22:13:16,23.46,N,88.687,W,0
10/3/2013,22:15:15,23.463,N,88.693,W,0
10/3/2013,22:17:15,23.465,N,88.698,W,0
10/3/2013,22:19:15,23.468,N,88.704,W,0
10/3/2013,22:21:15,23.471,N,88.71,W,0
10/3/2013,22:23:16,23.474,N,88.715,W,0
10/3/2013,22:25:16,23.477,N,88.72,W,0
10/3/2013,22:27:16,23.481,N,88.726,W,0
10/3/2013,22:29:15,23.484,N,88.731,W,0
10/3/2013,22:31:15,23.487,N,88.736,W,0
10/3/2013,22:32:02,23.488,N,88.738,W,0
10/3/2013,22:34:02,23.491,N,88.742,W,0
10/3/2013,22:36:01,23.495,N,88.747,W,0
10/3/2013,22:38:01,23.498,N,88.751,W,0
10/3/2013,22:40:01,23.502,N,88.755,W,0
10/3/2013,22:42:01,23.505,N,88.759,W,0
10/3/2013,22:44:02,23.509,N,88.763,W,0
10/3/2013,22:46:02,23.512,N,88.767,W,0
10/3/2013,22:48:02,23.516,N,88.771,W,0
10/3/2013,22:50:02,23.52,N,88.775,W,0
10/3/2013,22:52:01,23.523,N,88.779,W,0
10/3/2013,22:54:01,23.527,N,88.783,W,0
10/3/2013,22:56:01,23.531,N,88.786,W,0
10/3/2013,22:58:02,23.535,N,88.79,W,0
10/3/2013,23:00:02,23.538,N,88.793,W,0
10/3/2013,23:02:02,23.542,N,88.797,W,0
10/3/2013,23:04:02,23.546,N,88.8,W,0
10/3/2013,23:06:01,23.55,N,88.803,W,0
10/3/2013,23:08:01,23.554,N,88.806,W,0
10/3/2013,23:10:01,23.558,N,88.809,W,0
10/3/2013,23:12:01,23.562,N,88.812,W,0
10/3/2013,23:14:02,23.566,N,88.815,W,0
10/3/2013,23:16:02,23.57,N,88.818,W,0
10/3/2013,23:18:02,23.575,N,88.82,W,0
10/3/2013,23:20:02,23.579,N,88.823,W,0
10/3/2013,23:22:01,23.583,N,88.825,W,0
10/3/2013,23:24:01,23.587,N,88.827,W,0
10/3/2013,23:26:01,23.592,N,88.83,W,0
10/3/2013,23:28:02,23.596,N,88.832,W,0
10/3/2013,23:30:02,23.6,N,88.834,W,0
10/3/2013,23:32:02,23.605,N,88.836,W,0
10/3/2013,23:34:02,23.609,N,88.837,W,0
10/3/2013,23:36:01,23.614,N,88.839,W,0
10/3/2013,23:38:01,23.619,N,88.84,W,0
10/3/2013,23:40:01,23.623,N,88.842,W,0
10/3/2013,23:42:01,23.628,N,88.843,W,0
10/3/2013,23:44:02,23.633,N,88.844,W,0
10/3/2013,23:46:02,23.638,N,88.845,W,0
10/3/2013,23:48:02,23.642,N,88.846,W,0
10/3/2013,23:50:02,23.647,N,88.847,W,0
10/3/2013,23:50:41,23.649,N,88.847,W,0
10/3/2013,23:52:41,23.653,N,88.85,W,0
10/3/2013,23:54:40,23.657,N,88.853,W,0
10/3/2013,23:56:40,23.661,N,88.856,W,0
10/3/2013,23:58:40,23.665,N,88.859,W,0
10/4/2013,0:00:41,23.669,N,88.862,W,0
10/4/2013,0:02:41,23.673,N,88.865,W,0
10/4/2013,0:04:41,23.677,N,88.868,W,0
10/4/2013,0:06:41,23.681,N,88.871,W,0
10/4/2013,0:08:40,23.685,N,88.874,W,0
10/4/2013,0:10:40,23.689,N,88.877,W,0
10/4/2013,0:12:40,23.693,N,88.88,W,0
10/4/2013,0:14:40,23.698,N,88.883,W,0
10/4/2013,0:16:41,23.702,N,88.886,W,0
10/4/2013,0:18:41,23.706,N,88.889,W,0
10/4/2013,0:20:41,23.71,N,88.892,W,0
10/4/2013,0:22:41,23.714,N,88.895,W,0
10/4/2013,0:24:40,23.718,N,88.898,W,0
10/4/2013,0:26:40,23.722,N,88.901,W,0
10/4/2013,0:28:40,23.726,N,88.904,W,0
10/4/2013,0:30:41,23.73,N,88.907,W,0
10/4/2013,0:32:41,23.734,N,88.911,W,0
10/4/2013,0:34:41,23.738,N,88.914,W,0
10/4/2013,0:36:41,23.742,N,88.917,W,0
10/4/2013,0:38:40,23.746,N,88.92,W,0
10/4/2013,0:40:40,23.75,N,88.923,W,0
10/4/2013,0:42:40,23.754,N,88.927,W,0
10/4/2013,0:44:40,23.757,N,88.93,W,0
10/4/2013,0:46:41,23.761,N,88.933,W,0
10/4/2013,0:48:41,23.765,N,88.936,W,0
10/4/2013,0:50:41,23.769,N,88.94,W,0
10/4/2013,0:52:41,23.773,N,88.943,W,0
10/4/2013,0:54:40,23.777,N,88.946,W,0
10/4/2013,0:56:40,23.781,N,88.95,W,0
10/4/2013,0:58:40,23.785,N,88.953,W,0
10/4/2013,1:00:41,23.789,N,88.956,W,0
10/4/2013,1:02:41,23.793,N,88.96,W,0
10/4/2013,1:04:41,23.797,N,88.963,W,0
10/4/2013,1:06:41,23.801,N,88.967,W,0
10/4/2013,1:08:40,23.805,N,88.97,W,0
10/4/2013,1:10:40,23.809,N,88.974,W,0
10/4/2013,1:12:40,23.813,N,88.977,W,0
10/4/2013,1:14:40,23.816,N,88.981,W,0
10/4/2013,1:16:41,23.82,N,88.984,W,0
10/4/2013,1:18:41,23.824,N,88.988,W,0
10/4/2013,1:20:41,23.828,N,88.991,W,0
10/4/2013,1:22:41,23.832,N,88.995,W,0
10/4/2013,1:24:40,23.836,N,88.999,W,0
10/4/2013,1:26:40,23.84,N,89.002,W,0
10/4/2013,1:28:40,23.844,N,89.006,W,0
10/4/2013,1:30:41,23.847,N,89.01,W,0
10/4/2013,1:32:41,23.851,N,89.013,W,0
10/4/2013,1:34:41,23.855,N,89.017,W,0
10/4/2013,1:36:41,23.859,N,89.021,W,0
10/4/2013,1:38:40,23.863,N,89.025,W,0
10/4/2013,1:40:40,23.867,N,89.029,W,0
10/4/2013,1:42:40,23.87,N,89.032,W,0
10/4/2013,1:44:40,23.874,N,89.036,W,0
10/4/2013,1:46:41,23.878,N,89.04,W,0
10/4/2013,1:48:41,23.882,N,89.044,W,0
10/4/2013,1:50:41,23.886,N,89.048,W,0
10/4/2013,1:52:41,23.89,N,89.052,W,0
10/4/2013,1:54:40,23.893,N,89.056,W,0
10/4/2013,1:56:40,23.897,N,89.06,W,0
10/4/2013,1:58:40,23.901,N,89.064,W,0
10/4/2013,2:00:41,23.905,N,89.068,W,0
10/4/2013,2:02:41,23.908,N,89.072,W,0
10/4/2013,2:04:41,23.912,N,89.076,W,0
10/4/2013,2:06:41,23.916,N,89.08,W,0
10/4/2013,2:08:40,23.92,N,89.084,W,0
10/4/2013,2:10:40,23.924,N,89.088,W,0
10/4/2013,2:12:40,23.927,N,89.092,W,0
10/4/2013,2:14:40,23.931,N,89.097,W,0
10/4/2013,2:16:41,23.935,N,89.101,W,0
10/4/2013,2:18:41,23.939,N,89.105,W,0
10/4/2013,2:20:41,23.943,N,89.109,W,0
10/4/2013,2:22:41,23.946,N,89.113,W,0
10/4/2013,2:24:40,23.95,N,89.117,W,0
10/4/2013,2:26:40,23.954,N,89.122,W,0
10/4/2013,2:28:40,23.958,N,89.126,W,0
10/4/2013,2:30:41,23.962,N,89.13,W,0
10/4/2013,2:32:41,23.966,N,89.134,W,0
10/4/2013,2:34:41,23.969,N,89.139,W,0
10/4/2013,2:36:41,23.973,N,89.143,W,0
10/4/2013,2:38:40,23.977,N,89.147,W,0
10/4/2013,2:40:40,23.981,N,89.151,W,0
10/4/2013,2:42:40,23.985,N,89.156,W,0
10/4/2013,2:44:40,23.989,N,89.16,W,0
10/4/2013,2:46:41,23.993,N,89.164,W,0
10/4/2013,2:48:41,23.996,N,89.169,W,0
10/4/2013,2:50:41,24,N,89.173,W,0
10/4/2013,2:52:41,24.004,N,89.177,W,0
10/4/2013,2:54:40,24.008,N,89.181,W,0
10/4/2013,2:56:40,24.012,N,89.186,W,0
10/4/2013,2:58:40,24.016,N,89.19,W,0
10/4/2013,3:00:41,24.02,N,89.194,W,0
10/4/2013,3:02:41,24.024,N,89.199,W,0
10/4/2013,3:04:41,24.028,N,89.203,W,0
10/4/2013,3:06:41,24.032,N,89.207,W,0
10/4/2013,3:08:40,24.036,N,89.212,W,0
10/4/2013,3:10:40,24.04,N,89.216,W,0
10/4/2013,3:12:40,24.044,N,89.22,W,0
10/4/2013,3:14:40,24.048,N,89.225,W,0
10/4/2013,3:16:41,24.052,N,89.229,W,0
10/4/2013,3:18:41,24.056,N,89.233,W,0
10/4/2013,3:20:41,24.06,N,89.238,W,0
10/4/2013,3:22:41,24.065,N,89.242,W,0
10/4/2013,3:24:40,24.069,N,89.246,W,0
10/4/2013,3:26:40,24.073,N,89.251,W,0
10/4/2013,3:28:40,24.077,N,89.255,W,0
10/4/2013,3:30:41,24.081,N,89.259,W,0
10/4/2013,3:32:41,24.085,N,89.263,W,0
10/4/2013,3:34:41,24.09,N,89.268,W,0
10/4/2013,3:36:41,24.094,N,89.272,W,0
10/4/2013,3:38:40,24.098,N,89.276,W,0
10/4/2013,3:40:40,24.102,N,89.281,W,0
10/4/2013,3:42:40,24.107,N,89.285,W,0
10/4/2013,3:44:40,24.111,N,89.289,W,0
10/4/2013,3:46:41,24.115,N,89.293,W,0
10/4/2013,3:48:41,24.12,N,89.298,W,0
10/4/2013,3:50:41,24.124,N,89.302,W,0
10/4/2013,3:52:41,24.129,N,89.306,W,0
10/4/2013,3:54:40,24.133,N,89.31,W,0
10/4/2013,3:56:40,24.138,N,89.314,W,0
10/4/2013,3:58:40,24.142,N,89.318,W,0
10/4/2013,4:00:41,24.147,N,89.323,W,0
10/4/2013,4:02:41,24.151,N,89.327,W,0
10/4/2013,4:04:41,24.156,N,89.331,W,0
10/4/2013,4:06:41,24.16,N,89.335,W,0
10/4/2013,4:08:40,24.165,N,89.339,W,0
10/4/2013,4:10:40,24.17,N,89.343,W,0
10/4/2013,4:12:40,24.174,N,89.347,W,0
10/4/2013,4:14:40,24.179,N,89.351,W,0
10/4/2013,4:16:41,24.184,N,89.355,W,0
10/4/2013,4:18:41,24.189,N,89.359,W,0
10/4/2013,4:20:41,24.194,N,89.363,W,0
10/4/2013,4:22:41,24.198,N,89.367,W,0
10/4/2013,4:24:40,24.203,N,89.371,W,0
10/4/2013,4:26:40,24.208,N,89.375,W,0
10/4/2013,4:28:40,24.213,N,89.379,W,0
10/4/2013,4:30:41,24.218,N,89.383,W,0
10/4/2013,4:32:41,24.223,N,89.387,W,0
10/4/2013,4:34:41,24.228,N,89.391,W,0
10/4/2013,4:36:41,24.233,N,89.395,W,0
10/4/2013,4:38:40,24.238,N,89.398,W,0
10/4/2013,4:40:40,24.243,N,89.402,W,0
10/4/2013,4:42:40,24.249,N,89.406,W,0
10/4/2013,4:44:40,24.254,N,89.41,W,0
10/4/2013,4:46:41,24.259,N,89.413,W,0
10/4/2013,4:48:41,24.264,N,89.417,W,0
10/4/2013,4:50:41,24.27,N,89.421,W,0
10/4/2013,4:52:41,24.275,N,89.424,W,0
10/4/2013,4:54:40,24.28,N,89.428,W,0
10/4/2013,4:56:40,24.286,N,89.432,W,0
10/4/2013,4:58:40,24.291,N,89.435,W,0
10/4/2013,5:00:41,24.297,N,89.439,W,0
10/4/2013,5:02:41,24.302,N,89.442,W,0
10/4/2013,5:04:41,24.308,N,89.446,W,0
10/4/2013,5:06:41,24.313,N,89.449,W,0
10/4/2013,5:08:40,24.319,N,89.453,W,0
10/4/2013,5:10:40,24.325,N,89.456,W,0
10/4/2013,5:12:40,24.33,N,89.46,W,0
10/4/2013,5:14:40,24.336,N,89.463,W,0
10/4/2013,5:16:41,24.342,N,89.467,W,0
10/4/2013,5:18:41,24.347,N,89.47,W,0
10/4/2013,5:20:41,24.353,N,89.473,W,0
10/4/2013,5:22:41,24.359,N,89.477,W,0
10/4/2013,5:24:40,24.365,N,89.48,W,0
10/4/2013,5:26:40,24.371,N,89.483,W,0
10/4/2013,5:28:40,24.377,N,89.486,W,0
10/4/2013,5:30:41,24.383,N,89.49,W,0
10/4/2013,5:32:41,24.389,N,89.493,W,0
10/4/2013,5:34:41,24.395,N,89.496,W,0
10/4/2013,5:36:41,24.401,N,89.499,W,0
10/4/2013,5:38:40,24.407,N,89.502,W,0
10/4/2013,5:40:40,24.413,N,89.506,W,0
10/4/2013,5:42:40,24.419,N,89.509,W,0
10/4/2013,5:44:40,24.425,N,89.512,W,0
10/4/2013,5:46:41,24.431,N,89.515,W,0
10/4/2013,5:48:41,24.437,N,89.518,W,0
10/4/2013,5:50:41,24.443,N,89.521,W,0
10/4/2013,5:52:41,24.45,N,89.524,W,0
10/4/2013,5:54:40,24.456,N,89.527,W,0
10/4/2013,5:56:40,24.462,N,89.53,W,0
10/4/2013,5:58:40,24.468,N,89.533,W,0
10/4/2013,6:00:41,24.475,N,89.536,W,0
10/4/2013,6:02:41,24.481,N,89.539,W,0
10/4/2013,6:04:41,24.487,N,89.542,W,0
10/4/2013,6:06:41,24.494,N,89.545,W,0
10/4/2013,6:08:40,24.5,N,89.548,W,0
10/4/2013,6:10:40,24.506,N,89.551,W,0
10/4/2013,6:12:40,24.513,N,89.554,W,0
10/4/2013,6:14:40,24.519,N,89.557,W,0
10/4/2013,6:16:41,24.526,N,89.56,W,0
10/4/2013,6:18:41,24.532,N,89.563,W,0
10/4/2013,6:19:36,24.535,N,89.564,W,0
10/4/2013,6:21:36,24.544,N,89.566,W,0
10/4/2013,6:23:36,24.553,N,89.568,W,0
10/4/2013,6:25:35,24.562,N,89.571,W,0
10/4/2013,6:27:35,24.571,N,89.573,W,0
10/4/2013,6:29:35,24.579,N,89.575,W,0
10/4/2013,6:31:36,24.588,N,89.577,W,0
10/4/2013,6:33:36,24.596,N,89.58,W,0
10/4/2013,6:35:36,24.604,N,89.582,W,0
10/4/2013,6:37:36,24.613,N,89.585,W,0
10/4/2013,6:39:35,24.621,N,89.587,W,0
10/4/2013,6:41:35,24.628,N,89.589,W,0
10/4/2013,6:43:35,24.636,N,89.592,W,0
10/4/2013,6:45:35,24.644,N,89.594,W,0
10/4/2013,6:47:36,24.651,N,89.597,W,0
10/4/2013,6:49:36,24.659,N,89.599,W,0
10/4/2013,6:51:36,24.666,N,89.602,W,0
10/4/2013,6:53:36,24.673,N,89.605,W,0
10/4/2013,6:55:35,24.681,N,89.607,W,0
10/4/2013,6:57:35,24.688,N,89.61,W,0
10/4/2013,6:59:35,24.694,N,89.612,W,0
10/4/2013,7:01:36,24.701,N,89.615,W,0
10/4/2013,7:03:36,24.708,N,89.618,W,0
10/4/2013,7:05:36,24.715,N,89.62,W,0
10/4/2013,7:07:36,24.721,N,89.623,W,0
10/4/2013,7:09:35,24.728,N,89.626,W,0
10/4/2013,7:11:35,24.734,N,89.629,W,0
10/4/2013,7:13:35,24.74,N,89.632,W,0
10/4/2013,7:15:35,24.746,N,89.634,W,0
10/4/2013,7:17:36,24.752,N,89.637,W,0
10/4/2013,7:19:36,24.758,N,89.64,W,0
10/4/2013,7:21:36,24.764,N,89.643,W,0
10/4/2013,7:23:36,24.77,N,89.646,W,0
10/4/2013,7:25:35,24.776,N,89.649,W,0
10/4/2013,7:27:35,24.781,N,89.652,W,0
10/4/2013,7:29:35,24.787,N,89.655,W,0
10/4/2013,7:31:36,24.792,N,89.658,W,0
10/4/2013,7:33:36,24.798,N,89.661,W,0
10/4/2013,7:35:36,24.803,N,89.664,W,0
10/4/2013,7:37:36,24.808,N,89.667,W,0
10/4/2013,7:39:35,24.813,N,89.67,W,0
10/4/2013,7:41:35,24.818,N,89.673,W,0
10/4/2013,7:43:35,24.824,N,89.676,W,0
10/4/2013,7:45:35,24.828,N,89.679,W,0
10/4/2013,7:47:36,24.833,N,89.682,W,0
10/4/2013,7:49:31,24.838,N,89.685,W,0
10/4/2013,7:51:31,24.843,N,89.688,W,0
10/4/2013,7:53:31,24.848,N,89.692,W,0
10/4/2013,7:55:30,24.853,N,89.695,W,0
10/4/2013,7:57:30,24.858,N,89.699,W,0
10/4/2013,7:59:30,24.863,N,89.702,W,0
10/4/2013,8:01:30,24.868,N,89.706,W,0
10/4/2013,8:03:31,24.873,N,89.709,W,0
10/4/2013,8:05:31,24.878,N,89.713,W,0
10/4/2013,8:07:31,24.882,N,89.717,W,0
10/4/2013,8:09:31,24.887,N,89.72,W,0
10/4/2013,8:11:30,24.891,N,89.724,W,0
10/4/2013,8:13:30,24.896,N,89.727,W,0
10/4/2013,8:15:30,24.9,N,89.731,W,0
10/4/2013,8:17:30,24.904,N,89.735,W,0
10/4/2013,8:19:31,24.909,N,89.738,W,0
10/4/2013,8:21:31,24.913,N,89.742,W,0
10/4/2013,8:23:31,24.917,N,89.745,W,0
10/4/2013,8:25:30,24.921,N,89.749,W,0
10/4/2013,8:27:30,24.925,N,89.753,W,0
10/4/2013,8:29:30,24.929,N,89.756,W,0
10/4/2013,8:31:30,24.933,N,89.76,W,0
10/4/2013,8:33:31,24.936,N,89.763,W,0
10/4/2013,8:35:31,24.94,N,89.767,W,0
10/4/2013,8:37:31,24.944,N,89.77,W,0
10/4/2013,8:39:31,24.947,N,89.773,W,0
10/4/2013,8:41:30,24.951,N,89.777,W,0
10/4/2013,8:43:30,24.955,N,89.78,W,0
10/4/2013,8:45:30,24.958,N,89.783,W,0
10/4/2013,8:47:30,24.961,N,89.787,W,0
10/4/2013,8:49:31,24.965,N,89.79,W,0
10/4/2013,8:51:31,24.968,N,89.793,W,0
10/4/2013,8:53:31,24.971,N,89.796,W,0
10/4/2013,8:55:30,24.975,N,89.799,W,0
10/4/2013,8:57:30,24.978,N,89.802,W,0
10/4/2013,8:59:30,24.981,N,89.805,W,0
10/4/2013,9:01:30,24.984,N,89.808,W,0
10/4/2013,9:03:31,24.987,N,89.811,W,0
10/4/2013,9:05:31,24.99,N,89.814,W,0
10/4/2013,9:07:31,24.993,N,89.816,W,0
10/4/2013,9:09:31,24.996,N,89.819,W,0
10/4/2013,9:11:30,24.999,N,89.822,W,0
10/4/2013,9:13:23,25.002,N,89.824,W,0
10/4/2013,9:15:24,25.005,N,89.826,W,0
10/4/2013,9:17:24,25.007,N,89.828,W,0
10/4/2013,9:19:24,25.01,N,89.83,W,0
10/4/2013,9:21:23,25.013,N,89.833,W,0
10/4/2013,9:23:23,25.015,N,89.835,W,0
10/4/2013,9:25:23,25.018,N,89.837,W,0
10/4/2013,9:27:23,25.02,N,89.838,W,0
10/4/2013,9:29:24,25.023,N,89.84,W,0
10/4/2013,9:31:24,25.025,N,89.842,W,0
10/4/2013,9:33:24,25.027,N,89.844,W,0
10/4/2013,9:35:24,25.03,N,89.846,W,0
10/4/2013,9:37:23,25.032,N,89.848,W,0
10/4/2013,9:39:23,25.035,N,89.85,W,0
10/4/2013,9:41:23,25.037,N,89.851,W,0
10/4/2013,9:43:23,25.039,N,89.853,W,0
10/4/2013,9:45:24,25.042,N,89.855,W,0
10/4/2013,9:47:24,25.044,N,89.857,W,0
10/4/2013,9:49:24,25.046,N,89.858,W,0
10/4/2013,9:51:23,25.049,N,89.86,W,0
10/4/2013,9:53:23,25.051,N,89.862,W,0
10/4/2013,9:55:23,25.054,N,89.864,W,0
10/4/2013,9:57:23,25.056,N,89.866,W,0
10/4/2013,9:59:24,25.058,N,89.867,W,0
10/4/2013,10:01:24,25.061,N,89.869,W,0
10/4/2013,10:03:24,25.064,N,89.871,W,0
10/4/2013,10:05:24,25.066,N,89.873,W,0
10/4/2013,10:07:23,25.069,N,89.875,W,0
10/4/2013,10:09:23,25.071,N,89.877,W,0
10/4/2013,10:11:23,25.074,N,89.878,W,0
10/4/2013,10:13:23,25.077,N,89.88,W,0
10/4/2013,10:15:24,25.08,N,89.882,W,0
10/4/2013,10:17:24,25.082,N,89.884,W,0
10/4/2013,10:19:24,25.085,N,89.886,W,0
10/4/2013,10:21:23,25.088,N,89.888,W,0
10/4/2013,10:22:03,25.089,N,89.889,W,0
10/4/2013,10:24:02,25.094,N,89.897,W,0
10/4/2013,10:26:02,25.098,N,89.905,W,0
10/4/2013,10:28:02,25.103,N,89.913,W,0
10/4/2013,10:30:02,25.107,N,89.921,W,0
10/4/2013,10:32:03,25.112,N,89.928,W,0
10/4/2013,10:34:03,25.116,N,89.935,W,0
10/4/2013,10:36:03,25.12,N,89.942,W,0
10/4/2013,10:38:03,25.125,N,89.949,W,0
10/4/2013,10:40:02,25.129,N,89.955,W,0
10/4/2013,10:42:02,25.133,N,89.961,W,0
10/4/2013,10:44:02,25.137,N,89.966,W,0
10/4/2013,10:46:03,25.141,N,89.97,W,0
10/4/2013,10:48:03,25.144,N,89.974,W,0
10/4/2013,10:50:03,25.148,N,89.977,W,0
10/4/2013,10:52:03,25.151,N,89.979,W,0
10/4/2013,10:54:02,25.154,N,89.981,W,0
10/4/2013,10:56:02,25.157,N,89.981,W,0
10/4/2013,10:58:02,25.159,N,89.981,W,0
10/4/2013,11:00:02,25.162,N,89.979,W,0
10/4/2013,11:02:03,25.164,N,89.977,W,0
10/4/2013,11:04:03,25.166,N,89.974,W,0
10/4/2013,11:06:03,25.167,N,89.971,W,0
10/4/2013,11:08:03,25.169,N,89.966,W,0
10/4/2013,11:10:02,25.17,N,89.961,W,0
10/4/2013,11:12:02,25.172,N,89.956,W,0
10/4/2013,11:14:02,25.173,N,89.949,W,0
10/4/2013,11:14:45,25.173,N,89.947,W,0
10/4/2013,11:16:45,25.175,N,89.943,W,0
10/4/2013,11:18:45,25.176,N,89.938,W,0
10/4/2013,11:20:44,25.177,N,89.933,W,0
10/4/2013,11:22:44,25.178,N,89.927,W,0
10/4/2013,11:24:44,25.179,N,89.92,W,0
10/4/2013,11:26:45,25.18,N,89.912,W,0
10/4/2013,11:28:45,25.181,N,89.904,W,0
10/4/2013,11:30:45,25.181,N,89.895,W,0
10/4/2013,11:32:45,25.181,N,89.884,W,0
10/4/2013,11:34:44,25.181,N,89.873,W,0
10/4/2013,11:36:44,25.18,N,89.861,W,0
10/4/2013,11:38:44,25.18,N,89.848,W,0
10/4/2013,11:40:44,25.179,N,89.835,W,0
10/4/2013,11:42:45,25.178,N,89.82,W,0
10/4/2013,11:44:19,25.177,N,89.808,W,0
10/4/2013,11:46:19,25.178,N,89.799,W,0
10/4/2013,11:48:20,25.178,N,89.791,W,0
10/4/2013,11:50:20,25.179,N,89.782,W,0
10/4/2013,11:52:20,25.179,N,89.774,W,0
10/4/2013,11:54:20,25.18,N,89.766,W,0
10/4/2013,11:56:19,25.181,N,89.758,W,0
10/4/2013,11:58:19,25.182,N,89.75,W,0
10/4/2013,12:00:19,25.182,N,89.742,W,0
10/4/2013,12:02:19,25.183,N,89.735,W,0
10/4/2013,12:04:20,25.184,N,89.728,W,0
10/4/2013,12:06:20,25.185,N,89.721,W,0
10/4/2013,12:08:20,25.187,N,89.714,W,0
10/4/2013,12:10:19,25.188,N,89.707,W,0
10/4/2013,12:12:19,25.189,N,89.701,W,0
10/4/2013,12:14:19,25.191,N,89.695,W,0
10/4/2013,12:16:19,25.192,N,89.689,W,0
10/4/2013,12:18:20,25.194,N,89.684,W,0
10/4/2013,12:20:20,25.195,N,89.678,W,0
10/4/2013,12:22:20,25.197,N,89.673,W,0
10/4/2013,12:24:20,25.199,N,89.669,W,0
10/4/2013,12:26:19,25.201,N,89.664,W,0
10/4/2013,12:28:19,25.203,N,89.66,W,0
10/4/2013,12:30:19,25.205,N,89.656,W,0
10/4/2013,12:32:19,25.207,N,89.653,W,0
10/4/2013,12:34:20,25.21,N,89.65,W,0
10/4/2013,12:36:20,25.212,N,89.647,W,0
10/4/2013,12:38:20,25.215,N,89.644,W,0
10/4/2013,12:40:19,25.218,N,89.642,W,0
10/4/2013,12:42:19,25.22,N,89.64,W,0
10/4/2013,12:44:19,25.223,N,89.639,W,0
10/4/2013,12:46:19,25.227,N,89.638,W,0
10/4/2013,12:48:20,25.23,N,89.637,W,0
10/4/2013,12:50:20,25.233,N,89.637,W,0
10/4/2013,12:52:20,25.237,N,89.637,W,0
10/4/2013,12:54:20,25.24,N,89.638,W,0
10/4/2013,12:56:19,25.244,N,89.639,W,0
10/4/2013,12:58:19,25.248,N,89.64,W,0
10/4/2013,13:00:19,25.252,N,89.642,W,0
10/4/2013,13:02:19,25.256,N,89.644,W,0
10/4/2013,13:04:20,25.261,N,89.647,W,0
10/4/2013,13:06:20,25.265,N,89.65,W,0
10/4/2013,13:08:20,25.27,N,89.654,W,0
10/4/2013,13:10:19,25.275,N,89.658,W,0
10/4/2013,13:12:19,25.28,N,89.663,W,0
10/4/2013,13:14:19,25.285,N,89.668,W,0
10/4/2013,13:16:19,25.291,N,89.674,W,0
10/4/2013,13:18:20,25.296,N,89.68,W,0
10/4/2013,13:20:20,25.302,N,89.687,W,0
10/4/2013,13:22:20,25.308,N,89.694,W,0
10/4/2013,13:24:20,25.314,N,89.702,W,0
10/4/2013,13:26:19,25.32,N,89.71,W,0
10/4/2013,13:28:19,25.327,N,89.719,W,0
10/4/2013,13:30:19,25.333,N,89.728,W,0
10/4/2013,13:32:19,25.34,N,89.738,W,0
10/4/2013,13:34:20,25.347,N,89.749,W,0
10/4/2013,13:36:20,25.355,N,89.76,W,0
10/4/2013,13:38:20,25.362,N,89.771,W,0
10/4/2013,13:40:19,25.369,N,89.783,W,0
10/4/2013,13:42:19,25.377,N,89.795,W,0
10/4/2013,13:44:19,25.385,N,89.808,W,0
10/4/2013,13:46:19,25.393,N,89.821,W,0
10/4/2013,13:48:20,25.401,N,89.835,W,0
10/4/2013,13:50:20,25.409,N,89.849,W,0
10/4/2013,13:52:20,25.417,N,89.863,W,0
10/4/2013,13:54:20,25.426,N,89.878,W,0
10/4/2013,13:56:19,25.434,N,89.893,W,0
10/4/2013,13:58:19,25.443,N,89.908,W,0
10/4/2013,14:00:19,25.451,N,89.924,W,0
10/4/2013,14:02:19,25.46,N,89.94,W,0
10/4/2013,14:04:20,25.469,N,89.956,W,0
10/4/2013,14:04:59,25.472,N,89.961,W,0
10/4/2013,14:06:59,25.476,N,89.963,W,0
10/4/2013,14:09:00,25.479,N,89.965,W,0
10/4/2013,14:11:00,25.483,N,89.967,W,0
10/4/2013,14:13:00,25.487,N,89.968,W,0
10/4/2013,14:15:00,25.491,N,89.97,W,0
10/4/2013,14:16:59,25.494,N,89.972,W,0
10/4/2013,14:18:59,25.498,N,89.974,W,0
10/4/2013,14:20:59,25.501,N,89.976,W,0
10/4/2013,14:23:00,25.505,N,89.977,W,0
10/4/2013,14:25:00,25.509,N,89.979,W,0
10/4/2013,14:27:00,25.512,N,89.981,W,0
10/4/2013,14:29:00,25.516,N,89.983,W,0
10/4/2013,14:30:59,25.519,N,89.984,W,0
10/4/2013,14:32:59,25.523,N,89.986,W,0
10/4/2013,14:34:59,25.526,N,89.988,W,0
10/4/2013,14:36:59,25.529,N,89.989,W,0
10/4/2013,14:39:00,25.533,N,89.991,W,0
10/4/2013,14:41:00,25.536,N,89.993,W,0
10/4/2013,14:43:00,25.54,N,89.994,W,0
10/4/2013,14:45:00,25.543,N,89.996,W,0
