Track,for,Ike,2008,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/5/2008,5:54:00,23.6,N,60.375,W
9/5/2008,5:56:00,23.6,N,60.383,W
9/5/2008,5:58:00,23.6,N,60.392,W
9/5/2008,6:00:00,23.6,N,60.4,W
9/5/2008,6:01:59,23.6,N,60.408,W
9/5/2008,6:03:59,23.6,N,60.417,W
9/5/2008,6:05:59,23.6,N,60.425,W
9/5/2008,6:07:59,23.6,N,60.433,W
9/5/2008,6:09:59,23.6,N,60.442,W
9/5/2008,6:11:59,23.6,N,60.45,W
9/5/2008,6:13:59,23.6,N,60.458,W
9/5/2008,6:16:00,23.599,N,60.466,W
9/5/2008,6:18:00,23.599,N,60.475,W
9/5/2008,6:20:00,23.599,N,60.483,W
9/5/2008,6:22:00,23.599,N,60.491,W
9/5/2008,6:24:00,23.599,N,60.5,W
9/5/2008,6:26:00,23.599,N,60.508,W
9/5/2008,6:28:00,23.599,N,60.516,W
9/5/2008,6:30:00,23.599,N,60.525,W
9/5/2008,6:31:59,23.599,N,60.533,W
9/5/2008,6:33:59,23.599,N,60.541,W
9/5/2008,6:35:59,23.599,N,60.55,W
9/5/2008,6:37:59,23.599,N,60.558,W
9/5/2008,6:39:59,23.599,N,60.566,W
9/5/2008,6:41:59,23.598,N,60.575,W
9/5/2008,6:43:59,23.598,N,60.583,W
9/5/2008,6:46:00,23.598,N,60.591,W
9/5/2008,6:48:00,23.598,N,60.599,W
9/5/2008,6:50:00,23.598,N,60.608,W
9/5/2008,6:52:00,23.598,N,60.616,W
9/5/2008,6:54:00,23.598,N,60.624,W
9/5/2008,6:56:00,23.598,N,60.633,W
9/5/2008,6:58:00,23.598,N,60.641,W
9/5/2008,7:00:00,23.598,N,60.649,W
9/5/2008,7:01:59,23.598,N,60.658,W
9/5/2008,7:03:59,23.597,N,60.666,W
9/5/2008,7:05:59,23.597,N,60.674,W
9/5/2008,7:07:59,23.597,N,60.683,W
9/5/2008,7:09:59,23.597,N,60.691,W
9/5/2008,7:11:59,23.597,N,60.699,W
9/5/2008,7:13:59,23.597,N,60.708,W
9/5/2008,7:16:00,23.597,N,60.716,W
9/5/2008,7:18:00,23.597,N,60.724,W
9/5/2008,7:20:00,23.596,N,60.732,W
9/5/2008,7:22:00,23.596,N,60.741,W
9/5/2008,7:24:00,23.596,N,60.749,W
9/5/2008,7:26:00,23.596,N,60.757,W
9/5/2008,7:28:00,23.596,N,60.766,W
9/5/2008,7:30:00,23.596,N,60.774,W
9/5/2008,7:31:59,23.596,N,60.782,W
9/5/2008,7:33:59,23.595,N,60.791,W
9/5/2008,7:35:59,23.595,N,60.799,W
9/5/2008,7:37:59,23.595,N,60.807,W
9/5/2008,7:39:59,23.595,N,60.816,W
9/5/2008,7:41:59,23.595,N,60.824,W
9/5/2008,7:43:59,23.594,N,60.832,W
9/5/2008,7:46:00,23.594,N,60.841,W
9/5/2008,7:48:00,23.594,N,60.849,W
9/5/2008,7:50:00,23.594,N,60.857,W
9/5/2008,7:52:00,23.594,N,60.866,W
9/5/2008,7:54:00,23.593,N,60.874,W
9/5/2008,7:56:00,23.593,N,60.882,W
9/5/2008,7:58:00,23.593,N,60.89,W
9/5/2008,8:00:00,23.593,N,60.899,W
9/5/2008,8:02:00,23.593,N,60.907,W
9/5/2008,8:03:59,23.592,N,60.915,W
9/5/2008,8:06:00,23.592,N,60.924,W
9/5/2008,8:07:59,23.592,N,60.932,W
9/5/2008,8:10:00,23.592,N,60.94,W
9/5/2008,8:11:59,23.591,N,60.949,W
9/5/2008,8:14:00,23.591,N,60.957,W
9/5/2008,8:15:59,23.591,N,60.965,W
9/5/2008,8:18:00,23.591,N,60.974,W
9/5/2008,8:19:59,23.59,N,60.982,W
9/5/2008,8:22:00,23.59,N,60.99,W
9/5/2008,8:23:59,23.59,N,60.999,W
9/5/2008,8:26:00,23.589,N,61.007,W
9/5/2008,8:27:59,23.589,N,61.015,W
9/5/2008,8:30:00,23.589,N,61.024,W
9/5/2008,8:32:00,23.588,N,61.032,W
9/5/2008,8:33:59,23.588,N,61.04,W
9/5/2008,8:36:00,23.588,N,61.049,W
9/5/2008,8:37:59,23.587,N,61.057,W
9/5/2008,8:40:00,23.587,N,61.065,W
9/5/2008,8:41:59,23.587,N,61.074,W
9/5/2008,8:44:00,23.586,N,61.082,W
9/5/2008,8:45:59,23.586,N,61.09,W
9/5/2008,8:48:00,23.586,N,61.099,W
9/5/2008,8:49:59,23.585,N,61.107,W
9/5/2008,8:52:00,23.585,N,61.115,W
9/5/2008,8:53:59,23.584,N,61.124,W
9/5/2008,8:56:00,23.584,N,61.132,W
9/5/2008,8:57:59,23.584,N,61.14,W
9/5/2008,9:00:00,23.583,N,61.148,W
9/5/2008,9:02:00,23.583,N,61.157,W
9/5/2008,9:03:59,23.582,N,61.165,W
9/5/2008,9:06:00,23.582,N,61.173,W
9/5/2008,9:07:59,23.581,N,61.182,W
9/5/2008,9:10:00,23.581,N,61.19,W
9/5/2008,9:11:59,23.58,N,61.198,W
9/5/2008,9:14:00,23.58,N,61.207,W
9/5/2008,9:15:59,23.579,N,61.215,W
9/5/2008,9:18:00,23.579,N,61.223,W
9/5/2008,9:19:59,23.578,N,61.232,W
9/5/2008,9:22:00,23.578,N,61.24,W
9/5/2008,9:23:59,23.577,N,61.248,W
9/5/2008,9:26:00,23.577,N,61.257,W
9/5/2008,9:27:59,23.576,N,61.265,W
9/5/2008,9:30:00,23.576,N,61.273,W
9/5/2008,9:32:00,23.575,N,61.282,W
9/5/2008,9:33:59,23.574,N,61.29,W
9/5/2008,9:36:00,23.574,N,61.298,W
9/5/2008,9:37:59,23.573,N,61.307,W
9/5/2008,9:40:00,23.573,N,61.315,W
9/5/2008,9:41:59,23.572,N,61.323,W
9/5/2008,9:44:00,23.571,N,61.332,W
9/5/2008,9:45:59,23.571,N,61.34,W
9/5/2008,9:48:00,23.57,N,61.348,W
9/5/2008,9:49:59,23.569,N,61.357,W
9/5/2008,9:52:00,23.569,N,61.365,W
9/5/2008,9:53:59,23.568,N,61.373,W
9/5/2008,9:56:00,23.567,N,61.382,W
9/5/2008,9:57:59,23.567,N,61.39,W
9/5/2008,10:00:00,23.566,N,61.399,W
9/5/2008,10:02:00,23.565,N,61.407,W
9/5/2008,10:03:59,23.565,N,61.415,W
9/5/2008,10:06:00,23.564,N,61.424,W
9/5/2008,10:07:59,23.563,N,61.432,W
9/5/2008,10:10:00,23.562,N,61.44,W
9/5/2008,10:11:59,23.562,N,61.449,W
9/5/2008,10:14:00,23.561,N,61.457,W
9/5/2008,10:15:59,23.56,N,61.465,W
9/5/2008,10:18:00,23.559,N,61.474,W
9/5/2008,10:19:59,23.558,N,61.482,W
9/5/2008,10:22:00,23.557,N,61.49,W
9/5/2008,10:23:59,23.557,N,61.499,W
9/5/2008,10:26:00,23.556,N,61.507,W
9/5/2008,10:27:59,23.555,N,61.515,W
9/5/2008,10:30:00,23.554,N,61.524,W
9/5/2008,10:32:00,23.553,N,61.532,W
9/5/2008,10:33:59,23.552,N,61.54,W
9/5/2008,10:36:00,23.551,N,61.549,W
9/5/2008,10:37:59,23.55,N,61.557,W
9/5/2008,10:40:00,23.549,N,61.565,W
9/5/2008,10:41:59,23.548,N,61.574,W
9/5/2008,10:44:00,23.547,N,61.582,W
9/5/2008,10:45:59,23.546,N,61.59,W
9/5/2008,10:48:00,23.545,N,61.599,W
9/5/2008,10:49:59,23.544,N,61.607,W
9/5/2008,10:52:00,23.543,N,61.616,W
9/5/2008,10:53:59,23.542,N,61.624,W
9/5/2008,10:56:00,23.541,N,61.632,W
9/5/2008,10:57:59,23.54,N,61.641,W
9/5/2008,11:00:00,23.539,N,61.649,W
9/5/2008,11:02:00,23.538,N,61.657,W
9/5/2008,11:03:59,23.537,N,61.666,W
9/5/2008,11:06:00,23.536,N,61.674,W
9/5/2008,11:07:59,23.535,N,61.682,W
9/5/2008,11:10:00,23.534,N,61.691,W
9/5/2008,11:11:59,23.532,N,61.699,W
9/5/2008,11:14:00,23.531,N,61.707,W
9/5/2008,11:15:59,23.53,N,61.716,W
9/5/2008,11:18:00,23.529,N,61.724,W
9/5/2008,11:19:59,23.528,N,61.733,W
9/5/2008,11:22:00,23.526,N,61.741,W
9/5/2008,11:23:59,23.525,N,61.749,W
9/5/2008,11:26:00,23.524,N,61.758,W
9/5/2008,11:27:59,23.523,N,61.766,W
9/5/2008,11:30:00,23.521,N,61.774,W
9/5/2008,11:32:00,23.52,N,61.783,W
9/5/2008,11:33:59,23.519,N,61.791,W
9/5/2008,11:36:00,23.517,N,61.8,W
9/5/2008,11:37:59,23.516,N,61.808,W
9/5/2008,11:40:00,23.515,N,61.816,W
9/5/2008,11:41:59,23.513,N,61.825,W
9/5/2008,11:44:00,23.512,N,61.833,W
9/5/2008,11:45:59,23.51,N,61.841,W
9/5/2008,11:48:00,23.509,N,61.85,W
9/5/2008,11:49:59,23.507,N,61.858,W
9/5/2008,11:52:00,23.506,N,61.866,W
9/5/2008,11:53:59,23.505,N,61.875,W
9/5/2008,11:56:00,23.503,N,61.883,W
9/5/2008,11:57:59,23.502,N,61.892,W
9/5/2008,12:00:00,23.5,N,61.9,W
9/5/2008,12:02:00,23.498,N,61.908,W
9/5/2008,12:03:59,23.497,N,61.917,W
9/5/2008,12:06:00,23.495,N,61.925,W
9/5/2008,12:07:59,23.494,N,61.934,W
9/5/2008,12:10:00,23.492,N,61.942,W
9/5/2008,12:11:59,23.49,N,61.95,W
9/5/2008,12:14:00,23.489,N,61.959,W
9/5/2008,12:15:59,23.487,N,61.967,W
9/5/2008,12:18:00,23.486,N,61.975,W
9/5/2008,12:19:59,23.484,N,61.984,W
9/5/2008,12:22:00,23.482,N,61.992,W
9/5/2008,12:23:59,23.48,N,62.001,W
9/5/2008,12:26:00,23.479,N,62.009,W
9/5/2008,12:27:59,23.477,N,62.017,W
9/5/2008,12:30:00,23.475,N,62.026,W
9/5/2008,12:32:00,23.473,N,62.034,W
9/5/2008,12:33:59,23.471,N,62.043,W
9/5/2008,12:36:00,23.47,N,62.051,W
9/5/2008,12:37:59,23.468,N,62.059,W
9/5/2008,12:40:00,23.466,N,62.068,W
9/5/2008,12:41:59,23.464,N,62.076,W
9/5/2008,12:44:00,23.462,N,62.085,W
9/5/2008,12:45:59,23.46,N,62.093,W
9/5/2008,12:48:00,23.458,N,62.101,W
9/5/2008,12:49:59,23.456,N,62.11,W
9/5/2008,12:52:00,23.454,N,62.118,W
9/5/2008,12:53:59,23.452,N,62.126,W
9/5/2008,12:56:00,23.45,N,62.135,W
9/5/2008,12:57:59,23.448,N,62.143,W
9/5/2008,13:00:00,23.446,N,62.152,W
9/5/2008,13:02:00,23.444,N,62.16,W
9/5/2008,13:03:59,23.442,N,62.169,W
9/5/2008,13:06:00,23.44,N,62.177,W
9/5/2008,13:07:59,23.438,N,62.185,W
9/5/2008,13:10:00,23.436,N,62.194,W
9/5/2008,13:11:59,23.434,N,62.202,W
9/5/2008,13:14:00,23.432,N,62.211,W
9/5/2008,13:15:59,23.429,N,62.219,W
9/5/2008,13:18:00,23.427,N,62.227,W
9/5/2008,13:19:59,23.425,N,62.236,W
9/5/2008,13:22:00,23.423,N,62.244,W
9/5/2008,13:23:59,23.421,N,62.253,W
9/5/2008,13:26:00,23.418,N,62.261,W
9/5/2008,13:27:59,23.416,N,62.269,W
9/5/2008,13:30:00,23.414,N,62.278,W
9/5/2008,13:32:00,23.412,N,62.286,W
9/5/2008,13:33:59,23.409,N,62.295,W
9/5/2008,13:36:00,23.407,N,62.303,W
9/5/2008,13:37:59,23.405,N,62.311,W
9/5/2008,13:40:00,23.402,N,62.32,W
9/5/2008,13:41:59,23.4,N,62.328,W
9/5/2008,13:44:00,23.398,N,62.337,W
9/5/2008,13:45:59,23.395,N,62.345,W
9/5/2008,13:48:00,23.393,N,62.354,W
9/5/2008,13:49:59,23.39,N,62.362,W
9/5/2008,13:52:00,23.388,N,62.37,W
9/5/2008,13:53:59,23.385,N,62.379,W
9/5/2008,13:56:00,23.383,N,62.387,W
9/5/2008,13:57:59,23.381,N,62.396,W
9/5/2008,14:00:00,23.378,N,62.404,W
9/5/2008,14:02:00,23.376,N,62.412,W
9/5/2008,14:03:59,23.373,N,62.421,W
9/5/2008,14:06:00,23.37,N,62.429,W
9/5/2008,14:07:59,23.368,N,62.438,W
9/5/2008,14:10:00,23.365,N,62.446,W
9/5/2008,14:11:59,23.363,N,62.455,W
9/5/2008,14:14:00,23.36,N,62.463,W
9/5/2008,14:15:59,23.358,N,62.471,W
9/5/2008,14:18:00,23.355,N,62.48,W
9/5/2008,14:19:59,23.352,N,62.488,W
9/5/2008,14:22:00,23.35,N,62.497,W
9/5/2008,14:23:59,23.347,N,62.505,W
9/5/2008,14:26:00,23.345,N,62.514,W
9/5/2008,14:27:59,23.342,N,62.522,W
9/5/2008,14:30:00,23.339,N,62.53,W
9/5/2008,14:32:00,23.337,N,62.539,W
9/5/2008,14:33:59,23.334,N,62.547,W
9/5/2008,14:36:00,23.331,N,62.556,W
9/5/2008,14:37:59,23.328,N,62.564,W
9/5/2008,14:40:00,23.326,N,62.573,W
9/5/2008,14:41:59,23.323,N,62.581,W
9/5/2008,14:44:00,23.32,N,62.589,W
9/5/2008,14:45:59,23.317,N,62.598,W
9/5/2008,14:48:00,23.315,N,62.606,W
9/5/2008,14:49:59,23.312,N,62.615,W
9/5/2008,14:52:00,23.309,N,62.623,W
9/5/2008,14:53:59,23.306,N,62.632,W
9/5/2008,14:56:00,23.303,N,62.64,W
9/5/2008,14:57:59,23.301,N,62.649,W
9/5/2008,15:00:00,23.298,N,62.657,W
9/5/2008,15:02:00,23.295,N,62.665,W
9/5/2008,15:03:59,23.292,N,62.674,W
9/5/2008,15:06:00,23.289,N,62.682,W
9/5/2008,15:07:59,23.286,N,62.691,W
9/5/2008,15:10:00,23.283,N,62.699,W
9/5/2008,15:11:59,23.28,N,62.708,W
9/5/2008,15:14:00,23.277,N,62.716,W
9/5/2008,15:15:59,23.275,N,62.724,W
9/5/2008,15:18:00,23.272,N,62.733,W
9/5/2008,15:19:59,23.269,N,62.741,W
9/5/2008,15:22:00,23.266,N,62.75,W
9/5/2008,15:23:59,23.263,N,62.758,W
9/5/2008,15:26:00,23.26,N,62.767,W
9/5/2008,15:27:59,23.257,N,62.775,W
9/5/2008,15:30:00,23.254,N,62.784,W
9/5/2008,15:32:00,23.251,N,62.792,W
9/5/2008,15:33:59,23.248,N,62.8,W
9/5/2008,15:36:00,23.245,N,62.809,W
9/5/2008,15:37:59,23.242,N,62.817,W
9/5/2008,15:40:00,23.239,N,62.826,W
9/5/2008,15:41:59,23.236,N,62.834,W
9/5/2008,15:44:00,23.232,N,62.843,W
9/5/2008,15:45:59,23.229,N,62.851,W
9/5/2008,15:48:00,23.226,N,62.86,W
9/5/2008,15:49:59,23.223,N,62.868,W
9/5/2008,15:52:00,23.22,N,62.877,W
9/5/2008,15:53:59,23.217,N,62.885,W
9/5/2008,15:56:00,23.214,N,62.893,W
9/5/2008,15:57:59,23.211,N,62.902,W
9/5/2008,16:00:00,23.208,N,62.91,W
9/5/2008,16:01:59,23.205,N,62.919,W
9/5/2008,16:04:00,23.201,N,62.927,W
9/5/2008,16:06:00,23.198,N,62.936,W
9/5/2008,16:07:59,23.195,N,62.944,W
9/5/2008,16:09:59,23.192,N,62.953,W
9/5/2008,16:12:00,23.189,N,62.961,W
9/5/2008,16:14:00,23.186,N,62.969,W
9/5/2008,16:15:59,23.182,N,62.978,W
9/5/2008,16:17:59,23.179,N,62.986,W
9/5/2008,16:20:00,23.176,N,62.995,W
9/5/2008,16:22:00,23.173,N,63.003,W
9/5/2008,16:23:59,23.169,N,63.012,W
9/5/2008,16:25:59,23.166,N,63.02,W
9/5/2008,16:28:00,23.163,N,63.029,W
9/5/2008,16:30:00,23.16,N,63.037,W
9/5/2008,16:31:59,23.157,N,63.046,W
9/5/2008,16:34:00,23.153,N,63.054,W
9/5/2008,16:36:00,23.15,N,63.063,W
9/5/2008,16:37:59,23.147,N,63.071,W
9/5/2008,16:39:59,23.143,N,63.079,W
9/5/2008,16:42:00,23.14,N,63.088,W
9/5/2008,16:44:00,23.137,N,63.096,W
9/5/2008,16:45:59,23.134,N,63.105,W
9/5/2008,16:47:59,23.13,N,63.113,W
9/5/2008,16:50:00,23.127,N,63.122,W
9/5/2008,16:52:00,23.124,N,63.13,W
9/5/2008,16:53:59,23.12,N,63.139,W
9/5/2008,16:55:59,23.117,N,63.147,W
9/5/2008,16:58:00,23.114,N,63.156,W
9/5/2008,17:00:00,23.11,N,63.164,W
9/5/2008,17:01:59,23.107,N,63.172,W
9/5/2008,17:04:00,23.104,N,63.181,W
9/5/2008,17:06:00,23.1,N,63.189,W
9/5/2008,17:07:59,23.097,N,63.198,W
9/5/2008,17:09:59,23.094,N,63.206,W
9/5/2008,17:10:24,23.093,N,63.208,W
9/5/2008,17:12:24,23.091,N,63.215,W
9/5/2008,17:14:23,23.089,N,63.222,W
9/5/2008,17:16:23,23.086,N,63.23,W
9/5/2008,17:18:24,23.084,N,63.237,W
9/5/2008,17:20:24,23.082,N,63.244,W
9/5/2008,17:22:23,23.08,N,63.251,W
9/5/2008,17:24:23,23.077,N,63.258,W
9/5/2008,17:26:24,23.075,N,63.265,W
9/5/2008,17:28:24,23.073,N,63.272,W
9/5/2008,17:30:23,23.071,N,63.279,W
9/5/2008,17:32:24,23.069,N,63.286,W
9/5/2008,17:34:24,23.067,N,63.293,W
9/5/2008,17:36:23,23.064,N,63.3,W
9/5/2008,17:38:23,23.062,N,63.307,W
9/5/2008,17:40:24,23.06,N,63.314,W
9/5/2008,17:42:24,23.058,N,63.321,W
9/5/2008,17:44:23,23.056,N,63.328,W
9/5/2008,17:46:23,23.054,N,63.335,W
9/5/2008,17:48:24,23.052,N,63.342,W
9/5/2008,17:50:24,23.049,N,63.348,W
9/5/2008,17:52:23,23.047,N,63.355,W
9/5/2008,17:54:23,23.045,N,63.362,W
9/5/2008,17:56:24,23.043,N,63.368,W
9/5/2008,17:58:24,23.041,N,63.375,W
9/5/2008,18:00:23,23.039,N,63.382,W
9/5/2008,18:02:24,23.037,N,63.388,W
9/5/2008,18:04:24,23.035,N,63.395,W
9/5/2008,18:06:23,23.033,N,63.402,W
9/5/2008,18:08:23,23.031,N,63.408,W
9/5/2008,18:10:24,23.029,N,63.415,W
9/5/2008,18:12:24,23.027,N,63.421,W
9/5/2008,18:14:23,23.025,N,63.428,W
9/5/2008,18:16:23,23.023,N,63.434,W
9/5/2008,18:18:24,23.021,N,63.441,W
9/5/2008,18:20:24,23.019,N,63.447,W
9/5/2008,18:22:23,23.017,N,63.454,W
9/5/2008,18:24:23,23.015,N,63.46,W
9/5/2008,18:26:24,23.013,N,63.467,W
9/5/2008,18:28:24,23.011,N,63.473,W
9/5/2008,18:30:23,23.009,N,63.479,W
9/5/2008,18:32:24,23.007,N,63.486,W
9/5/2008,18:34:24,23.005,N,63.492,W
9/5/2008,18:36:23,23.003,N,63.498,W
9/5/2008,18:38:23,23.001,N,63.505,W
9/5/2008,18:40:24,22.999,N,63.511,W
9/5/2008,18:42:24,22.997,N,63.517,W
9/5/2008,18:44:23,22.995,N,63.524,W
9/5/2008,18:46:23,22.994,N,63.53,W
9/5/2008,18:48:24,22.992,N,63.536,W
9/5/2008,18:50:24,22.99,N,63.542,W
9/5/2008,18:52:23,22.988,N,63.548,W
9/5/2008,18:54:23,22.986,N,63.555,W
9/5/2008,18:56:24,22.984,N,63.561,W
9/5/2008,18:56:29,22.984,N,63.561,W
9/5/2008,18:58:28,22.982,N,63.568,W
9/5/2008,19:00:28,22.98,N,63.575,W
9/5/2008,19:02:29,22.978,N,63.581,W
9/5/2008,19:04:29,22.976,N,63.588,W
9/5/2008,19:06:28,22.974,N,63.595,W
9/5/2008,19:08:28,22.972,N,63.602,W
9/5/2008,19:10:29,22.97,N,63.608,W
9/5/2008,19:12:28,22.968,N,63.615,W
9/5/2008,19:14:28,22.966,N,63.622,W
9/5/2008,19:16:29,22.964,N,63.629,W
9/5/2008,19:18:29,22.962,N,63.636,W
9/5/2008,19:20:28,22.96,N,63.643,W
9/5/2008,19:22:28,22.958,N,63.649,W
9/5/2008,19:24:29,22.956,N,63.656,W
9/5/2008,19:26:29,22.954,N,63.663,W
9/5/2008,19:28:28,22.952,N,63.67,W
9/5/2008,19:30:28,22.95,N,63.677,W
9/5/2008,19:32:29,22.948,N,63.684,W
9/5/2008,19:34:29,22.946,N,63.691,W
9/5/2008,19:36:28,22.944,N,63.697,W
9/5/2008,19:38:28,22.942,N,63.704,W
9/5/2008,19:40:29,22.94,N,63.711,W
9/5/2008,19:42:28,22.938,N,63.718,W
9/5/2008,19:44:28,22.936,N,63.725,W
9/5/2008,19:46:29,22.934,N,63.732,W
9/5/2008,19:48:29,22.932,N,63.739,W
9/5/2008,19:50:28,22.93,N,63.746,W
9/5/2008,19:52:28,22.928,N,63.753,W
9/5/2008,19:54:29,22.926,N,63.76,W
9/5/2008,19:56:29,22.924,N,63.767,W
9/5/2008,19:58:28,22.922,N,63.774,W
9/5/2008,20:00:28,22.92,N,63.781,W
9/5/2008,20:02:29,22.918,N,63.788,W
9/5/2008,20:04:29,22.916,N,63.795,W
9/5/2008,20:06:28,22.914,N,63.802,W
9/5/2008,20:08:28,22.912,N,63.809,W
9/5/2008,20:10:29,22.91,N,63.816,W
9/5/2008,20:12:28,22.908,N,63.823,W
9/5/2008,20:14:28,22.907,N,63.83,W
9/5/2008,20:16:29,22.905,N,63.837,W
9/5/2008,20:18:29,22.903,N,63.844,W
9/5/2008,20:20:28,22.901,N,63.851,W
9/5/2008,20:22:28,22.899,N,63.858,W
9/5/2008,20:24:29,22.897,N,63.865,W
9/5/2008,20:26:29,22.895,N,63.873,W
9/5/2008,20:28:28,22.893,N,63.88,W
9/5/2008,20:30:28,22.891,N,63.887,W
9/5/2008,20:32:29,22.889,N,63.894,W
9/5/2008,20:34:29,22.887,N,63.901,W
9/5/2008,20:36:28,22.885,N,63.908,W
9/5/2008,20:38:28,22.883,N,63.915,W
9/5/2008,20:40:29,22.882,N,63.923,W
9/5/2008,20:42:28,22.88,N,63.93,W
9/5/2008,20:44:28,22.878,N,63.937,W
9/5/2008,20:46:29,22.876,N,63.944,W
9/5/2008,20:48:29,22.874,N,63.952,W
9/5/2008,20:50:28,22.872,N,63.959,W
9/5/2008,20:52:28,22.87,N,63.966,W
9/5/2008,20:54:29,22.868,N,63.973,W
9/5/2008,20:56:29,22.866,N,63.981,W
9/5/2008,20:58:28,22.865,N,63.988,W
9/5/2008,21:00:28,22.863,N,63.995,W
9/5/2008,21:02:29,22.861,N,64.003,W
9/5/2008,21:04:29,22.859,N,64.01,W
9/5/2008,21:06:28,22.857,N,64.017,W
9/5/2008,21:08:28,22.855,N,64.025,W
9/5/2008,21:10:29,22.853,N,64.032,W
9/5/2008,21:12:28,22.852,N,64.039,W
9/5/2008,21:14:28,22.85,N,64.047,W
9/5/2008,21:16:29,22.848,N,64.054,W
9/5/2008,21:18:29,22.846,N,64.062,W
9/5/2008,21:20:28,22.844,N,64.069,W
9/5/2008,21:22:28,22.842,N,64.077,W
9/5/2008,21:24:29,22.841,N,64.084,W
9/5/2008,21:26:29,22.839,N,64.092,W
9/5/2008,21:28:28,22.837,N,64.099,W
9/5/2008,21:30:28,22.835,N,64.107,W
9/5/2008,21:32:29,22.833,N,64.114,W
9/5/2008,21:34:29,22.832,N,64.122,W
9/5/2008,21:36:28,22.83,N,64.129,W
9/5/2008,21:38:28,22.828,N,64.137,W
9/5/2008,21:40:29,22.826,N,64.144,W
9/5/2008,21:42:28,22.824,N,64.152,W
9/5/2008,21:44:28,22.823,N,64.16,W
9/5/2008,21:46:29,22.821,N,64.167,W
9/5/2008,21:48:29,22.819,N,64.175,W
9/5/2008,21:50:28,22.817,N,64.182,W
9/5/2008,21:52:28,22.815,N,64.19,W
9/5/2008,21:54:29,22.814,N,64.198,W
9/5/2008,21:56:29,22.812,N,64.206,W
9/5/2008,21:58:28,22.81,N,64.213,W
9/5/2008,22:00:28,22.808,N,64.221,W
9/5/2008,22:02:29,22.807,N,64.229,W
9/5/2008,22:04:29,22.805,N,64.236,W
9/5/2008,22:06:28,22.803,N,64.244,W
9/5/2008,22:08:28,22.801,N,64.252,W
9/5/2008,22:10:29,22.8,N,64.26,W
9/5/2008,22:12:28,22.798,N,64.268,W
9/5/2008,22:14:28,22.796,N,64.275,W
9/5/2008,22:16:29,22.795,N,64.283,W
9/5/2008,22:18:29,22.793,N,64.291,W
9/5/2008,22:20:28,22.791,N,64.299,W
9/5/2008,22:22:28,22.789,N,64.307,W
9/5/2008,22:24:29,22.788,N,64.315,W
9/5/2008,22:26:29,22.786,N,64.323,W
9/5/2008,22:28:28,22.784,N,64.331,W
9/5/2008,22:30:28,22.783,N,64.339,W
9/5/2008,22:32:29,22.781,N,64.347,W
9/5/2008,22:34:29,22.779,N,64.355,W
9/5/2008,22:36:28,22.778,N,64.363,W
9/5/2008,22:38:28,22.776,N,64.37,W
9/5/2008,22:40:29,22.774,N,64.378,W
9/5/2008,22:42:28,22.773,N,64.387,W
9/5/2008,22:44:28,22.771,N,64.395,W
9/5/2008,22:46:29,22.769,N,64.403,W
9/5/2008,22:48:29,22.768,N,64.411,W
9/5/2008,22:50:28,22.766,N,64.419,W
9/5/2008,22:52:28,22.764,N,64.427,W
9/5/2008,22:54:29,22.763,N,64.435,W
9/5/2008,22:56:29,22.761,N,64.443,W
9/5/2008,22:58:28,22.759,N,64.451,W
9/5/2008,23:00:28,22.758,N,64.459,W
9/5/2008,23:02:29,22.756,N,64.467,W
9/5/2008,23:04:29,22.754,N,64.476,W
9/5/2008,23:06:28,22.753,N,64.484,W
9/5/2008,23:08:28,22.751,N,64.492,W
9/5/2008,23:10:29,22.75,N,64.5,W
9/5/2008,23:12:28,22.748,N,64.508,W
9/5/2008,23:14:28,22.746,N,64.516,W
9/5/2008,23:16:29,22.745,N,64.525,W
9/5/2008,23:18:29,22.743,N,64.533,W
9/5/2008,23:20:28,22.742,N,64.541,W
9/5/2008,23:22:28,22.74,N,64.549,W
9/5/2008,23:24:29,22.738,N,64.558,W
9/5/2008,23:26:29,22.737,N,64.566,W
9/5/2008,23:28:28,22.735,N,64.574,W
9/5/2008,23:30:28,22.734,N,64.583,W
9/5/2008,23:32:29,22.732,N,64.591,W
9/5/2008,23:34:29,22.73,N,64.599,W
9/5/2008,23:36:28,22.729,N,64.608,W
9/5/2008,23:38:28,22.727,N,64.616,W
9/5/2008,23:40:29,22.726,N,64.624,W
9/5/2008,23:42:28,22.724,N,64.633,W
9/5/2008,23:44:28,22.722,N,64.641,W
9/5/2008,23:46:29,22.721,N,64.649,W
9/5/2008,23:48:29,22.719,N,64.658,W
9/5/2008,23:50:28,22.718,N,64.666,W
9/5/2008,23:52:28,22.716,N,64.675,W
9/5/2008,23:54:29,22.715,N,64.683,W
9/5/2008,23:56:29,22.713,N,64.691,W
9/5/2008,23:58:28,22.712,N,64.7,W
9/6/2008,0:00:28,22.71,N,64.708,W
9/6/2008,0:02:29,22.708,N,64.717,W
9/6/2008,0:04:29,22.707,N,64.725,W
9/6/2008,0:06:28,22.705,N,64.734,W
9/6/2008,0:08:28,22.704,N,64.742,W
9/6/2008,0:10:29,22.702,N,64.751,W
9/6/2008,0:12:28,22.701,N,64.759,W
9/6/2008,0:14:28,22.699,N,64.768,W
9/6/2008,0:16:29,22.698,N,64.776,W
9/6/2008,0:18:29,22.696,N,64.785,W
9/6/2008,0:20:28,22.695,N,64.793,W
9/6/2008,0:22:28,22.693,N,64.802,W
