Track,for,Danny,2009,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/27/2009,17:09:00,27.573,N,72.333,W
8/27/2009,17:11:00,27.575,N,72.336,W
8/27/2009,17:13:00,27.577,N,72.339,W
8/27/2009,17:15:00,27.58,N,72.343,W
8/27/2009,17:17:00,27.582,N,72.346,W
8/27/2009,17:19:00,27.584,N,72.349,W
8/27/2009,17:21:00,27.586,N,72.352,W
8/27/2009,17:23:00,27.588,N,72.355,W
8/27/2009,17:25:00,27.59,N,72.358,W
8/27/2009,17:27:00,27.593,N,72.361,W
8/27/2009,17:29:00,27.595,N,72.365,W
8/27/2009,17:31:00,27.597,N,72.368,W
8/27/2009,17:33:00,27.599,N,72.371,W
8/27/2009,17:35:00,27.601,N,72.374,W
8/27/2009,17:37:00,27.604,N,72.377,W
8/27/2009,17:39:00,27.606,N,72.381,W
8/27/2009,17:41:00,27.608,N,72.384,W
8/27/2009,17:43:00,27.61,N,72.387,W
8/27/2009,17:45:00,27.613,N,72.39,W
8/27/2009,17:47:00,27.615,N,72.394,W
8/27/2009,17:49:00,27.617,N,72.397,W
8/27/2009,17:51:00,27.619,N,72.4,W
8/27/2009,17:53:00,27.622,N,72.404,W
8/27/2009,17:55:00,27.624,N,72.407,W
8/27/2009,17:57:00,27.626,N,72.41,W
8/27/2009,18:00:00,27.629,N,72.414,W
8/27/2009,18:01:00,27.631,N,72.417,W
8/27/2009,18:03:00,27.633,N,72.42,W
8/27/2009,18:05:00,27.636,N,72.424,W
8/27/2009,18:07:00,27.638,N,72.427,W
8/27/2009,18:09:00,27.64,N,72.43,W
8/27/2009,18:11:00,27.643,N,72.434,W
8/27/2009,18:13:00,27.645,N,72.437,W
8/27/2009,18:15:00,27.647,N,72.441,W
8/27/2009,18:17:00,27.65,N,72.444,W
8/27/2009,18:19:00,27.652,N,72.448,W
8/27/2009,18:21:00,27.655,N,72.451,W
8/27/2009,18:23:00,27.657,N,72.455,W
8/27/2009,18:25:00,27.659,N,72.458,W
8/27/2009,18:27:00,27.662,N,72.462,W
8/27/2009,18:29:00,27.664,N,72.465,W
8/27/2009,18:31:00,27.667,N,72.469,W
8/27/2009,18:33:00,27.669,N,72.472,W
8/27/2009,18:35:00,27.671,N,72.476,W
8/27/2009,18:37:00,27.674,N,72.48,W
8/27/2009,18:39:00,27.676,N,72.483,W
8/27/2009,18:41:00,27.679,N,72.487,W
8/27/2009,18:43:00,27.681,N,72.491,W
8/27/2009,18:45:00,27.684,N,72.494,W
8/27/2009,18:47:00,27.686,N,72.498,W
8/27/2009,18:49:00,27.689,N,72.502,W
8/27/2009,18:51:00,27.691,N,72.505,W
8/27/2009,18:53:00,27.694,N,72.509,W
8/27/2009,18:55:00,27.696,N,72.513,W
8/27/2009,18:57:00,27.699,N,72.516,W
8/27/2009,19:00:00,27.701,N,72.52,W
8/27/2009,19:01:00,27.704,N,72.524,W
8/27/2009,19:03:00,27.706,N,72.528,W
8/27/2009,19:05:00,27.709,N,72.531,W
8/27/2009,19:07:00,27.712,N,72.535,W
8/27/2009,19:09:00,27.714,N,72.539,W
8/27/2009,19:11:00,27.717,N,72.543,W
8/27/2009,19:13:00,27.719,N,72.547,W
8/27/2009,19:15:00,27.722,N,72.551,W
8/27/2009,19:17:00,27.724,N,72.554,W
8/27/2009,19:19:00,27.727,N,72.558,W
8/27/2009,19:21:00,27.73,N,72.562,W
8/27/2009,19:23:00,27.732,N,72.566,W
8/27/2009,19:25:00,27.735,N,72.57,W
8/27/2009,19:27:00,27.738,N,72.574,W
8/27/2009,19:29:00,27.74,N,72.578,W
8/27/2009,19:31:00,27.743,N,72.582,W
8/27/2009,19:33:00,27.746,N,72.586,W
8/27/2009,19:35:00,27.748,N,72.59,W
8/27/2009,19:37:00,27.751,N,72.594,W
8/27/2009,19:39:00,27.754,N,72.598,W
8/27/2009,19:41:00,27.756,N,72.602,W
8/27/2009,19:43:00,27.759,N,72.606,W
8/27/2009,19:45:00,27.762,N,72.61,W
8/27/2009,19:47:00,27.765,N,72.614,W
8/27/2009,19:49:00,27.767,N,72.619,W
8/27/2009,19:51:00,27.77,N,72.623,W
8/27/2009,19:53:00,27.773,N,72.627,W
8/27/2009,19:55:00,27.776,N,72.631,W
8/27/2009,19:57:00,27.778,N,72.635,W
8/27/2009,20:00:00,27.781,N,72.639,W
8/27/2009,20:01:00,27.784,N,72.644,W
8/27/2009,20:03:00,27.787,N,72.648,W
8/27/2009,20:05:00,27.79,N,72.652,W
8/27/2009,20:07:00,27.792,N,72.656,W
8/27/2009,20:09:00,27.795,N,72.661,W
8/27/2009,20:11:00,27.798,N,72.665,W
8/27/2009,20:13:00,27.801,N,72.669,W
8/27/2009,20:15:00,27.804,N,72.673,W
8/27/2009,20:17:00,27.807,N,72.678,W
8/27/2009,20:19:00,27.81,N,72.682,W
8/27/2009,20:21:00,27.812,N,72.687,W
8/27/2009,20:23:00,27.815,N,72.691,W
8/27/2009,20:25:00,27.818,N,72.695,W
8/27/2009,20:27:00,27.821,N,72.7,W
8/27/2009,20:29:00,27.824,N,72.704,W
8/27/2009,20:31:00,27.827,N,72.709,W
8/27/2009,20:33:00,27.83,N,72.713,W
8/27/2009,20:35:00,27.833,N,72.717,W
8/27/2009,20:37:00,27.836,N,72.722,W
8/27/2009,20:39:00,27.839,N,72.726,W
8/27/2009,20:41:00,27.842,N,72.731,W
8/27/2009,20:43:00,27.845,N,72.735,W
8/27/2009,20:45:00,27.848,N,72.74,W
8/27/2009,20:47:00,27.851,N,72.745,W
8/27/2009,20:49:00,27.854,N,72.749,W
8/27/2009,20:51:00,27.857,N,72.754,W
8/27/2009,20:53:00,27.86,N,72.758,W
8/27/2009,20:55:00,27.863,N,72.763,W
8/27/2009,20:57:00,27.866,N,72.768,W
8/27/2009,21:00:00,27.869,N,72.772,W
8/27/2009,21:01:00,27.872,N,72.777,W
8/27/2009,21:03:00,27.875,N,72.782,W
8/27/2009,21:05:00,27.878,N,72.786,W
8/27/2009,21:07:00,27.881,N,72.791,W
8/27/2009,21:09:00,27.884,N,72.796,W
8/27/2009,21:11:00,27.887,N,72.8,W
8/27/2009,21:13:00,27.89,N,72.805,W
8/27/2009,21:15:00,27.894,N,72.81,W
8/27/2009,21:17:00,27.897,N,72.815,W
8/27/2009,21:19:00,27.9,N,72.819,W
8/27/2009,21:21:00,27.903,N,72.824,W
8/27/2009,21:23:00,27.906,N,72.829,W
8/27/2009,21:25:00,27.909,N,72.834,W
8/27/2009,21:27:00,27.912,N,72.839,W
8/27/2009,21:29:00,27.915,N,72.843,W
8/27/2009,21:31:00,27.919,N,72.848,W
8/27/2009,21:33:00,27.922,N,72.853,W
8/27/2009,21:35:00,27.925,N,72.858,W
8/27/2009,21:37:00,27.928,N,72.863,W
8/27/2009,21:39:00,27.931,N,72.868,W
8/27/2009,21:41:00,27.935,N,72.873,W
8/27/2009,21:43:00,27.938,N,72.878,W
8/27/2009,21:45:00,27.941,N,72.883,W
8/27/2009,21:47:00,27.944,N,72.888,W
8/27/2009,21:49:00,27.947,N,72.893,W
8/27/2009,21:51:00,27.951,N,72.898,W
8/27/2009,21:53:00,27.954,N,72.903,W
8/27/2009,21:55:00,27.957,N,72.908,W
8/27/2009,21:57:00,27.961,N,72.913,W
8/27/2009,22:00:00,27.964,N,72.918,W
8/27/2009,22:01:00,27.967,N,72.923,W
8/27/2009,22:03:00,27.97,N,72.928,W
8/27/2009,22:05:00,27.974,N,72.933,W
8/27/2009,22:07:00,27.977,N,72.938,W
8/27/2009,22:09:00,27.98,N,72.943,W
8/27/2009,22:11:00,27.984,N,72.948,W
8/27/2009,22:13:00,27.987,N,72.953,W
8/27/2009,22:15:00,27.99,N,72.958,W
8/27/2009,22:17:00,27.994,N,72.964,W
8/27/2009,22:19:00,27.997,N,72.969,W
8/27/2009,22:21:00,28,N,72.974,W
8/27/2009,22:23:00,28.004,N,72.979,W
8/27/2009,22:25:00,28.007,N,72.984,W
8/27/2009,22:27:00,28.01,N,72.989,W
8/27/2009,22:29:00,28.014,N,72.995,W
8/27/2009,22:31:00,28.017,N,73,W
8/27/2009,22:33:00,28.02,N,73.005,W
8/27/2009,22:35:00,28.024,N,73.01,W
8/27/2009,22:37:00,28.027,N,73.016,W
8/27/2009,22:39:00,28.031,N,73.021,W
8/27/2009,22:41:00,28.034,N,73.026,W
8/27/2009,22:43:00,28.037,N,73.032,W
8/27/2009,22:45:00,28.041,N,73.037,W
8/27/2009,22:47:00,28.044,N,73.042,W
8/27/2009,22:49:00,28.048,N,73.047,W
8/27/2009,22:51:00,28.051,N,73.053,W
8/27/2009,22:53:00,28.055,N,73.058,W
8/27/2009,22:55:00,28.058,N,73.064,W
8/27/2009,22:57:00,28.062,N,73.069,W
8/27/2009,23:00:00,28.065,N,73.074,W
8/27/2009,23:01:00,28.069,N,73.08,W
8/27/2009,23:03:00,28.072,N,73.085,W
8/27/2009,23:05:00,28.075,N,73.09,W
8/27/2009,23:07:00,28.079,N,73.096,W
8/27/2009,23:09:00,28.082,N,73.101,W
8/27/2009,23:11:00,28.086,N,73.107,W
8/27/2009,23:13:00,28.09,N,73.112,W
8/27/2009,23:15:00,28.093,N,73.118,W
8/27/2009,23:17:00,28.097,N,73.123,W
8/27/2009,23:19:00,28.1,N,73.129,W
8/27/2009,23:21:00,28.104,N,73.134,W
8/27/2009,23:23:00,28.107,N,73.14,W
8/27/2009,23:25:00,28.111,N,73.145,W
8/27/2009,23:27:00,28.114,N,73.151,W
8/27/2009,23:29:00,28.118,N,73.156,W
8/27/2009,23:31:00,28.121,N,73.162,W
8/27/2009,23:33:00,28.125,N,73.167,W
8/27/2009,23:35:00,28.129,N,73.173,W
8/27/2009,23:37:00,28.132,N,73.179,W
8/27/2009,23:39:00,28.136,N,73.184,W
8/27/2009,23:41:00,28.139,N,73.19,W
8/27/2009,23:43:00,28.143,N,73.195,W
8/27/2009,23:45:00,28.146,N,73.201,W
8/27/2009,23:47:00,28.15,N,73.207,W
8/27/2009,23:49:00,28.154,N,73.212,W
8/27/2009,23:51:00,28.157,N,73.218,W
8/27/2009,23:53:00,28.161,N,73.223,W
8/27/2009,23:55:00,28.165,N,73.229,W
8/27/2009,23:57:00,28.168,N,73.235,W
8/27/2009,0:00:00,28.172,N,73.24,W
8/28/2009,0:01:00,28.175,N,73.246,W
8/28/2009,0:03:00,28.179,N,73.252,W
8/28/2009,0:05:00,28.183,N,73.258,W
8/28/2009,0:07:00,28.186,N,73.263,W
8/28/2009,0:09:00,28.19,N,73.269,W
8/28/2009,0:11:00,28.194,N,73.275,W
8/28/2009,0:13:00,28.197,N,73.28,W
8/28/2009,0:15:00,28.201,N,73.286,W
8/28/2009,0:17:00,28.205,N,73.292,W
8/28/2009,0:19:00,28.209,N,73.298,W
8/28/2009,0:21:00,28.212,N,73.304,W
8/28/2009,0:23:00,28.216,N,73.309,W
8/28/2009,0:25:00,28.22,N,73.315,W
8/28/2009,0:27:00,28.223,N,73.321,W
8/28/2009,0:29:00,28.227,N,73.327,W
8/28/2009,0:31:00,28.231,N,73.333,W
8/28/2009,0:33:00,28.234,N,73.338,W
8/28/2009,0:35:00,28.238,N,73.344,W
8/28/2009,0:37:00,28.242,N,73.35,W
8/28/2009,0:39:00,28.246,N,73.356,W
8/28/2009,0:41:00,28.249,N,73.362,W
8/28/2009,0:43:00,28.253,N,73.368,W
8/28/2009,0:45:00,28.257,N,73.373,W
8/28/2009,0:47:00,28.261,N,73.379,W
8/28/2009,0:49:00,28.264,N,73.385,W
8/28/2009,0:51:00,28.268,N,73.391,W
8/28/2009,0:53:00,28.272,N,73.397,W
8/28/2009,0:55:00,28.276,N,73.403,W
8/28/2009,0:57:00,28.279,N,73.409,W
8/28/2009,1:00:00,28.283,N,73.415,W
8/28/2009,1:01:00,28.287,N,73.421,W
8/28/2009,1:03:00,28.291,N,73.427,W
8/28/2009,1:05:00,28.295,N,73.433,W
8/28/2009,1:07:00,28.298,N,73.439,W
8/28/2009,1:09:00,28.302,N,73.445,W
8/28/2009,1:11:00,28.306,N,73.451,W
8/28/2009,1:13:00,28.31,N,73.456,W
8/28/2009,1:15:00,28.314,N,73.462,W
8/28/2009,1:17:00,28.317,N,73.468,W
8/28/2009,1:19:00,28.321,N,73.474,W
8/28/2009,1:21:00,28.325,N,73.48,W
8/28/2009,1:23:00,28.329,N,73.486,W
8/28/2009,1:25:00,28.333,N,73.492,W
8/28/2009,1:27:00,28.337,N,73.499,W
8/28/2009,1:29:00,28.34,N,73.505,W
8/28/2009,1:31:00,28.344,N,73.511,W
8/28/2009,1:33:00,28.348,N,73.517,W
8/28/2009,1:35:00,28.352,N,73.523,W
8/28/2009,1:37:00,28.356,N,73.529,W
8/28/2009,1:39:00,28.36,N,73.535,W
8/28/2009,1:41:00,28.364,N,73.541,W
8/28/2009,1:43:00,28.367,N,73.547,W
8/28/2009,1:45:00,28.371,N,73.553,W
8/28/2009,1:47:00,28.375,N,73.559,W
8/28/2009,1:49:00,28.379,N,73.565,W
8/28/2009,1:51:00,28.383,N,73.571,W
8/28/2009,1:53:00,28.387,N,73.577,W
8/28/2009,1:55:00,28.391,N,73.584,W
8/28/2009,1:57:00,28.395,N,73.59,W
8/28/2009,2:00:00,28.399,N,73.596,W
8/28/2009,2:01:00,28.402,N,73.602,W
8/28/2009,2:03:00,28.406,N,73.608,W
8/28/2009,2:05:00,28.41,N,73.614,W
8/28/2009,2:07:00,28.414,N,73.62,W
8/28/2009,2:09:00,28.418,N,73.626,W
8/28/2009,2:11:00,28.422,N,73.633,W
8/28/2009,2:13:00,28.426,N,73.639,W
8/28/2009,2:15:00,28.43,N,73.645,W
8/28/2009,2:17:00,28.434,N,73.651,W
8/28/2009,2:19:00,28.438,N,73.657,W
8/28/2009,2:21:00,28.442,N,73.663,W
8/28/2009,2:23:00,28.445,N,73.67,W
8/28/2009,2:25:00,28.449,N,73.676,W
8/28/2009,2:27:00,28.453,N,73.682,W
8/28/2009,2:29:00,28.457,N,73.688,W
8/28/2009,2:31:00,28.461,N,73.694,W
8/28/2009,2:33:00,28.465,N,73.701,W
8/28/2009,2:35:00,28.469,N,73.707,W
8/28/2009,2:37:00,28.473,N,73.713,W
8/28/2009,2:39:00,28.477,N,73.719,W
8/28/2009,2:41:00,28.481,N,73.726,W
8/28/2009,2:43:00,28.485,N,73.732,W
8/28/2009,2:45:00,28.489,N,73.738,W
8/28/2009,2:47:00,28.493,N,73.744,W
8/28/2009,2:49:00,28.497,N,73.751,W
8/28/2009,2:51:00,28.501,N,73.757,W
8/28/2009,2:53:00,28.505,N,73.763,W
8/28/2009,2:55:00,28.509,N,73.769,W
8/28/2009,2:57:00,28.513,N,73.776,W
8/28/2009,3:00:00,28.517,N,73.782,W
8/28/2009,3:01:00,28.521,N,73.788,W
8/28/2009,3:03:00,28.525,N,73.794,W
8/28/2009,3:05:00,28.529,N,73.801,W
8/28/2009,3:07:00,28.533,N,73.807,W
8/28/2009,3:09:00,28.537,N,73.813,W
8/28/2009,3:11:00,28.541,N,73.82,W
8/28/2009,3:13:00,28.545,N,73.826,W
8/28/2009,3:15:00,28.549,N,73.832,W
8/28/2009,3:17:00,28.553,N,73.838,W
8/28/2009,3:19:00,28.557,N,73.845,W
8/28/2009,3:21:00,28.561,N,73.851,W
8/28/2009,3:23:00,28.565,N,73.857,W
8/28/2009,3:25:00,28.569,N,73.864,W
8/28/2009,3:27:00,28.573,N,73.87,W
8/28/2009,3:29:00,28.577,N,73.876,W
8/28/2009,3:31:00,28.581,N,73.883,W
8/28/2009,3:33:00,28.585,N,73.889,W
8/28/2009,3:35:00,28.589,N,73.895,W
8/28/2009,3:37:00,28.593,N,73.902,W
8/28/2009,3:39:00,28.597,N,73.908,W
8/28/2009,3:41:00,28.601,N,73.914,W
8/28/2009,3:43:00,28.605,N,73.921,W
8/28/2009,3:45:00,28.609,N,73.927,W
8/28/2009,3:47:00,28.613,N,73.933,W
8/28/2009,3:49:00,28.617,N,73.94,W
8/28/2009,3:51:00,28.621,N,73.946,W
8/28/2009,3:53:00,28.625,N,73.952,W
8/28/2009,3:55:00,28.629,N,73.959,W
8/28/2009,3:57:00,28.633,N,73.965,W
8/28/2009,4:00:00,28.637,N,73.972,W
8/28/2009,4:01:00,28.641,N,73.978,W
8/28/2009,4:03:00,28.645,N,73.984,W
8/28/2009,4:05:00,28.649,N,73.991,W
8/28/2009,4:07:00,28.653,N,73.997,W
8/28/2009,4:09:00,28.657,N,74.003,W
8/28/2009,4:11:00,28.661,N,74.01,W
8/28/2009,4:13:00,28.665,N,74.016,W
8/28/2009,4:15:00,28.669,N,74.023,W
8/28/2009,4:17:00,28.673,N,74.029,W
8/28/2009,4:19:00,28.677,N,74.035,W
8/28/2009,4:21:00,28.681,N,74.042,W
8/28/2009,4:23:00,28.685,N,74.048,W
8/28/2009,4:25:00,28.69,N,74.055,W
8/28/2009,4:27:00,28.694,N,74.061,W
8/28/2009,4:29:00,28.698,N,74.067,W
8/28/2009,4:31:00,28.702,N,74.074,W
8/28/2009,4:33:00,28.706,N,74.08,W
8/28/2009,4:35:00,28.71,N,74.087,W
8/28/2009,4:37:00,28.714,N,74.093,W
8/28/2009,4:39:00,28.718,N,74.099,W
8/28/2009,4:41:00,28.722,N,74.106,W
8/28/2009,4:43:00,28.726,N,74.112,W
8/28/2009,4:45:00,28.73,N,74.119,W
8/28/2009,4:47:00,28.734,N,74.125,W
8/28/2009,4:49:00,28.738,N,74.131,W
8/28/2009,4:51:00,28.742,N,74.138,W
8/28/2009,4:53:00,28.746,N,74.144,W
8/28/2009,4:55:00,28.75,N,74.151,W
8/28/2009,4:57:00,28.754,N,74.157,W
8/28/2009,5:00:00,28.758,N,74.163,W
8/28/2009,5:01:00,28.763,N,74.17,W
8/28/2009,5:03:00,28.767,N,74.176,W
8/28/2009,5:05:00,28.771,N,74.183,W
8/28/2009,5:07:00,28.775,N,74.189,W
8/28/2009,5:09:00,28.779,N,74.196,W
8/28/2009,5:11:00,28.783,N,74.202,W
8/28/2009,5:13:00,28.787,N,74.208,W
8/28/2009,5:15:00,28.791,N,74.215,W
8/28/2009,5:17:00,28.795,N,74.221,W
8/28/2009,5:19:00,28.799,N,74.228,W
8/28/2009,5:21:00,28.803,N,74.234,W
8/28/2009,5:23:00,28.807,N,74.24,W
8/28/2009,5:25:00,28.811,N,74.247,W
