Track,for,Earl,2016,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/5/2016,21:25:38,18.795,N,95.049,W,1
8/5/2016,21:27:38,18.795,N,95.053,W,1
8/5/2016,21:29:37,18.796,N,95.057,W,1
8/5/2016,21:31:37,18.797,N,95.061,W,1
8/5/2016,21:33:37,18.798,N,95.065,W,1
8/5/2016,21:35:37,18.799,N,95.069,W,1
8/5/2016,21:37:37,18.799,N,95.073,W,1
8/5/2016,21:39:37,18.8,N,95.077,W,1
8/5/2016,21:41:37,18.801,N,95.082,W,1
8/5/2016,21:43:37,18.802,N,95.086,W,1
8/5/2016,21:45:38,18.803,N,95.09,W,1
8/5/2016,21:47:38,18.803,N,95.094,W,1
8/5/2016,21:49:38,18.804,N,95.099,W,1
8/5/2016,21:51:38,18.805,N,95.103,W,1
8/5/2016,21:53:38,18.806,N,95.107,W,1
8/5/2016,21:55:38,18.807,N,95.112,W,1
8/5/2016,21:57:38,18.808,N,95.116,W,1
8/5/2016,21:59:37,18.809,N,95.121,W,1
8/5/2016,22:01:37,18.809,N,95.125,W,1
8/5/2016,22:03:37,18.81,N,95.13,W,1
8/5/2016,22:05:37,18.811,N,95.134,W,1
8/5/2016,22:07:37,18.812,N,95.139,W,1
8/5/2016,22:09:37,18.813,N,95.144,W,1
8/5/2016,22:11:37,18.814,N,95.148,W,1
8/5/2016,22:13:37,18.815,N,95.153,W,1
8/5/2016,22:15:38,18.816,N,95.158,W,1
8/5/2016,22:17:38,18.817,N,95.162,W,1
8/5/2016,22:19:38,18.818,N,95.167,W,1
8/5/2016,22:21:38,18.819,N,95.172,W,1
8/5/2016,22:23:38,18.82,N,95.177,W,1
8/5/2016,22:25:38,18.821,N,95.182,W,1
8/5/2016,22:27:38,18.822,N,95.187,W,1
8/5/2016,22:29:37,18.823,N,95.192,W,1
8/5/2016,22:31:37,18.824,N,95.197,W,1
8/5/2016,22:33:37,18.825,N,95.202,W,1
8/5/2016,22:35:37,18.826,N,95.207,W,1
8/5/2016,22:37:37,18.827,N,95.212,W,1
8/5/2016,22:39:37,18.828,N,95.217,W,1
8/5/2016,22:41:37,18.829,N,95.223,W,1
8/5/2016,22:43:37,18.83,N,95.228,W,1
8/5/2016,22:45:38,18.831,N,95.233,W,1
8/5/2016,22:47:38,18.832,N,95.238,W,1
8/5/2016,22:49:38,18.833,N,95.244,W,1
8/5/2016,22:51:38,18.835,N,95.249,W,1
8/5/2016,22:53:38,18.836,N,95.255,W,1
8/5/2016,22:55:38,18.837,N,95.26,W,1
8/5/2016,22:57:38,18.838,N,95.266,W,1
8/5/2016,22:59:37,18.839,N,95.271,W,1
8/5/2016,23:01:37,18.84,N,95.277,W,1
8/5/2016,23:03:37,18.842,N,95.283,W,1
8/5/2016,23:05:37,18.843,N,95.288,W,1
8/5/2016,23:07:37,18.844,N,95.294,W,1
8/5/2016,23:09:37,18.845,N,95.3,W,1
8/5/2016,23:11:37,18.846,N,95.306,W,1
8/5/2016,23:13:37,18.848,N,95.311,W,1
8/5/2016,23:15:38,18.849,N,95.317,W,1
8/5/2016,23:17:38,18.85,N,95.323,W,1
8/5/2016,23:19:38,18.851,N,95.329,W,1
8/5/2016,23:21:38,18.853,N,95.335,W,1
8/5/2016,23:23:38,18.854,N,95.341,W,1
8/5/2016,23:25:38,18.855,N,95.347,W,1
8/5/2016,23:27:38,18.857,N,95.353,W,1
8/5/2016,23:29:37,18.858,N,95.359,W,1
8/5/2016,23:31:37,18.859,N,95.365,W,1
8/5/2016,23:33:37,18.861,N,95.372,W,1
8/5/2016,23:35:37,18.862,N,95.378,W,1
8/5/2016,23:37:37,18.863,N,95.384,W,1
8/5/2016,23:39:37,18.865,N,95.39,W,1
8/5/2016,23:41:37,18.866,N,95.397,W,1
8/5/2016,23:43:37,18.867,N,95.403,W,1
8/5/2016,23:45:38,18.869,N,95.409,W,1
8/5/2016,23:47:38,18.87,N,95.416,W,1
8/5/2016,23:49:38,18.871,N,95.422,W,1
8/5/2016,23:51:38,18.873,N,95.429,W,1
8/5/2016,23:53:38,18.874,N,95.435,W,1
8/5/2016,23:55:38,18.876,N,95.441,W,1
8/5/2016,23:57:38,18.877,N,95.448,W,1
8/5/2016,23:59:37,18.879,N,95.455,W,1
8/6/2016,0:01:37,18.88,N,95.461,W,1
8/6/2016,0:03:37,18.881,N,95.468,W,1
8/6/2016,0:05:37,18.883,N,95.474,W,1
8/6/2016,0:07:37,18.884,N,95.481,W,1
8/6/2016,0:09:37,18.886,N,95.488,W,1
8/6/2016,0:11:37,18.887,N,95.494,W,1
8/6/2016,0:13:37,18.889,N,95.501,W,1
8/6/2016,0:15:38,18.89,N,95.508,W,1
8/6/2016,0:17:38,18.892,N,95.515,W,1
8/6/2016,0:19:38,18.893,N,95.522,W,1
8/6/2016,0:21:38,18.895,N,95.528,W,1
8/6/2016,0:23:38,18.896,N,95.535,W,1
8/6/2016,0:25:38,18.898,N,95.542,W,1
8/6/2016,0:27:38,18.899,N,95.549,W,1
8/6/2016,0:29:37,18.901,N,95.556,W,1
8/6/2016,0:31:37,18.902,N,95.563,W,1
8/6/2016,0:33:37,18.904,N,95.57,W,1
8/6/2016,0:35:37,18.905,N,95.577,W,1
8/6/2016,0:37:37,18.907,N,95.584,W,1
8/6/2016,0:39:37,18.909,N,95.591,W,1
8/6/2016,0:41:37,18.91,N,95.598,W,1
8/6/2016,0:43:37,18.912,N,95.605,W,1
8/6/2016,0:45:38,18.913,N,95.612,W,1
8/6/2016,0:47:38,18.915,N,95.619,W,1
8/6/2016,0:49:38,18.916,N,95.626,W,1
8/6/2016,0:51:38,18.918,N,95.634,W,1
8/6/2016,0:53:38,18.92,N,95.641,W,1
8/6/2016,0:55:38,18.921,N,95.648,W,1
8/6/2016,0:57:38,18.923,N,95.655,W,1
8/6/2016,0:59:37,18.924,N,95.662,W,1
8/6/2016,1:01:37,18.926,N,95.67,W,1
8/6/2016,1:03:37,18.928,N,95.677,W,1
8/6/2016,1:05:37,18.929,N,95.684,W,1
8/6/2016,1:07:37,18.931,N,95.691,W,1
8/6/2016,1:09:37,18.932,N,95.699,W,1
8/6/2016,1:11:37,18.934,N,95.706,W,1
8/6/2016,1:13:37,18.936,N,95.713,W,1
8/6/2016,1:15:38,18.937,N,95.721,W,1
8/6/2016,1:17:38,18.939,N,95.728,W,1
8/6/2016,1:19:38,18.941,N,95.735,W,1
8/6/2016,1:21:38,18.942,N,95.743,W,1
8/6/2016,1:23:38,18.944,N,95.75,W,1
8/6/2016,1:25:38,18.946,N,95.758,W,1
8/6/2016,1:27:38,18.947,N,95.765,W,1
8/6/2016,1:29:37,18.949,N,95.772,W,1
8/6/2016,1:31:37,18.951,N,95.78,W,1
8/6/2016,1:33:37,18.952,N,95.787,W,1
8/6/2016,1:35:37,18.954,N,95.795,W,1
8/6/2016,1:37:37,18.956,N,95.802,W,1
8/6/2016,1:39:37,18.957,N,95.81,W,1
8/6/2016,1:41:37,18.959,N,95.817,W,1
8/6/2016,1:43:37,18.961,N,95.825,W,1
8/6/2016,1:45:38,18.962,N,95.832,W,1
8/6/2016,1:47:38,18.964,N,95.84,W,1
8/6/2016,1:49:38,18.966,N,95.847,W,1
8/6/2016,1:51:38,18.967,N,95.855,W,1
8/6/2016,1:53:38,18.969,N,95.862,W,1
8/6/2016,1:55:38,18.971,N,95.87,W,1
8/6/2016,1:57:38,18.972,N,95.877,W,1
8/6/2016,1:59:37,18.974,N,95.885,W,1
8/6/2016,2:01:37,18.976,N,95.892,W,1
8/6/2016,2:03:37,18.978,N,95.9,W,1
8/6/2016,2:05:37,18.979,N,95.908,W,1
8/6/2016,2:07:37,18.981,N,95.915,W,1
8/6/2016,2:09:37,18.983,N,95.923,W,1
8/6/2016,2:11:37,18.984,N,95.93,W,1
8/6/2016,2:13:37,18.986,N,95.938,W,1
8/6/2016,2:15:38,18.988,N,95.945,W,1
8/6/2016,2:17:38,18.989,N,95.953,W,1
8/6/2016,2:19:38,18.991,N,95.961,W,1
8/6/2016,2:21:38,18.993,N,95.968,W,1
8/6/2016,2:23:38,18.995,N,95.976,W,1
8/6/2016,2:25:38,18.996,N,95.983,W,1
8/6/2016,2:27:38,18.998,N,95.991,W,1
8/6/2016,2:29:37,19,N,95.999,W,1
