Track,for,Earl,2016,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/5/2016,4:18:00,18.188,N,91.998,W,1
8/5/2016,4:20:00,18.19,N,92.004,W,1
8/5/2016,4:22:00,18.192,N,92.01,W,1
8/5/2016,4:24:00,18.194,N,92.016,W,1
8/5/2016,4:26:00,18.197,N,92.022,W,1
8/5/2016,4:28:00,18.199,N,92.027,W,1
8/5/2016,4:30:00,18.201,N,92.033,W,1
8/5/2016,4:31:59,18.204,N,92.039,W,1
8/5/2016,4:33:59,18.206,N,92.045,W,1
8/5/2016,4:35:59,18.208,N,92.051,W,1
8/5/2016,4:37:59,18.21,N,92.057,W,1
8/5/2016,4:39:59,18.213,N,92.063,W,1
8/5/2016,4:41:59,18.215,N,92.068,W,1
8/5/2016,4:43:59,18.217,N,92.074,W,1
8/5/2016,4:46:00,18.219,N,92.08,W,1
8/5/2016,4:48:00,18.222,N,92.086,W,1
8/5/2016,4:50:00,18.224,N,92.092,W,1
8/5/2016,4:52:00,18.226,N,92.098,W,1
8/5/2016,4:54:00,18.228,N,92.104,W,1
8/5/2016,4:56:00,18.231,N,92.11,W,1
8/5/2016,4:58:00,18.233,N,92.115,W,1
8/5/2016,5:00:00,18.235,N,92.121,W,1
8/5/2016,5:01:59,18.237,N,92.127,W,1
8/5/2016,5:03:59,18.239,N,92.133,W,1
8/5/2016,5:05:59,18.242,N,92.139,W,1
8/5/2016,5:07:59,18.244,N,92.145,W,1
8/5/2016,5:09:59,18.246,N,92.151,W,1
8/5/2016,5:11:59,18.248,N,92.157,W,1
8/5/2016,5:13:59,18.25,N,92.163,W,1
8/5/2016,5:16:00,18.253,N,92.169,W,1
8/5/2016,5:18:00,18.255,N,92.175,W,1
8/5/2016,5:20:00,18.257,N,92.181,W,1
8/5/2016,5:22:00,18.259,N,92.186,W,1
8/5/2016,5:24:00,18.261,N,92.192,W,1
8/5/2016,5:26:00,18.264,N,92.198,W,1
8/5/2016,5:28:00,18.266,N,92.204,W,1
8/5/2016,5:30:00,18.268,N,92.21,W,1
8/5/2016,5:31:59,18.27,N,92.216,W,1
8/5/2016,5:33:59,18.272,N,92.222,W,1
8/5/2016,5:35:59,18.274,N,92.228,W,1
8/5/2016,5:37:59,18.277,N,92.234,W,1
8/5/2016,5:39:59,18.279,N,92.24,W,1
8/5/2016,5:41:59,18.281,N,92.246,W,1
8/5/2016,5:43:59,18.283,N,92.252,W,1
8/5/2016,5:46:00,18.285,N,92.258,W,1
8/5/2016,5:48:00,18.287,N,92.264,W,1
8/5/2016,5:50:00,18.289,N,92.27,W,1
8/5/2016,5:52:00,18.292,N,92.276,W,1
8/5/2016,5:54:00,18.294,N,92.282,W,1
8/5/2016,5:56:00,18.296,N,92.288,W,1
8/5/2016,5:58:00,18.298,N,92.294,W,1
8/5/2016,6:00:00,18.3,N,92.3,W,1
8/5/2016,6:00:00,18.3,N,92.3,W,1
8/5/2016,6:01:59,18.306,N,92.315,W,1
8/5/2016,6:03:59,18.313,N,92.33,W,1
8/5/2016,6:05:59,18.319,N,92.345,W,1
8/5/2016,6:07:59,18.326,N,92.36,W,1
8/5/2016,6:09:59,18.332,N,92.375,W,1
8/5/2016,6:11:59,18.338,N,92.39,W,1
8/5/2016,6:13:59,18.345,N,92.404,W,1
8/5/2016,6:16:00,18.351,N,92.419,W,1
8/5/2016,6:18:00,18.357,N,92.434,W,1
8/5/2016,6:20:00,18.364,N,92.449,W,1
8/5/2016,6:22:00,18.37,N,92.464,W,1
8/5/2016,6:24:00,18.376,N,92.478,W,1
8/5/2016,6:26:00,18.382,N,92.493,W,1
8/5/2016,6:28:00,18.389,N,92.508,W,1
8/5/2016,6:30:00,18.395,N,92.522,W,1
8/5/2016,6:31:59,18.401,N,92.537,W,1
8/5/2016,6:33:59,18.407,N,92.552,W,1
8/5/2016,6:35:59,18.413,N,92.566,W,1
8/5/2016,6:37:59,18.419,N,92.581,W,1
8/5/2016,6:39:59,18.426,N,92.595,W,1
8/5/2016,6:41:59,18.432,N,92.61,W,1
8/5/2016,6:43:59,18.438,N,92.624,W,1
8/5/2016,6:46:00,18.444,N,92.639,W,1
8/5/2016,6:48:00,18.45,N,92.653,W,1
8/5/2016,6:50:00,18.456,N,92.668,W,1
8/5/2016,6:52:00,18.462,N,92.682,W,1
8/5/2016,6:54:00,18.468,N,92.696,W,1
8/5/2016,6:56:00,18.474,N,92.711,W,1
8/5/2016,6:58:00,18.48,N,92.725,W,1
8/5/2016,7:00:00,18.486,N,92.739,W,1
8/5/2016,7:01:59,18.492,N,92.753,W,1
8/5/2016,7:03:59,18.498,N,92.767,W,1
8/5/2016,7:05:59,18.504,N,92.782,W,1
8/5/2016,7:07:59,18.509,N,92.796,W,1
8/5/2016,7:09:59,18.515,N,92.81,W,1
8/5/2016,7:11:59,18.521,N,92.824,W,1
8/5/2016,7:13:59,18.527,N,92.838,W,1
8/5/2016,7:16:00,18.533,N,92.852,W,1
8/5/2016,7:18:00,18.538,N,92.866,W,1
8/5/2016,7:20:00,18.544,N,92.879,W,1
8/5/2016,7:22:00,18.55,N,92.893,W,1
8/5/2016,7:24:00,18.555,N,92.907,W,1
8/5/2016,7:26:00,18.561,N,92.921,W,1
8/5/2016,7:28:00,18.567,N,92.935,W,1
8/5/2016,7:30:00,18.572,N,92.948,W,1
8/5/2016,7:31:59,18.578,N,92.962,W,1
8/5/2016,7:33:59,18.583,N,92.976,W,1
8/5/2016,7:35:59,18.589,N,92.989,W,1
8/5/2016,7:37:59,18.594,N,93.003,W,1
8/5/2016,7:39:59,18.6,N,93.016,W,1
8/5/2016,7:41:59,18.605,N,93.03,W,1
8/5/2016,7:43:59,18.611,N,93.043,W,1
8/5/2016,7:46:00,18.616,N,93.056,W,1
8/5/2016,7:48:00,18.622,N,93.07,W,1
8/5/2016,7:50:00,18.627,N,93.083,W,1
8/5/2016,7:52:00,18.632,N,93.096,W,1
8/5/2016,7:54:00,18.638,N,93.109,W,1
8/5/2016,7:56:00,18.643,N,93.123,W,1
8/5/2016,7:58:00,18.648,N,93.136,W,1
8/5/2016,8:00:00,18.653,N,93.149,W,1
8/5/2016,8:01:59,18.658,N,93.162,W,1
8/5/2016,8:03:59,18.664,N,93.175,W,1
8/5/2016,8:05:59,18.669,N,93.188,W,1
8/5/2016,8:07:59,18.674,N,93.2,W,1
8/5/2016,8:09:59,18.679,N,93.213,W,1
8/5/2016,8:11:59,18.684,N,93.226,W,1
8/5/2016,8:13:59,18.689,N,93.239,W,1
8/5/2016,8:16:00,18.694,N,93.251,W,1
8/5/2016,8:18:00,18.699,N,93.264,W,1
8/5/2016,8:20:00,18.704,N,93.277,W,1
8/5/2016,8:22:00,18.709,N,93.289,W,1
8/5/2016,8:24:00,18.713,N,93.302,W,1
8/5/2016,8:26:00,18.718,N,93.314,W,1
8/5/2016,8:28:00,18.723,N,93.326,W,1
8/5/2016,8:30:00,18.728,N,93.339,W,1
8/5/2016,8:31:59,18.733,N,93.351,W,1
8/5/2016,8:33:59,18.737,N,93.363,W,1
8/5/2016,8:35:59,18.742,N,93.375,W,1
8/5/2016,8:37:59,18.747,N,93.388,W,1
8/5/2016,8:39:59,18.751,N,93.4,W,1
8/5/2016,8:41:59,18.756,N,93.412,W,1
8/5/2016,8:43:59,18.76,N,93.423,W,1
8/5/2016,8:46:00,18.765,N,93.435,W,1
8/5/2016,8:48:00,18.769,N,93.447,W,1
8/5/2016,8:50:00,18.774,N,93.459,W,1
8/5/2016,8:52:00,18.778,N,93.471,W,1
8/5/2016,8:54:00,18.782,N,93.482,W,1
8/5/2016,8:56:00,18.787,N,93.494,W,1
8/5/2016,8:58:00,18.791,N,93.505,W,1
8/5/2016,9:00:00,18.795,N,93.517,W,1
8/5/2016,9:01:59,18.8,N,93.528,W,1
8/5/2016,9:03:59,18.804,N,93.54,W,1
8/5/2016,9:05:59,18.808,N,93.551,W,1
8/5/2016,9:07:59,18.812,N,93.562,W,1
8/5/2016,9:09:59,18.816,N,93.573,W,1
8/5/2016,9:11:59,18.82,N,93.585,W,1
8/5/2016,9:13:59,18.824,N,93.596,W,1
8/5/2016,9:16:00,18.828,N,93.607,W,1
8/5/2016,9:18:00,18.832,N,93.618,W,1
8/5/2016,9:20:00,18.836,N,93.628,W,1
8/5/2016,9:22:00,18.84,N,93.639,W,1
8/5/2016,9:24:00,18.844,N,93.65,W,1
8/5/2016,9:26:00,18.847,N,93.661,W,1
8/5/2016,9:28:00,18.851,N,93.671,W,1
8/5/2016,9:30:00,18.855,N,93.682,W,1
8/5/2016,9:31:59,18.859,N,93.692,W,1
8/5/2016,9:33:59,18.862,N,93.703,W,1
8/5/2016,9:35:59,18.866,N,93.713,W,1
8/5/2016,9:37:59,18.869,N,93.723,W,1
8/5/2016,9:39:59,18.873,N,93.734,W,1
8/5/2016,9:41:59,18.876,N,93.744,W,1
8/5/2016,9:43:59,18.88,N,93.754,W,1
8/5/2016,9:46:00,18.883,N,93.764,W,1
8/5/2016,9:48:00,18.887,N,93.774,W,1
8/5/2016,9:50:00,18.89,N,93.784,W,1
8/5/2016,9:52:00,18.893,N,93.794,W,1
8/5/2016,9:54:00,18.896,N,93.803,W,1
8/5/2016,9:56:00,18.9,N,93.813,W,1
8/5/2016,9:58:00,18.903,N,93.823,W,1
8/5/2016,10:00:00,18.906,N,93.832,W,1
8/5/2016,10:01:59,18.909,N,93.842,W,1
8/5/2016,10:03:59,18.912,N,93.851,W,1
8/5/2016,10:05:59,18.915,N,93.861,W,1
8/5/2016,10:07:59,18.918,N,93.87,W,1
8/5/2016,10:09:59,18.921,N,93.88,W,1
8/5/2016,10:11:59,18.924,N,93.889,W,1
8/5/2016,10:13:59,18.927,N,93.898,W,1
8/5/2016,10:16:00,18.93,N,93.907,W,1
8/5/2016,10:18:00,18.933,N,93.916,W,1
8/5/2016,10:20:00,18.936,N,93.925,W,1
8/5/2016,10:22:00,18.938,N,93.934,W,1
8/5/2016,10:24:00,18.941,N,93.943,W,1
8/5/2016,10:26:00,18.944,N,93.952,W,1
8/5/2016,10:28:00,18.946,N,93.961,W,1
8/5/2016,10:30:00,18.949,N,93.97,W,1
8/5/2016,10:31:59,18.952,N,93.978,W,1
8/5/2016,10:33:59,18.954,N,93.987,W,1
8/5/2016,10:35:59,18.957,N,93.995,W,1
8/5/2016,10:37:59,18.959,N,94.004,W,1
8/5/2016,10:39:59,18.962,N,94.012,W,1
8/5/2016,10:41:59,18.964,N,94.021,W,1
8/5/2016,10:43:59,18.967,N,94.029,W,1
8/5/2016,10:46:00,18.969,N,94.037,W,1
8/5/2016,10:48:00,18.971,N,94.046,W,1
8/5/2016,10:50:00,18.973,N,94.054,W,1
8/5/2016,10:52:00,18.976,N,94.062,W,1
8/5/2016,10:54:00,18.978,N,94.07,W,1
8/5/2016,10:56:00,18.98,N,94.078,W,1
8/5/2016,10:58:00,18.982,N,94.086,W,1
8/5/2016,11:00:00,18.984,N,94.094,W,1
8/5/2016,11:01:59,18.987,N,94.102,W,1
8/5/2016,11:03:59,18.989,N,94.109,W,1
8/5/2016,11:05:59,18.991,N,94.117,W,1
8/5/2016,11:07:59,18.993,N,94.125,W,1
8/5/2016,11:09:59,18.995,N,94.132,W,1
8/5/2016,11:11:59,18.997,N,94.14,W,1
8/5/2016,11:13:59,18.998,N,94.148,W,1
8/5/2016,11:16:00,19,N,94.155,W,1
8/5/2016,11:18:00,19.002,N,94.162,W,1
8/5/2016,11:20:00,19.004,N,94.17,W,1
8/5/2016,11:22:00,19.006,N,94.177,W,1
8/5/2016,11:24:00,19.008,N,94.184,W,1
8/5/2016,11:26:00,19.009,N,94.192,W,1
8/5/2016,11:28:00,19.011,N,94.199,W,1
8/5/2016,11:30:00,19.013,N,94.206,W,1
8/5/2016,11:31:59,19.014,N,94.213,W,1
8/5/2016,11:33:59,19.016,N,94.22,W,1
8/5/2016,11:35:59,19.017,N,94.227,W,1
8/5/2016,11:37:59,19.019,N,94.234,W,1
8/5/2016,11:39:59,19.02,N,94.241,W,1
8/5/2016,11:41:59,19.022,N,94.247,W,1
8/5/2016,11:43:59,19.023,N,94.254,W,1
8/5/2016,11:46:00,19.025,N,94.261,W,1
8/5/2016,11:48:00,19.026,N,94.268,W,1
8/5/2016,11:50:00,19.028,N,94.274,W,1
8/5/2016,11:52:00,19.029,N,94.281,W,1
8/5/2016,11:54:00,19.03,N,94.287,W,1
8/5/2016,11:56:00,19.031,N,94.294,W,1
8/5/2016,11:58:00,19.033,N,94.3,W,1
8/5/2016,12:00:00,19.034,N,94.306,W,1
8/5/2016,12:01:59,19.035,N,94.313,W,1
8/5/2016,12:03:59,19.036,N,94.319,W,1
8/5/2016,12:05:59,19.037,N,94.325,W,1
8/5/2016,12:07:59,19.038,N,94.331,W,1
8/5/2016,12:09:59,19.039,N,94.337,W,1
8/5/2016,12:11:59,19.041,N,94.344,W,1
8/5/2016,12:13:59,19.042,N,94.35,W,1
8/5/2016,12:16:00,19.043,N,94.356,W,1
8/5/2016,12:18:00,19.044,N,94.361,W,1
8/5/2016,12:20:00,19.044,N,94.367,W,1
8/5/2016,12:22:00,19.045,N,94.373,W,1
8/5/2016,12:24:00,19.046,N,94.379,W,1
8/5/2016,12:26:00,19.047,N,94.385,W,1
8/5/2016,12:28:00,19.048,N,94.39,W,1
8/5/2016,12:30:00,19.049,N,94.396,W,1
8/5/2016,12:31:59,19.049,N,94.402,W,1
8/5/2016,12:33:59,19.05,N,94.407,W,1
8/5/2016,12:35:59,19.051,N,94.413,W,1
8/5/2016,12:37:59,19.052,N,94.418,W,1
8/5/2016,12:39:59,19.052,N,94.424,W,1
8/5/2016,12:41:59,19.053,N,94.429,W,1
8/5/2016,12:43:59,19.054,N,94.434,W,1
8/5/2016,12:46:00,19.054,N,94.44,W,1
8/5/2016,12:48:00,19.055,N,94.445,W,1
8/5/2016,12:50:00,19.055,N,94.45,W,1
8/5/2016,12:52:00,19.056,N,94.455,W,1
8/5/2016,12:54:00,19.056,N,94.46,W,1
8/5/2016,12:56:00,19.057,N,94.466,W,1
8/5/2016,12:58:00,19.057,N,94.471,W,1
8/5/2016,13:00:00,19.057,N,94.476,W,1
8/5/2016,13:01:59,19.058,N,94.481,W,1
8/5/2016,13:03:59,19.058,N,94.485,W,1
8/5/2016,13:05:59,19.059,N,94.49,W,1
8/5/2016,13:07:59,19.059,N,94.495,W,1
8/5/2016,13:09:59,19.059,N,94.5,W,1
8/5/2016,13:11:59,19.059,N,94.505,W,1
8/5/2016,13:13:59,19.06,N,94.509,W,1
8/5/2016,13:16:00,19.06,N,94.514,W,1
8/5/2016,13:18:00,19.06,N,94.519,W,1
8/5/2016,13:20:00,19.06,N,94.523,W,1
8/5/2016,13:22:00,19.06,N,94.528,W,1
8/5/2016,13:24:00,19.06,N,94.532,W,1
8/5/2016,13:26:00,19.06,N,94.537,W,1
8/5/2016,13:28:00,19.061,N,94.541,W,1
8/5/2016,13:30:00,19.061,N,94.546,W,1
8/5/2016,13:31:59,19.061,N,94.55,W,1
8/5/2016,13:33:59,19.061,N,94.554,W,1
8/5/2016,13:35:59,19.061,N,94.558,W,1
8/5/2016,13:37:59,19.061,N,94.563,W,1
8/5/2016,13:39:59,19.06,N,94.567,W,1
8/5/2016,13:41:59,19.06,N,94.571,W,1
8/5/2016,13:43:59,19.06,N,94.575,W,1
8/5/2016,13:46:00,19.06,N,94.579,W,1
8/5/2016,13:48:00,19.06,N,94.583,W,1
8/5/2016,13:50:00,19.06,N,94.587,W,1
8/5/2016,13:52:00,19.06,N,94.591,W,1
8/5/2016,13:54:00,19.059,N,94.595,W,1
8/5/2016,13:56:00,19.059,N,94.599,W,1
8/5/2016,13:58:00,19.059,N,94.603,W,1
8/5/2016,14:00:00,19.058,N,94.607,W,1
8/5/2016,14:01:59,19.058,N,94.611,W,1
8/5/2016,14:03:59,19.058,N,94.614,W,1
8/5/2016,14:05:59,19.057,N,94.618,W,1
8/5/2016,14:07:59,19.057,N,94.622,W,1
8/5/2016,14:09:59,19.057,N,94.625,W,1
8/5/2016,14:11:59,19.056,N,94.629,W,1
8/5/2016,14:13:59,19.056,N,94.632,W,1
8/5/2016,14:16:00,19.055,N,94.636,W,1
8/5/2016,14:18:00,19.055,N,94.64,W,1
8/5/2016,14:20:00,19.054,N,94.643,W,1
8/5/2016,14:22:00,19.054,N,94.646,W,1
8/5/2016,14:24:00,19.053,N,94.65,W,1
8/5/2016,14:26:00,19.053,N,94.653,W,1
8/5/2016,14:28:00,19.052,N,94.656,W,1
8/5/2016,14:30:00,19.051,N,94.66,W,1
8/5/2016,14:31:59,19.051,N,94.663,W,1
8/5/2016,14:33:59,19.05,N,94.666,W,1
8/5/2016,14:35:59,19.05,N,94.669,W,1
8/5/2016,14:37:59,19.049,N,94.673,W,1
8/5/2016,14:39:59,19.048,N,94.676,W,1
8/5/2016,14:41:59,19.047,N,94.679,W,1
8/5/2016,14:43:59,19.047,N,94.682,W,1
8/5/2016,14:46:00,19.046,N,94.685,W,1
8/5/2016,14:48:00,19.045,N,94.688,W,1
8/5/2016,14:50:00,19.044,N,94.691,W,1
8/5/2016,14:52:00,19.044,N,94.694,W,1
8/5/2016,14:54:00,19.043,N,94.697,W,1
8/5/2016,14:56:00,19.042,N,94.7,W,1
8/5/2016,14:58:00,19.041,N,94.703,W,1
8/5/2016,15:00:00,19.04,N,94.705,W,1
8/5/2016,15:01:59,19.039,N,94.708,W,1
8/5/2016,15:03:59,19.038,N,94.711,W,1
8/5/2016,15:05:59,19.037,N,94.714,W,1
8/5/2016,15:07:59,19.036,N,94.716,W,1
8/5/2016,15:09:59,19.035,N,94.719,W,1
8/5/2016,15:11:59,19.034,N,94.722,W,1
8/5/2016,15:13:59,19.033,N,94.724,W,1
8/5/2016,15:16:00,19.032,N,94.727,W,1
8/5/2016,15:18:00,19.031,N,94.729,W,1
8/5/2016,15:20:00,19.03,N,94.732,W,1
8/5/2016,15:22:00,19.029,N,94.734,W,1
8/5/2016,15:24:00,19.028,N,94.737,W,1
8/5/2016,15:26:00,19.027,N,94.739,W,1
8/5/2016,15:28:00,19.026,N,94.742,W,1
8/5/2016,15:30:00,19.025,N,94.744,W,1
8/5/2016,15:31:59,19.023,N,94.746,W,1
8/5/2016,15:33:59,19.022,N,94.749,W,1
8/5/2016,15:35:59,19.021,N,94.751,W,1
8/5/2016,15:37:59,19.02,N,94.753,W,1
8/5/2016,15:39:59,19.019,N,94.756,W,1
8/5/2016,15:41:59,19.017,N,94.758,W,1
8/5/2016,15:43:59,19.016,N,94.76,W,1
8/5/2016,15:46:00,19.015,N,94.762,W,1
8/5/2016,15:48:00,19.014,N,94.764,W,1
8/5/2016,15:50:00,19.012,N,94.766,W,1
8/5/2016,15:52:00,19.011,N,94.769,W,1
8/5/2016,15:54:00,19.01,N,94.771,W,1
8/5/2016,15:56:00,19.008,N,94.773,W,1
8/5/2016,15:58:00,19.007,N,94.775,W,1
8/5/2016,16:00:00,19.005,N,94.777,W,1
8/5/2016,16:01:59,19.004,N,94.779,W,1
8/5/2016,16:03:59,19.003,N,94.781,W,1
8/5/2016,16:05:59,19.001,N,94.783,W,1
8/5/2016,16:07:59,19,N,94.784,W,1
8/5/2016,16:09:59,18.998,N,94.786,W,1
8/5/2016,16:11:59,18.997,N,94.788,W,1
8/5/2016,16:13:59,18.995,N,94.79,W,1
8/5/2016,16:16:00,18.994,N,94.792,W,1
8/5/2016,16:18:00,18.992,N,94.794,W,1
8/5/2016,16:20:00,18.991,N,94.795,W,1
8/5/2016,16:22:00,18.989,N,94.797,W,1
8/5/2016,16:24:00,18.988,N,94.799,W,1
8/5/2016,16:26:00,18.986,N,94.801,W,1
8/5/2016,16:28:00,18.985,N,94.802,W,1
8/5/2016,16:30:00,18.983,N,94.804,W,1
8/5/2016,16:31:59,18.982,N,94.806,W,1
8/5/2016,16:33:59,18.98,N,94.807,W,1
8/5/2016,16:35:59,18.978,N,94.809,W,1
8/5/2016,16:37:59,18.977,N,94.81,W,1
8/5/2016,16:39:59,18.975,N,94.812,W,1
8/5/2016,16:41:59,18.973,N,94.813,W,1
8/5/2016,16:43:59,18.972,N,94.815,W,1
8/5/2016,16:46:00,18.97,N,94.816,W,1
8/5/2016,16:48:00,18.968,N,94.818,W,1
8/5/2016,16:50:00,18.967,N,94.819,W,1
8/5/2016,16:52:00,18.965,N,94.821,W,1
8/5/2016,16:54:00,18.963,N,94.822,W,1
8/5/2016,16:56:00,18.961,N,94.824,W,1
8/5/2016,16:58:00,18.96,N,94.825,W,1
8/5/2016,17:00:00,18.958,N,94.826,W,1
8/5/2016,17:01:59,18.956,N,94.828,W,1
8/5/2016,17:03:59,18.954,N,94.829,W,1
8/5/2016,17:05:59,18.953,N,94.83,W,1
8/5/2016,17:07:59,18.951,N,94.832,W,1
8/5/2016,17:09:59,18.949,N,94.833,W,1
8/5/2016,17:11:59,18.947,N,94.834,W,1
8/5/2016,17:13:59,18.945,N,94.835,W,1
8/5/2016,17:16:00,18.944,N,94.837,W,1
8/5/2016,17:18:00,18.942,N,94.838,W,1
8/5/2016,17:20:00,18.94,N,94.839,W,1
8/5/2016,17:22:00,18.938,N,94.84,W,1
8/5/2016,17:24:00,18.936,N,94.841,W,1
8/5/2016,17:26:00,18.934,N,94.842,W,1
8/5/2016,17:28:00,18.932,N,94.844,W,1
8/5/2016,17:30:00,18.93,N,94.845,W,1
8/5/2016,17:31:59,18.928,N,94.846,W,1
8/5/2016,17:33:59,18.927,N,94.847,W,1
8/5/2016,17:35:59,18.925,N,94.848,W,1
8/5/2016,17:37:59,18.923,N,94.849,W,1
8/5/2016,17:39:59,18.921,N,94.85,W,1
8/5/2016,17:41:59,18.919,N,94.851,W,1
8/5/2016,17:43:59,18.917,N,94.852,W,1
8/5/2016,17:46:00,18.915,N,94.853,W,1
8/5/2016,17:48:00,18.913,N,94.854,W,1
8/5/2016,17:50:00,18.911,N,94.855,W,1
8/5/2016,17:52:00,18.909,N,94.856,W,1
8/5/2016,17:54:00,18.907,N,94.857,W,1
8/5/2016,17:56:00,18.905,N,94.858,W,1
8/5/2016,17:58:00,18.903,N,94.859,W,1
8/5/2016,18:00:00,18.901,N,94.86,W,1
8/5/2016,18:01:59,18.899,N,94.86,W,1
8/5/2016,18:03:59,18.897,N,94.861,W,1
8/5/2016,18:05:59,18.895,N,94.862,W,1
8/5/2016,18:07:59,18.893,N,94.863,W,1
8/5/2016,18:09:59,18.89,N,94.864,W,1
8/5/2016,18:11:59,18.888,N,94.865,W,1
8/5/2016,18:13:59,18.886,N,94.866,W,1
8/5/2016,18:16:00,18.884,N,94.866,W,1
8/5/2016,18:18:00,18.882,N,94.867,W,1
8/5/2016,18:20:00,18.88,N,94.868,W,1
8/5/2016,18:22:00,18.878,N,94.869,W,1
8/5/2016,18:24:00,18.876,N,94.87,W,1
8/5/2016,18:26:00,18.874,N,94.87,W,1
8/5/2016,18:28:00,18.872,N,94.871,W,1
8/5/2016,18:30:00,18.869,N,94.872,W,1
8/5/2016,18:31:59,18.867,N,94.873,W,1
8/5/2016,18:33:59,18.865,N,94.873,W,1
8/5/2016,18:35:59,18.863,N,94.874,W,1
8/5/2016,18:37:59,18.861,N,94.875,W,1
8/5/2016,18:39:59,18.859,N,94.875,W,1
8/5/2016,18:41:59,18.857,N,94.876,W,1
8/5/2016,18:43:59,18.854,N,94.877,W,1
8/5/2016,18:46:00,18.852,N,94.877,W,1
8/5/2016,18:48:00,18.85,N,94.878,W,1
8/5/2016,18:50:00,18.848,N,94.879,W,1
8/5/2016,18:52:00,18.846,N,94.879,W,1
8/5/2016,18:54:00,18.844,N,94.88,W,1
8/5/2016,18:56:00,18.841,N,94.881,W,1
8/5/2016,18:58:00,18.839,N,94.881,W,1
8/5/2016,19:00:00,18.837,N,94.882,W,1
8/5/2016,19:01:59,18.835,N,94.882,W,1
8/5/2016,19:03:35,18.833,N,94.883,W,1
8/5/2016,19:05:35,18.831,N,94.884,W,1
8/5/2016,19:07:34,18.829,N,94.884,W,1
8/5/2016,19:09:34,18.826,N,94.885,W,1
8/5/2016,19:11:34,18.824,N,94.885,W,1
8/5/2016,19:13:34,18.822,N,94.886,W,1
8/5/2016,19:15:34,18.82,N,94.886,W,1
8/5/2016,19:17:34,18.817,N,94.887,W,1
8/5/2016,19:19:34,18.815,N,94.887,W,1
8/5/2016,19:21:35,18.813,N,94.888,W,1
8/5/2016,19:23:35,18.811,N,94.888,W,1
8/5/2016,19:25:35,18.808,N,94.889,W,1
8/5/2016,19:27:35,18.806,N,94.89,W,1
8/5/2016,19:29:35,18.804,N,94.89,W,1
8/5/2016,19:31:35,18.802,N,94.891,W,1
8/5/2016,19:33:35,18.799,N,94.891,W,1
8/5/2016,19:35:35,18.797,N,94.892,W,1
8/5/2016,19:37:34,18.795,N,94.892,W,1
8/5/2016,19:39:34,18.793,N,94.893,W,1
8/5/2016,19:41:34,18.79,N,94.893,W,1
8/5/2016,19:43:34,18.788,N,94.894,W,1
8/5/2016,19:45:34,18.786,N,94.895,W,1
8/5/2016,19:47:34,18.784,N,94.895,W,1
8/5/2016,19:49:34,18.781,N,94.896,W,1
8/5/2016,19:51:35,18.779,N,94.896,W,1
8/5/2016,19:53:35,18.777,N,94.897,W,1
8/5/2016,19:55:35,18.775,N,94.897,W,1
8/5/2016,19:57:35,18.773,N,94.898,W,1
8/5/2016,19:59:35,18.77,N,94.898,W,1
8/5/2016,20:01:35,18.768,N,94.899,W,1
8/5/2016,20:01:37,18.768,N,94.899,W,1
8/5/2016,20:03:37,18.769,N,94.902,W,1
8/5/2016,20:05:37,18.769,N,94.906,W,1
8/5/2016,20:07:37,18.77,N,94.909,W,1
8/5/2016,20:09:37,18.77,N,94.912,W,1
8/5/2016,20:11:37,18.771,N,94.915,W,1
8/5/2016,20:13:37,18.771,N,94.919,W,1
8/5/2016,20:15:38,18.772,N,94.922,W,1
8/5/2016,20:17:38,18.772,N,94.925,W,1
8/5/2016,20:19:38,18.773,N,94.929,W,1
8/5/2016,20:21:38,18.774,N,94.932,W,1
8/5/2016,20:23:38,18.774,N,94.935,W,1
8/5/2016,20:25:38,18.775,N,94.939,W,1
8/5/2016,20:27:38,18.775,N,94.942,W,1
8/5/2016,20:29:37,18.776,N,94.946,W,1
8/5/2016,20:31:37,18.777,N,94.949,W,1
8/5/2016,20:33:37,18.777,N,94.952,W,1
8/5/2016,20:35:37,18.778,N,94.956,W,1
8/5/2016,20:37:37,18.778,N,94.959,W,1
8/5/2016,20:39:37,18.779,N,94.963,W,1
8/5/2016,20:41:37,18.78,N,94.966,W,1
8/5/2016,20:43:37,18.78,N,94.97,W,1
8/5/2016,20:45:38,18.781,N,94.973,W,1
8/5/2016,20:47:38,18.782,N,94.977,W,1
8/5/2016,20:49:38,18.782,N,94.981,W,1
8/5/2016,20:51:38,18.783,N,94.984,W,1
8/5/2016,20:53:38,18.784,N,94.988,W,1
8/5/2016,20:55:38,18.784,N,94.991,W,1
8/5/2016,20:57:38,18.785,N,94.995,W,1
8/5/2016,20:59:37,18.785,N,94.999,W,1
8/5/2016,21:01:37,18.786,N,95.002,W,1
8/5/2016,21:03:37,18.787,N,95.006,W,1
8/5/2016,21:05:37,18.788,N,95.01,W,1
8/5/2016,21:07:37,18.788,N,95.014,W,1
8/5/2016,21:09:37,18.789,N,95.018,W,1
8/5/2016,21:11:37,18.79,N,95.021,W,1
8/5/2016,21:13:37,18.79,N,95.025,W,1
8/5/2016,21:15:38,18.791,N,95.029,W,1
8/5/2016,21:17:38,18.792,N,95.033,W,1
8/5/2016,21:19:38,18.792,N,95.037,W,1
8/5/2016,21:21:38,18.793,N,95.041,W,1
8/5/2016,21:23:38,18.794,N,95.045,W,1
