Track,for,Isaac,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/21/2012,18:24:23,15.298,N,53.225,W
8/21/2012,18:26:24,15.298,N,53.233,W
8/21/2012,18:28:24,15.299,N,53.241,W
8/21/2012,18:30:23,15.299,N,53.249,W
8/21/2012,18:32:24,15.299,N,53.257,W
8/21/2012,18:34:24,15.3,N,53.265,W
8/21/2012,18:36:23,15.3,N,53.273,W
8/21/2012,18:38:23,15.301,N,53.281,W
8/21/2012,18:40:24,15.301,N,53.29,W
8/21/2012,18:42:24,15.301,N,53.298,W
8/21/2012,18:44:23,15.302,N,53.306,W
8/21/2012,18:46:23,15.302,N,53.314,W
8/21/2012,18:48:24,15.303,N,53.322,W
8/21/2012,18:50:24,15.303,N,53.33,W
8/21/2012,18:52:23,15.304,N,53.338,W
8/21/2012,18:54:23,15.304,N,53.347,W
8/21/2012,18:56:24,15.305,N,53.355,W
8/21/2012,18:58:24,15.306,N,53.363,W
8/21/2012,19:00:23,15.306,N,53.371,W
8/21/2012,19:02:24,15.307,N,53.379,W
8/21/2012,19:04:24,15.308,N,53.388,W
8/21/2012,19:06:23,15.309,N,53.396,W
8/21/2012,19:08:23,15.31,N,53.404,W
8/21/2012,19:10:24,15.311,N,53.412,W
8/21/2012,19:12:24,15.312,N,53.421,W
8/21/2012,19:14:23,15.313,N,53.429,W
8/21/2012,19:16:23,15.314,N,53.437,W
8/21/2012,19:18:24,15.315,N,53.446,W
8/21/2012,19:20:24,15.316,N,53.454,W
8/21/2012,19:22:23,15.318,N,53.463,W
8/21/2012,19:24:23,15.319,N,53.471,W
8/21/2012,19:26:24,15.321,N,53.479,W
8/21/2012,19:28:24,15.322,N,53.488,W
8/21/2012,19:30:23,15.324,N,53.496,W
8/21/2012,19:32:24,15.326,N,53.505,W
8/21/2012,19:34:24,15.328,N,53.514,W
8/21/2012,19:36:23,15.33,N,53.522,W
8/21/2012,19:38:23,15.332,N,53.531,W
8/21/2012,19:40:24,15.334,N,53.539,W
8/21/2012,19:42:24,15.336,N,53.548,W
8/21/2012,19:44:23,15.339,N,53.557,W
8/21/2012,19:46:23,15.341,N,53.566,W
8/21/2012,19:48:24,15.344,N,53.574,W
8/21/2012,19:50:24,15.347,N,53.583,W
8/21/2012,19:52:23,15.35,N,53.592,W
8/21/2012,19:54:23,15.353,N,53.601,W
8/21/2012,19:56:24,15.356,N,53.61,W
8/21/2012,19:58:24,15.359,N,53.619,W
8/21/2012,20:00:23,15.363,N,53.628,W
8/21/2012,20:02:24,15.366,N,53.637,W
8/21/2012,20:04:24,15.37,N,53.646,W
8/21/2012,20:06:23,15.374,N,53.655,W
8/21/2012,20:08:23,15.378,N,53.664,W
8/21/2012,20:10:24,15.382,N,53.673,W
8/21/2012,20:12:24,15.386,N,53.683,W
8/21/2012,20:14:23,15.39,N,53.692,W
8/21/2012,20:16:23,15.395,N,53.701,W
8/21/2012,20:18:24,15.4,N,53.711,W
8/21/2012,20:20:24,15.405,N,53.72,W
8/21/2012,20:22:23,15.41,N,53.73,W
8/21/2012,20:24:23,15.415,N,53.739,W
8/21/2012,20:26:24,15.42,N,53.749,W
8/21/2012,20:28:24,15.426,N,53.759,W
8/21/2012,20:30:23,15.432,N,53.768,W
8/21/2012,20:32:24,15.438,N,53.778,W
8/21/2012,20:34:24,15.444,N,53.788,W
8/21/2012,20:36:23,15.45,N,53.798,W
8/21/2012,20:38:23,15.457,N,53.808,W
8/21/2012,20:39:40,15.461,N,53.814,W
8/21/2012,20:41:40,15.464,N,53.823,W
8/21/2012,20:43:39,15.467,N,53.833,W
8/21/2012,20:45:39,15.47,N,53.842,W
8/21/2012,20:47:40,15.473,N,53.852,W
8/21/2012,20:49:40,15.475,N,53.861,W
8/21/2012,20:51:39,15.478,N,53.871,W
8/21/2012,20:53:39,15.481,N,53.881,W
8/21/2012,20:55:40,15.484,N,53.89,W
8/21/2012,20:57:39,15.487,N,53.9,W
8/21/2012,20:59:39,15.489,N,53.91,W
8/21/2012,21:01:40,15.492,N,53.919,W
8/21/2012,21:03:40,15.495,N,53.929,W
8/21/2012,21:05:39,15.498,N,53.939,W
8/21/2012,21:07:39,15.501,N,53.949,W
8/21/2012,21:09:40,15.503,N,53.959,W
8/21/2012,21:11:40,15.506,N,53.969,W
8/21/2012,21:13:39,15.509,N,53.978,W
8/21/2012,21:15:39,15.511,N,53.988,W
8/21/2012,21:17:40,15.514,N,53.999,W
8/21/2012,21:19:40,15.517,N,54.009,W
8/21/2012,21:21:39,15.519,N,54.019,W
8/21/2012,21:23:39,15.522,N,54.029,W
8/21/2012,21:25:40,15.525,N,54.039,W
8/21/2012,21:27:39,15.527,N,54.049,W
8/21/2012,21:29:39,15.53,N,54.06,W
8/21/2012,21:31:40,15.532,N,54.07,W
8/21/2012,21:33:40,15.535,N,54.08,W
8/21/2012,21:35:39,15.537,N,54.091,W
8/21/2012,21:37:39,15.54,N,54.101,W
8/21/2012,21:39:40,15.542,N,54.112,W
8/21/2012,21:41:40,15.545,N,54.122,W
8/21/2012,21:43:39,15.547,N,54.133,W
8/21/2012,21:45:39,15.55,N,54.144,W
8/21/2012,21:47:40,15.552,N,54.154,W
8/21/2012,21:49:40,15.555,N,54.165,W
8/21/2012,21:51:39,15.557,N,54.176,W
8/21/2012,21:53:39,15.559,N,54.187,W
8/21/2012,21:55:40,15.562,N,54.198,W
8/21/2012,21:57:39,15.564,N,54.208,W
8/21/2012,21:59:39,15.566,N,54.219,W
8/21/2012,22:01:40,15.569,N,54.231,W
8/21/2012,22:03:40,15.571,N,54.242,W
8/21/2012,22:05:39,15.573,N,54.253,W
8/21/2012,22:07:39,15.575,N,54.264,W
8/21/2012,22:09:40,15.578,N,54.275,W
8/21/2012,22:11:40,15.58,N,54.287,W
8/21/2012,22:13:39,15.582,N,54.298,W
8/21/2012,22:15:39,15.584,N,54.309,W
8/21/2012,22:17:40,15.586,N,54.321,W
8/21/2012,22:19:40,15.588,N,54.332,W
8/21/2012,22:21:39,15.59,N,54.344,W
8/21/2012,22:23:39,15.593,N,54.356,W
8/21/2012,22:25:40,15.595,N,54.367,W
8/21/2012,22:27:39,15.597,N,54.379,W
8/21/2012,22:29:39,15.599,N,54.391,W
8/21/2012,22:31:40,15.601,N,54.403,W
8/21/2012,22:33:40,15.603,N,54.415,W
8/21/2012,22:35:39,15.605,N,54.427,W
8/21/2012,22:37:39,15.606,N,54.439,W
8/21/2012,22:39:40,15.608,N,54.451,W
8/21/2012,22:41:40,15.61,N,54.463,W
8/21/2012,22:43:39,15.612,N,54.476,W
8/21/2012,22:45:39,15.614,N,54.488,W
8/21/2012,22:47:40,15.616,N,54.501,W
8/21/2012,22:49:40,15.617,N,54.513,W
8/21/2012,22:51:39,15.619,N,54.526,W
8/21/2012,22:53:39,15.621,N,54.538,W
8/21/2012,22:55:40,15.623,N,54.551,W
8/21/2012,22:57:39,15.624,N,54.564,W
8/21/2012,22:59:39,15.626,N,54.576,W
8/21/2012,23:01:40,15.628,N,54.589,W
8/21/2012,23:03:40,15.629,N,54.602,W
8/21/2012,23:05:39,15.631,N,54.615,W
8/21/2012,23:07:39,15.632,N,54.628,W
8/21/2012,23:09:40,15.634,N,54.641,W
8/21/2012,23:11:40,15.635,N,54.654,W
8/21/2012,23:13:39,15.637,N,54.667,W
8/21/2012,23:15:39,15.638,N,54.68,W
8/21/2012,23:17:40,15.64,N,54.693,W
8/21/2012,23:19:40,15.641,N,54.707,W
8/21/2012,23:21:39,15.643,N,54.72,W
8/21/2012,23:23:39,15.644,N,54.733,W
8/21/2012,23:25:40,15.645,N,54.747,W
8/21/2012,23:27:39,15.647,N,54.76,W
8/21/2012,23:29:39,15.648,N,54.773,W
8/21/2012,23:31:40,15.649,N,54.787,W
8/21/2012,23:33:40,15.65,N,54.8,W
8/21/2012,23:35:39,15.652,N,54.814,W
8/21/2012,23:37:39,15.653,N,54.827,W
8/21/2012,23:39:40,15.654,N,54.841,W
8/21/2012,23:41:40,15.655,N,54.855,W
8/21/2012,23:43:39,15.656,N,54.868,W
8/21/2012,23:45:39,15.657,N,54.882,W
8/21/2012,23:47:40,15.658,N,54.896,W
8/21/2012,23:49:40,15.66,N,54.909,W
8/21/2012,23:51:39,15.661,N,54.923,W
8/21/2012,23:53:39,15.662,N,54.937,W
8/21/2012,23:55:40,15.663,N,54.95,W
8/21/2012,23:57:39,15.664,N,54.964,W
8/21/2012,23:59:39,15.664,N,54.978,W
8/22/2012,0:01:40,15.665,N,54.992,W
8/22/2012,0:03:40,15.666,N,55.005,W
8/22/2012,0:05:39,15.667,N,55.019,W
8/22/2012,0:07:39,15.668,N,55.033,W
8/22/2012,0:09:40,15.669,N,55.047,W
8/22/2012,0:11:40,15.67,N,55.06,W
8/22/2012,0:13:39,15.67,N,55.074,W
8/22/2012,0:15:39,15.671,N,55.088,W
8/22/2012,0:17:40,15.672,N,55.102,W
8/22/2012,0:19:40,15.673,N,55.116,W
8/22/2012,0:21:39,15.673,N,55.129,W
8/22/2012,0:23:39,15.674,N,55.143,W
8/22/2012,0:25:40,15.675,N,55.157,W
8/22/2012,0:27:39,15.675,N,55.171,W
8/22/2012,0:29:39,15.676,N,55.184,W
8/22/2012,0:31:40,15.676,N,55.198,W
8/22/2012,0:33:40,15.677,N,55.212,W
8/22/2012,0:35:39,15.677,N,55.226,W
8/22/2012,0:37:39,15.678,N,55.239,W
8/22/2012,0:39:40,15.678,N,55.253,W
8/22/2012,0:41:40,15.679,N,55.267,W
8/22/2012,0:43:39,15.679,N,55.28,W
8/22/2012,0:45:39,15.68,N,55.294,W
8/22/2012,0:47:40,15.68,N,55.307,W
8/22/2012,0:49:40,15.681,N,55.321,W
8/22/2012,0:51:39,15.681,N,55.334,W
8/22/2012,0:53:39,15.681,N,55.348,W
8/22/2012,0:55:40,15.681,N,55.361,W
8/22/2012,0:57:39,15.682,N,55.375,W
8/22/2012,0:59:39,15.682,N,55.388,W
8/22/2012,1:01:40,15.682,N,55.402,W
8/22/2012,1:03:40,15.682,N,55.415,W
8/22/2012,1:05:39,15.683,N,55.428,W
8/22/2012,1:07:39,15.683,N,55.442,W
8/22/2012,1:09:40,15.683,N,55.455,W
8/22/2012,1:11:40,15.683,N,55.468,W
8/22/2012,1:13:39,15.683,N,55.481,W
8/22/2012,1:15:39,15.683,N,55.494,W
8/22/2012,1:17:40,15.683,N,55.507,W
8/22/2012,1:19:40,15.683,N,55.52,W
8/22/2012,1:21:39,15.683,N,55.533,W
8/22/2012,1:23:39,15.683,N,55.546,W
8/22/2012,1:25:40,15.683,N,55.559,W
8/22/2012,1:27:39,15.683,N,55.572,W
8/22/2012,1:29:39,15.683,N,55.585,W
8/22/2012,1:31:40,15.683,N,55.597,W
8/22/2012,1:33:40,15.683,N,55.61,W
8/22/2012,1:35:39,15.683,N,55.623,W
8/22/2012,1:37:39,15.682,N,55.635,W
8/22/2012,1:39:40,15.682,N,55.648,W
8/22/2012,1:41:40,15.682,N,55.66,W
8/22/2012,1:43:39,15.682,N,55.672,W
8/22/2012,1:45:39,15.681,N,55.685,W
8/22/2012,1:47:40,15.681,N,55.697,W
8/22/2012,1:49:40,15.681,N,55.709,W
8/22/2012,1:51:39,15.68,N,55.721,W
8/22/2012,1:53:39,15.68,N,55.733,W
8/22/2012,1:55:40,15.68,N,55.745,W
8/22/2012,1:57:39,15.679,N,55.757,W
8/22/2012,1:59:39,15.679,N,55.768,W
8/22/2012,2:01:40,15.678,N,55.78,W
8/22/2012,2:03:40,15.678,N,55.792,W
8/22/2012,2:05:39,15.677,N,55.803,W
8/22/2012,2:07:39,15.677,N,55.815,W
8/22/2012,2:09:40,15.676,N,55.826,W
8/22/2012,2:11:40,15.676,N,55.837,W
8/22/2012,2:13:39,15.675,N,55.849,W
8/22/2012,2:15:39,15.675,N,55.86,W
8/22/2012,2:17:40,15.674,N,55.871,W
8/22/2012,2:19:40,15.673,N,55.882,W
8/22/2012,2:21:39,15.673,N,55.892,W
8/22/2012,2:23:39,15.672,N,55.903,W
8/22/2012,2:25:40,15.671,N,55.914,W
8/22/2012,2:27:39,15.67,N,55.924,W
8/22/2012,2:29:39,15.67,N,55.935,W
8/22/2012,2:31:40,15.669,N,55.945,W
8/22/2012,2:33:40,15.668,N,55.956,W
8/22/2012,2:35:39,15.667,N,55.966,W
8/22/2012,2:37:39,15.666,N,55.976,W
8/22/2012,2:39:40,15.665,N,55.986,W
8/22/2012,2:41:40,15.665,N,55.996,W
8/22/2012,2:43:39,15.664,N,56.005,W
8/22/2012,2:45:39,15.663,N,56.015,W
8/22/2012,2:47:40,15.662,N,56.025,W
8/22/2012,2:49:40,15.661,N,56.034,W
8/22/2012,2:51:39,15.66,N,56.044,W
8/22/2012,2:53:39,15.659,N,56.053,W
8/22/2012,2:55:40,15.658,N,56.062,W
8/22/2012,2:57:39,15.657,N,56.071,W
8/22/2012,2:59:39,15.655,N,56.08,W
8/22/2012,3:01:40,15.654,N,56.089,W
8/22/2012,3:03:40,15.653,N,56.098,W
8/22/2012,3:05:39,15.652,N,56.107,W
8/22/2012,3:07:39,15.651,N,56.116,W
8/22/2012,3:09:40,15.65,N,56.125,W
8/22/2012,3:11:40,15.649,N,56.133,W
8/22/2012,3:13:39,15.647,N,56.142,W
8/22/2012,3:15:39,15.646,N,56.15,W
8/22/2012,3:17:40,15.645,N,56.158,W
8/22/2012,3:19:40,15.644,N,56.167,W
8/22/2012,3:21:39,15.642,N,56.175,W
8/22/2012,3:23:39,15.641,N,56.183,W
8/22/2012,3:25:40,15.64,N,56.191,W
8/22/2012,3:27:39,15.638,N,56.199,W
8/22/2012,3:29:39,15.637,N,56.207,W
8/22/2012,3:31:40,15.636,N,56.215,W
8/22/2012,3:33:40,15.634,N,56.222,W
8/22/2012,3:35:39,15.633,N,56.23,W
8/22/2012,3:37:39,15.631,N,56.238,W
8/22/2012,3:39:40,15.63,N,56.245,W
8/22/2012,3:41:40,15.629,N,56.253,W
8/22/2012,3:43:39,15.627,N,56.26,W
8/22/2012,3:45:39,15.626,N,56.268,W
8/22/2012,3:47:40,15.624,N,56.275,W
8/22/2012,3:49:40,15.623,N,56.282,W
8/22/2012,3:51:39,15.621,N,56.289,W
8/22/2012,3:53:39,15.62,N,56.296,W
8/22/2012,3:55:40,15.618,N,56.303,W
8/22/2012,3:57:39,15.616,N,56.31,W
8/22/2012,3:59:39,15.615,N,56.317,W
8/22/2012,4:01:40,15.613,N,56.324,W
8/22/2012,4:03:40,15.612,N,56.331,W
8/22/2012,4:05:39,15.61,N,56.338,W
8/22/2012,4:07:39,15.608,N,56.344,W
8/22/2012,4:09:40,15.607,N,56.351,W
8/22/2012,4:11:40,15.605,N,56.357,W
8/22/2012,4:13:39,15.603,N,56.364,W
8/22/2012,4:15:39,15.602,N,56.37,W
8/22/2012,4:17:40,15.6,N,56.377,W
8/22/2012,4:19:40,15.598,N,56.383,W
8/22/2012,4:21:39,15.597,N,56.39,W
8/22/2012,4:23:39,15.595,N,56.396,W
8/22/2012,4:25:40,15.593,N,56.402,W
8/22/2012,4:27:39,15.591,N,56.408,W
8/22/2012,4:29:39,15.59,N,56.414,W
8/22/2012,4:31:40,15.588,N,56.42,W
8/22/2012,4:33:40,15.586,N,56.426,W
8/22/2012,4:35:39,15.584,N,56.432,W
8/22/2012,4:37:39,15.583,N,56.438,W
8/22/2012,4:39:40,15.581,N,56.444,W
8/22/2012,4:41:40,15.579,N,56.45,W
8/22/2012,4:43:39,15.577,N,56.456,W
8/22/2012,4:45:39,15.575,N,56.462,W
8/22/2012,4:47:40,15.573,N,56.467,W
8/22/2012,4:49:40,15.572,N,56.473,W
8/22/2012,4:51:39,15.57,N,56.479,W
8/22/2012,4:53:39,15.568,N,56.484,W
8/22/2012,4:55:40,15.566,N,56.49,W
8/22/2012,4:57:39,15.564,N,56.496,W
8/22/2012,4:59:39,15.562,N,56.501,W
8/22/2012,5:01:40,15.56,N,56.507,W
8/22/2012,5:03:40,15.558,N,56.512,W
8/22/2012,5:05:39,15.556,N,56.518,W
8/22/2012,5:07:39,15.555,N,56.523,W
8/22/2012,5:09:40,15.553,N,56.528,W
8/22/2012,5:11:40,15.551,N,56.534,W
8/22/2012,5:13:39,15.549,N,56.539,W
8/22/2012,5:15:39,15.547,N,56.544,W
8/22/2012,5:17:40,15.545,N,56.55,W
8/22/2012,5:19:40,15.543,N,56.555,W
8/22/2012,5:21:39,15.541,N,56.56,W
8/22/2012,5:23:39,15.539,N,56.565,W
8/22/2012,5:25:40,15.537,N,56.57,W
8/22/2012,5:27:39,15.535,N,56.576,W
8/22/2012,5:29:39,15.533,N,56.581,W
8/22/2012,5:31:40,15.531,N,56.586,W
8/22/2012,5:33:40,15.529,N,56.591,W
8/22/2012,5:35:39,15.527,N,56.596,W
8/22/2012,5:37:39,15.525,N,56.601,W
8/22/2012,5:39:40,15.523,N,56.606,W
8/22/2012,5:41:40,15.521,N,56.611,W
8/22/2012,5:43:39,15.519,N,56.616,W
8/22/2012,5:45:39,15.517,N,56.621,W
8/22/2012,5:46:45,15.516,N,56.624,W
8/22/2012,5:48:46,15.514,N,56.629,W
8/22/2012,5:50:46,15.512,N,56.634,W
8/22/2012,5:52:45,15.51,N,56.639,W
8/22/2012,5:54:45,15.508,N,56.644,W
8/22/2012,5:56:46,15.506,N,56.649,W
8/22/2012,5:58:46,15.504,N,56.654,W
8/22/2012,6:00:45,15.502,N,56.659,W
8/22/2012,6:02:46,15.5,N,56.664,W
8/22/2012,6:04:46,15.498,N,56.669,W
8/22/2012,6:06:45,15.496,N,56.673,W
8/22/2012,6:08:45,15.494,N,56.678,W
8/22/2012,6:10:46,15.492,N,56.683,W
8/22/2012,6:12:46,15.49,N,56.688,W
8/22/2012,6:13:27,15.489,N,56.69,W
8/22/2012,6:15:26,15.487,N,56.696,W
8/22/2012,6:17:26,15.484,N,56.702,W
8/22/2012,6:19:27,15.482,N,56.709,W
8/22/2012,6:21:27,15.479,N,56.716,W
8/22/2012,6:23:26,15.477,N,56.723,W
8/22/2012,6:25:26,15.474,N,56.73,W
8/22/2012,6:27:27,15.471,N,56.738,W
8/22/2012,6:29:26,15.468,N,56.746,W
8/22/2012,6:31:26,15.465,N,56.754,W
8/22/2012,6:33:27,15.462,N,56.763,W
8/22/2012,6:35:27,15.459,N,56.772,W
8/22/2012,6:37:26,15.456,N,56.782,W
8/22/2012,6:39:26,15.452,N,56.791,W
8/22/2012,6:41:27,15.449,N,56.802,W
8/22/2012,6:43:27,15.446,N,56.812,W
8/22/2012,6:45:26,15.442,N,56.823,W
8/22/2012,6:47:26,15.439,N,56.834,W
8/22/2012,6:49:27,15.435,N,56.845,W
8/22/2012,6:51:27,15.432,N,56.857,W
8/22/2012,6:53:26,15.429,N,56.869,W
8/22/2012,6:55:26,15.426,N,56.88,W
8/22/2012,6:57:27,15.423,N,56.892,W
8/22/2012,6:59:26,15.42,N,56.904,W
8/22/2012,7:01:26,15.418,N,56.917,W
8/22/2012,7:03:27,15.415,N,56.929,W
8/22/2012,7:05:27,15.413,N,56.941,W
8/22/2012,7:07:26,15.411,N,56.953,W
8/22/2012,7:09:26,15.41,N,56.966,W
8/22/2012,7:11:08,15.409,N,56.976,W
8/22/2012,7:13:08,15.41,N,56.986,W
8/22/2012,7:15:09,15.412,N,56.996,W
8/22/2012,7:17:09,15.414,N,57.006,W
8/22/2012,7:19:08,15.417,N,57.016,W
8/22/2012,7:21:09,15.42,N,57.027,W
8/22/2012,7:23:09,15.423,N,57.037,W
8/22/2012,7:25:08,15.426,N,57.047,W
8/22/2012,7:27:08,15.43,N,57.057,W
8/22/2012,7:29:09,15.434,N,57.067,W
8/22/2012,7:31:09,15.438,N,57.077,W
8/22/2012,7:33:08,15.443,N,57.088,W
8/22/2012,7:35:08,15.447,N,57.098,W
8/22/2012,7:37:09,15.452,N,57.108,W
8/22/2012,7:39:09,15.457,N,57.118,W
8/22/2012,7:41:08,15.462,N,57.128,W
8/22/2012,7:43:08,15.467,N,57.139,W
8/22/2012,7:45:09,15.473,N,57.149,W
8/22/2012,7:47:09,15.478,N,57.159,W
8/22/2012,7:49:08,15.484,N,57.169,W
8/22/2012,7:51:09,15.489,N,57.179,W
8/22/2012,7:53:09,15.494,N,57.19,W
8/22/2012,7:55:08,15.5,N,57.2,W
8/22/2012,7:57:08,15.505,N,57.21,W
8/22/2012,7:59:09,15.51,N,57.22,W
8/22/2012,8:01:08,15.515,N,57.23,W
8/22/2012,8:03:09,15.521,N,57.24,W
8/22/2012,8:05:09,15.525,N,57.251,W
8/22/2012,8:07:09,15.53,N,57.261,W
8/22/2012,8:09:09,15.535,N,57.271,W
8/22/2012,8:10:33,15.538,N,57.278,W
8/22/2012,8:12:34,15.541,N,57.288,W
8/22/2012,8:14:34,15.545,N,57.298,W
8/22/2012,8:16:34,15.548,N,57.308,W
8/22/2012,8:18:33,15.551,N,57.318,W
8/22/2012,8:20:33,15.555,N,57.328,W
8/22/2012,8:22:33,15.558,N,57.338,W
8/22/2012,8:24:33,15.56,N,57.348,W
8/22/2012,8:26:34,15.563,N,57.358,W
8/22/2012,8:28:34,15.566,N,57.368,W
8/22/2012,8:30:34,15.569,N,57.378,W
8/22/2012,8:32:34,15.571,N,57.388,W
8/22/2012,8:34:33,15.573,N,57.398,W
8/22/2012,8:36:33,15.576,N,57.408,W
8/22/2012,8:38:33,15.578,N,57.418,W
8/22/2012,8:40:33,15.58,N,57.428,W
8/22/2012,8:42:34,15.582,N,57.438,W
8/22/2012,8:44:34,15.584,N,57.448,W
8/22/2012,8:46:34,15.585,N,57.458,W
8/22/2012,8:48:33,15.587,N,57.468,W
8/22/2012,8:50:33,15.588,N,57.477,W
8/22/2012,8:52:33,15.59,N,57.487,W
8/22/2012,8:54:33,15.591,N,57.497,W
8/22/2012,8:56:34,15.592,N,57.507,W
8/22/2012,8:58:34,15.593,N,57.517,W
8/22/2012,9:00:34,15.594,N,57.527,W
8/22/2012,9:02:34,15.595,N,57.537,W
8/22/2012,9:04:33,15.596,N,57.546,W
8/22/2012,9:06:33,15.596,N,57.556,W
8/22/2012,9:08:33,15.597,N,57.566,W
8/22/2012,9:10:33,15.598,N,57.576,W
8/22/2012,9:11:10,15.598,N,57.579,W
8/22/2012,9:13:09,15.6,N,57.589,W
8/22/2012,9:15:09,15.602,N,57.599,W
8/22/2012,9:17:09,15.604,N,57.61,W
8/22/2012,9:19:09,15.607,N,57.62,W
8/22/2012,9:21:10,15.609,N,57.63,W
8/22/2012,9:23:10,15.611,N,57.64,W
8/22/2012,9:25:10,15.613,N,57.651,W
8/22/2012,9:27:10,15.615,N,57.661,W
8/22/2012,9:29:09,15.618,N,57.671,W
8/22/2012,9:31:09,15.62,N,57.682,W
8/22/2012,9:33:09,15.622,N,57.692,W
8/22/2012,9:35:10,15.624,N,57.703,W
8/22/2012,9:37:10,15.627,N,57.713,W
8/22/2012,9:39:10,15.629,N,57.723,W
8/22/2012,9:41:10,15.631,N,57.734,W
8/22/2012,9:43:09,15.634,N,57.745,W
8/22/2012,9:45:09,15.636,N,57.755,W
8/22/2012,9:47:09,15.639,N,57.766,W
8/22/2012,9:49:09,15.641,N,57.776,W
8/22/2012,9:51:10,15.644,N,57.787,W
8/22/2012,9:53:10,15.646,N,57.798,W
8/22/2012,9:55:10,15.648,N,57.809,W
8/22/2012,9:57:10,15.651,N,57.819,W
8/22/2012,9:59:09,15.654,N,57.83,W
8/22/2012,10:01:09,15.656,N,57.841,W
8/22/2012,10:03:09,15.659,N,57.852,W
8/22/2012,10:05:10,15.661,N,57.863,W
8/22/2012,10:07:10,15.664,N,57.874,W
8/22/2012,10:09:10,15.667,N,57.885,W
8/22/2012,10:11:10,15.669,N,57.896,W
8/22/2012,10:13:09,15.672,N,57.907,W
8/22/2012,10:15:09,15.675,N,57.918,W
8/22/2012,10:17:09,15.678,N,57.93,W
8/22/2012,10:19:09,15.68,N,57.941,W
8/22/2012,10:21:10,15.683,N,57.952,W
8/22/2012,10:23:10,15.686,N,57.963,W
8/22/2012,10:25:10,15.689,N,57.975,W
8/22/2012,10:27:10,15.692,N,57.986,W
8/22/2012,10:29:09,15.695,N,57.998,W
8/22/2012,10:31:09,15.698,N,58.009,W
8/22/2012,10:33:09,15.701,N,58.021,W
8/22/2012,10:35:10,15.704,N,58.032,W
8/22/2012,10:37:10,15.707,N,58.044,W
8/22/2012,10:39:10,15.71,N,58.056,W
8/22/2012,10:41:10,15.713,N,58.068,W
8/22/2012,10:43:09,15.716,N,58.079,W
8/22/2012,10:45:09,15.719,N,58.091,W
8/22/2012,10:47:09,15.723,N,58.103,W
8/22/2012,10:49:09,15.726,N,58.115,W
8/22/2012,10:51:10,15.729,N,58.127,W
8/22/2012,10:53:10,15.733,N,58.139,W
8/22/2012,10:55:10,15.736,N,58.152,W
8/22/2012,10:57:10,15.739,N,58.164,W
8/22/2012,10:59:09,15.743,N,58.176,W
8/22/2012,11:01:09,15.746,N,58.188,W
8/22/2012,11:03:09,15.75,N,58.201,W
8/22/2012,11:05:10,15.753,N,58.213,W
8/22/2012,11:07:10,15.757,N,58.226,W
8/22/2012,11:09:10,15.761,N,58.238,W
8/22/2012,11:11:10,15.764,N,58.251,W
8/22/2012,11:13:09,15.768,N,58.264,W
8/22/2012,11:15:09,15.772,N,58.277,W
8/22/2012,11:17:09,15.776,N,58.289,W
8/22/2012,11:19:09,15.779,N,58.302,W
8/22/2012,11:21:10,15.783,N,58.315,W
8/22/2012,11:23:10,15.787,N,58.328,W
8/22/2012,11:25:10,15.791,N,58.341,W
8/22/2012,11:27:10,15.795,N,58.354,W
8/22/2012,11:29:09,15.799,N,58.368,W
8/22/2012,11:31:09,15.803,N,58.381,W
8/22/2012,11:33:09,15.807,N,58.394,W
8/22/2012,11:35:10,15.812,N,58.408,W
8/22/2012,11:37:10,15.816,N,58.421,W
8/22/2012,11:39:10,15.82,N,58.435,W
8/22/2012,11:41:10,15.824,N,58.448,W
8/22/2012,11:43:09,15.829,N,58.462,W
8/22/2012,11:45:09,15.833,N,58.476,W
8/22/2012,11:45:11,15.833,N,58.476,W
8/22/2012,11:47:10,15.836,N,58.487,W
8/22/2012,11:49:10,15.839,N,58.498,W
8/22/2012,11:51:10,15.841,N,58.509,W
8/22/2012,11:53:11,15.844,N,58.52,W
8/22/2012,11:55:11,15.847,N,58.53,W
8/22/2012,11:57:11,15.85,N,58.541,W
8/22/2012,11:59:11,15.853,N,58.552,W
8/22/2012,12:01:10,15.855,N,58.563,W
8/22/2012,12:03:10,15.858,N,58.573,W
8/22/2012,12:05:10,15.861,N,58.584,W
8/22/2012,12:07:10,15.863,N,58.595,W
8/22/2012,12:09:11,15.866,N,58.605,W
8/22/2012,12:11:11,15.869,N,58.616,W
8/22/2012,12:13:11,15.872,N,58.626,W
8/22/2012,12:15:11,15.874,N,58.637,W
8/22/2012,12:17:10,15.877,N,58.647,W
8/22/2012,12:19:10,15.88,N,58.658,W
8/22/2012,12:21:10,15.882,N,58.668,W
8/22/2012,12:23:11,15.885,N,58.679,W
8/22/2012,12:25:11,15.887,N,58.689,W
8/22/2012,12:27:11,15.89,N,58.699,W
8/22/2012,12:29:11,15.893,N,58.71,W
8/22/2012,12:31:10,15.895,N,58.72,W
8/22/2012,12:33:10,15.898,N,58.73,W
8/22/2012,12:35:10,15.9,N,58.74,W
8/22/2012,12:37:10,15.903,N,58.75,W
8/22/2012,12:39:11,15.906,N,58.76,W
8/22/2012,12:41:11,15.908,N,58.77,W
8/22/2012,12:43:11,15.911,N,58.78,W
8/22/2012,12:45:11,15.913,N,58.79,W
8/22/2012,12:47:10,15.916,N,58.8,W
8/22/2012,12:49:10,15.918,N,58.81,W
