Track,for,Beryl,2006,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
7/21/2006,8:49:19,41.71,N,69.593,W,0
7/21/2006,8:51:19,41.717,N,69.58,W,0
7/21/2006,8:53:18,41.724,N,69.567,W,0
7/21/2006,8:55:18,41.731,N,69.555,W,0
7/21/2006,8:57:18,41.738,N,69.542,W,0
7/21/2006,8:59:18,41.745,N,69.529,W,0
7/21/2006,9:01:18,41.752,N,69.516,W,0
7/21/2006,9:03:18,41.759,N,69.504,W,0
7/21/2006,9:05:18,41.766,N,69.491,W,0
7/21/2006,9:07:19,41.774,N,69.478,W,0
7/21/2006,9:09:19,41.781,N,69.466,W,0
7/21/2006,9:11:19,41.788,N,69.453,W,0
7/21/2006,9:13:19,41.795,N,69.44,W,0
7/21/2006,9:15:19,41.802,N,69.427,W,0
7/21/2006,9:17:19,41.809,N,69.415,W,0
7/21/2006,9:19:19,41.816,N,69.402,W,0
7/21/2006,9:21:19,41.823,N,69.389,W,0
7/21/2006,9:23:18,41.831,N,69.377,W,0
7/21/2006,9:25:18,41.838,N,69.364,W,0
7/21/2006,9:27:18,41.845,N,69.351,W,0
7/21/2006,9:29:18,41.852,N,69.339,W,0
7/21/2006,9:31:18,41.859,N,69.326,W,0
7/21/2006,9:33:18,41.866,N,69.313,W,0
7/21/2006,9:35:18,41.873,N,69.301,W,0
7/21/2006,9:37:19,41.881,N,69.288,W,0
7/21/2006,9:39:19,41.888,N,69.275,W,0
7/21/2006,9:41:19,41.895,N,69.263,W,0
7/21/2006,9:43:19,41.902,N,69.25,W,0
7/21/2006,9:45:19,41.909,N,69.238,W,0
7/21/2006,9:47:19,41.916,N,69.225,W,0
7/21/2006,9:49:19,41.924,N,69.212,W,0
7/21/2006,9:51:19,41.931,N,69.2,W,0
7/21/2006,9:53:18,41.938,N,69.187,W,0
7/21/2006,9:55:18,41.945,N,69.174,W,0
7/21/2006,9:57:18,41.952,N,69.162,W,0
7/21/2006,9:59:18,41.959,N,69.149,W,0
7/21/2006,10:01:18,41.967,N,69.137,W,0
7/21/2006,10:03:18,41.974,N,69.124,W,0
7/21/2006,10:05:18,41.981,N,69.111,W,0
7/21/2006,10:07:19,41.988,N,69.099,W,0
7/21/2006,10:09:19,41.995,N,69.086,W,0
7/21/2006,10:11:19,42.003,N,69.074,W,0
7/21/2006,10:13:19,42.01,N,69.061,W,0
7/21/2006,10:15:19,42.017,N,69.049,W,0
7/21/2006,10:17:19,42.024,N,69.036,W,0
7/21/2006,10:19:19,42.032,N,69.024,W,0
7/21/2006,10:21:19,42.039,N,69.011,W,0
7/21/2006,10:23:18,42.046,N,68.998,W,0
7/21/2006,10:25:18,42.053,N,68.986,W,0
7/21/2006,10:27:18,42.06,N,68.973,W,0
7/21/2006,10:29:18,42.068,N,68.961,W,0
7/21/2006,10:31:18,42.075,N,68.948,W,0
7/21/2006,10:33:18,42.082,N,68.936,W,0
7/21/2006,10:35:18,42.089,N,68.923,W,0
7/21/2006,10:37:19,42.097,N,68.911,W,0
7/21/2006,10:39:19,42.104,N,68.898,W,0
7/21/2006,10:41:19,42.111,N,68.886,W,0
7/21/2006,10:43:19,42.118,N,68.873,W,0
7/21/2006,10:45:19,42.126,N,68.861,W,0
7/21/2006,10:47:19,42.133,N,68.848,W,0
7/21/2006,10:49:19,42.14,N,68.836,W,0
7/21/2006,10:51:19,42.147,N,68.824,W,0
7/21/2006,10:53:18,42.155,N,68.811,W,0
7/21/2006,10:55:18,42.162,N,68.799,W,0
7/21/2006,10:57:18,42.169,N,68.786,W,0
7/21/2006,10:59:18,42.177,N,68.774,W,0
7/21/2006,11:01:18,42.184,N,68.761,W,0
7/21/2006,11:03:18,42.191,N,68.749,W,0
7/21/2006,11:05:18,42.199,N,68.737,W,0
7/21/2006,11:07:19,42.206,N,68.724,W,0
7/21/2006,11:09:19,42.213,N,68.712,W,0
7/21/2006,11:11:19,42.22,N,68.699,W,0
7/21/2006,11:13:19,42.228,N,68.687,W,0
7/21/2006,11:15:19,42.235,N,68.675,W,0
7/21/2006,11:17:19,42.242,N,68.662,W,0
7/21/2006,11:19:19,42.25,N,68.65,W,0
7/21/2006,11:21:19,42.257,N,68.638,W,0
7/21/2006,11:23:18,42.264,N,68.625,W,0
7/21/2006,11:25:18,42.272,N,68.613,W,0
7/21/2006,11:27:18,42.279,N,68.601,W,0
7/21/2006,11:29:18,42.287,N,68.588,W,0
7/21/2006,11:31:18,42.294,N,68.576,W,0
7/21/2006,11:33:18,42.301,N,68.564,W,0
7/21/2006,11:35:18,42.309,N,68.551,W,0
7/21/2006,11:37:19,42.316,N,68.539,W,0
7/21/2006,11:39:19,42.323,N,68.527,W,0
7/21/2006,11:41:19,42.331,N,68.514,W,0
7/21/2006,11:43:19,42.338,N,68.502,W,0
7/21/2006,11:45:19,42.346,N,68.49,W,0
7/21/2006,11:47:19,42.353,N,68.478,W,0
7/21/2006,11:49:19,42.36,N,68.465,W,0
7/21/2006,11:51:19,42.368,N,68.453,W,0
7/21/2006,11:53:18,42.375,N,68.441,W,0
7/21/2006,11:55:18,42.383,N,68.429,W,0
7/21/2006,11:57:18,42.39,N,68.416,W,0
7/21/2006,11:59:18,42.397,N,68.404,W,0
7/21/2006,12:01:18,42.405,N,68.392,W,0
7/21/2006,12:03:18,42.412,N,68.38,W,0
7/21/2006,12:05:18,42.42,N,68.368,W,0
7/21/2006,12:07:19,42.427,N,68.355,W,0
7/21/2006,12:09:19,42.435,N,68.343,W,0
7/21/2006,12:11:19,42.442,N,68.331,W,0
7/21/2006,12:13:19,42.45,N,68.319,W,0
7/21/2006,12:15:19,42.457,N,68.307,W,0
7/21/2006,12:17:19,42.465,N,68.295,W,0
7/21/2006,12:19:19,42.472,N,68.282,W,0
7/21/2006,12:21:19,42.48,N,68.27,W,0
7/21/2006,12:23:18,42.487,N,68.258,W,0
7/21/2006,12:25:18,42.495,N,68.246,W,0
7/21/2006,12:27:18,42.502,N,68.234,W,0
7/21/2006,12:29:18,42.51,N,68.222,W,0
7/21/2006,12:31:18,42.517,N,68.21,W,0
7/21/2006,12:33:18,42.525,N,68.198,W,0
7/21/2006,12:35:18,42.532,N,68.186,W,0
7/21/2006,12:37:19,42.54,N,68.174,W,0
7/21/2006,12:39:19,42.547,N,68.162,W,0
7/21/2006,12:41:19,42.555,N,68.15,W,0
7/21/2006,12:43:19,42.562,N,68.138,W,0
7/21/2006,12:45:19,42.57,N,68.126,W,0
7/21/2006,12:47:19,42.577,N,68.113,W,0
7/21/2006,12:49:19,42.585,N,68.101,W,0
7/21/2006,12:51:19,42.592,N,68.089,W,0
7/21/2006,12:53:18,42.6,N,68.077,W,0
7/21/2006,12:55:18,42.608,N,68.066,W,0
7/21/2006,12:57:18,42.615,N,68.054,W,0
7/21/2006,12:59:18,42.623,N,68.042,W,0
7/21/2006,13:01:18,42.63,N,68.03,W,0
7/21/2006,13:03:18,42.638,N,68.018,W,0
7/21/2006,13:05:18,42.646,N,68.006,W,0
7/21/2006,13:07:19,42.653,N,67.994,W,0
7/21/2006,13:09:19,42.661,N,67.982,W,0
7/21/2006,13:11:19,42.668,N,67.97,W,0
7/21/2006,13:13:19,42.676,N,67.958,W,0
7/21/2006,13:15:19,42.684,N,67.946,W,0
7/21/2006,13:17:19,42.691,N,67.934,W,0
7/21/2006,13:19:19,42.699,N,67.922,W,0
7/21/2006,13:21:19,42.707,N,67.91,W,0
7/21/2006,13:23:18,42.714,N,67.899,W,0
7/21/2006,13:25:18,42.722,N,67.887,W,0
7/21/2006,13:27:18,42.729,N,67.875,W,0
7/21/2006,13:29:18,42.737,N,67.863,W,0
7/21/2006,13:31:18,42.745,N,67.851,W,0
7/21/2006,13:33:18,42.752,N,67.839,W,0
7/21/2006,13:35:18,42.76,N,67.827,W,0
7/21/2006,13:37:19,42.768,N,67.816,W,0
7/21/2006,13:39:19,42.775,N,67.804,W,0
7/21/2006,13:41:19,42.783,N,67.792,W,0
7/21/2006,13:43:19,42.791,N,67.78,W,0
7/21/2006,13:45:19,42.799,N,67.768,W,0
7/21/2006,13:47:19,42.806,N,67.756,W,0
7/21/2006,13:49:19,42.814,N,67.745,W,0
7/21/2006,13:51:19,42.822,N,67.733,W,0
7/21/2006,13:53:18,42.829,N,67.721,W,0
7/21/2006,13:55:18,42.837,N,67.709,W,0
7/21/2006,13:57:18,42.845,N,67.698,W,0
7/21/2006,13:59:18,42.852,N,67.686,W,0
7/21/2006,14:01:18,42.86,N,67.674,W,0
7/21/2006,14:03:18,42.868,N,67.662,W,0
7/21/2006,14:05:18,42.876,N,67.651,W,0
7/21/2006,14:07:19,42.883,N,67.639,W,0
7/21/2006,14:09:19,42.891,N,67.627,W,0
7/21/2006,14:11:19,42.899,N,67.615,W,0
7/21/2006,14:13:19,42.907,N,67.604,W,0
7/21/2006,14:15:19,42.914,N,67.592,W,0
7/21/2006,14:17:19,42.922,N,67.58,W,0
7/21/2006,14:19:19,42.93,N,67.568,W,0
7/21/2006,14:21:19,42.938,N,67.557,W,0
7/21/2006,14:23:18,42.945,N,67.545,W,0
7/21/2006,14:25:18,42.953,N,67.533,W,0
7/21/2006,14:27:18,42.961,N,67.522,W,0
7/21/2006,14:29:18,42.969,N,67.51,W,0
7/21/2006,14:31:18,42.976,N,67.498,W,0
7/21/2006,14:33:18,42.984,N,67.487,W,0
7/21/2006,14:35:18,42.992,N,67.475,W,0
7/21/2006,14:37:19,43,N,67.463,W,0
7/21/2006,14:39:19,43.008,N,67.452,W,0
7/21/2006,14:41:19,43.015,N,67.44,W,0
7/21/2006,14:43:19,43.023,N,67.428,W,0
7/21/2006,14:45:19,43.031,N,67.417,W,0
7/21/2006,14:47:19,43.039,N,67.405,W,0
7/21/2006,14:49:19,43.047,N,67.394,W,0
7/21/2006,14:51:19,43.054,N,67.382,W,0
7/21/2006,14:53:18,43.062,N,67.37,W,0
7/21/2006,14:55:18,43.07,N,67.359,W,0
7/21/2006,14:57:18,43.078,N,67.347,W,0
7/21/2006,14:59:18,43.086,N,67.335,W,0
7/21/2006,15:01:18,43.093,N,67.324,W,0
7/21/2006,15:03:18,43.101,N,67.312,W,0
7/21/2006,15:05:18,43.109,N,67.301,W,0
7/21/2006,15:07:19,43.117,N,67.289,W,0
7/21/2006,15:09:19,43.125,N,67.278,W,0
7/21/2006,15:11:19,43.133,N,67.266,W,0
7/21/2006,15:13:19,43.14,N,67.254,W,0
7/21/2006,15:15:19,43.148,N,67.243,W,0
7/21/2006,15:17:19,43.156,N,67.231,W,0
7/21/2006,15:19:19,43.164,N,67.22,W,0
7/21/2006,15:21:19,43.172,N,67.208,W,0
7/21/2006,15:23:18,43.18,N,67.197,W,0
7/21/2006,15:25:18,43.187,N,67.185,W,0
7/21/2006,15:27:18,43.195,N,67.174,W,0
7/21/2006,15:29:18,43.203,N,67.162,W,0
7/21/2006,15:31:18,43.211,N,67.15,W,0
7/21/2006,15:33:18,43.219,N,67.139,W,0
7/21/2006,15:35:18,43.227,N,67.127,W,0
7/21/2006,15:37:19,43.235,N,67.116,W,0
7/21/2006,15:39:19,43.243,N,67.104,W,0
7/21/2006,15:41:19,43.25,N,67.093,W,0
7/21/2006,15:43:19,43.258,N,67.081,W,0
7/21/2006,15:45:19,43.266,N,67.07,W,0
7/21/2006,15:47:19,43.274,N,67.058,W,0
7/21/2006,15:49:19,43.282,N,67.047,W,0
7/21/2006,15:51:19,43.29,N,67.035,W,0
7/21/2006,15:53:18,43.298,N,67.024,W,0
7/21/2006,15:55:18,43.306,N,67.012,W,0
7/21/2006,15:57:18,43.313,N,67.001,W,0
7/21/2006,15:59:18,43.321,N,66.989,W,0
7/21/2006,16:01:18,43.329,N,66.978,W,0
7/21/2006,16:03:18,43.337,N,66.966,W,0
7/21/2006,16:05:18,43.345,N,66.955,W,0
7/21/2006,16:07:19,43.353,N,66.943,W,0
7/21/2006,16:09:19,43.361,N,66.932,W,0
7/21/2006,16:11:19,43.369,N,66.92,W,0
7/21/2006,16:13:19,43.377,N,66.909,W,0
7/21/2006,16:15:19,43.385,N,66.898,W,0
7/21/2006,16:17:19,43.392,N,66.886,W,0
7/21/2006,16:19:19,43.4,N,66.875,W,0
7/21/2006,16:21:19,43.408,N,66.863,W,0
7/21/2006,16:23:18,43.416,N,66.852,W,0
7/21/2006,16:25:18,43.424,N,66.84,W,0
7/21/2006,16:27:18,43.432,N,66.829,W,0
7/21/2006,16:29:18,43.44,N,66.817,W,0
7/21/2006,16:31:18,43.448,N,66.806,W,0
7/21/2006,16:33:18,43.456,N,66.794,W,0
7/21/2006,16:35:18,43.464,N,66.783,W,0
7/21/2006,16:37:19,43.472,N,66.772,W,0
7/21/2006,16:39:19,43.48,N,66.76,W,0
7/21/2006,16:41:19,43.487,N,66.749,W,0
7/21/2006,16:43:19,43.495,N,66.737,W,0
7/21/2006,16:45:19,43.503,N,66.726,W,0
7/21/2006,16:47:19,43.511,N,66.714,W,0
7/21/2006,16:49:19,43.519,N,66.703,W,0
7/21/2006,16:51:19,43.527,N,66.692,W,0
7/21/2006,16:53:18,43.535,N,66.68,W,0
7/21/2006,16:55:18,43.543,N,66.669,W,0
7/21/2006,16:57:18,43.551,N,66.657,W,0
7/21/2006,16:59:18,43.559,N,66.646,W,0
7/21/2006,17:01:18,43.567,N,66.635,W,0
7/21/2006,17:03:18,43.575,N,66.623,W,0
7/21/2006,17:05:18,43.583,N,66.612,W,0
7/21/2006,17:07:19,43.591,N,66.6,W,0
7/21/2006,17:09:19,43.599,N,66.589,W,0
7/21/2006,17:11:19,43.607,N,66.577,W,0
7/21/2006,17:13:19,43.614,N,66.566,W,0
7/21/2006,17:15:19,43.622,N,66.555,W,0
7/21/2006,17:17:19,43.63,N,66.543,W,0
7/21/2006,17:19:19,43.638,N,66.532,W,0
7/21/2006,17:21:19,43.646,N,66.52,W,0
7/21/2006,17:23:18,43.654,N,66.509,W,0
7/21/2006,17:25:18,43.662,N,66.498,W,0
7/21/2006,17:27:18,43.67,N,66.486,W,0
7/21/2006,17:29:18,43.678,N,66.475,W,0
7/21/2006,17:31:18,43.686,N,66.463,W,0
7/21/2006,17:33:18,43.694,N,66.452,W,0
7/21/2006,17:35:18,43.702,N,66.441,W,0
7/21/2006,17:37:19,43.71,N,66.429,W,0
7/21/2006,17:39:19,43.718,N,66.418,W,0
7/21/2006,17:41:19,43.726,N,66.406,W,0
7/21/2006,17:43:19,43.734,N,66.395,W,0
7/21/2006,17:45:19,43.742,N,66.384,W,0
7/21/2006,17:47:19,43.75,N,66.372,W,0
7/21/2006,17:49:19,43.758,N,66.361,W,0
7/21/2006,17:51:19,43.765,N,66.349,W,0
7/21/2006,17:53:18,43.773,N,66.338,W,0
7/21/2006,17:55:18,43.781,N,66.327,W,0
7/21/2006,17:57:18,43.789,N,66.315,W,0
7/21/2006,17:59:18,43.797,N,66.304,W,0
