Track,for,Hanna,2002,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/13/2002,22:41:24,27.725,N,88.934,W,0
9/13/2002,22:43:24,27.726,N,88.936,W,0
9/13/2002,22:45:24,27.728,N,88.938,W,0
9/13/2002,22:47:24,27.73,N,88.94,W,0
9/13/2002,22:49:24,27.731,N,88.942,W,0
9/13/2002,22:51:23,27.733,N,88.944,W,0
9/13/2002,22:52:17,27.734,N,88.945,W,0
9/13/2002,22:54:17,27.735,N,88.948,W,0
9/13/2002,22:56:17,27.737,N,88.951,W,0
9/13/2002,22:58:17,27.738,N,88.954,W,0
9/13/2002,23:00:17,27.74,N,88.958,W,0
9/13/2002,23:02:17,27.742,N,88.962,W,0
9/13/2002,23:04:17,27.743,N,88.965,W,0
9/13/2002,23:06:18,27.745,N,88.969,W,0
9/13/2002,23:08:18,27.747,N,88.974,W,0
9/13/2002,23:10:18,27.749,N,88.978,W,0
9/13/2002,23:12:18,27.75,N,88.982,W,0
9/13/2002,23:14:18,27.752,N,88.987,W,0
9/13/2002,23:16:18,27.754,N,88.991,W,0
9/13/2002,23:18:18,27.756,N,88.996,W,0
9/13/2002,23:20:17,27.758,N,89.001,W,0
9/13/2002,23:22:17,27.76,N,89.006,W,0
9/13/2002,23:24:17,27.763,N,89.011,W,0
9/13/2002,23:26:17,27.765,N,89.016,W,0
9/13/2002,23:28:17,27.767,N,89.021,W,0
9/13/2002,23:30:17,27.769,N,89.026,W,0
9/13/2002,23:32:17,27.772,N,89.031,W,0
9/13/2002,23:34:17,27.774,N,89.036,W,0
9/13/2002,23:36:18,27.776,N,89.042,W,0
9/13/2002,23:38:18,27.779,N,89.047,W,0
9/13/2002,23:40:18,27.781,N,89.052,W,0
9/13/2002,23:42:18,27.784,N,89.058,W,0
9/13/2002,23:44:18,27.786,N,89.063,W,0
9/13/2002,23:46:18,27.789,N,89.068,W,0
9/13/2002,23:48:18,27.792,N,89.074,W,0
9/13/2002,23:50:17,27.794,N,89.079,W,0
9/13/2002,23:52:17,27.797,N,89.084,W,0
9/13/2002,23:54:17,27.8,N,89.089,W,0
9/13/2002,23:56:17,27.803,N,89.095,W,0
9/13/2002,23:58:17,27.806,N,89.1,W,0
9/14/2002,0:00:17,27.809,N,89.105,W,0
9/14/2002,0:02:17,27.812,N,89.11,W,0
9/14/2002,0:04:17,27.815,N,89.114,W,0
9/14/2002,0:06:18,27.818,N,89.119,W,0
9/14/2002,0:08:18,27.821,N,89.124,W,0
9/14/2002,0:10:18,27.824,N,89.129,W,0
9/14/2002,0:12:18,27.828,N,89.133,W,0
9/14/2002,0:14:18,27.831,N,89.137,W,0
9/14/2002,0:16:18,27.834,N,89.142,W,0
9/14/2002,0:18:18,27.838,N,89.146,W,0
9/14/2002,0:20:17,27.841,N,89.15,W,0
9/14/2002,0:22:17,27.845,N,89.153,W,0
9/14/2002,0:24:17,27.848,N,89.157,W,0
9/14/2002,0:26:17,27.852,N,89.16,W,0
9/14/2002,0:28:17,27.855,N,89.164,W,0
9/14/2002,0:29:42,27.858,N,89.166,W,0
9/14/2002,0:31:42,27.861,N,89.169,W,0
9/14/2002,0:33:42,27.865,N,89.172,W,0
9/14/2002,0:35:42,27.868,N,89.174,W,0
9/14/2002,0:37:42,27.871,N,89.177,W,0
9/14/2002,0:39:42,27.875,N,89.179,W,0
9/14/2002,0:41:42,27.878,N,89.182,W,0
9/14/2002,0:43:43,27.882,N,89.184,W,0
9/14/2002,0:45:43,27.886,N,89.186,W,0
9/14/2002,0:47:43,27.889,N,89.188,W,0
9/14/2002,0:49:43,27.893,N,89.19,W,0
9/14/2002,0:51:43,27.897,N,89.192,W,0
9/14/2002,0:53:43,27.9,N,89.193,W,0
9/14/2002,0:55:43,27.904,N,89.195,W,0
9/14/2002,0:57:43,27.908,N,89.196,W,0
9/14/2002,0:59:42,27.912,N,89.197,W,0
9/14/2002,1:01:42,27.916,N,89.198,W,0
9/14/2002,1:03:42,27.92,N,89.199,W,0
9/14/2002,1:05:42,27.925,N,89.2,W,0
9/14/2002,1:07:42,27.929,N,89.201,W,0
9/14/2002,1:09:42,27.933,N,89.202,W,0
9/14/2002,1:11:42,27.937,N,89.202,W,0
9/14/2002,1:13:43,27.942,N,89.202,W,0
9/14/2002,1:15:43,27.946,N,89.203,W,0
9/14/2002,1:17:43,27.951,N,89.203,W,0
9/14/2002,1:19:43,27.955,N,89.203,W,0
9/14/2002,1:21:43,27.96,N,89.203,W,0
9/14/2002,1:23:43,27.964,N,89.202,W,0
9/14/2002,1:25:43,27.969,N,89.202,W,0
9/14/2002,1:27:43,27.974,N,89.202,W,0
9/14/2002,1:29:42,27.979,N,89.201,W,0
9/14/2002,1:31:42,27.983,N,89.201,W,0
9/14/2002,1:33:42,27.988,N,89.2,W,0
9/14/2002,1:35:42,27.993,N,89.199,W,0
9/14/2002,1:37:42,27.998,N,89.198,W,0
9/14/2002,1:39:42,28.003,N,89.197,W,0
9/14/2002,1:41:42,28.008,N,89.196,W,0
9/14/2002,1:43:43,28.013,N,89.195,W,0
9/14/2002,1:45:43,28.018,N,89.194,W,0
9/14/2002,1:47:43,28.023,N,89.193,W,0
9/14/2002,1:49:43,28.029,N,89.192,W,0
9/14/2002,1:51:43,28.034,N,89.19,W,0
9/14/2002,1:53:43,28.039,N,89.189,W,0
9/14/2002,1:55:43,28.044,N,89.187,W,0
9/14/2002,1:57:43,28.049,N,89.186,W,0
9/14/2002,1:59:42,28.055,N,89.184,W,0
9/14/2002,2:01:42,28.06,N,89.183,W,0
9/14/2002,2:03:42,28.065,N,89.181,W,0
9/14/2002,2:05:42,28.071,N,89.179,W,0
9/14/2002,2:07:42,28.076,N,89.178,W,0
9/14/2002,2:08:26,28.078,N,89.177,W,0
9/14/2002,2:10:26,28.083,N,89.177,W,0
9/14/2002,2:12:26,28.087,N,89.177,W,0
9/14/2002,2:14:27,28.092,N,89.177,W,0
9/14/2002,2:16:27,28.096,N,89.177,W,0
9/14/2002,2:18:27,28.101,N,89.177,W,0
9/14/2002,2:20:27,28.106,N,89.178,W,0
9/14/2002,2:22:27,28.11,N,89.178,W,0
9/14/2002,2:24:27,28.115,N,89.178,W,0
9/14/2002,2:26:27,28.12,N,89.178,W,0
9/14/2002,2:28:27,28.124,N,89.178,W,0
9/14/2002,2:30:26,28.129,N,89.178,W,0
9/14/2002,2:32:26,28.134,N,89.178,W,0
9/14/2002,2:34:26,28.138,N,89.178,W,0
9/14/2002,2:36:26,28.143,N,89.178,W,0
9/14/2002,2:38:26,28.148,N,89.178,W,0
9/14/2002,2:40:26,28.153,N,89.178,W,0
9/14/2002,2:42:26,28.157,N,89.178,W,0
9/14/2002,2:44:27,28.162,N,89.178,W,0
9/14/2002,2:46:27,28.167,N,89.178,W,0
9/14/2002,2:48:27,28.172,N,89.178,W,0
9/14/2002,2:50:27,28.177,N,89.178,W,0
9/14/2002,2:52:27,28.181,N,89.177,W,0
9/14/2002,2:54:27,28.186,N,89.177,W,0
9/14/2002,2:56:27,28.191,N,89.177,W,0
9/14/2002,2:58:27,28.196,N,89.177,W,0
9/14/2002,3:00:26,28.201,N,89.177,W,0
9/14/2002,3:02:26,28.206,N,89.177,W,0
9/14/2002,3:04:26,28.21,N,89.177,W,0
9/14/2002,3:06:26,28.215,N,89.177,W,0
9/14/2002,3:08:26,28.22,N,89.177,W,0
9/14/2002,3:10:26,28.225,N,89.176,W,0
9/14/2002,3:12:26,28.23,N,89.176,W,0
9/14/2002,3:14:27,28.235,N,89.176,W,0
9/14/2002,3:16:27,28.24,N,89.176,W,0
9/14/2002,3:18:27,28.245,N,89.176,W,0
9/14/2002,3:20:27,28.25,N,89.176,W,0
9/14/2002,3:22:27,28.255,N,89.175,W,0
9/14/2002,3:24:27,28.26,N,89.175,W,0
9/14/2002,3:26:27,28.265,N,89.175,W,0
9/14/2002,3:28:27,28.27,N,89.175,W,0
9/14/2002,3:30:26,28.275,N,89.175,W,0
9/14/2002,3:32:26,28.28,N,89.174,W,0
9/14/2002,3:34:26,28.285,N,89.174,W,0
9/14/2002,3:36:26,28.29,N,89.174,W,0
9/14/2002,3:38:26,28.295,N,89.174,W,0
9/14/2002,3:40:26,28.3,N,89.173,W,0
9/14/2002,3:42:26,28.305,N,89.173,W,0
9/14/2002,3:44:27,28.31,N,89.173,W,0
9/14/2002,3:46:27,28.315,N,89.173,W,0
9/14/2002,3:48:27,28.32,N,89.172,W,0
9/14/2002,3:50:27,28.325,N,89.172,W,0
9/14/2002,3:52:27,28.33,N,89.172,W,0
9/14/2002,3:54:27,28.335,N,89.171,W,0
9/14/2002,3:56:27,28.341,N,89.171,W,0
9/14/2002,3:58:27,28.346,N,89.171,W,0
9/14/2002,4:00:26,28.351,N,89.171,W,0
9/14/2002,4:02:26,28.356,N,89.17,W,0
9/14/2002,4:04:26,28.361,N,89.17,W,0
9/14/2002,4:06:26,28.366,N,89.17,W,0
9/14/2002,4:08:26,28.371,N,89.169,W,0
9/14/2002,4:10:26,28.377,N,89.169,W,0
9/14/2002,4:12:26,28.382,N,89.169,W,0
9/14/2002,4:14:27,28.387,N,89.168,W,0
9/14/2002,4:16:27,28.392,N,89.168,W,0
9/14/2002,4:18:27,28.397,N,89.168,W,0
9/14/2002,4:20:27,28.402,N,89.167,W,0
9/14/2002,4:22:27,28.408,N,89.167,W,0
9/14/2002,4:24:27,28.413,N,89.166,W,0
9/14/2002,4:26:27,28.418,N,89.166,W,0
9/14/2002,4:28:27,28.423,N,89.166,W,0
9/14/2002,4:30:26,28.429,N,89.165,W,0
9/14/2002,4:32:26,28.434,N,89.165,W,0
9/14/2002,4:34:26,28.439,N,89.165,W,0
9/14/2002,4:36:26,28.444,N,89.164,W,0
9/14/2002,4:38:26,28.45,N,89.164,W,0
9/14/2002,4:40:26,28.455,N,89.163,W,0
9/14/2002,4:42:26,28.46,N,89.163,W,0
9/14/2002,4:44:27,28.465,N,89.163,W,0
9/14/2002,4:46:27,28.471,N,89.162,W,0
9/14/2002,4:48:27,28.476,N,89.162,W,0
9/14/2002,4:50:27,28.481,N,89.161,W,0
9/14/2002,4:52:27,28.486,N,89.161,W,0
9/14/2002,4:54:27,28.492,N,89.161,W,0
9/14/2002,4:56:27,28.497,N,89.16,W,0
9/14/2002,4:58:27,28.502,N,89.16,W,0
9/14/2002,5:00:26,28.508,N,89.159,W,0
9/14/2002,5:02:26,28.513,N,89.159,W,0
9/14/2002,5:04:26,28.518,N,89.159,W,0
9/14/2002,5:06:26,28.524,N,89.158,W,0
9/14/2002,5:08:26,28.529,N,89.158,W,0
9/14/2002,5:10:26,28.534,N,89.157,W,0
9/14/2002,5:12:26,28.54,N,89.157,W,0
9/14/2002,5:14:27,28.545,N,89.156,W,0
9/14/2002,5:16:27,28.55,N,89.156,W,0
9/14/2002,5:18:27,28.556,N,89.156,W,0
9/14/2002,5:20:27,28.561,N,89.155,W,0
9/14/2002,5:22:27,28.566,N,89.155,W,0
9/14/2002,5:24:27,28.572,N,89.154,W,0
9/14/2002,5:25:40,28.575,N,89.154,W,0
9/14/2002,5:27:40,28.578,N,89.152,W,0
9/14/2002,5:29:40,28.581,N,89.151,W,0
9/14/2002,5:31:40,28.584,N,89.149,W,0
9/14/2002,5:33:40,28.587,N,89.148,W,0
9/14/2002,5:35:40,28.591,N,89.146,W,0
9/14/2002,5:37:40,28.594,N,89.144,W,0
9/14/2002,5:39:41,28.597,N,89.143,W,0
9/14/2002,5:41:41,28.6,N,89.141,W,0
9/14/2002,5:43:41,28.604,N,89.14,W,0
9/14/2002,5:45:41,28.607,N,89.138,W,0
9/14/2002,5:47:41,28.611,N,89.137,W,0
9/14/2002,5:49:41,28.614,N,89.135,W,0
9/14/2002,5:51:41,28.618,N,89.134,W,0
9/14/2002,5:53:40,28.621,N,89.133,W,0
9/14/2002,5:55:40,28.625,N,89.131,W,0
9/14/2002,5:57:40,28.629,N,89.13,W,0
9/14/2002,5:59:40,28.633,N,89.129,W,0
9/14/2002,6:01:40,28.637,N,89.128,W,0
9/14/2002,6:03:40,28.641,N,89.126,W,0
9/14/2002,6:05:40,28.645,N,89.125,W,0
9/14/2002,6:07:40,28.649,N,89.124,W,0
9/14/2002,6:09:41,28.653,N,89.123,W,0
9/14/2002,6:11:41,28.658,N,89.122,W,0
9/14/2002,6:13:41,28.662,N,89.121,W,0
9/14/2002,6:15:41,28.667,N,89.12,W,0
9/14/2002,6:17:41,28.672,N,89.119,W,0
9/14/2002,6:19:41,28.677,N,89.119,W,0
9/14/2002,6:21:41,28.682,N,89.118,W,0
9/14/2002,6:23:40,28.687,N,89.117,W,0
9/14/2002,6:25:40,28.692,N,89.117,W,0
9/14/2002,6:27:40,28.697,N,89.116,W,0
9/14/2002,6:29:40,28.703,N,89.116,W,0
9/14/2002,6:31:40,28.708,N,89.115,W,0
9/14/2002,6:33:40,28.714,N,89.115,W,0
9/14/2002,6:35:40,28.72,N,89.115,W,0
9/14/2002,6:37:40,28.726,N,89.114,W,0
9/14/2002,6:39:41,28.732,N,89.114,W,0
9/14/2002,6:41:41,28.739,N,89.114,W,0
9/14/2002,6:43:41,28.745,N,89.114,W,0
9/14/2002,6:45:41,28.752,N,89.115,W,0
9/14/2002,6:47:41,28.759,N,89.115,W,0
9/14/2002,6:49:41,28.766,N,89.115,W,0
9/14/2002,6:51:41,28.773,N,89.116,W,0
9/14/2002,6:53:40,28.78,N,89.116,W,0
9/14/2002,6:55:40,28.788,N,89.117,W,0
9/14/2002,6:57:40,28.795,N,89.117,W,0
9/14/2002,6:59:40,28.803,N,89.118,W,0
9/14/2002,7:01:40,28.811,N,89.119,W,0
9/14/2002,7:03:40,28.819,N,89.12,W,0
9/14/2002,7:05:40,28.828,N,89.121,W,0
9/14/2002,7:07:40,28.836,N,89.122,W,0
9/14/2002,7:09:41,28.845,N,89.123,W,0
9/14/2002,7:11:41,28.854,N,89.125,W,0
9/14/2002,7:13:41,28.863,N,89.126,W,0
9/14/2002,7:15:41,28.872,N,89.128,W,0
9/14/2002,7:16:18,28.875,N,89.128,W,0
9/14/2002,7:18:18,28.886,N,89.133,W,0
9/14/2002,7:20:17,28.896,N,89.138,W,0
9/14/2002,7:22:17,28.907,N,89.143,W,0
9/14/2002,7:24:17,28.918,N,89.149,W,0
9/14/2002,7:26:17,28.93,N,89.154,W,0
9/14/2002,7:28:17,28.941,N,89.16,W,0
9/14/2002,7:30:17,28.953,N,89.165,W,0
9/14/2002,7:32:17,28.964,N,89.171,W,0
9/14/2002,7:34:17,28.976,N,89.177,W,0
9/14/2002,7:36:18,28.988,N,89.183,W,0
9/14/2002,7:38:18,29.001,N,89.19,W,0
9/14/2002,7:40:18,29.013,N,89.196,W,0
9/14/2002,7:42:18,29.025,N,89.202,W,0
9/14/2002,7:44:18,29.038,N,89.208,W,0
9/14/2002,7:46:18,29.051,N,89.215,W,0
9/14/2002,7:48:18,29.064,N,89.221,W,0
9/14/2002,7:50:17,29.076,N,89.227,W,0
9/14/2002,7:52:17,29.089,N,89.233,W,0
9/14/2002,7:54:17,29.102,N,89.24,W,0
9/14/2002,7:56:17,29.116,N,89.246,W,0
9/14/2002,7:58:17,29.129,N,89.252,W,0
9/14/2002,8:00:17,29.142,N,89.258,W,0
9/14/2002,8:02:17,29.155,N,89.264,W,0
9/14/2002,8:04:17,29.168,N,89.27,W,0
9/14/2002,8:06:18,29.182,N,89.276,W,0
9/14/2002,8:08:18,29.195,N,89.281,W,0
9/14/2002,8:10:18,29.208,N,89.287,W,0
9/14/2002,8:12:18,29.222,N,89.292,W,0
9/14/2002,8:14:18,29.235,N,89.297,W,0
9/14/2002,8:16:18,29.248,N,89.302,W,0
9/14/2002,8:18:18,29.262,N,89.307,W,0
9/14/2002,8:20:17,29.275,N,89.311,W,0
9/14/2002,8:22:17,29.288,N,89.316,W,0
9/14/2002,8:24:17,29.302,N,89.32,W,0
9/14/2002,8:26:17,29.315,N,89.324,W,0
9/14/2002,8:28:17,29.328,N,89.327,W,0
9/14/2002,8:30:17,29.341,N,89.33,W,0
9/14/2002,8:32:17,29.354,N,89.334,W,0
9/14/2002,8:34:17,29.367,N,89.336,W,0
9/14/2002,8:36:18,29.38,N,89.339,W,0
9/14/2002,8:38:18,29.392,N,89.341,W,0
9/14/2002,8:40:18,29.405,N,89.343,W,0
9/14/2002,8:42:18,29.417,N,89.344,W,0
9/14/2002,8:44:18,29.43,N,89.345,W,0
9/14/2002,8:46:18,29.442,N,89.346,W,0
9/14/2002,8:48:18,29.454,N,89.346,W,0
9/14/2002,8:50:17,29.466,N,89.346,W,0
9/14/2002,8:52:17,29.478,N,89.345,W,0
9/14/2002,8:54:17,29.49,N,89.345,W,0
9/14/2002,8:56:17,29.501,N,89.343,W,0
9/14/2002,8:58:17,29.513,N,89.342,W,0
9/14/2002,9:00:17,29.524,N,89.34,W,0
9/14/2002,9:02:17,29.535,N,89.338,W,0
9/14/2002,9:04:17,29.547,N,89.335,W,0
9/14/2002,9:06:18,29.558,N,89.332,W,0
9/14/2002,9:08:18,29.569,N,89.329,W,0
9/14/2002,9:10:18,29.579,N,89.325,W,0
9/14/2002,9:12:18,29.59,N,89.322,W,0
9/14/2002,9:14:18,29.601,N,89.317,W,0
9/14/2002,9:15:51,29.609,N,89.314,W,0
9/14/2002,9:17:51,29.621,N,89.308,W,0
9/14/2002,9:19:51,29.632,N,89.302,W,0
9/14/2002,9:21:51,29.644,N,89.296,W,0
9/14/2002,9:23:52,29.655,N,89.29,W,0
9/14/2002,9:25:52,29.666,N,89.283,W,0
9/14/2002,9:27:52,29.678,N,89.276,W,0
9/14/2002,9:29:52,29.689,N,89.269,W,0
9/14/2002,9:31:52,29.7,N,89.262,W,0
9/14/2002,9:33:52,29.71,N,89.254,W,0
9/14/2002,9:35:52,29.721,N,89.246,W,0
9/14/2002,9:37:52,29.732,N,89.239,W,0
9/14/2002,9:39:51,29.742,N,89.231,W,0
9/14/2002,9:41:51,29.753,N,89.223,W,0
9/14/2002,9:43:51,29.763,N,89.215,W,0
9/14/2002,9:45:51,29.773,N,89.206,W,0
9/14/2002,9:47:51,29.783,N,89.198,W,0
9/14/2002,9:49:51,29.793,N,89.19,W,0
9/14/2002,9:51:51,29.803,N,89.181,W,0
9/14/2002,9:53:52,29.812,N,89.173,W,0
9/14/2002,9:55:52,29.822,N,89.165,W,0
9/14/2002,9:57:52,29.831,N,89.156,W,0
9/14/2002,9:59:52,29.84,N,89.148,W,0
9/14/2002,10:01:52,29.849,N,89.139,W,0
9/14/2002,10:03:52,29.857,N,89.131,W,0
9/14/2002,10:05:52,29.866,N,89.122,W,0
9/14/2002,10:07:52,29.874,N,89.114,W,0
9/14/2002,10:09:51,29.882,N,89.106,W,0
9/14/2002,10:11:51,29.89,N,89.097,W,0
9/14/2002,10:13:51,29.897,N,89.089,W,0
9/14/2002,10:15:51,29.905,N,89.081,W,0
9/14/2002,10:17:51,29.912,N,89.073,W,0
9/14/2002,10:19:51,29.919,N,89.065,W,0
9/14/2002,10:21:51,29.926,N,89.058,W,0
9/14/2002,10:23:52,29.932,N,89.05,W,0
9/14/2002,10:25:52,29.939,N,89.043,W,0
9/14/2002,10:26:41,29.941,N,89.04,W,0
9/14/2002,10:28:41,29.947,N,89.035,W,0
9/14/2002,10:30:41,29.952,N,89.03,W,0
9/14/2002,10:32:41,29.957,N,89.026,W,0
9/14/2002,10:34:41,29.962,N,89.022,W,0
9/14/2002,10:36:41,29.967,N,89.018,W,0
9/14/2002,10:38:40,29.971,N,89.014,W,0
9/14/2002,10:40:40,29.975,N,89.01,W,0
9/14/2002,10:42:40,29.978,N,89.007,W,0
9/14/2002,10:44:40,29.981,N,89.004,W,0
9/14/2002,10:46:40,29.984,N,89.002,W,0
9/14/2002,10:48:40,29.986,N,88.999,W,0
9/14/2002,10:50:40,29.989,N,88.997,W,0
9/14/2002,10:52:40,29.99,N,88.995,W,0
9/14/2002,10:54:41,29.992,N,88.993,W,0
9/14/2002,10:56:41,29.993,N,88.991,W,0
9/14/2002,10:58:41,29.995,N,88.989,W,0
9/14/2002,11:00:41,29.995,N,88.988,W,0
9/14/2002,11:02:41,29.996,N,88.987,W,0
9/14/2002,11:04:41,29.997,N,88.985,W,0
9/14/2002,11:06:41,29.997,N,88.984,W,0
9/14/2002,11:08:40,29.997,N,88.983,W,0
9/14/2002,11:10:40,29.997,N,88.982,W,0
9/14/2002,11:12:40,29.997,N,88.981,W,0
9/14/2002,11:14:40,29.997,N,88.98,W,0
9/14/2002,11:16:40,29.996,N,88.979,W,0
9/14/2002,11:18:40,29.996,N,88.978,W,0
9/14/2002,11:20:40,29.995,N,88.977,W,0
9/14/2002,11:22:40,29.994,N,88.976,W,0
9/14/2002,11:24:41,29.994,N,88.975,W,0
9/14/2002,11:26:41,29.993,N,88.974,W,0
9/14/2002,11:28:41,29.992,N,88.973,W,0
9/14/2002,11:30:41,29.991,N,88.971,W,0
9/14/2002,11:32:41,29.99,N,88.97,W,0
9/14/2002,11:34:41,29.989,N,88.968,W,0
9/14/2002,11:36:41,29.988,N,88.967,W,0
9/14/2002,11:38:40,29.988,N,88.965,W,0
9/14/2002,11:40:40,29.987,N,88.963,W,0
9/14/2002,11:42:40,29.986,N,88.96,W,0
9/14/2002,11:44:40,29.985,N,88.958,W,0
9/14/2002,11:46:40,29.985,N,88.955,W,0
9/14/2002,11:48:40,29.984,N,88.952,W,0
9/14/2002,11:50:40,29.984,N,88.949,W,0
9/14/2002,11:52:40,29.984,N,88.946,W,0
9/14/2002,11:54:41,29.984,N,88.942,W,0
9/14/2002,11:56:41,29.984,N,88.938,W,0
9/14/2002,11:58:41,29.984,N,88.934,W,0
9/14/2002,12:00:41,29.984,N,88.93,W,0
9/14/2002,12:02:41,29.985,N,88.925,W,0
9/14/2002,12:04:41,29.986,N,88.919,W,0
9/14/2002,12:06:41,29.987,N,88.914,W,0
9/14/2002,12:08:40,29.988,N,88.908,W,0
9/14/2002,12:10:40,29.99,N,88.901,W,0
9/14/2002,12:12:40,29.991,N,88.895,W,0
9/14/2002,12:13:27,29.992,N,88.892,W,0
9/14/2002,12:15:27,29.995,N,88.885,W,0
9/14/2002,12:17:28,29.997,N,88.879,W,0
9/14/2002,12:19:28,30,N,88.872,W,0
9/14/2002,12:21:28,30.003,N,88.864,W,0
9/14/2002,12:23:28,30.005,N,88.857,W,0
9/14/2002,12:25:28,30.008,N,88.849,W,0
9/14/2002,12:27:28,30.011,N,88.841,W,0
9/14/2002,12:29:28,30.015,N,88.833,W,0
9/14/2002,12:31:28,30.018,N,88.825,W,0
9/14/2002,12:33:27,30.021,N,88.816,W,0
9/14/2002,12:35:27,30.025,N,88.807,W,0
9/14/2002,12:37:27,30.028,N,88.798,W,0
9/14/2002,12:39:27,30.032,N,88.789,W,0
9/14/2002,12:41:27,30.035,N,88.779,W,0
9/14/2002,12:43:27,30.039,N,88.769,W,0
9/14/2002,12:45:27,30.043,N,88.759,W,0
9/14/2002,12:47:28,30.047,N,88.748,W,0
9/14/2002,12:49:28,30.051,N,88.737,W,0
9/14/2002,12:51:28,30.056,N,88.726,W,0
9/14/2002,12:53:28,30.06,N,88.715,W,0
9/14/2002,12:55:28,30.065,N,88.704,W,0
9/14/2002,12:57:28,30.069,N,88.692,W,0
9/14/2002,12:59:28,30.074,N,88.679,W,0
9/14/2002,13:01:28,30.079,N,88.667,W,0
9/14/2002,13:03:27,30.084,N,88.654,W,0
9/14/2002,13:05:27,30.089,N,88.641,W,0
9/14/2002,13:07:27,30.094,N,88.628,W,0
9/14/2002,13:09:27,30.1,N,88.614,W,0
9/14/2002,13:11:27,30.105,N,88.601,W,0
9/14/2002,13:13:27,30.111,N,88.587,W,0
9/14/2002,13:15:27,30.116,N,88.572,W,0
9/14/2002,13:17:28,30.122,N,88.558,W,0
9/14/2002,13:19:28,30.128,N,88.543,W,0
9/14/2002,13:21:28,30.134,N,88.529,W,0
9/14/2002,13:23:28,30.14,N,88.514,W,0
9/14/2002,13:25:28,30.146,N,88.498,W,0
9/14/2002,13:27:28,30.152,N,88.483,W,0
9/14/2002,13:29:10,30.157,N,88.47,W,0
9/14/2002,13:31:10,30.162,N,88.467,W,0
9/14/2002,13:33:10,30.167,N,88.464,W,0
9/14/2002,13:35:10,30.172,N,88.461,W,0
9/14/2002,13:37:10,30.177,N,88.458,W,0
9/14/2002,13:39:10,30.182,N,88.456,W,0
9/14/2002,13:41:10,30.187,N,88.453,W,0
9/14/2002,13:43:09,30.192,N,88.45,W,0
9/14/2002,13:45:09,30.197,N,88.447,W,0
9/14/2002,13:47:09,30.202,N,88.444,W,0
9/14/2002,13:49:09,30.207,N,88.441,W,0
9/14/2002,13:51:09,30.212,N,88.438,W,0
9/14/2002,13:53:09,30.217,N,88.435,W,0
9/14/2002,13:55:09,30.222,N,88.432,W,0
9/14/2002,13:57:09,30.227,N,88.429,W,0
9/14/2002,13:59:10,30.232,N,88.426,W,0
9/14/2002,14:01:10,30.237,N,88.424,W,0
9/14/2002,14:03:10,30.242,N,88.421,W,0
9/14/2002,14:05:10,30.247,N,88.418,W,0
9/14/2002,14:07:10,30.252,N,88.415,W,0
9/14/2002,14:09:10,30.257,N,88.412,W,0
9/14/2002,14:11:10,30.261,N,88.409,W,0
9/14/2002,14:13:09,30.266,N,88.406,W,0
9/14/2002,14:15:09,30.271,N,88.403,W,0
9/14/2002,14:17:09,30.276,N,88.4,W,0
9/14/2002,14:19:09,30.281,N,88.397,W,0
9/14/2002,14:21:09,30.286,N,88.394,W,0
9/14/2002,14:23:09,30.291,N,88.391,W,0
9/14/2002,14:25:09,30.296,N,88.388,W,0
9/14/2002,14:27:09,30.301,N,88.385,W,0
9/14/2002,14:29:10,30.306,N,88.382,W,0
9/14/2002,14:31:10,30.311,N,88.379,W,0
9/14/2002,14:33:10,30.316,N,88.376,W,0
9/14/2002,14:35:10,30.321,N,88.372,W,0
9/14/2002,14:37:10,30.326,N,88.369,W,0
9/14/2002,14:39:10,30.331,N,88.366,W,0
9/14/2002,14:41:10,30.335,N,88.363,W,0
9/14/2002,14:43:09,30.34,N,88.36,W,0
9/14/2002,14:45:09,30.345,N,88.357,W,0
9/14/2002,14:47:09,30.35,N,88.354,W,0
9/14/2002,14:49:09,30.355,N,88.351,W,0
9/14/2002,14:51:09,30.36,N,88.348,W,0
9/14/2002,14:53:09,30.365,N,88.345,W,0
9/14/2002,14:55:09,30.37,N,88.341,W,0
9/14/2002,14:57:09,30.375,N,88.338,W,0
9/14/2002,14:59:10,30.379,N,88.335,W,0
9/14/2002,15:01:10,30.384,N,88.332,W,0
9/14/2002,15:03:10,30.389,N,88.329,W,0
9/14/2002,15:05:10,30.394,N,88.326,W,0
9/14/2002,15:07:10,30.399,N,88.322,W,0
9/14/2002,15:09:10,30.404,N,88.319,W,0
9/14/2002,15:11:10,30.409,N,88.316,W,0
9/14/2002,15:13:09,30.414,N,88.313,W,0
9/14/2002,15:15:09,30.418,N,88.31,W,0
9/14/2002,15:17:09,30.423,N,88.306,W,0
9/14/2002,15:19:09,30.428,N,88.303,W,0
9/14/2002,15:21:09,30.433,N,88.3,W,0
9/14/2002,15:23:09,30.438,N,88.297,W,0
9/14/2002,15:25:09,30.443,N,88.293,W,0
9/14/2002,15:27:09,30.447,N,88.29,W,0
9/14/2002,15:29:10,30.452,N,88.287,W,0
9/14/2002,15:31:10,30.457,N,88.283,W,0
9/14/2002,15:33:10,30.462,N,88.28,W,0
9/14/2002,15:35:10,30.467,N,88.277,W,0
9/14/2002,15:37:10,30.471,N,88.273,W,0
9/14/2002,15:39:10,30.476,N,88.27,W,0
9/14/2002,15:41:10,30.481,N,88.267,W,0
9/14/2002,15:43:09,30.486,N,88.263,W,0
