Track,for,Claudette,2003,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
7/7/2003,23:53:59,13.695,N,61.954,W,1
7/7/2003,23:55:59,13.696,N,61.969,W,1
7/7/2003,23:58:00,13.698,N,61.985,W,1
7/8/2003,0:00:00,13.7,N,62,W,1
7/8/2003,0:02:00,13.702,N,62.015,W,1
7/8/2003,0:04:00,13.704,N,62.031,W,1
7/8/2003,0:06:00,13.705,N,62.046,W,1
7/8/2003,0:08:00,13.707,N,62.062,W,1
7/8/2003,0:10:00,13.709,N,62.077,W,1
7/8/2003,0:12:00,13.711,N,62.093,W,1
7/8/2003,0:14:00,13.713,N,62.108,W,1
7/8/2003,0:16:00,13.715,N,62.124,W,1
7/8/2003,0:18:00,13.716,N,62.139,W,1
7/8/2003,0:20:00,13.718,N,62.155,W,1
7/8/2003,0:22:00,13.72,N,62.17,W,1
7/8/2003,0:24:00,13.722,N,62.186,W,1
7/8/2003,0:26:00,13.724,N,62.201,W,1
7/8/2003,0:28:00,13.726,N,62.217,W,1
7/8/2003,0:30:00,13.727,N,62.232,W,1
7/8/2003,0:32:00,13.729,N,62.248,W,1
7/8/2003,0:34:00,13.731,N,62.263,W,1
7/8/2003,0:36:00,13.733,N,62.279,W,1
7/8/2003,0:38:00,13.735,N,62.294,W,1
7/8/2003,0:40:00,13.736,N,62.31,W,1
7/8/2003,0:42:00,13.738,N,62.325,W,1
7/8/2003,0:44:00,13.74,N,62.341,W,1
7/8/2003,0:46:00,13.742,N,62.356,W,1
7/8/2003,0:48:00,13.744,N,62.372,W,1
7/8/2003,0:50:00,13.745,N,62.387,W,1
7/8/2003,0:52:00,13.747,N,62.403,W,1
7/8/2003,0:54:00,13.749,N,62.418,W,1
7/8/2003,0:56:00,13.751,N,62.434,W,1
7/8/2003,0:58:00,13.753,N,62.449,W,1
7/8/2003,1:00:00,13.755,N,62.464,W,1
7/8/2003,1:01:59,13.756,N,62.48,W,1
7/8/2003,1:04:00,13.758,N,62.495,W,1
7/8/2003,1:06:00,13.76,N,62.511,W,1
7/8/2003,1:07:59,13.762,N,62.526,W,1
7/8/2003,1:09:59,13.764,N,62.542,W,1
7/8/2003,1:12:00,13.765,N,62.557,W,1
7/8/2003,1:14:00,13.767,N,62.573,W,1
7/8/2003,1:15:59,13.769,N,62.588,W,1
7/8/2003,1:17:59,13.771,N,62.604,W,1
7/8/2003,1:20:00,13.773,N,62.619,W,1
7/8/2003,1:22:00,13.774,N,62.635,W,1
7/8/2003,1:23:59,13.776,N,62.65,W,1
7/8/2003,1:25:59,13.778,N,62.666,W,1
7/8/2003,1:28:00,13.78,N,62.681,W,1
7/8/2003,1:30:00,13.782,N,62.697,W,1
7/8/2003,1:31:59,13.783,N,62.712,W,1
7/8/2003,1:34:00,13.785,N,62.728,W,1
7/8/2003,1:36:00,13.787,N,62.743,W,1
7/8/2003,1:38:00,13.789,N,62.759,W,1
7/8/2003,1:39:59,13.791,N,62.774,W,1
7/8/2003,1:42:00,13.792,N,62.79,W,1
7/8/2003,1:44:00,13.794,N,62.805,W,1
7/8/2003,1:46:00,13.796,N,62.821,W,1
7/8/2003,1:47:59,13.798,N,62.836,W,1
7/8/2003,1:50:00,13.799,N,62.852,W,1
7/8/2003,1:52:00,13.801,N,62.867,W,1
7/8/2003,1:54:00,13.803,N,62.883,W,1
7/8/2003,1:55:59,13.805,N,62.898,W,1
7/8/2003,1:58:00,13.807,N,62.914,W,1
7/8/2003,2:00:00,13.808,N,62.929,W,1
7/8/2003,2:01:59,13.81,N,62.945,W,1
7/8/2003,2:03:59,13.812,N,62.96,W,1
7/8/2003,2:05:59,13.814,N,62.976,W,1
7/8/2003,2:08:00,13.815,N,62.991,W,1
7/8/2003,2:10:00,13.817,N,63.007,W,1
7/8/2003,2:12:00,13.819,N,63.022,W,1
7/8/2003,2:14:00,13.821,N,63.038,W,1
7/8/2003,2:15:59,13.822,N,63.053,W,1
7/8/2003,2:17:59,13.824,N,63.069,W,1
7/8/2003,2:19:59,13.826,N,63.084,W,1
7/8/2003,2:21:59,13.828,N,63.1,W,1
7/8/2003,2:24:00,13.829,N,63.115,W,1
7/8/2003,2:26:00,13.831,N,63.131,W,1
7/8/2003,2:28:00,13.833,N,63.147,W,1
7/8/2003,2:30:00,13.835,N,63.162,W,1
7/8/2003,2:31:59,13.836,N,63.178,W,1
7/8/2003,2:33:59,13.838,N,63.193,W,1
7/8/2003,2:35:59,13.84,N,63.209,W,1
7/8/2003,2:38:00,13.842,N,63.224,W,1
7/8/2003,2:40:00,13.843,N,63.24,W,1
7/8/2003,2:42:00,13.845,N,63.255,W,1
7/8/2003,2:44:00,13.847,N,63.271,W,1
7/8/2003,2:46:00,13.849,N,63.286,W,1
7/8/2003,2:47:59,13.85,N,63.302,W,1
7/8/2003,2:49:59,13.852,N,63.317,W,1
7/8/2003,2:51:59,13.854,N,63.333,W,1
7/8/2003,2:54:00,13.855,N,63.348,W,1
7/8/2003,2:56:00,13.857,N,63.364,W,1
7/8/2003,2:58:00,13.859,N,63.379,W,1
7/8/2003,3:00:00,13.861,N,63.395,W,1
7/8/2003,3:01:59,13.862,N,63.411,W,1
7/8/2003,3:03:59,13.864,N,63.426,W,1
7/8/2003,3:05:59,13.866,N,63.442,W,1
7/8/2003,3:08:00,13.867,N,63.457,W,1
7/8/2003,3:10:00,13.869,N,63.473,W,1
7/8/2003,3:12:00,13.871,N,63.488,W,1
7/8/2003,3:14:00,13.872,N,63.504,W,1
7/8/2003,3:15:59,13.874,N,63.519,W,1
7/8/2003,3:17:59,13.876,N,63.535,W,1
7/8/2003,3:19:59,13.877,N,63.55,W,1
7/8/2003,3:21:59,13.879,N,63.566,W,1
7/8/2003,3:24:00,13.881,N,63.582,W,1
7/8/2003,3:26:00,13.882,N,63.597,W,1
7/8/2003,3:28:00,13.884,N,63.613,W,1
7/8/2003,3:30:00,13.886,N,63.628,W,1
7/8/2003,3:31:59,13.887,N,63.644,W,1
7/8/2003,3:33:59,13.889,N,63.659,W,1
7/8/2003,3:35:59,13.891,N,63.675,W,1
7/8/2003,3:38:00,13.892,N,63.69,W,1
7/8/2003,3:40:00,13.894,N,63.706,W,1
7/8/2003,3:42:00,13.896,N,63.722,W,1
7/8/2003,3:44:00,13.897,N,63.737,W,1
7/8/2003,3:46:00,13.899,N,63.753,W,1
7/8/2003,3:47:59,13.901,N,63.768,W,1
7/8/2003,3:49:59,13.902,N,63.784,W,1
7/8/2003,3:51:59,13.904,N,63.799,W,1
7/8/2003,3:54:00,13.906,N,63.815,W,1
7/8/2003,3:56:00,13.907,N,63.831,W,1
7/8/2003,3:58:00,13.909,N,63.846,W,1
7/8/2003,4:00:00,13.91,N,63.862,W,1
7/8/2003,4:01:59,13.912,N,63.877,W,1
7/8/2003,4:03:59,13.914,N,63.893,W,1
7/8/2003,4:05:59,13.915,N,63.908,W,1
7/8/2003,4:07:59,13.917,N,63.924,W,1
7/8/2003,4:09:59,13.918,N,63.94,W,1
7/8/2003,4:11:59,13.92,N,63.955,W,1
7/8/2003,4:13:59,13.922,N,63.971,W,1
7/8/2003,4:16:00,13.923,N,63.986,W,1
7/8/2003,4:18:00,13.925,N,64.002,W,1
7/8/2003,4:20:00,13.926,N,64.018,W,1
7/8/2003,4:22:00,13.928,N,64.033,W,1
7/8/2003,4:24:00,13.93,N,64.049,W,1
7/8/2003,4:26:00,13.931,N,64.064,W,1
7/8/2003,4:28:00,13.933,N,64.08,W,1
7/8/2003,4:30:00,13.934,N,64.096,W,1
7/8/2003,4:31:59,13.936,N,64.111,W,1
7/8/2003,4:33:59,13.937,N,64.127,W,1
7/8/2003,4:35:59,13.939,N,64.142,W,1
7/8/2003,4:37:59,13.94,N,64.158,W,1
7/8/2003,4:39:59,13.942,N,64.174,W,1
7/8/2003,4:41:59,13.944,N,64.189,W,1
7/8/2003,4:43:59,13.945,N,64.205,W,1
7/8/2003,4:46:00,13.947,N,64.221,W,1
7/8/2003,4:48:00,13.948,N,64.236,W,1
7/8/2003,4:50:00,13.95,N,64.252,W,1
7/8/2003,4:52:00,13.951,N,64.267,W,1
7/8/2003,4:54:00,13.953,N,64.283,W,1
7/8/2003,4:56:00,13.954,N,64.299,W,1
7/8/2003,4:58:00,13.956,N,64.314,W,1
7/8/2003,5:00:00,13.957,N,64.33,W,1
7/8/2003,5:01:59,13.959,N,64.346,W,1
7/8/2003,5:03:59,13.96,N,64.361,W,1
7/8/2003,5:05:59,13.962,N,64.377,W,1
7/8/2003,5:07:59,13.963,N,64.392,W,1
7/8/2003,5:09:59,13.965,N,64.408,W,1
7/8/2003,5:11:59,13.966,N,64.424,W,1
7/8/2003,5:13:59,13.968,N,64.439,W,1
7/8/2003,5:16:00,13.969,N,64.455,W,1
7/8/2003,5:18:00,13.97,N,64.471,W,1
7/8/2003,5:20:00,13.972,N,64.486,W,1
7/8/2003,5:22:00,13.973,N,64.502,W,1
7/8/2003,5:24:00,13.975,N,64.518,W,1
7/8/2003,5:26:00,13.976,N,64.533,W,1
7/8/2003,5:28:00,13.978,N,64.549,W,1
7/8/2003,5:30:00,13.979,N,64.565,W,1
7/8/2003,5:31:59,13.981,N,64.58,W,1
7/8/2003,5:33:59,13.982,N,64.596,W,1
7/8/2003,5:35:59,13.983,N,64.612,W,1
7/8/2003,5:37:59,13.985,N,64.627,W,1
7/8/2003,5:39:59,13.986,N,64.643,W,1
7/8/2003,5:41:59,13.988,N,64.659,W,1
7/8/2003,5:43:59,13.989,N,64.674,W,1
7/8/2003,5:46:00,13.99,N,64.69,W,1
7/8/2003,5:48:00,13.992,N,64.706,W,1
7/8/2003,5:50:00,13.993,N,64.722,W,1
7/8/2003,5:52:00,13.995,N,64.737,W,1
7/8/2003,5:54:00,13.996,N,64.753,W,1
7/8/2003,5:56:00,13.997,N,64.769,W,1
7/8/2003,5:58:00,13.999,N,64.784,W,1
7/8/2003,6:00:00,14,N,64.8,W,1
7/8/2003,6:01:59,14.001,N,64.816,W,1
7/8/2003,6:03:59,14.003,N,64.831,W,1
7/8/2003,6:05:59,14.004,N,64.847,W,1
7/8/2003,6:07:59,14.005,N,64.863,W,1
7/8/2003,6:09:59,14.007,N,64.879,W,1
7/8/2003,6:11:59,14.008,N,64.894,W,1
7/8/2003,6:13:59,14.009,N,64.91,W,1
7/8/2003,6:16:00,14.011,N,64.926,W,1
7/8/2003,6:18:00,14.012,N,64.941,W,1
7/8/2003,6:20:00,14.013,N,64.957,W,1
7/8/2003,6:22:00,14.015,N,64.973,W,1
7/8/2003,6:24:00,14.016,N,64.989,W,1
7/8/2003,6:26:00,14.017,N,65.004,W,1
7/8/2003,6:28:00,14.018,N,65.02,W,1
7/8/2003,6:30:00,14.02,N,65.036,W,1
7/8/2003,6:31:59,14.021,N,65.052,W,1
7/8/2003,6:33:59,14.022,N,65.067,W,1
7/8/2003,6:35:59,14.024,N,65.083,W,1
7/8/2003,6:37:59,14.025,N,65.099,W,1
7/8/2003,6:39:59,14.026,N,65.115,W,1
7/8/2003,6:41:59,14.027,N,65.13,W,1
7/8/2003,6:43:59,14.028,N,65.146,W,1
7/8/2003,6:46:00,14.03,N,65.162,W,1
7/8/2003,6:48:00,14.031,N,65.178,W,1
7/8/2003,6:50:00,14.032,N,65.193,W,1
7/8/2003,6:52:00,14.033,N,65.209,W,1
7/8/2003,6:54:00,14.035,N,65.225,W,1
7/8/2003,6:56:00,14.036,N,65.241,W,1
7/8/2003,6:58:00,14.037,N,65.257,W,1
7/8/2003,7:00:00,14.038,N,65.272,W,1
7/8/2003,7:01:59,14.039,N,65.288,W,1
7/8/2003,7:03:59,14.041,N,65.304,W,1
7/8/2003,7:05:59,14.042,N,65.32,W,1
7/8/2003,7:07:59,14.043,N,65.336,W,1
7/8/2003,7:09:59,14.044,N,65.351,W,1
7/8/2003,7:11:59,14.045,N,65.367,W,1
7/8/2003,7:13:59,14.046,N,65.383,W,1
7/8/2003,7:16:00,14.047,N,65.399,W,1
7/8/2003,7:18:00,14.049,N,65.415,W,1
7/8/2003,7:20:00,14.05,N,65.43,W,1
7/8/2003,7:22:00,14.051,N,65.446,W,1
7/8/2003,7:24:00,14.052,N,65.462,W,1
7/8/2003,7:26:00,14.053,N,65.478,W,1
7/8/2003,7:28:00,14.054,N,65.494,W,1
7/8/2003,7:30:00,14.055,N,65.509,W,1
7/8/2003,7:31:59,14.056,N,65.525,W,1
7/8/2003,7:33:59,14.057,N,65.541,W,1
7/8/2003,7:35:59,14.058,N,65.557,W,1
7/8/2003,7:37:59,14.06,N,65.573,W,1
7/8/2003,7:39:59,14.061,N,65.589,W,1
7/8/2003,7:41:59,14.062,N,65.604,W,1
7/8/2003,7:43:59,14.063,N,65.62,W,1
7/8/2003,7:46:00,14.064,N,65.636,W,1
7/8/2003,7:48:00,14.065,N,65.652,W,1
7/8/2003,7:50:00,14.066,N,65.668,W,1
7/8/2003,7:52:00,14.067,N,65.684,W,1
7/8/2003,7:54:00,14.068,N,65.7,W,1
7/8/2003,7:56:00,14.069,N,65.716,W,1
7/8/2003,7:58:00,14.07,N,65.731,W,1
7/8/2003,8:00:00,14.071,N,65.747,W,1
7/8/2003,8:02:00,14.072,N,65.763,W,1
7/8/2003,8:03:59,14.073,N,65.779,W,1
7/8/2003,8:06:00,14.074,N,65.795,W,1
7/8/2003,8:07:59,14.075,N,65.811,W,1
7/8/2003,8:10:00,14.076,N,65.827,W,1
7/8/2003,8:11:59,14.077,N,65.843,W,1
7/8/2003,8:14:00,14.078,N,65.859,W,1
7/8/2003,8:15:59,14.079,N,65.874,W,1
7/8/2003,8:18:00,14.079,N,65.89,W,1
7/8/2003,8:19:59,14.08,N,65.906,W,1
7/8/2003,8:22:00,14.081,N,65.922,W,1
7/8/2003,8:23:59,14.082,N,65.938,W,1
7/8/2003,8:26:00,14.083,N,65.954,W,1
7/8/2003,8:27:59,14.084,N,65.97,W,1
7/8/2003,8:30:00,14.085,N,65.986,W,1
7/8/2003,8:32:00,14.086,N,66.002,W,1
7/8/2003,8:33:59,14.087,N,66.018,W,1
7/8/2003,8:36:00,14.088,N,66.034,W,1
7/8/2003,8:37:59,14.088,N,66.05,W,1
7/8/2003,8:40:00,14.089,N,66.066,W,1
7/8/2003,8:41:59,14.09,N,66.081,W,1
7/8/2003,8:44:00,14.091,N,66.097,W,1
7/8/2003,8:45:59,14.092,N,66.113,W,1
7/8/2003,8:48:00,14.093,N,66.129,W,1
7/8/2003,8:49:59,14.093,N,66.145,W,1
7/8/2003,8:52:00,14.094,N,66.161,W,1
7/8/2003,8:53:59,14.095,N,66.177,W,1
7/8/2003,8:56:00,14.096,N,66.193,W,1
7/8/2003,8:57:59,14.097,N,66.209,W,1
7/8/2003,9:00:00,14.097,N,66.225,W,1
7/8/2003,9:02:00,14.098,N,66.241,W,1
7/8/2003,9:03:59,14.099,N,66.257,W,1
7/8/2003,9:06:00,14.1,N,66.273,W,1
7/8/2003,9:07:59,14.1,N,66.289,W,1
7/8/2003,9:10:00,14.101,N,66.305,W,1
7/8/2003,9:11:59,14.102,N,66.321,W,1
7/8/2003,9:14:00,14.102,N,66.337,W,1
7/8/2003,9:15:59,14.103,N,66.353,W,1
7/8/2003,9:18:00,14.104,N,66.369,W,1
7/8/2003,9:19:59,14.105,N,66.385,W,1
7/8/2003,9:22:00,14.105,N,66.401,W,1
7/8/2003,9:23:59,14.106,N,66.417,W,1
7/8/2003,9:26:00,14.107,N,66.433,W,1
7/8/2003,9:27:59,14.107,N,66.449,W,1
7/8/2003,9:30:00,14.108,N,66.465,W,1
7/8/2003,9:32:00,14.109,N,66.481,W,1
7/8/2003,9:33:59,14.109,N,66.497,W,1
7/8/2003,9:36:00,14.11,N,66.514,W,1
7/8/2003,9:37:59,14.11,N,66.53,W,1
7/8/2003,9:40:00,14.111,N,66.546,W,1
7/8/2003,9:41:59,14.112,N,66.562,W,1
7/8/2003,9:44:00,14.112,N,66.578,W,1
7/8/2003,9:45:59,14.113,N,66.594,W,1
7/8/2003,9:48:00,14.113,N,66.61,W,1
7/8/2003,9:49:59,14.114,N,66.626,W,1
7/8/2003,9:52:00,14.115,N,66.642,W,1
7/8/2003,9:53:59,14.115,N,66.658,W,1
7/8/2003,9:56:00,14.116,N,66.674,W,1
7/8/2003,9:57:59,14.116,N,66.69,W,1
7/8/2003,10:00:00,14.117,N,66.706,W,1
7/8/2003,10:02:00,14.117,N,66.723,W,1
7/8/2003,10:03:59,14.118,N,66.739,W,1
7/8/2003,10:06:00,14.118,N,66.755,W,1
7/8/2003,10:07:59,14.119,N,66.771,W,1
7/8/2003,10:10:00,14.119,N,66.787,W,1
7/8/2003,10:11:59,14.12,N,66.803,W,1
7/8/2003,10:14:00,14.12,N,66.819,W,1
7/8/2003,10:15:59,14.121,N,66.835,W,1
7/8/2003,10:18:00,14.121,N,66.852,W,1
7/8/2003,10:19:59,14.122,N,66.868,W,1
7/8/2003,10:22:00,14.122,N,66.884,W,1
7/8/2003,10:23:59,14.122,N,66.9,W,1
7/8/2003,10:26:00,14.123,N,66.916,W,1
7/8/2003,10:27:59,14.123,N,66.932,W,1
7/8/2003,10:30:00,14.124,N,66.948,W,1
7/8/2003,10:32:00,14.124,N,66.965,W,1
7/8/2003,10:33:59,14.124,N,66.981,W,1
7/8/2003,10:36:00,14.125,N,66.997,W,1
7/8/2003,10:37:59,14.125,N,67.013,W,1
7/8/2003,10:40:00,14.125,N,67.029,W,1
7/8/2003,10:41:59,14.126,N,67.046,W,1
7/8/2003,10:44:00,14.126,N,67.062,W,1
7/8/2003,10:45:59,14.126,N,67.078,W,1
7/8/2003,10:48:00,14.127,N,67.094,W,1
7/8/2003,10:49:59,14.127,N,67.11,W,1
7/8/2003,10:52:00,14.127,N,67.127,W,1
7/8/2003,10:53:59,14.128,N,67.143,W,1
7/8/2003,10:56:00,14.128,N,67.159,W,1
7/8/2003,10:57:59,14.128,N,67.175,W,1
7/8/2003,11:00:00,14.128,N,67.191,W,1
7/8/2003,11:02:00,14.129,N,67.208,W,1
7/8/2003,11:03:59,14.129,N,67.224,W,1
7/8/2003,11:06:00,14.129,N,67.24,W,1
7/8/2003,11:07:59,14.129,N,67.256,W,1
7/8/2003,11:10:00,14.129,N,67.273,W,1
7/8/2003,11:11:59,14.13,N,67.289,W,1
7/8/2003,11:14:00,14.13,N,67.305,W,1
7/8/2003,11:15:59,14.13,N,67.321,W,1
7/8/2003,11:18:00,14.13,N,67.338,W,1
7/8/2003,11:19:59,14.13,N,67.354,W,1
7/8/2003,11:22:00,14.13,N,67.37,W,1
7/8/2003,11:23:59,14.131,N,67.387,W,1
7/8/2003,11:26:00,14.131,N,67.403,W,1
7/8/2003,11:27:59,14.131,N,67.419,W,1
7/8/2003,11:30:00,14.131,N,67.436,W,1
7/8/2003,11:32:00,14.131,N,67.452,W,1
7/8/2003,11:33:59,14.131,N,67.468,W,1
7/8/2003,11:36:00,14.131,N,67.484,W,1
7/8/2003,11:37:59,14.131,N,67.501,W,1
7/8/2003,11:40:00,14.131,N,67.517,W,1
7/8/2003,11:41:59,14.131,N,67.533,W,1
7/8/2003,11:44:00,14.131,N,67.55,W,1
7/8/2003,11:45:59,14.131,N,67.566,W,1
7/8/2003,11:48:00,14.131,N,67.582,W,1
7/8/2003,11:49:59,14.131,N,67.599,W,1
7/8/2003,11:52:00,14.131,N,67.615,W,1
7/8/2003,11:53:59,14.131,N,67.631,W,1
7/8/2003,11:56:00,14.131,N,67.648,W,1
7/8/2003,11:57:59,14.131,N,67.664,W,1
7/8/2003,12:00:00,14.131,N,67.681,W,1
7/8/2003,12:02:00,14.131,N,67.697,W,1
7/8/2003,12:03:59,14.131,N,67.713,W,1
7/8/2003,12:06:00,14.131,N,67.73,W,1
7/8/2003,12:07:59,14.131,N,67.746,W,1
7/8/2003,12:10:00,14.131,N,67.763,W,1
7/8/2003,12:11:59,14.131,N,67.779,W,1
7/8/2003,12:14:00,14.131,N,67.795,W,1
7/8/2003,12:15:59,14.131,N,67.812,W,1
7/8/2003,12:18:00,14.131,N,67.828,W,1
7/8/2003,12:19:59,14.13,N,67.845,W,1
7/8/2003,12:22:00,14.13,N,67.861,W,1
7/8/2003,12:23:59,14.13,N,67.877,W,1
7/8/2003,12:26:00,14.13,N,67.894,W,1
7/8/2003,12:27:59,14.13,N,67.91,W,1
7/8/2003,12:30:00,14.13,N,67.927,W,1
7/8/2003,12:32:00,14.129,N,67.943,W,1
7/8/2003,12:33:59,14.129,N,67.96,W,1
7/8/2003,12:36:00,14.129,N,67.976,W,1
7/8/2003,12:37:59,14.129,N,67.993,W,1
7/8/2003,12:40:00,14.128,N,68.009,W,1
7/8/2003,12:41:59,14.128,N,68.026,W,1
7/8/2003,12:44:00,14.128,N,68.042,W,1
7/8/2003,12:45:59,14.128,N,68.059,W,1
7/8/2003,12:48:00,14.127,N,68.075,W,1
7/8/2003,12:49:59,14.127,N,68.091,W,1
7/8/2003,12:52:00,14.127,N,68.108,W,1
7/8/2003,12:53:59,14.126,N,68.124,W,1
7/8/2003,12:56:00,14.126,N,68.141,W,1
7/8/2003,12:57:59,14.126,N,68.157,W,1
7/8/2003,13:00:00,14.125,N,68.174,W,1
7/8/2003,13:02:00,14.125,N,68.191,W,1
7/8/2003,13:03:59,14.125,N,68.207,W,1
7/8/2003,13:06:00,14.124,N,68.224,W,1
7/8/2003,13:07:59,14.124,N,68.24,W,1
7/8/2003,13:10:00,14.124,N,68.257,W,1
7/8/2003,13:11:59,14.123,N,68.273,W,1
7/8/2003,13:14:00,14.123,N,68.29,W,1
7/8/2003,13:15:59,14.122,N,68.306,W,1
7/8/2003,13:18:00,14.122,N,68.323,W,1
7/8/2003,13:19:59,14.122,N,68.339,W,1
7/8/2003,13:22:00,14.121,N,68.356,W,1
7/8/2003,13:23:59,14.121,N,68.372,W,1
7/8/2003,13:26:00,14.12,N,68.389,W,1
7/8/2003,13:27:59,14.12,N,68.406,W,1
7/8/2003,13:30:00,14.119,N,68.422,W,1
7/8/2003,13:32:00,14.119,N,68.439,W,1
7/8/2003,13:33:59,14.118,N,68.455,W,1
7/8/2003,13:36:00,14.118,N,68.472,W,1
7/8/2003,13:37:59,14.117,N,68.489,W,1
7/8/2003,13:40:00,14.117,N,68.505,W,1
7/8/2003,13:41:59,14.116,N,68.522,W,1
7/8/2003,13:44:00,14.116,N,68.538,W,1
7/8/2003,13:45:59,14.115,N,68.555,W,1
7/8/2003,13:48:00,14.115,N,68.572,W,1
7/8/2003,13:49:59,14.114,N,68.588,W,1
7/8/2003,13:52:00,14.114,N,68.605,W,1
7/8/2003,13:53:59,14.113,N,68.621,W,1
7/8/2003,13:56:00,14.112,N,68.638,W,1
7/8/2003,13:57:59,14.112,N,68.655,W,1
7/8/2003,14:00:00,14.111,N,68.671,W,1
7/8/2003,14:02:00,14.111,N,68.688,W,1
7/8/2003,14:03:59,14.11,N,68.705,W,1
7/8/2003,14:06:00,14.109,N,68.721,W,1
7/8/2003,14:07:59,14.109,N,68.738,W,1
7/8/2003,14:10:00,14.108,N,68.755,W,1
7/8/2003,14:11:59,14.107,N,68.771,W,1
7/8/2003,14:14:00,14.107,N,68.788,W,1
7/8/2003,14:15:59,14.106,N,68.805,W,1
7/8/2003,14:18:00,14.105,N,68.821,W,1
7/8/2003,14:19:59,14.105,N,68.838,W,1
7/8/2003,14:22:00,14.104,N,68.855,W,1
7/8/2003,14:23:59,14.103,N,68.871,W,1
7/8/2003,14:26:00,14.103,N,68.888,W,1
7/8/2003,14:27:59,14.102,N,68.905,W,1
7/8/2003,14:30:00,14.101,N,68.921,W,1
7/8/2003,14:32:00,14.1,N,68.938,W,1
7/8/2003,14:33:59,14.1,N,68.955,W,1
7/8/2003,14:36:00,14.099,N,68.972,W,1
7/8/2003,14:37:59,14.098,N,68.988,W,1
7/8/2003,14:40:00,14.097,N,69.005,W,1
7/8/2003,14:41:59,14.097,N,69.022,W,1
7/8/2003,14:44:00,14.096,N,69.038,W,1
7/8/2003,14:45:59,14.095,N,69.055,W,1
7/8/2003,14:48:00,14.094,N,69.072,W,1
7/8/2003,14:49:59,14.093,N,69.089,W,1
7/8/2003,14:52:00,14.093,N,69.105,W,1
7/8/2003,14:53:59,14.092,N,69.122,W,1
7/8/2003,14:56:00,14.091,N,69.139,W,1
7/8/2003,14:57:59,14.09,N,69.156,W,1
7/8/2003,15:00:00,14.089,N,69.172,W,1
7/8/2003,15:02:00,14.089,N,69.189,W,1
7/8/2003,15:03:59,14.088,N,69.206,W,1
7/8/2003,15:06:00,14.087,N,69.223,W,1
7/8/2003,15:07:59,14.086,N,69.239,W,1
7/8/2003,15:10:00,14.085,N,69.256,W,1
7/8/2003,15:11:59,14.084,N,69.273,W,1
7/8/2003,15:14:00,14.083,N,69.29,W,1
7/8/2003,15:15:59,14.082,N,69.307,W,1
7/8/2003,15:18:00,14.081,N,69.323,W,1
7/8/2003,15:19:59,14.081,N,69.34,W,1
7/8/2003,15:22:00,14.08,N,69.357,W,1
7/8/2003,15:23:59,14.079,N,69.374,W,1
7/8/2003,15:26:00,14.078,N,69.39,W,1
7/8/2003,15:27:59,14.077,N,69.407,W,1
7/8/2003,15:30:00,14.076,N,69.424,W,1
7/8/2003,15:32:00,14.075,N,69.441,W,1
7/8/2003,15:33:59,14.074,N,69.458,W,1
7/8/2003,15:36:00,14.073,N,69.475,W,1
7/8/2003,15:37:59,14.072,N,69.491,W,1
7/8/2003,15:40:00,14.071,N,69.508,W,1
7/8/2003,15:41:59,14.07,N,69.525,W,1
7/8/2003,15:44:00,14.069,N,69.542,W,1
7/8/2003,15:45:59,14.068,N,69.559,W,1
7/8/2003,15:48:00,14.067,N,69.576,W,1
7/8/2003,15:49:59,14.066,N,69.592,W,1
7/8/2003,15:52:00,14.065,N,69.609,W,1
7/8/2003,15:53:59,14.064,N,69.626,W,1
7/8/2003,15:56:00,14.063,N,69.643,W,1
7/8/2003,15:57:59,14.062,N,69.66,W,1
7/8/2003,16:00:00,14.061,N,69.677,W,1
7/8/2003,16:01:59,14.06,N,69.693,W,1
7/8/2003,16:04:00,14.059,N,69.71,W,1
7/8/2003,16:06:00,14.058,N,69.727,W,1
7/8/2003,16:07:59,14.056,N,69.744,W,1
7/8/2003,16:09:59,14.055,N,69.761,W,1
7/8/2003,16:12:00,14.054,N,69.778,W,1
7/8/2003,16:14:00,14.053,N,69.795,W,1
7/8/2003,16:15:59,14.052,N,69.812,W,1
7/8/2003,16:17:59,14.051,N,69.828,W,1
7/8/2003,16:20:00,14.05,N,69.845,W,1
7/8/2003,16:22:00,14.049,N,69.862,W,1
7/8/2003,16:23:59,14.048,N,69.879,W,1
7/8/2003,16:25:59,14.046,N,69.896,W,1
7/8/2003,16:28:00,14.045,N,69.913,W,1
7/8/2003,16:30:00,14.044,N,69.93,W,1
7/8/2003,16:31:59,14.043,N,69.947,W,1
7/8/2003,16:34:00,14.042,N,69.964,W,1
7/8/2003,16:36:00,14.041,N,69.981,W,1
7/8/2003,16:37:59,14.039,N,69.997,W,1
7/8/2003,16:39:59,14.038,N,70.014,W,1
7/8/2003,16:42:00,14.037,N,70.031,W,1
7/8/2003,16:44:00,14.036,N,70.048,W,1
7/8/2003,16:45:59,14.035,N,70.065,W,1
7/8/2003,16:47:59,14.034,N,70.082,W,1
7/8/2003,16:50:00,14.032,N,70.099,W,1
7/8/2003,16:52:00,14.031,N,70.116,W,1
7/8/2003,16:53:59,14.03,N,70.133,W,1
7/8/2003,16:55:59,14.029,N,70.15,W,1
7/8/2003,16:58:00,14.027,N,70.167,W,1
7/8/2003,17:00:00,14.026,N,70.184,W,1
7/8/2003,17:01:59,14.025,N,70.201,W,1
7/8/2003,17:04:00,14.024,N,70.218,W,1
