Track,for,Fiona,2010,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/3/2010,5:51:23,27.751,N,67.481,W,0
9/3/2010,5:53:23,27.755,N,67.478,W,0
9/3/2010,5:55:23,27.76,N,67.475,W,0
9/3/2010,5:57:23,27.765,N,67.472,W,0
9/3/2010,5:59:23,27.77,N,67.469,W,0
9/3/2010,6:01:23,27.774,N,67.466,W,0
9/3/2010,6:03:22,27.779,N,67.463,W,0
9/3/2010,6:05:22,27.784,N,67.46,W,0
9/3/2010,6:07:22,27.788,N,67.457,W,0
9/3/2010,6:09:22,27.793,N,67.453,W,0
9/3/2010,6:11:22,27.798,N,67.45,W,0
9/3/2010,6:13:22,27.802,N,67.447,W,0
9/3/2010,6:15:22,27.807,N,67.444,W,0
9/3/2010,6:17:22,27.812,N,67.441,W,0
9/3/2010,6:19:23,27.816,N,67.438,W,0
9/3/2010,6:21:23,27.821,N,67.435,W,0
9/3/2010,6:23:23,27.826,N,67.431,W,0
9/3/2010,6:25:23,27.83,N,67.428,W,0
9/3/2010,6:27:23,27.835,N,67.425,W,0
9/3/2010,6:29:23,27.839,N,67.422,W,0
9/3/2010,6:31:23,27.844,N,67.418,W,0
9/3/2010,6:33:22,27.849,N,67.415,W,0
9/3/2010,6:35:22,27.853,N,67.412,W,0
9/3/2010,6:37:22,27.858,N,67.409,W,0
9/3/2010,6:39:22,27.862,N,67.405,W,0
9/3/2010,6:41:22,27.867,N,67.402,W,0
9/3/2010,6:43:22,27.872,N,67.399,W,0
9/3/2010,6:45:22,27.876,N,67.395,W,0
9/3/2010,6:47:22,27.881,N,67.392,W,0
9/3/2010,6:49:23,27.885,N,67.388,W,0
9/3/2010,6:51:23,27.89,N,67.385,W,0
9/3/2010,6:53:23,27.894,N,67.382,W,0
9/3/2010,6:55:23,27.899,N,67.378,W,0
9/3/2010,6:57:23,27.903,N,67.375,W,0
9/3/2010,6:59:23,27.908,N,67.371,W,0
9/3/2010,7:01:23,27.912,N,67.368,W,0
9/3/2010,7:03:22,27.917,N,67.364,W,0
9/3/2010,7:05:22,27.921,N,67.361,W,0
9/3/2010,7:07:22,27.926,N,67.357,W,0
9/3/2010,7:09:22,27.93,N,67.354,W,0
9/3/2010,7:11:22,27.935,N,67.35,W,0
9/3/2010,7:13:22,27.939,N,67.347,W,0
9/3/2010,7:15:22,27.944,N,67.343,W,0
9/3/2010,7:17:22,27.948,N,67.34,W,0
9/3/2010,7:19:23,27.953,N,67.336,W,0
9/3/2010,7:21:23,27.957,N,67.332,W,0
9/3/2010,7:23:23,27.962,N,67.329,W,0
9/3/2010,7:25:23,27.966,N,67.325,W,0
9/3/2010,7:27:23,27.971,N,67.321,W,0
9/3/2010,7:29:23,27.975,N,67.318,W,0
9/3/2010,7:31:23,27.979,N,67.314,W,0
9/3/2010,7:33:22,27.984,N,67.31,W,0
9/3/2010,7:35:22,27.988,N,67.307,W,0
9/3/2010,7:37:22,27.993,N,67.303,W,0
9/3/2010,7:39:22,27.997,N,67.299,W,0
9/3/2010,7:41:22,28.001,N,67.296,W,0
9/3/2010,7:43:22,28.006,N,67.292,W,0
9/3/2010,7:45:22,28.01,N,67.288,W,0
9/3/2010,7:47:22,28.015,N,67.284,W,0
9/3/2010,7:49:23,28.019,N,67.281,W,0
9/3/2010,7:51:23,28.023,N,67.277,W,0
9/3/2010,7:53:23,28.028,N,67.273,W,0
9/3/2010,7:55:23,28.032,N,67.269,W,0
9/3/2010,7:57:23,28.037,N,67.265,W,0
9/3/2010,7:59:23,28.041,N,67.262,W,0
9/3/2010,8:01:23,28.045,N,67.258,W,0
9/3/2010,8:03:22,28.05,N,67.254,W,0
9/3/2010,8:05:22,28.054,N,67.25,W,0
9/3/2010,8:07:22,28.058,N,67.246,W,0
9/3/2010,8:09:22,28.063,N,67.242,W,0
9/3/2010,8:11:22,28.067,N,67.238,W,0
9/3/2010,8:13:22,28.071,N,67.234,W,0
9/3/2010,8:15:22,28.076,N,67.231,W,0
9/3/2010,8:17:22,28.08,N,67.227,W,0
9/3/2010,8:19:23,28.084,N,67.223,W,0
9/3/2010,8:21:23,28.089,N,67.219,W,0
9/3/2010,8:23:23,28.093,N,67.215,W,0
9/3/2010,8:25:23,28.097,N,67.211,W,0
9/3/2010,8:27:23,28.101,N,67.207,W,0
9/3/2010,8:29:23,28.106,N,67.203,W,0
9/3/2010,8:31:23,28.11,N,67.199,W,0
9/3/2010,8:33:22,28.114,N,67.195,W,0
9/3/2010,8:35:22,28.119,N,67.191,W,0
9/3/2010,8:37:22,28.123,N,67.187,W,0
9/3/2010,8:39:22,28.127,N,67.183,W,0
9/3/2010,8:41:22,28.131,N,67.179,W,0
9/3/2010,8:43:22,28.136,N,67.174,W,0
9/3/2010,8:45:22,28.14,N,67.17,W,0
9/3/2010,8:47:22,28.144,N,67.166,W,0
9/3/2010,8:49:23,28.148,N,67.162,W,0
9/3/2010,8:51:23,28.153,N,67.158,W,0
9/3/2010,8:53:23,28.157,N,67.154,W,0
9/3/2010,8:55:23,28.161,N,67.15,W,0
9/3/2010,8:57:23,28.165,N,67.146,W,0
9/3/2010,8:59:23,28.17,N,67.142,W,0
9/3/2010,9:01:23,28.174,N,67.137,W,0
9/3/2010,9:03:22,28.178,N,67.133,W,0
9/3/2010,9:05:22,28.182,N,67.129,W,0
9/3/2010,9:07:22,28.186,N,67.125,W,0
9/3/2010,9:09:22,28.191,N,67.121,W,0
9/3/2010,9:11:22,28.195,N,67.117,W,0
9/3/2010,9:13:22,28.199,N,67.112,W,0
9/3/2010,9:15:22,28.203,N,67.108,W,0
9/3/2010,9:17:22,28.207,N,67.104,W,0
9/3/2010,9:19:23,28.212,N,67.1,W,0
9/3/2010,9:21:23,28.216,N,67.095,W,0
9/3/2010,9:23:23,28.22,N,67.091,W,0
9/3/2010,9:25:23,28.224,N,67.087,W,0
9/3/2010,9:27:23,28.228,N,67.083,W,0
9/3/2010,9:29:23,28.232,N,67.078,W,0
9/3/2010,9:31:23,28.237,N,67.074,W,0
9/3/2010,9:33:22,28.241,N,67.07,W,0
9/3/2010,9:35:22,28.245,N,67.065,W,0
9/3/2010,9:37:22,28.249,N,67.061,W,0
9/3/2010,9:39:22,28.253,N,67.057,W,0
9/3/2010,9:41:22,28.257,N,67.053,W,0
9/3/2010,9:43:22,28.262,N,67.048,W,0
9/3/2010,9:45:22,28.266,N,67.044,W,0
9/3/2010,9:47:22,28.27,N,67.039,W,0
9/3/2010,9:49:23,28.274,N,67.035,W,0
9/3/2010,9:51:23,28.278,N,67.031,W,0
9/3/2010,9:53:23,28.282,N,67.026,W,0
9/3/2010,9:55:23,28.286,N,67.022,W,0
9/3/2010,9:57:23,28.29,N,67.018,W,0
9/3/2010,9:59:23,28.295,N,67.013,W,0
9/3/2010,10:01:23,28.299,N,67.009,W,0
9/3/2010,10:03:22,28.303,N,67.004,W,0
9/3/2010,10:05:22,28.307,N,67,W,0
9/3/2010,10:07:22,28.311,N,66.996,W,0
9/3/2010,10:09:22,28.315,N,66.991,W,0
9/3/2010,10:11:22,28.319,N,66.987,W,0
9/3/2010,10:13:22,28.323,N,66.982,W,0
9/3/2010,10:15:22,28.327,N,66.978,W,0
9/3/2010,10:17:22,28.331,N,66.973,W,0
9/3/2010,10:19:23,28.336,N,66.969,W,0
9/3/2010,10:21:23,28.34,N,66.964,W,0
9/3/2010,10:23:23,28.344,N,66.96,W,0
9/3/2010,10:25:23,28.348,N,66.955,W,0
9/3/2010,10:27:23,28.352,N,66.951,W,0
9/3/2010,10:29:23,28.356,N,66.946,W,0
9/3/2010,10:31:23,28.36,N,66.942,W,0
9/3/2010,10:33:22,28.364,N,66.937,W,0
9/3/2010,10:35:22,28.368,N,66.933,W,0
9/3/2010,10:37:22,28.372,N,66.928,W,0
9/3/2010,10:39:22,28.376,N,66.924,W,0
9/3/2010,10:41:22,28.38,N,66.919,W,0
9/3/2010,10:43:22,28.384,N,66.915,W,0
9/3/2010,10:45:22,28.388,N,66.91,W,0
9/3/2010,10:47:22,28.392,N,66.906,W,0
9/3/2010,10:49:23,28.397,N,66.901,W,0
9/3/2010,10:51:23,28.401,N,66.897,W,0
9/3/2010,10:53:23,28.405,N,66.892,W,0
9/3/2010,10:55:23,28.409,N,66.887,W,0
9/3/2010,10:57:23,28.413,N,66.883,W,0
9/3/2010,10:59:23,28.417,N,66.878,W,0
9/3/2010,11:01:23,28.421,N,66.874,W,0
9/3/2010,11:03:22,28.425,N,66.869,W,0
9/3/2010,11:05:22,28.429,N,66.865,W,0
9/3/2010,11:07:22,28.433,N,66.86,W,0
9/3/2010,11:09:22,28.437,N,66.855,W,0
9/3/2010,11:11:22,28.441,N,66.851,W,0
9/3/2010,11:13:22,28.445,N,66.846,W,0
9/3/2010,11:15:22,28.449,N,66.841,W,0
9/3/2010,11:17:22,28.453,N,66.837,W,0
9/3/2010,11:19:23,28.457,N,66.832,W,0
9/3/2010,11:21:23,28.461,N,66.828,W,0
9/3/2010,11:23:23,28.465,N,66.823,W,0
9/3/2010,11:25:23,28.469,N,66.818,W,0
9/3/2010,11:27:23,28.473,N,66.814,W,0
9/3/2010,11:29:23,28.477,N,66.809,W,0
9/3/2010,11:31:23,28.481,N,66.804,W,0
9/3/2010,11:33:22,28.485,N,66.8,W,0
9/3/2010,11:35:22,28.489,N,66.795,W,0
9/3/2010,11:37:22,28.493,N,66.79,W,0
9/3/2010,11:39:22,28.497,N,66.786,W,0
9/3/2010,11:41:22,28.501,N,66.781,W,0
9/3/2010,11:43:22,28.505,N,66.776,W,0
9/3/2010,11:45:22,28.509,N,66.771,W,0
9/3/2010,11:47:21,28.513,N,66.767,W,0
9/3/2010,11:49:21,28.517,N,66.762,W,0
9/3/2010,11:51:21,28.521,N,66.757,W,0
9/3/2010,11:53:21,28.525,N,66.752,W,0
9/3/2010,11:55:21,28.529,N,66.748,W,0
9/3/2010,11:57:21,28.533,N,66.743,W,0
9/3/2010,11:59:21,28.537,N,66.738,W,0
9/3/2010,12:01:22,28.541,N,66.733,W,0
9/3/2010,12:03:22,28.545,N,66.729,W,0
9/3/2010,12:05:22,28.548,N,66.724,W,0
9/3/2010,12:07:22,28.552,N,66.719,W,0
9/3/2010,12:09:22,28.556,N,66.714,W,0
9/3/2010,12:11:22,28.56,N,66.71,W,0
9/3/2010,12:13:22,28.564,N,66.705,W,0
9/3/2010,12:15:22,28.568,N,66.7,W,0
9/3/2010,12:17:21,28.572,N,66.695,W,0
9/3/2010,12:19:21,28.576,N,66.691,W,0
9/3/2010,12:21:21,28.58,N,66.686,W,0
9/3/2010,12:23:21,28.584,N,66.681,W,0
9/3/2010,12:25:21,28.588,N,66.676,W,0
9/3/2010,12:27:21,28.592,N,66.672,W,0
9/3/2010,12:29:21,28.596,N,66.667,W,0
9/3/2010,12:31:22,28.6,N,66.662,W,0
9/3/2010,12:33:22,28.604,N,66.657,W,0
9/3/2010,12:35:22,28.608,N,66.653,W,0
9/3/2010,12:37:22,28.612,N,66.648,W,0
9/3/2010,12:39:22,28.616,N,66.643,W,0
9/3/2010,12:41:22,28.62,N,66.638,W,0
9/3/2010,12:43:22,28.624,N,66.634,W,0
9/3/2010,12:45:22,28.628,N,66.629,W,0
9/3/2010,12:47:21,28.632,N,66.624,W,0
9/3/2010,12:49:21,28.636,N,66.619,W,0
9/3/2010,12:51:21,28.64,N,66.615,W,0
9/3/2010,12:53:21,28.644,N,66.61,W,0
9/3/2010,12:55:21,28.648,N,66.605,W,0
9/3/2010,12:57:21,28.652,N,66.6,W,0
9/3/2010,12:59:21,28.656,N,66.596,W,0
9/3/2010,13:01:22,28.66,N,66.591,W,0
9/3/2010,13:03:22,28.664,N,66.586,W,0
9/3/2010,13:05:22,28.667,N,66.581,W,0
9/3/2010,13:07:22,28.671,N,66.577,W,0
9/3/2010,13:09:22,28.675,N,66.572,W,0
9/3/2010,13:11:22,28.679,N,66.567,W,0
9/3/2010,13:13:22,28.683,N,66.562,W,0
9/3/2010,13:15:22,28.687,N,66.558,W,0
9/3/2010,13:17:21,28.691,N,66.553,W,0
9/3/2010,13:19:21,28.695,N,66.548,W,0
9/3/2010,13:21:21,28.699,N,66.543,W,0
9/3/2010,13:23:21,28.703,N,66.539,W,0
9/3/2010,13:25:21,28.707,N,66.534,W,0
9/3/2010,13:27:21,28.711,N,66.529,W,0
9/3/2010,13:29:21,28.715,N,66.524,W,0
9/3/2010,13:30:49,28.718,N,66.521,W,0
9/3/2010,13:32:50,28.723,N,66.516,W,0
9/3/2010,13:34:50,28.727,N,66.511,W,0
9/3/2010,13:36:50,28.732,N,66.506,W,0
9/3/2010,13:38:50,28.736,N,66.501,W,0
9/3/2010,13:40:50,28.741,N,66.496,W,0
9/3/2010,13:42:50,28.746,N,66.492,W,0
9/3/2010,13:44:50,28.75,N,66.487,W,0
9/3/2010,13:46:50,28.755,N,66.482,W,0
9/3/2010,13:48:49,28.76,N,66.477,W,0
9/3/2010,13:50:49,28.765,N,66.472,W,0
9/3/2010,13:52:49,28.769,N,66.467,W,0
9/3/2010,13:54:49,28.774,N,66.462,W,0
9/3/2010,13:56:49,28.779,N,66.457,W,0
9/3/2010,13:58:49,28.784,N,66.452,W,0
9/3/2010,14:00:49,28.789,N,66.447,W,0
9/3/2010,14:02:50,28.794,N,66.442,W,0
9/3/2010,14:04:50,28.799,N,66.437,W,0
9/3/2010,14:06:50,28.804,N,66.432,W,0
9/3/2010,14:08:50,28.809,N,66.427,W,0
9/3/2010,14:10:50,28.814,N,66.422,W,0
9/3/2010,14:12:50,28.82,N,66.417,W,0
9/3/2010,14:14:50,28.825,N,66.411,W,0
9/3/2010,14:16:50,28.83,N,66.406,W,0
9/3/2010,14:18:49,28.835,N,66.401,W,0
9/3/2010,14:20:49,28.841,N,66.396,W,0
9/3/2010,14:22:49,28.846,N,66.391,W,0
9/3/2010,14:24:49,28.852,N,66.386,W,0
9/3/2010,14:26:49,28.857,N,66.381,W,0
9/3/2010,14:28:49,28.863,N,66.376,W,0
9/3/2010,14:30:49,28.868,N,66.37,W,0
9/3/2010,14:32:50,28.874,N,66.365,W,0
9/3/2010,14:34:50,28.879,N,66.36,W,0
9/3/2010,14:36:50,28.885,N,66.355,W,0
9/3/2010,14:38:50,28.891,N,66.35,W,0
9/3/2010,14:40:50,28.897,N,66.344,W,0
9/3/2010,14:42:50,28.902,N,66.339,W,0
9/3/2010,14:44:50,28.908,N,66.334,W,0
9/3/2010,14:46:50,28.914,N,66.329,W,0
9/3/2010,14:48:49,28.92,N,66.323,W,0
9/3/2010,14:50:49,28.926,N,66.318,W,0
9/3/2010,14:52:49,28.932,N,66.313,W,0
9/3/2010,14:54:49,28.938,N,66.308,W,0
9/3/2010,14:56:49,28.945,N,66.302,W,0
9/3/2010,14:58:49,28.951,N,66.297,W,0
9/3/2010,15:00:49,28.957,N,66.292,W,0
9/3/2010,15:02:50,28.963,N,66.286,W,0
9/3/2010,15:04:50,28.97,N,66.281,W,0
9/3/2010,15:06:50,28.976,N,66.276,W,0
9/3/2010,15:08:50,28.982,N,66.27,W,0
9/3/2010,15:10:50,28.989,N,66.265,W,0
9/3/2010,15:12:50,28.996,N,66.259,W,0
9/3/2010,15:14:50,29.002,N,66.254,W,0
9/3/2010,15:16:50,29.009,N,66.248,W,0
9/3/2010,15:18:49,29.016,N,66.243,W,0
9/3/2010,15:20:49,29.022,N,66.237,W,0
9/3/2010,15:22:49,29.029,N,66.232,W,0
9/3/2010,15:24:49,29.036,N,66.226,W,0
9/3/2010,15:26:49,29.043,N,66.221,W,0
9/3/2010,15:28:49,29.05,N,66.215,W,0
9/3/2010,15:30:49,29.057,N,66.21,W,0
9/3/2010,15:32:50,29.064,N,66.204,W,0
9/3/2010,15:34:50,29.071,N,66.199,W,0
9/3/2010,15:36:50,29.078,N,66.193,W,0
9/3/2010,15:38:50,29.086,N,66.188,W,0
9/3/2010,15:40:50,29.093,N,66.182,W,0
9/3/2010,15:42:50,29.1,N,66.176,W,0
9/3/2010,15:44:50,29.107,N,66.171,W,0
9/3/2010,15:46:50,29.115,N,66.165,W,0
9/3/2010,15:48:49,29.122,N,66.16,W,0
9/3/2010,15:50:49,29.13,N,66.154,W,0
9/3/2010,15:52:49,29.137,N,66.148,W,0
9/3/2010,15:54:49,29.145,N,66.143,W,0
9/3/2010,15:56:49,29.152,N,66.137,W,0
9/3/2010,15:58:49,29.16,N,66.131,W,0
9/3/2010,16:00:49,29.168,N,66.126,W,0
9/3/2010,16:02:50,29.175,N,66.12,W,0
9/3/2010,16:04:50,29.183,N,66.114,W,0
9/3/2010,16:06:50,29.191,N,66.109,W,0
9/3/2010,16:08:50,29.199,N,66.103,W,0
9/3/2010,16:10:50,29.206,N,66.097,W,0
9/3/2010,16:12:50,29.214,N,66.092,W,0
9/3/2010,16:14:50,29.222,N,66.086,W,0
9/3/2010,16:16:50,29.23,N,66.08,W,0
9/3/2010,16:18:49,29.238,N,66.075,W,0
9/3/2010,16:20:49,29.246,N,66.069,W,0
9/3/2010,16:22:49,29.254,N,66.063,W,0
9/3/2010,16:24:49,29.262,N,66.058,W,0
9/3/2010,16:26:49,29.27,N,66.052,W,0
9/3/2010,16:28:49,29.278,N,66.046,W,0
9/3/2010,16:30:49,29.286,N,66.041,W,0
9/3/2010,16:32:50,29.294,N,66.035,W,0
9/3/2010,16:34:50,29.302,N,66.029,W,0
9/3/2010,16:36:50,29.31,N,66.024,W,0
9/3/2010,16:38:50,29.318,N,66.018,W,0
9/3/2010,16:40:50,29.326,N,66.012,W,0
9/3/2010,16:42:50,29.335,N,66.007,W,0
9/3/2010,16:44:50,29.343,N,66.001,W,0
9/3/2010,16:46:50,29.351,N,65.995,W,0
9/3/2010,16:48:49,29.359,N,65.99,W,0
9/3/2010,16:50:49,29.367,N,65.984,W,0
9/3/2010,16:52:49,29.376,N,65.978,W,0
9/3/2010,16:54:49,29.384,N,65.973,W,0
9/3/2010,16:56:49,29.392,N,65.967,W,0
9/3/2010,16:58:49,29.4,N,65.962,W,0
9/3/2010,17:00:49,29.409,N,65.956,W,0
9/3/2010,17:02:50,29.417,N,65.951,W,0
9/3/2010,17:04:50,29.425,N,65.945,W,0
9/3/2010,17:06:50,29.433,N,65.939,W,0
9/3/2010,17:08:50,29.442,N,65.934,W,0
9/3/2010,17:10:50,29.45,N,65.928,W,0
9/3/2010,17:12:50,29.458,N,65.923,W,0
9/3/2010,17:14:50,29.467,N,65.917,W,0
9/3/2010,17:16:50,29.475,N,65.912,W,0
9/3/2010,17:18:49,29.483,N,65.906,W,0
9/3/2010,17:20:49,29.491,N,65.901,W,0
9/3/2010,17:22:49,29.5,N,65.895,W,0
9/3/2010,17:24:49,29.508,N,65.89,W,0
9/3/2010,17:26:49,29.516,N,65.885,W,0
9/3/2010,17:28:49,29.525,N,65.879,W,0
9/3/2010,17:30:49,29.533,N,65.874,W,0
9/3/2010,17:32:50,29.541,N,65.868,W,0
9/3/2010,17:34:50,29.549,N,65.863,W,0
9/3/2010,17:36:50,29.557,N,65.858,W,0
9/3/2010,17:38:50,29.566,N,65.852,W,0
9/3/2010,17:40:50,29.574,N,65.847,W,0
9/3/2010,17:42:50,29.582,N,65.842,W,0
9/3/2010,17:44:50,29.59,N,65.837,W,0
9/3/2010,17:46:50,29.598,N,65.831,W,0
9/3/2010,17:48:49,29.607,N,65.826,W,0
9/3/2010,17:50:49,29.615,N,65.821,W,0
9/3/2010,17:52:49,29.623,N,65.816,W,0
9/3/2010,17:54:49,29.631,N,65.811,W,0
9/3/2010,17:56:49,29.639,N,65.806,W,0
9/3/2010,17:58:49,29.647,N,65.801,W,0
9/3/2010,18:00:49,29.655,N,65.795,W,0
9/3/2010,18:02:50,29.663,N,65.79,W,0
9/3/2010,18:04:50,29.671,N,65.785,W,0
9/3/2010,18:06:50,29.679,N,65.78,W,0
9/3/2010,18:08:50,29.687,N,65.775,W,0
9/3/2010,18:10:50,29.695,N,65.77,W,0
9/3/2010,18:12:50,29.703,N,65.765,W,0
9/3/2010,18:14:50,29.711,N,65.761,W,0
9/3/2010,18:16:50,29.718,N,65.756,W,0
9/3/2010,18:18:49,29.726,N,65.751,W,0
9/3/2010,18:20:49,29.734,N,65.746,W,0
9/3/2010,18:22:49,29.742,N,65.741,W,0
9/3/2010,18:24:49,29.749,N,65.737,W,0
9/3/2010,18:26:49,29.757,N,65.732,W,0
9/3/2010,18:28:49,29.765,N,65.727,W,0
9/3/2010,18:30:49,29.772,N,65.722,W,0
9/3/2010,18:32:50,29.78,N,65.718,W,0
9/3/2010,18:34:50,29.787,N,65.713,W,0
9/3/2010,18:36:50,29.795,N,65.709,W,0
9/3/2010,18:38:50,29.802,N,65.704,W,0
9/3/2010,18:40:50,29.81,N,65.7,W,0
9/3/2010,18:42:50,29.817,N,65.695,W,0
9/3/2010,18:44:50,29.824,N,65.691,W,0
9/3/2010,18:46:50,29.832,N,65.686,W,0
9/3/2010,18:48:49,29.839,N,65.682,W,0
9/3/2010,18:50:49,29.846,N,65.678,W,0
9/3/2010,18:52:49,29.853,N,65.673,W,0
9/3/2010,18:54:49,29.86,N,65.669,W,0
9/3/2010,18:56:49,29.867,N,65.665,W,0
9/3/2010,18:58:49,29.874,N,65.661,W,0
9/3/2010,19:00:49,29.881,N,65.656,W,0
9/3/2010,19:02:50,29.888,N,65.652,W,0
9/3/2010,19:04:50,29.895,N,65.648,W,0
9/3/2010,19:06:50,29.902,N,65.644,W,0
9/3/2010,19:08:50,29.909,N,65.64,W,0
9/3/2010,19:10:50,29.916,N,65.636,W,0
9/3/2010,19:12:50,29.922,N,65.632,W,0
9/3/2010,19:14:50,29.929,N,65.628,W,0
9/3/2010,19:16:50,29.935,N,65.624,W,0
9/3/2010,19:18:49,29.942,N,65.621,W,0
9/3/2010,19:20:49,29.948,N,65.617,W,0
9/3/2010,19:22:49,29.955,N,65.613,W,0
9/3/2010,19:24:49,29.961,N,65.609,W,0
9/3/2010,19:26:49,29.968,N,65.606,W,0
9/3/2010,19:28:49,29.974,N,65.602,W,0
9/3/2010,19:30:49,29.98,N,65.598,W,0
9/3/2010,19:32:50,29.986,N,65.595,W,0
9/3/2010,19:34:50,29.993,N,65.591,W,0
9/3/2010,19:36:50,29.999,N,65.588,W,0
9/3/2010,19:38:50,30.005,N,65.584,W,0
9/3/2010,19:40:50,30.011,N,65.581,W,0
9/3/2010,19:42:50,30.017,N,65.577,W,0
9/3/2010,19:44:50,30.023,N,65.574,W,0
9/3/2010,19:46:50,30.029,N,65.57,W,0
9/3/2010,19:48:49,30.035,N,65.567,W,0
9/3/2010,19:50:49,30.04,N,65.564,W,0
9/3/2010,19:52:49,30.046,N,65.561,W,0
9/3/2010,19:54:49,30.052,N,65.557,W,0
9/3/2010,19:56:49,30.058,N,65.554,W,0
9/3/2010,19:58:49,30.064,N,65.551,W,0
9/3/2010,20:00:49,30.069,N,65.548,W,0
9/3/2010,20:02:50,30.075,N,65.544,W,0
9/3/2010,20:04:50,30.08,N,65.541,W,0
9/3/2010,20:06:50,30.086,N,65.538,W,0
9/3/2010,20:08:50,30.092,N,65.535,W,0
9/3/2010,20:10:50,30.097,N,65.532,W,0
9/3/2010,20:12:50,30.102,N,65.529,W,0
9/3/2010,20:14:50,30.108,N,65.526,W,0
9/3/2010,20:16:50,30.113,N,65.523,W,0
9/3/2010,20:18:49,30.119,N,65.52,W,0
9/3/2010,20:20:49,30.124,N,65.517,W,0
9/3/2010,20:22:49,30.129,N,65.514,W,0
9/3/2010,20:24:49,30.135,N,65.512,W,0
9/3/2010,20:26:49,30.14,N,65.509,W,0
9/3/2010,20:28:49,30.145,N,65.506,W,0
9/3/2010,20:30:49,30.15,N,65.503,W,0
9/3/2010,20:32:50,30.155,N,65.5,W,0
9/3/2010,20:34:50,30.16,N,65.497,W,0
9/3/2010,20:36:50,30.166,N,65.495,W,0
9/3/2010,20:38:50,30.171,N,65.492,W,0
9/3/2010,20:40:50,30.176,N,65.489,W,0
9/3/2010,20:42:50,30.181,N,65.487,W,0
9/3/2010,20:44:50,30.186,N,65.484,W,0
9/3/2010,20:46:50,30.191,N,65.481,W,0
9/3/2010,20:48:49,30.195,N,65.479,W,0
9/3/2010,20:50:49,30.2,N,65.476,W,0
9/3/2010,20:52:49,30.205,N,65.474,W,0
9/3/2010,20:54:49,30.21,N,65.471,W,0
9/3/2010,20:56:49,30.215,N,65.468,W,0
9/3/2010,20:58:49,30.22,N,65.466,W,0
9/3/2010,21:00:49,30.225,N,65.463,W,0
9/3/2010,21:02:50,30.229,N,65.461,W,0
9/3/2010,21:04:50,30.234,N,65.458,W,0
9/3/2010,21:06:50,30.239,N,65.456,W,0
9/3/2010,21:08:50,30.243,N,65.454,W,0
9/3/2010,21:10:50,30.248,N,65.451,W,0
9/3/2010,21:12:50,30.253,N,65.449,W,0
9/3/2010,21:14:50,30.257,N,65.446,W,0
9/3/2010,21:16:50,30.262,N,65.444,W,0
9/3/2010,21:18:49,30.267,N,65.442,W,0
9/3/2010,21:20:49,30.271,N,65.439,W,0
9/3/2010,21:22:49,30.276,N,65.437,W,0
9/3/2010,21:24:49,30.28,N,65.435,W,0
9/3/2010,21:26:49,30.285,N,65.432,W,0
9/3/2010,21:28:49,30.289,N,65.43,W,0
9/3/2010,21:30:49,30.294,N,65.428,W,0
9/3/2010,21:32:50,30.298,N,65.425,W,0
9/3/2010,21:34:50,30.303,N,65.423,W,0
9/3/2010,21:36:50,30.307,N,65.421,W,0
9/3/2010,21:38:50,30.312,N,65.419,W,0
9/3/2010,21:39:27,30.313,N,65.418,W,0
9/3/2010,21:41:27,30.317,N,65.416,W,0
9/3/2010,21:43:27,30.322,N,65.414,W,0
9/3/2010,21:45:26,30.326,N,65.412,W,0
9/3/2010,21:47:26,30.33,N,65.41,W,0
9/3/2010,21:49:26,30.334,N,65.408,W,0
9/3/2010,21:51:26,30.339,N,65.406,W,0
9/3/2010,21:53:26,30.343,N,65.404,W,0
9/3/2010,21:55:26,30.347,N,65.402,W,0
9/3/2010,21:57:26,30.351,N,65.4,W,0
9/3/2010,21:59:27,30.356,N,65.398,W,0
9/3/2010,22:01:27,30.36,N,65.396,W,0
9/3/2010,22:03:27,30.364,N,65.394,W,0
9/3/2010,22:05:27,30.368,N,65.392,W,0
9/3/2010,22:07:27,30.373,N,65.39,W,0
9/3/2010,22:09:27,30.377,N,65.388,W,0
9/3/2010,22:11:27,30.381,N,65.386,W,0
9/3/2010,22:13:27,30.385,N,65.384,W,0
9/3/2010,22:15:26,30.39,N,65.382,W,0
9/3/2010,22:17:26,30.394,N,65.38,W,0
9/3/2010,22:19:26,30.398,N,65.377,W,0
9/3/2010,22:21:26,30.403,N,65.375,W,0
9/3/2010,22:23:26,30.407,N,65.373,W,0
9/3/2010,22:25:26,30.411,N,65.371,W,0
9/3/2010,22:27:26,30.415,N,65.368,W,0
9/3/2010,22:29:27,30.42,N,65.366,W,0
9/3/2010,22:31:27,30.424,N,65.364,W,0
9/3/2010,22:33:27,30.428,N,65.362,W,0
9/3/2010,22:35:27,30.433,N,65.359,W,0
9/3/2010,22:37:27,30.437,N,65.357,W,0
9/3/2010,22:39:27,30.441,N,65.355,W,0
9/3/2010,22:41:27,30.446,N,65.352,W,0
9/3/2010,22:41:39,30.446,N,65.352,W,0
9/3/2010,22:43:39,30.452,N,65.345,W,0
9/3/2010,22:45:39,30.458,N,65.338,W,0
9/3/2010,22:47:39,30.465,N,65.331,W,0
9/3/2010,22:49:39,30.471,N,65.324,W,0
9/3/2010,22:51:40,30.477,N,65.317,W,0
9/3/2010,22:53:40,30.483,N,65.31,W,0
9/3/2010,22:55:40,30.489,N,65.303,W,0
9/3/2010,22:57:40,30.496,N,65.296,W,0
