Track,for,Isaac,2018,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/14/2018,14:17:59,14.526,N,67.526,W,1
9/14/2018,14:19:59,14.525,N,67.533,W,1
9/14/2018,14:21:59,14.525,N,67.539,W,1
9/14/2018,14:24:00,14.524,N,67.546,W,1
9/14/2018,14:26:00,14.524,N,67.553,W,1
9/14/2018,14:28:00,14.523,N,67.56,W,1
9/14/2018,14:30:00,14.522,N,67.566,W,1
9/14/2018,14:31:59,14.522,N,67.573,W,1
9/14/2018,14:33:59,14.521,N,67.58,W,1
9/14/2018,14:35:59,14.521,N,67.586,W,1
9/14/2018,14:38:00,14.52,N,67.593,W,1
9/14/2018,14:40:00,14.519,N,67.6,W,1
9/14/2018,14:42:00,14.519,N,67.606,W,1
9/14/2018,14:44:00,14.518,N,67.613,W,1
9/14/2018,14:45:59,14.518,N,67.62,W,1
9/14/2018,14:47:59,14.517,N,67.627,W,1
9/14/2018,14:49:59,14.517,N,67.633,W,1
9/14/2018,14:51:59,14.516,N,67.64,W,1
9/14/2018,14:54:00,14.515,N,67.647,W,1
9/14/2018,14:56:00,14.515,N,67.653,W,1
9/14/2018,14:58:00,14.514,N,67.66,W,1
9/14/2018,15:00:00,14.514,N,67.667,W,1
9/14/2018,15:01:59,14.513,N,67.674,W,1
9/14/2018,15:03:59,14.513,N,67.68,W,1
9/14/2018,15:05:59,14.512,N,67.687,W,1
9/14/2018,15:08:00,14.512,N,67.694,W,1
9/14/2018,15:10:00,14.511,N,67.7,W,1
9/14/2018,15:12:00,14.511,N,67.707,W,1
9/14/2018,15:14:00,14.51,N,67.714,W,1
9/14/2018,15:15:59,14.51,N,67.721,W,1
9/14/2018,15:17:59,14.509,N,67.727,W,1
9/14/2018,15:19:59,14.509,N,67.734,W,1
9/14/2018,15:21:59,14.508,N,67.741,W,1
9/14/2018,15:24:00,14.508,N,67.748,W,1
9/14/2018,15:26:00,14.507,N,67.754,W,1
9/14/2018,15:28:00,14.507,N,67.761,W,1
9/14/2018,15:30:00,14.506,N,67.768,W,1
9/14/2018,15:31:59,14.506,N,67.774,W,1
9/14/2018,15:33:59,14.505,N,67.781,W,1
9/14/2018,15:35:59,14.505,N,67.788,W,1
9/14/2018,15:38:00,14.504,N,67.795,W,1
9/14/2018,15:40:00,14.504,N,67.801,W,1
9/14/2018,15:42:00,14.503,N,67.808,W,1
9/14/2018,15:44:00,14.503,N,67.815,W,1
9/14/2018,15:45:59,14.502,N,67.822,W,1
9/14/2018,15:47:59,14.502,N,67.828,W,1
9/14/2018,15:49:59,14.501,N,67.835,W,1
9/14/2018,15:51:59,14.501,N,67.842,W,1
9/14/2018,15:54:00,14.5,N,67.848,W,1
9/14/2018,15:56:00,14.5,N,67.855,W,1
9/14/2018,15:58:00,14.5,N,67.862,W,1
9/14/2018,16:00:00,14.499,N,67.869,W,1
9/14/2018,16:01:59,14.499,N,67.875,W,1
9/14/2018,16:03:59,14.498,N,67.882,W,1
9/14/2018,16:05:59,14.498,N,67.889,W,1
9/14/2018,16:07:59,14.497,N,67.896,W,1
9/14/2018,16:09:59,14.497,N,67.902,W,1
9/14/2018,16:11:59,14.497,N,67.909,W,1
9/14/2018,16:13:59,14.496,N,67.916,W,1
9/14/2018,16:16:00,14.496,N,67.923,W,1
9/14/2018,16:18:00,14.495,N,67.929,W,1
9/14/2018,16:20:00,14.495,N,67.936,W,1
9/14/2018,16:22:00,14.494,N,67.943,W,1
9/14/2018,16:24:00,14.494,N,67.95,W,1
9/14/2018,16:26:00,14.494,N,67.956,W,1
9/14/2018,16:28:00,14.493,N,67.963,W,1
9/14/2018,16:30:00,14.493,N,67.97,W,1
9/14/2018,16:31:59,14.492,N,67.977,W,1
9/14/2018,16:33:59,14.492,N,67.983,W,1
9/14/2018,16:35:59,14.492,N,67.99,W,1
9/14/2018,16:37:59,14.491,N,67.997,W,1
9/14/2018,16:39:59,14.491,N,68.004,W,1
9/14/2018,16:41:59,14.49,N,68.01,W,1
9/14/2018,16:43:59,14.49,N,68.017,W,1
9/14/2018,16:46:00,14.49,N,68.024,W,1
9/14/2018,16:48:00,14.489,N,68.031,W,1
9/14/2018,16:50:00,14.489,N,68.037,W,1
9/14/2018,16:52:00,14.489,N,68.044,W,1
9/14/2018,16:54:00,14.488,N,68.051,W,1
9/14/2018,16:56:00,14.488,N,68.058,W,1
9/14/2018,16:58:00,14.487,N,68.064,W,1
9/14/2018,17:00:00,14.487,N,68.071,W,1
9/14/2018,17:01:59,14.487,N,68.078,W,1
9/14/2018,17:03:59,14.486,N,68.085,W,1
9/14/2018,17:05:59,14.486,N,68.091,W,1
9/14/2018,17:07:59,14.486,N,68.098,W,1
9/14/2018,17:09:59,14.485,N,68.105,W,1
9/14/2018,17:11:59,14.485,N,68.112,W,1
9/14/2018,17:13:59,14.485,N,68.118,W,1
9/14/2018,17:16:00,14.484,N,68.125,W,1
9/14/2018,17:18:00,14.484,N,68.132,W,1
9/14/2018,17:20:00,14.484,N,68.139,W,1
9/14/2018,17:22:00,14.483,N,68.145,W,1
9/14/2018,17:24:00,14.483,N,68.152,W,1
9/14/2018,17:26:00,14.483,N,68.159,W,1
9/14/2018,17:28:00,14.482,N,68.166,W,1
9/14/2018,17:30:00,14.482,N,68.173,W,1
9/14/2018,17:31:59,14.482,N,68.179,W,1
9/14/2018,17:33:59,14.481,N,68.186,W,1
9/14/2018,17:35:59,14.481,N,68.193,W,1
9/14/2018,17:36:19,14.481,N,68.194,W,1
9/14/2018,17:38:19,14.481,N,68.203,W,1
9/14/2018,17:40:20,14.481,N,68.212,W,1
9/14/2018,17:42:20,14.481,N,68.22,W,1
9/14/2018,17:44:20,14.481,N,68.229,W,1
9/14/2018,17:46:20,14.481,N,68.238,W,1
9/14/2018,17:48:20,14.482,N,68.246,W,1
9/14/2018,17:50:20,14.482,N,68.255,W,1
9/14/2018,17:52:20,14.482,N,68.264,W,1
9/14/2018,17:54:20,14.482,N,68.272,W,1
9/14/2018,17:56:19,14.482,N,68.281,W,1
9/14/2018,17:58:19,14.482,N,68.29,W,1
9/14/2018,18:00:19,14.482,N,68.298,W,1
9/14/2018,18:02:19,14.482,N,68.307,W,1
9/14/2018,18:04:19,14.482,N,68.315,W,1
9/14/2018,18:06:19,14.482,N,68.324,W,1
9/14/2018,18:08:19,14.482,N,68.332,W,1
9/14/2018,18:10:20,14.482,N,68.341,W,1
9/14/2018,18:12:20,14.483,N,68.349,W,1
9/14/2018,18:14:20,14.483,N,68.358,W,1
9/14/2018,18:16:20,14.483,N,68.366,W,1
9/14/2018,18:18:20,14.483,N,68.374,W,1
9/14/2018,18:20:20,14.483,N,68.383,W,1
9/14/2018,18:22:20,14.483,N,68.391,W,1
9/14/2018,18:24:20,14.483,N,68.399,W,1
9/14/2018,18:26:19,14.483,N,68.408,W,1
9/14/2018,18:28:19,14.483,N,68.416,W,1
9/14/2018,18:30:19,14.483,N,68.424,W,1
9/14/2018,18:32:19,14.483,N,68.433,W,1
9/14/2018,18:34:19,14.483,N,68.441,W,1
9/14/2018,18:36:19,14.483,N,68.449,W,1
9/14/2018,18:38:19,14.483,N,68.457,W,1
9/14/2018,18:40:20,14.483,N,68.465,W,1
9/14/2018,18:42:20,14.483,N,68.473,W,1
9/14/2018,18:44:20,14.483,N,68.481,W,1
9/14/2018,18:46:20,14.483,N,68.49,W,1
9/14/2018,18:48:20,14.483,N,68.498,W,1
9/14/2018,18:50:20,14.483,N,68.506,W,1
9/14/2018,18:52:20,14.483,N,68.514,W,1
9/14/2018,18:54:20,14.483,N,68.522,W,1
9/14/2018,18:56:19,14.483,N,68.53,W,1
9/14/2018,18:58:19,14.483,N,68.537,W,1
9/14/2018,19:00:19,14.483,N,68.545,W,1
9/14/2018,19:02:19,14.483,N,68.553,W,1
9/14/2018,19:04:19,14.483,N,68.561,W,1
9/14/2018,19:06:19,14.483,N,68.569,W,1
9/14/2018,19:08:19,14.483,N,68.577,W,1
9/14/2018,19:10:20,14.483,N,68.584,W,1
9/14/2018,19:12:20,14.483,N,68.592,W,1
9/14/2018,19:14:20,14.483,N,68.6,W,1
9/14/2018,19:16:20,14.483,N,68.608,W,1
9/14/2018,19:18:20,14.483,N,68.615,W,1
9/14/2018,19:20:20,14.483,N,68.623,W,1
9/14/2018,19:22:20,14.483,N,68.631,W,1
9/14/2018,19:24:20,14.483,N,68.638,W,1
9/14/2018,19:26:19,14.483,N,68.646,W,1
9/14/2018,19:28:19,14.483,N,68.653,W,1
9/14/2018,19:30:19,14.483,N,68.661,W,1
9/14/2018,19:32:19,14.483,N,68.668,W,1
9/14/2018,19:34:19,14.483,N,68.676,W,1
9/14/2018,19:36:19,14.482,N,68.683,W,1
9/14/2018,19:38:19,14.482,N,68.691,W,1
9/14/2018,19:40:20,14.482,N,68.698,W,1
9/14/2018,19:42:20,14.482,N,68.706,W,1
9/14/2018,19:44:20,14.482,N,68.713,W,1
9/14/2018,19:46:20,14.482,N,68.72,W,1
9/14/2018,19:48:20,14.482,N,68.728,W,1
9/14/2018,19:50:20,14.482,N,68.735,W,1
9/14/2018,19:52:20,14.482,N,68.742,W,1
9/14/2018,19:54:20,14.482,N,68.75,W,1
9/14/2018,19:56:19,14.482,N,68.757,W,1
9/14/2018,19:58:19,14.481,N,68.764,W,1
9/14/2018,20:00:19,14.481,N,68.771,W,1
9/14/2018,20:02:19,14.481,N,68.778,W,1
9/14/2018,20:04:19,14.481,N,68.786,W,1
9/14/2018,20:06:19,14.481,N,68.793,W,1
9/14/2018,20:08:19,14.481,N,68.8,W,1
9/14/2018,20:10:20,14.481,N,68.807,W,1
9/14/2018,20:12:20,14.481,N,68.814,W,1
9/14/2018,20:14:20,14.481,N,68.821,W,1
9/14/2018,20:16:20,14.48,N,68.828,W,1
9/14/2018,20:18:20,14.48,N,68.835,W,1
9/14/2018,20:20:20,14.48,N,68.842,W,1
9/14/2018,20:22:20,14.48,N,68.849,W,1
9/14/2018,20:24:20,14.48,N,68.856,W,1
9/14/2018,20:26:19,14.48,N,68.863,W,1
9/14/2018,20:28:19,14.48,N,68.87,W,1
9/14/2018,20:30:19,14.479,N,68.877,W,1
9/14/2018,20:32:19,14.479,N,68.884,W,1
9/14/2018,20:34:19,14.479,N,68.89,W,1
9/14/2018,20:36:19,14.479,N,68.897,W,1
9/14/2018,20:38:19,14.479,N,68.904,W,1
9/14/2018,20:40:20,14.479,N,68.911,W,1
9/14/2018,20:42:20,14.478,N,68.918,W,1
9/14/2018,20:44:20,14.478,N,68.924,W,1
9/14/2018,20:46:20,14.478,N,68.931,W,1
9/14/2018,20:48:20,14.478,N,68.938,W,1
9/14/2018,20:50:20,14.478,N,68.944,W,1
9/14/2018,20:52:20,14.478,N,68.951,W,1
9/14/2018,20:54:20,14.477,N,68.958,W,1
9/14/2018,20:56:19,14.477,N,68.964,W,1
9/14/2018,20:58:19,14.477,N,68.971,W,1
9/14/2018,21:00:19,14.477,N,68.977,W,1
9/14/2018,21:02:19,14.477,N,68.984,W,1
9/14/2018,21:04:19,14.476,N,68.991,W,1
9/14/2018,21:06:19,14.476,N,68.997,W,1
9/14/2018,21:08:19,14.476,N,69.004,W,1
9/14/2018,21:10:20,14.476,N,69.01,W,1
9/14/2018,21:12:20,14.476,N,69.016,W,1
9/14/2018,21:14:20,14.475,N,69.023,W,1
9/14/2018,21:16:20,14.475,N,69.029,W,1
9/14/2018,21:18:20,14.475,N,69.036,W,1
9/14/2018,21:20:20,14.475,N,69.042,W,1
9/14/2018,21:22:20,14.475,N,69.049,W,1
9/14/2018,21:24:20,14.474,N,69.055,W,1
9/14/2018,21:26:19,14.474,N,69.061,W,1
9/14/2018,21:28:19,14.474,N,69.068,W,1
9/14/2018,21:30:19,14.474,N,69.074,W,1
9/14/2018,21:32:19,14.473,N,69.08,W,1
9/14/2018,21:34:19,14.473,N,69.086,W,1
9/14/2018,21:36:19,14.473,N,69.093,W,1
9/14/2018,21:38:19,14.473,N,69.099,W,1
9/14/2018,21:40:20,14.472,N,69.105,W,1
9/14/2018,21:42:20,14.472,N,69.111,W,1
9/14/2018,21:44:20,14.472,N,69.117,W,1
9/14/2018,21:46:20,14.472,N,69.124,W,1
9/14/2018,21:48:20,14.471,N,69.13,W,1
9/14/2018,21:50:20,14.471,N,69.136,W,1
9/14/2018,21:52:20,14.471,N,69.142,W,1
9/14/2018,21:54:20,14.471,N,69.148,W,1
9/14/2018,21:56:19,14.47,N,69.154,W,1
9/14/2018,21:58:19,14.47,N,69.16,W,1
9/14/2018,22:00:19,14.47,N,69.166,W,1
9/14/2018,22:02:19,14.47,N,69.172,W,1
9/14/2018,22:04:19,14.469,N,69.178,W,1
9/14/2018,22:06:19,14.469,N,69.184,W,1
9/14/2018,22:08:19,14.469,N,69.19,W,1
9/14/2018,22:10:20,14.468,N,69.196,W,1
9/14/2018,22:12:20,14.468,N,69.202,W,1
9/14/2018,22:14:20,14.468,N,69.208,W,1
9/14/2018,22:16:20,14.468,N,69.214,W,1
9/14/2018,22:18:20,14.467,N,69.22,W,1
9/14/2018,22:20:20,14.467,N,69.226,W,1
9/14/2018,22:22:20,14.467,N,69.231,W,1
9/14/2018,22:24:20,14.466,N,69.237,W,1
9/14/2018,22:26:19,14.466,N,69.243,W,1
9/14/2018,22:28:19,14.466,N,69.249,W,1
9/14/2018,22:30:19,14.466,N,69.255,W,1
9/14/2018,22:32:19,14.465,N,69.261,W,1
9/14/2018,22:34:19,14.465,N,69.266,W,1
9/14/2018,22:36:19,14.465,N,69.272,W,1
9/14/2018,22:38:19,14.464,N,69.278,W,1
9/14/2018,22:40:20,14.464,N,69.284,W,1
9/14/2018,22:42:20,14.464,N,69.289,W,1
9/14/2018,22:44:20,14.463,N,69.295,W,1
9/14/2018,22:46:20,14.463,N,69.301,W,1
9/14/2018,22:48:20,14.463,N,69.306,W,1
9/14/2018,22:50:20,14.462,N,69.312,W,1
9/14/2018,22:52:20,14.462,N,69.317,W,1
9/14/2018,22:54:20,14.462,N,69.323,W,1
9/14/2018,22:56:19,14.461,N,69.329,W,1
9/14/2018,22:58:19,14.461,N,69.334,W,1
9/14/2018,23:00:19,14.461,N,69.34,W,1
9/14/2018,23:02:19,14.46,N,69.345,W,1
9/14/2018,23:04:19,14.46,N,69.351,W,1
9/14/2018,23:06:19,14.46,N,69.357,W,1
9/14/2018,23:08:19,14.459,N,69.362,W,1
9/14/2018,23:10:20,14.459,N,69.368,W,1
9/14/2018,23:12:20,14.459,N,69.373,W,1
9/14/2018,23:14:20,14.458,N,69.378,W,1
9/14/2018,23:16:20,14.458,N,69.384,W,1
9/14/2018,23:18:20,14.458,N,69.389,W,1
9/14/2018,23:20:20,14.457,N,69.395,W,1
9/14/2018,23:22:20,14.457,N,69.4,W,1
9/14/2018,23:24:20,14.457,N,69.406,W,1
9/14/2018,23:26:19,14.456,N,69.411,W,1
9/14/2018,23:28:19,14.456,N,69.416,W,1
9/14/2018,23:30:19,14.456,N,69.422,W,1
9/14/2018,23:32:19,14.455,N,69.427,W,1
9/14/2018,23:34:19,14.455,N,69.433,W,1
9/14/2018,23:36:19,14.454,N,69.438,W,1
9/14/2018,23:38:19,14.454,N,69.443,W,1
9/14/2018,23:40:20,14.454,N,69.448,W,1
9/14/2018,23:42:20,14.453,N,69.454,W,1
9/14/2018,23:44:20,14.453,N,69.459,W,1
9/14/2018,23:46:20,14.453,N,69.464,W,1
9/14/2018,23:48:20,14.452,N,69.47,W,1
9/14/2018,23:50:20,14.452,N,69.475,W,1
9/14/2018,23:52:20,14.451,N,69.48,W,1
9/14/2018,23:54:20,14.451,N,69.485,W,1
9/14/2018,23:56:19,14.451,N,69.49,W,1
9/14/2018,23:58:19,14.45,N,69.496,W,1
9/15/2018,0:00:00,14.45,N,69.5,W,1
9/15/2018,0:01:59,14.439,N,69.504,W,1
9/15/2018,0:03:59,14.428,N,69.507,W,1
9/15/2018,0:05:59,14.418,N,69.511,W,1
9/15/2018,0:07:59,14.408,N,69.515,W,1
9/15/2018,0:09:59,14.398,N,69.519,W,1
9/15/2018,0:11:59,14.388,N,69.522,W,1
9/15/2018,0:13:59,14.378,N,69.526,W,1
9/15/2018,0:16:00,14.369,N,69.53,W,1
9/15/2018,0:18:00,14.36,N,69.534,W,1
9/15/2018,0:20:00,14.351,N,69.538,W,1
9/15/2018,0:22:00,14.342,N,69.542,W,1
9/15/2018,0:24:00,14.333,N,69.546,W,1
9/15/2018,0:26:00,14.325,N,69.55,W,1
9/15/2018,0:28:00,14.316,N,69.554,W,1
9/15/2018,0:30:00,14.308,N,69.558,W,1
9/15/2018,0:31:59,14.301,N,69.562,W,1
9/15/2018,0:33:59,14.293,N,69.566,W,1
9/15/2018,0:35:59,14.286,N,69.57,W,1
9/15/2018,0:37:59,14.278,N,69.574,W,1
9/15/2018,0:39:59,14.271,N,69.578,W,1
9/15/2018,0:41:59,14.264,N,69.582,W,1
9/15/2018,0:43:59,14.258,N,69.586,W,1
9/15/2018,0:46:00,14.251,N,69.59,W,1
9/15/2018,0:48:00,14.245,N,69.594,W,1
9/15/2018,0:50:00,14.239,N,69.598,W,1
9/15/2018,0:52:00,14.233,N,69.602,W,1
9/15/2018,0:54:00,14.227,N,69.607,W,1
9/15/2018,0:56:00,14.222,N,69.611,W,1
9/15/2018,0:58:00,14.216,N,69.615,W,1
9/15/2018,1:00:00,14.211,N,69.619,W,1
9/15/2018,1:01:59,14.206,N,69.623,W,1
9/15/2018,1:03:59,14.201,N,69.628,W,1
9/15/2018,1:05:59,14.197,N,69.632,W,1
9/15/2018,1:07:59,14.192,N,69.636,W,1
9/15/2018,1:09:59,14.188,N,69.641,W,1
9/15/2018,1:11:59,14.184,N,69.645,W,1
9/15/2018,1:13:59,14.18,N,69.649,W,1
9/15/2018,1:16:00,14.176,N,69.654,W,1
9/15/2018,1:18:00,14.172,N,69.658,W,1
9/15/2018,1:20:00,14.169,N,69.662,W,1
9/15/2018,1:22:00,14.166,N,69.667,W,1
9/15/2018,1:24:00,14.162,N,69.671,W,1
9/15/2018,1:26:00,14.159,N,69.676,W,1
9/15/2018,1:28:00,14.157,N,69.68,W,1
9/15/2018,1:30:00,14.154,N,69.685,W,1
9/15/2018,1:31:59,14.151,N,69.689,W,1
9/15/2018,1:33:59,14.149,N,69.694,W,1
9/15/2018,1:35:59,14.147,N,69.698,W,1
9/15/2018,1:37:59,14.145,N,69.703,W,1
9/15/2018,1:39:59,14.143,N,69.707,W,1
9/15/2018,1:41:59,14.141,N,69.712,W,1
9/15/2018,1:43:59,14.14,N,69.716,W,1
9/15/2018,1:46:00,14.138,N,69.721,W,1
9/15/2018,1:48:00,14.137,N,69.726,W,1
9/15/2018,1:50:00,14.136,N,69.73,W,1
9/15/2018,1:52:00,14.135,N,69.735,W,1
9/15/2018,1:54:00,14.134,N,69.739,W,1
9/15/2018,1:56:00,14.133,N,69.744,W,1
9/15/2018,1:58:00,14.133,N,69.749,W,1
9/15/2018,2:00:00,14.133,N,69.754,W,1
9/15/2018,2:01:59,14.132,N,69.758,W,1
9/15/2018,2:03:59,14.132,N,69.763,W,1
9/15/2018,2:05:59,14.132,N,69.768,W,1
9/15/2018,2:07:59,14.132,N,69.772,W,1
9/15/2018,2:09:59,14.133,N,69.777,W,1
9/15/2018,2:11:59,14.133,N,69.782,W,1
9/15/2018,2:13:59,14.134,N,69.787,W,1
9/15/2018,2:16:00,14.134,N,69.791,W,1
9/15/2018,2:18:00,14.135,N,69.796,W,1
9/15/2018,2:20:00,14.136,N,69.801,W,1
9/15/2018,2:22:00,14.137,N,69.806,W,1
9/15/2018,2:24:00,14.138,N,69.811,W,1
9/15/2018,2:26:00,14.14,N,69.816,W,1
9/15/2018,2:28:00,14.141,N,69.82,W,1
9/15/2018,2:30:00,14.143,N,69.825,W,1
9/15/2018,2:31:59,14.144,N,69.83,W,1
9/15/2018,2:33:59,14.146,N,69.835,W,1
9/15/2018,2:35:59,14.148,N,69.84,W,1
9/15/2018,2:37:59,14.15,N,69.845,W,1
9/15/2018,2:39:59,14.152,N,69.85,W,1
9/15/2018,2:41:59,14.155,N,69.855,W,1
9/15/2018,2:43:59,14.157,N,69.86,W,1
9/15/2018,2:46:00,14.159,N,69.865,W,1
9/15/2018,2:48:00,14.162,N,69.87,W,1
9/15/2018,2:50:00,14.165,N,69.875,W,1
9/15/2018,2:52:00,14.168,N,69.88,W,1
9/15/2018,2:54:00,14.171,N,69.885,W,1
9/15/2018,2:56:00,14.174,N,69.89,W,1
9/15/2018,2:58:00,14.177,N,69.895,W,1
9/15/2018,3:00:00,14.18,N,69.9,W,1
9/15/2018,3:01:59,14.183,N,69.905,W,1
9/15/2018,3:03:59,14.187,N,69.91,W,1
9/15/2018,3:05:59,14.19,N,69.915,W,1
9/15/2018,3:07:59,14.194,N,69.92,W,1
9/15/2018,3:09:59,14.198,N,69.925,W,1
9/15/2018,3:11:59,14.202,N,69.93,W,1
9/15/2018,3:13:59,14.206,N,69.935,W,1
9/15/2018,3:16:00,14.21,N,69.94,W,1
9/15/2018,3:18:00,14.214,N,69.945,W,1
9/15/2018,3:20:00,14.218,N,69.95,W,1
9/15/2018,3:22:00,14.222,N,69.956,W,1
9/15/2018,3:24:00,14.227,N,69.961,W,1
9/15/2018,3:26:00,14.231,N,69.966,W,1
9/15/2018,3:28:00,14.236,N,69.971,W,1
9/15/2018,3:30:00,14.24,N,69.976,W,1
9/15/2018,3:31:59,14.245,N,69.981,W,1
9/15/2018,3:33:59,14.25,N,69.987,W,1
9/15/2018,3:35:59,14.255,N,69.992,W,1
9/15/2018,3:37:59,14.26,N,69.997,W,1
9/15/2018,3:39:59,14.265,N,70.002,W,1
9/15/2018,3:41:59,14.27,N,70.007,W,1
9/15/2018,3:43:59,14.275,N,70.013,W,1
9/15/2018,3:46:00,14.281,N,70.018,W,1
9/15/2018,3:48:00,14.286,N,70.023,W,1
9/15/2018,3:50:00,14.291,N,70.028,W,1
9/15/2018,3:52:00,14.297,N,70.033,W,1
9/15/2018,3:54:00,14.303,N,70.039,W,1
9/15/2018,3:56:00,14.308,N,70.044,W,1
9/15/2018,3:58:00,14.314,N,70.049,W,1
9/15/2018,4:00:00,14.32,N,70.054,W,1
9/15/2018,4:01:59,14.326,N,70.06,W,1
9/15/2018,4:03:59,14.331,N,70.065,W,1
9/15/2018,4:05:59,14.337,N,70.07,W,1
9/15/2018,4:07:59,14.343,N,70.076,W,1
9/15/2018,4:09:59,14.35,N,70.081,W,1
9/15/2018,4:11:59,14.356,N,70.086,W,1
9/15/2018,4:13:59,14.362,N,70.092,W,1
9/15/2018,4:16:00,14.368,N,70.097,W,1
9/15/2018,4:18:00,14.375,N,70.102,W,1
9/15/2018,4:20:00,14.381,N,70.107,W,1
9/15/2018,4:22:00,14.387,N,70.113,W,1
9/15/2018,4:24:00,14.394,N,70.118,W,1
9/15/2018,4:26:00,14.4,N,70.123,W,1
9/15/2018,4:28:00,14.407,N,70.129,W,1
9/15/2018,4:30:00,14.414,N,70.134,W,1
9/15/2018,4:31:59,14.42,N,70.14,W,1
9/15/2018,4:33:59,14.427,N,70.145,W,1
9/15/2018,4:35:59,14.434,N,70.15,W,1
9/15/2018,4:37:59,14.44,N,70.156,W,1
9/15/2018,4:39:59,14.447,N,70.161,W,1
9/15/2018,4:41:59,14.454,N,70.166,W,1
9/15/2018,4:43:59,14.461,N,70.172,W,1
9/15/2018,4:46:00,14.468,N,70.177,W,1
9/15/2018,4:48:00,14.475,N,70.182,W,1
9/15/2018,4:50:00,14.482,N,70.188,W,1
9/15/2018,4:52:00,14.489,N,70.193,W,1
9/15/2018,4:54:00,14.496,N,70.199,W,1
9/15/2018,4:56:00,14.503,N,70.204,W,1
9/15/2018,4:58:00,14.51,N,70.209,W,1
9/15/2018,5:00:00,14.518,N,70.215,W,1
9/15/2018,5:01:59,14.525,N,70.22,W,1
9/15/2018,5:03:59,14.532,N,70.226,W,1
9/15/2018,5:05:59,14.539,N,70.231,W,1
9/15/2018,5:07:59,14.547,N,70.236,W,1
9/15/2018,5:09:59,14.554,N,70.242,W,1
9/15/2018,5:11:59,14.561,N,70.247,W,1
9/15/2018,5:13:59,14.569,N,70.253,W,1
9/15/2018,5:16:00,14.576,N,70.258,W,1
9/15/2018,5:18:00,14.583,N,70.263,W,1
9/15/2018,5:20:00,14.591,N,70.269,W,1
9/15/2018,5:22:00,14.598,N,70.274,W,1
9/15/2018,5:24:00,14.605,N,70.28,W,1
9/15/2018,5:26:00,14.613,N,70.285,W,1
9/15/2018,5:28:00,14.62,N,70.291,W,1
9/15/2018,5:30:00,14.628,N,70.296,W,1
9/15/2018,5:31:59,14.635,N,70.301,W,1
9/15/2018,5:33:59,14.643,N,70.307,W,1
9/15/2018,5:35:59,14.65,N,70.312,W,1
9/15/2018,5:37:59,14.658,N,70.318,W,1
9/15/2018,5:39:59,14.665,N,70.323,W,1
9/15/2018,5:41:59,14.673,N,70.329,W,1

